entity,code,year,human_food,animal_feed,processed
Europe,NA,1966,60000,165000,4629000
Europe,NA,1967,65000,133000,5225000
Europe,NA,1968,65000,148000,5230000
Europe,NA,1969,71000,128000,5720000
Europe,NA,1970,71000,139000,7581000
Europe,NA,1971,71000,123000,8112000
Europe,NA,1972,70000,145000,8528000
Europe,NA,1973,76000,135000,9583000
Europe,NA,1974,76000,183000,11889000
Europe,NA,1975,78000,207000,10933000
Europe,NA,1976,78000,254000,13938000
Europe,NA,1977,82000,308000,14048000
Europe,NA,1978,80000,312000,15885000
Europe,NA,1979,84000,251000,17313000
Europe,NA,1980,84000,288000,18385000
Europe,NA,1981,84000,305000,16342000
Europe,NA,1982,84000,505000,18094000
Europe,NA,1983,84000,516000,17166000
Europe,NA,1984,89000,503000,15185000
Europe,NA,1985,93000,581000,15737000
Europe,NA,1986,153000,861000,16343000
Europe,NA,1987,207000,1401000,17612000
Europe,NA,1988,134000,1666000,15921000
Europe,NA,1989,113000,1584000,14415000
Europe,NA,1990,124000,1592000,15556000
Europe,NA,1991,111000,1860000,14661000
Europe,NA,1992,51000,1582000,15182000
Europe,NA,1993,54000,1463000,13412000
Europe,NA,1994,56000,1606000,13834000
Europe,NA,1995,75000,1618000,15659000
Europe,NA,1996,83000,1443000,15295000
Europe,NA,1997,75000,1737000,15680000
Europe,NA,1998,56000,1673000,16894000
Europe,NA,1999,60000,1741000,16472000
Europe,NA,2000,63000,1257000,16001000
Europe,NA,2001,106000,1458000,17992000
Europe,NA,2002,88000,2193000,18001000
Europe,NA,2003,39000,1511000,17524000
Europe,NA,2004,46000,1809000,15066000
Europe,NA,2005,42000,1778000,15643000
Europe,NA,2006,88000,2240000,15340000
Europe,NA,2007,94000,1784000,16134000
Europe,NA,2008,96000,1662000,16242000
Europe,NA,2009,94000,1589000,15481000
Europe,NA,2010,109000,2764000,15766000
Europe,NA,2011,111000,2394000,15303000
Europe,NA,2012,117000,1211000,16075000
Europe,NA,2013,139000,1732000,16672000
"Europe, Western",NA,1961,0,6000,1474000
"Europe, Western",NA,1962,0,8000,1565000
"Europe, Western",NA,1963,0,26000,1621000
"Europe, Western",NA,1964,0,9000,1875000
"Europe, Western",NA,1965,0,4000,2074000
"Europe, Western",NA,1966,0,8000,2304000
"Europe, Western",NA,1967,0,12000,2450000
"Europe, Western",NA,1968,0,4000,2407000
"Europe, Western",NA,1969,0,16000,2637000
"Europe, Western",NA,1970,0,6000,3980000
"Europe, Western",NA,1971,0,4000,4162000
"Europe, Western",NA,1972,0,5000,4459000
"Europe, Western",NA,1973,0,4000,4992000
"Europe, Western",NA,1974,0,3000,6634000
"Europe, Western",NA,1975,0,3000,5811000
"Europe, Western",NA,1976,0,1000,6430000
"Europe, Western",NA,1977,0,3000,6376000
"Europe, Western",NA,1978,0,5000,7964000
"Europe, Western",NA,1979,0,10000,8580000
"Europe, Western",NA,1980,0,26000,8924000
"Europe, Western",NA,1981,0,26000,7780000
"Europe, Western",NA,1982,0,67000,9091000
"Europe, Western",NA,1983,0,43000,8015000
"Europe, Western",NA,1984,0,33000,7280000
"Europe, Western",NA,1985,0,87000,7588000
"Europe, Western",NA,1986,0,74000,7328000
"Europe, Western",NA,1987,2000,232000,8264000
"Europe, Western",NA,1988,3000,286000,7447000
"Europe, Western",NA,1989,8000,302000,6847000
"Europe, Western",NA,1990,30000,413000,7366000
"Europe, Western",NA,1991,27000,378000,7368000
"Europe, Western",NA,1992,43000,452000,8329000
"Europe, Western",NA,1993,48000,439000,8063000
"Europe, Western",NA,1994,50000,421000,8345000
"Europe, Western",NA,1995,64000,647000,9229000
"Europe, Western",NA,1996,74000,515000,8692000
"Europe, Western",NA,1997,65000,633000,9117000
"Europe, Western",NA,1998,45000,638000,9836000
"Europe, Western",NA,1999,50000,551000,9463000
"Europe, Western",NA,2000,48000,506000,9077000
"Europe, Western",NA,2001,83000,644000,10184000
"Europe, Western",NA,2002,64000,650000,9925000
"Europe, Western",NA,2003,23000,572000,9209000
"Europe, Western",NA,2004,20000,673000,7619000
"Europe, Western",NA,2005,22000,477000,7706000
"Europe, Western",NA,2006,64000,696000,7761000
"Europe, Western",NA,2007,75000,631000,7756000
"Europe, Western",NA,2008,72000,407000,6844000
"Europe, Western",NA,2009,74000,444000,6238000
"Europe, Western",NA,2010,74000,724000,6041000
"Europe, Western",NA,2011,73000,580000,5925000
"Europe, Western",NA,2012,85000,389000,6038000
"Europe, Western",NA,2013,100000,320000,6388000
European Union,NA,1961,0,24000,2206000
European Union,NA,1962,0,33000,2539000
European Union,NA,1963,0,61000,2646000
European Union,NA,1964,0,44000,2941000
European Union,NA,1965,0,30000,3641000
European Union,NA,1966,0,51000,4218000
European Union,NA,1967,0,50000,4688000
European Union,NA,1968,0,52000,4694000
European Union,NA,1969,1000,53000,5197000
European Union,NA,1970,1000,60000,7166000
European Union,NA,1971,1000,47000,7438000
European Union,NA,1972,0,65000,8032000
European Union,NA,1973,1000,32000,8308000
European Union,NA,1974,1000,26000,11310000
European Union,NA,1975,3000,58000,10433000
European Union,NA,1976,3000,73000,11724000
European Union,NA,1977,4000,66000,11512000
European Union,NA,1978,4000,82000,14045000
European Union,NA,1979,5000,73000,15083000
European Union,NA,1980,4000,82000,16120000
European Union,NA,1981,4000,178000,14144000
European Union,NA,1982,4000,364000,15729000
European Union,NA,1983,4000,359000,15024000
European Union,NA,1984,4000,337000,12940000
European Union,NA,1985,3000,317000,13986000
European Union,NA,1986,3000,499000,13693000
European Union,NA,1987,5000,1014000,15024000
European Union,NA,1988,9000,1195000,13381000
European Union,NA,1989,13000,1254000,12537000
European Union,NA,1990,30000,1371000,13613000
European Union,NA,1991,30000,1408000,13095000
European Union,NA,1992,46000,1521000,13972000
European Union,NA,1993,53000,1206000,12944000
European Union,NA,1994,55000,1231000,13267000
European Union,NA,1995,74000,1582000,14925000
European Union,NA,1996,81000,1359000,14587000
European Union,NA,1997,73000,1668000,15048000
European Union,NA,1998,51000,1542000,16238000
European Union,NA,1999,56000,1389000,15606000
European Union,NA,2000,57000,1201000,15036000
European Union,NA,2001,100000,1406000,16983000
European Union,NA,2002,78000,2021000,16933000
European Union,NA,2003,34000,1327000,16467000
European Union,NA,2004,37000,1359000,14036000
European Union,NA,2005,35000,1257000,14397000
European Union,NA,2006,73000,1359000,14174000
European Union,NA,2007,83000,1145000,14835000
European Union,NA,2008,82000,947000,14346000
European Union,NA,2009,83000,852000,12919000
European Union,NA,2010,89000,1103000,13052000
European Union,NA,2011,90000,828000,12487000
European Union,NA,2012,101000,592000,12824000
European Union,NA,2013,118000,646000,13376000
Fiji,FJI,1961,0,NA,NA
Fiji,FJI,1962,0,NA,NA
Fiji,FJI,1963,0,NA,NA
Fiji,FJI,1964,0,NA,NA
Fiji,FJI,1965,0,NA,NA
Fiji,FJI,1966,0,NA,NA
Fiji,FJI,1967,0,NA,NA
Fiji,FJI,1968,0,NA,NA
Fiji,FJI,1969,0,NA,NA
Fiji,FJI,1970,0,NA,NA
Fiji,FJI,1971,0,NA,NA
Fiji,FJI,1972,0,NA,NA
Fiji,FJI,1973,0,NA,NA
Fiji,FJI,1974,0,NA,NA
Fiji,FJI,1975,0,NA,NA
Fiji,FJI,1976,0,NA,NA
Fiji,FJI,1977,0,NA,NA
Fiji,FJI,1978,0,NA,NA
Fiji,FJI,1979,0,NA,NA
Fiji,FJI,1980,1000,NA,NA
Fiji,FJI,1981,1000,NA,NA
Fiji,FJI,1982,0,NA,NA
Fiji,FJI,1983,0,NA,NA
Fiji,FJI,1984,0,NA,NA
Fiji,FJI,1985,0,NA,NA
Fiji,FJI,1986,0,NA,NA
Fiji,FJI,1987,0,NA,NA
Fiji,FJI,1988,0,NA,NA
Fiji,FJI,1989,0,NA,NA
Fiji,FJI,1990,0,NA,NA
Fiji,FJI,1991,0,NA,NA
Fiji,FJI,1992,0,NA,NA
Fiji,FJI,1993,0,NA,NA
Fiji,FJI,1994,0,NA,NA
Fiji,FJI,1995,0,NA,NA
Fiji,FJI,1996,0,NA,NA
Fiji,FJI,1997,0,NA,NA
Fiji,FJI,1998,0,NA,NA
Fiji,FJI,1999,0,NA,NA
Fiji,FJI,2000,0,NA,NA
Fiji,FJI,2001,0,NA,NA
Fiji,FJI,2002,0,NA,NA
Fiji,FJI,2003,0,NA,NA
Fiji,FJI,2004,0,NA,NA
Fiji,FJI,2005,0,NA,NA
Fiji,FJI,2006,0,NA,NA
Fiji,FJI,2007,0,NA,NA
Fiji,FJI,2008,0,NA,NA
Fiji,FJI,2009,0,NA,NA
Fiji,FJI,2010,0,NA,NA
Fiji,FJI,2011,0,NA,NA
Fiji,FJI,2012,1000,NA,NA
Fiji,FJI,2013,0,NA,NA
Finland,FIN,1961,0,NA,12000
Finland,FIN,1962,0,NA,29000
Finland,FIN,1963,0,NA,50000
Finland,FIN,1964,0,NA,58000
Finland,FIN,1965,0,NA,42000
Finland,FIN,1966,0,NA,67000
Finland,FIN,1967,0,NA,63000
Finland,FIN,1968,0,NA,41000
Finland,FIN,1969,0,NA,44000
Finland,FIN,1970,0,NA,45000
Finland,FIN,1971,0,NA,77000
Finland,FIN,1972,0,NA,71000
Finland,FIN,1973,0,NA,70000
Finland,FIN,1974,0,NA,116000
Finland,FIN,1975,0,NA,105000
Finland,FIN,1976,0,NA,103000
Finland,FIN,1977,0,NA,89000
Finland,FIN,1978,0,NA,88000
Finland,FIN,1979,0,NA,96000
Finland,FIN,1980,0,NA,112000
Finland,FIN,1981,0,NA,94000
Finland,FIN,1982,0,NA,119000
Finland,FIN,1983,0,NA,122000
Finland,FIN,1984,0,NA,71000
Finland,FIN,1985,0,NA,123000
Finland,FIN,1986,0,NA,144000
Finland,FIN,1987,0,NA,151000
Finland,FIN,1988,0,NA,198000
Finland,FIN,1989,0,NA,151000
Finland,FIN,1990,0,NA,136000
Finland,FIN,1991,0,NA,129000
Finland,FIN,1992,0,NA,164000
Finland,FIN,1993,0,NA,135000
Finland,FIN,1994,0,NA,115000
Finland,FIN,1995,0,NA,156000
Finland,FIN,1996,0,NA,161000
Finland,FIN,1997,0,NA,165000
Finland,FIN,1998,0,NA,147000
Finland,FIN,1999,0,NA,145000
Finland,FIN,2000,0,NA,137000
Finland,FIN,2001,0,NA,182000
Finland,FIN,2002,0,NA,130000
Finland,FIN,2003,0,NA,113000
Finland,FIN,2004,0,NA,83000
Finland,FIN,2005,0,NA,62000
Finland,FIN,2006,0,NA,30000
Finland,FIN,2007,0,NA,5000
Finland,FIN,2008,0,NA,12000
Finland,FIN,2009,0,NA,5000
Finland,FIN,2010,0,NA,10000
Finland,FIN,2011,0,NA,6000
Finland,FIN,2012,0,NA,7000
Finland,FIN,2013,0,NA,41000
France,FRA,1961,0,4000,78000
France,FRA,1962,0,6000,137000
France,FRA,1963,0,23000,120000
France,FRA,1964,0,6000,179000
France,FRA,1965,0,2000,110000
France,FRA,1966,0,6000,112000
France,FRA,1967,0,9000,127000
France,FRA,1968,0,1000,49000
France,FRA,1969,0,13000,44000
France,FRA,1970,0,3000,422000
France,FRA,1971,0,1000,475000
France,FRA,1972,0,1000,477000
France,FRA,1973,0,1000,505000
France,FRA,1974,0,0,568000
France,FRA,1975,0,0,419000
France,FRA,1976,0,0,512000
France,FRA,1977,0,1000,554000
France,FRA,1978,0,2000,783000
France,FRA,1979,0,7000,870000
France,FRA,1980,0,23000,856000
France,FRA,1981,0,22000,560000
France,FRA,1982,0,62000,916000
France,FRA,1983,0,38000,836000
France,FRA,1984,0,27000,630000
France,FRA,1985,0,80000,572000
France,FRA,1986,0,66000,560000
France,FRA,1987,0,223000,594000
France,FRA,1988,0,249000,358000
France,FRA,1989,0,288000,234000
France,FRA,1990,0,372000,255000
France,FRA,1991,1000,326000,161000
France,FRA,1992,0,326000,239000
France,FRA,1993,1000,287000,406000
France,FRA,1994,1000,348000,379000
France,FRA,1995,1000,329000,665000
France,FRA,1996,0,314000,515000
France,FRA,1997,1000,404000,510000
France,FRA,1998,1000,371000,558000
France,FRA,1999,1000,337000,452000
France,FRA,2000,1000,300000,367000
France,FRA,2001,1000,402000,611000
France,FRA,2002,2000,322000,756000
France,FRA,2003,2000,326000,657000
France,FRA,2004,2000,226000,381000
France,FRA,2005,2000,194000,421000
France,FRA,2006,2000,192000,254000
France,FRA,2007,2000,220000,339000
France,FRA,2008,2000,208000,280000
France,FRA,2009,2000,204000,519000
France,FRA,2010,3000,170000,482000
France,FRA,2011,4000,124000,634000
France,FRA,2012,4000,77000,634000
France,FRA,2013,4000,99000,516000
French Polynesia,PYF,1961,0,NA,NA
French Polynesia,PYF,1962,0,NA,NA
French Polynesia,PYF,1963,0,NA,NA
French Polynesia,PYF,1964,0,NA,NA
French Polynesia,PYF,1965,0,NA,NA
French Polynesia,PYF,1966,0,NA,NA
French Polynesia,PYF,1967,0,NA,NA
French Polynesia,PYF,1968,0,NA,NA
French Polynesia,PYF,1969,0,NA,NA
French Polynesia,PYF,1970,0,NA,NA
French Polynesia,PYF,1971,0,NA,NA
French Polynesia,PYF,1972,0,NA,NA
French Polynesia,PYF,1973,0,NA,NA
French Polynesia,PYF,1974,0,NA,NA
French Polynesia,PYF,1975,0,NA,NA
French Polynesia,PYF,1976,0,NA,NA
French Polynesia,PYF,1977,0,NA,NA
French Polynesia,PYF,1978,0,NA,NA
French Polynesia,PYF,1979,0,NA,NA
French Polynesia,PYF,1980,0,NA,NA
French Polynesia,PYF,1981,0,NA,NA
French Polynesia,PYF,1982,0,NA,NA
French Polynesia,PYF,1983,0,NA,NA
French Polynesia,PYF,1984,0,NA,NA
French Polynesia,PYF,1985,0,NA,NA
French Polynesia,PYF,1986,0,NA,NA
French Polynesia,PYF,1987,0,NA,NA
French Polynesia,PYF,1988,0,NA,NA
French Polynesia,PYF,1989,0,NA,NA
French Polynesia,PYF,1990,0,NA,NA
French Polynesia,PYF,1991,0,NA,NA
French Polynesia,PYF,1992,0,NA,NA
French Polynesia,PYF,1993,0,NA,NA
French Polynesia,PYF,1994,0,NA,NA
French Polynesia,PYF,1995,0,NA,NA
French Polynesia,PYF,1996,0,NA,NA
French Polynesia,PYF,1997,0,NA,NA
French Polynesia,PYF,1998,0,NA,NA
French Polynesia,PYF,1999,0,NA,NA
French Polynesia,PYF,2000,0,NA,NA
French Polynesia,PYF,2001,0,NA,NA
French Polynesia,PYF,2002,0,NA,NA
French Polynesia,PYF,2003,0,NA,NA
French Polynesia,PYF,2004,0,NA,NA
French Polynesia,PYF,2005,0,NA,NA
French Polynesia,PYF,2006,0,NA,NA
French Polynesia,PYF,2007,0,NA,NA
French Polynesia,PYF,2008,0,NA,NA
French Polynesia,PYF,2009,0,NA,NA
French Polynesia,PYF,2010,0,NA,NA
French Polynesia,PYF,2011,0,NA,NA
French Polynesia,PYF,2012,0,NA,NA
French Polynesia,PYF,2013,0,NA,NA
Gabon,GAB,1961,0,NA,0
Gabon,GAB,1962,0,NA,0
Gabon,GAB,1963,0,NA,0
Gabon,GAB,1964,0,NA,0
Gabon,GAB,1965,0,NA,0
Gabon,GAB,1966,0,NA,0
Gabon,GAB,1967,0,NA,0
Gabon,GAB,1968,0,NA,0
Gabon,GAB,1969,0,NA,0
Gabon,GAB,1970,0,NA,0
Gabon,GAB,1971,0,NA,0
Gabon,GAB,1972,0,NA,0
Gabon,GAB,1973,0,NA,0
Gabon,GAB,1974,0,NA,0
Gabon,GAB,1975,0,NA,0
Gabon,GAB,1976,0,NA,0
Gabon,GAB,1977,0,NA,0
Gabon,GAB,1978,0,NA,0
Gabon,GAB,1979,0,NA,0
Gabon,GAB,1980,0,NA,0
Gabon,GAB,1981,0,NA,0
Gabon,GAB,1982,0,NA,0
Gabon,GAB,1983,0,NA,0
Gabon,GAB,1984,0,NA,0
Gabon,GAB,1985,0,NA,1000
Gabon,GAB,1986,0,NA,3000
Gabon,GAB,1987,0,NA,2000
Gabon,GAB,1988,0,NA,3000
Gabon,GAB,1989,0,NA,3000
Gabon,GAB,1990,0,NA,3000
Gabon,GAB,1991,0,NA,2000
Gabon,GAB,1992,0,NA,2000
Gabon,GAB,1993,0,NA,2000
Gabon,GAB,1994,0,NA,2000
Gabon,GAB,1995,0,NA,2000
Gabon,GAB,1996,0,NA,2000
Gabon,GAB,1997,0,NA,1000
Gabon,GAB,1998,0,NA,2000
Gabon,GAB,1999,0,NA,3000
Gabon,GAB,2000,0,NA,2000
Gabon,GAB,2001,0,NA,2000
Gabon,GAB,2002,0,NA,2000
Gabon,GAB,2003,0,NA,3000
Gabon,GAB,2004,0,NA,2000
Gabon,GAB,2005,0,NA,3000
Gabon,GAB,2006,0,NA,4000
Gabon,GAB,2007,0,NA,3000
Gabon,GAB,2008,0,NA,3000
Gabon,GAB,2009,0,NA,4000
Gabon,GAB,2010,0,NA,4000
Gabon,GAB,2011,0,NA,5000
Gabon,GAB,2012,0,NA,5000
Gabon,GAB,2013,0,NA,6000
Gambia,GMB,1961,0,NA,NA
Gambia,GMB,1962,0,NA,NA
Gambia,GMB,1963,0,NA,NA
Gambia,GMB,1964,0,NA,NA
Gambia,GMB,1965,0,NA,NA
Gambia,GMB,1966,0,NA,NA
Gambia,GMB,1967,0,NA,NA
Gambia,GMB,1968,0,NA,NA
Gambia,GMB,1969,0,NA,NA
Gambia,GMB,1970,0,NA,NA
Gambia,GMB,1971,0,NA,NA
Gambia,GMB,1972,0,NA,NA
Gambia,GMB,1973,0,NA,NA
Gambia,GMB,1974,0,NA,NA
Gambia,GMB,1975,0,NA,NA
Gambia,GMB,1976,0,NA,NA
Gambia,GMB,1977,0,NA,NA
Gambia,GMB,1978,0,NA,NA
Gambia,GMB,1979,0,NA,NA
Gambia,GMB,1980,0,NA,NA
Gambia,GMB,1981,0,NA,NA
Gambia,GMB,1982,0,NA,NA
Gambia,GMB,1983,0,NA,NA
Gambia,GMB,1984,0,NA,NA
Gambia,GMB,1985,0,NA,NA
Gambia,GMB,1986,0,NA,NA
Gambia,GMB,1987,0,NA,NA
Gambia,GMB,1988,0,NA,NA
Gambia,GMB,1989,0,NA,NA
Gambia,GMB,1990,0,NA,NA
Gambia,GMB,1991,0,NA,NA
Gambia,GMB,1992,0,NA,NA
Gambia,GMB,1993,0,NA,NA
Gambia,GMB,1994,0,NA,NA
Gambia,GMB,1995,0,NA,NA
Gambia,GMB,1996,0,NA,NA
Gambia,GMB,1997,0,NA,NA
Gambia,GMB,1998,0,NA,NA
Gambia,GMB,1999,0,NA,NA
Gambia,GMB,2000,0,NA,NA
Gambia,GMB,2001,0,NA,NA
Gambia,GMB,2002,0,NA,NA
Gambia,GMB,2003,0,NA,NA
Gambia,GMB,2004,0,NA,NA
Gambia,GMB,2005,0,NA,NA
Gambia,GMB,2006,0,NA,NA
Gambia,GMB,2007,0,NA,NA
Gambia,GMB,2008,0,NA,NA
Gambia,GMB,2009,0,NA,NA
Gambia,GMB,2010,0,NA,NA
Gambia,GMB,2011,0,NA,NA
Gambia,GMB,2012,0,NA,NA
Gambia,GMB,2013,0,NA,NA
Georgia,GEO,1992,0,0,NA
Georgia,GEO,1993,0,0,NA
Georgia,GEO,1994,0,0,NA
Georgia,GEO,1995,0,0,NA
Georgia,GEO,1996,0,1000,NA
Georgia,GEO,1997,0,2000,NA
Georgia,GEO,1998,0,1000,NA
Georgia,GEO,1999,0,1000,NA
Georgia,GEO,2000,0,1000,NA
Georgia,GEO,2001,0,2000,NA
Georgia,GEO,2002,0,2000,NA
Georgia,GEO,2003,0,4000,NA
Georgia,GEO,2004,0,2000,NA
Georgia,GEO,2005,0,11000,NA
Georgia,GEO,2006,0,4000,NA
Georgia,GEO,2007,0,3000,NA
Georgia,GEO,2008,0,2000,NA
Georgia,GEO,2009,0,1000,NA
Georgia,GEO,2010,0,1000,NA
Georgia,GEO,2011,0,1000,NA
Georgia,GEO,2012,0,0,NA
Georgia,GEO,2013,0,3000,NA
Germany,DEU,1961,0,3000,1042000
Germany,DEU,1962,0,3000,935000
Germany,DEU,1963,0,3000,1092000
Germany,DEU,1964,0,3000,1096000
Germany,DEU,1965,0,3000,1435000
Germany,DEU,1966,0,3000,1588000
Germany,DEU,1967,0,3000,1646000
Germany,DEU,1968,0,3000,1480000
Germany,DEU,1969,0,3000,1423000
Germany,DEU,1970,0,3000,2118000
Germany,DEU,1971,0,3000,2119000
Germany,DEU,1972,0,5000,2271000
Germany,DEU,1973,0,3000,2820000
Germany,DEU,1974,0,3000,3704000
Germany,DEU,1975,0,3000,3480000
Germany,DEU,1976,0,1000,3453000
Germany,DEU,1977,0,3000,3388000
Germany,DEU,1978,0,3000,3647000
Germany,DEU,1979,0,2000,3700000
Germany,DEU,1980,0,3000,3887000
Germany,DEU,1981,0,2000,3065000
Germany,DEU,1982,0,2000,3717000
Germany,DEU,1983,0,2000,3032000
Germany,DEU,1984,0,3000,2467000
Germany,DEU,1985,0,4000,2872000
Germany,DEU,1986,0,2000,2991000
Germany,DEU,1987,0,2000,3285000
Germany,DEU,1988,1000,21000,2805000
Germany,DEU,1989,1000,2000,2503000
Germany,DEU,1990,21000,21000,2659000
Germany,DEU,1991,22000,6000,2703000
Germany,DEU,1992,37000,49000,3026000
Germany,DEU,1993,36000,56000,2884000
Germany,DEU,1994,45000,9000,3024000
Germany,DEU,1995,54000,10000,3494000
Germany,DEU,1996,64000,13000,3307000
Germany,DEU,1997,47000,20000,3480000
Germany,DEU,1998,35000,20000,3950000
Germany,DEU,1999,43000,20000,3780000
Germany,DEU,2000,34000,10000,3693000
Germany,DEU,2001,65000,9000,4214000
Germany,DEU,2002,51000,10000,4074000
Germany,DEU,2003,10000,20000,3840000
Germany,DEU,2004,11000,30000,3504000
Germany,DEU,2005,10000,40000,3484000
Germany,DEU,2006,48000,10000,3434000
Germany,DEU,2007,57000,50000,3409000
Germany,DEU,2008,51000,10000,3364000
Germany,DEU,2009,51000,40000,3008000
Germany,DEU,2010,53000,100000,3038000
Germany,DEU,2011,52000,80000,2951000
Germany,DEU,2012,62000,80000,3139000
Germany,DEU,2013,72000,80000,3282000
Ghana,GHA,1961,0,NA,NA
Ghana,GHA,1962,0,NA,NA
Ghana,GHA,1963,0,NA,NA
Ghana,GHA,1964,0,NA,NA
Ghana,GHA,1965,0,NA,NA
Ghana,GHA,1966,0,NA,NA
Ghana,GHA,1967,0,NA,NA
Ghana,GHA,1968,0,NA,NA
Ghana,GHA,1969,0,NA,NA
Ghana,GHA,1970,0,NA,NA
Ghana,GHA,1971,0,NA,NA
Ghana,GHA,1972,0,NA,NA
Ghana,GHA,1973,0,NA,NA
Ghana,GHA,1974,0,NA,NA
Ghana,GHA,1975,0,NA,NA
Ghana,GHA,1976,0,NA,NA
Ghana,GHA,1977,0,NA,NA
Ghana,GHA,1978,0,NA,NA
Ghana,GHA,1979,0,NA,NA
Ghana,GHA,1980,0,NA,NA
Ghana,GHA,1981,0,NA,NA
Ghana,GHA,1982,0,NA,NA
Ghana,GHA,1983,0,NA,NA
Ghana,GHA,1984,0,NA,NA
Ghana,GHA,1985,0,NA,NA
Ghana,GHA,1986,0,NA,NA
Ghana,GHA,1987,0,NA,NA
Ghana,GHA,1988,0,NA,NA
Ghana,GHA,1989,0,NA,NA
Ghana,GHA,1990,0,NA,NA
Ghana,GHA,1991,0,NA,NA
Ghana,GHA,1992,0,NA,NA
Ghana,GHA,1993,0,NA,NA
Ghana,GHA,1994,0,NA,NA
Ghana,GHA,1995,0,NA,NA
Ghana,GHA,1996,0,NA,NA
Ghana,GHA,1997,0,NA,NA
Ghana,GHA,1998,0,NA,NA
Ghana,GHA,1999,0,NA,NA
Ghana,GHA,2000,0,NA,NA
Ghana,GHA,2001,0,NA,NA
Ghana,GHA,2002,0,NA,NA
Ghana,GHA,2003,0,NA,NA
Ghana,GHA,2004,0,NA,NA
Ghana,GHA,2005,0,NA,NA
Ghana,GHA,2006,0,NA,NA
Ghana,GHA,2007,1000,NA,NA
Ghana,GHA,2008,4000,NA,NA
Ghana,GHA,2009,0,NA,NA
Ghana,GHA,2010,0,NA,NA
Ghana,GHA,2011,0,NA,NA
Ghana,GHA,2012,0,NA,NA
Ghana,GHA,2013,0,NA,NA
Greece,GRC,1961,0,0,0
Greece,GRC,1962,0,0,0
Greece,GRC,1963,0,0,0
Greece,GRC,1964,0,0,0
Greece,GRC,1965,0,0,0
Greece,GRC,1966,0,0,0
Greece,GRC,1967,0,0,0
Greece,GRC,1968,0,0,0
Greece,GRC,1969,0,0,0
Greece,GRC,1970,0,0,0
Greece,GRC,1971,0,0,0
Greece,GRC,1972,0,0,0
Greece,GRC,1973,0,0,0
Greece,GRC,1974,0,4000,2000
Greece,GRC,1975,0,0,21000
Greece,GRC,1976,0,0,54000
Greece,GRC,1977,0,0,61000
Greece,GRC,1978,0,0,103000
Greece,GRC,1979,0,0,106000
Greece,GRC,1980,0,0,42000
Greece,GRC,1981,0,0,77000
Greece,GRC,1982,0,0,119000
Greece,GRC,1983,0,0,170000
Greece,GRC,1984,0,0,48000
Greece,GRC,1985,0,0,152000
Greece,GRC,1986,0,0,142000
Greece,GRC,1987,0,0,179000
Greece,GRC,1988,0,0,192000
Greece,GRC,1989,0,0,233000
Greece,GRC,1990,0,0,321000
Greece,GRC,1991,0,0,243000
Greece,GRC,1992,0,20000,309000
Greece,GRC,1993,0,20000,290000
Greece,GRC,1994,0,20000,256000
Greece,GRC,1995,0,20000,199000
Greece,GRC,1996,0,20000,210000
Greece,GRC,1997,0,20000,231000
Greece,GRC,1998,0,20000,278000
Greece,GRC,1999,0,20000,265000
Greece,GRC,2000,0,20000,225000
Greece,GRC,2001,0,20000,358000
Greece,GRC,2002,0,21000,315000
Greece,GRC,2003,0,11000,371000
Greece,GRC,2004,0,10000,326000
Greece,GRC,2005,0,12000,352000
Greece,GRC,2006,0,16000,348000
Greece,GRC,2007,0,2000,365000
Greece,GRC,2008,0,2000,349000
Greece,GRC,2009,0,2000,309000
Greece,GRC,2010,0,2000,279000
Greece,GRC,2011,0,2000,269000
Greece,GRC,2012,0,2000,285000
Greece,GRC,2013,0,2000,287000
Grenada,GRD,1961,0,NA,NA
Grenada,GRD,1962,0,NA,NA
Grenada,GRD,1963,0,NA,NA
Grenada,GRD,1964,0,NA,NA
Grenada,GRD,1965,0,NA,NA
Grenada,GRD,1966,0,NA,NA
Grenada,GRD,1967,0,NA,NA
Grenada,GRD,1968,0,NA,NA
Grenada,GRD,1969,0,NA,NA
Grenada,GRD,1970,0,NA,NA
Grenada,GRD,1971,0,NA,NA
Grenada,GRD,1972,0,NA,NA
Grenada,GRD,1973,0,NA,NA
Grenada,GRD,1974,0,NA,NA
Grenada,GRD,1975,0,NA,NA
Grenada,GRD,1976,0,NA,NA
Grenada,GRD,1977,0,NA,NA
Grenada,GRD,1978,0,NA,NA
Grenada,GRD,1979,0,NA,NA
Grenada,GRD,1980,0,NA,NA
Grenada,GRD,1981,0,NA,NA
Grenada,GRD,1982,0,NA,NA
Grenada,GRD,1983,0,NA,NA
Grenada,GRD,1984,0,NA,NA
Grenada,GRD,1985,0,NA,NA
Grenada,GRD,1986,0,NA,NA
Grenada,GRD,1987,0,NA,NA
Grenada,GRD,1988,0,NA,NA
Grenada,GRD,1989,0,NA,NA
Grenada,GRD,1990,0,NA,NA
Grenada,GRD,1991,0,NA,NA
Grenada,GRD,1992,0,NA,NA
Grenada,GRD,1993,0,NA,NA
Grenada,GRD,1994,0,NA,NA
Grenada,GRD,1995,0,NA,NA
Grenada,GRD,1996,0,NA,NA
Grenada,GRD,1997,0,NA,NA
Grenada,GRD,1998,0,NA,NA
Grenada,GRD,1999,0,NA,NA
Grenada,GRD,2000,0,NA,NA
Grenada,GRD,2001,0,NA,NA
Grenada,GRD,2002,0,NA,NA
Grenada,GRD,2003,0,NA,NA
