state,year,barrels,type
IN,2008,7626.27,Bottles and Cans
IN,2009,9704.3,Bottles and Cans
IN,2010,13724.96,Bottles and Cans
IN,2011,19393.24,Bottles and Cans
IN,2012,32664.02,Bottles and Cans
IN,2013,37750.09,Bottles and Cans
IN,2014,48204.65,Bottles and Cans
IN,2015,55466.71,Bottles and Cans
IN,2016,67624,Bottles and Cans
IN,2017,72637.37,Bottles and Cans
IN,2018,68032.19,Bottles and Cans
IN,2019,61722.24,Bottles and Cans
KS,2008,749,Bottles and Cans
KS,2009,1869.36,Bottles and Cans
KS,2010,4887.37,Bottles and Cans
KS,2011,9179.79,Bottles and Cans
KS,2012,9537.42,Bottles and Cans
KS,2013,11226.9,Bottles and Cans
KS,2014,15852.43,Bottles and Cans
KS,2015,19051.11,Bottles and Cans
KS,2016,17069.96,Bottles and Cans
KS,2017,16123.88,Bottles and Cans
KS,2018,6626.39,Bottles and Cans
KS,2019,6917.34,Bottles and Cans
KY,2008,76976.9,Bottles and Cans
KY,2009,76927.25,Bottles and Cans
KY,2010,68413.44,Bottles and Cans
KY,2011,58747.18,Bottles and Cans
KY,2012,70540.28,Bottles and Cans
KY,2013,78440.18,Bottles and Cans
KY,2014,86161.38,Bottles and Cans
KY,2015,99595.65,Bottles and Cans
KY,2016,97413.84,Bottles and Cans
KY,2017,115167.63,Bottles and Cans
KY,2018,129683.59,Bottles and Cans
KY,2019,144579.27,Bottles and Cans
LA,2008,53303.39,Bottles and Cans
LA,2009,58728.33,Bottles and Cans
LA,2010,71390.8,Bottles and Cans
LA,2011,81163.65,Bottles and Cans
LA,2012,98359.97,Bottles and Cans
LA,2013,101715.41,Bottles and Cans
LA,2014,109386.36,Bottles and Cans
LA,2015,109962.3,Bottles and Cans
LA,2016,104479.26,Bottles and Cans
LA,2017,102647.73,Bottles and Cans
LA,2018,97625.45,Bottles and Cans
LA,2019,83159.92,Bottles and Cans
MA,2008,51229.45,Bottles and Cans
MA,2009,64333.05,Bottles and Cans
MA,2010,72352.47,Bottles and Cans
MA,2011,91092.86,Bottles and Cans
MA,2012,107665.45,Bottles and Cans
MA,2013,127282.86,Bottles and Cans
MA,2014,133223.43,Bottles and Cans
MA,2015,140674.77,Bottles and Cans
MA,2016,168617.48,Bottles and Cans
MA,2017,232429.02,Bottles and Cans
MA,2018,233473.01,Bottles and Cans
MA,2019,228565.35,Bottles and Cans
MD,2008,47959.13,Bottles and Cans
MD,2009,48841.34,Bottles and Cans
MD,2010,63027.57,Bottles and Cans
MD,2011,74120.55,Bottles and Cans
MD,2012,75360.92,Bottles and Cans
MD,2013,89731.45,Bottles and Cans
MD,2014,104085.75,Bottles and Cans
MD,2015,113778.85,Bottles and Cans
MD,2016,110105.25,Bottles and Cans
MD,2017,109556.20000000001,Bottles and Cans
MD,2018,221125.22,Bottles and Cans
MD,2019,302088.7,Bottles and Cans
ME,2008,76817.87,Bottles and Cans
ME,2009,74021.63,Bottles and Cans
ME,2010,88631.9,Bottles and Cans
ME,2011,114906.5,Bottles and Cans
ME,2012,124123.97,Bottles and Cans
ME,2013,122877.92,Bottles and Cans
ME,2014,132025.53,Bottles and Cans
ME,2015,136646.89,Bottles and Cans
ME,2016,136065.27,Bottles and Cans
ME,2017,126135.75,Bottles and Cans
ME,2018,83500.42,Bottles and Cans
ME,2019,73118.94,Bottles and Cans
MI,2008,83937.28,Bottles and Cans
MI,2009,95754.44,Bottles and Cans
MI,2010,129159.89,Bottles and Cans
MI,2011,198151.04,Bottles and Cans
MI,2012,284832.91,Bottles and Cans
MI,2013,272746.16,Bottles and Cans
MI,2014,419973.01,Bottles and Cans
MI,2015,542697.93,Bottles and Cans
MI,2016,630694.91,Bottles and Cans
MI,2017,781680.1699999999,Bottles and Cans
MI,2018,902093.81,Bottles and Cans
MI,2019,948026.03,Bottles and Cans
MN,2008,223517.81,Bottles and Cans
MN,2009,221315.48,Bottles and Cans
MN,2010,212445.88,Bottles and Cans
MN,2011,259668.58,Bottles and Cans
MN,2012,232657.19,Bottles and Cans
MN,2013,253317.42,Bottles and Cans
MN,2014,285724.01,Bottles and Cans
MN,2015,314887.35,Bottles and Cans
MN,2016,305430.57,Bottles and Cans
MN,2017,331456.26,Bottles and Cans
MN,2018,442264.6,Bottles and Cans
MN,2019,1393791.89,Bottles and Cans
MO,2008,14124480.48,Bottles and Cans
MO,2009,13429771.56,Bottles and Cans
MO,2010,12455434.53,Bottles and Cans
MO,2011,12278066.32,Bottles and Cans
MO,2012,12808818.03,Bottles and Cans
MO,2013,12586027.39,Bottles and Cans
MO,2014,12366680.51,Bottles and Cans
MO,2015,12493739.84,Bottles and Cans
MO,2016,12567319.73,Bottles and Cans
MO,2017,12110143.63,Bottles and Cans
MO,2018,11927936.41,Bottles and Cans
MO,2019,11393001.56,Bottles and Cans
MS,2008,1952.64,Bottles and Cans
MS,2009,3521.57,Bottles and Cans
MS,2010,5188.87,Bottles and Cans
MS,2011,6646.41,Bottles and Cans
MS,2012,8051.63,Bottles and Cans
MS,2013,10044.08,Bottles and Cans
MS,2014,13409.98,Bottles and Cans
MS,2015,11793.55,Bottles and Cans
MS,2016,8237.78,Bottles and Cans
MS,2017,6798.97,Bottles and Cans
MS,2018,6788.76,Bottles and Cans
MS,2019,6174.98,Bottles and Cans
MT,2008,32902.39,Bottles and Cans
MT,2009,36322.98,Bottles and Cans
MT,2010,42673.97,Bottles and Cans
MT,2011,50457.49,Bottles and Cans
MT,2012,53243.54,Bottles and Cans
MT,2013,56224.96,Bottles and Cans
MT,2014,64538.3,Bottles and Cans
MT,2015,71159.76,Bottles and Cans
MT,2016,65207.68,Bottles and Cans
MT,2017,67927.37999999999,Bottles and Cans
MT,2018,63609.62,Bottles and Cans
MT,2019,60992.74,Bottles and Cans
NC,2008,6717728.97,Bottles and Cans
NC,2009,7129633.14,Bottles and Cans
NC,2010,6943748.84,Bottles and Cans
NC,2011,6600785.11,Bottles and Cans
NC,2012,6735801.22,Bottles and Cans
NC,2013,6515751.81,Bottles and Cans
NC,2014,6311112.23,Bottles and Cans
NC,2015,6341549.69,Bottles and Cans
NC,2016,3389539.45,Bottles and Cans
NC,2017,880391.57,Bottles and Cans
NC,2018,935057.28,Bottles and Cans
NC,2019,982104.25,Bottles and Cans
ND,2008,NA,Bottles and Cans
ND,2009,NA,Bottles and Cans
ND,2010,NA,Bottles and Cans
ND,2011,NA,Bottles and Cans
ND,2012,NA,Bottles and Cans
ND,2013,133.11,Bottles and Cans
ND,2014,1363.95,Bottles and Cans
ND,2015,1891.37,Bottles and Cans
ND,2016,771.99,Bottles and Cans
ND,2017,1480.51,Bottles and Cans
ND,2018,241.84,Bottles and Cans
ND,2019,36.88,Bottles and Cans
NE,2008,1792.16,Bottles and Cans
NE,2009,2575.65,Bottles and Cans
NE,2010,4950.25,Bottles and Cans
NE,2011,5885.5,Bottles and Cans
NE,2012,6780.45,Bottles and Cans
NE,2013,2073.18,Bottles and Cans
NE,2014,12738.17,Bottles and Cans
NE,2015,10792.33,Bottles and Cans
NE,2016,13944.91,Bottles and Cans
NE,2017,13914.720000000001,Bottles and Cans
NE,2018,13114.23,Bottles and Cans
NE,2019,13354.17,Bottles and Cans
NH,2008,2786576.49,Bottles and Cans
NH,2009,2817627.46,Bottles and Cans
NH,2010,2885016.06,Bottles and Cans
NH,2011,2734941.12,Bottles and Cans
NH,2012,2927305.84,Bottles and Cans
NH,2013,2854790.85,Bottles and Cans
NH,2014,2745595.26,Bottles and Cans
NH,2015,2856383.87,Bottles and Cans
NH,2016,2837839.95,Bottles and Cans
NH,2017,2746031.96,Bottles and Cans
NH,2018,2579021.31,Bottles and Cans
NH,2019,2276766.48,Bottles and Cans
NJ,2008,6600357.44,Bottles and Cans
NJ,2009,6522536.49,Bottles and Cans
NJ,2010,6920666.14,Bottles and Cans
NJ,2011,5908969.19,Bottles and Cans
NJ,2012,4572952.86,Bottles and Cans
NJ,2013,4264380.69,Bottles and Cans
NJ,2014,4316395.59,Bottles and Cans
NJ,2015,3221454.37,Bottles and Cans
NJ,2016,2660433.24,Bottles and Cans
NJ,2017,2439250.35,Bottles and Cans
NJ,2018,2770939.78,Bottles and Cans
NJ,2019,2507478.59,Bottles and Cans
NM,2008,4447.6,Bottles and Cans
NM,2009,6387.49,Bottles and Cans
NM,2010,9364.7,Bottles and Cans
NM,2011,14169.83,Bottles and Cans
NM,2012,17164.28,Bottles and Cans
NM,2013,18327.17,Bottles and Cans
NM,2014,26140.3,Bottles and Cans
NM,2015,30487.22,Bottles and Cans
NM,2016,29126.65,Bottles and Cans
NM,2017,38350.28,Bottles and Cans
NM,2018,48212.94,Bottles and Cans
NM,2019,55513.97,Bottles and Cans
NV,2008,234.05,Bottles and Cans
NV,2009,700.47,Bottles and Cans
NV,2010,939.85,Bottles and Cans
NV,2011,1790.02,Bottles and Cans
NV,2012,3647.33,Bottles and Cans
NV,2013,4561.27,Bottles and Cans
NV,2014,6322.08,Bottles and Cans
NV,2015,6091,Bottles and Cans
NV,2016,6477.36,Bottles and Cans
NV,2017,8418.869999999999,Bottles and Cans
NV,2018,12241.81,Bottles and Cans
NV,2019,17351.27,Bottles and Cans
NY,2008,6997372.81,Bottles and Cans
NY,2009,6307846.95,Bottles and Cans
NY,2010,6376824.8,Bottles and Cans
NY,2011,5779655.18,Bottles and Cans
NY,2012,6832275.59,Bottles and Cans
NY,2013,7166945.25,Bottles and Cans
NY,2014,6749799.4,Bottles and Cans
NY,2015,7218516.11,Bottles and Cans
NY,2016,7555530.53,Bottles and Cans
NY,2017,7507875.58,Bottles and Cans
NY,2018,7428652.03,Bottles and Cans
NY,2019,7720584.9,Bottles and Cans
OH,2008,18015059.22,Bottles and Cans
OH,2009,17920640.25,Bottles and Cans
OH,2010,18272288.93,Bottles and Cans
OH,2011,18312552.08,Bottles and Cans
OH,2012,17318045.77,Bottles and Cans
OH,2013,16646929.63,Bottles and Cans
OH,2014,17044931.31,Bottles and Cans
OH,2015,18060472.31,Bottles and Cans
OH,2016,18130886.35,Bottles and Cans
OH,2017,17733218.04,Bottles and Cans
OH,2018,16201555.3,Bottles and Cans
OH,2019,16176334.47,Bottles and Cans
OK,2008,1186.99,Bottles and Cans
OK,2009,2284.47,Bottles and Cans
OK,2010,2937.63,Bottles and Cans
OK,2011,3593.6,Bottles and Cans
OK,2012,3706.66,Bottles and Cans
OK,2013,3141.24,Bottles and Cans
OK,2014,5620.53,Bottles and Cans
OK,2015,6990.95,Bottles and Cans
OK,2016,8597.36,Bottles and Cans
OK,2017,8032.06,Bottles and Cans
OK,2018,183.59,Bottles and Cans
OK,2019,589.29,Bottles and Cans
OR,2008,524814.27,Bottles and Cans
OR,2009,581456.86,Bottles and Cans
OR,2010,659065.27,Bottles and Cans
OR,2011,772698.31,Bottles and Cans
OR,2012,848065.57,Bottles and Cans
OR,2013,937521.77,Bottles and Cans
OR,2014,1036589.35,Bottles and Cans
OR,2015,1089613.2,Bottles and Cans
OR,2016,1124515.37,Bottles and Cans
OR,2017,1019538.3200000001,Bottles and Cans
OR,2018,990592.29,Bottles and Cans
OR,2019,970083.59,Bottles and Cans
PA,2008,2238872.56,Bottles and Cans
PA,2009,2262763.16,Bottles and Cans
PA,2010,2685440.45,Bottles and Cans
PA,2011,3128166.8,Bottles and Cans
PA,2012,3411033.49,Bottles and Cans
PA,2013,4005887.4,Bottles and Cans
PA,2014,4246712.36,Bottles and Cans
PA,2015,4140992.46,Bottles and Cans
PA,2016,3853670.66,Bottles and Cans
PA,2017,3637399.93,Bottles and Cans
PA,2018,4126266.57,Bottles and Cans
PA,2019,5175879.25,Bottles and Cans
RI,2008,78,Bottles and Cans
RI,2009,76,Bottles and Cans
RI,2010,1613,Bottles and Cans
RI,2011,1692,Bottles and Cans
RI,2012,2021.32,Bottles and Cans
RI,2013,4181.58,Bottles and Cans
RI,2014,4949.18,Bottles and Cans
RI,2015,5592.76,Bottles and Cans
RI,2016,6646.02,Bottles and Cans
RI,2017,16985.26,Bottles and Cans
RI,2018,32268.25,Bottles and Cans
RI,2019,42190.46,Bottles and Cans
SC,2008,3475.55,Bottles and Cans
SC,2009,4733.84,Bottles and Cans
SC,2010,6346.93,Bottles and Cans
SC,2011,10771.16,Bottles and Cans
SC,2012,12903.66,Bottles and Cans
SC,2013,17725.52,Bottles and Cans
SC,2014,21211.65,Bottles and Cans
SC,2015,24319.79,Bottles and Cans
SC,2016,20753.29,Bottles and Cans
SC,2017,20894.82,Bottles and Cans
SC,2018,19482.87,Bottles and Cans
SC,2019,17600.06,Bottles and Cans
SD,2008,NA,Bottles and Cans
SD,2009,NA,Bottles and Cans
SD,2010,97.6,Bottles and Cans
SD,2011,424.14,Bottles and Cans
SD,2012,619.7,Bottles and Cans
SD,2013,785.06,Bottles and Cans
SD,2014,823.65,Bottles and Cans
SD,2015,1028.03,Bottles and Cans
SD,2016,935.83,Bottles and Cans
SD,2017,1132.8500000000001,Bottles and Cans
SD,2018,877.45,Bottles and Cans
SD,2019,935.45,Bottles and Cans
TN,2008,292.08,Bottles and Cans
TN,2009,98.75,Bottles and Cans
TN,2010,112.1,Bottles and Cans
TN,2011,1051.89,Bottles and Cans
TN,2012,380277,Bottles and Cans
TN,2013,560336.92,Bottles and Cans
TN,2014,696681.85,Bottles and Cans
TN,2015,1073651.26,Bottles and Cans
TN,2016,1116453.27,Bottles and Cans
TN,2017,1307141.77,Bottles and Cans
TN,2018,1750984.8,Bottles and Cans
TN,2019,2641268.05,Bottles and Cans
TX,2008,18671765.96,Bottles and Cans
TX,2009,19020183.48,Bottles and Cans
TX,2010,18985409.81,Bottles and Cans
TX,2011,18934858.19,Bottles and Cans
TX,2012,17941441.31,Bottles and Cans
TX,2013,18373013.26,Bottles and Cans
TX,2014,18841742.38,Bottles and Cans
TX,2015,18151237.17,Bottles and Cans
TX,2016,18582286.52,Bottles and Cans
TX,2017,18110667.950000003,Bottles and Cans
TX,2018,16987670.45,Bottles and Cans
TX,2019,16934638.35,Bottles and Cans
UT,2008,22701.49,Bottles and Cans
UT,2009,22586.94,Bottles and Cans
UT,2010,28681.77,Bottles and Cans
UT,2011,40477.43,Bottles and Cans
UT,2012,62120.44,Bottles and Cans
UT,2013,80300.79,Bottles and Cans
UT,2014,101610.11,Bottles and Cans
UT,2015,117512.5,Bottles and Cans
UT,2016,124719.01,Bottles and Cans
UT,2017,126456.78,Bottles and Cans
UT,2018,110817.78,Bottles and Cans
UT,2019,91927.41,Bottles and Cans
VA,2008,14083265,Bottles and Cans
VA,2009,13471382.64,Bottles and Cans
VA,2010,12809681.79,Bottles and Cans
VA,2011,12531661.75,Bottles and Cans
VA,2012,13408374.35,Bottles and Cans
VA,2013,12891463.92,Bottles and Cans
VA,2014,12259344.53,Bottles and Cans
VA,2015,11190928.41,Bottles and Cans
VA,2016,11211279.68,Bottles and Cans
VA,2017,12678626.950000001,Bottles and Cans
VA,2018,12333484.1,Bottles and Cans
VA,2019,12829543.99,Bottles and Cans
VT,2008,219875.42,Bottles and Cans
VT,2009,217101.35,Bottles and Cans
VT,2010,248184.49,Bottles and Cans
VT,2011,289840.71,Bottles and Cans
VT,2012,273965.87,Bottles and Cans
VT,2013,271560.29,Bottles and Cans
VT,2014,258101.46,Bottles and Cans
VT,2015,264417.4,Bottles and Cans
VT,2016,220195.37,Bottles and Cans
VT,2017,208884.06,Bottles and Cans
VT,2018,187172.15,Bottles and Cans
VT,2019,178160.04,Bottles and Cans
WA,2008,130485.73,Bottles and Cans
WA,2009,126287.74,Bottles and Cans
WA,2010,128996.61,Bottles and Cans
WA,2011,121471.16,Bottles and Cans
WA,2012,116944.26,Bottles and Cans
WA,2013,125917.12,Bottles and Cans
WA,2014,140925.38,Bottles and Cans
WA,2015,163346.76,Bottles and Cans
WA,2016,139649.07,Bottles and Cans
WA,2017,142440.45,Bottles and Cans
WA,2018,174684.94,Bottles and Cans
WA,2019,188786.24,Bottles and Cans
WI,2008,7202790.46,Bottles and Cans
WI,2009,9095536.35,Bottles and Cans
WI,2010,10240080.7,Bottles and Cans
WI,2011,9002320.57,Bottles and Cans
WI,2012,8884190.43,Bottles and Cans
WI,2013,9038409.69,Bottles and Cans
WI,2014,9100215.78,Bottles and Cans
WI,2015,9090297.72,Bottles and Cans
WI,2016,9142816.33,Bottles and Cans
WI,2017,9189949.38,Bottles and Cans
WI,2018,9225292.71,Bottles and Cans
WI,2019,8353029.28,Bottles and Cans
WV,2008,1277.63,Bottles and Cans
WV,2009,734,Bottles and Cans
WV,2010,569.55,Bottles and Cans
WV,2011,120.33,Bottles and Cans
WV,2012,23.18,Bottles and Cans
WV,2013,87.86,Bottles and Cans
WV,2014,43.45,Bottles and Cans
WV,2015,60.86,Bottles and Cans
WV,2016,40.86,Bottles and Cans
WV,2017,15.6,Bottles and Cans
WV,2018,20.73,Bottles and Cans
WV,2019,14.16,Bottles and Cans
WY,2008,1666.38,Bottles and Cans
WY,2009,1851.16,Bottles and Cans
WY,2010,1649.54,Bottles and Cans
WY,2011,1916.37,Bottles and Cans
WY,2012,2580.15,Bottles and Cans
WY,2013,2755.25,Bottles and Cans
WY,2014,2447.42,Bottles and Cans
WY,2015,3409.94,Bottles and Cans
WY,2016,6946.93,Bottles and Cans
WY,2017,7393.61,Bottles and Cans
WY,2018,11129.22,Bottles and Cans
WY,2019,14611.11,Bottles and Cans
total,2008,166930011.92999998,Bottles and Cans
total,2009,165432246.87999997,Bottles and Cans
total,2010,162972112.66000003,Bottles and Cans
total,2011,159708194.46,Bottles and Cans
total,2012,161692656.22,Bottles and Cans
total,2013,159413578.76999995,Bottles and Cans
total,2014,158542512.22000003,Bottles and Cans
total,2015,157014623.95000002,Bottles and Cans
total,2016,155415745.23000005,Bottles and Cans
total,2017,151507541.28,Bottles and Cans
total,2018,148100648.51000005,Bottles and Cans
total,2019,148590625.56000006,Bottles and Cans
AK,2008,50920.35,Kegs and Barrels
AK,2009,52278.05,Kegs and Barrels
AK,2010,54395.32,Kegs and Barrels
AK,2011,58519.66,Kegs and Barrels
AK,2012,65679.13,Kegs and Barrels
AK,2013,68867.58,Kegs and Barrels
AK,2014,73823.62,Kegs and Barrels
AK,2015,74606.28,Kegs and Barrels
AK,2016,69473.78,Kegs and Barrels
AK,2017,66217.06,Kegs and Barrels
AK,2018,62922.15,Kegs and Barrels
AK,2019,55454.19,Kegs and Barrels
AL,2008,157.33,Kegs and Barrels
AL,2009,459.88,Kegs and Barrels
AL,2010,547.69,Kegs and Barrels
AL,2011,1810.06,Kegs and Barrels
AL,2012,6453.45,Kegs and Barrels
AL,2013,11747.74,Kegs and Barrels
AL,2014,13749.96,Kegs and Barrels
AL,2015,11465.23,Kegs and Barrels
AL,2016,11846.23,Kegs and Barrels
AL,2017,8771.22,Kegs and Barrels
AL,2018,9873.67,Kegs and Barrels
AL,2019,9014.92,Kegs and Barrels
AR,2008,882.83,Kegs and Barrels
AR,2009,1081.95,Kegs and Barrels
AR,2010,1318.17,Kegs and Barrels
AR,2011,1144.17,Kegs and Barrels
AR,2012,125.94,Kegs and Barrels
AR,2013,1078.21,Kegs and Barrels
AR,2014,2787.48,Kegs and Barrels
AR,2015,6965.83,Kegs and Barrels
AR,2016,9058.3,Kegs and Barrels
AR,2017,4824.97,Kegs and Barrels
AR,2018,1623.57,Kegs and Barrels
AR,2019,3959.08,Kegs and Barrels
AZ,2008,18635.98,Kegs and Barrels
AZ,2009,18303.18,Kegs and Barrels
AZ,2010,24410.52,Kegs and Barrels
AZ,2011,32848.92,Kegs and Barrels
AZ,2012,44792.72,Kegs and Barrels
AZ,2013,59074.04,Kegs and Barrels
AZ,2014,80214.06,Kegs and Barrels
AZ,2015,74997.94,Kegs and Barrels
AZ,2016,71863.7,Kegs and Barrels
AZ,2017,70469.77,Kegs and Barrels
AZ,2018,71892.05,Kegs and Barrels
AZ,2019,88478.11,Kegs and Barrels
CA,2008,2005517.01,Kegs and Barrels
CA,2009,2070667.22,Kegs and Barrels
CA,2010,2198550.1,Kegs and Barrels
CA,2011,2166028.35,Kegs and Barrels
CA,2012,2272768.96,Kegs and Barrels
CA,2013,2388676.84,Kegs and Barrels
CA,2014,2330092.84,Kegs and Barrels
CA,2015,2220498.84,Kegs and Barrels
CA,2016,2165833.96,Kegs and Barrels
CA,2017,2178070.92,Kegs and Barrels
CA,2018,2054263.98,Kegs and Barrels
CA,2019,1977084,Kegs and Barrels
CO,2008,2564428.26,Kegs and Barrels
CO,2009,2285814.82,Kegs and Barrels
CO,2010,2279812.02,Kegs and Barrels
CO,2011,2277201.65,Kegs and Barrels
CO,2012,2290799.82,Kegs and Barrels
CO,2013,2177094.68,Kegs and Barrels
CO,2014,2207491.04,Kegs and Barrels
CO,2015,2083226.02,Kegs and Barrels
CO,2016,1898362.52,Kegs and Barrels
CO,2017,1560670.89,Kegs and Barrels
CO,2018,1598523.94,Kegs and Barrels
CO,2019,1570358.69,Kegs and Barrels
CT,2008,3851.71,Kegs and Barrels
CT,2009,5471.25,Kegs and Barrels
CT,2010,6823.23,Kegs and Barrels
CT,2011,8033.77,Kegs and Barrels
CT,2012,6849.69,Kegs and Barrels
CT,2013,20486.04,Kegs and Barrels
CT,2014,33903.03,Kegs and Barrels
CT,2015,38194.71,Kegs and Barrels
CT,2016,47595.2,Kegs and Barrels
CT,2017,93599.78,Kegs and Barrels
CT,2018,50128.49,Kegs and Barrels
CT,2019,46190.93,Kegs and Barrels
DC,2008,NA,Kegs and Barrels
DC,2009,NA,Kegs and Barrels
DC,2010,NA,Kegs and Barrels
DC,2011,1366.16,Kegs and Barrels
DC,2012,4257.53,Kegs and Barrels
DC,2013,5934.43,Kegs and Barrels
DC,2014,8335.8,Kegs and Barrels
DC,2015,8925.18,Kegs and Barrels
DC,2016,9664.33,Kegs and Barrels
DC,2017,9813.66,Kegs and Barrels
DC,2018,8975.52,Kegs and Barrels
DC,2019,5741.02,Kegs and Barrels
DE,2008,25709.65,Kegs and Barrels
DE,2009,37560.36,Kegs and Barrels
DE,2010,48117.54,Kegs and Barrels
DE,2011,57886.92,Kegs and Barrels
DE,2012,65524.44,Kegs and Barrels
DE,2013,75629.27,Kegs and Barrels
DE,2014,82037.96,Kegs and Barrels
DE,2015,83489.86,Kegs and Barrels
DE,2016,78225.11,Kegs and Barrels
DE,2017,74403.02,Kegs and Barrels
DE,2018,68113.87,Kegs and Barrels
DE,2019,60444.29,Kegs and Barrels
FL,2008,1188745.72,Kegs and Barrels
FL,2009,1297356.04,Kegs and Barrels
FL,2010,1247064.73,Kegs and Barrels
FL,2011,1287687.46,Kegs and Barrels
FL,2012,1289450.36,Kegs and Barrels
FL,2013,1260567.42,Kegs and Barrels
FL,2014,1242022.65,Kegs and Barrels
FL,2015,1245516.38,Kegs and Barrels
FL,2016,1186318.43,Kegs and Barrels
FL,2017,1173282.12,Kegs and Barrels
FL,2018,1211791.38,Kegs and Barrels
FL,2019,1177400.04,Kegs and Barrels
GA,2008,412159.15,Kegs and Barrels
GA,2009,578799.07,Kegs and Barrels
GA,2010,518567.58,Kegs and Barrels
GA,2011,482677.65,Kegs and Barrels
GA,2012,480930.15,Kegs and Barrels
GA,2013,545302.04,Kegs and Barrels
GA,2014,489713.84,Kegs and Barrels
GA,2015,463799.45,Kegs and Barrels
GA,2016,533283.65,Kegs and Barrels
GA,2017,499930.03,Kegs and Barrels
GA,2018,460632.48,Kegs and Barrels
GA,2019,499525.74,Kegs and Barrels
HI,2008,13159.64,Kegs and Barrels
HI,2009,13292.91,Kegs and Barrels
HI,2010,15488.55,Kegs and Barrels
HI,2011,19606.37,Kegs and Barrels
HI,2012,19391.33,Kegs and Barrels
HI,2013,18107.58,Kegs and Barrels
HI,2014,21582.44,Kegs and Barrels
HI,2015,25424.3,Kegs and Barrels
HI,2016,28641.98,Kegs and Barrels
HI,2017,32067.39,Kegs and Barrels
HI,2018,34821.42,Kegs and Barrels
HI,2019,35111.73,Kegs and Barrels
IA,2008,2113.46,Kegs and Barrels
IA,2009,2634.37,Kegs and Barrels
IA,2010,3780.36,Kegs and Barrels
IA,2011,6320.58,Kegs and Barrels
IA,2012,8572.43,Kegs and Barrels
IA,2013,13243.72,Kegs and Barrels
IA,2014,21448.89,Kegs and Barrels
IA,2015,15321.13,Kegs and Barrels
IA,2016,7700.13,Kegs and Barrels
IA,2017,12338,Kegs and Barrels
IA,2018,9353.45,Kegs and Barrels
IA,2019,18434.52,Kegs and Barrels
ID,2008,6279.71,Kegs and Barrels
ID,2009,6797.91,Kegs and Barrels
ID,2010,6834.92,Kegs and Barrels
ID,2011,7749.54,Kegs and Barrels
ID,2012,11316.83,Kegs and Barrels
ID,2013,15294.81,Kegs and Barrels
ID,2014,17477.57,Kegs and Barrels
ID,2015,16864.87,Kegs and Barrels
ID,2016,16296.75,Kegs and Barrels
ID,2017,17439.22,Kegs and Barrels
ID,2018,15268.86,Kegs and Barrels
ID,2019,14402.52,Kegs and Barrels
IL,2008,39678.85,Kegs and Barrels
IL,2009,46856.93,Kegs and Barrels
IL,2010,63152.26,Kegs and Barrels
IL,2011,64148.06,Kegs and Barrels
IL,2012,60573.7,Kegs and Barrels
IL,2013,68420.11,Kegs and Barrels
IL,2014,145486.79,Kegs and Barrels
IL,2015,214051.58,Kegs and Barrels
IL,2016,243183,Kegs and Barrels
IL,2017,229367.33,Kegs and Barrels
IL,2018,219382.35,Kegs and Barrels
IL,2019,200870.19,Kegs and Barrels
IN,2008,11103.64,Kegs and Barrels
IN,2009,14744.42,Kegs and Barrels
IN,2010,23055.64,Kegs and Barrels
IN,2011,36461.47,Kegs and Barrels
IN,2012,48867.09,Kegs and Barrels
IN,2013,61510.42,Kegs and Barrels
IN,2014,66614.28,Kegs and Barrels
IN,2015,66387.49,Kegs and Barrels
IN,2016,68150,Kegs and Barrels
IN,2017,63530.02,Kegs and Barrels
IN,2018,56023.45,Kegs and Barrels
IN,2019,49086.33,Kegs and Barrels
KS,2008,1521.34,Kegs and Barrels
KS,2009,1857.82,Kegs and Barrels
KS,2010,3107.42,Kegs and Barrels
KS,2011,5670.63,Kegs and Barrels
KS,2012,4768.33,Kegs and Barrels
KS,2013,6125.65,Kegs and Barrels
KS,2014,7418.78,Kegs and Barrels
KS,2015,8041.3,Kegs and Barrels
KS,2016,9585.41,Kegs and Barrels
KS,2017,10026.43,Kegs and Barrels
KS,2018,6342.37,Kegs and Barrels
KS,2019,7479.97,Kegs and Barrels
KY,2008,4568.13,Kegs and Barrels
KY,2009,5312,Kegs and Barrels
KY,2010,8190.89,Kegs and Barrels
KY,2011,9276.72,Kegs and Barrels
KY,2012,11795.65,Kegs and Barrels
KY,2013,19416.85,Kegs and Barrels
KY,2014,24748.1,Kegs and Barrels
KY,2015,30952.49,Kegs and Barrels
KY,2016,30049.37,Kegs and Barrels
KY,2017,32458.9,Kegs and Barrels
KY,2018,28653.06,Kegs and Barrels
KY,2019,25118.64,Kegs and Barrels
LA,2008,28163.29,Kegs and Barrels
LA,2009,34585.32,Kegs and Barrels
LA,2010,43767.95,Kegs and Barrels
LA,2011,53422.01,Kegs and Barrels
LA,2012,56196.18,Kegs and Barrels
LA,2013,62679.68,Kegs and Barrels
LA,2014,69442.53,Kegs and Barrels
LA,2015,72007.58,Kegs and Barrels
LA,2016,61638.35,Kegs and Barrels
LA,2017,53685.02,Kegs and Barrels
LA,2018,48367.7,Kegs and Barrels
LA,2019,33660.9,Kegs and Barrels
MA,2008,79385.94,Kegs and Barrels
MA,2009,84522.98,Kegs and Barrels
MA,2010,98121.54,Kegs and Barrels
MA,2011,119862.81,Kegs and Barrels
MA,2012,131474.98,Kegs and Barrels
MA,2013,126580.1,Kegs and Barrels
MA,2014,128941.15,Kegs and Barrels
MA,2015,149185.25,Kegs and Barrels
