data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
Barrels Produced,Sub Total Tax-Free,2009,12,Sub Total Tax-Free,306305,340439,3982570,4135654,$7/$18 per barrel
Barrels Produced,Totals,2009,12,Total Removals,13596166,13552172,186695723,188710002,$7/$18 per barrel
Barrels Produced,Totals,2009,12,Stocks On Hand end-of-month:,9147345,9787828,123072196,123839158,$7/$18 per barrel
Barrels Produced,Totals,2010,1,Production,15012331,16089611,15012331,16089611,$7/$18 per barrel
Barrels Produced,Taxable,2010,1,In bottles and cans,11908922,13081831,11908922,13081831,$7/$18 per barrel
Barrels Produced,Taxable,2010,1,In barrels and kegs,1245143,1230788,1245143,1230788,$7/$18 per barrel
Barrels Produced,Taxable,2010,1,"Tax Determined, Premises Use",5267,6033,5267,6033,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,1,Sub Total Taxable,13159332,14318652,13159332,14318652,$7/$18 per barrel
Barrels Produced,Tax Free,2010,1,For export,224066,334415,224066,334415,$7/$18 per barrel
Barrels Produced,Tax Free,2010,1,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,1,Consumed on brewery premises,913,619,913,619,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,1,Sub Total Tax-Free,224979,335034,224979,335034,$7/$18 per barrel
Barrels Produced,Totals,2010,1,Total Removals,13384311,14653686,13384311,14653686,$7/$18 per barrel
Barrels Produced,Totals,2010,1,Stocks On Hand end-of-month:,9993268,10207721,9993268,10207721,$7/$18 per barrel
Barrels Produced,Totals,2010,2,Production,14297845,15238281,29311065,31328126,$7/$18 per barrel
Barrels Produced,Taxable,2010,2,In bottles and cans,11847648,12739731,23757061,25821562,$7/$18 per barrel
Barrels Produced,Taxable,2010,2,In barrels and kegs,1308677,1290827,2554198,2521724,$7/$18 per barrel
Barrels Produced,Taxable,2010,2,"Tax Determined, Premises Use",4736,5934,10003,11967,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,2,Sub Total Taxable,13161061,14036492,26321262,28355253,$7/$18 per barrel
Barrels Produced,Tax Free,2010,2,For export,263721,262123,487787,596559,$7/$18 per barrel
Barrels Produced,Tax Free,2010,2,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,2,Consumed on brewery premises,719,467,1632,1083,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,2,Sub Total Tax-Free,264440,262590,489419,597642,$7/$18 per barrel
Barrels Produced,Totals,2010,2,Total Removals,13425501,14299082,26810681,28952895,$7/$18 per barrel
Barrels Produced,Totals,2010,2,Stocks On Hand end-of-month:,10137362,10493764,20131010,20701485,$7/$18 per barrel
Barrels Produced,Totals,2010,3,Production,16987652,17094274,46315568,48434962,$7/$18 per barrel
Barrels Produced,Taxable,2010,3,In bottles and cans,14212648,14167308,37983134,39996376,$7/$18 per barrel
Barrels Produced,Taxable,2010,3,In barrels and kegs,1658845,1497154,4214673,4020246,$7/$18 per barrel
Barrels Produced,Taxable,2010,3,"Tax Determined, Premises Use",101336,82923,111322,95016,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,3,Sub Total Taxable,15972829,15747385,42309129,44111638,$7/$18 per barrel
Barrels Produced,Tax Free,2010,3,For export,377355,300475,865142,897377,$7/$18 per barrel
Barrels Produced,Tax Free,2010,3,For vessels and aircraft,27,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,3,Consumed on brewery premises,6865,6980,8497,8071,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,3,Sub Total Tax-Free,384247,307455,873666,905448,$7/$18 per barrel
Barrels Produced,Totals,2010,3,Total Removals,16357076,16054840,43182795,45017086,$7/$18 per barrel
Barrels Produced,Totals,2010,3,Stocks On Hand end-of-month:,9966030,10607836,30107094,31330063,$7/$18 per barrel
Barrels Produced,Totals,2010,4,Production,17116136,17216410,63431704,65651372,$7/$18 per barrel
Barrels Produced,Taxable,2010,4,In bottles and cans,13758882,14384698,51742016,54381074,$7/$18 per barrel
Barrels Produced,Taxable,2010,4,In barrels and kegs,1486282,1504016,5700955,5524262,$7/$18 per barrel
Barrels Produced,Taxable,2010,4,"Tax Determined, Premises Use",5972,5798,117294,100814,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,4,Sub Total Taxable,15251136,15894512,57560265,60006150,$7/$18 per barrel
Barrels Produced,Tax Free,2010,4,For export,397695,295526,1262837,1192903,$7/$18 per barrel
Barrels Produced,Tax Free,2010,4,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,4,Consumed on brewery premises,748,768,9245,8839,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,4,Sub Total Tax-Free,398443,296294,1272109,1201742,$7/$18 per barrel
Barrels Produced,Totals,2010,4,Total Removals,15649579,16190806,58832374,61207892,$7/$18 per barrel
Barrels Produced,Totals,2010,4,Stocks On Hand end-of-month:,10388463,10738660,40495557,42068723,$7/$18 per barrel
Barrels Produced,Totals,2010,5,Production,18517551,18417624,81951158,84070206,$7/$18 per barrel
Barrels Produced,Taxable,2010,5,In bottles and cans,15066715,15393903,66810080,69775778,$7/$18 per barrel
Barrels Produced,Taxable,2010,5,In barrels and kegs,1507136,1474095,7209337,6998722,$7/$18 per barrel
Barrels Produced,Taxable,2010,5,"Tax Determined, Premises Use",5916,5763,123210,106577,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,5,Sub Total Taxable,16579767,16873761,74142627,76881077,$7/$18 per barrel
Barrels Produced,Tax Free,2010,5,For export,359192,338519,1622029,1531422,$7/$18 per barrel
Barrels Produced,Tax Free,2010,5,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,5,Consumed on brewery premises,895,862,10140,9706,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,5,Sub Total Tax-Free,360087,339381,1632196,1541128,$7/$18 per barrel
Barrels Produced,Totals,2010,5,Total Removals,16939854,17213142,75774823,78422205,$7/$18 per barrel
Barrels Produced,Totals,2010,5,Stocks On Hand end-of-month:,11034557,11022655,51530936,53092719,$7/$18 per barrel
Barrels Produced,Totals,2010,6,Production,18667697,18258249,100618857,102433359,$7/$18 per barrel
Barrels Produced,Taxable,2010,6,In bottles and cans,15624610,15392420,82434690,85200174,$7/$18 per barrel
Barrels Produced,Taxable,2010,6,In barrels and kegs,1717761,1661000,8927100,8669716,$7/$18 per barrel
Barrels Produced,Taxable,2010,6,"Tax Determined, Premises Use",112498,87133,235732,197141,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,6,Sub Total Taxable,17454869,17140553,91597522,94067031,$7/$18 per barrel
Barrels Produced,Tax Free,2010,6,For export,421907,356256,2043936,1888868,$7/$18 per barrel
Barrels Produced,Tax Free,2010,6,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,6,Consumed on brewery premises,7327,6660,17467,16468,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,6,Sub Total Tax-Free,429234,362916,2061430,1905336,$7/$18 per barrel
Barrels Produced,Totals,2010,6,Total Removals,17884103,17503469,93658952,95972367,$7/$18 per barrel
Barrels Produced,Totals,2010,6,Stocks On Hand end-of-month:,10878307,10843329,62409239,63999713,$7/$18 per barrel
Barrels Produced,Totals,2010,7,Production,18173291,17954037,118793961,120449369,$7/$18 per barrel
Barrels Produced,Taxable,2010,7,In bottles and cans,15254822,15496866,97690009,100725323,$7/$18 per barrel
Barrels Produced,Taxable,2010,7,In barrels and kegs,1472824,1485738,10400561,10174778,$7/$18 per barrel
Barrels Produced,Taxable,2010,7,"Tax Determined, Premises Use",7120,6970,243171,210486,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,7,Sub Total Taxable,16734766,16989574,108333741,111110587,$7/$18 per barrel
Barrels Produced,Tax Free,2010,7,For export,371171,457739,2415107,2347528,$7/$18 per barrel
Barrels Produced,Tax Free,2010,7,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,7,Consumed on brewery premises,1106,1313,18755,18737,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,7,Sub Total Tax-Free,372277,459052,2433889,2366265,$7/$18 per barrel
Barrels Produced,Totals,2010,7,Total Removals,17107043,17448626,110767630,113476852,$7/$18 per barrel
Barrels Produced,Totals,2010,7,Stocks On Hand end-of-month:,10930962,10459622,73340954,74522898,$7/$18 per barrel
Barrels Produced,Totals,2010,8,Production,17633678,16706135,136429789,137155504,$7/$18 per barrel
Barrels Produced,Taxable,2010,8,In bottles and cans,15357493,14284174,113048226,115009497,$7/$18 per barrel
Barrels Produced,Taxable,2010,8,In barrels and kegs,1518152,1428279,11919816,11603057,$7/$18 per barrel
Barrels Produced,Taxable,2010,8,"Tax Determined, Premises Use",6839,5647,250688,216133,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,8,Sub Total Taxable,16882484,15718100,125218730,126828687,$7/$18 per barrel
Barrels Produced,Tax Free,2010,8,For export,312781,333648,2727888,2681176,$7/$18 per barrel
Barrels Produced,Tax Free,2010,8,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,8,Consumed on brewery premises,1126,1115,19881,19852,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,8,Sub Total Tax-Free,313907,334763,2747796,2701028,$7/$18 per barrel
Barrels Produced,Totals,2010,8,Total Removals,17196391,16052863,127966526,129529715,$7/$18 per barrel
Barrels Produced,Totals,2010,8,Stocks On Hand end-of-month:,10412183,10143218,83755638,84666116,$7/$18 per barrel
Barrels Produced,Totals,2010,9,Production,15684644,16007178,152116535,153205951,$7/$18 per barrel
Barrels Produced,Taxable,2010,9,In bottles and cans,13213621,13643212,126262093,128675836,$7/$18 per barrel
Barrels Produced,Taxable,2010,9,In barrels and kegs,1623762,1595488,13545384,13212984,$7/$18 per barrel
Barrels Produced,Taxable,2010,9,"Tax Determined, Premises Use",125524,93891,376524,315484,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,9,Sub Total Taxable,14962907,15332591,140184001,142204304,$7/$18 per barrel
Barrels Produced,Tax Free,2010,9,For export,337550,297696,3065438,2979003,$7/$18 per barrel
Barrels Produced,Tax Free,2010,9,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,9,Consumed on brewery premises,6613,8471,26499,28308,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,9,Sub Total Tax-Free,344163,306167,3091964,3007311,$7/$18 per barrel
Barrels Produced,Totals,2010,9,Total Removals,15307070,15638758,143275965,145211615,$7/$18 per barrel
Barrels Produced,Totals,2010,9,Stocks On Hand end-of-month:,10049446,9805959,93807068,94520538,$7/$18 per barrel
Barrels Produced,Totals,2010,10,Production,15105702,15390957,167222237,168616822,$7/$18 per barrel
Barrels Produced,Taxable,2010,10,In bottles and cans,12458328,13028910,138720421,141715519,$7/$18 per barrel
Barrels Produced,Taxable,2010,10,In barrels and kegs,1357309,1381908,14902693,14600292,$7/$18 per barrel
Barrels Produced,Taxable,2010,10,"Tax Determined, Premises Use",6888,6000,383412,324410,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,10,Sub Total Taxable,13822525,14416818,154006526,156640221,$7/$18 per barrel
Barrels Produced,Tax Free,2010,10,For export,332671,319415,3398109,3298418,$7/$18 per barrel
Barrels Produced,Tax Free,2010,10,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,10,Consumed on brewery premises,1006,727,27505,29170,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,10,Sub Total Tax-Free,333677,320142,3425641,3327588,$7/$18 per barrel
Barrels Produced,Totals,2010,10,Total Removals,14156202,14736960,157432167,159967809,$7/$18 per barrel
Barrels Produced,Totals,2010,10,Stocks On Hand end-of-month:,10057604,9637453,103864672,104176802,$7/$18 per barrel
Barrels Produced,Totals,2010,11,Production,14281010,13823950,181506566,182502709,$7/$18 per barrel
Barrels Produced,Taxable,2010,11,In bottles and cans,11950035,11491624,150670864,153219873,$7/$18 per barrel
Barrels Produced,Taxable,2010,11,In barrels and kegs,1338822,1243265,16243783,15867231,$7/$18 per barrel
Barrels Produced,Taxable,2010,11,"Tax Determined, Premises Use",6891,5506,391230,336188,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,11,Sub Total Taxable,13295748,12740395,167305877,169423292,$7/$18 per barrel
Barrels Produced,Tax Free,2010,11,For export,352475,336206,3720222,3644832,$7/$18 per barrel
Barrels Produced,Tax Free,2010,11,For vessels and aircraft,0,0,27,0,$7/$18 per barrel
Barrels Produced,Tax Free,2010,11,Consumed on brewery premises,747,727,28252,31433,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,11,Sub Total Tax-Free,353222,336933,3748501,3676265,$7/$18 per barrel
Barrels Produced,Totals,2010,11,Total Removals,13648970,13077328,171054378,173099557,$7/$18 per barrel
Barrels Produced,Totals,2010,11,Stocks On Hand end-of-month:,9956855,9652063,113823759,113924851,$7/$18 per barrel
Barrels Produced,Totals,2010,12,Production,13666294,13751709,195180188,196254418,$7/$18 per barrel
Barrels Produced,Taxable,2010,12,In bottles and cans,12290553,11814020,162965841,165033893,$7/$18 per barrel
Barrels Produced,Taxable,2010,12,In barrels and kegs,1465815,1376754,17712468,17243985,$7/$18 per barrel
Barrels Produced,Taxable,2010,12,"Tax Determined, Premises Use",114262,99087,507393,435275,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2010,12,Sub Total Taxable,13870630,13289861,181185702,182713153,$7/$18 per barrel
Barrels Produced,Tax Free,2010,12,For export,330460,300591,4050682,3945423,$7/$18 per barrel
Barrels Produced,Tax Free,2010,12,For vessels and aircraft,0,19,27,19,$7/$18 per barrel
Barrels Produced,Tax Free,2010,12,Consumed on brewery premises,6237,5695,34577,37128,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2010,12,Sub Total Tax-Free,336697,306305,4085286,3982570,$7/$18 per barrel
Barrels Produced,Totals,2010,12,Total Removals,14207327,13596166,185270988,186695723,$7/$18 per barrel
Barrels Produced,Totals,2010,12,Stocks On Hand end-of-month:,8758741,9147345,122587939,123072196,$7/$18 per barrel
Barrels Produced,Totals,2011,1,Production,14981472,15012331,14981472,15012331,$7/$18 per barrel
Barrels Produced,Taxable,2011,1,In bottles and cans,11571819,11908922,11571819,11908922,$7/$18 per barrel
Barrels Produced,Taxable,2011,1,In barrels and kegs,1245125,1245143,1245125,1245143,$7/$18 per barrel
Barrels Produced,Taxable,2011,1,"Tax Determined, Premises Use",5989,5267,5989,5267,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,1,Sub Total Taxable,12822933,13159332,12822933,13159332,$7/$18 per barrel
Barrels Produced,Tax Free,2011,1,For export,264669,224066,264669,224066,$7/$18 per barrel
Barrels Produced,Tax Free,2011,1,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2011,1,Consumed on brewery premises,886,913,886,913,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,1,Sub Total Tax-Free,265555,224979,265555,224979,$7/$18 per barrel
Barrels Produced,Totals,2011,1,Total Removals,13088488,13384311,13088488,13384311,$7/$18 per barrel
Barrels Produced,Totals,2011,1,Stocks On Hand end-of-month:,9896961,9993268,9896961,9993268,$7/$18 per barrel
Barrels Produced,Totals,2011,2,Production,14350832,14297845,29336751,29311065,$7/$18 per barrel
Barrels Produced,Taxable,2011,2,In bottles and cans,11509264,11847648,23083906,23757061,$7/$18 per barrel
Barrels Produced,Taxable,2011,2,In barrels and kegs,1234147,1308677,2480902,2554198,$7/$18 per barrel
Barrels Produced,Taxable,2011,2,"Tax Determined, Premises Use",6036,4736,12430,10003,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,2,Sub Total Taxable,12749447,13161061,25577238,26321262,$7/$18 per barrel
Barrels Produced,Tax Free,2011,2,For export,279150,263721,543819,487787,$7/$18 per barrel
Barrels Produced,Tax Free,2011,2,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2011,2,Consumed on brewery premises,942,719,1710,1632,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,2,Sub Total Tax-Free,280092,264440,545529,489419,$7/$18 per barrel
Barrels Produced,Totals,2011,2,Total Removals,13029539,13425501,26122767,26810681,$7/$18 per barrel
Barrels Produced,Totals,2011,2,Stocks On Hand end-of-month:,10257864,10137362,20159974,20131010,$7/$18 per barrel
Barrels Produced,Totals,2011,3,Production,17691527,16987652,46947523,46315568,$7/$18 per barrel
Barrels Produced,Taxable,2011,3,In bottles and cans,14516040,14212648,37524157,37983134,$7/$18 per barrel
Barrels Produced,Taxable,2011,3,In barrels and kegs,1726446,1658845,4179886,4214673,$7/$18 per barrel
Barrels Produced,Taxable,2011,3,"Tax Determined, Premises Use",103125,101336,116146,111322,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,3,Sub Total Taxable,16345611,15972829,41820189,42309129,$7/$18 per barrel
Barrels Produced,Tax Free,2011,3,For export,387393,377355,932637,865142,$7/$18 per barrel
Barrels Produced,Tax Free,2011,3,For vessels and aircraft,2,27,2,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,3,Consumed on brewery premises,6185,6865,7904,8497,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,3,Sub Total Tax-Free,393580,384247,940543,873666,$7/$18 per barrel
Barrels Produced,Totals,2011,3,Total Removals,16739191,16357076,42760732,43182795,$7/$18 per barrel
Barrels Produced,Totals,2011,3,Stocks On Hand end-of-month:,10376631,9966030,30412944,30107094,$7/$18 per barrel
Barrels Produced,Totals,2011,4,Production,16635495,17116136,63583018,63431704,$7/$18 per barrel
Barrels Produced,Taxable,2011,4,In bottles and cans,13385656,13758882,50909813,51742016,$7/$18 per barrel
Barrels Produced,Taxable,2011,4,In barrels and kegs,1429143,1486282,5609029,5700955,$7/$18 per barrel
Barrels Produced,Taxable,2011,4,"Tax Determined, Premises Use",6960,5972,123106,117294,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,4,Sub Total Taxable,14821759,15251136,56641948,57560265,$7/$18 per barrel
Barrels Produced,Tax Free,2011,4,For export,376059,397695,1308696,1262837,$7/$18 per barrel
Barrels Produced,Tax Free,2011,4,For vessels and aircraft,61,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,4,Consumed on brewery premises,1089,748,8993,9245,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,4,Sub Total Tax-Free,377209,398443,1317752,1272109,$7/$18 per barrel
Barrels Produced,Totals,2011,4,Total Removals,15198968,15649579,57959700,58832374,$7/$18 per barrel
Barrels Produced,Totals,2011,4,Stocks On Hand end-of-month:,10898765,10388463,41311709,40495557,$7/$18 per barrel
Barrels Produced,Totals,2011,5,Production,17630236,18517551,81253886,81951158,$7/$18 per barrel
Barrels Produced,Taxable,2011,5,In bottles and cans,14615283,15066715,65517924,66810080,$7/$18 per barrel
Barrels Produced,Taxable,2011,5,In barrels and kegs,1483857,1507136,7109143,7209337,$7/$18 per barrel
Barrels Produced,Taxable,2011,5,"Tax Determined, Premises Use",6589,5916,132435,123210,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,5,Sub Total Taxable,16105729,16579767,72759502,74142627,$7/$18 per barrel
Barrels Produced,Tax Free,2011,5,For export,394035,359192,1704494,1622029,$7/$18 per barrel
Barrels Produced,Tax Free,2011,5,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,5,Consumed on brewery premises,1458,895,10523,10140,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,5,Sub Total Tax-Free,395493,360087,1715080,1632196,$7/$18 per barrel
Barrels Produced,Totals,2011,5,Total Removals,16501222,16939854,74474582,75774823,$7/$18 per barrel
Barrels Produced,Totals,2011,5,Stocks On Hand end-of-month:,11178285,11034557,52506856,51530936,$7/$18 per barrel
Barrels Produced,Totals,2011,6,Production,18060561,18667697,99342266,100618857,$7/$18 per barrel
Barrels Produced,Taxable,2011,6,In bottles and cans,15726720,15624610,81256241,82434690,$7/$18 per barrel
Barrels Produced,Taxable,2011,6,In barrels and kegs,1718331,1717761,8839510,8927100,$7/$18 per barrel
Barrels Produced,Taxable,2011,6,"Tax Determined, Premises Use",106228,112498,241512,235732,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,6,Sub Total Taxable,17551279,17454869,90337263,91597522,$7/$18 per barrel
Barrels Produced,Tax Free,2011,6,For export,391694,421907,2096216,2043936,$7/$18 per barrel
Barrels Produced,Tax Free,2011,6,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,6,Consumed on brewery premises,6730,7327,17371,17467,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,6,Sub Total Tax-Free,398424,429234,2113650,2061430,$7/$18 per barrel
Barrels Produced,Totals,2011,6,Total Removals,17949703,17884103,92450913,93658952,$7/$18 per barrel
Barrels Produced,Totals,2011,6,Stocks On Hand end-of-month:,10467350,10878307,62996527,62409239,$7/$18 per barrel
Barrels Produced,Totals,2011,7,Production,16828182,18173291,116255569,118793961,$7/$18 per barrel
Barrels Produced,Taxable,2011,7,In bottles and cans,13839549,15254822,95128524,97690009,$7/$18 per barrel
Barrels Produced,Taxable,2011,7,In barrels and kegs,1385067,1472824,10259795,10400561,$7/$18 per barrel
Barrels Produced,Taxable,2011,7,"Tax Determined, Premises Use",6825,7120,255206,243171,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,7,Sub Total Taxable,15231441,16734766,105643525,108333741,$7/$18 per barrel
Barrels Produced,Tax Free,2011,7,For export,398726,371171,2494961,2415107,$7/$18 per barrel
Barrels Produced,Tax Free,2011,7,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,7,Consumed on brewery premises,2145,1106,20254,18755,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,7,Sub Total Tax-Free,400871,372277,2515278,2433889,$7/$18 per barrel
Barrels Produced,Totals,2011,7,Total Removals,15632312,17107043,108158803,110767630,$7/$18 per barrel
Barrels Produced,Totals,2011,7,Stocks On Hand end-of-month:,10779249,10930962,73820895,73340954,$7/$18 per barrel
Barrels Produced,Totals,2011,8,Production,16986466,17633678,133290542,136429789,$7/$18 per barrel
Barrels Produced,Taxable,2011,8,In bottles and cans,14643159,15357493,109792178,113048226,$7/$18 per barrel
Barrels Produced,Taxable,2011,8,In barrels and kegs,1567155,1518152,11832645,11919816,$7/$18 per barrel
Barrels Produced,Taxable,2011,8,"Tax Determined, Premises Use",7887,6839,266096,250688,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,8,Sub Total Taxable,16218201,16882484,121890919,125218730,$7/$18 per barrel
Barrels Produced,Tax Free,2011,8,For export,367166,312781,2863530,2727888,$7/$18 per barrel
Barrels Produced,Tax Free,2011,8,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,8,Consumed on brewery premises,1591,1126,21937,19881,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,8,Sub Total Tax-Free,368757,313907,2885530,2747796,$7/$18 per barrel
Barrels Produced,Totals,2011,8,Total Removals,16586958,17196391,124776449,127966526,$7/$18 per barrel
Barrels Produced,Totals,2011,8,Stocks On Hand end-of-month:,10297053,10412183,84144805,83755638,$7/$18 per barrel
Barrels Produced,Totals,2011,9,Production,15955957,15684644,149330102,152116535,$7/$18 per barrel
Barrels Produced,Taxable,2011,9,In bottles and cans,13774050,13213621,123598947,126262093,$7/$18 per barrel
Barrels Produced,Taxable,2011,9,In barrels and kegs,1624151,1623762,13498606,13545384,$7/$18 per barrel
Barrels Produced,Taxable,2011,9,"Tax Determined, Premises Use",117859,125524,390211,376524,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,9,Sub Total Taxable,15516060,14962907,137487764,140184001,$7/$18 per barrel
Barrels Produced,Tax Free,2011,9,For export,342365,337550,3205929,3065438,$7/$18 per barrel
Barrels Produced,Tax Free,2011,9,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,9,Consumed on brewery premises,10042,6613,32584,26499,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,9,Sub Total Tax-Free,352407,344163,3238576,3091964,$7/$18 per barrel
Barrels Produced,Totals,2011,9,Total Removals,15868467,15307070,140726340,143275965,$7/$18 per barrel
Barrels Produced,Totals,2011,9,Stocks On Hand end-of-month:,9643889,10049446,93823152,93807068,$7/$18 per barrel
Barrels Produced,Totals,2011,10,Production,14880967,15105702,164211069,167222237,$7/$18 per barrel
Barrels Produced,Taxable,2011,10,In bottles and cans,12236621,12458328,135835568,138720421,$7/$18 per barrel
Barrels Produced,Taxable,2011,10,In barrels and kegs,1369396,1357309,14868002,14902693,$7/$18 per barrel
Barrels Produced,Taxable,2011,10,"Tax Determined, Premises Use",7509,6888,397720,383412,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,10,Sub Total Taxable,13613526,13822525,151101290,154006526,$7/$18 per barrel
Barrels Produced,Tax Free,2011,10,For export,414196,332671,3620125,3398109,$7/$18 per barrel
Barrels Produced,Tax Free,2011,10,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,10,Consumed on brewery premises,1142,1006,33726,27505,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,10,Sub Total Tax-Free,415338,333677,3653914,3425641,$7/$18 per barrel
Barrels Produced,Totals,2011,10,Total Removals,14028864,14156202,154755204,157432167,$7/$18 per barrel
Barrels Produced,Totals,2011,10,Stocks On Hand end-of-month:,9756178,10057604,103579330,103864672,$7/$18 per barrel
Barrels Produced,Totals,2011,11,Production,14280725,14281010,178637144,181506566,$7/$18 per barrel
Barrels Produced,Taxable,2011,11,In bottles and cans,11878883,11950035,147815331,150670864,$7/$18 per barrel
Barrels Produced,Taxable,2011,11,In barrels and kegs,1332015,1338822,16226250,16243783,$7/$18 per barrel
Barrels Produced,Taxable,2011,11,"Tax Determined, Premises Use",7336,6891,416497,391230,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,11,Sub Total Taxable,13218234,13295748,164458078,167305877,$7/$18 per barrel
Barrels Produced,Tax Free,2011,11,For export,417101,352475,4039651,3720222,$7/$18 per barrel
Barrels Produced,Tax Free,2011,11,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,11,Consumed on brewery premises,1029,747,33629,28252,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,11,Sub Total Tax-Free,418130,353222,4073343,3748501,$7/$18 per barrel
Barrels Produced,Totals,2011,11,Total Removals,13636364,13648970,168531421,171054378,$7/$18 per barrel
Barrels Produced,Totals,2011,11,Stocks On Hand end-of-month:,9684312,9956855,113365258,113823759,$7/$18 per barrel
Barrels Produced,Totals,2011,12,Production,13835864,13666294,192528401,195180188,$7/$18 per barrel
Barrels Produced,Taxable,2011,12,In bottles and cans,11741836,12290553,159582021,162965841,$7/$18 per barrel
Barrels Produced,Taxable,2011,12,In barrels and kegs,1463063,1465815,17715833,17712468,$7/$18 per barrel
Barrels Produced,Taxable,2011,12,"Tax Determined, Premises Use",108521,114262,532023,507393,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2011,12,Sub Total Taxable,13313420,13870630,177829877,181185702,$7/$18 per barrel
