marker_id,marker_no,title,subtitle,addl_subtitle,year_erected,erected_by,latitude_minus_s,longitude_minus_w,street_address,city_or_town,section_or_quarter,county_or_parish,state_or_prov,location,missing,link
18450,907,Filoli,Fight – Love – Live,NA,1980,"State Dept. of Parks and Recreation, National Trust for Historic Preservation and Filoli Center.",37.4705,-122.30983,86 Canada Road,Woodside,NA,San Mateo County,California,Marker can be reached from Canada Road.,NA,http://www.hmdb.org/m.asp?m=18450
18463,909,Our Lady of the Wayside,NA,NA,1977,State Department of Parks and Recreation and the Town of Portola Valley.,37.3838,-122.23403,930 Portola Road,Portola Valley,NA,San Mateo County,California,"Marker is on Portola Road, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=18463
18478,478,First Saw Mill,NA,NA,1952,"Board of Supervisors of San Mateo County in Cooperation with the San Mateo County Historical Association (June 8, 1952)",37.40513,-122.25535,NA,Woodside,NA,San Mateo County,California,"Marker is on Portola Road, 0.2 miles east of Woodside Road (SR84), on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=18478
18479,SCL-054,Community of San Martin,NA,NA,1983,"Citizens of the Community of San Martin and Mountain Charlie Chapter No.1850, E Clampus Vitus",37.08499,-121.61062,NA,San Martin,NA,Santa Clara County,California,"Marker is at the intersection of Monterey Road and San Martin Avenue, on the right when traveling south on Monterey Road.",NA,http://www.hmdb.org/m.asp?m=18479
18496,888,Hayes Mansion,NA,NA,1986,"State Department of Parks and Recreation, Stella B. Gross Charitable Trust and Mountain Charlie Chapter No.1850. E Clampus Vitus.",37.26298,-121.81946,200 Edenvale Avenue,San Jose,Edenvale,Santa Clara County,California,"Marker is on Edenvale Avenue north of Chynoweth Avenue, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=18496
18587,685,Calistoga Sam Brannan Center,NA,NA,1978,"Sam Brannan Chapter No.1004, E Clampus Vitus",38.5789,-122.58058,1311 Washington Street,Calistoga,NA,Napa County,California,Marker can be reached from Washington Street.,NA,http://www.hmdb.org/m.asp?m=18587
18598,82002211,Mount View Hotel,NA,NA,1982,United States Department of the Interior,38.57965,-122.57863,1457 Lincoln Avenue,Calistoga,NA,Napa County,California,"Marker is on Lincoln Avenue, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=18598
18632,693,Grave of George C. Yount,NA,NA,1959,"California State Park Commission, George C. Yount Parlor No.322 N.D.G.W., Nelson Holderman Parlor No.316, N.S.G.W. & Yountville Cemetery Assoc.",38.4085,-122.3685,2200 Jackson Street,Yountville,NA,Napa County,California,Marker can be reached from Jackson Street east of Lincoln Street.,NA,http://www.hmdb.org/m.asp?m=18632
18635,359,Dr. Edward Turner Bale,NA,NA,2000,Sam Brannan Chapter 1004 E Clampus Vitus,38.54,-122.50997,3801 Saint Helena Highway,Calistoga,NA,Napa County,California,Marker can be reached from Saint Helena Highway (State Highway 29/128).,NA,http://www.hmdb.org/m.asp?m=18635
18670,48,Charles S. Greene Library,African-American Museum and Library at Oakland,Oakland Landmark Number 48,NA,Oakland Heritage Alliance,37.80624,-122.27634,659 Fourteenth Street,Oakland,Downtown Oakland,Alameda County,California,"Marker is at the intersection of Fourteenth Street and Martin Luther King, Jr. Way, on the left when traveling west on Fourteenth Street.",NA,http://www.hmdb.org/m.asp?m=18670
18672,359,Bale Grist Mill,NA,NA,1925,Napa Parlors Native Sons of the Golden West,38.54061,-122.51003,3801 Saint Helena Hwy,Calistoga,NA,Napa County,California,Marker can be reached from Saint Helena Highway (State Highway 29/128).,NA,http://www.hmdb.org/m.asp?m=18672
18692,339-1,Site of First Mining in California,NA,NA,1979,"State Department of Parks & Recreation, California Pioneers of Santa Clara County, Mountain Charlie Chapter 1850 E Clampus Vitus",37.17415,-121.8245,NA,San Jose,Almaden,Santa Clara County,California,"Marker is at the intersection of Almaden Road and Bertram Way, on the left when traveling west on Almaden Road.",NA,http://www.hmdb.org/m.asp?m=18692
18693,563,Charles Krug Winery,NA,NA,1957,"California State Park Commission, California Historical Society and the Napa County Historical Society",38.51729,-122.48887,2800 Main Street,St. Helena,NA,Napa County,California,Marker can be reached from St. Helena Highway (State Highway 29/128) south of Deer Park Road.,NA,http://www.hmdb.org/m.asp?m=18693
18734,814,Beringer Brothers Winery,NA,NA,1967,"State Department of Parks and Recreation and La Junta Parlor No.203, Native Daughters of the Golden West",38.5105,-122.481,2000 Main Street,St. Helena,NA,Napa County,California,Marker is on St. Helena Highway (State Highway 29/128).,NA,http://www.hmdb.org/m.asp?m=18734
18737,564,Site of Yount’s Blockhouse,NA,NA,1958,"California State Park Commission and the Napa County Historical Society, June 26, 1958",38.42119,-122.36986,NA,Yountville,NA,Napa County,California,"Marker is at the intersection of Yount Mill Road and Cook Road, on the right when traveling north on Yount Mill Road.",NA,http://www.hmdb.org/m.asp?m=18737
18743,828,Veterans Home of California,NA,NA,1968,"State Department of Parks & Recreation and the State Department of Veteran Affairs, April 1, 1969.",38.397,-122.35983,54 California Drive,Yountville,NA,Napa County,California,"Marker is at the intersection of California Drive and Solano Avenue, on the left when traveling west on California Drive.",NA,http://www.hmdb.org/m.asp?m=18743
18781,878,First Presbyterian Church Building,NA,NA,1975,State Department of Parks and Recreation and the Napa County Historical Society,38.29657,-122.28688,1333 Third Street,Napa,NA,Napa County,California,"Marker is on Third Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=18781
18854,780-8,First Transcontinental Railroad,Western Base of the Sierra Nevada,NA,1971,"Department of Parks & Recreation, New Helvetia Chapter No.5, E Clampus Vitus, August 17, 1971",38.63414,-121.40282,3645 Fulton Avenue,Sacramento,North Sacramento,Sacramento County,California,Marker can be reached from Fulton Avenue.,NA,http://www.hmdb.org/m.asp?m=18854
19225,6,Southern Pacific R.R. Depot,NA,NA,1991,Martinez Historical Society,38.01944,-122.13691,NA,Martinez,NA,Contra Costa County,California,"Marker is on Ferry Street near Marina Vista, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=19225
19453,418,Empire City,NA,NA,1961,"Estanislao Chapter No. 58, E. Clampus Vitus",37.63732,-120.90278,NA,Empire,NA,Stanislaus County,California,"Marker is on Sante Fe Avenue near Yosemite Boulevard (California Route 132), on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=19453
19583,697,Five Mile Station,NA,NA,1960,"Sacramento Historic Landmarks Commission, Sacramento County Historical Society, and the Central Overland Pony Express Trail Association",38.56162,-121.4222,NA,Sacramento,CSUS,Sacramento County,California,Marker can be reached from State University Drive East.,NA,http://www.hmdb.org/m.asp?m=19583
19752,254,Camanche,NA,NA,1956,"Calaveras County Historical Society, Residents of Camanche & State Park Commission",38.20702,-120.92136,NA,Burson,NA,Calaveras County,California,Marker can be reached from Camanche Parkway South.,NA,http://www.hmdb.org/m.asp?m=19752
19758,262,Milton Masonic Hall,NA,NA,1962,Grand Lodge F.&A.M. of California,38.03226,-120.85281,17020 Flint St,Milton,NA,Calaveras County,California,"Marker is at the intersection of Flint Street and Milton Road, on the right when traveling north on Flint Street.",NA,http://www.hmdb.org/m.asp?m=19758
19936,154,Fort Humboldt,NA,NA,1980,"State Department of Parks and Recreation and E Clampus Vitus, Eureka Chapter No. 101",40.77722,-124.1875,3431 Fort Avenue,Eureka,NA,Humboldt County,California,"Marker is on Fort Avenue, on the right.",NA,http://www.hmdb.org/m.asp?m=19936
20132,283,Don Pedro Fages,NA,NA,1938,"Bakersfield Parlor No.42 NSGW, El Tejon Parlor No.39 NDGW, Kern Co. Historical Society, Kern County Chamber of Commerce",34.83403,-118.86572,NA,Lebec,NA,Kern County,California,"Marker is on Lebec Road just west of Interstate 5, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=20132
20196,300,Rose Station,NA,NA,1941,Native Sons and Daughters of the Golden West; Kern County Historical Society; and Kern County Chamber of Commerce,34.94138,-118.93258,9032 Grapevine Road West,Grapevine,NA,Kern County,California,Marker is on Grapevine Road West near Interstate 5.,NA,http://www.hmdb.org/m.asp?m=20196
20210,418,Empire City,NA,NA,1961,"Estanislao Chapter 58, E. Clampus Vitus",37.6386,-120.89823,2 First Street,Empire,NA,Stanislaus County,California,Marker can be reached from First Street near Yosemite Boulevard (California Highway 132).,NA,http://www.hmdb.org/m.asp?m=20210
20900,941,Farnsworth's Green Street Lab,NA,NA,1981,State Department of Parks and Recreation in cooperation with the Philo T. Farnsworth Foundation,37.80032,-122.4031,202 Green Street,San Francisco,Telegraph Hill,San Francisco City and County,California,"Marker is on Green Street. near Sansome Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=20900
21273,338,Tragedy Spring,No 338,Erected 1967,1967,"Daughters of Utah Pioneers, Sacramento County",38.6394,-120.14695,NA,Kit Carson,NA,Amador County,California,Marker is on Tragedy Springs Road near Carson Pass Scenic Byway (California Highway 88).,NA,http://www.hmdb.org/m.asp?m=21273
22027,678,Lassen Emigrant Trail,NA,NA,1959,California State Park Commission in cooperation with the Lassen County Historical Society,40.31444,-121.05583,NA,Westwood,NA,Lassen County,California,"Marker is on Highway 36, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=22027
23504,724,Pioneer Ski Area of America,"Squaw Valley, California",NA,1960,"California State Park Commission, California Historical Society and the Organizing Committe - VIII Olympic Winter Games",39.19668,-120.23583000000001,NA,Olympic Valley,NA,Placer County,California,"Marker is on Squaw Valley Road, 3 miles west of California Route 89.",NA,http://www.hmdb.org/m.asp?m=23504
23560,780-6,First Transcontinental Railroad - Truckee,NA,NA,1969,"State Department of Parks and Recreation, the Conference of California Historical Societies and Nevada County and Truckee-Donner Historical Societies, May 9, 1969.",39.32747,-120.18538,10158 Donner Pass Road,Truckee,NA,Nevada County,California,Marker can be reached from Donner Pass Road.,NA,http://www.hmdb.org/m.asp?m=23560
23972,6,Saint John’s Episcopal Church and Guild Hall,NA,NA,1971,City of Stockton,37.95594,-121.29018,115 East Miner Street,Stockton,NA,San Joaquin County,California,"Marker is on East Miner Street near North El Dorado Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=23972
23973,22,Moses Rogers Home,1890,NA,1978,City of Stockton,37.94389,-121.28469,921 South San Joaquin Street,Stockton,NA,San Joaquin County,California,"Marker is on South San Joaquin Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=23973
23976,1,Saint Mary’s Catholic Church,1861,NA,1971,City of Stockton,37.95122,-121.28735,203 East Washington Street,Stockton,NA,San Joaquin County,California,"Marker is on East Washington Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=23976
23978,25,California Building,1917,NA,1979,City of Stockton,37.953,-121.28723,246 East Main Street,Stockton,NA,San Joaquin County,California,"Marker is at the intersection of East Main Street and South Joaquin Street, on the right when traveling east on East Main Street.",NA,http://www.hmdb.org/m.asp?m=23978
23983,21,Stockton Savings and Loan Society Bank,(Now Bank of Stockton),1908,1977,City of Stockton,37.95335,-121.28692,301 East Main Street,Stockton,NA,San Joaquin County,California,Marker is at the intersection of East Main Street and South San Joaquin Street on East Main Street.,NA,http://www.hmdb.org/m.asp?m=23983
23984,36,Commercial and Savings Bank,1915 and 1924,NA,1985,City of Stockton,37.9534,-121.28607,343 East Main Street,Stockton,NA,San Joaquin County,California,"Marker is at the intersection of East Main Street and North Sutter Street, on the right when traveling west on East Main Street.",NA,http://www.hmdb.org/m.asp?m=23984
23995,35,B & M Building,1860’s and 1870,NA,1983,NA,37.95445,-121.28952,125 Bridge Place,Stockton,NA,San Joaquin County,California,Marker is on Bridge Place near North Hunter Street.,NA,http://www.hmdb.org/m.asp?m=23995
24002,45,Stockton Memorial Civic Auditorium,1924 – 1925,NA,1990,City of Stockton,37.95824,-121.29291,NA,Stockton,NA,San Joaquin County,California,"Marker is at the intersection of West Oak Street and Center Street, on the right when traveling east on West Oak Street.",NA,http://www.hmdb.org/m.asp?m=24002
24100,5,Weber Primary School,NA,NA,1971,City of Stockton,37.96037,-121.29413,55 West Flora Street,Stockton,NA,San Joaquin County,California,"Marker is on West Flora Street near Commerce Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=24100
24178,18,Edward B. Conde Home,1893,NA,1977,City of Stockton,37.96045,-121.29586,820 North Madison Street,Stockton,NA,San Joaquin County,California,"Marker is on North Madison Street near West Flora Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=24178
24207,3,Sperry Flour Mill Office,1888,NA,1971,City of Stockton,37.95285,-121.29365,146 West Weber Avenue,Stockton,NA,San Joaquin County,California,"Marker is on West Weber Avenue near North Madison Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=24207
24250,SCL-041,Fire House #1,Campbell Historic Location,NA,NA,NA,37.28765,-121.94373,51 North Central Avenue,Campbell,Downtown,Santa Clara County,California,Marker can be reached from North Central Avenue near Civic Center Drive.,NA,http://www.hmdb.org/m.asp?m=24250
24267,13,Rev. Isaac Owen,NA,NA,NA,NA,37.33534,-121.95075,420 North Winchester Boulevard,Santa Clara,Central San Jose,Santa Clara County,California,Marker can be reached from North Winchester Boulevard.,NA,http://www.hmdb.org/m.asp?m=24267
24318,I,Contra Costa County Courthouse,1901,NA,NA,NA,38.01896,-122.13468,625 Court Street,Martinez,NA,Contra Costa County,California,"Marker is at the intersection of Court Street and Escobar Street, on the right when traveling north on Court Street.",NA,http://www.hmdb.org/m.asp?m=24318
24364,69,Bayside Cannery,ca. 1906,City of San Jose – Capital of the Silicon Valley,NA,City of San Jose,37.42825,-121.9792,1300 Hope Street,Alviso,Alviso,Santa Clara County,California,"Marker is on Hope Street near Elizabeth Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=24364
24452,67,H.G. Wade’s Warehouse,ca. 1860,NA,2003,City of San Jose,37.42463,-121.97721,1621 El Dorado Street,Alviso,Alviso,Santa Clara County,California,"Marker is on El Dorado Street, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=24452
24616,510,Alviso Adobe,Alviso Adobe Community Park,NA,2009,Alviso Community Park,37.6604,-121.9124,3465 Old Foothill Road,Pleasanton,NA,Alameda County,California,Marker can be reached from Old Foothill Road near Foothill Road.,NA,http://www.hmdb.org/m.asp?m=24616
24795,821,Morro Rock,NA,NA,1968,California State Department of Parks and Recreation,35.37054,-120.86499,NA,Morro Bay,NA,San Luis Obispo County,California,"Marker is on Coleman Drive, 0.3 miles west of Embarcadero, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=24795
24946,588,Kern River Slough,NA,NA,1957,"Kern County Historical Society, El Tejon Parlor No. 239 N.D.G.W. and Kern County Museum",35.26678,-118.96883,3720 E Panama Rd,Bakersfield,NA,Kern County,California,"Marker is on Panama Road, 0.7 miles east of Cottonwood Road, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=24946
24984,278,Rio de San Felipe,California Historical Landmark,NA,1938,"Native Sons and Native Daughters of the Golden West, Kern County Historical Society and Kern County Chamber of Commerce",35.41618,-118.83323,NA,Bakersfield,NA,Kern County,California,"Marker is on Kern Canyon Road (State Highway 178), on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=24984
24989,14,Jewett Family,Kern County Pioneers,NA,1970,"Kern County Historical Society, Kern County Museum",35.39433,-119.01884,3801 Chester Avenue,Bakersfield,NA,Kern County,California,"Marker is on Chester Avenue, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=24989
24996,743,Jack London Historical State Park,NA,NA,1960,California State Park Commission,38.35655,-122.54089,NA,Glen Ellen,NA,Sonoma County,California,"Marker can be reached from London Ranch Road, 1 mile west of Arnold Drive.",NA,http://www.hmdb.org/m.asp?m=24996
25032,495,Glennville Adobe,NA,NA,1952,"California State Division of Beaches and Parks, Kern County Historical Society, El Tejon Parlor N.D.G.W. and Kern County Museum",35.72666,-118.70063,10432 Evans Road,Glennville,NA,Kern County,California,"Marker is on Evans Road (State Highway 155), on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=25032
25052,SMA-025,Portola Primary School,NA,NA,NA,NA,37.38203,-122.22874,775 Portola Road,Portola Valley,NA,San Mateo County,California,"Marker is on Portola Road, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=25052
25054,2,Portola Journey's End,"November 6-10, 1769",NA,1968,"State Department of Parks and Recreation, and Portola Expedition Bicentennial Foundation",37.44786,-122.17096,NA,Menlo Park,NA,San Mateo County,California,Marker is at the intersection of Alma Street and East Creek Drive on Alma Street.,NA,http://www.hmdb.org/m.asp?m=25054
25055,348,Home of Juan Bautista Alvarado,State Registered Landmark No. 348,NA,1949,"California Centennials Commission, Monterey Parlor No. 75, N.S.G.W.",36.59784,-121.89512,100 Jefferson Street,Monterey,NA,Monterey County,California,Marker is at the intersection of Jefferson Street and Alvarado Street on Jefferson Street.,NA,http://www.hmdb.org/m.asp?m=25055
25092,742,Campsite of Edward Kern,NA,NA,1962,"California State Park Commission, Kern County Historical Society. El Tejon Parlor No.239 Native Daughters of the Golden West and the Kern County Museum.",35.64958,-118.45823,10716 California 178,Lake Isabella,NA,Kern County,California,"Marker is on California Route 178, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=25092
25107,N2098,The Steinbeck House,132 Central Avenue,"Salinas, California",1995,Monterey Viejo Chapter 1846 E Clampus Vitus,36.67667,-121.65926,132 Central Avenue,Salinas,NA,Monterey County,California,Marker can be reached from Central Avenue near Stone Street.,NA,http://www.hmdb.org/m.asp?m=25107
25149,137,Gordons Ferry,California Historic Landmark,NA,1937,"Bakersfield Parlor No.42, NSGW, El Tejon Parlor No.239, NDGW and Kern County Chamber of Commerce",35.4248,-118.96807,NA,Bakersfield,NA,Kern County,California,"Marker is on China Grade Loop, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=25149
25169,132,Kernville,California Historical Landmark,NA,1937,Kern River Chamber of Commerce,35.72021,-118.43597,NA,Kernville,NA,Kern County,California,"Marker can be reached from Wofford Heights Boulevard near Burlando Road (County Road 495), on the right.",NA,http://www.hmdb.org/m.asp?m=25169
25220,740,Site of Carnegie,NA,NA,1961,"California State Park Commission, and the Tracy District Chamber of Commerce",37.63305,-121.54351,18600 Corral Hollow Road,Tracy,NA,San Joaquin County,California,"Marker can be reached from Corral Hollow Road, 8 miles west of Interstate 580.",NA,http://www.hmdb.org/m.asp?m=25220
25323,672,Lavers Crossing,NA,NA,1959,"Kern County Historical Society, El Tejon Parlor No.239 N.D.G.W., and Kern County Museum",35.73605,-118.72019,NA,Glennville,NA,Kern County,California,"Marker is at the intersection of Jacks Valley Road and White River Road, on the right when traveling west on Jacks Valley Road.",NA,http://www.hmdb.org/m.asp?m=25323
25528,3,The Pioneer Store,Diller-Chamberlain Store,Historic Trail Site #3,1990,Historic Resources Advisory Committee,37.4871,-122.22656,726 Main Street,Redwood City,NA,San Mateo County,California,Marker is on Main Street near Broadway Street.,NA,http://www.hmdb.org/m.asp?m=25528
26037,13,Keystone Mine,NA,NA,2004,Amador County Sesquicentennial,38.41761,-120.82372,NA,Amador City,NA,Amador County,California,Marker can be reached from Main Street south of Water Street.,NA,http://www.hmdb.org/m.asp?m=26037
26202,3,First National Bank,NA,NA,1978,Temecula Historical Society,33.49345,-117.14913,28645 Old Town Front Street,Temecula,NA,Riverside County,California,"Marker is at the intersection of Old Town Front Street and Main Street, on the left when traveling north on Old Town Front Street.",NA,http://www.hmdb.org/m.asp?m=26202
26214,2,Chinatown,NA,NA,NA,City of San Jose. Historic Landmarks Commission,37.33235,-121.88926,NA,San Jose,Downtown San Jose,Santa Clara County,California,"Marker is at the intersection of Market Street and Paseo De San Antonio, on the right when traveling north on Market Street.",NA,http://www.hmdb.org/m.asp?m=26214
26238,1,Judge H. M. Albery House,NA,NA,1977,NA,39.21352,-122.01075,659 Jay Street,Colusa,NA,Colusa County,California,"Marker is at the intersection of Jay Street and 7th Street, on the left when traveling west on Jay Street.",NA,http://www.hmdb.org/m.asp?m=26238
26499,1025,Honcharenko’s Sanctuary,NA,NA,NA,"Garin Regional Park, East Bay Regional Park District",37.628,-122.02832,1320 Garin Avenue,Hayward,NA,Alameda County,California,Marker can be reached from Garin Avenue.,NA,http://www.hmdb.org/m.asp?m=26499
26629,246,Pioneer Schoolhouse & Chapel,NA,NA,1958,Daughters of Utah Pioneers,37.56363,-121.9873,38134 Temple Way,Fremont,Centerville,Alameda County,California,"Marker is on Temple Way near Utah Way, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=26629
26646,651,Battle of Natividad,NA,NA,1958,"California State Park Commission, Monterey County Historical Society, County of Monterey",36.77298,-121.60361,NA,Prunedale,NA,Monterey County,California,Marker is at the intersection of San Juan Grade Road and Crazy Horse Canyon Road on San Juan Grade Road.,NA,http://www.hmdb.org/m.asp?m=26646
27217,233,Mission Nuestra Señora Dolorosísima de la Soledad,NA,NA,1956,Grand Parlors of the Native Daughters of the Golden West and the Native Sons of the Golden West,36.40624,-121.35474,36641 Fort Romie Road,Soledad,NA,Monterey County,California,"Marker is at the intersection of Fort Romie Road and Mission Road, on the left when traveling west on Fort Romie Road.",NA,http://www.hmdb.org/m.asp?m=27217
27237,325,Mission San Luis Obispo de Tolosa,1772,NA,1966,"The State Department of Parks and Recreation in cooperation with the California Historical Landmarks Advisory Committee, San Luis Obispo County Hist.Soc. and N.S & D of the G.W., Parlors No.290 and No.108, May 15, 1966",35.28057,-120.66404,NA,San Luis Obispo,NA,San Luis Obispo County,California,NA,NA,http://www.hmdb.org/m.asp?m=27237
27561,720,Dallidet Adobe,NA,NA,1960,"California State Park Commission, SLO County Historical Society, Native Daughters of the Golden West",35.28097,-120.6565,1185 Pacific Street.,San Luis Obispo,NA,San Luis Obispo County,California,Marker can be reached from Toro Street near Pismo Street.,NA,http://www.hmdb.org/m.asp?m=27561
27644,10,The Dole House,NA,NA,2004,NA,37.89747,-122.06196,1614 Mt. Diablo Boulevard,Walnut Creek,NA,Contra Costa County,California,"Marker is on Mt. Diablo Boulevard west of Locust Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=27644
27647,V,Rankin Building,NA,NA,1990,Martinez Historical Society,38.01766,-122.13573,736 Main Street,Martinez,NA,Contra Costa County,California,"Marker is on Main Street near Ferry Street, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=27647
27648,2,I.O.O.F. Building,NA,NA,1977,NA,39.21423,-122.0078,141 Fifth Street,Colusa,NA,Colusa County,California,Marker is at the intersection of Fifth Street and Market Street on Fifth Street.,NA,http://www.hmdb.org/m.asp?m=27648
27830,27,Fresno Traction Company,1903 - 1939,NA,1983,"Jim Savage Chapter 1852, E Clampus Vitus",36.73938,-119.77165,3133 East Huntington Boulevard,Fresno,NA,Fresno County,California,"Marker is on Huntington Boulevard near First Street, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=27830
27833,23,Kings River - Centerville,NA,NA,1979,E Clampus Vitus,36.73361,-119.4975,16218 East Kings Canyon Road,Centerville,NA,Fresno County,California,"Marker is on East Kings Canyon Road (State Highway 180) near South Rainbow Route, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=27833
27854,1,Yosemite Stage Route,NA,NA,2009,E Clampus Vitus,37.32111,-119.78194,NA,Raymond,NA,Madera County,California,"Marker is on Road 600, 9 miles west of State Highway 41, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=27854
27940,18,Fresno County Courthouse,NA,NA,1974,NA,36.73583,-119.78972,1100 Van Ness Avenue,Fresno,NA,Fresno County,California,"Marker is on Van Ness Avenue, 0.2 miles Tulare Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=27940
27962,37,Dalton Mountain,NA,NA,1994,Jim Savage 1852 Chapter of the E Clampus Vitus and Sanger Rotary,36.79028,-119.30556,6450 Elwood Road,Sanger,NA,Fresno County,California,Marker can be reached from North Elwood Road.,NA,http://www.hmdb.org/m.asp?m=27962
27996,25,Kings River,NA,NA,1981,E Clampus Vitus,36.83028,-119.325,NA,Sanger,NA,Fresno County,California,"Marker can be reached from Pine Flat Road, 1.5 miles north of Elwood Road.",NA,http://www.hmdb.org/m.asp?m=27996
27998,34,Choinumni,NA,NA,1992,E Clampus Vitus,36.8225,-119.36278,26252 East Trimmer Springs Road,Piedra,NA,Fresno County,California,"Marker is at the intersection of Pine Flat Road and Choinumni Park Road, on the right when traveling east on Pine Flat Road.",NA,http://www.hmdb.org/m.asp?m=27998
28011,35,Easton / Washington Union High School District,NA,NA,1992,E Clampus Vitus,36.64861,-119.79083,6041 South Elm Avenue,Easton,NA,Fresno County,California,"Marker is at the intersection of South Elm Avenue and West Lincoln Avenue, on the right when traveling south on South Elm Avenue.",NA,http://www.hmdb.org/m.asp?m=28011
28013,3,Fort Washington,NA,NA,1961,"E Clampus Vitus, Jim Savage Chapter 1852",36.88556,-119.76,10272 North Millbrook Avenue,Fresno,NA,Fresno County,California,Marker can be reached from North Millbrook Avenue/Fort Washington Road.,NA,http://www.hmdb.org/m.asp?m=28013
28014,9,Academy,NA,NA,1967,"E Clampus Vitus, Jim Savage Chapter 1852",36.88806,-119.53639,13568 Tollhouse Road,Clovis,NA,Fresno County,California,"Marker is on Tollhouse Road (State Highway 168) ½ mile east of North Madsen Avenue, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=28014
28015,10,Andrew Davidson Firebaugh,Firebaugh's Ferry,NA,1968,"Jim Savage Chapter, E Clampus Vitus",36.85611,-120.44972,1510 Q Street,Firebaugh,NA,Fresno County,California,"Marker is at the intersection of Q Street and 15th Street, on the left when traveling south on Q Street.",NA,http://www.hmdb.org/m.asp?m=28015
28016,11,Tollhouse,NA,NA,1969,E Clampus Vitus,37.019,-119.39917,28524 Tollhouse Road,Tollhouse,NA,Fresno County,California,"Marker is on Tollhouse Road, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=28016
28017,14,The San Joaquin Valley Railroad,NA,NA,1971,"James Savage Chapter No. 1852, E Clampus Vitus",36.83,-119.70083,908 Villa Avenue,Clovis,NA,Fresno County,California,"Marker can be reached from South Clovis Avenue (State Highway 168) near Villa Avenue, on the left when traveling north. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=28017
28039,34,Pioneer Hall,NA,NA,1932,"Ursula Parlar No.1, Native Daughters of the Golden West",38.34907,-120.77428,113 Main Street,Jackson,NA,Amador County,California,"Marker is on Main Street near Court Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=28039
28067,NR07000507,William J. Paugh House,NA,NA,2009,home owner,38.3494,-120.77072,105 Center Street,Jackson,NA,Amador County,California,"Marker is on Center Street near State Highway 88, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=28067
28069,38,"William ""Yank"" Hazelton",1824 -1906,NA,1995,"Jim Savage Chapter 1852, E Clampus Vitus",36.78333,-119.42889,21136 East Trimmer Springs Road,Sanger,NA,Fresno County,California,"Marker is on Trimmer Springs Road near East Belmont Road, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=28069
28156,19,Frank Dusy,NA,NA,1975,"Jim Savage Chapter 1852, E Clampus Vitus",36.5675,-119.61028,1884 Mill Street,Selma,NA,Fresno County,California,"Marker is at the intersection of Mill Street and South McCall Avenue, on the left when traveling east on Mill Street.",NA,http://www.hmdb.org/m.asp?m=28156
28161,24,Selma,NA,NA,1980,NA,36.56667,-119.61278,1938 West Front Street,Selma,NA,Fresno County,California,"Marker is on West Front Street near 2nd Street, on the right.",NA,http://www.hmdb.org/m.asp?m=28161
28164,32,Sanger,NA,NA,1988,E Clampus Vitus,36.70639,-119.56222,1700 7th Street,Sanger,NA,Fresno County,California,Marker can be reached from Hoag Avenue east of Jensen Street.,NA,http://www.hmdb.org/m.asp?m=28164
