issue,costume,character,speech,thought,narrative,depicted
123,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
123,Costume,Magneto = Erik Magnus*,0,0,0,0
123,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
123,Costume,Rogue = Name Unknown,0,0,0,0
123,Costume,Mystique = Name Unknown*,0,0,0,0
123,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
123,Costume,Longshot = (unknown real name),0,0,0,0
123,Costume,Dazzler = Alison Blaire,0,0,0,0
123,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
123,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
123,Costume,Havok = Alex Summers,0,0,0,0
123,Costume,Jubilee = Jubilation Lee,0,0,0,0
123,Costume,Forge = Name Unknown*,0,0,0,0
123,Costume,Gambit = Name Unknown,0,0,0,0
123,Non-Costume,Editor narration,0,0,4,0
123,Non-Costume,Omnipresent narration,0,0,44,0
123,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
123,Non-Costume,Wolverine = Logan,4,4,0,4
123,Non-Costume,Cyclops = Scott Summers,7,1,0,7
123,Non-Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
123,Non-Costume,Storm = Ororo Munroe,5,2,0,5
123,Non-Costume,Colossus = Peter (Piotr) Rasputin,5,0,0,4
123,Non-Costume,Nightcrawler = Kurt Wagner,2,0,0,4
123,Non-Costume,Banshee = Sean Cassidy,6,0,0,4
123,Non-Costume,Angel = Warren Worthington,0,0,0,0
123,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
123,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
123,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
123,Non-Costume,Rogue = Name Unknown,0,0,0,0
123,Non-Costume,Mystique = Name Unknown*,0,0,0,0
123,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
123,Non-Costume,Longshot = (unknown real name),0,0,0,0
123,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
123,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
123,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
123,Non-Costume,Havok = Alex Summers,0,0,0,0
123,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
123,Non-Costume,Forge = Name Unknown*,0,0,0,0
123,Non-Costume,Gambit = Name Unknown,0,0,0,0
124,Costume,Editor narration,0,0,0,0
124,Costume,Omnipresent narration,0,0,0,0
124,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
124,Costume,Wolverine = Logan,20,3,0,26
124,Costume,Cyclops = Scott Summers,38,27,0,47
124,Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
124,Costume,Storm = Ororo Munroe,10,22,0,26
124,Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,1
124,Costume,Nightcrawler = Kurt Wagner,12,4,0,22
124,Costume,Banshee = Sean Cassidy,11,2,0,19
124,Costume,Angel = Warren Worthington,0,0,0,0
124,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
124,Costume,Magneto = Erik Magnus*,0,0,0,0
124,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
124,Costume,Rogue = Name Unknown,0,0,0,0
124,Costume,Mystique = Name Unknown*,0,0,0,0
124,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
124,Costume,Longshot = (unknown real name),0,0,0,0
124,Costume,Dazzler = Alison Blaire,0,0,0,0
124,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
124,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
124,Costume,Havok = Alex Summers,0,0,0,0
124,Costume,Jubilee = Jubilation Lee,0,0,0,0
124,Costume,Forge = Name Unknown*,0,0,0,0
124,Costume,Gambit = Name Unknown,0,0,0,0
124,Non-Costume,Editor narration,0,0,4,0
124,Non-Costume,Omnipresent narration,0,0,20,0
124,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
124,Non-Costume,Wolverine = Logan,0,0,0,0
124,Non-Costume,Cyclops = Scott Summers,0,0,0,0
124,Non-Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
124,Non-Costume,Storm = Ororo Munroe,0,0,0,0
124,Non-Costume,Colossus = Peter (Piotr) Rasputin,24,0,0,24
124,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
124,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
124,Non-Costume,Angel = Warren Worthington,0,0,0,0
124,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
124,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
124,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
124,Non-Costume,Rogue = Name Unknown,0,0,0,0
124,Non-Costume,Mystique = Name Unknown*,0,0,0,0
124,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
124,Non-Costume,Longshot = (unknown real name),0,0,0,0
124,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
124,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
124,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
124,Non-Costume,Havok = Alex Summers,0,0,0,0
124,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
124,Non-Costume,Forge = Name Unknown*,0,0,0,0
124,Non-Costume,Gambit = Name Unknown,0,0,0,0
125,Costume,Editor narration,0,0,0,0
125,Costume,Omnipresent narration,0,0,0,0
125,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
125,Costume,Wolverine = Logan,11,0,0,11
125,Costume,Cyclops = Scott Summers,28,2,0,20
125,Costume,Marvel Girl/Phoenix = Jean Grey,6,6,0,14
125,Costume,Storm = Ororo Munroe,1,0,0,13
125,Costume,Colossus = Peter (Piotr) Rasputin,2,0,0,9
125,Costume,Nightcrawler = Kurt Wagner,9,5,0,14
125,Costume,Banshee = Sean Cassidy,2,0,0,7
125,Costume,Angel = Warren Worthington,0,0,0,0
125,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
125,Costume,Magneto = Erik Magnus*,0,0,0,1
125,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
125,Costume,Rogue = Name Unknown,0,0,0,0
125,Costume,Mystique = Name Unknown*,0,0,0,0
125,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
125,Costume,Longshot = (unknown real name),0,0,0,0
125,Costume,Dazzler = Alison Blaire,0,0,0,0
125,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
125,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
125,Costume,Havok = Alex Summers,2,0,0,1
125,Costume,Jubilee = Jubilation Lee,0,0,0,0
125,Costume,Forge = Name Unknown*,0,0,0,0
125,Costume,Gambit = Name Unknown,0,0,0,0
125,Non-Costume,Editor narration,0,0,0,0
125,Non-Costume,Omnipresent narration,0,0,65,0
125,Non-Costume,Professor X = Charles Xavier (no costume)*,2,7,0,7
125,Non-Costume,Wolverine = Logan,0,0,0,0
125,Non-Costume,Cyclops = Scott Summers,0,0,0,0
125,Non-Costume,Marvel Girl/Phoenix = Jean Grey,15,5,0,21
125,Non-Costume,Storm = Ororo Munroe,0,0,0,0
125,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
125,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
125,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
125,Non-Costume,Angel = Warren Worthington,0,0,0,0
125,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
125,Non-Costume,Magneto = Erik Magnus*,7,0,0,2
125,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
125,Non-Costume,Rogue = Name Unknown,0,0,0,0
125,Non-Costume,Mystique = Name Unknown*,0,0,0,0
125,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
125,Non-Costume,Longshot = (unknown real name),0,0,0,0
125,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
125,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
125,Non-Costume,Moira MacTaggert (scientist helper)*,8,13,0,17
125,Non-Costume,Havok = Alex Summers,1,2,0,3
125,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
125,Non-Costume,Forge = Name Unknown*,0,0,0,0
125,Non-Costume,Gambit = Name Unknown,0,0,0,0
126,Costume,Editor narration,0,0,0,0
126,Costume,Omnipresent narration,0,0,0,0
126,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
126,Costume,Wolverine = Logan,19,3,0,26
126,Costume,Cyclops = Scott Summers,46,7,0,33
126,Costume,Marvel Girl/Phoenix = Jean Grey,0,6,0,8
126,Costume,Storm = Ororo Munroe,11,8,0,21
126,Costume,Colossus = Peter (Piotr) Rasputin,6,0,0,8
126,Costume,Nightcrawler = Kurt Wagner,16,6,0,24
126,Costume,Banshee = Sean Cassidy,4,0,0,11
126,Costume,Angel = Warren Worthington,0,0,0,0
126,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
126,Costume,Magneto = Erik Magnus*,0,0,0,0
126,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
126,Costume,Rogue = Name Unknown,0,0,0,0
126,Costume,Mystique = Name Unknown*,0,0,0,0
126,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
126,Costume,Longshot = (unknown real name),0,0,0,0
126,Costume,Dazzler = Alison Blaire,0,0,0,0
126,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
126,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
126,Costume,Havok = Alex Summers,6,0,0,7
126,Costume,Jubilee = Jubilation Lee,0,0,0,0
126,Costume,Forge = Name Unknown*,0,0,0,0
126,Costume,Gambit = Name Unknown,0,0,0,0
126,Non-Costume,Editor narration,0,0,3,0
126,Non-Costume,Omnipresent narration,0,0,77,0
126,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
126,Non-Costume,Wolverine = Logan,0,0,0,0
126,Non-Costume,Cyclops = Scott Summers,0,0,0,0
126,Non-Costume,Marvel Girl/Phoenix = Jean Grey,5,0,0,6
126,Non-Costume,Storm = Ororo Munroe,0,0,0,0
126,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
126,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
126,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
126,Non-Costume,Angel = Warren Worthington,0,0,0,0
126,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
126,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
126,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
126,Non-Costume,Rogue = Name Unknown,0,0,0,0
126,Non-Costume,Mystique = Name Unknown*,0,0,0,0
126,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
126,Non-Costume,Longshot = (unknown real name),0,0,0,0
126,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
126,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
126,Non-Costume,Moira MacTaggert (scientist helper)*,15,0,0,14
126,Non-Costume,Havok = Alex Summers,0,0,0,0
126,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
126,Non-Costume,Forge = Name Unknown*,0,0,0,0
126,Non-Costume,Gambit = Name Unknown,0,0,0,0
127,Costume,Editor narration,0,0,0,0
127,Costume,Omnipresent narration,0,0,0,0
127,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
127,Costume,Wolverine = Logan,15,0,0,30
127,Costume,Cyclops = Scott Summers,40,23,0,40
127,Costume,Marvel Girl/Phoenix = Jean Grey,15,0,0,15
127,Costume,Storm = Ororo Munroe,8,6,0,20
127,Costume,Colossus = Peter (Piotr) Rasputin,5,0,0,13
127,Costume,Nightcrawler = Kurt Wagner,6,3,0,22
127,Costume,Banshee = Sean Cassidy,0,0,0,0
127,Costume,Angel = Warren Worthington,0,0,0,0
127,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
127,Costume,Magneto = Erik Magnus*,0,0,0,0
127,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
127,Costume,Rogue = Name Unknown,0,0,0,0
127,Costume,Mystique = Name Unknown*,0,0,0,0
127,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
127,Costume,Longshot = (unknown real name),0,0,0,0
127,Costume,Dazzler = Alison Blaire,0,0,0,0
127,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
127,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
127,Costume,Havok = Alex Summers,0,0,0,7
127,Costume,Jubilee = Jubilation Lee,0,0,0,0
127,Costume,Forge = Name Unknown*,0,0,0,0
127,Costume,Gambit = Name Unknown,0,0,0,0
127,Non-Costume,Editor narration,0,0,1,0
127,Non-Costume,Omnipresent narration,0,0,38,0
127,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
127,Non-Costume,Wolverine = Logan,0,0,0,0
127,Non-Costume,Cyclops = Scott Summers,0,0,0,0
127,Non-Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,0
127,Non-Costume,Storm = Ororo Munroe,0,0,0,0
127,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
127,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
127,Non-Costume,Banshee = Sean Cassidy,7,1,0,11
127,Non-Costume,Angel = Warren Worthington,0,0,0,0
127,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
127,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
127,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
127,Non-Costume,Rogue = Name Unknown,0,0,0,0
127,Non-Costume,Mystique = Name Unknown*,0,0,0,0
127,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
127,Non-Costume,Longshot = (unknown real name),0,0,0,0
127,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
127,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
127,Non-Costume,Moira MacTaggert (scientist helper)*,20,13,0,26
127,Non-Costume,Havok = Alex Summers,0,0,0,0
127,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
127,Non-Costume,Forge = Name Unknown*,0,0,0,0
127,Non-Costume,Gambit = Name Unknown,0,0,0,0
128,Costume,Editor narration,0,0,0,0
128,Costume,Omnipresent narration,0,0,0,0
128,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
128,Costume,Wolverine = Logan,19,11,0,27
128,Costume,Cyclops = Scott Summers,27,13,0,32
128,Costume,Marvel Girl/Phoenix = Jean Grey,3,1,0,12
128,Costume,Storm = Ororo Munroe,2,1,0,15
128,Costume,Colossus = Peter (Piotr) Rasputin,17,2,0,33
128,Costume,Nightcrawler = Kurt Wagner,4,5,0,15
128,Costume,Banshee = Sean Cassidy,0,0,0,0
128,Costume,Angel = Warren Worthington,0,0,0,0
128,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
128,Costume,Magneto = Erik Magnus*,0,0,0,2
128,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
128,Costume,Rogue = Name Unknown,0,0,0,0
128,Costume,Mystique = Name Unknown*,0,0,0,0
128,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
128,Costume,Longshot = (unknown real name),0,0,0,0
128,Costume,Dazzler = Alison Blaire,0,0,0,0
128,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
128,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
128,Costume,Havok = Alex Summers,2,2,0,9
128,Costume,Jubilee = Jubilation Lee,0,0,0,0
128,Costume,Forge = Name Unknown*,0,0,0,0
128,Costume,Gambit = Name Unknown,0,0,0,0
128,Non-Costume,Editor narration,0,0,4,0
128,Non-Costume,Omnipresent narration,0,0,85,0
128,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
128,Non-Costume,Wolverine = Logan,0,0,0,0
128,Non-Costume,Cyclops = Scott Summers,0,0,0,0
128,Non-Costume,Marvel Girl/Phoenix = Jean Grey,0,0,0,1
128,Non-Costume,Storm = Ororo Munroe,0,0,0,0
128,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,0
128,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
128,Non-Costume,Banshee = Sean Cassidy,8,1,0,19
128,Non-Costume,Angel = Warren Worthington,0,0,0,0
128,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
128,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
128,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
128,Non-Costume,Rogue = Name Unknown,0,0,0,0
128,Non-Costume,Mystique = Name Unknown*,0,0,0,0
128,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
128,Non-Costume,Longshot = (unknown real name),0,0,0,0
128,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
128,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
128,Non-Costume,Moira MacTaggert (scientist helper)*,16,1,0,28
128,Non-Costume,Havok = Alex Summers,0,0,0,1
128,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
128,Non-Costume,Forge = Name Unknown*,0,0,0,0
128,Non-Costume,Gambit = Name Unknown,0,0,0,0
129,Costume,Editor narration,0,0,0,0
129,Costume,Omnipresent narration,0,0,0,0
129,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
129,Costume,Wolverine = Logan,12,0,0,14
129,Costume,Cyclops = Scott Summers,22,1,0,15
129,Costume,Marvel Girl/Phoenix = Jean Grey,4,0,0,11
129,Costume,Storm = Ororo Munroe,2,4,0,15
129,Costume,Colossus = Peter (Piotr) Rasputin,2,5,0,12
129,Costume,Nightcrawler = Kurt Wagner,0,0,0,0
129,Costume,Banshee = Sean Cassidy,0,0,0,0
129,Costume,Angel = Warren Worthington,0,0,0,0
129,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
129,Costume,Magneto = Erik Magnus*,0,0,0,0
129,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
129,Costume,Rogue = Name Unknown,0,0,0,0
129,Costume,Mystique = Name Unknown*,0,0,0,0
129,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
129,Costume,Longshot = (unknown real name),0,0,0,0
129,Costume,Dazzler = Alison Blaire,0,0,0,0
129,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
129,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
129,Costume,Havok = Alex Summers,0,0,0,0
129,Costume,Jubilee = Jubilation Lee,0,0,0,0
129,Costume,Forge = Name Unknown*,0,0,0,0
129,Costume,Gambit = Name Unknown,0,0,0,0
129,Non-Costume,Editor narration,0,0,4,0
129,Non-Costume,Omnipresent narration,0,0,47,0
129,Non-Costume,Professor X = Charles Xavier (no costume)*,18,0,0,13
129,Non-Costume,Wolverine = Logan,4,1,0,9
129,Non-Costume,Cyclops = Scott Summers,15,2,0,13
129,Non-Costume,Marvel Girl/Phoenix = Jean Grey,9,11,0,11
129,Non-Costume,Storm = Ororo Munroe,3,3,0,6
129,Non-Costume,Colossus = Peter (Piotr) Rasputin,2,0,0,8
129,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
129,Non-Costume,Banshee = Sean Cassidy,5,1,0,3
129,Non-Costume,Angel = Warren Worthington,0,0,0,0
129,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,15,21,0,21
129,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
129,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
129,Non-Costume,Rogue = Name Unknown,0,0,0,0
129,Non-Costume,Mystique = Name Unknown*,0,0,0,0
129,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
129,Non-Costume,Longshot = (unknown real name),0,0,0,0
129,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
129,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
129,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,3
129,Non-Costume,Havok = Alex Summers,4,0,0,4
129,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
129,Non-Costume,Forge = Name Unknown*,0,0,0,0
129,Non-Costume,Gambit = Name Unknown,0,0,0,0
130,Costume,Editor narration,0,0,0,0
130,Costume,Omnipresent narration,0,0,0,0
130,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
130,Costume,Wolverine = Logan,0,0,0,2
130,Costume,Cyclops = Scott Summers,12,16,0,15
130,Costume,Marvel Girl/Phoenix = Jean Grey,6,0,0,7
130,Costume,Storm = Ororo Munroe,0,0,0,2
130,Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,2
130,Costume,Nightcrawler = Kurt Wagner,9,9,0,18
130,Costume,Banshee = Sean Cassidy,0,0,0,0
130,Costume,Angel = Warren Worthington,0,0,0,0
130,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
130,Costume,Magneto = Erik Magnus*,0,0,0,0
130,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
130,Costume,Rogue = Name Unknown,0,0,0,0
130,Costume,Mystique = Name Unknown*,0,0,0,0
130,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
130,Costume,Longshot = (unknown real name),0,0,0,0
130,Costume,Dazzler = Alison Blaire,7,5,0,11
130,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
130,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
130,Costume,Havok = Alex Summers,0,0,0,0
130,Costume,Jubilee = Jubilation Lee,0,0,0,0
130,Costume,Forge = Name Unknown*,0,0,0,0
130,Costume,Gambit = Name Unknown,0,0,0,0
130,Non-Costume,Editor narration,0,0,3,0
130,Non-Costume,Omnipresent narration,0,0,65,0
130,Non-Costume,Professor X = Charles Xavier (no costume)*,0,0,0,3
130,Non-Costume,Wolverine = Logan,0,0,0,3
130,Non-Costume,Cyclops = Scott Summers,16,8,0,14
130,Non-Costume,Marvel Girl/Phoenix = Jean Grey,12,5,0,20
130,Non-Costume,Storm = Ororo Munroe,5,3,0,7
130,Non-Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,4
130,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,0
130,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
130,Non-Costume,Angel = Warren Worthington,0,0,0,0
130,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,6,0,9,12
130,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
130,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
130,Non-Costume,Rogue = Name Unknown,0,0,0,0
130,Non-Costume,Mystique = Name Unknown*,0,0,0,0
130,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
130,Non-Costume,Longshot = (unknown real name),0,0,0,0
130,Non-Costume,Dazzler = Alison Blaire,0,0,0,0
130,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
130,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
130,Non-Costume,Havok = Alex Summers,0,0,0,0
130,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
130,Non-Costume,Forge = Name Unknown*,0,0,0,0
130,Non-Costume,Gambit = Name Unknown,0,0,0,0
131,Costume,Editor narration,0,0,0,0
131,Costume,Omnipresent narration,0,0,0,0
131,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
131,Costume,Wolverine = Logan,0,0,0,1
131,Costume,Cyclops = Scott Summers,24,8,0,29
131,Costume,Marvel Girl/Phoenix = Jean Grey,16,3,0,26
131,Costume,Storm = Ororo Munroe,0,0,0,1
131,Costume,Colossus = Peter (Piotr) Rasputin,0,0,0,1
131,Costume,Nightcrawler = Kurt Wagner,10,4,0,19
131,Costume,Banshee = Sean Cassidy,0,0,0,0
131,Costume,Angel = Warren Worthington,0,0,0,0
131,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
131,Costume,Magneto = Erik Magnus*,0,0,0,0
131,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
131,Costume,Rogue = Name Unknown,0,0,0,0
131,Costume,Mystique = Name Unknown*,0,0,0,0
131,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
131,Costume,Longshot = (unknown real name),0,0,0,0
131,Costume,Dazzler = Alison Blaire,0,4,0,15
131,Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
131,Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
131,Costume,Havok = Alex Summers,0,0,0,0
131,Costume,Jubilee = Jubilation Lee,0,0,0,0
131,Costume,Forge = Name Unknown*,0,0,0,0
131,Costume,Gambit = Name Unknown,0,0,0,0
131,Non-Costume,Editor narration,0,0,5,0
131,Non-Costume,Omnipresent narration,0,0,39,0
131,Non-Costume,Professor X = Charles Xavier (no costume)*,8,0,0,10
131,Non-Costume,Wolverine = Logan,11,1,0,16
131,Non-Costume,Cyclops = Scott Summers,8,1,0,10
131,Non-Costume,Marvel Girl/Phoenix = Jean Grey,7,2,0,9
131,Non-Costume,Storm = Ororo Munroe,5,2,0,13
131,Non-Costume,Colossus = Peter (Piotr) Rasputin,7,1,0,13
131,Non-Costume,Nightcrawler = Kurt Wagner,0,0,0,1
131,Non-Costume,Banshee = Sean Cassidy,0,0,0,0
131,Non-Costume,Angel = Warren Worthington,0,0,0,0
131,Non-Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,18,14,0,32
131,Non-Costume,Magneto = Erik Magnus*,0,0,0,0
131,Non-Costume,Phoenix(2) = Rachel Summers,0,0,0,0
131,Non-Costume,Rogue = Name Unknown,0,0,0,0
131,Non-Costume,Mystique = Name Unknown*,0,0,0,0
131,Non-Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
131,Non-Costume,Longshot = (unknown real name),0,0,0,0
131,Non-Costume,Dazzler = Alison Blaire,3,0,0,2
131,Non-Costume,Psylocke = Elizabeth (Betsy) Braddock,0,0,0,0
131,Non-Costume,Moira MacTaggert (scientist helper)*,0,0,0,0
131,Non-Costume,Havok = Alex Summers,0,0,0,0
131,Non-Costume,Jubilee = Jubilation Lee,0,0,0,0
131,Non-Costume,Forge = Name Unknown*,0,0,0,0
131,Non-Costume,Gambit = Name Unknown,0,0,0,0
132,Costume,Editor narration,0,0,0,0
132,Costume,Omnipresent narration,0,0,0,0
132,Costume,Professor X = Charles Xavier (no costume)*,0,0,0,0
132,Costume,Wolverine = Logan,20,2,0,21
132,Costume,Cyclops = Scott Summers,27,3,0,20
132,Costume,Marvel Girl/Phoenix = Jean Grey,4,0,0,7
132,Costume,Storm = Ororo Munroe,4,15,0,18
132,Costume,Colossus = Peter (Piotr) Rasputin,4,3,0,14
132,Costume,Nightcrawler = Kurt Wagner,9,1,0,14
132,Costume,Banshee = Sean Cassidy,0,0,0,0
132,Costume,Angel = Warren Worthington,1,0,0,3
132,Costume,Ariel/Sprite/Shadowcat = Kitty Pryde,0,0,0,0
132,Costume,Magneto = Erik Magnus*,0,0,0,0
132,Costume,Phoenix(2) = Rachel Summers,0,0,0,0
132,Costume,Rogue = Name Unknown,0,0,0,0
132,Costume,Mystique = Name Unknown*,0,0,0,0
132,Costume,Binary/Ms Marvel = Carol Danvers*,0,0,0,0
132,Costume,Longshot = (unknown real name),0,0,0,0
132,Costume,Dazzler = Alison Blaire,0,0,0,1
