nature,animal_type,category,suburb,date_range,responsible_office,city
Animal,Other Animal,Wild Dog,TOOWONG,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,NORMAN PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,BRIDGEMAN DOWNS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,DEAGON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,LOTA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHERMSIDE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,SUNNYBANK HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Defecating In Public,PADDINGTON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,BALD HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,MOUNT GRAVATT EAST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,SUNNYBANK HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Odour,MOUNT GRAVATT EAST,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,PULLENVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,FOREST LAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,WYNNUM,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Defecating In Public,WESTLAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ASCOT,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,PULLENVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Defecating In Public,TOOWONG,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,THE GAP,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,BALMORAL,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Odour,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Odour,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,FOREST LAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,KURABY,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BULIMBA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,NORTHGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,GREENSLOPES,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,WEST END,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,THE GAP,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,GEEBUNG,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,SINNAMON PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,WAKERLEY,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,HENDRA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,GRACEVILLE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,PULLENVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,CHANDLER,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,LAKE MANCHESTER,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Surrender,HENDRA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,MOUNT CROSBY,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,WAKERLEY,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,WAVELL HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,CAMP HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,WACOL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,ANNERLEY,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,CALAMVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,KENMORE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,DARRA,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,OXLEY,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,THE GAP,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,GEEBUNG,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,KEDRON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,DUTTON PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,NA,NORMAN PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,KEDRON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,SEVEN HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,ZILLMERE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,SANDGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,KEPERRA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,ZILLMERE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,FERNY GROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,DEAGON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Rabbit,CARINDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,GORDON PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SANDGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,CHELMER,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,JAMBOREE HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,NUDGEE BEACH,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ENOGGERA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOOROOKA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,DEAGON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,SANDGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,LOTA,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,TARRAGINDI,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,ANSTEAD,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,SUNNYBANK HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,LOTA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,MOUNT GRAVATT,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,SPRING HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,DARRA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,THE GAP,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,HOLLAND PARK WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,BELMONT,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,NUDGEE BEACH,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WISHART,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Too Many Animals,MACGREGOR,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Too Many Animals,HAWTHORNE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,WISHART,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,FOREST LAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,ST LUCIA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,TARRAGINDI,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,YEERONGPILLY,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,KEDRON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,BRIDGEMAN DOWNS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,TOOWONG,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,MITCHELTON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,WISHART,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WILLAWONG,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,CHANDLER,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,UPPER MOUNT GRAVATT,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,ZILLMERE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,GUMDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHERMSIDE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,ENOGGERA,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,MITCHELTON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,VIRGINIA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,BARDON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,SEVENTEEN MILE ROCKS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,RUNCORN,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,CARINA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MOUNT CROSBY,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,ANSTEAD,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,WACOL,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,NORTHGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,BURBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,STAFFORD,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Insufficient Space,SANDGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,WEST END,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,RIVERHILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,BROOKFIELD,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,SHERWOOD,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BARDON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,UPPER BROOKFIELD,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,TOOWONG,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,TOOWONG,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,WEST END,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,HOLLAND PARK WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,GREENSLOPES,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,RED HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NUNDAH,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,HOLLAND PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,CORINDA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Pest / Feral Animal,SINNAMON PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SALISBURY,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,KENMORE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,OXLEY,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Too Many Animals,YERONGA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CALAMVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,TARRAGINDI,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,OXLEY,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Defecating In Public,ALBION,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,ZILLMERE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,NA,BELLBOWRIE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,MOUNT GRAVATT,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NUNDAH,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,CARINDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WYNNUM,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,CARINDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,MOUNT OMMANEY,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,TENERIFFE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BARDON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,BULIMBA,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,ROCHEDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MILTON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,NA,BULIMBA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ALGESTER,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,TARRAGINDI,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,CANNON HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CHAPEL HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRIGHTON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,CALAMVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,CHERMSIDE WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,MOOROOKA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,HIGHGATE HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,PALLARA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,CALAMVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,NUDGEE BEACH,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,NORMAN PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,NUNDAH,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,NA,SALISBURY,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,CHERMSIDE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,MANSFIELD,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,CARINDALE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,COOPERS PLAINS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,HAMILTON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,WYNNUM WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,COOPERS PLAINS,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,GEEBUNG,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CHERMSIDE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,BROOKFIELD,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,RIVERHILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,KENMORE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ELLEN GROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,BELLBOWRIE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,BELLBOWRIE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,MILTON,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,MANSFIELD,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,YERONGA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,SUMNER,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,HOLLAND PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Defecating In Public,SANDGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Odour,BANYO,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CHELMER,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,CARINA HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,NA,HOLLAND PARK WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TARRAGINDI,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,NA,COORPAROO,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,FOREST LAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,FOREST LAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,NUDGEE BEACH,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MOOROOKA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,PALLARA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,VIRGINIA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ELLEN GROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Pest / Feral Animal,GRANGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CAMP HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,HEMMANT,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ELLEN GROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,BULIMBA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,CARINA HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,ROBERTSON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,WEST END,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,COOPERS PLAINS,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,COOPERS PLAINS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,MITCHELTON,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SUNNYBANK,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,NA,ACACIA RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MITCHELTON,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,NA,FOREST LAKE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,BRISBANE AIRPORT,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KARANA DOWNS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,YERONGA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,RUNCORN,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANLY WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Insufficient Space,KEDRON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,WYNNUM,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,FITZGIBBON,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,UPPER KEDRON,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,MORNINGSIDE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,WACOL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,WINDSOR,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,DUTTON PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,WAVELL HEIGHTS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CAMP HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,ASHGROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ROCKLEA,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,PULLENVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,ASCOT,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Not An Attack,ASHGROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Fox,GEEBUNG,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,MCDOWALL,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,RUNCORN,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,NA,KHOLO,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GORDON PARK,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,HOLLAND PARK WEST,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,WYNNUM,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,SUNNYBANK HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,SUNNYBANK HILLS,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Menacing,ELLEN GROVE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,BRACKEN RIDGE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat,Wandering,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,CAMP HILL,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,apr-jun-2019.csv,NA,Brisbane
Animal,Other Animal,Deer,PULLENVALE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Fencing Issues,SANDGATE,apr-jun-2019.csv,NA,Brisbane
Animal,Cat Trapping,NA,KANGAROO POINT,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARSELDINE,apr-jun-2019.csv,NA,Brisbane
Animal,Dog,Wandering,EAST BRISBANE,apr-jun-2019.csv,NA,Brisbane
Animal,Attack,Attack On A Person,INALA,apr-jun-2019.csv,NA,Brisbane
