Animal Type,Complaint Type,Date Received,Suburb,Electoral Division
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Private Impound,March 2018,Aitkenvale,Division 8
dog,Wandering,March 2018,Aitkenvale,Division 8
dog,Attack,March 2018,Currajong,Division 8
dog,Enclosure,March 2018,Currajong,Division 8
cat,Private Impound,March 2018,Currajong,Division 8
cat,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
dog,Private Impound,March 2018,Currajong,Division 8
cat,Private Impound,March 2018,Garbutt,Division 8
cat,Private Impound,March 2018,Garbutt,Division 8
cat,Private Impound,March 2018,Garbutt,Division 8
cat,Private Impound,March 2018,Garbutt,Division 8
cat,Private Impound,March 2018,Garbutt,Division 8
dog,Private Impound,March 2018,Garbutt,Division 8
dog,Aggressive Animal,March 2018,Gulliver,Division 8
dog,Aggressive Animal,March 2018,Gulliver,Division 8
dog,Attack,March 2018,Gulliver,Division 8
cat,Enclosure,March 2018,Gulliver,Division 8
cat,Enclosure,March 2018,Gulliver,Division 8
dog,Enclosure,March 2018,Gulliver,Division 8
dog,Enclosure,March 2018,Gulliver,Division 8
dog,Enclosure,March 2018,Gulliver,Division 8
dog,Aggressive Animal,March 2018,Mount Louisa,Division 8
dog,Attack,March 2018,Mount Louisa,Division 8
dog,Enclosure,March 2018,Mount Louisa,Division 8
dog,Noise,March 2018,Mount Louisa,Division 8
dog,Private Impound,March 2018,Mount Louisa,Division 8
dog,Private Impound,March 2018,Mount Louisa,Division 8
dog,Wandering,March 2018,Mount Louisa,Division 8
dog,Aggressive Animal,March 2018,Mundingburra,Division 8
dog,Aggressive Animal,March 2018,Mundingburra,Division 8
dog,Enclosure,March 2018,Mundingburra,Division 8
dog,Enclosure,March 2018,Mundingburra,Division 8
dog,Noise,March 2018,Mundingburra,Division 8
dog,Noise,March 2018,Mundingburra,Division 8
dog,Aggressive Animal,March 2018,Vincent,Division 8
dog,Aggressive Animal,March 2018,Vincent,Division 8
dog,Attack,March 2018,Vincent,Division 8
dog,Attack,March 2018,Vincent,Division 8
cat,Enclosure,March 2018,Vincent,Division 8
dog,Enclosure,March 2018,Vincent,Division 8
dog,Enclosure,March 2018,Vincent,Division 8
dog,Enclosure,March 2018,Vincent,Division 8
dog,Enclosure,March 2018,Vincent,Division 8
dog,Noise,March 2018,Vincent,Division 8
cat,Private Impound,March 2018,Vincent,Division 8
cat,Private Impound,March 2018,Vincent,Division 8
dog,Attack,March 2018,Currajong,Division 9
dog,Attack,March 2018,Hermit Park,Division 9
dog,Noise,March 2018,Hermit Park,Division 9
dog,Noise,March 2018,Hermit Park,Division 9
dog,Private Impound,March 2018,Hermit Park,Division 9
dog,Private Impound,March 2018,Hyde Park,Division 9
dog,Private Impound,March 2018,Hyde Park,Division 9
dog,Private Impound,March 2018,Hyde Park,Division 9
dog,Private Impound,March 2018,Hyde Park,Division 9
dog,Private Impound,March 2018,Mundingburra,Division 9
dog,Private Impound,March 2018,Mundingburra,Division 9
cat,Private Impound,March 2018,Mysterton,Division 9
dog,Aggressive Animal,March 2018,Pimlico,Division 9
dog,Attack,March 2018,Pimlico,Division 9
dog,Attack,March 2018,Pimlico,Division 9
dog,Enclosure,March 2018,Pimlico,Division 9
dog,Enclosure,March 2018,Pimlico,Division 9
cat,Private Impound,March 2018,Pimlico,Division 9
cat,Private Impound,March 2018,Pimlico,Division 9
dog,Private Impound,March 2018,Pimlico,Division 9
dog,Aggressive Animal,March 2018,Railway Estate,Division 9
cat,Enclosure,March 2018,Railway Estate,Division 9
dog,Noise,March 2018,Railway Estate,Division 9
dog,Private Impound,March 2018,Railway Estate,Division 9
dog,Private Impound,March 2018,Railway Estate,Division 9
dog,Private Impound,March 2018,Railway Estate,Division 9
dog,Private Impound,March 2018,Railway Estate,Division 9
dog,Aggressive Animal,March 2018,Rosslea,Division 9
dog,Attack,March 2018,Rosslea,Division 9
cat,Private Impound,March 2018,Rosslea,Division 9
dog,Private Impound,March 2018,Rosslea,Division 9
dog,Private Impound,March 2018,Rosslea,Division 9
dog,Private Impound,March 2018,Rosslea,Division 9
dog,Enclosure,March 2018,West End,Division 9
dog,Noise,March 2018,West End,Division 9
dog,Private Impound,March 2018,South Townsville,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,March 2018,Unallocated,Unallocated
dog,Attack,March 2018,Unallocated,Unallocated
dog,Attack,March 2018,Unallocated,Unallocated
dog,Attack,March 2018,Unallocated,Unallocated
dog,Attack,March 2018,Unallocated,Unallocated
dog,Attack,March 2018,Unallocated,Unallocated
dog,Noise,March 2018,Unallocated,Unallocated
dog,Noise,March 2018,Unallocated,Unallocated
cat,Private Impound,March 2018,Unallocated,Unallocated
dog,Private Impound,March 2018,Unallocated,Unallocated
dog,Private Impound,March 2018,Unallocated,Unallocated
dog,Private Impound,March 2018,Unallocated,Unallocated
cat,Wandering,March 2018,Unallocated,Unallocated
cat,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Wandering,March 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Alice River,Division 1
dog,Attack,February 2018,Alice River,Division 1
dog,Enclosure,February 2018,Alice River,Division 1
dog,Enclosure,February 2018,Alice River,Division 1
dog,Noise,February 2018,Alice River,Division 1
dog,Aggressive Animal,February 2018,Balgal Beach,Division 1
dog,Aggressive Animal,February 2018,Balgal Beach,Division 1
dog,Enclosure,February 2018,Black River,Division 1
dog,Enclosure,February 2018,Black River,Division 1
dog,Noise,February 2018,Black River,Division 1
dog,Attack,February 2018,Bluewater,Division 1
dog,Enclosure,February 2018,Bluewater,Division 1
dog,Noise,February 2018,Bluewater,Division 1
dog,Noise,February 2018,Bluewater Park,Division 1
dog,Wandering,February 2018,Bluewater Park,Division 1
dog,Aggressive Animal,February 2018,Bohle Plains,Division 1
dog,Attack,February 2018,Bohle Plains,Division 1
dog,Noise,February 2018,Bohle Plains,Division 1
dog,Wandering,February 2018,Bohle Plains,Division 1
dog,Private Impound,February 2018,Cosgrove,Division 1
dog,Private Impound,February 2018,Cosgrove,Division 1
dog,Aggressive Animal,February 2018,Jensen,Division 1
dog,Private Impound,February 2018,Jensen,Division 1
dog,Attack,February 2018,Mount Louisa,Division 1
dog,Enclosure,February 2018,Mount Louisa,Division 1
dog,Noise,February 2018,Mount Louisa,Division 1
dog,Noise,February 2018,Mount Louisa,Division 1
dog,Private Impound,February 2018,Rangewood,Division 1
dog,Private Impound,February 2018,Yabulu,Division 1
dog,Aggressive Animal,February 2018,Alligator Creek,Division 10
dog,Attack,February 2018,Alligator Creek,Division 10
dog,Attack,February 2018,Alligator Creek,Division 10
dog,Attack,February 2018,Alligator Creek,Division 10
dog,Attack,February 2018,Alligator Creek,Division 10
dog,Enclosure,February 2018,Alligator Creek,Division 10
dog,Enclosure,February 2018,Cungulla,Division 10
dog,Noise,February 2018,Idalia,Division 10
dog,Noise,February 2018,Idalia,Division 10
dog,Private Impound,February 2018,Idalia,Division 10
dog,Private Impound,February 2018,Idalia,Division 10
dog,Private Impound,February 2018,Idalia,Division 10
dog,Private Impound,February 2018,Idalia,Division 10
dog,Private Impound,February 2018,Idalia,Division 10
dog,Private Impound,February 2018,Idalia,Division 10
dog,Aggressive Animal,February 2018,Mt Stuart,Division 10
dog,Attack,February 2018,Nome,Division 10
dog,Aggressive Animal,February 2018,Oonoonba,Division 10
dog,Enclosure,February 2018,Oonoonba,Division 10
dog,Noise,February 2018,Oonoonba,Division 10
dog,Private Impound,February 2018,Oonoonba,Division 10
dog,Aggressive Animal,February 2018,Railway Estate,Division 10
dog,Enclosure,February 2018,Railway Estate,Division 10
dog,Enclosure,February 2018,Railway Estate,Division 10
dog,Enclosure,February 2018,Railway Estate,Division 10
dog,Enclosure,February 2018,Railway Estate,Division 10
dog,Enclosure,February 2018,Railway Estate,Division 10
dog,Private Impound,February 2018,Stuart,Division 10
dog,Aggressive Animal,February 2018,Wulguru,Division 10
dog,Aggressive Animal,February 2018,Wulguru,Division 10
dog,Aggressive Animal,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Enclosure,February 2018,Wulguru,Division 10
dog,Noise,February 2018,Wulguru,Division 10
dog,Noise,February 2018,Wulguru,Division 10
cat,Private Impound,February 2018,Wulguru,Division 10
cat,Private Impound,February 2018,Wulguru,Division 10
cat,Private Impound,February 2018,Wulguru,Division 10
cat,Private Impound,February 2018,Wulguru,Division 10
dog,Private Impound,February 2018,Wulguru,Division 10
dog,Private Impound,February 2018,Wulguru,Division 10
dog,Private Impound,February 2018,Wulguru,Division 10
dog,Private Impound,February 2018,Wulguru,Division 10
dog,Private Impound,February 2018,Wulguru,Division 10
cat,Wandering,February 2018,Wulguru,Division 10
dog,Attack,February 2018,Burdell,Division 2
dog,Attack,February 2018,Burdell,Division 2
dog,Noise,February 2018,Burdell,Division 2
cat,Private Impound,February 2018,Burdell,Division 2
dog,Private Impound,February 2018,Burdell,Division 2
dog,Private Impound,February 2018,Burdell,Division 2
dog,Private Impound,February 2018,Burdell,Division 2
dog,Private Impound,February 2018,Burdell,Division 2
dog,Aggressive Animal,February 2018,Bushland Beach,Division 2
dog,Enclosure,February 2018,Bushland Beach,Division 2
dog,Enclosure,February 2018,Bushland Beach,Division 2
dog,Enclosure,February 2018,Bushland Beach,Division 2
dog,Noise,February 2018,Bushland Beach,Division 2
dog,Noise,February 2018,Bushland Beach,Division 2
dog,Private Impound,February 2018,Bushland Beach,Division 2
dog,Private Impound,February 2018,Bushland Beach,Division 2
dog,Private Impound,February 2018,Bushland Beach,Division 2
dog,Aggressive Animal,February 2018,Deeragun,Division 2
dog,Aggressive Animal,February 2018,Deeragun,Division 2
dog,Aggressive Animal,February 2018,Deeragun,Division 2
dog,Enclosure,February 2018,Deeragun,Division 2
dog,Enclosure,February 2018,Deeragun,Division 2
dog,Enclosure,February 2018,Deeragun,Division 2
dog,Noise,February 2018,Deeragun,Division 2
dog,Noise,February 2018,Deeragun,Division 2
dog,Noise,February 2018,Deeragun,Division 2
cat,Private Impound,February 2018,Deeragun,Division 2
cat,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
dog,Private Impound,February 2018,Deeragun,Division 2
cat,Wandering,February 2018,Deeragun,Division 2
dog,Aggressive Animal,February 2018,Mount Low,Division 2
cat,Private Impound,February 2018,Mount Low,Division 2
dog,Attack,February 2018,Belgian Gardens,Division 3
dog,Private Impound,February 2018,Belgian Gardens,Division 3
dog,Aggressive Animal,February 2018,Bohle,Division 3
dog,Noise,February 2018,Castle Hill,Division 3
dog,Attack,February 2018,Garbutt,Division 3
dog,Attack,February 2018,Garbutt,Division 3
dog,Private Impound,February 2018,Garbutt,Division 3
dog,Attack,February 2018,Nelly Bay,Division 3
dog,Attack,February 2018,North Ward,Division 3
cat,Enclosure,February 2018,North Ward,Division 3
dog,Enclosure,February 2018,North Ward,Division 3
dog,Enclosure,February 2018,North Ward,Division 3
dog,Enclosure,February 2018,North Ward,Division 3
dog,Noise,February 2018,North Ward,Division 3
dog,Noise,February 2018,North Ward,Division 3
dog,Noise,February 2018,North Ward,Division 3
dog,Aggressive Animal,February 2018,Pallarenda,Division 3
dog,Enclosure,February 2018,Pallarenda,Division 3
dog,Noise,February 2018,Pallarenda,Division 3
dog,Enclosure,February 2018,Rowes Bay,Division 3
dog,Attack,February 2018,South Townsville,Division 3
dog,Attack,February 2018,South Townsville,Division 3
dog,Attack,February 2018,South Townsville,Division 3
dog,Enclosure,February 2018,South Townsville,Division 3
dog,Enclosure,February 2018,South Townsville,Division 3
dog,Enclosure,February 2018,South Townsville,Division 3
dog,Enclosure,February 2018,South Townsville,Division 3
dog,Enclosure,February 2018,Townsville City,Division 3
dog,Aggressive Animal,February 2018,Condon,Division 4
dog,Aggressive Animal,February 2018,Condon,Division 4
dog,Attack,February 2018,Condon,Division 4
dog,Attack,February 2018,Condon,Division 4
dog,Enclosure,February 2018,Condon,Division 4
dog,Enclosure,February 2018,Condon,Division 4
cat,Private Impound,February 2018,Condon,Division 4
cat,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Condon,Division 4
dog,Private Impound,February 2018,Gumlow,Division 4
dog,Aggressive Animal,February 2018,Kelso,Division 4
dog,Aggressive Animal,February 2018,Kelso,Division 4
dog,Aggressive Animal,February 2018,Kelso,Division 4
dog,Aggressive Animal,February 2018,Kelso,Division 4
dog,Aggressive Animal,February 2018,Kelso,Division 4
dog,Aggressive Animal,February 2018,Kelso,Division 4
dog,Attack,February 2018,Kelso,Division 4
dog,Attack,February 2018,Kelso,Division 4
dog,Attack,February 2018,Kelso,Division 4
dog,Attack,February 2018,Kelso,Division 4
dog,Attack,February 2018,Kelso,Division 4
dog,Attack,February 2018,Kelso,Division 4
dog,Enclosure,February 2018,Kelso,Division 4
dog,Enclosure,February 2018,Kelso,Division 4
dog,Enclosure,February 2018,Kelso,Division 4
dog,Enclosure,February 2018,Kelso,Division 4
dog,Enclosure,February 2018,Kelso,Division 4
dog,Noise,February 2018,Kelso,Division 4
cat,Private Impound,February 2018,Kelso,Division 4
cat,Private Impound,February 2018,Kelso,Division 4
cat,Private Impound,February 2018,Kelso,Division 4
cat,Private Impound,February 2018,Kelso,Division 4
cat,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Private Impound,February 2018,Kelso,Division 4
dog,Aggressive Animal,February 2018,Rasmussen,Division 4
dog,Aggressive Animal,February 2018,Rasmussen,Division 4
cat,Enclosure,February 2018,Rasmussen,Division 4
cat,Enclosure,February 2018,Rasmussen,Division 4
cat,Enclosure,February 2018,Rasmussen,Division 4
cat,Enclosure,February 2018,Rasmussen,Division 4
dog,Enclosure,February 2018,Rasmussen,Division 4
dog,Enclosure,February 2018,Rasmussen,Division 4
dog,Enclosure,February 2018,Rasmussen,Division 4
dog,Enclosure,February 2018,Rasmussen,Division 4
dog,Noise,February 2018,Rasmussen,Division 4
dog,Noise,February 2018,Rasmussen,Division 4
cat,Private Impound,February 2018,Rasmussen,Division 4
dog,Private Impound,February 2018,Rasmussen,Division 4
dog,Private Impound,February 2018,Rasmussen,Division 4
dog,Private Impound,February 2018,Rasmussen,Division 4
dog,Private Impound,February 2018,Rasmussen,Division 4
dog,Wandering,February 2018,Rasmussen,Division 4
dog,Aggressive Animal,February 2018,Kirwan,Division 5
dog,Aggressive Animal,February 2018,Kirwan,Division 5
dog,Aggressive Animal,February 2018,Kirwan,Division 5
dog,Enclosure,February 2018,Kirwan,Division 5
dog,Enclosure,February 2018,Kirwan,Division 5
dog,Enclosure,February 2018,Kirwan,Division 5
dog,Enclosure,February 2018,Kirwan,Division 5
dog,Enclosure,February 2018,Kirwan,Division 5
dog,Noise,February 2018,Kirwan,Division 5
dog,Noise,February 2018,Kirwan,Division 5
dog,Noise,February 2018,Kirwan,Division 5
dog,Noise,February 2018,Kirwan,Division 5
dog,Private Impound,February 2018,Kirwan,Division 5
dog,Private Impound,February 2018,Kirwan,Division 5
dog,Enclosure,February 2018,Mount Louisa,Division 5
dog,Attack,February 2018,Thuringowa Central,Division 5
dog,Noise,February 2018,Thuringowa Central,Division 5
dog,Noise,February 2018,Thuringowa Central,Division 5
dog,Noise,February 2018,Thuringowa Central,Division 5
dog,Noise,February 2018,Thuringowa Central,Division 5
cat,Private Impound,February 2018,Thuringowa Central,Division 5
cat,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Private Impound,February 2018,Thuringowa Central,Division 5
dog,Aggressive Animal,February 2018,Annandale,Division 6
dog,Noise,February 2018,Annandale,Division 6
dog,Noise,February 2018,Annandale,Division 6
dog,Noise,February 2018,Annandale,Division 6
dog,Aggressive Animal,February 2018,Condon,Division 6
dog,Aggressive Animal,February 2018,Condon,Division 6
dog,Enclosure,February 2018,Condon,Division 6
dog,Enclosure,February 2018,Condon,Division 6
dog,Enclosure,February 2018,Condon,Division 6
dog,Noise,February 2018,Condon,Division 6
dog,Aggressive Animal,February 2018,Douglas,Division 6
dog,Aggressive Animal,February 2018,Douglas,Division 6
dog,Aggressive Animal,February 2018,Douglas,Division 6
dog,Enclosure,February 2018,Douglas,Division 6
dog,Enclosure,February 2018,Douglas,Division 6
dog,Noise,February 2018,Douglas,Division 6
dog,Noise,February 2018,Douglas,Division 6
dog,Noise,February 2018,Douglas,Division 6
cat,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Douglas,Division 6
dog,Private Impound,February 2018,Thuringowa Central,Division 6
dog,Wandering,February 2018,Thuringowa Central,Division 6
dog,Enclosure,February 2018,Cranbrook,Division 7
dog,Noise,February 2018,Cranbrook,Division 7
dog,Noise,February 2018,Cranbrook,Division 7
dog,Noise,February 2018,Cranbrook,Division 7
dog,Noise,February 2018,Cranbrook,Division 7
dog,Aggressive Animal,February 2018,Heatley,Division 7
dog,Attack,February 2018,Heatley,Division 7
dog,Attack,February 2018,Heatley,Division 7
dog,Noise,February 2018,Heatley,Division 7
dog,Noise,February 2018,Heatley,Division 7
dog,Noise,February 2018,Heatley,Division 7
dog,Aggressive Animal,February 2018,Kirwan,Division 7
dog,Aggressive Animal,February 2018,Kirwan,Division 7
dog,Attack,February 2018,Kirwan,Division 7
dog,Enclosure,February 2018,Kirwan,Division 7
dog,Noise,February 2018,Kirwan,Division 7
dog,Noise,February 2018,Kirwan,Division 7
dog,Noise,February 2018,Kirwan,Division 7
dog,Noise,February 2018,Kirwan,Division 7
cat,Private Impound,February 2018,Kirwan,Division 7
cat,Private Impound,February 2018,Kirwan,Division 7
cat,Private Impound,February 2018,Kirwan,Division 7
cat,Private Impound,February 2018,Kirwan,Division 7
cat,Private Impound,February 2018,Kirwan,Division 7
cat,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Private Impound,February 2018,Kirwan,Division 7
dog,Attack,February 2018,Mount Louisa,Division 7
dog,Aggressive Animal,February 2018,Aitkenvale,Division 8
dog,Attack,February 2018,Aitkenvale,Division 8
dog,Attack,February 2018,Aitkenvale,Division 8
dog,Enclosure,February 2018,Aitkenvale,Division 8
dog,Enclosure,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
cat,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Private Impound,February 2018,Aitkenvale,Division 8
dog,Wandering,February 2018,Aitkenvale,Division 8
dog,Aggressive Animal,February 2018,Currajong,Division 8
dog,Attack,February 2018,Currajong,Division 8
dog,Enclosure,February 2018,Currajong,Division 8
dog,Enclosure,February 2018,Currajong,Division 8
dog,Enclosure,February 2018,Currajong,Division 8
dog,Noise,February 2018,Currajong,Division 8
dog,Noise,February 2018,Currajong,Division 8
cat,Private Impound,February 2018,Currajong,Division 8
cat,Private Impound,February 2018,Currajong,Division 8
dog,Private Impound,February 2018,Currajong,Division 8
dog,Private Impound,February 2018,Currajong,Division 8
dog,Private Impound,February 2018,Currajong,Division 8
dog,Enclosure,February 2018,Garbutt,Division 8
