ADM_name,ISO3,Date,Name,Type
Republic-of-the-congo,COG,2019-11-01,All Saints' Eve,Public holiday
Republic-of-the-congo,COG,2019-11-28,Republic Day,Public holiday
Republic-of-the-congo,COG,2019-12-25,Christmas Day,Public holiday
Cook-islands,COK,2010-01-01,New Year's Day,Public holiday
Cook-islands,COK,2010-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2010-01-04,Day After New Year's Day observed,Public holiday
Cook-islands,COK,2010-04-02,Good Friday,Public holiday
Cook-islands,COK,2010-04-05,Easter Monday,Public holiday
Cook-islands,COK,2010-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2010-04-26,ANZAC Day observed,Public holiday
Cook-islands,COK,2010-06-07,Queen's Birthday,Public holiday
Cook-islands,COK,2010-08-04,Constitution Day,Public holiday
Cook-islands,COK,2010-10-26,Gospel Day,Public holiday
Cook-islands,COK,2010-12-25,Christmas Day,Public holiday
Cook-islands,COK,2010-12-26,Boxing Day,Public holiday
Cook-islands,COK,2010-12-27,Christmas Day observed,Public holiday
Cook-islands,COK,2010-12-28,Boxing Day observed,Public holiday
Cook-islands,COK,2011-01-01,New Year's Day,Public holiday
Cook-islands,COK,2011-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2011-01-03,New Year's Day observed,Public holiday
Cook-islands,COK,2011-01-04,Day After New Year's Day observed,Public holiday
Cook-islands,COK,2011-04-22,Good Friday,Public holiday
Cook-islands,COK,2011-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2011-04-25,Easter Monday,Public holiday
Cook-islands,COK,2011-06-06,Queen's Birthday,Public holiday
Cook-islands,COK,2011-08-04,Constitution Day,Public holiday
Cook-islands,COK,2011-10-26,Gospel Day,Public holiday
Cook-islands,COK,2011-12-25,Christmas Day,Public holiday
Cook-islands,COK,2011-12-26,Boxing Day,Public holiday
Cook-islands,COK,2011-12-26,Christmas Day observed,Public holiday
Cook-islands,COK,2011-12-27,Boxing Day observed,Public holiday
Cook-islands,COK,2012-01-01,New Year's Day,Public holiday
Cook-islands,COK,2012-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2012-01-02,New Year's Day observed,Public holiday
Cook-islands,COK,2012-01-03,Day After New Year's Day observed,Public holiday
Cook-islands,COK,2012-04-06,Good Friday,Public holiday
Cook-islands,COK,2012-04-09,Easter Monday,Public holiday
Cook-islands,COK,2012-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2012-06-04,Queen's Birthday,Public holiday
Cook-islands,COK,2012-08-04,Constitution Day,Public holiday
Cook-islands,COK,2012-08-06,Constitution Day observed,Public holiday
Cook-islands,COK,2012-10-26,Gospel Day,Public holiday
Cook-islands,COK,2012-12-25,Christmas Day,Public holiday
Cook-islands,COK,2012-12-26,Boxing Day,Public holiday
Cook-islands,COK,2013-01-01,New Year's Day,Public holiday
Cook-islands,COK,2013-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2013-03-29,Good Friday,Public holiday
Cook-islands,COK,2013-04-01,Easter Monday,Public holiday
Cook-islands,COK,2013-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2013-06-03,Queen's Birthday,Public holiday
Cook-islands,COK,2013-08-04,Constitution Day,Public holiday
Cook-islands,COK,2013-08-05,Constitution Day observed,Public holiday
Cook-islands,COK,2013-10-26,Gospel Day,Public holiday
Cook-islands,COK,2013-10-28,Gospel Day observed,Public holiday
Cook-islands,COK,2013-12-25,Christmas Day,Public holiday
Cook-islands,COK,2013-12-26,Boxing Day,Public holiday
Cook-islands,COK,2014-01-01,New Year's Day,Public holiday
Cook-islands,COK,2014-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2014-04-18,Good Friday,Public holiday
Cook-islands,COK,2014-04-21,Easter Monday,Public holiday
Cook-islands,COK,2014-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2014-06-02,Queen's Birthday,Public holiday
Cook-islands,COK,2014-08-04,Constitution Day,Public holiday
Cook-islands,COK,2014-10-26,Gospel Day,Public holiday
Cook-islands,COK,2014-10-27,Gospel Day observed,Public holiday
Cook-islands,COK,2014-12-25,Christmas Day,Public holiday
Cook-islands,COK,2014-12-26,Boxing Day,Public holiday
Cook-islands,COK,2015-01-01,New Year's Day,Public holiday
Cook-islands,COK,2015-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2015-04-03,Good Friday,Public holiday
Cook-islands,COK,2015-04-06,Easter Monday,Public holiday
Cook-islands,COK,2015-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2015-06-01,Queen's Birthday,Public holiday
Cook-islands,COK,2015-08-04,Constitution Day,Public holiday
Cook-islands,COK,2015-10-26,Gospel Day,Public holiday
Cook-islands,COK,2015-12-25,Christmas Day,Public holiday
Cook-islands,COK,2015-12-26,Boxing Day,Public holiday
Cook-islands,COK,2015-12-28,Boxing Day observed,Public holiday
Cook-islands,COK,2016-01-01,New Year's Day,Public holiday
Cook-islands,COK,2016-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2016-01-04,Day After New Year's Day observed,Public holiday
Cook-islands,COK,2016-03-25,Good Friday,Public holiday
Cook-islands,COK,2016-03-28,Easter Monday,Public holiday
Cook-islands,COK,2016-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2016-06-06,Queen's Birthday,Public holiday
Cook-islands,COK,2016-08-04,Constitution Day,Public holiday
Cook-islands,COK,2016-10-26,Gospel Day,Public holiday
Cook-islands,COK,2016-12-25,Christmas Day,Public holiday
Cook-islands,COK,2016-12-26,Boxing Day,Public holiday
Cook-islands,COK,2016-12-26,Christmas Day observed,Public holiday
Cook-islands,COK,2016-12-27,Boxing Day observed,Public holiday
Cook-islands,COK,2017-01-01,New Year's Day,Public holiday
Cook-islands,COK,2017-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2017-01-02,New Year's Day observed,Public holiday
Cook-islands,COK,2017-01-03,Day After New Year's Day observed,Public holiday
Cook-islands,COK,2017-04-14,Good Friday,Public holiday
Cook-islands,COK,2017-04-17,Easter Monday,Public holiday
Cook-islands,COK,2017-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2017-06-05,Queen's Birthday,Public holiday
Cook-islands,COK,2017-08-04,Constitution Day,Public holiday
Cook-islands,COK,2017-10-26,Gospel Day,Public holiday
Cook-islands,COK,2017-12-25,Christmas Day,Public holiday
Cook-islands,COK,2017-12-26,Boxing Day,Public holiday
Cook-islands,COK,2018-01-01,New Year's Day,Public holiday
Cook-islands,COK,2018-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2018-03-30,Good Friday,Public holiday
Cook-islands,COK,2018-04-02,Easter Monday,Public holiday
Cook-islands,COK,2018-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2018-06-04,Queen's Birthday,Public holiday
Cook-islands,COK,2018-08-04,Constitution Day,Public holiday
Cook-islands,COK,2018-08-06,Constitution Day observed,Public holiday
Cook-islands,COK,2018-10-26,Gospel Day,Public holiday
Cook-islands,COK,2018-12-25,Christmas Day,Public holiday
Cook-islands,COK,2018-12-26,Boxing Day,Public holiday
Cook-islands,COK,2019-01-01,New Year's Day,Public holiday
Cook-islands,COK,2019-01-02,Day After New Year's Day,Public holiday
Cook-islands,COK,2019-04-19,Good Friday,Public holiday
Cook-islands,COK,2019-04-22,Easter Monday,Public holiday
Cook-islands,COK,2019-04-25,ANZAC Day,Public holiday
Cook-islands,COK,2019-06-03,Queen's Birthday,Public holiday
Cook-islands,COK,2019-08-04,Constitution Day,Public holiday
Cook-islands,COK,2019-08-05,Constitution Day observed,Public holiday
Cook-islands,COK,2019-10-26,Gospel Day,Public holiday
Cook-islands,COK,2019-10-28,Gospel Day observed,Public holiday
Cook-islands,COK,2019-12-25,Christmas Day,Public holiday
Cook-islands,COK,2019-12-26,Boxing Day,Public holiday
Colombia,COL,2010-03-08,Women?s Day,Observance
Colombia,COL,2010-04-23,Language Day,Observance
Colombia,COL,2010-04-24,Children?s Day,Observance
Colombia,COL,2010-04-26,Secretaries' Day,Observance
Colombia,COL,2010-04-29,Day of Trees,Observance
Colombia,COL,2010-05-09,Mother's Day,Observance
Colombia,COL,2010-05-15,Teacher?s Day,Observance
Colombia,COL,2010-06-20,Father's Day,Observance
Colombia,COL,2010-09-18,Valentine's Day,Observance
Colombia,COL,2010-10-31,Halloween,Observance
Colombia,COL,2010-11-14,Colombian Women's Day,Observance
Colombia,COL,2010-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2010-12-24,Christmas Eve,Observance
Colombia,COL,2010-12-31,New Year's Eve,Observance
Colombia,COL,2011-03-08,Women?s Day,Observance
Colombia,COL,2011-04-23,Language Day,Observance
Colombia,COL,2011-04-26,Secretaries' Day,Observance
Colombia,COL,2011-04-29,Day of Trees,Observance
Colombia,COL,2011-04-30,Children?s Day,Observance
Colombia,COL,2011-05-08,Mother's Day,Observance
Colombia,COL,2011-05-15,Teacher?s Day,Observance
Colombia,COL,2011-06-19,Father's Day,Observance
Colombia,COL,2011-09-17,Valentine's Day,Observance
Colombia,COL,2011-10-31,Halloween,Observance
Colombia,COL,2011-11-14,Colombian Women's Day,Observance
Colombia,COL,2011-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2011-12-24,Christmas Eve,Observance
Colombia,COL,2011-12-31,New Year's Eve,Observance
Colombia,COL,2012-03-08,Women?s Day,Observance
Colombia,COL,2012-04-23,Language Day,Observance
Colombia,COL,2012-04-26,Secretaries' Day,Observance
Colombia,COL,2012-04-28,Children?s Day,Observance
Colombia,COL,2012-04-29,Day of Trees,Observance
Colombia,COL,2012-05-13,Mother's Day,Observance
Colombia,COL,2012-05-15,Teacher?s Day,Observance
Colombia,COL,2012-06-17,Father's Day,Observance
Colombia,COL,2012-09-15,Valentine's Day,Observance
Colombia,COL,2012-10-31,Halloween,Observance
Colombia,COL,2012-11-14,Colombian Women's Day,Observance
Colombia,COL,2012-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2012-12-24,Christmas Eve,Observance
Colombia,COL,2012-12-31,New Year's Eve,Observance
Colombia,COL,2013-03-08,Women?s Day,Observance
Colombia,COL,2013-04-23,Language Day,Observance
Colombia,COL,2013-04-26,Secretaries' Day,Observance
Colombia,COL,2013-04-27,Children?s Day,Observance
Colombia,COL,2013-04-29,Day of Trees,Observance
Colombia,COL,2013-05-12,Mother's Day,Observance
Colombia,COL,2013-05-15,Teacher?s Day,Observance
Colombia,COL,2013-06-16,Father's Day,Observance
Colombia,COL,2013-09-21,Valentine's Day,Observance
Colombia,COL,2013-10-31,Halloween,Observance
Colombia,COL,2013-11-14,Colombian Women's Day,Observance
Colombia,COL,2013-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2013-12-24,Christmas Eve,Observance
Colombia,COL,2013-12-31,New Year's Eve,Observance
Colombia,COL,2014-03-08,Women?s Day,Observance
Colombia,COL,2014-04-23,Language Day,Observance
Colombia,COL,2014-04-26,Children?s Day,Observance
Colombia,COL,2014-04-26,Secretaries' Day,Observance
Colombia,COL,2014-04-29,Day of Trees,Observance
Colombia,COL,2014-05-11,Mother's Day,Observance
Colombia,COL,2014-05-15,Teacher?s Day,Observance
Colombia,COL,2014-06-15,Father's Day,Observance
Colombia,COL,2014-07-04,World Cup Public Service Holiday (half day),Observance
Colombia,COL,2014-09-20,Valentine's Day,Observance
Colombia,COL,2014-10-31,Halloween,Observance
Colombia,COL,2014-11-14,Colombian Women's Day,Observance
Colombia,COL,2014-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2014-12-24,Christmas Eve,Observance
Colombia,COL,2014-12-31,New Year's Eve,Observance
Colombia,COL,2015-03-08,Women?s Day,Observance
Colombia,COL,2015-04-23,Language Day,Observance
Colombia,COL,2015-04-25,Children?s Day,Observance
Colombia,COL,2015-04-26,Secretaries' Day,Observance
Colombia,COL,2015-04-29,Day of Trees,Observance
Colombia,COL,2015-05-10,Mother's Day,Observance
Colombia,COL,2015-05-15,Teacher?s Day,Observance
Colombia,COL,2015-06-21,Father's Day,Observance
Colombia,COL,2015-09-19,Valentine's Day,Observance
Colombia,COL,2015-10-31,Halloween,Observance
Colombia,COL,2015-11-14,Colombian Women's Day,Observance
Colombia,COL,2015-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2015-12-24,Christmas Eve,Observance
Colombia,COL,2015-12-31,New Year's Eve,Observance
Colombia,COL,2016-03-08,Women?s Day,Observance
Colombia,COL,2016-04-23,Language Day,Observance
Colombia,COL,2016-04-26,Secretaries' Day,Observance
Colombia,COL,2016-04-29,Day of Trees,Observance
Colombia,COL,2016-04-30,Children?s Day,Observance
Colombia,COL,2016-05-08,Mother's Day,Observance
Colombia,COL,2016-05-15,Teacher?s Day,Observance
Colombia,COL,2016-06-19,Father's Day,Observance
Colombia,COL,2016-09-17,Valentine's Day,Observance
Colombia,COL,2016-10-31,Halloween,Observance
Colombia,COL,2016-11-14,Colombian Women's Day,Observance
Colombia,COL,2016-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2016-12-24,Christmas Eve,Observance
Colombia,COL,2016-12-31,New Year's Eve,Observance
Colombia,COL,2017-03-08,Women?s Day,Observance
Colombia,COL,2017-04-23,Language Day,Observance
Colombia,COL,2017-04-26,Secretaries' Day,Observance
Colombia,COL,2017-04-29,Children?s Day,Observance
Colombia,COL,2017-04-29,Day of Trees,Observance
Colombia,COL,2017-05-14,Mother's Day,Observance
Colombia,COL,2017-05-15,Teacher?s Day,Observance
Colombia,COL,2017-06-18,Father's Day,Observance
Colombia,COL,2017-09-16,Valentine's Day,Observance
Colombia,COL,2017-10-31,Halloween,Observance
Colombia,COL,2017-11-14,Colombian Women's Day,Observance
Colombia,COL,2017-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2017-12-24,Christmas Eve,Observance
Colombia,COL,2017-12-31,New Year's Eve,Observance
Colombia,COL,2018-03-08,Women?s Day,Observance
Colombia,COL,2018-04-23,Language Day,Observance
Colombia,COL,2018-04-26,Secretaries' Day,Observance
Colombia,COL,2018-04-28,Children?s Day,Observance
Colombia,COL,2018-04-29,Day of Trees,Observance
Colombia,COL,2018-05-13,Mother's Day,Observance
Colombia,COL,2018-05-15,Teacher?s Day,Observance
Colombia,COL,2018-06-24,Father's Day,Observance
Colombia,COL,2018-09-15,Valentine's Day,Observance
Colombia,COL,2018-10-31,Halloween,Observance
Colombia,COL,2018-11-14,Colombian Women's Day,Observance
Colombia,COL,2018-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2018-12-24,Christmas Eve,Observance
Colombia,COL,2018-12-31,New Year's Eve,Observance
Colombia,COL,2019-03-08,Women?s Day,Observance
Colombia,COL,2019-04-23,Language Day,Observance
Colombia,COL,2019-04-26,Secretaries' Day,Observance
Colombia,COL,2019-04-27,Children?s Day,Observance
Colombia,COL,2019-04-29,Day of Trees,Observance
Colombia,COL,2019-05-12,Mother's Day,Observance
Colombia,COL,2019-05-15,Teacher?s Day,Observance
Colombia,COL,2019-06-16,Father's Day,Observance
Colombia,COL,2019-09-21,Valentine's Day,Observance
Colombia,COL,2019-10-31,Halloween,Observance
Colombia,COL,2019-11-14,Colombian Women's Day,Observance
Colombia,COL,2019-12-07,Eve of the Feast of the Immaculate Conception,Observance
Colombia,COL,2019-12-24,Christmas Eve,Observance
Colombia,COL,2019-12-31,New Year's Eve,Observance
Colombia,COL,2010-01-01,New Year's Day,Public holiday
Colombia,COL,2010-01-11,Epiphany,Public holiday
Colombia,COL,2010-03-22,Saint Joseph's Day,Public holiday
Colombia,COL,2010-04-01,Maundy Thursday,Public holiday
Colombia,COL,2010-04-02,Good Friday,Public holiday
Colombia,COL,2010-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2010-05-17,Ascension Day,Public holiday
Colombia,COL,2010-06-07,Corpus Christi,Public holiday
Colombia,COL,2010-06-14,Sacred Heart,Public holiday
Colombia,COL,2010-07-05,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2010-07-20,Independence Day,Public holiday
Colombia,COL,2010-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2010-08-16,Assumption of Mary,Public holiday
Colombia,COL,2010-10-18,Columbus Day,Public holiday
Colombia,COL,2010-11-01,All Saints' Day,Public holiday
Colombia,COL,2010-11-15,Independence of Cartagena,Public holiday
Colombia,COL,2010-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2010-12-25,Christmas Day,Public holiday
Colombia,COL,2011-01-01,New Year's Day,Public holiday
Colombia,COL,2011-01-10,Epiphany,Public holiday
Colombia,COL,2011-03-21,Saint Joseph's Day,Public holiday
Colombia,COL,2011-04-21,Maundy Thursday,Public holiday
Colombia,COL,2011-04-22,Good Friday,Public holiday
Colombia,COL,2011-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2011-06-06,Ascension Day,Public holiday
Colombia,COL,2011-06-27,Corpus Christi,Public holiday
Colombia,COL,2011-07-04,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2011-07-04,Sacred Heart,Public holiday
Colombia,COL,2011-07-20,Independence Day,Public holiday
Colombia,COL,2011-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2011-08-15,Assumption of Mary,Public holiday
Colombia,COL,2011-10-17,Columbus Day,Public holiday
Colombia,COL,2011-11-07,All Saints' Day,Public holiday
Colombia,COL,2011-11-14,Independence of Cartagena,Public holiday
Colombia,COL,2011-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2011-12-25,Christmas Day,Public holiday
Colombia,COL,2012-01-01,New Year's Day,Public holiday
Colombia,COL,2012-01-09,Epiphany,Public holiday
Colombia,COL,2012-03-19,Saint Joseph's Day,Public holiday
Colombia,COL,2012-04-05,Maundy Thursday,Public holiday
Colombia,COL,2012-04-06,Good Friday,Public holiday
Colombia,COL,2012-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2012-05-21,Ascension Day,Public holiday
Colombia,COL,2012-06-11,Corpus Christi,Public holiday
Colombia,COL,2012-06-18,Sacred Heart,Public holiday
Colombia,COL,2012-07-02,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2012-07-20,Independence Day,Public holiday
Colombia,COL,2012-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2012-08-20,Assumption of Mary,Public holiday
Colombia,COL,2012-10-15,Columbus Day,Public holiday
Colombia,COL,2012-11-05,All Saints' Day,Public holiday
Colombia,COL,2012-11-12,Independence of Cartagena,Public holiday
Colombia,COL,2012-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2012-12-25,Christmas Day,Public holiday
Colombia,COL,2013-01-01,New Year's Day,Public holiday
Colombia,COL,2013-01-07,Epiphany,Public holiday
Colombia,COL,2013-03-25,Saint Joseph's Day,Public holiday
Colombia,COL,2013-03-28,Maundy Thursday,Public holiday
Colombia,COL,2013-03-29,Good Friday,Public holiday
Colombia,COL,2013-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2013-05-13,Ascension Day,Public holiday
Colombia,COL,2013-06-03,Corpus Christi,Public holiday
Colombia,COL,2013-06-10,Sacred Heart,Public holiday
Colombia,COL,2013-07-01,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2013-07-20,Independence Day,Public holiday
Colombia,COL,2013-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2013-08-19,Assumption of Mary,Public holiday
Colombia,COL,2013-10-14,Columbus Day,Public holiday
Colombia,COL,2013-11-04,All Saints' Day,Public holiday
Colombia,COL,2013-11-11,Independence of Cartagena,Public holiday
Colombia,COL,2013-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2013-12-25,Christmas Day,Public holiday
Colombia,COL,2014-01-01,New Year's Day,Public holiday
Colombia,COL,2014-01-06,Epiphany,Public holiday
Colombia,COL,2014-03-24,Saint Joseph's Day,Public holiday
Colombia,COL,2014-04-17,Maundy Thursday,Public holiday
Colombia,COL,2014-04-18,Good Friday,Public holiday
Colombia,COL,2014-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2014-06-02,Ascension Day,Public holiday
Colombia,COL,2014-06-23,Corpus Christi,Public holiday
Colombia,COL,2014-06-30,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2014-06-30,Sacred Heart,Public holiday
Colombia,COL,2014-07-20,Independence Day,Public holiday
Colombia,COL,2014-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2014-08-18,Assumption of Mary,Public holiday
Colombia,COL,2014-10-13,Columbus Day,Public holiday
Colombia,COL,2014-11-03,All Saints' Day,Public holiday
Colombia,COL,2014-11-17,Independence of Cartagena,Public holiday
Colombia,COL,2014-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2014-12-25,Christmas Day,Public holiday
Colombia,COL,2015-01-01,New Year's Day,Public holiday
Colombia,COL,2015-01-12,Epiphany,Public holiday
Colombia,COL,2015-03-23,Saint Joseph's Day,Public holiday
Colombia,COL,2015-04-02,Maundy Thursday,Public holiday
Colombia,COL,2015-04-03,Good Friday,Public holiday
Colombia,COL,2015-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2015-05-18,Ascension Day,Public holiday
Colombia,COL,2015-06-08,Corpus Christi,Public holiday
Colombia,COL,2015-06-15,Sacred Heart,Public holiday
Colombia,COL,2015-06-29,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2015-07-20,Independence Day,Public holiday
Colombia,COL,2015-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2015-08-17,Assumption of Mary,Public holiday
Colombia,COL,2015-10-12,Columbus Day,Public holiday
Colombia,COL,2015-11-02,All Saints' Day,Public holiday
Colombia,COL,2015-11-16,Independence of Cartagena,Public holiday
Colombia,COL,2015-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2015-12-25,Christmas Day,Public holiday
Colombia,COL,2016-01-01,New Year's Day,Public holiday
Colombia,COL,2016-01-11,Epiphany,Public holiday
Colombia,COL,2016-03-21,Saint Joseph's Day,Public holiday
Colombia,COL,2016-03-24,Maundy Thursday,Public holiday
Colombia,COL,2016-03-25,Good Friday,Public holiday
Colombia,COL,2016-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2016-05-09,Ascension Day,Public holiday
Colombia,COL,2016-05-30,Corpus Christi,Public holiday
Colombia,COL,2016-06-06,Sacred Heart,Public holiday
Colombia,COL,2016-07-04,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2016-07-20,Independence Day,Public holiday
Colombia,COL,2016-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2016-08-15,Assumption of Mary,Public holiday
Colombia,COL,2016-10-17,Columbus Day,Public holiday
Colombia,COL,2016-11-07,All Saints' Day,Public holiday
Colombia,COL,2016-11-14,Independence of Cartagena,Public holiday
Colombia,COL,2016-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2016-12-25,Christmas Day,Public holiday
Colombia,COL,2017-01-01,New Year's Day,Public holiday
Colombia,COL,2017-01-09,Epiphany,Public holiday
Colombia,COL,2017-03-20,Saint Joseph's Day,Public holiday
Colombia,COL,2017-04-13,Maundy Thursday,Public holiday
Colombia,COL,2017-04-14,Good Friday,Public holiday
Colombia,COL,2017-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2017-05-29,Ascension Day,Public holiday
Colombia,COL,2017-06-19,Corpus Christi,Public holiday
Colombia,COL,2017-06-26,Sacred Heart,Public holiday
Colombia,COL,2017-07-03,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2017-07-20,Independence Day,Public holiday
Colombia,COL,2017-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2017-08-21,Assumption of Mary,Public holiday
Colombia,COL,2017-10-16,Columbus Day,Public holiday
Colombia,COL,2017-11-06,All Saints' Day,Public holiday
Colombia,COL,2017-11-13,Independence of Cartagena,Public holiday
Colombia,COL,2017-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2017-12-25,Christmas Day,Public holiday
Colombia,COL,2018-01-01,New Year's Day,Public holiday
Colombia,COL,2018-01-08,Epiphany,Public holiday
Colombia,COL,2018-03-19,Saint Joseph's Day,Public holiday
Colombia,COL,2018-03-29,Maundy Thursday,Public holiday
Colombia,COL,2018-03-30,Good Friday,Public holiday
Colombia,COL,2018-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2018-05-14,Ascension Day,Public holiday
Colombia,COL,2018-06-04,Corpus Christi,Public holiday
Colombia,COL,2018-06-11,Sacred Heart,Public holiday
Colombia,COL,2018-07-02,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2018-07-20,Independence Day,Public holiday
Colombia,COL,2018-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2018-08-20,Assumption of Mary,Public holiday
Colombia,COL,2018-10-15,Columbus Day,Public holiday
Colombia,COL,2018-11-05,All Saints' Day,Public holiday
Colombia,COL,2018-11-12,Independence of Cartagena,Public holiday
Colombia,COL,2018-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2018-12-25,Christmas Day,Public holiday
Colombia,COL,2019-01-01,New Year's Day,Public holiday
Colombia,COL,2019-01-07,Epiphany,Public holiday
Colombia,COL,2019-03-25,Saint Joseph's Day,Public holiday
Colombia,COL,2019-04-18,Maundy Thursday,Public holiday
Colombia,COL,2019-04-19,Good Friday,Public holiday
Colombia,COL,2019-05-01,Labor Day / May Day,Public holiday
Colombia,COL,2019-06-03,Ascension Day,Public holiday
Colombia,COL,2019-06-24,Corpus Christi,Public holiday
Colombia,COL,2019-07-01,Feast of Saint Peter and Saint Paul,Public holiday
Colombia,COL,2019-07-01,Sacred Heart,Public holiday
Colombia,COL,2019-07-20,Independence Day,Public holiday
Colombia,COL,2019-08-07,Battle of Boyac? Day,Public holiday
Colombia,COL,2019-08-19,Assumption of Mary,Public holiday
Colombia,COL,2019-10-14,Columbus Day,Public holiday
Colombia,COL,2019-11-04,All Saints' Day,Public holiday
Colombia,COL,2019-11-11,Independence of Cartagena,Public holiday
Colombia,COL,2019-12-08,Feast of the Immaculate Conception,Public holiday
Colombia,COL,2019-12-25,Christmas Day,Public holiday
Comores,COM,2010-01-01,New Year,Public holiday
Comores,COM,2010-02-26,The Prophet's Birthday,Public holiday
Comores,COM,2010-03-18,Cheikh Al Maarouf Day,Public holiday
Comores,COM,2010-05-01,Labour Day,Public holiday
Comores,COM,2010-07-06,National Day,Public holiday
Comores,COM,2010-07-09,Isra and Mi'raj,Public holiday
Comores,COM,2010-09-11,Eid al-Fitr,Public holiday
Comores,COM,2010-09-12,Eid al-Fitr Holiday,Public holiday
Comores,COM,2010-09-13,Eid al-Fitr Holiday,Public holiday
Comores,COM,2010-11-12,Maore Day,Public holiday
Comores,COM,2010-11-16,Eid al-Adha,Public holiday
Comores,COM,2010-11-17,Eid al-Adha,Public holiday
Comores,COM,2010-12-07,Muharram,Public holiday
Comores,COM,2011-01-01,New Year,Public holiday
Comores,COM,2011-02-15,The Prophet's Birthday,Public holiday
Comores,COM,2011-03-18,Cheikh Al Maarouf Day,Public holiday
Comores,COM,2011-05-01,Labour Day,Public holiday
Comores,COM,2011-06-29,Isra and Mi'raj,Public holiday
Comores,COM,2011-07-06,National Day,Public holiday
Comores,COM,2011-08-30,Eid al-Fitr,Public holiday
Comores,COM,2011-08-31,Eid al-Fitr Holiday,Public holiday
Comores,COM,2011-09-01,Eid al-Fitr Holiday,Public holiday
Comores,COM,2011-11-06,Eid al-Adha,Public holiday
Comores,COM,2011-11-07,Eid al-Adha,Public holiday
Comores,COM,2011-11-12,Maore Day,Public holiday
Comores,COM,2011-11-25,Muharram,Public holiday
Comores,COM,2012-01-01,New Year,Public holiday
Comores,COM,2012-02-04,The Prophet's Birthday,Public holiday
