ISO3,Year,Month,Total,Domestic,International,Total_OS
CZE,2016,3,907.73,5.612,902.118,907.18
CZE,2016,4,975.675,5.328,970.347,974.703
CZE,2016,5,1103.672,6.672,1097,1097.667
CZE,2016,6,1348.177,8.504,1339.673,1320.635
CZE,2016,7,1584.206,9.251,1574.955,1536.691
CZE,2016,8,1573.745,8.486,1565.259,1528.876
CZE,2016,9,1478.105,9.657,1468.448,1453.179
CZE,2016,10,1225.588,8.023,1217.565,1219.937
CZE,2016,11,994.899,6.43,988.469,987.87
CZE,2016,12,1046.584,4.644,1041.94,1040.247
CZE,2017,1,868.566,5.24,863.326,871.484
CZE,2017,2,849.582,4.675,844.907,853.47
CZE,2017,3,1072.321,5.934,1066.387,1075.276
CZE,2017,4,1263.891,5.17,1258.721,1269.908
CZE,2017,5,1341.865,5.805,1336.06,1341.226
CZE,2017,6,1616.177,8.368,1607.809,1616.1
CZE,2017,7,1868.592,6.249,1862.343,1862.769
CZE,2017,8,1863.455,5.938,1857.517,1857.928
CZE,2017,9,1732.354,6.949,1725.405,1731.733
CZE,2017,10,1419.4,5.139,1414.261,1413.838
CZE,2017,11,1163.466,4.505,1158.961,1146.404
CZE,2017,12,1185.885,3.534,1182.351,1167.527
CZE,2018,1,973.631,3.843,969.788,NA
CZE,2018,2,972.451,3.987,968.464,NA
CZE,2018,3,1227.26,4.809,1222.451,NA
CZE,2018,4,1369.253,4.884,1364.369,NA
CZE,2018,5,1458.69,4.805,1453.885,NA
CZE,2018,6,1821.391,8.079,1813.312,NA
CZE,2018,7,2094.469,8.359,2086.11,NA
CZE,2018,8,2082.987,5.742,2077.245,NA
CZE,2018,9,1879.973,8.01,1871.963,NA
CZE,2018,10,1513.421,4.164,1509.257,NA
CZE,2018,11,1200.038,3.195,1196.843,NA
CZE,2018,12,1244.657,1.924,1242.733,NA
DEU,2010,1,10206.993,1698.681,8508.312,12055.078
DEU,2010,2,9985.787,1710.209,8275.578,11813.357
DEU,2010,3,13090.984,2232.321,10858.663,15442.467
DEU,2010,4,10879.022,1577.63,9301.392,12533.383
DEU,2010,5,15144.847,2106.497,13038.35,17353.932
DEU,2010,6,15548.468,2166.828,13381.64,17834.488
DEU,2010,7,17048.855,2090.605,14958.25,19268.992
DEU,2010,8,16905.822,1926.72,14979.102,18949.081
DEU,2010,9,16767.396,2344.503,14422.893,19221.897
DEU,2010,10,16654.159,2336.41,14317.749,19064.212
DEU,2010,11,12665.076,2213.272,10451.804,14945.79
DEU,2010,12,11233.424,1760.789,9472.635,13114.857
DEU,2011,1,11076.343,1771.68,9304.663,12918.2
DEU,2011,2,10698.666,1834.815,8863.851,12599.578
DEU,2011,3,13180.168,2124.015,11056.153,15360.685
DEU,2011,4,14225.36,1970.496,12254.864,16236.881
DEU,2011,5,15900.122,2274.56,13625.562,18238.418
DEU,2011,6,16240.836,2012.617,14228.219,18300.473
DEU,2011,7,17716.143,2038.911,15677.232,19785.964
DEU,2011,8,17188.516,1848.34,15340.176,19064.325
DEU,2011,9,17329.109,2281.522,15047.587,19629.199
DEU,2011,10,16808.357,2173.502,14634.855,19011.632
DEU,2011,11,12923.012,2177.836,10745.176,15178.37
DEU,2011,12,12029.444,1910.089,10119.355,14021.054
DEU,2012,1,11336.452,1771.181,9565.271,13181.709
DEU,2012,2,10968.126,1802.015,9166.111,12839.269
DEU,2012,3,13670.984,2128.472,11542.512,15859.324
DEU,2012,4,14556.629,1916.951,12639.678,16520.992
DEU,2012,5,16071.844,2125.13,13946.714,18254.718
DEU,2012,6,16784.744,2025.176,14759.568,18867.38
DEU,2012,7,18231.496,1915.009,16316.487,20190.937
DEU,2012,8,17775.789,1812.095,15963.694,19631.992
DEU,2012,9,17656.529,2099.509,15557.02,19777.543
DEU,2012,10,17074.719,2166.685,14908.034,19245.751
DEU,2012,11,12771.018,2060.033,10710.985,14857.722
DEU,2012,12,11692.773,1679.105,10013.668,13403.32
DEU,2013,1,10931.481,1608.303,9323.178,12587.693
DEU,2013,2,10770.018,1630.192,9139.826,12438.549
DEU,2013,3,13739.551,1877.79,11861.761,15655.654
DEU,2013,4,14557.685,1963.283,12594.402,16564.707
DEU,2013,5,16546.922,1916.911,14630.011,18493.273
DEU,2013,6,17157.093,2063.425,15093.668,19239.223
DEU,2013,7,18268.301,1946.668,16321.633,20223.607
DEU,2013,8,18264.238,1745.91,16518.328,20019.217
DEU,2013,9,18070.485,2107.751,15962.734,20167.938
DEU,2013,10,17533.644,2114.243,15419.401,19663.495
DEU,2013,11,12975.666,1980.143,10995.523,14988.074
DEU,2013,12,11968.104,1663.893,10304.211,13670.89
DEU,2014,1,11325.456,1628.508,9696.948,12997.29
DEU,2014,2,11091.453,1704.025,9387.428,12824.619
DEU,2014,3,13601.984,1904.687,11697.297,15533.704
DEU,2014,4,15024.355,1758.853,13265.502,16808.059
DEU,2014,5,16813.839,2072.894,14740.945,18912.754
DEU,2014,6,17740.47,1998.776,15741.694,19751.35
DEU,2014,7,18487.775,1967.006,16520.769,20450.31
DEU,2014,8,19425.021,1750.603,17674.418,21148.743
DEU,2014,9,18911.048,2151.95,16759.098,21049.417
DEU,2014,10,18004.125,2125.539,15878.586,20117.533
DEU,2014,11,13594.679,2047.346,11547.333,15660.309
DEU,2014,12,12425.609,1678.969,10746.64,14120.6
DEU,2015,1,11708.343,1589.506,10118.837,13341.07
DEU,2015,2,11562.591,1659.485,9903.106,13257.107
DEU,2015,3,14357.887,1969.502,12388.385,16364.069
DEU,2015,4,15683.137,1919.807,13763.33,17653.295
DEU,2015,5,17893.241,2059.735,15833.506,19990.015
DEU,2015,6,18316.734,2094.269,16222.465,20456.778
DEU,2015,7,19625.743,2001.086,17624.657,21667.287
DEU,2015,8,20255.751,1800.065,18455.686,22092.708
DEU,2015,9,19263.574,2156.447,17107.127,21453.084
DEU,2015,10,18926.255,2232.343,16693.912,21201.149
DEU,2015,11,13470.542,1919.805,11550.737,15420.364
DEU,2015,12,12872.632,1754.864,11117.768,14653.815
DEU,2016,1,12226.69,1644.033,10582.657,13910.801
DEU,2016,2,12384.17,1793.43,10590.74,14313.015
DEU,2016,3,15109.267,1961.827,13147.44,17111.543
DEU,2016,4,15798.088,2041.503,13756.585,17879.048
DEU,2016,5,18101.677,1999.72,16101.957,20152.337
DEU,2016,6,18486.171,2220.49,16265.681,20770.341
DEU,2016,7,20428.888,2047.479,18381.409,22540.01
DEU,2016,8,20280.099,1809.237,18470.862,22137.669
DEU,2016,9,20239.799,2295.982,17943.817,22575.384
DEU,2016,10,19660.824,2158.889,17501.935,21857.191
DEU,2016,11,13971.638,1986.171,11985.467,15985.545
DEU,2016,12,13999.982,1816.183,12183.799,15844.717
DEU,2017,1,13146.511,1712.272,11434.239,14893.222
DEU,2017,2,12849.806,1757.437,11092.369,14633.487
DEU,2017,3,15601.985,2092.036,13509.949,17729.697
DEU,2017,4,17906.786,1980.055,15926.731,19925.032
DEU,2017,5,19100.564,2268.452,16832.112,21399.978
DEU,2017,6,19908.381,2142.221,17766.16,22085.484
DEU,2017,7,21788.797,2099.336,19689.461,23919.917
DEU,2017,8,21571.733,1868.401,19703.332,23465.394
DEU,2017,9,21252.374,2261.425,18990.949,23520.194
DEU,2017,10,20230.108,2088.523,18141.585,22351.622
DEU,2017,11,14971.01,1940.907,13030.103,16939.216
DEU,2017,12,14061.288,1621.853,12439.435,15698.505
DEU,2018,1,13356.786,1614.46,11742.326,NA
DEU,2018,2,13253.657,1684.511,11569.146,NA
DEU,2018,3,16735.521,2017.204,14718.317,NA
DEU,2018,4,17975.261,1991.471,15983.79,NA
DEU,2018,5,19904.627,1999.275,17905.352,NA
DEU,2018,6,20574.997,2044.065,18530.932,NA
DEU,2018,7,22589.018,2000.67,20588.348,NA
DEU,2018,8,22462.326,1862.664,20599.662,NA
DEU,2018,9,22201.917,2218.273,19983.644,NA
DEU,2018,10,21741.647,2248.545,19493.102,NA
DEU,2018,11,16110.325,2115.925,13994.4,NA
DEU,2018,12,15516.279,1828.877,13687.402,NA
DNK,2010,1,1537.054,163.824,1373.23,1658.555
DNK,2010,2,1609.501,177.65,1431.851,1735.776
DNK,2010,3,1979.184,219.802,1759.382,2133.595
DNK,2010,4,1466.776,144.728,1322.048,1566.035
DNK,2010,5,2156.579,215.602,1940.977,2301.853
DNK,2010,6,2384.09,225.924,2158.166,2536.539
DNK,2010,7,2626.516,191.229,2435.287,2741.061
DNK,2010,8,2430.127,211.363,2218.764,2562.375
DNK,2010,9,2303.136,229.375,2073.761,2459.594
DNK,2010,10,2347.44,224.484,2122.956,2497.956
DNK,2010,11,1847.457,218.943,1628.514,2002.592
DNK,2010,12,1646.992,181.922,1465.07,1785.055
DNK,2011,1,1666.986,182.009,1484.977,1794.523
DNK,2011,2,1685.808,180.063,1505.745,1814.024
DNK,2011,3,1981.175,212.846,1768.329,2131.78
DNK,2011,4,2077.662,192.408,1885.254,2208.025
DNK,2011,5,2303.623,222.769,2080.854,2454.726
DNK,2011,6,2473.47,207.327,2266.143,2611.379
DNK,2011,7,2715.608,173.246,2542.362,2826.223
DNK,2011,8,2448.579,194.116,2254.463,2570.039
DNK,2011,9,2412.756,215.429,2197.327,2554.4
DNK,2011,10,2349.578,205.998,2143.58,2493.034
DNK,2011,11,1942.03,212.09,1729.94,2082.726
DNK,2011,12,1751.419,171.477,1579.942,1875.239
DNK,2012,1,1763.482,173.686,1589.796,1881.405
DNK,2012,2,1808.492,169.501,1638.991,1925.87
DNK,2012,3,2133.485,196.754,1936.731,2264.58
DNK,2012,4,2167.276,173.695,1993.581,2273.108
DNK,2012,5,2286.835,144.211,2142.624,2398.38
DNK,2012,6,2550.316,154.326,2395.99,2657.826
DNK,2012,7,2751.574,117.898,2633.676,2826.06
DNK,2012,8,2489.762,144.117,2345.645,2586.767
DNK,2012,9,2448.005,167.661,2280.344,2573.289
DNK,2012,10,2406.223,179.259,2226.964,2531.729
DNK,2012,11,1983.487,174.302,1809.185,2128.072
DNK,2012,12,1744.328,129.715,1614.613,1852.436
DNK,2013,1,1760.371,139.946,1620.425,1865.527
DNK,2013,2,1779.638,133.86,1645.778,1885.049
DNK,2013,3,2130.275,144.462,1985.813,2244.843
DNK,2013,4,2223.017,161.247,2061.77,2334.557
DNK,2013,5,2447.832,173.771,2274.061,2567.345
DNK,2013,6,2686.885,172.486,2514.399,2803.156
DNK,2013,7,2896.613,140.498,2756.115,2983.801
DNK,2013,8,2647.638,158.001,2489.637,2745.742
DNK,2013,9,2544.427,177.907,2366.52,2663.737
DNK,2013,10,2507.211,179.659,2327.552,2626.511
DNK,2013,11,1998.405,171.349,1827.056,2119.986
DNK,2013,12,1837.397,143.312,1694.085,1940.792
DNK,2014,1,1828.188,142.921,1685.267,1935.28
DNK,2014,2,1849.484,139.755,1709.729,1954.508
DNK,2014,3,2211.555,169.508,2042.047,2339.535
DNK,2014,4,2477.638,162.142,2315.496,2584.429
DNK,2014,5,2633.49,181.875,2451.615,2755.868
DNK,2014,6,2879.216,184.399,2694.817,2996.993
DNK,2014,7,3067.188,144.7,2922.488,3150.94
DNK,2014,8,2813.027,166.163,2646.864,2913.418
DNK,2014,9,2678.53,185.806,2492.724,2797.766
DNK,2014,10,2651.309,184.44,2466.869,2765.798
DNK,2014,11,2036.477,162.929,1873.548,2140.591
DNK,2014,12,1889.708,139.292,1750.416,1974.942
DNK,2015,1,1854.13,136.14,1717.99,1941.27
DNK,2015,2,1872.931,136.593,1736.338,1963.733
DNK,2015,3,2282.557,166.029,2116.528,2387.668
DNK,2015,4,2402.197,155.924,2246.273,2495.05
DNK,2015,5,2631.635,167.432,2464.203,2734.461
DNK,2015,6,2895.624,183.567,2712.057,3010.731
DNK,2015,7,3195.14,142.811,3052.329,3279.945
DNK,2015,8,2927.393,164.147,2763.246,3053.108
DNK,2015,9,2845.032,179.195,2665.837,2959.866
DNK,2015,10,2822.697,175.564,2647.133,2933.092
DNK,2015,11,2261.523,173.373,2088.15,2377.734
DNK,2015,12,2104.646,149.677,1954.969,2204.237
DNK,2016,1,2064.353,140.049,1924.304,2175.472
DNK,2016,2,2159.939,144.038,2015.901,2261.598
DNK,2016,3,2538.415,167.689,2370.726,2647.803
DNK,2016,4,2569.129,165.831,2403.298,2673.996
DNK,2016,5,2904.048,184.224,2719.824,3016.469
DNK,2016,6,3140.864,190.979,2949.885,3252.297
DNK,2016,7,3480.953,148.425,3332.528,3562.067
DNK,2016,8,3131.773,170.808,2960.965,3231.157
DNK,2016,9,3053.033,187.858,2865.175,3172.38
DNK,2016,10,3042.096,181.005,2861.091,3153.808
DNK,2016,11,2398.47,178.327,2220.143,2512.12
DNK,2016,12,2280.069,152.384,2127.685,2380.274
DNK,2017,1,2208.716,148.664,2060.052,2311.558
DNK,2017,2,2208.467,136.706,2071.761,2302.264
DNK,2017,3,2548.433,170.886,2377.547,2659.288
DNK,2017,4,2736.104,155.343,2580.761,2823.505
DNK,2017,5,2954.722,179.266,2775.456,3058.472
DNK,2017,6,3192.279,182.148,3010.131,3291.878
DNK,2017,7,3531.785,140.308,3391.477,3598.703
DNK,2017,8,3191.707,167.762,3023.945,3278.087
DNK,2017,9,3092.281,179.806,2912.475,3205.563
DNK,2017,10,3030.083,178.378,2851.705,3137.369
DNK,2017,11,2357.263,169.516,2187.747,2471.817
DNK,2017,12,2209.374,141.959,2067.415,2308.575
DNK,2018,1,2183.832,141.801,2042.031,NA
DNK,2018,2,2218.27,134.526,2083.744,NA
DNK,2018,3,2691.52,161.693,2529.827,NA
DNK,2018,4,2841.987,167.425,2674.562,NA
DNK,2018,5,3156.768,182.8,2973.968,NA
DNK,2018,6,3387.213,185.008,3202.205,NA
DNK,2018,7,3686.607,150.524,3536.083,NA
DNK,2018,8,3371.061,174.892,3196.169,NA
DNK,2018,9,3239.388,180.674,3058.714,NA
DNK,2018,10,3147.214,177.718,2969.496,NA
DNK,2018,11,2478.048,163.247,2314.801,NA
DNK,2018,12,2299.231,126.296,2172.935,NA
DOM,2010,1,NA,NA,NA,1019.011
DOM,2010,2,NA,NA,NA,894.618
DOM,2010,3,NA,NA,NA,957.871
DOM,2010,4,NA,NA,NA,823.841
DOM,2010,5,NA,NA,NA,690.12
DOM,2010,6,NA,NA,NA,817.414
DOM,2010,7,NA,NA,NA,926.918
DOM,2010,8,NA,NA,NA,866.151
DOM,2010,9,NA,NA,NA,582.89
DOM,2010,10,NA,NA,NA,585.1
DOM,2010,11,NA,NA,NA,293.651
DOM,2010,12,NA,NA,NA,354.532
DOM,2011,1,NA,NA,NA,990.851
DOM,2011,2,NA,NA,NA,882.956
DOM,2011,3,NA,NA,NA,1002.302
DOM,2011,4,NA,NA,NA,880.301
DOM,2011,5,NA,NA,NA,706.525
DOM,2011,6,NA,NA,NA,323.815
DOM,2011,7,NA,NA,NA,390.872
DOM,2011,8,NA,NA,NA,353.851
DOM,2011,9,NA,NA,NA,279.267
DOM,2011,10,NA,NA,NA,277.48
DOM,2011,11,NA,NA,NA,288.897
DOM,2011,12,NA,NA,NA,352.616
DOM,2012,1,NA,NA,NA,889.029
DOM,2012,2,NA,NA,NA,823.224
DOM,2012,3,NA,NA,NA,918.742
DOM,2012,4,NA,NA,NA,827.69
DOM,2012,5,NA,NA,NA,649.197
DOM,2012,6,NA,NA,NA,326.639
DOM,2012,7,NA,NA,NA,381.064
DOM,2012,8,NA,NA,NA,357.054
DOM,2012,9,NA,NA,NA,284.38
DOM,2012,10,NA,NA,NA,263.76
DOM,2012,11,NA,NA,NA,288.989
DOM,2012,12,NA,NA,NA,342.539
DOM,2013,1,NA,NA,NA,395.025
DOM,2013,2,NA,NA,NA,339.309
DOM,2013,3,NA,NA,NA,404.898
DOM,2013,4,NA,NA,NA,338.828
DOM,2013,5,NA,NA,NA,302.079
DOM,2013,6,NA,NA,NA,322.18
DOM,2013,7,NA,NA,NA,374.046
DOM,2013,8,NA,NA,NA,358.989
DOM,2013,9,NA,NA,NA,270.127
DOM,2013,10,NA,NA,NA,274.346
DOM,2013,11,NA,NA,NA,290.815
DOM,2013,12,NA,NA,NA,368.2
DOM,2014,1,NA,NA,NA,544.822
DOM,2014,2,NA,NA,NA,517.423
DOM,2014,3,NA,NA,NA,587.572
DOM,2014,4,NA,NA,NA,526.365
DOM,2014,5,NA,NA,NA,449.257
DOM,2014,6,NA,NA,NA,504.197
DOM,2014,7,NA,NA,NA,591.198
DOM,2014,8,NA,NA,NA,511.731
DOM,2014,9,NA,NA,NA,343.801
DOM,2014,10,NA,NA,NA,382.632
DOM,2014,11,NA,NA,NA,433.598
DOM,2014,12,NA,NA,NA,579.613
DOM,2015,1,NA,NA,NA,534.875
DOM,2015,2,NA,NA,NA,505.249
DOM,2015,3,NA,NA,NA,571.22
DOM,2015,4,NA,NA,NA,501.422
DOM,2015,5,NA,NA,NA,457.841
DOM,2015,6,NA,NA,NA,520.775
DOM,2015,7,NA,NA,NA,622.956
DOM,2015,8,NA,NA,NA,527.233
DOM,2015,9,NA,NA,NA,372.438
DOM,2015,10,NA,NA,NA,416.305
DOM,2015,11,NA,NA,NA,470.234
DOM,2015,12,NA,NA,NA,632.663
DOM,2016,1,NA,NA,NA,583.769
DOM,2016,2,NA,NA,NA,550.211
DOM,2016,3,NA,NA,NA,608.391
DOM,2016,4,NA,NA,NA,521.69
DOM,2016,5,NA,NA,NA,482.992
DOM,2016,6,NA,NA,NA,558.958
DOM,2016,7,NA,NA,NA,678.517
DOM,2016,8,NA,NA,NA,569.373
ECU,2010,1,NA,NA,NA,297.892
ECU,2010,2,NA,NA,NA,286.923
ECU,2010,3,NA,NA,NA,321.268
ECU,2010,4,NA,NA,NA,298.921
ECU,2010,5,NA,NA,NA,291.511
ECU,2010,6,NA,NA,NA,298.586
ECU,2010,7,NA,NA,NA,342.91
ECU,2010,8,NA,NA,NA,360.044
ECU,2010,9,NA,NA,NA,311.53
ECU,2010,10,NA,NA,NA,330.657
ECU,2010,11,NA,NA,NA,318.558
ECU,2010,12,NA,NA,NA,325.424
ECU,2011,1,NA,NA,NA,327.546
ECU,2011,2,NA,NA,NA,304.356
ECU,2011,3,NA,NA,NA,341.793
ECU,2011,4,NA,NA,NA,317.68
ECU,2011,5,NA,NA,NA,337.344
ECU,2011,6,NA,NA,NA,330.403
ECU,2011,7,NA,NA,NA,385.306
ECU,2011,8,NA,NA,NA,391.086
ECU,2011,9,NA,NA,NA,358.38
ECU,2011,10,NA,NA,NA,360.422
ECU,2011,11,NA,NA,NA,354.981
ECU,2011,12,NA,NA,NA,350.127
ECU,2012,1,NA,NA,NA,342.519
ECU,2012,2,NA,NA,NA,316.017
ECU,2012,3,NA,NA,NA,343.105
ECU,2012,4,NA,NA,NA,298.874
ECU,2012,5,NA,NA,NA,298.373
ECU,2012,6,NA,NA,NA,298.738
ECU,2012,7,NA,NA,NA,324.471
ECU,2012,8,NA,NA,NA,340.387
ECU,2012,9,NA,NA,NA,309.288
EGY,2014,1,NA,NA,NA,2245.813
EGY,2014,2,NA,NA,NA,1982.046
EGY,2014,3,NA,NA,NA,2403.556
EGY,2014,4,NA,NA,NA,2569.916
EGY,2014,5,NA,NA,NA,2588.944
EGY,2014,6,NA,NA,NA,2843.62
EGY,2014,7,NA,NA,NA,2763.069
EGY,2014,8,NA,NA,NA,3346.284
EGY,2014,9,NA,NA,NA,2841.576
EGY,2014,10,NA,NA,NA,2900.338
EGY,2014,11,NA,NA,NA,2536.764
EGY,2014,12,NA,NA,NA,2362.845
EGY,2015,1,NA,NA,NA,2706.241
EGY,2015,2,NA,NA,NA,2387.969
EGY,2015,3,NA,NA,NA,2671.19
EGY,2015,4,NA,NA,NA,2875.157
EGY,2015,5,NA,NA,NA,2840.806
EGY,2015,6,NA,NA,NA,2897.851
EGY,2015,7,NA,NA,NA,3091.639
EGY,2015,8,NA,NA,NA,3269.702
EGY,2015,9,NA,NA,NA,2822.137
EGY,2015,10,NA,NA,NA,2806.922
EGY,2015,11,NA,NA,NA,1962.353
EGY,2015,12,NA,NA,NA,1944.542
EGY,2016,1,NA,NA,NA,2085.644
EGY,2016,2,NA,NA,NA,1836.87
EGY,2016,3,NA,NA,NA,1949.248
EGY,2016,4,NA,NA,NA,1851.966
EGY,2016,5,NA,NA,NA,1961.581
EGY,2016,6,NA,NA,NA,1866.945
EGY,2016,7,NA,NA,NA,2114.745
EGY,2016,8,NA,NA,NA,2223.858
EGY,2016,9,NA,NA,NA,2324.869
EGY,2016,10,NA,NA,NA,1832.18
EGY,2016,11,NA,NA,NA,1590.459
EGY,2017,2,NA,NA,NA,1723.265
EGY,2017,3,NA,NA,NA,1810.091
ESP,2010,1,8856.126,2489.258,6366.868,11397.341
ESP,2010,2,9029.981,2681.978,6348.003,11766.428
ESP,2010,3,11320.004,3211.03,8108.974,14587.075
ESP,2010,4,11208.04,3147.591,8060.449,14380.475
ESP,2010,5,13526.313,3190.197,10336.116,16767.653
ESP,2010,6,14735.901,3381.575,11354.326,18181.311
ESP,2010,7,17291.187,3818.087,13473.1,21171.445
ESP,2010,8,17854.488,3866.937,13987.551,21787.668
ESP,2010,9,15381.718,3418.491,11963.227,18859.77
ESP,2010,10,14441.446,3337.727,11103.719,17830.877
ESP,2010,11,10341.695,2962.252,7379.443,13361.334
ESP,2010,12,9400.115,2722.083,6678.032,12195.96
ESP,2011,1,9473.803,2543.718,6930.085,12091.66
ESP,2011,2,9579.589,2657.323,6922.266,12297.602
ESP,2011,3,11961.986,3217.156,8744.83,15257.411
ESP,2011,4,13999.066,3269.847,10729.219,17337.828
ESP,2011,5,14564.261,3211.582,11352.679,17850.407
ESP,2011,6,15977.882,3368.836,12609.046,19421.45
ESP,2011,7,18690.572,3830.333,14860.239,22596.748
ESP,2011,8,18880.593,3851.994,15028.599,22802.996
ESP,2011,9,16745.596,3472.218,13273.378,20283.312
ESP,2011,10,15062.648,3121.085,11941.563,18241.064
ESP,2011,11,10276.522,2746.016,7530.506,13086.883
ESP,2011,12,9940.712,2676.416,7264.296,12694.96
ESP,2012,1,9306.924,2355.761,6951.163,11748.51
ESP,2012,2,9207.701,2328.464,6879.237,11622.052
ESP,2012,3,11382.871,2733.854,8649.017,14189.949
ESP,2012,4,13210.008,2806.439,10403.569,16086.538
ESP,2012,5,14220.143,2886.037,11334.106,17174.537
ESP,2012,6,16003.971,3083.997,12919.974,19172.033
ESP,2012,7,18459.434,3496.835,14962.599,22034.048
ESP,2012,8,18585.614,3461.256,15124.358,22119.694
ESP,2012,9,16475.542,3029.41,13446.132,19594.92
ESP,2012,10,14226.372,2674.409,11551.963,16978.924
ESP,2012,11,9566.851,2166.89,7399.961,11821.713
ESP,2012,12,9125.83,2189.705,6936.125,11389.976
ESP,2013,1,8590.956,2004.525,6586.431,10681.057
ESP,2013,2,8444.049,1918.746,6525.303,10446.373
ESP,2013,3,11025.94,2284.086,8741.854,13401.839
ESP,2013,4,12416.632,2359.742,10056.89,14854.904
ESP,2013,5,14353.5,2451.144,11902.356,16872.251
ESP,2013,6,15887.131,2591.524,13295.607,18545.882
ESP,2013,7,18047.426,2921.824,15125.602,21033.179
ESP,2013,8,18561.941,2906.855,15655.086,21527.56
ESP,2013,9,16374.282,2590.475,13783.807,19031.074
ESP,2013,10,14422.718,2385.671,12037.047,16866.941
ESP,2013,11,10040.406,2098.072,7942.334,12207.887
ESP,2013,12,9566.992,2086.818,7480.174,11729.165
ESP,2014,1,9007.027,1860.901,7146.126,10947.402
ESP,2014,2,8844.369,1840.095,7004.274,10768.076
ESP,2014,3,11106.476,2239.576,8866.9,13432.431
ESP,2014,4,13704.291,2461.747,11242.544,16237.631
ESP,2014,5,15007.861,2446.254,12561.607,17526.599
ESP,2014,6,16622.395,2699.025,13923.37,19429.754
ESP,2014,7,18749.28,3032.034,15717.246,21885.834
ESP,2014,8,19714.262,3076.628,16637.634,22894.324
ESP,2014,9,17167.348,2739.484,14427.864,20012.891
ESP,2014,10,15099.949,2520.978,12578.971,17717.803
ESP,2014,11,10351.465,2138.142,8213.323,12598.328
ESP,2014,12,9979.659,2151.681,7827.978,12238.524
ESP,2015,1,9496.882,1899.789,7597.093,11527.013
ESP,2015,2,9372.113,1943.47,7428.643,11438.826
ESP,2015,3,11835.533,2380.358,9455.175,14361.008
ESP,2015,4,14086.347,2578.972,11507.375,16790.044
ESP,2015,5,15967.412,2606.022,13361.39,18696.402
ESP,2015,6,17215.856,2797.837,14418.019,20147.47
ESP,2015,7,19737.822,3210.397,16527.425,23086.663
ESP,2015,8,20551.587,3277.945,17273.642,23980.501
ESP,2015,9,17960.01,2905.676,15054.334,21010.238
ESP,2015,10,16311.112,2664.344,13646.768,19108.43
ESP,2015,11,11297.437,2288.6,9008.837,13755.02
ESP,2015,12,10820.392,2327.703,8492.689,13338.895
ESP,2016,1,10576.079,2150.34,8425.739,12951.418
ESP,2016,2,10841.422,2247.438,8593.984,13304.464
ESP,2016,3,13524.242,2704.371,10819.871,16449.82
ESP,2016,4,15092.08,2675.525,12416.555,17977.914
ESP,2016,5,17691.974,2904.386,14787.588,20805.846
ESP,2016,6,19024.463,3065.396,15959.067,22306.725
ESP,2016,7,22032.687,3364.89,18667.797,25654.521
ESP,2016,8,22166.098,3379.255,18786.843,25796.656
ESP,2016,9,19829.99,3115.591,16714.399,23171.969
ESP,2016,10,18353.58,2841.561,15512.019,21433.987
ESP,2016,11,12408.391,2529.236,9879.155,15157.768
ESP,2016,12,12331.031,2456.649,9874.382,15017.286
ESP,2017,1,11721.882,2277.647,9444.235,14241.232
ESP,2017,2,11510.948,2254.331,9256.617,13982.683
ESP,2017,3,14162.252,2801.433,11360.819,17195.059
ESP,2017,4,17738.888,3025.838,14713.05,20993.244
ESP,2017,5,19041.33,3076.963,15964.367,22354.937
ESP,2017,6,20926.797,3311.844,17614.953,24479.468
ESP,2017,7,23635.177,3625.598,20009.579,27535.765
ESP,2017,8,23573.035,3557.776,20015.259,27388.616
ESP,2017,9,21439.063,3352.993,18086.07,25048.887
ESP,2017,10,19379.552,3174.219,16205.333,22809.968
ESP,2017,11,13457.715,2857.566,10600.149,16544.907
ESP,2017,12,13237.45,2850.248,10387.202,16333.404
ESP,2018,1,12604.441,2651.518,9952.923,NA
ESP,2018,2,12425.769,2625.813,9799.956,NA
ESP,2018,3,15651.657,3190.742,12460.915,NA
ESP,2018,4,18081.12,3313.832,14767.288,NA
ESP,2018,5,20102.304,3468.104,16634.2,NA
ESP,2018,6,21901.051,3596.831,18304.22,NA
ESP,2018,7,24212.494,3937.602,20274.892,NA
ESP,2018,8,24145.09,3892.869,20252.221,NA
ESP,2018,9,22288.388,3683.941,18604.447,NA
ESP,2018,10,20534.431,3522.298,17012.133,NA
ESP,2018,11,14384.398,3092.578,11291.82,NA
ESP,2018,12,14280.286,3081.061,11199.225,NA
EST,2010,1,88.328,1.834,86.494,88.528
EST,2010,2,83.729,1.34,82.389,83.903
EST,2010,3,109.021,1.591,107.43,109.283
EST,2010,4,87.198,1.156,86.042,88.801
EST,2010,5,124.222,1.934,122.288,124.735
EST,2010,6,138.498,2.243,136.255,139.164
EST,2010,7,135.412,3.374,132.038,135.151
EST,2010,8,137.726,2.975,134.751,138.086
EST,2010,9,133.593,2.181,131.412,133.237
EST,2010,10,131.427,2.235,129.192,131.503
EST,2010,11,108.565,1.869,106.696,109.039
EST,2010,12,103.343,1.922,101.421,103.401
EST,2011,1,110.607,1.873,108.734,111.205
EST,2011,2,103.79,1.595,102.195,104.199
EST,2011,3,136.764,2.171,134.593,137.257
EST,2011,4,149.33,2.316,147.014,149.705
EST,2011,5,180.284,2.795,177.489,180.751
EST,2011,6,186.556,3.042,183.514,186.945
EST,2011,7,188.606,3.526,185.08,189.026
EST,2011,8,192.778,3.446,189.332,193.321
EST,2011,9,185.063,2.187,182.876,185.359
