chapter	chapter_title	article	article_title	sub_article	gdpr_text	href
3	Rights of the data subject	20	Right to data portability	4	The exercise of the right referred to in paragraph 1 of this Article shall be without prejudice to Article 17. 2That right shall not apply to processing necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.	http://gdpr-info.eu/art-20-gdpr/
3	Rights of the data subject	20	Right to data portability	5	The right referred to in paragraph 1 shall not adversely affect the rights and freedoms of others.	http://gdpr-info.eu/art-20-gdpr/
3	Rights of the data subject	21	Right to object	1	The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions. 2The controller shall no longer process the personal data unless the controller demonstrates compelling legitimate grounds for the processing which override the interests, rights and freedoms of the data subject or for the establishment, exercise or defence of legal claims.	http://gdpr-info.eu/art-21-gdpr/
3	Rights of the data subject	21	Right to object	2	Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.	http://gdpr-info.eu/art-21-gdpr/
3	Rights of the data subject	21	Right to object	3	Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.	http://gdpr-info.eu/art-21-gdpr/
3	Rights of the data subject	21	Right to object	4	At the latest at the time of the first communication with the data subject, the right referred to in paragraphs 1 and 2 shall be explicitly brought to the attention of the data subject and shall be presented clearly and separately from any other information.	http://gdpr-info.eu/art-21-gdpr/
3	Rights of the data subject	21	Right to object	5	In the context of the use of information society services, and notwithstanding Directive 2002/58/EC, the data subject may exercise his or her right to object by automated means using technical specifications.	http://gdpr-info.eu/art-21-gdpr/
3	Rights of the data subject	21	Right to object	6	Where personal data are processed for scientific or historical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.	http://gdpr-info.eu/art-21-gdpr/
3	Rights of the data subject	22	Automated individual decision-making, including profiling	1	The data subject shall have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal effects concerning him or her or similarly significantly affects him or her.	http://gdpr-info.eu/art-22-gdpr/
3	Rights of the data subject	22	Automated individual decision-making, including profiling	2	"Paragraph 1 shall not apply if the decision
is necessary for entering into, or performance of, a contract between the data subject and a data controller
is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests; or"	http://gdpr-info.eu/art-22-gdpr/
3	Rights of the data subject	22	Automated individual decision-making, including profiling	3	is based on the data subject’s explicit consent.	http://gdpr-info.eu/art-22-gdpr/
3	Rights of the data subject	22	Automated individual decision-making, including profiling	4	In the cases referred to in points (a) and (c) of paragraph 2, the data controller shall implement suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests, at least the right to obtain human intervention on the part of the controller, to express his or her point of view and to contest the decision.	http://gdpr-info.eu/art-22-gdpr/
3	Rights of the data subject	22	Automated individual decision-making, including profiling	5	Decisions referred to in paragraph 2 shall not be based on special categories of personal data referred to in Article 9(1), unless point (a) or (g) of Article 9(2) applies and suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests are in place.	http://gdpr-info.eu/art-22-gdpr/
3	Rights of the data subject	23	Restrictions	1	"Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard
national security
defence
public security
the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security
other important objectives of general public interest of the Union or of a Member State, in particular an important economic or financial interest of the Union or of a Member State, including monetary, budgetary and taxation a matters, public health and social security
the protection of judicial independence and judicial proceedings
the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions
a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g)
the protection of the data subject or the rights and freedoms of others
the enforcement of civil law claims."	http://gdpr-info.eu/art-23-gdpr/
3	Rights of the data subject	23	Restrictions	2	"In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to
the purposes of the processing or categories of processing
the categories of personal data
the scope of the restrictions introduced
the safeguards to prevent abuse or unlawful access or transfer
the specification of the controller or categories of controllers
the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing
the risks to the rights and freedoms of data subjects; and"	http://gdpr-info.eu/art-23-gdpr/
3	Rights of the data subject	23	Restrictions	3	the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.	http://gdpr-info.eu/art-23-gdpr/
4	Controller and processor	24	Responsibility of the controller	1	Taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation. 2Those measures shall be reviewed and updated where necessary.	http://gdpr-info.eu/art-24-gdpr/
4	Controller and processor	24	Responsibility of the controller	2	Where proportionate in relation to processing activities, the measures referred to in paragraph 1 shall include the implementation of appropriate data protection policies by the controller.	http://gdpr-info.eu/art-24-gdpr/
4	Controller and processor	24	Responsibility of the controller	3	Adherence to approved codes of conduct as referred to in Article 40 or approved certification mechanisms as referred to in Article 42 may be used as an element by which to demonstrate compliance with the obligations of the controller.	http://gdpr-info.eu/art-24-gdpr/
4	Controller and processor	25	Data protection by design and by default	1	Taking into account the state of the art, the cost of implementation and the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for rights and freedoms of natural persons posed by the processing, the controller shall, both at the time of the determination of the means for processing and at the time of the processing itself, implement appropriate technical and organisational measures, such as pseudonymisation, which are designed to implement data-protection principles, such as data minimisation, in an effective manner and to integrate the necessary safeguards into the processing in order to meet the requirements of this Regulation and protect the rights of data subjects.	http://gdpr-info.eu/art-25-gdpr/
4	Controller and processor	25	Data protection by design and by default	2	The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed. 2That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. 3In particular, such measures shall ensure that by default personal data are not made accessible without the individual’s intervention to an indefinite number of natural persons.	http://gdpr-info.eu/art-25-gdpr/
4	Controller and processor	25	Data protection by design and by default	3	An approved certification mechanism pursuant to Article 42 may be used as an element to demonstrate compliance with the requirements set out in paragraphs 1 and 2 of this Article.	http://gdpr-info.eu/art-25-gdpr/
4	Controller and processor	26	Joint controllers	1	Where two or more controllers jointly determine the purposes and means of processing, they shall be joint controllers. 2They shall in a transparent manner determine their respective responsibilities for compliance with the obligations under this Regulation, in particular as regards the exercising of the rights of the data subject and their respective duties to provide the information referred to in Articles 13 and 14, by means of an arrangement between them unless, and in so far as, the respective responsibilities of the controllers are determined by Union or Member State law to which the controllers are subject. 3The arrangement may designate a contact point for data subjects.	http://gdpr-info.eu/art-26-gdpr/
4	Controller and processor	26	Joint controllers	2	The arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects. 2The essence of the arrangement shall be made available to the data subject.	http://gdpr-info.eu/art-26-gdpr/
4	Controller and processor	26	Joint controllers	3	Irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this Regulation in respect of and against each of the controllers.	http://gdpr-info.eu/art-26-gdpr/
4	Controller and processor	27	Representatives of controllers or processors not established in the Union	1	Where Article 3(2) applies, the controller or the processor shall designate in writing a representative in the Union.	http://gdpr-info.eu/art-27-gdpr/
4	Controller and processor	27	Representatives of controllers or processors not established in the Union	2	"The obligation laid down in paragraph 1 of this Article shall not apply to
processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or processing of personal data relating to criminal convictions and offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or"	http://gdpr-info.eu/art-27-gdpr/
4	Controller and processor	27	Representatives of controllers or processors not established in the Union	3	a public authority or body.	http://gdpr-info.eu/art-27-gdpr/
4	Controller and processor	27	Representatives of controllers or processors not established in the Union	4	The representative shall be established in one of the Member States where the data subjects, whose personal data are processed in relation to the offering of goods or services to them, or whose behaviour is monitored, are.	http://gdpr-info.eu/art-27-gdpr/
4	Controller and processor	27	Representatives of controllers or processors not established in the Union	5	The representative shall be mandated by the controller or processor to be addressed in addition to or instead of the controller or the processor by, in particular, supervisory authorities and data subjects, on all issues related to processing, for the purposes of ensuring compliance with this Regulation.	http://gdpr-info.eu/art-27-gdpr/
4	Controller and processor	27	Representatives of controllers or processors not established in the Union	6	The designation of a representative by the controller or processor shall be without prejudice to legal actions which could be initiated against the controller or the processor themselves.	http://gdpr-info.eu/art-27-gdpr/
4	Controller and processor	28	Processor	1	Where processing is to be carried out on behalf of a controller, the controller shall use only processors providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that processing will meet the requirements of this Regulation and ensure the protection of the rights of the data subject.	http://gdpr-info.eu/art-28-gdpr/
4	Controller and processor	28	Processor	2	The processor shall not engage another processor without prior specific or general written authorisation of the controller. 2In the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.	http://gdpr-info.eu/art-28-gdpr/
4	Controller and processor	28	Processor	3	"Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller. 2That contract or other legal act shall stipulate, in particular, that the processor
processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest
ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality
takes all measures required pursuant to Article 32
respects the conditions referred to in paragraphs 2 and 4 for engaging another processor
taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller’s obligation to respond to requests for exercising the data subject’s rights laid down in Chapter III
assists the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36 taking into account the nature of processing and the information available to the processor
at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes existing copies unless Union or Member State law requires storage of the personal data
makes available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller."	http://gdpr-info.eu/art-28-gdpr/
4	Controller and processor	28	Processor	4	With regard to point (h) of the first subparagraph, the processor shall immediately inform the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.	http://gdpr-info.eu/art-28-gdpr/
4	Controller and processor	29	Processing under the authority of the controller or processor	1	The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.	http://gdpr-info.eu/art-29-gdpr/
4	Controller and processor	30	Records of processing activities	1	"Each controller and, where applicable, the controller’s representative, shall maintain a record of processing activities under its responsibility. 2That record shall contain all of the following information
the name and contact details of the controller and, where applicable, the joint controller, the controller’s representative and the data protection officer
the purposes of the processing
a description of the categories of data subjects and of the categories of personal data
the categories of recipients to whom the personal data have been or will be disclosed including recipients in third countries or international organisations
where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards
where possible, the envisaged time limits for erasure of the different categories of data
where possible, a general description of the technical and organisational security measures referred to in Article 32(1)."	http://gdpr-info.eu/art-30-gdpr/
4	Controller and processor	30	Records of processing activities	2	"Each processor and, where applicable, the processor’s representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing
the name and contact details of the processor or processors and of each controller on behalf of which the processor is acting, and, where applicable, of the controller’s or the processor’s representative, and the data protection officer
the categories of processing carried out on behalf of each controller
where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards
where possible, a general description of the technical and organisational security measures referred to in Article 32(1)."	http://gdpr-info.eu/art-30-gdpr/
4	Controller and processor	30	Records of processing activities	3	The records referred to in paragraphs 1 and 2 shall be in writing, including in electronic form.	http://gdpr-info.eu/art-30-gdpr/
4	Controller and processor	30	Records of processing activities	4	The controller or the processor and, where applicable, the controller’s or the processor’s representative, shall make the record available to the supervisory authority on request.	http://gdpr-info.eu/art-30-gdpr/
4	Controller and processor	30	Records of processing activities	5	The obligations referred to in paragraphs 1 and 2 shall not apply to an enterprise or an organisation employing fewer than 250 persons unless the processing it carries out is likely to result in a risk to the rights and freedoms of data subjects, the processing is not occasional, or the processing includes special categories of data as referred to in Article 9(1) or personal data relating to criminal convictions and offences referred to in Article 10.	http://gdpr-info.eu/art-30-gdpr/
4	Controller and processor	31	Cooperation with the supervisory authority	1	The controller and the processor and, where applicable, their representatives, shall cooperate, on request, with the supervisory authority in the performance of its tasks.	http://gdpr-info.eu/art-31-gdpr/
4	Controller and processor	32	Security of processing	1	"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate
the pseudonymisation and encryption of personal data
the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services
the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident
a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing."	http://gdpr-info.eu/art-32-gdpr/
4	Controller and processor	32	Security of processing	2	In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.	http://gdpr-info.eu/art-32-gdpr/
4	Controller and processor	32	Security of processing	3	Adherence to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate compliance with the requirements set out in paragraph 1 of this Article.	http://gdpr-info.eu/art-32-gdpr/
4	Controller and processor	32	Security of processing	4	The controller and processor shall take steps to ensure that any natural person acting under the authority of the controller or the processor who has access to personal data does not process them except on instructions from the controller, unless he or she is required to do so by Union or Member State law.	http://gdpr-info.eu/art-32-gdpr/
4	Controller and processor	33	Notification of a personal data breach to the supervisory authority	1	In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. 2Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.	http://gdpr-info.eu/art-33-gdpr/
4	Controller and processor	33	Notification of a personal data breach to the supervisory authority	2	The processor shall notify the controller without undue delay after becoming aware of a personal data breach.	http://gdpr-info.eu/art-33-gdpr/
4	Controller and processor	33	Notification of a personal data breach to the supervisory authority	3	"The notification referred to in paragraph 1 shall at least
describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned and the categories and approximate number of personal data records concerned
communicate the name and contact details of the data protection officer or other contact point where more information can be obtained
describe the likely consequences of the personal data breach
describe the measures taken or proposed to be taken by the controller to address the personal data breach, including, where appropriate, measures to mitigate its possible adverse effects."	http://gdpr-info.eu/art-33-gdpr/
4	Controller and processor	33	Notification of a personal data breach to the supervisory authority	4	Where, and in so far as, it is not possible to provide the information at the same time, the information may be provided in phases without undue further delay.	http://gdpr-info.eu/art-33-gdpr/
4	Controller and processor	33	Notification of a personal data breach to the supervisory authority	5	The controller shall document any personal data breaches, comprising the facts relating to the personal data breach, its effects and the remedial action taken. 2That documentation shall enable the supervisory authority to verify compliance with this Article.	http://gdpr-info.eu/art-33-gdpr/
4	Controller and processor	34	Communication of a personal data breach to the data subject	1	When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.	http://gdpr-info.eu/art-34-gdpr/
4	Controller and processor	34	Communication of a personal data breach to the data subject	2	The communication to the data subject referred to in paragraph 1 of this Article shall describe in clear and plain language the nature of the personal data breach and contain at least the information and measures referred to in points (b), (c) and (d) of Article 33(3).	http://gdpr-info.eu/art-34-gdpr/
4	Controller and processor	34	Communication of a personal data breach to the data subject	3	"The communication to the data subject referred to in paragraph 1 shall not be required if any of the following conditions are met
the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption
the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise
it would involve disproportionate effort. In such a case, there shall instead be a public communication or similar measure whereby the data subjects are informed in an equally effective manner."	http://gdpr-info.eu/art-34-gdpr/
4	Controller and processor	34	Communication of a personal data breach to the data subject	4	If the controller has not already communicated the personal data breach to the data subject, the supervisory authority, having considered the likelihood of the personal data breach resulting in a high risk, may require it to do so or may decide that any of the conditions referred to in paragraph 3 are met.	http://gdpr-info.eu/art-34-gdpr/
4	Controller and processor	35	Data protection impact assessment	1	Where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data. 2A single assessment may address a set of similar processing operations that present similar high risks.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	2	The controller shall seek the advice of the data protection officer, where designated, when carrying out a data protection impact assessment.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	3	"A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of
a systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person
processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10; or"	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	4	a systematic monitoring of a publicly accessible area on a large scale.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	5	The supervisory authority shall establish and make public a list of the kind of processing operations which are subject to the requirement for a data protection impact assessment pursuant to paragraph 1. 2The supervisory authority shall communicate those lists to the Board referred to in Article 68.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	6	The supervisory authority may also establish and make public a list of the kind of processing operations for which no data protection impact assessment is required. 2The supervisory authority shall communicate those lists to the Board.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	7	Prior to the adoption of the lists referred to in paragraphs 4 and 5, the competent supervisory authority shall apply the consistency mechanism referred to in Article 63 where such lists involve processing activities which are related to the offering of goods or services to data subjects or to the monitoring of their behaviour in several Member States, or may substantially affect the free movement of personal data within the Union.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	8	"The assessment shall contain at least
a systematic description of the envisaged processing operations and the purposes of the processing, including, where applicable, the legitimate interest pursued by the controller
an assessment of the necessity and proportionality of the processing operations in relation to the purposes
an assessment of the risks to the rights and freedoms of data subjects referred to in paragraph 1; and"	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	9	the measures envisaged to address the risks, including safeguards, security measures and mechanisms to ensure the protection of personal data and to demonstrate compliance with this Regulation taking into account the rights and legitimate interests of data subjects and other persons concerned.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	10	Compliance with approved codes of conduct referred to in Article 40 by the relevant controllers or processors shall be taken into due account in assessing the impact of the processing operations performed by such controllers or processors, in particular for the purposes of a data protection impact assessment.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	11	Where appropriate, the controller shall seek the views of data subjects or their representatives on the intended processing, without prejudice to the protection of commercial or public interests or the security of processing operations.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	12	Where processing pursuant to point (c) or (e) of Article 6(1) has a legal basis in Union law or in the law of the Member State to which the controller is subject, that law regulates the specific processing operation or set of operations in question, and a data protection impact assessment has already been carried out as part of a general impact assessment in the context of the adoption of that legal basis, paragraphs 1 to 7 shall not apply unless Member States deem it to be necessary to carry out such an assessment prior to processing activities.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	35	Data protection impact assessment	13	Where necessary, the controller shall carry out a review to assess if processing is performed in accordance with the data protection impact assessment at least when there is a change of the risk represented by processing operations.	http://gdpr-info.eu/art-35-gdpr/
4	Controller and processor	36	Prior consultation	1	The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.	http://gdpr-info.eu/art-36-gdpr/
4	Controller and processor	36	Prior consultation	2	Where the supervisory authority is of the opinion that the intended processing referred to in paragraph 1 would infringe this Regulation, in particular where the controller has insufficiently identified or mitigated the risk, the supervisory authority shall, within period of up to eight weeks of receipt of the request for consultation, provide written advice to the controller and, where applicable to the processor, and may use any of its powers referred to in Article 58. 2That period may be extended by six weeks, taking into account the complexity of the intended processing. 3The supervisory authority shall inform the controller and, where applicable, the processor, of any such extension within one month of receipt of the request for consultation together with the reasons for the delay. 4Those periods may be suspended until the supervisory authority has obtained information it has requested for the purposes of the consultation.	http://gdpr-info.eu/art-36-gdpr/
4	Controller and processor	36	Prior consultation	3	"When consulting the supervisory authority pursuant to paragraph 1, the controller shall provide the supervisory authority with
where applicable, the respective responsibilities of the controller, joint controllers and processors involved in the processing, in particular for processing within a group of undertakings
the purposes and means of the intended processing
the measures and safeguards provided to protect the rights and freedoms of data subjects pursuant to this Regulation
where applicable, the contact details of the data protection officer
the data protection impact assessment provided for in Article 35; and"	http://gdpr-info.eu/art-36-gdpr/
4	Controller and processor	36	Prior consultation	4	any other information requested by the supervisory authority.	http://gdpr-info.eu/art-36-gdpr/
4	Controller and processor	36	Prior consultation	5	Member States shall consult the supervisory authority during the preparation of a proposal for a legislative measure to be adopted by a national parliament, or of a regulatory measure based on such a legislative measure, which relates to processing.	http://gdpr-info.eu/art-36-gdpr/
4	Controller and processor	36	Prior consultation	6	Notwithstanding paragraph 1, Member State law may require controllers to consult with, and obtain prior authorisation from, the supervisory authority in relation to processing by a controller for the performance of a task carried out by the controller in the public interest, including processing in relation to social protection and public health.	http://gdpr-info.eu/art-36-gdpr/
4	Controller and processor	37	Designation of the data protection officer	1	"The controller and the processor shall designate a data protection officer in any case where
the processing is carried out by a public authority or body, except for courts acting in their judicial capacity
the core activities of the controller or the processor consist of processing operations which, by virtue of their nature, their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or"	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	2	the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to Article 9 or personal data relating to criminal convictions and offences referred to in Article 10.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	3	A group of undertakings may appoint a single data protection officer provided that a data protection officer is easily accessible from each establishment.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	4	Where the controller or the processor is a public authority or body, a single data protection officer may be designated for several such authorities or bodies, taking account of their organisational structure and size.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	5	In cases other than those referred to in paragraph 1, the controller or processor or associations and other bodies representing categories of controllers or processors may or, where required by Union or Member State law shall, designate a data protection officer. 2The data protection officer may act for such associations and other bodies representing controllers or processors.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	6	The data protection officer shall be designated on the basis of professional qualities and, in particular, expert knowledge of data protection law and practices and the ability to fulfil the tasks referred to in Article 39.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	7	The data protection officer may be a staff member of the controller or processor, or fulfil the tasks on the basis of a service contract.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	37	Designation of the data protection officer	8	The controller or the processor shall publish the contact details of the data protection officer and communicate them to the supervisory authority.	http://gdpr-info.eu/art-37-gdpr/
4	Controller and processor	38	Position of the data protection officer	1	The controller and the processor shall ensure that the data protection officer is involved, properly and in a timely manner, in all issues which relate to the protection of personal data.	http://gdpr-info.eu/art-38-gdpr/
4	Controller and processor	38	Position of the data protection officer	2	The controller and processor shall support the data protection officer in performing the tasks referred to in Article 39 by providing resources necessary to carry out those tasks and access to personal data and processing operations, and to maintain his or her expert knowledge.	http://gdpr-info.eu/art-38-gdpr/
4	Controller and processor	38	Position of the data protection officer	3	The controller and processor shall ensure that the data protection officer does not receive any instructions regarding the exercise of those tasks. 2He or she shall not be dismissed or penalised by the controller or the processor for performing his tasks. 3The data protection officer shall directly report to the highest management level of the controller or the processor.	http://gdpr-info.eu/art-38-gdpr/
4	Controller and processor	38	Position of the data protection officer	4	Data subjects may contact the data protection officer with regard to all issues related to processing of their personal data and to the exercise of their rights under this Regulation.	http://gdpr-info.eu/art-38-gdpr/
4	Controller and processor	38	Position of the data protection officer	5	The data protection officer shall be bound by secrecy or confidentiality concerning the performance of his or her tasks, in accordance with Union or Member State law.	http://gdpr-info.eu/art-38-gdpr/
4	Controller and processor	38	Position of the data protection officer	6	The data protection officer may fulfil other tasks and duties. 2The controller or processor shall ensure that any such tasks and duties do not result in a conflict of interests.	http://gdpr-info.eu/art-38-gdpr/
4	Controller and processor	39	Tasks of the data protection officer	1	"The data protection officer shall have at least the following tasks
to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this Regulation and to other Union or Member State data protection provisions
to monitor compliance with this Regulation, with other Union or Member State data protection provisions and with the policies of the controller or processor in relation to the protection of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the related audits
to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to Article 35
to cooperate with the supervisory authority
to act as the contact point for the supervisory authority on issues relating to processing, including the prior consultation referred to in Article 36, and to consult, where appropriate, with regard to any other matter."	http://gdpr-info.eu/art-39-gdpr/
4	Controller and processor	39	Tasks of the data protection officer	2	The data protection officer shall in the performance of his or her tasks have due regard to the risk associated with processing operations, taking into account the nature, scope, context and purposes of processing.	http://gdpr-info.eu/art-39-gdpr/
4	Controller and processor	40	Codes of conduct	1	The Member States, the supervisory authorities, the Board and the Commission shall encourage the drawing up of codes of conduct intended to contribute to the proper application of this Regulation, taking account of the specific features of the various processing sectors and the specific needs of micro, small and medium-sized enterprises.	http://gdpr-info.eu/art-40-gdpr/
4	Controller and processor	40	Codes of conduct	2	"Associations and other bodies representing categories of controllers or processors may prepare codes of conduct, or amend or extend such codes, for the purpose of specifying the application of this Regulation, such as with regard to
fair and transparent processing
the legitimate interests pursued by controllers in specific contexts
the collection of personal data
the pseudonymisation of personal data
the information provided to the public and to data subjects
the exercise of the rights of data subjects
the information provided to, and the protection of, children, and the manner in which the consent of the holders of parental responsibility over children is to be obtained
the measures and procedures referred to in Articles 24 and 25 and the measures to ensure security of processing referred to in Article 32
the notification of personal data breaches to supervisory authorities and the communication of such personal data breaches to data subjects
the transfer of personal data to third countries or international organisations; or"	http://gdpr-info.eu/art-40-gdpr/
4	Controller and processor	40	Codes of conduct	3	out-of-court proceedings and other dispute resolution procedures for resolving disputes between controllers and data subjects with regard to processing, without prejudice to the rights of data subjects pursuant to Articles 77 and 79.	http://gdpr-info.eu/art-40-gdpr/
