id	picture	name	price	authority	date	controller	article_violated	type	source	summary
54	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	582	Czech Data Protection Authority (UOOU)	02/28/2019	Not available	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34466	The data processing was conducted in a way that didn&#8217;t ensure the appropriate security of the data itself. Meaning that anyone could access or alter it in an irreversible way (deletion, destruction).
55	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	3200	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	02/28/2019	Kecskemét Mayor's Office	Art. 5 (1) a) GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.naih.hu/files/NAIH-2019-596-hatarozat.pdf	The fine was issued after the Mayor’s Office unlawfully disclosed personal information related to a whistleblower. The individual complained to the NAIH about his employer. Afterward, the company requested information about the complaint, and the Mayor’s Office “accidentally” released the name of the complainant. The individual was fired as a result.
56	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	27100	Bulgarian Commission for Personal Data Protection (KZLD)	02/26/2019	Telecommunication service provider	Art. 6 GDPR|Art. 5 (1) a) GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/?p=element_view&aid=2180	The complainant was unlawfully and unknowingly been registered for the prepaid services of a telecommunication service provider. The employees had used personal data illegally and without express consent from the subject. Moreover, the signature on the application was found to be incongruent and dissimilar to the subject’s own signature. The identity card number on the prepaid application was also fake.
57	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	776	Czech Data Protection Authority (UOOU)	02/26/2019	Not available	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34469	Not available.
58	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	500	Bulgarian Commission for Personal Data Protection (KZLD)	02/22/2019	Unknown company	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.cpdp.bg/?p=element_view&aid=2177	An employee requested access to his personal data from his employer. The request was partially completed and delayed without justification.
59	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	1560	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	02/20/2019	Unknown company	Art. 5 (1) a) GDPR|Art. 5 (1) c) GDPR	Failure to comply with data processing principles	https://www.naih.hu/files/NAIH-2019-1841_hatarozat.pdf	A data subject requested the erasure of the data processed by a debt collector who requested further personal information to identify the subject. After being provided with said information (place of birth, mother’s maiden name, etc), the debt collector stated that he could not comply with the request. The debt collector invoked the Accountancy Act and other internal policies for why he was obliged to retain backup data copies. The NAIH issued a fine because the data controller had not informed the subject about these policies.
60	https://www.privacyaffairs.com/wp-content/uploads/2019/10/malta.svg	Malta	5000	Data Protection Commissioner of Malta	02/18/2019	Lands Authority	Art. 5 GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.gvzh.com.mt/malta-news/idpc-fines-lands-authority-data-breach/	The Lands Authority had a data breach where 10 GB worth of personal data was publicly accessible on the internet. The data contained sensitive information about data subjects. The Data Protection Commissioner might issue a fine of 25.000 Euros for each of the violations (data breaches).
61	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	1560	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	02/08/2019	A bank	Art. 5 (1) d) GDPR	Failure to comply with data processing principles	https://www.naih.hu/files/NAIH-2019_363_hatarozat.pdf	The bank erroneously sent the subject’s credit card data to another person via SMS. Despite the data subject’s request to erase the data, the bank continued to send SMS messages to that incorrect telephone number. The bank was fined about 0.00016% of the annual net revenue.
62	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	2500	Data Protection Authority of Sachsen-Anhalt	02/05/2019	Private individual	Art. 6 GDPR|Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://www.mz-web.de/merseburg/hunderte-adressen-im-verteiler-merseburger-muss-fuer-wut-mails-ueber-2-000-euro-zahlen-32033308	A private person sent several emails containing the email addresses of several subjects, and each subject could see other recipients of that email. In the person’s mailing list, more than 131 email addresses had been found. He was accused of ten such offenses.
63	https://www.privacyaffairs.com/wp-content/uploads/2019/10/portugal.svg	Portugal	20000	Portuguese Data Protection Authority (CNPD)	02/05/2019	Not available	Art. 15 GDPR	Non-compliance with lawful basis for data processing	https://www.cnpd.pt/bin/decisoes/Delib/DEL_2019_21.pdf	Not available.
64	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	1165	Czech Data Protection Authority (UOOU)	02/04/2019	Car renting company	Art. 5 (1) a) GDPR	Failure to implement sufficient measures to ensure information security	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34465	The company sold a card that was constantly tracked through GPS. The owner found this out and reported it since the company had no information related to this GPS tracking. The Czech Data Protection Authority decreed that this was a violation of Art. 5 (1) of the GDPR, and issued a fine.
65	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	1165	Czech Data Protection Authority (UOOU)	02/04/2019	Credit brokerage	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34467	The company did not process the data using the appropriate security measures required to prevent unlawful alteration or destruction of the data.
66	https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg	France	50000000	French Data Protection Authority (CNIL)	01/21/2019	Google Inc.	Art. 13 GDPR|Art. 14 GDPR|Art. 6 GDPR|Art. 4 GDPR|Art. 5 GDPR	Several	https://www.cnil.fr/en/cnils-restricted-committee-imposes-financial-penalty-50-million-euros-against-google-llc	The French NGO “La Quadrature du Net” and the Austrian organization “None Of Your Business” complained about the creation of a Google account related to the configuration of the Android system in a mobile phone. A fine of 50 million euros was issued because the following principles were not observed: the principle of transparency (Art. 5 GDPR), the sufficiency of information (Art.13 / 14 GDPR), and the presence of legal basis (Art. 6 GDPR).
67	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	500	Bulgarian Commission for Personal Data Protection (KZLD)	01/17/2019	Bank	Art. 6 GDPR|Art. 5 (1) a) GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/?p=element&aid=1195	The bank unlawfully came into possession of personal data related to a student.
68	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	388	Czech Data Protection Authority (UOOU)	01/10/2019	Company	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34464	The employer complained that the former company where he/she worked for refused to delete personal information posted on Facebook. Even after the termination of the employment contract, the company did not delete the personal information of the former employee.
69	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	14000	Cypriot Data Protection Commissioner	01/01/2019	Doctor	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://cyprus-mail.com/2019/10/11/doctor-fined-e14000-for-violating-patient-data-on-instagram/	The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.
70	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	2200	Austrian Data Protection Authority (DSB)	12/20/2018	Private individual	Art. 5 (1) a) GDPR|Art. 5 (1) c) GDPR|Art. 6 (1) GDPR|Art. 13 GDPR	Non-compliance with lawful basis for data processing	https://www.ris.bka.gv.at/Dokumente/Dsk/DSBT_20181220_DSB_D550_037_0003_DSB_2018_00/DSBT_20181220_DSB_D550_037_0003_DSB_2018_00.pdf	A person was fined for having unlawfully filmed public areas using a private CCTV system. The system filmed parking lots, sidewalks, a garden area of a nearby property, and it also filmed the neighbors going in and out of their homes. The video surveillance was found to be unreasonable given the initial purpose of the CCTV system itself. Because it filmed private areas of life without the express consent of the people involved, the subject was fined.
71	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	3200	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	12/18/2018	Not disclosed	Art. 12 (4) GDPR|Art. 15 GDPR|Art. 18 (1) c) GDPR|Art. 13 GDPR	Failure to implement sufficient measures to ensure information security	https://www.naih.hu/files/NAIH-2018-5559-H-hatarozat.pdf	The data subject was not given access to CCTV recordings and was not informed that he could complain to the supervisory authority about the data controller’s refusal to retain the recordings.
72	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	5000	Data Protection Authority of Hamburg	12/17/2018	Kolibri Image Regina und Dirk Maass GbR	Art. 28 (3) GDPR	Failure to collect sufficient data processing consent	https://www.heise.de/newsticker/meldung/DSGVO-5000-Euro-Bussgeld-fuer-fehlenden-Auftragsverarbeitungsvertrag-4282737.html	This fine was apparently withdrawn. The case concerned the Kolibri Image who lodged a complaint that a service provider did not want to sign a processing agreement. Afterward, the Kolibri Image was fined because it didn’t have any processing agreement with the service provider. However, the company argued that the service provider was not a processor, and therefore the fine was unreasonable and unwarranted.
73	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	4800	Austrian Data Protection Authority (DSB)	12/12/2018	Bookmaker	Art. 13 GDPR	Information obligation non-compliance	https://www.dsb.gv.at/documents/22758/116802/Straferkenntnis+DSB-D550.038+0003-DSB+2018.pdf/fb0bb313-8651-44ac-a713-c286d83e3f19	The betting place used a system of video surveillance illegally because it filmed the public space (the sidewalk). Private individuals are not allowed to do this on a large scale like in this case.
74	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	20000	Data Protection Authority of Baden-Wuerttemberg	11/21/2018	Knuddels.de	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.baden-wuerttemberg.datenschutz.de/lfdi-baden-wuerttemberg-verhaengt-sein-erstes-bussgeld-in-deutschland-nach-der-ds-gvo/	A hack revealed the personal data that included email addresses and passwords of around 330,000 users.
75	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	388	Czech Data Protection Auhtority (UOOU)	10/25/2018	Not available	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34468	Not available.
76	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	300	Austrian Data Protection Authority (DSB)	09/27/2018	Private individual	Art. 5 (1) a) GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.ris.bka.gv.at/Dokumente/Dsk/DSBT_20180927_DSB_D550_084_0002_DSB_2018_00/DSBT_20180927_DSB_D550_084_0002_DSB_2018_00.pdf	The car owner used the dash-cam unlawfully.
77	https://www.privacyaffairs.com/wp-content/uploads/2019/10/portugal.svg	Portugal	400000	Portuguese Data Protection Authority (CNPD)	07/17/2018	Hospital	Art. 5 (1) f) GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.cnpd.pt/index.asp	The hospital was found to create fake doctor profiles for the personnel to unlawfully access patient data. The management system found 985 registered doctors when the hospital only had 296 doctors.
78	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	500	Bulgarian Commission for Personal Data Protection (KZLD)	05/12/2018	Bank	Art. 5 (1) b) GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/?p=element_view&aid=2152	The bank was fined 500 EUR for calling a client about the unresolved bills of his neighbor. The client then invoked his right to be forgotten, which the bank ignored at first. Another motion was started, and the client complained to the KZLD. Apparently, the bank hadn’t requested consent from the subject when processing his data.
79	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	18000000	Austrian Data Protection Authority (DSB)	10/23/2019	Austrian Post	Art. 5 (1) a) GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://wien.orf.at/stories/3019396/	The Austrian Post had sold detailed personal profiles of approximately three million Austrians to various companies and political parties. The profiles contained names, addresses, political predilections, and even intimate details.
80	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	80000	Data Protection Authority of Baden-Wuerttemberg	07/30/2019	Unknown	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf	Two companies working in finances didn’t follow the procedure when disposing of personal data.
81	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	80000	Data Protection Authority of Baden-Wuerttemberg	10/17/2019	Unknown	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf	Because of insufficient data security mechanisms, a digital publication accidentally disclosed personal health data related to several subjects.
82	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	14500000	Data Protection Authority of Baden-Wuerttemberg	10/30/2019	Deutsche Wohnen SE	Art. 5 GDPR|Art. 25 GDPR	Failure to comply with data processing principles	https://www.lexology.com/library/detail.aspx?g=1e75e1a5-2bb6-409c-b1dd-239f51bdb2bd	The company collected data from multiple tenants without providing the option to remove that data once it was no longer required. This led to the company retaining personal data of tenants for years (salary statements, social security insurances, health insurances, tax insurances, bank statements). The Berlin Data Commissioner issued a fine of €14,500,000.
83	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	36000	Spanish Data Protection Authority (AEPD)	10/25/2019	Vodafone Espana	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00301-2019_ORI.pdf	Vodafone Espana called the complainant to offer its services but the data subject refused. His personal data had been acquired by the company through his daughter. Despite his refusal, Vodafone Espana provided the services and demanded payment for them. Therefore, the company had unlawfully processed the complainant’s personal data without express consent.
84	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland	220000	Personal Data Protection Office	03/29/2019	Bisnode	Art.14 GDPR	Non-compliance with the right of consent	 https://uodo.gov.pl/decyzje/ZSPR.421.3.2018	The Company failed to observe Art.14 of the GDPR, which states that the data controller must inform the data subject of the processing of personal data. The DPA has stated that Bisnode has three months to notify a total of 6 million people of this.
85	https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg	United Kingdom	100000	Information Commissioner	06/24/2019	EE	Art.14 GDPR	Non-compliance with the right of consent	https://ico.org.uk/action-weve-taken/enforcement/ee-limited/	The Company sent marketing messages to over 2.5 million customers without their consent. The marketing message encouraged data subjects the &#8220;My EE&#8221; app to manage their accounts. Furthermore, the Company sent another batch of marketing messages to other customers afterward.
86	https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg	United Kingdom	0	Information Commissioner	07/10/2019	Driver and Vehicle Licensing Agency (DVLA)	Unknown	Non-compliance (Data Breach)	https://www.autoexpress.co.uk/car-news/consumer-news/91275/dvla-sale-of-driver-details-to-private-parking-firms-looked-at-by	The Company shared personal driver details with other third-parties, including parking firms.
87	https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg	United Kingdom	80000	Information Commissioner	07/16/2019	Life at Parliament View	Data Protection Act 2018	Non-compliance (Data Breach)	https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2019/07/estate-agency-fined-80-000-for-failing-to-keep-tenants-data-safe/	The Company experienced the data breach when it transferred the personal data of 18,610 customers to a partner organization. In doing so, the company allowed anyone to access the personal data because the “Anonymous Authentication” function was switched on. The data breach was active for two years.
88	https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg	United Kingdom	140000	Information Commissioner	02/01/2019	Leave.EU & GoSkippy	Art.14 of the GDPR	Non-compliance with the right of consent	https://www.bbc.com/news/uk-politics-46109883	Leave.EU subscriber emails contained marketing ads related to the GoSkippy services of the Eldon Insurance firm. The data subjects did not give their consent to this, hence the fine issued by the ICO.
89	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	5000	Data Protection Authority	01/23/2019	Small shipping company	Art. 28 of the GDPR	https://dataprivacy.foxrothschild.com/2019/01/articles/european-union/hessian-dpa-fines-shipping-company-for-missing-data-processing-agreement/	The data controller company lacked a data processing agreement with the Spanish service provider.	The data controller company lacked a data processing agreement with the Spanish service provider.
90	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	5000	Spanish Data Protection Authority (AEPD)	01/01/1970	Vodafone Espana	Art. 5 (1) d) GDPR	Failure to comply with processing principles	https://www.aepd.es/resoluciones/PS-00331-2018_ORI.pdf	Vodafone mistakenly charged a customer whose information it disclosed to BADEXCUG, a solvency registry. SETSTI, the Spanish telecommunications and information agency demanded that Vodafone reimburse the client. The AEPD decided that Vodafone had acted erroneously and that it had breached the principle of accuracy. 
91	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	01/01/1970	Gestion De Cobros Yo Cobro SL	Art. 5 (1) f) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00121-2019_ORI.pdf	An online credit agency transferred an undue credit claim to a debt collecting agency, providing the agency with the subject’s email address. However, the debt collecting agency sent emails to the company where the subject worked. This institutional email was accessible by all employees of that company. The online credit agency had not provided these emails.
92	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	27000	Spanish Data Protection Authority (AEPD)	01/01/1970	Vodafone Espana	Art. 5 (1) d) GDPR	Non-compliance with subjects' rights protection safeguards	https://www.aepd.es/resoluciones/PS-00411-2018_ORI.pdf	The data subject had demanded that his data be deleted from the Vodafone records in 2015, which the company agreed to and confirmed. However, he received more than 200 SMS messages in 2018, which Vodafone admitted it was a technical error on their part. They had performed tests, and the data subject’s phone number mistakenly appeared in various customer files. The fine was set at 27.000 Euros since Vodafone admitted to its mistake.
93	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	01/01/1970	ENDESA	Art. 5 (1) f) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00074-2019_ORI.pdf	ENDESA erroneously charged the claimant’s bank account, as the beneficiary of the energy supply company’s services was a third party. Upon request of the claimant that her data be deleted, ENDESA handled the data improperly and mistakenly sent it to the third party. Therefore, the AEPD considered that ENDESA had breached the confidentiality principle. It’s worth noting that the third party had been given a 2-year restraining order regarding the data subject.
94	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	12000	Spanish Data Protection Authority (AEPD)	01/01/1970	Restaurant	Art. 5 (1) a) GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://theword.iuslaboris.com/hrlaw/insights/spain-video-surveillance-and-data-protection-in-the-workplace	The restaurant wanted to sanction an employee using images taken by another employee in the restaurant, to be used as evidence.
95	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	The data controller did not comply with the data subject’s request to access personal data related to audio recordings.
96	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Art. 5 (1) f) GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	Personal data in the form of documents were thrown to the garbage dump, which is an improper method of disposing of such documents.
97	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknwon	Art. 5 (1) f) GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	Improper information security measures in place.
98	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Art. 5 (1) a) GDPR|Art. 6 (1) a) GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	The Data Protection Authority found that the City had published personal data on the official city website in violation of the law, and without asking for the consent of the data subjects. The City had claimed that it was doing this attempting to fulfill the Freedom of Information Act’s premises.
99	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Failure to implement sufficient measures to ensure information security	Art. 32 GDPR	https://www.etrend.sk/ekonomika/gdpr-zacina-hryzt-telekomunikacny-operator-dostal-pokutu-40-tisic-eur.html	The data controller didn’t properly impose the necessary security measures needed to protect personal data.
100	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	500	Data Protection Authority of Hamburg	01/01/1970	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.pingdigital.de/blog/2019/03/29/implodierende-aufsichtsbehoerden/1626	Not available.
101	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	0	Data Protection Authority of Saarland	01/01/1970	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://indd.adobe.com/view/d639298c-3165-4e30-85d8-0730de2a3598	Illegal disclosure of personal data.
102	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	20000	Data Protection Authority of Hamburg	12/01/2018	Unknown	Art. 83 (4) a) GDPR|Art. 33 (1) GDPR|Art. 34 (1) GDPR	Information obligation non-compliance	https://datenschutz-hamburg.de/assets/pdf/27._Taetigkeitsbericht_Datenschutz_2018_HmbBfDI.pdf	A data breach was not notified in time and the affected subjects were not made aware.
103	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	80000	Data Protection Authority of Baden-Wuerttemberg	07/30/2019	Unknown	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf	In a digital publication, health data was accidentally published due to inadequate internal control mechanisms.Due to inadequate internal control mechanisms, health data was made public by a digital publication.
104	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	0	Data Protection Authority of Berlin	10/01/2019	Deutsche Wohnen SE	Art. 5 GDPR|Art. 25 GDPR	Failure to comply with data processing principles	https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20191105-PM-Bussgeld_DW.pdf	Further fines of between €6,000 and €17,000 were issues to the company due to the faulty storage of personal data. See the separate entry about Deutsche Wohnen SE.
105	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	1800	Austrian Data Protection Authority (DSB)	11/01/2018	Restaurant	Unknown	Unknown	https://apps.derstandard.de/privacywall/story/2000092017999/erst-vier-strafen-wegen-dsgvo-seit-mai	CCTV footage was not properly used.
106	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	5000	Cypriot Data Protection Commissioner	03/01/2019	State Hospital	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.agplaw.com/cyprus-gdpr-commissioner-fines-newspaper-and-hospital/	The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.
107	https://www.privacyaffairs.com/wp-content/uploads/2019/10/denmark.svg	Denmark	160000	Danish Data Protection Authority (Datatilsynet)	03/01/2019	Taxa 4x35	Art. 5(1) e) GDPR	Failure to comply with processing principles	https://www.computerworld.dk/art/246918/datatilsynet-melder-foerste-danske-selskab-til-politiet-for-brud-paa-gdpr-kraever-boede-paa-1-2-millioner-kroner	The taxi company was discovered having over 9 million person records that it stored unlawfully. Because the company hadn’t deleted this personal data, the Danish Data Protection Authority issued a fine.
108	https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg	Netherlands	900000	Dutch Supervisory Authority for Data Protection (AP)	10/31/2019	UWV - Insurance provider	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://autoriteitpersoonsgegevens.nl/nl/nieuws/ap-dwingt-uwv-met-sanctie-gegevens-beter-te-beveiligen	The Dutch employee insurance service provider &#8211; &#8220;Uitvoeringsinstituut Werknemersverzekeringen &#8211; UWV did not use multi-factor authentication for accessing the employer web portal. Health and safety services, as well as employers, were able to view and collect data from employees, data to which normally they should not have had access to.
109	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland	47000	Polish National Personal Data Protection Office (UODO)	10/16/2019	ClickQuickNow	Art. 5 GDPR	Failure to comply with processing principles	https://edpb.europa.eu/news/national-news/2019/polish-dpa-withdrawal-consent-shall-not-be-impeded_en	The Company did not have the appropriate organizational measures in place that would allow data subjects to withdraw their consent to the processing of personal data. Moreover, the data subjects also couldn’t easily request the deletion of their personal data.
110	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	12000	Spanish Data Protection Authority (AEPD)	01/21/2019	Madrileña Red de Gas	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/resoluciones/PS-00188-2019_ORI.pdf	The gas company did not have the necessary technical measures in place to verify the identity of the subjects&#8217; data. It was alleged by a third party that the company emailed their information to a third party in regards to a request.
111	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	6000	Spanish Data Protection Authority (AEPD)	10/31/2019	Jocker Premium Invex	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00291-2019_ORI.pdf	Postal advertisements and commercial offers were sent by Jocker Premium Invex to a registrant to a local census, even though the registrant did not consent to receive such advertisements and offers.
112	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	1500	Spanish Data Protection Authority (AEPD)	11/06/2019	Cerrajero Online	Art. 13 GDPR	Information obligation non-compliance	https://www.aepd.es/resoluciones/PS-00266-2019_ORI.pdf	The company collected personal data without accurate information regarding the collection of this data.
113	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	900	Spanish Data Protection Authority (AEPD)	11/07/2019	TODOTECNICOS24H S.L.	Art. 13 GDPR	Information obligation non-compliance	https://www.aepd.es/resoluciones/PS-00268-2019_ORI.pdf	The company TODOTECNICOS24H collected personal data without accurate information regarding the collection of this data.
114	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3000	Spanish Data Protection Authority (AEPD)	11/13/2019	General Confederation of Labour	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00174-2019_ORI.pdf	The General Confederation of Labour emailed personal data of a complainant with the aim of organizing a meeting. This included the name, home address, relationship status, pregnancy status and the date of an ongoing harassment case. The email was sent to around 400 members of the organization with the affected individual&#8217;s consent.
