0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4,state
71.8,d_19870301,24.9,8.3,2,0.5,0,0,3.3,0.3,0,0,0,washington
63.8,d_19870401,35,13,2.7,0.8,0,0,1.2,0,0,0,0,washington
78.3,d_19870501,19.7,6.4,0,0,0,0,2,0.2,0,0,0,washington
32.9,d_19870601,66.7,33.8,5.7,0.1,0,0,0.5,0,0,0,0,washington
70,d_19870701,29.6,4.3,0,0,0,0,0.4,0,0,0,0,washington
43.4,d_19870801,56.6,31.1,5.3,1.6,0.1,0,0,0,0,0,0,washington
51.1,d_19870901,48.3,20.2,3.1,1,0,0,0.6,0,0,0,0,washington
17.2,d_19871001,82.9,65.6,40.2,18.4,6.1,0,0,0,0,0,0,washington
14.3,d_19871101,85.6,74.9,51.7,31.9,7.2,0,0,0,0,0,0,washington
35.5,d_19871201,64.5,53.3,36.6,25.9,6.1,0,0,0,0,0,0,washington
30.2,d_19880101,69.9,56.2,37.2,27.2,12.7,0,0,0,0,0,0,washington
9,d_19880201,91,78.9,53.9,40.4,25.3,0,0,0,0,0,0,washington
14.2,d_19880301,85.7,67,29.7,17.4,2.9,0,0,0,0,0,0,washington
10.3,d_19880401,89.6,70.5,22.3,9.7,1.4,0,0,0,0,0,0,washington
13.2,d_19880501,86.7,57.7,8,1,0,0,0,0,0,0,0,washington
35.9,d_19880601,64,30.4,1.7,0,0,0,0,0,0,0,0,washington
76.5,d_19880701,22.9,3.3,0,0,0,0,0.6,0,0,0,0,washington
78.8,d_19880801,9.3,1.9,0,0,0,0,11.9,1.6,0,0,0,washington
56.2,d_19880901,40.4,25.8,12.4,2.8,0,0,3.6,0.5,0,0,0,washington
36.1,d_19881001,49.8,34.9,17.4,4.9,0,0,14.2,7.2,1.1,0,0,washington
41.8,d_19881101,5.8,1.5,0,0,0,0,52.4,31.3,9.1,2.1,0,washington
75,d_19881201,15,4.3,0,0,0,0,10,1.7,0,0,0,washington
56.3,d_19890101,40,29.2,9.3,2.5,0.1,0,3.7,0.7,0,0,0,washington
34.1,d_19890201,65.9,31.3,3.4,0,0,0,0,0,0,0,0,washington
70.2,d_19890301,28.7,7.1,0,0,0,0,1,0,0,0,0,washington
82.3,d_19890401,16.9,2,0,0,0,0,0.7,0,0,0,0,washington
73.4,d_19890501,8.3,0.7,0,0,0,0,18.3,1,0,0,0,washington
86.8,d_19890601,12.5,1,0,0,0,0,0.6,0,0,0,0,washington
80.4,d_19890701,5.6,0.3,0,0,0,0,14.1,0.2,0,0,0,washington
53.5,d_19890801,37.4,12.3,0,0,0,0,9.1,1.7,0.1,0,0,washington
54.7,d_19890901,30.7,13.8,0.4,0,0,0,14.6,6.9,0.8,0.1,0,washington
32.6,d_19891001,31.8,20.1,2,0,0,0,35.7,11.8,0.1,0,0,washington
73.3,d_19891101,4.4,0,0,0,0,0,22.2,3.5,0,0,0,washington
28.1,d_19891201,71.4,46.4,9.2,0.8,0,0,0.5,0,0,0,0,washington
56.8,d_19900101,40.1,21.4,1.6,0,0,0,3.1,0.1,0,0,0,washington
47,d_19900201,46.6,40.4,25.7,12.6,1.9,0,6.5,0.9,0,0,0,washington
49.7,d_19900301,46.5,37.4,20.8,4.8,0,0,3.8,0.2,0,0,0,washington
52.6,d_19900401,43.3,30.9,7.6,0,0,0,4.1,0.2,0,0,0,washington
61.6,d_19900501,32.4,17.4,0.8,0,0,0,6.1,1.2,0,0,0,washington
46.1,d_19900601,24.1,10.5,0,0,0,0,29.7,13.6,1.1,0,0,washington
46.2,d_19900701,19.3,6.1,0.2,0,0,0,34.6,18.2,2.3,0.2,0,washington
50.3,d_19900801,3.7,0.2,0,0,0,0,46,27.7,6.6,1.8,0,washington
36.2,d_19900901,0.1,0,0,0,0,0,63.7,45.8,18.5,5.7,0.1,washington
30.5,d_19901001,0.4,0,0,0,0,0,69.1,47.4,11.8,2,0,washington
30.1,d_19901101,3.5,0.5,0,0,0,0,66.5,44.9,22.8,16.9,4.7,washington
31.6,d_19901201,7.2,2.3,0,0,0,0,61.3,44.5,22.7,17,9.4,washington
39.7,d_19910101,16.2,10.7,1.6,0,0,0,44.1,31.9,17.4,12.1,5.1,washington
31.2,d_19910201,36.6,27.2,13.2,6.6,1.3,0,32.1,25.8,15.8,11.2,4.4,washington
36.8,d_19910301,32.9,18.2,3.3,0.4,0,0,30.3,20,12.2,6.4,0.9,washington
25.5,d_19910401,38.4,26.9,3.2,0.1,0,0,36.2,28.6,16.8,11,3.6,washington
33.9,d_19910501,30,17,6.7,3,0,0,36.3,27.7,15.6,9.7,2.3,washington
45.6,d_19910601,8.1,2.4,0,0,0,0,46.2,36.2,20.2,14,6.4,washington
49.1,d_19910701,13.4,4.9,0.1,0,0,0,37.5,26.2,12.6,6.2,0.8,washington
68.9,d_19910801,4.7,0.5,0,0,0,0,26.5,10.3,0.4,0,0,washington
78.7,d_19910901,2.3,0.2,0,0,0,0,19,4.1,0.1,0,0,washington
73.9,d_19911001,2.9,0.8,0,0,0,0,23.2,6.9,0.6,0.1,0,washington
51.1,d_19911101,1.2,0,0,0,0,0,47.7,29.2,8.4,1.6,0.6,washington
80.2,d_19911201,6.7,0.2,0,0,0,0,13,2.9,1,0.6,0,washington
71.3,d_19920101,19.7,4.4,0,0,0,0,9,3.1,0.8,0.4,0,washington
56.6,d_19920201,41.3,10.6,0.1,0,0,0,2.1,0.3,0,0,0,washington
15.3,d_19920301,84.7,68,17.2,4.1,1.7,0,0,0,0,0,0,washington
28.2,d_19920401,70.1,48.6,7.9,2.6,0,0,1.6,0,0,0,0,washington
13.4,d_19920501,86.6,74.7,28.6,8.4,1.2,0,0,0,0,0,0,washington
33.3,d_19920601,65.3,43.7,9.7,2.3,0.2,0,1.4,0,0,0,0,washington
44.6,d_19920701,38.2,19,1,0.1,0,0,17.1,6.1,0,0,0,washington
38.4,d_19920801,56.7,43.6,14.6,3.5,0.2,0,5,0.1,0,0,0,washington
43.2,d_19920901,39.3,25.6,3.8,0.2,0,0,17.4,4.5,0,0,0,washington
24.9,d_19921001,56.8,46.8,21.1,10.6,2.4,0,18.2,8.1,0.1,0,0,washington
32.2,d_19921101,48.6,27.8,8.1,0.1,0,0,19,9.4,0.5,0,0,washington
44.9,d_19921201,25.2,10,0,0,0,0,29.9,17.9,3.3,1.3,0,washington
33.1,d_19930101,50.5,34.8,15.4,7.4,0,0,16.5,6.7,1.1,0.2,0,washington
26.9,d_19930201,51.1,44.5,29,16.4,6.4,0,22.1,10.9,2,0.6,0,washington
30.6,d_19930301,53.7,46.7,28.9,13.9,0.5,0,15.6,6.3,0.6,0,0,washington
39.7,d_19930401,49.5,41.3,17.4,1,0,0,10.8,2.9,0,0,0,washington
43.3,d_19930501,45.4,34.4,5.1,0,0,0,11.2,1.1,0,0,0,washington
40,d_19930601,41.1,29.1,1.4,0,0,0,18.9,2.8,0.1,0,0,washington
32.3,d_19930701,25.8,9.5,0,0,0,0,41.8,30.4,10.3,1.8,0.2,washington
28.3,d_19930801,29.8,16,0,0,0,0,41.8,28.4,9.5,1.8,0,washington
30.2,d_19930901,34.5,22.9,2.2,0.2,0,0,35.2,26.8,7.5,1,0,washington
33.6,d_19931001,34.8,21.2,1.4,0,0,0,31.7,20.7,4,0.4,0,washington
45.3,d_19931101,37.3,15.5,0,0,0,0,17.3,7.8,0.3,0,0,washington
38.9,d_19931201,41.8,20.5,2.3,0.9,0,0,19.4,12.2,3.1,0.1,0,washington
26.9,d_19940101,69.2,56.5,32.2,11.5,1.1,0,3.9,0.3,0,0,0,washington
18.1,d_19940201,75,63.4,21.4,5.8,0.2,0,6.9,2.6,0.1,0,0,washington
15.3,d_19940301,84,76.1,51.9,21.1,3,0,0.7,0.3,0,0,0,washington
1.8,d_19940401,98.2,91.2,69,47.6,10.9,0,0,0,0,0,0,washington
1.6,d_19940501,98.5,90.6,59.2,39.6,7.3,0,0,0,0,0,0,washington
5.4,d_19940601,94.6,81.5,42.9,13.7,0.8,0,0,0,0,0,0,washington
10.5,d_19940701,89.5,70.8,25.1,6,0.1,0,0,0,0,0,0,washington
42.8,d_19940801,56.6,31.9,8,1.2,0,0,0.5,0,0,0,0,washington
25.1,d_19940901,74.7,45.5,15,3.3,0,0,0,0,0,0,0,washington
61.3,d_19941001,20.3,4.6,0.2,0,0,0,18.3,5.6,0,0,0,washington
80.8,d_19941101,3.6,0.8,0,0,0,0,15.6,2.5,0,0,0,washington
50,d_19941201,1,0,0,0,0,0,49,14.7,0.1,0,0,washington
40.8,d_19950101,1.9,0.5,0,0,0,0,57.3,38.2,8.2,1.5,0,washington
42.4,d_19950201,0.8,0,0,0,0,0,56.7,27.6,0.2,0,0,washington
28.5,d_19950301,0.6,0.2,0,0,0,0,70.8,48,15.1,2.7,0,washington
23.4,d_19950401,0.7,0.2,0,0,0,0,75.9,56.3,25.6,9.5,1.3,washington
24.7,d_19950501,0.8,0.3,0,0,0,0,74.6,55.9,19.9,5,1.3,washington
20.3,d_19950601,1.1,0.5,0,0,0,0,78.6,63.9,44.1,20.7,2.1,washington
28.7,d_19950701,1.3,0.4,0,0,0,0,70,56.7,32.5,12.6,1.6,washington
27.3,d_19950801,1.6,0.3,0,0,0,0,71.1,55.3,31.5,12.2,3.1,washington
30.7,d_19950901,6.2,2.1,0.1,0,0,0,63.2,53.3,41.1,25.9,7.8,washington
25.4,d_19951001,0,0,0,0,0,0,74.6,51.3,22.9,10.4,1,washington
1.1,d_19951101,0,0,0,0,0,0,98.8,95.4,56.9,27.8,5,washington
7.2,d_19951201,0,0,0,0,0,0,92.8,80.7,46,22.8,3.6,washington
9.7,d_19960101,0,0,0,0,0,0,90.3,81.1,45.1,19.3,1.3,washington
1.5,d_19960201,0,0,0,0,0,0,98.5,93.9,72.3,49,19.2,washington
10,d_19960301,0,0,0,0,0,0,89.9,79.1,51.7,31.7,4.3,washington
3.8,d_19960401,0,0,0,0,0,0,96.2,89.3,63.8,38.9,15.2,washington
1.5,d_19960501,0,0,0,0,0,0,98.5,93.4,72.2,44.9,18.7,washington
2.4,d_19960601,0,0,0,0,0,0,97.5,91.6,58.4,38.7,15.7,washington
3.1,d_19960701,0,0,0,0,0,0,96.9,88.7,52.6,31.4,8.3,washington
21.1,d_19960801,0,0,0,0,0,0,78.9,64.9,22,8.5,0.3,washington
21.1,d_19960901,0.3,0,0,0,0,0,78.6,56.3,20.6,11.6,2,washington
9.1,d_19961001,0.3,0,0,0,0,0,90.6,78.2,42.8,18.3,5.3,washington
26.5,d_19961101,1.2,0.1,0,0,0,0,72.3,52.8,17.9,3.6,0,washington
0,d_19961201,0,0,0,0,0,0,99.9,99.4,83.4,69.6,39.5,washington
0.1,d_19970101,0,0,0,0,0,0,99.9,95.4,67.5,48.3,18.7,washington
4.6,d_19970201,0,0,0,0,0,0,95.4,76.5,40.6,22.2,4.6,washington
0,d_19970301,0,0,0,0,0,0,100,96.9,74.8,55.3,19.5,washington
0,d_19970401,0,0,0,0,0,0,99.9,98.5,82.4,65.9,29,washington
0,d_19970501,0,0,0,0,0,0,100,99.3,86.8,71.5,34,washington
0,d_19970601,0,0,0,0,0,0,100,99.6,91.2,79.3,45,washington
0,d_19970701,0,0,0,0,0,0,100,99.5,90.4,72.1,35.4,washington
0.1,d_19970801,0,0,0,0,0,0,99.8,98.6,88.2,67.5,37.2,washington
12.5,d_19970901,0.1,0,0,0,0,0,87.5,70.4,47.4,39,28.1,washington
1.4,d_19971001,0,0,0,0,0,0,98.7,89.2,57,48.3,40.5,washington
1.4,d_19971101,0,0,0,0,0,0,98.7,84,47.8,37.3,24.8,washington
48.2,d_19971201,0.9,0,0,0,0,0,50.9,33.2,8.5,2.8,0,washington
36.8,d_19980101,0.1,0,0,0,0,0,63.1,39.3,11.4,3.3,0.1,washington
38.3,d_19980201,0.4,0,0,0,0,0,61.3,38.5,8.7,2.6,0,washington
45.3,d_19980301,1.5,0.1,0,0,0,0,53.2,33.1,3.8,0.3,0,washington
57.8,d_19980401,5.2,1,0,0,0,0,36.9,15.3,2.3,0,0,washington
46.9,d_19980501,1.3,0.2,0,0,0,0,51.9,28.7,12.7,7.7,3.3,washington
60.5,d_19980601,5.2,0.9,0,0,0,0,34.3,21.9,10.5,5.9,1.6,washington
44.3,d_19980701,25.5,12.4,1.2,0.2,0,0,30.2,17.9,9.4,4.9,0.6,washington
45.2,d_19980801,21.4,9.6,0.4,0,0,0,33.4,20.7,12.2,7.8,1.1,washington
33,d_19980901,21,13.2,3,0.3,0,0,45.8,37.5,19.4,13,4.4,washington
31.5,d_19981001,40.4,30.7,18.9,10.1,3,0,28.1,19.5,9.9,3.5,0,washington
57.9,d_19981101,5.9,0.1,0,0,0,0,36.2,23.3,9.4,5.2,0.4,washington
24.7,d_19981201,0.6,0,0,0,0,0,74.8,50.6,16.6,8.9,3,washington
13.5,d_19990101,0,0,0,0,0,0,86.4,72.4,30.4,10.6,1,washington
12.2,d_19990201,0.2,0,0,0,0,0,87.7,77.3,45.4,26.4,10.3,washington
14.7,d_19990301,0,0,0,0,0,0,85.2,74.9,42.1,26,12.2,washington
25.9,d_19990401,4.5,1,0,0,0,0,69.6,55.6,30.2,19.3,8.8,washington
27.2,d_19990501,3,0.5,0,0,0,0,69.8,57.9,37.3,24.9,12.8,washington
24,d_19990601,5.4,1.2,0,0,0,0,70.6,60.6,45.7,32.5,19.3,washington
21.5,d_19990701,2.7,0.6,0,0,0,0,75.8,64.1,52.1,41.6,25.2,washington
22.3,d_19990801,6.4,4,0.9,0,0,0,71.2,60.9,44.9,31.9,16.7,washington
34.1,d_19990901,18.2,12.2,5.1,1.3,0,0,47.7,37.5,19.7,12,4.7,washington
40.1,d_19991001,19.1,11.7,3.4,0.6,0,0,40.7,28.9,8.8,5.3,2.1,washington
46.3,d_19991101,41.1,33.1,16.6,10.2,4.6,0,12.5,5.3,0.7,0,0,washington
42.8,d_19991201,42.1,30.9,17.4,11,2.2,0,15,6.4,0,0,0,washington
50.8,d_20000101,26.8,16.2,3,0.3,0,0,22.5,7.7,0,0,0,washington
79.6,d_20000201,12.3,2.5,0.1,0,0,0,8.2,1.1,0,0,0,washington
86.4,d_20000301,1.7,0.2,0,0,0,0,11.9,0.5,0,0,0,washington
83.7,d_20000401,2.5,0.3,0,0,0,0,13.8,0.5,0,0,0,washington
74.9,d_20000501,7,1.5,0,0,0,0,18.1,1.1,0,0,0,washington
56.3,d_20000601,5.2,1.3,0,0,0,0,38.5,17,0,0,0,washington
53.9,d_20000701,3.8,1.4,0,0,0,0,42.3,18.5,0,0,0,washington
59.4,d_20000801,15.2,5.7,0.9,0,0,0,25.4,10.5,0.1,0,0,washington
51.2,d_20000901,19,7,0.5,0,0,0,29.8,18.8,4.3,0.4,0,washington
41.6,d_20001001,35.3,16.7,1.8,0.4,0,0,23.2,12.9,3,0.3,0,washington
30.6,d_20001101,60.7,48.3,18.3,8.3,0.7,0,8.8,2.4,0,0,0,washington
17.9,d_20001201,82.2,71.5,50.6,29,5.4,0,0,0,0,0,0,washington
9.3,d_20010101,90.7,85.5,71.8,54.8,24.1,0,0,0,0,0,0,washington
3.1,d_20010201,97,93.4,86.7,78.3,59.7,0,0,0,0,0,0,washington
5,d_20010301,95,91.2,83.1,70.5,52.3,0,0,0,0,0,0,washington
9,d_20010401,91.1,86.5,74.8,66.2,45.3,0,0,0,0,0,0,washington
8.8,d_20010501,91.1,86.5,73.7,62.6,40.3,0,0,0,0,0,0,washington
5.8,d_20010601,94.3,88.7,71,55.1,34.5,0,0,0,0,0,0,washington
2.5,d_20010701,97.5,90.6,71.3,55.5,36.1,0,0,0,0,0,0,washington
3.3,d_20010801,96.7,87.7,61.5,38,6.8,0,0,0,0,0,0,washington
7,d_20010901,93,82.9,52.3,28.4,4.5,0,0,0,0,0,0,washington
46.2,d_20011001,53,20,0.6,0,0,0,0.8,0,0,0,0,washington
68.7,d_20011101,2.5,0,0,0,0,0,28.8,7.7,0.2,0,0,washington
55.9,d_20011201,0.4,0,0,0,0,0,43.7,22.4,2.8,0.1,0,washington
51.4,d_20020101,6.7,1.6,0,0,0,0,41.9,30.6,4.2,0.7,0.1,washington
57.3,d_20020201,2.8,0.1,0,0,0,0,39.9,25.8,2.3,0.3,0,washington
51.4,d_20020301,9.6,2.3,0,0,0,0,39,19,1.3,0.1,0,washington
48.5,d_20020401,9.9,2.1,0.2,0,0,0,41.5,25.9,3.8,0.1,0,washington
51.6,d_20020501,9,1.5,0.2,0,0,0,39.4,17.2,2.6,0.1,0,washington
48.5,d_20020601,6.1,1.6,0,0,0,0,45.4,27.5,6.3,1.1,0,washington
45.6,d_20020701,16.4,3.3,0.4,0,0,0,38,20.1,2.6,0.1,0,washington
41.3,d_20020801,39.3,27.2,4.9,0.3,0,0,19.4,9.6,1.8,0.3,0,washington
38.8,d_20020901,52,42.9,27.5,13.1,2.4,0,9.2,5.6,0.7,0,0,washington
9,d_20021001,90.9,81.4,48.2,29.2,11.5,0,0,0,0,0,0,washington
0.1,d_20021101,99.9,98.2,72,43.2,11.5,0,0,0,0,0,0,washington
19.9,d_20021201,79.2,63.9,36,12.3,2.5,0,0.9,0.1,0,0,0,washington
42.6,d_20030101,47.8,37.5,9.2,2.7,0,0,9.7,3.1,0,0,0,washington
37.9,d_20030201,52.6,43.8,23.3,6.4,0.8,0,9.6,1.7,0,0,0,washington
57.7,d_20030301,37.1,14,2.2,1.1,0,0,5.1,0.5,0,0,0,washington
45.5,d_20030401,25,9,1.2,0.1,0,0,29.5,7,0.3,0,0,washington
51.8,d_20030501,25.6,9.3,0.7,0,0,0,22.6,3.7,0,0,0,washington
59,d_20030601,26.1,9.7,1,0.2,0,0,14.8,1.7,0,0,0,washington
66.4,d_20030701,9.5,2.8,0.2,0,0,0,24.2,6.6,0,0,0,washington
53.9,d_20030801,3.3,1.1,0,0,0,0,42.7,19.7,5.5,0.5,0,washington
78.7,d_20030901,10.8,4.1,0.3,0,0,0,10.5,0.7,0,0,0,washington
38.6,d_20031001,45.7,31.7,6,0.6,0,0,15.7,9.2,1.2,0.1,0,washington
26.6,d_20031101,44.6,35.8,19.1,3.8,0,0,28.9,22.8,11.6,5.3,1.1,washington
38,d_20031201,54.5,32.4,7.2,0,0,0,7.4,2,0,0,0,washington
38.6,d_20040101,58.6,41.4,22.5,12.9,3.7,0,2.8,0.6,0,0,0,washington
44.6,d_20040201,55.2,34.1,15.6,7,0.1,0,0.2,0,0,0,0,washington
50.6,d_20040301,48.6,25.5,7.8,1.2,0,0,0.7,0,0,0,0,washington
46.2,d_20040401,53.4,23.9,3.5,0.5,0,0,0.5,0,0,0,0,washington
74.4,d_20040501,22.9,5.2,0,0,0,0,2.8,0.3,0,0,0,washington
73.1,d_20040601,19.5,6.4,0,0,0,0,7.4,1.3,0,0,0,washington
37,d_20040701,55.6,27.9,0.6,0,0,0,7.5,2.7,0,0,0,washington
46.1,d_20040801,28.6,19.6,3,0.5,0,0,25.3,16.5,5.7,2.4,0,washington
62.5,d_20040901,15.7,5.5,0.1,0,0,0,21.7,10.8,1.5,0,0,washington
63.4,d_20041001,14,3.2,0,0,0,0,22.6,10.9,0.4,0,0,washington
63.2,d_20041101,28.9,12.3,0.2,0,0,0,7.9,3.6,0.4,0,0,washington
54,d_20041201,37.8,13.7,0,0,0,0,8.3,4.4,0.3,0,0,washington
49.4,d_20050101,41.1,14.7,0.7,0,0,0,9.5,5.3,1,0,0,washington
13.1,d_20050201,84.9,74.5,36,10.6,1.2,0,2,0.5,0,0,0,washington
13.8,d_20050301,83.2,70.5,23.2,8.4,0.6,0,3,1,0,0,0,washington
18.5,d_20050401,77.2,56.6,14,4.4,0,0,4.4,2.3,0.1,0,0,washington
21.6,d_20050501,77.2,50.4,10.9,1.8,0,0,1.2,0.4,0,0,0,washington
25.3,d_20050601,73.6,58.1,17.2,4.8,0,0,1.2,0.2,0,0,0,washington
20.7,d_20050701,78.4,62.3,27.2,8.7,0.3,0,0.9,0,0,0,0,washington
33.6,d_20050801,66.3,46.4,9.9,2.6,1.2,0,0.2,0,0,0,0,washington
37.9,d_20050901,62.2,37.1,5.4,2,0.5,0,0,0,0,0,0,washington
80.5,d_20051001,18.3,7.2,0.4,0,0,0,1.2,0,0,0,0,washington
57.6,d_20051101,2.6,0.1,0,0,0,0,39.8,11.2,0,0,0,washington
45.6,d_20051201,2.4,0.3,0,0,0,0,51.9,24.6,4.5,0.4,0,washington
8.9,d_20060101,0,0,0,0,0,0,91,75.6,36.8,17,2.4,washington
23.8,d_20060201,0.9,0.1,0,0,0,0,75.3,48.2,7.3,0.7,0,washington
33.9,d_20060301,1,0.6,0,0,0,0,65.1,36.6,7.5,1.1,0,washington
39.8,d_20060401,0.1,0,0,0,0,0,59.9,44.9,14.1,3.4,0.3,washington
31.6,d_20060501,0,0,0,0,0,0,68.4,48,21.9,5,0,washington
25.7,d_20060601,0,0,0,0,0,0,74.3,54.5,36,16.1,3,washington
34.1,d_20060701,0.1,0,0,0,0,0,65.7,51.4,24.3,7.4,1.2,washington
30,d_20060801,0.2,0,0,0,0,0,69.8,48.9,19.2,8.6,1.5,washington
40.4,d_20060901,0.3,0,0,0,0,0,59.3,35.3,5.3,0.4,0,washington
45.1,d_20061001,50.7,42.5,30.4,20,9.5,0,4.2,0.2,0,0,0,washington
33.4,d_20061101,0.3,0,0,0,0,0,66.3,31.7,2.4,0.2,0,washington
18.7,d_20061201,0.6,0,0,0,0,0,80.7,56,11.7,1.7,0,washington
48.9,d_20070101,0.9,0,0,0,0,0,50,22.9,1.9,0,0,washington
56.4,d_20070201,1.7,0,0,0,0,0,42,14.4,1.3,0.2,0,washington
51.1,d_20070301,7,0.9,0,0,0,0,41.8,22.9,0.6,0,0,washington
54.3,d_20070401,7.5,2.1,0,0,0,0,38.2,21.1,0.8,0,0,washington
54.9,d_20070501,6.5,1.9,0,0,0,0,38.6,22.9,1.6,0.1,0,washington
52.9,d_20070601,4.6,0.9,0.3,0,0,0,42.5,25.3,3.2,0.2,0,washington
41.4,d_20070701,8.1,0.9,0.5,0.1,0,0,50.5,38.9,18.4,7.3,0.3,washington
51,d_20070801,42.5,24.5,4.8,2.1,0.8,0,6.5,1.4,0,0,0,washington
25.4,d_20070901,68.3,55.2,23,9.2,2.5,0,6.2,3.4,1.2,0.1,0,washington
44.7,d_20071001,47.8,25.8,4.4,1.4,0.8,0,7.6,4.2,1.1,0,0,washington
32.1,d_20071101,65.7,44.5,16.6,4.8,0.2,0,2.2,1,0,0,0,washington
54.7,d_20071201,42.7,19.8,0.2,0,0,0,2.6,0.1,0,0,0,washington
71.9,d_20080101,23.6,3.9,0,0,0,0,4.5,0.5,0,0,0,washington
67.6,d_20080201,29.3,10.3,0.1,0,0,0,3.2,0.2,0,0,0,washington
70.2,d_20080301,26.5,9.1,1.3,0,0,0,3.3,0.1,0,0,0,washington
59.8,d_20080401,37.8,17.9,2.1,0.1,0,0,2.5,0.1,0,0,0,washington
58.3,d_20080501,40.1,21.8,2.7,0.2,0,0,1.6,0,0,0,0,washington
59.1,d_20080601,36.9,20.1,4.1,1.9,0,0,3.9,0.1,0,0,0,washington
51.7,d_20080701,47.2,28.1,7.5,2.8,0.2,0,1,0,0,0,0,washington
57.3,d_20080801,24.2,16.1,7,3.2,1.2,0,18.5,6.4,0.1,0,0,washington
34.3,d_20080901,65.5,44.7,19.8,9.6,3.9,0,0.4,0,0,0,0,washington
15.7,d_20081001,84.3,67.7,36.8,22,10.9,0,0.1,0,0,0,0,washington
36.3,d_20081101,60.8,40.9,16.5,10,4.2,0,2.9,1,0,0,0,washington
36,d_20081201,62.8,36.6,10.9,6.4,0.8,0,1.2,0.6,0,0,0,washington
50.1,d_20090101,46.4,27.2,10,4.3,0.9,0,3.4,0.9,0.1,0,0,washington
37.2,d_20090201,62.1,36.6,7.1,2.3,0,0,0.7,0.1,0,0,0,washington
48.3,d_20090301,46.6,26.9,3.3,0.3,0,0,5.1,0.6,0,0,0,washington
49.9,d_20090401,43.4,22.9,3.4,0.1,0,0,6.7,3.4,0.1,0,0,washington
47.2,d_20090501,46.4,25,3.8,1,0,0,6.5,2.7,0.1,0,0,washington
49.1,d_20090601,42.7,24.9,3.2,0.9,0,0,8.1,4,0.1,0,0,washington
54.9,d_20090701,32.9,15.3,3.4,1,0,0,12.1,7,2.6,0.6,0,washington
43.7,d_20090801,43,26,8.8,3.4,1.6,0,13.4,9.3,5.1,3.4,0.8,washington
49.1,d_20090901,42.9,30.7,7.1,2.7,0.2,0,8,4.5,0.9,0,0,washington
65.2,d_20091001,18.8,8.9,1.3,0,0,0,16,7.1,0.6,0,0,washington
45.8,d_20091101,9,3.7,0.8,0.3,0,0,45.2,27.8,7.5,2.6,0.3,washington
56.8,d_20091201,32.5,14.5,2.3,1.3,0.5,0,10.7,3.1,0.1,0,0,washington
64.6,d_20100101,21.8,6,1.3,0.6,0,0,13.6,4.5,1.2,0.3,0,washington
58,d_20100201,37.2,14.3,0,0,0,0,4.7,1.7,0.4,0,0,washington
62.4,d_20100301,31.4,12.9,0.2,0,0,0,6.2,2.1,0.5,0,0,washington
74,d_20100401,17.1,4,0,0,0,0,8.8,3,1.4,0.7,0,washington
61.4,d_20100501,5,0.7,0,0,0,0,33.4,10,1.9,1.4,0.5,washington
37.5,d_20100601,0.3,0,0,0,0,0,62.2,35.4,2.8,1.5,0.6,washington
57.2,d_20100701,6.3,0.7,0,0,0,0,36.4,9.5,1.2,0.6,0,washington
46,d_20100801,15.8,8.4,0.7,0.5,0.1,0,38.3,20.1,1.5,0.1,0,washington
21.9,d_20100901,0.4,0.1,0,0,0,0,77.8,59.6,26,10.1,2.1,washington
14.8,d_20101001,0,0,0,0,0,0,85.2,68.8,32.2,10.8,0.8,washington
8.1,d_20101101,0,0,0,0,0,0,92,71,25.6,8.5,0.1,washington
1.6,d_20101201,0,0,0,0,0,0,98.5,88,43.9,23.9,9.3,washington
5.9,d_20110101,0,0,0,0,0,0,94.1,74.7,26.9,11,3,washington
39.2,d_20110201,0.5,0,0,0,0,0,60.2,29.4,2.9,0.4,0,washington
20.3,d_20110301,0.1,0,0,0,0,0,79.6,51.9,6.8,1.1,0,washington
12,d_20110401,0,0,0,0,0,0,88,68.6,23.4,6.2,0.4,washington
1.8,d_20110501,0,0,0,0,0,0,98.1,93.7,54.3,22.3,3.1,washington
4.5,d_20110601,0,0,0,0,0,0,95.5,81.6,29.2,11.3,0.4,washington
8.6,d_20110701,0.1,0,0,0,0,0,91.4,75,27.3,10.6,1.8,washington
11.2,d_20110801,0,0,0,0,0,0,88.8,72.5,32,13.8,2.8,washington
31.5,d_20110901,0.4,0.1,0,0,0,0,68.1,49.2,21.8,7.9,2.1,washington
24.7,d_20111001,0.2,0,0,0,0,0,75.1,61.1,17.6,4.2,0,washington
25.9,d_20111101,0.3,0,0,0,0,0,73.8,55,11.1,2.3,0,washington
65.7,d_20111201,33.6,16.9,2.7,0,0,0,0.7,0,0,0,0,washington
49.7,d_20120101,50.2,30.1,7.7,2.5,0,0,0,0,0,0,0,washington
21,d_20120201,79.1,60.4,30.1,18.8,7.9,0,0,0,0,0,0,washington
71.5,d_20120301,25.5,15.6,6.3,2.5,1,0,2.9,0,0,0,0,washington
73.8,d_20120401,15.3,7.1,2,0.5,0,0,10.9,1.9,0,0,0,washington
69.1,d_20120501,14.7,6.2,2,0.4,0,0,16.3,4.4,0,0,0,washington
47.3,d_20120601,1.9,0.3,0,0,0,0,50.8,29.7,11.6,5,1.2,washington
36,d_20120701,0.7,0.3,0,0,0,0,63.2,41.2,16.9,10.4,2.7,washington
33.6,d_20120801,0.5,0.2,0,0,0,0,65.9,43.9,19.1,11.7,2.3,washington
9.9,d_20120901,0,0,0,0,0,0,90.1,69.4,31.7,18.4,6.5,washington
