acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1007787,4/5/2013,CA,Santa Cruz,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Hanglider ride,Cliffhanger,Dartron Industries,1,15,M,Restraint bar came down on patron's arm.,"Arm injury, no fracture",,Load/Unload: hit or pinched by restraint,,,,
1007850,4/6/2013,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,42,F,Patron complained of right flank pain after restraint was pushed down.,Right flank pain,,Restraint too tight,,,,
1003783,4/6/2013,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,Swiss Bob,Intamin AG,1,45,,Guest slipped off seat,Contusion to tailbone,,"Fall: patron fell from seat, but not carrier",,,,
1000928,4/6/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,14,M,14 year old male patron was on the knee ski when he rode to close to an obstacle and hit his face on the jump.,Laceration to face,,Impact: hit something in participatory attraction,,,,
1000513,4/6/2013,FL,DAYTONA BEACH,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,74,F,74 year old female patron ran into a section of the track barrier while operating her go kart.,Fractured ankle,,Collision: go-kart or bumper car hit stationary object,,,,
1000245,4/6/2013,FL,JACKSONVILLE,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,,M,Male patron spun out around a curve impacting another kart on the track.,Neck pain,,Collision: patron-controlled vehicles,,,,
1007851,4/7/2013,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,Vekoma,1,11,F,"During the final drop, patron stated she struck her back against the seat. Paramedics transported her to the hospital.",Back injury,,Impact: hit something within ride vehicle,,,,
1005504,4/7/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Body slide,body slide,,1,6,M,,,,Unknown (not enough info),,,,
1005503,4/7/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Body slide,body slide,,1,5,M,Dad stated patron was going down slide and hit his head on the side of the slide.,Contusion to forehead,,Impact: hit something in participatory attraction,,,,
1005502,4/7/2013,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Reverchon,1,13,M,Patron was getting into the bumper car when he tripped and landed on his left wrist.,Left wrist pain,,Load/Unload: scrape or stumble,,,,
1005038,4/7/2013,OK,,P,Oklahoma Dept. of Labor,Carnival or rental,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,,1,18,F,"While going through the boot camp challenge, the patron rolled and landed on her ankle wrong. &nbsp;She was in the ballpit area. Could be caused by rolling off a ball out from under her foot.",Possible fractured ankle,,Awkward landing,,,,
1000403,4/10/2013,FL,DAYTONA BEACH,F,Florida Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,16,M,16 year old male patron was adjusting himself in the seat while seated in the pit area when his hand slipped causing his finger to become caught between the fiberglass and the motor.,Laceration to finger,,Entrapment or pinch-point,,,,
1007786,4/11/2013,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Enterprise,Enterprise,Schwarzkopf  Rides,1,13,,Patron experienced lower neck and head pain after riding the attraction.,"Lower neck and head pain, transported to hospital",,Body pain (normal motion),,,,
1003451,4/11/2013,TX,Cedar Hill,F,Texas Dept. of Insurance,Family entertainment center,recreation,go-kart,Go-kart,go kart,Pacer,1,13,M,"Go cart struck railing, drivers right ankle came in contact with railing",Broken bone in right ankle,,Collision: go-kart or bumper car hit stationary object,,,,
1003101,4/11/2013,NJ,,P,New Jersey Dept. of Community Affairs,Carnival or rental,amusement ride,other attraction,Walk-through,Castlemania,Childress,1,4,M,"Witness said that they saw patron walking back up into the slide tube part of the ride, and hit his nose and mouth.",Facial injuries,,Impact: hit something in participatory attraction,,,,
1007861,4/12/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Car ride,car ride,In-house,1,64,F,Patron stated she was getting into the vehicle and she did not lift her leg up high enough due to the skirt she was wearing. She fell into the vehicle.,"Elbow, lower back and buttock pain",,Load/Unload: scrape or stumble,,,,
1007855,4/12/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,vertical drop,Drop tower,drop tower,In-house,1,61,F,"Patron stated she vomited, was dizzy and had a headache after riding.","Vomiting, dizziness, headache",,Illness or neurological symptoms,,,,
1003453,4/12/2013,TX,Englewood,F,Texas Dept. of Insurance,Family entertainment center,recreation,challenge activity,Climbing wall,climbing wall,,1,7,M,Came down hard on wall. Operator caught him on the way down.,Injury to foot &amp; leg,,Fall: patron fell from device (participatory),,,,
1007857,4/13/2013,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,Vekoma,1,34,F,"During final drop, patron stated that her son grabbed and pulled her down.","Injuries not described, patron transported to hospital",,Unknown (not enough info),,,,
1007856,4/13/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,vertical drop,Drop tower,drop tower,In-house,1,61,F,Patron stated she had difficultly breathing before and after riding.,Difficulty breathing,,Illness or neurological symptoms,,,,
1005507,4/13/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Bowl slide,bowl-type slide,,1,31,F,Patron was assessed by first aid and given ice pack.,Injury not described,,Impact: hit something in participatory attraction,,,,
1005506,4/13/2013,PA,Camp Hill,F,Pennsylvania Dept. of Agriculture,Family entertainment center,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,,1,5,F,Patron hurt arm climbing through obstacle course.,Arm injury,,Body pain (normal motion),,,,
1005505,4/13/2013,PA,Oaks,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,trampoline court,,1,34,F,Patron was jumping and attempted a flip. She landed on arms.,"Injury to arms, transported to hospital",,Flip gone wrong,,,,
1007789,4/14/2013,CA,Oakland,F,California Division of Occupational Safety and Health,Zoo or museum,amusement ride,spinning,Roundabout,kiddie roundabout,Hampton Amusement Rides LLC,1,2,M,"Operator noticed patron leaning far out of the black jeep, so she hit the stop button. Before the ride stopped completely, the child fell all the way over, hitting his head on the ground. He scraped his finger as the ride came to a stop. Patron was still wearing his seat belt. The child was tired and had not had a nap that day.","Head injury, abrasion to finger",,Fall: ejection/fall from ride,,,,
1005511,4/14/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,34,M,Patron was riding in double tube with daughter on a double tube and had gone around the inside of the funnel three times when the tube turned around so they headed out the hole backwards. He hit his right shoulder/arm/elbow on the dividing wall.,Sore arm,,Impact: hit something in participatory attraction,,,,
1005510,4/14/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,4,M,Child was riding with his father when the tube stopped and the child kept going.,Laceration approximately 1/4&quot; long above eye with bruising,,"Fall: patron fell off inner tube, mat or board",,,,
1005509,4/14/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Body slide,body slide,,1,7,F,Child hit her head coming down the slide.,Hematoma to left side of head with tenderness,,Impact: hit something in participatory attraction,,,,
1005508,4/14/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Bowl slide,bowl-type slide,,1,40,F,Patron said she was coming out of the slide when she lifted her head to avoid water getting up her nose and hit the back of her head on the slide.,"Hematoma to back of head, size of half dollar, with pain and nausea",,Impact: hit something in participatory attraction,,,,
1003526,4/14/2013,TX,Austin,F,Texas Dept. of Insurance,Sports or recreation facility,recreation,challenge activity,Indoor skydiving,Sky Venture,SkyVenture,1,14,F,Adjusting body position,Possible dislocated shoulder,,Hyperextension or dislocation,,,,
1000718,4/14/2013,FL,SILVER SPRINGS,F,Florida Dept. of Agriculture,Water park,water park,water slide,Bowl slide,bowl-type slide,,1,19,M,19 year old male patron stated he fell off his tube during the ride cycle impacting his head on the slide surface.,Head pain,,"Fall: patron fell off inner tube, mat or board",,,,
1007876,4/15/2013,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,water coaster ride,Mack Rides,1,32,F,"Patron road the ride. When getting off, she noticed pain in her neck and feeling light-headed.","Pain in neck, feeling light-headed",,Body pain (normal motion),,,,
1005328,4/15/2013,OK,Jenks,P,Oklahoma Dept. of Labor,School or church,amusement ride,spinning,Carousel,carousel,SARW,1,3,M,Incident not described.,"Injuries not described, treated at Urgent Care.",,Unknown (not enough info),,,,
1007860,4/16/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,51,F,"Patron stated she felt very afraid during the ride and after exiting the jeep, she was dizzy and fainted in the exit hallway.",Loss of consciousness,,Illness: Seizure or LOC,,,,
1007859,4/16/2013,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,spinning coaster,Mack Rides,1,55,M,"Patron stated he misjudged when exiting the ride, struck the ride with his left shin.",Lower leg injury,,Load/Unload: scrape or stumble,,,,
1007858,4/16/2013,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Spinning cups/tubs,tea cups,Arrow Dynamics,1,3,,Child got finger pinned between wheel and center post while spinning wheel.,Finger injury,,Entrapment or pinch-point,,,,
1007862,4/17/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,train,In-house,1,45,F,Patron stated she was stepping off the train when she tripped over another guest's wheelchair and fell.,Injuries not described.,,Load/Unload: scrape or stumble,,,,
1000980,4/17/2013,FL,WEST PALM BEACH,F,Florida Dept. of Agriculture,Water park,water park,water slide,Water slide - undefined,waterslide,,1,,F,Female patron contacted Bureau approximately 1 year after injury to report she had broken her tailbone on the Big Splash waterslide when the panels shifted on the slide surface.,Fractured tailbone,,Impact: hit something in participatory attraction,,,,
1004023,4/18/2013,NM,Albuquerque,P,United States Consumer Product Safety Commission,Unknown,recreation,inflatable,Inflatable slide,inflatable slide,,1,8,F,"Inflatable slide approximately 10' high toppled over onto its side from a gust of wind. Wind speed at the time was approximately 12mph with gusts up to 30mph. Several children were on the slide, which was set up at a public elementary school. Principal told investigators that the slide was set up on dirt, but he did not know how it was secured.",8yo female at top of slide sustained broken bones,,"Device tipped over, blew away, or collapsed",1,,,
1003107,4/18/2013,NJ,,P,New Jersey Dept. of Community Affairs,Carnival or rental,amusement ride,spinning,Wheel w/spinning cars,Zipper,"Chance Manufacturing, Inc.",1,11,F,Ellen was on the Zipper did not remove her glasses and hit her face on the car. &nbsp;,Small cut on eye lid.,,Impact: hit something within ride vehicle,,,,
1000651,4/18/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Amusement park,amusement ride,water ride,Bumper boat,bumper boats,,1,42,F,42 year old female patron slipped while exiting the carrier causing her face to impact the concrete.,Swelling in face,,Load/Unload: scrape or stumble,,,,
1007869,4/19/2013,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Spinning tower ride,observation tower,"Sansei Yusoki Co., Ltd.",1,22,F,Operator noticed the guest still seated with family next to her after the ride was over. The guest then had a seizure (has history of seizures).,Seizure,,Illness: Seizure or LOC,,,,
1007865,4/19/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,52,M,Patron stated he experienced neck and back pain at the beginning of the ride when his raft bumped against the flume just before it went up the incline.,Back and neck pain,,Abrupt stop/drop/lurch,,,,
1007864,4/19/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Whip,Whip,In-house,1,25,F,Patron stated she rode the attraction 5 times in a row and proceeded to pass out shortly after. Has history of left bioplastic heart surgery.,Loss of consciousness,,Illness: Seizure or LOC,,,,
1007863,4/20/2013,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,63,M,Ride stopped suddenly while patron was loading. He fell into tube and hurt himself.,"Injuries to back, legs, neck and shoulders.",,Load/Unload: injured when vehicle moved,,,,
1005512,4/20/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Bowl slide,bowl-type slide,,1,51,F,Patron hit her head on the ride somewhere and said she began to see stars.,Head bump,,Impact: hit something in participatory attraction,,,,
1003550,4/20/2013,TX,Poynor,F,Texas Dept. of Insurance,Adventure course,recreation,challenge activity,Adventure course,zipline,,1,32,F,Participant failed to raise leg approaching platform,Broken Ankle,,Impact: hit something in participatory attraction,,,,
1002946,4/20/2013,NJ,Scotch Plains,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Carousel,carousel,"Chance Manufacturing, Inc.",1,30,M,"As ride in motion the injured was standing next to child on horse. &nbsp;While in motion, was learning back putting pressure on horse behind causing him to fall and land on ground.",Injuries not described,,Fall: ejection/fall from ride,,,,
1005515,4/21/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Bowl slide,bowl-type slide,,1,7,F,Patron hit her head on the slide as she was exiting. She said she had been sitting up while sliding.,Hematoma with reddening to left temple,,Impact: hit something in participatory attraction,,,,
1005514,4/21/2013,PA,Camp Hill,F,Pennsylvania Dept. of Agriculture,Family entertainment center,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,,1,,F,Assisting child through jump and hurt arm.,Bruised arm,,Body pain (normal motion),,,,
1005513,4/21/2013,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Swing ride,Wave Swinger,Zierer,1,12,F,Seatbelt safety checks were completed and the ride was put into motion. Patron came out of her seat and landed on the ground.,"Transported to hospital with forehead laceration, right knee abrasion, and left ankle pain",,Fall: ejection/fall from ride,,,,
1001184,4/22/2013,IL,Bloomington,F,Illinois Department of Labor,Zoo or museum,amusement ride,spinning,Carousel,carousel,,1,39,,Scenery came loose and fell on patron,Foot contusion,,Impact: hit by loose piece of attraction,1,,,
1000005,4/22/2013,AR,Springdale,F,Arkansas Dept. of Labor,Family entertainment center,recreation,inflatable,Inflatable slide,inflatable slide,Magic Jump,1,,M,Fall from inflatable device. Unsupervised Device.,Fracture,,Fall: in climb or play area,,1,,
1007873,4/24/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Whip,Whip,In-house,1,2,F,"Mother stated while on the attraction, the vehicle made a sharp turn, causing her daughter to hit the side of the vehicle.",Fractured wrist,,Impact: hit something within ride vehicle,,,,
1007875,4/25/2013,CA,Carlsbad,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,wild mouse,Mack Rides,1,,,"Patron reported by email that her son rode the ride and the lap bar was pushed down too tight, making it difficult for her son to breathe. She said she pulled up on the lap bar the entire ride to minimize the pain. Patron did not mention this to anyone until the following day.",Difficulty breathing,,Restraint too tight,,,,
1005516,4/25/2013,PA,Scotrun,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Water coaster,water coaster waterslide,Pro Slide,1,27,F,Patron felt pain in her neck while in the middle of the ride. She stated she had a pre-existing back injury with dislocated disk.,Neck pain,,Body pain (normal motion),,,,
1005518,4/26/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Body slide,body slide,,1,8,F,"Patron states she hit her head during the ride, and that she was sitting up.",Head bump,,Impact: hit something in participatory attraction,,,,
1005517,4/26/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,38,F,"Patron was back seat rider in double tube. She states that they came down the slide into the bowl and circled twice. On the third time around, patron's back hit the guide wall to the exit part of the slide. She may have been leaning back in tube.","Redness, bruise and pain to right side of mid back.",,Impact: hit something in participatory attraction,,,,
1001403,4/26/2013,NC,Charlotte,F,North Carolina Dept. of Labor,Amusement park,amusement ride,pendulum,Giant swing,Skycoaster,"Skycoaster, Inc.",1,25,M,Patron was riding the skycoaster and was in the lift basket. &nbsp;He leaned forward too soon and hit his face on the basket.,"Abrasion to eyebrow, nose and lower chin",,Impact: hit something within ride vehicle,,,,
1005200,4/27/2013,OK,Edmond,F,Oklahoma Dept. of Labor,School or church,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,8,F,Tried to do a flip and landed on her neck/back.,Injury to head and neck,,Flip gone wrong,,,,
1003799,4/27/2013,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,vertical drop,Drop tower,Frog Hopper,S&S Worldwide,1,9,M,Head was caught under lap bar,Contusion to neck,,Load/Unload: hit or pinched by restraint,,,,
1003748,4/27/2013,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,12,M,Lap bar hit mouth,Chipped tooth,,Impact: hit something within ride vehicle,,,,
1003266,4/27/2013,NJ,,P,New Jersey Dept. of Community Affairs,Carnival or rental,amusement ride,spinning,Ferris/gondola wheel,ferris wheel,,1,10,M,Cable between sweeps broke between cars 7 and 8. &nbsp;Patron hit his head on back of car when he heard a snap noise.,Head injury,,Equipment failure,1,,,
1000115,4/27/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,23,M,23 year old male patron lost his balance while attempting an advanced maneuver causing knee pain.,Knee pain,,Body pain (normal motion),,,,
1007871,4/28/2013,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,29,M,Patron was exiting his boat when he slipped while wearing flip flops and struck his toe against the boat's center piece.,Toe injury,,Load/Unload: scrape or stumble,,,,
1003742,4/28/2013,TX,San Antonio,F,Texas Dept. of Insurance,Amusement park,water park,water slide,Family raft slide,family raft,WhiteWater West Industries Ltd.,2,40,F,Report from owner/operator does not describe the incident.,Two adult females with back pain / possible fracture,,Unknown (not enough info),,,,
1003608,4/28/2013,TX,Galveston,F,Texas Dept. of Insurance,Water park,water park,water slide,Tube slide,tube slide,In-house,1,17,F,Bumped On Slide,Pain to head,,Impact: hit something in participatory attraction,,,,
1007872,4/30/2013,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,Dynamic Structures,1,56,,"After the tram exited the attraction and continued along its route, the patron requested assistance by pulling on the emergency cord. The patron was removed from the tram and taken to first aid.","Migraine, elevated blood pressure. Patron has history of migraine. Transported to hospital.",,Illness or neurological symptoms,,,,
1000929,4/30/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,26,M,26 year old male patron lost his balance after attempting an advanced maneuver and while swimming back he was struck by a ski handle used by another patron who had also fallen.,Laceration to nose,,Impact: hit something in participatory attraction,,,,
1008152,5/2/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,72,M,Patron stated he was feeling dizzy and lightheaded after riding. He has a pre-existing condition.,"Dizzy, lightl-headed",,Illness or neurological symptoms,,,,
1005519,5/4/2013,PA,Horsham,F,Pennsylvania Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,24,M,Patron spun out on track 1 and was hit on the side by another kart.,Cut fingers,,Collision: patron-controlled vehicles,,,,
1000675,5/4/2013,FL,TAMPA,P,Florida Dept. of Agriculture,Carnival or rental,amusement ride,cars & track rides,Bumper car,scooters,,1,43,F,43 year old female patron was exiting the carrier when her foot became caught causing her to fall and twist her ankle.,Twisted ankle,,Load/Unload: scrape or stumble,,,,
1000500,5/4/2013,FL,BOCA RATON,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,26,F,26 year old female patron lost control of her kart causing it to impact a section of the barrier and then bounce off and impact another section of barrier.,Laceration to leg,,Collision: go-kart or bumper car hit stationary object,,,,
1005520,5/5/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,17,F,Patron was going down slide with boyfriend when they fell out of the tube at the beginning of the course. Her thumb hit the bottom of the slide and her boyfriend and she tumbled on top of each other.,Injury to hand,,"Fall: patron fell off inner tube, mat or board",,,,
1005201,5/5/2013,OK,Midwest City,F,Oklahoma Dept. of Labor,School or church,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,,F,Hit her nose while in the bounce house,Bloody nose,,Impact: hit something in participatory attraction,,,,
1000719,5/5/2013,FL,SILVER SPRINGS,F,Florida Dept. of Agriculture,Water park,water park,water slide,Bowl slide,bowl-type slide,,1,9,F,9 year old female patron received a bump to the forehead after falling off her tube during the ride cycle.,Bump on forehead,,"Fall: patron fell off inner tube, mat or board",,,,
1000116,5/5/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,26,M,26 year old male patron attempted to jump start from the loading down and upon completion of the ride cycle complained of pain in his abdomen.,Abdominal pain,,Body pain (normal motion),,,,
1007785,5/7/2013,CA,Wheatland,F,California Division of Occupational Safety and Health,Other,amusement ride,cars & track rides,Train/tram,kiddie train,In-house,3,8,,A school group was on the ride at the time (8 and 9 year-olds). The train lost a wheel when the flange broke. The train car tipped slightly and the car behind it ran into that car.,"Three children were injured: (1) elbow injury, (2) lacerated finger, (3) unknown injuries.",,Equipment failure,1,,,
1005299,5/7/2013,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Zoo or museum,recreation,trampoline,Bungee trampoline,bungee trampoline,Extreme Engineering LLC,1,,F,Child cut her toe after jumping on the ride.,Small laceration between toes.,,Load/Unload: hit or pinched by restraint,,,,
1008012,5/9/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Plane/jet/helicopter,flying elephants,In-house,1,4,M,"Patron stated he was exiting out of the vehicle, caught his foot and fell, hitting his mouth.",Mouth laceration requiring 3 stitches,,Load/Unload: scrape or stumble,,,,
1007878,5/10/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,vertical drop,Drop tower,drop tower,In-house,1,30,M,Patron stated he had a seizure one hour after riding. No history of seizures.,Seizure,,Illness: Seizure or LOC,,,,
1007877,5/10/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,13,M,Patron stated he vomited and fainted within 10 minutes after riding the attraction.,"Vomiting, loss of consciousness",,Illness: Seizure or LOC,,,,
1005521,5/10/2013,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,Boomerang,Vekoma,1,14,M,"The ride was going up the hill and stopped (this is normal; stops at top of first hill and releases a few seconds later). However, the ride did not release right away. During the time the guest was on the ride, he felt pain in the center of his back and numbness in his left leg and arm.",Transported to hospital for back pain and left-side numbness,,Body pain (normal motion),1,,,
1007784,5/11/2013,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,Intamin AG,1,55,F,Patron slipped while exiting the boat and her right leg slipped between the boat and the station.,Leg injury,,Entrapment or pinch-point,,,,
1005523,5/11/2013,PA,Langhorne,F,Pennsylvania Dept. of Agriculture,Amusement park,recreation,play equipment,Play structure,play structure,,1,1,M,"Child was climbing in attraction and slipped on wet area, injuring his left leg.",Referred to medical center for x-ray,,Fall: in climb or play area,,,,
1005202,5/11/2013,OK,Edmond,F,Oklahoma Dept. of Labor,School or church,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,7,M,He was jumping on the moon bounce and was running at one of the corners and hit it too fast. &nbsp;Now it hurts to turn his head (looking left).,Pain to head and neck; neck stiffness,,Impact: hit something in participatory attraction,,,,
1003749,5/11/2013,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,12,M,Bumped head on the side of ride restraint,Contusion to head,,Impact: hit something within ride vehicle,,,,
1007879,5/12/2013,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,Pro Slide,1,21,M,Patron stated he struck his head against another guest in his raft.,Pain to head and nose.,,Collision: patrons collided within vehicle,,,,
1005526,5/12/2013,PA,Scotrun,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Funnel,funnel,Pro Slide,1,12,M,Patron was hit by his father's leg on the left side of head while inside the ride. This occurred in the funnel just before exiting the ride. Father stated that the tube was going up the wall and he was on the higher side of the tube.,Head pain,,Collision: patrons collided (participatory),,,,
1005525,5/12/2013,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,pendulum,Spinning pendulum,Revolution,"Chance Manufacturing, Inc.",1,40,M,Patron was unloading from ride and was looking to help his son exit the ride when the top of his head hit the restraint bar.,Transported to medical center with neck pain,,Load/Unload: hit or pinched by restraint,,,,
1005524,5/12/2013,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,Boomerang,Vekoma,1,,M,"Patron's mother called in report saying that her child hit his head while riding, his head was banging side to side.",Head pain with concussion,,Impact: hit something within ride vehicle,,,,
1005522,5/12/2013,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Great Coasters,1,12,M,Patron said he felt his neck snap back while on the coaster.,Transported to hospital with neck pain,,Body pain (normal motion),,,,
1003802,5/12/2013,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,58,F,Lacerated arm on the seat belt,Laceration to left forearm,,Impact: hit something within ride vehicle,,,,
1003469,5/12/2013,TX,Grapevine,F,Texas Dept. of Insurance,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,,F,Injured person stated her neck hurt after riding the Tornado,Neck pain,,Body pain (normal motion),,,,
1001825,5/12/2013,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Great Coasters,1,12,M,Patron said he felt his neck snap back while riding.,Neck pain,,Body pain (normal motion),,,,
1001009,5/12/2013,FL,TALLAHASSEE,F,Florida Dept. of Agriculture,Zoo or museum,recreation,challenge activity,Adventure course,zipline,,1,50,F,50 year old female patron failed to brake properly causing her ankle to impact the platform at the end of the zipline.,Ankle pain,,Impact: hit something in participatory attraction,,,,
1007880,5/13/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,19,F,Patron stated she did not feel well after riding the attraction.,Illness not described,,Illness or neurological symptoms,,,,
1005327,5/13/2013,OK,Tulsa,P,Oklahoma Dept. of Labor,Sports or recreation facility,recreation,inflatable,Inflatable slide,inflatable slide,,1,15,M,"Patron injured his ankle on the slide. When he came down, his momentum led him into a spin at the bottom. The attendant thinks that he rolled up on himself.",Ankle injury,,Awkward landing,,,,
1007881,5/14/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Car ride,car ride,In-house,1,51,F,"Patron stated she experienced neck and left knee pain after riding. She was struck from behind by another vehicle, and has a history of left knee injury.",Neck and knee pain,,Collision: patron-controlled vehicles,,,,
