"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"1939","9/1/1999","Chill Factor",3.4e+07,11263966,11263966,"Warner Bros.","R","Action"
"1940","9/1/1999","Chill Factor",3.4e+07,11263966,11263966,"1.0","1999.0","Action"
"1941","8/27/1999","The Astronaut's Wife",3.4e+07,10672566,10672566,"27.0","1999.0","Action"
"1942","5/5/2000","I Dreamed of Africa",3.4e+07,6543194,14291999,"5.0","2000.0","Action"
"1943","5/5/2000","I Dreamed of Africa",3.4e+07,6543194,14291999,"Sony Pictures","PG-13","Drama"
"1944","9/5/2014","Thunder and the House of Magic",3.4e+07,4091,62582520,"5.0","2014.0","Action"
"1945","9/5/2014","Thunder and the House of Magic",3.4e+07,4091,62582520,"Shout! Factory","Not Rated","Adventure"
"1946","12/4/1981","Reds",33500000,5e+07,5e+07,"4.0","1981.0","Action"
"1947","12/4/1981","Reds",33500000,5e+07,5e+07,"Paramount Pictures","PG","Drama"
"1948","12/11/1992","A Few Good Men",3.3e+07,141340178,236500000,"Sony Pictures","R","Drama"
"1949","6/2/2000","Big Momma's House",3.3e+07,117559438,173559438,"20th Century Fox","PG-13","Comedy"
"1950","3/16/2001","Exit Wounds",3.3e+07,51758599,79958599,"Warner Bros.","R","Action"
"1951","3/16/2001","Exit Wounds",3.3e+07,51758599,79958599,"16.0","2001.0","Action"
"1952","7/8/2016","Mike and Dave Need Wedding Dates",3.3e+07,46009673,75909673,"8.0","2016.0","Action"
"1953","7/8/2016","Mike and Dave Need Wedding Dates",3.3e+07,46009673,75909673,"20th Century Fox","R","Comedy"
"1954","7/27/2012","Step Up Revolution",3.3e+07,35074677,165552290,"Lionsgate","PG-13","Drama"
"1955","8/18/2006","Snakes on a Plane",3.3e+07,34020814,62020814,"18.0","2006.0","Action"
"1956","4/16/2004","The Punisher",3.3e+07,33664370,54533774,"Lionsgate","R","Action"
"1957","4/16/2004","The Punisher",3.3e+07,33664370,54533774,"16.0","2004.0","Action"
"1958","9/8/2000","The Watcher",3.3e+07,28946615,47267829,"8.0","2000.0","Action"
"1959","4/27/2012","Safe",3.3e+07,17142080,41495213,"Lionsgate","R","Action"
"1960","4/27/2012","Safe",3.3e+07,17142080,41495213,"27.0","2012.0","Action"
"1961","4/27/2012","Safe",3.3e+07,17142080,41495213,"Sony Pictures Classics","R","Drama"
"1962","3/14/2008","Doomsday",3.3e+07,11008770,21621188,"Universal","R","Action"
"1963","3/14/2008","Doomsday",3.3e+07,11008770,21621188,"14.0","2008.0","Action"
"1964","4/23/1999","Pushing Tin",3.3e+07,8408835,8408835,"23.0","1999.0","Action"
"1965","4/23/1999","Pushing Tin",3.3e+07,8408835,8408835,"20th Century Fox","R","Comedy"
"1966","5/12/2006","Goal! The Dream Begins",3.3e+07,4283255,27610873,"12.0","2006.0","Action"
"1967","5/12/2006","Goal! The Dream Begins",3.3e+07,4283255,27610873,"Walt Disney","PG","Drama"
"1968","7/31/2015","The Young and Prodigious T.S. Spivet",3.3e+07,176847,357687,"31.0","2015.0","Action"
"1969","10/30/2015","Freaks of Nature",3.3e+07,70958,70958,"30.0","2015.0","Action"
"1970","5/13/2011","Bridesmaids",32500000,169211718,289632023,"Universal","R","Comedy"
"1971","12/10/2008","The Reader",32500000,34194407,112964875,"Weinstein Co.","R","Drama"
"1972","4/26/2013","The Big Wedding",32500000,21819348,48425971,"26.0","2013.0","Action"
"1973","2/24/2012","Wanderlust",32500000,17288155,24159934,"24.0","2012.0","Action"
"1974","2/24/2012","Wanderlust",32500000,17288155,24159934,"Universal","R","Comedy"
"1975","11/7/2003","Elf",3.2e+07,173398518,220236410,"New Line","PG","Adventure"
"1976","7/5/1996","Phenomenon",3.2e+07,104636382,152036382,"Walt Disney","PG","Drama"
"1977","6/12/2013","This is the End",3.2e+07,101470202,126539117,"Sony Pictures","R","Comedy"
"1978","1/18/2002","Snow Dogs",3.2e+07,81150692,116898028,"Walt Disney","PG","Adventure"
"1979","6/16/2006","Nacho Libre",3.2e+07,80197993,99296462,"Paramount Pictures","PG","Comedy"
"1980","11/23/1988","Scrooged",3.2e+07,59450353,59450353,"23.0","1988.0","Action"
"1981","11/23/1988","Scrooged",3.2e+07,59450353,59450353,"Paramount Pictures","PG-13","Comedy"
"1982","8/27/2010","Takers",3.2e+07,57744720,70587268,"27.0","2010.0","Action"
"1983","8/27/2010","Takers",3.2e+07,57744720,70587268,"Sony Pictures","PG-13","Drama"
"1984","9/10/1999","Stigmata",3.2e+07,50041732,89441732,"MGM","R","Horror"
"1985","11/10/2000","Men of Honor",3.2e+07,48814909,82339483,"10.0","2000.0","Action"
"1986","11/10/2000","Men of Honor",3.2e+07,48814909,82339483,"20th Century Fox","R","Drama"
"1987","4/20/2018","I Feel Pretty",3.2e+07,48795601,91569698,"STX Entertainment","PG-13","Comedy"
"1988","9/2/2005","The Transporter 2",3.2e+07,43095856,88978458,"20th Century Fox","PG-13","Action"
"1989","2/18/2011","Big Mommas: Like Father, Like Son",3.2e+07,37915414,82332450,"18.0","2011.0","Action"
"1990","2/18/2011","Big Mommas: Like Father, Like Son",3.2e+07,37915414,82332450,"20th Century Fox","PG-13","Comedy"
"1991","1/15/1993","Alive",3.2e+07,36299670,36299670,"15.0","1993.0","Action"
"1992","1/15/1993","Alive",3.2e+07,36299670,36299670,"Walt Disney","R","Drama"
"1993","2/23/2007","The Number 23",3.2e+07,35193167,77593167,"23.0","2007.0","Action"
"1994","10/21/2005","Dreamer: Inspired by a True Story",3.2e+07,33022286,39498360,"21.0","2005.0","Action"
"1995","10/21/2005","Dreamer: Inspired by a True Story",3.2e+07,33022286,39498360,"Dreamworks SKG","PG","Drama"
"1996","9/23/2005","A History of Violence",3.2e+07,31493782,61477797,"23.0","2005.0","Action"
"1997","9/23/2005","A History of Violence",3.2e+07,31493782,61477797,"New Line","R","Drama"
"1998","3/15/2013","The Incredible Burt Wonderstone",3.2e+07,22537881,27392609,"15.0","2013.0","Action"
"1999","3/15/2013","The Incredible Burt Wonderstone",3.2e+07,22537881,27392609,"Warner Bros.","PG-13","Comedy"
"2000","2/10/1995","The Quick and the Dead",3.2e+07,18552460,18552460,"10.0","1995.0","Action"
"2001","4/30/2004","Laws of Attraction",3.2e+07,17848322,29948322,"30.0","2004.0","Action"
"2002","9/3/2010","Going the Distance",3.2e+07,17804299,43603990,"3.0","2010.0","Action"
"2003","9/3/2010","Going the Distance",3.2e+07,17804299,43603990,NA,NA,"Comedy"
"2004","10/22/1999","Bringing Out The Dead",3.2e+07,16640210,16640210,"22.0","1999.0","Action"
"2005","3/19/2010","Repo Men",3.2e+07,13942007,18195238,"Universal","R","Action"
"2006","3/19/2010","Repo Men",3.2e+07,13942007,18195238,"19.0","2010.0","Action"
"2007","9/14/2007","Dragon Wars: D-War",3.2e+07,10977721,79915361,"Freestyle Releasing","PG-13","Action"
"2008","9/14/2007","Dragon Wars: D-War",3.2e+07,10977721,79915361,"14.0","2007.0","Action"
"2009","9/6/1996","Bogus",3.2e+07,4357406,4357406,"6.0","1996.0","Action"
"2010","9/6/1996","Bogus",3.2e+07,4357406,4357406,"Warner Bros.","PG","Comedy"
"2011","3/26/1997","Cats Don't Dance",3.2e+07,3588602,3588602,"26.0","1997.0","Action"
"2012","12/8/1999","Cradle Will Rock",3.2e+07,2899970,2899970,"8.0","1999.0","Action"
"2013","12/8/1999","Cradle Will Rock",3.2e+07,2899970,2899970,"Walt Disney","R","Drama"
"2014","12/15/2006","The Good German",3.2e+07,1308696,6678033,"15.0","2006.0","Action"
"2015","12/15/2006","The Good German",3.2e+07,1308696,6678033,"Warner Bros.","R","Drama"
"2016","8/15/1979","Apocalypse Now",31500000,78800000,81250485,"United Artists","R","Action"
"2017","8/15/1979","Apocalypse Now",31500000,78800000,81250485,"15.0","1979.0","Action"
"2018","4/15/2016","Criminal",31500000,14708696,38771262,"Lionsgate","R","Action"
"2019","4/15/2016","Criminal",31500000,14708696,38771262,"15.0","2016.0","Action"
"2020","4/15/2016","Criminal",31500000,14708696,38771262,"Warner Bros.","R","Drama"
"2021","11/2/2012","Flight",3.1e+07,93772375,160558438,"Paramount Pictures","R","Drama"
"2022","12/29/1995","Mr. Holland’s Opus",3.1e+07,82582604,106282604,"Walt Disney","PG","Drama"
"2023","12/18/1985","Out of Africa",3.1e+07,79096868,258210860,"Universal","PG","Drama"
"2024","6/29/1979","Moonraker",3.1e+07,70300000,210300000,"United Artists","PG","Action"
"2025","3/7/2014","The Grand Budapest Hotel",3.1e+07,59076019,164180547,"Fox Searchlight","R","Comedy"
"2026","7/29/2015","Vacation",3.1e+07,58884188,101627989,"Warner Bros.","R","Comedy"
"2027","7/18/1990","Arachnophobia",3.1e+07,53208180,53208180,"18.0","1990.0","Action"
"2028","4/28/2000","Frequency",3.1e+07,44983704,68079671,"28.0","2000.0","Action"
"2029","4/28/2000","Frequency",3.1e+07,44983704,68079671,"New Line","PG-13","Drama"
"2030","9/28/2001","Hearts in Atlantis",3.1e+07,24185781,30885781,"28.0","2001.0","Action"
"2031","9/28/2001","Hearts in Atlantis",3.1e+07,24185781,30885781,"Warner Bros.","PG-13","Drama"
"2032","1/22/2010","Extraordinary Measures",3.1e+07,12482741,15826984,"22.0","2010.0","Action"
"2033","1/22/2010","Extraordinary Measures",3.1e+07,12482741,15826984,"CBS Films","PG","Drama"
"2034","8/25/2017","Birth of the Dragon",3.1e+07,6901965,7220514,"BH Tilt","PG-13","Action"
"2035","10/20/1995","Get Shorty",30250000,72021008,115021008,"MGM","R","Comedy"
"2036","6/8/1984","Ghostbusters",3e+07,242212467,295212467,"Sony Pictures","PG","Adventure"
"2037","6/8/1984","Ghostbusters",3e+07,242212467,295212467,"Sony Pictures","PG-13","Comedy"
"2038","11/22/1995","Toy Story",3e+07,191796233,364545516,"Walt Disney","G","Adventure"
"2039","6/25/1999","Big Daddy",3e+07,163479795,228641283,"Sony Pictures","PG-13","Comedy"
"2040","8/10/2001","American Pie 2",3e+07,145096820,286500000,"Universal","R","Comedy"
"2041","2/10/2012","The Vow",3e+07,125014030,197618160,"Sony Pictures","PG-13","Drama"
"2042","6/10/1994","Speed",3e+07,121248145,283200000,"20th Century Fox","R","Action"
"2043","8/16/2013","Lee Daniels' The Butler",3e+07,116632095,177025498,"Weinstein Co.","PG-13","Drama"
"2044","9/29/2000","Remember the Titans",3e+07,115654751,136706683,"Walt Disney","PG","Drama"
"2045","6/18/2004","Dodgeball: A True Underdog Story",3e+07,114326736,167791704,"20th Century Fox","PG-13","Comedy"
"2046","11/22/1991","The Addams Family",3e+07,113502246,191502246,"MGM",NA,"Adventure"
"2047","11/22/1991","The Addams Family",3e+07,113502246,191502246,"Paramount Pictures","PG-13","Comedy"
"2048","11/10/1995","Ace Ventura: When Nature Calls",3e+07,108360063,212400000,"Warner Bros.","PG-13","Comedy"
"2049","8/3/2001","The Princess Diaries",3e+07,108244774,165334774,"Walt Disney","G","Comedy"
"2050","3/5/1999","Analyze This",3e+07,106885658,176885658,"Warner Bros.","R","Comedy"
"2051","9/20/1996","The First Wives Club",3e+07,105489203,181489203,"Paramount Pictures","PG","Comedy"
"2052","12/15/2004","Million Dollar Baby",3e+07,100492203,231928227,"Warner Bros.","PG-13","Drama"
"2053","10/8/2003","Mystic River",3e+07,90135191,156822020,"Warner Bros.","R","Drama"
"2054","12/18/2015","Sisters",3e+07,87044645,106030660,"Universal","R","Comedy"
"2055","11/10/1999","Pokemon: The First Movie",3e+07,85744662,163644662,"Warner Bros.","G","Adventure"
"2056","11/19/2004","SpongeBob SquarePants: The Movie",3e+07,85416609,142051255,"Paramount Pictures","PG","Adventure"
"2057","12/4/2009","Up in the Air",3e+07,83823381,166842739,"Paramount Pictures","R","Drama"
"2058","6/25/2004","The Notebook",3e+07,81001787,116025023,"New Line","PG-13","Drama"
"2059","4/10/2009","Hannah Montana the Movie",3e+07,79576189,169173206,"Walt Disney","G","Drama"
"2060","11/17/2000","Rugrats in Paris",3e+07,76501438,103284813,"Paramount Pictures","G","Adventure"
"2061","8/18/2017","The Hitman’s Bodyguard",3e+07,75468583,172779292,"Lionsgate","R","Action"
"2062","12/25/1991","The Prince of Tides",3e+07,74787599,74787599,"25.0","1991.0","Action"
"2063","12/25/1991","The Prince of Tides",3e+07,74787599,74787599,"Sony Pictures","R","Drama"
"2064","8/12/2005","Four Brothers",3e+07,74494381,92494381,"Paramount Pictures","R","Drama"
"2065","12/23/1994","Legends of the Fall",3e+07,66502573,160502573,"Sony Pictures","R","Drama"
"2066","9/28/2012","Looper",3e+07,66486205,170466405,"Sony Pictures","R","Action"
"2067","12/13/2002","About Schmidt",3e+07,65005217,107054484,"New Line","R","Drama"
"2068","1/17/2014","The Nut Job",3e+07,64251538,122529966,"Open Road","PG","Adventure"
"2069","2/16/2001","Down to Earth",3e+07,64172251,71172251,"16.0","2001.0","Action"
"2070","2/16/2001","Down to Earth",3e+07,64172251,71172251,"Paramount Pictures","PG-13","Comedy"
"2071","8/4/1995","Babe",3e+07,63658910,246100000,"Universal","G","Adventure"
"2072","4/18/2008","Forgetting Sarah Marshall",3e+07,63172463,105173042,"Universal","R","Comedy"
"2073","10/8/2004","Friday Night Lights",3e+07,61255921,61950770,"8.0","2004.0","Action"
"2074","10/8/2004","Friday Night Lights",3e+07,61255921,61950770,"Universal","PG-13","Drama"
"2075","11/17/1989","Harlem Nights",3e+07,60857262,95857262,"Paramount Pictures","R","Comedy"
"2076","4/25/2008","Baby Mama",3e+07,60494212,64170447,"25.0","2008.0","Action"
"2077","4/25/2008","Baby Mama",3e+07,60494212,64170447,"Universal","PG-13","Comedy"
"2078","5/29/1998","Hope Floats",3e+07,60110313,81529000,"29.0","1998.0","Action"
"2079","5/29/1998","Hope Floats",3e+07,60110313,81529000,"20th Century Fox","PG-13","Drama"
"2080","1/9/2009","Bride Wars",3e+07,58715510,115150424,"20th Century Fox","PG","Comedy"
"2081","8/20/2004","Without a Paddle",3e+07,58156435,65121280,"20.0","2004.0","Action"
"2082","8/20/2004","Without a Paddle",3e+07,58156435,65121280,"Paramount Pictures","PG-13","Comedy"
"2083","11/22/2017","Darkest Hour",3e+07,56443120,150355828,"Focus Features","PG-13","Drama"
"2084","9/23/2005","Corpse Bride",3e+07,53359111,114770654,"Warner Bros.","PG","Adventure"
"2085","5/14/2010","Letters to Juliet",3e+07,53032453,82148538,"14.0","2010.0","Action"
"2086","5/14/2010","Letters to Juliet",3e+07,53032453,82148538,"Summit Entertainment","PG","Drama"
"2087","4/6/2001","Blow",3e+07,52990775,83282296,"6.0","2001.0","Action"
"2088","4/6/2001","Blow",3e+07,52990775,83282296,"New Line","R","Drama"
"2089","2/12/1999","Message in a Bottle",3e+07,52880016,52880016,"12.0","1999.0","Action"
"2090","2/12/1999","Message in a Bottle",3e+07,52880016,52880016,"Warner Bros.","PG-13","Drama"
"2091","5/11/2018","Life of the Party",3e+07,52856061,65556061,"Warner Bros.","PG-13","Comedy"
"2092","7/24/2015","Southpaw",3e+07,52421953,94207861,"Weinstein Co.","R","Drama"
"2093","6/9/1989","Star Trek V: The Final Frontier",3e+07,52210049,70200000,"Paramount Pictures","PG","Action"
"2094","6/9/1989","Star Trek V: The Final Frontier",3e+07,52210049,70200000,"9.0","1989.0","Action"
"2095","7/3/2002","Like Mike",3e+07,51432423,62432423,"3.0","2002.0","Action"
"2096","7/3/2002","Like Mike",3e+07,51432423,62432423,"20th Century Fox","PG","Adventure"
"2097","3/18/1994","Naked Gun 33 1/3: The Final Insult",3e+07,51041856,51041856,"18.0","1994.0","Action"
"2098","3/18/1994","Naked Gun 33 1/3: The Final Insult",3e+07,51041856,51041856,"Paramount Pictures","PG-13","Comedy"
"2099","12/7/2007","Atonement",3e+07,50980159,129779728,"Focus Features","R","Drama"
"2100","5/24/1985","A View to a Kill",3e+07,50327960,152627960,"MGM","PG","Action"
"2101","1/14/2005","Racing Stripes",3e+07,49772522,89955540,"Warner Bros.","PG","Adventure"
"2102","9/18/2015","Sicario",3e+07,46889293,84399017,"18.0","2015.0","Action"
"2103","9/22/1989","Black Rain",3e+07,45892212,45892212,"22.0","1989.0","Action"
"2104","1/19/2018","Den of Thieves",3e+07,44947622,79424321,"STX Entertainment","R","Action"
"2105","1/19/2018","Den of Thieves",3e+07,44947622,79424321,"19.0","2018.0","Action"
"2106","4/13/2012","The Three Stooges",3e+07,44338224,54052249,"13.0","2012.0","Action"
"2107","4/13/2012","The Three Stooges",3e+07,44338224,54052249,"20th Century Fox","PG","Adventure"
"2108","7/21/2000","Pokemon 2000",3e+07,43746923,133946923,"Warner Bros.","G","Adventure"
"2109","10/24/2014","John Wick",3e+07,43037835,76235001,"Lionsgate","R","Action"
"2110","10/24/2014","John Wick",3e+07,43037835,76235001,"24.0","2014.0","Action"
"2111","1/13/2006","Glory Road",3e+07,42647449,42799060,"13.0","2006.0","Action"
"2112","1/13/2006","Glory Road",3e+07,42647449,42799060,"Walt Disney","PG","Drama"
"2113","4/24/2015","The Age of Adaline",3e+07,42629776,69057415,"24.0","2015.0","Action"
"2114","4/24/2015","The Age of Adaline",3e+07,42629776,69057415,"Lionsgate","PG-13","Drama"
"2115","8/6/2010","Step Up 3D",3e+07,42400223,165889117,"Walt Disney","PG-13","Drama"
"2116","5/29/2009","Drag Me To Hell",3e+07,42100625,91388487,"Universal","PG-13","Horror"
"2117","4/13/2012","The Cabin in the Woods",3e+07,42073277,70689968,"13.0","2012.0","Action"
"2118","9/19/2003","Secondhand Lions",3e+07,42070939,47902566,"19.0","2003.0","Action"
"2119","9/19/2003","Secondhand Lions",3e+07,42070939,47902566,"New Line","PG","Drama"
"2120","11/10/2006","Stranger Than Fiction",3e+07,40435190,53572822,"10.0","2006.0","Action"
"2121","11/10/2006","Stranger Than Fiction",3e+07,40435190,53572822,"Sony Pictures","PG-13","Comedy"
"2122","4/8/2011","Hanna",3e+07,40259119,65343694,"8.0","2011.0","Action"
"2123","4/8/2011","Hanna",3e+07,40259119,65343694,"Focus Features","PG-13","Drama"
"2124","8/16/2002","Blue Crush",3e+07,40118420,51618420,"16.0","2002.0","Action"
"2125","8/16/2002","Blue Crush",3e+07,40118420,51618420,"Universal","PG-13","Drama"
"2126","10/19/2007","30 Days of Night",3e+07,39568996,80276156,"19.0","2007.0","Action"
"2127","10/19/2007","30 Days of Night",3e+07,39568996,80276156,"Sony Pictures","R","Horror"
"2128","12/19/1986","Little Shop of Horrors",3e+07,38747385,38747385,"19.0","1986.0","Action"
"2129","9/15/2006","Gridiron Gang",3e+07,38432823,41457834,"15.0","2006.0","Action"
"2130","9/15/2006","Gridiron Gang",3e+07,38432823,41457834,"Sony Pictures","PG-13","Drama"
"2131","7/20/1988","Midnight Run",3e+07,38413606,81613606,"Universal","R","Action"
"2132","7/20/1988","Midnight Run",3e+07,38413606,81613606,"20.0","1988.0","Action"
"2133","1/25/2008","Meet the Spartans",3e+07,38233676,84646831,"25.0","2008.0","Action"
"2134","1/25/2008","Meet the Spartans",3e+07,38233676,84646831,"20th Century Fox","PG-13","Comedy"
"2135","11/13/1987","The Running Man",3e+07,38122000,38122000,"Sony/TriStar","R","Action"
"2136","11/13/1987","The Running Man",3e+07,38122000,38122000,"13.0","1987.0","Action"
"2137","9/13/2013","The Family",3e+07,36918811,51078541,"13.0","2013.0","Action"
"2138","2/9/2018","The 15:17 to Paris",3e+07,36250957,56070897,"9.0","2018.0","Action"
"2139","2/9/2018","The 15:17 to Paris",3e+07,36250957,56070897,"Warner Bros.","PG-13","Drama"
"2140","11/21/1997","Mortal Kombat: Annihilation",3e+07,35927406,51327406,"New Line","PG-13","Action"
"2141","11/21/1997","Mortal Kombat: Annihilation",3e+07,35927406,51327406,"21.0","1997.0","Action"
"2142","7/1/2011","Larry Crowne",3e+07,35608245,61449135,"1.0","2011.0","Action"
"2143","10/18/2013","Carrie",3e+07,35266619,82409520,"18.0","2013.0","Action"
"2144","10/18/2013","Carrie",3e+07,35266619,82409520,"16.0","1976.0","Action"
"2145","10/18/2013","Carrie",3e+07,35266619,82409520,"United Artists",NA,"Horror"
"2146","10/18/2013","Carrie",3e+07,35266619,82409520,"Sony Pictures","R","Horror"
"2147","4/7/2006","Take the Lead",3e+07,34742066,65390493,"7.0","2006.0","Action"
"2148","4/7/2006","Take the Lead",3e+07,34742066,65390493,"New Line","PG-13","Drama"
"2149","3/2/2018","Death Wish",3e+07,34017028,48578407,"Paramount Pictures",NA,"Action"
"2150","3/2/2018","Death Wish",3e+07,34017028,48578407,"MGM","R","Action"
"2151","11/24/2010","Love and Other Drugs",3e+07,32367005,102716321,"20th Century Fox","R","Drama"
"2152","6/3/2015","Entourage",3e+07,32363404,46362449,"3.0","2015.0","Action"
"2153","6/3/2015","Entourage",3e+07,32363404,46362449,"Warner Bros.","R","Comedy"
"2154","6/1/2001","What's the Worst That Could Happen?",3e+07,32267774,38462071,"1.0","2001.0","Action"
"2155","6/1/2001","What's the Worst That Could Happen?",3e+07,32267774,38462071,"MGM","PG-13","Comedy"
"2156","2/8/2013","Side Effects",3e+07,32172757,66742138,"8.0","2013.0","Action"
"2157","2/8/2013","Side Effects",3e+07,32172757,66742138,"9.0","2005.0","Action"
"2158","7/2/2014","Deliver Us from Evil",3e+07,30577122,87956618,"Sony Pictures","R","Horror"
"2159","8/1/2014","Get on Up",3e+07,30569935,33339868,"1.0","2014.0","Action"
"2160","8/1/2014","Get on Up",3e+07,30569935,33339868,"Universal","PG-13","Drama"
"2161","4/27/2012","The Five-Year Engagement",3e+07,28700285,61623819,"27.0","2012.0","Action"
"2162","4/2/2004","The Prince & Me",3e+07,28165882,29356757,"2.0","2004.0","Action"
"2163","7/15/2011","Winnie the Pooh",3e+07,26692846,50145607,"15.0","2011.0","Action"
"2164","7/15/2011","Winnie the Pooh",3e+07,26692846,50145607,"Walt Disney","G","Adventure"
"2165","5/15/1998","Bulworth",3e+07,26528684,29203383,"15.0","1998.0","Action"
"2166","5/15/1998","Bulworth",3e+07,26528684,29203383,"20th Century Fox","R","Comedy"
"2167","6/13/2003","Dumb and Dumberer: When Harry Met Lloyd",3e+07,26214846,26214846,"13.0","2003.0","Action"
"2168","8/4/1995","Virtuosity",3e+07,23998226,23998226,"Paramount Pictures","R","Action"
"2169","8/4/1995","Virtuosity",3e+07,23998226,23998226,"4.0","1995.0","Action"
"2170","9/14/2018","White Boy Rick",3e+07,23851700,23851700,"Sony Pictures","R","Drama"
"2171","9/18/1998","One True Thing",3e+07,23337196,26708196,"18.0","1998.0","Action"
"2172","9/18/1998","One True Thing",3e+07,23337196,26708196,"Universal","R","Drama"
"2173","2/4/2011","Sanctum",3e+07,23209310,104283753,"Universal","R","Adventure"
"2174","7/21/2006","My Super Ex-Girlfriend",3e+07,22530295,60772856,"21.0","2006.0","Action"
"2175","7/21/2006","My Super Ex-Girlfriend",3e+07,22530295,60772856,"20th Century Fox","PG-13","Comedy"
"2176","8/25/2017","Ballerina",3e+07,21858070,96908157,"Weinstein Co.","PG","Adventure"
"2177","9/17/2004","Mr. 3000",3e+07,21800302,21827296,"17.0","2004.0","Action"
"2178","9/17/2004","Mr. 3000",3e+07,21800302,21827296,"Walt Disney","PG-13","Comedy"
"2179","11/19/2010","The Next Three Days",3e+07,21148651,67255916,"19.0","2010.0","Action"
"2180","8/6/2004","Little Black Book",3e+07,20422207,21758371,"6.0","2004.0","Action"
"2181","1/19/2005","Assault On Precinct 13",3e+07,20040895,36040895,"Focus/Rogue Pictures","R","Action"
"2182","1/19/2005","Assault On Precinct 13",3e+07,20040895,36040895,"19.0","2005.0","Action"
"2183","10/4/2013","Runner Runner",3e+07,19316646,60512680,"4.0","2013.0","Action"
"2184","2/6/1998","The Replacement Killers",3e+07,19035741,19035741,"Sony Pictures","R","Action"
"2185","2/6/1998","The Replacement Killers",3e+07,19035741,19035741,"6.0","1998.0","Action"
"2186","4/28/2017","Baahubali 2: The Conclusion",3e+07,18985794,263502914,"Great India Films","Not Rated","Action"
"2187","3/3/2006","Ultraviolet",3e+07,18522064,30962112,"Sony Pictures","PG-13","Action"
"2188","3/3/2006","Ultraviolet",3e+07,18522064,30962112,"3.0","2006.0","Action"
"2189","10/21/2005","North Country",3e+07,18324242,23676771,"21.0","2005.0","Action"
"2190","10/21/2005","North Country",3e+07,18324242,23676771,"Warner Bros.","R","Drama"
"2191","8/19/2011","Fright Night",3e+07,18298649,40520649,"19.0","2011.0","Action"
"2192","8/19/2011","Fright Night",3e+07,18298649,40520649,"Sony Pictures","R","Horror"
"2193","8/19/2011","Fright Night",3e+07,18298649,40520649,"Walt Disney","R","Horror"
"2194","10/9/2015","Steve Jobs",3e+07,17766658,35579007,"9.0","2015.0","Action"
"2195","10/9/2015","Steve Jobs",3e+07,17766658,35579007,"Universal","R","Drama"
"2196","7/17/2002","Eight Legged Freaks",3e+07,17266505,36722311,"17.0","2002.0","Action"
"2197","7/17/2002","Eight Legged Freaks",3e+07,17266505,36722311,"Warner Bros.","PG-13","Comedy"
"2198","7/19/1996","Fled",3e+07,17192205,19892205,"MGM","R","Action"
"2199","7/19/1996","Fled",3e+07,17192205,19892205,"19.0","1996.0","Action"
"2200","6/4/2010","Splice",3e+07,17010170,28542494,"4.0","2010.0","Action"
"2201","6/4/2010","Splice",3e+07,17010170,28542494,"Warner Bros.","R","Horror"
"2202","4/18/2008","88 Minutes",3e+07,16930884,32955399,"18.0","2008.0","Action"
"2203","4/9/2004","The Whole Ten Yards",3e+07,16323969,26323969,"9.0","2004.0","Action"
"2204","4/9/2004","The Whole Ten Yards",3e+07,16323969,26323969,"Warner Bros.","PG-13","Comedy"
"2205","8/1/1986","Howard the Duck",3e+07,16295774,16295774,"Universal",NA,"Action"
"2206","8/1/1986","Howard the Duck",3e+07,16295774,16295774,"1.0","1986.0","Action"
"2207","10/24/2008","Pride and Glory",3e+07,15740721,43440721,"24.0","2008.0","Action"
"2208","10/24/2008","Pride and Glory",3e+07,15740721,43440721,"Warner Bros.","R","Drama"
"2209","8/26/2005","The Cave",3e+07,15007991,27147991,"26.0","2005.0","Action"
"2210","8/26/2005","The Cave",3e+07,15007991,27147991,"Sony Pictures","PG-13","Horror"
"2211","4/30/2004","Godsend",3e+07,14334645,16910708,"30.0","2004.0","Action"
"2212","6/20/2003","Alex & Emma",3e+07,14208384,15358583,"20.0","2003.0","Action"
"2213","6/20/2003","Alex & Emma",3e+07,14208384,15358583,"Warner Bros.","PG-13","Drama"
"2214","9/3/2004","Wicker Park",3e+07,13001257,21577076,"3.0","2004.0","Action"
"2215","12/25/2005","The New World",3e+07,12712093,26184400,"25.0","2005.0","Action"
"2216","12/25/2005","The New World",3e+07,12712093,26184400,"New Line","PG-13","Adventure"
"2217","6/29/2007","Evening",3e+07,12406646,12885574,"29.0","2007.0","Action"
"2218","6/29/2007","Evening",3e+07,12406646,12885574,"Focus Features","PG-13","Drama"
"2219","1/18/2013","The Last Stand",3e+07,12050299,48330757,"Lionsgate","R","Action"
"2220","1/18/2013","The Last Stand",3e+07,12050299,48330757,"18.0","2013.0","Action"
"2221","1/15/1999","In Dreams",3e+07,12017369,12017369,"15.0","1999.0","Action"
"2222","1/15/1999","In Dreams",3e+07,12017369,12017369,"Dreamworks SKG","R","Horror"
"2223","3/12/1999","Wing Commander",3e+07,11578022,11578022,"20th Century Fox","PG-13","Action"
"2224","3/12/1999","Wing Commander",3e+07,11578022,11578022,"12.0","1999.0","Action"
"2225","1/12/2001","Antitrust",3e+07,10965209,17865209,"12.0","2001.0","Action"
"2226","3/8/2013","Dead Man Down",3e+07,10895295,19599974,"8.0","2013.0","Action"
"2227","4/29/2011","Hoodwinked Too: Hood vs. Evil",3e+07,10143779,23353111,"29.0","2011.0","Action"
