year	week	rank	title_id	title	author
1954	1954-02-14	5	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-02-14	6	3939	SAYONARA	James A. Michener
1954	1954-02-14	7	5125	THE FEMALE	Paul Wellman
1954	1954-02-14	8	6922	TOMORROW!	Philip Wylie
1954	1954-02-14	9	599	BATTLE CRY	Leon Uris
1954	1954-02-14	10	4995	THE DOCTORS	Andre Soubiran
1954	1954-02-14	11	6863	TIME AND TIME AGAIN	James Hilton
1954	1954-02-14	12	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-02-14	13	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-02-14	14	5329	THE GREEK PASSION	Nikos Kazantzakis
1954	1954-02-14	15	6157	THE ROBE	Lloyd C. Douglas
1954	1954-02-14	16	1428	DESIREE	Annemarie Selinko
1954	1954-02-21	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-02-21	2	2779	LORD VANITY	Samuel Shellabarger
1954	1954-02-21	3	3939	SAYONARA	James A. Michener
1954	1954-02-21	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-02-21	5	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-02-21	6	687	BEYOND THIS PLACE	A.J. Cronin
1954	1954-02-21	7	599	BATTLE CRY	Leon Uris
1954	1954-02-21	8	6922	TOMORROW!	Philip Wylie
1954	1954-02-21	9	4995	THE DOCTORS	Andre Soubiran
1954	1954-02-21	10	5125	THE FEMALE	Paul Wellman
1954	1954-02-21	11	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-02-21	12	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-02-21	13	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-02-21	14	6863	TIME AND TIME AGAIN	James Hilton
1954	1954-02-21	15	6157	THE ROBE	Lloyd C. Douglas
1954	1954-02-21	16	6275	THE SHADOWS OF THE IMAGES	William E. Barrett
1954	1954-02-28	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-02-28	2	2779	LORD VANITY	Samuel Shellabarger
1954	1954-02-28	3	3939	SAYONARA	James A. Michener
1954	1954-02-28	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-02-28	5	687	BEYOND THIS PLACE	A.J. Cronin
1954	1954-02-28	6	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-02-28	7	6922	TOMORROW!	Philip Wylie
1954	1954-02-28	8	5125	THE FEMALE	Paul Wellman
1954	1954-02-28	9	599	BATTLE CRY	Leon Uris
1954	1954-02-28	10	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-02-28	11	4995	THE DOCTORS	Andre Soubiran
1954	1954-02-28	12	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-02-28	13	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-02-28	14	6863	TIME AND TIME AGAIN	James Hilton
1954	1954-02-28	15	6030	THE PONDER HEART	Eudora Welty
1954	1954-02-28	16	5850	THE NAKED RISK	Phyllis Gordon Demarest
1954	1954-03-07	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-03-07	2	2779	LORD VANITY	Samuel Shellabarger
1954	1954-03-07	3	3939	SAYONARA	James A. Michener
1954	1954-03-07	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-03-07	5	6922	TOMORROW!	Philip Wylie
1954	1954-03-07	6	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-03-07	7	687	BEYOND THIS PLACE	A.J. Cronin
1954	1954-03-07	8	599	BATTLE CRY	Leon Uris
1954	1954-03-07	9	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-03-07	10	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-03-07	11	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-03-07	12	5125	THE FEMALE	Paul Wellman
1954	1954-03-07	13	4995	THE DOCTORS	Andre Soubiran
1954	1954-03-07	14	6157	THE ROBE	Lloyd C. Douglas
1954	1954-03-07	15	6863	TIME AND TIME AGAIN	James Hilton
1954	1954-03-07	16	4950	THE DEATH OF KINGS	Charles Wertenbaker
1954	1954-03-14	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-03-14	2	3939	SAYONARA	James A. Michener
1954	1954-03-14	3	2779	LORD VANITY	Samuel Shellabarger
1954	1954-03-14	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-03-14	5	6922	TOMORROW!	Philip Wylie
1954	1954-03-14	6	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-03-14	7	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-03-14	8	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-03-14	9	687	BEYOND THIS PLACE	A.J. Cronin
1954	1954-03-14	10	5125	THE FEMALE	Paul Wellman
1954	1954-03-14	11	599	BATTLE CRY	Leon Uris
1954	1954-03-14	12	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-03-14	13	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-03-14	14	4950	THE DEATH OF KINGS	Charles Wertenbaker
1954	1954-03-14	15	4995	THE DOCTORS	Andre Soubiran
1954	1954-03-14	16	6863	TIME AND TIME AGAIN	James Hilton
1954	1954-03-21	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-03-21	2	3939	SAYONARA	James A. Michener
1954	1954-03-21	3	2779	LORD VANITY	Samuel Shellabarger
1954	1954-03-21	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-03-21	5	6922	TOMORROW!	Philip Wylie
1954	1954-03-21	6	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-03-21	7	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-03-21	8	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-03-21	9	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-03-21	10	5125	THE FEMALE	Paul Wellman
1954	1954-03-21	11	687	BEYOND THIS PLACE	A.J. Cronin
1954	1954-03-21	12	599	BATTLE CRY	Leon Uris
1954	1954-03-21	13	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-03-21	14	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-03-21	15	4995	THE DOCTORS	Andre Soubiran
1954	1954-03-21	16	4950	THE DEATH OF KINGS	Charles Wertenbaker
1954	1954-03-28	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-03-28	2	3939	SAYONARA	James A. Michener
1954	1954-03-28	3	2779	LORD VANITY	Samuel Shellabarger
1954	1954-03-28	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-03-28	5	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-03-28	6	6922	TOMORROW!	Philip Wylie
1954	1954-03-28	7	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-03-28	8	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-03-28	9	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-03-28	10	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-03-28	11	687	BEYOND THIS PLACE	A.J. Cronin
1954	1954-03-28	12	5125	THE FEMALE	Paul Wellman
1954	1954-03-28	13	599	BATTLE CRY	Leon Uris
1954	1954-03-28	14	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-03-28	15	4950	THE DEATH OF KINGS	Charles Wertenbaker
1954	1954-03-28	16	4995	THE DOCTORS	Andre Soubiran
1954	1954-04-04	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-04-04	2	3939	SAYONARA	James A. Michener
1954	1954-04-04	3	2779	LORD VANITY	Samuel Shellabarger
1954	1954-04-04	4	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-04-04	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-04-04	6	6922	TOMORROW!	Philip Wylie
1954	1954-04-04	7	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-04-04	8	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-04-04	9	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-04-04	10	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-04-04	11	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-04-04	12	4950	THE DEATH OF KINGS	Charles Wertenbaker
1954	1954-04-04	13	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-04-04	14	5125	THE FEMALE	Paul Wellman
1954	1954-04-04	15	599	BATTLE CRY	Leon Uris
1954	1954-04-04	16	4995	THE DOCTORS	Andre Soubiran
1954	1954-04-11	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-04-11	2	3939	SAYONARA	James A. Michener
1954	1954-04-11	3	2779	LORD VANITY	Samuel Shellabarger
1954	1954-04-11	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-04-11	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-04-11	6	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-04-11	7	6922	TOMORROW!	Philip Wylie
1954	1954-04-11	8	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-04-11	9	5125	THE FEMALE	Paul Wellman
1954	1954-04-11	10	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-04-11	11	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-04-11	12	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-04-11	13	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-04-11	14	4950	THE DEATH OF KINGS	Charles Wertenbaker
1954	1954-04-11	15	599	BATTLE CRY	Leon Uris
1954	1954-04-11	16	1183	CRESS DELAHANTY	Jessamyn West
1954	1954-04-18	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-04-18	2	3939	SAYONARA	James A. Michener
1954	1954-04-18	3	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-04-18	4	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-04-18	5	2779	LORD VANITY	Samuel Shellabarger
1954	1954-04-18	6	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-04-18	7	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-04-18	8	6922	TOMORROW!	Philip Wylie
1954	1954-04-18	9	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-04-18	10	5125	THE FEMALE	Paul Wellman
1954	1954-04-18	11	688	BHOWANI JUNCTION	John Masters
1954	1954-04-18	12	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-04-18	13	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-04-18	14	599	BATTLE CRY	Leon Uris
1954	1954-04-18	15	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-04-18	16	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-04-25	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-04-25	2	3939	SAYONARA	James A. Michener
1954	1954-04-25	3	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-04-25	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-04-25	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-04-25	6	2779	LORD VANITY	Samuel Shellabarger
1954	1954-04-25	7	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-04-25	8	688	BHOWANI JUNCTION	John Masters
1954	1954-04-25	9	6922	TOMORROW!	Philip Wylie
1954	1954-04-25	10	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-04-25	11	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-04-25	12	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-04-25	13	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-04-25	14	5125	THE FEMALE	Paul Wellman
1954	1954-04-25	15	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-04-25	16	599	BATTLE CRY	Leon Uris
1954	1954-05-02	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-05-02	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-05-02	3	3939	SAYONARA	James A. Michener
1954	1954-05-02	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-05-02	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-05-02	6	2779	LORD VANITY	Samuel Shellabarger
1954	1954-05-02	7	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-05-02	8	688	BHOWANI JUNCTION	John Masters
1954	1954-05-02	9	6922	TOMORROW!	Philip Wylie
1954	1954-05-02	10	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-05-02	11	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-05-02	12	5565	THE LADY OF ARLINGTON	Harnett T. Kane
1954	1954-05-02	13	5125	THE FEMALE	Paul Wellman
1954	1954-05-02	14	3706	RAINBOW ON THE ROAD	Esther Forbes
1954	1954-05-02	15	2810	LOVE IS A BRIDGE	Charles Bracelen Flood
1954	1954-05-02	16	599	BATTLE CRY	Leon Uris
1954	1954-05-09	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-05-09	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-05-09	3	3939	SAYONARA	James A. Michener
1954	1954-05-09	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-05-09	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-05-09	6	688	BHOWANI JUNCTION	John Masters
1954	1954-05-09	7	2779	LORD VANITY	Samuel Shellabarger
1954	1954-05-09	8	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-05-09	9	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-05-09	10	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-05-09	11	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-05-09	12	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-05-09	13	6922	TOMORROW!	Philip Wylie
1954	1954-05-09	14	5125	THE FEMALE	Paul Wellman
1954	1954-05-09	15	5740	THE MAGNIFICENT BASTARDS	Lucy Herndon Crockett
1954	1954-05-09	16	599	BATTLE CRY	Leon Uris
1954	1954-05-16	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-05-16	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-05-16	3	3939	SAYONARA	James A. Michener
1954	1954-05-16	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-05-16	5	688	BHOWANI JUNCTION	John Masters
1954	1954-05-16	6	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-05-16	7	2779	LORD VANITY	Samuel Shellabarger
1954	1954-05-16	8	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-05-16	9	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-05-16	10	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-05-16	11	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-05-16	12	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-05-16	13	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-05-16	14	6922	TOMORROW!	Philip Wylie
1954	1954-05-16	15	5125	THE FEMALE	Paul Wellman
1954	1954-05-16	16	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-05-23	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-05-23	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-05-23	3	3939	SAYONARA	James A. Michener
1954	1954-05-23	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-05-23	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-05-23	6	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-05-23	7	688	BHOWANI JUNCTION	John Masters
1954	1954-05-23	8	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-05-23	9	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-05-23	10	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-05-23	11	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-05-23	12	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-05-23	13	2779	LORD VANITY	Samuel Shellabarger
1954	1954-05-23	14	6922	TOMORROW!	Philip Wylie
1954	1954-05-23	15	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-05-23	16	5125	THE FEMALE	Paul Wellman
1954	1954-05-30	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-05-30	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-05-30	3	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-05-30	4	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-05-30	5	3939	SAYONARA	James A. Michener
1954	1954-05-30	6	688	BHOWANI JUNCTION	John Masters
1954	1954-05-30	7	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-05-30	8	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-05-30	9	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-05-30	10	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-05-30	11	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-05-30	12	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-05-30	13	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-05-30	14	2779	LORD VANITY	Samuel Shellabarger
1954	1954-05-30	15	4590	THE BAD SEED	William March
1954	1954-05-30	16	6922	TOMORROW!	Philip Wylie
1954	1954-06-06	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-06-06	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-06-06	3	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-06-06	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-06-06	5	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-06-06	6	3939	SAYONARA	James A. Michener
1954	1954-06-06	7	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-06-06	8	688	BHOWANI JUNCTION	John Masters
1954	1954-06-06	9	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-06-06	10	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-06-06	11	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-06-06	12	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-06-06	13	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-06-06	14	4965	THE DESPERATE HOURS	Joseph Hayes
1954	1954-06-06	15	4590	THE BAD SEED	William March
1954	1954-06-06	16	2779	LORD VANITY	Samuel Shellabarger
1954	1954-06-13	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-06-13	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-06-13	3	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-06-13	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-06-13	5	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-06-13	6	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-06-13	7	3939	SAYONARA	James A. Michener
1954	1954-06-13	8	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-06-13	9	688	BHOWANI JUNCTION	John Masters
1954	1954-06-13	10	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-06-13	11	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-06-13	12	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-06-13	13	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-06-13	14	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-06-13	15	4590	THE BAD SEED	William March
1954	1954-06-13	16	5386	THE HIGH AND THE MIGHTY	Ernest K. Gann
1954	1954-06-20	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-06-20	2	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-06-20	3	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-06-20	4	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-06-20	5	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-06-20	6	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-06-20	7	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-06-20	8	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-06-20	9	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-06-20	10	688	BHOWANI JUNCTION	John Masters
1954	1954-06-20	11	2913	MARY ANNE	Daphne du Maurier
1954	1954-06-20	12	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-06-20	13	3939	SAYONARA	James A. Michener
1954	1954-06-20	14	6562	THE TUNNEL OF LOVE	Peter De Vries
1954	1954-06-20	15	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-06-20	16	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-06-27	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-06-27	2	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-06-27	3	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-06-27	4	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-06-27	5	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-06-27	6	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-06-27	7	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-06-27	8	4412	SWEET THURSDAY	John Steinbeck
1954	1954-06-27	9	2913	MARY ANNE	Daphne du Maurier
1954	1954-06-27	10	6168	THE ROYAL BOX	Frances Parkinson Keyes
1954	1954-06-27	11	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-06-27	12	688	BHOWANI JUNCTION	John Masters
1954	1954-06-27	13	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-06-27	14	3939	SAYONARA	James A. Michener
1954	1954-06-27	15	6370	THE SPIDER KING	Lawrence Schoonover
1954	1954-06-27	16	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-07-04	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-07-04	2	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-07-04	3	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-07-04	4	4412	SWEET THURSDAY	John Steinbeck
1954	1954-07-04	5	2913	MARY ANNE	Daphne du Maurier
1954	1954-07-04	6	6168	THE ROYAL BOX	Frances Parkinson Keyes
1954	1954-07-04	7	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-07-04	8	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-07-04	9	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-07-04	10	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-07-04	11	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-07-04	12	6562	THE TUNNEL OF LOVE	Peter De Vries
1954	1954-07-04	13	4590	THE BAD SEED	William March
1954	1954-07-04	14	6745	THE WORLD IN THE EVENING	Christopher Isherwood
1954	1954-07-04	15	5889	THE NIGHT OF THE HUNTER	Davis Grubb
1954	1954-07-04	16	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-07-11	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-07-11	2	2913	MARY ANNE	Daphne du Maurier
1954	1954-07-11	3	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-07-11	4	6168	THE ROYAL BOX	Frances Parkinson Keyes
1954	1954-07-11	5	4412	SWEET THURSDAY	John Steinbeck
1954	1954-07-11	6	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-07-11	7	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-07-11	8	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-07-11	9	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-07-11	10	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-07-11	11	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-07-11	12	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-07-11	13	6745	THE WORLD IN THE EVENING	Christopher Isherwood
1954	1954-07-11	14	3939	SAYONARA	James A. Michener
1954	1954-07-11	15	6562	THE TUNNEL OF LOVE	Peter De Vries
1954	1954-07-11	16	4590	THE BAD SEED	William March
1954	1954-07-18	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-07-18	2	2913	MARY ANNE	Daphne du Maurier
1954	1954-07-18	3	6168	THE ROYAL BOX	Frances Parkinson Keyes
1954	1954-07-18	4	4412	SWEET THURSDAY	John Steinbeck
1954	1954-07-18	5	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-07-18	6	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-07-18	7	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-07-18	8	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-07-18	9	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-07-18	10	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-07-18	11	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-07-18	12	284	A WREATH FOR THE ENEMY	Pamela Frankau
1954	1954-07-18	13	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-07-18	14	4590	THE BAD SEED	William March
1954	1954-07-18	15	6745	THE WORLD IN THE EVENING	Christopher Isherwood
1954	1954-07-18	16	3113	MRS. CANDY STRIKES IT RICH	Robert Tallant
1954	1954-07-25	1	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-07-25	2	2913	MARY ANNE	Daphne du Maurier
1954	1954-07-25	3	4412	SWEET THURSDAY	John Steinbeck
1954	1954-07-25	4	6168	THE ROYAL BOX	Frances Parkinson Keyes
1954	1954-07-25	5	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
1954	1954-07-25	6	4999	THE DOLLMAKER	Harriette Arnow
1954	1954-07-25	7	733	BLESS THIS HOUSE	Norah Lofts
1954	1954-07-25	8	260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque
1954	1954-07-25	9	555	AWAY ALL BOATS	Kenneth Dodson
1954	1954-07-25	10	284	A WREATH FOR THE ENEMY	Pamela Frankau
1954	1954-07-25	11	3098	MR. HOBBS' VACATION	Edward Streeter
1954	1954-07-25	12	1493	DON CAMILLO'S DILEMMA	Giovannino Guareschi
1954	1954-07-25	13	6356	THE SONG OF RUTH	Frank G. Slaughter
1954	1954-07-25	14	3513	PICTURES FROM AN INSTITUTION	Randall Jarrell
1954	1954-07-25	15	6562	THE TUNNEL OF LOVE	Peter De Vries
1954	1954-07-25	16	5247	THE GIPSY IN THE PARLOUR	Margery Sharp
1954	1954-08-01	1	2913	MARY ANNE	Daphne du Maurier
1954	1954-08-01	2	3294	NOT AS A STRANGER	Morton Thompson
1954	1954-08-01	3	4412	SWEET THURSDAY	John Steinbeck
1954	1954-08-01	4	6168	THE ROYAL BOX	Frances Parkinson Keyes
1954	1954-08-01	5	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell
