observed,location_details,county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
"The sighting occurred sometime afer dark.  I was in my sleeping bag sleeping on a sandbar with three other guys on the Meramec River after an afternoon of canoeing and fishing.  I was awaken and was looking upstream into a beautiful bright, full moon.  The light being given off was so bright, that you could read by moonlight alone.  Suddenly about 20 yards upstream to my left, a very large, very massive creature walking on two legs, stepped into the river to cross.  It appeared to have a very massive upper body.  Because of the moonlight and angle I could see that its body had a very ""furry"" appearance to it. When it walked, I could see its arms sway and its knees bend with every step.  I also noted a very pronounced crest on the top of its head and a very pronounced ridge on its eyebrow line.  I was on my back looking upstream and propped myself up on my elbows for a better look.  As I did this, Greg who was off to my left propped himself up also and said out loud, ""What the hell is it?"".  I answered, not taking my eyes off the creature, ""I don't know, must be somebody ripping off cabins."" Implying a human form.  Immediately upon Gregs words, the creature turned at the waist and looked at us only taking its eyes off us to look at the other bank when it exited the river.  When it looked at us, its face blacked out due to turning away from the moonlight.  I remember hearing the creature cutting the water, which was about 3 feet deep, as it walked.  The water flow was very fast and no man could have crossed this area and remained standing for very long.  The water came up to the creatures knees.  I could see its knees bend as it lifted them to walk. It exited the river on the right side and we lost sight of it.  This sighting lasted only about 10 seconds, but lives vividly in my memory.  The next morning when Greg and I recalled what we had seen to the other guys, we were severely ridiculed.  Because of this, we didn't go and check for tracks or other sign.  We both agreed that what we saw was not human and far too tall and massive to be a person or bear.  We both then agreed that it had to be a Bigfoot we had seen. I do recall that the draw that the Bigfoot had come out of prior to entering the water was very dark, with thick brush and a spring fed creek in it.  As we were floating by,  I remember having a very uneasy feeling about it as I was looking at it and would not have gone into it.","We had put in our canoes at the Highway 19 bridge, floated north about 4 or 5 hours before camping before nightfall.",Crawford County,Missouri,Summer,Report 496: Campers see large figure cross river in moonlight,37.8597,-91.432,1977-08-15,496.0,Class A,9ywzrkjhxz,88.9,81.87,74.84,69.83,0.73,0.2,0.02,,,rain,1017.04,Partly cloudy until evening and humid throughout the day.,8,8.42,147,7.67
"I'm submitting this because I just read a report from someone near Prairie Home in Missouri and wanted to share what happened to us. My younger sister, my Mom and myself were visiting my Uncle and Aunt who lived on a farm near Prairie Home in Missouri. It was during June, sometime between 1973-1976. I only know the month for certain as we were on summer vacation and we always took it at the same time. My Uncle had gone into town for a farm meeting so at the house was me, my sister, my Mom and two Aunts. It was around 10 pm at night. It was very hot and humid and all the doors and windows were open (My Uncle did not like air conditioning).  My sister and I were getting ready for bed and the head of the bed was up against the window, which was open and had a sheer curtain hanging from it.  My Mom and Aunts were in the living room watching T.V. which was right across from where we were sleeping. The front door was open which faced the living room as were two very large picture windows also open.  All of a sudden there was a loud screaming coming from outside it sounded like a woman/man/animal, certainly not human sounding, the noise made the hair on your arms stand up.  The screaming was coming from up the hill from the house and you could hear it getting closer to the door of the house. My Aunt being born on the farm was not at all scared and she came running into the bedroom grabbed her shotgun and was actually going to go outside and confront what ever it was. My Aunt told my Mom that she had never heard anything like that ever, and she was over 70 years old born and raised on the farm.  My other Aunt and Mom started screaming for her not to go out and my Mom shut the front door and yelled for us to get up and come into the living room.  As we were going into the living room the screaming at this point was coming from outside the front door. My Aunt screamed she was going to shoot what ever it was thru the front door. It was then that the ""thing"" crossed over in front of the picture windows.  What we saw was the shape/outline of a man about 7 foot tall or taller very large frame it appeared to be hunched over as it walked so as not to hit its head on the roof overhang maybe?  It was dark outside and that is all we could see thru the sheer curtains that were hanging up. The ""thing"" kept walking and began to beat on the house several times. My Aunt and Mom opened the front door as my Mom turned she saw the leg of the thing. She said it was a very hairy large mans leg. My Aunt at first thought it was her Grandson playing a joke trying to scare us, until my Mom screamed and when that happened the thing screamed also. The thing went around the corner of the house and was gone. When my Uncle and his grandson got home they went out looking for this thing but nothing was ever located. The smell it left behind was a burning skunk smell. We have talked about this for many, many, years.  My Mom when she recanted the story was always shook up over it. My Aunt (not the one who lived on the farm) would not talk about it. I remember what happened that night very clearly and will never forget it or the sound it made.  Am I a believer, heck yes!","This was my Uncle's home in Cotton, which is not far from Prairie Home.  I do not have the exact address at this time but will have to contact relatives in Missouri to get it.",Cooper County,Missouri,Summer,Report 44283: Family members describe screaming and house smacking near Prairie Home,38.437,-92.408,1973-06-13,44283.0,Class A,9yy69jnxc8,84.97,76.545,68.12,65.83,0.73,0.9,0.45,0,0,,1016.4,,5,,113,6.61
"As I was traveling South Bound on US 33 approximately 5 miles from US 116 near Plattsburg MO on Friday July 11th 2014 at 11:48 pm, I witnessed a sizable creature cross the roadway from West to East jump the fence in pass into the corn. I was nearing the rounding of a sharp curve in the road which features a gully that empties into a creek, that then empties into an outer portion of the Little Platte River. The area is a mixture of farmland, which is primarily corn or soybean ground, some cow pastures and a mixture of  trees, gully's, and waterways which flow into the river. As I entered the curve my eyes caught a a large shadow as it crossed the road 50 yards in front of me. My initial reaction to this was oh a deer, there are probably more so I hit the brakes a slowed slightly. In the time it took me to blink my eyes and reopen them the shadow had passed completely across the roadway and was at the edge of the ditch, as the distance between us closed and more of the light from the headlights illuminated the shadow. I was able to get a better view of what I was dealing with. What I had thought was a deer was in fact much larger, and upright. As the light caught the side of the creature it made an extremely agile motion which consisted of two steps from the edge of the ditch to the fence line. In the same motion the creature placed its left hand on the top wire of the fence, jumped and cleared the fence with both feet and disappeared into the corn. Description: Height: 7' to 7 1/2' it was very tall Width: Unknown, my view was a complete side profile view Depth: 24""-30"" easy maybe more Hair: shaggy light red/brown. The hair length on the body, at least the portions I was able to see varied, some portions were longer others shorter. Reminds me of how the hair is on my Golden Retriever in a way. The creature was very stout and the weight had to have been 350-400 lbs. possibly more. I did not get a view of the creature's head or face at all, the face was a complete shadow the entire time and even with the light from the headlights there was no eye glow. The feet and legs were all but blocked from view as well either from the lack of light or from the vegetation once it was in the ditch. The portion I got the best view of was the left arm as it braced the top wire of the fence and made its jump over.  The arm was very large and hair covered, the hair appeared to be longer above the elbow than it was below, with the hair on the hand being the shortest.",I could provide the approximate location again but there are no real distinguishing landmarks which make this area of the roadway stand out from the rest of the surroundings.,Clinton County,Missouri,Summer,Report 45851: Motorist observes a large biped crossing US-33 at night near Plattsburg,39.60238,-94.40015,2014-07-11,45851.0,Class A,9zhc7c7ut4,88.94,82.6,76.26,70.14,0.78,0.31,0.47,0,0,,1015.93,Mostly cloudy until afternoon and humid throughout the day.,8,10,172,4.08
"Myself and 3 friends went to a game access area close to Smithville Lake where myself and several other young men had witnessed a pair of red eyes looking at us in October or November of 2011. Myself and the 3 friends went back to the game access in May of 2012 late at night, close to 11 or 12. We walked around for a little while and didn't hear anything so we went back to the jeep and waiting with the windows cracked. We stayed there quietly chatting for around an hour or an hour and a half, then we felt a strange feeling and decided to leave. The driver turned the car on and the passenger pointed and screamed. Off the front of the car about 30 yards was a large figure squatted down looking at us with red eyes. The driver attempted to turn around and almost hit the creature in his frenzy of getting turned around. Myself and the passenger, as i was sitting behind the passenger, got within 7 or 8 feet of the creature through the window. The face still haunts me to this day and I have trouble writing about it these 6 years on. It was much more human like than I ever would have guessed. Simply horrifying and still gives me nightmares. It all happened in a span of 10 - 15 seconds by the time the driver got us out of there. One of the guys still will not speak about it.",Small game access point off of C Highway not far from a small church.,Clay County,Missouri,Spring,Report 59450: Close-up nighttime sighting from a car near Kearney,39.2475,-94.271,2012-05-19,59450.0,Class A,9yuzqbccq2,84.49,74.685,64.88,58.71,0.56,0.05,0.96,0,0,,1010.25,Partly cloudy in the morning.,10,10,165,4.37
"It was a bright sunny summer day. My 14 year old daughter and I were on our way to pick up my 16 year old daughter. I was watching the road ahead and saw a figure cross the road from one treeline on the west side of zz to the east side treeline. We were about 800 ft . away. I ask my daughter to look and tell me what she saw, she said "" Bigfoot or something like it"". It looked about 7 ft. tall and 300 lbs. It had a long lope as it cleared the road in seconds and by the time we were where it had been, there was no sign, not that I stayed long. It looked like it had long hair. The next weekend my neighbor came over and mentioned that her 6yr. old granddaughter had came in the other day yelling grandma theres a monster in the field. She just brushed it off, and I never told her what we saw.",,Chariton County,Missouri,Summer,Report 7766: Motorist has daylight sighting near Marceline.,39.7557,-92.9282,2004-11-21,7766.0,Class A,9zjfjm79xz,42.58,38.595,34.61,32.87,0.79,,0.34,0,0,,,Clear throughout the day.,0,,31,3.03
"The incident all started at our house in Cedar Springs, MO. we were burning trash in our trash barrel and playing our harmonicas. we then decided to race around the poll barn about 100 yards away. we then moved our way to the side of the car parked about 5 yards to the left of the trash barrell.  i decided to spout a few notes off my harmonica to start the race. once finished we both layed down our mouth harps and got ready to run the two of us took about 2 - 3 paces and both stopped dead in our track not saying or looking at each other we both turned and ran. what we both noted that we saw was something that was very tall and broad. it stopped and looked at us as we ran towards it and I believe that is what startled us the most is that no animal would just stand as two humans ran towards it.",,Cedar County,Missouri,Fall,Report 23686: Two young men almost run into a large nighttime visitor north of Stockton Lake,37.87153,-93.82087,2005-11-18,23686.0,Class A,9ytr3n39xk,55.44,,,24.84,0.51,,0.59,0,0,,,Clear throughout the day.,0,,255,2.18
"This wasn't experienced by me, it was experienced by my father. He related the story to me either later that night or the next day, I don't remember. He and his best friend, Gordon Johnson, often went fishing and (morell) mushroom hunting in the woods near Gordon's house which was just south of town. Gordon had 40 acres, but it was sparsely wooded, and had no fishing ponds. I can't remember whether they were headed for some fishing hole Gordon had heard of or if they were mushroom hunting, but I suspect the latter. The woods they were traveling through were very thick, almost impassible. If I remember correctly, my dad had a machete to hack through the brush. I remember he said that he was having an argument with Gordon, along the lines of ""Where the heck are you taking me!"" After traveling south from the gravel road they'd left my dad's pickup on, he said he found a trail, or at least a spot where the brush wasn't as thick. They started across this spot (I ! remember he said he couldn't tell if it was a trail, or just a cleared out spot) and said they heard a sound that stopped them in their tracks. There had been an eccentric individual that had lived near Gordon who had, a year or so before, let his exotic animal collection loose, which included a lion and lioness. It made all the papers. Despite the fact that all animals had been accounted for, the fact that this sound my father and Gordon heard was a definite roar of some large creature got their attention. In that part of Missouri, bears are unheard of. Forests are pretty much small trees and brush, not the hardwood areas bears like. Same with bobcats, and pretty much any other big game. We have deer and coyotes, and not too many of those. My dad said this was a cross between a lion and a bear, but that it ended in what he described as a high-pitched shriek, like a monkey. Gordon is a pretty superstitious guy, so he totally froze. My dad was more down to earth, he started looking around. They were then hit by a very strong smell, my dad said he almost vomited, he said he was glad he hadn't eaten lunch yet. They heard brush moving (but didn't see anything) and then another howl, just like the one before, but definitely closer. That was enough for them, they turned about face and hauled out at full speed, following the path my dad had cut as best they could. My dad had some nicks and cuts to back up this part of the tale of plunging through the brush (brambles on his clothes and such). They emerged almost 1/2 a mile from where they entered, that's how fast they were running. My father was a construction worker, and just not afraid of much, especially with a machete in his hand. He was also NOT a storyteller, at ALL. If something scared him, he was more likely to lie and say he WASN'T scared, he was quite the macho type. Also, every time he drove past that section of woods to Gordon's house, he always sped up. I could tell something back there got to him. He passed away a few years ago, or I'd call him and get more details for you.","Cass County, Missouri. Approx. 1 mile east of 7 Highway, 3 miles south of Pleasant Hill. Unknown distance south of gravel road.",Cass County,Missouri,Spring,Report 1100: Two fisherman run from a large screaming creature in the woods near Highway 7,38.7437,-94.2633,1983-05-15,1100.0,Class B,9yuuqvpd3v,63.52,,,37.6,0.46,0.42,0.1,,,rain,1016.59,Partly cloudy throughout the day.,9,9.43,38,8
"I have heard wood knocks, whistles, growls, and thumps in the timber behind my house. As a hunter and veteran, I'm not sure what is making these sounds.","My location is a very rural area. I live on several hundred acres near the ""Lake Girardeau"" Conservation Area.",Cape Girardeau County,Missouri,Spring,,,,,45876.0,Class B,,,,,,,,,,,,,,,,,
"One summer while I was in college, (1973) I was living at the Lake of the Ozarks with my high school friend at a house his father owned near Purvis Point. We were both from Kansas City, so it was a second home for them. I had been at the house many times over the years in High School and college. We had always talked about climbing the log flue which was a long scar in on a steep hillside you could see from the Lighthouse Marina looking east across the main channel as the lake makes the turn around the bend. This would be the closest thing to a mountain climbing adventure that the midwest would offer. One afternoon we took his small aluminum fishing boat over to the base of the flue and as we started getting closer to shore and approaching slowly, I kept hearing little pfft sounds in the water around us. Whenever I would look over I would just see bubbles, but no splash so I thought it was some sort of fish. We pulled up to shore and tied up the boat. The hillside was quite steep but still climbable and fully forested with deciduous trees, but not too dense to make walking a problem. Within a few feet of starting to climb and a few minutes of being there, rocks started falling around us coming down through the trees from up above. We did not know what was above us if there were any roads on the high ridge where people would be. So we started shouting up the hill that we were down there, and stop throwing rocks. The rocks were at first half a fist sized, but started getting larger after that, and soon there were football sized rocks crashing through the trees around us, coming downward from above. We quickly got scared and got back in the boat before we got hit by one, since they were large enough to kill us. The smaller rocks continued to fall in the water around us as we pulled away with one or two landing in the boat. At the time we wrote it off as possibly someone having a whiskey still or marijuana patch they were protecting. Although we could never see any smoke in that area or clearings of any sort. After watching Finding Bigfoot a few years ago and seeing how rock throwing is a common trait of sasquatch,  I emailed my friend who still lives near Kansas City, (I moved to California after College) and told him I think it was a Bigfoot encounter we had. Then last night I saw your show from the Ozarks telling about others having Bigfoot encounters with rock throwing, so I thought I would write to you. I am 60 now, but never forgot it. In the 1970s we had heard of bigfoot, but thought they were only in the Himalayas or Pacific Northwest. There was never any talk of Bigfoot in that area, and in fact I never heard any coyotes while in the Ozarks either.  It is still uninhabited there, although many homes have been built in the area that were not there in the 1970s.",East side of main channel of Lake of the Ozarks,Camden County,Missouri,Summer,Report 50534: Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,38.16811,-92.79309,1973-07-01,50534.0,Class B,9yy10kq1k7,,,,,,,,,,,,,,,,
"My ex girlfriend and I were bored one day so we went for a leisure drive (she was driving) down old highway 94 in Callaway county Missouri. We were 2ish miles down the road when I see a huge brown object 20ish feet off the side of the road in the yard of a house that no one lived in.  I see a humanoid creature on it's hands and knees in front of a big round hay bale. left arm straight down, right arm extended picking up something off the ground. Right knee straight down, left leg extended as if to counterbalance itself. I saw it so clearly that I seen the expression on its face(soft looking, lighter brown hair on the face with a black nose)from a profile angle. It was totally engrossed in what it was picking up off the ground. From the extended arm I saw long darker brown hair maybe 12 inches long blowing in the wind. The hair was not matted and seemed to be clean and shiny. I quickly surveyed the surroundings to get a idea of the size of this thing. it's extended arm stretched maybe 2 feet in front of the hay bale, the extended leg probably 3 and a half feet the other way. It's back was flush with the top of the hay bale. I was unable to speak for a couple of seconds. When I regained control of my vocal cords I told my girlfriend about what I saw. She looks in the rear view mirror and seen the creature by the hay bale then exclaimed she was turning around! Some cuss words followed with the threat to throw her out of the car if she stopped. The creature didn't even seem to notice us or care about anything but what ever it was doing. we was in a small car (94 Mazda 323)and who knows what would have happened if we startled the thing and it came after us. ",http://www.mapquest.com/?le=t&hk=dGV8IE&vs=,Callaway County,Missouri,Summer,Report 28689: Memory of a daylight sighting as a passenger on Old Hwy. 94 east of Jefferson City,38.56724,-92.07335,1999-06-30,28689.0,Class A,9yye2ufnrq,80.24,74.025,67.81,64.16,0.8,0.77,0.55,0.0007,1,rain,1008.19,Light rain starting in the evening.,6,10,137,6.16
"I was parking out in the woods with my date late one fall evening. All of a sudden my car began to shake.  I looked out the drivers side-window and found myself looking at a huge face. We stared at each other not over 3 inches from each other through the glass.  I hurriedly started the car and put the headlights on.  The first thing we saw was that now the animal was on the passenger side of the car and on all fours as if it were trying to stay out of the light from the headlights.  The animal hurriedly covered the 35 feet in front of the car and into the woods.  It only stood up as it reached the trees. The speed that it moved was amazing.  It was much faster than any deer. It was over 7 feet tall, brown and had a large head though we could not see the face. We quickly left the area and headed back to town. It took over an hour to get my girlfriend calmed down.",dead end county road,Callaway County,Missouri,Fall,Report 9941: Couple has car shaken and sees large animal up close near Tebbetts.,38.62,-91.96238,2004-12-06,9941.0,Class A,9yyeeqe1c1,58.66,52.515,46.37,50.56,0.89,0.81,0.81,0.0109,1,rain,1006.22,Rain starting in the evening.,2,8.4,164,3.24
"In June of 1986. my husband and I went for a two-day float on the Little Niangua between Climax Springs and Roach.  We camped in a two man dome tent on a gravel bank where the river made a u shaped bend.  On the far side was a dirt cliff from flood waters. The tent was hidden from view by underbrush.  At about two A.M., I was awakened by splashing in the river close to us.  Afraid, I woke my husband up.  I refused to let him go out to see what was there, I thought it was a bear.  While we whispered about what to do, it must have heard us.  It started to run in our direction.  Whatever it was, it ran past our tent on TWO legs.  It was large enough to shake the ground we were sitting on as it ran past us.  After it was quiet for a while, we did go out to see if we could find anything.  There were no prints that we could find in the gravel, but there was a very foul odor in the air.","On a gravel bank of the Little Niangua river between Climax Springs and Roach, in Camden County, Missouri.",Camden County,Missouri,Summer,Report 1099: Campsite intrusion near river.,38.04414,-92.97639,1986-06-15,1099.0,Class A,9yvbkm8xjj,,,,,,,,,,,,,,,,
"My brother, neighbor, and I were on a walk like we normally did almost every day that we could.  We would walk miles away from our house (we lived in the country) and would go exploring for hours on end.  This time we were in a soybean field that had been combined and left for the next planting season.  Farmers whenever they plant a field they leave an area between the field and the fenceline not plowed so they can turn their equipment around to get the next row.  In this area we saw something had walked in the grass next to the field that had large steps but didn't think anything of it till we came across a small wash out that had brought dirt out of the field into the area of grass into the path of the creature that had walked in the grass.  There we saw the largest footprint I had ever seen in my life.  We looked around for more tracks we could make out beside the one, but we lost the rest in the woods because it was starting to get dark.  The print was long but not extremely wide.  Like the stupid kids we were, we did not get a cast of the print and did not go back that way for a long time, but after that incident we were creeped out about going out in the woods without a weapon with us even still to this day",South of Daugherty on Freedom Rd. (Daugherty is halfway between Harrisonville and Garden City on Highway 7) about a mile or so where road turns into 291st.  Turn right and immediately to the left is a house on the land where the print was.,Cass County,Missouri,Fall,Report 12054: Teenagers find footprint near Daugherty,38.586,-94.286,1983-10-15,12054.0,Class B,9yugw2r58z,72.65,,,50.07,0.55,0.75,0.31,,,rain,1014.15,Windy until afternoon and mostly cloudy throughout the day.,4,10,181,14.66
"I was just 16 years old. My brothers best friend had been over earlier that day/evening. He needed a ride home and I asked my parents if I could take him home. They said yes, so the three of us got into my dad's 1980 Ford Ranger F-150 which was 4 wheel drive and seemed somewhat lifted.  I would say the truck stood an easy 6 foot tall. So, my brothers friend lived about two to three miles from us but off of the dirt/gravel road.  It was a clear night and it was pretty dark out at this time. As I rounded the final turn to his house my lights caught something in front of us. This bi-pedal being stood an easy seven foot tall, was covered in light brown fur and jumped into the ditch and on a single leg, jumped the fence to keep cattle in.  This was impossible for a person to do.  I couldn't believe what I just saw. My brother's friend leaned over and said, did you just see that??  So, all three of us seen bigfoot that night many years ago.",It was on the dirt road between South Prospect and S Groh road.  On the dirt road heading east.,Cass County,Missouri,Winter,Report 65277: Three young men spot a sasquatch on a country road near Cleveland,38.397,-94.332,1988-12-14,65277.0,Class A,9yufmmvw9p,,,,,,,,,,,,,,,,
"Around the fall in 1989, it was a Friday night. I was driving me and some friends back from a night out at the local SkateLand in south Kansas City/Grandview, MO.  These are cousins of my brothers friend, I befriended all the cousins.  So there were 8 of us in my car.  We were almost to their house, came around the S curves on Holmes Road/D High way.  We were just about to get onto the dirt road and a bigfoot passed right in front of us heading into the cemetery just off the paved road.  All eight of us seen the creature, a little freaked out and high tailed it to their house.  I took another road to get home!!","E 259th Street, and the Glenwild Cemetery just off the paved road.",Cass County,Missouri,Fall,Report 65278: Group spots a bigfoot late at night walking into Glenwild Cemetery south of Cleveland (MO/KS border),38.3905,-94.352,1989-10-13,65278.0,Class A,9yufkuybz5,,,,,,,,,,,,,,,,
"I was going to Settle's Ford conservation area with my girlfriend to look at the stars. We pulled up to a gravel parking lot with fields to the east and a tree line to the west. My girlfriend and I felt uneasy for some reason when we got out of the car, but it had only been our second time there and we didn't bring her dog this time around. I have a pretty powerful little spotlight flashlight with a zoom lens to really get a distant read on eye shine. I decided to do a quick look around with it and almost out it down when I thought i saw something out of place in the field. I don't know why it caught my attention, as I had just skimmed over it with my flashlight before bringing it back around to decipher whether or not I was looking at an animal or a tree. But I noticed it was a little more... white? I shined the light on this thing for no more than 3 seconds before it started moving west. This was 50 yards away, but the first thought that came to my mind was it was a man, and told my girlfriend to immediately get in the car. Once I jumped in I realized that it is nearly 1 am, there are no cars here, and nobody would be in a field dressed in white at the hours. It just doesn't make sense. I then pulled my car around back to the road in it's direction to try and take a closer look, but only 40 feet or so down the gravel road, the fog started to get heavy. Feeling incredibly creeped out, me and my girlfriend high tailed it back home. From the distance in the fog, I could tell it was white, upright, somewhat slender and VERY tall. The head was distinct from the rest of the body and it seemed to move at a little more than casual pace once it realized I could see it standing there. I know this was not a deer because I would see the rest of it's body and I know it wasn't another person because a singular person would be out of there mind to walk out into a field to hang out in the middle of the night. Plus it was way too tall.  I will not be going back to this area.","Cass county side of Settles Ford on the north side of the river, 2nd parking lot coming into the conservation area before reaching the river",Cass County,Missouri,Summer,Report 65808: Couple sees a white sasquatch at Settle's Ford Conservation Area.,38.46156,-94.14297,2020-07-23,65808.0,Class A,9yv4c9xnvf,92.43,82.08000000000001,71.73,73.85,0.78,0.11,0.12,0.0025,0.17,rain,1015.9,Humid throughout the day.,10,10,118,4.18
"I was driving home from Springfield, Mo to Eldorado Springs, Mo one evening about a month ago.  I noticed something in the road ahead of me on 32 HWY and at first I thought it was a bear. I have only seen one bear in my life but I thought it had been hit in the road.  When I got closer I realized it was moving near the side of the road, eating out of a trash bag in the ditch.  I honked my horn as I approached and thats when it stood up to run away.  It wasn't that big maybe 4 or 5 feet tall but it stood on its hind legs and ran off into the field. I stopped and backed my van up to see if I could see into the field with my head lights but didnt see anything.  I waited a while until a car came up behind me but never saw it again. It was dark haired like a bear and I really didnt see its face.  I havent told anyone this story for fear of getting laughed at.  I know what I saw was no bear.  We had a bear kill one of our goats about 6 months ago. I saw that one about 10 feet from me, so I know what they look like.",,Cedar County,Missouri,Spring,Report 19695: Dusk sighting by motorist on Hwy 32 near Fair Play.,37.664,-93.684,2007-04-15,19695.0,Class A,9ytqk0t2sw,61.95,,,34.2,0.47,,0.93,0,0,,,Clear throughout the day.,0,,323,1.71
"I was driving on I-35 southbound going around a curve I was driving my semi when I saw kinda forward a very tall brown mass was walking on two legs from the grassy area by the road way, it took 3 steps into the woods. It happened so fast within seconds and it was gone.",It was on I-35 South around mile marker 3738 I later found out there is a state park there called Wallace State Park that I had just passed and it was a couple miles it seem like from that place,Clinton County,Missouri,Winter,Report 58980: Truck driver watches a sasquatch vanish into a treeline near Holt,39.502,-94.29428,2018-01-29,58980.0,Class A,9zhbwr15b4,29.85,23.395000000000003,16.94,11.96,0.7,0.34,0.43,0,0,,1036.15,Mostly cloudy in the morning.,3,9.91,341,3.61
"I was up getting a glass of water at about 11 PM. My folks were getting ready for bed, and that is what woke me up. We lived on a farm in rural Missouri, not far from the town of Prairie Home. We had a kitchen door that had a window in it that faced out to our carport. Beyond the carport was a two-acre field with trees at the far end. I got a glass of water---my back to the door---when I felt a presence. Well our nearest neighbor was over a 1/4 mile away, and I thought that maybe our cattle had strayed from our bigger parcel into the small 2-acre field. I moved my stool over to the door and got up on it. I cupped one of my hands to cut the glare from the kitchen light on the window. It was pitch black out. I turned on the carport light, and put my face back up to the window---it was still dark for a second or two when something stepped back from the door to allow the carport light to illuminate the situation. The thing that stepped back from the window was very tall---much taller than the standard height of a door---it had been so close to the door that it was blocking all the light from the carport. I screamed, and dropped the water that I had in one hand. The thing outside my door looked right, then left, stepped back a couple of steps---then turned and ran across the carport---and through the field into the woods that bordered it. It was a couple hundred feet from the carport to the tree line, and I saw exactly where it entered the trees. It did not take long for it to reach the trees. Before it ran---it was definitely looking right at me. It had very dark brown, and/or black hair. I could see the reflection of the light from the kitchen in its eyes. I do not remember seeing any white in the eyes. The face had some areas that showed dark skin, with tufts of hair sticking out or surrounding the face and head. I never saw any teeth. Its arms were much longer in proportion to humans. They seemed to hang to the knees. There was long hair at the wrists that seemed to hang down over the hands. When I saw a grizzly bear run later on in life---I thought that the way its hair “flopped” up and down was the way it did on the Mo Mo that I saw.",west of Prairie Home on Highway J. Not far after crossing Pisgah creek. Old farm house with separate yard from pasture.,Cooper County,Missouri,Fall,"Report 3483: Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek",38.81124,-92.59781,1975-10-15,3483.0,Class A,9yyhuck7fe,62.09,50.905,39.72,49.65,0.75,0.84,0.36,0.0108,1,rain,1017.49,Light rain in the morning.,4,9.75,284,7.06
"I am a Missouri resident. Back in 91 or 92 (can't remember which year) I was coming home and coming around a curve when I noticed eyeshine. As I got closer I could see a creature standing on the side of the road, reddish-brown color, at least 8 ft. tall and massive. As the truck lights hit this thing it threw up it's arm and covered it's face. It was not a man in a suit or a bear. When I say massive I mean massive. This thing was anywhere between 600/800 lbs. As the years went by I moved but within 7 miles from where I saw this creature the first time. I have been here 19 years now. Back in the first years I would come home at night and hear things that I have never heard before, not thinking it was Bigfoot, just not knowing what I was hearing until one night about 2:30am   I let my little dog out and heard a holler that was long and to me sounded like a warning. I swooped my little dog up ran in house and shook! We have 119 acres, mostly wooded. My mother moved a trailer onto my land and was here about 7 years before she passed away in 2010.  She would call me and tell me something is hitting her door/trailer at night very hard. She also was throwing rocks out of yard to keep lawn mower from getting them and to her surprise two rocks came right back at her over her head. She never seen what threw them though. That also happened to me when I would be weed-eating her yard. One time she heard a pack of dogs running and barking. She went out to look and she said all of the sudden something firmly started ""talking"" in animal language to these dogs and then she never heard the dogs again. She stated that if an 800 lb gorilla could talk, that's what it would sound like. Around the time she started telling me things were hitting the trailer at night and she was hearing walking around outside. Then it started here at my house. Rocks hitting on house, rocks thrown on top of the house. It came up onto my porch. I heard it scuffle and run off as I was laying in bed. I knew whatever was just on my porch was extremely heavy! I have never been so petrified in all my life. Then the wood knocks the very next night. My husband worked nights so it was just my daughter and I at home. After my husband retired he was working on my truck at our bottom barn and as he pulled down there he saw something he said was not a man or a bear, but it ran so fast that he didn't know what it was. He said it was big and fast. After that he started finding footprints. He would come and get me and show them to me. I heard this thing holler on several occasions holler, wood knocking and walking around outside. So much has happened throughout the years here, really way too much to document. I have noticed that it comes around if you sing. At the end of last summer I bought a cheap little night vision scope. One night i asked my husband ""You want to go sit out on the front porch with me? He said OK, so we went out and I took the night vision scope.  I turned it on, started focusing it in, and to my amazement there it was in the woods in the darkness 50 yards in front of the house. As I was looking at this thing I said,""OH MY GOD HENRY IT'S BIGFOOT!!! I'm sure he was thinking ""Yeah right."" But I handed him the night vision scope, pointed and said it's standing right there. I waited a minute and asked,""Do you see it?"" He said ""Yes I see it!"" I said,""I told you there was a Bigfoot, and it was out here!!"" This thing was standing there watching us as we were watching it. It was approx. 8 feet. or taller, and huge. It's arms hung down past it's knees and kind of curved as like a monkeys would. It's head was crowned to some degree. We passed the scope back and forth to each other. My husband couldn't believe what he was seeing. I watched it crouch down and stand right back up. While we were watching that one, something other than it threw a rock on carport. My big brave husband wanted to walk out to it. I told him it could rip him apart with little effort if it felt threatened. My husband started to walk out to it. There was a sudden flash of movement in the scope and then it was gone. I couldn't see it any more so I hollered out, ""I don't see it any more. You better not go out there!"" But it was gone. It has never hurt or threatened us (besides growling at me). In total I saw this creature 4 times and only 1 is questionable. If I didn't see with my own two eyes I would be skeptical too I suppose. Before I end my report here, my husband informed me as he was walking the dog this morning he heard a wood knock in one direction and a whistle in another. I heard the whistles the other night when i went out to see what the dog was raising cain about.",[Directions and address removed from report -- private property],Crawford County,Missouri,Winter,,,,,62432.0,Class A,,,,,,,,,,,,,,,,,
