broad_field,major_field,field,year,n_phds
Engineering,Other engineering,Operations research (engineering),2010,85
Engineering,Other engineering,Petroleum engineering,2010,51
Engineering,Other engineering,"Polymer, plastics engineering",2010,57
Engineering,Other engineering,Robotics,2010,31
Engineering,Other engineering,Structural engineering,2010,66
Engineering,Other engineering,Systems engineering,2010,68
Engineering,Other engineering,Transportation and highway engineering,2010,NA
Engineering,Other engineering,"Engineering, general",2010,36
Engineering,Other engineering,"Engineering, other",2010,128
Education,Education administration,Educational administration and supervision,2010,320
Education,Education administration,"Educational and human resource studies, development",2010,NA
Education,Education administration,Educational leadership,2010,1029
Education,Education administration,Urban education and leadership,2010,90
Education,Education research,"Counseling education, counseling and guidance",2010,211
Education,Education research,Curriculum and instruction,2010,617
Education,Education research,Educational and instructional media design,2010,121
Education,Education research,Educational and instructional technology,2010,NA
Education,Education research,"Educational assessment, testing, measurement",2010,65
Education,Education research,Educational policy analysis,2010,122
Education,Education research,Educational psychology (education),2010,269
Education,Education research,"Educational statistics, research methods",2010,68
Education,Education research,Higher education evaluation and research,2010,420
Education,Education research,International education,2010,65
Education,Education research,School psychology (education),2010,132
Education,Education research,Social and philosophical foundations of education,2010,92
Education,Education research,Special education,2010,261
Education,Teacher education,Adult and continuing teacher education,2010,91
Education,Teacher education,Elementary teacher education,2010,48
Education,Teacher education,"Pre-elementary, early childhood teacher education",2010,58
Education,Teacher education,Secondary teacher education,2010,48
Education,Teaching fields,Agricultural education,2010,34
Education,Teaching fields,Art education,2010,35
Education,Teaching fields,Bilingual and multilingual education,2010,NA
Education,Teaching fields,Business education,2010,NA
Education,Teaching fields,English as a second or foreign language,2010,NA
Education,Teaching fields,English education,2010,61
Education,Teaching fields,"Family, consumer, and human sciences",2010,23
Education,Teaching fields,Foreign languages education,2010,60
Education,Teaching fields,Health education,2010,45
Education,Teaching fields,Literacy and reading educationm,2010,83
Education,Teaching fields,Mathematics education,2010,144
Education,Teaching fields,Music education,2010,83
Education,Teaching fields,Nursing education,2010,30
Education,Teaching fields,Physical education and coaching,2010,34
Education,Teaching fields,Science education,2010,96
Education,Teaching fields,Social science education,2010,21
Education,Teaching fields,"Teacher education and professional development, othern",2010,50
Education,Teaching fields,Trade and industrial education,2010,NA
Education,Other education,Workforce education and development,2010,NA
Education,Other education,"Education, general",2010,152
Education,Other education,"Education, other",2010,209
Humanities and arts,Foreign languages and literature,Arabic language and literature,2010,14
Humanities and arts,Foreign languages and literature,Chinese language and literature,2010,41
Humanities and arts,Foreign languages and literature,French language and literature,2010,110
Humanities and arts,Foreign languages and literature,Germanic language and literature,2010,64
Humanities and arts,Foreign languages and literature,Italian language and literature,2010,35
Humanities and arts,Foreign languages and literature,Japanese language and literature,2010,27
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2010,NA
Humanities and arts,Foreign languages and literature,Russian language and literature,2010,23
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2010,NA
Humanities and arts,Foreign languages and literature,Spanish language and literature,2010,231
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2010,56
Humanities and arts,History,African history,2010,30
Humanities and arts,History,"American history, United States and Canada",2010,391
Humanities and arts,History,Asian history,2010,59
Humanities and arts,History,European history,2010,193
Humanities and arts,History,"History, science and technology and society",2010,46
Humanities and arts,History,Latin American history,2010,65
Humanities and arts,History,"Middle, Near East history",2010,65
Humanities and arts,History,"History, general",2010,78
Humanities and arts,History,"History, other",2010,78
Humanities and arts,Letters,"American literature, United States and Canada",2010,361
Humanities and arts,Letters,Classics,2010,86
Humanities and arts,Letters,Comparative literature,2010,197
Humanities and arts,Letters,Creative writing,2010,81
Humanities and arts,Letters,English language,2010,146
Humanities and arts,Letters,"English literature, British and Commonwealth",2010,419
Humanities and arts,Letters,Folklore,2010,11
Humanities and arts,Letters,Rhetoric and composition,2010,NA
Humanities and arts,Letters,Speech and rhetorical studies,2010,152
Humanities and arts,Letters,"Letters, general",2010,22
Humanities and arts,Letters,"Letters, other",2010,41
Humanities and arts,Other humanities and arts,Archaeology (humanities),2010,60
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2010,248
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2010,97
Humanities and arts,Other humanities and arts,Dance,2010,NA
Humanities and arts,Other humanities and arts,"Drama, theater arts",2010,104
Humanities and arts,Other humanities and arts,Ethics,2010,NA
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2010,NA
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2010,NA
Humanities and arts,Other humanities and arts,Music,2010,66
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2010,135
Humanities and arts,Other humanities and arts,Music performance,2010,106
Humanities and arts,Other humanities and arts,Music theory and composition,2010,91
Humanities and arts,Other humanities and arts,"Music, other",2010,18
Humanities and arts,Other humanities and arts,Philosophy,2010,431
Humanities and arts,Other humanities and arts,"Religion, religious studies",2010,282
Humanities and arts,Other humanities and arts,"Theology, religious education",2010,160
Humanities and arts,Other humanities and arts,"Humanities, general",2010,28
Humanities and arts,Other humanities and arts,"Humanities, other",2010,67
Other,Business management and administration,Accounting,2010,148
Other,Business management and administration,Banking/financial services,2010,5
Other,Business management and administration,Business administration and management,2010,157
Other,Business management and administration,"Business, managerial economics",2010,29
Other,Business management and administration,Finance,2010,210
Other,Business management and administration,"Hospitality, food service and tourism management",2010,36
Other,Business management and administration,Human resources development,2010,70
Other,Business management and administration,"International business, trade, commerce",2010,25
Other,Business management and administration,"Management information systems, business statistics",2010,108
Other,Business management and administration,Marketing management and research,2010,157
Other,Business management and administration,Operations research (business),2010,84
Other,Business management and administration,Organizational behavior,2010,175
Other,Business management and administration,"Business management and administration, general",2010,102
Other,Business management and administration,"Business management and administration, other",2010,60
Other,Communication,Communication research,2010,120
Other,Communication,Communication theory,2010,34
Other,Communication,"Film, radio, TV and digital communication",2010,73
Other,Communication,"Mass communication, media studies",2010,214
Other,Communication,"Communication, general",2010,119
Other,Communication,"Communication, other",2010,78
Other,Non-S&E fields nec,Architecture and environmental design,2010,81
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2010,48
Other,Non-S&E fields nec,Law,2010,68
Other,Non-S&E fields nec,Library science,2010,40
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2010,54
Other,Non-S&E fields nec,Public administration,2010,126
Other,Non-S&E fields nec,Social work,2010,308
Other,Non-S&E fields nec,Other fields nec,2010,0
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2011,106
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2011,23
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2011,7
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2011,54
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2011,48
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2011,25
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2011,69
Life sciences,Agricultural sciences and natural resources,Environmental science,2011,195
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2011,59
Life sciences,Agricultural sciences and natural resources,Food science,2011,73
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2011,39
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2011,26
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2011,34
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2011,35
Life sciences,Agricultural sciences and natural resources,Horticulture science,2011,48
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2011,NA
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2011,100
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2011,NA
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2011,53
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2011,51
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2011,34
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2011,39
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2011,50
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2011,15
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2011,9
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2011,14
Life sciences,Biological and biomedical sciences,Anatomy,2011,25
Life sciences,Biological and biomedical sciences,Bacteriology,2011,22
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2011,867
Life sciences,Biological and biomedical sciences,Bioinformatics,2011,140
Life sciences,Biological and biomedical sciences,Biomedical sciences,2011,311
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2011,137
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2011,192
Life sciences,Biological and biomedical sciences,Biotechnology,2011,33
Life sciences,Biological and biomedical sciences,Botany and plant biology,2011,110
Life sciences,Biological and biomedical sciences,Cancer biology,2011,396
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2011,379
Life sciences,Biological and biomedical sciences,Computational biology,2011,65
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2011,205
Life sciences,Biological and biomedical sciences,Ecology,2011,404
Life sciences,Biological and biomedical sciences,Endocrinology,2011,32
Life sciences,Biological and biomedical sciences,Entomology,2011,113
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2011,30
Life sciences,Biological and biomedical sciences,Epidemiology,2011,314
Life sciences,Biological and biomedical sciences,Evolutionary biology,2011,213
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2011,374
Life sciences,Biological and biomedical sciences,Immunology,2011,449
Life sciences,Biological and biomedical sciences,Microbiology,2011,462
Life sciences,Biological and biomedical sciences,Molecular biology,2011,716
Life sciences,Biological and biomedical sciences,Molecular medicine,2011,NA
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2011,958
Life sciences,Biological and biomedical sciences,Nutrition sciences,2011,163
Life sciences,Biological and biomedical sciences,Parasitology,2011,26
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2011,83
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2011,301
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2011,226
Life sciences,Biological and biomedical sciences,Plant genetics,2011,45
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2011,18
Life sciences,Biological and biomedical sciences,Plant physiology,2011,15
Life sciences,Biological and biomedical sciences,Structural biology,2011,71
Life sciences,Biological and biomedical sciences,Toxicology,2011,96
Life sciences,Biological and biomedical sciences,Virology,2011,178
Life sciences,Biological and biomedical sciences,Wildlife biology,2011,NA
Life sciences,Biological and biomedical sciences,Zoology,2011,65
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2011,168
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2011,64
Life sciences,Health sciences,Environmental health,2011,56
Life sciences,Health sciences,Environmental toxicologyc,2011,NA
Life sciences,Health sciences,Gerontology (health sciences),2011,15
Life sciences,Health sciences,Health and behavior,2011,NA
Life sciences,Health sciences,Health services research,2011,NA
Life sciences,Health sciences,Health systems administration,2011,84
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2011,198
Life sciences,Health sciences,"Medical physics, radiological science",2011,74
Life sciences,Health sciences,Nursing science,2011,523
Life sciences,Health sciences,"Oral biology, oral pathology",2011,22
Life sciences,Health sciences,Pharmaceutical sciencesg,2011,271
Life sciences,Health sciences,Public health,2011,266
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2011,60
Life sciences,Health sciences,Speech-language pathology and audiology,2011,110
Life sciences,Health sciences,Veterinary sciences,2011,60
Life sciences,Health sciences,"Health sciences, general",2011,41
Life sciences,Health sciences,"Health sciences, other",2011,83
Life sciences,Chemistry,Analytical chemistry,2011,391
Life sciences,Chemistry,Chemical biology,2011,NA
Life sciences,Chemistry,Inorganic chemistry,2011,320
Life sciences,Chemistry,Medicinal chemistryh,2011,NA
Life sciences,Chemistry,Organic chemistry,2011,663
Life sciences,Chemistry,Physical chemistry,2011,390
Life sciences,Chemistry,Polymer chemistry,2011,123
Life sciences,Chemistry,Theoretical chemistry,2011,69
Life sciences,Chemistry,"Chemistry, general",2011,289
Life sciences,Chemistry,"Chemistry, other",2011,187
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2011,178
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2011,43
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2011,40
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2011,29
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2011,47
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2011,19
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2011,451
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2011,70
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2011,124
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2011,23
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2011,95
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2011,19
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2011,38
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2011,16
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2011,26
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2011,40
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2011,223
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2011,48
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2011,NA
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2011,69
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2011,90
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2011,16
Life sciences,Physics and astronomy,Astronomy and astrophysics,2011,287
Life sciences,Physics and astronomy,Astronomy,2011,88
Life sciences,Physics and astronomy,Astrophysics,2011,185
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2011,14
Life sciences,Physics and astronomy,Physics,2011,1700
Life sciences,Physics and astronomy,Acoustics,2011,20
Life sciences,Physics and astronomy,Applied physics,2011,144
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2011,125
Life sciences,Physics and astronomy,Biophysics (physics),2011,132
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2011,383
Life sciences,Physics and astronomy,Elementary particle physics,2011,229
Life sciences,Physics and astronomy,Nuclear physics,2011,81
Life sciences,Physics and astronomy,"Optics, photonics",2011,165
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2011,83
Life sciences,Physics and astronomy,Polymer physics,2011,20
Life sciences,Physics and astronomy,"Physics, general",2011,189
Life sciences,Physics and astronomy,"Physics, other",2011,129
Mathematics and computer sciences,Computer and information sciences,Computer science,2011,1393
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2011,165
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2011,NA
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2011,109
Mathematics and computer sciences,Mathematics and statistics,Algebra,2011,152
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2011,145
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2011,432
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2011,20
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2011,120
Mathematics and computer sciences,Mathematics and statistics,Logic,2011,17
Mathematics and computer sciences,Mathematics and statistics,Number theory,2011,73
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2011,27
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2011,332
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2011,73
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2011,143
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2011,72
Psychology and social sciences,Psychology,Behavioral analysis,2011,NA
Psychology and social sciences,Psychology,Clinical psychology,2011,1229
Psychology and social sciences,Psychology,Cognitive neuroscience,2011,NA
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2011,204
Psychology and social sciences,Psychology,Community psychology,2011,NA
Psychology and social sciences,Psychology,Comparative psychology,2011,NA
Psychology and social sciences,Psychology,Counseling,2011,427
Psychology and social sciences,Psychology,Developmental and child psychology,2011,218
Psychology and social sciences,Psychology,Educational psychology (psychology),2011,62
Psychology and social sciences,Psychology,Experimental psychology,2011,147
Psychology and social sciences,Psychology,Family psychology,2011,33
Psychology and social sciences,Psychology,"Health, medical psychology",2011,NA
Psychology and social sciences,Psychology,Human development and family studies,2011,145
Psychology and social sciences,Psychology,Industrial and organizational psychology,2011,200
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2011,NA
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2011,77
Psychology and social sciences,Psychology,Personality psychology,2011,23
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2011,35
Psychology and social sciences,Psychology,School psychology (psychology),2011,110
Psychology and social sciences,Psychology,Social psychology,2011,228
Psychology and social sciences,Psychology,"Psychology, general",2011,228
Psychology and social sciences,Psychology,"Psychology, other",2011,210
Psychology and social sciences,Psychology,Social sciences,2011,4645
Psychology and social sciences,Anthropology,"Anthropology, cultural",2011,NA
Psychology and social sciences,Anthropology,"Anthropology, generalj",2011,553
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2011,NA
Psychology and social sciences,Economics,Econometrics,2011,28
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2011,NA
Psychology and social sciences,Economics,Other economics,2011,1093
Psychology and social sciences,Other social sciences,"American, U.S. studies",2011,132
Psychology and social sciences,Other social sciences,Applied linguistics,2011,NA
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2011,110
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2011,80
Psychology and social sciences,Other social sciences,Criminology,2011,101
Psychology and social sciences,Other social sciences,Demography and population studies,2011,30
Psychology and social sciences,Other social sciences,Gender and women's studies,2011,NA
Psychology and social sciences,Other social sciences,Geography,2011,233
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2011,27
Psychology and social sciences,Other social sciences,Health policy analysis,2011,NA
Psychology and social sciences,Other social sciences,"International relations, international affairs",2011,113
Psychology and social sciences,Other social sciences,Linguistics,2011,270
Psychology and social sciences,Other social sciences,Public policy analysis,2011,223
Psychology and social sciences,Other social sciences,Statistics (social sciences),2011,22
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2011,104
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2011,31
Psychology and social sciences,Other social sciences,"Social sciences, general",2011,39
Psychology and social sciences,Other social sciences,"Social sciences, other",2011,114
Engineering,Other engineering,Agricultural engineering,2011,60
Engineering,Other engineering,Ceramic sciences engineering,2011,7
Engineering,Other engineering,Communications engineering,2011,16
Engineering,Other engineering,Computer engineering,2011,372
Engineering,Other engineering,"Engineering management, administration",2011,37
Engineering,Other engineering,Engineering mechanics,2011,63
Engineering,Other engineering,Engineering physics,2011,32
Engineering,Other engineering,Engineering science,2011,51
Engineering,Other engineering,"Environmental, environmental health engineeringl",2011,144
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2011,NA
Engineering,Other engineering,Metallurgical engineering,2011,30
Engineering,Other engineering,Mining and mineral engineering,2011,6
Engineering,Other engineering,Nuclear engineering,2011,107
Engineering,Other engineering,Ocean engineering,2011,26
Engineering,Other engineering,Operations research (engineering),2011,83
Engineering,Other engineering,Petroleum engineering,2011,56
Engineering,Other engineering,"Polymer, plastics engineering",2011,71
Engineering,Other engineering,Robotics,2011,46
Engineering,Other engineering,Structural engineering,2011,69
Engineering,Other engineering,Systems engineering,2011,79
Engineering,Other engineering,Transportation and highway engineering,2011,NA
Engineering,Other engineering,"Engineering, general",2011,36
Engineering,Other engineering,"Engineering, other",2011,134
Education,Education administration,Educational administration and supervision,2011,217
Education,Education administration,"Educational and human resource studies, development",2011,NA
Education,Education administration,Educational leadership,2011,649
Education,Education administration,Urban education and leadership,2011,58
Education,Education research,"Counseling education, counseling and guidance",2011,223
Education,Education research,Curriculum and instruction,2011,590
Education,Education research,Educational and instructional media design,2011,133
Education,Education research,Educational and instructional technology,2011,NA
Education,Education research,"Educational assessment, testing, measurement",2011,73
Education,Education research,Educational policy analysis,2011,151
Education,Education research,Educational psychology (education),2011,287
Education,Education research,"Educational statistics, research methods",2011,79
Education,Education research,Higher education evaluation and research,2011,384
Education,Education research,International education,2011,60
Education,Education research,School psychology (education),2011,128
Education,Education research,Social and philosophical foundations of education,2011,100
Education,Education research,Special education,2011,230
Education,Teacher education,Adult and continuing teacher education,2011,64
Education,Teacher education,Elementary teacher education,2011,45
Education,Teacher education,"Pre-elementary, early childhood teacher education",2011,52
Education,Teacher education,Secondary teacher education,2011,43
Education,Teaching fields,Agricultural education,2011,28
Education,Teaching fields,Art education,2011,48
Education,Teaching fields,Bilingual and multilingual education,2011,NA
Education,Teaching fields,Business education,2011,NA
Education,Teaching fields,English as a second or foreign language,2011,NA
Education,Teaching fields,English education,2011,64
Education,Teaching fields,"Family, consumer, and human sciences",2011,24
Education,Teaching fields,Foreign languages education,2011,55
Education,Teaching fields,Health education,2011,49
Education,Teaching fields,Literacy and reading educationm,2011,80
Education,Teaching fields,Mathematics education,2011,142
Education,Teaching fields,Music education,2011,86
Education,Teaching fields,Nursing education,2011,23
Education,Teaching fields,Physical education and coaching,2011,43
Education,Teaching fields,Science education,2011,93
Education,Teaching fields,Social science education,2011,27
Education,Teaching fields,"Teacher education and professional development, othern",2011,43
Education,Teaching fields,Trade and industrial education,2011,NA
Education,Other education,Workforce education and development,2011,NA
Education,Other education,"Education, general",2011,122
Education,Other education,"Education, other",2011,177
Humanities and arts,Foreign languages and literature,Arabic language and literature,2011,8
Humanities and arts,Foreign languages and literature,Chinese language and literature,2011,29
Humanities and arts,Foreign languages and literature,French language and literature,2011,114
Humanities and arts,Foreign languages and literature,Germanic language and literature,2011,71
Humanities and arts,Foreign languages and literature,Italian language and literature,2011,38
Humanities and arts,Foreign languages and literature,Japanese language and literature,2011,16
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2011,NA
Humanities and arts,Foreign languages and literature,Russian language and literature,2011,34
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2011,NA
Humanities and arts,Foreign languages and literature,Spanish language and literature,2011,247
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2011,87
Humanities and arts,History,African history,2011,29
Humanities and arts,History,"American history, United States and Canada",2011,432
Humanities and arts,History,Asian history,2011,68
Humanities and arts,History,European history,2011,224
Humanities and arts,History,"History, science and technology and society",2011,47
Humanities and arts,History,Latin American history,2011,52
Humanities and arts,History,"Middle, Near East history",2011,63
Humanities and arts,History,"History, general",2011,68
Humanities and arts,History,"History, other",2011,82
Humanities and arts,Letters,"American literature, United States and Canada",2011,367
Humanities and arts,Letters,Classics,2011,91
Humanities and arts,Letters,Comparative literature,2011,192
Humanities and arts,Letters,Creative writing,2011,84
Humanities and arts,Letters,English language,2011,179
Humanities and arts,Letters,"English literature, British and Commonwealth",2011,354
Humanities and arts,Letters,Folklore,2011,10
Humanities and arts,Letters,Rhetoric and composition,2011,NA
Humanities and arts,Letters,Speech and rhetorical studies,2011,165
Humanities and arts,Letters,"Letters, general",2011,25
Humanities and arts,Letters,"Letters, other",2011,46
Humanities and arts,Other humanities and arts,Archaeology (humanities),2011,87
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2011,242
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2011,103
Humanities and arts,Other humanities and arts,Dance,2011,NA
Humanities and arts,Other humanities and arts,"Drama, theater arts",2011,106
Humanities and arts,Other humanities and arts,Ethics,2011,NA
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2011,NA
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2011,NA
Humanities and arts,Other humanities and arts,Music,2011,81
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2011,137
Humanities and arts,Other humanities and arts,Music performance,2011,93
Humanities and arts,Other humanities and arts,Music theory and composition,2011,95
Humanities and arts,Other humanities and arts,"Music, other",2011,22
Humanities and arts,Other humanities and arts,Philosophy,2011,462
Humanities and arts,Other humanities and arts,"Religion, religious studies",2011,312
Humanities and arts,Other humanities and arts,"Theology, religious education",2011,150
Humanities and arts,Other humanities and arts,"Humanities, general",2011,43
Humanities and arts,Other humanities and arts,"Humanities, other",2011,71
Other,Business management and administration,Accounting,2011,157
Other,Business management and administration,Banking/financial services,2011,1
Other,Business management and administration,Business administration and management,2011,146
Other,Business management and administration,"Business, managerial economics",2011,26
Other,Business management and administration,Finance,2011,200
Other,Business management and administration,"Hospitality, food service and tourism management",2011,59
Other,Business management and administration,Human resources development,2011,70
Other,Business management and administration,"International business, trade, commerce",2011,28
Other,Business management and administration,"Management information systems, business statistics",2011,100
Other,Business management and administration,Marketing management and research,2011,156
Other,Business management and administration,Operations research (business),2011,70
Other,Business management and administration,Organizational behavior,2011,189
Other,Business management and administration,"Business management and administration, general",2011,67
Other,Business management and administration,"Business management and administration, other",2011,58
Other,Communication,Communication research,2011,125
Other,Communication,Communication theory,2011,29
Other,Communication,"Film, radio, TV and digital communication",2011,77
Other,Communication,"Mass communication, media studies",2011,212
Other,Communication,"Communication, general",2011,117
Other,Communication,"Communication, other",2011,90
Other,Non-S&E fields nec,Architecture and environmental design,2011,81
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2011,54
Other,Non-S&E fields nec,Law,2011,57
Other,Non-S&E fields nec,Library science,2011,35
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2011,63
Other,Non-S&E fields nec,Public administration,2011,118
Other,Non-S&E fields nec,Social work,2011,289
Other,Non-S&E fields nec,Other fields nec,2011,9
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2012,88
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2012,31
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2012,6
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2012,73
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2012,57
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2012,22
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2012,75
Life sciences,Agricultural sciences and natural resources,Environmental science,2012,182
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2012,51
Life sciences,Agricultural sciences and natural resources,Food science,2012,108
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2012,35
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2012,25
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2012,29
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2012,29
Life sciences,Agricultural sciences and natural resources,Horticulture science,2012,40
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2012,NA
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2012,99
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2012,31
