year,sample_size,wage,at_cap,union_wage,nonunion_wage,union_wage_premium_raw,union_wage_premium_adjusted,facet
1999,114439,14.974885940551758,0.007446366362273693,18.238605499267578,14.43868637084961,0.26317623257637024,0.20871001482009888,all wage and salary workers
2000,112154,15.646393775939941,0.008523917756974697,18.626785278320313,15.16817569732666,0.22801750898361206,0.19152404367923737,all wage and salary workers
2001,117474,16.553234100341797,0.009967810474336147,19.45644187927246,16.088838577270508,0.2093130201101303,0.19148296117782593,all wage and salary workers
2002,127245,17.062339782714844,0.011248844675719738,20.136552810668945,16.580121994018555,0.21449968218803406,0.18965619802474976,all wage and salary workers
2003,121990,17.510738372802734,0.011997822672128677,20.770992279052734,17.005634307861328,0.22141826152801514,0.1913045048713684,all wage and salary workers
2004,120592,17.980926513671875,0.013197612017393112,21.633190155029297,17.43315887451172,0.2409219890832901,0.17955107986927032,all wage and salary workers
2005,122710,18.542238235473633,0.014551088213920593,22.047435760498047,18.023115158081055,0.22328662872314453,0.17633120715618134,all wage and salary workers
2006,122180,19.146053314208984,0.01633245311677456,22.57872200012207,18.652496337890625,0.2104933112859726,0.16878476738929749,all wage and salary workers
2007,122493,19.784500122070313,0.018036572262644768,23.3809871673584,19.2615909576416,0.21386583149433136,0.17019999027252197,all wage and salary workers
2008,121114,20.752717971801758,0.02094421349465847,24.195674896240234,20.237913131713867,0.1955617517232895,0.17032155394554138,all wage and salary workers
2009,118091,21.088146209716797,0.022272657603025436,24.71990966796875,20.541635513305664,0.20340514183044434,0.15990540385246277,all wage and salary workers
2010,111900,21.331689834594727,0.023879103362560272,25.473459243774414,20.732280731201172,0.22868581116199493,0.16792665421962738,all wage and salary workers
2011,109205,21.71047019958496,0.025034599006175995,25.871349334716797,21.122404098510742,0.224829763174057,0.16860385239124298,all wage and salary workers
2012,110557,22.209312438964844,0.027502141892910004,26.23096466064453,21.66646957397461,0.21067091822624207,0.16114036738872528,all wage and salary workers
2013,107116,22.665000915527344,0.03000810742378235,26.807374954223633,22.111589431762695,0.21236760914325714,0.16565510630607605,all wage and salary workers
2014,105725,23.149457931518555,0.03133148327469826,27.114952087402344,22.620939254760742,0.198666051030159,0.16442714631557465,all wage and salary workers
2015,101304,24.148557662963867,0.035778459161520004,28.041099548339844,23.62795639038086,0.18677634000778198,0.14988325536251068,all wage and salary workers
2016,102754,24.9896240234375,0.03869985416531563,28.738012313842773,24.501501083374023,0.1729082316160202,0.1711091846227646,all wage and salary workers
2017,101522,25.726377487182617,0.04103873670101166,29.704002380371094,25.21196937561035,0.17817065119743347,0.16294679045677185,all wage and salary workers
2018,98483,26.95543670654297,0.04653599113225937,30.50044822692871,26.503177642822266,0.15082231163978577,0.16145607829093933,all wage and salary workers
2019,94818,28.095869064331055,0.050712790340185165,31.70222282409668,27.648048400878906,0.14663510024547577,0.14290077984333038,all wage and salary workers
2020,85156,30.576025009155273,0.06005421280860901,33.278099060058594,30.222864151000977,0.10109018534421921,0.12451332062482834,all wage and salary workers
2021,83758,31.97390365600586,0.06581583619117737,34.49653625488281,31.660470962524414,0.08957748115062714,0.10223709791898727,all wage and salary workers
2022,83761,34.11974334716797,0.07490265369415283,36.09186553955078,33.88539505004883,0.06511567533016205,0.12125977128744125,all wage and salary workers
1973,1875,5.019955158233643,0,4.969347953796387,5.032513618469238,-0.012551513500511646,0.03752847760915756,public administration
1974,1885,5.37103271484375,5.035815993323922e-4,5.415722370147705,5.358552932739258,0.010668819770216942,0.03242811560630798,public administration
1975,2029,5.708287715911865,5.077057285234332e-4,5.707890033721924,5.708399772644043,-8.92962925718166e-5,0.02150634676218033,public administration
1976,1929,5.949952125549316,5.760543863289058e-4,6.1822614669799805,5.880368709564209,0.05133908614516258,0.06807191669940948,public administration
1977,2590,6.207608222961426,0,6.584305763244629,6.0778326988220215,0.08333119750022888,0.051883142441511154,public administration
1978,2338,6.737610340118408,6.980648613534868e-4,7.1135382652282715,6.601284027099609,0.0775991827249527,0.052735548466444016,public administration
1979,2499,7.499105930328369,0.0034474614076316357,7.776387691497803,7.375791072845459,0.05431235954165459,0.0703158900141716,public administration
1980,3444,7.976459503173828,0.005598965100944042,8.250726699829102,7.865207672119141,0.049015745520591736,0.07650595158338547,public administration
1981,699,8.389887809753418,0.004085810389369726,8.883460998535156,8.208436012268066,0.08223551511764526,0.08300533890724182,public administration
1983,8475,9.872457504272461,0.022773543372750282,10.018020629882813,9.809218406677246,0.02128632552921772,0.051501158624887466,public administration
1984,8287,10.513418197631836,0.030621293932199478,10.79919147491455,10.397990226745605,0.038584500551223755,0.05611313506960869,public administration
1985,8454,10.928133964538574,0.03336154296994209,11.072029113769531,10.869708061218262,0.018613291904330254,0.052732665091753006,public administration
1986,8819,11.397598266601563,0.03686472773551941,11.622580528259277,11.30322265625,0.028253700584173203,0.05212236940860748,public administration
1987,8493,11.781238555908203,0.038204215466976166,12.359396934509277,11.530061721801758,0.07192808389663696,0.06060593202710152,public administration
1988,8282,12.457808494567871,0.053149279206991196,13.232730865478516,12.112682342529297,0.09246907383203506,0.08307453244924545,public administration
1989,8274,12.839743614196777,0.0023355872835963964,13.443672180175781,12.573443412780762,0.06921164691448212,0.06790230423212051,public administration
1990,8675,13.408740043640137,0.0029126566369086504,14.364662170410156,12.993486404418945,0.10552792996168137,0.09185824543237686,public administration
1991,8378,14.153417587280273,0.005261911079287529,14.742314338684082,13.887886047363281,0.061523281037807465,0.06264282763004303,public administration
1992,8188,14.611001014709473,0.0048386454582214355,15.212017059326172,14.335822105407715,0.06111926957964897,0.06371394544839859,public administration
1993,8073,15.349015235900879,0.006527132820338011,15.861844062805176,15.101860046386719,0.05032387003302574,0.07916829735040665,public administration
1994,9363,15.430543899536133,0.007463102228939533,16.220672607421875,15.031805992126465,0.07909007370471954,0.09872923791408539,public administration
1995,9446,15.762983322143555,0.008176109753549099,16.706708908081055,15.317512512207031,0.09069333970546722,0.07515963166952133,public administration
1996,6468,16.648557662963867,0.008588848635554314,17.561922073364258,16.20528793334961,0.08371552079916,0.08178481459617615,public administration
1997,6455,17.12409782409668,0.009983161464333534,18.21477508544922,16.591934204101563,0.09780902415513992,0.1171237975358963,public administration
1998,6322,17.72260093688965,0.0029859847854822874,18.72811508178711,17.20526695251465,0.08851058036088943,0.0947895348072052,public administration
1999,6195,18.515291213989258,0.00242666807025671,19.451005935668945,18.081331253051758,0.07575076818466187,0.10527169704437256,public administration
2000,6029,19.02311897277832,0.00192986277397722,20.06865882873535,18.519336700439453,0.08365970104932785,0.09104326367378235,public administration
2001,6234,20.103464126586914,0.0014616509433835745,21.15534782409668,19.589208602905273,0.07994908094406128,0.09545155614614487,public administration
2002,6988,20.663488388061523,0.001422383589670062,21.70684242248535,20.158288955688477,0.07681968808174133,0.0704900249838829,public administration
2003,6715,21.537416458129883,0.004179500509053469,22.777938842773438,20.91448974609375,0.0890984758734703,0.07388012856245041,public administration
2004,6739,22.539230346679688,0.005648014601320028,24.00885581970215,21.795442581176758,0.10155394673347473,0.05565885826945305,public administration
2005,6965,22.841514587402344,0.005215623881667852,24.165382385253906,22.189411163330078,0.08905018866062164,0.08144206553697586,public administration
2006,6882,23.790767669677734,0.009715551510453224,24.87250518798828,23.268033981323242,0.06895602494478226,0.08277330547571182,public administration
2007,7005,24.78317642211914,0.012300724163651466,25.82859992980957,24.27550506591797,0.06397785991430283,0.0661001205444336,public administration
2008,7016,25.855764389038086,0.014331868849694729,26.515846252441406,25.518617630004883,0.039078474044799805,0.06022172048687935,public administration
2009,7036,26.094493865966797,0.015216236934065819,26.9016170501709,25.662628173828125,0.048279888927936554,0.07436820864677429,public administration
2010,6808,26.878366470336914,0.02230105921626091,27.852678298950195,26.40142250061035,0.05496884882450104,0.0724247545003891,public administration
2011,6483,27.728796005249023,0.022280395030975342,28.830215454101563,27.164701461791992,0.06131169945001602,0.08399038761854172,public administration
2012,6274,28.155118942260742,0.024250561371445656,29.25052261352539,27.61589813232422,0.05919142812490463,0.06047045812010765,public administration
2013,6134,28.699804306030273,0.02492581680417061,29.918468475341797,28.07282257080078,0.06574493646621704,0.07732843607664108,public administration
2014,6102,29.01883316040039,0.024074550718069077,30.213802337646484,28.410173416137695,0.06348531693220139,0.0854170024394989,public administration
2015,5885,30.994335174560547,0.03818422928452492,31.800642013549805,30.588502883911133,0.039627280086278915,0.05854227766394615,public administration
2016,5948,31.17542839050293,0.03489154577255249,32.3662109375,30.60761070251465,0.057456307113170624,0.10593896359205246,public administration
2017,5959,32.22978973388672,0.0383639894425869,32.986751556396484,31.860700607299805,0.03534294292330742,0.07457343488931656,public administration
2018,5860,32.89323425292969,0.04497670754790306,33.028743743896484,32.83216094970703,0.005987506825476885,0.05632132291793823,public administration
2019,5536,33.93080139160156,0.05003354698419571,35.476505279541016,33.18979263305664,0.06889806687831879,0.0800933986902237,public administration
2020,5608,36.22751235961914,0.058778565376996994,36.99485397338867,35.863037109375,0.031559426337480545,0.10059139132499695,public administration
2021,5315,37.31881332397461,0.062017280608415604,37.898738861083984,37.059486389160156,0.022646090015769005,0.06050710007548332,public administration
2022,5215,39.79831314086914,0.0754985585808754,40.79130935668945,39.39022445678711,0.03556935489177704,0.06035406142473221,public administration
1973,32430,3.853046417236328,0.0013336825650185347,4.56069803237915,3.62107515335083,0.2594872713088989,0.1825004369020462,private sector: all
1974,30887,4.144071578979492,0.0018667674157768488,4.950527191162109,3.8929877281188965,0.2716524004936218,0.18348243832588196,private sector: all
1975,30368,4.497367858886719,0.0025619682855904102,5.360324382781982,4.254434108734131,0.2599382698535919,0.19943810999393463,private sector: all
1976,30631,4.795811176300049,0.0034959358163177967,5.761014938354492,4.528086185455322,0.27228474617004395,0.21395830810070038,private sector: all
1977,37202,5.115315914154053,0.004290248267352581,6.324348449707031,4.778524398803711,0.323494017124176,0.24382638931274414,private sector: all
1978,35875,5.477091312408447,0.004658071789890528,6.780908584594727,5.130338668823242,0.32172727584838867,0.23931367695331573,private sector: all
1979,35546,6.255369186401367,0.005804375745356083,7.331808090209961,5.943905830383301,0.23350004851818085,0.1774023473262787,private sector: all
1980,44562,6.790728569030762,0.007848764769732952,7.919718265533447,6.490677356719971,0.22016821801662445,0.17984679341316223,private sector: all
1981,10207,6.859521865844727,0.00875033438205719,8.671733856201172,6.427812576293945,0.3490956425666809,0.20627355575561523,private sector: all
1983,120987,7.877033233642578,0.01816391944885254,9.93441104888916,7.471044540405273,0.3297218382358551,0.26833581924438477,private sector: all
1984,122823,8.163460731506348,0.022748706862330437,10.2203369140625,7.790347099304199,0.31192317605018616,0.2749338746070862,private sector: all
1985,126122,8.5398712158203125,0.026545612141489983,10.721746444702148,8.174049377441406,0.3116811513900757,0.270780086517334,private sector: all
1986,130886,8.914862632751465,0.031863342970609665,11.057787895202637,8.568342208862305,0.29053995013237,0.2549947500228882,private sector: all
1987,127542,9.198637962341309,0.03668205812573433,11.364280700683594,8.864681243896484,0.28197285532951355,0.2546493113040924,private sector: all
1988,120798,9.615541458129883,0.04279192164540291,11.847761154174805,9.288471221923828,0.2755340337753296,0.23905307054519653,private sector: all
1989,122988,10.085447311401367,0.006262443494051695,12.592900276184082,9.731022834777832,0.29409831762313843,0.259797066450119,private sector: all
1990,128278,10.525788307189941,0.007613147143274546,12.937712669372559,10.205253601074219,0.26775023341178894,0.24543631076812744,private sector: all
1991,123941,10.938075065612793,0.00895910058170557,13.308915138244629,10.627735137939453,0.25228139758110046,0.23832663893699646,private sector: all
1992,122075,11.217032432556152,0.009553628973662853,13.678024291992188,10.900423049926758,0.2548159062862396,0.23724058270454407,private sector: all
1993,118415,11.541264533996582,0.010877493768930435,14.192968368530273,11.211853981018066,0.2658895254135132,0.2516162097454071,private sector: all
1994,139220,12.090254783630371,0.013397285714745522,14.461241722106934,11.803041458129883,0.2252131551504135,0.268942654132843,private sector: all
1995,139323,12.410131454467773,0.0143335135653615,14.75725269317627,12.13919448852539,0.21566984057426453,0.2607436776161194,private sector: all
1996,96785,12.67271900177002,0.015415127389132977,15.538345336914063,12.357205390930176,0.2574319839477539,0.25050976872444153,private sector: all
1997,98951,13.206109046936035,0.018151912838220596,16.223098754882813,12.878159523010254,0.25973737239837646,0.24544288218021393,private sector: all
1998,98742,13.852250099182129,0.007015468552708626,16.827449798583984,13.542203903198242,0.24259315431118011,0.23767004907131195,private sector: all
1999,94565,14.602578163146973,0.00837088841944933,17.65914535522461,14.287895202636719,0.2359514832496643,0.23774409294128418,private sector: all
2000,92870,15.29979419708252,0.00961748231202364,17.98988151550293,15.032808303833008,0.19670796394348145,0.21728397905826569,private sector: all
2001,97146,16.257055282592773,0.011427725665271282,18.873878479003906,15.99918270111084,0.17967766523361206,0.2170322984457016,private sector: all
2002,104726,16.72500991821289,0.012822029180824757,19.549551010131836,16.463363647460938,0.1874578893184662,0.23312366008758545,private sector: all
2003,100366,17.1214656829834,0.013432793319225311,20.005178451538086,16.858386993408203,0.1866602897644043,0.22703605890274048,private sector: all
2004,99157,17.542362213134766,0.014527540653944016,20.87558937072754,17.254648208618164,0.20985308289527893,0.22666659951210022,private sector: all
2005,100888,18.14026641845703,0.016403041779994965,21.435379028320313,17.860198974609375,0.20017582178115845,0.21804077923297882,private sector: all
2006,100630,18.744426727294922,0.01807098276913166,21.96100425720215,18.4832763671875,0.1881553828716278,0.20326310396194458,private sector: all
2007,100549,19.33690071105957,0.019956573843955994,22.606809616088867,19.066646575927734,0.1856730878353119,0.21519747376441956,private sector: all
2008,99298,20.32325553894043,0.02315596677362919,23.49982261657715,20.05455780029297,0.1717946082353592,0.20766760408878326,private sector: all
2009,96206,20.627473831176758,0.02436324767768383,23.90912628173828,20.361692428588867,0.1742209792137146,0.2003633826971054,private sector: all
2010,91303,20.76376724243164,0.02575630322098732,24.558101654052734,20.471166610717773,0.19964347779750824,0.2186621129512787,private sector: all
2011,89466,21.119735717773438,0.026865657418966293,24.489423751831055,20.86459732055664,0.17373095452785492,0.20113177597522736,private sector: all
2012,91016,21.693281173706055,0.029416223987936974,25.095861434936523,21.444355010986328,0.17027820646762848,0.2037697285413742,private sector: all
2013,88375,22.184890747070313,0.03212561085820198,25.950496673583984,21.907705307006836,0.18453741073608398,0.20485492050647736,private sector: all
2014,87472,22.686973571777344,0.03381020575761795,26.26306915283203,22.423158645629883,0.17124752700328827,0.2107844203710556,private sector: all
2015,83580,23.633071899414063,0.03784514591097832,27.078670501708984,23.38157081604004,0.15812024474143982,0.18952246010303497,private sector: all
2016,84975,24.587900161743164,0.04151925817131996,27.856529235839844,24.352998733520508,0.1438644379377365,0.20835788547992706,private sector: all
2017,84038,25.319272994995117,0.043630603700876236,29.317991256713867,25.03070640563965,0.17128100991249084,0.21314220130443573,private sector: all
2018,81594,26.639915466308594,0.04947369918227196,30.306299209594727,26.377681732177734,0.1489371806383133,0.20745597779750824,private sector: all
2019,78799,27.85455894470215,0.05410626158118248,31.468334197998047,27.60340118408203,0.1400165557861328,0.17228227853775024,private sector: all
2020,69844,30.359220504760742,0.06408616900444031,33.07001495361328,30.1698055267334,0.09612953662872314,0.15436367690563202,private sector: all
2021,69221,31.76409339904785,0.06974561512470245,34.057430267333984,31.61035919189453,0.07741358131170273,0.13349254429340363,private sector: all
2022,69523,34.06211471557617,0.07980173081159592,35.249202728271484,33.9837532043457,0.03723689541220665,0.14834046363830566,private sector: all
1973,31794,3.882061004638672,0.0013292419025674462,4.565688133239746,3.65291428565979,0.2498755156993866,0.1811240017414093,private sector: nonagricultural
1974,30229,4.178374767303467,0.0019076731987297535,4.953189849853516,3.9311044216156006,0.2599995732307434,0.18203218281269073,private sector: nonagricultural
1975,29715,4.538825035095215,0.0026199237909168005,5.366856575012207,4.300205707550049,0.24804647266864777,0.19785179197788239,private sector: nonagricultural
1976,30008,4.834329605102539,0.003537166165187955,5.764569282531738,4.5702056884765625,0.26133695244789124,0.21226075291633606,private sector: nonagricultural
1977,36352,5.155428886413574,0.004335606005042791,6.329619407653809,4.820927619934082,0.3129463791847229,0.24078935384750366,private sector: nonagricultural
1978,35066,5.525192737579346,0.004758142866194248,6.783348560333252,5.182726860046387,0.30883774161338806,0.23629902303218842,private sector: nonagricultural
1979,34841,6.2947797775268555,0.005910844542086124,7.336897373199463,5.987215995788574,0.22542721033096313,0.17428259551525116,private sector: nonagricultural
1980,43632,6.83548641204834,0.007989799603819847,7.92576789855957,6.540135383605957,0.21186603605747223,0.17679722607135773,private sector: nonagricultural
1981,9972,6.9162373542785645,0.008930823765695095,8.674535751342773,6.487050533294678,0.33720797300338745,0.2051466554403305,private sector: nonagricultural
1983,118474,7.942193984985352,0.01849190890789032,9.948004722595215,7.53875732421875,0.3195815086364746,0.26598307490348816,private sector: nonagricultural
1984,120469,8.22854232788086,0.023148400709033012,10.230450630187988,7.858502388000488,0.3018321096897125,0.27337753772735596,private sector: nonagricultural
1985,123860,8.605256080627441,0.027000967413187027,10.726129531860352,8.24300765991211,0.3012397885322571,0.26867592334747314,private sector: nonagricultural
1986,128604,8.98079776763916,0.032427769154310226,11.060952186584473,8.638569831848145,0.28041473031044006,0.25291138887405396,private sector: nonagricultural
1987,125316,9.268218040466309,0.03730610013008118,11.371044158935547,8.938285827636719,0.27217280864715576,0.2520785629749298,private sector: nonagricultural
1988,118596,9.689406394958496,0.0435197651386261,11.855639457702637,9.366414070129395,0.26576077938079834,0.23701588809490204,private sector: nonagricultural
1989,120792,10.161393165588379,0.006367860361933708,12.598051071166992,9.81036376953125,0.284157395362854,0.2588839828968048,private sector: nonagricultural
1990,125970,10.605098724365234,0.007741918787360191,12.947413444519043,10.288098335266113,0.2584846019744873,0.24449774622917175,private sector: nonagricultural
1991,121676,11.023066520690918,0.009113980457186699,13.318970680236816,10.716910362243652,0.24279949069023132,0.23704470694065094,private sector: nonagricultural
1992,119931,11.301169395446777,0.009699661284685135,13.697442054748535,10.98777961730957,0.24660691618919373,0.23636868596076965,private sector: nonagricultural
1993,116376,11.625186920166016,0.011053211987018585,14.20733642578125,11.298604011535645,0.25744175910949707,0.25114309787750244,private sector: nonagricultural
1994,137126,12.164449691772461,0.013563813641667366,14.477582931518555,11.880050659179688,0.2186465710401535,0.267669677734375,private sector: nonagricultural
1995,137177,12.485000610351563,0.014545472338795662,14.775830268859863,12.216552734375,0.20949260890483856,0.25980740785598755,private sector: nonagricultural
1996,95025,12.75969123840332,0.01563100889325142,15.558905601501465,12.44625473022461,0.25008735060691833,0.24983516335487366,private sector: nonagricultural
1997,97270,13.296429634094238,0.018366126343607903,16.241430282592773,12.971185684204102,0.2521160840988159,0.24501527845859528,private sector: nonagricultural
1998,97047,13.948721885681152,0.00711518619209528,16.84790802001953,13.64156723022461,0.23504196107387543,0.2374151647090912,private sector: nonagricultural
1999,92881,14.700182914733887,0.008493253029882908,17.696048736572266,14.387290000915527,0.22997790575027466,0.23666152358055115,private sector: nonagricultural
2000,91202,15.412247657775879,0.00978777464479208,18.018810272216797,15.149682998657227,0.1893852949142456,0.216695636510849,private sector: nonagricultural
2001,95510,16.362462997436523,0.011603221297264099,18.901073455810547,16.10859489440918,0.17335332930088043,0.2157292664051056,private sector: nonagricultural
2002,102898,16.832923889160156,0.012983093038201332,19.58331298828125,16.574542999267578,0.18152959644794464,0.2325628399848938,private sector: nonagricultural
2003,99452,17.185880661010742,0.013549234718084335,20.01630401611328,16.925670623779297,0.18260034918785095,0.2271937131881714,private sector: nonagricultural
2004,98262,17.60834503173828,0.014640918001532555,20.894607543945313,17.322914123535156,0.20618318021297455,0.22639918327331543,private sector: nonagricultural
2005,100007,18.204837799072266,0.016527853906154633,21.465871810913086,17.925987243652344,0.1974722295999527,0.21823643147945404,private sector: nonagricultural
2006,99739,18.81361961364746,0.018217872828245163,21.99416160583496,18.553939819335938,0.1854173243045807,0.20361216366291046,private sector: nonagricultural
2007,99644,19.41008186340332,0.020124241709709167,22.633426666259766,19.141862869262695,0.18240459263324738,0.2158118486404419,private sector: nonagricultural
2008,98415,20.399980545043945,0.023342030122876167,23.541751861572266,20.132827758789063,0.169321671128273,0.20828349888324738,private sector: nonagricultural
2009,95336,20.704059600830078,0.02455015853047371,23.91889190673828,20.44153594970703,0.1701122671365738,0.20049692690372467,private sector: nonagricultural
2010,90496,20.844913482666016,0.025963855907320976,24.579816818237305,20.554698944091797,0.19582471251487732,0.21948866546154022,private sector: nonagricultural
2011,88583,21.20411491394043,0.027098799124360085,24.506555557250977,20.951982498168945,0.16965331137180328,0.20103052258491516,private sector: nonagricultural
2012,90133,21.78379249572754,0.029651178047060966,25.128578186035156,21.53731918334961,0.1667458713054657,0.20445241034030914,private sector: nonagricultural
2013,87593,22.264205932617188,0.032333485782146454,25.970727920532227,21.98927879333496,0.1810631901025772,0.2048759013414383,private sector: nonagricultural
2014,86610,22.778018951416016,0.03408441320061684,26.282752990722656,22.517337799072266,0.16722293198108673,0.21125870943069458,private sector: nonagricultural
2015,82722,23.728267669677734,0.038144636899232864,27.07893180847168,23.481470108032227,0.1532042771577835,0.1905035823583603,private sector: nonagricultural
2016,84078,24.68743896484375,0.04181521385908127,27.88058090209961,24.455970764160156,0.14003166556358337,0.2084377408027649,private sector: nonagricultural
2017,83177,25.41549301147461,0.043963510543107986,29.354427337646484,25.129196166992188,0.16814032196998596,0.21307438611984253,private sector: nonagricultural
2018,80777,26.738740921020508,0.04984728619456291,30.343992233276367,26.47920036315918,0.14595575630664825,0.20755180716514587,private sector: nonagricultural
2019,77935,27.96370506286621,0.05453799292445183,31.50939178466797,27.715303421020508,0.1368950754404068,0.17278340458869934,private sector: nonagricultural
2020,69088,30.498544692993164,0.06466367840766907,33.09757614135742,30.31532096862793,0.09177719801664352,0.15432938933372498,private sector: nonagricultural
2021,68499,31.887632369995117,0.07029994577169418,34.15536117553711,31.735136032104492,0.07626326382160187,0.13339687883853912,private sector: nonagricultural
2022,68836,34.192237854003906,0.08039391785860062,35.33926010131836,34.11619567871094,0.03584996610879898,0.14851562678813934,private sector: nonagricultural
1973,2211,5.238397121429443,0.0013179967645555735,6.779913902282715,4.223527908325195,0.605272650718689,0.4966059625148773,private sector: construction
1974,1957,5.5208210945129395,0.0019641597755253315,7.173600196838379,4.499874591827393,0.594177782535553,0.4890959858894348,private sector: construction
1975,1734,5.860315799713135,0.004419604782015085,7.674820899963379,4.771523952484131,0.6084632277488708,0.5642867088317871,private sector: construction
1976,1791,6.343095779418945,0.004166661761701107,8.38922119140625,5.197427749633789,0.6141102313995361,0.5460654497146606,private sector: construction
1977,2360,6.685163974761963,0.004346940200775862,9.05561351776123,5.4178466796875,0.6714414358139038,0.5430341362953186,private sector: construction
1978,2341,6.928023338317871,0.003741657827049494,9.446900367736816,5.7254815101623535,0.6499748229980469,0.511474072933197,private sector: construction
1979,2187,7.822991847991943,0.00383434584364295,10.335821151733398,6.494054794311523,0.5915820598602295,0.4332335889339447,private sector: construction
1980,2660,8.381112098693848,0.005879518110305071,10.76229476928711,7.206980228424072,0.4933154284954071,0.4446561932563782,private sector: construction
1981,604,8.789341926574707,0.00872243195772171,11.519542694091797,7.341062545776367,0.5691928267478943,0.4204726815223694,private sector: construction
1983,6885,9.448430061340332,0.013851807452738285,13.765724182128906,7.846434593200684,0.7543922662734985,0.5560191869735718,private sector: construction
1984,7153,9.579358100891113,0.018364205956459045,14.423823356628418,8.1327362060546875,0.7735511064529419,0.5858258605003357,private sector: construction
1985,7409,9.896292686462402,0.019774049520492554,14.875726699829102,8.472306251525879,0.7558060884475708,0.5701114535331726,private sector: construction
1986,7768,10.215777397155762,0.020115988329052925,15.190900802612305,8.785282135009766,0.7291306853294373,0.5075066089630127,private sector: construction
1987,7559,10.521537780761719,0.024880314245820045,15.61697769165039,9.169679641723633,0.7031105160713196,0.5081824660301208,private sector: construction
1988,7205,11.033170700073242,0.033431876450777054,16.053937911987305,9.715137481689453,0.652466356754303,0.459177702665329,private sector: construction
1989,7259,11.5057373046875,0.003521835431456566,16.46906852722168,10.14565372467041,0.623263418674469,0.4694238007068634,private sector: construction
1990,7369,11.944936752319336,0.004795154090970755,17.014976501464844,10.65931224822998,0.5962546467781067,0.4444514513015747,private sector: construction
1991,6533,12.10412883758545,0.0039263381622731686,17.3133544921875,10.752586364746094,0.6101571917533875,0.45905885100364685,private sector: construction
1992,6197,12.357531547546387,0.0033302369993180037,17.969139099121094,10.9563627243042,0.6400642991065979,0.43764594197273254,private sector: construction
1993,6186,12.538503646850586,0.003327238140627742,17.905241012573242,11.238387107849121,0.5932216048240662,0.42455509305000305,private sector: construction
1994,7355,12.820233345031738,0.004950631409883499,17.625900268554688,11.702622413635254,0.5061495900154114,0.4664013385772705,private sector: construction
1995,7590,13.16048526763916,0.005414315965026617,18.315988540649414,12.043743133544922,0.5207887291908264,0.5055288076400757,private sector: construction
1996,5411,13.75231647491455,0.006108320318162441,19.689468383789063,12.414505004882813,0.5860050916671753,0.4495338797569275,private sector: construction
1997,5618,14.078295707702637,0.004613715689629316,20.225065231323242,12.664297103881836,0.5970144271850586,0.4761657118797302,private sector: construction
1998,5677,14.720744132995605,0.0020769969560205936,20.962739944458008,13.33509349822998,0.5719980001449585,0.43141329288482666,private sector: construction
1999,5558,15.301761627197266,0.002016972517594695,21.54258155822754,13.851194381713867,0.5552869439125061,0.44553983211517334,private sector: construction
2000,5774,15.814019203186035,0.0030347490683197975,22.238405227661133,14.350770950317383,0.5496314167976379,0.4075186848640442,private sector: construction
2001,6302,16.827856063842773,0.004231190774589777,23.495990753173828,15.31973648071289,0.5337072610855103,0.4188753664493561,private sector: construction
2002,6733,17.047006607055664,0.006311432458460331,23.418453216552734,15.715606689453125,0.4901399314403534,0.44617530703544617,private sector: construction
2003,6701,17.350032806396484,0.006042968016117811,24.09795379638672,16.014299392700195,0.5047772526741028,0.44117337465286255,private sector: construction
2004,6924,17.400615692138672,0.005639264360070229,25.475318908691406,16.02631950378418,0.5895925760269165,0.4444316029548645,private sector: construction
2005,7349,17.59265899658203,0.00774934608489275,25.612913131713867,16.376232147216797,0.5640296936035156,0.4060535728931427,private sector: construction
2006,7501,18.387371063232422,0.00831371545791626,27.004535675048828,17.095932006835938,0.5795884132385254,0.41675621271133423,private sector: construction
2007,7520,18.97795295715332,0.009930594824254513,27.429092407226563,17.56707000732422,0.5613925457000732,0.43191152811050415,private sector: construction
2008,6676,20.558414459228516,0.012239964678883553,28.551891326904297,19.035011291503906,0.49996712803840637,0.4215570092201233,private sector: construction
2009,5786,20.976009368896484,0.011134915053844452,29.690502166748047,19.469318389892578,0.5249893069267273,0.4445468485355377,private sector: construction
2010,5126,20.93607521057129,0.013890008442103863,30.528133392333984,19.456205368041992,0.5690692663192749,0.4538171589374542,private sector: construction
2011,5085,21.32839584350586,0.01510301697999239,30.466917037963867,19.80677604675293,0.5382067561149597,0.48653852939605713,private sector: construction
2012,5010,21.766517639160156,0.014927329495549202,30.42619514465332,20.39703941345215,0.49169662594795227,0.4600037932395935,private sector: construction
2013,5015,21.871307373046875,0.016440745443105698,31.092912673950195,20.30879020690918,0.5310076475143433,0.4473845064640045,private sector: construction
2014,5206,22.297191619873047,0.01847928948700428,32.298614501953125,20.659814834594727,0.5633544921875,0.4793775677680969,private sector: construction
2015,4955,23.01911163330078,0.019528383389115334,31.480140686035156,21.726621627807617,0.44892019033432007,0.4023972749710083,private sector: construction
2016,5216,23.979297637939453,0.022651758044958115,34.33788299560547,22.219005584716797,0.545428454875946,0.49737682938575745,private sector: construction
2017,5308,24.82833480834961,0.02399371936917305,33.703941345214844,23.226463317871094,0.4511008858680725,0.4598443806171417,private sector: construction
2018,5390,26.14706802368164,0.031776998192071915,36.45807647705078,24.449588775634766,0.49115294218063354,0.4736236035823822,private sector: construction
2019,5213,26.970783233642578,0.034566283226013184,38.47841262817383,25.12250328063965,0.5316312909126282,0.44825151562690735,private sector: construction
