year,sample_size,employment,members,covered,p_members,p_covered,facet
1977,3106,4481.730890000003,233.26736000000005,275.1284600000001,0.05204849690198898,0.061388883739709854,"finance, insurance, and real estate"
1978,3153,4756.746940000001,240.22279999999995,294.42117999999994,0.05050148814916611,0.06189548969268799,"finance, insurance, and real estate"
1979,3311,5053.508439999999,242.9573499999999,311.34281999999985,0.04807696491479874,0.06160924211144447,"finance, insurance, and real estate"
1980,3962,5152.03611000001,190.39283000000015,249.78836000000015,0.03695487231016159,0.04848342388868332,"finance, insurance, and real estate"
1981,943,5594.283279999986,213.91603999999998,312.7490799999999,0.03823832795023918,0.055905118584632874,"finance, insurance, and real estate"
1983,10895,5708.498786666642,193.45318333333327,270.1941675000001,0.03388862684369087,0.04733191430568695,"finance, insurance, and real estate"
1984,11160,5953.654805833339,194.58863916666672,276.83851666666675,0.03268389776349068,0.046498920768499374,"finance, insurance, and real estate"
1985,11618,6188.747246666673,217.73254333333344,290.1203300000002,0.035182006657123566,0.04687868431210518,"finance, insurance, and real estate"
1986,12066,6582.486171666649,206.5518350000001,273.58572083333326,0.03137899935245514,0.04156267270445824,"finance, insurance, and real estate"
1987,12488,6928.6920816666825,208.43155583333336,274.7708508333334,0.030082380399107933,0.03965695947408676,"finance, insurance, and real estate"
1988,11680,7002.763745833333,223.59863083333335,288.44080999999994,0.03193005546927452,0.041189566254615784,"finance, insurance, and real estate"
1989,11747,7045.421056666624,196.96096500000007,257.0592075,0.027955882251262665,0.03648599609732628,"finance, insurance, and real estate"
1990,12400,7079.484685000018,222.88464416666656,293.4660866666667,0.03148317337036133,0.041453029960393906,"finance, insurance, and real estate"
1991,11973,6945.246585833348,220.1111266666667,285.740501666667,0.03169234097003937,0.04114187881350517,"finance, insurance, and real estate"
1992,11640,6887.559183333329,189.9540116666666,251.19747416666658,0.02757929265499115,0.03647118806838989,"finance, insurance, and real estate"
1993,11499,7043.990636666667,191.94947249999996,247.72661749999986,0.027250103652477264,0.03516850620508194,"finance, insurance, and real estate"
1994,11166,7132.000909933362,217.47725818333345,291.15087119999976,0.03049316257238388,0.04082316905260086,"finance, insurance, and real estate"
1995,10918,6972.768114341679,195.19348913333332,239.29092864166657,0.027993686497211456,0.034317925572395325,"finance, insurance, and real estate"
1996,9641,7071.364532299973,230.04144489166666,284.08532367500004,0.03253140673041344,0.04017404466867447,"finance, insurance, and real estate"
1997,9889,7294.0271997249965,216.35420401666656,264.7185687666664,0.02966183051466942,0.036292511969804764,"finance, insurance, and real estate"
1998,10283,7623.073202008277,205.30311238333329,256.44260644999986,0.026931803673505783,0.03364031761884689,"finance, insurance, and real estate"
1999,10388,7780.187812741651,200.99836900833324,244.29887458333332,0.025834642350673676,0.03140012547373772,"finance, insurance, and real estate"
2000,10343,7686.437087841652,173.54143785000002,212.21566109999995,0.022577617317438126,0.02760910615324974,"finance, insurance, and real estate"
2001,11151,7835.642411450017,193.43448719166673,253.89674762500007,0.024686487391591072,0.032402798533439636,"finance, insurance, and real estate"
2002,12217,7900.753096808317,182.20464896666672,227.46047305000013,0.023061681538820267,0.028789719566702843,"finance, insurance, and real estate"
2003,12618,8554.916299099952,216.1704852666667,285.52358060833336,0.025268567726016045,0.03337537869811058,"finance, insurance, and real estate"
2004,12473,8714.135589849977,229.14923204166664,275.0607387583331,0.02629626728594303,0.03156489133834839,"finance, insurance, and real estate"
2005,12512,8844.732256433334,253.5645333916667,304.9237690083335,0.028668424114584923,0.034475184977054596,"finance, insurance, and real estate"
2006,12601,9097.708193483364,245.8727288333333,288.7394921666666,0.02702578715980053,0.03173760697245598,"finance, insurance, and real estate"
2007,12359,9092.309263533345,228.5344262083333,279.9818238000002,0.025134915485978127,0.03079325705766678,"finance, insurance, and real estate"
2008,11894,8885.748785966627,208.63703101666658,255.08109524999986,0.02347996085882187,0.028706764802336693,"finance, insurance, and real estate"
2009,11421,8442.10102395835,191.17186254166666,240.33854802499994,0.02264505811035633,0.028469044715166092,"finance, insurance, and real estate"
2010,11226,8295.105582950016,211.17276993333337,264.2435402000001,0.025457514449954033,0.03185535594820976,"finance, insurance, and real estate"
2011,11025,8324.46837396662,185.47627304999986,227.5097913666665,0.022280855104327202,0.027330249547958374,"finance, insurance, and real estate"
2012,10924,8416.727774549998,204.41578921666672,256.2012623416666,0.024286847561597824,0.030439533293247223,"finance, insurance, and real estate"
2013,11232,8758.900700166636,237.07994295000017,294.492939025,0.027067316696047783,0.0336221344769001,"finance, insurance, and real estate"
2014,11060,8723.401306524966,222.17539901666677,256.44500125833343,0.025468895211815834,0.02939736284315586,"finance, insurance, and real estate"
2015,10852,8986.19738651666,254.18622037500006,296.37929742500006,0.028286293148994446,0.032981615513563156,"finance, insurance, and real estate"
2016,10924,9204.422933033338,270.76506958333334,342.2140986166666,0.029416844248771667,0.037179309874773026,"finance, insurance, and real estate"
2017,10721,9268.58249592498,258.9738990583335,324.439594675,0.02794104628264904,0.035004228353500366,"finance, insurance, and real estate"
2018,10332,9317.723009525049,228.27946028333332,293.20824150833334,0.02449948899447918,0.031467799097299576,"finance, insurance, and real estate"
2019,10150,9557.632508324952,230.45585173333345,292.0146241083331,0.02411223202943802,0.030553029850125313,"finance, insurance, and real estate"
2020,9111,9276.59504359167,202.6202223583335,279.0621165833335,0.021842090412974358,0.03008238598704338,"finance, insurance, and real estate"
2021,8932,9293.83389636666,239.4524423833332,321.40008607500016,0.02576465718448162,0.03458207845687866,"finance, insurance, and real estate"
2022,8505,9511.356080975002,215.06476602499987,285.2310630250001,0.02261136658489704,0.029988475143909454,"finance, insurance, and real estate"
1973,13092,20167.248050000035,2403.3715199999974,NA,0.11917201429605484,NA,services
1974,12925,20631.766270000047,2645.8011099999953,NA,0.1282391995191574,NA,services
1975,13085,21261.651029999917,2767.0104600000045,NA,0.13014090061187744,NA,services
1976,13521,22368.56967999997,2934.242049999996,NA,0.13117700815200806,NA,services
1977,16381,22958.087440000018,4055.776899999994,4958.068649999997,0.17666004598140717,0.2159617394208908,services
1978,16561,24169.342619999872,4201.883510000001,5128.85015999999,0.17385178804397583,0.21220478415489197,services
1979,16588,24458.315330000078,4582.785800000004,5534.845859999997,0.18737128376960754,0.22629709541797638,services
1980,20174,25123.249600000006,4742.582410000012,5719.204250000019,0.18877264857292175,0.2276458740234375,services
1981,4504,25708.20184000002,4376.31028,5128.521479999997,0.17023012042045593,0.19948969781398773,services
1983,53930,26858.547579166778,4585.611443333333,5755.801161666656,0.17073191702365875,0.21430054306983948,services
1984,54575,27753.164398333443,4574.932934166664,5622.658320000008,0.16484364867210388,0.20259521901607513,services
1985,56066,28814.164982499697,4537.113108333352,5539.882456666688,0.15746121108531952,0.1922624707221985,services
1986,56293,29726.351860833034,4510.1705050000055,5517.003395833309,0.1517229676246643,0.18559302389621735,services
1987,57154,30845.691796666753,4624.631495833335,5554.6277049999835,0.14992795884609222,0.1800779104232788,services
1988,55617,32031.504589166787,4784.813644999983,5733.978185833346,0.14937835931777954,0.17901058495044708,services
1989,57267,33017.85924500008,4913.941257499997,5900.24158916665,0.14882676303386688,0.17869849503040314,services
1990,61411,33968.26654666683,4934.026737499982,5968.090745833324,0.1452540010213852,0.17569606006145477,services
1991,61118,34468.94647999965,5003.198008333336,5979.652615000007,0.14515088498592377,0.17347940802574158,services
1992,61547,35703.56853083315,5154.18969333332,6152.288214166644,0.14436063170433044,0.172315776348114,services
1993,61439,36644.07240499997,5410.577192500004,6387.341100833319,0.14765217900276184,0.17430761456489563,services
1994,60499,37368.48674005808,5526.983245158321,6461.509600749992,0.14790493249893188,0.1729133278131485,services
1995,60493,38249.5242171669,5404.814446916686,6341.575771475025,0.14130409061908722,0.16579489409923553,services
1996,54333,39238.291583850194,5460.423948458328,6372.657472933335,0.13916058838367462,0.16240914165973663,services
1997,56043,40591.50184745014,5380.033777141668,6275.06716375,0.13254089653491974,0.1545906662940979,services
1998,56972,41431.0454427662,5498.283218258331,6376.192322966671,0.13270924985408783,0.15389889478683472,services
1999,58545,42990.74853274962,5816.844699833338,6635.325855308353,0.13530457019805908,0.1543431133031845,services
2000,59376,43900.68476513361,5869.971253225015,6751.983264874996,0.13371025025844574,0.1538013219833374,services
2001,64497,44717.16862895825,6029.163258933323,6820.812622658316,0.1348288208246231,0.15253229439258575,services
2002,70474,45264.95662802447,6126.371393816658,6898.663713016647,0.13534468412399292,0.15240627527236938,services
2003,80169,53716.85700515888,6180.347420774989,7060.008653341663,0.11505415290594101,0.13143004477024078,services
2004,79214,54551.953565141324,6218.4192361833275,7073.691938008327,0.11399076879024506,0.12966890633106232,services
2005,79834,55728.36868301675,6442.7519103916575,7266.159804391684,0.11560991406440735,0.13038529455661774,services
2006,79749,56799.623738708266,6436.500211075004,7259.024101424996,0.11331941932439804,0.1278005689382553,services
2007,80072,58309.61678965065,6682.635673358313,7574.272236058336,0.11460606753826141,0.12989747524261475,services
2008,80487,59393.91730037515,6994.932408025003,7899.754298308343,0.11777186393737793,0.13300611078739166,services
2009,80838,59212.66748191643,6944.763759941624,7794.281468649949,0.1172851026058197,0.131632000207901,services
2010,80760,59584.20094493231,6753.165163675013,7598.168967191684,0.11333818733692169,0.1275198608636856,services
2011,80060,60044.68140440041,6737.236030649983,7574.072712425008,0.11220370978116989,0.12614060938358307,services
2012,80468,61838.9773202675,6581.025023916663,7440.9550051499955,0.10642195492982864,0.1203279122710228,services
2013,80232,62507.14343222481,6577.154711824998,7378.65664561665,0.10522244870662689,0.11804501712322235,services
2014,80517,63362.260844309094,6669.617495716664,7534.153682733339,0.1052616685628891,0.11890601366758347,services
2015,80339,64996.7046223498,6976.200143250033,7918.987672541688,0.10733159631490707,0.12183675915002823,services
2016,80976,66648.68143722447,6813.481886866667,7771.810973224997,0.10222981125116348,0.1166086196899414,services
2017,79890,67366.69820649193,6782.489046858327,7669.569882291664,0.1006801500916481,0.11384809017181396,services
2018,77963,68514.2740132319,6851.376285916663,7755.4655920583255,0.09999925643205643,0.11319489032030106,services
2019,76301,70188.27827455066,6804.560727924966,7791.178604399965,0.09694725275039673,0.11100398749113083,services
2020,64314,63739.06668081672,6592.402667774993,7549.264229766672,0.10342797636985779,0.11844014376401901,services
2021,64681,66028.0370731164,6517.119041474982,7489.694212841652,0.09870229661464691,0.11343202739953995,services
2022,63413,69434.64647903353,6695.854347033352,7638.194331475023,0.09643390774726868,0.11000552028417587,services
1973,2343,3633.679459999996,728.68034,NA,0.2005351185798645,NA,public administration
1974,2386,3881.5045500000006,817.9704000000011,NA,0.21073539555072784,NA,public administration
1975,2440,4026.0432800000026,862.8816600000008,NA,0.2143249809741974,NA,public administration
1976,2443,4076.2808399999954,906.3326100000006,NA,0.22234302759170532,NA,public administration
1977,3122,4283.59561,1098.18266,1371.859729999998,0.25636935234069824,0.3202589154243469,public administration
1978,2986,4239.760389999996,1112.8169199999988,1380.8152899999982,0.26247164607048035,0.3256824016571045,public administration
1979,3098,4452.200280000008,1334.8885,1620.07518,0.2998266816139221,0.363881915807724,public administration
1980,3953,4672.388059999998,1302.9094600000005,1602.0566799999986,0.27885299921035767,0.34287747740745544,public administration
1981,840,4490.2155600000015,1159.462799999999,1497.24224,0.258219838142395,0.3334455192089081,public administration
1983,10009,4751.045230833341,1426.363267499997,1817.9396833333312,0.30022093653678894,0.38263994455337524,public administration
1984,9796,4778.440804166666,1360.5132624999994,1751.0783116666646,0.2847190797328949,0.3664539158344269,public administration
1985,9974,4985.451860000024,1429.9226916666637,1769.5790025000006,0.28681907057762146,0.35494858026504517,public administration
1986,9924,5139.411494166658,1506.3402641666682,1860.5106766666718,0.2930958569049835,0.3620085120201111,public administration
1987,9886,5239.261113333362,1565.5182450000048,1880.4501491666715,0.2988051474094391,0.35891515016555786,public administration
1988,9733,5465.283315833324,1647.5656350000013,2013.7686983333322,0.30146023631095886,0.3684655725955963,public administration
1989,9801,5576.276285000002,1680.809399166665,2045.0738858333336,0.30142146348953247,0.3667454421520233,public administration
1990,10228,5619.87995166668,1683.9204700000012,2054.66133,0.2996363639831543,0.3656059205532074,public administration
1991,10019,5706.724876666643,1783.4116208333319,2128.9525800000006,0.31251052021980286,0.37306031584739685,public administration
1992,9676,5616.759567500002,1746.7725091666682,2118.0636841666696,0.31099292635917664,0.37709710001945496,public administration
1993,9620,5797.205764166667,1876.771388333334,2227.4675375000006,0.323737233877182,0.38423123955726624,public administration
1994,9436,5870.115817441662,1962.9764082583429,2308.5851757166715,0.3344016373157501,0.3932776153087616,public administration
1995,9497,5978.477644300017,1908.6974474083302,2229.562925291675,0.31926146149635315,0.3729315400123596,public administration
1996,8281,5790.482349216644,1861.1709637916638,2153.6155765083317,0.32141900062561035,0.3719233572483063,public administration
1997,8226,5724.306008300009,1827.2916839499987,2088.6785192833345,0.3192162811756134,0.36487889289855957,public administration
1998,8227,5899.187620341675,1959.629262891668,2212.7124047666634,0.3321862816810608,0.3750876486301422,public administration
1999,8434,5966.31053359166,1859.6672804749999,2146.1067706916697,0.3116946816444397,0.3597041666507721,public administration
2000,8455,5978.128607758335,1913.282307483332,2135.3275003583326,0.3200470209121704,0.35718995332717896,public administration
2001,9064,6081.787893733317,1959.6368344499986,2208.798484608331,0.32221394777297974,0.3631824254989624,public administration
2002,9944,6161.318265833325,1993.6344914083302,2217.2994582583324,0.32357272505760193,0.3598741888999939,public administration
2003,9749,6249.4566161666635,2006.1469824500018,2243.424335408336,0.32101142406463623,0.35897910594940186,public administration
2004,9683,6358.430712166649,2031.9761045,2260.1522399083324,0.31957194209098816,0.3554575443267822,public administration
2005,9937,6578.174706425001,2095.6390491583384,2304.881828166667,0.31857454776763916,0.3503831923007965,public administration
2006,9789,6514.829587000005,2039.7895331083357,2243.4213258750046,0.3130994439125061,0.34435608983039856,public administration
2007,9908,6716.471488308334,2099.6223407833368,2299.8101307833385,0.31260794401168823,0.34241345524787903,public administration
2008,9948,6777.28512294167,2235.9594729249975,2441.159433283328,0.32991963624954224,0.3601972460746765,public administration
2009,10034,6857.129099449971,2285.775960441663,2508.462505583335,0.3333429992198944,0.36581817269325256,public administration
2010,10086,6957.733857750015,2171.6916261416663,2419.9643531499974,0.3121262788772583,0.3478092849254608,public administration
2011,9759,6784.573676666673,2221.66782401667,2462.5588019666748,0.3274587094783783,0.3629644215106964,public administration
2012,9337,6681.104176574985,2129.7585078833295,2319.5925070999992,0.31877341866493225,0.34718701243400574,public administration
2013,9317,6694.609759566686,2147.611519991667,2359.2328314249985,0.3207971155643463,0.3524078130722046,public administration
2014,9406,6739.558351316669,2173.731216074999,2393.2203784750004,0.32253319025039673,0.35510048270225525,public administration
2015,9357,6844.3051366417,2148.79960175,2385.647545716662,0.3139543831348419,0.34855949878692627,public administration
2016,9336,6855.920469433346,2054.3110919166675,2242.4630352583345,0.2996404469013214,0.32708415389060974,public administration
2017,9391,7098.068623799981,2171.1243558416654,2386.26203093333,0.30587536096572876,0.33618468046188354,public administration
2018,9341,7358.357361174999,2138.009927108332,2352.51815724166,0.29055532813072205,0.3197069764137268,public administration
2019,8773,7200.121133416653,2154.194411791666,2374.814445066666,0.29918864369392395,0.32982978224754333,public administration
2020,8443,7500.474277141652,2276.809452650003,2503.102915533334,0.3035553991794586,0.3337259590625763,public administration
2021,8120,7382.443446108347,2143.0670693999996,2372.5559068583298,0.2902923822402954,0.3213781416416168,public administration
2022,7800,7677.692569058317,2167.664143708336,2418.8066994666688,0.28233274817466736,0.31504344940185547,public administration
1973,40245,61886.475310000205,14954.110229999891,NA,0.24163778126239777,NA,private sector: all
1974,39422,62947.459700001185,14703.765030000066,NA,0.23358790576457977,NA,private sector: all
1975,37609,61206.23959999961,13176.78349999997,NA,0.21528497338294983,NA,private sector: all
1976,38669,63848.02065999949,13613.51712999998,NA,0.21321752667427063,NA,private sector: all
1977,46052,66086.37537000008,14340.499510000005,15423.463040000017,0.21699631214141846,0.2333834022283554,private sector: all
1978,46470,69566.29435999933,14424.67402000002,15663.108330000014,0.20735147595405579,0.22515369951725006,private sector: all
1979,47018,71273.14483000025,15117.982269999935,16529.501809999907,0.21211330592632294,0.23191766440868378,private sector: all
1980,55246,71440.71863999983,14331.628500000063,15525.711250000042,0.20060868561267853,0.21732300519943237,private sector: all
1981,12637,74439.71964000016,13948.455760000012,15173.834680000005,0.18737921118736267,0.20384056866168976,private sector: all
1983,141311,72655.72462916713,11980.183380833307,13419.926825833283,0.16488973796367645,0.1847057044506073,private sector: all
1984,145104,76361.38777916851,11684.046167500035,12985.627691666696,0.15300987660884857,0.17005489766597748,private sector: all
1985,148185,78449.15370749877,11252.958711666672,12437.53256333339,0.14344270527362823,0.15854260325431824,private sector: all
1986,147678,80512.0498750002,11084.658840833337,12203.917751666646,0.13767701387405396,0.15157876908779144,private sector: all
1987,148698,82438.40154499978,10857.316095833265,11885.249850833281,0.13170216977596283,0.14417128264904022,private sector: all
1988,142409,84216.81199750138,10702.439015000025,11756.251189166696,0.1270819753408432,0.13959506154060364,private sector: all
1989,145372,85988.85362750026,10536.22994666667,11583.117448333354,0.12253018468618393,0.13470487296581268,private sector: all
1990,152197,87066.36612666714,10299.397559166662,11425.356129999978,0.1182936429977417,0.1312258243560791,private sector: all
1991,147112,85694.15077583412,9992.969071666666,11006.449324999976,0.1166120320558548,0.12843874096870422,private sector: all
1992,144911,86456.28094833218,9778.73872666666,10752.774535000022,0.11310616880655289,0.12437239289283752,private sector: all
1993,142859,87398.24494333426,9627.255990833326,10539.236610000024,0.11015388369560242,0.12058865278959274,private sector: all
1994,140651,89648.5977593595,9649.362798416674,10650.633240150055,0.10763540118932724,0.11880423873662949,private sector: all
1995,140723,91680.54091564915,9432.14802060001,10359.764414425032,0.10288058966398239,0.11299850791692734,private sector: all
1996,126230,93750.07061284156,9414.974048399963,10328.439590141656,0.1004263162612915,0.11016993969678879,private sector: all
1997,129035,96385.84470644096,9363.259918200038,10254.96567186671,0.0971435159444809,0.1063949316740036,private sector: all
1998,131129,98328.92215748277,9306.09457465837,10103.629298075093,0.09464249759912491,0.10275337845087051,private sector: all
1999,132817,100025.38371424204,9418.588058883388,10215.969785775054,0.0941619798541069,0.10213377326726913,private sector: all
2000,134554,101809.91578704382,9147.717103358344,9968.536008516667,0.08985094726085663,0.0979132130742073,private sector: all
2001,143041,101577.29416628495,9141.263371783341,9902.717496233312,0.0899931788444519,0.09748947620391846,private sector: all
2002,152871,100581.35998436013,8651.543372633292,9369.696293383331,0.08601537346839905,0.0931553915143013,private sector: all
2003,150050,102647.62883774111,8451.83089085,9263.660647566656,0.08233829587697983,0.09024719893932343,private sector: all
2004,147496,103583.5859415521,8204.544435875001,8956.190550933385,0.07920699566602707,0.08646341413259506,private sector: all
2005,148598,105508.39974170044,8255.019834216666,8961.56092552496,0.07824040204286575,0.0849369466304779,private sector: all
2006,148602,107845.55093329118,7981.2893340416285,8687.744830474952,0.07400666177272797,0.08055728673934937,private sector: all
2007,146614,108713.79846434099,8113.620799716661,8870.014223150021,0.07463285326957703,0.08159051090478897,private sector: all
2008,144506,108072.5889216163,8265.209418508352,9084.3946723834,0.07647831737995148,0.08405826985836029,private sector: all
2009,139413,103357.28903681439,7430.803759324987,8226.116188408314,0.0718943402171135,0.0795891284942627,private sector: all
2010,137980,103040.38328834838,7091.936221308329,7883.55639921666,0.06882676482200623,0.07650938630104065,private sector: all
2011,137410,104778.37391549833,7204.4870893083225,7971.873605858318,0.06875929236412048,0.07608319818973541,private sector: all
2012,137861,107230.19111201706,7029.895843900014,7844.336458233354,0.06555892527103424,0.07315418124198914,private sector: all
2013,137988,108724.33986272854,7312.727846724998,8122.06954325,0.06725934147834778,0.07470332086086273,private sector: all
2014,139486,111259.54284523265,7355.97181205833,8219.29902665001,0.06611542403697968,0.07387500256299973,private sector: all
2015,137826,113193.18745312237,7552.444241025021,8410.110931566696,0.06672172248363495,0.07429873943328857,private sector: all
2016,138525,115462.19401664118,7436.169692158354,8438.066425941677,0.06440350413322449,0.07308077067136765,private sector: all
2017,136904,116961.43570751906,7600.238796641644,8490.918806741656,0.06498072296380997,0.07259588688611984,private sector: all
2018,133898,119010.8892340322,7578.018413749982,8512.446640733315,0.06367500126361847,0.07152661681175232,private sector: all
2019,129865,120755.20043155891,7507.9427585583135,8562.00240751667,0.062174901366233826,0.07090380042791367,private sector: all
2020,111050,111587.01078949281,7082.264047899978,8020.848801033345,0.06346853822469711,0.07187977433204651,private sector: all
2021,112246,115807.47232674224,7025.760255041711,8050.14968163339,0.06066758930683136,0.0695132166147232,private sector: all
2022,108688,120400.19033457573,7219.148013458349,8163.655676333354,0.05995960533618927,0.06780434399843216,private sector: all
1973,39431,60643.31891000018,14899.993009999886,NA,0.24569883942604065,NA,private sector: nonagricultural
1974,38589,61632.49350000113,14671.021740000058,NA,0.23804037272930145,NA,private sector: nonagricultural
1975,36786,59879.41100999954,13135.030539999965,NA,0.21935804188251495,NA,private sector: nonagricultural
1976,37871,62539.926849999465,13585.780699999983,NA,0.21723371744155884,NA,private sector: nonagricultural
1977,44992,64718.42979000012,14298.997710000003,15374.328430000016,0.2209416627883911,0.23755718767642975,private sector: nonagricultural
1978,45428,68154.60533999954,14388.85829000002,15622.506120000011,0.2111208438873291,0.22922158241271973,private sector: nonagricultural
1979,45975,69854.80252000029,15077.644469999936,16477.684399999907,0.21584263443946838,0.23588477075099945,private sector: nonagricultural
1980,53981,70013.2596999999,14285.517240000057,15475.719620000045,0.20404016971588135,0.22103983163833618,private sector: nonagricultural
1981,12346,72944.43012000018,13928.93228000001,15154.311200000007,0.19095264375209808,0.20775145292282104,private sector: nonagricultural
1983,138390,71224.81142666726,11933.309302499963,13368.968679166614,0.16754427552223206,0.1877010017633438,private sector: nonagricultural
1984,142329,74930.56046500156,11647.277542500036,12942.644981666697,0.15544095635414124,0.1727285236120224,private sector: nonagricultural
1985,145521,77043.98629749891,11226.818290000008,12409.080042500062,0.14571958780288696,0.16106487810611725,private sector: nonagricultural
1986,145111,79090.86550499997,11051.447453333334,12165.313403333312,0.1397310197353363,0.1538143903017044,private sector: nonagricultural
1987,146146,80992.97039999996,10825.566864999937,11850.280768333272,0.13366056978702545,0.14631246030330658,private sector: nonagricultural
1988,139846,82740.54581000106,10673.994608333369,11723.02378083337,0.12900561094284058,0.1416841447353363,private sector: nonagricultural
1989,142852,84504.43163750028,10519.962126666667,11555.64218750002,0.12449006736278534,0.13674598932266235,private sector: nonagricultural
1990,149530,85492.8765916672,10270.622821666668,11394.051467499987,0.12013424932956696,0.1332748681306839,private sector: nonagricultural
1991,144531,84138.06537000045,9965.159613333335,10975.842458333313,0.11843818426132202,0.13045038282871246,private sector: nonagricultural
1992,142432,84916.6593508322,9743.928234166651,10711.786256666686,0.11474695801734924,0.12614469230175018,private sector: nonagricultural
1993,140493,85882.46504750093,9602.842832499982,10507.632007500024,0.11181377619504929,0.12234897911548615,private sector: nonagricultural
1994,138496,88169.05822946776,9618.280378983342,10611.655378983382,0.10908906906843185,0.12035577744245529,private sector: nonagricultural
1995,138486,90120.990084041,9399.975517100009,10318.213673033359,0.10430395603179932,0.11449290066957474,private sector: nonagricultural
1996,123905,92059.18975999975,9385.043704549958,10293.407620208325,0.10194575786590576,0.11181292682886124,private sector: nonagricultural
1997,126836,94705.25915119943,9327.00568575003,10215.059581416708,0.09848456084728241,0.10786158591508865,private sector: nonagricultural
1998,128829,96589.61140552472,9279.686462283373,10072.93681650842,0.09607333689928055,0.10428592562675476,private sector: nonagricultural
1999,130506,98304.35424570041,9376.045997008388,10167.524055108384,0.09537772834300995,0.10342902690172195,private sector: nonagricultural
2000,132161,99988.84045197713,9109.687082025013,9923.698630941672,0.09110704064369202,0.09924805909395218,private sector: nonagricultural
2001,140614,99921.77076079306,9113.57662603334,9869.410269149985,0.0912071168422699,0.09877137094736099,private sector: nonagricultural
2002,150204,98830.66387570162,8612.409000308293,9325.350407891667,0.08714308589696884,0.09435684978961945,private sector: nonagricultural
2003,148709,101788.86885969095,8440.55583626667,9250.074416549987,0.08292219042778015,0.09087510406970978,private sector: nonagricultural
2004,146180,102753.11342040211,8188.380590458332,8936.624463541722,0.07968985289335251,0.08697181195020676,private sector: nonagricultural
2005,147313,104679.79054874208,8237.157968974998,8941.080556899959,0.0786890983581543,0.0854136273264885,private sector: nonagricultural
2006,147285,106995.10939674938,7964.788093774963,8669.545693499944,0.07444067299365997,0.08102749288082123,private sector: nonagricultural
2007,145311,107843.99421680736,8100.0666358249955,8854.336620175021,0.07510910928249359,0.0821031928062439,private sector: nonagricultural
2008,143153,107178.09317344138,8243.341190450019,9057.790557391732,0.07691255956888199,0.08451158553361893,private sector: nonagricultural
2009,138131,102479.03370423931,7424.3483898666545,8218.270451924984,0.07244748622179031,0.08019465208053589,private sector: nonagricultural
2010,136698,102134.44685633165,7081.9707866999925,7871.191228458329,0.06933969259262085,0.07706695795059204,private sector: nonagricultural
2011,136038,103828.56773817343,7190.576347858325,7953.615887283319,0.0692543163895607,0.07660334557294846,private sector: nonagricultural
2012,136460,106238.11616215846,7015.832042491682,7825.306323658355,0.06603875011205673,0.07365818321704865,private sector: nonagricultural
2013,136780,107851.63911517008,7304.0657173833315,8112.785699508332,0.06772326678037643,0.0752217173576355,private sector: nonagricultural
2014,138063,110254.93011967462,7345.081192633331,8203.509911791676,0.06661907583475113,0.07440492510795593,private sector: nonagricultural
2015,136346,112119.63658683911,7539.669468691687,8390.902297100025,0.06724664568901062,0.07483883202075958,private sector: nonagricultural
2016,137010,114357.30732234956,7422.396541516688,8415.46268905834,0.0649053081870079,0.07358919829130173,private sector: nonagricultural
2017,135417,115855.87344781857,7579.295094258309,8467.18039404165,0.06542003154754639,0.07308373600244522,private sector: nonagricultural
2018,132493,117915.77967254074,7555.428280608315,8485.275648724972,0.06407478451728821,0.07196047902107239,private sector: nonagricultural
2019,128492,119632.80122620073,7491.999354333313,8535.979340583332,0.0626249611377716,0.07135149836540222,private sector: nonagricultural
2020,109856,110489.56615620949,7068.015620666645,8004.134766191678,0.06396998465061188,0.0724424496293068,private sector: nonagricultural
2021,111026,114700.58237935044,6989.118472383374,8011.789065658388,0.06093359366059303,0.06984959542751312,private sector: nonagricultural
2022,107603,119348.67783993419,7180.346544166682,8120.631571533352,0.06016276404261589,0.06804123520851135,private sector: nonagricultural
1973,2670,4131.806279999995,1632.8126200000013,NA,0.3951812982559204,NA,private sector: construction
1974,2479,4017.2148499999853,1490.871269999998,NA,0.3711206316947937,NA,private sector: construction
1975,2103,3464.035730000003,1283.9874199999988,NA,0.37066230177879333,NA,private sector: construction
1976,2208,3692.8744299999967,1321.8779200000013,NA,0.35795366764068604,NA,private sector: construction
1977,2882,3975.375880000004,1425.31721,1495.17464,0.3585364520549774,0.3761090040206909,private sector: construction
1978,3030,4422.28352,1418.7474799999982,1495.2359999999974,0.32081785798072815,0.3381139934062958,private sector: construction
1979,3092,4563.058019999997,1451.5085299999996,1548.5474499999998,0.3180999457836151,0.3393661677837372,private sector: construction
1980,3544,4443.071439999997,1370.7278699999993,1431.2410999999988,0.30850908160209656,0.3221287727355957,private sector: construction
1981,785,4375.10456,1440.9122000000013,1475.7168000000013,0.3293434977531433,0.3372986316680908,private sector: construction
1983,8053,4108.984864166668,1130.7126349999992,1207.0183925,0.27518051862716675,0.2937510013580322,private sector: construction
1984,8528,4503.738728333326,1060.5025958333358,1115.0641866666697,0.23547160625457764,0.24758633971214294,private sector: construction
1985,8748,4716.346937500003,1050.9139508333321,1113.8558533333319,0.22282370924949646,0.23616918921470642,private sector: construction
1986,8817,4958.761913333335,1091.8512125,1158.006570000001,0.220186248421669,0.23352736234664917,private sector: construction
1987,8814,5052.094923333343,1060.120818333333,1122.6586725000018,0.2098378688097,0.22221645712852478,private sector: construction
