country,food_category,consumption,co2_emmission
Maldives,Lamb & Goat,0.7,24.51
Maldives,Fish,179.70999999999998,286.94
Maldives,Eggs,10.79,9.91
Maldives,Milk - inc. cheese,111.47,158.78
Maldives,Wheat and Wheat Products,77.77,14.83
Maldives,Rice,50.730000000000004,64.92
Maldives,Soybeans,0.2,0.09
Maldives,Nuts inc. Peanut Butter,15.83,28.02
Cyprus,Pork,38.379999999999995,135.85000000000002
Cyprus,Poultry,24.45,26.259999999999998
Cyprus,Beef,5.79,178.67
Cyprus,Lamb & Goat,5.05,176.85000000000002
Cyprus,Fish,14.860000000000001,23.73
Cyprus,Eggs,8.98,8.25
Cyprus,Milk - inc. cheese,113.31,161.4
Cyprus,Wheat and Wheat Products,83.25,15.88
Cyprus,Rice,4.94,6.319999999999999
Cyprus,Soybeans,0.04,0.02
Cyprus,Nuts inc. Peanut Butter,4.6,8.139999999999999
Serbia,Pork,32.04,113.41000000000001
Serbia,Poultry,10.639999999999999,11.43
Serbia,Beef,7.05,217.55
Serbia,Lamb & Goat,3.56,124.66999999999999
Serbia,Fish,5.59,8.93
Serbia,Eggs,8.89,8.17
Serbia,Milk - inc. cheese,148.53,211.57
Serbia,Wheat and Wheat Products,105.88,20.19
Serbia,Rice,1.22,1.56
Serbia,Soybeans,0,0
Serbia,Nuts inc. Peanut Butter,3.3099999999999996,5.859999999999999
United Arab Emirates,Pork,0,0
United Arab Emirates,Poultry,41.04,44.09
United Arab Emirates,Beef,5.64,174.04
United Arab Emirates,Lamb & Goat,9.08,317.97999999999996
United Arab Emirates,Fish,20.41,32.59
United Arab Emirates,Eggs,8.229999999999999,7.56
United Arab Emirates,Milk - inc. cheese,132.66,188.96
United Arab Emirates,Wheat and Wheat Products,101.29,19.32
United Arab Emirates,Rice,56.25,71.98
United Arab Emirates,Soybeans,0.08,0.04
United Arab Emirates,Nuts inc. Peanut Butter,23.03,40.760000000000005
Algeria,Pork,0,0
Algeria,Poultry,7.42,7.970000000000001
Algeria,Beef,5.6,172.8
Algeria,Lamb & Goat,7.6899999999999995,269.3
Algeria,Fish,3.74,5.970000000000001
Algeria,Eggs,8.06,7.4
Algeria,Milk - inc. cheese,141.53,201.6
Algeria,Wheat and Wheat Products,185.42000000000002,35.36
Algeria,Rice,2.9699999999999998,3.8
Algeria,Soybeans,0,0
Algeria,Nuts inc. Peanut Butter,2.08,3.68
Ukraine,Pork,20.56,72.77
Ukraine,Poultry,24.23,26.03
Ukraine,Beef,8.96,276.48999999999995
Ukraine,Lamb & Goat,0.41000000000000003,14.360000000000001
Ukraine,Fish,15.229999999999999,24.32
Ukraine,Eggs,18.01,16.54
Ukraine,Milk - inc. cheese,145.03,206.58
Ukraine,Wheat and Wheat Products,105.14999999999999,20.05
Ukraine,Rice,3,3.84
Ukraine,Soybeans,0.02,0.01
Ukraine,Nuts inc. Peanut Butter,2.68,4.74
Pakistan,Pork,0,0
Pakistan,Poultry,5.01,5.38
Pakistan,Beef,8.82,272.17
Pakistan,Lamb & Goat,2.46,86.14999999999999
Pakistan,Fish,1.87,2.9899999999999998
Pakistan,Eggs,2.9499999999999997,2.71
Pakistan,Milk - inc. cheese,183.13,260.85
Pakistan,Wheat and Wheat Products,113.63,21.67
Pakistan,Rice,12.25,15.68
Pakistan,Soybeans,0,0
Pakistan,Nuts inc. Peanut Butter,0.8300000000000001,1.47
Swaziland,Pork,2.4299999999999997,8.6
Swaziland,Poultry,6.18,6.64
Swaziland,Beef,15.1,465.95
Swaziland,Lamb & Goat,1.94,67.94000000000001
Swaziland,Fish,1.26,2.01
Swaziland,Eggs,1.5,1.3800000000000001
Swaziland,Milk - inc. cheese,56.6,80.61999999999999
Swaziland,Wheat and Wheat Products,37.15,7.08
Swaziland,Rice,21.150000000000002,27.07
Swaziland,Soybeans,0.55,0.25
Swaziland,Nuts inc. Peanut Butter,6.44,11.4
Latvia,Pork,34.96,123.74000000000001
Latvia,Poultry,20.53,22.05
Latvia,Beef,5.109999999999999,157.68
Latvia,Lamb & Goat,0.33999999999999997,11.91
Latvia,Fish,21.3,34.01
Latvia,Eggs,14.03,12.89
Latvia,Milk - inc. cheese,174.10999999999999,248
Latvia,Wheat and Wheat Products,72.13,13.76
Latvia,Rice,2.21,2.8299999999999996
Latvia,Soybeans,0.04,0.02
Latvia,Nuts inc. Peanut Butter,3.7800000000000002,6.6899999999999995
Bosnia and Herzegovina,Pork,9.38,33.2
Bosnia and Herzegovina,Poultry,13.17,14.15
Bosnia and Herzegovina,Beef,9.12,281.41999999999996
Bosnia and Herzegovina,Lamb & Goat,0.47000000000000003,16.459999999999997
Bosnia and Herzegovina,Fish,4.06,6.48
Bosnia and Herzegovina,Eggs,4.49,4.119999999999999
Bosnia and Herzegovina,Milk - inc. cheese,174.03,247.89000000000001
Bosnia and Herzegovina,Wheat and Wheat Products,93.56,17.84
Bosnia and Herzegovina,Rice,1.8800000000000001,2.4099999999999997
Bosnia and Herzegovina,Soybeans,1.48,0.6699999999999999
Bosnia and Herzegovina,Nuts inc. Peanut Butter,2,3.54
Fiji,Pork,4.31,15.26
Fiji,Poultry,20.259999999999998,21.759999999999998
Fiji,Beef,8.96,276.48999999999995
Fiji,Lamb & Goat,5.9,206.62
Fiji,Fish,35.01,55.9
Fiji,Eggs,6.44,5.92
Fiji,Milk - inc. cheese,40.2,57.260000000000005
Fiji,Wheat and Wheat Products,84.22,16.06
Fiji,Rice,45.620000000000005,58.379999999999995
Fiji,Soybeans,0.3,0.14
Fiji,Nuts inc. Peanut Butter,1.3,2.3
South Korea,Pork,32.760000000000005,115.95
South Korea,Poultry,16,17.19
South Korea,Beef,14.53,448.37
South Korea,Lamb & Goat,0.14,4.9
South Korea,Fish,33.09,52.83
South Korea,Eggs,11.239999999999998,10.33
South Korea,Milk - inc. cheese,29.05,41.379999999999995
South Korea,Wheat and Wheat Products,50.839999999999996,9.7
South Korea,Rice,85.17999999999999,109
South Korea,Soybeans,8.350000000000001,3.7600000000000002
South Korea,Nuts inc. Peanut Butter,4.88,8.639999999999999
Poland,Pork,46.190000000000005,163.49
Poland,Poultry,27.41,29.439999999999998
Poland,Beef,2.32,71.59
Poland,Lamb & Goat,0.02,0.7
Poland,Fish,10.49,16.75
Poland,Eggs,7.53,6.92
Poland,Milk - inc. cheese,205.39000000000001,292.56
Poland,Wheat and Wheat Products,108.83,20.75
Poland,Rice,0.9500000000000001,1.22
Poland,Soybeans,0.06,0.03
Poland,Nuts inc. Peanut Butter,2.23,3.9499999999999997
Saudi Arabia,Pork,0,0
Saudi Arabia,Poultry,49.05,52.690000000000005
Saudi Arabia,Beef,6.45,199.03
Saudi Arabia,Lamb & Goat,6.54,229.03
Saudi Arabia,Fish,11.99,19.14
Saudi Arabia,Eggs,5.37,4.930000000000001
Saudi Arabia,Milk - inc. cheese,83.64999999999999,119.14999999999999
Saudi Arabia,Wheat and Wheat Products,89.47,17.06
Saudi Arabia,Rice,36.02,46.09
Saudi Arabia,Soybeans,0.05,0.02
Saudi Arabia,Nuts inc. Peanut Butter,3.23,5.72
Botswana,Pork,0.74,2.62
Botswana,Poultry,5.33,5.73
Botswana,Beef,7.85,242.23
Botswana,Lamb & Goat,3.7600000000000002,131.67
Botswana,Fish,3.98,6.35
Botswana,Eggs,1.95,1.79
Botswana,Milk - inc. cheese,117.74000000000001,167.70999999999998
Botswana,Wheat and Wheat Products,38.2,7.28
Botswana,Rice,7.06,9.03
Botswana,Soybeans,1.1600000000000001,0.52
Botswana,Nuts inc. Peanut Butter,1.08,1.91
Macedonia,Pork,10.350000000000001,36.63
Macedonia,Poultry,18.77,20.16
Macedonia,Beef,7.6899999999999995,237.3
Macedonia,Lamb & Goat,0.9400000000000001,32.92
Macedonia,Fish,5.470000000000001,8.729999999999999
Macedonia,Eggs,6.38,5.859999999999999
Macedonia,Milk - inc. cheese,157.93,224.96
Macedonia,Wheat and Wheat Products,104.8,19.99
Macedonia,Rice,2.8099999999999996,3.6
Macedonia,Soybeans,0.46,0.21000000000000002
Macedonia,Nuts inc. Peanut Butter,5.87,10.39
Hungary,Pork,34.93,123.63
Hungary,Poultry,23.779999999999998,25.54
Hungary,Beef,4.96,153.06
Hungary,Lamb & Goat,0.11,3.8499999999999996
Hungary,Fish,4.930000000000001,7.87
Hungary,Eggs,12.450000000000001,11.44
Hungary,Milk - inc. cheese,159.05,226.55
Hungary,Wheat and Wheat Products,109.98,20.97
Hungary,Rice,2.15,2.75
Hungary,Soybeans,0.01,0
Hungary,Nuts inc. Peanut Butter,0.64,1.1300000000000001
Trinidad and Tobago,Pork,8.92,31.57
Trinidad and Tobago,Poultry,58.27,62.59
Trinidad and Tobago,Beef,6.13,189.16
Trinidad and Tobago,Lamb & Goat,2.79,97.71000000000001
Trinidad and Tobago,Fish,20.54,32.8
Trinidad and Tobago,Eggs,4.2,3.86
Trinidad and Tobago,Milk - inc. cheese,103.8,147.85000000000002
Trinidad and Tobago,Wheat and Wheat Products,90.16999999999999,17.2
Trinidad and Tobago,Rice,16.38,20.959999999999997
Trinidad and Tobago,Soybeans,0.04,0.02
Trinidad and Tobago,Nuts inc. Peanut Butter,3.7800000000000002,6.6899999999999995
Tunisia,Pork,0,0
Tunisia,Poultry,18.5,19.87
Tunisia,Beef,5.53,170.64
Tunisia,Lamb & Goat,5.34,187.01
Tunisia,Fish,12.629999999999999,20.17
Tunisia,Eggs,7.67,7.05
Tunisia,Milk - inc. cheese,114.47,163.05
Tunisia,Wheat and Wheat Products,197.5,37.660000000000004
Tunisia,Rice,1.07,1.37
Tunisia,Soybeans,1.8800000000000001,0.8500000000000001
Tunisia,Nuts inc. Peanut Butter,6.34,11.219999999999999
Egypt,Pork,0.02,0.07
Egypt,Poultry,14.43,15.5
Egypt,Beef,12.88,397.45
Egypt,Lamb & Goat,1.58,55.33
Egypt,Fish,21.459999999999997,34.260000000000005
Egypt,Eggs,4.59,4.22
Egypt,Milk - inc. cheese,59.46,84.69
Egypt,Wheat and Wheat Products,146.83,28
Egypt,Rice,39.77,50.89
Egypt,Soybeans,0.64,0.29000000000000004
Egypt,Nuts inc. Peanut Butter,1.82,3.22
Mauritius,Pork,4.08,14.44
Mauritius,Poultry,38.51,41.37
Mauritius,Beef,5.99,184.84
Mauritius,Lamb & Goat,4.08,142.88000000000002
Mauritius,Fish,19.66,31.39
Mauritius,Eggs,6.319999999999999,5.81
Mauritius,Milk - inc. cheese,117.27,167.04
Mauritius,Wheat and Wheat Products,114.02,21.74
Mauritius,Rice,45.56,58.3
Mauritius,Soybeans,0.3,0.14
Mauritius,Nuts inc. Peanut Butter,2.3299999999999996,4.119999999999999
Bulgaria,Pork,26.259999999999998,92.95
Bulgaria,Poultry,20.68,22.21
Bulgaria,Beef,3.84,118.49000000000001
Bulgaria,Lamb & Goat,1.6300000000000001,57.08
Bulgaria,Fish,6.24,9.96
Bulgaria,Eggs,8.360000000000001,7.68
Bulgaria,Milk - inc. cheese,155.70999999999998,221.79
Bulgaria,Wheat and Wheat Products,121.16999999999999,23.110000000000003
Bulgaria,Rice,2.24,2.8699999999999997
Bulgaria,Soybeans,0.04,0.02
Bulgaria,Nuts inc. Peanut Butter,2.2600000000000002,4
Morocco,Pork,0.01,0.04
Morocco,Poultry,20.77,22.310000000000002
Morocco,Beef,8.04,248.1
Morocco,Lamb & Goat,4.359999999999999,152.69
Morocco,Fish,17.439999999999998,27.85
Morocco,Eggs,6.68,6.14
Morocco,Milk - inc. cheese,54.68,77.89
Morocco,Wheat and Wheat Products,179.7,34.27
Morocco,Rice,1.1,1.41
Morocco,Soybeans,0,0
Morocco,Nuts inc. Peanut Butter,3.23,5.72
Slovakia,Pork,31.779999999999998,112.49000000000001
Slovakia,Poultry,15.129999999999999,16.25
Slovakia,Beef,5.1899999999999995,160.15
Slovakia,Lamb & Goat,0.16,5.6
Slovakia,Fish,8.39,13.4
Slovakia,Eggs,16.05,14.739999999999998
Slovakia,Milk - inc. cheese,143.14,203.89000000000001
Slovakia,Wheat and Wheat Products,123.61999999999999,23.57
Slovakia,Rice,2.88,3.69
Slovakia,Soybeans,0.02,0.01
Slovakia,Nuts inc. Peanut Butter,3.7,6.55
Niger,Pork,0.09,0.32
Niger,Poultry,1.08,1.1600000000000001
Niger,Beef,8.97,276.8
Niger,Lamb & Goat,4.17,146.03
Niger,Fish,2.7,4.31
Niger,Eggs,0.3,0.28
Niger,Milk - inc. cheese,58.92,83.93
Niger,Wheat and Wheat Products,4.79,0.91
Niger,Rice,13.17,16.85
Niger,Soybeans,0,0
Niger,Nuts inc. Peanut Butter,6.95,12.3
Kenya,Pork,0.29000000000000004,1.03
Kenya,Poultry,0.47000000000000003,0.5
Kenya,Beef,9.54,294.38
Kenya,Lamb & Goat,1.86,65.14
Kenya,Fish,4.2700000000000005,6.819999999999999
Kenya,Eggs,1.84,1.6900000000000002
Kenya,Milk - inc. cheese,94.86,135.12
Kenya,Wheat and Wheat Products,34.65,6.609999999999999
Kenya,Rice,12.94,16.56
Kenya,Soybeans,0.2,0.09
Kenya,Nuts inc. Peanut Butter,1.6400000000000001,2.9
Jordan,Pork,0.02,0.07
Jordan,Poultry,33.39,35.87
Jordan,Beef,5.609999999999999,173.10999999999999
Jordan,Lamb & Goat,5.68,198.91
Jordan,Fish,5.13,8.19
Jordan,Eggs,3.92,3.6
Jordan,Milk - inc. cheese,77.67999999999999,110.64999999999999
Jordan,Wheat and Wheat Products,136.73999999999998,26.08
Jordan,Rice,19.67,25.17
Jordan,Soybeans,0.02,0.01
Jordan,Nuts inc. Peanut Butter,3.56,6.3
Japan,Pork,20.62,72.98
Japan,Poultry,19.419999999999998,20.86
Japan,Beef,9.15,282.35
Japan,Lamb & Goat,0.14,4.9
Japan,Fish,31.1,49.660000000000004
Japan,Eggs,19.150000000000002,17.59
Japan,Milk - inc. cheese,72.06,102.64
Japan,Wheat and Wheat Products,45.04,8.59
Japan,Rice,59.849999999999994,76.59
Japan,Soybeans,7.34,3.3
Japan,Nuts inc. Peanut Butter,2.59,4.58
Georgia,Pork,8.93,31.610000000000003
Georgia,Poultry,12.28,13.19
Georgia,Beef,6.04,186.38000000000002
Georgia,Lamb & Goat,0.63,22.06
Georgia,Fish,10.42,16.64
Georgia,Eggs,6.119999999999999,5.619999999999999
Georgia,Milk - inc. cheese,149.26,212.60999999999999
Georgia,Wheat and Wheat Products,163.43,31.17
Georgia,Rice,2.64,3.38
Georgia,Soybeans,0,0
Georgia,Nuts inc. Peanut Butter,2.4699999999999998,4.37
Grenada,Pork,11.52,40.78
Grenada,Poultry,43.51,46.74
Grenada,Beef,3.46,106.77
Grenada,Lamb & Goat,1.25,43.77
Grenada,Fish,27.95,44.63
Grenada,Eggs,10.34,9.5
Grenada,Milk - inc. cheese,86.88,123.75
Grenada,Wheat and Wheat Products,59.59,11.360000000000001
Grenada,Rice,9.56,12.229999999999999
Grenada,Soybeans,0.01,0
Grenada,Nuts inc. Peanut Butter,0.18,0.32
El Salvador,Pork,3.23,11.43
El Salvador,Poultry,19.84,21.310000000000002
El Salvador,Beef,5.95,183.6
El Salvador,Lamb & Goat,0.02,0.7
El Salvador,Fish,6.25,9.98
El Salvador,Eggs,9.51,8.739999999999998
El Salvador,Milk - inc. cheese,124.34,177.10999999999999
El Salvador,Wheat and Wheat Products,28.19,5.38
El Salvador,Rice,10.53,13.48
El Salvador,Soybeans,0.8,0.36
El Salvador,Nuts inc. Peanut Butter,1.1,1.95
Cuba,Pork,19.82,70.14999999999999
Cuba,Poultry,20.150000000000002,21.650000000000002
Cuba,Beef,6.39,197.18
Cuba,Lamb & Goat,1.24,43.42
Cuba,Fish,4.76,7.6
Cuba,Eggs,9.82,9.02
Cuba,Milk - inc. cheese,99.94000000000001,142.35000000000002
Cuba,Wheat and Wheat Products,54.620000000000005,10.42
Cuba,Rice,67.7,86.64
Cuba,Soybeans,6.34,2.8499999999999996
Cuba,Nuts inc. Peanut Butter,0.23,0.41000000000000003
China,Pork,38.43,136.02
China,Poultry,13.2,14.18
China,Beef,5.119999999999999,157.99
China,Lamb & Goat,3.13,109.61
China,Fish,21.01,33.55
China,Eggs,18.759999999999998,17.23
China,Milk - inc. cheese,32.660000000000004,46.52
China,Wheat and Wheat Products,63.36,12.08
China,Rice,78.17999999999999,100.05
China,Soybeans,3.66,1.6500000000000001
China,Nuts inc. Peanut Butter,6.39,11.31
Honduras,Pork,6.48,22.939999999999998
Honduras,Poultry,20.29,21.8
Honduras,Beef,7.1899999999999995,221.87
Honduras,Lamb & Goat,0.04,1.4
Honduras,Fish,2.7,4.31
Honduras,Eggs,5.1899999999999995,4.7700000000000005
Honduras,Milk - inc. cheese,91.33,130.09
Honduras,Wheat and Wheat Products,37.36,7.119999999999999
Honduras,Rice,14.42,18.45
Honduras,Soybeans,0.01,0
Honduras,Nuts inc. Peanut Butter,0.75,1.33
Taiwan. ROC,Pork,39.37,139.35000000000002
Taiwan. ROC,Poultry,32.13,34.51
Taiwan. ROC,Beef,5.21,160.76999999999998
Taiwan. ROC,Lamb & Goat,0.92,32.220000000000006
Taiwan. ROC,Fish,18.29,29.2
Taiwan. ROC,Eggs,13.08,12.02
Taiwan. ROC,Milk - inc. cheese,41.720000000000006,59.43
Taiwan. ROC,Wheat and Wheat Products,50.92,9.709999999999999
Taiwan. ROC,Rice,45.849999999999994,58.67
Taiwan. ROC,Soybeans,16.95,7.63
Taiwan. ROC,Nuts inc. Peanut Butter,9.06,16.04
Angola,Pork,8.89,31.47
Angola,Poultry,17.330000000000002,18.62
Angola,Beef,8.42,259.82
Angola,Lamb & Goat,1.08,37.82
Angola,Fish,15.239999999999998,24.330000000000002
Angola,Eggs,1.11,1.02
Angola,Milk - inc. cheese,12.3,17.52
Angola,Wheat and Wheat Products,40.720000000000006,7.7700000000000005
Angola,Rice,8.12,10.39
Angola,Soybeans,0.52,0.23
Angola,Nuts inc. Peanut Butter,2.2600000000000002,4
Jamaica,Pork,3.9899999999999998,14.12
Jamaica,Poultry,52.51,56.41
Jamaica,Beef,3.9699999999999998,122.51
Jamaica,Lamb & Goat,1.26,44.13
Jamaica,Fish,21.95,35.05
Jamaica,Eggs,2.27,2.09
Jamaica,Milk - inc. cheese,91.13,129.81
Jamaica,Wheat and Wheat Products,70.66999999999999,13.48
Jamaica,Rice,23.45,30.01
Jamaica,Soybeans,0,0
Jamaica,Nuts inc. Peanut Butter,1.82,3.22
Namibia,Pork,4.21,14.9
Namibia,Poultry,12.19,13.09
Namibia,Beef,3.75,115.72
Namibia,Lamb & Goat,2.27,79.5
Namibia,Fish,10.7,17.08
Namibia,Eggs,1.6300000000000001,1.5
Namibia,Milk - inc. cheese,73.05,104.05
Namibia,Wheat and Wheat Products,36.260000000000005,6.91
Namibia,Rice,6.31,8.07
Namibia,Soybeans,0.07,0.03
Namibia,Nuts inc. Peanut Butter,0.71,1.26
Belize,Pork,16.8,59.46
Belize,Poultry,28.310000000000002,30.41
Belize,Beef,4.859999999999999,149.97
Belize,Lamb & Goat,0.14,4.9
Belize,Fish,7.57,12.09
Belize,Eggs,4.85,4.46
Belize,Milk - inc. cheese,80.3,114.38
Belize,Wheat and Wheat Products,54.06,10.31
Belize,Rice,28.419999999999998,36.37
Belize,Soybeans,1.8800000000000001,0.8500000000000001
Belize,Nuts inc. Peanut Butter,5.58,9.88
Malaysia,Pork,7.76,27.47
Malaysia,Poultry,41.01,44.05
Malaysia,Beef,6.52,201.19
Malaysia,Lamb & Goat,0.9400000000000001,32.92
Malaysia,Fish,49.43,78.92
Malaysia,Eggs,16.57,15.219999999999999
Malaysia,Milk - inc. cheese,25.279999999999998,36.01
Malaysia,Wheat and Wheat Products,51.04,9.729999999999999
Malaysia,Rice,81.25,103.98
Malaysia,Soybeans,0.04,0.02
Malaysia,Nuts inc. Peanut Butter,2.9,5.13
Zimbabwe,Pork,2.65,9.38
Zimbabwe,Poultry,4.970000000000001,5.34
Zimbabwe,Beef,7.37,227.42000000000002
Zimbabwe,Lamb & Goat,0.96,33.620000000000005
Zimbabwe,Fish,2.8,4.470000000000001
Zimbabwe,Eggs,1.75,1.61
Zimbabwe,Milk - inc. cheese,31.9,45.44
Zimbabwe,Wheat and Wheat Products,31.310000000000002,5.970000000000001
Zimbabwe,Rice,10.09,12.91
Zimbabwe,Soybeans,0.54,0.24000000000000002
Zimbabwe,Nuts inc. Peanut Butter,2.22,3.9299999999999997
Guatemala,Pork,4.85,17.17
Guatemala,Poultry,16.45,17.67
Guatemala,Beef,5.6,172.8
Guatemala,Lamb & Goat,0.23,8.05
Guatemala,Fish,1.08,1.72
Guatemala,Eggs,14.61,13.42
Guatemala,Milk - inc. cheese,46.6,66.38
Guatemala,Wheat and Wheat Products,35.9,6.85
Guatemala,Rice,5.659999999999999,7.24
Guatemala,Soybeans,0.32,0.14
Guatemala,Nuts inc. Peanut Butter,2,3.54
Uganda,Pork,3.3699999999999997,11.93
Uganda,Poultry,1.51,1.62
Uganda,Beef,5.1499999999999995,158.92000000000002
Uganda,Lamb & Goat,1.25,43.77
Uganda,Fish,12.5,19.959999999999997
Uganda,Eggs,0.97,0.89
Uganda,Milk - inc. cheese,37.27,53.09
Uganda,Wheat and Wheat Products,10.139999999999999,1.93
Uganda,Rice,4.64,5.94
Uganda,Soybeans,0.01,0
Uganda,Nuts inc. Peanut Butter,3.77,6.67
Nepal,Pork,0.6699999999999999,2.3699999999999997
Nepal,Poultry,1.56,1.6800000000000002
Nepal,Beef,7.89,243.47
Nepal,Lamb & Goat,2.1,73.54
Nepal,Fish,2.17,3.46
Nepal,Eggs,1.42,1.3
Nepal,Milk - inc. cheese,52.1,74.21000000000001
Nepal,Wheat and Wheat Products,50.46,9.62
Nepal,Rice,87.75,112.29
Nepal,Soybeans,0.01,0
Nepal,Nuts inc. Peanut Butter,2.42,4.28
Iran,Pork,0,0
Iran,Poultry,25.38,27.259999999999998
Iran,Beef,3.58,110.47
Iran,Lamb & Goat,3.69,129.22
Iran,Fish,9.8,15.65
Iran,Eggs,7.7,7.07
Iran,Milk - inc. cheese,46.690000000000005,66.51
Iran,Wheat and Wheat Products,153.31,29.24
Iran,Rice,29.95,38.33
Iran,Soybeans,0,0
Iran,Nuts inc. Peanut Butter,12.16,21.52
Tanzania,Pork,0.32,1.1300000000000001
Tanzania,Poultry,1.84,1.98
Tanzania,Beef,6.09,187.92000000000002
Tanzania,Lamb & Goat,1.28,44.83
Tanzania,Fish,5.5,8.78
Tanzania,Eggs,0.58,0.53
Tanzania,Milk - inc. cheese,40.290000000000006,57.39
Tanzania,Wheat and Wheat Products,15.94,3.04
Tanzania,Rice,21.01,26.89
Tanzania,Soybeans,0.04,0.02
Tanzania,Nuts inc. Peanut Butter,5.94,10.51
Senegal,Pork,0.9400000000000001,3.3299999999999996
Senegal,Poultry,4.619999999999999,4.96
Senegal,Beef,5.85,180.52
Senegal,Lamb & Goat,3.19,111.71000000000001
Senegal,Fish,22.939999999999998,36.63
Senegal,Eggs,1.6300000000000001,1.5
Senegal,Milk - inc. cheese,16.86,24.02
Senegal,Wheat and Wheat Products,37.32,7.119999999999999
Senegal,Rice,72.29,92.51
Senegal,Soybeans,0,0
Senegal,Nuts inc. Peanut Butter,4.03,7.13
Peru,Pork,3.8499999999999996,13.629999999999999
Peru,Poultry,11.719999999999999,12.59
Peru,Beef,4.6899999999999995,144.72
Peru,Lamb & Goat,1,35.02
Peru,Fish,15.739999999999998,25.130000000000003
Peru,Eggs,8.76,8.05
Peru,Milk - inc. cheese,62.15,88.53
Peru,Wheat and Wheat Products,56.120000000000005,10.7
Peru,Rice,48.92,62.6
Peru,Soybeans,1.59,0.72
Peru,Nuts inc. Peanut Butter,0.65,1.1500000000000001
Nicaragua,Pork,3.38,11.96
Nicaragua,Poultry,21.310000000000002,22.89
Nicaragua,Beef,4.73,145.96
Nicaragua,Lamb & Goat,0.01,0.35
Nicaragua,Fish,3.59,5.73
Nicaragua,Eggs,4.9,4.5
Nicaragua,Milk - inc. cheese,85.16,121.3
Nicaragua,Wheat and Wheat Products,28.17,5.37
Nicaragua,Rice,43.33,55.449999999999996
Nicaragua,Soybeans,0.01,0
Nicaragua,Nuts inc. Peanut Butter,2.36,4.18
Vietnam,Pork,35,123.88
Vietnam,Poultry,12.360000000000001,13.28
Vietnam,Beef,7.44,229.58
Vietnam,Lamb & Goat,0.14,4.9
Vietnam,Fish,26.52,42.339999999999996
Vietnam,Eggs,3.84,3.53
Vietnam,Milk - inc. cheese,16.36,23.3
Vietnam,Wheat and Wheat Products,10.49,2
Vietnam,Rice,144.56,184.99
Vietnam,Soybeans,5.75,2.59
Vietnam,Nuts inc. Peanut Butter,6.28,11.12
Ethiopia,Pork,0.02,0.07
Ethiopia,Poultry,0.6599999999999999,0.71
Ethiopia,Beef,3.61,111.4
Ethiopia,Lamb & Goat,1.57,54.98
Ethiopia,Fish,0.24000000000000002,0.38
Ethiopia,Eggs,0.36,0.32999999999999996
Ethiopia,Milk - inc. cheese,44.14,62.87
Ethiopia,Wheat and Wheat Products,31.259999999999998,5.96
Ethiopia,Rice,2.25,2.88
Ethiopia,Soybeans,0.45,0.2
Ethiopia,Nuts inc. Peanut Butter,1.21,2.14
Myanmar,Pork,11.31,40.03
Myanmar,Poultry,21.87,23.49
Myanmar,Beef,4.94,152.44
Myanmar,Lamb & Goat,0.89,31.17
Myanmar,Fish,54.260000000000005,86.64
Myanmar,Eggs,6.45,5.92
Myanmar,Milk - inc. cheese,31.479999999999997,44.839999999999996
Myanmar,Wheat and Wheat Products,6.22,1.1900000000000002
Myanmar,Rice,132.8,169.94
Myanmar,Soybeans,0.38,0.17
Myanmar,Nuts inc. Peanut Butter,4.5,7.970000000000001
Congo,Pork,2.3899999999999997,8.46
Congo,Poultry,13.02,13.99
Congo,Beef,4.35,134.23
Congo,Lamb & Goat,0.4,14.01
Congo,Fish,26.22,41.86
Congo,Eggs,0.6,0.55
Congo,Milk - inc. cheese,10.69,15.229999999999999
Congo,Wheat and Wheat Products,40.07,7.64
Congo,Rice,16.51,21.130000000000003
Congo,Soybeans,0,0
Congo,Nuts inc. Peanut Butter,3.08,5.45
Zambia,Pork,1.6600000000000001,5.88
Zambia,Poultry,3.29,3.53
Zambia,Beef,4.76,146.88000000000002
Zambia,Lamb & Goat,0.6799999999999999,23.810000000000002
Zambia,Fish,6.2,9.9
Zambia,Eggs,3.32,3.05
Zambia,Milk - inc. cheese,9.709999999999999,13.83
Zambia,Wheat and Wheat Products,12.1,2.3099999999999996
Zambia,Rice,3.05,3.9
Zambia,Soybeans,7.3,3.29
Zambia,Nuts inc. Peanut Butter,5.04,8.92
Cameroon,Pork,1.47,5.2
Cameroon,Poultry,3.29,3.53
Cameroon,Beef,4.17,128.68
Cameroon,Lamb & Goat,1.4,49.03
Cameroon,Fish,14.709999999999999,23.49
Cameroon,Eggs,0.4,0.37
Cameroon,Milk - inc. cheese,15.27,21.75
Cameroon,Wheat and Wheat Products,22.6,4.31
Cameroon,Rice,23.85,30.52
Cameroon,Soybeans,0.64,0.29000000000000004
Cameroon,Nuts inc. Peanut Butter,9.29,16.439999999999998
Madagascar,Pork,2.56,9.06
Madagascar,Poultry,3.14,3.3699999999999997
Madagascar,Beef,7.51,231.73999999999998
Madagascar,Lamb & Goat,0.5700000000000001,19.959999999999997
Madagascar,Fish,4.41,7.04
Madagascar,Eggs,0.71,0.65
Madagascar,Milk - inc. cheese,24.84,35.379999999999995
Madagascar,Wheat and Wheat Products,9.01,1.72
Madagascar,Rice,102.53,131.20999999999998
Madagascar,Soybeans,0,0
Madagascar,Nuts inc. Peanut Butter,0.35,0.62
Malawi,Pork,5.45,19.29
Malawi,Poultry,1.3800000000000001,1.48
Malawi,Beef,2.3499999999999996,72.52
