response_id,timestamp,age_band,english_background,education_level,country_of_residence
3876,2026-01,35-44,English is not my first language and I am not fluent,Postgraduate,Afghanistan
3875,2026-01,45-54,English is my first language,Postgraduate,United States
3874,2026-01,NA,NA,NA,NA
3873,2026-01,45-54,English is my first language,Bachelor,United States
3872,2026-01,35-44,English is my first language,Postgraduate,United States
3871,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3870,2026-01,55-64,English is my first language,Postgraduate,United States
3869,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Italy
3868,2026-01,NA,NA,Postgraduate,United States
3867,2026-01,25-34,English is my first language,Bachelor,United States
3866,2026-01,45-54,English is my first language,Postgraduate,United States
3865,2026-01,NA,English is not my first language but I am fluent,NA,Netherlands
3864,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3863,2026-01,45-54,English is my first language,Bachelor,United States
3862,2026-01,18-24,English is not my first language but I am fluent,Bachelor,Italy
3861,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3860,2026-01,NA,NA,NA,NA
3859,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3858,2026-01,45-54,English is my first language,Some college,Australia
3857,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Italy
3856,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
3855,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3854,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3853,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3852,2026-01,25-34,English is my first language,Postgraduate,Ireland
3851,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3850,2026-01,NA,NA,NA,NA
3849,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Germany
3848,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3847,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3846,2026-01,NA,NA,NA,NA
3845,2026-01,Under 18,English is not my first language but I am fluent,High school,United Arab Emirates
3844,2026-01,NA,NA,NA,NA
3843,2026-01,65-74,English is my first language,Bachelor,Australia
3842,2026-01,NA,NA,NA,NA
3841,2026-01,NA,NA,NA,NA
3840,2026-01,45-54,English is my first language,Postgraduate,Australia
3839,2026-01,45-54,English is my first language,Some college,Australia
3838,2026-01,NA,NA,NA,NA
3837,2026-01,25-34,English is my first language,Postgraduate,United States
3836,2026-01,35-44,English is my first language,Some college,United Kingdom
3835,2026-01,75+,English is my first language,Postgraduate,United States
3834,2026-01,NA,NA,NA,NA
3833,2026-01,45-54,English is my first language,Postgraduate,United States
3832,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Italy
3831,2026-01,35-44,English is my first language,Postgraduate,Italy
3830,2026-01,65-74,English is my first language,Bachelor,United Kingdom
3829,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3828,2026-01,25-34,English is not my first language but I am fluent,Some college,Italy
3827,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
3826,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Italy
3825,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Netherlands
3824,2026-01,18-24,English is my first language,Bachelor,United States
3823,2026-01,NA,NA,NA,NA
3822,2026-01,35-44,English is my first language,Postgraduate,United States
3821,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United States
3820,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3819,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3818,2026-01,65-74,English is my first language,Some college,United Kingdom
3817,2026-01,55-64,English is my first language,Postgraduate,United States
3816,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Singapore
3815,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3814,2026-01,55-64,English is my first language,Postgraduate,South Africa
3813,2026-01,55-64,English is my first language,Postgraduate,Australia
3812,2026-01,NA,NA,NA,NA
3811,2026-01,NA,NA,NA,NA
3810,2026-01,35-44,English is my first language,Bachelor,United States
3809,2026-01,NA,NA,NA,NA
3808,2026-01,65-74,English is my first language,Postgraduate,United States
3807,2026-01,75+,English is my first language,Postgraduate,United States
3806,2026-01,65-74,English is my first language,Bachelor,United States
3805,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3804,2026-01,35-44,English is my first language,Bachelor,United States
3803,2026-01,45-54,English is my first language,High school,United Kingdom
3802,2026-01,35-44,English is my first language,Postgraduate,United States
3801,2026-01,35-44,English is my first language,Postgraduate,United States
3800,2026-01,55-64,English is my first language,Bachelor,Canada
3799,2026-01,35-44,English is my first language,Postgraduate,United States
3798,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
3797,2026-01,35-44,English is my first language,Postgraduate,United States
3796,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3795,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3794,2026-01,35-44,English is my first language,Postgraduate,Australia
3793,2026-01,35-44,English is my first language,Bachelor,Australia
3792,2026-01,45-54,English is my first language,Postgraduate,United States
3791,2026-01,45-54,English is my first language,Postgraduate,United States
3790,2026-01,45-54,English is my first language,Postgraduate,United States
3789,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3788,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3787,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,New Zealand
3786,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3785,2026-01,NA,NA,NA,NA
3784,2026-01,NA,NA,NA,NA
3783,2026-01,35-44,English is my first language,Bachelor,United States
3782,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3781,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3780,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3779,2026-01,NA,NA,NA,NA
3778,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3777,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3776,2026-01,45-54,English is my first language,Some college,Sweden
3775,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
3774,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3773,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3772,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3771,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3770,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3769,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3768,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Austria
3767,2026-01,45-54,English is my first language,Some college,United Kingdom
3766,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3765,2026-01,25-34,English is not my first language but I am fluent,Bachelor,United Kingdom
3764,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3763,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3762,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3761,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3760,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
3759,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3758,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3757,2026-01,45-54,English is my first language,Some college,United Kingdom
3756,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3755,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,France
3754,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3753,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,France
3752,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Germany
3751,2026-01,45-54,English is my first language,Some college,United Kingdom
3750,2026-01,45-54,English is not my first language but I am fluent,Bachelor,India
3749,2026-01,35-44,English is not my first language but I am fluent,High school,Poland
3748,2026-01,45-54,English is my first language,High school,United Kingdom
3747,2026-01,45-54,English is my first language,Postgraduate,United States
3746,2026-01,45-54,English is my first language,Postgraduate,Australia
3745,2026-01,35-44,English is my first language,Postgraduate,United States
3744,2026-01,35-44,English is not my first language but I am fluent,Bachelor,United States
3743,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3742,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3741,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3740,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3739,2026-01,NA,NA,NA,NA
3738,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3737,2026-01,45-54,English is my first language,Some college,United Kingdom
3736,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3735,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3734,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3733,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3732,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3731,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3730,2026-01,25-34,English is my first language,Bachelor,New Zealand
3729,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3728,2026-01,45-54,English is my first language,Postgraduate,New Zealand
3727,2026-01,NA,English is my first language,Some college,United Kingdom
3726,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3725,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3724,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3723,2026-01,NA,NA,NA,NA
3722,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3721,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3720,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,NA
3719,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3718,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3717,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3716,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3715,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3714,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3713,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Slovakia
3712,2026-01,35-44,English is my first language,Postgraduate,United States
3711,2026-01,NA,NA,NA,NA
3710,2026-01,35-44,English is my first language,High school,United Kingdom
3709,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Denmark
3708,2026-01,NA,NA,NA,NA
3707,2026-01,55-64,English is my first language,Postgraduate,New Zealand
3706,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3705,2026-01,NA,NA,NA,NA
3704,2026-01,45-54,English is my first language,Postgraduate,Netherlands
3703,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3702,2026-01,NA,NA,NA,NA
3701,2026-01,45-54,English is not my first language and I am not fluent,Less than high school,Germany
3700,2026-01,45-54,English is my first language,Bachelor,United States
3699,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3698,2026-01,35-44,English is my first language,Bachelor,United States
3697,2026-01,55-64,English is my first language,Some college,United Kingdom
3696,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3695,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3694,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3693,2026-01,55-64,English is not my first language but I am fluent,High school,South Africa
3692,2026-01,75+,English is my first language,Postgraduate,United States
3691,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3690,2026-01,55-64,English is not my first language but I am fluent,Bachelor,United Kingdom
3689,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
3688,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3687,2026-01,NA,NA,NA,NA
3686,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Netherlands
3685,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3684,2026-01,55-64,English is my first language,Postgraduate,United States
3683,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3682,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3681,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3680,2026-01,35-44,English is my first language,Bachelor,United States
3679,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3678,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3677,2026-01,55-64,English is my first language,Postgraduate,Canada
3676,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3675,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3674,2026-01,NA,NA,NA,NA
3673,2026-01,25-34,English is my first language,High school,United States
3672,2026-01,55-64,English is my first language,Some college,Ireland
3671,2026-01,NA,NA,NA,NA
3670,2026-01,18-24,English is my first language,Bachelor,United States
3669,2026-01,65-74,English is my first language,Postgraduate,United States
3668,2026-01,55-64,English is my first language,Bachelor,United States
3667,2026-01,18-24,English is my first language,Bachelor,United States
3666,2026-01,45-54,English is my first language,Some college,United Kingdom
3665,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3664,2026-01,35-44,English is not my first language but I am fluent,Bachelor,United Kingdom
3663,2026-01,NA,NA,NA,NA
3662,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3661,2026-01,35-44,English is my first language,Bachelor,United States
3660,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3659,2026-01,35-44,English is my first language,Bachelor,United States
3658,2026-01,25-34,English is my first language,Postgraduate,Netherlands
3657,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Poland
3656,2026-01,45-54,English is my first language,Bachelor,United States
3655,2026-01,25-34,English is my first language,Postgraduate,United States
3654,2026-01,35-44,English is my first language,Bachelor,United States
3653,2026-01,45-54,English is not my first language but I am fluent,Bachelor,Spain
3652,2026-01,35-44,English is my first language,Postgraduate,United States
3651,2026-01,35-44,English is my first language,Bachelor,United States
3650,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3649,2026-01,35-44,English is my first language,Some college,United Kingdom
3648,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3647,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Canada
3646,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Poland
3645,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3644,2026-01,65-74,English is my first language,Bachelor,United Kingdom
3643,2026-01,25-34,English is not my first language but I am fluent,Some college,Netherlands
3642,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Hungary
3641,2026-01,55-64,English is my first language,Bachelor,United States
3640,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3639,2026-01,65-74,English is my first language,Bachelor,United States
3638,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
3637,2026-01,Under 18,English is my first language,Less than high school,United Kingdom
3636,2026-01,75+,English is my first language,Postgraduate,United Kingdom
3635,2026-01,NA,NA,NA,NA
3634,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3633,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3632,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3631,2026-01,NA,NA,NA,NA
3630,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3629,2026-01,Under 18,English is my first language,High school,United Kingdom
3628,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3627,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3626,2026-01,45-54,English is my first language,Bachelor,Germany
3625,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3624,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3623,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3622,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3621,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3620,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3619,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3618,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3617,2026-01,45-54,English is my first language,Postgraduate,United States
3616,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3615,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Poland
3614,2026-01,65-74,English is my first language,Bachelor,United Kingdom
3613,2026-01,NA,NA,NA,NA
3612,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
3611,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3610,2026-01,65-74,English is my first language,Bachelor,France
3609,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3608,2026-01,NA,NA,NA,NA
3607,2026-01,NA,NA,NA,NA
3606,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3605,2026-01,NA,NA,NA,NA
3604,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,France
3603,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3602,2026-01,55-64,English is not my first language and I am not fluent,Postgraduate,France
3601,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3600,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3599,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United States
3598,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3597,2026-01,NA,NA,NA,NA
3596,2026-01,NA,NA,NA,NA
3595,2026-01,45-54,English is not my first language but I am fluent,Bachelor,Norway
3594,2026-01,25-34,English is my first language,Bachelor,United Kingdom
3593,2026-01,NA,NA,NA,NA
3592,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3591,2026-01,35-44,English is my first language,Postgraduate,United States
3590,2026-01,NA,NA,NA,NA
3589,2026-01,55-64,English is not my first language and I am not fluent,Bachelor,Japan
3588,2026-01,65-74,English is my first language,Postgraduate,Japan
3587,2026-01,65-74,English is my first language,Postgraduate,Japan
3586,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Mexico
3585,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Mexico
3584,2026-01,35-44,English is my first language,Bachelor,United States
3583,2026-01,35-44,English is my first language,Postgraduate,United States
3582,2026-01,35-44,English is my first language,Postgraduate,United States
3581,2026-01,NA,NA,NA,NA
3580,2026-01,35-44,English is my first language,Postgraduate,United States
3579,2026-01,35-44,English is my first language,Postgraduate,United States
3578,2026-01,65-74,English is my first language,Postgraduate,United States
3577,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3576,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3575,2026-01,NA,NA,NA,NA
3574,2026-01,35-44,English is my first language,Postgraduate,Ireland
3573,2026-01,35-44,English is my first language,Postgraduate,United States
3572,2026-01,35-44,English is my first language,Postgraduate,United States
3571,2026-01,35-44,English is my first language,Bachelor,Ireland
3570,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3569,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Italy
3568,2026-01,35-44,English is my first language,Postgraduate,United States
3567,2026-01,35-44,English is my first language,Postgraduate,United States
3566,2026-01,65-74,English is my first language,Postgraduate,United States
3565,2026-01,NA,English is my first language,Bachelor,United States
3564,2026-01,75+,English is my first language,Postgraduate,Canada
3563,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Austria
3562,2026-01,65-74,English is my first language,Postgraduate,United States
3561,2026-01,NA,NA,NA,NA
3560,2026-01,35-44,English is my first language,Bachelor,United States
3559,2026-01,25-34,English is my first language,High school,United States
3558,2026-01,45-54,English is my first language,Postgraduate,United States
3557,2026-01,35-44,English is my first language,Postgraduate,United States
3556,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Canada
3555,2026-01,NA,NA,NA,NA
3554,2026-01,55-64,English is my first language,Postgraduate,United States
3553,2026-01,45-54,English is my first language,Postgraduate,United States
3552,2026-01,25-34,English is my first language,Postgraduate,United States
3551,2026-01,NA,NA,NA,NA
3550,2026-01,25-34,NA,Postgraduate,United States
3549,2026-01,25-34,English is my first language,Bachelor,United States
3548,2026-01,18-24,English is not my first language but I am fluent,Bachelor,Canada
3547,2026-01,NA,NA,NA,NA
3546,2026-01,35-44,English is my first language,Bachelor,United States
3545,2026-01,NA,NA,NA,NA
3544,2026-01,25-34,English is my first language,Postgraduate,United States
3543,2026-01,25-34,English is my first language,Postgraduate,United States
3542,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Canada
3541,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Canada
3540,2026-01,NA,NA,NA,NA
3539,2026-01,18-24,English is not my first language but I am fluent,Postgraduate,Canada
3538,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
3537,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Canada
3536,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Canada
3535,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Canada
3534,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Canada
3533,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Canada
3532,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Canada
3531,2026-01,NA,NA,NA,NA
3530,2026-01,25-34,English is my first language,Postgraduate,United States
3529,2026-01,45-54,English is my first language,Some college,United Kingdom
3528,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3527,2026-01,45-54,English is my first language,Postgraduate,United States
3526,2026-01,18-24,English is not my first language but I am fluent,Some college,Poland
3525,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,France
3524,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3523,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3522,2026-01,18-24,English is my first language,Postgraduate,United Kingdom
3521,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,NA
3520,2026-01,25-34,English is my first language,Postgraduate,United States
3519,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Italy
3518,2026-01,65-74,English is my first language,Some college,United Kingdom
3517,2026-01,NA,NA,NA,NA
3516,2026-01,NA,NA,NA,NA
3515,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3514,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3513,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3512,2026-01,45-54,English is my first language,Postgraduate,United States
3511,2026-01,35-44,English is my first language,Postgraduate,United States
3510,2026-01,25-34,English is my first language,Postgraduate,United States
3509,2026-01,25-34,English is my first language,Postgraduate,United States
3508,2026-01,25-34,English is my first language,Postgraduate,United States
3507,2026-01,55-64,English is my first language,Postgraduate,United States
3506,2026-01,35-44,English is my first language,Postgraduate,United States
3505,2026-01,35-44,English is my first language,Postgraduate,United States
3504,2026-01,35-44,English is my first language,Bachelor,United States
3503,2026-01,25-34,English is my first language,Postgraduate,United States
3502,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3501,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United States
3500,2026-01,35-44,English is my first language,Postgraduate,United States
3499,2026-01,NA,NA,NA,NA
3498,2026-01,45-54,English is my first language,Postgraduate,United States
3497,2026-01,35-44,English is my first language,Postgraduate,United States
3496,2026-01,25-34,English is my first language,Postgraduate,New Zealand
3495,2026-01,18-24,English is my first language,NA,NA
3494,2026-01,25-34,English is my first language,Postgraduate,New Zealand
3493,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,New Zealand
3492,2026-01,35-44,English is my first language,Some college,United Kingdom
3491,2026-01,18-24,English is my first language,Bachelor,New Zealand
3490,2026-01,18-24,English is my first language,Bachelor,New Zealand
3489,2026-01,Under 18,English is my first language,High school,United Kingdom
3488,2026-01,NA,NA,NA,NA
3487,2026-01,NA,NA,NA,NA
3486,2026-01,NA,NA,NA,NA
3485,2026-01,NA,NA,NA,NA
3484,2026-01,NA,NA,NA,NA
3483,2026-01,35-44,English is my first language,Bachelor,Australia
3482,2026-01,NA,NA,NA,NA
3481,2026-01,NA,NA,NA,NA
3480,2026-01,NA,NA,NA,NA
3479,2026-01,NA,NA,NA,NA
3478,2026-01,NA,NA,NA,NA
3477,2026-01,NA,NA,NA,NA
3476,2026-01,NA,NA,NA,NA
3475,2026-01,NA,NA,NA,NA
3474,2026-01,NA,NA,NA,NA
3473,2026-01,18-24,English is not my first language but I am fluent,Some college,United States
3472,2026-01,35-44,English is my first language,Postgraduate,Australia
3471,2026-01,25-34,English is my first language,Some college,Malta
3470,2026-01,25-34,English is my first language,Bachelor,Australia
3469,2026-01,NA,NA,NA,NA
3468,2026-01,NA,NA,NA,NA
3467,2026-01,35-44,English is my first language,Bachelor,Australia
3466,2026-01,25-34,English is my first language,Bachelor,Canada
3465,2026-01,45-54,English is my first language,Postgraduate,United States
3464,2026-01,25-34,English is my first language,Bachelor,United States
3463,2026-01,25-34,English is my first language,Bachelor,United States
3462,2026-01,25-34,English is my first language,Bachelor,United States
3461,2026-01,25-34,English is my first language,Bachelor,United States
3460,2026-01,45-54,English is my first language,Bachelor,United Kingdom
3459,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3458,2026-01,35-44,English is my first language,Postgraduate,United States
3457,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Mexico
3456,2026-01,35-44,English is my first language,Postgraduate,United States
3455,2026-01,25-34,English is my first language,Postgraduate,United States
3454,2026-01,35-44,English is my first language,Postgraduate,United States
3453,2026-01,35-44,English is my first language,Bachelor,United States
3452,2026-01,35-44,English is my first language,Postgraduate,United States
3451,2026-01,18-24,English is my first language,Postgraduate,United States
3450,2026-01,55-64,English is my first language,Postgraduate,United States
3449,2026-01,35-44,English is my first language,Some college,United States
3448,2026-01,18-24,English is not my first language and I am not fluent,High school,Poland
3447,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Germany
3446,2026-01,25-34,English is my first language,Bachelor,United States
3445,2026-01,55-64,English is my first language,Postgraduate,Burkina Faso
3444,2026-01,45-54,English is my first language,Postgraduate,Ireland
3443,2026-01,25-34,English is my first language,Bachelor,United States
3442,2026-01,55-64,English is my first language,Postgraduate,United States
3441,2026-01,25-34,English is my first language,Postgraduate,United States
3440,2026-01,25-34,English is my first language,Postgraduate,United States
3439,2026-01,25-34,English is my first language,Postgraduate,United States
3438,2026-01,25-34,English is my first language,Postgraduate,United States
3437,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3436,2026-01,25-34,English is my first language,Bachelor,United States
3435,2026-01,NA,NA,NA,NA
3434,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3433,2026-01,NA,NA,NA,NA
3432,2026-01,45-54,English is my first language,Bachelor,United States
3431,2026-01,65-74,English is my first language,Postgraduate,United States
3430,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3429,2026-01,35-44,English is my first language,Bachelor,Canada
3428,2026-01,35-44,English is my first language,Postgraduate,United States
3427,2026-01,18-24,English is my first language,Some college,United States
3426,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3425,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Australia
3424,2026-01,45-54,English is my first language,Bachelor,United States
3423,2026-01,25-34,English is my first language,Bachelor,United States
3422,2026-01,18-24,NA,NA,NA
3421,2026-01,35-44,English is my first language,Postgraduate,United States
3420,2026-01,NA,NA,NA,NA
3419,2026-01,35-44,English is my first language,Postgraduate,United States
3418,2026-01,NA,NA,NA,NA
3417,2026-01,NA,NA,NA,NA
3416,2026-01,NA,NA,NA,NA
3415,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3414,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3413,2026-01,25-34,English is my first language,Bachelor,United States
3412,2026-01,35-44,English is my first language,Postgraduate,United States
3411,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3410,2026-01,25-34,English is my first language,Some college,Canada
3409,2026-01,45-54,English is not my first language but I am fluent,Bachelor,Canada
3408,2026-01,55-64,English is my first language,Bachelor,United Kingdom
3407,2026-01,45-54,English is my first language,Postgraduate,United States
3406,2026-01,35-44,English is my first language,Postgraduate,United States
3405,2026-01,NA,NA,NA,NA
3404,2026-01,35-44,English is my first language,Postgraduate,Canada
3403,2026-01,35-44,English is my first language,Postgraduate,United States
3402,2026-01,NA,NA,NA,NA
3401,2026-01,45-54,English is my first language,Postgraduate,United States
3400,2026-01,35-44,English is my first language,Some college,Singapore
3399,2026-01,45-54,English is my first language,Postgraduate,United States
3398,2026-01,25-34,English is my first language,Bachelor,United States
3397,2026-01,25-34,English is my first language,Bachelor,United States
3396,2026-01,25-34,English is my first language,Bachelor,United States
3395,2026-01,25-34,English is my first language,Bachelor,United States
