date,fuel,grade,formulation,price
1995-09-25,gasoline,midgrade,reformulated,1.26
1995-09-25,gasoline,premium,all,1.296
1995-09-25,gasoline,premium,conventional,1.29
1995-09-25,gasoline,premium,reformulated,1.352
1995-09-25,diesel,all,NA,1.121
1995-10-02,gasoline,all,all,1.151
1995-10-02,gasoline,all,conventional,1.14
1995-10-02,gasoline,all,reformulated,1.2
1995-10-02,gasoline,regular,all,1.105
1995-10-02,gasoline,regular,conventional,1.1
1995-10-02,gasoline,regular,reformulated,1.142
1995-10-02,gasoline,midgrade,all,1.192
1995-10-02,gasoline,midgrade,conventional,1.191
1995-10-02,gasoline,midgrade,reformulated,1.262
1995-10-02,gasoline,premium,all,1.29
1995-10-02,gasoline,premium,conventional,1.282
1995-10-02,gasoline,premium,reformulated,1.352
1995-10-02,diesel,all,NA,1.117
1995-10-09,gasoline,all,all,1.144
1995-10-09,gasoline,all,conventional,1.132
1995-10-09,gasoline,all,reformulated,1.198
1995-10-09,gasoline,regular,all,1.097
1995-10-09,gasoline,regular,conventional,1.092
1995-10-09,gasoline,regular,reformulated,1.139
1995-10-09,gasoline,midgrade,all,1.185
1995-10-09,gasoline,midgrade,conventional,1.182
1995-10-09,gasoline,midgrade,reformulated,1.261
1995-10-09,gasoline,premium,all,1.283
1995-10-09,gasoline,premium,conventional,1.275
1995-10-09,gasoline,premium,reformulated,1.351
1995-10-09,diesel,all,NA,1.117
1995-10-16,gasoline,all,all,1.133
1995-10-16,gasoline,all,conventional,1.121
1995-10-16,gasoline,all,reformulated,1.195
1995-10-16,gasoline,regular,all,1.087
1995-10-16,gasoline,regular,conventional,1.081
1995-10-16,gasoline,regular,reformulated,1.135
1995-10-16,gasoline,midgrade,all,1.175
1995-10-16,gasoline,midgrade,conventional,1.173
1995-10-16,gasoline,midgrade,reformulated,1.26
1995-10-16,gasoline,premium,all,1.273
1995-10-16,gasoline,premium,conventional,1.264
1995-10-16,gasoline,premium,reformulated,1.348
1995-10-16,diesel,all,NA,1.117
1995-10-23,gasoline,all,all,1.125
1995-10-23,gasoline,all,conventional,1.113
1995-10-23,gasoline,all,reformulated,1.19
1995-10-23,gasoline,regular,all,1.079
1995-10-23,gasoline,regular,conventional,1.073
1995-10-23,gasoline,regular,reformulated,1.129
1995-10-23,gasoline,midgrade,all,1.165
1995-10-23,gasoline,midgrade,conventional,1.163
1995-10-23,gasoline,midgrade,reformulated,1.254
1995-10-23,gasoline,premium,all,1.263
1995-10-23,gasoline,premium,conventional,1.254
1995-10-23,gasoline,premium,reformulated,1.341
1995-10-23,diesel,all,NA,1.114
1995-10-30,gasoline,all,all,1.115
1995-10-30,gasoline,all,conventional,1.102
1995-10-30,gasoline,all,reformulated,1.179
1995-10-30,gasoline,regular,all,1.068
1995-10-30,gasoline,regular,conventional,1.062
1995-10-30,gasoline,regular,reformulated,1.117
1995-10-30,gasoline,midgrade,all,1.157
1995-10-30,gasoline,midgrade,conventional,1.154
1995-10-30,gasoline,midgrade,reformulated,1.246
1995-10-30,gasoline,premium,all,1.255
1995-10-30,gasoline,premium,conventional,1.245
1995-10-30,gasoline,premium,reformulated,1.332
1995-10-30,diesel,all,NA,1.11
1995-11-06,gasoline,all,all,1.112
1995-11-06,gasoline,all,conventional,1.1
1995-11-06,gasoline,all,reformulated,1.171
1995-11-06,gasoline,regular,all,1.065
1995-11-06,gasoline,regular,conventional,1.06
1995-11-06,gasoline,regular,reformulated,1.11
1995-11-06,gasoline,midgrade,all,1.153
1995-11-06,gasoline,midgrade,conventional,1.151
1995-11-06,gasoline,midgrade,reformulated,1.24
1995-11-06,gasoline,premium,all,1.252
1995-11-06,gasoline,premium,conventional,1.245
1995-11-06,gasoline,premium,reformulated,1.318
1995-11-06,diesel,all,NA,1.118
1995-11-13,gasoline,all,all,1.109
1995-11-13,gasoline,all,conventional,1.099
1995-11-13,gasoline,all,reformulated,1.168
1995-11-13,gasoline,regular,all,1.063
1995-11-13,gasoline,regular,conventional,1.059
1995-11-13,gasoline,regular,reformulated,1.107
1995-11-13,gasoline,midgrade,all,1.151
1995-11-13,gasoline,midgrade,conventional,1.149
1995-11-13,gasoline,midgrade,reformulated,1.236
1995-11-13,gasoline,premium,all,1.248
1995-11-13,gasoline,premium,conventional,1.242
1995-11-13,gasoline,premium,reformulated,1.315
1995-11-13,diesel,all,NA,1.118
1995-11-20,gasoline,all,all,1.106
1995-11-20,gasoline,all,conventional,1.095
1995-11-20,gasoline,all,reformulated,1.162
1995-11-20,gasoline,regular,all,1.06
1995-11-20,gasoline,regular,conventional,1.056
1995-11-20,gasoline,regular,reformulated,1.1
1995-11-20,gasoline,midgrade,all,1.149
1995-11-20,gasoline,midgrade,conventional,1.146
1995-11-20,gasoline,midgrade,reformulated,1.231
1995-11-20,gasoline,premium,all,1.244
1995-11-20,gasoline,premium,conventional,1.238
1995-11-20,gasoline,premium,reformulated,1.309
1995-11-20,diesel,all,NA,1.119
1995-11-27,gasoline,all,all,1.107
1995-11-27,gasoline,all,conventional,1.096
1995-11-27,gasoline,all,reformulated,1.16
1995-11-27,gasoline,regular,all,1.061
1995-11-27,gasoline,regular,conventional,1.057
1995-11-27,gasoline,regular,reformulated,1.098
1995-11-27,gasoline,midgrade,all,1.149
1995-11-27,gasoline,midgrade,conventional,1.146
1995-11-27,gasoline,midgrade,reformulated,1.229
1995-11-27,gasoline,premium,all,1.243
1995-11-27,gasoline,premium,conventional,1.237
1995-11-27,gasoline,premium,reformulated,1.306
1995-11-27,diesel,all,NA,1.124
1995-12-04,gasoline,all,all,1.108
1995-12-04,gasoline,all,conventional,1.097
1995-12-04,gasoline,all,reformulated,1.16
1995-12-04,gasoline,regular,all,1.062
1995-12-04,gasoline,regular,conventional,1.058
1995-12-04,gasoline,regular,reformulated,1.101
1995-12-04,gasoline,midgrade,all,1.151
1995-12-04,gasoline,midgrade,conventional,1.147
1995-12-04,gasoline,midgrade,reformulated,1.229
1995-12-04,gasoline,premium,all,1.246
1995-12-04,gasoline,premium,conventional,1.238
1995-12-04,gasoline,premium,reformulated,1.307
1995-12-04,diesel,all,NA,1.123
1995-12-11,gasoline,all,all,1.11
1995-12-11,gasoline,all,conventional,1.097
1995-12-11,gasoline,all,reformulated,1.161
1995-12-11,gasoline,regular,all,1.063
1995-12-11,gasoline,regular,conventional,1.057
1995-12-11,gasoline,regular,reformulated,1.104
1995-12-11,gasoline,midgrade,all,1.154
1995-12-11,gasoline,midgrade,conventional,1.148
1995-12-11,gasoline,midgrade,reformulated,1.23
1995-12-11,gasoline,premium,all,1.248
1995-12-11,gasoline,premium,conventional,1.239
1995-12-11,gasoline,premium,reformulated,1.307
1995-12-11,diesel,all,NA,1.124
1995-12-18,gasoline,all,all,1.124
1995-12-18,gasoline,all,conventional,1.111
1995-12-18,gasoline,all,reformulated,1.169
1995-12-18,gasoline,regular,all,1.078
1995-12-18,gasoline,regular,conventional,1.072
1995-12-18,gasoline,regular,reformulated,1.113
1995-12-18,gasoline,midgrade,all,1.167
1995-12-18,gasoline,midgrade,conventional,1.161
1995-12-18,gasoline,midgrade,reformulated,1.236
1995-12-18,gasoline,premium,all,1.262
1995-12-18,gasoline,premium,conventional,1.253
1995-12-18,gasoline,premium,reformulated,1.314
1995-12-18,diesel,all,NA,1.13
1995-12-25,gasoline,all,all,1.128
1995-12-25,gasoline,all,conventional,1.114
1995-12-25,gasoline,all,reformulated,1.178
1995-12-25,gasoline,regular,all,1.082
1995-12-25,gasoline,regular,conventional,1.075
1995-12-25,gasoline,regular,reformulated,1.122
1995-12-25,gasoline,midgrade,all,1.17
1995-12-25,gasoline,midgrade,conventional,1.163
1995-12-25,gasoline,midgrade,reformulated,1.242
1995-12-25,gasoline,premium,all,1.265
1995-12-25,gasoline,premium,conventional,1.255
1995-12-25,gasoline,premium,reformulated,1.322
1995-12-25,diesel,all,NA,1.141
1996-01-01,gasoline,all,all,1.129
1996-01-01,gasoline,all,conventional,1.116
1996-01-01,gasoline,all,reformulated,1.178
1996-01-01,gasoline,regular,all,1.083
1996-01-01,gasoline,regular,conventional,1.077
1996-01-01,gasoline,regular,reformulated,1.122
1996-01-01,gasoline,midgrade,all,1.171
1996-01-01,gasoline,midgrade,conventional,1.164
1996-01-01,gasoline,midgrade,reformulated,1.244
1996-01-01,gasoline,premium,all,1.268
1996-01-01,gasoline,premium,conventional,1.258
1996-01-01,gasoline,premium,reformulated,1.326
1996-01-01,diesel,all,NA,1.148
1996-01-08,gasoline,all,all,1.139
1996-01-08,gasoline,all,conventional,1.125
1996-01-08,gasoline,all,reformulated,1.181
1996-01-08,gasoline,regular,all,1.093
1996-01-08,gasoline,regular,conventional,1.086
1996-01-08,gasoline,regular,reformulated,1.128
1996-01-08,gasoline,midgrade,all,1.181
1996-01-08,gasoline,midgrade,conventional,1.174
1996-01-08,gasoline,midgrade,reformulated,1.242
1996-01-08,gasoline,premium,all,1.277
1996-01-08,gasoline,premium,conventional,1.266
1996-01-08,gasoline,premium,reformulated,1.326
1996-01-08,diesel,all,NA,1.146
1996-01-15,gasoline,all,all,1.145
1996-01-15,gasoline,all,conventional,1.131
1996-01-15,gasoline,all,reformulated,1.189
1996-01-15,gasoline,regular,all,1.098
1996-01-15,gasoline,regular,conventional,1.092
1996-01-15,gasoline,regular,reformulated,1.135
1996-01-15,gasoline,midgrade,all,1.186
1996-01-15,gasoline,midgrade,conventional,1.18
1996-01-15,gasoline,midgrade,reformulated,1.252
1996-01-15,gasoline,premium,all,1.285
1996-01-15,gasoline,premium,conventional,1.274
1996-01-15,gasoline,premium,reformulated,1.335
1996-01-15,diesel,all,NA,1.152
1996-01-22,gasoline,all,all,1.138
1996-01-22,gasoline,all,conventional,1.124
1996-01-22,gasoline,all,reformulated,1.189
1996-01-22,gasoline,regular,all,1.091
1996-01-22,gasoline,regular,conventional,1.084
1996-01-22,gasoline,regular,reformulated,1.132
1996-01-22,gasoline,midgrade,all,1.179
1996-01-22,gasoline,midgrade,conventional,1.173
1996-01-22,gasoline,midgrade,reformulated,1.255
1996-01-22,gasoline,premium,all,1.278
1996-01-22,gasoline,premium,conventional,1.267
1996-01-22,gasoline,premium,reformulated,1.337
1996-01-22,diesel,all,NA,1.144
1996-01-29,gasoline,all,all,1.133
1996-01-29,gasoline,all,conventional,1.118
1996-01-29,gasoline,all,reformulated,1.185
1996-01-29,gasoline,regular,all,1.087
1996-01-29,gasoline,regular,conventional,1.079
1996-01-29,gasoline,regular,reformulated,1.128
1996-01-29,gasoline,midgrade,all,1.176
1996-01-29,gasoline,midgrade,conventional,1.168
1996-01-29,gasoline,midgrade,reformulated,1.253
1996-01-29,gasoline,premium,all,1.272
1996-01-29,gasoline,premium,conventional,1.26
1996-01-29,gasoline,premium,reformulated,1.334
1996-01-29,diesel,all,NA,1.136
1996-02-05,gasoline,all,all,1.13
1996-02-05,gasoline,all,conventional,1.115
1996-02-05,gasoline,all,reformulated,1.182
1996-02-05,gasoline,regular,all,1.083
1996-02-05,gasoline,regular,conventional,1.076
1996-02-05,gasoline,regular,reformulated,1.126
1996-02-05,gasoline,midgrade,all,1.172
1996-02-05,gasoline,midgrade,conventional,1.164
1996-02-05,gasoline,midgrade,reformulated,1.25
1996-02-05,gasoline,premium,all,1.269
1996-02-05,gasoline,premium,conventional,1.258
1996-02-05,gasoline,premium,reformulated,1.331
1996-02-05,diesel,all,NA,1.13
1996-02-12,gasoline,all,all,1.126
1996-02-12,gasoline,all,conventional,1.112
1996-02-12,gasoline,all,reformulated,1.18
1996-02-12,gasoline,regular,all,1.08
1996-02-12,gasoline,regular,conventional,1.073
1996-02-12,gasoline,regular,reformulated,1.123
1996-02-12,gasoline,midgrade,all,1.169
1996-02-12,gasoline,midgrade,conventional,1.161
1996-02-12,gasoline,midgrade,reformulated,1.249
1996-02-12,gasoline,premium,all,1.265
1996-02-12,gasoline,premium,conventional,1.252
1996-02-12,gasoline,premium,reformulated,1.329
1996-02-12,diesel,all,NA,1.134
1996-02-19,gasoline,all,all,1.133
1996-02-19,gasoline,all,conventional,1.118
1996-02-19,gasoline,all,reformulated,1.184
1996-02-19,gasoline,regular,all,1.087
1996-02-19,gasoline,regular,conventional,1.078
1996-02-19,gasoline,regular,reformulated,1.126
1996-02-19,gasoline,midgrade,all,1.177
1996-02-19,gasoline,midgrade,conventional,1.169
1996-02-19,gasoline,midgrade,reformulated,1.253
1996-02-19,gasoline,premium,all,1.271
1996-02-19,gasoline,premium,conventional,1.259
1996-02-19,gasoline,premium,reformulated,1.33
1996-02-19,diesel,all,NA,1.151
1996-02-26,gasoline,all,all,1.153
1996-02-26,gasoline,all,conventional,1.138
1996-02-26,gasoline,all,reformulated,1.2
1996-02-26,gasoline,regular,all,1.107
1996-02-26,gasoline,regular,conventional,1.099
1996-02-26,gasoline,regular,reformulated,1.142
1996-02-26,gasoline,midgrade,all,1.197
1996-02-26,gasoline,midgrade,conventional,1.189
1996-02-26,gasoline,midgrade,reformulated,1.269
1996-02-26,gasoline,premium,all,1.291
1996-02-26,gasoline,premium,conventional,1.279
1996-02-26,gasoline,premium,reformulated,1.345
1996-02-26,diesel,all,NA,1.164
1996-03-04,gasoline,all,all,1.17
1996-03-04,gasoline,all,conventional,1.155
1996-03-04,gasoline,all,reformulated,1.213
1996-03-04,gasoline,regular,all,1.124
1996-03-04,gasoline,regular,conventional,1.115
1996-03-04,gasoline,regular,reformulated,1.158
1996-03-04,gasoline,midgrade,all,1.213
1996-03-04,gasoline,midgrade,conventional,1.205
1996-03-04,gasoline,midgrade,reformulated,1.279
1996-03-04,gasoline,premium,all,1.308
1996-03-04,gasoline,premium,conventional,1.297
1996-03-04,gasoline,premium,reformulated,1.355
1996-03-04,diesel,all,NA,1.175
1996-03-11,gasoline,all,all,1.171
1996-03-11,gasoline,all,conventional,1.156
1996-03-11,gasoline,all,reformulated,1.221
1996-03-11,gasoline,regular,all,1.125
1996-03-11,gasoline,regular,conventional,1.116
1996-03-11,gasoline,regular,reformulated,1.165
1996-03-11,gasoline,midgrade,all,1.213
1996-03-11,gasoline,midgrade,conventional,1.206
1996-03-11,gasoline,midgrade,reformulated,1.284
1996-03-11,gasoline,premium,all,1.308
1996-03-11,gasoline,premium,conventional,1.296
1996-03-11,gasoline,premium,reformulated,1.361
1996-03-11,diesel,all,NA,1.173
1996-03-18,gasoline,all,all,1.181
1996-03-18,gasoline,all,conventional,1.167
1996-03-18,gasoline,all,reformulated,1.227
1996-03-18,gasoline,regular,all,1.135
1996-03-18,gasoline,regular,conventional,1.128
1996-03-18,gasoline,regular,reformulated,1.17
1996-03-18,gasoline,midgrade,all,1.222
1996-03-18,gasoline,midgrade,conventional,1.216
1996-03-18,gasoline,midgrade,reformulated,1.292
1996-03-18,gasoline,premium,all,1.317
1996-03-18,gasoline,premium,conventional,1.307
1996-03-18,gasoline,premium,reformulated,1.369
1996-03-18,diesel,all,NA,1.172
1996-03-25,gasoline,all,all,1.21
1996-03-25,gasoline,all,conventional,1.196
1996-03-25,gasoline,all,reformulated,1.247
1996-03-25,gasoline,regular,all,1.164
1996-03-25,gasoline,regular,conventional,1.158
1996-03-25,gasoline,regular,reformulated,1.192
1996-03-25,gasoline,midgrade,all,1.25
1996-03-25,gasoline,midgrade,conventional,1.244
1996-03-25,gasoline,midgrade,reformulated,1.314
1996-03-25,gasoline,premium,all,1.345
1996-03-25,gasoline,premium,conventional,1.334
1996-03-25,gasoline,premium,reformulated,1.39
1996-03-25,diesel,all,NA,1.21
1996-04-01,gasoline,all,all,1.223
1996-04-01,gasoline,all,conventional,1.21
1996-04-01,gasoline,all,reformulated,1.266
1996-04-01,gasoline,regular,all,1.178
1996-04-01,gasoline,regular,conventional,1.172
1996-04-01,gasoline,regular,reformulated,1.209
1996-04-01,gasoline,midgrade,all,1.263
1996-04-01,gasoline,midgrade,conventional,1.258
1996-04-01,gasoline,midgrade,reformulated,1.334
1996-04-01,gasoline,premium,all,1.357
1996-04-01,gasoline,premium,conventional,1.347
1996-04-01,gasoline,premium,reformulated,1.406
1996-04-01,diesel,all,NA,1.222
1996-04-08,gasoline,all,all,1.248
1996-04-08,gasoline,all,conventional,1.233
1996-04-08,gasoline,all,reformulated,1.293
1996-04-08,gasoline,regular,all,1.204
1996-04-08,gasoline,regular,conventional,1.195
1996-04-08,gasoline,regular,reformulated,1.236
1996-04-08,gasoline,midgrade,all,1.289
1996-04-08,gasoline,midgrade,conventional,1.282
1996-04-08,gasoline,midgrade,reformulated,1.36
1996-04-08,gasoline,premium,all,1.381
1996-04-08,gasoline,premium,conventional,1.37
1996-04-08,gasoline,premium,reformulated,1.429
1996-04-08,diesel,all,NA,1.249
1996-04-15,gasoline,all,all,1.287
1996-04-15,gasoline,all,conventional,1.272
1996-04-15,gasoline,all,reformulated,1.337
1996-04-15,gasoline,regular,all,1.242
1996-04-15,gasoline,regular,conventional,1.234
1996-04-15,gasoline,regular,reformulated,1.28
1996-04-15,gasoline,midgrade,all,1.329
1996-04-15,gasoline,midgrade,conventional,1.321
1996-04-15,gasoline,midgrade,reformulated,1.405
1996-04-15,gasoline,premium,all,1.422
1996-04-15,gasoline,premium,conventional,1.411
1996-04-15,gasoline,premium,reformulated,1.473
1996-04-15,diesel,all,NA,1.305
1996-04-22,gasoline,all,all,1.301
1996-04-22,gasoline,all,conventional,1.282
1996-04-22,gasoline,all,reformulated,1.386
1996-04-22,gasoline,regular,all,1.256
1996-04-22,gasoline,regular,conventional,1.243
1996-04-22,gasoline,regular,reformulated,1.32
1996-04-22,gasoline,midgrade,all,1.341
1996-04-22,gasoline,midgrade,conventional,1.333
1996-04-22,gasoline,midgrade,reformulated,1.458
1996-04-22,gasoline,premium,all,1.438
1996-04-22,gasoline,premium,conventional,1.422
1996-04-22,gasoline,premium,reformulated,1.519
1996-04-22,diesel,all,NA,1.304
1996-04-29,gasoline,all,all,1.318
1996-04-29,gasoline,all,conventional,1.296
1996-04-29,gasoline,all,reformulated,1.413
1996-04-29,gasoline,regular,all,1.273
1996-04-29,gasoline,regular,conventional,1.257
1996-04-29,gasoline,regular,reformulated,1.342
1996-04-29,gasoline,midgrade,all,1.356
1996-04-29,gasoline,midgrade,conventional,1.347
1996-04-29,gasoline,midgrade,reformulated,1.481
1996-04-29,gasoline,premium,all,1.455
1996-04-29,gasoline,premium,conventional,1.437
1996-04-29,gasoline,premium,reformulated,1.544
1996-04-29,diesel,all,NA,1.285
1996-05-06,gasoline,all,all,1.321
1996-05-06,gasoline,all,conventional,1.298
1996-05-06,gasoline,all,reformulated,1.422
1996-05-06,gasoline,regular,all,1.275
1996-05-06,gasoline,regular,conventional,1.259
1996-05-06,gasoline,regular,reformulated,1.351
1996-05-06,gasoline,midgrade,all,1.359
1996-05-06,gasoline,midgrade,conventional,1.349
1996-05-06,gasoline,midgrade,reformulated,1.49
1996-05-06,gasoline,premium,all,1.458
1996-05-06,gasoline,premium,conventional,1.439
1996-05-06,gasoline,premium,reformulated,1.553
1996-05-06,diesel,all,NA,1.292
1996-05-13,gasoline,all,all,1.323
1996-05-13,gasoline,all,conventional,1.301
1996-05-13,gasoline,all,reformulated,1.424
1996-05-13,gasoline,regular,all,1.277
1996-05-13,gasoline,regular,conventional,1.262
1996-05-13,gasoline,regular,reformulated,1.354
1996-05-13,gasoline,midgrade,all,1.361
1996-05-13,gasoline,midgrade,conventional,1.352
1996-05-13,gasoline,midgrade,reformulated,1.493
1996-05-13,gasoline,premium,all,1.461
1996-05-13,gasoline,premium,conventional,1.442
1996-05-13,gasoline,premium,reformulated,1.555
1996-05-13,diesel,all,NA,1.285
1996-05-20,gasoline,all,all,1.33
1996-05-20,gasoline,all,conventional,1.308
1996-05-20,gasoline,all,reformulated,1.425
1996-05-20,gasoline,regular,all,1.285
1996-05-20,gasoline,regular,conventional,1.269
1996-05-20,gasoline,regular,reformulated,1.357
1996-05-20,gasoline,midgrade,all,1.369
1996-05-20,gasoline,midgrade,conventional,1.359
1996-05-20,gasoline,midgrade,reformulated,1.494
1996-05-20,gasoline,premium,all,1.468
1996-05-20,gasoline,premium,conventional,1.45
1996-05-20,gasoline,premium,reformulated,1.556
1996-05-20,diesel,all,NA,1.274
1996-05-27,gasoline,all,all,1.321
1996-05-27,gasoline,all,conventional,1.299
1996-05-27,gasoline,all,reformulated,1.417
1996-05-27,gasoline,regular,all,1.275
1996-05-27,gasoline,regular,conventional,1.26
1996-05-27,gasoline,regular,reformulated,1.349
1996-05-27,gasoline,midgrade,all,1.358
1996-05-27,gasoline,midgrade,conventional,1.347
1996-05-27,gasoline,midgrade,reformulated,1.484
1996-05-27,gasoline,premium,all,1.458
1996-05-27,gasoline,premium,conventional,1.44
1996-05-27,gasoline,premium,reformulated,1.549
1996-05-27,diesel,all,NA,1.254
1996-06-03,gasoline,all,all,1.315
1996-06-03,gasoline,all,conventional,1.292
1996-06-03,gasoline,all,reformulated,1.419
1996-06-03,gasoline,regular,all,1.269
1996-06-03,gasoline,regular,conventional,1.252
1996-06-03,gasoline,regular,reformulated,1.367
1996-06-03,gasoline,midgrade,all,1.353
1996-06-03,gasoline,midgrade,conventional,1.342
1996-06-03,gasoline,midgrade,reformulated,1.49
1996-06-03,gasoline,premium,all,1.454
1996-06-03,gasoline,premium,conventional,1.434
1996-06-03,gasoline,premium,reformulated,1.556
1996-06-03,diesel,all,NA,1.24
1996-06-10,gasoline,all,all,1.307
1996-06-10,gasoline,all,conventional,1.286
1996-06-10,gasoline,all,reformulated,1.407
1996-06-10,gasoline,regular,all,1.262
1996-06-10,gasoline,regular,conventional,1.247
1996-06-10,gasoline,regular,reformulated,1.356
1996-06-10,gasoline,midgrade,all,1.345
1996-06-10,gasoline,midgrade,conventional,1.335
1996-06-10,gasoline,midgrade,reformulated,1.479
1996-06-10,gasoline,premium,all,1.444
1996-06-10,gasoline,premium,conventional,1.426
1996-06-10,gasoline,premium,reformulated,1.543
1996-06-10,diesel,all,NA,1.215
1996-06-17,gasoline,all,all,1.302
1996-06-17,gasoline,all,conventional,1.28
1996-06-17,gasoline,all,reformulated,1.397
1996-06-17,gasoline,regular,all,1.258
1996-06-17,gasoline,regular,conventional,1.241
1996-06-17,gasoline,regular,reformulated,1.344
1996-06-17,gasoline,midgrade,all,1.34
1996-06-17,gasoline,midgrade,conventional,1.329
1996-06-17,gasoline,midgrade,reformulated,1.469
1996-06-17,gasoline,premium,all,1.438
1996-06-17,gasoline,premium,conventional,1.419
1996-06-17,gasoline,premium,reformulated,1.533
1996-06-17,diesel,all,NA,1.193
1996-06-24,gasoline,all,all,1.289
1996-06-24,gasoline,all,conventional,1.268
1996-06-24,gasoline,all,reformulated,1.387
1996-06-24,gasoline,regular,all,1.245
1996-06-24,gasoline,regular,conventional,1.23
1996-06-24,gasoline,regular,reformulated,1.332
1996-06-24,gasoline,midgrade,all,1.328
1996-06-24,gasoline,midgrade,conventional,1.318
1996-06-24,gasoline,midgrade,reformulated,1.46
1996-06-24,gasoline,premium,all,1.425
1996-06-24,gasoline,premium,conventional,1.407
1996-06-24,gasoline,premium,reformulated,1.525
1996-06-24,diesel,all,NA,1.179
1996-07-01,gasoline,all,all,1.279
1996-07-01,gasoline,all,conventional,1.258
1996-07-01,gasoline,all,reformulated,1.375
1996-07-01,gasoline,regular,all,1.234
1996-07-01,gasoline,regular,conventional,1.219
1996-07-01,gasoline,regular,reformulated,1.319
1996-07-01,gasoline,midgrade,all,1.317
1996-07-01,gasoline,midgrade,conventional,1.307
1996-07-01,gasoline,midgrade,reformulated,1.448
1996-07-01,gasoline,premium,all,1.416
1996-07-01,gasoline,premium,conventional,1.397
1996-07-01,gasoline,premium,reformulated,1.514
1996-07-01,diesel,all,NA,1.172
1996-07-08,gasoline,all,all,1.276
1996-07-08,gasoline,all,conventional,1.256
1996-07-08,gasoline,all,reformulated,1.367
1996-07-08,gasoline,regular,all,1.231
1996-07-08,gasoline,regular,conventional,1.217
1996-07-08,gasoline,regular,reformulated,1.312
1996-07-08,gasoline,midgrade,all,1.315
1996-07-08,gasoline,midgrade,conventional,1.307
1996-07-08,gasoline,midgrade,reformulated,1.439
1996-07-08,gasoline,premium,all,1.412
1996-07-08,gasoline,premium,conventional,1.395
1996-07-08,gasoline,premium,reformulated,1.506
1996-07-08,diesel,all,NA,1.173
1996-07-15,gasoline,all,all,1.273
1996-07-15,gasoline,all,conventional,1.254
1996-07-15,gasoline,all,reformulated,1.36
1996-07-15,gasoline,regular,all,1.228
1996-07-15,gasoline,regular,conventional,1.215
1996-07-15,gasoline,regular,reformulated,1.305
1996-07-15,gasoline,midgrade,all,1.311
1996-07-15,gasoline,midgrade,conventional,1.304
1996-07-15,gasoline,midgrade,reformulated,1.432
1996-07-15,gasoline,premium,all,1.409
1996-07-15,gasoline,premium,conventional,1.394
1996-07-15,gasoline,premium,reformulated,1.499
1996-07-15,diesel,all,NA,1.178
1996-07-22,gasoline,all,all,1.272
1996-07-22,gasoline,all,conventional,1.254
1996-07-22,gasoline,all,reformulated,1.351
1996-07-22,gasoline,regular,all,1.227
1996-07-22,gasoline,regular,conventional,1.215
1996-07-22,gasoline,regular,reformulated,1.296
1996-07-22,gasoline,midgrade,all,1.31
1996-07-22,gasoline,midgrade,conventional,1.304
1996-07-22,gasoline,midgrade,reformulated,1.424
1996-07-22,gasoline,premium,all,1.408
1996-07-22,gasoline,premium,conventional,1.394
1996-07-22,gasoline,premium,reformulated,1.491
1996-07-22,diesel,all,NA,1.184
1996-07-29,gasoline,all,all,1.263
1996-07-29,gasoline,all,conventional,1.247
1996-07-29,gasoline,all,reformulated,1.34
1996-07-29,gasoline,regular,all,1.218
1996-07-29,gasoline,regular,conventional,1.209
1996-07-29,gasoline,regular,reformulated,1.284
1996-07-29,gasoline,midgrade,all,1.302
1996-07-29,gasoline,midgrade,conventional,1.297
1996-07-29,gasoline,midgrade,reformulated,1.414
1996-07-29,gasoline,premium,all,1.399
1996-07-29,gasoline,premium,conventional,1.386
1996-07-29,gasoline,premium,reformulated,1.48
1996-07-29,diesel,all,NA,1.178
1996-08-05,gasoline,all,all,1.253
1996-08-05,gasoline,all,conventional,1.239
1996-08-05,gasoline,all,reformulated,1.327
1996-08-05,gasoline,regular,all,1.207
1996-08-05,gasoline,regular,conventional,1.199
1996-08-05,gasoline,regular,reformulated,1.271
1996-08-05,gasoline,midgrade,all,1.292
1996-08-05,gasoline,midgrade,conventional,1.289
1996-08-05,gasoline,midgrade,reformulated,1.402
1996-08-05,gasoline,premium,all,1.389
1996-08-05,gasoline,premium,conventional,1.379
1996-08-05,gasoline,premium,reformulated,1.47
1996-08-05,diesel,all,NA,1.184
1996-08-12,gasoline,all,all,1.248
1996-08-12,gasoline,all,conventional,1.235
1996-08-12,gasoline,all,reformulated,1.315
1996-08-12,gasoline,regular,all,1.203
1996-08-12,gasoline,regular,conventional,1.196
1996-08-12,gasoline,regular,reformulated,1.259
1996-08-12,gasoline,midgrade,all,1.287
1996-08-12,gasoline,midgrade,conventional,1.284
1996-08-12,gasoline,midgrade,reformulated,1.389
1996-08-12,gasoline,premium,all,1.384
1996-08-12,gasoline,premium,conventional,1.374
1996-08-12,gasoline,premium,reformulated,1.458
1996-08-12,diesel,all,NA,1.191
1996-08-19,gasoline,all,all,1.249
1996-08-19,gasoline,all,conventional,1.238
1996-08-19,gasoline,all,reformulated,1.305
1996-08-19,gasoline,regular,all,1.205
1996-08-19,gasoline,regular,conventional,1.199
1996-08-19,gasoline,regular,reformulated,1.251
1996-08-19,gasoline,midgrade,all,1.288
1996-08-19,gasoline,midgrade,conventional,1.287
1996-08-19,gasoline,midgrade,reformulated,1.376
1996-08-19,gasoline,premium,all,1.382
1996-08-19,gasoline,premium,conventional,1.376
1996-08-19,gasoline,premium,reformulated,1.445
1996-08-19,diesel,all,NA,1.206
