qid,name,category,country,iso,lat,lon,year,year_approx,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q491322,Grodziec Castle,castle,Poland,PL,51.17722,15.75922,1500,0,15th century,https://en.wikipedia.org/wiki/Grodziec_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Grodziec%28js%29.jpg?width=1280,15,1911,1903
Q442169,Ducal Castle,castle,Poland,PL,53.42621,14.56036,1428,0,15th century,"https://en.wikipedia.org/wiki/Ducal_Castle,_Szczecin",https://commons.wikimedia.org/wiki/Special:FilePath/Szczecin%20Zamek%20Ksiazat%20Pomorskich%20%28od%20pln-zach%29.jpg?width=1280,15,12437,957
Q921344,Veveří Castle,castle,Czech Republic,CZ,49.25667,16.46167,1300,0,13th century,https://en.wikipedia.org/wiki/Veve%C5%99%C3%AD_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hrad%20Veve%C5%99%C3%AD%20-%20panorama.JPG?width=1280,15,4905,1339
Q6380677,Tenczyn Castle,ruin,Poland,PL,50.10224,19.58184,1350,1,14th century,https://en.wikipedia.org/wiki/Tenczyn_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20Tenczyn%20w%20Rudnie%2020140525%203093.jpg?width=1280,15,1986,1884
Q9386548,Brzeg Castle,castle,Poland,PL,50.86375,17.4669,1250,0,13th century,https://en.wikipedia.org/wiki/Brzeg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/0%20Brzeg%2006.jpg?width=1280,15,2140,1837
Q681677,Lockenhaus Castle,castle,Austria,AT,47.40377,16.42444,1200,0,12th century,https://en.wikipedia.org/wiki/Burg_Lockenhaus,https://commons.wikimedia.org/wiki/Special:FilePath/Lockenhaus%20-%20Burg%20%283%29.JPG?width=1280,15,2327,1782
Q791969,Beersel Castle,castle,Belgium,BE,50.76569,4.3,1300,0,13th century,https://en.wikipedia.org/wiki/Beersel_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/BurgBeersel.jpg?width=1280,15,3826,1474
Q769690,Zvíkov Castle,castle,Czech Republic,CZ,49.43888,14.19241,1300,0,13th century,https://en.wikipedia.org/wiki/Zv%C3%ADkov_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zv%C3%ADkov%20Castle%20from%20Kopaniny%20%284%29%20%28cropped%29.JPG?width=1280,15,4982,1327
Q1196356,Iwamura Castle,ruin,Japan,JP,35.36033,137.45131,1185,0,12th century,https://en.wikipedia.org/wiki/Iwamura_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Iwamura%20Castle%20air.jpg?width=1280,15,2746,1671
Q1014446,Castle of Vêves,castle,Belgium,BE,50.2208,4.9826,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_V%C3%AAves,https://commons.wikimedia.org/wiki/Special:FilePath/V%C3%AAves%20CH1aJPG.jpg?width=1280,15,2202,1817
Q1531449,Glimmingehus,castle,Sweden,SE,55.50083,14.23083,1505,0,16th century,https://en.wikipedia.org/wiki/Glimmingehus,https://commons.wikimedia.org/wiki/Special:FilePath/Glimmingehus%20c-m%202.jpg?width=1280,15,3281,1566
Q1855987,Ross Castle,castle,Ireland,IE,52.041,-9.531,1450,1,15th century,https://en.wikipedia.org/wiki/Ross_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ross%20Castle%20on%20Lough%20Leane%20%2815242590587%29.jpg?width=1280,15,28298,689
Q1072570,Ľubovňa Castle,castle,Slovakia,SK,49.31522,20.69941,1400,0,14th century,https://en.wikipedia.org/wiki/%C4%BDubov%C5%88a_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Stara%20Lubovna%20castle%20ID%20710-9750.JPG?width=1280,15,1915,1901
Q2579998,Castle of Óbidos,castle,Portugal,PT,39.36417,-9.15765,1101,0,12th century,https://en.wikipedia.org/wiki/Castle_of_%C3%93bidos,https://commons.wikimedia.org/wiki/Special:FilePath/Obidos%20April%202009-4b.jpg?width=1280,15,59412,582
Q1778194,Kodak Fortress,ruin,Ukraine,UA,48.38139,35.13669,1635,0,17th century,https://en.wikipedia.org/wiki/Kodak_fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Kodak%20fortress.jpg?width=1280,15,2139,1839
Q2662617,Qasr ibn Wardan,ruin,Syria,SY,35.36667,37.23333,NA,0,NA,https://en.wikipedia.org/wiki/Qasr_Ibn_Wardan,https://commons.wikimedia.org/wiki/Special:FilePath/Qasr%20Ibn%20Wardan%2C%20Syria.jpg?width=1280,15,2265,1799
Q2664904,Baghaberd,castle,Armenia,AM,39.21486,46.27761,NA,0,NA,https://en.wikipedia.org/wiki/Baghaberd,https://commons.wikimedia.org/wiki/Special:FilePath/-%D4%B2%D5%A1%D5%B2%D5%A1%D5%A2%D5%A5%D6%80%D5%A4.jpg?width=1280,15,1587,2029
Q2661381,Malahide Castle,castle,Ireland,IE,53.44472,-6.165,1185,0,12th century,https://en.wikipedia.org/wiki/Malahide_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Malahide%20Castle%2C%20March%202011%20%283%29.jpg?width=1280,15,23911,727
Q3247067,Fischbach Castle,castle,Luxembourg,LU,49.74765,6.18657,NA,0,NA,https://en.wikipedia.org/wiki/Fischbach_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Fischbach%202021-07.jpg?width=1280,15,12938,935
Q2986978,Atalaya Castle,castle,Spain,ES,38.63194,-0.86083,NA,0,NA,https://en.wikipedia.org/wiki/Atalaya_Castle_(Spain),https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Atalaya%2C%20desde%20inicio%20sendero%20a%20salvatierra%20y%20mina%20de%20los%20colores2.jpg?width=1280,15,5220,1309
Q2993456,Castillo de San Servando,castle,Spain,ES,39.8604,-4.0156,601,0,7th century,https://en.wikipedia.org/wiki/Castle_of_San_Servando,https://commons.wikimedia.org/wiki/Special:FilePath/FP%20Toledo%202025%20-%20Castillo%20de%20San%20Servando.jpg?width=1280,15,4411,1383
Q3176377,Royal Palace of La Almudaina,palace,Spain,ES,39.5675,2.64722,NA,0,NA,https://en.wikipedia.org/wiki/Royal_Palace_of_La_Almudaina,https://commons.wikimedia.org/wiki/Special:FilePath/Palma%20Mallorca%202008%2006.JPG?width=1280,15,17057,836
Q1907852,Niš Fortress,fortress,Serbia,RS,43.3259,21.8954,NA,0,NA,https://en.wikipedia.org/wiki/Ni%C5%A1_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Ni%C5%A1%20Fortress%2C%20Ni%C5%A1%2C%20Serbia.jpg?width=1280,15,5729,1274
Q1408951,Nehaj Fortress,fortress,Croatia,HR,44.98654,14.90344,1600,0,16th century,https://en.wikipedia.org/wiki/Nehaj_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Senj%20pevnost%20Nehaj%201.jpg?width=1280,15,4050,1446
Q5556110,Halidzor Fortress,ruin,Armenia,AM,39.2192,46.3533,NA,0,NA,https://en.wikipedia.org/wiki/Halidzor_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/8.1.8.1%20%D4%B1%D5%B4%D6%80%D5%B8%D6%81%20%D5%80%D5%A1%D5%AC%D5%AB%D5%B1%D5%B8%D6%80%20%28%D5%80%D5%A1%D5%AC%D5%AB%D5%B1%D5%B8%D6%80%D5%AB%20%D5%A2%D5%A5%D6%80%D5%A4%29%2C.jpg?width=1280,15,1606,2016
Q838085,Fortaleza do Monte,fortress,China,CN,22.19694,113.54222,1617,0,17th century,https://en.wikipedia.org/wiki/Fortaleza_do_Monte,https://commons.wikimedia.org/wiki/Special:FilePath/I%20bastioni%20della%20Fortaleza%20do%20Monte%20a%20Macao.jpg?width=1280,15,8155,1130
Q2062241,Pucará de Tilcara,ruin,Argentina,AR,-23.58861,-65.40278,1100,0,11th century,https://en.wikipedia.org/wiki/Pucar%C3%A1_de_Tilcara,https://commons.wikimedia.org/wiki/Special:FilePath/Pucar%C3%A1%20de%20Tilcara%2002.JPG?width=1280,15,4203,1416
Q2500237,Shusha Fortress,fortress,Azerbaijan,AZ,39.76611,46.75111,1752,0,18th century,https://en.wikipedia.org/wiki/Shusha_fortress,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%9Eu%C5%9Fa%20qalas%C4%B1%202024-c%C3%BC%20ilin%20aprelind%C9%99.jpg?width=1280,15,3192,1582
Q28667168,Azov Fortress,fortress,Russia,RU,47.11596,39.42158,1475,0,15th century,https://en.wikipedia.org/wiki/Azov_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Azov%20Alexeyevsky%20Gate%202.JPG?width=1280,15,3811,1476
Q601742,Alexandreion,fortress,Palestine,PS,32.09583,35.46139,NA,0,NA,https://en.wikipedia.org/wiki/Alexandrium,https://commons.wikimedia.org/wiki/Special:FilePath/Heart%20shaped%20stone.jpg?width=1280,15,4353,1392
Q2629582,Bač Fortress,ruin,Serbia,RS,45.3931,19.2217,1338,0,14th century,https://en.wikipedia.org/wiki/Ba%C4%8D_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Ba%C4%8D%20fortress%2C%20view%20from%20the%20south-east.jpg?width=1280,15,2874,1639
Q1187793,Skansin,fortress,Faroe Islands,FO,62.00792,-6.76306,1580,0,16th century,https://en.wikipedia.org/wiki/Skansin,https://commons.wikimedia.org/wiki/Special:FilePath/T%C3%B3rshavn%20skansin%208.jpg?width=1280,15,4271,1399
Q635199,Morro Castle,castle,Cuba,CU,23.15042,-82.35667,1774,0,18th century,https://en.wikipedia.org/wiki/Castillo_de_los_Tres_Reyes_Del_Morro,https://commons.wikimedia.org/wiki/Special:FilePath/El%20Moro%20Havanna%20Cuba.jpg?width=1280,15,9870,1042
Q714431,Fort Provintia,fortress,Taiwan,TW,22.9975,120.20281,1653,0,17th century,https://en.wikipedia.org/wiki/Fort_Provintia,https://commons.wikimedia.org/wiki/Special:FilePath/Chihkan%20Tower%20night.JPG?width=1280,15,10363,1023
Q1144137,Kirkuk Citadel,ruin,Iraq,IQ,35.46972,44.39583,-800,0,8th century BC,https://en.wikipedia.org/wiki/Kirkuk_Citadel,https://commons.wikimedia.org/wiki/Special:FilePath/Kirkuk%20citadel.jpg?width=1280,15,6022,1242
Q4492020,Ramnagar Fort,fortress,India,IN,25.26972,83.02472,1750,0,18th century,https://en.wikipedia.org/wiki/Ramnagar_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Ramnagar%20Fort%2C%20Ramnagar%2C%20Varanasi%2C%20Uttar%20Pradesh%2005.jpg?width=1280,15,25607,713
Q924769,Pampus,fortress,Netherlands,NL,52.36472,5.06889,NA,0,NA,https://en.wikipedia.org/wiki/Pampus,https://commons.wikimedia.org/wiki/Special:FilePath/Droge%20gracht%20met%20beer%20-%20Muiden%20-%2020341757%20-%20RCE.jpg?width=1280,15,8117,1131
Q2754865,Fort Capuzzo,fortress,Libya,LY,31.58083,25.05222,NA,0,NA,https://en.wikipedia.org/wiki/Fort_Capuzzo,https://commons.wikimedia.org/wiki/Special:FilePath/Forte%20Capuzzo.jpg?width=1280,15,13358,915
Q1438675,Fort Prinzenstein,fortress,Ghana,GH,5.9107,0.99187,1734,0,18th century,https://en.wikipedia.org/wiki/Fort_Prinzenstein,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Prinzenstein%20in%20Keta.jpg?width=1280,15,4068,1440
Q322605,Imperial Castle in Poznań,palace,Poland,PL,52.40778,16.91861,1910,0,20th century,"https://en.wikipedia.org/wiki/Imperial_Castle,_Pozna%C5%84",https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Imperial%2C%20Poznan%2C%20Polonia%2C%202014-09-18%2C%20DD%2047.jpg?width=1280,15,8882,1093
Q205659,Château de Lunéville,palace,France,FR,48.59472,6.4925,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Lun%C3%A9ville,https://commons.wikimedia.org/wiki/Special:FilePath/Lun%C3%A9ville%20-%20ch%C3%A2teau%2020131007-07.JPG?width=1280,15,6964,1186
Q678992,Plassenburg,castle,Germany,DE,50.108,11.464,1135,0,12th century,https://en.wikipedia.org/wiki/Plassenburg,https://commons.wikimedia.org/wiki/Special:FilePath/Plassenburg%2C%20Kulmbach%20from%20Rehturm%20edit.jpg?width=1280,15,4090,1434
Q247451,Buonconsiglio Castle,castle,Italy,IT,46.07157,11.12704,NA,0,NA,https://en.wikipedia.org/wiki/Buonconsiglio_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/20110727%20Trento%20Buonconsiglio%20Castle%206609.jpg?width=1280,15,8172,1129
Q449088,Stahleck Castle,castle,Germany,DE,50.05806,7.76556,1150,1,12th century,https://en.wikipedia.org/wiki/Stahleck_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Burg%20Stahleck.jpg?width=1280,15,6714,1202
Q849861,Donnington Castle,ruin,England,GB-ENG,51.4197,-1.3381,1386,0,14th century,https://en.wikipedia.org/wiki/Donnington_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Donnington%20Castle%20-%20April%202005.jpg?width=1280,15,14084,896
Q1139896,Criccieth Castle,ruin,Wales,GB-WLS,52.91611,-4.2325,1230,0,13th century,https://en.wikipedia.org/wiki/Criccieth_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Criccieth%20Castle%20%2814393993760%29.jpg?width=1280,15,9363,1073
Q1180981,Deal Castle,castle,England,GB-ENG,51.2185,1.4039,1539,0,16th century,https://en.wikipedia.org/wiki/Deal_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Deal%20Castle%20Aerial%20View.jpg?width=1280,15,11923,970
Q495086,Bolton Castle,castle,England,GB-ENG,54.3221,-1.94991,1379,0,14th century,https://en.wikipedia.org/wiki/Bolton_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bolton%20Castle.JPG?width=1280,15,25133,717
Q1262718,Duart Castle,castle,Scotland,GB-SCT,56.45616,-5.65494,1201,0,13th century,https://en.wikipedia.org/wiki/Duart_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Duart-Castle.jpg?width=1280,15,28612,686
Q512271,Trausnitz Castle,castle,Germany,DE,48.53168,12.15212,1204,0,13th century,https://en.wikipedia.org/wiki/Trausnitz_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Burg%20Trausnitz%20Landshut.jpg?width=1280,15,5237,1306
Q538301,Marburg Castle,castle,Germany,DE,50.81019,8.767,1200,0,12th century,https://en.wikipedia.org/wiki/Marburger_Schloss,https://commons.wikimedia.org/wiki/Special:FilePath/Marburg%20asv2022-02%20img18%20Castle.jpg?width=1280,15,8853,1094
Q769303,Château du Rivau,castle,France,FR,47.10389,0.32333,1445,0,15th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_du_Rivau,https://commons.wikimedia.org/wiki/Special:FilePath/Vue%20de%20la%20fa%C3%A7ade%20du%20ch%C3%A2teau%20du%20Rivau%20depuis%20le%20conservatoire%20des%20l%C3%A9gumes.jpg?width=1280,15,3038,1613
Q2552418,Ardvreck Castle,ruin,Scotland,GB-SCT,58.167,-4.99563,1590,0,16th century,https://en.wikipedia.org/wiki/Ardvreck_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ardvreck%20Castle%2C%20Assynt.jpg?width=1280,15,17113,833
Q1585849,Kidwelly Castle,castle,Wales,GB-WLS,51.73941,-4.30574,1106,0,12th century,https://en.wikipedia.org/wiki/Kidwelly_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kidwelly%20castle%20whole.JPG?width=1280,15,9846,1045
Q2255867,Fort Bard,fortress,Italy,IT,45.60817,7.74458,1830,0,19th century,https://en.wikipedia.org/wiki/Fort_Bard,https://commons.wikimedia.org/wiki/Special:FilePath/ForteDiBardHoneAug052023%2002.jpg?width=1280,15,10289,1025
Q2278554,Muness Castle,castle,Scotland,GB-SCT,60.6895,-0.84918,1598,0,16th century,https://en.wikipedia.org/wiki/Muness_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Muness%20castle%202.jpg?width=1280,15,5738,1273
Q2073299,Duffield Castle,ruin,England,GB-ENG,52.99225,-1.49194,NA,0,NA,"https://en.wikipedia.org/wiki/Duffield_Castle,_Derbyshire",https://commons.wikimedia.org/wiki/Special:FilePath/Duffield%20Castle%20225335%20a19c01e6.jpg?width=1280,15,2488,1737
Q4891993,Berkeley Castle,castle,England,GB-ENG,51.68861,-2.45694,1067,0,11th century,https://en.wikipedia.org/wiki/Berkeley_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Berkeley%20Castle%20-%20geograph.org.uk%20-%201440403.jpg?width=1280,15,65680,563
Q4185811,Barnard Castle,ruin,England,GB-ENG,54.54333,-1.92667,NA,0,NA,https://en.wikipedia.org/wiki/Barnard_Castle_(castle),https://commons.wikimedia.org/wiki/Special:FilePath/Barnard%20Castle%27s%20round%20tower%20%282%29%2C%202007.jpg?width=1280,15,10699,1005
Q7898392,Upnor Castle,castle,England,GB-ENG,51.4069,0.52686,1567,0,16th century,https://en.wikipedia.org/wiki/Upnor_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Upnor%200109.JPG?width=1280,15,8570,1113
Q2705370,Middleham Castle,ruin,England,GB-ENG,54.28404,-1.80685,1190,0,12th century,https://en.wikipedia.org/wiki/Middleham_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/MiddlehamCJW.jpg?width=1280,15,21041,770
Q2748806,Crathes Castle,castle,Scotland,GB-SCT,57.06148,-2.43992,1553,0,16th century,https://en.wikipedia.org/wiki/Crathes_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Crathes%20Castle%20from%20garden.jpg?width=1280,15,16037,850
Q4583646,Raby Castle,castle,England,GB-ENG,54.59092,-1.80175,1378,0,14th century,https://en.wikipedia.org/wiki/Raby_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Raby%20Castle%20-%20geograph.org.uk%20-%201523038.jpg?width=1280,15,61251,578
Q1426707,Fort George (Highland),fortress,Scotland,GB-SCT,57.58366,-4.07007,1748,0,18th century,"https://en.wikipedia.org/wiki/Fort_George,_Highland",https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20George%20-%20geograph.org.uk%20-%201242152.jpg?width=1280,15,23939,725
Q1192381,Castle of Menars,castle,France,FR,47.6388,1.4104,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Menars,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Menars%20loire.jpg?width=1280,15,2754,1666
Q2032524,Château d'Anet,palace,France,FR,48.85833,1.43861,1548,0,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Anet,https://commons.wikimedia.org/wiki/Special:FilePath/ChateaudAnetNorthernFront.jpg?width=1280,15,14357,894
Q702533,Blutenburg Castle,castle,Germany,DE,48.16306,11.45639,NA,0,NA,https://en.wikipedia.org/wiki/Blutenburg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20the%20Blutenburg%20Castle%20%28view%20from%20the%20southeast%29.jpg?width=1280,15,5018,1322
Q705848,Schloss Johannisburg,palace,Germany,DE,49.9761,9.14167,1605,0,17th century,https://en.wikipedia.org/wiki/Schloss_Johannisburg,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Johannisberg%20%28Aschaffenburg%29%20II.jpg?width=1280,15,9038,1084
Q531032,Jagdschloss Grunewald,palace,Germany,DE,52.4672,13.2614,1542,0,16th century,https://en.wikipedia.org/wiki/Jagdschloss_Grunewald,https://commons.wikimedia.org/wiki/Special:FilePath/2018-09-22-Jagdschloss%20Grunewald-0670.jpg?width=1280,15,4586,1369
Q472403,Celle Castle,castle,Germany,DE,52.6239,10.0775,1292,0,13th century,https://en.wikipedia.org/wiki/Celle_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Celler%20Schloss%20April%202010.jpg?width=1280,15,8293,1124
Q2633625,Château de Brest,palace,France,FR,48.38126,-4.49471,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Brest,https://commons.wikimedia.org/wiki/Special:FilePath/17-10-2005-318donjonbrest.jpg?width=1280,15,6473,1215
Q873332,Palais Augarten,palace,Austria,AT,48.222,16.3794,NA,0,NA,https://en.wikipedia.org/wiki/Palais_Augarten,https://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Palais%20Augarten%20%281%29.JPG?width=1280,15,5198,1312
Q922371,Palazzo Grimani di San Luca,palace,Italy,IT,45.43596,12.33281,1576,0,16th century,https://en.wikipedia.org/wiki/Palazzo_Grimani_di_San_Luca,https://commons.wikimedia.org/wiki/Special:FilePath/0%20Venise%2C%20Palazzo%20Grimani%20di%20San%20Luca.JPG?width=1280,15,2208,1816
Q794711,Kikin Hall,palace,Russia,RU,59.94969,30.3867,1714,0,18th century,https://en.wikipedia.org/wiki/Kikin_Hall,https://commons.wikimedia.org/wiki/Special:FilePath/Kikin%20palace%20SPB.jpg?width=1280,15,1363,2123
Q1640555,Solliden Palace,palace,Sweden,SE,56.86528,16.63444,1906,0,20th century,https://en.wikipedia.org/wiki/Solliden_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Solliden.JPG?width=1280,15,4450,1377
Q1729938,Palace of Darius in Susa,ruin,Iran,IR,32.19222,48.24889,NA,0,NA,https://en.wikipedia.org/wiki/Palace_of_Darius_in_Susa,https://commons.wikimedia.org/wiki/Special:FilePath/History%20of%20Egypt%2C%20Chaldea%2C%20Syria%2C%20Babylonia%20and%20Assyria%20%281903%29%20%2814584070300%29.jpg?width=1280,15,32582,665
Q1094986,Palazzo Altemps,palace,Italy,IT,41.83269,12.46269,NA,0,NA,https://en.wikipedia.org/wiki/Palazzo_Altemps,https://commons.wikimedia.org/wiki/Special:FilePath/Roma%202011%2008%2007%20Palazzo%20Altemps.jpg?width=1280,15,2856,1644
Q1229917,Palais de la Légion d'Honneur,palace,France,FR,48.86036,2.32444,1787,0,18th century,https://en.wikipedia.org/wiki/Palais_de_la_L%C3%A9gion_d%27Honneur,https://commons.wikimedia.org/wiki/Special:FilePath/Hotel-de-Salm-Paris.JPG?width=1280,15,8754,1099
Q1238767,Domus Tiberiana,palace,Italy,IT,41.89024,12.48623,NA,0,NA,https://en.wikipedia.org/wiki/Domus_Tiberiana,https://commons.wikimedia.org/wiki/Special:FilePath/Palatin-legende.jpg?width=1280,15,8681,1108
Q1273374,Palazzo Labia,palace,Italy,IT,45.44323,12.32528,1700,1,17th century,https://en.wikipedia.org/wiki/Palazzo_Labia,https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20Labia%20%28Venice%29%20in%20Campo%20San%20Geremia.jpg?width=1280,15,5687,1275
Q1963797,Vorontsov Palace (Saint Petersburg),palace,Russia,RU,59.93139,30.33194,NA,0,NA,https://en.wikipedia.org/wiki/Vorontsov_Palace_(Saint_Petersburg),https://commons.wikimedia.org/wiki/Special:FilePath/Saint-P%C3%A9tersbourg%20-%20Vorontsov.jpg?width=1280,15,3501,1514
Q2006730,"Palazzo del Podestà, Bologna",palace,Italy,IT,44.49412,11.34297,1200,1,12th century,"https://en.wikipedia.org/wiki/Palazzo_del_Podest%C3%A0,_Bologna",https://commons.wikimedia.org/wiki/Special:FilePath/Bologne%20palazzo%20del%20podesta.jpg?width=1280,15,3461,1523
Q1280223,Charlottenborg Palace,palace,Denmark,DK,55.68028,12.5875,1677,0,17th century,https://en.wikipedia.org/wiki/Charlottenborg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Charlottenborg%20K%C3%B8benhavn.jpg?width=1280,15,6395,1220
Q1283476,Palazzo della Civiltà Italiana,palace,Italy,IT,41.83668,12.46531,1939,0,20th century,https://en.wikipedia.org/wiki/Palazzo_della_Civilt%C3%A0_Italiana,https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20della%20civilt%C3%A0%20del%20lavoro%20%28EUR%2C%20Rome%29%20%285904657870%29.jpg?width=1280,15,84533,535
Q1478810,Ostrogski Palace,palace,Poland,PL,52.23642,21.02285,1675,1,17th century,https://en.wikipedia.org/wiki/Ostrogski_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20Ostrogskich%20w%20Warszawie%202022.jpg?width=1280,15,2082,1855
Q2267154,Palazzo d'Accursio,palace,Italy,IT,44.49394,11.3424,1450,0,15th century,https://en.wikipedia.org/wiki/Palazzo_d%27Accursio,https://commons.wikimedia.org/wiki/Special:FilePath/Bologna%20-%20Palazzo%20d%27Accursio%20-%20Foto%20Giovanni%20Dall%27Orto%205-3-2005%202.jpg?width=1280,15,6381,1222
Q2465811,Vrana Palace,palace,Bulgaria,BG,42.6403,23.4328,1912,0,20th century,https://en.wikipedia.org/wiki/Vrana_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%94%D0%B2%D0%BE%D1%80%D0%B5%D1%86%D1%8A%D1%82%20%22%D0%92%D1%80%D0%B0%D0%BD%D0%B0%22.jpg?width=1280,15,19841,792
Q2512526,Noor Mahal,palace,Pakistan,PK,29.37944,71.66806,1875,0,19th century,https://en.wikipedia.org/wiki/Noor_Mahal,https://commons.wikimedia.org/wiki/Special:FilePath/Noor%20Mahal%20%28FrontView%29%2001.jpg?width=1280,15,19510,796
Q4346239,Hallwyl Museum,palace,Sweden,SE,59.33296,18.07452,1898,0,19th century,https://en.wikipedia.org/wiki/Hallwyl_Museum,https://commons.wikimedia.org/wiki/Special:FilePath/Hallwylska%20palatset%20November%202011.jpg?width=1280,15,5293,1299
Q2047639,Palazzo dei Diamanti,palace,Italy,IT,44.84162,11.62106,1550,0,16th century,https://en.wikipedia.org/wiki/Palazzo_dei_Diamanti,https://commons.wikimedia.org/wiki/Special:FilePath/01%20Palazzo%20dei%20Diamanti%20-%20Ferrara.jpg?width=1280,15,4925,1333
Q2121461,Al Alam Palace,palace,Oman,OM,23.616,58.5947,1550,1,16th century,https://en.wikipedia.org/wiki/Al_Alam_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Qasr%20Al%20Alam%20Royal%20Palace%20%287%29.jpg?width=1280,15,36103,648
Q2719120,Casa del Fascio (Como),castle,Italy,IT,45.81232,9.08593,1932,0,20th century,https://en.wikipedia.org/wiki/Casa_del_Fascio_(Como),https://commons.wikimedia.org/wiki/Special:FilePath/Casa%20del%20Fascio%20%28Como%29%2002.jpg?width=1280,15,17462,828
Q9054619,Palacio de las Cortes,palace,Spain,ES,40.4164,-3.69654,1843,0,19th century,"https://en.wikipedia.org/wiki/Palacio_de_las_Cortes,_Madrid",https://commons.wikimedia.org/wiki/Special:FilePath/Congreso%20de%20los%20Diputados%20%28Espa%C3%B1a%29%2017.jpg?width=1280,15,12035,969
Q3288223,Liria Palace,palace,Spain,ES,40.4277,-3.7124,1770,0,18th century,https://en.wikipedia.org/wiki/Liria_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20Liria%20%28Madrid%29%2002.jpg?width=1280,15,19897,790
Q598621,Sendai Castle,ruin,Japan,JP,38.25248,140.85616,1601,0,17th century,https://en.wikipedia.org/wiki/Aoba_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Waki-yagura%20of%20Sendai%20Castle%2020220910b.jpg?width=1280,15,11862,977
Q3926492,Qila Mubarak,fortress,India,IN,30.208,74.93717,1763,0,18th century,"https://en.wikipedia.org/wiki/Qila_Mubarak,_Bathinda",https://commons.wikimedia.org/wiki/Special:FilePath/Qila%20Mubarak%20in%20Bathinda.jpg?width=1280,15,15605,863
Q2034304,Smolenice Castle,castle,Slovakia,SK,48.51361,17.43222,1400,0,14th century,https://en.wikipedia.org/wiki/Smolenice_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Smolenice%20zamok.jpg?width=1280,15,1717,1972
