id,title,original_title,original_language,overview,release_date,popularity,vote_average,vote_count,adult,video,genre_ids 
31785,Young Soul Rebels,Young Soul Rebels,en,"Young Soul Rebels is a 1991 film by Isaac Julien which examines the interaction between youth cultural movements in Britain. Skinheads, Punks & Soulboys along with the political and cultural tensions between them. The film received the critics prize at the 1991 Cannes Film Festival",1991-08-09,2.771,4.5,14,False,False,"[18, 9648, 10402]"
381649,Strike a Pose,Strike a Pose,nl,"In 1990, seven young male dancers joined Madonna on her most controversial world tour. Their journey was captured in Truth or Dare. As a self-proclaimed 'mother' to her six gay dancers plus straight Oliver, Madonna used the film to make a stand on gay rights and freedom of expression. The dancers became paragons of pride, inspiring people all over the world to dare to be who you are. 25 years later, the dancers share their own stories about life during and after the tour. What does it really take to express yourself?",2016-06-29,2.098,7.0,33,False,False,[99]
489847,X&Y,X&Y,sv,"An artist has chosen a famous male actor for them together, in the context of a feature film, to deconstruct themselves and their invading roles. They engage in a boundless play with their surroundings in an exploration of identity, male and female.",2018-11-23,2.338,5.9,16,False,False,[18]
461257,Queerama,Queerama,en,"Created from a treasure trove of archive, Queerama traverses a century of gay experiences, encompassing persecution and prosecution, injustice, love and desire, identity, secrets, forbidden encounters, sexual liberation and pride. The soundtrack weaves the lyrics and music of John Grant, Goldfrapp and Hercules & Love Affair with the images and guides us intimately into the relationships, desires, fears and expressions of gay men and women in the 20th century – a century of incredible change.",2017-06-09,2.334,5.5,11,False,False,"[10402, 99]"
78246,Latin Boys Go to Hell,Latin Boys Go to Hell,en,"A cute, openly gay latin boy's hormones go into overdrive when his hunky cousin Angel arrives for an extended stay. The two explore the young and sometimes dangerous gay scene in the city's Latin neighborhood, with surprising outcomes.",1997-09-05,3.263,3.9,8,False,False,"[35, 80, 18]"
5286,Eleven Men Out,Strákarnir okkar,is,The star player of Icelands top football team causes a stir when he admits to being gay to his team mates and then goes on a journey to discover himself (with the help of the local press). He soon finds himself on the bench for most of his teams matches and decides to call it quits and join a small amateur team made up of men like himself - gay guys trying to play football in a straight world of Icelandic fishing culture machoism,2005-09-02,2.021,5.8,14,False,False,"[18, 35]"
743727,No Straight Lines: The Rise of Queer Comics,No Straight Lines: The Rise of Queer Comics,en,"A feature-length documentary film-in-progress chronicling the birth and development of LGBTQ comics through the eyes of several of its pioneers. The film was inspired by the Lambda award-winning book of the same name, and dives deeper into the personal stories at the heart of this unique underground artistic scene. Featuring Alison Bechdel (Fun Home), the recently departed Howard Cruse (Stuck Rubber Baby, Gay Comix), and others, this film aims to show how DIY queer cartoonists have represented, poked fun at, and celebrated LGBTQ lives and experiences in challenging, humorous, and profound ways.",2021-06-12,2.328,4.0,2,False,False,[99]
471689,Everything Is Free,Everything Is Free,en,"Ivan is a US painter residing in Colombia. His best friend, Christian, and younger brother, Cole, come to visit. Somewhere along the way, Ivan and Cole hit it off although Cole is not gay. Will older brother Christian be okay with that?",2017-09-03,2.328,7.2,12,False,False,"[35, 18, 10749]"
447987,Wait for Me at Udagawachou,宇田川町で待っててよ。,ja,"In bustling Shibya, Momose (Mario Kuroba) sees his high school classmate Yashiro (Ryugi Yokota). Yashiro is dressed as a girl. Momose continues to observe Yashiro and becomes attracted to him. Meanwhile, Yashiro becomes embarrassed that Momose knows that he dresses up like a girl.",2015-07-25,2.324,5.3,4,False,False,[10749]
171229,Second Skin,Segunda piel,es,"Diego is a doctor who has fallen in love with a married man with a son. Against the advice of his boss and best friend, he continues his affair with Alberto. The consequences of this affair profoundly alter not only the two men's lives, but also that of Alberto's wife.",1999-12-13,2.23,6.0,21,False,False,"[10749, 18]"
67881,Myths of My Childhood,Мифы моего детства,ru,The story takes place in a small village on the beach of Sea of Azov at the beginning of 1960s. Adolescents passionately dream of love about which they have heard from their elder experienced friends. 16 year-old Ignat is the first to find out what the real feeling is. His love for an adventuress who pretends to be a singer from capital becomes destructive.,2005-06-06,2.25,6.0,5,False,False,"[10749, 35, 18]"
40056,Prom Queen: The Marc Hall Story,Prom Queen: The Marc Hall Story,en,"Marc Hall, a young man living in Quebec, registers his prom date as per his Catholic school's rules. He is denied his request, because his prom date is a boy. Marc Hall is an openly gay teenager in a very conservative Catholic school. This film documents his struggles (legal, emotional, ethical and personal) to be himself and to live his life the way he deems best. With the help of friends, family and supporters, ""Cinderfella"" makes it to the ball, With his Prince Charming.",2004-06-01,3.208,6.0,12,False,False,"[35, 18]"
224923,Aleksandr's Price,Aleksandr's Price,en,"The life of an illegal Russian boy who, after losing his family, is pushed into becoming an escort - ultimately trying to come to terms with who he thinks he is.",2013-09-23,2.802,4.8,15,False,False,"[18, 9648, 53]"
427025,Axolotl Overkill,Axolotl Overkill,de,"Mifti is a teenager as beautiful as she is reckless. Mentally unstable, fed up with her dysfunctional family, oblivious to the youthful world, and aware of the sexual magnetism she gives off with her peculiar appearance, she wanders through the dark path of several bohemian adults with questionable lifestyles.",2017-06-29,2.313,5.4,37,False,False,[18]
421060,The Third Party,The Third Party,tl,"Faced with unfortunate complications beyond her control, go-getter events manager Andi Medina has no other person to turn to. She is then forced to reconnect with her ex-boyfriend, cosmetic surgeon Max Labarador. Much to Andi’s shock, Max is already in a three-year live-in relationship with pediatric oncologist Christian Pilar. With nowhere else to go and left with no other options, she agrees to live with the couple – both parties agreeing into a deal that will change the course of their lives and hearts.",2016-10-13,2.313,5.6,7,False,False,"[35, 10749]"
215828,Barcelona Summer Night,Barcelona nit d'estiu,ca,"In 2012 the comet Rose crossed the skies of the city of Barcelona and its magic that night caused 346 love stories flourish. An atmosphere of dreams, hopes and desire mixed to give a special connection between people. From these stories six are the stars of the film. A dinner among friends with a love of life is coupled with a first time for miles.  An encounter that can change their lives and revive old ties that clash with the discovery of a baby on the way. In parallel, the struggle between friendship and love strikes the last story, a clandestine love between gay athletes who have to make a tough decision.",2013-03-01,2.921,6.3,44,False,False,"[35, 10749, 18]"
794819,Rashmi Rocket,रश्मि रॉकेट,hi,"Born in the small-town of Kutch, Rashmi overcomes all societal barriers to become a national-level athlete. But her glory is hindered when she is asked to undergo a gender test.",2021-10-15,2.311,8.9,5,False,False,[18]
41913,Making Love,Making Love,en,A perfect typical LA couple find their happily-ever-after life broken when Zach confronts his long-repressed attraction for other men.,1982-02-12,1.916,6.0,19,False,False,"[18, 10749]"
632590,Ranchlands,Ranchlands,en,"The story of a spiritually scarred man whose life changes forever when he must return to his estranged family to help care for a brother who is suffering from brain cancer. With the help of a spiritually enlightened caregiver, he faces the demons of the past and a secret that has haunted him and his family for many years.",2019-09-01,2.308,4.8,4,False,False,[18]
300492,Thong Girls,Las chicas del tanga,es,A funny comedy set mostly on the beach where countless men are trying to impress various women.,1987-04-09,2.716,4.0,4,False,False,[35]
630878,Twilight's Kiss,叔・叔,cn,"One day Pak, a taxi driver who refuses to retire, meets Hoi, a retired single father, in a park. Although both are secretly gay, they are proud of the families they have created through hard work and determination. Yet in that brief initial encounter, something is unleashed in them which had been suppressed for so many years. As both men recount and recall their personal histories, they also contemplate a possible future together.",2020-02-27,2.305,6.7,25,False,False,[18]
545371,With A Kiss I Die,With A Kiss I Die,es,"When Juliet Capulet (of Shakespearean fame) is plucked from death and turned into a vampire, she is forced to live all eternity without her sweet Romeo. Now, 800 years later, Juliet meets a young woman who captures her heart again and teaches her that love and loss are all a part of life, and that a life without love is no life at all.",2018-08-28,2.305,3.1,9,False,False,"[18, 14, 10749]"
202570,Snails in the Rain,Shablulim BaGeshem,he,"Tel Aviv, Summer 1989. Boaz, a beautiful and alluring linguistics student, receives anonymous, male written love letters, that undermine his sexual identity and interfere on his peaceful life with his beloved girlfriend.",2013-06-20,3.227,6.0,29,False,False,[18]
459232,Queercore: How to Punk a Revolution,Queercore: How to Punk a Revolution,en,"A documentary on Queercore, the cultural and social movement that began as an offshoot of punk and was distinguished by its discontent with society's disapproval of the gay, bisexual, lesbian and transgender communities.",2017-06-12,1.655,6.7,10,False,False,[99]
115894,El diputado,El diputado,es,"Madrid, Roberto Orbea is a member of the Spanish communist party. He is married to Carmen, and he has been elected as Deputy in the first democratic elections in Spain. But his enemies, the fascist, know his double life. Roberto likes boys, and they hire Juanito to seduce the politician. They fall in love...",1978-10-20,1.516,5.9,14,False,False,[18]
457027,Atashira,アタシラ。,ja,"In the original scriptwriter of director Yori Kojun who is also active as a stage director, actress Misaki Morino who again showed acting per body with Yorikojun’s directed sensual movie “Flower Bird Basket” served as a starter again. Atashira  is a work that depicts himself, a person who can not be controlled by himself, a human being suffering from genes. In a complicated and tricky drama centered on A child, I will draw various human patterns, sexuality, life, death...",2017-03-04,2.303,5.8,3,False,False,"[18, 9648]"
410041,Nunzio's Second Cousin,Nunzio's Second Cousin,en,"As Sgt. Randozza, a beefy, gay Chicago cop, leaves a bar with his lover, a gang of high-school punks decide to do some ""fag-bashing"". Tony's gun cools them off, and after giving them a brutal verbal dressing down, he forces the leader of the gang, Jimmy, to come to his house the next night for dinner. Jimmy soon gets a harsh lesson in sexual tolerance.",1994-10-01,2.303,5.8,8,False,False,"[80, 35]"
32445,Green Plaid Shirt,Green Plaid Shirt,en,"This endearing drama depicts the lives of five gay friends — in conflict with themselves and each other — at the dawn of the AIDS era.  Back in 1978 everything seemed possible. For Phillip and Guy, there was the thrill and exhilaration of first love. For their friends Devon, Jerry and Todd, life was still an open book with so many pages yet to be filled. Ten years later, his friends are all gone and Phillip is left alone to make sense of the joys and sorrows of his past life — as he looks hopefully to the future. The lives of two ordinary men who find love together only to lose it. In an era of easy sex and open relationships they have only two rules: Don't fall in love with others and no jealousy. Still rules are made to be broken. Eventually a single act of forgiveness restores their love.",1997-01-01,2.366,4.8,9,False,False,[18]
425193,Brother and Sister,Die Geschwister,de,"Neukölln, a trendy district in Berlin. Living space is scarce here. Without surety, proof of credit worthiness and salary there is no chance at all now. Thies knows this game; he works for a real estate management company and watches that the rules are upheld - until he meets Bruno and Sonja. He provides the dissimilar siblings with a flat free of charge on the quiet. And enters into an affair with the brother. Step by step he becomes more deeply immersed in the secret of the ""siblings"". A Berlin film about a loner who gets caught up. About a couple with unclear residency status. About a city everyone wants to live in.",2016-11-03,2.302,6.1,15,False,False,[18]
254775,The Codes of Gender,The Codes of Gender,en,"Arguing that advertising not only sells things, but also ideas about the world, media scholar Sut Jhally offers a blistering analysis of commercial culture's inability to let go of reactionary gender representations. Jhally's starting point is the breakthrough work of the late sociologist Erving Goffman, whose 1959 book The Presentation of the Self in Everyday Life prefigured the growing field of performance studies. Jhally applies Goffman's analysis of the body in print advertising to hundreds of print ads today, uncovering an astonishing pattern of regressive and destructive gender codes. By looking beyond advertising as a medium that simply sells products, and beyond analyses of gender that tend to focus on either biology or objectification, The Codes of Gender offers important insights into the social construction of masculinity and femininity, the relationship between gender and power, and the everyday performance of cultural norms.",2010-10-13,2.558,6.5,7,False,False,[99]
585806,The Male Gaze: First Kiss,The Male Gaze: First Kiss,en,"The Male Gaze is a new series of releases from New Queer Visions that showcases short LGBTQ films from across the world. The first instalment, First Kiss, brings together five shorts that are based around men experiencing romantic and/or sexual interaction with other men for the first time. It takes in films from Sweden, Indonesia, USA, Australia and France giving a rounded look at how similar experiences are depicted across the world.  The films are: Naked [Naken] (2013); Pria (2017); Walk With Me (2018), One Night Only (2018); Michel's Mouse [Tapette] (2016).",2018-11-12,2.298,4.0,5,False,False,"[18, 35]"
59290,Polar Opposites,Polar Opposites,fr,"When Earth's magnetic poles begin reversing, David Terran, the only scientist who predited the possibility of such a sci-fi disaster, must join forces with his estranged friend and lover to save the world. Though his writings found mass readership, scientists scoffed at his theories. But when an Iranian underground nuclear test sets off a global phenomenon that matches David's doomsday scenario, he must attempt to find a solution in order to avoid a catastrophic event of global proportions. -dpeavy",2008-01-01,1.776,4.8,6,False,False,"[28, 10770]"
8464,Top of the Food Chain,Top of the Food Chain,en,"An isolated Canadian town (populated by the weirdest group of people this side of Saturn) has seen its share of problems. First the nut factory closed, then the CATV antenna stopped broadcasting, and now something is gruesomely devouring the townsfolk! Can visiting atomic scientist (and expert on ""cool fusion"") Dr. Karel Lamonte solve the mystery before everyone disappears?",1999-09-11,2.514,5.3,14,False,False,"[35, 27, 878]"
669375,Don't Read This on a Plane,Don't Read This on a Plane,en,"As novelist Jovana Fey attempts to check into the first hotel of her 3-week European book tour, she learns that her publisher has gone bankrupt. Penniless and stranded, she decides to continue the tour regardless.",2021-06-17,2.287,4.9,20,False,False,"[35, 18]"
421836,Why Does Every Handsome Guy Have a Boyfriend?!,Bakit Lahat ng Gwapo May Boyfriend?!,tl,"Kylie, a wedding planner, has had a string of boyfriends who have all turned out to be gays, including Benj. Eventually, the two became best friends and business partners. When Diego, Benj's childhood friend, resurfaces and asks them to plan his wedding, Kylie sets out to prove that she's right again--that Diego, is indeed another closet case. Will she succeed?",2016-10-19,2.282,6.1,7,False,False,"[10749, 35]"
336543,Femmes,Femmes,fr,"Helmut is fed up traveling around he world. Coming back from Asia, he decides to stay some time in Alexandra's house, a long time friend. She is living on a beautiful island where she is doing art. From his travels, Helmut brought back some old manuscript about secret rites that he decides to share with Alexandra after restarting a sexual relationship with her",1983-06-22,3.191,4.6,5,False,False,[18]
588050,Killing Patient Zero,Killing Patient Zero,en,"Skilfully revealing the homophobia behind the headlines, this doc traces the devastating impact of the 1980s AIDS epidemic and clears the name of the Québécois flight attendant who was infamously known as “patient zero.”",2019-07-26,2.278,5.7,3,False,False,"[99, 36]"
581201,Serodiscordantes,Serodiscordantes,es,"A virus is always an unwanted guest. Yet, if it arrives, you better make room for it. Consumed by the guilt, Miguel (Alejandría Cinque) was doing his best to keep Evaristo (Cachorro Lozano) safe and apart of the tension, but he knew he couldn’t hide it any longer when dark thoughts started taking on his dreams. Seeking the mystic help of a pendulum, both lovers enter a dangerous game of questions that will reveal the most undesirable intimacy. In the time of day, they’ll go together through the fear of the illness, the subtle loss of the innocence, and the unparalleled complicity that arises from deep truth.",2019-02-08,2.278,5.8,6,True,True,[18]
32714,Cut Sleeve Boys,Cut Sleeve Boys,en,Two British Chinese gay men decides to re-examine their lives following a death of their friend. Mel sleeps around whilst rejecting the love of Todd and Ash decides to cross dress to find his knight in shining armour.,2006-02-19,3.189,4.8,13,False,False,"[35, 18]"
538514,The Story of the Stone,紅樓夢,zh,An adaptation of an 18th century Chinese classic remixed for an honest depiction of gay life in Taipei in the 21st century.,2018-10-19,2.273,4.2,9,False,False,[18]
47549,Bear Cub,Cachorro,en,"Pedro, a gay man with an active social life and big circle of friends, takes in his nephew Bernardo for a couple weeks. When it appears as though it might become a permanent arrangement, however, Pedro turns to his friends for guidance as he and 9-year-old Bernardo begin to forge a household together.",2004-02-27,1.902,6.6,27,False,False,"[18, 35]"
106837,Different for Girls,Different for Girls,en,"Karl Foyle and Paul Prentice were best mates at school in the 70s. But when they meet again in present-day London things are definitely not the same. Karl is now Kim, a transsexual, and she has no desire to stir up the past while she's busy forging a neat and orderly new life. Prentice, on the other hand, has charm but is a social disaster stuck in a dead-end job. His main talent is for getting them both into trouble. Amid the squabbles, they start to fall in love.",1996-10-01,1.359,5.7,16,False,False,[35]
417367,Boys On Film 15: Time & Tied,Boys On Film 15: Time & Tied,en,"Embark on a magical journey through time with Boys On Film 15: Time & Tied — featuring a brand new selection of sensational gay British short films that showcase some of the UK's best emerging talent. This compilation features nine complete films:  Lloyd Eyre-Morgan's ""Closets"" starring Tommy Knight and Ceallach Spellman; Brian Fairbairn & Karl Eccleston's ""Putting On The Dish"" starring Steve Wickenden and Neil Chinneck; Mitchell Marion's ""G O'Clock"" starring Marc Rovira Cenar and Phillip Weddell; Charlie Parham's ""Nightstand"" starring Nicholas Gleaves and Amrou Al-Kadhi; Simon Anderson's ""Morning Is Broken"" starring Matthew Tennyson, Nigel Allen and Jack Hawkins; Tom Frederic's ""Sauna The Dead: A Fairy Tale"" starring himself and Kumar Muniandy; Leon Lopez's ""CrossRoad"" starring Marc Rovira Cenar, Ashley Campbell, and Calum Ewan Cameron; Jake Graf's ""Dawn"" starring Nicole Gibson and Harry Rundle; and Kristen Bjorn's ""Trouser Bar"" starring Denholm Spurr, Scott Hunter, and Zac Renfree.",2016-08-22,2.264,8.3,8,False,True,"[14, 35, 80, 18, 10749, 27]"
263507,The Fall of '55,The Fall of '55,en,"In late 1955 and early 1956, the citizens of Boise, Idaho believed there was a menace in their midst. On Halloween, investigators arrested three men on charges of having sex with teenage boys. The investigators claimed the arrests were just the tip of the iceberg-they said hundreds of boys were being abused as part of a child sex ring. There was no such ring, but the result was a widespread investigation which some people consider a witch hunt. By the time the investigation ended, 16 men were charged. Countless other lives were also touched.In some cases, men implicated fled the area. At least one actually left the country. The investigation attracted attention in newspapers across the nation, including Time Magazine. The ""Morals Drive"" left scars which remain to this day.",2006-06-10,2.051,5.5,7,False,False,[99]
674447,Justine,Justine,en,"Justine is a young woman with a fierce intelligence but an equally strong appetite for self-destruction. She finds herself suffocated within a world that makes little sense and where alcohol is the only escape from her view of a hopeless future. When she meets Rachel, the possibility of happiness, love and a future starts to emerge. But her pain goes deep and as the demons within her begin to surface, she wonders if she can allow herself to hope.",2020-10-26,2.261,6.0,1,False,False,[18]
41650,Wigstock: The Movie,Wigstock: The Movie,en,"The three-decade-old annual Manhattan gathering of drag queens and their fans is portrayed in this colorful documentary. The film concentrates on the spectacle of the event, providing abundant examples of the elaborate costumes, flamboyant wigs, and campy musical performances that characterize the event.",1995-06-09,2.578,6.4,8,False,False,[99]
347344,Alena,Alena,sv,"When Alena arrives at her new elite boarding school, Filippa and the other girls start to harass her. But Alena’s best friend Josefin won’t let her take anymore beating. If she won’t strike back, Josefin will do it for her. Hard.",2015-11-13,2.274,5.1,31,False,False,"[27, 53, 18]"
457431,Little Gay Boy,Little Gay Boy,fr,"A young gay boy, from his birth to his teenage years, in which he experiments his sexuality and his own boundaries, to the day he finally meets his father.  In three acts: Act I — L'Annonciation or The Conception of a Little Gay Boy (2011); Act II — Little Gay Boy, ChrisT is Dead (2012); and Act III — Holy Thursday (The Last Supper) (2013).",2013-02-13,2.246,5.0,4,False,False,"[18, 14]"
48260,Butterfly Kiss,Butterfly Kiss,en,"Deeply mentally unbalanced drifter Eunice roams grim northern Britain committing psychosexual serial murders of both men and women while ostensibly searching for an unknown woman named Judith. She spares the life of lonely but kind-hearted gas station cashier Miriam, who abandons her dismal life to follow her damaged new lover. While attempting to hide the evidence of her multiple crimes, Miriam tries to understand Eunice's bizarre quest.",1995-08-18,1.777,6.7,23,False,False,"[80, 18, 10749, 53]"
389443,Los sueños húmedos de Patrizia,Los sueños húmedos de Patrizia,es,,1982-02-22,2.296,5.1,7,False,False,[35]
255707,Heterosexual Jill,Heterosexual Jill,en,"A self-proclaimed ""ex-lesbian,"" Jill hunts down her ex-girlfriend Jamie to prove to herself that she is no longer attracted to her. ""Heterosexual Jill"" is a satire about sexuality where nothing is as it seems.",2013-06-26,2.14,4.8,10,False,False,[35]
325669,The Dream Children,The Dream Children,en,"Alex wants to become a father. Steven, his partner, has to confront his insecurities and fear of change after a lifetime smothered by superficiality. Unable to adopt legally, but still eager to become parents, they decide to turn to the black market, adopting a child from a desperate young woman, who's return with a dangerous new boyfriend, threatens to destroy everything they love.",2015-03-24,1.912,6.4,19,False,False,[18]
23431,An Angel Named Billy,An Angel Named Billy,en,"Mark Anderson, a recent stroke victim who is frail and weak. Also, his best friend Thomas, a classic over the hill drag queen desperate for love and happiness. Mark and Thomas have a master plan, to find Mark's son, James Anderson the love of his life once and for all.",2007-01-11,2.548,3.4,7,False,False,[18]
256935,Ruben's Place,Ruben's Place,en,"A slice of life story about a young man named Ruben, who returns home to take care of his ailing father. He reconnects with his boyhood friend Jimmy after starting a job with his Uncle.",2012-06-28,2.639,5.7,10,False,False,"[18, 10751]"
41923,Outrageous!,Outrageous!,en,"Gay hair stylist Robin Turner does a lot of work for drag queens, all the while dreaming that he'll someday find the courage to perform in drag himself. When his schizophrenic friend, Liza, turns up looking for a place to stay, he little suspects that she'll be the one to finally motivate him. But over time the two form an increasingly tight bond, Robin helping Liza through an unplanned pregnancy and Liza pushing Robin to develop a successful nightclub act.",1977-07-31,2.505,5.7,14,False,False,[35]
837666,Here Comes Your Man,Here Comes Your Man,en,"After agreeing on an evening ‘date’, Jordan turns up to Aaron’s place and the two handsome men set eyes on each other for the first time.  Although awkward at first, a margarita puts both men at ease, and it’s soon clear that this may not be your ordinary one night stand. But turning one night in to forever is never easy- as Jordan and Aaron are about to discover.",2021-06-24,2.233,0.0,0,False,False,[10749]
253072,Dangerous Invitations,Dangerous Invitations,en,"Computer game designers Ethan and Cole take a working vacation at Paradise Sands Resort. Ethan is with his wife, Sarah, and playboy Cole who both have sex on their minds. As Cole adds another notch to his conquest belt, Ethan pressures Sarah to fulfill one of his cherished fantasies.",2002-11-19,2.485,5.3,5,False,False,"[35, 18, 53]"
517978,The Harvesters,Die Stropers,af,"South Africa, Free State region, isolated stronghold to the Afrikaans white ethnic minority culture. In this conservative farming territory obsessed with strength and masculinity, Janno is different, secretive, emotionally frail. One day his mother, fiercely religious, brings home Pieter, a hardened street orphan she wants to save, and asks Janno to make this stranger into his brother. The two boys start a fight for power, heritage and parental love.",2018-08-23,2.225,6.0,32,False,False,[18]
63157,La Pirate,La Pirate,fr,"Shortly after returning home one evening with her husband, Alma is visited by her one-time lesbian lover Carole. In the ensuing emotional torrent, Alma allows herself to be abducted by Carole and taken to a hotel, pursued by a young girl - an unnamed friend of Carole - and an eccentric bystander posing as a private detective. Before Alma and Carole can resolve their situation, Alma's husband Andrew appears on the scene and, in a mad frenzy, attempts to reclaim his wife…",1984-05-23,3.094,4.6,17,False,False,[18]
113190,Beyond Gay: The Politics of Pride,Beyond Gay: The Politics of Pride,en,"Over the course of a year, film follows Vancouver Pride Society president Ken Coolen to various international Pride events, including Poland, Hungary, Russia, Sri Lanka and others where there is great opposition to pride parades. In North America, Pride is complicated by commercialization and a sense that the festivals are turning away from their political roots toward tourism, party promotion and entertainment. Christie documents the ways larger, more mainstream Pride events have supported the global Pride movement and how human rights components are being added to more established events. In the New York sequence, leaders organize an alternative Pride parade, the Drag March, set up to protest the corporatization of New York Pride. A parade in São Paulo, the world's largest Pride festival, itself includes a completely empty float, meant to symbolize all those lost to HIV and to anti-gay violence.",2010-03-26,2.266,4.4,6,False,False,"[99, 36]"
679895,A Stormy Night,A Stormy Night,en,"When a heavy storm threatens the city of New York, two complete strangers –a cynical documentary filmmaker from Spain and an idealist app programmer– find themselves sharing shelter, questioning each other’s understanding of life, happiness and love.",2020-12-18,2.221,6.6,5,False,False,[18]
212217,Badass Showdown,Badass Showdown,en,"Uber MMA fighter manager Ivy Reed (B-movie action star of the '80s and '90s Cynthia Rothrock) is unique as a woman in a male-dominated field, using a special formula to find her champion fighters. Though her trainer Jimmy doesn't see eye to eye with her, he nevertheless works with her latest crop of ""auditionees,"" Dustin, Connor, Tyler, Hunter and Mason, to see which will have the career making boost of being managed by Ivy. Written by agm.scans.69@comcast.net",2013-04-01,2.517,2.3,6,False,False,[28]
210894,An Affirmative Act,An Affirmative Act,en,"""An Affirmative Act"" is pro-gay marriage film, starring Charles Durning, Eric Etebari, Costas Mandylor, Rachael Robbins, and Blanche Baker, about a lesbian couple where one pretends to be a man in order for the two to get married and equal benefits. A slice of life of a young, professional married couple with their darling baby turns a sharp, dark corner when the pair are arrested and charged with several counts of fraud. The reason: Terry and Samantha Succi aren't the man and woman that they purported to be... Terry and Samantha married under false pretenses, ignoring state law that discriminates against homosexual partners and prohibits them from receiving the same rights and benefits as their straight counterparts.",2010-06-04,2.266,3.0,6,False,False,[]
83439,Silver Road,Silver Road,en,"Lifelong friends Danny and Mark, both seventeen, struggle with the awkwardness of saying goodbye the night before Danny leaves for university in the city. Mark will stay behind to work on his father's farm, hoping someday to buy some land of his own.",2006-12-02,1.331,4.8,13,False,False,[18]
355753,The Summer House,Das Sommerhaus,de,"A haunting portrait of a well-established German family living on the outskirts of Berlin in their ideal world, but are slowly shaken by external influences. It's a subtle portrait of human desire, inner desolation, self-deception and moral decadence.  The Larsens are a picture perfect family from the German upper-middle class. However, the head of the family, Markus, an architect, lives a secret, bisexual double life as his wife Christine and their eleven-year-old daughter Elisabeth drown in unendurable loneliness. Markus realizes that he has a strong yearning for one of his daughter's school friends, Johannes, 12. He succeeds in getting closer to Johannes and binds the boy to himself with ever-increasing intensity. His wife is desperately aware of the emotional distance of her husband, but only her daughter Elizabeth, reacting to the sexually laden atmosphere, sees through the lies and secrets that she instinctively knows to be an growing, disruptive threat to the entire family",2014-04-15,1.728,6.0,13,False,False,[18]
450417,The Ring Thing,The Ring Thing,en,"When Sarah accidentally proposes to her girlfriend in Provincetown, the mixup turns their loving relationship into a minefield of marital exploration.",2017-06-02,3.102,4.1,10,False,False,"[18, 10749, 99]"
262324,Skeletons,Skeletons,en,"A heart attack moves a Pulitzer winning journalist to leave NY for the peace of a small New England town, but he soon finds himself pulled into a case of a man accused of killing his gay lover with the blade of a shovel. Wanting to keep the case quiet, the town turns against the journalist and his family when he begins digging into its secrets, until finally the accused man is found hanging in his cell and the truth comes out about more than just the killing.",1997-04-04,3.043,4.8,7,False,False,"[27, 53, 18, 10770]"
305829,Counselor Week at Camp Liberty,Counselor Week at Camp Liberty,en,"Welcome to Camp Liberty! When newbie camp counselor Andrew, meets camp leader Jack, during orientation, Andrew finds he has more than campfires and weenie roasts on his mind! When Andrew’s attempt to gain Jack's affection fails, he devises a plan that threatens not only a would be summer fling, but Jack himself!",2014-08-20,3.095,4.0,2,True,False,"[35, 10749]"
73976,So Hard to Forget,Como Esquecer,pt,"Julia is a 35-year-old English Literature teacher struggling with depression as she tries to get her life back together again after her long, intense love affair with Antonia. Feeling totally abandoned after she and her enigmatic girlfriend broke up, Julia is thrown into a desperate, painful process. Her life and her values have been tinged with unbearable melancholy and her life's measure seems reduced to out-of-focus fragments of her memories. Her inner turmoil and conflicts hamper a process now made necessary - that of readapting to her new life. It is impossible for her to disguise her pain when she attempts to narrate emotions.",2010-10-15,3.094,5.3,26,False,False,[18]
120128,Clams and Mussels,Almejas y mejillones,es,"Rolondo (Jorge Sanz), a marine biologist who specializes in sexual behavior of the mussels, has rented a house in Tenerife that, to his surprise, when he comes, he discovers inhabited by a beautiful woman, Paula (Leticia Brédice) paradigm for all disorders. Paula is in need of money and convinces Rolondo to accompany her to a poker game, so she can quickly get the money to leave the house and leave him alone with his mussels. Rolondo with the passing hours falls for her, but discovers that Paula likes women ... forcing him to take a drastic decision.",2000-10-27,2.592,6.8,42,False,False,"[35, 10749]"
641040,Miserere,Miserere,es,"It is a sweltering day in Buenos Aires, Miserere square and the railway station are packed. Almost unnoticed, a group of guys prostitute themselves for little money. Their thoughts emerge, deadening the oppressive hustle and bustle of the square and the station. Miserere reveals an invisible problem: the prostitution of needy men in the big Latin American cities.",2019-03-25,2.208,6.0,3,False,False,[99]
48263,I Don't Want to Be a Man,Ich möchte kein Mann sein,de,"A teenage tomboy, tired of being bossed around by her strict guardian, impersonates a man so she can have more fun. She quickly discovers that being the opposite sex isn’t as easy as she had hoped for. What ensues is a gender-bending comedy decades ahead of its time.",1918-10-01,1.692,6.4,37,False,False,"[35, 10749]"
186789,Basketball and Mathematics,Basket et Maths,fr,"What’s a gay boy to do when he’s fallen in love with Cédric, his officially straight best friend? For that in a nutshell is the touching scenario on offer here, only one that gets complicated when the object of Jérôme’s affection seemingly cannot decide which team to bat for, kissing him gay style during their time spent revising maths together, only to rebuke him in school when lessons switch to basketball. Contemplating coming out to his parents and unsure of whether sexually confused Cédric feels the same way about him, life sure isn‘t as easy as doing basketball or mathematics for our boy. Or should that be, being straight or gay",2009-05-31,1.664,6.0,11,False,False,"[18, 10770]"
