make,model,vehicle_year,chassis,extra,vehicle_class,origin_country,built_in,made_for,movie_title,movie_type,movie_year,movie_year_end,vehicle_url,movie_url
DAF,95,1988,FT,ATi Space Cab,Trailer truck (tractor),Netherlands,NA,NA,Le grand ruban,Movie,1990,NA,https://www.imcdb.org/vehicle_730558-DAF-95-FT-1988.html,https://www.imcdb.org/movie_476241-Le-grand-ruban.html
DAF,SB,NA,NA,NA,Single-deck,Netherlands,NA,NA,Peter en de vliegende autobus,Movie,1976,NA,https://www.imcdb.org/vehicle_238869-DAF-SB.html,https://www.imcdb.org/movie_128405-Peter-en-de-vliegende-autobus.html
Daihatsu,Mira Gino,1998,L700,NA,Supermini,Japan,NA,Japan,九個女仔一隻鬼 (Nine Girls and a Ghost),Movie,2002,NA,https://www.imcdb.org/vehicle_1835693-Daihatsu-Mira-Gino-L700-1998.html,https://www.imcdb.org/movie_390305-Gau-goh-lui-zai-yat-jek-gwai.html
Daimler,12 hp,NA,NA,Wagonette Hooper & Co.,Sedan,United Kingdom,NA,NA,Kong Edward gaar til vogns,Documentary,1901,NA,https://www.imcdb.org/vehicle_2061578-Daimler-12-hp.html,https://www.imcdb.org/movie_1693003-Kong-Edward-gaar-til-vogns.html
Daimler,DE27,1947,NA,NA,Limousine,United Kingdom,NA,NA,Limo,Short Movie,2023,NA,https://www.imcdb.org/vehicle_2006969-Daimler-DE27-1947.html,https://www.imcdb.org/movie_28478966-Limo.html
Damon,Daybreak,1997,NA,3210,Class A Motorhome,USA (United States of America),NA,NA,Katie Fforde: Familie auf Bewährung,Movie made for TV,2018,NA,https://www.imcdb.org/vehicle_1202845-Damon-Daybreak-1997.html,https://www.imcdb.org/movie_7271858-Katie-Fforde--Familie-auf-Bew%C3%A4hrung.html
Darracq,10/12 Type O,1904,NA,Roadster,Convertible,France,NA,NA,Genevieve,Movie,1953,NA,https://www.imcdb.org/vehicle_65612-Darracq-10-12-Type-O-1904.html,https://www.imcdb.org/movie_45808-Genevieve.html
Datsun,220C,1971,Q230,Diesel Taxi,Sedan,Japan,NA,Hong Kong (1932+),不准掉頭 (No U-Turn),Movie,1981,NA,https://www.imcdb.org/vehicle_1563209-Datsun-220C-Q230-1971.html,https://www.imcdb.org/movie_185205-But-jun-diu-tau.html
DC Design,Taarzan,2004,NA,NA,Proto / Concept,India,NA,NA,Taarzan: The Wonder Car,Movie,2004,NA,https://www.imcdb.org/vehicle_1353479-DC-Design-Taarzan-2004.html,https://www.imcdb.org/movie_435437-Taarzan--The-Wonder-Car.html
De Lorean,DMC 12,1981,NA,Customized as 'Coyote X',Coupé,USA (United States of America),United Kingdom,NA,Hardcastle and McCormick,TV Series,1983,1986,https://www.imcdb.org/vehicle_345587-De-Lorean-DMC-12-1981.html,https://www.imcdb.org/movie_85029-Hardcastle-and-McCormick.html
De Lorean,DMC 12,1981,NA,NA,Coupé,USA (United States of America),United Kingdom,NA,DeLorean,Documentary,1981,NA,https://www.imcdb.org/vehicle_583436-De-Lorean-DMC-12-1981.html,https://www.imcdb.org/movie_352278-DeLorean.html
De Lorean,DMC 12,1981,NA,NA,Coupé,USA (United States of America),United Kingdom,NA,Back to the Future,Animation Series,1991,1992,https://www.imcdb.org/vehicle_856028-De-Lorean-DMC-12-1981.html,https://www.imcdb.org/movie_101042-Back-to-the-Future.html
De Lorean,DMC 12,1982,NA,NA,Coupé,USA (United States of America),United Kingdom,NA,Back to the Future,Movie,1985,NA,https://www.imcdb.org/vehicle_2059-De-Lorean-DMC-12-1982.html,https://www.imcdb.org/movie_88763-Back-to-the-Future.html
De Lorean,DMC 12,1982,NA,NA,Coupé,USA (United States of America),United Kingdom,NA,Back to the Future Part II,Movie,1989,NA,https://www.imcdb.org/vehicle_2966-De-Lorean-DMC-12-1982.html,https://www.imcdb.org/movie_96874-Back-to-the-Future-Part-II.html
De Lorean,DMC 12,1982,NA,NA,Coupé,USA (United States of America),United Kingdom,NA,Back to the Future Part III,Movie,1990,NA,https://www.imcdb.org/vehicle_2967-De-Lorean-DMC-12-1982.html,https://www.imcdb.org/movie_99088-Back-to-the-Future-Part-III.html
De Soto,Diplomat,1951,SP-23,Four-Door Sedan,Sedan,USA (United States of America),NA,NA,Şoför Nebahat,Movie,1970,NA,https://www.imcdb.org/vehicle_1522263-De-Soto-Diplomat-SP-23-1951.html,https://www.imcdb.org/movie_460000-%C5%9Eof%C3%B6r-Nebahat.html
Delahaye,135 M,1937,NA,Compétition Court Roadster Guillore,Convertible,France,NA,NA,Maigret,TV Series,1960,1963,https://www.imcdb.org/vehicle_2019091-Delahaye-135-M-1937.html,https://www.imcdb.org/movie_159178-Maigret.html
Delahaye,135 S,1936,47188,Roadster,Racecar,France,NA,United Kingdom of Great Britain and Northern Ireland,The Gentleman's Wager II,Short Movie,2015,NA,https://www.imcdb.org/vehicle_1241734-Delahaye-135-S-47188-1936.html,https://www.imcdb.org/movie_6314246-The-Gentleman-s-Wager-II.html
Dennis,Dart SLF,1996,NA,NA,Single-deck,United Kingdom,NA,NA,Gibberish,Short Movie,2011,NA,https://www.imcdb.org/vehicle_1652608-Dennis-Dart-SLF-1996.html,https://www.imcdb.org/movie_2099621-Gibberish.html
Dennis,Trident III,2001,NA,10.6M Alexander ALX500,Double-deck,United Kingdom,NA,Hong Kong (1932+),8號巴士站站情 (No.8 Bus),TV Series,2004,NA,https://www.imcdb.org/vehicle_1666317-Dennis-Trident-III-2001.html,https://www.imcdb.org/movie_1004523036-Baat-hou-ba-si-jaam-jaam-ching.html
Devrim,Replica,2008,NA,NA,Sedan,Türkiye,NA,NA,Devrim arabalari,Movie,2008,NA,https://www.imcdb.org/vehicle_368008-Devrim-Replica-2008.html,https://www.imcdb.org/movie_1282139-Devrim-arabalari.html
DINA,682 T,NA,NA,NA,Trailer truck (tractor),Italy,Mexico,Mexico (1952+),Los Desenfrenados,Movie,1960,NA,https://www.imcdb.org/vehicle_830219-DINA-682-T.html,https://www.imcdb.org/movie_235338-Los-Desenfrenados.html
Divco,15,NA,NA,NA,Van / MPV,USA (United States of America),NA,NA,The Milkman,Movie,1950,NA,https://www.imcdb.org/vehicle_275950-Divco-15.html,https://www.imcdb.org/movie_42733-The-Milkman.html
Dodge,100 Series,1955,NA,'Parrot Nose',Simple truck,United Kingdom,NA,NA,Hell Drivers,Movie,1957,NA,https://www.imcdb.org/vehicle_98689-Dodge-100-Series-1955.html,https://www.imcdb.org/movie_51713-Hell-Drivers.html
Dodge,Alpine,1979,C6,NA,Hatchback,France,Colombia,Colombia (1952+),El taxista millonario,Movie,1979,NA,https://www.imcdb.org/vehicle_929833-Dodge-Alpine-C6-1979.html,https://www.imcdb.org/movie_196144-El-taxista-millonario.html
Dodge,Aries K,1988,NA,NA,Sedan,USA (United States of America),NA,NA,'88 Dodge Aries,Short Movie,2002,NA,https://www.imcdb.org/vehicle_567656-Dodge-Aries-K-1988.html,https://www.imcdb.org/movie_412259--88-Dodge-Aries.html
Dodge,Aspen,1980,NA,NA,Coupé,USA (United States of America),NA,NA,Metronomy: Hang Me Out To Dry (with Robyn),Music Video,2016,NA,https://www.imcdb.org/vehicle_1307800-Dodge-Aspen-1980.html,https://www.imcdb.org/movie_1004520814-Metronomy--Hang-Me-Out-To-Dry-%28with-Robyn%29.html
Dodge,C-3,1955,NA,NA,Custom,USA (United States of America),NA,NA,Monster Trucks,Movie,2016,NA,https://www.imcdb.org/vehicle_920524-Dodge-C-3-1955.html,https://www.imcdb.org/movie_3095734-Monster-Trucks.html
Dodge,Challenger,1972,NA,NA,Coupé,USA (United States of America),NA,NA,Fast & Furious: Spy Racers,Animation Series,2019,2021,https://www.imcdb.org/vehicle_1272700-Dodge-Challenger-1972.html,https://www.imcdb.org/movie_8322592-Fast-%26-Furious--Spy-Racers.html
Dodge,Challenger,1972,NA,NA,Coupé,USA (United States of America),NA,NA,Primal Scream: Kowalski,Music Video,1997,NA,https://www.imcdb.org/vehicle_2002782-Dodge-Challenger-1972.html,https://www.imcdb.org/movie_15709890-Primal-Scream--Kowalski.html
Dodge,Challenger R/T,1970,NA,NA,Coupé,USA (United States of America),NA,NA,Vanishing Point,Movie,1971,NA,https://www.imcdb.org/vehicle_2067-Dodge-Challenger-R-T-1970.html,https://www.imcdb.org/movie_67927-Vanishing-Point.html
Dodge,Charger,1969,NA,NA,Coupé,USA (United States of America),NA,NA,The Dukes of Hazzard,Movie,2005,NA,https://www.imcdb.org/vehicle_10539-Dodge-Charger-1969.html,https://www.imcdb.org/movie_377818-The-Dukes-of-Hazzard.html
Dodge,Charger,1969,NA,NA,Coupé,USA (United States of America),NA,NA,The Dukes of Hazzard: The Beginning,Movie made for TV,2007,NA,https://www.imcdb.org/vehicle_91619-Dodge-Charger-1969.html,https://www.imcdb.org/movie_800328-The-Dukes-of-Hazzard--The-Beginning.html
Dodge,Charger,1969,NA,NA,Coupé,USA (United States of America),NA,NA,The Dukes of Hazzard: Hazzard in Hollywood,Movie made for TV,2000,NA,https://www.imcdb.org/vehicle_93302-Dodge-Charger-1969.html,https://www.imcdb.org/movie_225573-The-Dukes-of-Hazzard--Hazzard-in-Hollywood.html
Dodge,Charger,1969,NA,NA,Coupé,USA (United States of America),NA,NA,The Gladiator,Movie made for TV,1986,NA,https://www.imcdb.org/vehicle_386081-Dodge-Charger-1969.html,https://www.imcdb.org/movie_91121-The-Gladiator.html
Dodge,Charger,1971,NA,NA,Coupé,USA (United States of America),NA,NA,Super Bitchin' Muscle Car,Short Movie,2004,NA,https://www.imcdb.org/vehicle_1737044-Dodge-Charger-1971.html,https://www.imcdb.org/movie_406244-Super-Bitchin--Muscle-Car.html
Dodge,Charger,1974,NA,NA,Custom,USA (United States of America),NA,NA,Wheels of Terror,Movie made for TV,1990,NA,https://www.imcdb.org/vehicle_14167-Dodge-Charger-1974.html,https://www.imcdb.org/movie_100917-Wheels-of-Terror.html
Dodge,Charger R/T,1968,NA,NA,Coupé,USA (United States of America),NA,NA,Tamino - Fascination,Music Video,2022,NA,https://www.imcdb.org/vehicle_1785800-Dodge-Charger-R-T-1968.html,https://www.imcdb.org/movie_1004523832-Tamino-Fascination.html
Dodge,Charger R/T,1969,NA,'General Lee',Coupé,USA (United States of America),NA,NA,The Dukes of Hazzard,TV Series,1979,1985,https://www.imcdb.org/vehicle_2071-Dodge-Charger-R-T-1969.html,https://www.imcdb.org/movie_78607-The-Dukes-of-Hazzard.html
Dodge,Charger R/T,1969,NA,NA,Coupé,USA (United States of America),NA,NA,The Dukes of Hazzard: Reunion!,Movie made for TV,1997,NA,https://www.imcdb.org/vehicle_598123-Dodge-Charger-R-T-1969.html,https://www.imcdb.org/movie_119025-The-Dukes-of-Hazzard--Reunion%21.html
Dodge,Charger R/T,1969,NA,NA,Coupé,USA (United States of America),NA,NA,The Dukes,Animation Series,1983,NA,https://www.imcdb.org/vehicle_754566-Dodge-Charger-R-T-1969.html,https://www.imcdb.org/movie_85010-The-Dukes.html
Dodge,Charger R/T,1971,NA,NA,Coupé,USA (United States of America),Brazil,Brazil,Roberto Carlos a 300 Quilômetros Por Hora,Movie,1971,NA,https://www.imcdb.org/vehicle_295757-Dodge-Charger-R-T-1971.html,https://www.imcdb.org/movie_254060-Roberto-Carlos-a-300-Quil%C3%B4metros-Por-Hora.html
Dodge,Charger SRT Hellcat,2021,LD,Redeye Widebody,Sedan,USA (United States of America),Canada,NA,Sexyy Red: Hellcats SRTs,Music Video,2023,NA,https://www.imcdb.org/vehicle_2050570-Dodge-Charger-SRT-Hellcat-LD-2021.html,https://www.imcdb.org/movie_29225015-Sexyy-Red--Hellcats-SRTs.html
Dodge,Coronet,1957,NA,NA,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_335324-Dodge-Coronet-1957.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Dodge,Coronet,1958,NA,NA,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_335371-Dodge-Coronet-1958.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Dodge,Coronet,1959,NA,NA,Sedan,USA (United States of America),NA,NA,Highway Patrol,TV Series,1955,1959,https://www.imcdb.org/vehicle_335419-Dodge-Coronet-1959.html,https://www.imcdb.org/movie_47739-Highway-Patrol.html
Dodge,D-300,1972,AD,Conventional Cab,Fire truck,USA (United States of America),NA,NA,Emergency!,TV Series,1972,1978,https://www.imcdb.org/vehicle_132446-Dodge-D-300-AD-1972.html,https://www.imcdb.org/movie_68067-Emergency%21.html
Dodge,D-400,1968,NA,Armored Truck,Simple truck,USA (United States of America),NA,NA,My Boys Are Good Boys,Movie,1978,NA,https://www.imcdb.org/vehicle_1246724-Dodge-D-400-1968.html,https://www.imcdb.org/movie_77962-My-Boys-Are-Good-Boys.html
Dodge,D-60 L 12,1943,T-110,GS,Simple truck,USA (United States of America),Canada,France,Le salaire de la peur,Movie,1953,NA,https://www.imcdb.org/vehicle_6554-Dodge-D-60-L-12-T-110-1943.html,https://www.imcdb.org/movie_46268-Le-salaire-de-la-peur.html
Dodge,Dodge Van,1980,B-300,Maxivan,Van / MPV,USA (United States of America),Canada,Norway,Lange flate ballær,Movie,2006,NA,https://www.imcdb.org/vehicle_227667-Dodge-Dodge-Van-B-300-1980.html,https://www.imcdb.org/movie_807716-Lange-flate-ball%C3%A6r.html
Dodge,Kingsway,1951,D-40,Four-Door Sedan,Sedan,USA (United States of America),NA,NA,Soför Nebahat,Movie,1960,NA,https://www.imcdb.org/vehicle_1522258-Dodge-Kingsway-D-40-1951.html,https://www.imcdb.org/movie_369948-Sof%C3%B6r-Nebahat.html
Dodge,M4S Turbo Interceptor,1981,NA,NA,Proto / Concept,USA (United States of America),NA,NA,The Wraith,Movie,1986,NA,https://www.imcdb.org/vehicle_4113-Dodge-M4S-Turbo-Interceptor-1981.html,https://www.imcdb.org/movie_92240-The-Wraith.html
Dodge,Monaco,1974,NA,NA,Sedan,USA (United States of America),NA,NA,The Blues Brothers,Movie,1980,NA,https://www.imcdb.org/vehicle_2078-Dodge-Monaco-1974.html,https://www.imcdb.org/movie_80455-The-Blues-Brothers.html
Dodge,Neon,2005,PL,SXT,Sedan,USA (United States of America),NA,NA,Rising Fear,Movie,2016,NA,https://www.imcdb.org/vehicle_1260687-Dodge-Neon-PL-2005.html,https://www.imcdb.org/movie_3006588-Rising-Fear.html
Dodge,Polara,1973,NA,NA,Sedan,USA (United States of America),NA,NA,The Sugarland Express,Movie,1974,NA,https://www.imcdb.org/vehicle_78136-Dodge-Polara-1973.html,https://www.imcdb.org/movie_72226-The-Sugarland-Express.html
Dodge,Polara,1974,NA,RT,Coupé,Argentina,NA,NA,Babasónicos: Desfachatados,Music Video,1999,NA,https://www.imcdb.org/vehicle_928936-Dodge-Polara-1974.html,https://www.imcdb.org/movie_1004517303-Babas%C3%B3nicos--Desfachatados.html
Dodge,Ram,1981,NA,NA,Pick-up,USA (United States of America),NA,NA,Ruby Jean and Joe,Movie made for TV,1996,NA,https://www.imcdb.org/vehicle_756809-Dodge-Ram-1981.html,https://www.imcdb.org/movie_117522-Ruby-Jean-and-Joe.html
Dodge,Ram,1981,D-350,Dually,Pick-up,USA (United States of America),NA,NA,A Friday Night Date,Movie made for TV,2000,NA,https://www.imcdb.org/vehicle_4911-Dodge-Ram-D-350-1981.html,https://www.imcdb.org/movie_250390-A-Friday-Night-Date.html
Dodge,Ram,1995,BE,Club Cab SLT Laramie 4x4,Pick-up,USA (United States of America),NA,NA,Twister,Movie,1996,NA,https://www.imcdb.org/vehicle_2082-Dodge-Ram-BE-1995.html,https://www.imcdb.org/movie_117998-Twister.html
Dodge,Ram,2002,NA,1500 Quad Cab,Pick-up,USA (United States of America),NA,NA,Death Race,Movie,2008,NA,https://www.imcdb.org/vehicle_183298-Dodge-Ram-2002.html,https://www.imcdb.org/movie_452608-Death-Race.html
Dodge,Ram Van,1983,NA,Bob's Van Shop Inc.,Van / MPV,USA (United States of America),Canada,NA,KBV - Keine besonderen Vorkommnisse,TV Series,2021,NA,https://www.imcdb.org/vehicle_1720376-Dodge-Ram-Van-1983.html,https://www.imcdb.org/movie_13959642-KBV-Keine-besonderen-Vorkommnisse.html
Dodge,Tradesman,1974,NA,NA,Van / MPV,USA (United States of America),NA,NA,The Van,Movie,1977,NA,https://www.imcdb.org/vehicle_141807-Dodge-Tradesman-1974.html,https://www.imcdb.org/movie_75378-The-Van.html
Dodge,Tradesman,1974,NA,NA,Van / MPV,USA (United States of America),NA,NA,Death Car on the Freeway,Movie made for TV,1979,NA,https://www.imcdb.org/vehicle_311155-Dodge-Tradesman-1974.html,https://www.imcdb.org/movie_80601-Death-Car-on-the-Freeway.html
Dodge,Viper GTS,1996,SR II,NA,Coupé,USA (United States of America),NA,NA,Viper,TV Series,1994,1999,https://www.imcdb.org/vehicle_748828-Dodge-Viper-GTS-SR-II-1996.html,https://www.imcdb.org/movie_108983-Viper.html
Dodge,Viper RT/10,1992,SR I,NA,Convertible,USA (United States of America),NA,NA,Viper,TV Series,1994,1999,https://www.imcdb.org/vehicle_275183-Dodge-Viper-RT-10-SR-I-1992.html,https://www.imcdb.org/movie_108983-Viper.html
Dodge,Viper RT/10,1993,SR I,'Defender',Coupé,USA (United States of America),NA,NA,Viper,TV Series,1994,1999,https://www.imcdb.org/vehicle_2829-Dodge-Viper-RT-10-SR-I-1993.html,https://www.imcdb.org/movie_108983-Viper.html
Dodge Brothers,NA,NA,NA,NA,Single-deck,USA (United States of America),NA,NA,Gai dimanche!,Short Movie,1935,NA,https://www.imcdb.org/vehicle_790474-Dodge-Brothers.html,https://www.imcdb.org/movie_26394-Gai-dimanche%21.html
Dome,F110,NA,NA,NA,Racecar,Japan,NA,NA,オーバーテイク！ (Overtake!),Animation Series,2023,NA,https://www.imcdb.org/vehicle_1831520-Dome-F110.html,https://www.imcdb.org/movie_27679458-%C3%94b%C3%A2teiku%21.html
Dresser,TD-20 E,NA,NA,NA,Construction & Engineering vehicle,USA (United States of America),NA,NA,Crawler,Movie,2009,NA,https://www.imcdb.org/vehicle_2106250-Dresser-TD-20-E.html,https://www.imcdb.org/movie_1471153-Crawler.html
Ducati,900 SS,1976,NA,NA,Road,Italy,NA,NA,The Italian Machine,Movie made for TV,1976,NA,https://www.imcdb.org/vehicle_497003-Ducati-900-SS-1976.html,https://www.imcdb.org/movie_1154746-The-Italian-Machine.html
Elleham,330 cc,1908,NA,NA,Road,Denmark,NA,NA,Motorcyklisten (The Non-stop Motor Bicycle),Short Movie,1908,NA,https://www.imcdb.org/vehicle_1891965-Elleham-330-cc-1908.html,https://www.imcdb.org/movie_2311452-Motorcycle.html
Elswick,Envoy,1986,NA,NA,Microcar,United Kingdom,NA,NA,Elegy for the Elswick Envoy,Documentary,2007,NA,https://www.imcdb.org/vehicle_1519681-Elswick-Envoy-1986.html,https://www.imcdb.org/movie_1020764-Elegy-for-the-Elswick-Envoy.html
Eltramco,Ramses III,NA,NA,NA,Sedan,Egypt,NA,NA,Ramses the Car,Documentary,2008,NA,https://www.imcdb.org/vehicle_1344493-Eltramco-Ramses-III.html,https://www.imcdb.org/movie_5602808-Ramses-the-Car.html
Elva,Mk.6 Maserati,1962,NA,NA,Racecar,United Kingdom,NA,NA,Viva Las Vegas,Movie,1964,NA,https://www.imcdb.org/vehicle_11461-Elva-Mk6-Maserati-1962.html,https://www.imcdb.org/movie_58725-Viva-Las-Vegas.html
ERF,B-Series,1983,NA,with Jennings Coachworks sleeper conversion,Trailer truck (tractor),United Kingdom,NA,NA,Truckers,TV Series,1987,NA,https://www.imcdb.org/vehicle_871979-ERF-B-Series-1983.html,https://www.imcdb.org/movie_272416-Truckers.html
Essex,Terraplane,1932,NA,Four Door Sedan,Sedan,USA (United States of America),NA,NA,Let's Go Terraplaning,Short Movie,1932,NA,https://www.imcdb.org/vehicle_611707-Essex-Terraplane-1932.html,https://www.imcdb.org/movie_1004514396-Let-s-Go-Terraplaning.html
Evans,S3,NA,NA,Kit car,Coupé,United Kingdom,NA,NA,Bandit: Bandit Bandit,Movie made for TV,1994,NA,https://www.imcdb.org/vehicle_176839-Evans-S3.html,https://www.imcdb.org/movie_109207-Bandit--Bandit-Bandit.html
Fageol,Safety Coach,1928,NA,NA,Single-deck,USA (United States of America),NA,NA,In Search of America,Movie made for TV,1971,NA,https://www.imcdb.org/vehicle_2021759-Fageol-Safety-Coach-1928.html,https://www.imcdb.org/movie_65885-In-Search-of-America.html
FAMSA,Serie SF,NA,NA,NA,Trailer truck (tractor),USA (United States of America),Mexico,NA,El cafre,Movie,1986,NA,https://www.imcdb.org/vehicle_685762-FAMSA-Serie-SF.html,https://www.imcdb.org/movie_88872-El-cafre.html
FAW,Dongfeng CA71,1958,NA,NA,Sedan,China,NA,NA,Dongfeng,Movie,1958,NA,https://www.imcdb.org/vehicle_1778692-FAW-Dongfeng-CA71-1958.html,https://www.imcdb.org/movie_27522176-Dongfeng.html
FAW-Audi,A6 C5,2002,Typ 4B,NA,Sedan,Germany,China,China (People's Republic of China),Jiang cheng xia ri,Movie,2006,NA,https://www.imcdb.org/vehicle_585121-FAW-Audi-A6-Typ-4B-2002.html,https://www.imcdb.org/movie_810954-Jiang-cheng-xia-ri.html
Ferrari,250 GT Berlinetta,1956,0539GT,LWB Scaglietti 'Tour de France',Racecar,Italy,NA,NA,Délit de fuite,Movie,1959,NA,https://www.imcdb.org/vehicle_1680272-Ferrari-250-GT-Berlinetta-0539GT-1956.html,https://www.imcdb.org/movie_136787-D%C3%A9lit-de-fuite.html
Ferrari,250 GTO Replica,1965,NA,NA,Coupé,Italy,NA,NA,ラスト・ラン　愛と裏切りの百億円　疾走!フェラーリ250GTO (Rasuto ran: Ai to uragiri no hyaku-oku en - shissô Ferrari 250 GTO),Movie made for TV,1992,NA,https://www.imcdb.org/vehicle_1710083-Ferrari-250-GTO-Replica-1965.html,https://www.imcdb.org/movie_304318-Rasuto-ran--Ai-to-uragiri-no-hyaku-oku-en-shiss%C3%B4-Ferrari-250-GTO.html
Ferrari,308 GTS,1979,NA,NA,Convertible,Italy,NA,United States of America,"Magnum, P.I.",TV Series,1980,1988,https://www.imcdb.org/vehicle_279743-Ferrari-308-GTS-1979.html,https://www.imcdb.org/movie_80240-Magnum%2C-PI.html
Ferrari,308 GTSi,1981,NA,NA,Coupé,Italy,NA,United States of America,"Magnum, P.I.",TV Series,1980,1988,https://www.imcdb.org/vehicle_2093-Ferrari-308-GTSi-1981.html,https://www.imcdb.org/movie_80240-Magnum%2C-PI.html
Ferrari,308 QV GTSi,1984,NA,NA,Convertible,Italy,NA,United States of America,"Magnum, P.I.",TV Series,1980,1988,https://www.imcdb.org/vehicle_496371-Ferrari-308-QV-GTSi-1984.html,https://www.imcdb.org/movie_80240-Magnum%2C-PI.html
Ferrari,335 S Replica,NA,NA,Spyder as 0646,Convertible,Italy,NA,NA,Ferrari,Movie,2023,NA,https://www.imcdb.org/vehicle_1834911-Ferrari-335-S-Replica.html,https://www.imcdb.org/movie_3758542-Ferrari.html
Ferrari,348 tb,1989,NA,NA,Coupé,Italy,NA,NA,Ferrari 348 tb,Documentary,1989,NA,https://www.imcdb.org/vehicle_553464-Ferrari-348-tb-1989.html,https://www.imcdb.org/movie_1004513748-Ferrari-348-tb.html
Ferrari,360 Modena,2000,NA,NA,Coupé,Italy,NA,NA,फेरारी की सवारी (Ferrari Ki Sawaari),Movie,2012,NA,https://www.imcdb.org/vehicle_2052921-Ferrari-360-Modena-2000.html,https://www.imcdb.org/movie_2122340-Ferrari-Ki-Sawaari.html
Ferrari,456 GT,1993,NA,NA,Coupé,Italy,NA,NA,Une Ferrari pour deux,Movie made for TV,2002,NA,https://www.imcdb.org/vehicle_10176-Ferrari-456-GT-1993.html,https://www.imcdb.org/movie_327214-Une-Ferrari-pour-deux.html
Ferrari,512 TR,1992,NA,NA,Coupé,Italy,NA,NA,Kavinsky: Testarossa Autodrive,Music Video,2006,NA,https://www.imcdb.org/vehicle_456992-Ferrari-512-TR-1992.html,https://www.imcdb.org/movie_15225658-Kavinsky--Testarossa-Autodrive.html
Ferrari,California,2011,F149,NA,Convertible,Italy,NA,NA,Una Ferrari per due,Movie made for TV,2014,NA,https://www.imcdb.org/vehicle_1008071-Ferrari-California-F149-2011.html,https://www.imcdb.org/movie_3242508-Una-Ferrari-per-due.html
Fiat,1100 BLT,1948,NA,NA,Sedan,Italy,NA,NA,Peccato che sia una canaglia,Movie,1954,NA,https://www.imcdb.org/vehicle_299709-Fiat-1100-BLT-1948.html,https://www.imcdb.org/movie_48475-Peccato-che-sia-una-canaglia.html
Fiat,1100 Super Select,1963,103D,'Basanti',Sedan,Italy,India,India (1947+),खुद्दार (Khuddar),Movie,1982,NA,https://www.imcdb.org/vehicle_1304102-Fiat-1100-Super-Select-103D-1963.html,https://www.imcdb.org/movie_84199-Khuddar.html
Fiat,316.8.13,1981,NA,Menarini C13,Single-deck,Italy,NA,NA,Innamorato pazzo,Movie,1981,NA,https://www.imcdb.org/vehicle_181099-Fiat-316813-1981.html,https://www.imcdb.org/movie_82562-Innamorato-pazzo.html
Fiat,500,2017,312,Anniversario,Supermini,Italy,Poland,NA,See you in the future,Short Movie,2017,NA,https://www.imcdb.org/vehicle_2013671-Fiat-500-312-2017.html,https://www.imcdb.org/movie_1004525798-See-you-in-the-future.html
Fiat,500 L,1970,110F/L,NA,Supermini,Italy,NA,NA,It's the life! - L'auto stop,Short Movie,1991,NA,https://www.imcdb.org/vehicle_1063172-Fiat-500-L-110F-L-1970.html,https://www.imcdb.org/movie_407897-It-s-the-life%21-L-auto-stop.html
Fiat,500 L,1972,110F/L,NA,Supermini,Italy,NA,United Kingdom of Great Britain and Northern Ireland,Lush: 500 (Shake Baby Shake),Music Video,1996,NA,https://www.imcdb.org/vehicle_149775-Fiat-500-L-110F-L-1972.html,https://www.imcdb.org/movie_1004509269-Lush--500-%28Shake-Baby-Shake%29.html
Fiat,500L,2013,330,1.3 Multijet Lounge,Van / MPV,Italy,Serbia,NA,Car Share,TV Series,2015,2018,https://www.imcdb.org/vehicle_1007014-Fiat-500L-330-2013.html,https://www.imcdb.org/movie_4635922-Car-Share.html
Fiat,600,1958,100,Custom-made Spider,Convertible,Italy,NA,NA,Calle P.,Movie,1965,NA,https://www.imcdb.org/vehicle_290655-Fiat-600-100-1958.html,https://www.imcdb.org/movie_59009-Calle-P.html
Fiat,682 N3,1962,NA,NA,Simple truck,Italy,NA,NA,La lepre e la tartaruga,Short Movie,1966,NA,https://www.imcdb.org/vehicle_1110577-Fiat-682-N3-1962.html,https://www.imcdb.org/movie_290897-La-lepre-e-la-tartaruga.html
Fiat,850 Sport Spider,1968,100GS,NA,Convertible,Italy,NA,NA,L'automobile,Movie made for TV,1971,NA,https://www.imcdb.org/vehicle_595541-Fiat-850-Sport-Spider-100GS-1968.html,https://www.imcdb.org/movie_237011-L-automobile.html
Fiat,Argenta 1a serie,1981,132C.3,2000 i.e.,Sedan,Italy,NA,NA,Il paramedico,Movie,1982,NA,https://www.imcdb.org/vehicle_392587-Fiat-Argenta-132C3-1981.html,https://www.imcdb.org/movie_84471-Il-paramedico.html
Fiat,Ducato 1a serie,1985,280,NA,Chassis Cab,Italy,NA,NA,Sve džaba,Movie,2006,NA,https://www.imcdb.org/vehicle_1184527-Fiat-Ducato-280-1985.html,https://www.imcdb.org/movie_833540-Sve-d%C5%BEaba.html
Fiat,Ducato 2a serie,1994,230,NA,Ambulance,Italy,NA,NA,Hitna pomoć,Movie,2009,NA,https://www.imcdb.org/vehicle_1197630-Fiat-Ducato-230-1994.html,https://www.imcdb.org/movie_1166101-Hitna-pomo%C4%87.html
