game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
62709,"There&rsquo;s no time to lose&hellip; so grab some clues! Can you get the other players to guess the word KANGAROO? You can&rsquo;t talk or act&mdash; but you can find, grab and play just the right clues from 120 descriptive tiles as everyone shouts out their guesses. You play living, wild, and tall. Is it a Redwood? A giraffe? A basketball player? Nope. Keep playing tiles like furry, brown and bouncy. Once another player yells out KANGAROO, try a new word before time runs out! That&rsquo;s the funny, noisy, unique, entertaining, magical, fast-moving fun of FUNGLISH!&#10;&#10;The word-guessing game that lets you express it and guess it with piles of tiles!&#10;&#10;",//cf.geekdo-images.com/images/pic1836808.jpg,99,0,12,3,0,Funglish,0,//cf.geekdo-images.com/images/pic1836808_t.jpg,2009,NA,Word Game,NA,(Uncredited),NA,NA,NA,Hasbro,5.65755,257
62809,"Explore far-away planets.  Discover what resources and surprises they hold. Be the first to set foot on a new planet and claim it as your own. Collect resources to gain fortune and fame. All of this comes courtesy of: the Jump Gate.&#10;&#10;Players are spaceship captains that are competing to be the best at claiming new planets and collecting the resources found at those planets.  Points are scored at the end of the game based on the number of planets they scanned and claimed, and their combination of resources collected.  Each type of resource has a different method for being scored -- so, collecting sets of the same resource is encouraged ... and disrupting other players&rsquo; collection plans is good strategy.&#10;&#10;Gameplay Summary (1st &amp; 2nd Editions)&#10;Eight planets are set in a circle around the Jump Gate and Black Hole Boards.  Resource cards are distributed:  1 face-up to each player, 1 face-up to each planet, and the rest are distributed face-down amongst the planets.&#10;&#10;Players are each given 5 NavComp cards and the rest of the NavComp cards are set as a draw deck in the middle of the table.  Each NavComp card contains 2 codes (used to take some of the standard actions) and possibly a special action.&#10;&#10;Players take turns around the table.  On a player's turn, he/she takes 2 actions in any order, and may select from the following actions:  Research (refill hand), Fly (move to neighboring planet), Jump (use the Jump Gate to move to another Planet), Scan (reveal a resource at a planet), Land &amp; Claim (claim a planet and reveal all resources there), Harvest (collect a resource), and Special Action.  Special actions include being able to scan a far-away planet, harvest extra resources, swap locations with another player, etc.&#10;&#10;When players &quot;Jump&quot;, they add one of their markers to the Jump Gate Board.  The player with the most markers on the Jump Gate Board at the end of the game gains an extra 5 points.  If a player collects a Resource that has a &quot;Black Hole&quot; icon on it, a marker is added to the Black Hole Board.  If too many markers get added to that board, the game ends and the player with the most markers on the Black Hole Board loses some of his/her collected Resources.  The game can also end when all non-Black-Hole Resources have been collected from all of the planets.&#10;&#10;Scoring is done at the end of the game, and players are awarded points for Scanning and Claiming Planets, as well as for the combination of Resources they had collected.  Each type of Resource has a different method for scoring -- but all encourage a player to collect as much of that Resource as possible.  The player with the most total points is the winner.&#10;&#10;3rd Edition Gameplay Changes&#10;The 3rd Edition, published in a smaller box with artwork and player component updates, also included a number of design changes:&#10;&#10;    Max. Players is reduced to 5&#10;    New &quot;Sand&quot; resource replaces the &quot;Nothing&quot; cards from earlier editions&#10;    Setup changes include giving players two or three hidden resource cards (as opposed to a single face-up card) and not every resource getting used in the game&#10;    In-game changes include cleaner, more thematic scanning and harvesting rules&#10;    The Black Hole only has 7 marker spaces on it, and triggering the end game via the Black Hole results in the player with the most markers on the Black Hole losing their hidden resources they received during setup instead of randomly-chosen resources&#10;    No points are scored for scanning or the Jump Gate ... only the resources collected and Planets claimed&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic864385.jpg,6,45,12,2,45,Jump Gate,45,//cf.geekdo-images.com/images/pic864385_t.jpg,2010,"Josh Cappel,Ariel Seoane,Gary Simpson,Scott Slomiany,Matt Worden","Card Game,Science Fiction,Space Exploration",NA,Matt Worden,NA,NA,"Hand Management,Modular Board,Set Collection","The Game Crafter, LLC,Matt Worden Games",6.34489,140
62814,"A dexterity dice game consisting of four sets of colored dice one either slides, rolls, or flicks down a stepped surface. Usually one slides the die for better accuracy. After each person has slid their 4 dice, points are scored. You score the die roll times a multiplier of either 1&times;, 2&times;, 3&times;, or 4&times; depending on which area of the board the die is on. (Dice which land in the 0&times; region are immediately removed from play.) High scoring rolls are targets for opponents. Four rounds are played and the player with the most points win.&#10;&#10;Tumblin-Dice is the original and largest version of the game.&#10;&#10;Tumblin-Dice Jr. is the &quot;travel&quot; version.&#10;&#10;Tumblin-Dice Medium is smaller than the original game, but larger than the Jr version.&#10;&#10;",//cf.geekdo-images.com/images/pic567146.jpg,6,15,6,2,15,Tumblin-Dice Medium,15,//cf.geekdo-images.com/images/pic567146_t.jpg,2008,NA,"Action / Dexterity,Dice",NA,Randy Nash,NA,Finger Flicking Games,Dice Rolling,Ferti,7.18315,108
62853,"JAB is a skill-centric strategic boxing card game. In JAB, you get direct control over your boxer's fists, providing an experience as close as possible to real boxing without getting punched in the face. JAB is played in real-time, meaning there are no turns.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Winning the game&#10;&#10;To win the game, get a knockout by throwing staggering haymakers at your opponent until he eats canvas, or strategically win more rounds than your opponent by impressing the judges with your beautiful technique.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;How is JAB different?&#10;&#10;JAB attempts to innovate the real-time genre by challenging a player to be constantly making decisions, rather than simply recognizing patterns or performing calculations. The game also measures your ability to calmly manage your focus in a chaotic situation.&#10;&#10;",//cf.geekdo-images.com/images/pic1094082.jpg,2,15,10,2,15,JAB: Realtime Boxing,15,//cf.geekdo-images.com/images/pic1094082_t.jpg,2011,Gavan Brown,"Card Game,Fighting,Real-time,Sports",NA,Gavan Brown,NA,"Games by the Game Artisans of Canada,Sports: Boxing,Sports: Combat Sports / Martial Arts,TMG Originals","Memory,Pattern Building,Pattern Recognition",Tasty Minstrel Games,6.3387,938
62871,"Eat brains. Don't get shotgunned.&#10;&#10;In Zombie Dice, you are a zombie. You want braaains &ndash; more brains than any of your zombie buddies. The 13 custom dice are your victims. Push your luck to eat their brains, but stop rolling before the shotgun blasts end your turn! Whoever collects 13 brains first wins. Each game takes 10 to 20 minutes and can be taught in a single round.&#10;&#10;Each turn, you take three dice from the box and roll them. A brain symbol is worth one point at the end of the round, while footsteps allow you to reroll this particular dice. Shotgun blasts on the other hand are rather bad, cause if you collect three shotgun blasts during your turn, it is over for you and you get no points. After rolling three dice, you may decide if you want to score your current brain collection or if you want to push your luck by grabbing new dice so you have three again and roll once more.&#10;&#10;",//cf.geekdo-images.com/images/pic2664015.jpg,99,20,10,2,10,Zombie Dice,20,//cf.geekdo-images.com/images/pic2664015_t.jpg,2010,Alex Fernandez (I),"Dice,Horror,Humor,Party Game,Zombies",Zombie Dice Horde Edition,Steve Jackson (I),"Zombie Dice 2: Double Feature,Zombie Dice 3: School Bus",Zombie Dice,"Dice Rolling,Press Your Luck","Black Monk,Edge Entertainment,Galápagos Jogos,Hobby World,Pegasus Spiele,Steve Jackson Games",6.23942,11835
62922,"from MMP's website:&#10;&#10;In September of 1862 after months of uninterrupted and spectacular successes, Robert E. Lee's Army of Northern Virgina was poised to win the war.&#10;&#10;Lee has beaten back McClellan's Army of the Potomac from the gates of Richmond, routed Pope's Army of Virginia, and built a reputation of invincibility.&#10;&#10;Meanwhile, Lincoln had already penned the Emancipation Proclamation which would recast the war from one of a political disagreement over Federal control to a moral crusade which just could not be argued away. He just needed a victory to cast the entire war in an a new strategic light.&#10;&#10;All could very well be decided by what happens in the western part of Maryland over a few days.&#10;&#10;McClellan fought Lee's army back to the banks of the Antietam creek near the town of Sharpsburg. There both armies stood to fight the bloodiest single day battle in American history. The final decision is in your hands.&#10;&#10;None but Heroes is a game about that terrible day. Players tackle each other head-on. Can you do better than McClellan? Can you fight McClellan off like Lee? The stakes couldn't be higher!&#10;&#10;None but Heroes is the first game in the new Line of Battle Series. While drawing on the lessons of over 20 years of ACW design work of its two ancestor series, LoB represents the next generation of ACW game design. No stone was left unturned in making this system the best gaming experience possible. All the unit rosters and paperwork that interfered with the fighting is gone. The typical (and time consuming) multiple fire phases have all been integrated into movement so the action is non-stop.&#10;&#10;For the first time, the rat fight feel of the ACW open battlefield comes alive. The historical units (generally regiments of infantry and batteries of cannon) actually show the combined arms interactions and tactics available at the time. Old hands will see the history in a new light as they explore the implications of more recent research.&#10;&#10;Representing many years of original research, the game contains information not available anywhere else regarding the strength, equipment, location, capabilities, and order of battle of both armies. Extensive historical notes layout just some of the myriad of details included in the units, scenarios, and map.&#10;&#10;As one small example, it explores the frequently overlooked &quot;Green&quot; units at the battle (units which have been in the army for a few weeks or even less). The Green units will make you look at McClellan's strength in a whole new way. This is a level of &quot;greenness&quot; well beyond the usual sense of &quot;not having been in combat, yet&quot;. These are enthusiastic men, but some of whom have not yet been taught to load their muskets.&#10;&#10;The Union player is only mildly inhibited by his McClellan persona; you can try a lot of different approaches to cutting the Rebels down to size. You are equipped with the same heavy guns and infantry with just as much grit and determination as he was.&#10;&#10;The Confederate player will need to use his thin forces wisely, but cannot fail to counterattack as needed to blunt Union advances. You must use your troop's elan to make up for their limited numbers.&#10;&#10;The game features four two-map scenarios which allow players to pick up the action at various times during the day and the morning of the next. The ability to start play the day after the battle allows players a chance to explore the options available on that day. Each of the other three scenarios can alternatively be played as a two day campaign game.&#10;&#10;In addition to the large scenarios above, there are four smaller scenarios involving only portions of one map. One is a very short learning scenario showing the charge of Hood's Texans into the Cornfield. The other three isolate key actions of the battle: The compete Cornfield fight, the Battle for the Sunken Road, and the final attack by Burnside to take Sharpsburg and the counterattack by A.P. Hill's Division.&#10;&#10;",//cf.geekdo-images.com/images/pic960574.jpg,2,60,15,2,60,None But Heroes,60,//cf.geekdo-images.com/images/pic960574_t.jpg,2011,Nicolás Eskubi,"American Civil War,Civil War,Wargame",NA,Dean Essig,NA,Line of Battle Series,"Dice Rolling,Hex-and-Counter",Multi-Man Publishing,8.10526,95
62972,"You, Alone, and The Russian Front&#10;&#10;The Barbarossa Campaign recalls the titanic struggle on the Russian Front of World War II as no other wargame has presented it before &ndash; as a story filled with drama and pathos using a novel new solitaire gaming system that puts you, the Axis Player, in command facing momentous events &ndash; some- times history&rsquo;s master, and at other times its pawn.&#10;&#10;Featuring a dynamic game engine, where you must attempt to collapse the Soviet Union against all odds &ndash; where the cunning strategies you devise while directing your panzer thrusts eastward or offering fanatical resistance as the Red Army pushes relentlessly back, you will bask in a fresh, new retelling of this epic story each time the game is played.&#10;&#10;Plumb the possibilities offered in The Barbarossa Campaign where myriad historical &ldquo;What ifs?&rdquo; are constantly explored and where you will be swept away by the ebb and flow of vast battles that can be swiftly mastered after encountering rules of only moderate difficulty. It is time to revel in your hobby again with this fast-moving, innovative Russian Front wargame built for fun and enjoy the &ldquo;story&rdquo; in history afresh every time you play it.&#10;&#10;Game Data:&#10;&#10;Number of Players: 1&#10;Ages: 14 and up&#10;Playing Time: scenarios are approximately 35 minutes each; a full campaign game takes approximately 3-4 hours&#10;Complexity: 5.5 on a 9 scale&#10;Solitaire Suitability: 9 on a 9 scale&#10;Scale: Each unit is 1 to 2 Axis Corps or 1 to 2 Soviet Armies; each hex is 90 miles and each turn is 1 season (3 months) of real time&#10;&#10;Game Components:&#10;&#10;&bull;    One 16-page, color instructions booklet&#10;&bull;    One 2-page sample game turn&#10;&bull;    One 11&quot; x 25.5&quot; color map&#10;&bull;    5 Scenario set up displays&#10;&bull;    3 Economic display mats&#10;&bull;    1 Events table card&#10;&bull;    100 color, die-cut two-sided 1/2&quot; square pieces&#10;&bull;    40 color, die-cut 5/8&quot; square pieces&#10;&bull;    90 color, die-cut 1/2&quot; round pieces&#10;&bull;    56 color, die-cut 5/8&quot; round pieces&#10;&bull;    40 Event cards&#10;&#10;Credits:&#10;&#10;Game Design: Gary W. Graber&#10;Additional Design and Development: Alan Emrich with Carl Paradis&#10;Graphics: Alan Emrich&#10;Map: Tim Allen&#10;Documentation Layout: Alan Emrich&#10;Playtesting: Paul Aceto, Terry Colman, Vince DeNardo, David Ells, Tully McKinley, Kim Meints, Mick Mickelsen, Peter Rixon, and Norm Stweart&#10;Proofreading: Bill Barrett, Judy Krauss, Jon Matthews, and Gary Sonnenberg&#10;&#10;",//cf.geekdo-images.com/images/pic615980.jpg,1,40,14,1,40,The Barbarossa Campaign,40,//cf.geekdo-images.com/images/pic615980_t.jpg,2010,"Tim Allen,Alan Emrich","Wargame,World War II",NA,"Alan Emrich,Gary Graber,Carl Paradis",NA,"Solitaire Games,Solitaire Wargames","Campaign / Battle Card Driven,Chit-Pull System,Hex-and-Counter","Kokusai-Tsushin Co., Ltd. (国際通信社),Les Jeux du Griffon,Victory Point Games",7.90382,170
62979,"Transformation of metals into gold? &#10;It&rsquo;s possible &ndash; any physicist will say nowadays. In the 16th century, alchemists made attempts to do that in their laboratories, aspiring to gain wealth and never-ending fame. Some, as Edward Kelley, thanks to royal sponsors, achieved all that, nevertheless they never succeeded in transmutation of metals&hellip; In this magical game that you are holding it&rsquo;s very simple. &#10;Build a laboratory and collect the necessary components. And transformation of metals? If you manage to adjust to the changing moods of the Spirit of Transmutation, then it&rsquo;s really not complicated at all. So, what is the game about? You have competition in your town &ndash; other alchemists who also know the right technology. Only the one of you who is the most efficient will win recognition and fame. It will surely last until the next game, or, who knows, perhaps eternally&hellip;&#10;&#10;Players will try to be the most effective alchemist.&#10;To achieve that they will need to build buildings, represented by cards. In these buildings, they will acquire resources, transform them into gold and finally sell them for victory points or cards. Selling gold isn't only way to win the game.&#10;&#10;Game is using Rondel mechanic to pick an action by players and hand management, where cards represent buildings, currency and resources.&#10;&#10;Alchemicus was designed as a family game with little negative interaction. Requests planning but also concentrating on other players movements and predicting them. Many beginners forget it, being focused on their own technology structure, so very often they fall behind. We think that this game style can be useful for teaching young players to think beyond their own needs. Anyway, the game is not for kids. The youngest of our testers who was able to win the play against his father was 12 years old (consider that his father is lawyer, so probably he is quite smart ;))) hahaha one of them. Father or son. we are not sure which one :D).&#10;Because the factor of negative interaction is not very strong the play goes ahead in a nice atmosphere which is fun for family play.&#10;Older players can play a bit differently, by using the position of The Transmutation Ghost to foil your opponents' plans. This strategy can be counteracted by defending yourself with buildings and goods in circulation which are resistant to your opponents' actions.&#10;&#10;",//cf.geekdo-images.com/images/pic615878.jpg,4,60,12,2,60,Alchemicus,60,//cf.geekdo-images.com/images/pic615878_t.jpg,2009,"Radosław Jaszczuk,Paweł Klus,Sandra Kochanowska","Card Game,Economic,Industry / Manufacturing",NA,Andrzej Kozakowski,NA,NA,"Area Movement,Hand Management,Trading","Ace of Brains,Alchemicus.pl,SINONIS",6.20072,69
63011,"Patrol: Lost! is a Public Domain game system.  It describes a board game, its rules and components but does not contain any theme of its own.&#10;&#10;The game builds the board as it progresses by placing and removing hexagon tiles.  It's for two players, one takes control of the &quot;Good Guys&quot; and the other player controls the &quot;Bad Guys&quot;.&#10;&#10;Players move their pawns around the board, one player trying to reach the End tile and the other trying to eliminate the opponents pawns before they reach the End tile.&#10;&#10;Combat is resolved by rolling D6's with modifiers being applied.&#10;&#10;It can be played solo if the player wishes.&#10;&#10;",//cf.geekdo-images.com/images/pic621823.jpg,2,30,12,2,30,Patrol: Lost!,30,//cf.geekdo-images.com/images/pic621823_t.jpg,2009,NA,"Dice,Print & Play",NA,Felbrigg Herriot,NA,NA,"Area Movement,Dice Rolling",(Public Domain),6.95937,64
63027,"In 1878 the Polish genius Rychnowski isolated an electrical fluid with remarkable lifting capabilities &ndash; a single, pivotal event that would change the world. The smartest military minds of the coming generation &ndash; Zeppelin, Jellico, Fisher and others &ndash; diverted their attention to the glorious new technological revolution and sea-going battleships were abandoned around the world. In their place, armored giants took to the skies.&#10;&#10;In 1906, Great Britain launched the HMS Leviathan, the first of the &quot;super air ships&quot;, sparking an arms race around the world. By 1910 the most powerful nations boasted large High Fleets, and the start of small skirmishes left the world uneasy... Welcome to Leviathans!&#10;&#10;Leviathans is a game published by Catalyst Game Labs that simulates combat between warships that have taken to the air in an alternate history 1910. The king leviathans, the battleships, are the largest vessels. Maneuvering in support are the smaller ships of light cruisers, destroyers, and others ships. Will you captain your fleet for king and country, expanding your nation's power and becoming legend? Or will you fall from the sky, forgotten?&#10;&#10;You will determine the outcome!&#10;&#10;",//cf.geekdo-images.com/images/pic616285.jpg,8,90,13,2,90,Leviathans,90,//cf.geekdo-images.com/images/pic616285_t.jpg,2012,Doug Chaffee,"Aviation / Flight,Miniatures,Science Fiction,Wargame",NA,"Randall N. Bills,John Haward","Leviathans: British Fleet Box,Leviathans: French Fleet Box,Leviathans: Ship Quirks & Crew Abilities Card Deck","Alternate History,Steampunk","Dice Rolling,Simulation",Catalyst Game Labs,7.1344,234
63067,"Zombies, Ninjas, and Pirates, how Mad!&#10;&#10;Zombies are cool! Ninjas are cool! Pirates are cool! Mad Scientists are also cool! But the coolest thing is a card game where you get to play all four types while scoring points and getting nifty objects in your chest that make you cooler and help you win.&#10;&#10;Zombie Ninja Pirates is a quick 20-30 minute card game for 2-6 players ages 13 and up.&#10;&#10;In Zombie Ninja Pirates you try to become four different types of people -- Zombies, Ninjas, Pirates, and Mad Scientists. During the game you can collect objects to help you or hurt your opponents. At the end of the game, a fast-paced lightning round can make or break the winner.&#10;&#10;Integrates with:&#10;&#10;    Vampire Werewolf Fairies&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic625340.jpg,6,20,13,2,20,Zombie Ninja Pirates,20,//cf.geekdo-images.com/images/pic625340_t.jpg,2010,Neko Pilarcik,"Card Game,Fighting,Humor,Party Game,Pirates,Real-time,Science Fiction,Zombies",NA,Matthew Duhan,NA,Ninja,"Hand Management,Set Collection","Gozer Games, LLC",6.0125,64
63091,"Space Hulk is a game of tactical combat between Imperial Space Marines and alien creatures known as Genestealers.  The combat takes place on derelict, alien infested space vessels know as space hulks.&#10;&#10;Combat is action point driven and resolved through the use of dice.  The marines have a finite number of figures to use in combat against endless hoards of Genestealers.  The object is to accomplish given missions within their parameters or die trying.&#10;&#10;There were significant differences between the 1st edition and this one.  The first being that this version or revision was by Dean Bass and Chris Colston and based on the original game by Richard Halliwell and Paul Murphy.  The most significant difference in this version was the removal of the sand timer and thus the requirement for the marines to accomplish their turn in a limited real-time period. Also the rules of the 2nd edition did not allow the player of the Space Marines to perform actions by using command points in the turn of the Genestealer player.  Another change was the addition of combat specific dice to resolve weapons fire and a special die to resolve gun jams.  A few other minor changes were made to the rules and board graphics as well.&#10;&#10;This version contains the initial six missions found in the first edition and adds an additional 12 missions which were different than those in the 1st edition of the Deathwing and Genestealer expansions.&#10;&#10;Digitally redeveloped into Alien Assault&#10;&#10;",//cf.geekdo-images.com/images/pic1411447.jpg,2,90,10,2,90,Space Hulk (second edition),90,//cf.geekdo-images.com/images/pic1411447_t.jpg,1996,"Wayne England,David Gallagher,Mark Gibbons,Geoff Taylor,Richard Wright","Fighting,Miniatures,Science Fiction",NA,"Dean Bass,Andy Chambers,Chris Colston,Richard Halliwell,Jervis Johnson,Andy Jones,Paul Murphy",NA,"Space Hulk,Warhammer 40,000 Board Games","Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",Games Workshop Ltd.,7.49731,461
63161,"In CORPORATION up to 4 players try to take control of the corporation by promoting their own men to the Board Of Directors, in the Boardroom at the top of the building, before their opponents.&#10;&#10;Initially conceived as &quot;LAWMAKERS&quot;; a highly abstract race game of a novel type in which the printed rules are immutable, but players manipulate the laws governing how pieces move.&#10;&#10;Later themed and renamed by N&eacute;stor Romeral Andr&eacute;s to &quot;Eric Solomon's CORPORATION&quot;.&#10;&#10;",//cf.geekdo-images.com/images/pic3286371.jpg,4,30,10,1,30,Corporation,30,//cf.geekdo-images.com/images/pic3286371_t.jpg,2009,Mireia Muntes,"Abstract Strategy,Racing",NA,Eric Solomon,NA,Combinatorial,NA,nestorgames,7.0451,51
63167,"In Undermining, players dig for resources on an alien world, making the best of the actions available to them to achieve short term goals (such as obtaining particular resources) while upgrading their Universal Mining Vehicles&mdash;UMVees&mdash;and fulfilling contracts in the long term. To win, you need to earn more &quot;star bucks&quot; than anyone else, and you earn those by completing contracts, upgrading vehicles, finding alien technologies and having resources on hand at the end of the game.&#10;&#10;Upgrading your UMVee also provides it with special abilities that can come in handy throughout the game.&#10;&#10;Undermining is a highly interactive game, with player actions sometimes benefiting and sometimes impacting the future actions of others. Competition for resources is important, of course, but using open tunnel spaces to get where you need to go&mdash;and blocking those spaces from opponents&mdash;is also key. Players can still move through other UMVees, but doing so costs battery power, and managing your batteries&mdash;which allow extra actions&mdash;is another important aspect of playing well.&#10;&#10;Undermining comes with a double-sided game board, with player interaction being significantly different from one side to the other. With a random layout of resources, UMVee upgrades, contract variability, and one-off special bonuses from the finding of alien technology, no two games of Undermining are ever the same.&#10;&#10;",//cf.geekdo-images.com/images/pic1069095.jpg,5,45,8,2,45,Undermining,45,//cf.geekdo-images.com/images/pic1069095_t.jpg,2011,Gavan Brown,"Science Fiction,Space Exploration,Transportation",NA,Matt Tolman,NA,"Games by the Game Artisans of Canada,Mining","Action Point Allowance System,Grid Movement,Pick-up and Deliver,Set Collection",Z-Man Games,6.46964,687
63170,"1817 is a railroad operations and share trading board game in the 18xx series with a distinct financial flair. It is named after the year the New York Stock Exchange opened at 40 Wall Street in New York.&#10;&#10;1817 differentiates itself from other 18xx games with its sophisticated financial mechanics that simulate the laissez faire capitalism of early America. While all the familiar mechanics of an 18xx game are present, such as placing tiles, purchasing tokens, and running trains, the game is won or lost based on the financial decisions you make.&#10;&#10;1817 includes financial mechanics seen in other 18xx games such as mergers, friendly takeovers, and conversions to different share structures. Beyond these basics, 1817 introduces several additional financial mechanics such as short selling, market driven interest rates, hostile takeovers, and corporate liquidations. The most unique is selling stock short. Short selling is the practice of selling stock you don&rsquo;t own with the intention of buying the stock back at a later date. You hope to profit from a decline in the price of the stock between the sale and the repurchase. Conversely, you will incur a loss if the price of the stock increases before the repurchase. You are also liable for dividends paid while holding the short position.&#10;&#10;",//cf.geekdo-images.com/images/pic2342476.jpg,7,540,16,3,360,1817,540,//cf.geekdo-images.com/images/pic2342476_t.jpg,2010,(Uncredited),"Economic,Trains,Transportation",NA,"Craig Bartell,Tim Flowers",18USA,"18xx,Country: USA","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement","All-Aboard Games,Deep Thought Games, LLC",8.70848,165
63196,"Theme&#10;The theme of this game is similar to the original Three Dragon Ante. You are sitting in a bar in a fantasy world, playing cards for gold. The setting is a typical Dungeons &amp; Dragons style bar and the game may be played as a sub-plot of a D&amp;D game if desired.&#10;&#10;Goal&#10;The goal is to have the most gold at the point where the first player runs out of gold. In a two player game, you just have to bankrupt your opponent, but in a larger game, you may have to prop up another player until you become the richest.&#10;&#10;Gameplay&#10;A game is played over a series of hands until the end-condition is reached (above). A hand typically consists of playing one of your cards into the centre as an 'Ante' card, then three rounds of card-playing, attempting to play the best set (or 'Flight') of cards. The highest value Ante card determines the amount of gold that every player must contribute to the pot this round. The player who played the highest value Ante card starts the first round. Subsequent rounds are started by the player who played the highest value card in the previous round. Each card has both a numerical value and a power (or ability). However, the power is only triggered if the card has a lower or equal value to the card just played.&#10;&#10;The game is a balance between playing high cards to win the pot of gold in the Ante and playing lower cards to trigger their abilities and improve your hand for a later round.&#10;&#10;This game can be played by itself, or in combination with the original Three-Dragon Ante card set.&#10;&#10;From WoTC site:&#10;This fun card game updates the popular Three-Dragon Ante card game, adding new cards and new ways to foil your opponents! Designed for 2&ndash;6 players, Three-Dragon Ante: Emperor&rsquo;s Gambit showcases dragons and iconic character archetypes from the D&amp;D world. Easy to learn and play, this game is great for everyone, from dedicated D&amp;D gamers to poker fans to casual card players. D&amp;D characters can also play Three-Dragon Ante: Emperor&rsquo;s Gambit within the context of any D&amp;D campaign.&#10;&#10;In addition to the added cards and rules, this game also contains complete rules for the original Three-Dragon Ante card game.&#10;&#10;Integrates with:&#10;&#10;    Three-Dragon Ante.&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic623813.jpg,6,30,12,2,30,Three-Dragon Ante: Emperor's Gambit,30,//cf.geekdo-images.com/images/pic623813_t.jpg,2010,"Craig Phillips,Emi Tanji","Card Game,Fantasy",NA,Rob Heinsoo,NA,"Animals: Dragons,Dungeons & Dragons,From RPG books to board games","Betting/Wagering,Hand Management,Set Collection",Wizards of the Coast,6.68303,442
63268,"Spot it!, a.k.a. Dobble, is a simple pattern recognition game in which players try to find an image shown on two cards.&#10;&#10;Each card in Spot it! features eight different symbols, with the symbols varying in size from one card to the next. Any two cards have exactly one symbol in common. For the basic Spot it! game, reveal one card, then another. Whoever spots the symbol in common on both cards claims the first card, then another card is revealed for players to search, and so on. Whoever has collected the most cards when the 55-card deck runs out wins!&#10;&#10;Rules for different games &ndash; each an observation game with a speed element &ndash; are included with Spot it!, with the first player to find a match either gaining or getting rid of a card. Multiple versions of Spot it! have been published, with images in each version ranging from Halloween to hockey to baseball to San Francisco.&#10;&#10;The game is sold as Spot it! in the USA and Dobble in Europe, with slight differences between the two editions.&#10;&#10;",//cf.geekdo-images.com/images/pic1203476.jpg,8,15,7,2,15,Spot it!,15,//cf.geekdo-images.com/images/pic1203476_t.jpg,2009,"Denis Blanchot,Peyo,Igor Polouchine","Card Game,Children's Game,Educational,Party Game,Real-time,Sports","Spot 'n Learn,Spot it! Match & Learn","Denis Blanchot,Guillaume Gille-Naves,Igor Polouchine",Lapins Crétins Dobble,"Holidays: Halloween,Islands: Corsica,Sports: Baseball,Sports: Golf,Sports: NHL,Spot it!",Pattern Recognition,"ADC Blackfire Entertainment,Asmodee,Asterion Press,Blue Orange Games,CSE Games,FoxMind,Galápagos Jogos,Gém Klub Kft.,Happy Baobab,Hobby Japan,KADABRA,Kaissa Chess & Games,Lautapelit.fi,Lifestyle Boardgames Ltd,Nordic Games GmbH,Play Factory,Ponva d.o.o.,REBEL.pl",6.74622,5983
63385,"And existence shivered...&#10;&#10;They had failed. That day, despite the combined efforts of the major powers of Ga&iuml;a, nobody could prevent the arrival of the final horror. The nameless nightmare had taken shape, altering the very foundations of reality. Deities fell, ancestral powers rose and the whole world was dragged to the brink of destruction...&#10;&#10;Now the entity has begun to feed off the power of dead gods, devouring their extinct essences to consume the whole world and create a new reality in his own image and likeness.&#10;&#10;Time is running out. Foreseeing the final danger, those strong enough to oppose him have been raised in the shadows. Is in your hands to embody such individuals, control their incredible skills and stop he who should not exist.&#10;&#10;It is time for the final struggle. The Twilight of the Gods...&#10;&#10;Anima: The Twilight of the Gods' is the final part of the trilogy begun in Anima: Shadow of Omega and continued in Anima: Beyond Good and Evil. In this standalone game you will embody a group of exceptional individuals and control their magical powers and abilities of Ki with the aim of fulfilling a series of missions that will allow you to stop the end of Existence. But beware, other players will take part in the story, using cards of plot against you to stop your progress and ensure their own victory.&#10;&#10;Play this box as a separate game altogether independently or in combination with either of the two previous cases to further increase the fun of your game.&#10;&#10;(translated from publisher's site)&#10;&#10;Integrates with:&#10;&#10;    Anima: Shadow of Omega&#10;    Anima: Beyond Good and Evil&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic638162.jpg,5,60,12,2,60,Anima: The Twilight of the Gods,60,//cf.geekdo-images.com/images/pic638162_t.jpg,2009,Wen Yu Li,"Card Game,Fantasy",NA,Anima Studio,NA,"Admin: Better Description Needed!,Anima Universe,Anime & Manga,Fantasy Flight Silver Line Games","Card Drafting,Dice Rolling,Hand Management","Edge Entertainment,Fantasy Flight Games",6.61447,161
