url,weekid,week_position,song,performer,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day
http://www.billboard.com/charts/hot-100/1964-01-25,1/25/1964,43,PRETTY PAPER,Roy Orbison,Pretty PaperRoy Orbison,1,26,15,7,1964,1,25
http://www.billboard.com/charts/hot-100/1964-11-21,11/21/1964,96,AMEN,The Impressions,AmenThe Impressions,1,,7,11,1964,11,21
http://www.billboard.com/charts/hot-100/1964-11-28,11/28/1964,59,AMEN,The Impressions,AmenThe Impressions,1,96,7,11,1964,11,28
http://www.billboard.com/charts/hot-100/1964-12-05,12/5/1964,43,AMEN,The Impressions,AmenThe Impressions,1,59,7,11,1964,12,5
http://www.billboard.com/charts/hot-100/1964-12-12,12/12/1964,30,AMEN,The Impressions,AmenThe Impressions,1,43,7,11,1964,12,12
http://www.billboard.com/charts/hot-100/1964-12-19,12/19/1964,24,AMEN,The Impressions,AmenThe Impressions,1,30,7,11,1964,12,19
http://www.billboard.com/charts/hot-100/1964-12-26,12/26/1964,12,AMEN,The Impressions,AmenThe Impressions,1,24,7,11,1964,12,26
http://www.billboard.com/charts/hot-100/1965-01-02,1/2/1965,8,AMEN,The Impressions,AmenThe Impressions,1,12,7,11,1965,1,2
http://www.billboard.com/charts/hot-100/1965-01-09,1/9/1965,7,AMEN,The Impressions,AmenThe Impressions,1,8,7,11,1965,1,9
http://www.billboard.com/charts/hot-100/1965-01-16,1/16/1965,11,AMEN,The Impressions,AmenThe Impressions,1,7,7,11,1965,1,16
http://www.billboard.com/charts/hot-100/1965-01-23,1/23/1965,17,AMEN,The Impressions,AmenThe Impressions,1,11,7,11,1965,1,23
http://www.billboard.com/charts/hot-100/1965-01-30,1/30/1965,43,AMEN,The Impressions,AmenThe Impressions,1,17,7,11,1965,1,30
http://www.billboard.com/charts/hot-100/1966-12-03,12/3/1966,99,I'LL BE HOME,The Platters,I'll Be HomeThe Platters,1,,97,2,1966,12,3
http://www.billboard.com/charts/hot-100/1966-12-10,12/10/1966,97,I'LL BE HOME,The Platters,I'll Be HomeThe Platters,1,99,97,2,1966,12,10
http://www.billboard.com/charts/hot-100/1968-12-14,12/14/1968,75,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,,45,6,1968,12,14
http://www.billboard.com/charts/hot-100/1968-12-21,12/21/1968,47,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,75,45,6,1968,12,21
http://www.billboard.com/charts/hot-100/1968-12-28,12/28/1968,47,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,47,45,6,1968,12,28
http://www.billboard.com/charts/hot-100/1969-01-04,1/4/1969,46,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,47,45,6,1969,1,4
http://www.billboard.com/charts/hot-100/1969-01-11,1/11/1969,45,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,46,45,6,1969,1,11
http://www.billboard.com/charts/hot-100/1969-01-18,1/18/1969,54,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,45,45,6,1969,1,18
http://www.billboard.com/charts/hot-100/1969-12-06,12/6/1969,84,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,,16,12,1969,12,6
http://www.billboard.com/charts/hot-100/1969-12-13,12/13/1969,71,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,84,16,12,1969,12,13
http://www.billboard.com/charts/hot-100/1969-12-20,12/20/1969,48,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,71,16,12,1969,12,20
http://www.billboard.com/charts/hot-100/1969-12-27,12/27/1969,41,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,48,16,12,1969,12,27
http://www.billboard.com/charts/hot-100/1970-01-03,1/3/1970,35,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,41,16,12,1970,1,3
http://www.billboard.com/charts/hot-100/1970-01-10,1/10/1970,31,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,35,16,12,1970,1,10
http://www.billboard.com/charts/hot-100/1970-01-17,1/17/1970,23,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,31,16,12,1970,1,17
http://www.billboard.com/charts/hot-100/1970-01-24,1/24/1970,17,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,23,16,12,1970,1,24
http://www.billboard.com/charts/hot-100/1970-01-31,1/31/1970,16,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,17,16,12,1970,1,31
http://www.billboard.com/charts/hot-100/1973-11-24,11/24/1973,97,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,,28,11,1973,11,24
http://www.billboard.com/charts/hot-100/1973-12-01,12/1/1973,92,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,97,28,11,1973,12,1
http://www.billboard.com/charts/hot-100/1973-12-08,12/8/1973,82,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,92,28,11,1973,12,8
http://www.billboard.com/charts/hot-100/1973-12-15,12/15/1973,69,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,82,28,11,1973,12,15
http://www.billboard.com/charts/hot-100/1973-12-22,12/22/1973,65,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,69,28,11,1973,12,22
http://www.billboard.com/charts/hot-100/1973-12-29,12/29/1973,77,IT DOESN'T HAVE TO BE THAT WAY,Jim Croce,It Doesn't Have To Be That WayJim Croce,1,,64,5,1973,12,29
http://www.billboard.com/charts/hot-100/1973-12-29,12/29/1973,50,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,65,28,11,1973,12,29
http://www.billboard.com/charts/hot-100/1974-01-05,1/5/1974,71,IT DOESN'T HAVE TO BE THAT WAY,Jim Croce,It Doesn't Have To Be That WayJim Croce,1,77,64,5,1974,1,5
http://www.billboard.com/charts/hot-100/1974-01-05,1/5/1974,40,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,50,28,11,1974,1,5
http://www.billboard.com/charts/hot-100/1974-01-12,1/12/1974,32,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,40,28,11,1974,1,12
http://www.billboard.com/charts/hot-100/1974-01-12,1/12/1974,66,IT DOESN'T HAVE TO BE THAT WAY,Jim Croce,It Doesn't Have To Be That WayJim Croce,1,71,64,5,1974,1,12
http://www.billboard.com/charts/hot-100/1974-01-19,1/19/1974,64,IT DOESN'T HAVE TO BE THAT WAY,Jim Croce,It Doesn't Have To Be That WayJim Croce,1,66,64,5,1974,1,19
http://www.billboard.com/charts/hot-100/1974-01-19,1/19/1974,28,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,32,28,11,1974,1,19
http://www.billboard.com/charts/hot-100/1974-01-26,1/26/1974,79,IT DOESN'T HAVE TO BE THAT WAY,Jim Croce,It Doesn't Have To Be That WayJim Croce,1,64,64,5,1974,1,26
http://www.billboard.com/charts/hot-100/1974-01-26,1/26/1974,41,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,If We Make It Through DecemberMerle Haggard,1,28,28,11,1974,1,26
http://www.billboard.com/charts/hot-100/1974-12-14,12/14/1974,97,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,,53,7,1974,12,14
http://www.billboard.com/charts/hot-100/1974-12-21,12/21/1974,84,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,97,53,7,1974,12,21
http://www.billboard.com/charts/hot-100/1974-12-21,12/21/1974,97,CHRISTMAS DREAM,Perry Como,Christmas DreamPerry Como,1,,92,2,1974,12,21
http://www.billboard.com/charts/hot-100/1974-12-28,12/28/1974,92,CHRISTMAS DREAM,Perry Como,Christmas DreamPerry Como,1,97,92,2,1974,12,28
http://www.billboard.com/charts/hot-100/1974-12-28,12/28/1974,73,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,84,53,7,1974,12,28
http://www.billboard.com/charts/hot-100/1975-01-04,1/4/1975,73,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,73,53,7,1975,1,4
http://www.billboard.com/charts/hot-100/1975-01-11,1/11/1975,68,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,73,53,7,1975,1,11
http://www.billboard.com/charts/hot-100/1975-01-18,1/18/1975,60,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,68,53,7,1975,1,18
http://www.billboard.com/charts/hot-100/1975-01-25,1/25/1975,53,WHEN A CHILD IS BORN,Michael Holm,When A Child Is BornMichael Holm,1,60,53,7,1975,1,25
http://www.billboard.com/charts/hot-100/1975-12-13,12/13/1975,84,CHRISTMAS FOR COWBOYS,John Denver,Christmas For CowboysJohn Denver,1,,58,4,1975,12,13
http://www.billboard.com/charts/hot-100/1975-12-20,12/20/1975,99,I BELIEVE IN FATHER CHRISTMAS,Greg Lake,I Believe In Father ChristmasGreg Lake,1,,95,3,1975,12,20
http://www.billboard.com/charts/hot-100/1975-12-20,12/20/1975,73,CHRISTMAS FOR COWBOYS,John Denver,Christmas For CowboysJohn Denver,1,84,58,4,1975,12,20
http://www.billboard.com/charts/hot-100/1975-12-27,12/27/1975,99,I BELIEVE IN FATHER CHRISTMAS,Greg Lake,I Believe In Father ChristmasGreg Lake,1,99,95,3,1975,12,27
http://www.billboard.com/charts/hot-100/1975-12-27,12/27/1975,63,CHRISTMAS FOR COWBOYS,John Denver,Christmas For CowboysJohn Denver,1,73,58,4,1975,12,27
http://www.billboard.com/charts/hot-100/1976-01-03,1/3/1976,58,CHRISTMAS FOR COWBOYS,John Denver,Christmas For CowboysJohn Denver,1,63,58,4,1976,1,3
http://www.billboard.com/charts/hot-100/1976-01-03,1/3/1976,95,I BELIEVE IN FATHER CHRISTMAS,Greg Lake,I Believe In Father ChristmasGreg Lake,1,99,95,3,1976,1,3
http://www.billboard.com/charts/hot-100/1978-12-09,12/9/1978,78,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,,18,8,1978,12,9
http://www.billboard.com/charts/hot-100/1978-12-16,12/16/1978,45,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,78,18,8,1978,12,16
http://www.billboard.com/charts/hot-100/1978-12-23,12/23/1978,20,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,45,18,8,1978,12,23
http://www.billboard.com/charts/hot-100/1978-12-30,12/30/1978,20,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,20,18,8,1978,12,30
http://www.billboard.com/charts/hot-100/1979-01-06,1/6/1979,18,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,20,18,8,1979,1,6
http://www.billboard.com/charts/hot-100/1979-01-13,1/13/1979,18,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,18,18,8,1979,1,13
http://www.billboard.com/charts/hot-100/1979-01-20,1/20/1979,26,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,18,18,8,1979,1,20
http://www.billboard.com/charts/hot-100/1979-01-27,1/27/1979,51,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,26,18,8,1979,1,27
http://www.billboard.com/charts/hot-100/1980-12-13,12/13/1980,75,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,,9,18,1980,12,13
http://www.billboard.com/charts/hot-100/1980-12-13,12/13/1980,91,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,,69,6,1980,12,13
http://www.billboard.com/charts/hot-100/1980-12-20,12/20/1980,59,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,75,9,18,1980,12,20
http://www.billboard.com/charts/hot-100/1980-12-20,12/20/1980,81,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,91,69,6,1980,12,20
http://www.billboard.com/charts/hot-100/1980-12-27,12/27/1980,69,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,81,69,6,1980,12,27
http://www.billboard.com/charts/hot-100/1980-12-27,12/27/1980,37,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,59,9,18,1980,12,27
http://www.billboard.com/charts/hot-100/1980-12-27,12/27/1980,82,MERRY CHRISTMAS IN THE NFL,"Willis ""The Guard"" & Vigorish","Merry Christmas In The NFLWillis ""The Guard"" & Vigorish",1,,82,3,1980,12,27
http://www.billboard.com/charts/hot-100/1981-01-03,1/3/1981,69,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,69,69,6,1981,1,3
http://www.billboard.com/charts/hot-100/1981-01-03,1/3/1981,82,MERRY CHRISTMAS IN THE NFL,"Willis ""The Guard"" & Vigorish","Merry Christmas In The NFLWillis ""The Guard"" & Vigorish",1,82,82,3,1981,1,3
http://www.billboard.com/charts/hot-100/1981-01-03,1/3/1981,37,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,37,9,18,1981,1,3
http://www.billboard.com/charts/hot-100/1981-01-10,1/10/1981,69,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,69,69,6,1981,1,10
http://www.billboard.com/charts/hot-100/1981-01-10,1/10/1981,82,MERRY CHRISTMAS IN THE NFL,"Willis ""The Guard"" & Vigorish","Merry Christmas In The NFLWillis ""The Guard"" & Vigorish",1,82,82,3,1981,1,10
http://www.billboard.com/charts/hot-100/1981-01-10,1/10/1981,31,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,37,9,18,1981,1,10
http://www.billboard.com/charts/hot-100/1981-01-17,1/17/1981,91,WHAT CAN YOU GET A WOOKIEE FOR CHRISTMAS (WHEN HE ALREADY OWNS A COMB?),The Star Wars Intergalactic Droid Choir & Chorale,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?)The Star Wars Intergalactic Droid Choir & Chorale,1,69,69,6,1981,1,17
http://www.billboard.com/charts/hot-100/1981-01-17,1/17/1981,26,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,31,9,18,1981,1,17
http://www.billboard.com/charts/hot-100/1981-01-24,1/24/1981,19,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,26,9,18,1981,1,24
http://www.billboard.com/charts/hot-100/1981-01-31,1/31/1981,14,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,19,9,18,1981,1,31
http://www.billboard.com/charts/hot-100/1984-12-22,12/22/1984,83,THE GREATEST GIFT OF ALL,Kenny Rogers,The Greatest Gift Of AllKenny Rogers,1,,81,4,1984,12,22
http://www.billboard.com/charts/hot-100/1984-12-22,12/22/1984,65,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,,13,9,1984,12,22
http://www.billboard.com/charts/hot-100/1984-12-29,12/29/1984,83,THE GREATEST GIFT OF ALL,Kenny Rogers,The Greatest Gift Of AllKenny Rogers,1,83,81,4,1984,12,29
http://www.billboard.com/charts/hot-100/1984-12-29,12/29/1984,65,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,65,13,9,1984,12,29
http://www.billboard.com/charts/hot-100/1985-01-05,1/5/1985,81,THE GREATEST GIFT OF ALL,Kenny Rogers,The Greatest Gift Of AllKenny Rogers,1,83,81,4,1985,1,5
http://www.billboard.com/charts/hot-100/1985-01-05,1/5/1985,20,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,65,13,9,1985,1,5
http://www.billboard.com/charts/hot-100/1985-01-12,1/12/1985,15,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,20,13,9,1985,1,12
http://www.billboard.com/charts/hot-100/1985-01-12,1/12/1985,81,THE GREATEST GIFT OF ALL,Kenny Rogers,The Greatest Gift Of AllKenny Rogers,1,81,81,4,1985,1,12
http://www.billboard.com/charts/hot-100/1985-01-19,1/19/1985,13,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,15,13,9,1985,1,19
http://www.billboard.com/charts/hot-100/1985-01-26,1/26/1985,17,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,13,13,9,1985,1,26
http://www.billboard.com/charts/hot-100/1989-11-11,11/11/1989,82,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,,7,16,1989,11,11
http://www.billboard.com/charts/hot-100/1989-11-18,11/18/1989,49,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,82,7,16,1989,11,18
http://www.billboard.com/charts/hot-100/1989-11-25,11/25/1989,37,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,49,7,16,1989,11,25
http://www.billboard.com/charts/hot-100/1989-12-02,12/2/1989,28,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,37,7,16,1989,12,2
http://www.billboard.com/charts/hot-100/1989-12-09,12/9/1989,22,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,28,7,16,1989,12,9
http://www.billboard.com/charts/hot-100/1989-12-16,12/16/1989,13,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,22,7,16,1989,12,16
http://www.billboard.com/charts/hot-100/1989-12-23,12/23/1989,9,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,13,7,16,1989,12,23
http://www.billboard.com/charts/hot-100/1989-12-30,12/30/1989,9,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,9,7,16,1989,12,30
http://www.billboard.com/charts/hot-100/1990-01-06,1/6/1990,7,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,9,7,16,1990,1,6
http://www.billboard.com/charts/hot-100/1990-01-13,1/13/1990,7,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,7,7,16,1990,1,13
http://www.billboard.com/charts/hot-100/1990-01-20,1/20/1990,17,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,7,7,16,1990,1,20
http://www.billboard.com/charts/hot-100/1990-01-27,1/27/1990,35,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,This One's For The ChildrenNew Kids On The Block,1,17,7,16,1990,1,27
http://www.billboard.com/charts/hot-100/1993-12-11,12/11/1993,66,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,,32,7,1993,12,11
http://www.billboard.com/charts/hot-100/1993-12-18,12/18/1993,65,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,66,32,7,1993,12,18
http://www.billboard.com/charts/hot-100/1993-12-25,12/25/1993,53,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,65,32,7,1993,12,25
http://www.billboard.com/charts/hot-100/1994-01-01,1/1/1994,43,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,53,32,7,1994,1,1
http://www.billboard.com/charts/hot-100/1994-01-08,1/8/1994,32,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,43,32,7,1994,1,8
http://www.billboard.com/charts/hot-100/1994-01-15,1/15/1994,60,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,32,32,7,1994,1,15
http://www.billboard.com/charts/hot-100/1994-01-22,1/22/1994,87,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,60,32,7,1994,1,22
http://www.billboard.com/charts/hot-100/1995-01-07,1/7/1995,91,THE SANTA CLAUS BOOGIE,The Tractors,The Santa Claus BoogieThe Tractors,1,,91,1,1995,1,7
http://www.billboard.com/charts/hot-100/1996-12-21,12/21/1996,83,MACARENA CHRISTMAS,Los Del Rio,Macarena ChristmasLos Del Rio,1,,57,4,1996,12,21
http://www.billboard.com/charts/hot-100/1996-12-28,12/28/1996,66,MACARENA CHRISTMAS,Los Del Rio,Macarena ChristmasLos Del Rio,1,83,57,4,1996,12,28
http://www.billboard.com/charts/hot-100/1997-01-04,1/4/1997,57,MACARENA CHRISTMAS,Los Del Rio,Macarena ChristmasLos Del Rio,1,66,57,4,1997,1,4
http://www.billboard.com/charts/hot-100/1997-01-11,1/11/1997,80,MACARENA CHRISTMAS,Los Del Rio,Macarena ChristmasLos Del Rio,1,57,57,4,1997,1,11
http://www.billboard.com/charts/hot-100/1997-12-27,12/27/1997,67,SANTA'S A FAT BITCH,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,,67,5,1997,12,27
http://www.billboard.com/charts/hot-100/1998-01-03,1/3/1998,67,SANTA'S A FAT BITCH,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,67,67,5,1998,1,3
http://www.billboard.com/charts/hot-100/1998-01-10,1/10/1998,74,SANTA'S A FAT BITCH,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,67,67,5,1998,1,10
http://www.billboard.com/charts/hot-100/1998-01-10,1/10/1998,87,GRANDMA GOT RUN OVER BY A REINDEER,Elmo & Patsy,Grandma Got Run Over By A ReindeerElmo & Patsy,1,,87,1,1998,1,10
http://www.billboard.com/charts/hot-100/1998-01-17,1/17/1998,91,SANTA'S A FAT BITCH,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,74,67,5,1998,1,17
http://www.billboard.com/charts/hot-100/1998-01-24,1/24/1998,97,SANTA'S A FAT BITCH,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,91,67,5,1998,1,24
http://www.billboard.com/charts/hot-100/1999-12-25,12/25/1999,89,AULD LANG SYNE,Kenny G,Auld Lang SyneKenny G,1,,7,5,1999,12,25
http://www.billboard.com/charts/hot-100/1999-12-25,12/25/1999,97,DECK THE HALLS,SHeDAISY,Deck The HallsSHeDAISY,1,,61,3,1999,12,25
http://www.billboard.com/charts/hot-100/2000-01-01,1/1/2000,54,AULD LANG SYNE,Kenny G,Auld Lang SyneKenny G,1,89,7,5,2000,1,1
http://www.billboard.com/charts/hot-100/2000-01-01,1/1/2000,69,DECK THE HALLS,SHeDAISY,Deck The HallsSHeDAISY,1,97,61,3,2000,1,1
http://www.billboard.com/charts/hot-100/2000-01-01,1/1/2000,53,THIS GIFT,98 Degrees,This Gift98 Degrees,1,,49,3,2000,1,1
http://www.billboard.com/charts/hot-100/2000-01-08,1/8/2000,61,DECK THE HALLS,SHeDAISY,Deck The HallsSHeDAISY,1,69,61,3,2000,1,8
http://www.billboard.com/charts/hot-100/2000-01-08,1/8/2000,7,AULD LANG SYNE,Kenny G,Auld Lang SyneKenny G,1,54,7,5,2000,1,8
http://www.billboard.com/charts/hot-100/2000-01-08,1/8/2000,83,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,1,,11,19,2000,1,8
http://www.billboard.com/charts/hot-100/2000-01-08,1/8/2000,49,THIS GIFT,98 Degrees,This Gift98 Degrees,1,53,49,3,2000,1,8
http://www.billboard.com/charts/hot-100/2000-01-15,1/15/2000,79,THIS GIFT,98 Degrees,This Gift98 Degrees,1,49,49,3,2000,1,15
http://www.billboard.com/charts/hot-100/2000-01-15,1/15/2000,8,AULD LANG SYNE,Kenny G,Auld Lang SyneKenny G,1,7,7,5,2000,1,15
http://www.billboard.com/charts/hot-100/2000-01-22,1/22/2000,66,AULD LANG SYNE,Kenny G,Auld Lang SyneKenny G,1,8,7,5,2000,1,22
http://www.billboard.com/charts/hot-100/2000-12-30,12/30/2000,68,THE CHRISTMAS SHOES,NewSong,The Christmas ShoesNewSong,1,,42,2,2000,12,30
http://www.billboard.com/charts/hot-100/2001-01-06,1/6/2001,65,WHERE ARE YOU CHRISTMAS?,Faith Hill,Where Are You Christmas?Faith Hill,1,,65,1,2001,1,6
http://www.billboard.com/charts/hot-100/2001-01-06,1/6/2001,42,THE CHRISTMAS SHOES,NewSong,The Christmas ShoesNewSong,1,68,42,2,2001,1,6
http://www.billboard.com/charts/hot-100/2005-11-05,11/5/2005,92,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,83,36,20,2005,11,5
http://www.billboard.com/charts/hot-100/2005-11-12,11/12/2005,77,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,92,36,20,2005,11,12
http://www.billboard.com/charts/hot-100/2005-11-19,11/19/2005,71,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,77,36,20,2005,11,19
http://www.billboard.com/charts/hot-100/2005-11-26,11/26/2005,67,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,71,36,20,2005,11,26
http://www.billboard.com/charts/hot-100/2005-12-03,12/3/2005,68,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,67,36,20,2005,12,3
http://www.billboard.com/charts/hot-100/2005-12-10,12/10/2005,65,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,68,36,20,2005,12,10
http://www.billboard.com/charts/hot-100/2005-12-17,12/17/2005,57,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,65,36,20,2005,12,17
http://www.billboard.com/charts/hot-100/2005-12-24,12/24/2005,97,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,,60,20,2005,12,24
