id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
127809,454,192,Lisa Simpson: What are you talking about?,809000,TRUE,9,795,Lisa Simpson,Springfield Elementary School Auditorium,What are you talking about?,what are you talking about,5
127837,454,220,Lisa Simpson: No! You lie! Eliza Simpson can't be a coward! She's the only decent ancestor I have.,947000,TRUE,9,498,Lisa Simpson,SPRINGFIELD ELEMENTARY AUDITORIUM,No! You lie! Eliza Simpson can't be a coward! She's the only decent ancestor I have.,no you lie eliza simpson cant be a coward shes the only decent ancestor i have,16
127810,454,193,"Milhouse Van Houten: I hold in my hand another diary. That of my great-great-great (TAKES HIT FROM INHALER) great-great grandfafa, Milford Van Houten.",811000,TRUE,25,795,Milhouse Van Houten,Springfield Elementary School Auditorium,"I hold in my hand another diary. That of my great-great-great great-great grandfafa, Milford Van Houten.",i hold in my hand another diary that of my great-great-great great-great grandfafa milford van houten,16
127811,454,194,"Milhouse Van Houten: ""April 22nd, 1860...""",824000,TRUE,25,795,Milhouse Van Houten,Springfield Elementary School Auditorium,"""April 22nd, 1860...""",april 22nd 1860,3
127812,454,195,(Springfield: Ext. Springfield - 1860 - Day),824000,FALSE,NA,216,NA,Springfield,NA,NA,NA
127813,454,196,"Milford: (SOUTHERN) I was reclining beneath a sarsaparilla tree, reading about one of Mr. Thomas Jefferson's marvelous inventions...when suddenly I heard quite a commotion coming from the Simpson residence.",824000,TRUE,5562,216,Milford,Springfield,"I was reclining beneath a sarsaparilla tree, reading about one of Mr. Thomas Jefferson's marvelous inventions...when suddenly I heard quite a commotion coming from the Simpson residence.",i was reclining beneath a sarsaparilla tree reading about one of mr thomas jeffersons marvelous inventionswhen suddenly i heard quite a commotion coming from the simpson residence,27
127814,454,197,Colonel Burns: You're a liar!,840000,TRUE,5556,216,Colonel Burns,Springfield,You're a liar!,youre a liar,3
127815,454,198,Homer Simpson: Leave me alone! I have shares to crop!,841000,TRUE,2,216,Homer Simpson,Springfield,Leave me alone! I have shares to crop!,leave me alone i have shares to crop,8
127816,454,199,(OLD SIMPSON HOUSE: int. old simpson house - continuous),843000,FALSE,NA,3700,NA,OLD SIMPSON HOUSE,NA,NA,NA
127817,454,200,Colonel Burns: That's one of Virgil's sugar-sprinkled cake rings! Now where is he?,843000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,That's one of Virgil's sugar-sprinkled cake rings! Now where is he?,thats one of virgils sugar-sprinkled cake rings now where is he,11
127818,454,201,Hiram: I don't have to answer some weak old man with a walking stick.,849000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,I don't have to answer some weak old man with a walking stick.,i dont have to answer some weak old man with a walking stick,13
127819,454,202,Hiram: (SCREAMS) A beating stick!,853000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,A beating stick!,a beating stick,3
127820,454,203,Colonel Burns: (SWINGS) Brigand! (SWINGS) Dastard! (SWINGS) Renegade! (SWINGS) Mooncalf!,855000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,Brigand! Dastard! Renegade! Mooncalf!,brigand dastard renegade mooncalf,4
127821,454,204,Hiram: I can't tell you where he is -- I swore an oath!,860000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,I can't tell you where he is -- I swore an oath!,i cant tell you where he is -- i swore an oath,12
127822,454,205,"Colonel Burns: I see... (SEDUCTIVE) You know, Simpson, every man has his price. And no one is better at determining said price than yours truly.",863000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,"I see... You know, Simpson, every man has his price. And no one is better at determining said price than yours truly.",i see you know simpson every man has his price and no one is better at determining said price than yours truly,22
127823,454,206,Colonel Burns: I would say your price is... (CONFIDENT) a pleasant surprise.,882000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,I would say your price is... a pleasant surprise.,i would say your price is a pleasant surprise,9
127824,454,207,Hiram: (CRACKING) That's exactly my price! Your man Virgil... is... in...,887000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,That's exactly my price! Your man Virgil... is... in...,thats exactly my price your man virgil is in,9
127825,454,208,"Eliza: Father, no!",892000,TRUE,4204,3700,Eliza,OLD SIMPSON HOUSE,"Father, no!",father no,2
127826,454,209,Hiram: Eliza! Hold your tongue!,893000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,Eliza! Hold your tongue!,eliza hold your tongue,4
127827,454,210,"Colonel Burns: (TO HIRAM) Don't worry, I'll handle this one. (TO ELIZA) Young lady, in this day and age, women only express their opinions in diaries to be found long after they're gone. From the day you were born, you were brought up to crave the approval of a man. And I know you really want to be a good girl, and good girls are seen and not heard.",894000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,"Don't worry, I'll handle this one. Young lady, in this day and age, women only express their opinions in diaries to be found long after they're gone. From the day you were born, you were brought up to crave the approval of a man. And I know you really want to be a good girl, and good girls are seen and not heard.",dont worry ill handle this one young lady in this day and age women only express their opinions in diaries to be found long after theyre gone from the day you were born you were brought up to crave the approval of a man and i know you really want to be a good girl and good girls are seen and not heard,63
127828,454,211,"Eliza: (BEATEN) Yes, sir.",918000,TRUE,4204,3700,Eliza,OLD SIMPSON HOUSE,"Yes, sir.",yes sir,2
127829,454,212,Colonel Burns: Thatta girl.,920000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,Thatta girl.,thatta girl,2
127830,454,213,Colonel Burns: (ALL BUSINESS) Now where's my man?,922000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,Now where's my man?,now wheres my man,4
127831,454,214,Hiram: (QUICKLY) In the turnip shed. (EAGER) Now what's my surprise?,924000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,In the turnip shed. Now what's my surprise?,in the turnip shed now whats my surprise,8
127832,454,215,Colonel Burns: Your surprise is... (BRISKLY) a new pair of shoes!,926000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,Your surprise is... a new pair of shoes!,your surprise is a new pair of shoes,8
127833,454,216,"Hiram: Oh my God, that surprise is so pleasant!",929000,TRUE,5554,3700,Hiram,OLD SIMPSON HOUSE,"Oh my God, that surprise is so pleasant!",oh my god that surprise is so pleasant,8
127834,454,217,Milford: After that fateful day...,936000,TRUE,5562,3700,Milford,OLD SIMPSON HOUSE,After that fateful day...,after that fateful day,4
127835,454,218,(SPRINGFIELD ELEMENTARY AUDITORIUM: INT. SPRINGFIELD ELEMENTARY AUDITORIUM - DAY (PRESENT)),936000,FALSE,NA,498,NA,SPRINGFIELD ELEMENTARY AUDITORIUM,NA,NA,NA
127836,454,219,"Milhouse Van Houten: (READING) ""...I could never even look at Eliza again."" (SHUTS DIARY) It didn't help that the next day he drank bad well water and went blind.",936000,TRUE,25,498,Milhouse Van Houten,SPRINGFIELD ELEMENTARY AUDITORIUM,"""...I could never even look at Eliza again."" It didn't help that the next day he drank bad well water and went blind.",i could never even look at eliza again it didnt help that the next day he drank bad well water and went blind,23
127838,454,221,"Groundskeeper Willie: Ach! Take it outside, lassie! We've still got three ""Jackie Robinsons"" and a ""Tuskegee Airmen"" to go...",954000,TRUE,404,498,Groundskeeper Willie,SPRINGFIELD ELEMENTARY AUDITORIUM,"Ach! Take it outside, lassie! We've still got three ""Jackie Robinsons"" and a ""Tuskegee Airmen"" to go...",ach take it outside lassie weve still got three jackie robinsons and a tuskegee airmen to go,17
127839,454,222,Groundskeeper Willie: (EXASPERATED) ...And so many Obamas!,961000,TRUE,404,498,Groundskeeper Willie,SPRINGFIELD ELEMENTARY AUDITORIUM,...And so many Obamas!,and so many obamas,4
127840,454,223,Obama Kids: Yes we can! / Audacity of hope! / Yes we can! / Let me be clear.,963000,TRUE,5563,498,Obama Kids,SPRINGFIELD ELEMENTARY AUDITORIUM,Yes we can! / Audacity of hope! / Yes we can! / Let me be clear.,yes we can audacity of hope yes we can let me be clear,13
127841,454,224,(Springfield Library: Ext. Springfield library - day - establishing),970000,FALSE,NA,90,NA,Springfield Library,NA,NA,NA
127842,454,225,"Librarian: As I told you, we just don't have any books pertaining to Eliza Simpson.",970000,TRUE,310,90,Librarian,Springfield Library,"As I told you, we just don't have any books pertaining to Eliza Simpson.",as i told you we just dont have any books pertaining to eliza simpson,14
127843,454,226,Lisa Simpson: But I need to prove that my ancestor couldn't have backed down to Colonel Burns!,974000,TRUE,9,90,Lisa Simpson,Springfield Library,But I need to prove that my ancestor couldn't have backed down to Colonel Burns!,but i need to prove that my ancestor couldnt have backed down to colonel burns,15
127844,454,227,"C. Montgomery Burns: Colonel Burns? Why, I haven't heard my father's name in years.",979000,TRUE,15,90,C. Montgomery Burns,Springfield Library,"Colonel Burns? Why, I haven't heard my father's name in years.",colonel burns why i havent heard my fathers name in years,11
127845,454,228,"Librarian: You know, you could try our film vault.",985000,TRUE,310,90,Librarian,Springfield Library,"You know, you could try our film vault.",you know you could try our film vault,8
127846,454,229,Lisa Simpson: Huh?,987000,TRUE,9,90,Lisa Simpson,Springfield Library,Huh?,huh,1
127847,454,230,Librarian #2: (TURNS) We have a film vault?,988000,TRUE,5564,90,Librarian #2,Springfield Library,We have a film vault?,we have a film vault,5
127848,454,231,Librarian: It's where we hooked up during the Christmas party.,990000,TRUE,310,90,Librarian,Springfield Library,It's where we hooked up during the Christmas party.,its where we hooked up during the christmas party,9
127849,454,232,Librarian #2: (REMEMBERING) Ohhh...,993000,TRUE,5564,90,Librarian #2,Springfield Library,Ohhh...,ohhh,1
127850,454,233,(FILM VAULT: iNT. film vault - DAY),998000,FALSE,NA,3701,NA,FILM VAULT,NA,NA,NA
127851,454,234,"Interviewer: (SLIGHTLY OFF-MIKE) So, Miss Eliza, I understand you just turned one hundred.",998000,TRUE,19,3701,Interviewer,FILM VAULT,"So, Miss Eliza, I understand you just turned one hundred.",so miss eliza i understand you just turned one hundred,10
127852,454,235,Eliza: (FRAIL WOMAN) It's been quite a life.,1002000,TRUE,4204,3701,Eliza,FILM VAULT,It's been quite a life.,its been quite a life,5
127853,454,236,Interviewer: (SLIGHTLY OFF-MIKE) Any regrets?,1005000,TRUE,19,3701,Interviewer,FILM VAULT,Any regrets?,any regrets,2
127854,454,237,"Eliza: Just one. When I was a girl, I witnessed a grave injustice... but I held my tongue. That pat on my head from a wicked man has haunted me to this day.",1006000,TRUE,4204,3701,Eliza,FILM VAULT,"Just one. When I was a girl, I witnessed a grave injustice... but I held my tongue. That pat on my head from a wicked man has haunted me to this day.",just one when i was a girl i witnessed a grave injustice but i held my tongue that pat on my head from a wicked man has haunted me to this day,32
127855,454,238,Lisa Simpson: (TEARFULLY) There's no noble Simpson.,1021000,TRUE,9,3701,Lisa Simpson,FILM VAULT,There's no noble Simpson.,theres no noble simpson,4
127856,454,239,(Simpson Home: ext. Simpson house - day - establishing),1024000,FALSE,NA,5,NA,Simpson Home,NA,NA,NA
127857,454,240,"Lisa Simpson: (SIGHS) You were right, Dad. I should have quit while I was ahead, instead of learning the horrible truth about our family and Virgil.",1024000,TRUE,9,5,Lisa Simpson,Simpson Home,"You were right, Dad. I should have quit while I was ahead, instead of learning the horrible truth about our family and Virgil.",you were right dad i should have quit while i was ahead instead of learning the horrible truth about our family and virgil,23
127858,454,241,"Grampa Simpson: Aw, don't cry, meat pie. Things worked out pretty well for Virgil in the end.",1035000,TRUE,31,5,Grampa Simpson,Simpson Home,"Aw, don't cry, meat pie. Things worked out pretty well for Virgil in the end.",aw dont cry meat pie things worked out pretty well for virgil in the end,15
127859,454,242,Lisa Simpson: What are you talking about? Is there something you know about Virgil that you haven't told us?,1040000,TRUE,9,5,Lisa Simpson,Simpson Home,What are you talking about? Is there something you know about Virgil that you haven't told us?,what are you talking about is there something you know about virgil that you havent told us,17
127860,454,243,"Grampa Simpson: I'll take that secret to my grave! Or urn, or medical school dissecting table, or wherever you're dumpin' me!",1045000,TRUE,31,5,Grampa Simpson,Simpson Home,"I'll take that secret to my grave! Or urn, or medical school dissecting table, or wherever you're dumpin' me!",ill take that secret to my grave or urn or medical school dissecting table or wherever youre dumpin me,19
127861,454,244,"Homer Simpson: Listen, Wrinkles! If you know something that'll cheer up my little girl, you'd better spill it. Or I can make things very uncomfortable for you.",1051000,TRUE,2,5,Homer Simpson,Simpson Home,"Listen, Wrinkles! If you know something that'll cheer up my little girl, you'd better spill it. Or I can make things very uncomfortable for you.",listen wrinkles if you know something thatll cheer up my little girl youd better spill it or i can make things very uncomfortable for you,25
127862,454,245,"Grampa Simpson: (PANICKY) Okay, I'll talk! D-Day is June 6th! Repeat: June 6th! Allied forces will land on the beaches of Normandy in the following order: Utah, Omaha, Gold, Juno... are you writing this down, Fritz?",1062000,TRUE,31,5,Grampa Simpson,Simpson Home,"Okay, I'll talk! D-Day is June 6th! Repeat: June 6th! Allied forces will land on the beaches of Normandy in the following order: Utah, Omaha, Gold, Juno... are you writing this down, Fritz?",okay ill talk d-day is june 6th repeat june 6th allied forces will land on the beaches of normandy in the following order utah omaha gold juno are you writing this down fritz,33
127863,454,246,Homer Simpson: About Virgil.,1075000,TRUE,2,5,Homer Simpson,Simpson Home,About Virgil.,about virgil,2
127864,454,247,"Grampa Simpson: Oh, right. Well Lisa, Mabel knew her husband well, so she had cooked up a little ""payback pie...""",1076000,TRUE,31,5,Grampa Simpson,Simpson Home,"Oh, right. Well Lisa, Mabel knew her husband well, so she had cooked up a little ""payback pie...""",oh right well lisa mabel knew her husband well so she had cooked up a little payback pie,18
127865,454,248,(OLD SIMPSON HOUSE: ext. Old SIMPSON HOUSE - day (1860)),1086000,FALSE,NA,3700,NA,OLD SIMPSON HOUSE,NA,NA,NA
127866,454,249,C. Montgomery Burns: (STARTLED NOISE),1086000,FALSE,15,3700,C. Montgomery Burns,OLD SIMPSON HOUSE,NA,NA,NA
127867,454,250,"Mabel: Get off my property, Colonel Burns! And if I ever see you in these parts again, (COCKS SHOTGUN) you're gonna be a Memphis belle.",1086000,TRUE,5555,3700,Mabel,OLD SIMPSON HOUSE,"Get off my property, Colonel Burns! And if I ever see you in these parts again, you're gonna be a Memphis belle.",get off my property colonel burns and if i ever see you in these parts again youre gonna be a memphis belle,22
127868,454,251,"Colonel Burns: Very well. You may have won this round. But some day my history will be told, by my descendants Ken and Rick Burns.",1094000,TRUE,5556,3700,Colonel Burns,OLD SIMPSON HOUSE,"Very well. You may have won this round. But some day my history will be told, by my descendants Ken and Rick Burns.",very well you may have won this round but some day my history will be told by my descendants ken and rick burns,23
127869,454,252,Mabel: I knew you'd break your promise! Now I'm taking Virgil to freedom!,1105000,TRUE,5555,3700,Mabel,OLD SIMPSON HOUSE,I knew you'd break your promise! Now I'm taking Virgil to freedom!,i knew youd break your promise now im taking virgil to freedom,12
127870,454,253,"Virgil Simpson: You defied your husband for me? Man, this is the sixties.",1109000,TRUE,5558,3700,Virgil Simpson,OLD SIMPSON HOUSE,"You defied your husband for me? Man, this is the sixties.",you defied your husband for me man this is the sixties,11
127871,454,254,Mabel: Now let's take you to a place where a black man can blend in: Canada.,1114000,TRUE,5555,3700,Mabel,OLD SIMPSON HOUSE,Now let's take you to a place where a black man can blend in: Canada.,now lets take you to a place where a black man can blend in canada,15
127872,454,255,"Grampa Simpson: So with those words, Mabel and Virgil headed north.",1120000,TRUE,31,3700,Grampa Simpson,OLD SIMPSON HOUSE,"So with those words, Mabel and Virgil headed north.",so with those words mabel and virgil headed north,9
127873,454,256,(Country Road: ext. country road - early evening),1120000,FALSE,NA,186,NA,Country Road,NA,NA,NA
127874,454,257,Grampa Simpson: But their journey was fraught with peril...,1120000,TRUE,31,186,Grampa Simpson,Country Road,But their journey was fraught with peril...,but their journey was fraught with peril,7
127875,454,258,"Virgil Simpson: (SIGHS) Mabel, why don't I go on alone, and you go back to Hiram?",1134000,TRUE,5558,186,Virgil Simpson,Country Road,"Mabel, why don't I go on alone, and you go back to Hiram?",mabel why dont i go on alone and you go back to hiram,13
127876,454,259,Mabel: No! There's no life for me with him! I just need to disguise my hair... but how?,1137000,TRUE,5555,186,Mabel,Country Road,No! There's no life for me with him! I just need to disguise my hair... but how?,no theres no life for me with him i just need to disguise my hair but how,17
127877,454,260,Abraham Lincoln: May I be of assistance?,1143000,TRUE,857,186,Abraham Lincoln,Country Road,May I be of assistance?,may i be of assistance,5
127878,454,261,Mabel: Abraham Lincoln?! (GASPS),1145000,TRUE,5555,186,Mabel,Country Road,Abraham Lincoln?!,abraham lincoln,2
127879,454,262,Abraham Lincoln: Perhaps this hat will help disguise your hair.,1145000,TRUE,857,186,Abraham Lincoln,Country Road,Perhaps this hat will help disguise your hair.,perhaps this hat will help disguise your hair,8
127880,454,263,Mabel: Thank you. (PUTS IT ON OVER HAIR) How's it look?,1150000,TRUE,5555,186,Mabel,Country Road,Thank you. How's it look?,thank you hows it look,5
127881,454,264,Abraham Lincoln: It makes you look like a potbellied stove.,1155000,TRUE,857,186,Abraham Lincoln,Country Road,It makes you look like a potbellied stove.,it makes you look like a potbellied stove,8
127882,454,265,Mabel: (ANNOYED NOISE),1155000,FALSE,5555,186,Mabel,Country Road,NA,NA,NA
127883,454,266,"Abraham Lincoln: (OFF HER ANNOYED LOOK) Hey, hey, ""Honest Abe."" (CHUCKLES) Oh, I'm a riot.",1155000,TRUE,857,186,Abraham Lincoln,Country Road,"Hey, hey, ""Honest Abe."" Oh, I'm a riot.",hey hey honest abe oh im a riot,8
127884,454,267,(Niagara Falls: ext. niagara falls - day),1162000,FALSE,NA,3702,NA,Niagara Falls,NA,NA,NA
127885,454,268,"Grampa Simpson: As the border drew closer, so did Virgil and Mabel.",1162000,TRUE,31,3702,Grampa Simpson,Niagara Falls,"As the border drew closer, so did Virgil and Mabel.",as the border drew closer so did virgil and mabel,10
127886,454,269,Virgil Simpson: After you.,1165000,TRUE,5558,3702,Virgil Simpson,Niagara Falls,After you.,after you,2
127887,454,270,"Grampa Simpson: By the time they crossed into Canada, things had changed...",1167000,TRUE,31,3702,Grampa Simpson,Niagara Falls,"By the time they crossed into Canada, things had changed...",by the time they crossed into canada things had changed,10
127888,454,271,(Bridge: ext. bridge - long shot - continuous),1175000,FALSE,NA,99,NA,Bridge,NA,NA,NA
127889,454,272,Grampa Simpson: ...Mabel divorced Hiram...,1175000,TRUE,31,99,Grampa Simpson,Bridge,...Mabel divorced Hiram...,mabel divorced hiram,3
127890,454,273,(Office: INt. OFFICE - day),1175000,FALSE,NA,745,NA,Office,NA,NA,NA
127891,454,274,Grampa Simpson: ...and got one of his shoes in the settlement...Mabel and Virgil lived out the rest of their days in peace.,1175000,TRUE,31,745,Grampa Simpson,Office,...and got one of his shoes in the settlement...Mabel and Virgil lived out the rest of their days in peace.,and got one of his shoes in the settlementmabel and virgil lived out the rest of their days in peace,20
127892,454,275,(MODEST SNOW-COVERED HOUSE: ext. modest snow-covered house - day - establishing),1187000,FALSE,NA,3703,NA,MODEST SNOW-COVERED HOUSE,NA,NA,NA
127893,454,276,"Grampa Simpson: They got married, and since Virgil had no last name, they both took the name Simpson, so that Mabel could keep all her monogrammed table linens.",1187000,TRUE,31,3703,Grampa Simpson,MODEST SNOW-COVERED HOUSE,"They got married, and since Virgil had no last name, they both took the name Simpson, so that Mabel could keep all her monogrammed table linens.",they got married and since virgil had no last name they both took the name simpson so that mabel could keep all her monogrammed table linens,26
127950,455,41,(Hallway: int. hallway - continuous),220000,FALSE,NA,137,NA,Hallway,NA,NA,NA
127894,454,277,"Grampa Simpson: And their son, Abraham Simpson, was my great-grandfather.",1196000,TRUE,31,3703,Grampa Simpson,MODEST SNOW-COVERED HOUSE,"And their son, Abraham Simpson, was my great-grandfather.",and their son abraham simpson was my great-grandfather,8
127895,454,278,(Simpson Home: Int. simpson house - day (A LITTLE LATER)),1206000,FALSE,NA,5,NA,Simpson Home,NA,NA,NA
127896,454,279,"Grampa Simpson: So you're actually descended from Virgil, not Hiram. Are ya happy?",1206000,TRUE,31,5,Grampa Simpson,Simpson Home,"So you're actually descended from Virgil, not Hiram. Are ya happy?",so youre actually descended from virgil not hiram are ya happy,11
127897,454,280,Lisa Simpson: Yes! I'm thrilled! We've regained our family honor and (TO BART) we're one-sixty-fourth black!,1211000,TRUE,9,5,Lisa Simpson,Simpson Home,Yes! I'm thrilled! We've regained our family honor and we're one-sixty-fourth black!,yes im thrilled weve regained our family honor and were one-sixty-fourth black,12
127898,454,281,Bart Simpson: So that's why I'm so cool!,1218000,TRUE,8,5,Bart Simpson,Simpson Home,So that's why I'm so cool!,so thats why im so cool,6
127899,454,282,Lisa Simpson: That's why my jazz is so smooth!,1221000,TRUE,9,5,Lisa Simpson,Simpson Home,That's why my jazz is so smooth!,thats why my jazz is so smooth,7
127900,454,283,Homer Simpson: And that's why I earn less than my white co-workers!,1223000,TRUE,2,5,Homer Simpson,Simpson Home,And that's why I earn less than my white co-workers!,and thats why i earn less than my white co-workers,10
127901,454,284,"Lisa Simpson: Grampa, why'd you try to keep us from finding this out?",1226000,TRUE,9,5,Lisa Simpson,Simpson Home,"Grampa, why'd you try to keep us from finding this out?",grampa whyd you try to keep us from finding this out,11
127902,454,285,"Grampa Simpson: Well, it's hard to explain this to a young person, but people of my generation are... you know...",1229000,TRUE,31,5,Grampa Simpson,Simpson Home,"Well, it's hard to explain this to a young person, but people of my generation are... you know...",well its hard to explain this to a young person but people of my generation are you know,18
127903,454,286,Lisa Simpson: Racists?,1236000,TRUE,9,5,Lisa Simpson,Simpson Home,Racists?,racists,1
127904,454,287,Grampa Simpson: That's it.,1236000,TRUE,31,5,Grampa Simpson,Simpson Home,That's it.,thats it,2
127905,454,288,"Marge Simpson: I don't know what the big deal is. I mean, it never bothered any of you that my father's French. You know, Bouvier?",1238000,TRUE,1,5,Marge Simpson,Simpson Home,"I don't know what the big deal is. I mean, it never bothered any of you that my father's French. You know, Bouvier?",i dont know what the big deal is i mean it never bothered any of you that my fathers french you know bouvier,23
127906,454,289,Homer Simpson: So that's why I love drinking so much.,1245000,TRUE,2,5,Homer Simpson,Simpson Home,So that's why I love drinking so much.,so thats why i love drinking so much,8
127907,454,290,"Marge Simpson: I'm French, not you.",1248000,TRUE,1,5,Marge Simpson,Simpson Home,"I'm French, not you.",im french not you,4
127908,454,291,"Homer Simpson: (SHRUGGING) C'est la vie, baby.",1249000,TRUE,2,5,Homer Simpson,Simpson Home,"C'est la vie, baby.",cest la vie baby,4
127909,455,0,"Narrator: How will the Springfielder of the future get around town? Will he be like Bus-stop Bill, caught out in the rain?",26000,TRUE,56,NA,Narrator,NA,"How will the Springfielder of the future get around town? Will he be like Bus-stop Bill, caught out in the rain?",how will the springfielder of the future get around town will he be like bus-stop bill caught out in the rain,21
127910,455,1,"Narrator: Or will he be like Subway Sam, packed like a tuna, on the Springfield Metro Line?",35000,TRUE,56,NA,Narrator,NA,"Or will he be like Subway Sam, packed like a tuna, on the Springfield Metro Line?",or will he be like subway sam packed like a tuna on the springfield metro line,16
127911,455,2,Narrator: (POSITIVE) Here he can rub shoulders with fellow businessmen and share their deadly germs!,40000,TRUE,56,NA,Narrator,NA,Here he can rub shoulders with fellow businessmen and share their deadly germs!,here he can rub shoulders with fellow businessmen and share their deadly germs,13
127912,455,3,"Narrator: These two men might as well be kissing! Is there no way to get to work in comfort, safety, and style?",49000,TRUE,56,NA,Narrator,NA,"These two men might as well be kissing! Is there no way to get to work in comfort, safety, and style?",these two men might as well be kissing is there no way to get to work in comfort safety and style,21
127913,455,4,"Narrator: Well, it looks like Motorcar Mel's got the answer! He's cruising at a hundred and thirty miles an hour in a plutonium-powered auto on the spacious skyway of tomorrow.",56000,TRUE,56,NA,Narrator,NA,"Well, it looks like Motorcar Mel's got the answer! He's cruising at a hundred and thirty miles an hour in a plutonium-powered auto on the spacious skyway of tomorrow.",well it looks like motorcar mels got the answer hes cruising at a hundred and thirty miles an hour in a plutonium-powered auto on the spacious skyway of tomorrow,29
127914,455,5,Narrator: And it's got plenty of room for all of Mrs. Mel's shopping.,67000,TRUE,56,NA,Narrator,NA,And it's got plenty of room for all of Mrs. Mel's shopping.,and its got plenty of room for all of mrs mels shopping,12
127915,455,6,Narrator: All that's left is to pick Junior up from school.,75000,TRUE,56,NA,Narrator,NA,All that's left is to pick Junior up from school.,all thats left is to pick junior up from school,10
127916,455,7,Narrator: Looks like that robot arm needs a little adjustment. (CHUCKLES),80000,TRUE,56,NA,Narrator,NA,Looks like that robot arm needs a little adjustment.,looks like that robot arm needs a little adjustment,9
127917,455,8,(Springfield Elementary School: ext. school - continuous),90000,FALSE,NA,3,NA,Springfield Elementary School,NA,NA,NA
127918,455,9,(Springfield Elementary School: InT. Springfield elementary - classroom - continuous),90000,FALSE,NA,3,NA,Springfield Elementary School,NA,NA,NA
127919,455,10,"Edna Krabappel-Flanders: Well, that concludes... I don't really know what that was. Now please take out your homework.",90000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"Well, that concludes... I don't really know what that was. Now please take out your homework.",well that concludes i dont really know what that was now please take out your homework,16
127920,455,11,Bart Simpson: (URGENT SOTTO TO MILHOUSE) Homework? What homework?,96000,TRUE,8,3,Bart Simpson,Springfield Elementary School,Homework? What homework?,homework what homework,3
127951,455,42,Bart Simpson: Sixth-graders! Nooooooo!,220000,TRUE,8,137,Bart Simpson,Hallway,Sixth-graders! Nooooooo!,sixth-graders nooooooo,2
127921,455,12,Milhouse Van Houten: We had to build a Hopi Indian pueblo.,98000,TRUE,25,3,Milhouse Van Houten,Springfield Elementary School,We had to build a Hopi Indian pueblo.,we had to build a hopi indian pueblo,8
127922,455,13,Martin Prince: Mine features indigenous Hopi songs.,100000,TRUE,38,3,Martin Prince,Springfield Elementary School,Mine features indigenous Hopi songs.,mine features indigenous hopi songs,5
127923,455,14,Hopi Singers: (NATIVE AMERICAN SINGING) NA HI HIE HO HEY...!,103000,TRUE,5565,3,Hopi Singers,Springfield Elementary School,NA HI HIE HO HEY...!,na hi hie ho hey,5
127924,455,15,Martin Prince: What's this? A promoter has arrived to entice the tribe to perform in a wild west show!,107000,TRUE,38,3,Martin Prince,Springfield Elementary School,What's this? A promoter has arrived to entice the tribe to perform in a wild west show!,whats this a promoter has arrived to entice the tribe to perform in a wild west show,17
127925,455,16,"Martin Prince: Unfortunately, the chief doesn't read the contract very carefully.",115000,TRUE,38,3,Martin Prince,Springfield Elementary School,"Unfortunately, the chief doesn't read the contract very carefully.",unfortunately the chief doesnt read the contract very carefully,9
127926,455,17,"Martin Prince: The good news is, over a hundred years later, a brilliant little boy receives an ""A"" for his amazing presentation.",121000,TRUE,38,3,Martin Prince,Springfield Elementary School,"The good news is, over a hundred years later, a brilliant little boy receives an ""A"" for his amazing presentation.",the good news is over a hundred years later a brilliant little boy receives an a for his amazing presentation,20
127927,455,18,Class: (IMPRESSED NOISES),121000,FALSE,1433,3,Class,Springfield Elementary School,NA,NA,NA
127928,455,19,"Edna Krabappel-Flanders: (CLAPPING) Bravo, Martin! Bravo!",132000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"Bravo, Martin! Bravo!",bravo martin bravo,3
127929,455,20,Edna Krabappel-Flanders: Well let's see what the rest of you dullards have to offer.,134000,TRUE,40,3,Edna Krabappel-Flanders,Springfield Elementary School,Well let's see what the rest of you dullards have to offer.,well lets see what the rest of you dullards have to offer,12
127930,455,21,Bart Simpson: Uh-oh.,140000,TRUE,8,3,Bart Simpson,Springfield Elementary School,Uh-oh.,uh-oh,1
127931,455,22,Bart Simpson: (HOPEFUL NOISE),140000,FALSE,8,3,Bart Simpson,Springfield Elementary School,NA,NA,NA
