5,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2016 and January-March 2016"
2,"d","New York",27.5,5.9,1.5,7.6,9.5,2.6
2,"d","North Carolina",9.5,2.5,1.9,2.7,4.0,2.4
2,"d","North Dakota",2.7,-,-,-,0.1,11.7
2,"d","",,,,,,
2,"d","Ohio",41.6,4.3,0.2,1.3,10.2,5.3
2,"d","Oklahoma",4.9,1.2,"(Z)",0.3,0.9,21.0
2,"d","Oregon",20.4,15.0,5.3,"(Z)",2.4,0.3
2,"d","Pennsylvania",44.8,4.3,0.3,3.8,5.5,4.6
2,"d","South Carolina",10.7,2.3,0.6,2.0,5.1,4.8
2,"d","South Dakota",0.2,"(Z)","(Z)",-,0.5,0.3
2,"d","Tennessee",19.7,7.1,0.2,3.7,10.1,10.9
2,"d","Texas",19.4,9.8,2.3,9.4,3.7,2.5
2,"d","Utah",26.2,7.0,0.1,0.4,1.6,0.5
2,"d","Vermont",1.3,-,0.3,-,0.5,1.7
2,"d","",,,,,,
2,"d","Virginia",32.7,7.3,-,0.4,5.0,3.8
2,"d","Washington",23.3,10.5,1.3,1.7,1.9,5.1
2,"d","West Virginia",21.9,2.9,1.1,0.6,6.9,6.5
2,"d","Wisconsin",24.2,1.6,1.1,13.4,10.8,10.4
2,"d","Wyoming","(Z)",0.4,0.2,2.5,0.8,1.3
2,"d","",,,,,,
2,"d","Other States 4/",5.5,2.3,0.5,2.1,8.6,0.1
2,"d","",,,,,,
2,"d","United States",34.6,12.6,6.2,10.9,6.9,5.4
2,"c",""
2,"f","-  Represents zero."
2,"f","(Z)  Less than half of the unit shown."
2,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
2,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
2,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
2,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
13,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
13,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2016"
13,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
13,"h","","","","","","",""
13,"h","","Varroa","Other pests","","","",""
13,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
13,"h","","","","","","",""
13,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
13,"d","Alabama",9.6,8.2,0.3,1.7,4.8,5.4
13,"d","Arizona",26.8,47.5,17.2,12.0,17.4,3.5
13,"d","Arkansas",84.9,8.5,5.5,0.1,3.4,1.6
13,"d","California",49.7,14.1,11.2,14.2,15.3,2.6
13,"d","Colorado",38.7,0.8,3.3,1.4,2.6,0.3
13,"d","Connecticut",9.3,0.6,0.5,0.3,4.4,1.2
13,"d","Florida",48.2,23.3,10.0,11.6,10.1,2.0
13,"d","Georgia",59.3,28.4,2.0,28.4,11.7,2.7
13,"d","Hawaii",35.6,38.1,"(Z)",0.6,3.2,-
13,"d","Idaho",21.2,4.8,2.7,3.1,5.4,2.7
13,"d","",,,,,,
13,"d","Illinois",11.4,4.4,2.0,3.1,4.7,2.1
13,"d","Indiana",12.5,2.9,"(Z)",2.1,2.8,4.3
13,"d","Iowa",23.5,17.8,18.7,0.6,6.0,5.7
13,"d","Kansas",47.3,11.6,2.8,8.3,3.7,1.8
13,"d","Kentucky",38.9,36.1,1.7,28.4,16.0,3.8
13,"d","Louisiana",20.7,1.1,-,0.3,1.2,0.6
13,"d","Maine",82.7,-,4.3,31.1,2.4,27.9
13,"d","Maryland",4.2,2.3,2.4,2.9,3.3,0.6
13,"d","Massachusetts",40.5,10.6,0.3,10.6,2.3,11.9
13,"d","Michigan",54.1,9.3,1.1,16.5,11.8,1.1
13,"d","",,,,,,
13,"d","Minnesota",20.8,6.0,6.5,18.2,8.6,7.6
13,"d","Mississippi",12.3,2.3,1.2,2.7,1.2,0.1
13,"d","Missouri",17.2,1.6,0.7,0.1,1.6,1.2
13,"d","Montana",30.3,7.1,4.5,3.9,6.9,0.2
13,"d","Nebraska",6.1,0.1,1.0,3.8,1.1,3.5
13,"d","New Jersey",11.9,0.9,0.2,"(Z)",0.2,0.3
13,"d","New Mexico",59.1,0.3,12.1,2.5,8.2,-
13,"d","New York",20.4,3.1,0.9,11.7,4.1,3.8
13,"d","North Carolina",51.8,23.5,4.7,33.8,8.3,41.7
13,"d","North Dakota",16.2,3.7,2.1,1.1,3.6,0.2
13,"d","",,,,,,
13,"d","Ohio",10.6,2.2,0.6,18.3,2.9,1.4
13,"d","Oklahoma",51.8,2.8,0.2,1.2,0.6,0.4
13,"d","Oregon",52.7,14.5,9.9,2.6,16.7,6.0
13,"d","Pennsylvania",18.7,3.9,2.4,3.6,4.6,0.9
13,"d","South Carolina",51.3,36.6,1.0,35.8,14.3,1.3
13,"d","South Dakota",32.4,6.6,1.7,5.1,15.4,0.1
13,"d","Tennessee",40.9,22.7,0.1,0.4,9.1,2.6
13,"d","Texas",26.1,9.0,7.5,2.4,7.4,3.7
13,"d","Utah",23.0,0.1,1.8,7.3,3.4,0.8
13,"d","Vermont",2.6,0.1,0.1,-,0.3,0.1
13,"d","",,,,,,
13,"d","Virginia",23.1,4.2,6.8,6.0,7.3,2.9
13,"d","Washington",40.9,11.4,3.3,3.1,11.1,0.6
13,"d","West Virginia",20.1,0.8,4.2,-,14.7,0.7
13,"d","Wisconsin",23.4,3.7,12.8,12.6,14.9,10.5
13,"d","Wyoming",7.1,2.6,1.2,0.6,2.5,0.8
13,"d","",,,,,,
13,"d","Other States 4/",7.6,0.2,-,0.8,0.6,5.4
13,"d","",,,,,,
13,"d","United States",53.4,16.3,9.5,12.4,12.3,4.1
13,"c",""
13,"f","-  Represents zero."
13,"f","(Z)  Less than half of the unit shown."
13,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
13,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
13,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
13,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
9,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
9,"t","Colony Health Stressors with Five or More Colonies – States and United States: July-September 2016"
9,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
9,"h","","","","","","",""
9,"h","","Varroa","Other pests","","","",""
9,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
9,"h","","","","","","",""
9,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
9,"d","Alabama",11.7,42.0,"(Z)",3.8,3.2,13.8
9,"d","Arizona",41.7,1.0,0.9,13.5,13.4,8.9
9,"d","Arkansas",80.7,9.0,0.4,7.9,2.7,0.3
9,"d","California",42.2,17.8,8.5,18.8,10.4,6.9
9,"d","Colorado",49.3,22.4,16.8,24.6,10.6,0.1
9,"d","Connecticut",18.8,1.6,-,0.2,5.0,0.8
9,"d","Florida",45.1,23.4,2.7,9.9,8.5,1.8
9,"d","Georgia",30.7,16.4,2.4,12.1,7.6,4.5
9,"d","Hawaii",67.8,75.3,0.1,0.8,-,-
9,"d","Idaho",25.3,4.7,4.5,7.6,6.0,3.3
9,"d","",,,,,,
9,"d","Illinois",17.4,7.9,0.7,4.3,2.9,1.6
9,"d","Indiana",50.4,12.4,1.2,0.6,2.5,1.2
9,"d","Iowa",32.6,3.4,0.8,16.7,2.4,5.6
9,"d","Kansas",42.8,25.5,14.1,29.1,4.5,2.6
9,"d","Kentucky",42.3,25.7,0.9,11.5,7.4,4.5
9,"d","Louisiana",39.5,26.1,"(Z)",1.6,9.6,0.7
9,"d","Maine",9.3,0.1,0.2,-,0.6,-
9,"d","Maryland",10.8,4.8,0.1,0.7,0.6,1.6
9,"d","Massachusetts",14.1,8.7,6.8,0.1,3.4,7.9
9,"d","Michigan",64.1,25.1,0.3,9.1,6.5,2.7
9,"d","",,,,,,
9,"d","Minnesota",47.2,14.6,6.2,22.4,17.8,8.9
9,"d","Mississippi",27.5,3.5,1.6,1.8,5.0,4.7
9,"d","Missouri",13.3,7.7,1.0,0.1,3.1,0.7
9,"d","Montana",41.9,8.8,7.0,6.9,6.1,1.4
9,"d","Nebraska",20.4,1.6,0.1,10.2,1.6,0.1
9,"d","New Jersey",20.2,7.1,1.2,8.5,1.3,0.3
9,"d","New Mexico",59.5,55.4,55.2,24.1,1.7,0.7
9,"d","New York",37.4,9.0,5.5,5.2,24.7,2.6
9,"d","North Carolina",27.8,13.4,0.1,2.9,13.4,3.0
9,"d","North Dakota",38.0,11.8,6.3,12.9,9.9,3.1
9,"d","",,,,,,
9,"d","Ohio",60.6,10.6,2.3,2.9,3.6,3.2
9,"d","Oklahoma",7.5,6.5,0.3,0.7,1.4,21.8
9,"d","Oregon",52.9,18.5,12.5,9.6,5.1,1.5
9,"d","Pennsylvania",27.3,7.7,1.6,4.3,2.8,1.2
9,"d","South Carolina",20.4,18.8,0.1,2.6,2.6,1.9
9,"d","South Dakota",48.8,19.5,14.2,22.7,4.6,2.8
9,"d","Tennessee",22.5,23.1,1.3,2.4,6.2,2.0
9,"d","Texas",47.2,11.4,1.7,31.4,3.7,4.1
9,"d","Utah",32.1,20.2,0.6,21.8,2.5,1.7
9,"d","Vermont",5.6,8.0,1.7,-,2.4,0.8
9,"d","",,,,,,
9,"d","Virginia",39.1,24.1,1.1,2.3,5.3,3.6
9,"d","Washington",65.2,1.4,0.9,19.1,4.3,0.1
9,"d","West Virginia",41.5,7.1,3.6,0.1,8.1,0.4
9,"d","Wisconsin",31.5,13.6,10.8,15.8,5.1,11.1
9,"d","Wyoming",38.6,3.1,0.5,2.6,3.4,0.3
9,"d","",,,,,,
9,"d","Other States 4/",7.8,1.6,0.5,-,2.3,9.8
9,"d","",,,,,,
9,"d","United States",46.1,15.6,6.7,15.1,9.3,4.5
9,"c",""
9,"f","-  Represents zero."
9,"f","(Z)  Less than half of the unit shown."
9,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
9,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
9,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
9,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
10,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2016"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",12.3,9.9,0.2,2.4,6.7,3.3
10,"d","Arizona",98.8,15.5,2.3,6.5,4.3,3.2
10,"d","Arkansas",21.1,4.8,"(Z)",1.3,1.1,3.3
10,"d","California",41.9,13.7,8.0,9.1,9.6,3.5
10,"d","Colorado",32.4,1.3,0.1,3.1,13.0,0.1
10,"d","Connecticut",14.7,6.6,1.1,1.0,5.8,3.2
10,"d","Florida",30.9,27.1,7.7,17.0,13.6,6.5
10,"d","Georgia",43.6,8.6,3.7,7.6,4.1,2.5
10,"d","Hawaii",39.9,40.8,-,0.1,0.2,0.1
10,"d","Idaho",31.9,0.8,4.8,0.2,4.2,3.0
10,"d","",,,,,,
10,"d","Illinois",27.8,11.7,1.2,5.6,3.9,4.8
10,"d","Indiana",28.2,9.6,0.2,1.4,1.0,3.8
10,"d","Iowa",18.7,9.8,8.9,9.0,11.4,6.3
10,"d","Kansas",29.2,8.3,0.3,3.1,5.1,1.4
10,"d","Kentucky",48.2,22.3,3.3,3.0,10.3,5.7
10,"d","Louisiana",2.9,1.0,1.0,0.1,0.7,1.2
10,"d","Maine",10.7,0.8,0.1,-,5.8,0.1
10,"d","Maryland",23.8,8.3,4.5,4.6,5.8,0.6
10,"d","Massachusetts",6.1,2.6,0.4,0.4,0.7,4.2
10,"d","Michigan",23.9,1.5,0.1,2.7,4.0,0.6
10,"d","",,,,,,
10,"d","Minnesota",27.5,7.7,3.1,17.6,5.0,8.9
10,"d","Mississippi",21.9,6.0,0.1,-,2.1,2.8
10,"d","Missouri",16.1,12.6,0.2,"(Z)",1.5,0.7
10,"d","Montana",59.1,39.4,32.9,13.7,33.3,33.1
10,"d","Nebraska",10.5,1.4,0.2,1.2,0.4,1.5
10,"d","New Jersey",28.6,11.3,0.4,1.9,3.4,8.6
10,"d","New Mexico",46.2,0.3,7.2,-,0.8,0.3
10,"d","New York",27.8,2.2,3.6,12.5,2.2,2.1
10,"d","North Carolina",24.0,7.7,1.8,-,12.5,1.3
10,"d","North Dakota",23.5,7.9,1.5,0.4,2.6,2.2
10,"d","",,,,,,
10,"d","Ohio",42.0,18.1,0.8,4.2,11.2,10.9
10,"d","Oklahoma",4.9,0.5,"(Z)",0.1,0.1,0.7
10,"d","Oregon",25.5,2.8,13.0,2.8,2.6,1.3
10,"d","Pennsylvania",18.7,2.6,1.0,2.8,4.9,3.1
10,"d","South Carolina",29.0,27.1,23.3,24.6,25.9,1.9
10,"d","South Dakota",48.9,5.3,0.3,6.0,1.0,0.3
10,"d","Tennessee",19.9,21.6,-,1.1,2.2,3.1
10,"d","Texas",33.1,17.5,3.2,3.6,2.8,1.4
10,"d","Utah",26.4,0.1,0.2,0.9,0.7,0.3
10,"d","Vermont",44.5,41.3,41.2,41.0,0.4,-
10,"d","",,,,,,
10,"d","Virginia",31.4,19.9,2.0,-,1.8,5.1
10,"d","Washington",21.4,4.6,3.7,9.1,4.5,0.3
10,"d","West Virginia",23.8,2.3,1.1,1.1,4.3,2.8
10,"d","Wisconsin",69.3,12.2,10.0,10.6,10.6,46.2
10,"d","Wyoming",32.2,1.6,3.1,5.2,1.1,-
10,"d","",,,,,,
10,"d","Other States 4/",24.1,9.3,9.3,9.6,2.3,1.4
10,"d","",,,,,,
10,"d","United States",46.6,16.9,8.3,9.4,10.1,6.4
10,"c",""
10,"f","-  Represents zero."
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
12,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2017"
12,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
12,"h","","","","","","",""
12,"h","","Varroa","Other pests","","","",""
12,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
12,"h","","","","","","",""
12,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
12,"d","Alabama",15.3,10.9,0.2,3.6,7.5,10.4
12,"d","Arizona",35.6,2.1,3.8,1.7,6.5,2.1
12,"d","Arkansas",23.7,13.8,"(Z)",0.3,3.6,0.6
12,"d","California",38.0,12.8,7.6,9.2,6.6,6.3
12,"d","Colorado",17.0,"(Z)","(Z)",0.9,2.6,0.4
12,"d","Connecticut",51.5,1.5,-,-,6.1,5.6
12,"d","Florida",37.6,14.8,1.5,14.2,6.2,17.9
12,"d","Georgia",35.3,7.0,0.2,2.6,4.4,1.8
12,"d","Hawaii",1.2,2.1,0.2,-,0.1,0.1
12,"d","Idaho",74.2,42.3,42.3,21.2,1.7,0.4
12,"d","",,,,,,
12,"d","Illinois",24.3,11.8,0.6,4.2,10.2,7.9
12,"d","Indiana",15.8,8.0,5.2,4.1,10.4,7.1
12,"d","Iowa",33.6,8.3,8.4,12.0,11.9,11.7
12,"d","Kansas",47.1,2.9,-,3.6,16.4,14.3
12,"d","Kentucky",31.9,11.5,0.4,3.8,16.0,7.5
12,"d","Louisiana",20.5,8.5,0.1,2.2,5.2,2.3
12,"d","Maine",23.9,20.9,30.5,8.1,26.3,-
12,"d","Maryland",11.3,3.3,1.0,1.0,11.9,4.3
12,"d","Massachusetts",32.0,5.6,2.9,4.5,10.5,5.2
12,"d","Michigan",7.9,0.3,"(Z)",1.9,1.1,3.9
12,"d","",,,,,,
12,"d","Minnesota",2.1,0.4,0.1,1.0,8.8,5.8
12,"d","Mississippi",41.7,35.3,"(Z)",0.1,0.5,1.4
12,"d","Missouri",16.2,15.2,0.5,2.6,5.4,5.3
12,"d","Montana",34.0,13.6,"(Z)",2.3,5.6,0.1
12,"d","Nebraska",14.9,0.3,0.4,-,2.2,1.2
12,"d","New Jersey",16.3,0.7,0.3,0.1,0.8,0.6
12,"d","New Mexico",93.9,-,87.4,-,2.0,-
12,"d","New York",20.4,9.4,9.8,4.4,13.2,10.9
12,"d","North Carolina",34.7,17.4,0.2,1.5,7.2,3.9
12,"d","North Dakota",0.8,-,-,-,0.2,0.1
12,"d","",,,,,,
12,"d","Ohio",25.8,11.6,0.6,0.1,5.2,16.5
12,"d","Oklahoma",11.9,1.0,"(Z)",0.1,0.5,0.3
12,"d","Oregon",28.7,8.5,10.1,9.1,15.4,8.5
12,"d","Pennsylvania",21.0,2.4,0.8,2.9,3.6,7.3
12,"d","South Carolina",12.6,5.3,0.4,1.1,2.7,1.8
12,"d","South Dakota",2.9,-,-,"(Z)",0.2,0.3
12,"d","Tennessee",28.6,12.6,0.9,2.4,8.1,7.0
12,"d","Texas",36.2,22.5,2.0,5.1,3.5,3.6
12,"d","Utah",38.7,"(Z)",0.1,-,2.0,0.3
12,"d","Vermont",6.0,0.7,2.1,0.2,0.9,2.1
12,"d","",,,,,,
12,"d","Virginia",21.4,12.8,2.8,3.2,7.4,8.4
12,"d","Washington",6.8,0.1,"(Z)","(Z)",8.1,4.4
12,"d","West Virginia",15.8,1.0,0.2,-,11.9,1.3
12,"d","Wisconsin",19.0,1.9,1.1,2.0,4.0,10.5
12,"d","Wyoming",0.2,-,0.2,-,0.6,"(Z)"
12,"d","",,,,,,
12,"d","Other States 4/",3.4,0.8,6.6,2.6,1.8,2.5
12,"d","",,,,,,
12,"d","United States",42.2,15.6,7.1,8.9,7.2,7.4
12,"c",""
12,"f","-  Represents zero."
12,"f","(Z)  Less than half of the unit shown."
12,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
12,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
12,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
12,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
23,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2017"
23,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
23,"h","","","","","","",""
23,"h","","Varroa","Other pests","","","",""
23,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
23,"h","","","","","","",""
23,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
23,"d","Alabama",17.9,13.6,-,4.2,9.4,5.3
23,"d","Arizona",57.8,15.6,19.4,12.2,20.1,0.7
23,"d","Arkansas",24.5,12.2,2.4,4.9,3.4,3.1
23,"d","California",36.1,7.5,2.9,12.4,4.7,3.0
23,"d","Colorado",31.6,0.9,5.3,3.2,4.7,0.1
23,"d","Connecticut",9.7,0.2,-,0.5,2.0,0.7
23,"d","Florida",36.3,14.3,6.1,9.0,6.4,18.6
23,"d","Georgia",33.0,5.6,1.0,6.7,6.3,2.8
23,"d","Hawaii",89.5,3.5,"(Z)",-,0.4,-
23,"d","Idaho",31.2,7.4,3.9,8.2,7.7,4.7
23,"d","",,,,,,
23,"d","Illinois",11.0,4.2,0.7,2.9,5.5,1.4
23,"d","Indiana",5.9,2.3,0.1,32.1,8.6,1.3
23,"d","Iowa",39.4,27.7,7.6,26.7,8.2,0.9
23,"d","Kansas",19.7,9.6,0.7,22.2,1.8,7.8
23,"d","Kentucky",28.5,12.9,1.1,5.0,4.8,2.1
23,"d","Louisiana",26.2,3.5,-,2.1,1.6,0.7
23,"d","Maine",3.6,3.6,3.4,3.6,1.6,14.2
23,"d","Maryland",3.3,6.9,0.7,0.2,2.0,1.0
23,"d","Massachusetts",13.8,11.4,11.8,9.9,0.4,1.6
23,"d","Michigan",24.4,9.8,0.2,1.7,1.0,0.6
23,"d","",,,,,,
23,"d","Minnesota",21.4,4.7,2.4,13.3,6.6,2.2
23,"d","Mississippi",14.4,0.6,-,1.3,2.9,0.5
23,"d","Missouri",13.8,8.7,3.0,1.0,5.1,1.8
23,"d","Montana",24.3,3.8,4.2,3.3,4.4,0.6
23,"d","Nebraska",73.8,67.2,0.7,66.6,8.9,0.5
23,"d","New Jersey",24.1,5.4,2.3,1.9,0.3,0.7
23,"d","New Mexico",88.4,0.6,72.9,-,35.6,0.6
23,"d","New York",21.7,2.2,2.2,2.1,9.1,0.1
23,"d","North Carolina",23.4,5.5,2.3,0.8,5.1,1.5
23,"d","North Dakota",27.9,3.6,2.8,5.4,3.0,0.4
23,"d","",,,,,,
23,"d","Ohio",45.6,6.4,6.2,10.5,16.8,3.0
23,"d","Oklahoma",23.0,1.6,11.1,0.3,7.6,0.2
23,"d","Oregon",32.7,9.0,10.2,3.6,14.8,9.6
23,"d","Pennsylvania",13.9,1.0,0.8,1.4,2.4,1.6
23,"d","South Carolina",23.9,21.3,14.7,17.9,4.1,0.3
23,"d","South Dakota",20.9,1.4,1.3,9.7,6.2,3.6
23,"d","Tennessee",47.4,24.9,1.0,3.1,10.4,3.9
23,"d","Texas",28.8,16.6,1.5,12.5,2.9,1.1
23,"d","Utah",32.2,1.1,0.2,0.1,10.9,"(Z)"
23,"d","Vermont",3.3,0.3,0.3,-,0.2,0.5
23,"d","",,,,,,
23,"d","Virginia",19.8,19.1,1.0,5.3,1.9,4.8
23,"d","Washington",19.5,4.7,3.6,6.7,3.1,0.4
23,"d","West Virginia",11.5,1.5,1.7,0.4,3.6,1.6
23,"d","Wisconsin",13.7,1.6,1.7,2.1,2.5,0.3
23,"d","Wyoming",37.8,3.3,11.6,2.6,7.4,2.1
23,"d","",,,,,,
23,"d","Other States 4/",6.8,0.4,0.3,-,4.0,0.6
23,"d","",,,,,,
23,"d","United States",41.6,11.7,4.3,12.9,6.6,4.4
23,"c",""
23,"f","-  Represents zero."
23,"f","(Z)  Less than half of the unit shown."
23,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
23,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
23,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
23,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
3,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
3,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Five or More Colonies – United States: Quarterly January-December 2016 and 2017"
3,"t","[Loss reported that met all of the following criteria: 1) Little to no build-up of dead bees in the hive or at the hive entrance 2) Rapid loss of adult honey bee population despite the presence of queen, capped brood, and food reserves 3) Absence or delayed robbing of the food reserves 4) Loss not attributable to varroa or nosema loads. Blank cells indicate estimation period has not yet begun]"
3,"h","","","","",""
3,"h","Year","January-","April-","July-","October-"
3,"h","","March","June","September","December"
3,"h","","","","",""
3,"u","","(number)","(number)","(number)","(number)"
3,"d","2016",115950,47780,92610,129290
3,"d","2017",84430,34750
3,"c",""
34,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
34,"t","Number of Colonies, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Inventory of Less than Five Colonies – United States: First of Quarter and Quarterly 2015 and 2016"
34,"h","","","","","","",""
34,"h","","Colonies on first","Lost","Percent","Added","Renovated","Percent"
34,"h","Quarter","of the quarter 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
34,"h","","","","","","",""
34,"u","","(number)","(number)","(percent)","(number)","(number)","(percent)"
34,"d","2015",,,,,,
34,"d","   January-March",50000,15500,31,8000,3200,6
34,"d","   April-June",43000,5500,13,15000,3800,9
34,"d","   July-September",52000,6500,13,2800,1400,3
34,"d","   October-December",49000,7000,14,860,470,1
34,"d","",,,,,,
34,"d","2016",,,,,,
34,"d","   January-March",40000,10000,25,6500,2700,7
34,"d","   April-June",37000,4100,11,12000,3400,9
34,"d","   July-September",44000,6000,14,1800,1100,3
34,"d","   October-December",40000,6000,15,760,450,1
34,"c",""
34,"f","1/ Number of colonies on January 1, April 1, July 1, and October 1."
34,"f","2/ Percent lost is the number of lost colonies divided by the first of quarter number of colonies."
34,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
34,"f","4/ Percent renovated is the number of renovated colonies divided by the first of quarter number of colonies."
35,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
35,"t","Colony Health Stressors with Less than Five Colonies – United States: Annual 2015 and 2016"
35,"t","[Percent of colonies affected by stressors anytime during the year. A colony may be affected by multiple stressors during the year]"
35,"h","","","","","","",""
35,"h","Year","Varroa","Other pests","","","",""
35,"h","","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
35,"h","","","","","","",""
35,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
35,"d","2015",19.8,12.5,2.2,4.9,15.5,20.8
35,"d","2016",17.6,13.4,2.2,4.1,10.4,16.1
35,"c",""
35,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
35,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
35,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
18,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
18,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Less than Five Colonies – United States: Annual 2015 and 2016"
