iso3c,country,region,income,year,population,overall_score,data_use_score,data_services_score,data_products_score,data_sources_score,data_infrastructure_score
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2019,86564202,57.358333333333334,80,59.8,51.62500000000001,60.36666666666667,35
HND,Honduras,Latin America & Caribbean,Lower middle income,2019,9958829,56.84625,70,62.36666666666666,66.85624999999999,45.00833333333333,40
BLZ,Belize,Latin America & Caribbean,Upper middle income,2019,389095,56.095416666666665,70,62.26666666666667,55.76875000000001,62.44166666666667,30
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2019,9337003,56.09041666666668,90,31.366666666666664,65.49374999999999,43.59166666666667,50
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2019,203304492,55.91541666666666,90,62.4,54.84375,32.333333333333336,40
SYC,Seychelles,Sub-Saharan Africa,High income,2019,97625,55.909166666666664,70,46.46666666666667,52.837500000000006,60.24166666666666,50
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2019,50951450,55.86458333333333,70,60.46666666666667,61.43124999999999,42.425,45
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2019,26147551,55.77833333333333,90,59.9,68.475,35.516666666666666,25
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2019,178583,55.49416666666668,100,55.93333333333332,45.9875,50.55,25
QAT,Qatar,Middle East & North Africa,High income,2019,2807235,55.17833333333334,80,61.96666666666666,47.325,56.60000000000001,30
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2019,25782341,55.14333333333333,80,61.566666666666656,64.52499999999999,34.625,35
WSM,Samoa,East Asia & Pacific,Lower middle income,2019,211905,55.04708333333333,80,63.5,50.41875,36.31666666666667,45
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2019,2225702,54.885416666666686,80,63.26666666666667,53.19375000000001,37.96666666666667,40
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2019,20951639,54.45666666666666,80,59.566666666666656,62.025,35.69166666666666,35
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2019,2813773,54.312916666666666,60,73.73333333333333,52.88125,54.95,30
KHM,Cambodia,East Asia & Pacific,Lower middle income,2019,16207746,53.865833333333335,70,59.2,60.4375,34.69166666666666,45
MDV,Maldives,South Asia,Upper middle income,2019,504508,53.69250000000001,70,29.866666666666664,65.48750000000001,53.108333333333334,50
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2019,7212053,53.452083333333334,90,56.63333333333333,53.39375,37.233333333333334,30
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2019,33580350,53.239999999999995,60,55.99999999999999,50.12500000000001,35.075,65
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2019,8046828,53.15333333333333,90,65.23333333333332,62.05,28.483333333333334,20
NER,Niger,Sub-Saharan Africa,Low income,2019,23443393,52.68583333333332,70,61.96666666666666,60.83749999999999,35.62499999999999,35
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2019,577030,52.665416666666665,60,59.33333333333333,59.59375,64.4,20
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2019,1280438,52.37875000000001,50,58.233333333333334,59.26875,39.391666666666666,55.00000000000001
NPL,Nepal,South Asia,Lower middle income,2019,28832496,52.22916666666667,70,61.33333333333333,68.03750000000001,41.775,20
MLI,Mali,Sub-Saharan Africa,Low income,2019,20567424,52.10125,66.60000000000001,63.1,64.23125,36.575,30
LBR,Liberia,Sub-Saharan Africa,Low income,2019,4985289,51.93166666666668,100,28.833333333333332,56.825,28.999999999999996,45
AFG,Afghanistan,South Asia,Low income,2019,37769499,51.929583333333326,70,59.9,68.30624999999999,21.441666666666663,40
BTN,Bhutan,South Asia,Lower middle income,2019,767459,51.65791666666667,70,59.233333333333334,67.78125,46.275,15
BEN,Benin,Sub-Saharan Africa,Lower middle income,2019,12290444,51.38291666666667,80,58.3,57.28124999999999,36.333333333333336,25
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2019,6663924,51.31458333333334,80,60.03333333333334,45.38125,36.15833333333334,35
LBN,Lebanon,Middle East & North Africa,Lower middle income,2019,5781907,51.20041666666666,60,62.59999999999999,57.39375,46.008333333333326,30
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2019,12877539,51.03875,90,61.4,57.06875,26.725,20
BHR,Bahrain,Middle East & North Africa,High income,2019,1494188,50.940000000000005,70,64.26666666666667,41.6,48.833333333333336,30
BDI,Burundi,Sub-Saharan Africa,Low income,2019,11874838,50.913333333333334,70,61.7,68.89999999999999,18.966666666666665,35
OMN,Oman,Middle East & North Africa,High income,2019,4602768,50.86958333333334,70,44.39999999999999,44.05624999999999,55.89166666666666,40
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2019,1169613,50.85041666666667,90,22.433333333333337,63.69374999999998,38.125,40
MDG,Madagascar,Sub-Saharan Africa,Low income,2019,27533134,50.81374999999999,80,56.3,62.59374999999999,25.174999999999997,30
ETH,Ethiopia,Sub-Saharan Africa,Low income,2019,114120594,50.09249999999999,70,59.966666666666654,71.41249999999998,34.08333333333333,15
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2019,2508883,49.90041666666667,80,28.53333333333333,64.91875,41.05,35
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2019,2446644,49.880833333333335,50,63.06666666666667,65.4625,40.87499999999999,30
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2019,4383849,49.73875,80,62.46666666666667,47.79375,23.433333333333337,35
SUR,Suriname,Latin America & Caribbean,Upper middle income,2019,600301,48.80291666666667,50,62.43333333333333,46.63125,49.95,35
GUY,Guyana,Latin America & Caribbean,High income,2019,798753,46.319583333333334,70,57.43333333333334,46.13125,33.03333333333333,25
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2019,104924,44.124583333333334,30,62.66666666666667,41.78125,51.17499999999999,35
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2019,28971683,43.535,46.6,59.9,52.075,34.099999999999994,25
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2019,1519955,42.54333333333334,60,27.266666666666666,40.224999999999994,45.225,40
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2019,9542486,40.50625,60,55.266666666666666,50.68125,16.583333333333332,20
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2019,214599,40.30083333333334,60,24.73333333333333,42.93750000000001,43.83333333333333,30
IRQ,Iraq,Middle East & North Africa,Upper middle income,2019,41563520,39.635000000000005,50,25,61.95,26.225,35
SDN,Sudan,Sub-Saharan Africa,Low income,2019,43232093,39.49125,53.400000000000006,57.93333333333332,55.65624999999999,20.46666666666667,10
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2019,674993,39.00458333333334,50,60.43333333333334,47.45625,17.133333333333333,20
TCD,Chad,Sub-Saharan Africa,Low income,2019,16126866,38.88333333333334,56.60000000000001,51.53333333333333,52.35000000000001,18.933333333333337,15
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2019,304404,38.35166666666666,50,59.133333333333326,45.725,21.9,15
DJI,Djibouti,Middle East & North Africa,Lower middle income,2019,1073994,38.27625,50,60.36666666666666,41.60625,14.408333333333337,25
BHS,"Bahamas, The",Latin America & Caribbean,High income,2019,404557,37.45416666666668,40,27.3,35.8375,29.133333333333333,55.00000000000001
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2019,5570733,36.23666666666667,60,27.933333333333337,47.80000000000001,25.45,20
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2019,1970457,35.7325,70,27.266666666666666,41.98750000000001,19.408333333333335,20
HTI,Haiti,Latin America & Caribbean,Lower middle income,2019,11160438,34.67958333333333,60,19.666666666666664,51.23125,22.5,20
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2019,89906890,34.093333333333334,60,26.266666666666666,44.325,19.875,20
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2019,31546691,32.92458333333334,60,25.53333333333333,37.90625,21.18333333333333,20
SSD,South Sudan,Sub-Saharan Africa,Low income,2019,10447666,30.82916666666667,20,41.766666666666666,45.787499999999994,16.591666666666665,30
KIR,Kiribati,East Asia & Pacific,Lower middle income,2019,124241,28.49750000000001,40,25.766666666666666,46.18750000000001,15.533333333333331,15
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2019,2242785,28.054583333333337,40,23.73333333333333,41.55625,14.983333333333333,20
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2019,111379,27.571250000000003,30,25.63333333333333,41.681250000000006,25.541666666666668,15
SOM,Somalia,Sub-Saharan Africa,Low income,2019,15981300,25.94791666666667,46.6,36.03333333333333,45.45625,1.65,0
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2019,20098251,24.11375,16.6,24.833333333333332,38.09375000000001,16.041666666666668,25
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2019,6158420,23.140833333333337,46.6,0.6333333333333333,41.7875,11.683333333333334,15
LBY,Libya,Middle East & North Africa,Upper middle income,2019,6569088,22.230833333333337,20,20.633333333333333,35.61250000000001,14.908333333333337,20
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2019,44728,19.52041666666667,10,24.1,38.71875,14.783333333333331,10
ASM,American Samoa,East Asia & Pacific,High income,2019,47321,NA,20,NA,19.85,NA,NA
AND,Andorra,Europe & Central Asia,High income,2019,76343,NA,40,NA,26.7875,NA,NA
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2019,92117,NA,40,NA,46.44375,NA,25
ABW,Aruba,Latin America & Caribbean,High income,2019,106442,NA,40,NA,17.075000000000003,NA,NA
BRB,Barbados,Latin America & Caribbean,High income,2019,280180,NA,60,NA,50.837500000000006,NA,30
BMU,Bermuda,North America,High income,2019,63911,NA,40,NA,16.731250000000003,NA,NA
VGB,British Virgin Islands,Latin America & Caribbean,High income,2019,30610,NA,40,NA,18.16875,NA,NA
BRN,Brunei Darussalam,East Asia & Pacific,High income,2019,438048,NA,80,NA,40.71875,NA,45
CYM,Cayman Islands,Latin America & Caribbean,High income,2019,66134,NA,50,NA,17.10625,NA,NA
CAF,Central African Republic,Sub-Saharan Africa,Low income,2019,5209324,NA,30,NA,49.2,NA,20
CHI,Channel Islands,Europe & Central Asia,High income,2019,169410,NA,40,NA,NA,NA,NA
COM,Comoros,Sub-Saharan Africa,Lower middle income,2019,790986,NA,60,NA,52.65625000000001,NA,30
CUB,Cuba,Latin America & Caribbean,Upper middle income,2019,11316697,NA,40,NA,46.87500000000001,NA,NA
CUW,Curacao,Latin America & Caribbean,High income,2019,157441,NA,60,NA,18.512500000000003,NA,NA
DMA,Dominica,Latin America & Caribbean,Upper middle income,2019,71428,NA,40,NA,39.90625000000001,NA,35
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2019,1553031,NA,10,NA,44.88125,NA,25
ERI,Eritrea,Sub-Saharan Africa,Low income,2019,3498818,NA,16.6,NA,37.9125,NA,10
FRO,Faroe Islands,Europe & Central Asia,High income,2019,51681,NA,40,NA,11.39375,NA,NA
PYF,French Polynesia,East Asia & Pacific,High income,2019,299717,NA,40,NA,14.1125,NA,NA
GIB,Gibraltar,Europe & Central Asia,High income,2019,32685,NA,40,NA,12.943749999999998,NA,NA
GRL,Greenland,Europe & Central Asia,High income,2019,56225,NA,50,NA,12.5375,NA,NA
GRD,Grenada,Latin America & Caribbean,Upper middle income,2019,122724,NA,50,NA,43.1,NA,25
GUM,Guam,East Asia & Pacific,High income,2019,168624,NA,40,NA,15.34375,NA,NA
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2019,7507900,NA,60,NA,28.737499999999994,NA,NA
IMN,Isle of Man,Europe & Central Asia,High income,2019,83933,NA,50,NA,10.88125,NA,NA
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2019,25755441,NA,10,NA,43.09375,NA,NA
XKX,Kosovo,Europe & Central Asia,Upper middle income,2019,1788878,NA,60,65.99999999999999,NA,45.24166666666667,60
LIE,Liechtenstein,Europe & Central Asia,High income,2019,38482,NA,50,NA,24.16249999999999,NA,NA
MAC,"Macao SAR, China",East Asia & Pacific,High income,2019,663653,NA,60,NA,23.925,NA,NA
MCO,Monaco,Europe & Central Asia,High income,2019,37034,NA,50,NA,27.387500000000003,NA,NA
NRU,Nauru,East Asia & Pacific,High income,2019,12132,NA,20,NA,34.91875000000001,NA,5
NCL,New Caledonia,East Asia & Pacific,High income,2019,271240,NA,60,NA,16.025,NA,NA
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2019,49858,NA,40,NA,11.281250000000002,NA,NA
PLW,Palau,East Asia & Pacific,High income,2019,17916,NA,50,NA,34.087500000000006,NA,40
PRI,Puerto Rico,Latin America & Caribbean,High income,2019,3193694,NA,60,NA,22.225,NA,NA
SMR,San Marino,Europe & Central Asia,High income,2019,34178,NA,50,NA,21.61875,NA,50
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2019,39648,NA,30,NA,9.825,NA,NA
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2019,47712,NA,40,NA,28.4,NA,25
MAF,St. Martin (French part),Latin America & Caribbean,High income,2019,33121,NA,40,NA,7.05625,NA,NA
TON,Tonga,East Asia & Pacific,Upper middle income,2019,104951,NA,90,NA,45.1125,NA,35
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2019,43080,NA,30,NA,12.8,NA,NA
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2019,10956,NA,50,NA,36.60625,NA,5
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2019,106669,NA,40,NA,9.9,NA,NA
NOR,Norway,Europe & Central Asia,High income,2018,5311916,89.1625,100,92.23333333333332,77.9125,75.66666666666667,100
DNK,Denmark,Europe & Central Asia,High income,2018,5793636,88.76458333333332,100,98.7,69.13125,75.99166666666667,100
FIN,Finland,Europe & Central Asia,High income,2018,5515525,88.7475,100,94.93333333333332,76.43749999999999,72.36666666666667,100
SWE,Sweden,Europe & Central Asia,High income,2018,10175214,88.72166666666668,100,94.86666666666666,76.22500000000001,72.51666666666668,100
NLD,Netherlands,Europe & Central Asia,High income,2018,17231624,88.54958333333333,100,98.5,71.13125,73.11666666666666,100
ITA,Italy,Europe & Central Asia,High income,2018,60421760,88.51791666666666,100,91.86666666666665,76.88125,73.84166666666667,100
SVN,Slovenia,Europe & Central Asia,High income,2018,2073894,88.34,100,96.93333333333332,76.67500000000001,68.09166666666667,100
POL,Poland,Europe & Central Asia,High income,2018,37974750,88.22958333333332,100,95.09999999999998,72.98125,78.06666666666666,95
ESP,Spain,Europe & Central Asia,High income,2018,46797754,87.84541666666665,100,90.86666666666665,75.49375,77.86666666666666,95
AUT,Austria,Europe & Central Asia,High income,2018,8840521,87.83833333333335,100,91.3,76.475,71.41666666666666,100
DEU,Germany,Europe & Central Asia,High income,2018,82905782,87.44166666666669,100,96.46666666666664,70.82499999999999,74.91666666666667,95
JPN,Japan,East Asia & Pacific,High income,2018,126811000,87.36250000000001,100,90.53333333333332,72.9625,78.31666666666666,95
USA,United States,North America,High income,2018,326838199,87.24958333333332,100,94,63.08124999999999,79.16666666666666,100
CZE,Czechia,Europe & Central Asia,High income,2018,10629928,86.88583333333335,100,90.1,75.3625,73.96666666666665,95
FRA,France,Europe & Central Asia,High income,2018,67158348,86.82208333333332,100,90.8,75.59375,67.71666666666667,100
EST,Estonia,Europe & Central Asia,High income,2018,1321977,86.75500000000001,100,93.93333333333332,70.9,68.94166666666666,100
CAN,Canada,North America,High income,2018,37072620,86.57083333333333,100,93.2,60.53750000000001,84.11666666666666,95
MEX,Mexico,Latin America & Caribbean,Upper middle income,2018,124013861,86.43166666666667,100,92.93333333333332,90.625,73.6,75
AUS,Australia,East Asia & Pacific,High income,2018,24963258,86.36416666666666,90,92.66666666666666,74.6875,74.46666666666665,100
IRL,Ireland,Europe & Central Asia,High income,2018,4867316,86.2975,100,94.73333333333332,75.4125,66.34166666666667,95
CHE,Switzerland,Europe & Central Asia,High income,2018,8514329,86.25916666666667,100,87.66666666666667,78.5875,75.04166666666667,90
TUR,Turkiye,Europe & Central Asia,Upper middle income,2018,81407204,85.99000000000001,100,83.99999999999999,88.675,62.275000000000006,95
PRT,Portugal,Europe & Central Asia,High income,2018,10283822,85.95916666666668,100,90.76666666666668,71.2375,67.79166666666667,100
SVK,Slovak Republic,Europe & Central Asia,High income,2018,5446771,85.38624999999999,90,94.93333333333332,70.55624999999999,71.44166666666666,100
LTU,Lithuania,Europe & Central Asia,High income,2018,2801543,85.10875,100,91.83333333333331,63.493750000000006,70.21666666666667,100
HUN,Hungary,Europe & Central Asia,High income,2018,9775564,84.96666666666665,100,86.86666666666667,69.69999999999999,68.26666666666667,100
KOR,"Korea, Rep.",East Asia & Pacific,High income,2018,51585058,84.81458333333333,100,93.4,76.60625,74.06666666666666,80
GRC,Greece,Europe & Central Asia,High income,2018,10732882,84.44708333333332,100,87.5,70.61874999999999,69.11666666666667,95
LVA,Latvia,Europe & Central Asia,High income,2018,1927174,83.66916666666668,100,89.16666666666666,62.78750000000001,66.39166666666667,100
GBR,United Kingdom,Europe & Central Asia,High income,2018,66460344,83.51958333333333,100,86.79999999999998,74.78125000000001,66.01666666666667,90
NZL,New Zealand,East Asia & Pacific,High income,2018,4900600,83.50000000000001,100,91.63333333333333,71.5,64.36666666666667,90
BEL,Belgium,Europe & Central Asia,High income,2018,11427054,82.5275,100,83.93333333333332,64.1375,69.56666666666666,95
ARM,Armenia,Europe & Central Asia,Upper middle income,2018,2836557,82.39041666666668,100,84.96666666666665,82.04375,59.94166666666667,85
BGR,Bulgaria,Europe & Central Asia,High income,2018,7025037,82.33833333333334,100,90.1,62.4,69.19166666666666,90
ISR,Israel,Middle East & North Africa,High income,2018,8882800,81.69,100,85.73333333333333,59.55,68.16666666666666,95
CHL,Chile,Latin America & Caribbean,High income,2018,18701450,80.50458333333333,100,76.96666666666665,81.03125,59.525000000000006,85
CYP,Cyprus,Europe & Central Asia,High income,2018,1218831,79.88416666666667,100,92.26666666666664,54.662499999999994,67.49166666666667,85
LUX,Luxembourg,Europe & Central Asia,High income,2018,607950,78.86374999999998,80,90.43333333333332,63.94374999999999,59.94166666666666,100
GEO,Georgia,Europe & Central Asia,Upper middle income,2018,3726549,78.78291666666667,100,86.46666666666667,73.98125,68.46666666666667,65
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2018,18276452,78.60166666666667,100,82.13333333333333,80.175,60.7,70
ALB,Albania,Europe & Central Asia,Upper middle income,2018,2866376,78.59666666666666,100,69.76666666666667,73.77499999999999,64.44166666666666,85
ISL,Iceland,Europe & Central Asia,High income,2018,352721,78.29458333333332,80,87.79999999999998,61.10624999999998,62.56666666666667,100
ROU,Romania,Europe & Central Asia,High income,2018,19473970,78.16916666666667,100,87.16666666666666,56.68749999999999,71.99166666666666,75
SGP,Singapore,East Asia & Pacific,High income,2018,5638676,77.93166666666667,100,100,42.974999999999994,71.68333333333334,75
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2018,5040734,77.68916666666667,100,86.46666666666667,75.5125,71.46666666666667,55.00000000000001
BRA,Brazil,Latin America & Caribbean,Upper middle income,2018,210166592,77.61333333333333,90,83.3,76.57499999999999,73.19166666666666,65
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2018,6322800,77.32458333333334,100,81.46666666666667,74.58125,60.575,70
MNG,Mongolia,East Asia & Pacific,Upper middle income,2018,3163991,76.79208333333334,100,80,78.36874999999999,65.59166666666665,60
THA,Thailand,East Asia & Pacific,Upper middle income,2018,71127802,76.69333333333334,100,76.46666666666665,77.45,59.54999999999999,70
MDA,Moldova,Europe & Central Asia,Upper middle income,2018,2707203,76.62125,100,94.23333333333332,55.05625,63.81666666666666,70
RUS,Russian Federation,Europe & Central Asia,High income,2018,145398106,76.53666666666668,93.4,83.66666666666667,60.29999999999999,65.31666666666666,80
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2018,57339635,76.24958333333333,83.39999999999999,85.5,77.98125,69.36666666666666,65
PHL,Philippines,East Asia & Pacific,Lower middle income,2018,108568836,75.87958333333333,100,88.26666666666667,75.95625,80.175,35
BLR,Belarus,Europe & Central Asia,Upper middle income,2018,9438785,75.78708333333334,100,79.23333333333333,66.19374999999998,53.50833333333333,80
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2018,103740765,75.70833333333333,100,76.8,79.17500000000001,62.56666666666666,60
SRB,Serbia,Europe & Central Asia,Upper middle income,2018,6982604,75.28541666666668,100,67.36666666666666,72.54374999999999,61.516666666666666,75
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2018,17015672,73.58041666666666,100,87.73333333333333,78.74374999999999,56.425,45
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2018,1265577,73.29458333333334,90,86.19999999999999,63.93124999999999,56.34166666666667,70
LKA,Sri Lanka,South Asia,Lower middle income,2018,21670000,73.09916666666668,90,81.03333333333333,69.0125,80.45,45
IDN,Indonesia,East Asia & Pacific,Upper middle income,2018,267066843,72.35125,100,87.33333333333333,75.63124999999998,43.791666666666664,55.00000000000001
COL,Colombia,Latin America & Caribbean,Upper middle income,2018,49276961,72.27541666666667,100,84.26666666666667,84.01874999999998,48.09166666666667,45
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2018,4569087,71.36791666666667,90,86.56666666666666,58.70625,61.56666666666667,60
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2018,1889051,70.80875,100,88.06666666666668,51.693749999999994,59.28333333333333,55.00000000000001
MLT,Malta,Middle East & North Africa,High income,2018,484630,70.70833333333334,80,83.99999999999999,46.349999999999994,73.19166666666665,70
MYS,Malaysia,East Asia & Pacific,Upper middle income,2018,32399271,70.44416666666667,86.6,84.03333333333333,74.23749999999998,57.35,50
UKR,Ukraine,Europe & Central Asia,Upper middle income,2018,44690584,69.55791666666667,100,46.06666666666667,67.75624999999998,48.96666666666667,85
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2018,6276342,69.27166666666666,90,79.93333333333332,75.675,50.74999999999999,50
ARG,Argentina,Latin America & Caribbean,Upper middle income,2018,44494502,68.94291666666666,90,79.46666666666667,78.80624999999999,61.44166666666666,35
HRV,Croatia,Europe & Central Asia,High income,2018,4087843,68.52166666666668,90,50.76666666666667,57.62499999999999,64.21666666666667,80
PER,Peru,Latin America & Caribbean,Upper middle income,2018,32203944,68.27291666666666,90,85.76666666666665,78.63125,46.96666666666666,40
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2018,9939771,68.15625,80,64.63333333333333,61.05625,55.09166666666666,80
URY,Uruguay,Latin America & Caribbean,High income,2018,3427042,67.80083333333334,100,83.89999999999999,65.03750000000001,65.06666666666668,25
MAR,Morocco,Middle East & North Africa,Lower middle income,2018,35927511,67.19416666666666,90,88.39999999999999,67.3625,45.208333333333336,45
MNE,Montenegro,Europe & Central Asia,Upper middle income,2018,622227,66.74041666666668,100,64.26666666666667,65.71874999999999,58.71666666666666,45
IND,India,South Asia,Lower middle income,2018,1369003306,66.07541666666667,80,87.96666666666665,60.218749999999986,52.191666666666656,50
UGA,Uganda,Sub-Saharan Africa,Low income,2018,41515395,66.01166666666666,90,64.19999999999999,77.82499999999999,38.03333333333334,60
TUN,Tunisia,Middle East & North Africa,Lower middle income,2018,11933041,64.71833333333335,90,85.66666666666667,63.95000000000001,53.974999999999994,30
RWA,Rwanda,Sub-Saharan Africa,Low income,2018,12531808,64.70625,90,72.43333333333332,70.85624999999999,45.24166666666666,45
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2018,15574909,63.83041666666669,80,81.03333333333333,66.56875,51.55,40
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2018,16346950,62.7925,90,62.1,76.9125,59.95,25
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2018,10765531,62.45833333333333,100,65.6,63.07499999999999,33.616666666666674,50
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2018,11606905,62.4025,100,68.53333333333333,72.46249999999999,56.01666666666667,15
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2018,30870641,62.34333333333333,90,61.266666666666666,65.99999999999999,54.45,40
PAK,Pakistan,South Asia,Lower middle income,2018,219731479,62.20791666666666,100,60.966666666666654,74.30624999999999,40.766666666666666,35
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2018,6443328,61.63541666666668,90,63.06666666666667,76.84375,38.26666666666666,40
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2018,94914330,61.625,100,63.99999999999999,58.4,50.724999999999994,35
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2018,3400129,61.56000000000002,80,60.66666666666667,58.099999999999994,49.03333333333333,60
HND,Honduras,Latin America & Caribbean,Lower middle income,2018,9792850,61.07,90,62.36666666666666,67.97499999999998,45.00833333333333,40
MMR,Myanmar,East Asia & Pacific,Lower middle income,2018,52666014,60.60666666666666,86.6,67.06666666666666,73.07499999999999,41.291666666666664,35
TGO,Togo,Sub-Saharan Africa,Low income,2018,8046679,60.59916666666667,90,59.833333333333336,72.13749999999999,41.025,40
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2018,17835893,59.68249999999999,90,57.8,72.93749999999999,37.675,40
ARE,United Arab Emirates,Middle East & North Africa,High income,2018,9140169,59.59,100,36.86666666666667,41.825,54.25833333333333,65
BGD,Bangladesh,South Asia,Lower middle income,2018,163683958,59.020833333333336,90,61.59999999999999,69.56249999999999,48.94166666666667,25
PAN,Panama,Latin America & Caribbean,High income,2018,4165255,58.90833333333334,80,62.79999999999999,66.82499999999999,64.91666666666667,20
WSM,Samoa,East Asia & Pacific,Lower middle income,2018,209701,58.567083333333336,90,63.5,59.71875,34.61666666666667,45
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2018,1160428,58.21208333333334,90,55.766666666666666,67.16875,38.125,40
BLZ,Belize,Latin America & Caribbean,Upper middle income,2018,382066,58.172916666666666,80,62.26666666666667,54.50625,64.09166666666667,30
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2018,58090443,57.681250000000006,76.6,60.7,73.53125,37.575,40
SYC,Seychelles,Sub-Saharan Africa,High income,2018,96762,57.57541666666667,80,46.46666666666667,51.16875000000001,60.24166666666666,50
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2018,15052184,57.510000000000005,80,59.93333333333333,61.175,41.44166666666666,45
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2018,25076747,57.398333333333326,80,61.566666666666656,75.79999999999998,34.625,35
FJI,Fiji,East Asia & Pacific,Upper middle income,2018,918996,57.30458333333333,70,59.5,54.80625,52.216666666666654,50
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2018,25493988,57.27833333333334,90,59.9,69.32499999999999,37.166666666666664,30
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2018,85617562,57.26208333333332,80,59.8,52.84375,58.666666666666664,35
MLI,Mali,Sub-Saharan Africa,Low income,2018,19934298,56.76000000000001,90,63.1,64.12500000000001,36.575,30
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2018,571202,56.552916666666675,80,59.33333333333333,59.03125,64.4,20
CHN,China,East Asia & Pacific,Upper middle income,2018,1402760000,56.36958333333333,83.39999999999999,46.4,60.43124999999999,36.61666666666667,55.00000000000001
DZA,Algeria,Middle East & North Africa,Upper middle income,2018,41927007,56.24833333333334,80,60.133333333333326,51.175,59.93333333333334,30
JOR,Jordan,Middle East & North Africa,Lower middle income,2018,10459865,56.22000000000001,80,47.5,69.825,68.775,15
MOZ,Mozambique,Sub-Saharan Africa,Low income,2018,29423878,55.937916666666666,80,57.63333333333334,69.23125,37.825,35
