race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants
46617,Bromont Ultra,160km,Bromont,Canada,2019-10-12,07:00:00,solo,155.6,6220,-6220,17,0
40741,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2019-10-12,09:00:00,solo,161.5,2060,-2060,14,250
42123,Cloudsplitter 100,100 Mile,Norton,United States,2019-10-12,08:00:00,solo,160.7,5660,-5660,16,100
39531,Hume And Hovell Ultra,100 Mile,Tumbarumba,Australia,2019-10-12,06:00:00,solo,163.1,4610,-4600,10,100
41175,INDIANA TRAIL 100,100 mi,Albion,United States,2019-10-12,06:00:00,solo,162.4,3480,-3460,5,250
45287,Markotkh - R,100 miles - Solo,Novorossiysk,Russia,2019-10-12,12:00:00,solo,162.7,6910,-6910,34,100
47701,Midstate Massive Ultra Trail,Midstate Massive Ultra Trail,NewIpswitch,United States,2019-10-12,00:00:00,solo,162.4,3720,-3970,16,500
47571,Snowdon Ultra,Snowdon Ultra 100,BetwsyCoed,United Kingdom,2019-10-12,06:00:00,solo,163.5,7600,-7600,13,100
54421,The Cederberg Traverse,100 Mile,Cederberg,South Africa,2019-10-11,06:00:00,solo,163,6500,-6500,5,50
52435,The North Face Endurance Challenge Chile,160 Km,Huechuraba,Chile,2019-10-11,17:00:00,solo,163.9,8220,-9860,16,100
50011,ULTRA DE ULTRAS,170 Km ULTRA DE ULTRAS,CUNDINAMARCA,Colombia,2019-10-11,20:00:00,solo,170,9910,-9910,14,50
52499,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2019-10-11,00:00:00,solo,163.9,7260,-7260,15,150
42707,100 Miles Sud De France,100 Miles,bolquere,France,2019-10-04,10:00:00,solo,172.5,8420,-10160,15,500
58551,Grindstone 100,Grindstone 100,Swoope,United States,2019-10-04,00:00:00,solo,159.6,6980,-6980,15,300
46687,MesaStila 100,170 Km,Magelang,Indonesia,2019-10-04,17:00:00,solo,167.9,9590,-9590,11,0
45167,SLO100,SLO100 KRPAN 171 km,Cerknica,Slovenia,2019-10-04,15:00:00,solo,173.5,7790,-7790,11,150
45319,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,KwasniówDolny,Poland,2019-10-04,20:00:00,solo,161.3,2710,-2690,7,100
46701,Ultra-Trail el Rincon,UTR 170K,Castielfabib,Spain,2019-10-04,19:00:00,solo,172.1,6730,-6720,15,100
46901,Waterous Trail On Foot,WTF 100,Dwellingup,Australia,2019-09-28,06:00:00,solo,163,3960,-3960,7,30
38949,BEAR 100,Bear 100 Endurance Trail Race,Smithfield,United States,2019-09-27,06:00:00,solo,163,6680,-6350,13,300
39019,The Georgia Jewel,100 Miler,Dalton,United States,2019-09-22,05:00:00,solo,162.8,4000,-4000,18,70
45885,Black River Run,100 Miles,Västerås,Sweden,2019-09-21,10:00:00,solo,161.5,1030,-1030,9,200
36169,Cotswold Way Century,102 Miles,ChippingCampden,United Kingdom,2019-09-21,12:00:00,solo,165.6,4130,-4240,10,130
47035,Pirin Ultra,160km,Bansko,Bulgaria,2019-09-21,00:00:00,Solo,161.2,10980,-10980,9,0
40097,Sangre de Cristo Ultras,100-Mile,Westcliffe,United States,2019-09-21,04:00:00,solo,168.2,5910,-5910,13,300
42289,Whistler Alpine Meadows,100M,Whistler,Canada,2019-09-21,10:00:00,solo,174.8,10310,-10300,10,300
38525,Adamello Ultra-Trail®,Ultra-Trail®,Vezzad'Oglio,Italy,2019-09-20,09:00:00,solo,165,11380,-11380,19,0
52425,Karkloof100,Karkloof100,Howick,South Africa,2019-09-20,20:00:00,solo,157,3330,-3410,18,140
47641,Midnight Moose Ultra,160K,Chelsea,Canada,2019-09-20,08:00:00,solo,160.8,4870,-4870,11,100
58553,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 Mile,NA,United States,2019-09-14,00:00:00,solo,0,0,-0,0,0
40445,Mogollon Monster 100,100 Mi,Pine,United States,2019-09-14,06:00:00,solo,164.7,5540,-5530,12,150
58291,PLAIN 100 MILE ENDURANCE RUN,100 MILE,NA,United States,2019-09-14,00:00:00,solo,0,0,-0,0,0
51495,Shinetsu Five Mountains Trail,100 miles,Ohzatagiri,"Myoko, Japan",2019-09-14,18:30:00,solo,160.3,6570,-6390,9,0
46739,THE GREAT NORTH WALK ULTRAs,100 MILES,Patonga,Australia,2019-09-14,06:00:00,Solo,162.5,5100,-5110,5,100
42807,GARMIN ULTRA RACE STOLOWE MOUNTAINS,Challange 158,RADKÓW,Poland,2019-09-13,05:00:00,solo,158.9,5350,-5340,11,50
52973,RUN RABBIT RUN,100 Hare,NA,United States,2019-09-13,00:00:00,solo,165.8,6160,-6160,0,0
49537,Uttarkashi 135,Uttarkashi 160,Uttarkashi,India,2019-09-13,06:00:00,solo,157.4,8270,-7820,0,20
67711,Pine creek challenge,100Miles,Wellsboro,"PA, United States",2019-09-07,00:00:00,solo,0,0,-0,0,0
57283,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,Ashland,United States,2019-09-07,00:00:00,solo,155.3,5780,-6000,0,134
49517,Vadrózsa,Vadrózsa 160,Rózsaszentmárton,Hungary,2019-09-07,06:45:00,solo,159.5,6820,-6820,17,100
53619,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,NA,United States,2019-09-07,06:00:00,solo,0,0,-0,0,0
42631,Pembrokeshire Ultramarathons,100,StDogmaels,United Kingdom,2019-09-06,08:00:00,solo,163.7,4070,-4070,7,100
37871,Superior Fall Trail Race,100m,Lutsen,United States,2019-09-06,08:00:00,solo,168,5200,-5060,13,0
39131,SwissPeaks Trail,170,LeBouveret,Switzerland,2019-09-06,13:00:00,solo,168.7,11780,-13010,13,400
58005,HEADLANDS HUNDRED,100 miles,NA,United States,2019-09-01,00:00:00,solo,0,0,-0,0,0
43459,Garmin Runfire Salt Lake Ultra Trail,100 Mile,ulukisla,Turkey,2019-08-30,18:00:00,solo,160.1,2830,-2830,15,0
39881,UTMB®,UTMB®,Chamonix,France,2019-08-30,18:00:00,solo,170.7,9930,-9930,16,2300
56571,CASCADE CREST 100 MILE ENDURANCE RUN,Cascade Crest 100 Mile Endurance Run,NA,United States,2019-08-24,00:00:00,solo,0,0,-0,0,0
45609,DREAM TRAIL Lyskovo,160 ??,Lyskovo,Russia,2019-08-24,05:00:00,solo,159.4,1790,-1700,3,6
43567,Habanero Hundred,100M,CatSprings,United States,2019-08-17,12:00:00,solo,161.7,2290,-2290,3,0
41269,Leadville Trail 100 Run,Leadville Trial 100 Run,Leadville,United States,2019-08-17,00:00:00,solo,162.1,4230,-4230,13,0
41443,Kodiak Ultra Marathons,Kodiak 100 Mile,BigBearLake,United States,2019-08-16,18:00:00,solo,164.7,5320,-5320,14,125
48837,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2019-08-16,18:00:00,solo,164.6,7090,-7100,13,150
38185,Swiss Alps 100,160KM,Münster,Switzerland,2019-08-16,07:00:00,solo,157.6,9650,-9650,15,300
52109,Lean Horse 100,LEAN HORSE HUNDRED,Custer,United States,2019-08-15,00:00:00,solo,0,0,-0,0,0
48391,Ute 100 Mile Trail Race,Ute 100 Mile Trail Race,OldLaSal,United States,2019-08-10,03:00:00,solo,159.5,6180,-6180,9,200
40737,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2019-08-03,06:00:00,solo,168,3420,-3460,14,300
41117,Chiemgauer 100,100 Mile,Bergen,Germany,2019-08-02,14:00:00,Solo,0,0,-0,9,150
49421,Ouray 100 Mile Endurance Run,100 Mile,Ouray,United States,2019-08-02,08:00:00,solo,171.9,11310,-11420,15,120
40025,Burning River Endurance Run,100 Mile,Hudson,United States,2019-07-27,04:00:00,solo,163.6,2700,-2700,14,250
36117,High Lonesome 100,100M,Nathrop,United States,2019-07-26,06:00:00,solo,160,6480,-6480,12,125
37967,Tahoe Rim Trail Endurance Runs 100M/50M/55K,100 Mile,Carsoncity,United States,2019-07-20,05:00:00,solo,161.1,6170,-6160,0,300
43051,The Gax 100 miles,The Gax 100 miles,Ystad,Sweden,2019-07-20,00:00:00,solo,161.3,2330,-2320,3,72
45911,Vermont 100 Endurance Race,100M,WestWindsor,United States,2019-07-20,04:00:00,solo,157.5,4830,-4840,19,350
47489,YOU YANGS Hardcore 100Miler,100 MI,LittleRiver,Australia,2019-07-20,08:00:00,solo,169.3,4820,-4830,2,0
51331,Andorra Ultra Trail Vallnord,Ronda dels cims,Ordino,Andorra,2019-07-19,07:00:00,solo,0,0,-0,0,0
35613,Elephant Trail Race,160 Km (100 Mile),PortMacquarie,Australia,2019-07-19,22:00:00,solo,163.3,8730,-8730,13,100
66412,Palisades Ultra Trail Series,Moose 100 Mile,Irwin,United States,2019-07-19,05:00:00,solo,0,0,-0,14,0
39821,Beacons Way Ultra,Beacons Way Ultra,abergavenny,United Kingdom,2019-07-13,06:00:00,solo,166.5,6310,-6320,10,50
48055,OSJ Ontake 100,100 Miles,Otaki,Japan,2019-07-13,20:00:00,solo,164.6,6200,-6200,6,0
48751,Columbia Sanfo Ultra 168-Chongli,168km,Chongli,China,2019-07-12,16:00:00,solo,166.2,8250,-8250,14,400
50485,Columbia Sanfo Ultra 168-Chongli,UTC-emergency,Chongli,China,2019-07-12,17:00:00,solo,157.7,7800,-7800,14,400
35983,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2019-07-12,18:00:00,solo,172,10210,-10210,15,515
36267,Grand Trail Stevenson,GTS 162 km,Saint-Etienne-Vallée-Française,France,2019-07-12,06:00:00,solo,161.2,5210,-5380,5,0
37005,Nuts Ylläs Pallas,160K,Äkäslompolo,Finland,2019-07-12,12:00:00,solo,163.9,4430,-4510,10,250
45153,Wendover Woods 100,Wendover Woods 100,Wendover,United Kingdom,2019-07-12,09:00:00,solo,168.1,6180,-6180,19,200
38947,100 MILLAS UTACCH AMANECER COMECHINGON,100 MILLAS UTACCH,VillaYacantodeCalamuchita,Argentina,2019-07-06,12:00:00,solo,158.8,5449,-5450,15,50
39995,Brisbane Trail Ultra Festival,Brisbane Trail Ultra 100 mile,Brisbane,Australia,2019-07-06,05:00:00,solo,159.5,7550,-7580,7,50
39425,Silverheels 100-Mile Endurance Run,100 Mile,Fairplay,United States,2019-07-06,04:00:00,solo,166.7,4650,-4650,24,200
39985,Sinister 7 Ultra,Solo,Blairmore,Canada,2019-07-06,07:00:00,solo,160.7,5730,-5740,15,1600
45339,Bojko Trail,Bojko Trail 150+,CzarnaGórna,Poland,2019-07-05,18:00:00,solo,155.1,7980,-8040,8,400
43675,Pen Llyn Ultra 100,Pen Llyn Ultra 100,Pwllheli,United Kingdom,2019-06-29,05:00:00,solo,162.7,3220,-3180,7,100
44333,#Småland100,#Småland100,Oskarshamn,Sweden,2019-06-28,18:00:00,solo,163.1,4040,-4040,7,50
49189,Ultra Trail Pululahua Ecuador,Ultra Trail Pululahua Ecuador,QUITO,Ecuador,2019-06-28,17:00:00,solo,172.1,11250,-10810,22,30
49089,XTRAIL Kanas Trail Run,168km,Kanas,China,2019-06-27,09:00:00,solo,168.6,5870,-5790,12,300
38057,Jurassic Coast 100,Jurassic Coast 100m,Swanage,United Kingdom,2019-06-22,08:00:00,solo,168.2,4740,-4720,10,100
40727,Old Cascadia,100 Mile,BlueRiver,United States,2019-06-22,06:00:00,solo,165.7,8120,-8110,14,100
45639,Penang Eco 100,100 miles,BukitMertajam,Malaysia,2019-06-22,03:00:00,solo,167.3,4230,-4190,15,80
41865,Pennine Barrier,Pennine Barrier Ultra 100,malham,United Kingdom,2019-06-22,06:00:00,solo,158.5,4560,-4560,10,100
48737,West Highland Way Race,150km,Milngavie,United Kingdom,2019-06-22,01:00:00,solo,155,3640,-3680,8,238
42619,South Wales 100,South Wales 100,Cardiff,United Kingdom,2019-06-21,19:00:00,solo,166.7,5840,-5840,11,100
42693,ULTRA01 by XT,ULTRA 01XT,OYONNAX,France,2019-06-21,18:00:00,solo,165.1,6060,-6060,7,0
41413,MONTANE® Spine® Summer Races,Flare,Edale,United Kingdom,2019-06-19,08:00:00,solo,173.9,4720,-4720,6,50
47257,Mohican 100 Trail Run,Mohican 100 Mile Trail Run,Loudonville,United States,2019-06-15,05:00:00,solo,156,3630,-3620,19,0
38229,Ultra Trail Gaspesia 100,100 miles,Percé,Canada,2019-06-15,05:00:00,solo,159,4130,-4130,21,40
49781,Bighorn Trail Run,100M,Sheridan,United States,2019-06-14,11:00:00,solo,167.3,6740,-6800,7,360
43657,Oh Meu Deus,100 Milhas OMD,Seia,Portugal,2019-06-14,16:00:00,solo,157.5,8460,-8460,13,85
51343,Oh Meu Deus,OH MEU DEUS 160 TEAM,Seia,Portugal,2019-06-14,16:00:00,team,157.6,8450,-8450,14,5
42329,ADIDAS SPORT-MARAFON TRAIL,165 km,Nikola-Lenivets,Russia,2019-06-08,21:00:00,solo,162.4,1440,-1440,13,0
35719,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2019-06-08,06:00:00,solo,156.9,3340,-3400,14,300
44903,Laulasmaa Ultra,Laulasmaa Ultra 8 loops,Laulasmaa,Estonia,2019-06-08,10:00:00,solo,167.9,1870,-1870,56,0
36431,Trail des Volcans,157 km,Murat-le-Quaire,France,2019-06-08,06:30:00,solo,156.2,6320,-6570,7,0
41919,SAN DIEGO 100,San Diego 100,Oceanside,United States,2019-06-07,06:00:00,solo,161.3,3950,-3950,15,300
41449,Kettle Moraine 100,100 Mile,LaGrange,United States,2019-06-01,06:00:00,solo,161,2650,-2650,27,400
56513,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,NA,United States,2019-06-01,00:00:00,solo,0,0,-0,0,0
45199,Chicamocha Canyon Race,CCR 100 millas,SanGil,Colombia,2019-05-31,06:00:00,solo,162.4,7210,-7210,11,80
41131,Scout Mountain Ultras,162K,Pocatello,United States,2019-05-31,12:00:00,solo,162,6470,-6470,11,300
39073,Ultra-Trail® Malopolska,UTM 170,KasinkaMala,Poland,2019-05-31,17:00:00,solo,171.9,8180,-8180,8,80
42493,Hardmoors,110 Mi,NA,United Kingdom,2019-05-25,08:00:00,solo,170,4160,-4120,12,150
46363,The Trail Challenge Rincón de la Vieja,160km,Liberia,Costa Rica,2019-05-25,04:30:00,solo,163.7,3370,-3360,15,50
44745,Mac Mac Ultra,100m,Pretoria,South Africa,2019-05-24,12:00:00,solo,162.8,5900,-6140,14,0
34461,Nuts Karhunkierros,159K,Kuusamo,Finland,2019-05-24,12:00:00,solo,159.5,3940,-3940,7,150
39397,Chester Ultra,Chester Ultra 100,chester,United Kingdom,2019-05-18,06:00:00,solo,163.9,1830,-1830,9,50
40649,Bryce Canyon,100 Mile,Hatch,United States,2019-05-17,00:00:00,solo,157.1,4470,-4460,13,300
44563,Hardcore Hundred Miles Trail Ultramarathon,Hardcore Hundred Miles,Kayapa,Philippines,2019-05-16,23:00:00,solo,167.1,9480,-9500,11,100
40115,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2019-05-11,10:00:00,solo,162.3,4040,-4510,6,100
48603,Trainic-World in Sainokuni,100mile,Ogose,Japan,2019-05-11,07:00:00,solo,163.2,9050,-9020,16,200
41499,UTVV SLOVENIA,UTVV 100 miles,Vipava,Slovenia,2019-05-11,18:00:00,solo,160.6,6850,-6840,14,400
41585,Ultra-Trail Snowdonia - UTS-50/100,UTS-100,CapelCurig,United Kingdom,2019-05-10,13:00:00,solo,170.9,10140,-10140,16,100
45873,Ben Hockings,Hubert 100 Miles,ClarenceGardens,Australia,2019-05-04,10:00:00,solo,157.8,2630,-2630,9,110
35185,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2019-05-04,10:00:00,solo,161.3,3160,-3110,13,300
39819,Dragon 100,Dragon 100,Cardiff,United Kingdom,2019-05-04,18:00:00,solo,165,3550,-3550,11,200
50505,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,NA,United States,2019-05-04,00:00:00,solo,162.5,5420,-5420,0,0
42635,100 miles of Beskid Wyspowy,100 miles of Beskid Wyspowy,Zalesie,Poland,2019-05-03,06:00:00,solo,164.1,6600,-6600,9,100
39055,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2019-04-27,10:00:00,solo,160.7,1610,-1610,13,150
37711,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2019-04-26,20:00:00,solo,164.7,3850,-3850,8,60
41399,Tuscany Crossing,160 km,Castiglioned'Orcia(SI),Italy,2019-04-26,18:00:00,Solo,160.9,5590,-5570,13,200
47625,Ultra-Trail Mt. Fuji,UTMF - Full Course 165km,Fuji,Japan,2019-04-26,12:00:00,solo,165.9,7620,-7620,9,2400
35803,Ultra-Trail® Drakensberg,UTD 160,Underberg,South Africa,2019-04-26,12:00:00,solo,163.3,5610,-6740,8,0
39229,Iznik Ultra,160 K,Iznik,Turkey,2019-04-19,20:00:00,solo,162.5,4470,-4470,12,100
33939,Mustang Trail Race,Mustang Trail Race,Kathmandu,Nepal,2019-04-16,08:00:00,solo,169,10010,-9310,8,36
35721,100 Miles Of Istria,RED,Umag,Croatia,2019-04-12,16:00:00,Solo,169.6,6360,-6640,12,600
44131,Hellbender 100 Mile,Hellbender 100 Mile,OldFort,United States,2019-04-12,04:30:00,solo,158,7470,-7440,11,125
45763,Jiangnan 100-Mile Endurance Run,100Mile / 168Km,Ningbo,China,2019-04-12,14:00:00,solo,159.8,7350,-7350,13,200
35373,Patagonia Run,100 Millas,SanMartinDeLosAndes,Argentina,2019-04-12,11:00:00,solo,158,7190,-7190,16,160
46567,Ultra Beast,Ultra Beast  161Km,POKARAN,India,2019-04-06,06:00:00,solo,162.3,3430,-3430,9,30
45523,Ultra-Trail® Of Taiwan 100 miles,100 miles,???,Taiwan,2019-04-06,04:00:00,solo,159.4,7890,-7890,10,10
47925,UMSTEAD 100,100 Mi,NA,United States,2019-04-06,00:00:00,solo,0,0,-0,0,0
36539,Badger Mountain Challenge,100 Mile,Kennewick,United States,2019-03-29,07:00:00,solo,158.6,4450,-4430,18,70
46917,Antelope Island Buffalo Run,100 Mile,Syracuse,United States,2019-03-22,00:00:00,solo,0,0,-0,17,75
42679,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2019-03-16,06:00:00,solo,162.4,9810,-9820,12,50
38835,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2019-03-15,14:00:00,solo,161.2,5640,-5130,16,100
46679,MesaStila 100,65 Km,Magelang,Indonesia,2019-10-04,22:00:00,solo,67.4,3620,-3580,4,100
44003,Ultra Trail Huang Shan,170 Km,Huangshan,China,2019-03-15,07:30:00,solo,171.8,9490,-9480,14,200
40681,Antelope Canyon,100 Mile,Page,United States,2019-03-09,06:00:00,solo,159.4,1850,-1850,10,300
35385,Epic Camí de Cavalls 360º,TrailRun e3/t2,EsMercadal,Spain,2019-03-08,08:30:00,team,155,3800,-3580,11,220
35579,Les Traces du Nord Basse-Terre,L'Ultra-Trail®,Petit-Bourg,France,2019-03-08,18:30:00,solo,161.4,6240,-6240,14,400
40171,100 MILLAS® SIERRAS DEL BANDOLERO,100 Millas,PradodelRey,Spain,2019-03-01,18:00:00,solo,164,6720,-6730,14,400
34071,Victoria 162,V162,HongKong,"Hong Kong, China",2019-02-23,00:00:00,solo,163.87,8140,-8140,18,300
45837,Victoria 162,V162 Team,HongKong,"Hong Kong, China",2019-02-23,00:00:00,team,163.87,8140,-8140,18,40
62597,Run Lovit,100M,NA,United States,2019-02-22,00:00:00,solo,0,0,-0,0,0
34063,Victoria 162,3-day Race,HongKong,"Hong Kong, China",2019-02-22,08:00:00,solo,163,8140,-8210,16,100
45839,Victoria 162,3-day Race Team,HongKong,"Hong Kong, China",2019-02-22,08:00:00,solo,163,8140,-8220,16,20
41595,Lone Star 100,100M,ElPaso,United States,2019-02-09,05:00:00,solo,158.6,5930,-5850,9,0
41505,Tarawera 100 Mile Endurance Run,100 Mile Endurance Run,Rotorua,New Zealand,2019-02-09,04:00:00,solo,161.4,4890,-4890,14,200
35113,Mad Fox Ultra,Ultra Valhalla Race,RostovtheGreat,Russia,2019-02-02,16:00:00,solo,159.9,1680,-1680,10,0
38011,Rocky Raccoon,100 Mile,Huntsville,United States,2019-02-02,06:00:00,solo,163.1,2260,-2260,19,500
37637,Coldwater Rumble,100 Miles,Goodyear,United States,2019-01-19,07:00:00,solo,161.5,2020,-2010,16,400
43893,HURT 100,HURT 100 MILE ENDURANCE RUN,NA,United States,2019-01-19,00:00:00,solo,161,8200,-8200,0,0
56951,Long haul,100M,WesleyChapel,"FL, United States",2019-01-19,00:00:00,solo,0,0,-0,0,0
41573,Rialp Matxicots,MARATÓ,RIALP,Spain,2019-09-14,06:30:00,solo,48.3,3950,-3980,7,300
41369,Montane Spine Races,MRT Challenge,Edale,United Kingdom,2019-01-12,11:00:00,solo,174.2,4770,-4770,4,0
37065,Sandsjöbacka Trail,Ultra Triple,Åsa,Sweden,2019-01-11,18:00:00,solo,167,3360,-3220,13,100
31215,S1 Trail La Corsa Della Bora,Ultra,TRIESTE,Italy,2019-01-05,06:00:00,solo,164.2,6720,-6720,9,150
40653,Ultra-Trail® Tai Mo Shan,UTMT,NT,"Hong Kong, China",2019-01-05,08:00:00,solo,155.2,7640,-7620,12,100
33347,UTSZ Trail Races,100Miles,shenzhen,China,2018-12-22,05:00:00,solo,162.5,7200,-7170,16,40
41235,Ultra Tuffman Desert Championship - Jaisalmer,160 KMS,Jaisalmer,India,2018-12-21,05:00:00,solo,0,0,-0,42,0
65859,Loup Garou 100 Mile Trail Run,100M,VillePlatte,"LA, United States",2018-12-15,00:00:00,solo,0,0,-0,0,0
38061,La Mision 2018 - VLA,La Mision 160 Km,VillalaAngostura,Argentina,2018-12-13,09:00:00,solo,163.3,7240,-7240,1,200
38139,Brazos Bend 100,100 M,Needville,United States,2018-12-08,06:00:00,solo,162.3,2730,-2720,6,0
36241,The Hitchcock Experience,100 Mile,HoneyCreek,United States,2018-12-08,11:00:00,solo,161.4,5050,-5050,21,75
27003,Tjörnarparen - Trail Ultra,100 miles,TJÖRNARP,Sweden,2018-12-08,09:00:00,solo,162.1,2290,-2310,9,50
34709,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2018-12-07,14:00:00,solo,160.7,5750,-5750,4,50
38665,Falls 100 Ultra Trail Race,100 Mile,FallsofRough,United States,2018-12-01,07:00:00,solo,168.8,3350,-3350,41,140
32255,Chattanooga 100 Mile Trail Race,Chattanooga 100 Mile Trail Race,RisingFawn,United States,2018-11-30,08:00:00,solo,158.1,3770,-3770,14,250
33853,Gede Pangrango 100,150KM,Cibodas,Indonesia,2018-11-30,05:30:00,solo,164,14430,-14440,3,4
33013,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2018-11-30,18:00:00,solo,169.1,10490,-10490,14,300
42815,Best of San Diego 100 Miler,100 Miler,SanDiego,United States,2018-11-24,06:00:00,solo,163.1,2340,-2340,5,0
42299,Louceni,173 km,UstinadLabem,Czech Republic,2018-11-23,05:30:00,solo,172.3,6400,-6560,9,0
34951,Ultra-Trail® Three Gorges,169 Km,Yichang,China,2018-11-22,20:00:00,solo,171.4,10140,-10000,15,200
41827,CHIMERA 100,100 MILES,NA,United States,2018-11-17,00:00:00,solo,0,0,-0,0,0
31309,Oman Desert Marathon,Oman Desert Marathon,Bidiyah,Oman,2018-11-17,06:30:00,solo,163.7,3850,-4200,13,99
38477,Tunnel Hill  100 & 50 mile runs,100mi,Vienna,United States,2018-11-10,07:00:00,solo,161.4,1570,-1560,21,0
36627,Pong Yaeng Trail,Pong Yaeng Trail 166,ChiangMai,Thailand,2018-11-09,10:00:00,solo,164.9,7830,-7830,17,150
35903,Feral Pig Ultra,Feral Pig 100 Mile,Mundaring,Australia,2018-11-03,00:00:00,solo,163.3,4070,-4200,15,30
45653,Ozark Trail 100 Mile Endurance Run,100 Mi,Shawnee,United States,2018-11-03,06:00:00,solo,0,0,-0,13,56
40399,PINHOTI 100,100 MILES,Sylacauga,United States,2018-11-03,00:00:00,solo,161.9,4930,-5060,0,0
41939,RIO DEL LAGO 100,100 MILES,NA,United States,2018-11-03,00:00:00,solo,0,0,-0,19,0
35645,Bhatti Lakes Ultra,160 Km,Faridabad,India,2018-11-02,06:00:00,solo,160.1,1020,-1020,0,20
33797,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2018-11-02,19:00:00,solo,169.3,7530,-7530,15,40
29415,Kullamannen,100 miles,Kullaberg,Sweden,2018-11-02,07:00:00,solo,161.8,4310,-4280,14,320
38839,Cactus Rose,100 Mile,Bandera,United States,2018-10-28,05:00:00,solo,162.4,3500,-3500,20,0
29783,White Rose Ultra,100 Mile,Huddersfield,United Kingdom,2018-10-28,00:00:00,solo,165.4,4380,-4430,5,60
38825,Halloween hike,160 km,Kannonkoski,Finland,2018-10-27,08:00:00,solo,168.6,2080,-2080,5,0
38501,Jarakabande Eco Ultra,Jarakabande Eco Ultra,Bangalore,India,2018-10-27,06:00:00,solo,0,0,-0,3,0
32035,Javelina Jundred,100 Miles,FortMcDowell,United States,2018-10-27,06:00:00,solo,160.2,2300,-2300,26,799
33019,GRAN VUELTA VALLE DEL GENAL,100 MILLAS DEL GENAL,BENARRABA,Spain,2018-10-26,20:00:00,solo,162.8,8020,-7490,17,150
36373,Indomit costa esmeralda ultra-trail®,100 MILLES,Gramado,Brazil,2018-10-26,07:00:00,solo,160.3,4730,-4730,12,50
27391,Ultra Sovev Emek,Sovev Emek 166 KM,36581,NA,2018-10-25,07:00:00,solo,166,2250,-2230,14,0
36091,Bèrghem Ultra Trail,Furuberget Endurance,Hamar,Norway,2018-10-20,10:00:00,solo,169.7,7440,-7440,18,50
41951,GHOST TRAIN RAIL TRAIL RACE 100,100 Mi,NA,United States,2018-10-20,00:00:00,solo,161,1610,-1600,0,0
30573,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2018-10-19,14:00:00,solo,159.3,7140,-7170,14,150
32713,Mines of Spain,100 Mile,Davenport,United States,2018-10-19,08:00:00,solo,170,4360,-4360,19,0
37943,Rodopi Ultra Trail,Rodopi Advendurun,Haidou,Greece,2018-10-19,06:00:00,solo,163,6910,-6910,6,200
30965,Le Grand Raid De La Réunion,La Diagonale Des Fous,SaintDenis,France,2018-10-18,22:00:00,solo,168.1,9610,-9560,17,2900
30411,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2018-10-13,10:00:00,solo,161.1,1580,-1580,14,250
29481,Cloudsplitter 100,100 Mile,Norton,United States,2018-10-13,08:00:00,solo,166.3,5310,-5310,21,100
29719,Hume And Hovell Ultra,100 Mile,Tumbarumba,Australia,2018-10-13,06:00:00,solo,162.7,3670,-3660,10,100
30713,INDIANA TRAIL 100,100 mi,Albion,United States,2018-10-13,06:00:00,solo,161.7,3490,-3490,5,250
33167,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2018-10-12,00:00:00,solo,162.6,6920,-6920,15,150
35935,Crimea X Run,Stage Race,Yalta,Ukraine,2018-10-10,10:00:00,solo,174.7,9480,-9530,8,200
30363,Bromont Ultra,160km,Bromont,Canada,2018-10-06,07:30:00,solo,158.1,6090,-6090,17,0
30463,100 Miles Sud De France,100 Miles,bolquere,France,2018-10-05,10:00:00,solo,172.6,8130,-9870,15,500
58549,Grindstone 100,Grindstone 100,Swoope,United States,2018-10-05,00:00:00,solo,159.6,6980,-6980,15,300
32919,Pirin Ultra,160km,Bansko,Bulgaria,2018-10-05,00:00:00,Solo,165.1,10310,-10300,9,0
