region,council,swim_site,date,time,enterococci_cfu_100ml,water_temperature_c,conductivity_ms_cm,latitude,longitude
Sydney Harbour,The City of Sydney,Darling Harbour,2023-11-29,11:06:00,800,22,46600,-33.87129,151.20069
Sydney Harbour,Lane Cove Council,Woodford Bay,2023-11-29,07:26:00,960,22,49000,-33.831968,151.17254
Northern Sydney,Northern Beaches Council,Warriewood Beach,2023-11-27,10:23:00,7,22,54300,-33.69107,151.309221
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2023-11-27,10:01:00,250,23,40460,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Dee Why Beach,2023-11-27,09:13:00,150,21,54400,-33.753299,151.297338
Northern Sydney,Northern Beaches Council,Long Reef Beach,2023-11-27,09:30:00,9,22,54500,-33.74525,151.30593
Northern Sydney,Northern Beaches Council,South Steyne Beach,2023-11-27,08:08:00,22,21,53800,-33.79889,151.2903
Northern Sydney,Northern Beaches Council,Newport Beach,2023-11-27,09:51:00,0,22,52000,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2023-11-27,07:49:00,16,21,53900,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,North Steyne Beach,2023-11-27,07:59:00,9,21,54100,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,Bilarong Reserve,2023-11-27,10:37:00,1200,24,40280,-33.710668,151.286896
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2023-11-27,09:03:00,7,21,54300,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Freshwater Beach,2023-11-27,08:42:00,13,21,54600,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2023-11-27,07:35:00,0,21,54600,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,Whale Beach,2023-11-27,10:30:00,2,21,54700,-33.611207,151.332254
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2023-11-27,08:53:00,6,21,54400,-33.773397,151.293337
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2023-11-27,08:19:00,240,21,54100,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,Avalon Beach,2023-11-27,10:17:00,1,21,54100,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Collaroy Beach,2023-11-27,09:39:00,110,22,54300,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Bungan Beach,2023-11-27,07:50:00,8,21,53500,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2023-11-27,09:55:00,13,22,54700,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Bilgola Beach,2023-11-27,10:05:00,2,22,53800,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,2023-11-27,10:55:00,17,22,53300,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Turimetta Beach,2023-11-27,10:14:00,5,22,54200,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2023-11-24,09:30:00,46,21,53600,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,2023-11-24,07:55:00,28,20,53500,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2023-11-24,09:55:00,21,20,53500,-34.06412,151.15542
Sydney City,Randwick City Council,Gordons Bay (East),2023-11-24,08:31:00,70,20,52700,-33.915646,151.264558
Sydney City,Waverley Council,Tamarama Beach,2023-11-24,07:55:00,1600,20,51100,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,2023-11-24,09:09:00,76,21,53000,-33.948896,151.257459
Sydney City,Randwick City Council,Clovelly Beach,2023-11-24,08:24:00,86,20,52800,-33.914578,151.267659
Sydney City,Waverley Council,Bondi Beach,2023-11-24,07:39:00,43,20,53800,-33.891157,151.278267
Southern Sydney,Sutherland Shire Council,Wanda Beach,2023-11-24,09:10:00,6,21,54000,-34.04393,151.1622
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2023-11-24,09:42:00,76,21,53800,-34.055497,151.155347
Sydney City,Randwick City Council,South Maroubra Beach,2023-11-24,09:23:00,50,21,53600,-33.951378,151.257322
Sydney City,Waverley Council,Bronte Beach,2023-11-24,08:13:00,380,20,53900,-33.903087,151.26879
Southern Sydney,Sutherland Shire Council,Elouera Beach,2023-11-24,09:19:00,3,21,53800,-34.04661,151.15966
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2023-11-24,08:32:00,0,21,53900,-34.03479,151.18418
Sydney City,Randwick City Council,Little Bay Beach,2023-11-24,09:57:00,1000,21,50200,-33.979882,151.251417
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2023-11-24,10:17:00,4,21,54500,-34.06984,151.156853
Sydney City,Randwick City Council,Coogee Beach,2023-11-24,08:51:00,1600,20,51500,-33.92076,151.25817
Sydney City,Randwick City Council,Malabar Beach,2023-11-24,09:41:00,51,21,52000,-33.96436,151.252247
Sydney City,Randwick City Council,South Maroubra Rockpool,2023-11-24,09:15:00,3200,21,53600,-33.953515,151.258009
Western Sydney,Blue Mountains City Council,Megalong Creek,2023-11-23,08:15:00,100,19,57,-33.732068,150.235487
Western Sydney,Blue Mountains City Council,Yosemite Creek - Minnehaha Falls,2023-11-23,10:15:00,200,14,58,-33.67913985,150.32734886
Western Sydney,Blue Mountains City Council,Wentworth Falls Lake - Beach,2023-11-23,11:46:00,260,21,54,-33.70259,150.369342
Western Sydney,Blue Mountains City Council,Wentworth Falls Lake - Jetty,2023-11-23,11:25:00,100,21,54,-33.704703,150.370196
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2023-11-22,08:29:00,23,21,53500,-33.870027,151.265932
Sydney Harbour,Inner West Council,Callan Park Seawall,2023-11-22,07:32:00,150,22,52300,-33.862333,151.159306
Sydney Harbour,Woollahra Municipal Council,Camp Cove,2023-11-22,08:50:00,16,21,53600,-33.839395,151.278758
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2023-11-22,12:09:00,140,23,51600,-33.847168,151.142892
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2023-11-22,07:42:00,28,22,52600,-33.853237,151.172823
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2023-11-22,08:58:00,7,21,53700,-33.807232,151.286808
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2023-11-22,09:08:00,6,21,53900,-33.800731,151.274778
Sydney Harbour,North Sydney Council,Hayes Street Beach,2023-11-22,11:17:00,25,22,53200,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2023-11-22,10:23:00,21,23,53000,-33.806043,151.222754
Sydney Harbour,Lane Cove Council,Tambourine Bay,2023-11-22,11:44:00,110,24,50800,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2023-11-22,09:11:00,4,21,53700,-33.803133,151.270604
Sydney Harbour,Lane Cove Council,Greenwich Baths,2023-11-22,11:30:00,70,23,52400,-33.84176,151.1829
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2023-11-22,10:49:00,7,22,53700,-33.814094,151.248971
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2023-11-22,08:40:00,20,21,53600,-33.849889,151.276441
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2023-11-22,09:36:00,10,22,52600,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2023-11-22,08:45:00,28,21,53600,-33.845115,151.280546
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2023-11-22,11:50:00,48,24,51600,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2023-11-22,09:04:00,7,21,53800,-33.79944,151.282519
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2023-11-22,08:22:00,28,21,53400,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2023-11-22,08:36:00,27,21,53400,-33.849925,151.266231
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2023-11-22,09:56:00,34,23,51100,-33.767929,151.200343
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2023-11-22,11:07:00,13,21,53500,-33.839154,151.253349
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2023-11-22,10:57:00,14,21,53500,-33.826888,151.253476
Sydney Harbour,The City of Sydney,Darling Harbour,2023-11-22,07:59:00,140,22,51200,-33.87129,151.20069
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2023-11-22,12:03:00,150,24,50700,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2023-11-22,10:53:00,13,22,54000,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2023-11-22,09:24:00,13,22,53200,-33.80579,151.25172
Sydney Harbour,Lane Cove Council,Woodford Bay,2023-11-22,11:37:00,45,24,52000,-33.831968,151.17254
Northern Sydney,Northern Beaches Council,Warriewood Beach,2023-11-21,07:36:00,9,20,53600,-33.69107,151.309221
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2023-11-21,07:58:00,660,22,43730,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Dee Why Beach,2023-11-21,09:00:00,9,20,54700,-33.753299,151.297338
Northern Sydney,Northern Beaches Council,Long Reef Beach,2023-11-21,08:43:00,2,20,54500,-33.74525,151.30593
Northern Sydney,Northern Beaches Council,South Steyne Beach,2023-11-21,10:19:00,7,21,54400,-33.79889,151.2903
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2023-11-21,10:00:00,9,21,54600,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Newport Beach,2023-11-21,09:54:00,3,21,53600,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,North Steyne Beach,2023-11-21,10:09:00,5,21,54500,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,Freshwater Beach,2023-11-21,09:48:00,3,21,54800,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Bilarong Reserve,2023-11-21,07:19:00,1200,20,33170,-33.710668,151.286896
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2023-11-21,09:30:00,1,21,50400,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2023-11-21,09:18:00,3,21,54600,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Turimetta Beach,2023-11-21,07:46:00,4,20,54400,-33.698084,151.310937
Northern Sydney,Northern Beaches Council,Avalon Beach,2023-11-21,10:13:00,24,21,53400,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Collaroy Beach,2023-11-21,08:29:00,24,20,54408,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Bilgola Beach,2023-11-21,10:03:00,15,21,54000,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,2023-11-21,10:38:00,1,21,54400,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2023-11-21,08:10:00,2,21,53900,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Bungan Beach,2023-11-21,09:42:00,4,21,53300,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2023-11-21,10:30:00,140,23,54600,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,Whale Beach,2023-11-21,10:25:00,8,21,53100,-33.611207,151.332254
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2023-11-21,09:30:00,5,21,54600,-33.773397,151.293337
Sydney City,Randwick City Council,South Maroubra Beach,2023-11-20,09:56:00,12,20,53600,-33.951378,151.257322
Sydney City,Waverley Council,Bondi Beach,2023-11-20,07:55:00,15,20,52100,-33.891157,151.278267
Southern Sydney,Sutherland Shire Council,Wanda Beach,2023-11-20,08:42:00,1,20,53800,-34.04393,151.1622
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2023-11-20,09:13:00,13,20,53900,-34.055497,151.155347
Sydney City,Randwick City Council,Clovelly Beach,2023-11-20,08:46:00,15,20,53000,-33.914578,151.267659
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2023-11-20,09:03:00,2,20,54300,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,2023-11-20,07:49:00,180,19,53500,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2023-11-20,09:28:00,10,21,53800,-34.06412,151.15542
Sydney City,Randwick City Council,Maroubra Beach,2023-11-20,09:35:00,8,20,53700,-33.948896,151.257459
Sydney City,Waverley Council,Tamarama Beach,2023-11-20,08:15:00,18,20,53000,-33.900805,151.270734
Sydney City,Randwick City Council,Gordons Bay (East),2023-11-20,08:55:00,0,20,53300,-33.915646,151.264558
Sydney City,Waverley Council,Bronte Beach,2023-11-20,08:31:00,14,19,54300,-33.903087,151.26879
Southern Sydney,Sutherland Shire Council,Elouera Beach,2023-11-20,08:54:00,3,20,53900,-34.04661,151.15966
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2023-11-20,08:15:00,1,20,54100,-34.03479,151.18418
Sydney City,Randwick City Council,Little Bay Beach,2023-11-20,10:30:00,13,20,54800,-33.979882,151.251417
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2023-11-20,09:40:00,9,21,53800,-34.06984,151.156853
Sydney City,Randwick City Council,Coogee Beach,2023-11-20,09:12:00,13,20,54700,-33.92076,151.25817
Sydney City,Randwick City Council,Malabar Beach,2023-11-20,10:15:00,30,21,53700,-33.96436,151.252247
Sydney City,Randwick City Council,South Maroubra Rockpool,2023-11-20,09:54:00,7,20,53600,-33.953515,151.258009
Sydney Harbour,Lane Cove Council,Woodford Bay,2023-11-16,11:22:00,30,24,51700,-33.831968,151.17254
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2023-11-16,11:51:00,130,25,NA,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2023-11-16,10:41:00,30,22,53400,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2023-11-16,09:23:00,8,22,53400,-33.80579,151.25172
Sydney Harbour,The City of Sydney,Darling Harbour,2023-11-16,07:57:00,36,21,51800,-33.87129,151.20069
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2023-11-16,10:45:00,9,22,53400,-33.826888,151.253476
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2023-11-16,08:20:00,3,21,53400,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2023-11-16,08:34:00,6,21,53600,-33.849925,151.266231
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2023-11-16,10:55:00,9,21,53500,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2023-11-16,09:55:00,100,24,52400,-33.767929,151.200343
Northern Sydney,Northern Beaches Council,Newport Beach,2023-11-16,10:37:00,0,22,53700,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2023-11-16,07:41:00,5,21,54300,-33.679704,151.313981
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2023-11-16,11:38:00,110,24,51900,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2023-11-16,09:05:00,31,21,53400,-33.79944,151.282519
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2023-11-16,09:34:00,3,23,53300,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2023-11-16,08:39:00,5,22,53400,-33.845115,151.280546
Sydney Harbour,Lane Cove Council,Tambourine Bay,2023-11-16,11:35:00,130,24,52700,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2023-11-16,09:09:00,17,21,53800,-33.803133,151.270604
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2023-11-16,08:39:00,9,22,53400,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Greenwich Baths,2023-11-16,11:17:00,200,22,53600,-33.84176,151.1829
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2023-11-16,10:38:00,20,22,53400,-33.814094,151.248971
Northern Sydney,Northern Beaches Council,Avalon Beach,2023-11-16,11:10:00,0,22,54200,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Bungan Beach,2023-11-16,10:26:00,0,22,54800,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,Bilgola Beach,2023-11-16,10:52:00,2,22,55100,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,2023-11-16,11:36:00,0,22,54700,-33.598779,151.325824
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2023-11-16,09:07:00,16,21,53800,-33.800731,151.274778
Sydney Harbour,North Sydney Council,Hayes Street Beach,2023-11-16,11:04:00,210,22,53000,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2023-11-16,10:18:00,15,23,52700,-33.806043,151.222754
Sydney Harbour,Inner West Council,Callan Park Seawall,2023-11-16,07:37:00,150,23,52400,-33.862333,151.159306
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2023-11-16,08:30:00,10,21,53500,-33.870027,151.265932
Sydney Harbour,Woollahra Municipal Council,Camp Cove,2023-11-16,08:48:00,4,21,53400,-33.839395,151.278758
Northern Sydney,Northern Beaches Council,Whale Beach,2023-11-16,11:23:00,2,21,53900,-33.611207,151.332254
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2023-11-16,08:57:00,2,21,53400,-33.807232,151.286808
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2023-11-16,11:55:00,35,25,53000,-33.847168,151.142892
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2023-11-16,07:43:00,44,22,52400,-33.853237,151.172823
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2023-11-15,09:03:00,18,20,54400,-33.773397,151.293337
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2023-11-15,08:23:00,840,21,54200,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2023-11-15,10:30:00,13,22,54800,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Collaroy Beach,2023-11-15,10:04:00,15,21,54800,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Turimetta Beach,2023-11-15,10:43:00,5,22,55000,-33.698084,151.310937
Northern Sydney,Northern Beaches Council,Freshwater Beach,2023-11-15,08:52:00,32,21,54300,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Bilarong Reserve,2023-11-15,11:13:00,290,28,42240,-33.710668,151.286896
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2023-11-15,09:15:00,16,20,54400,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2023-11-15,07:49:00,12,21,52900,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,North Steyne Beach,2023-11-15,07:59:00,11,21,53800,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,South Steyne Beach,2023-11-15,08:09:00,10,20,54100,-33.79889,151.2903
Northern Sydney,Northern Beaches Council,Long Reef Beach,2023-11-15,09:48:00,10,21,54400,-33.74525,151.30593
Northern Sydney,Northern Beaches Council,Warriewood Beach,2023-11-15,10:57:00,3,21,54300,-33.69107,151.309221
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2023-11-15,10:20:00,120,24,46000,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Dee Why Beach,2023-11-15,09:32:00,1200,21,54800,-33.753299,151.297338
Sydney City,Randwick City Council,Coogee Beach,2023-11-13,08:43:00,1200,20,54200,-33.92076,151.25817
Sydney City,Randwick City Council,Malabar Beach,2023-11-13,09:31:00,100,21,53400,-33.96436,151.252247
Sydney City,Randwick City Council,South Maroubra Rockpool,2023-11-13,09:11:00,14,22,53400,-33.953515,151.258009
Sydney City,Randwick City Council,Little Bay Beach,2023-11-13,09:46:00,1000,22,53900,-33.979882,151.251417
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2023-11-13,09:35:00,140,20,54000,-34.06984,151.156853
Southern Sydney,Sutherland Shire Council,Elouera Beach,2023-11-13,08:39:00,42,19,53800,-34.04661,151.15966
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2023-11-13,08:04:00,100,19,53900,-34.03479,151.18418
Sydney City,Waverley Council,Bronte Beach,2023-11-13,08:12:00,220,22,54000,-33.903087,151.26879
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2023-11-13,08:50:00,170,19,53700,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,2023-11-13,07:33:00,560,19,53700,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2023-11-13,09:20:00,74,20,53900,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,2023-11-13,08:00:00,50,20,53100,-33.900805,151.270734
Sydney City,Randwick City Council,Gordons Bay (East),2023-11-13,08:34:00,480,22,53400,-33.915646,151.264558
Sydney City,Randwick City Council,Maroubra Beach,2023-11-13,09:03:00,210,20,53400,-33.948896,151.257459
Sydney City,Randwick City Council,Clovelly Beach,2023-11-13,08:30:00,260,21,53400,-33.914578,151.267659
Sydney City,Waverley Council,Bondi Beach,2023-11-13,07:48:00,290,22,54100,-33.891157,151.278267
Southern Sydney,Sutherland Shire Council,Wanda Beach,2023-11-13,08:30:00,180,19,54100,-34.04393,151.1622
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2023-11-13,09:00:00,540,20,53700,-34.055497,151.155347
Sydney City,Randwick City Council,South Maroubra Beach,2023-11-13,09:08:00,10,21,54100,-33.951378,151.257322
Sydney Harbour,Woollahra Municipal Council,Camp Cove,2023-11-10,10:58:00,0,21,52400,-33.839395,151.278758
Sydney Harbour,Inner West Council,Callan Park Seawall,2023-11-10,12:10:00,0,22,52400,-33.862333,151.159306
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2023-11-10,11:17:00,14,21,52400,-33.870027,151.265932
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2023-11-10,12:06:00,8,22,52100,-33.853237,151.172823
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2023-11-10,07:39:00,52,21,50000,-33.847168,151.142892
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2023-11-10,10:48:00,6,21,52800,-33.807232,151.286808
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2023-11-10,10:40:00,0,21,52400,-33.800731,151.274778
Sydney Harbour,North Sydney Council,Hayes Street Beach,2023-11-10,08:31:00,11,21,52700,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2023-11-10,09:21:00,22,21,49500,-33.806043,151.222754
Sydney Harbour,Lane Cove Council,Tambourine Bay,2023-11-10,08:05:00,38,21,47400,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2023-11-10,10:37:00,29,21,52400,-33.803133,151.270604
Sydney Harbour,Lane Cove Council,Greenwich Baths,2023-11-10,08:19:00,6,21,52000,-33.84176,151.1829
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2023-11-10,11:07:00,10,21,53000,-33.849889,151.276441
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2023-11-10,09:03:00,6,21,52400,-33.814094,151.248971
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2023-11-10,11:00:00,0,21,52700,-33.845115,151.280546
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2023-11-10,10:07:00,37,21,49500,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2023-11-10,11:11:00,0,21,54000,-33.849925,151.266231
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2023-11-10,11:26:00,12,22,52200,-33.871276,151.246974
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2023-11-10,09:50:00,49,23,47100,-33.767929,151.200343
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2023-11-10,08:42:00,10,20,52700,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Manly Cove,2023-11-10,10:45:00,10,20,53000,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2023-11-10,07:59:00,30,21,48700,-33.83919,151.16949
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2023-11-10,08:55:00,6,22,52600,-33.826888,151.253476
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2023-11-10,07:46:00,11,21,48600,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2023-11-10,08:57:00,2,22,52400,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2023-11-10,10:26:00,18,21,51200,-33.80579,151.25172
Sydney Harbour,The City of Sydney,Darling Harbour,2023-11-10,11:50:00,39,22,45600,-33.87129,151.20069
Sydney Harbour,Lane Cove Council,Woodford Bay,2023-11-10,08:12:00,19,21,48600,-33.831968,151.17254
Northern Sydney,Northern Beaches Council,Warriewood Beach,2023-11-09,11:16:00,2,21,54300,-33.69107,151.309221
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2023-11-09,10:34:00,20,23,46218,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Dee Why Beach,2023-11-09,09:45:00,1,20,54500,-33.753299,151.297338
Northern Sydney,Northern Beaches Council,Long Reef Beach,2023-11-09,10:06:00,18,20,54700,-33.74525,151.30593
Western Sydney,Blue Mountains City Council,Megalong Creek,2023-11-09,08:35:00,80,16,56000,-33.732068,150.235487
Northern Sydney,Northern Beaches Council,South Steyne Beach,2023-11-09,08:04:00,15,19,54200,-33.79889,151.2903
Western Sydney,Blue Mountains City Council,Yosemite Creek - Minnehaha Falls,2023-11-09,10:23:00,82,12,60000,-33.67913985,150.32734886
Northern Sydney,Northern Beaches Council,Bilarong Reserve,2023-11-09,11:31:00,720,27,42550,-33.710668,151.286896
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2023-11-09,07:33:00,20,19,54700,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2023-11-09,09:28:00,27,20,54400,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Freshwater Beach,2023-11-09,08:53:00,9,19,54400,-33.78164,151.29076
Western Sydney,Blue Mountains City Council,Wentworth Falls Lake - Beach,2023-11-09,11:30:00,970,19,54000,-33.70259,150.369342
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2023-11-09,08:14:00,20,19,54000,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Newport Beach,2023-11-09,08:00:00,13,19,53600,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,North Steyne Beach,2023-11-09,07:50:00,14,19,53500,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,Turimetta Beach,2023-11-09,11:04:00,6,21,54200,-33.698084,151.310937
Northern Sydney,Northern Beaches Council,Collaroy Beach,2023-11-09,10:17:00,2,20,54500,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Avalon Beach,2023-11-09,10:38:00,2,21,54100,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Bungan Beach,2023-11-09,07:48:00,9,19,53500,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2023-11-09,10:50:00,0,22,54600,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Palm Beach,2023-11-09,11:05:00,2,20,54300,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Bilgola Beach,2023-11-09,10:27:00,8,20,54700,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2023-11-09,08:27:00,22,20,54500,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,Whale Beach,2023-11-09,10:52:00,10,20,53800,-33.611207,151.332254
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2023-11-09,09:09:00,18,19,54300,-33.773397,151.293337
