dataset_url,contact_name,contact_email,bureau_code,program_code,category,tags,publisher,public_access_level,footnotes,license,source_link,issued,geographic_coverage,temporal_applicability,update_frequency,described_by,homepage,geographic_unit_of_analysis,suggested_citation,geospatial_resolution,references,glossary_methodology,access_level_comment,analytical_methods_reference,language,collection
https://archive.org/download/20250128-cdc-datasets/Healthy_People_2020_Foundation_Health_Measures-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"healthy people 2020, sdoh-access-to-health-care",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2022-01-14,US,2010-01-01/2018-12-31,irregular,NA,https://www.cdc.gov/nchs/healthy_people/hp2020/foundation-health-measures.htm,NA,National Center for Health Statistics. Healthy People 2020 Foundation Health Measures. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/f3a8-hmpp.,NA,NA,NA,NA,https://www.cdc.gov/nchs/healthy_people/hp2020/fhm-technical-notes.htm,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Healthy_People_2020_Overview_of_Health_Disparities-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"healthy people 2020, health disparities, sdoh-employment, sdoh-food-insecurity, sdoh-higher-education, sdoh-literacy, sdoh-source-of-health-care, sdoh-use-of-health-care, sdoh-housing-quality, sdoh-crime-violence, sdoh-environmental, sdoh-workplace, sdoh-civic-participation, sdoh-discrimination, sdoh-racism, sdoh-incarceration, sdoh-transportation, sdoh-social-emotional, sdoh-health-literacy, sdoh-food-access, sdoh-language, sdoh-access-to-health-care, sdoh-poverty-income, sdoh-housing-stability, sdoh-high-school, sdoh-early-childhood",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2022-03-09,US,1997-01-01/2018-12-31,irregular,NA,https://www.cdc.gov/nchs/healthy_people/hp2020/health-disparities.htm,NA,National Center for Health Statistics. Healthy People 2020 Overview of Health Disparities. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/fdpm-fddm.,NA,NA,NA,NA,https://www.cdc.gov/nchs/healthy_people/hp2020/health-disparities-technical-notes.htm,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Healthy_People_2020_Tobacco_Use_Objectives-meta.csv,OSHData Support,nccdoshinquiries@cdc.gov,009:20,009:020,Healthy People 2020,"department of health and human services, centers for disease control and prevention, osh, office on smoking and health, healthy people 2020, leading health indicator",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,http://www.cdc.gov/STATESystem/,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Healthy-People-2020/Healthy-People-2020-Tobacco-Use-Objectives/hhew-mxbt,https://www.cdc.gov/statesystem/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Heart_Disease_Mortality_Data_Among_US_Adults_35_by_State_Territory_and_County-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"heart disease, cardiovascular disease, county",Centers for Disease Control and Prevention,public,NA,Public Domain,http://www.cdc.gov/dhdsp/maps/atlas,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Heart-Disease-Stroke-Prevention/Heart-Disease-Mortality-Data-Among-US-Adults-35-by/i2vk-mgdh,https://www.cdc.gov/dhdsp/index.htm,NA,NA,NA,"https://www.cdc.gov/dhdsp/index.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_sources.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_risks.htm","ICD 10 codes: I00-I09, I11, I13, I20-I51",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Heart_Disease_Mortality_Data_Among_US_Adults_35_by_State_Territory_and_County_2015-2017-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"heart disease, cardiovascular disease, county, heart",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,http://www.cdc.gov/dhdsp/maps/atlas,7/27/2023,NA,NA,NA,NA,https://www.cdc.gov/dhdsp/index.htm,NA,NA,NA,NA,"ICD 10 codes: I00-I09, I11, I13, I20-I51",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Heart_Disease_Mortality_Data_Among_US_Adults_35_by_State_Territory_and_County_2016-2018-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"heart disease, heart, cardiovascular disease, cardiovascular, county, counties",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,http://www.cdc.gov/dhdsp/maps/atlas,7/27/2023,NA,NA,NA,NA,https://www.cdc.gov/dhdsp/maps/index.htm,NA,NA,NA,NA,"ICD 10 codes: I00-I09, I11, I13, I20-I51",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Heart_Disease_Mortality_Data_Among_US_Adults_35_by_State_Territory_and_County_2017-2019-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"heart disease, cardiovascular disease, cardiovascular, counties, county, heart",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,http://www.cdc.gov/dhdsp/maps/atlas,7/27/2023,NA,NA,NA,NA,https://www.cdc.gov/dhdsp/maps/index.htm,NA,NA,NA,NA,"ICD 10 codes: I00-I09, I11, I13, I20-I51",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Heart_Disease_Mortality_Data_Among_US_Adults_35_by_State_Territory_and_County_2018-2020-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"heart disease, cardiovascular disease, cardiovascular, counties, county, heart",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,http://www.cdc.gov/dhdsp/maps/atlas,7/27/2023,NA,NA,NA,NA,https://www.cdc.gov/dhdsp/maps/index.htm,NA,NA,NA,NA,"ICD 10 codes: I00-I09, I11, I13, I20-I51",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Heart_Disease_Mortality_Data_Among_US_Adults_35_by_State_Territory_and_County_2019-2021-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:029,Heart Disease & Stroke Prevention,"heart disease, cardiovascular disease, cardiovascular, counties, county, heart",Centers for Disease Control and Prevention,public,NA,The license for this dataset is unspecified,http://www.cdc.gov/dhdsp/maps/atlas,02/23/2024,NA,NA,NA,NA,https://www.cdc.gov/dhdsp/maps/index.htm,County,NA,NA,NA,"ICD 10 codes: I00-I09, I11, I13, I20-I51",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Household_Pulse_Survey_HPS_COVID-19_Vaccination_among_People_with_Disabilities-meta.csv,"Assessment Branch, Immunization Services Division, NCIRD, CDC",VaxView@cdc.gov,009:20,009:026,Vaccinations,"hps, covid tracker, disability, covid-19 vaccination",NA,NA,"Receipt of ≥1 dose is defined as a positive response to the question, “Have you received at least one dose of a COVID-19 vaccine?” †Receipt of a Booster Dose is defined as the receipt of a third dose of COVID-19 vaccine after completion of a 2-dose primary mRNA COVID-19 vaccine series or a second dose of COVID-19 vaccine for adults whose first dose was a J&J Janssen vaccine. ††Full vaccination is defined as the receipt of a 2-dose primary mRNA COVID-19 vaccine series or one dose of a J&J Janssen vaccine. Estimates by all intent levels were suppressed if vaccination coverage was not reliable based on the National Center for Health Statistics (NCHS) standards of reliability (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf). Estimates by all intent levels were also suppressed if vaccination coverage was reliable based on NCHS’s criterion but the vaccination coverage estimate had a confidence interval with a width of more than 15 percentage points.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_All_States-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_10_Seattle-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_1_Boston-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_2_New_York-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_3_Philadelphia-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_4_Atlanta-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_5_Chicago-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,The license for this dataset is unspecified,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_6_Dallas-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_7_Kansas_City-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,The license for this dataset is unspecified,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_8_Denver-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Impaired_Driving_Death_Rate_by_Age_and_Gender_2012_2014_Region_9_San_Francisco-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Motor Vehicle,"centers for disease control and prevention, cdc",NA,NA,NA,Public Domain,http://www.cdc.gov/motorvehiclesafety/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Income-Related_Disparities_in_Cigarette_Smoking_Among_Adults-meta.csv,OSHData Support,nccdoshinquiries@cdc.gov,009:20,009:020,Survey Data,"tobacco, cigarette smoking, disparities, dashboard, brfss",NA,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/tobacco/health-equity/disparities-dashboard.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Indicators_of_Anxiety_or_Depression_Based_on_Reported_Frequency_of_Symptoms_During_Last_7_Days-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"depression, anxiety, covid-19",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2020-05-20,US,2020-08-19/2024-09-16,r/p2w,NA,https://www.cdc.gov/nchs/covid19/pulse/mental-health.htm,NA,National Center for Health Statistics. Indicators of Anxiety or Depression Based on Reported Frequency of Symptoms During Last 7 Days. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/8pt5-q6wp.,State,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Indicators_of_Health_Insurance_Coverage_at_the_Time_of_Interview-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"uninsured, public coverage, private coverage, covid-19, sdoh-access-to-health-care",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2020-05-20,US,2020-08-19/2024-09-16,r/p2w,NA,https://www.cdc.gov/nchs/covid19/pulse/health-insurance-coverage.htm,NA,National Center for Health Statistics. Indicators of Health Insurance Coverage at the Time of Interview. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/jb9g-gnvr.,State,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Indicators_of_Reduced_Access_to_Care_Due_to_the_Coronavirus_Pandemic_During_Last_4_Weeks-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"delayed care, unmet need, covid-19, sdoh-access-to-health-care",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2020-05-20,US,2020-04-23/2021-07-05,irregular,NA,https://www.cdc.gov/nchs/covid19/pulse/reduced-access-to-care.htm,NA,National Center for Health Statistics. Indicators of Reduced Access to Care Due to the Coronavirus Pandemic During Last 4 Weeks. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/xb3p-q62w.,State,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Infant_Protection_Against_Respiratory_Syncytial_Virus_RSV_by_Maternal_RSV_Vaccination_or_Receipt_of_Nirsevimab_and_Intent_for_Nirsevimab_Receipt_US-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Pregnancy & Vaccination,"nis-acm, vsd, iis, iqvia, nis-flu, rsv vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Note: August 2024 estimates are based on data collected from August 18 through August 31, 2024. For data collected August 18 through September 30, 2024, only intent estimates are available. Parent-reported receipt of nirsevimab by infants were collected starting October 1, 2024. Confidence Intervals (CIs) describe the level of uncertainty around an estimate because a sample was taken. 95% CIs represent the range of values that would result if the data collection had been repeated many times. For a 95% confidence interval, if the sampling method is repeated many times, the true value would fall within this interval at least 95% of the time. Wider CIs reflect larger random error in estimates resulting from survey sampling. Estimates from the NIS–ACM may differ from estimates based on other data sources, and in addition to random error associated with taking a sample, are subject to errors resulting from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self-reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. Receipt of RSV vaccination during pregnancy was assessed by the NIS-ACM questionnaire among females 18–49 years who reported having an infant born since October 1, 2024. For infants born April 1, 2024, through September 30, 2024, maternal RSV vaccination was not assessed, and these infants were assumed to be protected against RSV only if infant was reported to have received nirsevimab. The estimates of receipt of RSV vaccination during pregnancy for infants born since April 1, 2024, are not an assessment of maternal RSV vaccination coverage among pregnant persons eligible for vaccination as shown with the Vaccine Safety Datalink (https://www.cdc.gov/rsvvaxview/dashboard/pregnant-persons-coverage.html), as they are based on all infants eligible for nirsevimab or maternal vaccination rather than eligible pregnancies (https://www.cdc.gov/rsv/hcp/vaccine-clinical-guidance/pregnant-people.html). Estimates of nirsevimab receipt by infants born since April 1, 2024, include those who were born shortly before or are entering their first RSV season and do not account for the mother’s RSV vaccination status during pregnancy (Healthcare Providers: RSV Immunization for Children 19 Months and Younger | CDC, https://www.cdc.gov/vaccines/vpd/rsv/hcp/child.html). Intent for nirsevimab receipt is assessed among infants who had not received nirsevimab and whose mother did not receive RSV vaccination during pregnancy. National estimates include 50 states, Washington D.C., Guam, and Puerto Rico. Estimates are based on interviews conducted during Sunday through Saturday weeks assigned to the monthly analytic period, which may include some dates in the month before or after the specified analytic month. Unlike the weekly RSV vaccination coverage estimates, they are not cumulative estimates based on all interviews conducted to date.",Public Domain U.S. Government,https://www.cdc.gov/respvaxview/about/,NA,"United States- National, Region, State",2024-2025,monthly,NA,https://www.cdc.gov/rsvvaxview/,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Infant Protection Against RSV by Maternal RSV Vaccination or Receipt of Nirsevimab, and Intent for Nirsevimab Receipt, Reported by Females Aged 18-49 Years Who Have an Infant <8 Months During the RSV Season (born since April 1, 2024), United States",National,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Infant_neonatal_postneonatal_fetal_and_perinatal_mortality_rates_by_detailed_race_and_Hispanic_origin_of_mother_US-meta.csv,National Center for Health Statistics,healthus@cdc.gov,009:20,009:020,NCHS,"alaskan natives, american natives, african americans, fetal death, hispanic americans, infant, mortality, mothers, european continental ancestry group, asian continental ancestry group, oceanic ancestry group, continental population groups, live birth, infant death, pregnancy, pregnancy complications, death, health us",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021-05-14,NA,NA,NA,NA,https://www.cdc.gov/nchs/hus,NA,"National Center for Health Statistics. Infant, neonatal, postneonatal, fetal, and perinatal mortality rates, by detailed race and Hispanic origin of mother: United States. Data accessed [Last accessed date]. Available from https://data.cdc.gov/d/nfuu-hu6j.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Influenza-related_School_Closures_USA_2011-2022-meta.csv,Nicole Zviedrite,nzviedrite@cdc.gov,009:20,009:028,Public Health Surveillance,"school closure, influenza, emergency preparedness, pandemic preparedness, state and community interventions, community mitigation",NA,public,"Data are collected via daily searches of publicly available online content (Google Alerts, Google, and Google News). A standard set of search terms are used to identify influenza- and influenza-like illness-related unplanned school closures lasting ≥1 day. Official state-level health and education department websites, and school and district-level websites are also searched. Because data were abstracted using information in publicly available closure announcements, some information may not have been complete or entirely accurate. The data are restricted to public and private K-12 schools and public K-12 school districts, and are only collected for the 50 U.S. states and the District of Columbia. Using the information found in publicly available closure announcements, schools and districts in our data are manually matched to their relevant public school district identification (ID) number or school ID as obtained from the National Center for Education Statistics (https://nces.ed.gov/ccd/). While utmost care was taken to accurately match our data to NCES IDs, some IDs may be inaccurate due to possible inaccuracies in announcements and/or human error.",Public Domain U.S. Government,NA,NA,"United States, 50 States and D.C.","August 1, 2011 to June 30, 2022",NA,NA,NA,NA,"Division of Global Migration Health, Centers for Disease Control and Prevention. Data.CDC.gov platform/ accessed on [DATE].",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Influenza_Vaccination_Coverage_for_All_Ages_6_Months-meta.csv,NCIRD ISD Assessment Branch,VaxView@cdc.gov,009:20,009:020,Flu Vaccinations,"vaxviews, vaccination, immunization, flu vaccination, influenza coverage, vaccination coverage, influenza",NA,NA,* Estimates not reliable because sample size is <30. † Estimates not reliable because relative standard error is >0.3. ‡ Estimates might not be reliable because confidence interval half-width is >10.,NA,NA,NA,NA,NA,NA,NA,https://www.cdc.gov/flu/fluvaxview/index.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Initial_injury-related_visits_to_hospital_emergency_departments_by_sex_age_and_intent_and_mechanism_of_injury_US-meta.csv,National Center for Health Statistics,healthus@cdc.gov,009:20,009:020,NCHS,"accidental falls, emergency service, hospital, hospitals, sex, wounds and injuries, age, disasters, health us, sdoh-use-of-health-care",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021/06/07,United States,2005/2018,r/p1y,NA,https://www.cdc.gov/nchs/hus,NA,"National Center for Health Statistics. Initial injury-related visits to hospital emergency departments, by sex, age, and intent and mechanism of injury: United States. Data accessed [Last accessed date]. Available from https://data.cdc.gov/d/w4cs-jspc.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/JMK_DHDS_POC-meta.csv,Jeff Kararo,mnr0@cdc.gov,009:20,009:030,This dataset has not been categorized,This dataset does not have any tags,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Lack_of_Social_Connection-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,This dataset does not have any tags,National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2024-02-21,U.S.,2024-02-05/2024-09-16,monthly,NA,https://www.cdc.gov/nchs/covid19/pulse/lack-socialconnection.htm,NA,"National Center for Health Statistics. U.S. Census Bureau, Household Pulse Survey, 2024. Lack of Social Connection. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/mnaa-qctp.",NA,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Leading_causes_of_death_and_numbers_of_deaths_by_sex_race_and_Hispanic_origin_US_1980_and_2009-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Health Statistics,"hus, cause of death",NA,NA,NA,The license for this dataset is unspecified,http://www.cdc.gov/nchs/hus.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Legislation_Glossary_Methodology_12.17.2024-meta.csv,OSHData Support,nccdoshinquiries@cdc.gov,009:20,009:020,Legislation,"glossary, methodology",Centers for Disease Control and Prevention,public,NA,Public Domain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Level_of_Acute_Respiratory_Illness_ARI_Activity_by_State-meta.csv,National Syndromic Surveillance Program,nssp@cdc.gov,009:20,009:038,Public Health Surveillance,This dataset does not have any tags,NA,NA,NA,NA,NA,NA,U.S.,9/1/2023 - Present,r/p1w,NA,NA,"National, State",NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Long-term_Care_and_COVID-19-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"covid-19, long-term care, residential care communities, adult day services centers",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021-07-12,US,2020-01/2021-07,irregular,NA,https://www.cdc.gov/nchs/covid19/npals.htm,NA,National Center for Health Statistics. Long-term Care and COVID-19. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/3j26-kg6d.,NA,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Loss_of_Work_Due_to_Illness_from_COVID-19-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"covid-19, rands, sdoh-employment, sdoh-high-school, sdoh-higher-education, sdoh-workplace",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2020-09-14,US,2020-06-09/2021-06-30,irregular,NA,https://www.cdc.gov/nchs/covid19/rands/work.htm,NA,National Center for Health Statistics. Loss of Work Due to Illness from COVID-19. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/qgkx-mswu.,NA,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Low_birthweight_live_births_by_race_and_Hispanic_origin_of_mother_and_state_US_2000_2002_2003_2005_and_2006_2008-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Health Statistics,"hus, low birthweight",NA,NA,NA,The license for this dataset is unspecified,http://www.cdc.gov/nchs/hus.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/LymeDisease_9211_county-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,This dataset has not been categorized,lyme,NA,NA,NA,Public Domain,http://www.cdc.gov/lyme/stats/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Mapping_Injury_Overdose_and_Violence_Census_Tract-meta.csv,NCIPC,injurydashboard@cdc.gov,009:20,009:033,Injury & Violence,"nchs, deaths, mortality, drug overdose, homicide, suicide, firearm injury",NA,public,NA,Public Domain U.S. Government,https://www.cdc.gov/injury-violence-data/data-vis/index.html,NA,NA,2022-01-01/Present,monthly,NA,NA,Census Tract and Census Tract Aggregation,"Centers for Disease Control and Prevention, National Center for Injury Prevention and Control, Mapping Injury, Overdose, and Violence Dashboard (version date: [Month][Date], [Year]) Available at: https://www.cdc.gov/injury-violence-data/data-vis/index.html",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Mapping_Injury_Overdose_and_Violence_County-meta.csv,NCIPC,injurydashboard@cdc.gov,009:20,009:033,Injury & Violence,"nchs, mortality, deaths, drug overdose, homicide, suicide, firearm injury",NA,public,NA,Public Domain U.S. Government,https://www.cdc.gov/injury-violence-data/data-vis/index.html,NA,NA,2019-01-01/Present,monthly,NA,NA,County,"Centers for Disease Control and Prevention, National Center for Injury Prevention and Control, Mapping Injury, Overdose, and Violence Dashboard (version date: [Month][Date], [Year]) Available at: https://www.cdc.gov/injury-violence-data/data-vis/index.html",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Mapping_Injury_Overdose_and_Violence_National-meta.csv,NCIPC,injurydashboard@cdc.gov,009:20,009:033,Injury & Violence,"nchs, mortality, deaths, drug overdose, suicide, homicide, firearm injury",NA,public,NA,Public Domain U.S. Government,https://www.cdc.gov/injury-violence-data/data-vis/index.html,NA,United States,2019-01-01/Present,monthly,NA,NA,NA,"Centers for Disease Control and Prevention, National Center for Injury Prevention and Control, Mapping Injury, Overdose, and Violence Dashboard (version date: [Month][Date], [Year]) Available at: https://www.cdc.gov/injury-violence-data/data-vis/index.html",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Mapping_Injury_Overdose_and_Violence_State-meta.csv,NCIPC,injurydashboard@cdc.gov,009:20,009:033,Injury & Violence,"nchs, mortality, deaths, drug overdose, homicide, suicide, firearm injury",NA,public,NA,Public Domain U.S. Government,https://www.cdc.gov/injury-violence-data/data-vis/index.html,NA,NA,2019-01-01/Present,monthly,NA,NA,State,"Centers for Disease Control and Prevention, National Center for Injury Prevention and Control, Mapping Injury, Overdose, and Violence Dashboard (version date: [Month][Date], [Year]) Available at: https://www.cdc.gov/injury-violence-data/data-vis/index.html",NA,NA,NA,NA,NA,NA,NA
