artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id,moma_count_to_year,whitney_count_to_year,artist_race_nwi
Frank Gelett Burgess,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5698024055,124,0,0,White
Frank Stella,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2939360868,125,5,9,White
Frank Stella,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2287730279,125,5,9,White
Frank Stella,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.1896572697,125,5,10,White
Frank Stella,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2910021112,125,5,12,White
Frank Stella,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2214414498,125,5,12,White
Frank Stella,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3464512139,125,5,13,White
Frank Stella,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3709499264,125,5,14,White
Franz Kline,5,1970,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2275323464,127,1,9,White
Franz Kline,6,1975,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2383292383,127,1,9,White
Franz Kline,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.1965240642,127,1,9,White
Franz Kline,8,1986,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2002902758,127,1,9,White
Franz Kline,9,1991,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2098296837,127,1,9,White
Franz Kline,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2259813785,127,1,9,White
Franz Marc,10,1996,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3433545923,128,2,0,White
Franz Marc,11,2001,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3953708077,128,2,0,White
Franz Marc,12,2005,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3871149226,128,2,0,White
Franz Marc,13,2009,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4360100473,128,2,0,White
Franz Marc,14,2013,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4231735318,128,2,0,White
Franz Marc,15,2016,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3862068966,128,2,0,White
Franz Marc,16,2020,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3537217722,128,2,0,White
Frederic Edwin Church,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2975023618,129,0,0,White
Frederic Edwin Church,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3415898793,129,0,0,White
Frederic Edwin Church,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.376065215,129,0,0,White
Frederic Edwin Church,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3758494753,129,0,0,White
Frederic Edwin Church,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4575537343,129,0,0,White
Frederic Edwin Church,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.36324865,129,0,0,White
Frida Kahlo,9,1991,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.2520681265,130,0,0,White
Frida Kahlo,10,1996,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.2793560929,130,0,0,White
Frida Kahlo,11,2001,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.4654877185,130,0,0,White
Frida Kahlo,12,2005,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.4869385397,130,0,0,White
Frida Kahlo,13,2009,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.4381212149,130,0,0,White
Frida Kahlo,14,2013,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.5506449078,130,0,0,White
Frida Kahlo,15,2016,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.6555280656,130,0,0,White
Frida Kahlo,16,2020,Mexican,Other,Female,White,Hispanic or Latino origin,Gardner,0.5433541973,130,0,0,White
Friedrich von Martens,9,1991,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3099270073,132,0,0,White
George Bellows,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3587926715,134,2,0,White
George Bellows,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4526920355,134,5,0,White
George Caleb Bingham,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4105685336,135,4,0,White
George French Angas,11,2001,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.4828767123,136,0,0,White
George Grosz,5,1970,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.2900740709,137,3,17,White
George Grosz,6,1975,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3356479009,137,3,17,White
George Grosz,7,1980,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.315613566,137,3,17,White
George Grosz,8,1986,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3149837584,137,3,17,White
George Grosz,11,2001,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3361183278,137,6,17,White
George Grosz,12,2005,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3623756956,137,6,17,White
George Grosz,13,2009,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3181545005,137,6,18,White
George Grosz,14,2013,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.5143698088,137,6,19,White
George Grosz,15,2016,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4842740065,137,6,19,White
George Grosz,16,2020,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4945999018,137,6,20,White
George Inness,1,1926,American,American,Male,White,Not Hispanic or Latino origin,Gardner,1.33929275,138,0,0,White
George Inness,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3843955528,138,0,0,White
George Inness,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3684740596,138,0,0,White
George Inness,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4057904659,138,0,0,White
George N. Barnard,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.418798815,139,2,0,White
George Stubbs,9,1991,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.5886780211,141,0,0,White
George Stubbs,10,1996,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.6433614133,141,0,0,White
Georges Braque,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5087799623,142,15,0,White
Georges Braque,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5689368331,142,22,0,White
Georges Braque,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5778869779,142,25,0,White
Georges Braque,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4831832254,142,29,0,White
Georges Braque,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4875423319,142,31,0,White
Georges Braque,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.7818978103,142,34,0,White
Georges Braque,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.292094403,142,37,0,White
Georges Braque,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.8066544639,142,40,0,White
Georges Braque,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.8738405863,142,43,0,White
Georges Braque,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.140970521,142,44,0,White
Georges Braque,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.099055368,142,44,0,White
Georges Braque,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.106695531,142,44,0,White
Georges Braque,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.061610211,142,44,0,White
Georges Rouault,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3424723943,143,4,0,White
Georges Rouault,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.7428286831,143,5,0,White
Georges Rouault,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4486700139,143,7,0,White
Georges Rouault,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.619458908,143,7,0,White
Georges Rouault,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.604913954,143,7,0,White
Georges Rouault,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3365450122,143,7,0,White
Georges Rouault,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3170423928,143,7,0,White
Georges Rouault,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3496102976,143,7,0,White
Georges Seurat,2,1936,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6886157219,144,1,0,White
Georges Seurat,3,1948,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6196581197,144,2,0,White
Georges Seurat,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6685160248,144,4,0,White
Georges Seurat,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.049136899,144,4,0,White
Georges Seurat,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.253925863,144,4,0,White
Georges Seurat,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.9214396285,144,4,0,White
Georges Seurat,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.9605190407,144,4,0,White
Georges Seurat,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6622546634,144,4,0,White
Georges Seurat,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6315439446,144,4,0,White
Georges Seurat,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4908921823,144,4,0,White
Georges Seurat,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5316576955,144,4,0,White
Georges Seurat,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6554944293,144,5,0,White
Georges Seurat,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.001895428,144,5,0,White
Georges Seurat,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.8631359208,144,5,0,White
Georges Seurat,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.817884757,144,5,0,White
Georgia O'Keeffe,2,1936,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.1931960539,145,0,2,White
Georgia O'Keeffe,3,1948,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4119984757,145,1,6,White
Georgia O'Keeffe,7,1980,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.5997044751,145,2,20,White
Georgia O'Keeffe,8,1986,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.589052457,145,2,20,White
Georgia O'Keeffe,9,1991,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3233576642,145,2,20,White
Georgia O'Keeffe,10,1996,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.6522969885,145,2,20,White
Georgia O'Keeffe,11,2001,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3797531885,145,2,20,White
Georgia O'Keeffe,12,2005,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3720159353,145,2,20,White
Georgia O'Keeffe,13,2009,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.50446119,145,2,22,White
Georgia O'Keeffe,14,2013,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.5160649068,145,2,24,White
Georgia O'Keeffe,15,2016,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.5122777176,145,2,26,White
Georgia O'Keeffe,16,2020,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4834468581,145,2,28,White
Gertrude Käsebier,9,1991,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3828710462,146,1,0,White
Gertrude Käsebier,10,1996,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4092629856,146,1,0,White
Gertrude Käsebier,11,2001,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4339867737,146,1,0,White
Gertrude Käsebier,12,2005,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4059848554,146,1,0,White
Gertrude Käsebier,13,2009,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3783458925,146,1,0,White
Gertrude Käsebier,14,2013,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.372582559,146,1,0,White
Gertrude Käsebier,15,2016,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3727230555,146,1,0,White
Gertrude Käsebier,16,2020,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.1857817869,146,1,0,White
Giacomo Balla,10,1996,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.1857030797,147,20,0,White
Giacomo Balla,11,2001,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.1784659896,147,20,0,White
Giacomo Balla,12,2005,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.1423227808,147,20,0,White
Giacomo Balla,13,2009,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.1602638189,147,20,0,White
Giacomo Balla,14,2013,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3809655895,147,22,0,White
Giacomo Balla,15,2016,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.2776557909,147,22,0,White
Giacomo Balla,16,2020,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.298708272,147,22,0,White
Gilbert Prousch,9,1991,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3445579886,148,0,0,White
George Passmore,9,1991,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3445579886,140,2,0,White
Gilbert Prousch,10,1996,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3038777668,148,0,0,White
George Passmore,10,1996,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3038777668,140,2,0,White
Gilbert Stuart,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.303906984,149,0,0,White
Gilbert Stuart,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2087756546,149,0,0,White
Gilbert Stuart,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2522488554,149,0,0,White
Gino Severini,10,1996,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4371781317,150,1,0,White
Gino Severini,11,2001,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.2688651393,150,1,0,White
Gino Severini,12,2005,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.2932366268,150,1,0,White
Gino Severini,13,2009,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3138551153,150,1,0,White
Gino Severini,14,2013,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3100180297,150,1,0,White
Gino Severini,15,2016,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3063244163,150,1,0,White
Gino Severini,16,2020,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3048600884,150,1,0,White
Giorgio de Chirico,4,1959,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4332345812,151,11,0,White
Giorgio de Chirico,5,1970,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4464389789,151,13,0,White
Giorgio de Chirico,6,1975,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4615105224,151,17,0,White
Giorgio de Chirico,7,1980,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4012454264,151,18,0,White
Giorgio de Chirico,8,1986,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4197249292,151,20,0,White
Giorgio de Chirico,9,1991,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5194647202,151,21,0,White
Giorgio de Chirico,10,1996,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4970669486,151,22,0,White
Giorgio de Chirico,11,2001,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4486006141,151,24,0,White
Giorgio de Chirico,12,2005,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3794209774,151,25,0,White
Giorgio de Chirico,13,2009,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3382182978,151,25,0,White
Giorgio de Chirico,14,2013,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3525495816,151,25,0,White
Giorgio de Chirico,15,2016,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.6091696304,151,25,0,White
Giorgio de Chirico,16,2020,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.560705081,151,25,0,White
Giovanni Battista Piranesi,4,1959,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.2396444923,152,0,0,White
Giovanni Battista Piranesi,7,1980,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4155994934,152,0,0,White
Giovanni Battista Piranesi,8,1986,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4289861082,152,0,0,White
Giovanni Battista Piranesi,9,1991,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4981021898,152,0,0,White
Giovanni Battista Piranesi,10,1996,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5627024999,152,0,0,White
Giovanni Battista Piranesi,11,2001,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.320840222,152,0,0,White
Giovanni Battista Piranesi,12,2005,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3196940668,152,0,0,White
Grant Wood,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4405339806,154,0,4,White
Grant Wood,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5678965796,154,0,7,White
Grant Wood,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3871339159,154,0,7,White
Grant Wood,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3058419244,154,0,8,White
Grant Wood,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4127409736,154,0,9,White
Grant Wood,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4156072304,154,0,10,White
Grant Wood,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5978351631,154,0,10,White
Grant Wood,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5001687531,154,0,11,White
Guerrilla Girls,11,2001,American,American,Female,N/A,Not Hispanic or Latino origin,Gardner,0.3048978507,155,1,0,Non-White
Guerrilla Girls,12,2005,American,American,Female,N/A,Not Hispanic or Latino origin,Gardner,0.3473071192,155,1,0,Non-White
Guerrilla Girls,13,2009,American,American,Female,N/A,Not Hispanic or Latino origin,Gardner,0.20350423,155,1,0,Non-White
Gunta Stölzl,11,2001,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.6903932452,156,0,0,White
Gunta Stölzl,12,2005,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.313870389,156,0,0,White
Gustav Klimt,6,1975,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.675440658,157,0,0,White
Gustav Klimt,7,1980,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.661835069,157,1,0,White
Gustav Klimt,8,1986,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5586426152,157,2,0,White
Gustav Klimt,9,1991,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3148905109,157,2,0,White
Gustav Klimt,10,1996,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.551891136,157,2,0,White
Gustav Klimt,11,2001,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3620246812,157,2,0,White
Gustav Klimt,12,2005,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3563543472,157,2,0,White
Gustav Klimt,13,2009,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4123249041,157,2,0,White
Gustav Klimt,14,2013,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3427026027,157,2,0,White
Gustav Klimt,15,2016,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5010669553,157,3,0,White
Gustav Klimt,16,2020,Austrian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4063113648,157,3,0,White
Gustave Caillebotte,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4685720132,158,0,0,White
Gustave Caillebotte,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3881376949,158,0,0,White
Gustave Caillebotte,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.357525165,158,0,0,White
Gustave Caillebotte,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3585748848,158,0,0,White
Gustave Caillebotte,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4066848504,158,0,0,White
Gustave Caillebotte,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4920828823,158,0,0,White
Gustave Caillebotte,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5864475945,158,0,0,White
Gustave Courbet,2,1936,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4727137488,159,0,0,White
Gustave Courbet,3,1948,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3533126463,159,0,0,White
Gustave Courbet,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6970105036,159,1,0,White
Gustave Courbet,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.196579385,159,1,0,White
Gustave Courbet,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.20175195,159,1,0,White
Gustave Courbet,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.857761047,159,1,0,White
Gustave Courbet,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.035144101,159,1,0,White
Gustave Courbet,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.6376642336,159,1,0,White
Gustave Courbet,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.210429385,159,1,0,White
Gustave Courbet,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.7190599905,159,1,0,White
Gustave Courbet,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.700787641,159,1,0,White
Gustave Courbet,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.118025057,159,1,0,White
Gustave Courbet,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.223907047,159,1,0,White
Gustave Courbet,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.240621618,159,1,0,White
Gustave Courbet,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.390709377,159,1,0,White
Gustave Le Gray,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3160097324,160,0,0,White
Gustave Moreau,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5203349282,161,1,0,White
Gustave Moreau,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5024535213,161,1,0,White
Gustave Moreau,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.415377129,161,1,0,White
Gustave Moreau,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4744722213,161,1,0,White
Gustave Moreau,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3602090222,161,1,0,White
Gustave Moreau,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.352020801,161,1,0,White
Gustave Moreau,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3812121492,161,1,0,White
Gustave Moreau,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4494167322,161,1,0,White
Gustave Moreau,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.415401268,161,1,0,White
Gustave Moreau,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3896661757,161,1,0,White
Hannah Höch,9,1991,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.4469099757,162,0,0,White
Hannah Höch,11,2001,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.9195648323,162,2,0,White
Hannah Höch,12,2005,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.4083264909,162,2,0,White
Hannah Höch,13,2009,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.5766877783,162,2,0,White
Hannah Höch,14,2013,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.6443221919,162,2,0,White
Hannah Höch,15,2016,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.5066336787,162,2,0,White
Hannah Höch,16,2020,German,German,Female,White,Not Hispanic or Latino origin,Gardner,0.5012733186,162,2,0,White
Hannah Wilke,12,2005,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2629778305,163,0,2,White
Hannah Wilke,13,2009,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3209745273,163,0,3,White
Hannah Wilke,14,2013,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4880187385,163,0,3,White
Hans Hofmann,6,1975,German-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.7965388313,164,1,16,White
Hans Hofmann,7,1980,German-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.7157859555,164,1,16,White
Hans Hofmann,8,1986,German-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.6667876149,164,1,16,White
Hans Namuth,13,2009,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.365447737,165,1,0,White
Hans Namuth,14,2013,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.414174102,165,1,0,White
Hans Namuth,15,2016,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4076542446,165,1,0,White
Hans Namuth,16,2020,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3777614138,165,1,0,White
Hans von Marées,7,1980,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3670841542,166,0,0,White
Helen Frankenthaler,9,1991,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4794809408,167,9,9,White
Helen Frankenthaler,10,1996,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4436751816,167,9,9,White
Helen Frankenthaler,11,2001,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.1795878602,167,10,9,White
Helen Frankenthaler,12,2005,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.1733418484,167,10,10,White
Helen Frankenthaler,13,2009,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2078036152,167,10,11,White
Helen Frankenthaler,14,2013,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3510856333,167,10,11,White
Helen Frankenthaler,15,2016,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4096799134,167,10,13,White
Helen Frankenthaler,16,2020,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.4180320324,167,10,14,White
Helen Oji,15,2016,American,American,Female,Asian,Not Hispanic or Latino origin,Gardner,0.2467140869,168,0,0,Non-White
Helen Oji,16,2020,American,American,Female,Asian,Not Hispanic or Latino origin,Gardner,0.2716464163,168,0,0,Non-White
Henri Cartier-Bresson,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3952329653,169,3,0,White
Henri Cartier-Bresson,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5338199513,169,6,0,White
