tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes
tt0218643,tvMovie,Summer in the Suburbs,Summer in the Suburbs,2000,90,"Crime,Drama",summer in the suburbs,6.2,72
tt0218932,tvMovie,The Last Summer,Le dernier été,1997,81,"Biography,Drama,History",the last summer,6.6,74
tt0220077,movie,The Summer Intern,The Summer Intern,2000,116,NA,the summer intern,6.4,17
tt0221249,movie,Summer Hotel,Hotel de verano,1944,95,"Comedy,Drama,Music",summer hotel,6,13
tt0226121,movie,Summer of Evil,Masho no natsu - 'Yotsuya kaidan' yori,1981,96,"Crime,Drama,Horror",summer of evil,4.6,28
tt0228584,movie,One Day at Summer's End,Nureta futari,1968,82,Drama,one day at summers end,5.7,32
tt0234829,movie,Summer Catch,Summer Catch,2001,104,"Comedy,Drama,Romance",summer catch,5.1,16750
tt0241972,movie,Summer Dream,Sonho de Verão,1990,80,"Comedy,Drama,Family",summer dream,4.7,190
tt0242916,movie,Summer Children,Summer Children,1965,90,"Drama,Music,Romance",summer children,7.3,53
tt0243315,video,Hot Body Competition: Summer Wet T Shirt Finals,Hot Body Competition: Summer Wet T Shirt Finals,1999,90,Documentary,hot body competition summer wet t shirt finals,7.8,13
tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,2001,97,"Comedy,Romance",wet hot american summer,6.5,61008
tt0247527,movie,Spring Night Summer Night,Spring Night Summer Night,1967,82,Drama,spring night summer night,7.1,758
tt0247530,movie,Mississippi Summer,Mississippi Summer,1971,88,Drama,mississippi summer,6.5,11
tt0253197,movie,Sinner in the Summer Sun,Syndare i sommarsol,2001,98,Drama,sinner in the summer sun,4.7,171
tt0255374,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1981,156,"Comedy,Fantasy,Music",a midsummer nights dream,7.3,35
tt0259741,movie,Summer Holiday,Ha yat dik mo mo cha,2000,98,"Comedy,Romance",summer holiday,5.8,534
tt0263321,movie,Roman Summer,Estate romana,2000,90,"Comedy,Drama",roman summer,6.2,335
tt0265548,movie,A Summer in a Sea Shell,Poletje v skoljki,1985,95,"Comedy,Family",a summer in a sea shell,7.2,470
tt0265612,movie,Rain for a Dusty Summer,Rain for a Dusty Summer,1971,93,"Drama,Western",rain for a dusty summer,4.7,70
tt0268668,video,Summer in Holland,Summer in Holland,1992,60,Documentary,summer in holland,7.5,10
tt0271062,tvMovie,Midsummer Rock,Midsummer Rock,1970,90,"Documentary,Music",midsummer rock,6.9,23
tt0271853,movie,A Savage Summer,Un été sauvage,1970,93,Drama,a savage summer,5.8,34
tt0273191,tvMovie,Ellen De Generes: American Summer Documentary,Ellen De Generes: American Summer Documentary,2001,120,"Comedy,Documentary",ellen de generes american summer documentary,8.5,37
tt0274114,movie,Summer in Bethlehem,Summer in Bethlehem,1998,143,"Comedy,Drama",summer in bethlehem,7.8,1625
tt0274917,movie,Sylvan Lake Summer,Sylvan Lake Summer,1990,95,Drama,sylvan lake summer,7.6,12
tt0275353,movie,Fists of Freedom: The Story of the '68 Summer Games,Fists of Freedom: The Story of the '68 Summer Games,1999,59,"Documentary,History,Sport",fists of freedom the story of the 68 summer games,7.6,107
tt0276538,movie,Summer of '69,Summer of '69,1969,55,Romance,summer of 69,5.8,24
tt0277714,movie,Funny Car Summer,Funny Car Summer,1974,88,Documentary,funny car summer,5.7,87
tt0280128,movie,Summerdog,Summerdog,1977,90,"Comedy,Family",summerdog,4.5,62
tt0280933,movie,Passing Summer,Mein langsames Leben,2001,85,Drama,passing summer,6.5,540
tt0283908,movie,Dangerous Summer,Baiga vasara,2000,112,"Drama,History",dangerous summer,7.1,456
tt0285199,tvMovie,How I Spent My Summer Vacation,How I Spent My Summer Vacation,1993,NA,Family,how i spent my summer vacation,4.2,32
tt0286162,movie,Stolen Summer,Stolen Summer,2002,91,Drama,stolen summer,6.5,2895
tt0287481,movie,Secret of One Summer,Hitonatsu no himitsu,1979,72,Mystery,secret of one summer,5.1,18
tt0289114,movie,The Children's Midsummer Night's Dream,The Children's Midsummer Night's Dream,2001,115,"Drama,Fantasy",the childrens midsummer nights dream,5.8,31
tt0290875,movie,Summer,Summer,2002,93,"Comedy,Drama,Romance",summer,5.6,187
tt0290916,movie,Summer Things,Embrassez qui vous voudrez,2002,103,"Comedy,Drama,Romance",summer things,6.5,2587
tt0293280,movie,Indian Summer,Indian seommeo,2001,104,"Crime,Drama",indian summer,6.3,132
tt0297316,movie,Summer Love,O da Beni Seviyor,2001,106,Drama,summer love,6.5,342
tt0297414,movie,Summertime,Sseommeotaim,2001,104,"Drama,Thriller",summertime,5.3,372
tt0299430,tvMovie,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1997,23,"Comedy,Sci-Fi",1st annual mystery science theater 3000 summer blockbuster review,7.6,254
tt0303060,tvMovie,A Small Summer Party,A Small Summer Party,2001,50,"Comedy,Drama",a small summer party,7.5,84
tt0303101,tvMovie,Summer of Love,Summer of Love,2001,90,"Drama,Romance",summer of love,5,56
tt0305589,tvMovie,Cold as Summer,Froid comme l'été,2002,88,Drama,cold as summer,7.1,173
tt0305747,movie,The Last Summer,The Last Summer,2004,95,Drama,the last summer,6.3,85
tt0307623,movie,From Spring to Summer,Utomlennoe solntse,1988,93,"Action,War",from spring to summer,6.3,32
tt0311314,movie,I Stayed in Berlin All Summer,Ich bin den Sommer über in Berlin geblieben,1994,47,Drama,i stayed in berlin all summer,6.7,50
tt0312808,movie,Indian Summer,Indian Summer,1987,97,Drama,indian summer,5.6,19
tt0317079,movie,And Then Came Summer,And Then Came Summer,2000,115,Drama,and then came summer,4.6,485
tt0322629,movie,Two Summers,Houve uma Vez Dois Verões,2002,75,"Comedy,Romance",two summers,7.1,809
tt0323248,movie,A Midsummer Night's Rave,A Midsummer Night's Rave,2002,85,Drama,a midsummer nights rave,5,556
tt0326383,movie,High Sky Summer,Wang Shouxian de xia tian,2002,87,NA,high sky summer,5.7,30
tt0326639,movie,Summer of Fun,Summer of Fun,1997,62,NA,summer of fun,3.3,55
tt0329701,movie,Two Summers,Two Summers,2002,118,"Drama,Family",two summers,6.6,41
tt0334611,movie,Savage Summer,Verano salvaje,1980,85,Drama,savage summer,6.5,37
tt0341600,tvMovie,Summer of Terror: The Real Son of Sam Story,Summer of Terror: The Real Son of Sam Story,2001,49,Documentary,summer of terror the real son of sam story,6.6,17
tt0345678,movie,Memories of the Olympic Summer of 1952,Memories of the Olympic Summer of 1952,1954,50,"Documentary,Sport",memories of the olympic summer of 1952,6,78
tt0346525,movie,Arizona Summer,Arizona Summer,2004,102,"Adventure,Comedy,Family",arizona summer,4.6,297
tt0347159,tvMovie,Hemingway: That Summer in Paris,Hemingway vs. Callaghan,2003,180,"Biography,Drama",hemingway that summer in paris,6.4,52
tt0348142,movie,Summer Storm,Summer Storm,2004,NA,Family,summer storm,8,20
tt0353671,movie,Summer in the Golden Valley,Ljeto u zlatnoj dolini,2003,105,Drama,summer in the golden valley,7.1,1183
tt0355336,movie,A Cold Summer,A Cold Summer,2003,83,Drama,a cold summer,6,51
tt0356154,movie,Wolf Summer,Ulvesommer,2003,87,"Adventure,Drama,Family",wolf summer,5.9,1231
tt0358303,movie,The Tenth Summer,Der zehnte Sommer,2003,98,"Comedy,Drama,Family",the tenth summer,7.2,95
tt0358605,movie,Eve in a Summer Dress,Natsufuku no Ibu,1984,98,Romance,eve in a summer dress,5.5,10
tt0358981,movie,The Girls in Summer,El banat waal saif,1960,147,"Drama,Romance",the girls in summer,6,109
tt0361032,video,Hootie & the Blowfish: Summer Camp with Trucks,Hootie & the Blowfish: Summer Camp with Trucks,1995,116,"Documentary,Music",hootie  the blowfish summer camp with trucks,7.2,24
tt0362201,video,Summer Desire,Summer Desire,2001,85,Romance,summer desire,4.9,40
tt0363857,movie,An Athens Summer Night's Dream,Oneiro kalokairinis nyhtas,1999,75,"Comedy,Romance",an athens summer nights dream,7.8,22
tt0364144,movie,Olga's Summer,Olgas Sommer,2002,105,Drama,olgas summer,6,116
tt0365908,video,Walking the Tracks: The Summer of Stand by Me,Walking the Tracks: The Summer of Stand by Me,2000,37,"Documentary,Short",walking the tracks the summer of stand by me,7.5,208
tt0367955,tvMovie,Last Summer,Last Summer,2000,52,"Drama,Fantasy,Sci-Fi",last summer,7.7,11
tt0372175,movie,A Summer Rain,Bir yaz yagmuru,1961,85,"Drama,Romance",a summer rain,5.7,15
tt0374546,movie,"Spring, Summer, Fall, Winter... and Spring",Bom yeoreum gaeul gyeoul geurigo bom,2003,103,"Drama,Romance",spring summer fall winter and spring,8,87290
tt0375604,video,The Kids Who Saved Summer,The Kids Who Saved Summer,2004,71,"Action,Comedy,Family",the kids who saved summer,5.4,86
tt0378702,tvMovie,A Midsummer's Play,Sanct Hansaften-spil,1979,98,Drama,a midsummers play,7.6,10
tt0381685,movie,A Boy's Summer in 1945,Utsukushii natsu kirishima,2002,118,"Drama,History",a boys summer in 1945,7,66
tt0382189,movie,My Summer of Love,My Summer of Love,2004,86,"Drama,Romance",my summer of love,6.7,21941
tt0382868,movie,Nasu: Summer in Andalusia,Nasu: Andalusia no natsu,2003,47,"Action,Animation,Sport",nasu summer in andalusia,7,438
tt0384567,movie,Summer Thunder,Summer Thunder,2003,81,Comedy,summer thunder,4.8,79
tt0385006,movie,How the Garcia Girls Spent Their Summer,How the Garcia Girls Spent Their Summer,2005,128,"Comedy,Drama,Romance",how the garcia girls spent their summer,6.1,667
tt0387005,tvMovie,2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review,2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review,1998,22,"Comedy,Sci-Fi",2nd annual mystery science theater 3000 summer blockbuster review,7.6,174
tt0388446,movie,Summer with the Ghosts,Summer with the Ghosts,2003,85,Family,summer with the ghosts,5.5,116
tt0399811,movie,Summer Show,Um Show de Verão,2004,97,"Comedy,Family,Music",summer show,2.4,196
tt0402303,video,Justine: A Midsummer Night's Dream,Justine: A Midsummer Night's Dream,1997,88,Adventure,justine a midsummer nights dream,5,104
tt0404469,movie,Summer Seductions,Summer Seductions,1988,95,"Comedy,Fantasy,Romance",summer seductions,4.2,16
tt0408229,movie,Summer Solstice,Summer Solstice,2003,111,Drama,summer solstice,5.1,76
tt0409878,video,Demon Summer,Demon Summer,2003,80,Horror,demon summer,3.1,178
tt0411645,movie,Our Summer,Meän kesä,2004,57,Documentary,our summer,8.8,27
tt0411883,movie,Slutty Summer,Slutty Summer,2004,85,"Comedy,Drama,Romance",slutty summer,5.1,901
tt0415183,movie,Summer Clouds,Nubes de verano,2004,100,Drama,summer clouds,6.2,415
tt0420206,movie,Summer Storm,Sommersturm,2004,98,"Comedy,Drama,Romance",summer storm,7.3,14543
tt0420229,movie,Summer Story,Summer Story,2004,76,Drama,summer story,6.5,64
tt0422748,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1999,94,Music,a midsummer nights dream,7.4,41
tt0431476,movie,A Passing Summer's Rain,Yaz Yagmuru,1994,98,NA,a passing summers rain,4.3,15
tt0434372,video,Summer of Tomorrows,Summer of Tomorrows,2003,110,Drama,summer of tomorrows,6.8,25
tt0443123,movie,Midsummer Dream,El sueño de una noche de San Juan,2005,85,"Adventure,Animation,Drama",midsummer dream,4.6,426
tt0443740,video,The Endless Summer Revisited,The Endless Summer Revisited,2000,70,Documentary,the endless summer revisited,7,87
tt0445508,movie,Summer Heat,Kuang lian shi,1968,91,Drama,summer heat,5.5,31
tt0447601,video,Alice's Naked Summer,Alice's Naked Summer,2004,58,Documentary,alices naked summer,4.3,10
tt0449945,movie,Five Summer Stories,Five Summer Stories,1972,94,"Documentary,Sport",five summer stories,8.3,63
tt0451204,video,The Snowman Who Saved Summer,The Snowman Who Saved Summer,2002,22,"Animation,Short",the snowman who saved summer,3.5,13
tt0453369,movie,Her Summer,Her Summer,2004,80,"Drama,Mystery,Thriller",her summer,6.1,36
tt0455946,movie,My Brother's Summer,L'estate di mio fratello,2005,82,"Comedy,Drama",my brothers summer,6.8,106
tt0457415,video,A Midsummer Night's Dream,A Midsummer Night's Dream,1999,89,"Comedy,Fantasy,Romance",a midsummer nights dream,5.4,42
tt0457538,movie,Summer Running: The Race to Cure Breast Cancer,Summer Running: The Race to Cure Breast Cancer,2006,75,NA,summer running the race to cure breast cancer,6.5,21
tt0457596,video,The Monkees: Live Summer Tour,The Monkees: Live Summer Tour,2002,NA,Music,the monkees live summer tour,8,39
tt0466405,movie,XxxHOLiC the Movie: A Midsummer Night's Dream,Gekijôban XXXHolic Manatsu no yoru no yume,2005,60,"Animation,Comedy,Drama",xxxholic the movie a midsummer nights dream,7.1,739
tt0466456,movie,Midsummer Madness,Midsummer Madness,2007,94,"Comedy,Drama,Romance",midsummer madness,5.9,609
tt0469111,video,I'll Always Know What You Did Last Summer,I'll Always Know What You Did Last Summer,2006,92,"Horror,Mystery,Thriller",ill always know what you did last summer,3.4,13566
tt0469731,video,Ball Talk: Baseball's Voices of Summer,Ball Talk: Baseball's Voices of Summer,1989,50,"Documentary,Sport",ball talk baseballs voices of summer,5.3,16
tt0469785,movie,A Limousine the Colour of Midsummer's Eve,Limuzins Janu nakts krasa,1981,84,"Comedy,Drama",a limousine the colour of midsummers eve,8.6,1326
tt0469979,movie,Summer School,Summer School,2006,89,"Adventure,Drama,Horror",summer school,4.5,350
tt0475255,movie,Dog Days of Summer,Dog Days of Summer,2007,88,Drama,dog days of summer,5.6,462
tt0476007,movie,Revolution Summer,Revolution Summer,2007,90,Drama,revolution summer,5.4,92
tt0477273,movie,Summer Rain,El camino de los ingleses,2006,118,"Drama,Romance",summer rain,5.5,1256
tt0477877,movie,Summer in Berlin,Sommer vorm Balkon,2005,107,Drama,summer in berlin,6.9,2967
tt0479172,tvMovie,Summer Breeze: The Isley Brothers Greatest Hits Live,Summer Breeze: The Isley Brothers Greatest Hits Live,2005,60,Music,summer breeze the isley brothers greatest hits live,6.4,12
tt0479310,movie,Summer Nuts,Summer Nuts,2006,90,"Comedy,Sport",summer nuts,7.8,18
tt0486020,movie,Summer Love,Summer Love,2006,94,Western,summer love,3.5,582
tt0489563,movie,Stealing Summer,Stealing Summer,2004,90,Action,stealing summer,6.1,26
tt0494969,movie,The Last Summer,De laatste zomer,2007,95,Drama,the last summer,6.9,440
tt0498567,movie,Summer Time Machine Blues,Samâ taimu mashin burûsu,2005,107,"Comedy,Sci-Fi",summer time machine blues,7.1,1708
tt0757898,movie,Summer Heat,Kaleldo,2006,95,Drama,summer heat,6.2,95
tt0770724,movie,Boys of Summer,Boys of Summer,2006,95,Documentary,boys of summer,8.7,52
tt0770824,tvMovie,A Summer Day,Un jour d'été,2006,91,Drama,a summer day,6.4,312
tt0776728,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,2005,157,"Comedy,Fantasy,Music",a midsummer nights dream,8.4,17
tt0791303,movie,A Summer in Genoa,Genova,2008,93,"Drama,Mystery,Romance",a summer in genoa,6,6807
tt0794288,movie,The Summer of Stickleback,Hariyo no natsu,2006,99,Drama,the summer of stickleback,5.6,10
tt0794374,movie,Summer Palace,Yi He Yuan,2006,158,"Drama,Romance",summer palace,7.2,4407
tt0806679,movie,Summer '04,Sommer '04,2006,97,Drama,summer 04,6.4,835
tt0807963,video,That One Summer,That One Summer,2005,84,"Comedy,Drama,Family",that one summer,6.9,38
tt0808487,movie,Summercamp!,Summercamp!,2006,85,Documentary,summercamp,6.6,152
tt0819735,movie,Summerhood,Summerhood,2008,88,"Comedy,Drama,Romance",summerhood,6.4,680
tt0819835,video,The Making of 'I'll Always Know What You Did Last Summer',The Making of 'I'll Always Know What You Did Last Summer',2006,27,"Documentary,Short",the making of ill always know what you did last summer,4.2,70
tt0825745,movie,Silly's Sweet Summer,Blöde Mütze!,2007,90,"Adventure,Family",sillys sweet summer,6.8,238
tt0827742,tvMovie,That Summer Day,That Summer Day,2006,53,Drama,that summer day,8.1,26
tt0829134,movie,Tracing the Gray Summer,Inochi no chikyuu: Daiokishin no natsu,2001,NA,Animation,tracing the gray summer,7.6,25
tt0834941,movie,A Plumm Summer,A Plumm Summer,2007,99,"Adventure,Drama,Family",a plumm summer,6,434
tt0836700,movie,Summer Hours,L'heure d'été,2008,103,"Drama,Family",summer hours,7.1,8234
tt0844345,video,Summer's End: The Legend of Samhain,Summer's End: The Legend of Samhain,2001,72,Horror,summers end the legend of samhain,5.2,43
tt0846318,movie,Summer of the Flying Saucer,Summer of the Flying Saucer,2008,86,Family,summer of the flying saucer,5.1,68
tt0847183,movie,That Special Summer,Kid Svensk,2007,90,Drama,that special summer,6,594
tt0847527,movie,Summer Scars,Summer Scars,2007,68,"Drama,Thriller",summer scars,5.2,675
tt0853002,movie,A Summer Song,A Summer Song,2010,NA,Drama,a summer song,6.8,10
tt0859622,tvMovie,The Last Day of Summer,The Last Day of Summer,2007,88,"Comedy,Family,Fantasy",the last day of summer,5.2,743
tt0885520,movie,Eternal Summer,Sheng xia guang nian,2006,95,"Drama,Romance",eternal summer,7,3244
tt0891342,video,Punk Rock Summer Camp,Punk Rock Summer Camp,1999,82,Music,punk rock summer camp,8.5,22
tt0910904,movie,I Know How Many Runs You Scored Last Summer,I Know How Many Runs You Scored Last Summer,2008,80,"Comedy,Crime,Horror",i know how many runs you scored last summer,3.5,591
tt0923703,movie,Once in a Summer,Geuhae yeoreum,2006,121,"Drama,Romance",once in a summer,7.2,1125
tt0928020,movie,Bad Boys of Summer,Bad Boys of Summer,2007,76,"Documentary,Sport",bad boys of summer,6.4,18
tt0929733,tvMovie,Bros in 2 Summer,Bros in 2 Summer,1989,NA,Music,bros in 2 summer,8.1,11
tt0937373,movie,Summer Lover,Sappho,2008,88,"Drama,Romance",summer lover,4.5,1882
tt0937428,video,The Summer of the Massacre,The Summer of the Massacre,2006,72,Horror,the summer of the massacre,3.1,115
tt0940584,movie,Boys of Summerville,Boys of Summerville,2008,96,"Comedy,Drama,Family",boys of summerville,7,62
tt0955214,tvMovie,30 Years of 'Last of the Summer Wine',30 Years of 'Last of the Summer Wine',2003,60,Documentary,30 years of last of the summer wine,8.4,18
tt0968327,video,T.M. Revolution: T.M.R. Live Revolution '02 - Best Summer Crush 2002,T.M. Revolution: T.M.R. Live Revolution '02 - Best Summer Crush 2002,2002,88,"Documentary,Music",tm revolution tmr live revolution 02  best summer crush 2002,8.7,13
tt0969368,movie,Before the Summer Passes Away,Yeoreumi gagi-jeone,2006,78,"Drama,Romance",before the summer passes away,8,27
tt0978695,movie,A Dream of the Summer Midnight,Roya-ye nime-shab-e tabestan,1994,90,Comedy,a dream of the summer midnight,6.7,59
tt0995757,movie,Summer Heat,Zomerhitte,2008,96,"Drama,Romance,Thriller",summer heat,5.3,1508
tt1006945,movie,My Football Summer,Qi ji de xia tian,2006,103,Documentary,my football summer,7.8,40
tt10195976,movie,My Best Summer,Zui hao de wo men,2019,109,"Drama,Romance",my best summer,6,343
tt10199668,movie,Summer of Changsha,Liu Yu Tian,2019,120,"Crime,Drama,Mystery",summer of changsha,5.8,313
tt10224134,tvMovie,A Summer Romance,A Summer Romance,2019,87,"Comedy,Drama,Romance",a summer romance,6.7,2021
tt1022603,movie,500 Days of Summer,(500) Days of Summer,2009,95,"Comedy,Drama,Romance",500 days of summer,7.7,564894
tt10229338,video,Samantha's Sexy Summer,Samantha's Sexy Summer,2006,75,Drama,samanthas sexy summer,4.2,14
tt10229982,movie,My First Summer,My First Summer,2020,80,"Drama,Romance",my first summer,6.7,2763
tt10345024,tvMovie,A Taste of Summer,A Taste of Summer,2019,82,Romance,a taste of summer,6.2,1317
tt10384514,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2019,180,"Comedy,Drama,Romance",a midsummer nights dream,8.4,640
tt1042913,tvMovie,Summerhill,Summerhill,2008,120,"Drama,Family",summerhill,7.6,400
tt10449234,movie,Yang and His Summer,Hu yang de xia tian,2017,93,NA,yang and his summer,6.4,12
tt10457128,movie,Summer of 85,Été 85,2020,101,"Drama,Romance",summer of 85,6.9,13782
tt10483210,tvMovie,Ruisrock: 50 Summers by the Sea,Ruisrock - 50 kesää meren rannalla,2019,50,"Documentary,History,Music",ruisrock 50 summers by the sea,6.1,14
tt10488396,movie,Summer Detective,Ping Yuan Shang De Xia Luo Ke,2019,98,Drama,summer detective,6.9,572
tt10492998,movie,I Hate Summer,Odio l'estate,2020,110,Comedy,i hate summer,6.7,3715
tt10498020,movie,Rural Summer Vacation,Rural Summer Vacation,2019,92,NA,rural summer vacation,5.4,11
tt1052058,tvMovie,The Wilder Summer,The Wilder Summer,1983,54,"Comedy,Family",the wilder summer,8.9,31
tt10580248,video,a-ha: MTV Unplugged - Summer Solstice,a-ha: MTV Unplugged - Summer Solstice,2017,115,Music,aha mtv unplugged  summer solstice,8.6,21
tt10593750,movie,The Chaos Class: Summer Games,Hababam Sinifi Yaz Oyunlari,2021,108,Comedy,the chaos class summer games,3.2,734
tt10629634,movie,Summer Blur,Hannan xia ri,2020,88,Drama,summer blur,6.6,33
tt10720816,tvMovie,All Summer Long,All Summer Long,2019,84,Romance,all summer long,6.4,1134
tt10785310,movie,Three Summers,Três Verões,2019,94,"Comedy,Drama",three summers,6.4,610
tt10886246,movie,French Touch: Girls of Summer,French Touch: Girls of Summer,2019,102,Drama,french touch girls of summer,5.8,44
tt10905720,movie,The Last Page of Summer,The Last Page of Summer,2020,NA,"Adventure,Animation,Comedy",the last page of summer,7.9,19
tt1091844,movie,Summer Vacation,Se mah tatili,1977,70,"Drama,Romance",summer vacation,7.8,46
tt10933120,video,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019,26,"Action,Animation,Comedy",hyperdimension neptunia the animation neptunes summer vacation,7.1,17
tt1095036,movie,The Third Summer,The Third Summer,2007,55,Drama,the third summer,6.1,11
tt10959454,movie,Bloody Summer Camp,Bloody Summer Camp,2021,125,"Comedy,Horror",bloody summer camp,3.9,735
tt10998174,tvMovie,Just for the Summer,Just for the Summer,2020,91,"Comedy,Romance",just for the summer,6.1,1136
tt11188104,movie,Farewell Summer,Vinh Biêt Mùa Hè,1992,99,"Drama,Romance",farewell summer,7.9,13
tt11273452,movie,One Summer Story,Kodomo wa wakatte agenai,2020,138,"Comedy,Drama,Family",one summer story,6.9,120
tt11275350,movie,A Beautiful Summer,Le bel été,2019,80,Drama,a beautiful summer,5.2,24
tt11282142,movie,Summerwar,Sommerkrieg,2019,80,"Documentary,War",summerwar,7.6,37
tt1130773,movie,Summer's Tail,Xia tian de wei ba,2007,98,"Drama,Romance",summers tail,6.5,194
tt1132578,movie,Summer Holiday,Boogie,2008,103,"Comedy,Drama",summer holiday,7,2229
tt1135054,tvMovie,A Real Summer,A Real Summer,2007,45,Drama,a real summer,7.3,171
tt11394288,movie,Summer White,Blanco de verano,2020,85,Drama,summer white,6.6,243
tt11394340,movie,Summertime,Summertime,2020,95,"Comedy,Drama,Music",summertime,6.4,543
tt11422728,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,118,"Documentary,History,Music",summer of soul or when the revolution could not be televised,8,14058
tt1169847,movie,Summer,Sommer,2007,82,Drama,summer,5.7,13
tt1179773,movie,Summer Days with Coo,Kappa no Kû to natsuyasumi,2007,138,"Adventure,Animation,Comedy",summer days with coo,7.4,2181
tt1179793,movie,Summer Book,Tatil Kitabi,2008,92,Drama,summer book,6.3,1126
tt1182617,video,One Summer in Austin: The Story of Filming 'A Scanner Darkly',One Summer in Austin: The Story of Filming 'A Scanner Darkly',2006,26,"Documentary,Short",one summer in austin the story of filming a scanner darkly,6.9,103
tt1186025,movie,SOS: Summer of Suspense,S.O.S Svartskjær,2008,87,Family,sos summer of suspense,5.7,215
tt11918302,video,Please Tell Me! Galko-chan OAD: Is Summer Vacation Real?,Oshiete! Galko-chan OAD: Natsuyasumitte Hontou Desu ka?,2017,28,"Animation,Comedy,Short",please tell me galkochan oad is summer vacation real,6.3,10
tt1194618,movie,Moomin and Midsummer Madness,Muumi ja vaarallinen juhannus,2008,88,"Animation,Family,Fantasy",moomin and midsummer madness,5.5,239
tt11958732,movie,Hilda's Short Summer,Las vacaciones de Hilda,2021,88,Drama,hildas short summer,6.3,18
tt1196601,movie,Caesar and Otto's Summer Camp Massacre,Caesar and Otto's Summer Camp Massacre,2009,76,"Comedy,Horror",caesar and ottos summer camp massacre,3.5,271
tt1196701,movie,A Summer in the Cage,A Summer in the Cage,2007,82,Documentary,a summer in the cage,7.2,88
tt1198144,movie,Summer,Summer,2008,83,Drama,summer,6.7,1081
tt1202539,movie,A No-Hit No-Run Summer,Un été sans point ni coup sûr,2008,104,"Drama,Sport",a nohit norun summer,6.8,509
tt1209359,movie,Summer,Sommer,2008,99,"Comedy,Drama,Romance",summer,4.9,462
tt12181184,movie,Summer Rebels,Summer Rebels,2020,93,Family,summer rebels,6.1,102
tt1230460,movie,Imagine a School... Summerhill,Imagine a School... Summerhill,2008,67,Documentary,imagine a school summerhill,7.9,14
tt1230564,tvMovie,Premiere: Inside the Summer Blockbusters,Premiere: Inside the Summer Blockbusters,1989,60,Documentary,premiere inside the summer blockbusters,6.6,16
tt12344312,movie,Summer with the Guys,Summer with the Guys,2023,NA,"Comedy,Drama",summer with the guys,4.5,182
tt1235446,movie,Summer Breeze,Summer Breeze,2008,NA,Romance,summer breeze,6.9,24
tt1235833,movie,Bombay Summer,Bombay Summer,2009,102,Drama,bombay summer,5.7,117
tt1242544,movie,Last Day of Summer,Last Day of Summer,2009,85,"Comedy,Drama",last day of summer,5.1,952
tt1245539,movie,Summertime Blues,Summertime Blues,2009,116,"Comedy,Family",summertime blues,6.2,204
tt1248987,movie,Then Summer Came,Tamio no shiawase,2008,118,"Comedy,Drama,Romance",then summer came,6.1,70
tt12491724,movie,Summer to Winter,Summer to Winter,2014,91,"Drama,Romance",summer to winter,5.1,12
tt12517576,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016,171,Comedy,a midsummer nights dream,6.6,59
tt12553244,movie,Sisters: The Summer We Found Our Superpowers,Tottori! Sommeren vi var alene,2020,78,"Adventure,Family",sisters the summer we found our superpowers,6.9,176
tt12567476,movie,Sune - Mission: Midsummer,Sune - Uppdrag: Midsommar,2021,86,"Comedy,Family",sune  mission midsummer,5,320
tt1260689,movie,Summer 2007,Summer 2007,2008,166,"Crime,Drama,Thriller",summer 2007,6.4,265
tt1262418,tvMovie,Summerhill at 70,Summerhill at 70,1992,52,Documentary,summerhill at 70,6.9,20
tt1268804,movie,Lebanon Summer 2006,Lebanon Summer 2006,2007,52,"Documentary,War",lebanon summer 2006,8.3,12
tt12699576,movie,Final Summer,Final Summer,2023,82,"Horror,Mystery",final summer,3.4,488
tt1276988,movie,Summer Eleven,Summer Eleven,2010,93,"Drama,Family",summer eleven,6.3,403
tt1277733,tvMovie,Secrets of the Summer House,Summer House,2008,90,"Drama,Horror,Mystery",secrets of the summer house,4.9,413
tt12826450,movie,A Corsican Summer,I comete,2021,124,Drama,a corsican summer,5.5,255
tt1285010,movie,Summer's Moon,Summer's Blood,2009,91,"Horror,Thriller",summers moon,4.4,3384
tt12900148,movie,The Longest Summer in America,The Longest Summer in America,2018,62,"Documentary,Music",the longest summer in america,5.8,10
tt12915652,video,The Best of SummerSlam,The Best of WWE: Best of SummerSlam,2020,232,Sport,the best of summerslam,4.3,11
tt12931780,movie,A Life of Endless Summers: The Bruce Brown Story,A Life of Endless Summers: The Bruce Brown Story,2020,88,Documentary,a life of endless summers the bruce brown story,6.4,42
tt1293829,movie,A Midsummer Comedy,Äntligen midsommar!,2009,86,Comedy,a midsummer comedy,4.3,527
