Entity,Code,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare)
Czechoslovakia,OWID_CZS,1964,2.2181,,2.6539,,15.5957,0.6806,1.2938,,2.0953,,
Czechoslovakia,OWID_CZS,1965,2.4211,,2.7873,,16.4494,0.9194,1.4914,,2.1397,,
Czechoslovakia,OWID_CZS,1966,2.5293,,3.2737000000000003,,13.3984,0.8885000000000001,1.1699000000000002,,2.3419000000000003,,
Czechoslovakia,OWID_CZS,1967,2.713,,3.0442,,14.832500000000001,0.6563,1.6762000000000001,,2.7339,,
Czechoslovakia,OWID_CZS,1968,3.161,,3.3771,,17.5551,0.8349000000000001,1.0112,,2.975,,
Czechoslovakia,OWID_CZS,1969,3.0984000000000003,,3.9872,,15.923100000000002,0.9640000000000001,1.4876,,3.2061,,
Czechoslovakia,OWID_CZS,1970,2.9456,,4.0917,,14.213700000000001,1.1394,1.6339000000000001,,2.8442000000000003,,
Czechoslovakia,OWID_CZS,1971,3.5263,,3.9845,,13.9427,1.1245,1.7661,,3.3604000000000003,,
Czechoslovakia,OWID_CZS,1972,3.3685,,4.444100000000001,,15.812000000000001,0.9092,1.5272000000000001,,3.1178000000000003,,
Czechoslovakia,OWID_CZS,1973,3.7769000000000004,,4.0267,,16.7549,0.8278000000000001,1.5643,,3.4004000000000003,,
Czechoslovakia,OWID_CZS,1974,3.9942,,4.010400000000001,,16.3157,0.7221000000000001,1.3674000000000002,,3.9246000000000003,,
Czechoslovakia,OWID_CZS,1975,3.5735,,5.4896,,14.241100000000001,1.0037,1.3024,,3.1999,,
Czechoslovakia,OWID_CZS,1976,3.7672000000000003,,3.5984000000000003,,17.552,0.3542,1.4504000000000001,,3.399,,
Czechoslovakia,OWID_CZS,1977,4.0706,,4.7012,,16.0399,0.9388000000000001,1.5961,,3.7667,,
Czechoslovakia,OWID_CZS,1978,4.4097,,4.2998,,18.1932,0.914,2.345,,4.018800000000001,,
Czechoslovakia,OWID_CZS,1979,3.4228,,5.0083,,17.5077,1.1488,1.3689,,3.5451,,
Czechoslovakia,OWID_CZS,1980,4.5311,,4.6851,,13.804400000000001,1.2128,2.4867,,3.9243,,
Czechoslovakia,OWID_CZS,1981,3.9918,,4.1744,,18.8768,1.1829,2.0233,,3.4363,,
Czechoslovakia,OWID_CZS,1982,4.3122,,5.3312,,18.1832,1.3158,2.1078,,3.7918000000000003,,
Czechoslovakia,OWID_CZS,1983,4.8926,,4.4434000000000005,,16.5741,0.8591000000000001,2.8738,,4.0012,,
Czechoslovakia,OWID_CZS,1984,5.1362000000000005,,4.8173,,20.655900000000003,1.0471000000000001,2.8023000000000002,,4.7344,,
Czechoslovakia,OWID_CZS,1985,4.9816,,5.4355,,18.5512,1.2541,2.3646000000000003,,4.4858,,
Czechoslovakia,OWID_CZS,1986,4.4031,,4.7177,,19.3875,1.0162,2.5107,,4.2987,,
Czechoslovakia,OWID_CZS,1987,5.0784,,5.6379,1.6818000000000002,17.186600000000002,1.1079,2.3454,,4.2576,,
Czechoslovakia,OWID_CZS,1988,5.2826,,5.2997000000000005,1.7392,20.6433,1.1093,2.7883,,4.3033,,
Czechoslovakia,OWID_CZS,1989,5.1315,,5.2657,1.9816,18.604300000000002,1.2235,2.4487,,4.7266,,
Czechoslovakia,OWID_CZS,1990,5.421200000000001,,3.4721,0.9667,15.4069,1.03,2.7972,,5.466600000000001,,
Czechoslovakia,OWID_CZS,1991,5.1526000000000005,,5.1778,1.5138,16.1548,1.0833000000000002,2.8128,,4.788,,
Czechoslovakia,OWID_CZS,1992,4.5957,,4.3124,1.2882,16.2373,1.4271,2.4722,,3.999,,
Democratic Republic of Congo,COD,1961,0.7090000000000001,0.8045,0.6852,0.5900000000000001,5.7347,0.4878,0.4444,6.477600000000001,0.6271,0.38670000000000004,3.7302
Democratic Republic of Congo,COD,1962,0.9900000000000001,0.7968000000000001,0.6923,0.661,5.254300000000001,0.5079,0.4444,6.5926,0.6271,0.4333,3.8095000000000003
Democratic Republic of Congo,COD,1963,0.9640000000000001,0.8,0.6796,0.7100000000000001,5.890000000000001,0.5234,0.4444,6.6667000000000005,0.56,0.3733,3.7984
Democratic Republic of Congo,COD,1964,1.028,0.8088000000000001,0.6796,0.7333000000000001,5.986000000000001,0.5385,0.4444,6.5957,0.5029,0.34290000000000004,3.8285
Democratic Republic of Congo,COD,1965,1,0.47890000000000005,0.6796,0.6667000000000001,5.5556,0.5489,0.4444,6.831,0.45470000000000005,0.30710000000000004,3.8991000000000002
Democratic Republic of Congo,COD,1966,1.1,0.8009000000000001,0.6806,0.6867000000000001,5.4,0.5556,0.4444,6.8841,0.45480000000000004,0.3533,4
Democratic Republic of Congo,COD,1967,0.9341,0.8034,0.6833,0.7210000000000001,5.3846,0.5652,0.4444,6.8794,0.4546,0.3267,4
Democratic Republic of Congo,COD,1968,1,0.8047000000000001,0.68,0.6897,5.3704,0.5714,0.4444,6.8531,0.6733,0.3,4
Democratic Republic of Congo,COD,1969,1.1400000000000001,0.8,0.6825,0.7143,5.3929,0.5541,0.4444,6.863,0.7621,0.3063,3.9019000000000004
Democratic Republic of Congo,COD,1970,0.53,0.7357,0.7194,0.8421000000000001,5.4615,0.5438000000000001,0.4444,6.9287,0.79,0.28700000000000003,3.9462
Democratic Republic of Congo,COD,1971,0.4919,0.7356,0.7169,0.8500000000000001,5.1724000000000006,0.5583,0.4444,6.763800000000001,0.8,0.2972,4.0316
Democratic Republic of Congo,COD,1972,0.434,0.7761,0.7315,0.8261000000000001,5.1724000000000006,0.5678000000000001,0.4444,6.736800000000001,0.7407,0.3095,3.9852000000000003
Democratic Republic of Congo,COD,1973,0.49610000000000004,0.772,0.7241000000000001,0.8095,5.3333,0.5617,0.4444,6.856000000000001,0.6522,0.27940000000000004,3.9490000000000003
Democratic Republic of Congo,COD,1974,0.6296,0.7704000000000001,0.7272000000000001,0.8182,5.3559,0.5717,0.4444,6.9474,0.9095000000000001,0.2551,3.991
Democratic Republic of Congo,COD,1975,0.6481,0.776,0.7338,0.7391000000000001,5.603400000000001,0.5851000000000001,0.4444,7.0158000000000005,1.1994,0.265,3.9695
Democratic Republic of Congo,COD,1976,0.6667000000000001,0.7803,0.7277,0.7619,5.5593,0.5843,0.4444,6.907,0.6,0.2687,3.9552
Democratic Republic of Congo,COD,1977,0.6364000000000001,0.772,0.7227,0.6667000000000001,5.426200000000001,0.5743,0.45,6.9005,0.6,0.2626,3.914
Democratic Republic of Congo,COD,1978,0.6667000000000001,0.7653000000000001,0.7084,0.8571000000000001,4.9048,0.5492,0.45,6.6241,0.6,0.2194,3.7129000000000003
Democratic Republic of Congo,COD,1979,0.5918,0.8001,0.8,0.8571000000000001,5,0.6002000000000001,0.45,7,0.6,0.2864,4
Democratic Republic of Congo,COD,1980,0.6078,0.7999,0.7995,0.7767000000000001,5,0.5997,0.45,7,0.6,0.2878,4
Democratic Republic of Congo,COD,1981,0.5962000000000001,0.8161,0.8334,0.7905000000000001,5,0.5999,0.45,6.8476,0.6,0.2139,4.0045
Democratic Republic of Congo,COD,1982,0.5926,0.8118000000000001,0.8476,0.7963,5,0.5996,0.45,7.1664,0.6,0.19820000000000002,4
Democratic Republic of Congo,COD,1983,0.6071000000000001,0.8527,0.8309000000000001,0.8036000000000001,5,0.5998,0.45,7.1638,0.6,0.1928,4
Democratic Republic of Congo,COD,1984,0.5965,0.8752000000000001,0.8471000000000001,0.807,5,0.5998,0.45,7.185300000000001,0.6,0.19160000000000002,4
Democratic Republic of Congo,COD,1985,0.5862,0.802,0.8,0.7200000000000001,5.0172,0.5998,0.45,8.05,0.6,0.19360000000000002,4.003
Democratic Republic of Congo,COD,1986,1.1634,0.802,0.8,0.7247,5.3804,0.5599000000000001,0.45,8.05,0.6,0.2903,3.9821
Democratic Republic of Congo,COD,1987,0.93,0.803,0.8500000000000001,0.7222000000000001,5.3724,0.5601,0.45,8.058,0.6034,0.29100000000000004,3.9812000000000003
Democratic Republic of Congo,COD,1988,0.9153,0.803,0.809,0.9343,5.3983,0.5860000000000001,0.45,8.06,0.6034,0.3316,3.8199
Democratic Republic of Congo,COD,1989,0.9264,0.805,0.8140000000000001,0.9066000000000001,5.4267,0.5801000000000001,0.45,8.067,0.6034,0.3302,3.8212
Democratic Republic of Congo,COD,1990,0.9259000000000001,0.8052,0.8166,0.9068,5.429,0.5808,0.4499,8.066600000000001,0.602,0.3301,3.8213000000000004
Democratic Republic of Congo,COD,1991,0.9255,0.8039000000000001,0.81,0.907,5.4329,0.554,0.3729,8.0001,0.6334000000000001,0.3305,3.8214
Democratic Republic of Congo,COD,1992,1.2356,0.7250000000000001,0.812,0.9333,5.5556,0.5485,0.37470000000000003,8.001800000000001,0.6298,0.32,3.7844
Democratic Republic of Congo,COD,1993,1.2803,0.7222000000000001,0.8257,0.9412,4.568700000000001,0.5487000000000001,0.3765,7.805700000000001,0.6215,0.3105,3.4889
Democratic Republic of Congo,COD,1994,1.2813,0.7256,0.8266,0.9444,4.4949,0.5504,0.37820000000000004,7.722600000000001,0.6154000000000001,0.3019,3.4889
Democratic Republic of Congo,COD,1995,1.2929000000000002,0.7359,0.7866000000000001,0.8072,4.6103000000000005,0.5559000000000001,0.379,8.1381,0.6242,0.2904,3.8601
Democratic Republic of Congo,COD,1996,1.2901,0.7549,0.7994,0.4829,4.6329,0.5413,0.37510000000000004,8.1142,0.6283000000000001,0.28400000000000003,3.7357
Democratic Republic of Congo,COD,1997,1.2894,0.755,0.8178000000000001,0.8704000000000001,4.633,0.5406000000000001,0.3704,8.114,0.6321,0.29000000000000004,3.737
Democratic Republic of Congo,COD,1998,1.2904,0.755,0.8319000000000001,0.4829,4.631600000000001,0.541,0.3788,8.114,0.6355000000000001,0.2985,3.737
Democratic Republic of Congo,COD,1999,1.2850000000000001,0.755,0.799,0.48300000000000004,4.633,0.541,0.37570000000000003,8.114,0.6429,0.2854,3.737
Democratic Republic of Congo,COD,2000,1.2849000000000002,0.755,0.799,0.48300000000000004,4.633,0.541,0.3856,8.114,0.641,0.303,3.737
Democratic Republic of Congo,COD,2001,1.2850000000000001,0.755,0.799,0.48300000000000004,4.6333,0.541,0.3896,8.114,0.6422,0.3005,3.737
Democratic Republic of Congo,COD,2002,1.2872000000000001,0.755,0.779,0.48300000000000004,4.638,0.5412,0.4,8.114,0.6427,0.3,3.737
Democratic Republic of Congo,COD,2003,1.2129,0.755,0.779,0.47500000000000003,4.633,0.541,0.4,8.114,0.6457,0.3,3.737
Democratic Republic of Congo,COD,2004,1.2842,0.755,0.779,0.48300000000000004,4.633100000000001,0.541,0.4,8.114,0.6479,0.3,3.737
Democratic Republic of Congo,COD,2005,1.2850000000000001,0.755,0.779,0.48300000000000004,4.6329,0.541,0.4,8.114,0.6504,0.3,3.737
Democratic Republic of Congo,COD,2006,1.2849000000000002,0.755,0.779,0.48300000000000004,4.6329,0.541,0.4,7.9843,0.6529,0.3,3.737
Democratic Republic of Congo,COD,2007,1.2849000000000002,0.755,0.779,0.48300000000000004,4.633100000000001,0.541,0.403,8.114,0.6547000000000001,0.3022,3.7364
Democratic Republic of Congo,COD,2008,1.2849000000000002,0.755,0.779,0.48300000000000004,4.633,0.541,0.4,8.110800000000001,0.6579,0.3,3.737
Democratic Republic of Congo,COD,2009,1.2851000000000001,0.755,0.779,0.4829,4.633,0.541,0.4,8.1248,0.661,0.3,3.737
Democratic Republic of Congo,COD,2010,1.2854,0.7572,0.7785000000000001,0.4828,4.633100000000001,0.5409,0.4,8.0947,0.6667000000000001,0.30010000000000003,3.737
Democratic Republic of Congo,COD,2011,1.2961,0.7568,0.7779,0.4848,4.6062,0.5411,0.4027,8.103,0.6691,0.29400000000000004,3.7378
Democratic Republic of Congo,COD,2012,1.3112000000000001,0.7573000000000001,0.7782,0.48910000000000003,4.5953,0.5427000000000001,0.4048,8.132,0.6786,0.2877,3.7388000000000003
Democratic Republic of Congo,COD,2013,1.3046,0.759,0.7793,0.48650000000000004,4.6269,0.5451,0.4041,8.1303,0.6786,0.2822,3.7393
Democratic Republic of Congo,COD,2014,1.3053000000000001,0.7585000000000001,0.7759,0.47600000000000003,4.6135,0.5426,0.4037,8.1331,0.6771,0.2901,3.7391
Democratic Republic of Congo,COD,2015,1.3034000000000001,0.7578,0.7758,0.4561,4.5875,0.5422,0.4047,8.139000000000001,0.6775,0.2919,3.7393
Democratic Republic of Congo,COD,2016,1.2896,0.759,0.7769,0.5,4.6094,0.5438000000000001,0.404,8.136800000000001,0.6796,0.3,3.7393
Democratic Republic of Congo,COD,2017,1.2867,0.7594000000000001,0.7762,0.5102,4.609,0.544,0.4045,8.1402,0.6815,0.2927,3.7399
Democratic Republic of Congo,COD,2018,1.2844,0.7598,0.7754000000000001,0.46130000000000004,4.6087,0.5442,0.405,8.1437,0.6834,0.2854,3.7405000000000004
Denmark,DNK,1961,4.1205,,,,20.601300000000002,,2.6667,,3.5126000000000004,,
Denmark,DNK,1962,4.183,,,,18.7106,,2.5714,,3.9772000000000003,,
Denmark,DNK,1963,3.6698000000000004,,,,20.826700000000002,,3.3333000000000004,,3.6225,,
Denmark,DNK,1964,4.2257,,,,22.3073,,3.3333000000000004,,4.1049,,
Denmark,DNK,1965,4.4573,,,,23.065900000000003,,3.2,,3.9615,,
Denmark,DNK,1966,4.2752,,,,24.771900000000002,,2.5,,3.741,,
Denmark,DNK,1967,4.6525,,,,23.7091,,3,,3.746,,
Denmark,DNK,1968,4.8137,,,,25.5854,,3.2911,,4.0251,,
Denmark,DNK,1969,4.3615,,,,20.6762,,3.0928,,4.0276000000000005,,
Denmark,DNK,1970,4.4859,,,,28.685000000000002,,2.8213,,3.5612000000000004,,
Denmark,DNK,1971,4.853800000000001,,,,24.5772,,3.4301000000000004,,3.9846000000000004,,
Denmark,DNK,1972,4.3939,,,,25.0999,,2.5739,,3.9628,,
Denmark,DNK,1973,4.4129000000000005,,,,24.5011,,2.8107,,3.7593,,
Denmark,DNK,1974,5.3502,,,,27.9587,,4.0158000000000005,,4.1530000000000005,,
Denmark,DNK,1975,5.1017,,,,22.2707,,2.833,,3.5739,,
Denmark,DNK,1976,4.6837,,,,17.4688,,3.0121,,3.2470000000000003,,
Denmark,DNK,1977,5.2207,,,,25.155900000000003,,3.5762,,4.020700000000001,,
Denmark,DNK,1978,5.2705,,,,27.0762,,3.7197,,4.0129,,
Denmark,DNK,1979,5.1616,,,,26.617900000000002,,3.7361,,4.1074,,
Denmark,DNK,1980,4.684200000000001,,,,25.0344,,2.9545000000000003,,3.8336,,
Denmark,DNK,1981,5.558,,,,29.059700000000003,,3.8483,,3.9216,,
Denmark,DNK,1982,6.673,,,,35.6159,,3.6698000000000004,,4.2816,,
Denmark,DNK,1983,6.4004,,,,28.0075,,3.637,,3.2829,,
Denmark,DNK,1984,7.323,,,,36.095600000000005,,3.8034000000000003,,5.1424,,
Denmark,DNK,1985,5.8256000000000006,,,,36.2045,,4.274500000000001,,4.801,,
Denmark,DNK,1986,6.1684,,,,36.778600000000004,,3.8074000000000003,,4.762300000000001,,
Denmark,DNK,1987,5.7474,,,,32.3416,,2.5468,,4.550800000000001,,
Denmark,DNK,1988,6.7521,,,,37.318000000000005,,3.456,,4.6944,,
Denmark,DNK,1989,7.2534,,,,36.9592,,3.8745000000000003,,5.0215000000000005,,
Denmark,DNK,1990,7.418,,,,37.4583,,4.8146,,5.5347,,
Denmark,DNK,1991,7.0749,,,,33.6135,,4.218,,5.3711,,
Denmark,DNK,1992,6.151000000000001,,,,33.0083,,2.563,,3.2664,,
Denmark,DNK,1993,6.979100000000001,,,,38.6777,,3.7642,,4.726500000000001,,
Denmark,DNK,1994,6.494800000000001,,,,34.8378,,3.7261,,4.891900000000001,,
Denmark,DNK,1995,7.563300000000001,,,,33.964400000000005,,3.8007,,5.418200000000001,,
Denmark,DNK,1996,6.986400000000001,,,,36.75,,3.7079,,5.3564,,
Denmark,DNK,1997,7.2057,,,,39.6154,,4.045,,5.3986,,
Denmark,DNK,1998,7.2476,,,,40.4433,,3.6392,,5.1972000000000005,,
Denmark,DNK,1999,7.0074000000000005,,,,39.5507,,2.9294000000000002,,5.0476,,
Denmark,DNK,2000,7.4797,,,,42.4863,,3.8286000000000002,,5.3705,,
Denmark,DNK,2001,7.3559,,,,40.3828,,3.4659,,5.3321000000000005,,
Denmark,DNK,2002,7.0345,,,,39.906600000000005,,3.7074000000000003,,4.998,,
Denmark,DNK,2003,7.0768,,,,39.1191,,3.9849,,5.318700000000001,,
Denmark,DNK,2004,7.1406,,,,39.7415,,3.6217,,5.1486,,
Denmark,DNK,2005,7.2328,,,,39.410000000000004,,3.2481,,5.3853,,
Denmark,DNK,2006,6.9964,,,,35.2642,,3.119,,4.8156,,
Denmark,DNK,2007,6.561,,,,38.5647,,3.3023000000000002,,4.9156,,
Denmark,DNK,2008,7.8638,,,,41.633900000000004,,3.2121,,4.7344,,
Denmark,DNK,2009,8.0373,,,,41.5861,,3.375,,5.7231000000000005,,
Denmark,DNK,2010,6.6264,,4.8105,,35.2675,,3.2184000000000004,,5.1831000000000005,,
Denmark,DNK,2011,6.4672,,5.2170000000000005,,38.9423,,3.4237,,5.3912,,
Denmark,DNK,2012,7.3687000000000005,,5.8217,,42.1316,,4,,5.610600000000001,,
Denmark,DNK,2013,7.2992,,5.9141,,41.5732,,3.3850000000000002,,5.730300000000001,,
Denmark,DNK,2014,7.7833000000000006,,7.2178,,43.1194,,4.0476,,5.8696,,
Denmark,DNK,2015,7.9527,,6.2,,41.412800000000004,,4.4894,,6.1080000000000005,,
Denmark,DNK,2016,7.2067000000000005,,7.684200000000001,,42.4786,,3.6667,,5.5872,,
Denmark,DNK,2017,8.2409,,7.6275,,43.682100000000005,,4.463,,5.9998000000000005,,
Denmark,DNK,2018,6.2348,,5.675000000000001,,34.7716,,3.0779,,4.3828000000000005,,
Djibouti,DJI,1981,,,2.5,,,,,,,,
Djibouti,DJI,1982,,,2.5,,,,,,,,
Djibouti,DJI,1983,,,2.5,,,,,,,,
Djibouti,DJI,1984,,,2.3333,,,,,,,,
Djibouti,DJI,1985,,,1.75,,,,,,,,
Djibouti,DJI,1986,,,1.6667,,,,,,,,
Djibouti,DJI,1987,,,1.5,,,,,,,,
Djibouti,DJI,1988,,,1.5385,,,,,,,,
Djibouti,DJI,1989,,,1.3333000000000002,,,,,,,,
Djibouti,DJI,1990,,,1.6667,,,0.27030000000000004,,,,,
Djibouti,DJI,1991,,,1.6433,,,0.2661,,,,,
Djibouti,DJI,1992,,,1.6473,,,0.267,,,,,
Djibouti,DJI,1993,,,1.6519000000000001,,,0.2679,,,,,
Djibouti,DJI,1994,,,1.6575,,,0.2687,,,,,
Djibouti,DJI,1995,,,1.6667,,,0.26990000000000003,,,,,
Djibouti,DJI,1996,,,1.6833,,,0.2706,,,,,
Djibouti,DJI,1997,,,1.7047,,,0.2712,,,,,
Djibouti,DJI,1998,,,1.726,,,0.2727,,,,,
Djibouti,DJI,1999,,,1.7694,,,0.2716,,,,,
Djibouti,DJI,2000,,,1.8333000000000002,,,0.2706,,,,,
Djibouti,DJI,2001,,,1.7143000000000002,,,0.2697,,,,,
Djibouti,DJI,2002,,,1.6667,,,0.2717,,,,,
Djibouti,DJI,2003,,,1.6667,,,0.2727,,,,,
Djibouti,DJI,2004,,,1.6587,,,0.276,,,,,
Djibouti,DJI,2005,,,1.5,,,0.27030000000000004,,,,,
Djibouti,DJI,2006,,,1.6667,,,0.2727,,,,,
Djibouti,DJI,2007,,,1.7382000000000002,,,0.27990000000000004,,,,,
Djibouti,DJI,2008,,,1.7806000000000002,,,0.2801,,,,,
Djibouti,DJI,2009,,,1.8167,,,0.2767,,,,,
Djibouti,DJI,2010,,,1.8483,,,0.27590000000000003,,,,,
Djibouti,DJI,2011,,,1.8793000000000002,,,0.33330000000000004,,,,,
Djibouti,DJI,2012,,,2,,,0.3125,,,,,
Djibouti,DJI,2013,,,2,,,0.3125,,,,,
Djibouti,DJI,2014,,,1.9928000000000001,,,0.3074,,,,,
Djibouti,DJI,2015,,,2.0088,,,0.3094,,,,,
Djibouti,DJI,2016,,,2.0503,,,0.31320000000000003,,,,,
Djibouti,DJI,2017,,,2.0775,,,0.3155,,,,,
Djibouti,DJI,2018,,,2.1047000000000002,,,0.31770000000000004,,,,,
Dominica,DMA,1961,,,1.1818,,5,,,10,,0.4,7.1561
Dominica,DMA,1962,,,1.1818,,5,,,10,,0.2,7.1668
Dominica,DMA,1963,,,1.2174,,5.3846,,,10,,0.4,5.7194
Dominica,DMA,1964,,,1.2174,,5.3846,,,10,,0.4,7.090800000000001
Dominica,DMA,1965,,,1.25,,5.3846,,,10,,0.25,8.2927
Dominica,DMA,1966,,,1.25,,5.3846,,,10,,0.25,6.0341000000000005
Dominica,DMA,1967,,,1.28,,5,,,10,,0.25,7.4857000000000005
Dominica,DMA,1968,,,1.28,,5,,,10,,0.25,8.630700000000001
Dominica,DMA,1969,,,1.2308000000000001,,5.4286,,,10,,0.25,9.2308
Dominica,DMA,1970,,,1.2308000000000001,,5.3333,,,10,,0.25,8.627500000000001
Dominica,DMA,1971,,,1.2593,,5.3333,,,10,,0.25,7.800000000000001
Dominica,DMA,1972,,,1.2593,,5.3333,,,10,,0.3,7.6000000000000005
Dominica,DMA,1973,,,1.2857,,5.125,,,10,,0.2857,7
Dominica,DMA,1974,,,1.2857,,5.25,,,10,,0.3125,7.2
Dominica,DMA,1975,,,1.2667000000000002,,5.25,,,10.037,,0.3053,7.3388
Dominica,DMA,1976,,,1.3333000000000002,,4.9412,,,10.125,,0.32,7.9141
Dominica,DMA,1977,,,1.3333000000000002,,5.058800000000001,,,10,,0.335,7.2716
Dominica,DMA,1978,,,1.3333000000000002,,5.058800000000001,,,10.125,,0.3065,8.064300000000001
Dominica,DMA,1979,,,1.4194,,5,,,10.7867,,0.3292,6.0995
Dominica,DMA,1980,,,1.4375,,5,,,11.2133,,0.3292,6.5739
Dominica,DMA,1981,,,1.4242000000000001,,5,,,10.6625,,0.3292,11.7507
Dominica,DMA,1982,,,1.4118000000000002,,5,,,10.7125,,0.3393,11.8077
Dominica,DMA,1983,,,1.3889,,5,,,10.7125,,0.1897,10.8609
Dominica,DMA,1984,,,1.3529,,5,,,10.4778,,0.1655,13.4434
Dominica,DMA,1985,,,1.3333000000000002,,1,,,10.7111,,0.1517,13.1249
Dominica,DMA,1986,,,1.2,,1,,,10.7111,,0.1125,13.689900000000002
Dominica,DMA,1987,,,1.3846,,10.333300000000001,,,10.55,,0.0969,12.5023
Dominica,DMA,1988,,,1.3333000000000002,,9.125,,,10.047600000000001,,0.07060000000000001,11.4734
Dominica,DMA,1989,,,1.3333000000000002,,10,,,9.9205,,0.0775,10.592500000000001
Dominica,DMA,1990,,,1.3636000000000001,,10,,,9.9474,,0.0927,15.513
Dominica,DMA,1991,,,1.3402,,10.200000000000001,,,9.933300000000001,,0.08650000000000001,14.9143
Dominica,DMA,1992,,,1.3399,,10.2489,,,9.923200000000001,,0.0869,13.9657
Dominica,DMA,1993,,,1.3333000000000002,,10.5,,,9.9481,,0.075,15.2736
Dominica,DMA,1994,,,1.3413000000000002,,10.4879,,,9.7561,,0.0932,14
Dominica,DMA,1995,,,1.3442,,10.568000000000001,,,9.6582,,0.0775,15
Dominica,DMA,1996,,,1.3473000000000002,,10.6371,,,9.473700000000001,,0.07690000000000001,13.542
Dominica,DMA,1997,,,1.3504,,10.5457,,,9.5296,,0.08850000000000001,12.5501
Dominica,DMA,1998,,,1.3538000000000001,,10.57,,,9.5184,,0.0825,11.1667
Dominica,DMA,1999,,,1.3572,,10.6022,,,9.5,,0.0952,10.1613
Dominica,DMA,2000,,,1.3573000000000002,,10.6417,,,9.5096,,0.1,10.1515
Dominica,DMA,2001,,,1.3592,,10.6922,,,9.4991,,0.0965,10
Dominica,DMA,2002,,,1.3641,,10.767900000000001,,,9.4823,,0.0975,10
Dominica,DMA,2003,,,1.3333000000000002,,10,,,9.5238,,0.1023,10
Dominica,DMA,2004,,,1.3775000000000002,,11.213600000000001,,,9.3975,,0.0995,10
Dominica,DMA,2005,,,1.3571,,11.6303,,,9.212100000000001,,0.1023,10
Dominica,DMA,2006,,,1.4047,,12.0572,,,9.0211,,0.1023,10
Dominica,DMA,2007,,,1.4483000000000001,,12.4886,,,8.865400000000001,,0.1023,10
Dominica,DMA,2008,,,1.4377,,12.9192,,,8.704500000000001,,0.1023,9.653500000000001
Dominica,DMA,2009,,,1.4368,,13.343300000000001,,,8.5431,,0.1023,10
Dominica,DMA,2010,,,1.4167,,13.7552,,,8.3847,,0.10250000000000001,9.1304
Dominica,DMA,2011,,,1.4000000000000001,,14.1493,,,8.232000000000001,,0.10350000000000001,8.539100000000001
Dominica,DMA,2012,,,1.6667,,15,,,8,,0.1034,7.656300000000001
Dominica,DMA,2013,,,1.6667,,15,,,8,,0.10400000000000001,7.6686000000000005
Dominica,DMA,2014,,,1.5773000000000001,,15.3156,,,7.8853,,0.10400000000000001,7.509
Dominica,DMA,2015,,,1.5806,,15.901900000000001,,,7.6288,,0.10450000000000001,7.4637
Dominica,DMA,2016,,,1.6038000000000001,,16.3564,,,7.4671,,0.10400000000000001,7.294700000000001
Dominica,DMA,2017,,,1.6163,,16.790200000000002,,,7.311400000000001,,0.1043,7.118
Dominica,DMA,2018,,,1.6289,,17.2239,,,7.1558,,0.1047,6.9413
Dominican Republic,DOM,1961,,1.9458000000000002,1.4352,,7.101100000000001,0.6508,0.7637,5.014,,0.4647,14.9021
Dominican Republic,DOM,1962,,1.919,1.5145000000000002,,7.328200000000001,0.6474000000000001,0.7957000000000001,4.9333,,0.4431,14.417200000000001
Dominican Republic,DOM,1963,,1.9642000000000002,1.5194,,7.581,0.6586000000000001,0.8217,5.069,,0.47550000000000003,12.9456
Dominican Republic,DOM,1964,,2.2009000000000003,1.4399000000000002,,7.0164,0.6673,0.6956,5.1032,,0.5153,14.0434
Dominican Republic,DOM,1965,,2.2032000000000003,1.5,,7.215000000000001,0.6699,0.7418,5.05,,0.35710000000000003,13.302200000000001
Dominican Republic,DOM,1966,,2.3409,1.7000000000000002,,7.2564,0.6723,0.6802,5.0933,,0.37320000000000003,11.2604
Dominican Republic,DOM,1967,,2.0769,1.5419,,7.0372,0.662,0.7000000000000001,5.05,,0.34540000000000004,11.0197
Dominican Republic,DOM,1968,,2.06,1.4453,,7,0.7264,0.7209,5,,0.3635,12.148100000000001
Dominican Republic,DOM,1969,,2.3214,1.5357,,7.093800000000001,0.7458,0.7429,5,,0.3689,11.698500000000001
Dominican Republic,DOM,1970,,2.5293,1.7308000000000001,,7.1875,0.8966000000000001,0.7565000000000001,5,,0.3602,12.199
Dominican Republic,DOM,1971,,2.8649,1.8846,,7.058800000000001,0.8518,0.7783,5.1111,,0.36000000000000004,12.4498
Dominican Republic,DOM,1972,,3.2036000000000002,1.9231,,7.1429,0.9591000000000001,0.8022,5,,0.3549,13.6666
Dominican Republic,DOM,1973,,3.4384,1.864,,7.0976,1.0155,0.8250000000000001,4.4745,,0.35900000000000004,14.3907
Dominican Republic,DOM,1974,,3.855,1.6828,,7.0476,1.0459,0.8370000000000001,3.0182,,0.3579,14.3907
Dominican Republic,DOM,1975,,2.4618,1.8449,,7.0159,0.8553000000000001,0.8211,3.9992,,0.35000000000000003,14.5571
Dominican Republic,DOM,1976,,2.734,2.0188,,7.1245,0.808,0.8316,3.644,,0.34990000000000004,15.131
