Entity,Code,Year,Arable land needed to produce a fixed quantity of crops ((1.0 = 1961))
Denmark,DNK,2007,0.498805868
Denmark,DNK,2008,0.479646354
Denmark,DNK,2009,0.450357836
Denmark,DNK,2010,0.503882355
Denmark,DNK,2011,0.509869382
Denmark,DNK,2012,0.481462575
Denmark,DNK,2013,0.482931242
Denmark,DNK,2014,0.451102376
Djibouti,DJI,1961,1
Djibouti,DJI,1962,1
Djibouti,DJI,1963,1
Djibouti,DJI,1964,0.90625
Djibouti,DJI,1965,0.733146067
Djibouti,DJI,1966,0.697860963
Djibouti,DJI,1967,0.65743073
Djibouti,DJI,1968,0.621428571
Djibouti,DJI,1969,0.621428571
Djibouti,DJI,1970,0.583892617
Djibouti,DJI,1971,0.583892617
Djibouti,DJI,1972,0.529411765
Djibouti,DJI,1973,0.498091603
Djibouti,DJI,1974,0.447684391
Djibouti,DJI,1975,0.437919463
Djibouti,DJI,1976,0.396656535
Djibouti,DJI,1977,0.366573034
Djibouti,DJI,1978,0.333759591
Djibouti,DJI,1979,0.234290844
Djibouti,DJI,1980,0.067407025
Djibouti,DJI,1981,0.065528496
Djibouti,DJI,1982,0.060740051
Djibouti,DJI,1983,0.06044465
Djibouti,DJI,1984,0.053113553
Djibouti,DJI,1985,0.05017301
Djibouti,DJI,1986,0.046104928
Djibouti,DJI,1987,0.046548957
Djibouti,DJI,1988,0.051136364
Djibouti,DJI,1989,0.046334103
Djibouti,DJI,1990,0.03384775
Djibouti,DJI,1991,0.033799534
Djibouti,DJI,1992,0.032547699
Djibouti,DJI,1993,0.032242125
Djibouti,DJI,1994,0.031336295
Djibouti,DJI,1995,0.030558483
Djibouti,DJI,1996,0.030194354
Djibouti,DJI,1997,0.029312668
Djibouti,DJI,1998,0.028868488
Djibouti,DJI,1999,0.027902502
Djibouti,DJI,2000,0.027133798
Djibouti,DJI,2001,0.026246983
Djibouti,DJI,2002,0.025239339
Djibouti,DJI,2003,0.027046632
Djibouti,DJI,2004,0.025892857
Djibouti,DJI,2005,0.025568182
Djibouti,DJI,2006,0.034936161
Djibouti,DJI,2007,0.037928696
Djibouti,DJI,2008,0.029317607
Djibouti,DJI,2009,0.030308173
Djibouti,DJI,2010,0.037034409
Djibouti,DJI,2011,0.04402834
Djibouti,DJI,2012,0.039165666
Djibouti,DJI,2013,0.040986181
Djibouti,DJI,2014,0.041458184
Dominica,DMA,1961,1
Dominica,DMA,1962,1.180290477
Dominica,DMA,1963,1.173128855
Dominica,DMA,1964,0.973819671
Dominica,DMA,1965,0.862683567
Dominica,DMA,1966,0.774724791
Dominica,DMA,1967,0.77918512
Dominica,DMA,1968,0.716076516
Dominica,DMA,1969,0.685444912
Dominica,DMA,1970,0.797118521
Dominica,DMA,1971,0.832339862
Dominica,DMA,1972,0.835501947
Dominica,DMA,1973,0.908218047
Dominica,DMA,1974,0.825466829
Dominica,DMA,1975,0.790812657
Dominica,DMA,1976,0.706813434
Dominica,DMA,1977,0.712538474
Dominica,DMA,1978,0.635575464
Dominica,DMA,1979,0.873324729
Dominica,DMA,1980,1.000227402
Dominica,DMA,1981,0.77650278
Dominica,DMA,1982,0.640418355
Dominica,DMA,1983,0.638466191
Dominica,DMA,1984,0.609710173
Dominica,DMA,1985,0.603126357
Dominica,DMA,1986,0.492893562
Dominica,DMA,1987,0.455964547
Dominica,DMA,1988,0.339194139
Dominica,DMA,1989,0.393707483
Dominica,DMA,1990,0.385755505
Dominica,DMA,1991,0.328939742
Dominica,DMA,1992,0.347014852
Dominica,DMA,1993,0.334477154
Dominica,DMA,1994,0.39153027
Dominica,DMA,1995,0.328438266
Dominica,DMA,1996,0.276667121
Dominica,DMA,1997,0.285033859
Dominica,DMA,1998,0.310606596
Dominica,DMA,1999,0.423921162
Dominica,DMA,2000,0.527056822
Dominica,DMA,2001,0.584029318
Dominica,DMA,2002,0.595994634
Dominica,DMA,2003,0.659277246
Dominica,DMA,2004,0.634191707
Dominica,DMA,2005,0.638185195
Dominica,DMA,2006,0.613270684
Dominica,DMA,2007,0.589342659
Dominica,DMA,2008,0.598150541
Dominica,DMA,2009,0.686166686
Dominica,DMA,2010,0.69669091
Dominica,DMA,2011,0.704765465
Dominica,DMA,2012,0.680162882
Dominica,DMA,2013,0.678510368
Dominica,DMA,2014,0.682193587
Dominican Republic,DOM,1961,1
Dominican Republic,DOM,1962,0.991985182
Dominican Republic,DOM,1963,1.026615298
Dominican Republic,DOM,1964,1.009793496
Dominican Republic,DOM,1965,1.157996894
Dominican Republic,DOM,1966,1.09756319
Dominican Republic,DOM,1967,1.128039794
Dominican Republic,DOM,1968,1.172808765
Dominican Republic,DOM,1969,1.040487575
Dominican Republic,DOM,1970,1.001150927
Dominican Republic,DOM,1971,0.953656313
Dominican Republic,DOM,1972,0.966356737
Dominican Republic,DOM,1973,0.916115758
Dominican Republic,DOM,1974,0.933168117
Dominican Republic,DOM,1975,1.011427002
Dominican Republic,DOM,1976,0.956442278
Dominican Republic,DOM,1977,0.99880475
Dominican Republic,DOM,1978,0.992198396
Dominican Republic,DOM,1979,1.065240084
Dominican Republic,DOM,1980,1.114228483
Dominican Republic,DOM,1981,1.096055434
Dominican Republic,DOM,1982,1.026312269
Dominican Republic,DOM,1983,0.995511278
Dominican Republic,DOM,1984,1.009419856
Dominican Republic,DOM,1985,1.068088042
Dominican Republic,DOM,1986,1.065068407
Dominican Republic,DOM,1987,0.944187542
Dominican Republic,DOM,1988,0.968062469
Dominican Republic,DOM,1989,0.945886214
Dominican Republic,DOM,1990,1.076981707
Dominican Republic,DOM,1991,1.025339603
Dominican Republic,DOM,1992,1.039215109
Dominican Republic,DOM,1993,1.039459746
Dominican Republic,DOM,1994,1.080407389
Dominican Republic,DOM,1995,1.104262464
Dominican Republic,DOM,1996,1.059188121
Dominican Republic,DOM,1997,0.935871132
Dominican Republic,DOM,1998,0.969768829
Dominican Republic,DOM,1999,0.998877246
Dominican Republic,DOM,2000,0.999277047
Dominican Republic,DOM,2001,0.877651892
Dominican Republic,DOM,2002,0.856495432
Dominican Republic,DOM,2003,0.733076713
Dominican Republic,DOM,2004,0.796027899
Dominican Republic,DOM,2005,0.837889201
Dominican Republic,DOM,2006,0.782024492
Dominican Republic,DOM,2007,0.774347993
Dominican Republic,DOM,2008,0.815245612
Dominican Republic,DOM,2009,0.688173928
Dominican Republic,DOM,2010,0.605149553
Dominican Republic,DOM,2011,0.607726252
Dominican Republic,DOM,2012,0.57144937
Dominican Republic,DOM,2013,0.527270285
Dominican Republic,DOM,2014,0.50927728
Eastern Africa,,1961,1
Eastern Africa,,1962,0.97492201
Eastern Africa,,1963,0.985032268
Eastern Africa,,1964,0.956406785
Eastern Africa,,1965,0.983957022
Eastern Africa,,1966,0.953036689
Eastern Africa,,1967,0.894075007
Eastern Africa,,1968,0.897599737
Eastern Africa,,1969,0.844889618
Eastern Africa,,1970,0.823880821
Eastern Africa,,1971,0.815597942
Eastern Africa,,1972,0.801693653
Eastern Africa,,1973,0.802766258
Eastern Africa,,1974,0.776666008
Eastern Africa,,1975,0.773444349
Eastern Africa,,1976,0.758552597
Eastern Africa,,1977,0.751057495
Eastern Africa,,1978,0.779621577
Eastern Africa,,1979,0.798229829
Eastern Africa,,1980,0.783936382
Eastern Africa,,1981,0.751041635
Eastern Africa,,1982,0.732082164
Eastern Africa,,1983,0.722518529
Eastern Africa,,1984,0.750464312
Eastern Africa,,1985,0.742535619
Eastern Africa,,1986,0.721561748
Eastern Africa,,1987,0.725418181
Eastern Africa,,1988,0.69556451
Eastern Africa,,1989,0.681838913
Eastern Africa,,1990,0.662432425
Eastern Africa,,1991,0.644614468
Eastern Africa,,1992,0.685554551
Eastern Africa,,1993,0.656397755
Eastern Africa,,1994,0.682888751
Eastern Africa,,1995,0.645449511
Eastern Africa,,1996,0.600924752
Eastern Africa,,1997,0.603912464
Eastern Africa,,1998,0.586141432
Eastern Africa,,1999,0.570251908
Eastern Africa,,2000,0.561827773
Eastern Africa,,2001,0.53388629
Eastern Africa,,2002,0.527627916
Eastern Africa,,2003,0.550726424
Eastern Africa,,2004,0.54787163
Eastern Africa,,2005,0.539263055
Eastern Africa,,2006,0.518657023
Eastern Africa,,2007,0.512589831
Eastern Africa,,2008,0.525662348
Eastern Africa,,2009,0.502832552
Eastern Africa,,2010,0.47255443
Eastern Africa,,2011,0.47849019
Eastern Africa,,2012,0.474552262
Eastern Africa,,2013,0.445694749
Eastern Africa,,2014,0.441142184
Eastern Asia,,1961,1
Eastern Asia,,1962,0.956535648
Eastern Asia,,1963,0.920722098
Eastern Asia,,1964,0.864203537
Eastern Asia,,1965,0.808108485
Eastern Asia,,1966,0.75213926
Eastern Asia,,1967,0.735738307
Eastern Asia,,1968,0.731246809
Eastern Asia,,1969,0.724611827
Eastern Asia,,1970,0.685858815
Eastern Asia,,1971,0.66747294
Eastern Asia,,1972,0.675814626
Eastern Asia,,1973,0.608722141
Eastern Asia,,1974,0.608069796
Eastern Asia,,1975,0.584707124
Eastern Asia,,1976,0.58886878
Eastern Asia,,1977,0.572170696
Eastern Asia,,1978,0.525719238
Eastern Asia,,1979,0.513036827
Eastern Asia,,1980,0.525533582
Eastern Asia,,1981,0.501924785
Eastern Asia,,1982,0.482056304
Eastern Asia,,1983,0.473517836
Eastern Asia,,1984,0.463465281
Eastern Asia,,1985,0.501875224
Eastern Asia,,1986,0.493783795
Eastern Asia,,1987,0.472268672
Eastern Asia,,1988,0.472811338
Eastern Asia,,1989,0.467433782
Eastern Asia,,1990,0.442656919
Eastern Asia,,1991,0.440811805
Eastern Asia,,1992,0.419937243
Eastern Asia,,1993,0.393875168
Eastern Asia,,1994,0.381590793
Eastern Asia,,1995,0.356461992
Eastern Asia,,1996,0.331446086
Eastern Asia,,1997,0.321557049
Eastern Asia,,1998,0.314792815
Eastern Asia,,1999,0.303008591
Eastern Asia,,2000,0.287234474
Eastern Asia,,2001,0.27492856
Eastern Asia,,2002,0.26107216
Eastern Asia,,2003,0.256415101
Eastern Asia,,2004,0.238913464
Eastern Asia,,2005,0.234009481
Eastern Asia,,2006,0.222359118
Eastern Asia,,2007,0.2114286
Eastern Asia,,2008,0.199079783
Eastern Asia,,2009,0.19485952
Eastern Asia,,2010,0.188710526
Eastern Asia,,2011,0.178535119
Eastern Asia,,2012,0.171929507
Eastern Asia,,2013,0.168499703
Eastern Asia,,2014,0.165246765
Eastern Europe,,1961,1
Eastern Europe,,1962,1.053883989
Eastern Europe,,1963,1.060663526
Eastern Europe,,1964,0.843179067
Eastern Europe,,1965,0.928211869
Eastern Europe,,1966,0.781631064
Eastern Europe,,1967,0.782027761
Eastern Europe,,1968,0.724214639
Eastern Europe,,1969,0.777421611
Eastern Europe,,1970,0.719672421
Eastern Europe,,1971,0.727825863
Eastern Europe,,1972,0.758519408
Eastern Europe,,1973,0.616187094
Eastern Europe,,1974,0.691279125
Eastern Europe,,1975,0.748378927
Eastern Europe,,1976,0.626303199
Eastern Europe,,1977,0.665273834
Eastern Europe,,1978,0.607771278
Eastern Europe,,1979,0.654955284
Eastern Europe,,1980,0.710899962
Eastern Europe,,1981,0.702086215
Eastern Europe,,1982,0.638762522
Eastern Europe,,1983,0.636436619
Eastern Europe,,1984,0.629997171
Eastern Europe,,1985,0.654211217
Eastern Europe,,1986,0.604534557
Eastern Europe,,1987,0.646164952
Eastern Europe,,1988,0.658544822
Eastern Europe,,1989,0.61962572
Eastern Europe,,1990,0.626922753
Eastern Europe,,1991,0.721043847
Eastern Europe,,1992,0.732239889
Eastern Europe,,1993,0.668054274
Eastern Europe,,1994,0.814795237
Eastern Europe,,1995,0.769586533
Eastern Europe,,1996,0.779406286
Eastern Europe,,1997,0.744039774
Eastern Europe,,1998,0.868814435
Eastern Europe,,1999,0.864523361
Eastern Europe,,2000,0.813396499
Eastern Europe,,2001,0.71409281
Eastern Europe,,2002,0.728162345
Eastern Europe,,2003,0.774915442
Eastern Europe,,2004,0.630339333
Eastern Europe,,2005,0.664308957
Eastern Europe,,2006,0.671018966
Eastern Europe,,2007,0.717673302
Eastern Europe,,2008,0.58607542
Eastern Europe,,2009,0.616907761
Eastern Europe,,2010,0.710003461
Eastern Europe,,2011,0.552028349
Eastern Europe,,2012,0.626363277
Eastern Europe,,2013,0.546766941
Eastern Europe,,2014,0.514994133
Ecuador,ECU,1961,1
Ecuador,ECU,1962,0.985796105
Ecuador,ECU,1963,0.981714915
Ecuador,ECU,1964,0.811054082
Ecuador,ECU,1965,0.76728196
Ecuador,ECU,1966,0.842561327
Ecuador,ECU,1967,0.881571142
Ecuador,ECU,1968,0.829482088
Ecuador,ECU,1969,0.847161652
Ecuador,ECU,1970,0.860370568
Ecuador,ECU,1971,0.880615942
Ecuador,ECU,1972,0.940243206
Ecuador,ECU,1973,0.940529316
Ecuador,ECU,1974,0.850305627
Ecuador,ECU,1975,0.830150374
Ecuador,ECU,1976,0.814739846
Ecuador,ECU,1977,0.774877847
Ecuador,ECU,1978,0.834684347
Ecuador,ECU,1979,0.833862566
Ecuador,ECU,1980,0.747958515
Ecuador,ECU,1981,0.784383424
Ecuador,ECU,1982,0.779941396
Ecuador,ECU,1983,0.946635181
Ecuador,ECU,1984,0.853351658
Ecuador,ECU,1985,0.767113043
Ecuador,ECU,1986,0.747761609
Ecuador,ECU,1987,0.727633528
Ecuador,ECU,1988,0.666412042
Ecuador,ECU,1989,0.639830566
Ecuador,ECU,1990,0.610757526
Ecuador,ECU,1991,0.596728179
Ecuador,ECU,1992,0.539224092
Ecuador,ECU,1993,0.495342695
Ecuador,ECU,1994,0.454657112
Ecuador,ECU,1995,0.455705893
Ecuador,ECU,1996,0.429671802
Ecuador,ECU,1997,0.387769256
Ecuador,ECU,1998,0.490245346
Ecuador,ECU,1999,0.408653666
Ecuador,ECU,2000,0.42337651
Ecuador,ECU,2001,0.396941438
Ecuador,ECU,2002,0.371541999
Ecuador,ECU,2003,0.33759201
Ecuador,ECU,2004,0.317583113
Ecuador,ECU,2005,0.325548398
Ecuador,ECU,2006,0.317367493
Ecuador,ECU,2007,0.296488953
Ecuador,ECU,2008,0.295058601
Ecuador,ECU,2009,0.263537363
Ecuador,ECU,2010,0.247596242
Ecuador,ECU,2011,0.251917612
Ecuador,ECU,2012,0.262292153
Ecuador,ECU,2013,0.298411753
Ecuador,ECU,2014,0.228202941
Egypt,EGY,1961,1
Egypt,EGY,1962,0.781629387
Egypt,EGY,1963,0.751670672
Egypt,EGY,1964,0.739769756
Egypt,EGY,1965,0.777074517
Egypt,EGY,1966,0.804661739
Egypt,EGY,1967,0.836182655
Egypt,EGY,1968,0.769194825
Egypt,EGY,1969,0.724267505
Egypt,EGY,1970,0.732626176
Egypt,EGY,1971,0.715670603
Egypt,EGY,1972,0.69718003
Egypt,EGY,1973,0.696048526
Egypt,EGY,1974,0.686260151
Egypt,EGY,1975,0.6629018
Egypt,EGY,1976,0.61949298
Egypt,EGY,1977,0.613500427
Egypt,EGY,1978,0.561424461
Egypt,EGY,1979,0.505580644
Egypt,EGY,1980,0.48966346
Egypt,EGY,1981,0.498122896
Egypt,EGY,1982,0.471648574
Egypt,EGY,1983,0.462578392
Egypt,EGY,1984,0.465720369
Egypt,EGY,1985,0.436463689
Egypt,EGY,1986,0.4045329
Egypt,EGY,1987,0.381973591
Egypt,EGY,1988,0.398059264
Egypt,EGY,1989,0.383012427
Egypt,EGY,1990,0.351048836
Egypt,EGY,1991,0.345601134
Egypt,EGY,1992,0.365945932
Egypt,EGY,1993,0.383430747
Egypt,EGY,1994,0.389441949
Egypt,EGY,1995,0.352921285
Egypt,EGY,1996,0.309357368
Egypt,EGY,1997,0.31160083
Egypt,EGY,1998,0.316543469
Egypt,EGY,1999,0.312997291
Egypt,EGY,2000,0.278242172
Egypt,EGY,2001,0.289541389
Egypt,EGY,2002,0.283421421
Egypt,EGY,2003,0.275769187
Egypt,EGY,2004,0.266437267
Egypt,EGY,2005,0.223962334
Egypt,EGY,2006,0.21293183
Egypt,EGY,2007,0.204404958
Egypt,EGY,2008,0.20316336
Egypt,EGY,2009,0.217389483
Egypt,EGY,2010,0.238824124
Egypt,EGY,2011,0.222826453
Egypt,EGY,2012,0.212093744
Egypt,EGY,2013,0.212268826
Egypt,EGY,2014,0.197408866
El Salvador,SLV,1961,1
El Salvador,SLV,1962,0.932735426
El Salvador,SLV,1963,0.831426602
El Salvador,SLV,1964,0.812209461
El Salvador,SLV,1965,0.769534988
El Salvador,SLV,1966,0.781688401
El Salvador,SLV,1967,0.760452272
El Salvador,SLV,1968,0.790667644
El Salvador,SLV,1969,0.724008543
El Salvador,SLV,1970,0.700100073
El Salvador,SLV,1971,0.674192467
El Salvador,SLV,1972,0.665049614
El Salvador,SLV,1973,0.647905478
El Salvador,SLV,1974,0.595400257
El Salvador,SLV,1975,0.55779545
El Salvador,SLV,1976,0.621368555
El Salvador,SLV,1977,0.579424798
El Salvador,SLV,1978,0.558006461
El Salvador,SLV,1979,0.60380035
El Salvador,SLV,1980,0.634462874
El Salvador,SLV,1981,0.64425236
El Salvador,SLV,1982,0.62913124
El Salvador,SLV,1983,0.600590116
El Salvador,SLV,1984,0.58796103
El Salvador,SLV,1985,0.636032507
El Salvador,SLV,1986,0.702540276
El Salvador,SLV,1987,0.739647984
El Salvador,SLV,1988,0.780125537
El Salvador,SLV,1989,0.791879713
El Salvador,SLV,1990,0.727720045
El Salvador,SLV,1991,0.71088869
El Salvador,SLV,1992,0.649688529
El Salvador,SLV,1993,0.719942775
El Salvador,SLV,1994,0.72871219
El Salvador,SLV,1995,0.709597715
El Salvador,SLV,1996,0.663163089
El Salvador,SLV,1997,0.684616262
El Salvador,SLV,1998,0.73429638
El Salvador,SLV,1999,0.703234494
El Salvador,SLV,2000,0.796276138
El Salvador,SLV,2001,0.866806153
El Salvador,SLV,2002,0.925138568
El Salvador,SLV,2003,0.940304575
El Salvador,SLV,2004,0.882449859
El Salvador,SLV,2005,0.887237252
El Salvador,SLV,2006,0.71109973
El Salvador,SLV,2007,0.739385977
El Salvador,SLV,2008,0.703292891
El Salvador,SLV,2009,0.743547564
El Salvador,SLV,2010,0.785007201
El Salvador,SLV,2011,0.826995848
El Salvador,SLV,2012,0.738562003
El Salvador,SLV,2013,0.81422836
El Salvador,SLV,2014,0.821487975
Equatorial Guinea,GNQ,1961,1
Equatorial Guinea,GNQ,1962,0.907177992
Equatorial Guinea,GNQ,1963,0.938088493
Equatorial Guinea,GNQ,1964,0.875365802
Equatorial Guinea,GNQ,1965,0.896078148
Equatorial Guinea,GNQ,1966,0.883690117
Equatorial Guinea,GNQ,1967,0.920703981
Equatorial Guinea,GNQ,1968,0.864345775
Equatorial Guinea,GNQ,1969,1.045194593
Equatorial Guinea,GNQ,1970,0.910546749
Equatorial Guinea,GNQ,1971,1.248349511
Equatorial Guinea,GNQ,1972,1.801612605
Equatorial Guinea,GNQ,1973,1.720981644
Equatorial Guinea,GNQ,1974,1.696405596
Equatorial Guinea,GNQ,1975,2.000738209
Equatorial Guinea,GNQ,1976,2.331740114
Equatorial Guinea,GNQ,1977,2.38439231
Equatorial Guinea,GNQ,1978,2.313092679
Equatorial Guinea,GNQ,1979,2.250111465
Equatorial Guinea,GNQ,1980,2.053226712
Equatorial Guinea,GNQ,1981,1.847647423
Equatorial Guinea,GNQ,1982,2.019567257
Equatorial Guinea,GNQ,1983,1.989072969
Equatorial Guinea,GNQ,1984,1.882414982
Equatorial Guinea,GNQ,1985,1.915753649
Equatorial Guinea,GNQ,1986,1.873139391
Equatorial Guinea,GNQ,1987,1.729257745
Equatorial Guinea,GNQ,1988,1.733312805
Equatorial Guinea,GNQ,1989,1.831370832
Equatorial Guinea,GNQ,1990,1.426035272
Equatorial Guinea,GNQ,1991,1.488911044
Equatorial Guinea,GNQ,1992,1.553404447
Equatorial Guinea,GNQ,1993,1.612520796
Equatorial Guinea,GNQ,1994,1.603001095
Equatorial Guinea,GNQ,1995,1.566758018
Equatorial Guinea,GNQ,1996,1.524917947
Equatorial Guinea,GNQ,1997,1.500497247
Equatorial Guinea,GNQ,1998,1.539207438
Equatorial Guinea,GNQ,1999,1.497963194
Equatorial Guinea,GNQ,2000,1.421768443
Equatorial Guinea,GNQ,2001,1.415566453
Equatorial Guinea,GNQ,2002,1.447444418
Equatorial Guinea,GNQ,2003,1.389546641
Equatorial Guinea,GNQ,2004,1.366147355
Equatorial Guinea,GNQ,2005,1.323213236
Equatorial Guinea,GNQ,2006,1.303636007
Equatorial Guinea,GNQ,2007,1.251637732
Equatorial Guinea,GNQ,2008,1.236056214
Equatorial Guinea,GNQ,2009,1.155684064
Equatorial Guinea,GNQ,2010,1.119243101
Equatorial Guinea,GNQ,2011,1.103752543
Equatorial Guinea,GNQ,2012,1.078645226
Equatorial Guinea,GNQ,2013,1.067210162
Equatorial Guinea,GNQ,2014,1.051584429
Europe,,1961,1
Europe,,1962,0.979538419
Europe,,1963,0.9587571
Europe,,1964,0.868699687
Europe,,1965,0.908698687
Europe,,1966,0.830672121
Europe,,1967,0.801641091
Europe,,1968,0.772606591
Europe,,1969,0.810033687
Europe,,1970,0.760410547
Europe,,1971,0.761132301
Europe,,1972,0.783048151
Europe,,1973,0.673874699
Europe,,1974,0.713337354
Europe,,1975,0.758772314
Europe,,1976,0.708595522
Europe,,1977,0.726104068
Europe,,1978,0.669712034
Europe,,1979,0.675469346
Europe,,1980,0.698415097
Europe,,1981,0.715436345
Europe,,1982,0.648669875
Europe,,1983,0.66664997
Europe,,1984,0.636910272
Europe,,1985,0.657873455
Europe,,1986,0.630876021
Europe,,1987,0.644376298
Europe,,1988,0.662004117
Europe,,1989,0.626651749
Europe,,1990,0.638963802
Europe,,1991,0.675730813
Europe,,1992,0.632105836
Europe,,1993,0.621339738
Europe,,1994,0.677683286
Europe,,1995,0.66341214
Europe,,1996,0.623123514
Europe,,1997,0.608951093
Europe,,1998,0.645484786
Europe,,1999,0.622888881
Europe,,2000,0.604545899
Europe,,2001,0.586198742
Europe,,2002,0.587642091
Europe,,2003,0.613838761
Europe,,2004,0.532825452
Europe,,2005,0.565206475
Europe,,2006,0.572305117
Europe,,2007,0.590083291
Europe,,2008,0.533932729
Europe,,2009,0.534784434
Europe,,2010,0.574647024
Europe,,2011,0.513864087
Europe,,2012,0.565110989
Europe,,2013,0.513685526
Europe,,2014,0.500102338
European Union,,1961,1
European Union,,1962,0.955170057
European Union,,1963,0.901843538
European Union,,1964,0.897959163
European Union,,1965,0.894696201
European Union,,1966,0.866493097
European Union,,1967,0.815991103
European Union,,1968,0.807315274
European Union,,1969,0.834579513
European Union,,1970,0.795398721
European Union,,1971,0.784622185
European Union,,1972,0.77268706
European Union,,1973,0.712423136
European Union,,1974,0.716122798
European Union,,1975,0.744345327
European Union,,1976,0.748109908
European Union,,1977,0.757031268
European Union,,1978,0.701548624
European Union,,1979,0.672317087
European Union,,1980,0.692587745
European Union,,1981,0.703089288
European Union,,1982,0.644728456
European Union,,1983,0.677318161
European Union,,1984,0.621840252
European Union,,1985,0.643804171
European Union,,1986,0.635316515
European Union,,1987,0.635304078
European Union,,1988,0.647336328
European Union,,1989,0.61952165
European Union,,1990,0.637682606
European Union,,1991,0.638001217
European Union,,1992,0.671661553
European Union,,1993,0.68020132
European Union,,1994,0.70822884
European Union,,1995,0.691670288
European Union,,1996,0.639526042
European Union,,1997,0.633970304
European Union,,1998,0.637812209
European Union,,1999,0.614018787
European Union,,2000,0.609851642
European Union,,2001,0.601564548
European Union,,2002,0.608213842
European Union,,2003,0.627763454
European Union,,2004,0.552778842
European Union,,2005,0.598176162
European Union,,2006,0.613360329
European Union,,2007,0.625097369
European Union,,2008,0.584667447
European Union,,2009,0.574684305
European Union,,2010,0.597127934
European Union,,2011,0.572293195
European Union,,2012,0.618865062
European Union,,2013,0.567376406
European Union,,2014,0.555117649
Faeroe Islands,FRO,1961,1
Faeroe Islands,FRO,1962,1.052085151
Faeroe Islands,FRO,1963,0.935894451
Faeroe Islands,FRO,1964,1.136033914
Faeroe Islands,FRO,1965,1.21550247
Faeroe Islands,FRO,1966,1.076215975
Faeroe Islands,FRO,1967,1.216360702
Faeroe Islands,FRO,1968,1.171231546
Faeroe Islands,FRO,1969,1.415707913
Faeroe Islands,FRO,1970,1.061718612
Faeroe Islands,FRO,1971,1.335141718
Faeroe Islands,FRO,1972,1.477094561
Faeroe Islands,FRO,1973,1.641797141
Faeroe Islands,FRO,1974,1.63091696
Faeroe Islands,FRO,1975,1.726660939
Faeroe Islands,FRO,1976,1.281917721
Faeroe Islands,FRO,1977,1.336177285
Faeroe Islands,FRO,1978,1.336177285
Faeroe Islands,FRO,1979,1.336177285
Faeroe Islands,FRO,1980,1.336177285
Faeroe Islands,FRO,1981,1.336177285
Faeroe Islands,FRO,1982,1.336177285
Faeroe Islands,FRO,1983,1.306076032
Faeroe Islands,FRO,1984,1.286705079
Faeroe Islands,FRO,1985,1.240765511
Faeroe Islands,FRO,1986,1.240765511
Faeroe Islands,FRO,1987,1.240765511
Faeroe Islands,FRO,1988,1.240765511
Faeroe Islands,FRO,1989,1.240765511
Faeroe Islands,FRO,1990,1.197993245
Faeroe Islands,FRO,1991,1.173511094
Faeroe Islands,FRO,1992,1.141950758
Faeroe Islands,FRO,1993,1.152097067
Faeroe Islands,FRO,1994,1.148913872
Faeroe Islands,FRO,1995,1.148148148
Faeroe Islands,FRO,1996,1.149351887
Faeroe Islands,FRO,1997,1.15242737
Faeroe Islands,FRO,1998,1.156849578
Faeroe Islands,FRO,1999,1.162425294
Faeroe Islands,FRO,2000,1.168847533
Faeroe Islands,FRO,2001,1.176028867
Faeroe Islands,FRO,2002,1.18574238
Faeroe Islands,FRO,2003,1.193369619
Faeroe Islands,FRO,2004,1.200139331
Faeroe Islands,FRO,2005,1.206261879
Faeroe Islands,FRO,2006,1.21135108
Faeroe Islands,FRO,2007,1.240765511
Faeroe Islands,FRO,2008,1.214645447
Faeroe Islands,FRO,2009,1.211959799
Faeroe Islands,FRO,2010,1.228129137
Faeroe Islands,FRO,2011,1.190189499
Faeroe Islands,FRO,2012,1.157960438
Faeroe Islands,FRO,2013,1.085613972
Faeroe Islands,FRO,2014,1.084637525
Fiji,FJI,1961,1
Fiji,FJI,1962,0.820423444
Fiji,FJI,1963,0.685738305
Fiji,FJI,1964,0.700443312
Fiji,FJI,1965,0.726877472
Fiji,FJI,1966,0.748126251
Fiji,FJI,1967,0.746849604
Fiji,FJI,1968,0.51030412
Fiji,FJI,1969,0.559609442
Fiji,FJI,1970,0.514032569
Fiji,FJI,1971,0.574252926
Fiji,FJI,1972,0.667955981
Fiji,FJI,1973,0.648373927
Fiji,FJI,1974,0.718768278
Fiji,FJI,1975,0.772999001
Fiji,FJI,1976,0.793162948
Fiji,FJI,1977,0.741615594
Fiji,FJI,1978,0.773333874
Fiji,FJI,1979,0.604269346
Fiji,FJI,1980,0.686288391
Fiji,FJI,1981,0.648635204
Fiji,FJI,1982,0.654606659
Fiji,FJI,1983,1.025926643
Fiji,FJI,1984,0.655524485
Fiji,FJI,1985,0.909514842
Fiji,FJI,1986,0.729920719
Fiji,FJI,1987,1.045807151
Fiji,FJI,1988,1.077919907
Fiji,FJI,1989,0.94217753
Fiji,FJI,1990,0.983448317
Fiji,FJI,1991,1.245173214
Fiji,FJI,1992,1.256875512
Fiji,FJI,1993,1.244583034
Fiji,FJI,1994,1.175382624
Fiji,FJI,1995,1.141153244
Fiji,FJI,1996,1.176458489
Fiji,FJI,1997,1.256875512
Fiji,FJI,1998,1.574009861
Fiji,FJI,1999,1.152231993
Fiji,FJI,2000,1.15541253
Fiji,FJI,2001,1.307915531
Fiji,FJI,2002,1.243088996
Fiji,FJI,2003,1.388080508
Fiji,FJI,2004,1.250903137
Fiji,FJI,2005,1.229989264
