Entity,Code,Year,Cereal yield (tonnes per hectare),Nitrogen fertilizer use (kilograms per hectare)
Eastern Europe,,1969,1.4279000000000002,
Eastern Europe,,1970,1.5823,
Eastern Europe,,1971,1.6431,
Eastern Europe,,1972,1.5688,
Eastern Europe,,1973,1.8357,
Eastern Europe,,1974,1.6740000000000002,
Eastern Europe,,1975,1.3123,
Eastern Europe,,1976,1.8624,
Eastern Europe,,1977,1.6532,
Eastern Europe,,1978,1.9632,
Eastern Europe,,1979,1.5968,
Eastern Europe,,1980,1.6739000000000002,
Eastern Europe,,1981,1.4891,
Eastern Europe,,1982,1.7603,
Eastern Europe,,1983,1.7975,
Eastern Europe,,1984,1.738,
Eastern Europe,,1985,1.8396000000000001,
Eastern Europe,,1986,2.0151,
Eastern Europe,,1987,2.0018000000000002,
Eastern Europe,,1988,1.9260000000000002,
Eastern Europe,,1989,2.1348000000000003,
Eastern Europe,,1990,2.2934,
Eastern Europe,,1991,1.9162000000000001,
Eastern Europe,,1992,2.1429,
Eastern Europe,,1993,2.1737,
Eastern Europe,,1994,2.036,
Eastern Europe,,1995,1.9992,
Eastern Europe,,1996,1.9382000000000001,
Eastern Europe,,1997,2.3632,
Eastern Europe,,1998,2.0465,
Eastern Europe,,1999,2.0957,
Eastern Europe,,2000,1.9313,
Eastern Europe,,2001,2.4821,
Eastern Europe,,2002,2.4576000000000002,16.21
Eastern Europe,,2003,2.1885,17.77
Eastern Europe,,2004,2.7209000000000003,17.61
Eastern Europe,,2005,2.5345,18.54
Eastern Europe,,2006,2.3823000000000003,19.71
Eastern Europe,,2007,2.3064,21.86
Eastern Europe,,2008,3.0025,23.6
Eastern Europe,,2009,2.7945,23.24
Eastern Europe,,2010,2.6137,24.18
Eastern Europe,,2011,3.0441000000000003,26.33
Eastern Europe,,2012,2.5857,26.18
Eastern Europe,,2013,3.1098000000000003,26.89
Eastern Europe,,2014,3.4084000000000003,25.81
Eastern Europe,,2015,3.1803000000000003,27.19
Eastern Europe,,2016,3.5016000000000003,29.5
Eastern Europe,,2017,3.6831,31.07
Eastern Europe,,2018,3.591,
Ecuador,ECU,1961,1.0107000000000002,
Ecuador,ECU,1962,0.925,
Ecuador,ECU,1963,0.9865,
Ecuador,ECU,1964,0.7687,
Ecuador,ECU,1965,0.9588000000000001,
Ecuador,ECU,1966,1.0072,
Ecuador,ECU,1967,0.8932,
Ecuador,ECU,1968,0.8233,
Ecuador,ECU,1969,1.074,
Ecuador,ECU,1970,1.093,
Ecuador,ECU,1971,0.9619000000000001,
Ecuador,ECU,1972,0.9221,
Ecuador,ECU,1973,1.2292,
Ecuador,ECU,1974,1.2832000000000001,
Ecuador,ECU,1975,1.4144,
Ecuador,ECU,1976,1.3527,
Ecuador,ECU,1977,1.3685,
Ecuador,ECU,1978,1.377,
Ecuador,ECU,1979,1.4923000000000002,
Ecuador,ECU,1980,1.6396000000000002,
Ecuador,ECU,1981,1.768,
Ecuador,ECU,1982,1.8801,
Ecuador,ECU,1983,1.566,
Ecuador,ECU,1984,1.8513000000000002,
Ecuador,ECU,1985,1.9293,
Ecuador,ECU,1986,1.3796000000000002,
Ecuador,ECU,1987,1.5198,
Ecuador,ECU,1988,1.7084000000000001,
Ecuador,ECU,1989,1.7561,
Ecuador,ECU,1990,1.7236,
Ecuador,ECU,1991,1.7042000000000002,
Ecuador,ECU,1992,1.7686000000000002,
Ecuador,ECU,1993,1.9516,
Ecuador,ECU,1994,2.075,
Ecuador,ECU,1995,1.9843000000000002,
Ecuador,ECU,1996,2.0293,
Ecuador,ECU,1997,2.0587,
Ecuador,ECU,1998,1.9549,
Ecuador,ECU,1999,2.1231,
Ecuador,ECU,2000,2.306,
Ecuador,ECU,2001,1.8994000000000002,
Ecuador,ECU,2002,2.4346,50.89
Ecuador,ECU,2003,2.6173,48.19
Ecuador,ECU,2004,2.9222,53.76
Ecuador,ECU,2005,2.8416,46.33
Ecuador,ECU,2006,2.83,51.62
Ecuador,ECU,2007,3.144,48.93
Ecuador,ECU,2008,2.9803,62.55
Ecuador,ECU,2009,2.9655,59.36
Ecuador,ECU,2010,3.1062000000000003,61.72
Ecuador,ECU,2011,2.6058000000000003,70.44
Ecuador,ECU,2012,3.2588000000000004,68.33
Ecuador,ECU,2013,2.9115,60.63
Ecuador,ECU,2014,3.5264,72.66
Ecuador,ECU,2015,4.321400000000001,57.84
Ecuador,ECU,2016,3.7891000000000004,71.43
Ecuador,ECU,2017,3.4129,73.16
Ecuador,ECU,2018,3.9358000000000004,
Egypt,EGY,1961,2.9057,
Egypt,EGY,1962,3.2596000000000003,
Egypt,EGY,1963,3.3128,
Egypt,EGY,1964,3.3301000000000003,
Egypt,EGY,1965,3.7756000000000003,
Egypt,EGY,1966,3.5655,
Egypt,EGY,1967,3.5573,
Egypt,EGY,1968,3.6271,
Egypt,EGY,1969,3.7166,
Egypt,EGY,1970,3.9118000000000004,
Egypt,EGY,1971,3.9115,
Egypt,EGY,1972,3.9513000000000003,
Egypt,EGY,1973,4.08,
Egypt,EGY,1974,3.8404000000000003,
Egypt,EGY,1975,3.9781,
Egypt,EGY,1976,3.9411,
Egypt,EGY,1977,3.9238000000000004,
Egypt,EGY,1978,4.0193,
Egypt,EGY,1979,3.9642000000000004,
Egypt,EGY,1980,4.0945,
Egypt,EGY,1981,4.1005,
Egypt,EGY,1982,4.2037,
Egypt,EGY,1983,4.3211,
Egypt,EGY,1984,4.3475,
Egypt,EGY,1985,4.5392,
Egypt,EGY,1986,4.6962,
Egypt,EGY,1987,4.8916,
Egypt,EGY,1988,5.0288,
Egypt,EGY,1989,5.3377,
Egypt,EGY,1990,5.7029000000000005,
Egypt,EGY,1991,5.613,
Egypt,EGY,1992,5.8985,
Egypt,EGY,1993,5.9951,
Egypt,EGY,1994,5.8611,
Egypt,EGY,1995,5.903700000000001,
Egypt,EGY,1996,6.4991,
Egypt,EGY,1997,6.6055,
Egypt,EGY,1998,6.7974000000000006,
Egypt,EGY,1999,7.166600000000001,
Egypt,EGY,2000,7.2801,
Egypt,EGY,2001,7.0994,
Egypt,EGY,2002,7.445600000000001,312.51
Egypt,EGY,2003,7.5154000000000005,468.87
Egypt,EGY,2004,7.5562000000000005,396.43
Egypt,EGY,2005,7.5369,416.72
Egypt,EGY,2006,7.5002,293.91
Egypt,EGY,2007,7.418500000000001,312.71
Egypt,EGY,2008,7.4522,441.18
Egypt,EGY,2009,7.1583000000000006,326.82
Egypt,EGY,2010,6.504300000000001,386.55
Egypt,EGY,2011,7.246300000000001,373.4
Egypt,EGY,2012,7.269,333.96
Egypt,EGY,2013,7.2853,364.86
Egypt,EGY,2014,7.085100000000001,368.7
Egypt,EGY,2015,7.1172,361.43
Egypt,EGY,2016,7.248900000000001,366.87
Egypt,EGY,2017,7.4011000000000005,366.87
Egypt,EGY,2018,7.1485,
El Salvador,SLV,1961,0.9378000000000001,
El Salvador,SLV,1962,1.0839,
El Salvador,SLV,1963,1.1480000000000001,
El Salvador,SLV,1964,1.1672,
El Salvador,SLV,1965,1.0822,
El Salvador,SLV,1966,1.2868000000000002,
El Salvador,SLV,1967,1.2194,
El Salvador,SLV,1968,1.3538000000000001,
El Salvador,SLV,1969,1.3895,
El Salvador,SLV,1970,1.6212,
El Salvador,SLV,1971,1.6772,
El Salvador,SLV,1972,1.2073,
El Salvador,SLV,1973,1.8178,
El Salvador,SLV,1974,1.4741,
El Salvador,SLV,1975,1.7061000000000002,
El Salvador,SLV,1976,1.4334,
El Salvador,SLV,1977,1.4472,
El Salvador,SLV,1978,1.7339,
El Salvador,SLV,1979,1.7087,
El Salvador,SLV,1980,1.7060000000000002,
El Salvador,SLV,1981,1.6913,
El Salvador,SLV,1982,1.5550000000000002,
El Salvador,SLV,1983,1.6713,
El Salvador,SLV,1984,1.9499000000000002,
El Salvador,SLV,1985,1.8094000000000001,
El Salvador,SLV,1986,1.6201,
El Salvador,SLV,1987,1.5551000000000001,
El Salvador,SLV,1988,1.931,
El Salvador,SLV,1989,1.9487,
El Salvador,SLV,1990,1.9393,
El Salvador,SLV,1991,1.6335000000000002,
El Salvador,SLV,1992,2.0393,
El Salvador,SLV,1993,1.9869,
El Salvador,SLV,1994,1.6096000000000001,
El Salvador,SLV,1995,2.0513,
El Salvador,SLV,1996,2.1193,
El Salvador,SLV,1997,1.7363000000000002,
El Salvador,SLV,1998,1.8867,
El Salvador,SLV,1999,2.25,
El Salvador,SLV,2000,2.1553,
El Salvador,SLV,2001,1.9097000000000002,
El Salvador,SLV,2002,2.4769,36.91
El Salvador,SLV,2003,2.4725,39.41
El Salvador,SLV,2004,2.4861,48.21
El Salvador,SLV,2005,2.6327000000000003,73.47
El Salvador,SLV,2006,2.8029,62.48
El Salvador,SLV,2007,2.6152,74.88
El Salvador,SLV,2008,2.9053,81.36
El Salvador,SLV,2009,2.7269,71.86
El Salvador,SLV,2010,2.726,82.04
El Salvador,SLV,2011,2.492,91.23
El Salvador,SLV,2012,2.7822,76.11
El Salvador,SLV,2013,2.713,73.74
El Salvador,SLV,2014,2.4857,51.92
El Salvador,SLV,2015,2.2881,63.12
El Salvador,SLV,2016,2.7455000000000003,57.16
El Salvador,SLV,2017,2.9097,64.76
El Salvador,SLV,2018,2.3797,
Eritrea,ERI,1993,0.2566,
Eritrea,ERI,1994,0.767,
Eritrea,ERI,1995,0.41600000000000004,
Eritrea,ERI,1996,0.2649,
Eritrea,ERI,1997,0.2655,
Eritrea,ERI,1998,0.9597,
Eritrea,ERI,1999,0.7466,
Eritrea,ERI,2000,0.37720000000000004,
Eritrea,ERI,2001,0.6371,
Eritrea,ERI,2002,0.1582,5.02
Eritrea,ERI,2003,0.261,1.14
Eritrea,ERI,2004,0.2753,0.01
Eritrea,ERI,2005,0.7582,2.31
Eritrea,ERI,2006,0.7985,0.01
Eritrea,ERI,2007,0.9385,0.98
Eritrea,ERI,2008,0.25220000000000004,
Eritrea,ERI,2009,0.5001,0.78
Eritrea,ERI,2010,0.5117,0.4
Eritrea,ERI,2011,0.6491,0.82
Eritrea,ERI,2012,0.6894,0.89
Eritrea,ERI,2013,0.6698000000000001,1.19
Eritrea,ERI,2014,0.6661,1.36
Eritrea,ERI,2015,0.642,2.32
Eritrea,ERI,2016,0.6428,2.78
Eritrea,ERI,2017,0.6445000000000001,2.56
Eritrea,ERI,2018,0.6524,
Estonia,EST,1992,1.4038000000000002,
Estonia,EST,1993,2.1613,
Estonia,EST,1994,1.5971000000000002,
Estonia,EST,1995,1.6874,
Estonia,EST,1996,2.1785,
Estonia,EST,1997,1.992,
Estonia,EST,1998,1.627,
Estonia,EST,1999,1.2513,
Estonia,EST,2000,2.1147,
Estonia,EST,2001,2.037,
Estonia,EST,2002,2.024,26.46
Estonia,EST,2003,1.9217000000000002,41.47
Estonia,EST,2004,2.3303000000000003,46.5
Estonia,EST,2005,2.6944000000000004,33.31
Estonia,EST,2006,2.2099,39.81
Estonia,EST,2007,3.0091,41.12
Estonia,EST,2008,2.7928,58.53
Estonia,EST,2009,2.7605,45.21
Estonia,EST,2010,2.4642,43.9
Estonia,EST,2011,2.5989,46.61
Estonia,EST,2012,3.4120000000000004,52.57
Estonia,EST,2013,3.1356,52.51
Estonia,EST,2014,3.6696,54.5
Estonia,EST,2015,4.381600000000001,53.5
Estonia,EST,2016,2.6584000000000003,52.06
Estonia,EST,2017,3.9673000000000003,54.26
Estonia,EST,2018,2.6248,
Ethiopia,ETH,1993,1.3130000000000002,
Ethiopia,ETH,1994,0.9744,
Ethiopia,ETH,1995,1.0335,
Ethiopia,ETH,1996,1.2136,
Ethiopia,ETH,1997,1.2639,
Ethiopia,ETH,1998,1.1409,
Ethiopia,ETH,1999,1.1246,
Ethiopia,ETH,2000,1.1163,
Ethiopia,ETH,2001,1.198,
Ethiopia,ETH,2002,1.3537000000000001,9.3
Ethiopia,ETH,2003,1.1233,2.94
Ethiopia,ETH,2004,1.1626,6.25
Ethiopia,ETH,2005,1.3614000000000002,5.92
Ethiopia,ETH,2006,1.5633000000000001,5.95
Ethiopia,ETH,2007,1.439,7.03
Ethiopia,ETH,2008,1.4463000000000001,7.7
Ethiopia,ETH,2009,1.6825,7.9
Ethiopia,ETH,2010,1.8328,9.96
Ethiopia,ETH,2011,1.9616,9.51
Ethiopia,ETH,2012,2.0468,15.1
Ethiopia,ETH,2013,2.1931000000000003,10.3
Ethiopia,ETH,2014,2.3254,14.03
Ethiopia,ETH,2015,2.5561000000000003,8.15
Ethiopia,ETH,2016,2.484,8.93
Ethiopia,ETH,2017,2.5126,8.95
Ethiopia,ETH,2018,2.3945000000000003,
Ethiopia PDR,,1961,0.7146,
Ethiopia PDR,,1962,0.7023,
Ethiopia PDR,,1963,0.7040000000000001,
Ethiopia PDR,,1964,0.7235,
Ethiopia PDR,,1965,0.7323000000000001,
Ethiopia PDR,,1966,0.741,
Ethiopia PDR,,1967,0.7444000000000001,
Ethiopia PDR,,1968,0.7243,
Ethiopia PDR,,1969,0.7616,
Ethiopia PDR,,1970,0.7705000000000001,
Ethiopia PDR,,1971,0.7845000000000001,
Ethiopia PDR,,1972,0.8035,
Ethiopia PDR,,1973,0.8273,
Ethiopia PDR,,1974,0.8121,
Ethiopia PDR,,1975,0.8531000000000001,
Ethiopia PDR,,1976,1.0637,
Ethiopia PDR,,1977,1.0355,
Ethiopia PDR,,1978,0.8973000000000001,
Ethiopia PDR,,1979,1.1237000000000001,
Ethiopia PDR,,1980,1.2607000000000002,
Ethiopia PDR,,1981,1.1907,
Ethiopia PDR,,1982,1.165,
Ethiopia PDR,,1983,1.3358,
Ethiopia PDR,,1984,1.1698,
Ethiopia PDR,,1985,0.8806,
Ethiopia PDR,,1986,0.9656,
Ethiopia PDR,,1987,1.1529,
Ethiopia PDR,,1988,1.2141,
Ethiopia PDR,,1989,1.1722000000000001,
Ethiopia PDR,,1990,1.2381,
Ethiopia PDR,,1991,1.3075,
Ethiopia PDR,,1992,1.1558000000000002,
Europe,,1961,1.3789,
Europe,,1962,1.4425000000000001,
Europe,,1963,1.3021,
Europe,,1964,1.5138,
Europe,,1965,1.4288,
Europe,,1966,1.7080000000000002,
Europe,,1967,1.7068,
Europe,,1968,1.8168000000000002,
Europe,,1969,1.8012000000000001,
Europe,,1970,1.8898000000000001,
Europe,,1971,2.0504000000000002,
Europe,,1972,1.9932,
Europe,,1973,2.2023,
Europe,,1974,2.1228000000000002,
Europe,,1975,1.7919,
Europe,,1976,2.1722,
Europe,,1977,2.084,
Europe,,1978,2.3892,
Europe,,1979,2.1022000000000003,
Europe,,1980,2.2269,
Europe,,1981,2.0463,
Europe,,1982,2.3314,
Europe,,1983,2.3335,
Europe,,1984,2.5052000000000003,
Europe,,1985,2.5084,
Europe,,1986,2.6239000000000003,
Europe,,1987,2.6045000000000003,
Europe,,1988,2.5985,
Europe,,1989,2.779,
Europe,,1990,2.9017,
Europe,,1991,2.7122,
Europe,,1992,2.8659000000000003,
Europe,,1993,2.9478,
Europe,,1994,2.8627000000000002,
Europe,,1995,2.8885,
Europe,,1996,3.0697,
Europe,,1997,3.3048,
Europe,,1998,3.2725,
Europe,,1999,3.261,
Europe,,2000,3.1636,
Europe,,2001,3.4161,
Europe,,2002,3.4856000000000003,42.01
Europe,,2003,3.1859,44.98
Europe,,2004,3.8240000000000003,43.79
Europe,,2005,3.5126000000000004,42.63
Europe,,2006,3.4074,43.11
Europe,,2007,3.3533,46.43
Europe,,2008,3.9661000000000004,44.35
Europe,,2009,3.8001,42.74
Europe,,2010,3.71,45.53
Europe,,2011,3.9244000000000003,46.05
Europe,,2012,3.6325000000000003,46.76
Europe,,2013,4.0449,48.47
Europe,,2014,4.3580000000000005,48.69
Europe,,2015,4.167800000000001,49.69
Europe,,2016,4.2073,50.76
Europe,,2017,4.3871,51.77
Europe,,2018,4.2443,
"Europe, Western",,1961,2.4258,
"Europe, Western",,1962,2.8775,
"Europe, Western",,1963,2.8831,
"Europe, Western",,1964,3.0155000000000003,
"Europe, Western",,1965,3.0072,
"Europe, Western",,1966,2.9173,
"Europe, Western",,1967,3.5081,
"Europe, Western",,1968,3.5991,
"Europe, Western",,1969,3.5155000000000003,
"Europe, Western",,1970,3.2983000000000002,
"Europe, Western",,1971,3.8508,
"Europe, Western",,1972,3.9704,
"Europe, Western",,1973,4.1770000000000005,
"Europe, Western",,1974,4.2066,
"Europe, Western",,1975,3.7813000000000003,
"Europe, Western",,1976,3.544,
"Europe, Western",,1977,3.996,
"Europe, Western",,1978,4.5008,
"Europe, Western",,1979,4.3337,
"Europe, Western",,1980,4.5924000000000005,
"Europe, Western",,1981,4.4937000000000005,
"Europe, Western",,1982,4.8537,
"Europe, Western",,1983,4.716600000000001,
"Europe, Western",,1984,5.5789,
"Europe, Western",,1985,5.4591,
"Europe, Western",,1986,5.2253,
"Europe, Western",,1987,5.3411,
"Europe, Western",,1988,5.699,
"Europe, Western",,1989,5.726100000000001,
"Europe, Western",,1990,5.7948,
"Europe, Western",,1991,6.2694,
"Europe, Western",,1992,5.9892,
"Europe, Western",,1993,6.1516,
"Europe, Western",,1994,6.2039,
"Europe, Western",,1995,6.2856000000000005,
"Europe, Western",,1996,6.7161,
"Europe, Western",,1997,6.6926000000000005,
"Europe, Western",,1998,6.8959,
"Europe, Western",,1999,6.9778,
"Europe, Western",,2000,6.8472,
"Europe, Western",,2001,6.8407,
"Europe, Western",,2002,6.9137,132.16
"Europe, Western",,2003,5.9964,141.93
"Europe, Western",,2004,7.4359,132.48
"Europe, Western",,2005,6.867,128.98
"Europe, Western",,2006,6.6643,124.19
"Europe, Western",,2007,6.4049000000000005,134.4
"Europe, Western",,2008,7.2168,117.9
"Europe, Western",,2009,7.3260000000000005,113.12
"Europe, Western",,2010,6.9184,124.16
"Europe, Western",,2011,6.7991,116.91
"Europe, Western",,2012,7.121300000000001,120.47
"Europe, Western",,2013,7.1633000000000004,124.54
"Europe, Western",,2014,7.7595,129.37
"Europe, Western",,2015,7.524900000000001,128.82
"Europe, Western",,2016,6.3307,127.11
"Europe, Western",,2017,7.283,123.07
"Europe, Western",,2018,6.6363,
European Union,,1961,1.9906000000000001,
European Union,,1962,2.1578,
European Union,,1963,2.1651000000000002,
European Union,,1964,2.2606,
European Union,,1965,2.3769,
European Union,,1966,2.3802000000000003,
European Union,,1967,2.6527000000000003,
European Union,,1968,2.6551,
European Union,,1969,2.6883,
European Union,,1970,2.5751,
European Union,,1971,3.0073000000000003,
European Union,,1972,3.0839000000000003,
European Union,,1973,3.1509,
European Union,,1974,3.2697000000000003,
European Union,,1975,3.1001000000000003,
European Union,,1976,3.0701,
European Union,,1977,3.2575000000000003,
European Union,,1978,3.5341,
European Union,,1979,3.3856,
European Union,,1980,3.6387,
European Union,,1981,3.4934000000000003,
European Union,,1982,3.8183000000000002,
European Union,,1983,3.6535,
European Union,,1984,4.3563,
European Union,,1985,4.0963,
European Union,,1986,4.0621,
European Union,,1987,4.0549,
European Union,,1988,4.2333,
European Union,,1989,4.3037,
European Union,,1990,4.3208,
European Union,,1991,4.5412,
European Union,,1992,3.9138,
European Union,,1993,4.1178,
European Union,,1994,4.138,
European Union,,1995,4.2704,
European Union,,1996,4.5591,
European Union,,1997,4.6139,
European Union,,1998,4.664000000000001,
European Union,,1999,4.6724000000000006,
European Union,,2000,4.5482000000000005,
European Union,,2001,4.6407,
European Union,,2002,4.7353000000000005,86.86
European Union,,2003,4.2939,92.92
European Union,,2004,5.329400000000001,88.45
European Union,,2005,4.832,84.88
European Union,,2006,4.6958,84.49
European Union,,2007,4.598,90.59
European Union,,2008,5.2296000000000005,82.91
European Union,,2009,5.0755,78.21
European Union,,2010,5.024500000000001,85.81
European Union,,2011,5.1647,84.39
European Union,,2012,4.8965000000000005,85.79
European Union,,2013,5.325200000000001,90.12
European Union,,2014,5.722,91.94
European Union,,2015,5.514,94.03
European Union,,2016,5.290100000000001,93.91
European Union,,2017,5.5983,94.03
European Union,,2018,5.326700000000001,
Fiji,FJI,1961,1.7611,
Fiji,FJI,1962,1.7652,
Fiji,FJI,1963,1.8117,
Fiji,FJI,1964,1.7854,
Fiji,FJI,1965,1.7830000000000001,
Fiji,FJI,1966,1.7263000000000002,
Fiji,FJI,1967,1.7567000000000002,
Fiji,FJI,1968,2.0407,
Fiji,FJI,1969,1.8416000000000001,
Fiji,FJI,1970,1.8653000000000002,
Fiji,FJI,1971,1.9204,
Fiji,FJI,1972,1.9381000000000002,
Fiji,FJI,1973,2.0597000000000003,
Fiji,FJI,1974,1.9355,
Fiji,FJI,1975,2.2408,
Fiji,FJI,1976,2.302,
Fiji,FJI,1977,1.9301000000000001,
Fiji,FJI,1978,1.8544,
Fiji,FJI,1979,2.0177,
Fiji,FJI,1980,1.9256000000000002,
Fiji,FJI,1981,2.0695,
Fiji,FJI,1982,2.1185,
Fiji,FJI,1983,1.8447,
Fiji,FJI,1984,2.1405000000000003,
Fiji,FJI,1985,2.4082,
Fiji,FJI,1986,2.1818,
Fiji,FJI,1987,1.9228,
Fiji,FJI,1988,2.3782,
Fiji,FJI,1989,2.3706,
Fiji,FJI,1990,2.181,
Fiji,FJI,1991,2.3168,
Fiji,FJI,1992,2.154,
Fiji,FJI,1993,2.2755,
Fiji,FJI,1994,2.301,
Fiji,FJI,1995,2.6510000000000002,
Fiji,FJI,1996,2.105,
Fiji,FJI,1997,2.2133000000000003,
Fiji,FJI,1998,0.7544000000000001,
Fiji,FJI,1999,2.7063,
Fiji,FJI,2000,2.4337,
Fiji,FJI,2001,2.3416,
Fiji,FJI,2002,2.3798,37.06
Fiji,FJI,2003,2.3389,12.56
Fiji,FJI,2004,2.3528000000000002,30.27
Fiji,FJI,2005,2.3492,26.06
Fiji,FJI,2006,2.2835,16.68
Fiji,FJI,2007,2.6524,15.97
Fiji,FJI,2008,2.2661000000000002,26.71
Fiji,FJI,2009,2.819,10.87
Fiji,FJI,2010,2.8711,9.74
Fiji,FJI,2011,2.8213,14.13
Fiji,FJI,2012,2.4234,15.85
Fiji,FJI,2013,2.9995000000000003,14.83
Fiji,FJI,2014,3.5141,11.15
Fiji,FJI,2015,3.0011,23.33
Fiji,FJI,2016,3.0010000000000003,16.88
Fiji,FJI,2017,3.0010000000000003,20.26
Fiji,FJI,2018,3.0023,
Finland,FIN,1961,1.8834000000000002,
Finland,FIN,1962,1.3636000000000001,
Finland,FIN,1963,1.7992000000000001,
Finland,FIN,1964,1.5813000000000001,
Finland,FIN,1965,2.0079000000000002,
Finland,FIN,1966,1.7806000000000002,
Finland,FIN,1967,1.9907000000000001,
Finland,FIN,1968,2.0821,
Finland,FIN,1969,2.2863,
Finland,FIN,1970,2.3966000000000003,
Finland,FIN,1971,2.568,
Finland,FIN,1972,2.4605,
Finland,FIN,1973,2.241,
Finland,FIN,1974,2.1833,
Finland,FIN,1975,2.6254,
Finland,FIN,1976,2.9518,
Finland,FIN,1977,2.4314,
Finland,FIN,1978,2.4467000000000003,
Finland,FIN,1979,2.6368,
Finland,FIN,1980,2.8234000000000004,
Finland,FIN,1981,2.0729,
Finland,FIN,1982,2.9223000000000003,
Finland,FIN,1983,3.1801000000000004,
Finland,FIN,1984,3.0592,
Finland,FIN,1985,2.9043,
Finland,FIN,1986,2.9414000000000002,
Finland,FIN,1987,1.9200000000000002,
Finland,FIN,1988,2.3268,
Finland,FIN,1989,3.1902000000000004,
Finland,FIN,1990,3.5431000000000004,
Finland,FIN,1991,3.3477,
Finland,FIN,1992,2.8458,
Finland,FIN,1993,3.6065,
Finland,FIN,1994,3.5872,
Finland,FIN,1995,3.4090000000000003,
Finland,FIN,1996,3.438,
Finland,FIN,1997,3.4101000000000004,
Finland,FIN,1998,2.4028,
Finland,FIN,1999,2.5412,
Finland,FIN,2000,3.4987000000000004,
Finland,FIN,2001,3.1644,
Finland,FIN,2002,3.2950000000000004,81.03
Finland,FIN,2003,3.178,73.89
Finland,FIN,2004,3.2106000000000003,78.15
Finland,FIN,2005,3.4229000000000003,85.9
Finland,FIN,2006,3.2938,69.89
Finland,FIN,2007,3.6547,81.48
Finland,FIN,2008,3.5423,98.89
Finland,FIN,2009,3.7604,76.38
Finland,FIN,2010,3.1353,93.39
Finland,FIN,2011,3.5217,61.61
Finland,FIN,2012,3.5336000000000003,61.65
Finland,FIN,2013,3.6895000000000002,62.01
Finland,FIN,2014,3.6914000000000002,65.97
Finland,FIN,2015,3.6139,63.89
Finland,FIN,2016,3.5733,61.42
Finland,FIN,2017,3.9579,61.89
Finland,FIN,2018,3.0128,
France,FRA,1961,2.2759,
France,FRA,1962,2.6897,
France,FRA,1963,2.7694,
France,FRA,1964,2.8234000000000004,
France,FRA,1965,3.1065,
France,FRA,1966,2.9081,
France,FRA,1967,3.4767,
France,FRA,1968,3.5709,
France,FRA,1969,3.5321000000000002,
France,FRA,1970,3.3744,
France,FRA,1971,3.8755,
France,FRA,1972,4.1687,
France,FRA,1973,4.407500000000001,
France,FRA,1974,4.1793000000000005,
France,FRA,1975,3.6966,
France,FRA,1976,3.4408000000000003,
France,FRA,1977,4.0514,
France,FRA,1978,4.6305000000000005,
France,FRA,1979,4.516,
France,FRA,1980,4.8542000000000005,
France,FRA,1981,4.7291,
France,FRA,1982,5.0075,
France,FRA,1983,4.9499,
France,FRA,1984,5.9768,
France,FRA,1985,5.7428,
France,FRA,1986,5.3016000000000005,
France,FRA,1987,5.7062,
France,FRA,1988,6.0808,
France,FRA,1989,6.0991,
France,FRA,1990,6.0826,
France,FRA,1991,6.5362,
France,FRA,1992,6.4854,
France,FRA,1993,6.5126,
France,FRA,1994,6.5426,
France,FRA,1995,6.4565,
France,FRA,1996,7.082400000000001,
France,FRA,1997,6.890300000000001,
France,FRA,1998,7.4154,
France,FRA,1999,7.260400000000001,
France,FRA,2000,7.2315000000000005,
France,FRA,2001,6.7292000000000005,
France,FRA,2002,7.453,112.99
France,FRA,2003,6.1253,122
France,FRA,2004,7.5187,119.31
France,FRA,2005,6.965400000000001,113.15
France,FRA,2006,6.8005,113.43
France,FRA,2007,6.5206,124.08
France,FRA,2008,7.252800000000001,108.64
France,FRA,2009,7.412400000000001,98.57
France,FRA,2010,7.0686,105.79
France,FRA,2011,6.919300000000001,100.84
France,FRA,2012,7.2545,105
France,FRA,2013,7.0848,112.34
France,FRA,2014,7.556,111.73
France,FRA,2015,7.57,115.07
France,FRA,2016,5.668200000000001,113.28
France,FRA,2017,7.3067,114.77
France,FRA,2018,6.884600000000001,
French Guiana,GUF,1961,2.3878,
French Guiana,GUF,1962,2.9037,
French Guiana,GUF,1963,2.6,
French Guiana,GUF,1964,2.8947000000000003,
French Guiana,GUF,1965,2.9825,
French Guiana,GUF,1966,2.41,
French Guiana,GUF,1967,3.6364,
French Guiana,GUF,1968,5.25,
French Guiana,GUF,1969,3.5556,
French Guiana,GUF,1970,1.3714000000000002,
French Guiana,GUF,1971,3.7143,
French Guiana,GUF,1972,1.9055000000000002,
French Guiana,GUF,1973,1.7143000000000002,
French Guiana,GUF,1974,1.7143000000000002,
French Guiana,GUF,1975,1.7143000000000002,
French Guiana,GUF,1976,1.5,
French Guiana,GUF,1977,1.8,
French Guiana,GUF,1978,1.872,
French Guiana,GUF,1979,1.6,
French Guiana,GUF,1980,0.8,
French Guiana,GUF,1981,1.0784,
French Guiana,GUF,1982,1.0112,
French Guiana,GUF,1983,2.5658000000000003,
French Guiana,GUF,1984,3.2089000000000003,
French Guiana,GUF,1985,3.8023000000000002,
French Guiana,GUF,1986,3.3602000000000003,
French Guiana,GUF,1987,4.0898,
French Guiana,GUF,1988,3.9424,
French Guiana,GUF,1989,4.083,
French Guiana,GUF,1990,4.2416,
French Guiana,GUF,1991,4.0074000000000005,
French Guiana,GUF,1992,3.2501,
French Guiana,GUF,1993,3.7049000000000003,
French Guiana,GUF,1994,3.244,
