Entity,Code,Year,Tractors per 100 sq km arable land,Cereal yield (kilograms per hectare) (kg per hectare),Total population (Gapminder)
Armenia,ARM,1996,288.888888888889,1877.2,3168000
Armenia,ARM,1997,279.120879120879,1365.8,3133000
Armenia,ARM,1998,276.923076923077,1768.4,3109000
Armenia,ARM,1999,278.066666666667,1776.5,3089000
Armenia,ARM,2000,291.6,1383,3070000
Armenia,ARM,2001,,1878.7,3051000
Armenia,ARM,2002,,2204.7,3034000
Armenia,ARM,2003,,1567.1,3018000
Armenia,ARM,2004,,2280.8,3001000
Armenia,ARM,2005,,1938.7,2981000
Armenia,ARM,2006,,1323.9,2958000
Armenia,ARM,2007,,2592.6,2933000
Armenia,ARM,2008,,2405,2908000
Armenia,ARM,2009,,2250.3,2888000
Armenia,ARM,2010,,2068.2,2877000
Armenia,ARM,2011,,2789,2877000
Armenia,ARM,2012,,2650.5,2884000
Armenia,ARM,2013,,3072.5,2898000
Armenia,ARM,2014,,3181.6,2912000
Armenia,ARM,2015,,3132.1,2926000
Armenia,ARM,2016,,3076.1,2936000
Armenia,ARM,1800,,,413326
Armenia,ARM,1801,,,413326
Armenia,ARM,1802,,,413326
Armenia,ARM,1803,,,413326
Armenia,ARM,1804,,,413326
Armenia,ARM,1805,,,413326
Armenia,ARM,1806,,,413326
Armenia,ARM,1807,,,413326
Armenia,ARM,1808,,,413326
Armenia,ARM,1809,,,413326
Armenia,ARM,1810,,,413326
Armenia,ARM,1811,,,413506
Armenia,ARM,1812,,,413869
Armenia,ARM,1813,,,414415
Armenia,ARM,1814,,,415147
Armenia,ARM,1815,,,416066
Armenia,ARM,1816,,,417173
Armenia,ARM,1817,,,418471
Armenia,ARM,1818,,,419962
Armenia,ARM,1819,,,421646
Armenia,ARM,1820,,,423527
Armenia,ARM,1821,,,425605
Armenia,ARM,1822,,,427883
Armenia,ARM,1823,,,430361
Armenia,ARM,1824,,,433043
Armenia,ARM,1825,,,435930
Armenia,ARM,1826,,,439024
Armenia,ARM,1827,,,442327
Armenia,ARM,1828,,,445840
Armenia,ARM,1829,,,449566
Armenia,ARM,1830,,,453507
Armenia,ARM,1831,,,457664
Armenia,ARM,1832,,,461859
Armenia,ARM,1833,,,466093
Armenia,ARM,1834,,,470365
Armenia,ARM,1835,,,474677
Armenia,ARM,1836,,,479028
Armenia,ARM,1837,,,483419
Armenia,ARM,1838,,,487850
Armenia,ARM,1839,,,492322
Armenia,ARM,1840,,,496835
Armenia,ARM,1841,,,501389
Armenia,ARM,1842,,,505985
Armenia,ARM,1843,,,510623
Armenia,ARM,1844,,,515304
Armenia,ARM,1845,,,520027
Armenia,ARM,1846,,,524794
Armenia,ARM,1847,,,529605
Armenia,ARM,1848,,,534459
Armenia,ARM,1849,,,539358
Armenia,ARM,1850,,,544302
Armenia,ARM,1851,,,549257
Armenia,ARM,1852,,,554257
Armenia,ARM,1853,,,559302
Armenia,ARM,1854,,,564393
Armenia,ARM,1855,,,569531
Armenia,ARM,1856,,,574715
Armenia,ARM,1857,,,579947
Armenia,ARM,1858,,,585226
Armenia,ARM,1859,,,590553
Armenia,ARM,1860,,,595928
Armenia,ARM,1861,,,601353
Armenia,ARM,1862,,,606827
Armenia,ARM,1863,,,612351
Armenia,ARM,1864,,,617925
Armenia,ARM,1865,,,623550
Armenia,ARM,1866,,,629226
Armenia,ARM,1867,,,634953
Armenia,ARM,1868,,,640733
Armenia,ARM,1869,,,646565
Armenia,ARM,1870,,,652451
Armenia,ARM,1871,,,658390
Armenia,ARM,1872,,,664383
Armenia,ARM,1873,,,670245
Armenia,ARM,1874,,,676346
Armenia,ARM,1875,,,682502
Armenia,ARM,1876,,,688715
Armenia,ARM,1877,,,694811
Armenia,ARM,1878,,,701135
Armenia,ARM,1879,,,707517
Armenia,ARM,1880,,,713958
Armenia,ARM,1881,,,720297
Armenia,ARM,1882,,,726853
Armenia,ARM,1883,,,733470
Armenia,ARM,1884,,,740002
Armenia,ARM,1885,,,746738
Armenia,ARM,1886,,,753536
Armenia,ARM,1887,,,760268
Armenia,ARM,1888,,,767189
Armenia,ARM,1889,,,774172
Armenia,ARM,1890,,,781219
Armenia,ARM,1891,,,788330
Armenia,ARM,1892,,,795506
Armenia,ARM,1893,,,802747
Armenia,ARM,1894,,,810054
Armenia,ARM,1895,,,817428
Armenia,ARM,1896,,,824868
Armenia,ARM,1897,,,832377
Armenia,ARM,1898,,,839954
Armenia,ARM,1899,,,847599
Armenia,ARM,1900,,,855315
Armenia,ARM,1901,,,863100
Armenia,ARM,1902,,,870836
Armenia,ARM,1903,,,878763
Armenia,ARM,1904,,,886762
Armenia,ARM,1905,,,894834
Armenia,ARM,1906,,,902979
Armenia,ARM,1907,,,911021
Armenia,ARM,1908,,,919314
Armenia,ARM,1909,,,927682
Armenia,ARM,1910,,,936126
Armenia,ARM,1911,,,944595
Armenia,ARM,1912,,,953193
Armenia,ARM,1913,,,961869
Armenia,ARM,1914,,,970625
Armenia,ARM,1915,,,979460
Armenia,ARM,1916,,,988376
Armenia,ARM,1917,,,997372
Armenia,ARM,1918,,,1006536
Armenia,ARM,1919,,,1015762
Armenia,ARM,1920,,,1025073
Armenia,ARM,1921,,,1034470
Armenia,ARM,1922,,,1043952
Armenia,ARM,1923,,,1053521
Armenia,ARM,1924,,,1063179
Armenia,ARM,1925,,,1072924
Armenia,ARM,1926,,,1082759
Armenia,ARM,1927,,,1092684
Armenia,ARM,1928,,,1102700
Armenia,ARM,1929,,,1112808
Armenia,ARM,1930,,,1123009
Armenia,ARM,1931,,,1133303
Armenia,ARM,1932,,,1143691
Armenia,ARM,1933,,,1154175
Armenia,ARM,1934,,,1164755
Armenia,ARM,1935,,,1175431
Armenia,ARM,1936,,,1186206
Armenia,ARM,1937,,,1197079
Armenia,ARM,1938,,,1208052
Armenia,ARM,1939,,,1219126
Armenia,ARM,1940,,,1230301
Armenia,ARM,1941,,,1241579
Armenia,ARM,1942,,,1252960
Armenia,ARM,1943,,,1264445
Armenia,ARM,1944,,,1276035
Armenia,ARM,1945,,,1287732
Armenia,ARM,1946,,,1299536
Armenia,ARM,1947,,,1311448
Armenia,ARM,1948,,,1323470
Armenia,ARM,1949,,,1335601
Armenia,ARM,1950,,,1354000
Armenia,ARM,1951,,,1382000
Armenia,ARM,1952,,,1418000
Armenia,ARM,1953,,,1461000
Armenia,ARM,1954,,,1510000
Armenia,ARM,1955,,,1564000
Armenia,ARM,1956,,,1621000
Armenia,ARM,1957,,,1681000
Armenia,ARM,1958,,,1743000
Armenia,ARM,1959,,,1808000
Armenia,ARM,1960,,,1874000
Armenia,ARM,2017,,,2945000
Armenia,ARM,2018,,,2952000
Armenia,ARM,2019,,,2958000
Aruba,ABW,1961,,,55000
Aruba,ABW,1962,,,56000
Aruba,ABW,1963,,,57000
Aruba,ABW,1964,,,57000
Aruba,ABW,1965,,,57000
Aruba,ABW,1966,,,58000
Aruba,ABW,1967,,,58000
Aruba,ABW,1968,,,58000
Aruba,ABW,1969,,,59000
Aruba,ABW,1970,,,59000
Aruba,ABW,1971,,,59000
Aruba,ABW,1972,,,60000
Aruba,ABW,1973,,,60000
Aruba,ABW,1974,,,61000
Aruba,ABW,1975,,,61000
Aruba,ABW,1976,,,61000
Aruba,ABW,1977,,,60000
Aruba,ABW,1978,,,60000
Aruba,ABW,1979,,,60000
Aruba,ABW,1980,,,60000
Aruba,ABW,1981,,,61000
Aruba,ABW,1982,,,61000
Aruba,ABW,1983,,,62000
Aruba,ABW,1984,,,63000
Aruba,ABW,1985,,,63000
Aruba,ABW,1986,,,63000
Aruba,ABW,1987,,,62000
Aruba,ABW,1988,,,61000
Aruba,ABW,1989,,,61000
Aruba,ABW,1990,,,62000
Aruba,ABW,1991,,,65000
Aruba,ABW,1992,,,68000
Aruba,ABW,1993,,,72000
Aruba,ABW,1994,,,77000
Aruba,ABW,1995,,,80000
Aruba,ABW,1996,,,83000
Aruba,ABW,1997,,,85000
Aruba,ABW,1998,,,87000
Aruba,ABW,1999,,,89000
Aruba,ABW,2000,,,91000
Aruba,ABW,2001,,,93000
Aruba,ABW,2002,,,95000
Aruba,ABW,2003,,,97000
Aruba,ABW,2004,,,99000
Aruba,ABW,2005,,,100000
Aruba,ABW,2006,,,101000
Aruba,ABW,2007,,,101000
Aruba,ABW,2008,,,101000
Aruba,ABW,2009,,,101000
Aruba,ABW,2010,,,102000
Aruba,ABW,2011,,,102000
Aruba,ABW,2012,,,103000
Aruba,ABW,2013,,,103000
Aruba,ABW,2014,,,104000
Aruba,ABW,2015,,,104000
Aruba,ABW,2016,,,105000
Aruba,ABW,1950,,,38000
Aruba,ABW,1951,,,38000
Aruba,ABW,1952,,,39000
Aruba,ABW,1953,,,40000
Aruba,ABW,1954,,,42000
Aruba,ABW,1955,,,44000
Aruba,ABW,1956,,,46000
Aruba,ABW,1957,,,48000
Aruba,ABW,1958,,,51000
Aruba,ABW,1959,,,53000
Aruba,ABW,1960,,,54000
Aruba,ABW,2017,,,105000
Aruba,ABW,2018,,,106000
Aruba,ABW,2019,,,106000
Asia,,1961,,,1739385984
Asia,,1962,,,1775031040
Asia,,1963,,,1812470016
Asia,,1964,,,1852322944
Asia,,1965,,,1894973952
Asia,,1966,,,1940601984
Asia,,1967,,,1988923008
Asia,,1968,,,2039270016
Asia,,1969,,,2090701952
Asia,,1970,,,2142480000
Asia,,1971,,,2194450944
Asia,,1972,,,2246636032
Asia,,1973,,,2298695936
Asia,,1974,,,2350278912
Asia,,1975,,,2401170944
Asia,,1976,,,2451184128
Asia,,1977,,,2500443904
Asia,,1978,,,2549466112
Asia,,1979,,,2598988032
Asia,,1980,,,2649577984
Asia,,1981,,,2701224960
Asia,,1982,,,2753838080
Asia,,1983,,,2807784960
Asia,,1984,,,2863496960
Asia,,1985,,,2921172992
Asia,,1986,,,2981063936
Asia,,1987,,,3042806016
Asia,,1988,,,3105220096
Asia,,1989,,,3166705920
Asia,,1990,,,3226098944
Asia,,1991,,,3282945024
Asia,,1992,,,3337511936
Asia,,1993,,,3390245120
Asia,,1994,,,3441913088
Asia,,1995,,,3493086976
Asia,,1996,,,3543851008
Asia,,1997,,,3594032896
Asia,,1998,,,3643663104
Asia,,1999,,,3692736000
Asia,,2000,,,3741263104
Asia,,2001,,,3789285120
Asia,,2002,,,3836879872
Asia,,2003,,,3884134912
Asia,,2004,,,3931145984
Asia,,2005,,,3977986048
Asia,,2006,,,4024679936
Asia,,2007,,,4071215104
Asia,,2008,,,4117572096
Asia,,2009,,,4163713024
Asia,,2010,,,4209594112
Asia,,2011,,,4255190016
Asia,,2012,,,4300462080
Asia,,2013,,,4345331200
Asia,,2014,,,4389699072
Asia,,2015,,,4433475072
Asia,,2016,,,4476608000
Asia,,"10,000 BCE",,,914198
Asia,,"9,000 BCE",,,1557637
Asia,,"8,000 BCE",,,2415036
Asia,,"7,000 BCE",,,3791700
Asia,,"6,000 BCE",,,6142399
Asia,,"5,000 BCE",,,10296941
Asia,,"4,000 BCE",,,17179856
Asia,,"3,000 BCE",,,27662912
Asia,,"2,000 BCE",,,45947828
Asia,,"1,000 BCE",,,74546432
Asia,,0,,,121526576
Asia,,100,,,125047832
Asia,,200,,,128691576
Asia,,300,,,131674992
Asia,,400,,,134818480
Asia,,500,,,138098288
Asia,,600,,,141597600
Asia,,700,,,148147040
Asia,,800,,,154876688
Asia,,900,,,172793264
Asia,,1000,,,188585408
Asia,,1100,,,232217664
Asia,,1200,,,250480640
Asia,,1300,,,221290608
Asia,,1400,,,229632560
Asia,,1500,,,272967232
Asia,,1600,,,364970688
Asia,,1700,,,387623424
Asia,,1710,,,409051776
Asia,,1720,,,422732352
Asia,,1730,,,428466816
Asia,,1740,,,505257888
Asia,,1750,,,555108352
Asia,,1760,,,572221376
Asia,,1770,,,585400128
Asia,,1780,,,664648192
Asia,,1790,,,690969280
Asia,,1800,,,681367424
Asia,,1810,,,737620992
Asia,,1820,,,745255040
Asia,,1830,,,785314368
Asia,,1840,,,803598592
Asia,,1850,,,822641088
Asia,,1860,,,808465280
Asia,,1870,,,810647552
Asia,,1880,,,841132416
Asia,,1890,,,894237952
Asia,,1900,,,939401664
Asia,,1910,,,968833152
Asia,,1920,,,1052158080
Asia,,1930,,,1137103232
Asia,,1940,,,1259453312
Asia,,1950,,,1404909056
Asia,,1951,,,1435819008
Asia,,1952,,,1464834048
Asia,,1953,,,1492894976
Asia,,1954,,,1520768000
Asia,,1955,,,1549042048
Asia,,1956,,,1578121984
Asia,,1957,,,1608237056
Asia,,1958,,,1639460992
Asia,,1959,,,1671747968
Asia,,1960,,,1705041024
Asia,,2017,,,4519040000
Asia,,2018,,,4560667136
Asia,,2019,,,4601371136
Australia,AUS,1961,87.4835183037933,1083.9,10446000
Australia,AUS,1962,84.4344765286733,1217.3,10643000
Australia,AUS,1963,85.8957437791367,1285.2,10845000
Australia,AUS,1964,83.5223289994347,1323.7,11065000
Australia,AUS,1965,81.3880322458475,983.5,11313000
Australia,AUS,1966,79.4340384712475,1441.6,11593000
Australia,AUS,1967,78.4878143320897,830.8,11900000
Australia,AUS,1968,78.1821696061851,1338.7,12216000
Australia,AUS,1969,79.526265060241,1114.9,12519000
Australia,AUS,1970,78.5132407362907,1217.6,12793000
Australia,AUS,1971,80.6171247871564,1269.6,13033000
Australia,AUS,1972,81.9987197163679,933.1,13244000
Australia,AUS,1973,83.1629202307539,1318.5,13432000
Australia,AUS,1974,78.9534911326892,1393.6,13606000
Australia,AUS,1975,,1414,13773000
Australia,AUS,1976,,1345.5,13936000
Australia,AUS,1977,,987.5,14093000
Australia,AUS,1978,,1680.2,14249000
Australia,AUS,1979,,1510.2,14413000
Australia,AUS,1980,,1052.3,14588000
Australia,AUS,1981,,1401.5,14777000
Australia,AUS,1982,,875.6,14979000
Australia,AUS,1983,,1646.2,15195000
Australia,AUS,1984,,1609.3,15423000
Australia,AUS,1985,,1453.1,15664000
Australia,AUS,1986,,1521.9,15918000
Australia,AUS,1987,,1436,16183000
Australia,AUS,1988,,1629.4,16452000
Australia,AUS,1989,,1676.4,16714000
Australia,AUS,1990,,1716.1,16961000
Australia,AUS,1991,,1603.4,17189000
Australia,AUS,1992,,1896.6,17402000
Australia,AUS,1993,,1979.5,17603000
Australia,AUS,1994,,1266.7,17799000
Australia,AUS,1995,,1871,17993000
Australia,AUS,1996,,2129.5,18189000
Australia,AUS,1997,,1953.8,18387000
Australia,AUS,1998,,1986.3,18587000
Australia,AUS,1999,,2111,18788000
Australia,AUS,2000,,1962.3,18991000
Australia,AUS,2001,,1959.6,19195000
Australia,AUS,2002,,2197.5,19401000
Australia,AUS,2003,,1020.7,19624000
Australia,AUS,2004,,2116.3,19880000
Australia,AUS,2005,,1694.6,20179000
Australia,AUS,2006,,2111.7,20526000
Australia,AUS,2007,,981.3,20916000
Australia,AUS,2008,,1332.7,21332000
Australia,AUS,2009,,1651.2,21751000
Australia,AUS,2010,,1660.9,22155000
Australia,AUS,2011,,2097.1,22538000
Australia,AUS,2012,,2231.6,22904000
Australia,AUS,2013,,1936,23255000
Australia,AUS,2014,,2137.4,23596000
Australia,AUS,2015,,2026.7,23932000
Australia,AUS,2016,,2074.3,24263000
Australia,AUS,1800,,,351014
Australia,AUS,1801,,,350143
Australia,AUS,1802,,,349274
Australia,AUS,1803,,,348408
Australia,AUS,1804,,,347543
Australia,AUS,1805,,,346681
Australia,AUS,1806,,,345821
Australia,AUS,1807,,,344963
Australia,AUS,1808,,,344107
Australia,AUS,1809,,,343253
Australia,AUS,1810,,,342440
Australia,AUS,1811,,,341487
Australia,AUS,1812,,,340480
Australia,AUS,1813,,,339515
Australia,AUS,1814,,,338733
Australia,AUS,1815,,,338041
Australia,AUS,1816,,,337247
Australia,AUS,1817,,,336398
Australia,AUS,1818,,,335495
Australia,AUS,1819,,,334633
Australia,AUS,1820,,,334002
Australia,AUS,1821,,,333554
Australia,AUS,1822,,,333385
Australia,AUS,1823,,,333780
Australia,AUS,1824,,,334453
Australia,AUS,1825,,,335357
Australia,AUS,1826,,,336730
Australia,AUS,1827,,,338428
Australia,AUS,1828,,,340881
Australia,AUS,1829,,,344087
Australia,AUS,1830,,,348143
Australia,AUS,1831,,,353571
Australia,AUS,1832,,,359952
Australia,AUS,1833,,,366762
Australia,AUS,1834,,,374048
Australia,AUS,1835,,,381762
Australia,AUS,1836,,,389952
Australia,AUS,1837,,,398905
Australia,AUS,1838,,,408905
Australia,AUS,1839,,,420810
Australia,AUS,1840,,,434095
Australia,AUS,1841,,,448667
Australia,AUS,1842,,,466619
Australia,AUS,1843,,,488381
Australia,AUS,1844,,,514000
Australia,AUS,1845,,,543952
Australia,AUS,1846,,,577619
Australia,AUS,1847,,,615190
Australia,AUS,1848,,,656238
Australia,AUS,1849,,,698667
Australia,AUS,1850,,,742619
Australia,AUS,1851,,,786732
Australia,AUS,1852,,,831228
Australia,AUS,1853,,,877298
Australia,AUS,1854,,,926037
Australia,AUS,1855,,,977302
Australia,AUS,1856,,,1030426
Australia,AUS,1857,,,1084839
Australia,AUS,1858,,,1141160
Australia,AUS,1859,,,1198912
Australia,AUS,1860,,,1256048
Australia,AUS,1861,,,1307041
Australia,AUS,1862,,,1358799
Australia,AUS,1863,,,1409274
Australia,AUS,1864,,,1458226
Australia,AUS,1865,,,1505275
Australia,AUS,1866,,,1550374
Australia,AUS,1867,,,1594712
Australia,AUS,1868,,,1637908
Australia,AUS,1869,,,1680440
Australia,AUS,1870,,,1724213
Australia,AUS,1871,,,1769178
Australia,AUS,1872,,,1816956
Australia,AUS,1873,,,1860078
Australia,AUS,1874,,,1910253
Australia,AUS,1875,,,1962852
Australia,AUS,1876,,,2017719
Australia,AUS,1877,,,2058146
Australia,AUS,1878,,,2116524
Australia,AUS,1879,,,2178966
Australia,AUS,1880,,,2253007
Australia,AUS,1881,,,2320568
Australia,AUS,1882,,,2400679
Australia,AUS,1883,,,2482996
Australia,AUS,1884,,,2562980
Australia,AUS,1885,,,2650339
Australia,AUS,1886,,,2738702
Australia,AUS,1887,,,2830380
Australia,AUS,1888,,,2920158
Australia,AUS,1889,,,3006483
Australia,AUS,1890,,,3088808
Australia,AUS,1891,,,3168315
Australia,AUS,1892,,,3245279
Australia,AUS,1893,,,3318788
Australia,AUS,1894,,,3387933
Australia,AUS,1895,,,3453440
Australia,AUS,1896,,,3516129
Australia,AUS,1897,,,3575727
Australia,AUS,1898,,,3632416
Australia,AUS,1899,,,3688197
Australia,AUS,1900,,,3743707
Australia,AUS,1901,,,3798583
Australia,AUS,1902,,,3851995
Australia,AUS,1903,,,3906036
Australia,AUS,1904,,,3962416
Australia,AUS,1905,,,4022248
Australia,AUS,1906,,,4086866
Australia,AUS,1907,,,4138959
Australia,AUS,1908,,,4213351
Australia,AUS,1909,,,4301164
Australia,AUS,1910,,,4408208
Australia,AUS,1911,,,4518260
Australia,AUS,1912,,,4667239
Australia,AUS,1913,,,4811885
Australia,AUS,1914,,,4915478
Australia,AUS,1915,,,4960323
Australia,AUS,1916,,,4966110
Australia,AUS,1917,,,4986587
Australia,AUS,1918,,,5066003
Australia,AUS,1919,,,5202210
Australia,AUS,1920,,,5345426
Australia,AUS,1921,,,5472619
Australia,AUS,1922,,,5585790
Australia,AUS,1923,,,5705305
Australia,AUS,1924,,,5828491
Australia,AUS,1925,,,5951010
Australia,AUS,1926,,,6074196
Australia,AUS,1927,,,6194712
Australia,AUS,1928,,,6305547
Australia,AUS,1929,,,6399355
Australia,AUS,1930,,,6473801
Australia,AUS,1931,,,6534894
Australia,AUS,1932,,,6588976
Australia,AUS,1933,,,6640721
Australia,AUS,1934,,,6691798
Australia,AUS,1935,,,6742542
Australia,AUS,1936,,,6795622
Australia,AUS,1937,,,6853042
Australia,AUS,1938,,,6915804
Australia,AUS,1939,,,6982906
Australia,AUS,1940,,,7052010
Australia,AUS,1941,,,7119446
Australia,AUS,1942,,,7184210
Australia,AUS,1943,,,7250310
Australia,AUS,1944,,,7322420
Australia,AUS,1945,,,7401873
Australia,AUS,1946,,,7491676
Australia,AUS,1947,,,7600507
Australia,AUS,1948,,,7749066
Australia,AUS,1949,,,7949150
Australia,AUS,1950,,,8177000
Australia,AUS,1951,,,8398000
Australia,AUS,1952,,,8595000
Australia,AUS,1953,,,8782000
Australia,AUS,1954,,,8970000
Australia,AUS,1955,,,9166000
Australia,AUS,1956,,,9372000
Australia,AUS,1957,,,9587000
Australia,AUS,1958,,,9809000
Australia,AUS,1959,,,10029000
Australia,AUS,1960,,,10242000
Australia,AUS,2017,,,24585000
Australia,AUS,2018,,,24898000
Australia,AUS,2019,,,25203000
Austria,AUT,1961,792.02486678508,2520.8,7111000
Austria,AUT,1962,879.167162403331,2568.4,7157000
Austria,AUT,1963,987.312801932367,2509.9,7206000
Austria,AUT,1964,1073.65117682559,2621.7,7256000
Austria,AUT,1965,1155.00602409639,2330.1,7305000
Austria,AUT,1966,1275.71163366337,2940.6,7352000
Austria,AUT,1967,1361.64375,3251,7397000
Austria,AUT,1968,1432.2860712055,3343.1,7440000
Austria,AUT,1969,1510.95268138801,3555.7,7479000
Austria,AUT,1970,1569.86128625473,3192.3,7516000
Austria,AUT,1971,1630.01890359168,3656.4,7550000
Austria,AUT,1972,1690.51007556675,3402.6,7581000
Austria,AUT,1973,1833.75825627477,3855.5,7607000
Austria,AUT,1974,1878.56010568032,4070.9,7626000
Austria,AUT,1975,1919.25876902713,3752.7,7638000
Austria,AUT,1976,1934.21052631579,4173.9,7641000
Austria,AUT,1977,2012.01438848921,4096.2,7637000
Austria,AUT,1978,2023.27084680026,4394.2,7628000
Austria,AUT,1979,2087.32764281024,3729.2,7618000
Austria,AUT,1980,2083.984375,4515.6,7610000
Austria,AUT,1981,2080.69722401549,4147.1,7605000
Austria,AUT,1982,2124.16938110749,4778.8,7602000
Austria,AUT,1983,2265.87908269632,4755.5,7603000
Austria,AUT,1984,2256.47058823529,5091.4,7607000
Austria,AUT,1985,2251.7955801105,5269.4,7615000
Austria,AUT,1986,2265.87908269632,4824.9,7625000
Austria,AUT,1987,2265.87908269632,4962.9,7639000
Austria,AUT,1988,2410.45267489712,5546,7659000
Austria,AUT,1989,2408.80054832077,5289.7,7687000
Austria,AUT,1990,2373.64656381487,5577.3,7724000
Austria,AUT,1991,2352.94117647059,5456.5,7773000
Austria,AUT,1992,2374.65181058496,5152.7,7831000
Austria,AUT,1993,2415.89852008457,5088.8,7892000
Austria,AUT,1994,2424.45537596627,5391.7,7947000
Austria,AUT,1995,2517.80763790665,5502,7990000
Austria,AUT,1996,2517.7304964539,5391.3,8018000
Austria,AUT,1997,2516.96428571429,5901,8033000
Austria,AUT,1998,2458.89921372409,5675.5,8041000
Austria,AUT,1999,2457.74524158126,5926.9,8051000
Austria,AUT,2000,2424.22575976845,5403.9,8069000
Austria,AUT,2001,2422.49112383161,5856.2,8098000
Austria,AUT,2002,2419.17192371837,5831,8134000
Austria,AUT,2003,2412.46929414578,5255.4,8176000
Austria,AUT,2004,2408.84570765661,6495.5,8217000
Austria,AUT,2005,2401.24579002644,6133.1,8254000
Austria,AUT,2006,,5721.8,8285000
Austria,AUT,2007,,5844.1,8314000
Austria,AUT,2008,,6807.3,8342000
Austria,AUT,2009,,6149.5,8373000
Austria,AUT,2010,,5903.1,8410000
Austria,AUT,2011,,7056.7,8454000
Austria,AUT,2012,,6002.9,8502000
Austria,AUT,2013,,5847,8556000
Austria,AUT,2014,,7046.1,8615000
Austria,AUT,2015,,6196.3,8679000
Austria,AUT,2016,,7245.2,8747000
Austria,AUT,1800,,,3205587
Austria,AUT,1801,,,3213566
Austria,AUT,1802,,,3221565
Austria,AUT,1803,,,3229584
Austria,AUT,1804,,,3237623
Austria,AUT,1805,,,3245682
Austria,AUT,1806,,,3253761
Austria,AUT,1807,,,3261860
Austria,AUT,1808,,,3269979
Austria,AUT,1809,,,3278118
Austria,AUT,1810,,,3286650
Austria,AUT,1811,,,3295241
Austria,AUT,1812,,,3304214
Austria,AUT,1813,,,3313616
Austria,AUT,1814,,,3323445
Austria,AUT,1815,,,3333654
Austria,AUT,1816,,,3344288
Austria,AUT,1817,,,3355347
Austria,AUT,1818,,,3366878
Austria,AUT,1819,,,3378831
Austria,AUT,1820,,,3391206
Austria,AUT,1821,,,3404003
Austria,AUT,1822,,,3417266
Austria,AUT,1823,,,3430949
Austria,AUT,1824,,,3445098
Austria,AUT,1825,,,3459711
Austria,AUT,1826,,,3473360
Austria,AUT,1827,,,3488900
Austria,AUT,1828,,,3504901
Austria,AUT,1829,,,3521364
Austria,AUT,1830,,,3538286
Austria,AUT,1831,,,3555905
Austria,AUT,1832,,,3573810
Austria,AUT,1833,,,3592048
Austria,AUT,1834,,,3610571
Austria,AUT,1835,,,3629381
Austria,AUT,1836,,,3648571
Austria,AUT,1837,,,3668048
Austria,AUT,1838,,,3687857
Austria,AUT,1839,,,3707952
Austria,AUT,1840,,,3728381
Austria,AUT,1841,,,3749333
Austria,AUT,1842,,,3770810
Austria,AUT,1843,,,3792810
Austria,AUT,1844,,,3815333
Austria,AUT,1845,,,3838381
Austria,AUT,1846,,,3861905
Austria,AUT,1847,,,3887429
Austria,AUT,1848,,,3912000
Austria,AUT,1849,,,3937048
Austria,AUT,1850,,,3962619
Austria,AUT,1851,,,3988664
Austria,AUT,1852,,,4014995
Austria,AUT,1853,,,4041611
Austria,AUT,1854,,,4068514
Austria,AUT,1855,,,4095749
Austria,AUT,1856,,,4123270
Austria,AUT,1857,,,4151077
Austria,AUT,1858,,,4179217
Austria,AUT,1859,,,4207643
Austria,AUT,1860,,,4235926
Austria,AUT,1861,,,4265066
Austria,AUT,1862,,,4294872
Austria,AUT,1863,,,4325346
Austria,AUT,1864,,,4356438
Austria,AUT,1865,,,4388197
Austria,AUT,1866,,,4420574
Austria,AUT,1867,,,4453667
Austria,AUT,1868,,,4487330
Austria,AUT,1869,,,4521660
Austria,AUT,1870,,,4556657
Austria,AUT,1871,,,4592368
Austria,AUT,1872,,,4628888
Austria,AUT,1873,,,4662827
Austria,AUT,1874,,,4700982
Austria,AUT,1875,,,4739978
Austria,AUT,1876,,,4779816
Austria,AUT,1877,,,4818153
Austria,AUT,1878,,,4860091
Austria,AUT,1879,,,4903440
Austria,AUT,1880,,,4947024
Austria,AUT,1881,,,4989969
Austria,AUT,1882,,,5033965
Austria,AUT,1883,,,5078228
Austria,AUT,1884,,,5122044
Austria,AUT,1885,,,5167348
Austria,AUT,1886,,,5213882
Austria,AUT,1887,,,5259514
Austria,AUT,1888,,,5307964
Austria,AUT,1889,,,5357687
Austria,AUT,1890,,,5408500
Austria,AUT,1891,,,5460586
Austria,AUT,1892,,,5513854
Austria,AUT,1893,,,5568304
Austria,AUT,1894,,,5623935
Austria,AUT,1895,,,5680748
Austria,AUT,1896,,,5739016
Austria,AUT,1897,,,5798374
Austria,AUT,1898,,,5858368
Austria,AUT,1899,,,5918817
Austria,AUT,1900,,,5979721
Austria,AUT,1901,,,6041260
Austria,AUT,1902,,,6101911
Austria,AUT,1903,,,6164683
Austria,AUT,1904,,,6228010
Austria,AUT,1905,,,6292115
Austria,AUT,1906,,,6356442
Austria,AUT,1907,,,6420769
Austria,AUT,1908,,,6485163
Austria,AUT,1909,,,6547557
Austria,AUT,1910,,,6608150
Austria,AUT,1911,,,6668744
Austria,AUT,1912,,,6719738
Austria,AUT,1913,,,6765398
Austria,AUT,1914,,,6805059
Austria,AUT,1915,,,6824387
Austria,AUT,1916,,,6817383
Austria,AUT,1917,,,6778714
Austria,AUT,1918,,,6643721
Austria,AUT,1919,,,6533726
Austria,AUT,1920,,,6459395
Austria,AUT,1921,,,6495394
Austria,AUT,1922,,,6524726
Austria,AUT,1923,,,6544058
Austria,AUT,1924,,,6562058
Austria,AUT,1925,,,6582057
