binomial_name,country,continent,group,year_last_seen,red_list_category,threat_type,threatened
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Unknown,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Agriculture & Aquaculture,1
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Biological Resource Use,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Commercial Development,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Invasive Species,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Energy Production & Mining,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Climate Change,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Human Intrusions,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Pollution,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Transportation Corridor,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Natural System Modifications,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Geological Events,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Unknown,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Commercial Development,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Invasive Species,1
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Climate Change,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Pollution,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Natural System Modifications,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Geological Events,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Unknown,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,1
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,1
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,1
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Agriculture & Aquaculture,1
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Biological Resource Use,1
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Commercial Development,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Invasive Species,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Energy Production & Mining,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Climate Change,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Human Intrusions,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Pollution,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Transportation Corridor,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Natural System Modifications,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Geological Events,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,1
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,1
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Agriculture & Aquaculture,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Biological Resource Use,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Commercial Development,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Invasive Species,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Energy Production & Mining,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Climate Change,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Human Intrusions,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Pollution,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Transportation Corridor,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Natural System Modifications,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Geological Events,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Agriculture & Aquaculture,1
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Biological Resource Use,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Commercial Development,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Invasive Species,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Energy Production & Mining,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Climate Change,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Human Intrusions,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Pollution,1
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Transportation Corridor,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Natural System Modifications,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Geological Events,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Unknown,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Agriculture & Aquaculture,1
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Biological Resource Use,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Commercial Development,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Invasive Species,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Energy Production & Mining,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Climate Change,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Human Intrusions,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Pollution,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Transportation Corridor,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Natural System Modifications,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Geological Events,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia suaveolens,Brazil,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia versicolor,Ecuador,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Agriculture & Aquaculture,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Biological Resource Use,1
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Commercial Development,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Invasive Species,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Energy Production & Mining,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Climate Change,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Human Intrusions,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Pollution,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Transportation Corridor,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Natural System Modifications,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Geological Events,0
Brugmansia vulcanicola,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,1
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Biological Resource Use,1
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Commercial Development,1
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Climate Change,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Pollution,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Natural System Modifications,1
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Geological Events,0
Bulbophyllum conchophyllum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Unknown,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Agriculture & Aquaculture,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Biological Resource Use,1
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Commercial Development,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Invasive Species,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Energy Production & Mining,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Climate Change,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Human Intrusions,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Pollution,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Transportation Corridor,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Natural System Modifications,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Geological Events,0
Bulbophyllum erythroglossum,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Agriculture & Aquaculture,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Biological Resource Use,1
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Commercial Development,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Invasive Species,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Energy Production & Mining,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Climate Change,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Human Intrusions,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Pollution,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Transportation Corridor,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Natural System Modifications,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Geological Events,0
Bulbophyllum hirsutiusculum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,1
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,1
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Bulbophyllum minax,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Agriculture & Aquaculture,1
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Biological Resource Use,1
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Commercial Development,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Invasive Species,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Energy Production & Mining,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Climate Change,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Human Intrusions,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Pollution,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Transportation Corridor,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Natural System Modifications,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Geological Events,0
Bulbophyllum sanguineum,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Agriculture & Aquaculture,1
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Biological Resource Use,1
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Commercial Development,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Invasive Species,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Energy Production & Mining,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Climate Change,1
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Human Intrusions,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Pollution,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Transportation Corridor,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Natural System Modifications,1
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Geological Events,0
Bulbophyllum sceliphron,Papua New Guinea,Oceania,Flowering Plant,1980-1999,Extinct,Unknown,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Agriculture & Aquaculture,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Biological Resource Use,1
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Commercial Development,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Invasive Species,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Energy Production & Mining,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Climate Change,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Human Intrusions,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Pollution,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Transportation Corridor,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Natural System Modifications,1
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Geological Events,0
Bulbophyllum tampoketsense,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Byttneria ivorensis,Côte d'Ivoire,Africa,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,0
Byttneria ivorensis,Côte d'Ivoire,Africa,Flowering Plant,Before 1900,Extinct,Biological Resource Use,0
Byttneria ivorensis,Côte d'Ivoire,Africa,Flowering Plant,Before 1900,Extinct,Commercial Development,0
