year,neem,wdc
609.042,16.09,13.699
608.958,14.18,12.4
608.875,11.93,11.781
608.792,10.84,11.901
608.708,10.5,12.73
608.625,10.45,14.543
608.542,11.28,14.917
608.458,13.08,14.226
608.375,15.28,15.673
608.292,16.52,16.046
608.208,17.09,16.079
608.125,17.06,15.35
608.042,16.42,15.408
607.958,15.48,15.533
607.875,14.44,14.946
607.792,14.49,19.667
607.708,14.7,24.077
607.625,14.95,27.021
607.542,15.17,26.553
607.458,15.78,23.625
607.375,16.67,21.052
607.292,17.51,17.575
607.208,18.06,12.805
607.125,17.75,14.527
607.042,16.05,16.839
606.958,13.61,16.168
606.875,11.82,16.954
606.792,11.31,19.337
606.708,11.54,19.958
606.625,12.48,19.919
606.542,13.36,19.035
606.458,14.9,16.072
606.375,17.29,13.144
606.292,20,11.454
606.208,22.31,9.8504
606.125,21.96,8.4806
606.042,17.79,8.423
605.958,14.14,8.3112
605.875,11.86,8.7916
605.792,10.67,9.9962
605.708,10.12,10.723
605.625,10.02,11.514
605.542,10.37,12.608
605.458,11.16,12.78
605.375,12.41,12.658
605.292,14.65,12.052
605.208,16.81,11.166
605.125,19.43,9.7751
605.042,21.08,8.7679
604.958,19.95,8.0337
604.875,18.63,7.5677
604.792,18.33,8.0648
604.708,17.89,8.9564
604.625,17.68,10.505
604.542,17.57,11.693
604.458,17.64,12.99
604.375,18.06,13.998
604.292,18.38,14.174
604.208,18.61,13.782
604.125,18.5,13.844
604.042,17.78,15.46
603.958,15.66,16.027
603.875,12.6,14.81
603.792,10.47,14.043
603.708,8.7,16.056
603.625,7.8,19.25
603.542,8.4,18.841
603.458,9.84,15.531
603.375,11.59,12.706
603.292,13.97,9.4945
603.208,15.13,7.1792
603.125,14.36,6.5533
603.042,12.38,8.4245
602.958,10.65,8.8226
602.875,10.49,9.0835
602.792,11.54,10.798
602.708,12.31,13.308
602.625,12.16,13.863
602.542,11.79,13.617
602.458,12.44,12.797
602.375,13.45,11.607
602.292,13.52,11.081
602.208,12.63,9.6468
602.125,11.15,10.695
602.042,10.26,13.769
601.958,10.35,17.584
601.792,12.85,20.415
601.708,14.12,22.733
601.625,15.85,23.658
601.542,17.18,21.862
601.458,18.1,19.089
601.375,19.01,16.383
601.292,20.21,13.87
601.208,20.73,10.944
601.125,20.35,10.882
601.042,18.36,11.861
600.958,15.36,14.307
600.875,12.32,17.118
600.792,9.58,19.614
600.708,8.81,21.212
600.625,8.75,20.664
600.542,8.87,22.676
600.458,9.02,24.632
600.375,9.23,16.85
600.292,9.4,16.091
600.208,10.15,15.92
600.125,11.71,13.096
600.042,14.06,12.422
599.958,15.82,12.928
599.875,16.29,13.413
599.792,15.48,15.13
599.708,14.61,15.313
599.625,14.73,14.933
599.542,15.26,16.638
599.458,14.8,16.385
599.375,14.03,14.854
599.292,13.47,13.333
599.208,12.74,12.235
599.125,12.28,10.883
599.042,12.21,10.491
598.958,12.25,10.611
598.875,12.33,11.08
598.792,12.55,12.63
598.708,13.33,15.47
598.625,14.83,17.601
598.542,16.19,15.934
598.458,16.77,15.846
598.375,17.23,16.446
598.292,17.84,15.042
598.208,17.47,13.594
598.125,16.52,13.392
598.042,15.23,13.648
597.958,13.29,13.263
597.875,11.31,14.228
597.792,10.05,15.545
597.708,10.01,14.968
597.625,11.31,15.94
597.542,14.05,17.857
597.458,17.24,17.12
597.375,20.6,13.971
597.292,23.53,11.158
597.208,25.32,8.8561
597.125,26.03,8.155
597.042,25.3,9.192
596.958,23,9.5776
596.875,18.81,10.879
596.792,15.68,12.71
596.708,14.48,14.577
596.625,14.07,14.17
596.542,14.42,14.369
596.458,14.74,15.202
596.375,15.24,14.798
596.292,17.59,13.876
596.208,20.7,12.764
596.125,22.88,10.281
596.042,21.85,8.1286
595.958,18.57,7.1598
595.875,15.64,6.9142
595.792,13.02,7.2754
595.708,11.37,7.8492
595.625,10.28,8.3419
595.542,9.34,8.4387
595.458,9.6,8.7688
595.292,16.21,9.0566
595.208,17.24,9.7304
595.125,17.88,11.128
595.042,17.23,11.582
594.958,16.49,11.127
594.875,15.76,10.972
594.792,15.06,10.832
594.708,14.97,11.051
594.625,15.23,11.339
594.542,14.62,12.255
594.458,14.28,12.967
594.375,13.8,12.799
594.292,12.64,12.747
594.208,11.16,12.262
594.125,9.39,11.779
594.042,8.71,10.881
593.958,9.42,8.7758
593.875,10.56,7.474
593.792,11.94,7.0785
593.708,13.49,8.5511
593.625,15.34,10.378
593.542,16.71,10.859
593.458,17.49,10.06
593.375,17.83,11.705
593.292,16.96,13.231
593.208,15.27,13.999
593.125,13.86,14.241
593.042,12.61,13.627
592.958,10.83,12.491
592.875,9.44,13.422
592.792,8.85,14.824
592.708,8.58,15.532
592.625,8.68,15.271
592.542,9.52,17.506
592.458,10.43,16.657
592.375,11.49,15.877
592.292,12.52,14.268
592.208,13.38,13.328
592.125,13.46,13.339
592.042,12.68,14.3
591.958,11.49,15.48
591.875,10.07,17.154
591.792,8.52,18.969
591.708,7.81,20.756
591.625,7.89,22.132
591.542,8.9,23.466
591.458,10.56,21.198
591.375,12.52,16.07
591.292,14.14,16.119
591.208,14.86,16.024
591.125,14.41,16.556
591.042,12.37,17.369
590.958,10.43,18.854
590.875,9.47,18.441
590.792,9.7,20.589
590.708,10.64,23.168
590.625,11.92,23.747
590.542,13.08,22.106
590.458,14.07,18.588
590.375,15.27,17.442
590.292,15.98,16.661
590.208,16.05,16.593
590.125,15.69,17.01
590.042,14.69,16.907
589.958,14.7,16.019
589.875,16.47,15.331
589.792,19.8,14.813
589.708,24.37,15.03
589.625,29.45,15.673
589.542,32.33,16.557
589.458,31.58,17.456
589.375,27.23,17.666
589.292,22.64,15.895
589.208,18.89,12.837
589.125,15.95,9.1382
589.042,14.45,6.2423
588.958,14.11,4.8772
588.875,14.19,13.311
588.792,14.53,14.735
588.708,14.54,15.082
588.625,14.3,14.412
588.542,14.42,13.93
588.458,14.36,13.089
588.375,13.75,13.192
588.292,13.25,14.497
588.208,12.62,15.433
588.125,12.08,16.156
588.042,12.06,16.719
587.958,11.87,18.038
587.875,12.04,18.891
587.792,12.97,18.805
587.708,13.81,16.292
587.625,14.64,13.336
587.542,14.97,11.107
587.458,15.65,9.685
587.375,16.94,9.7389
587.292,17.57,9.4727
587.208,17.41,10.158
587.125,16.56,10.835
587.042,14.32,12.018
586.958,11.9,12.588
586.875,10.44,12.156
586.792,9.48,11.646
586.708,8.44,11.282
586.625,7.65,11.429
586.542,7.37,11.816
586.458,7.92,11.727
586.375,9.49,11.309
586.292,11.33,10.466
586.208,12.72,8.3043
586.125,13.81,9.098
586.042,15.81,12.369
585.958,17.11,15.893
585.875,18.47,20.825
585.792,20.15,25.777
585.708,22.02,27.269
585.625,23.37,25.32
585.542,24.11,16.74
585.458,24.53,12.157
585.375,24.04,9.1551
585.292,22.76,7.9567
585.208,20.72,8.5319
585.125,18.85,9.661
585.042,17.17,10.33
584.958,15.53,12.034
584.875,14.07,14.65
584.792,12.82,16.963
584.708,11.48,18.19
584.625,10.81,17.809
584.542,11.62,14.477
584.458,12.63,12.305
584.375,13.47,10.8
584.292,13.87,11.838
584.208,13.43,13.525
584.125,12.65,15.363
584.042,12.12,15.834
583.958,11.63,15.461
583.875,11.53,15.148
583.792,11.77,13.864
583.708,12.28,11.619
583.625,12.85,11.261
583.542,13.46,11.107
583.458,13.73,10.975
583.375,13.5,11.91
583.292,13.15,12.237
583.208,13.03,13.044
583.125,13.27,18.52
583.042,14.03,21.372
582.958,13.98,19.977
582.875,13.01,19.05
582.792,11.96,17.545
582.708,11.27,14.201
582.625,10.97,12.738
582.542,11.16,12.829
582.458,12,13.531
582.375,13.17,15.815
582.292,15.08,17.295
582.208,17.7,16.109
582.125,20.95,14.728
582.042,23.99,16.888
581.958,26.42,19.27
581.875,27.44,18.933
581.792,25.75,17.969
581.708,22.36,16.276
581.625,17.96,15.492
581.542,13.96,15.003
581.458,12.08,14.556
581.375,11.54,13.709
581.292,11.16,14.378
581.208,10.41,16.061
581.125,9.3,17.849
581.042,8.06,17.643
580.958,7.76,20.58
580.875,8.49,21.443
580.792,9.28,16.075
580.708,10.16,15.477
580.625,11.04,14.435
580.542,11.62,13.74
580.458,12.35,12.737
580.375,13.57,13.199
580.292,14.9,13.719
580.208,16.39,13.83
580.125,16.76,12.91
580.042,14.86,14.405
579.958,12.52,17.423
579.875,10.81,20.26
579.792,10.38,22.653
579.708,9.86,21.247
579.625,9.3,16.847
579.542,9.19,18.163
579.458,9.18,19.465
579.375,9.63,21.322
579.292,10.23,23.25
579.208,10.55,24.683
579.125,10.87,27.595
579.042,11.63,30.904
578.958,11.71,34.664
578.875,11.66,40.004
578.792,11.33,44.859
578.708,11.04,48.869
578.625,11.01,51.118
578.542,11.42,52.838
578.458,12.51,55.874
578.375,13.54,59.653
578.292,14.35,63.956
578.208,14.78,68.153
578.125,14.93,69.692
578.042,14.41,71.997
577.958,13.35,72.871
577.875,12.24,71.621
577.792,12.34,67.063
577.708,12.69,61.738
577.625,13.75,53.686
577.542,15.65,43.93
577.458,17.44,39.173
577.375,18.72,37.879
577.292,19.33,39.245
577.208,18.76,34.155
577.125,16.76,25.123
577.042,14.54,23.898
576.958,11.6,22.653
576.875,9.35,18.194
576.792,9.25,16.861
576.708,10.85,15.172
576.625,12.39,11.634
576.542,11.63,8.7053
576.458,11.49,9.8808
576.375,12.44,10.765
576.292,14.23,10.652
576.208,16.52,11.098
576.125,19.1,9.5278
576.042,20.88,9.8708
575.958,21.58,9.8318
575.875,21.27,9.528
575.792,21.12,11.232
575.708,21.67,13.819
575.625,23.65,14.292
575.542,26.78,14.095
575.458,31.2,13.388
575.375,38.25,12.182
575.292,46.73,11.017
575.208,54.38,9.0702
575.125,59.77,9.0375
575.042,61.69,9.0618
574.958,59.89,9.2601
574.875,56.3,9.9158
574.792,54.48,10.773
574.708,55.56,12.204
574.625,58.58,13.359
574.542,63.6,13.572
574.458,69.11,13.779
574.375,73.13,13.418
574.292,72.67,13.091
574.208,67.05,12.239
574.125,57.91,10.761
574.042,46.74,10.196
573.958,34.29,10.721
573.875,22.8,11.342
573.792,15.39,12.287
573.708,11.6,13.033
573.625,10.41,14.242
573.542,9.92,15.057
573.458,9.8,15.213
573.375,10.52,15.288
573.292,12.04,14.841
573.208,13.17,13.68
573.042,14.03,13.547
572.958,13.49,13.47
572.875,11.91,11.598
572.792,10.13,10.73
572.708,9.39,10.695
572.625,9.31,10.477
572.542,9.96,9.7953
572.458,11.11,9.4
572.375,12.37,9.3609000000000009
572.292,15.2,10.022
572.208,17.46,8.353
572.125,18.74,8.3967
572.042,18.75,10.2
571.958,18.77,12.261
571.875,18.85,14.729
571.792,18.64,16.65
571.708,18.26,17.777
571.625,18.47,17.509
571.542,18.68,16.846
571.458,19.44,15.223
571.375,20.4,13.407
571.292,22.07,11.513
571.208,23.78,10.329
571.125,25.33,10.515
571.042,25.83,11.769
570.958,25.72,12.68
570.875,24.4,13.507
570.792,22.55,14.596
570.708,21.51,16.116
570.625,20.92,17.1
570.542,19.74,16.941
570.458,18.3,16.236
570.375,17.34,14.505
570.292,16.75,12.316
570.208,16.13,11.108
570.125,15.41,9.1397
570.042,14.26,8.2659
569.958,12.95,8.4173
569.875,12.31,8.5685
569.792,12.65,9.1556
569.708,13.57,12.784
569.625,14.23,14.561
569.542,13.96,12.271
569.458,13.21,12.993
569.375,12.67,11.128
569.292,12.33,8.7132
569.208,11.67,7.3439
569.125,10.69,8.101
569.042,9.82,7.6481
568.958,9.31,6.898
568.875,9.22,8.6124
568.792,9.33,10.499
568.708,9.52,15.692
568.625,9.87,15.83
568.542,11.03,15.112
568.458,12.45,14.188
568.375,14,12.079
568.292,15.08,10.252
568.208,15.01,9.1347
568.125,14.01,8.6498
568.042,12.85,8.6336
567.958,12.03,9.1166
567.875,12.01,9.7623
567.792,12.08,10.736
567.708,12.01,12.154
567.625,11.8,13.087
567.542,11.9,13.732
567.458,12.5,13.679
567.375,13.58,12.009
567.292,15.1,10.691
567.208,15.88,8.6074
567.125,16.32,7.6486
567.042,16.39,6.9035
566.958,16.58,7.431
566.875,17.4,8.4029
566.792,17.34,8.1696
566.708,17.46,7.1501
566.625,18.54,4.7576
566.542,20.05,3.7458
566.458,21.06,6.3805
566.375,21.61,10.124
566.292,21.4,12.347
566.208,20.91,14.41
566.125,20.32,14.953
566.042,19.06,10.527
565.958,17.7,7.0905
565.875,15.5,4.7151
565.792,13.42,5.1668
565.708,11.67,6.0119
565.625,10.4,6.1133
565.542,10.1,5.5643
565.458,10.51,5.6594
565.375,11.87,7.0155
565.292,13.42,8.8225
565.208,14.48,9.2538
565.125,14.64,8.5202
565.042,14.28,9.2217
564.875,13.33,9.3671
564.792,11.8,9.6178
564.708,10.82,6.7097
564.625,11.38,6.6496
564.542,12.07,5.7999
564.458,13.03,7.2177
564.375,13.57,8.7632
564.292,13.49,9.0639
564.208,13.43,9.1635
564.125,13,9.7667
564.042,12.49,9.1603
563.958,12.01,8.3158
563.875,11.12,7.8454
563.792,9.89,7.6452
563.708,9.14,7.6908
563.625,9.09,8.0893
563.542,9.58,9.0419
562.625,10.06,13.62
562.542,10.79,16.604
562.458,11.95,17.331
562.375,12.85,18.99
562.292,13.46,18.923
562.208,14.1,19.341
562.125,15.41,14.287
562.042,16.9,11.455
561.958,18.37,11.427
561.875,19.06,11.821
561.292,19.98,8.1022
561.208,20.26,9.0564
561.125,20.52,10.188
561.042,20.02,11.587
560.958,18.97,12.514
560.875,16.88,13.822
560.792,14.89,15.019
560.708,14.16,15.176
560.542,13.63,15.334
560.458,13.32,15.666
560.375,13.09,14.616
560.292,13.6,11.57
560.208,14,10.403
560.125,14.04,9.2595
560.042,13.71,9.5216
559.958,13.33,11.599
559.875,12.65,14.307
559.792,11.63,16.474
559.708,10.76,16.744
559.625,10.94,15.536
559.542,11.28,15.43
559.458,13.49,14.625
559.375,13.95,12.244
559.292,14.15,12.121
559.208,13.91,12.421
559.125,13.32,12.265
559.042,13.17,13.279
558.81,13.75,13.553
558.57,10.51,15.525
558.33,14.1,18.07
558.09,9.44,18.875
557.85,7.53,15.278
557.61,1.68,13.677
557.38,4.61,10.905
557.14,11.29,9.4194
556.9,7.35,8.6032
556.66,10.21,8.6913
556.42,4.98,11.267
556.19,15.1,12.2
555.94,10.42,12.138
555.7,14.76,14.083
555.45,8.79,16.231
555.2,17.68,18.761
554.94,9.31,21.421
554.66,12.15,17.485
554.39,11.18,15.797
554.12,16.46,16.396
553.85,13.82,16.506
553.58,12.27,17.928
553.32,8.55,20.595
553.06,19.17,21.252
552.8,12.08,21.017
552.53,13.06,22.655
552.27,7.7,29.911
552,11.77,34.852
551.72,15.96,35.553
551.45,8.73,34.697
551.17,15.52,32.538
550.9,5.49,31.001
550.61,23.94,31.607
550.32,9.48,32.616
550.03,6.57,36.564
549.74,9.26,43.051
549.45,15.26,50.197
549.16,6.16,50.201
548.87,24.28,49.863
548.58,17.2,48.717
548.29,18.8,47.04
548,8.17,45.609
547.61,40.28,41.082
547.21,25.37,33.839
546.86,21.34,34.041
546.55,13.75,25.142
546.25,8.81,31.15
545.95,7.21,31.373
545.62,17.95,17.714
545.3,14.99,15.815
544.97,16.1,16.132
544.65,18.32,16.979
544.32,27.75,18.459
543.99,13.21,19.008
543.68,14.88,15.526
543.38,10.5,13.088
543.06,15.68,11.645
542.74,8.98,10.89
542.41,16.86,11.056
542.09,24.47,11.648
541.76,27.25,12.753
541.43,20.97,15.128
541.11,26.13,19.804
540.8,30.51,24.642
540.48,20.25,27.139
540.18,34.54,23.507
539.87,78.34,20.59
539.58,13.35,20.953
539.2,10.67,20.534
538.83,19.14,17.552
538.47,14.99,17.45
538.1,32.3,17.261
537.74,34.24,18.319
537.38,50.62,18.429
537.02,63.44,20.154
536.66,170.6,22.289
536.3,139.55,27.029
535.91,77.84,24.519
535.42,18.08,20.451
534.96,11.08,17.4
534.67,9.54,11.546
534.38,16.02,10.84
534.1,8.48,10.653
533.68,5.92,10.478
533.31,2.18,10.94
532.92,11.97,11.224
532.52,11.64,11.889
532.12,6.67,17.016
531.78,4.46,19.904
531.48,4.06,21.915
531.16,10.04,21.653
530.82,15.14,21.118
530.42,10.21,19.158
530.01,9.29,15.909
529.72,14.33,13.743
529.42,7.98,12.538
529.13,9.63,11.36
528.86,15.99,10.939
528.59,10.8,11.495
528.33,5.41,11.905
528.07,7.89,13.807
527.78,11.94,16.063
527.47,6.91,15.922
527.16,10.82,15.36
526.89,18.82,13.002
526.67,4.92,10.519
526.44,7.59,10.046
526.21,7.53,9.2599
525.97,14.76,9.5177
525.66,14.27,7.4149
525.36,9.67,5.6654
525.05,10.17,8.4094
524.77,18.01,10.624
524.49,19.06,11.98
524.22,13.13,13.463
523.94,19,14.444
523.66,12.13,16.721
523.39,9.1,18.647
523.12,12.52,18.491
522.84,18.74,17.987
522.56,8.3,17.171
522.29,4.83,17.083
522.01,59.84,17.955
521.74,91,20.465
521.46,55.96,21.032
521.18,12.76,23.968
520.93,3.23,22.768
520.66,9.52,18.652
520.4,6.89,16.826
520.13,11.51,13.689
519.86,7.53,10.956
519.58,5.17,9.3164
519.29,21.61,9.0322
519.01,45.87,10.504
518.79,15.69,11.554
518.56,9.48,11.093
518.33,13.79,11.57
518.1,17.21,11.964
517.87,6.39,13.636
517.63,9.99,11.982
517.39,18,12.506
517.15,9.12,11.82
516.9,4.93,7.7326
516.63,5.11,6.3871
516.37,7.42,7.5801
516.1,11.66,8.4295
515.85,20.29,9.4752
515.6,15.7,11.449
515.34,12.62,12.756
514.98,1.07,12.156
514.59,5.77,11.588
514.22,13.94,10.332
513.83,13.73,9.0959
513.45,11.33,8.2005
513.07,6.93,7.6595
512.72,8.34,7.4255
512.38,11.41,8.0044
512.03,9.18,9.1027
511.67,14.73,10.662
511.31,31.8,13.123
510.94,13.75,15.391
510.54,17.4,17.492
510.13,14.91,17.362
509.73,8.81,17.678
509.32,4.14,16.822
509.03,9.83,11.915
508.73,14.18,9.0485
508.44,8.19,7.5248
508.14,5.56,6.6152
507.85,10.67,7.6902
507.56,10.89,10.527
507.27,10.23,11.184
506.97,3.69,9.7515
506.68,4.53,7.3418
506.38,5.68,8.292
506.09,11.85,10.33
505.79,5.34,11.247
505.5,7.25,12.444
505.2,12.28,14.207
504.958,19.33,16.788
504.875,18.04,20.126
504.792,16.15,24.392
504.708,14.66,26.702
504.625,12.96,25.34
504.542,12.65,21.972
504.458,13.18,18.916
504.375,14.42,16.473
504.292,16.18,15.212
504.208,17.27,13.922
504.125,18.66,13.261
504.042,18.99,13.465
503.958,17.92,14.954
503.875,16.14,16.649
503.792,14.22,18.356
503.708,12.51,18.991
503.625,11.64,15.97
503.542,11.74,12.378
503.458,12.47,12.126
503.375,13.66,9.4317
503.292,15.23,9.0498
503.208,16.61,9.479
503.125,17.19,10.319
503.042,17.16,12.485
502.958,16.16,14.757
502.875,14.4,17.285
502.792,14.28,17.46
502.708,16,13.51
502.625,18.04,12.128
502.542,20.61,10.704
502.458,23.81,10.294
502.375,29.78,10.757
502.292,41.85,11.537
502.208,54.28,12.887
502.125,59.3,14.738
502.042,50.7,16.195
501.958,40.68,16.542
501.708,31.14,16.986
501.625,25.78,17.438
501.542,21.33,16.48
501.458,20.26,13.968
501.375,21.42,11.896
501.292,23.04,10.609
501.208,23.44,9.0011
501.125,23.34,7.9789
501.042,23.28,7.8494
500.958,22.17,8.1486
500.875,20.02,9.6347
500.792,18.76,11.785
500.708,18.74,13.202
500.625,19.35,11.232
500.542,19.74,12.631
500.458,19.8,14.002
500.208,19.93,12.02
500.125,19.86,8.1051
500.042,18.99,5.1586
NA,NA,5.2121
NA,NA,7.0084
NA,NA,7.7638
NA,NA,8.9864
NA,NA,11.623
NA,NA,13.511
NA,NA,13.738
NA,NA,12.673
NA,NA,11.116
NA,NA,8.8447
NA,NA,7.1402
NA,NA,7.2681
NA,NA,7.801
NA,NA,9.4576
NA,NA,11.998
NA,NA,14.014
NA,NA,15.572
NA,NA,16.086
NA,NA,15.834
NA,NA,14.221
NA,NA,8.238
NA,NA,5.2909
NA,NA,7.1529
NA,NA,7.5106
NA,NA,8.134
NA,NA,8.6668
NA,NA,9.3374
NA,NA,9.9398
NA,NA,10.06
NA,NA,9.545
NA,NA,9.3302
NA,NA,8.1414
NA,NA,6.9553
NA,NA,6.8709
NA,NA,7.5629
NA,NA,8.0239
NA,NA,9.2331
NA,NA,10.947
NA,NA,11.969
NA,NA,14.211
NA,NA,16.773
NA,NA,15.326
NA,NA,15.668
NA,NA,15.416
NA,NA,12.619
NA,NA,12.048
NA,NA,10.85
NA,NA,9.9465
NA,NA,9.2723
NA,NA,9.1118
NA,NA,10.227
NA,NA,11.131
NA,NA,11.778
NA,NA,12.558
NA,NA,11.258
NA,NA,9.6141
NA,NA,7.0723
NA,NA,6.4517
NA,NA,6.6144
NA,NA,6.8006
NA,NA,7.7311
NA,NA,9.4186
NA,NA,11.046
NA,NA,13.39
NA,NA,14.416
NA,NA,12.349
NA,NA,13.254
NA,NA,14.236
NA,NA,13.892
NA,NA,12.853
NA,NA,12.91
NA,NA,14.532
NA,NA,16.188
NA,NA,14.61
NA,NA,16.57
NA,NA,20.191
NA,NA,21.17
NA,NA,20.784
NA,NA,19.547
NA,NA,18.716
NA,NA,15.437
NA,NA,9.5951
NA,NA,9.3567
NA,NA,11.359
NA,NA,12.594
NA,NA,15.287
NA,NA,18.323
NA,NA,17.255
NA,NA,18.855
NA,NA,20.014
NA,NA,19.359
NA,NA,19.18
NA,NA,15.489
NA,NA,11.931
NA,NA,11.78
NA,NA,12.162
NA,NA,7.9828
NA,NA,9.6375
NA,NA,13.059
NA,NA,14.411
NA,NA,17.483
NA,NA,16.665
NA,NA,13.748
NA,NA,10.641
NA,NA,7.5412
NA,NA,7.8091
NA,NA,7.8757
NA,NA,8.3049
NA,NA,9.7684
NA,NA,12.112
NA,NA,14.105
NA,NA,15.444
NA,NA,14.913
NA,NA,13.554
NA,NA,12.228
NA,NA,11.04
NA,NA,10.16
NA,NA,9.8842
NA,NA,10.317
NA,NA,11.863
NA,NA,13.899
NA,NA,15.798
NA,NA,19.995
NA,NA,23.121
NA,NA,21.313
NA,NA,15.403
NA,NA,11.652
NA,NA,12.364
NA,NA,11.619
NA,NA,10.629
NA,NA,9.6287
NA,NA,9.4148
NA,NA,9.8544
NA,NA,10.878
NA,NA,13.3
NA,NA,14.946
NA,NA,16.053
NA,NA,15.874
NA,NA,16.899
NA,NA,15.304
NA,NA,7.9271
NA,NA,5.6478
NA,NA,6.5232
NA,NA,7.3757
NA,NA,10.134
NA,NA,13.981
NA,NA,16.015
NA,NA,15.659
NA,NA,14.221
NA,NA,12.128
NA,NA,8.1373
NA,NA,6.8923
NA,NA,6.9191
NA,NA,7.317
NA,NA,9.1024
NA,NA,11.257
NA,NA,14.126
NA,NA,17.132
NA,NA,19.672
NA,NA,19.947
NA,NA,19.734
NA,NA,19.498
NA,NA,18.902
NA,NA,16.342
NA,NA,14.312
NA,NA,13.132
NA,NA,11.961
NA,NA,11.651
NA,NA,12.981
NA,NA,15.339
NA,NA,18.378
NA,NA,18.596
NA,NA,19.048
NA,NA,19.68
NA,NA,17.728
NA,NA,14.703
NA,NA,13.107
NA,NA,13.451
NA,NA,11.831
NA,NA,9.9806
NA,NA,12.91
NA,NA,14.55
NA,NA,16.351
NA,NA,17.28
NA,NA,16.439
NA,NA,15.782
NA,NA,14.972
NA,NA,13.432
NA,NA,12.721
NA,NA,11.713
NA,NA,10.842
NA,NA,11.021
NA,NA,12.324
NA,NA,13.244
NA,NA,13.814
NA,NA,15.247
NA,NA,17.612
NA,NA,18.581
NA,NA,14.288
NA,NA,9.9282
NA,NA,7.8637
NA,NA,6.2749
NA,NA,7.4776
NA,NA,9.3173
NA,NA,11.001
NA,NA,13.429
NA,NA,15.539
NA,NA,16.207
NA,NA,15.626
NA,NA,14.903
NA,NA,14.2
NA,NA,12.256
NA,NA,10.833
NA,NA,11.143
NA,NA,12.62
NA,NA,14.693
NA,NA,14.945
NA,NA,16.663
NA,NA,20.707
NA,NA,16.019
NA,NA,17.147
NA,NA,14.436
NA,NA,10.24
NA,NA,9.4156
NA,NA,9.0415
NA,NA,10.889
NA,NA,8.1162
NA,NA,8.2217
NA,NA,10.545
NA,NA,12.598
NA,NA,14.359
NA,NA,16.609
NA,NA,19.404
NA,NA,19.35
NA,NA,18.994
NA,NA,18.79
NA,NA,17.057
NA,NA,15.265
NA,NA,14.237
NA,NA,12.924
NA,NA,12.124
NA,NA,12.346
NA,NA,13.388
NA,NA,15.086
NA,NA,15.929
NA,NA,15.643
NA,NA,14.34
NA,NA,11.537
NA,NA,9.1843
NA,NA,7.3194
NA,NA,7.695
NA,NA,7.4167
NA,NA,4.6971
NA,NA,8.2973
NA,NA,10.989
NA,NA,13.599
NA,NA,16.27
NA,NA,11.787
NA,NA,6.7757
NA,NA,8.0318
NA,NA,7.6829
NA,NA,7.0614
NA,NA,7.5546
NA,NA,8.3441
NA,NA,9.576
NA,NA,10.536
NA,NA,11.412
NA,NA,13.075
NA,NA,14.209
NA,NA,14.072
NA,NA,11.962
NA,NA,11.233
NA,NA,11.004
NA,NA,9.1735
NA,NA,8.7241
NA,NA,9.1429
NA,NA,9.5192
NA,NA,9.7957
NA,NA,9.2316
NA,NA,9.5247
NA,NA,11.23
NA,NA,12.741
NA,NA,11.902
NA,NA,10.518
NA,NA,9.2035
NA,NA,8.0918
NA,NA,7.7462
NA,NA,8.1959
NA,NA,8.6033
NA,NA,7.5349
