volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,event_remarks,event_date_year,event_date_month,event_date_day
267020,Karangetang,16504,1905,106915,Explosion,NA,NA,NA,NA
267020,Karangetang,16504,1905,106916,Ash,NA,NA,NA,NA
267020,Karangetang,16505,1921,106918,Explosion,NA,NA,NA,NA
267020,Karangetang,16505,1921,106919,Ash,NA,NA,NA,NA
267020,Karangetang,16505,1921,106920,Lava dome formation,Uncertain,NA,NA,NA
267020,Karangetang,16506,1922,106922,Explosion,NA,NA,NA,NA
267020,Karangetang,16506,1922,106923,Ash,NA,NA,NA,NA
267020,Karangetang,16506,1922,106924,Lava flow(s),NA,NA,NA,NA
267020,Karangetang,16506,1922,106925,Earthquakes (undefined),Before.,NA,NA,NA
267020,Karangetang,16507,1924,106927,Explosion,NA,NA,NA,NA
267020,Karangetang,16508,1926,106929,Explosion,NA,NA,NA,NA
267020,Karangetang,16509,1930,106931,Explosion,NA,NA,NA,NA
267020,Karangetang,16509,1930,106932,Ash,NA,NA,NA,NA
267020,Karangetang,16509,1930,106933,Bombs,NA,NA,NA,NA
267020,Karangetang,16509,1930,106934,Loud audible noises,NA,NA,NA,NA
267020,Karangetang,16510,1930,106936,Explosion,weak or small,NA,NA,NA
267020,Karangetang,16520,1953,106937,Explosion,NA,NA,NA,NA
267020,Karangetang,16521,1961,106939,Explosion,NA,NA,NA,NA
267020,Karangetang,16522,1961,106941,Explosion,NA,NA,NA,NA
267020,Karangetang,16522,1961,106942,Ash,NA,NA,NA,NA
267020,Karangetang,16522,1961,106943,Lapilli,NA,NA,NA,NA
267020,Karangetang,16522,1961,106944,Bombs,NA,NA,NA,NA
267020,Karangetang,16522,1961,106945,Eruption cloud,NA,NA,NA,NA
267020,Karangetang,16522,1961,106946,Earthquake (tectonic),NA,NA,NA,NA
267020,Karangetang,16523,1962,106948,Explosion,NA,NA,NA,NA
267020,Karangetang,16523,1962,106949,Tephra,NA,NA,NA,NA
267020,Karangetang,16523,1962,106950,Property damage,NA,NA,NA,NA
267020,Karangetang,16523,1962,106951,Lahar or mudflow,NA,NA,NA,NA
267020,Karangetang,16523,1962,106952,Eruption cloud,NA,NA,NA,NA
267020,Karangetang,16523,1962,106953,Earthquake (tectonic),NA,NA,NA,NA
267020,Karangetang,16524,1965,106955,Explosion,weak or small,NA,NA,NA
267020,Karangetang,16524,1965,106956,Ash,NA,NA,NA,NA
267020,Karangetang,16524,1965,106957,Lapilli,NA,NA,NA,NA
267020,Karangetang,16524,1965,106958,Bombs,NA,NA,NA,NA
267020,Karangetang,16524,1965,106959,Lava flow(s),Uncertain,NA,NA,NA
267020,Karangetang,16524,1965,106960,Earthquake (tectonic),NA,NA,NA,NA
267020,Karangetang,16525,1967,106962,Explosion,weak or small,NA,NA,NA
267020,Karangetang,16526,1970,106964,Explosion,NA,NA,NA,NA
267020,Karangetang,16526,1970,106965,Ash,NA,NA,NA,NA
267020,Karangetang,16526,1970,106966,Lapilli,NA,NA,NA,NA
267020,Karangetang,16526,1970,106967,Bombs,NA,NA,NA,NA
267020,Karangetang,16526,1970,106968,Pyroclastic flow,NA,NA,NA,NA
267020,Karangetang,16526,1970,106969,Lava flow(s),NA,NA,NA,NA
267020,Karangetang,16530,1979,106971,Explosion,NA,NA,NA,NA
267020,Karangetang,16530,1979,106972,Crater formation,Parasitic.,NA,NA,NA
267020,Karangetang,16531,1980,106974,Explosion,NA,NA,NA,NA
267020,Karangetang,16531,1980,106975,Tephra,NA,NA,NA,NA
267020,Karangetang,16532,1982,106977,Explosion,Uncertain,NA,NA,NA
267020,Karangetang,16533,1983,106980,Explosion,moderate,NA,NA,NA
267020,Karangetang,16533,1983,106981,Ash,NA,NA,NA,NA
267020,Karangetang,16533,1983,106982,Pyroclastic flow,"violent, strong, or large",NA,NA,NA
267020,Karangetang,16533,1983,106983,Phreatic activity,NA,NA,NA,NA
267020,Karangetang,16533,1983,106984,Lava flow(s),NA,NA,NA,NA
267020,Karangetang,16533,1983,106985,Property damage,NA,NA,NA,NA
267020,Karangetang,16533,1983,106986,Evacuations,NA,1984,9,5
267020,Karangetang,16533,1983,106987,Eruption cloud,NA,NA,NA,NA
267020,Karangetang,16533,1983,106988,Volcanic tremor,Before eruption.,NA,NA,NA
267020,Karangetang,16533,1983,106989,Earthquakes (undefined),NA,NA,NA,NA
267020,Karangetang,16534,1989,106990,Explosion,NA,NA,NA,NA
267020,Karangetang,16534,1989,106991,Earthquakes (undefined),NA,NA,NA,NA
267020,Karangetang,16535,1991,106993,Explosion,NA,NA,NA,NA
267020,Karangetang,16535,1991,106994,Pyroclastic flow,NA,NA,NA,NA
267020,Karangetang,16535,1991,106995,Lava flow(s),NA,NA,NA,NA
267020,Karangetang,16535,1991,106996,Lava dome formation,NA,NA,NA,NA
267020,Karangetang,16535,1991,106997,Property damage,NA,NA,NA,NA
267020,Karangetang,16535,1991,106998,Fatalities,NA,1992,1,21
267020,Karangetang,16535,1991,106999,Evacuations,NA,1993,2,21
267020,Karangetang,16535,1991,107000,Earthquakes (undefined),Before.,NA,NA,NA
267020,Karangetang,16535,1991,107001,Earthquakes (undefined),NA,NA,NA,NA
267020,Karangetang,16541,2006,107003,Evacuations,NA,2006,8,10
267020,Karangetang,16541,2006,107004,Lava fountains,NA,NA,NA,NA
267020,Karangetang,16541,2006,107005,Loud audible noises,NA,NA,NA,NA
267020,Karangetang,16541,2006,107006,Volcanic tremor,NA,NA,NA,NA
267020,Karangetang,16542,2008,107007,Explosion,Uncertain,NA,NA,NA
267020,Karangetang,16542,2008,107008,Ash,Uncertain,NA,NA,NA
267020,Karangetang,16543,2008,107010,Explosion,NA,NA,NA,NA
267020,Karangetang,16543,2008,107011,Ash,NA,NA,NA,NA
267020,Karangetang,16543,2008,107012,Pyroclastic flow,NA,NA,NA,NA
267020,Karangetang,16543,2008,107013,Lava flow(s),NA,NA,NA,NA
267020,Karangetang,16543,2008,107014,Lahar or mudflow,NA,NA,NA,NA
267020,Karangetang,16543,2008,107015,Evacuations,NA,2009,5,NA
267020,Karangetang,16543,2008,107016,Loud audible noises,NA,NA,NA,NA
267020,Karangetang,16543,2008,107017,Ash,Incandescent,NA,NA,NA
267020,Karangetang,16544,2010,107019,Explosion,NA,NA,NA,NA
267020,Karangetang,16544,2010,107020,Ash,NA,NA,NA,NA
267020,Karangetang,16544,2010,107021,Pyroclastic flow,NA,NA,NA,NA
267020,Karangetang,16544,2010,107022,Lava flow(s),NA,NA,NA,NA
267020,Karangetang,16544,2010,107023,Property damage,NA,NA,NA,NA
267020,Karangetang,16544,2010,107024,Fatalities,NA,2010,8,6
267020,Karangetang,16544,2010,107025,Evacuations,NA,2010,8,6
267020,Karangetang,16544,2010,107026,Earthquakes (undefined),NA,NA,NA,NA
267030,Banua Wuhu,16545,1835,107029,Island formation,ephemeral,NA,NA,NA
267030,Banua Wuhu,16545,1835,107030,Explosion,NA,NA,NA,NA
267030,Banua Wuhu,16545,1835,107031,Lava flow(s),NA,NA,NA,NA
267030,Banua Wuhu,16545,1835,107032,Lava dome formation,NA,NA,NA,NA
267030,Banua Wuhu,16546,1889,107035,Island formation,ephemeral,NA,NA,NA
267040,Awu,16552,1640,107036,Ash,NA,NA,NA,NA
267040,Awu,16552,1640,107037,Phreatic activity,NA,NA,NA,NA
267040,Awu,16552,1640,107038,Lahar or mudflow,NA,NA,NA,NA
267040,Awu,16553,1646,107040,Phreatic activity,NA,NA,NA,NA
267040,Awu,16555,1711,107044,Explosion,NA,NA,NA,NA
267040,Awu,16555,1711,107045,Pyroclastic flow,NA,NA,NA,NA
267040,Awu,16555,1711,107046,Phreatic activity,NA,NA,NA,NA
267040,Awu,16555,1711,107047,Property damage,NA,NA,NA,NA
267040,Awu,16555,1711,107048,Fatalities,NA,1711,12,11
267040,Awu,16555,1711,107049,Lahar or mudflow,NA,NA,NA,NA
267040,Awu,16555,1711,107050,Earthquakes (undefined),NA,NA,NA,NA
267040,Awu,16555,1711,107051,Lightning,NA,NA,NA,NA
267040,Awu,16556,1812,107053,Explosion,NA,NA,NA,NA
267040,Awu,16556,1812,107054,Ash,"violent, strong, or large",NA,NA,NA
267040,Awu,16556,1812,107055,Pyroclastic flow,NA,NA,NA,NA
267040,Awu,16556,1812,107056,Property damage,NA,NA,NA,NA
267040,Awu,16556,1812,107057,Fatalities,NA,1812,8,6
267040,Awu,16556,1812,107058,Lahar or mudflow,NA,NA,NA,NA
267040,Awu,16557,1856,107060,Explosion,NA,NA,NA,NA
267040,Awu,16557,1856,107061,Ash,NA,NA,NA,NA
267040,Awu,16557,1856,107062,Pyroclastic flow,NA,NA,NA,NA
267040,Awu,16557,1856,107063,Property damage,NA,NA,NA,NA
267040,Awu,16557,1856,107064,Fatalities,NA,1856,3,2
267040,Awu,16557,1856,107065,Lahar or mudflow,NA,NA,NA,NA
267040,Awu,16557,1856,107066,Tsunami,NA,NA,NA,NA
267040,Awu,16557,1856,107067,Earthquakes (undefined),Before.,NA,NA,NA
267040,Awu,16557,1856,107068,Pumice,NA,NA,NA,NA
267040,Awu,16567,1966,107071,Explosion,NA,NA,NA,NA
267040,Awu,16567,1966,107072,Ash,NA,NA,NA,NA
267040,Awu,16567,1966,107073,Pyroclastic flow,NA,NA,NA,NA
267040,Awu,16567,1966,107074,Property damage,NA,NA,NA,NA
267040,Awu,16567,1966,107075,Fatalities,NA,1966,8,12
267040,Awu,16567,1966,107076,Lahar or mudflow,NA,NA,NA,NA
267040,Awu,16567,1966,107077,Evacuations,NA,NA,NA,NA
267040,Awu,16567,1966,107078,Eruption cloud,NA,NA,NA,NA
267040,Awu,16568,1968,107079,Loud audible noises,NA,NA,NA,NA
267040,Awu,16568,1968,107080,Earthquakes (undefined),Time and Type Unknown.,NA,NA,NA
267040,Awu,16569,1992,107082,Phreatic activity,NA,NA,NA,NA
267040,Awu,16569,1992,107083,Crater formation,Summit.,NA,NA,NA
267040,Awu,16570,2004,107085,Explosion,NA,NA,NA,NA
267040,Awu,16570,2004,107086,Ash,NA,NA,NA,NA
267040,Awu,16570,2004,107087,Lava dome formation,NA,NA,NA,NA
267040,Awu,16570,2004,107088,Evacuations,NA,NA,NA,NA
267040,Awu,16570,2004,107089,Volcanic tremor,Before eruption.,NA,NA,NA
267040,Awu,16570,2004,107090,Volcanic tremor,NA,NA,NA,NA
267040,Awu,16570,2004,107091,Earthquakes (undefined),Before.,NA,NA,NA
267040,Awu,16570,2004,107092,Earthquakes (undefined),NA,NA,NA,NA
268010,Dukono,16573,1550,107097,Explosion,NA,NA,NA,NA
268010,Dukono,16573,1550,107098,Ash,NA,NA,NA,NA
268010,Dukono,16573,1550,107099,Lapilli,NA,NA,NA,NA
268010,Dukono,16573,1550,107100,Lava flow(s),NA,NA,NA,NA
268010,Dukono,16573,1550,107101,Property damage,NA,NA,NA,NA
268030,Ibu,16581,2004,107103,Lava dome formation,NA,NA,NA,NA
268030,Ibu,16582,2008,107105,Explosion,NA,NA,NA,NA
268030,Ibu,16582,2008,107106,Ash,NA,NA,NA,NA
268030,Ibu,16582,2008,107107,Lava flow(s),NA,NA,NA,NA
268030,Ibu,16582,2008,107108,Lava dome formation,NA,NA,NA,NA
268040,Gamkonora,16583,1564,107110,Explosion,NA,NA,NA,NA
268040,Gamkonora,16583,1564,107111,Ash,NA,NA,NA,NA
268040,Gamkonora,16583,1564,107112,Lava flow(s),NA,NA,NA,NA
268040,Gamkonora,16583,1564,107113,Property damage,NA,NA,NA,NA
268040,Gamkonora,16583,1564,107114,Fatalities,NA,1564,NA,NA
268040,Gamkonora,16583,1564,107115,Earthquakes (undefined),NA,NA,NA,NA
268040,Gamkonora,16583,1564,107116,Lava flow(s),Entered water.,NA,NA,NA
268040,Gamkonora,16584,1673,107118,Explosion,NA,NA,NA,NA
268040,Gamkonora,16584,1673,107119,Ash,"violent, strong, or large",NA,NA,NA
268040,Gamkonora,16584,1673,107120,Property damage,NA,NA,NA,NA
268040,Gamkonora,16584,1673,107121,Fatalities,NA,1673,5,20
268040,Gamkonora,16584,1673,107122,Tsunami,NA,NA,NA,NA
268040,Gamkonora,16584,1673,107123,Earthquakes (undefined),NA,NA,NA,NA
268040,Gamkonora,16585,1885,107125,Explosion,NA,NA,NA,NA
268040,Gamkonora,16587,1917,107128,Explosion,NA,NA,NA,NA
268040,Gamkonora,16588,1926,107130,Explosion,NA,NA,NA,NA
268040,Gamkonora,16589,1949,107132,Explosion,NA,NA,NA,NA
268040,Gamkonora,16590,1950,107134,Eruption cloud,NA,NA,NA,NA
268060,Gamalama,16600,1608,107135,Explosion,NA,NA,NA,NA
268060,Gamalama,16600,1608,107136,Property damage,NA,NA,NA,NA
268060,Gamalama,16601,1635,107138,Explosion,NA,NA,NA,NA
268060,Gamalama,16602,1643,107140,Explosion,Uncertain,NA,NA,NA
268060,Gamalama,16603,1648,107142,Explosion,NA,NA,NA,NA
268060,Gamalama,16603,1648,107143,Ash,NA,NA,NA,NA
268060,Gamalama,16603,1648,107144,Lava flow(s),Uncertain,NA,NA,NA
268060,Gamalama,16603,1648,107145,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16604,1653,107147,Explosion,NA,NA,NA,NA
268060,Gamalama,16604,1653,107148,Property damage,Uncertain,NA,NA,NA
268060,Gamalama,16605,1659,107150,Explosion,NA,NA,NA,NA
268060,Gamalama,16606,1673,107151,Earthquakes (undefined),Time and Type Unknown.,NA,NA,NA
268060,Gamalama,16607,1676,107154,Explosion,NA,NA,NA,NA
268060,Gamalama,16608,1686,107156,Explosion,NA,NA,NA,NA
268060,Gamalama,16609,1687,107158,Explosion,NA,NA,NA,NA
268060,Gamalama,16610,1737,107160,Explosion,NA,NA,NA,NA
268060,Gamalama,16610,1737,107161,Lava flow(s),NA,NA,NA,NA
268060,Gamalama,16610,1737,107162,Lava flow(s),Entered water.,NA,NA,NA
268060,Gamalama,16611,1739,107164,Explosion,NA,NA,NA,NA
268060,Gamalama,16611,1739,107165,Ash,NA,NA,NA,NA
268060,Gamalama,16611,1739,107166,Lava flow(s),Uncertain,NA,NA,NA
268060,Gamalama,16611,1739,107167,Blocks,NA,NA,NA,NA
268060,Gamalama,16616,1773,107168,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16616,1773,107169,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16616,1773,107170,Lightning,NA,NA,NA,NA
268060,Gamalama,16616,1773,107171,Blocks,NA,NA,NA,NA
268060,Gamalama,16617,1775,107174,Explosion,NA,NA,NA,NA
268060,Gamalama,16617,1775,107175,Ash,NA,NA,NA,NA
268060,Gamalama,16617,1775,107176,Lapilli,NA,NA,NA,NA
268060,Gamalama,16617,1775,107177,Pyroclastic flow,NA,NA,NA,NA
268060,Gamalama,16617,1775,107178,Property damage,NA,NA,NA,NA
268060,Gamalama,16617,1775,107179,Fatalities,NA,1775,NA,NA
268060,Gamalama,16617,1775,107180,Evacuations,NA,NA,NA,NA
268060,Gamalama,16617,1775,107181,Crater formation,Parasitic.,NA,NA,NA
268060,Gamalama,16617,1775,107182,Earthquakes (undefined),Before.,NA,NA,NA
268060,Gamalama,16617,1775,107183,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16617,1775,107184,Lightning,NA,NA,NA,NA
268060,Gamalama,16619,1811,107187,Explosion,NA,NA,NA,NA
268060,Gamalama,16619,1811,107188,Ash,NA,NA,NA,NA
268060,Gamalama,16619,1811,107189,Lava flow(s),Uncertain,NA,NA,NA
268060,Gamalama,16619,1811,107190,Loud audible noises,NA,NA,NA,NA
268060,Gamalama,16619,1811,107191,Blocks,NA,NA,NA,NA
268060,Gamalama,16620,1812,107193,Explosion,NA,NA,NA,NA
268060,Gamalama,16621,1814,107195,Explosion,NA,NA,NA,NA
268060,Gamalama,16623,1821,107198,Volcanic smoke,NA,NA,NA,NA
268060,Gamalama,16632,1842,107201,Lapilli,NA,NA,NA,NA
268060,Gamalama,16633,1843,107203,Explosion,NA,NA,NA,NA
268060,Gamalama,16633,1843,107204,Ash,NA,NA,NA,NA
268060,Gamalama,16633,1843,107205,Pyroclastic flow,Uncertain,NA,NA,NA
268060,Gamalama,16633,1843,107206,Lava flow(s),Uncertain,NA,NA,NA
268060,Gamalama,16633,1843,107207,Blocks,NA,NA,NA,NA
268060,Gamalama,16634,1844,107209,Volcanic smoke,NA,NA,NA,NA
268060,Gamalama,16635,1845,107211,Volcanic smoke,NA,NA,NA,NA
268060,Gamalama,16636,1846,107213,Explosion,NA,NA,NA,NA
268060,Gamalama,16636,1846,107214,Ash,NA,NA,NA,NA
268060,Gamalama,16636,1846,107215,Property damage,NA,NA,NA,NA
268060,Gamalama,16637,1847,107217,Explosion,NA,NA,NA,NA
268060,Gamalama,16637,1847,107218,Ash,NA,NA,NA,NA
268060,Gamalama,16637,1847,107219,Lava flow(s),Uncertain,NA,NA,NA
272020,Kanlaon,16638,2006,107221,Ash,NA,NA,NA,NA
272020,Kanlaon,16638,2006,107222,Phreatic activity,NA,NA,NA,NA
272020,Kanlaon,16638,2006,107223,Volcanic tremor,NA,NA,NA,NA
272020,Kanlaon,16638,2006,107224,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16640,1849,107227,Explosion,NA,NA,NA,NA
268060,Gamalama,16640,1849,107228,Ash,NA,NA,NA,NA
268060,Gamalama,16640,1849,107229,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16640,1849,107230,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16640,1849,107231,Lightning,NA,NA,NA,NA
268060,Gamalama,16641,1858,107233,Volcanic smoke,NA,NA,NA,NA
268060,Gamalama,16648,1868,107234,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16648,1868,107235,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16648,1868,107236,Lightning,NA,NA,NA,NA
268060,Gamalama,16649,1868,107238,Explosion,NA,NA,NA,NA
268060,Gamalama,16649,1868,107239,Ash,NA,NA,NA,NA
268060,Gamalama,16649,1868,107240,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16651,1871,107243,Explosion,NA,NA,NA,NA
268060,Gamalama,16651,1871,107244,Ash,NA,NA,NA,NA
268060,Gamalama,16651,1871,107245,Lava flow(s),Uncertain,NA,NA,NA
268060,Gamalama,16651,1871,107246,Fatalities,NA,1871,9,7
268060,Gamalama,16651,1871,107247,Evacuations,NA,NA,NA,NA
268060,Gamalama,16651,1871,107248,Eruption cloud,NA,NA,NA,NA
268060,Gamalama,16651,1871,107249,Earthquakes (undefined),Before.,NA,NA,NA
268060,Gamalama,16651,1871,107250,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16651,1871,107251,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16651,1871,107252,Pumice,NA,NA,NA,NA
268060,Gamalama,16652,1884,107254,Explosion,NA,NA,NA,NA
268060,Gamalama,16652,1884,107255,Ash,NA,NA,NA,NA
268060,Gamalama,16652,1884,107256,Lahar or mudflow,NA,NA,NA,NA
268060,Gamalama,16652,1884,107257,Earthquakes (undefined),Before.,NA,NA,NA
268060,Gamalama,16652,1884,107258,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16652,1884,107259,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16653,1884,107261,Phreatic activity,Uncertain,NA,NA,NA
268060,Gamalama,16653,1884,107262,Loud audible noises,NA,NA,NA,NA
268060,Gamalama,16654,1895,107264,Explosion,NA,NA,NA,NA
268060,Gamalama,16655,1896,107266,Explosion,NA,NA,NA,NA
268060,Gamalama,16666,1962,107268,Ash,NA,NA,NA,NA
268060,Gamalama,16666,1962,107269,Phreatic activity,NA,NA,NA,NA
268060,Gamalama,16666,1962,107270,Fatalities,NA,1962,12,31
268060,Gamalama,16667,1980,107272,Explosion,moderate,NA,NA,NA
268060,Gamalama,16667,1980,107273,Ash,NA,NA,NA,NA
268060,Gamalama,16667,1980,107274,Bombs,NA,NA,NA,NA
268060,Gamalama,16667,1980,107275,Property damage,NA,NA,NA,NA
268060,Gamalama,16667,1980,107276,Evacuations,NA,NA,NA,NA
268060,Gamalama,16667,1980,107277,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16667,1980,107278,Lightning,NA,NA,NA,NA
268060,Gamalama,16667,1980,107279,Blocks,NA,NA,NA,NA
268060,Gamalama,16668,1983,107281,Explosion,NA,NA,NA,NA
268060,Gamalama,16668,1983,107282,Ash,NA,NA,NA,NA
268060,Gamalama,16668,1983,107283,Bombs,NA,NA,NA,NA
268060,Gamalama,16668,1983,107284,Property damage,NA,NA,NA,NA
268060,Gamalama,16668,1983,107285,Evacuations,NA,NA,NA,NA
268060,Gamalama,16668,1983,107286,Volcanic tremor,Before eruption.,NA,NA,NA
268060,Gamalama,16668,1983,107287,Earthquakes (undefined),Before.,NA,NA,NA
268060,Gamalama,16668,1983,107288,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16669,1988,107290,Explosion,NA,NA,NA,NA
268060,Gamalama,16669,1988,107291,Ash,NA,NA,NA,NA
268060,Gamalama,16669,1988,107292,Evacuations,NA,NA,NA,NA
268060,Gamalama,16669,1988,107293,Earthquakes (undefined),Before.,NA,NA,NA
268060,Gamalama,16669,1988,107294,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16669,1988,107295,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16670,1990,107297,Explosion,NA,NA,NA,NA
268060,Gamalama,16670,1990,107298,Ash,NA,NA,NA,NA
268060,Gamalama,16670,1990,107299,Pyroclastic flow,Uncertain,NA,NA,NA
268060,Gamalama,16676,2007,107300,Earthquakes (undefined),Before.,NA,NA,NA
268060,Gamalama,16676,2007,107301,Earthquakes (undefined),NA,NA,NA,NA
268060,Gamalama,16676,2007,107302,Earthquakes (undefined),After.,NA,NA,NA
268060,Gamalama,16677,2008,107304,Ash,Uncertain,NA,NA,NA
268070,Makian,16678,1550,107306,Explosion,NA,NA,NA,NA
268070,Makian,16678,1550,107307,Lava flow(s),Uncertain,NA,NA,NA
268070,Makian,16678,1550,107308,Property damage,NA,NA,NA,NA
268070,Makian,16678,1550,107309,Tsunami,Uncertain,NA,NA,NA
268070,Makian,16678,1550,107310,Debris avalanches,Uncertain,NA,NA,NA
268070,Makian,16680,1646,107314,Explosion,NA,NA,NA,NA
268070,Makian,16680,1646,107315,Ash,NA,NA,NA,NA
268070,Makian,16680,1646,107316,Bombs,NA,NA,NA,NA
268070,Makian,16680,1646,107317,Property damage,NA,NA,NA,NA
268070,Makian,16680,1646,107318,Fatalities,NA,1646,7,19
268070,Makian,16680,1646,107319,Evacuations,NA,NA,NA,NA
268070,Makian,16680,1646,107320,Earthquakes (undefined),NA,NA,NA,NA
268070,Makian,16680,1646,107321,Blocks,NA,NA,NA,NA
268070,Makian,16682,1760,107324,Explosion,NA,NA,NA,NA
268070,Makian,16682,1760,107325,Ash,NA,NA,NA,NA
268070,Makian,16682,1760,107326,Property damage,NA,NA,NA,NA
268070,Makian,16682,1760,107327,Fatalities,NA,1760,NA,NA
268070,Makian,16682,1760,107328,Evacuations,NA,NA,NA,NA
268070,Makian,16682,1760,107329,Earthquakes (undefined),NA,NA,NA,NA
268070,Makian,16683,1854,107331,Volcanic smoke,NA,NA,NA,NA
268070,Makian,16684,1860,107332,Explosion,Uncertain,NA,NA,NA
268070,Makian,16689,1988,107333,Pyroclastic flow,NA,NA,NA,NA
268070,Makian,16689,1988,107334,Lava dome formation,NA,NA,NA,NA
268070,Makian,16689,1988,107335,Property damage,NA,NA,NA,NA
268070,Makian,16689,1988,107336,Evacuations,NA,1988,7,18
268070,Makian,16689,1988,107337,Eruption cloud,NA,NA,NA,NA
268070,Makian,16689,1988,107338,Seismicity (volcanic),Before eruption.,NA,NA,NA
268070,Makian,16689,1988,107339,Seismicity (volcanic),NA,NA,NA,NA
268070,Makian,16689,1988,107340,Seismicity (volcanic),After eruption.,NA,NA,NA
271011,Parker,16692,-1920,107345,Explosion,NA,NA,NA,NA
271011,Parker,16692,-1920,107346,Ash,NA,NA,NA,NA
271011,Parker,16692,-1920,107347,Pyroclastic flow,NA,NA,NA,NA
271011,Parker,16692,-1920,107348,Lahar or mudflow,NA,NA,NA,NA
271011,Parker,16692,-1920,107349,Pumice,NA,NA,NA,NA
271011,Parker,16693,1380,107351,Explosion,NA,NA,NA,NA
271011,Parker,16693,1380,107352,Ash,NA,NA,NA,NA
271011,Parker,16693,1380,107353,Pyroclastic flow,NA,NA,NA,NA
271011,Parker,16693,1380,107354,Lahar or mudflow,NA,NA,NA,NA
271011,Parker,16693,1380,107355,Pumice,NA,NA,NA,NA
271011,Parker,16694,1640,107357,Explosion,NA,NA,NA,NA
271011,Parker,16694,1640,107358,Ash,"violent, strong, or large",NA,NA,NA
271011,Parker,16694,1640,107359,Pyroclastic flow,NA,NA,NA,NA
271011,Parker,16694,1640,107360,Property damage,NA,NA,NA,NA
271011,Parker,16694,1640,107361,Lahar or mudflow,NA,NA,NA,NA
271011,Parker,16694,1640,107362,Caldera formation,Explosion,NA,NA,NA
271011,Parker,16694,1640,107363,Evacuations,NA,NA,NA,NA
271011,Parker,16694,1640,107364,Loud audible noises,NA,NA,NA,NA
271011,Parker,16694,1640,107365,Pumice,NA,NA,NA,NA
271060,Ragang,16713,1915,107366,Explosion,Uncertain,NA,NA,NA
271060,Ragang,16714,1916,107367,Explosion,Uncertain,NA,NA,NA
271060,Ragang,16714,1916,107368,Fumarolic or solfataric,Uncertain,NA,NA,NA
271070,Musuan,16715,1886,107369,Phreatic activity,Uncertain,NA,NA,NA
271080,Camiguin,16716,1827,107372,Explosion,Uncertain,NA,NA,NA
271080,Camiguin,16716,1827,107373,Property damage,NA,NA,NA,NA
271080,Camiguin,16716,1827,107374,Lahar or mudflow,NA,NA,NA,NA
271080,Camiguin,16717,1862,107377,Explosion,Uncertain,NA,NA,NA
271080,Camiguin,16717,1862,107378,Property damage,NA,NA,NA,NA
271080,Camiguin,16717,1862,107379,Lahar or mudflow,NA,NA,NA,NA
271080,Camiguin,16718,1871,107381,Explosion,NA,NA,NA,NA
271080,Camiguin,16718,1871,107382,Ash,NA,NA,NA,NA
271080,Camiguin,16718,1871,107383,Lava dome formation,NA,NA,NA,NA
271080,Camiguin,16718,1871,107384,Property damage,NA,NA,NA,NA
271080,Camiguin,16718,1871,107385,Fatalities,NA,1870,4,30
271080,Camiguin,16718,1871,107386,Evacuations,NA,NA,NA,NA
271080,Camiguin,16718,1871,107387,Loud audible noises,NA,NA,NA,NA
271080,Camiguin,16718,1871,107388,Earthquakes (undefined),Before.,NA,NA,NA
271080,Camiguin,16718,1871,107389,Blocks,NA,NA,NA,NA
271080,Camiguin,16719,1897,107390,Phreatic activity,Uncertain,NA,NA,NA
271080,Camiguin,16719,1897,107391,Property damage,NA,NA,NA,NA
271080,Camiguin,16719,1897,107392,Lahar or mudflow,Uncertain,NA,NA,NA
271080,Camiguin,16720,1902,107393,Phreatic activity,Uncertain,NA,NA,NA
271080,Camiguin,16720,1902,107394,Property damage,NA,NA,NA,NA
271080,Camiguin,16720,1902,107395,Lahar or mudflow,Uncertain,NA,NA,NA
271080,Camiguin,16721,1948,107397,Explosion,NA,NA,NA,NA
271080,Camiguin,16721,1948,107398,Ash,NA,NA,NA,NA
272020,Kanlaon,16729,1905,107399,Ash,NA,NA,NA,NA
272020,Kanlaon,16729,1905,107400,Phreatic activity,NA,NA,NA,NA
272020,Kanlaon,16730,1927,107402,Ash,NA,NA,NA,NA
272020,Kanlaon,16730,1927,107403,Phreatic activity,NA,NA,NA,NA
272020,Kanlaon,16731,1932,107405,Ash,NA,NA,NA,NA
