volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
211060,Etna,13813,Confirmed Eruption,NE Crater,3,1984,7,20,Historical Observations,1986,9,24,37.748,14.999
311240,Cleveland,19808,Confirmed Eruption,NA,1,1984,7,12,Historical Observations,1984,7,12,52.825,-169.944
257040,Ambrym,15285,Confirmed Eruption,NA,2,1984,7,2,Historical Observations,1986,3,8,-16.25,168.12
266100,Lokon-Empung,16456,Uncertain Eruption,Tompaluan,1,1984,6,5,NA,1984,11,16,1.358,124.792
256010,Tinakula,15202,Confirmed Eruption,Upper NW flank,2,1984,6,3,Historical Observations,1985,6,13,-10.386,165.804
266030,Soputan,16429,Confirmed Eruption,NA,3,1984,5,24,Historical Observations,1984,8,31,1.112,124.737
263310,Tengger Caldera,16059,Confirmed Eruption,Bromo,1,1984,5,12,Historical Observations,1984,5,31,-7.942,112.95
264150,Paluweh,16271,Confirmed Eruption,Rokatenda (west side of lava dome),2,1984,5,9,Historical Observations,1984,5,21,-8.32,121.708
285070,Akan,18700,Confirmed Eruption,Me-Akan (Ponmachineshiri),1,1984,5,1,Historical Observations,1984,5,1,43.384,144.013
211060,Etna,13812,Confirmed Eruption,SE Crater,1,1984,4,28,Historical Observations,1984,10,18,37.748,14.999
357110,Llaima,12066,Confirmed Eruption,NA,2,1984,4,20,Historical Observations,1984,11,26,-38.692,-71.729
282110,Asosan,17343,Confirmed Eruption,Naka-dake,1,1984,4,13,Historical Observations,1985,6,24,32.884,131.104
241100,Ruapehu,14650,Confirmed Eruption,NA,1,1984,4,2,Historical Observations,NA,NA,NA,-39.28,175.57
345020,Rincon de la Vieja,11100,Confirmed Eruption,NA,2,1984,3,31,Historical Observations,1984,4,16,10.83,-85.324
353010,Fernandina,11672,Confirmed Eruption,NW corner of caldera,1,1984,3,30,Historical Observations,NA,NA,NA,-0.37,-91.55
332020,Mauna Loa,10226,Confirmed Eruption,"Mokuaweoweo, SW and NE rift zones",0,1984,3,25,Historical Observations,1984,4,15,19.475,-155.608
300270,Sheveluch,19581,Confirmed Eruption,NA,2,1984,3,17,Historical Observations,1984,9,6,56.653,161.36
300260,Klyuchevskoy,19465,Confirmed Eruption,NA,3,1984,3,10,Historical Observations,1985,1,28,56.056,160.642
284100,Kaitoku Seamount,18374,Confirmed Eruption,Higashi-Kaitokuba,0,1984,3,8,Historical Observations,1984,3,26,26.127,141.102
243080,Home Reef,14770,Confirmed Eruption,NA,3,1984,3,1,Historical Observations,1984,3,5,-18.992,-174.775
223020,Nyamuragira,14071,Confirmed Eruption,NW flank (Kivandimwe),2,1984,2,23,Historical Observations,1984,3,14,-1.408,29.2
300250,Bezymianny,19361,Confirmed Eruption,NA,3,1984,2,5,Historical Observations,1984,12,16,55.972,160.595
263140,Galunggung,15722,Confirmed Eruption,NA,1,1984,1,9,Historical Observations,1984,1,31,-7.25,108.058
241040,Whakaari/White Island,14489,Confirmed Eruption,North margin of 1978 crater complex,2,1983,12,26,Historical Observations,1984,2,12,-37.52,177.18
263310,Tengger Caldera,16058,Confirmed Eruption,Bromo,1,1983,12,21,Historical Observations,1983,12,21,-7.942,112.95
333010,Teahitia,10301,Confirmed Eruption,NA,0,1983,12,18,Hydrophonic,1984,7,14,-17.564,-148.821
233020,"Fournaise, Piton de la",14371,Confirmed Eruption,SSW flank of Dolomieu (2110-2300 m),2,1983,12,4,Historical Observations,1984,2,18,-21.244,55.708
312030,Pavlof,20148,Confirmed Eruption,Upper NNE flank,3,1983,11,11,Historical Observations,1983,12,18,55.417,-161.894
252120,Ulawun,15055,Confirmed Eruption,NA,1,1983,11,6,Historical Observations,1984,3,13,-5.05,151.33
333060,Macdonald,10321,Confirmed Eruption,NA,0,1983,10,27,Hydrophonic,1984,1,3,-28.98,-140.25
357120,Villarrica,12168,Confirmed Eruption,NA,1,1983,10,14,Historical Observations,1983,10,16,-39.42,-71.93
284040,Miyakejima,18272,Confirmed Eruption,SW flank (4.5 km long NE-SW fissure),3,1983,10,3,Historical Observations,1983,10,4,34.094,139.526
263090,Tangkuban Parahu,15683,Confirmed Eruption,Kawah Ratu,1,1983,9,14,Historical Observations,NA,NA,NA,-6.77,107.6
264250,Iliwerung,16348,Confirmed Eruption,Hobal (submarine vent on SE flank),1,1983,8,17,Historical Observations,1983,8,18,-8.53,123.57
268060,Gamalama,16668,Confirmed Eruption,NA,3,1983,8,9,Historical Observations,1983,8,12,0.8,127.33
283120,Kusatsu-Shiranesan,17844,Confirmed Eruption,"Yu-gama, Kara-gama",1,1983,7,26,Historical Observations,1983,12,21,36.618,138.528
266010,Colo,16423,Confirmed Eruption,Gunung Colo,4,1983,7,18,Historical Observations,1983,12,16,-0.162,121.601
282110,Asosan,17342,Confirmed Eruption,Naka-dake,1,1983,7,16,Historical Observations,1983,10,16,32.884,131.104
284110,Kita-Ioto,18383,Uncertain Eruption,Funka-Asane,0,1983,7,16,NA,1983,7,16,25.424,141.284
333010,Teahitia,10300,Confirmed Eruption,NA,0,1983,7,12,Hydrophonic,1983,7,26,-17.564,-148.821
312030,Pavlof,20147,Confirmed Eruption,NA,2,1983,7,11,Historical Observations,1983,7,18,55.417,-161.894
311290,Okmok,19849,Confirmed Eruption,SW part of caldera (Cone A),2,1983,7,8,Historical Observations,1983,7,8,53.43,-168.13
284096,Nishinoshima,18363,Uncertain Eruption,NA,0,1983,7,2,NA,1984,7,2,27.247,140.874
261140,Marapi,15472,Confirmed Eruption,Kepundan Tuo and Kepundan Verbeek,1,1983,7,2,Historical Observations,NA,NA,NA,-0.38,100.474
257040,Ambrym,15284,Confirmed Eruption,Marum,2,1983,7,2,Historical Observations,NA,NA,NA,-16.25,168.12
273010,Bulusan,16767,Confirmed Eruption,NA,2,1983,6,25,Historical Observations,1983,6,29,12.769,124.056
312070,Veniaminof,20167,Confirmed Eruption,Western intracaldera cone,3,1983,6,2,Historical Observations,1984,4,17,56.17,-159.38
373010,Grimsvotn,12838,Confirmed Eruption,Near south caldera wall,2,1983,5,28,Historical Observations,1983,6,2,64.416,-17.316
267020,Karangetang,16533,Confirmed Eruption,Summit and SW flank (1443 m),3,1983,5,16,Historical Observations,1988,12,31,2.781,125.407
284070,Myojinsho,18328,Uncertain Eruption,Myojinsho,0,1983,5,12,NA,NA,NA,NA,31.888,139.918
264220,Iliboleng,16323,Confirmed Eruption,NA,2,1983,5,11,Historical Observations,1984,4,13,-8.342,123.258
263310,Tengger Caldera,16057,Uncertain Eruption,Bromo,1,1983,4,15,NA,1983,6,28,-7.942,112.95
283090,Niigata-Yakeyama,17547,Confirmed Eruption,NA,1,1983,4,14,Historical Observations,1983,4,15,36.921,138.036
283110,Asamayama,17807,Confirmed Eruption,NA,2,1983,4,8,Historical Observations,1983,4,8,36.406,138.523
211060,Etna,13811,Confirmed Eruption,South flank (2680-2250 m),1,1983,3,28,Historical Observations,1983,8,6,37.748,14.999
344120,Concepcion,11068,Confirmed Eruption,NA,2,1983,3,16,Historical Observations,1983,3,25,11.538,-85.622
333060,Macdonald,10320,Confirmed Eruption,NA,0,1983,3,14,Hydrophonic,1983,5,21,-28.98,-140.25
258020,Hunter Island,15368,Discredited Eruption,NA,NA,1983,3,9,NA,NA,NA,NA,-22.4,172.05
341040,Colima,10461,Uncertain Eruption,NA,1,1983,2,11,NA,1983,2,15,19.514,-103.62
345020,Rincon de la Vieja,11099,Confirmed Eruption,NA,1,1983,2,6,Historical Observations,1983,2,21,10.83,-85.324
332010,Kilauea,10119,Confirmed Eruption,"East rift zone (Puu O'o), Halemaumau",3,1983,1,3,Historical Observations,2018,9,5,19.421,-155.287
222120,"Lengai, Ol Doinyo",14023,Confirmed Eruption,North Crater,2,1983,1,1,Historical Observations,1993,9,24,-2.764,35.914
261140,Marapi,15471,Confirmed Eruption,NA,1,1982,12,16,Historical Observations,1982,12,16,-0.38,100.474
284133,Fukujin,18441,Uncertain Eruption,NA,0,1982,12,15,NA,NA,NA,NA,21.93,143.47
284120,Ioto,18417,Confirmed Eruption,West side (Asodai),1,1982,11,28,Historical Observations,1982,12,16,24.751,141.289
290150,Chirpoi,18785,Confirmed Eruption,Snow,2,1982,11,22,Historical Observations,NA,NA,NA,46.532,150.871
264220,Iliboleng,16322,Confirmed Eruption,NA,2,1982,11,17,Historical Observations,1982,11,17,-8.342,123.258
283120,Kusatsu-Shiranesan,17843,Confirmed Eruption,"Kara-gama, Yu-gama",1,1982,10,26,Historical Observations,1982,12,29,36.618,138.528
257050,Lopevi,15315,Confirmed Eruption,NA,2,1982,10,24,Historical Observations,1982,10,25,-16.507,168.346
224010,Cameroon,14132,Confirmed Eruption,SW flank (2500 m),2,1982,10,16,Historical Observations,1982,11,12,4.203,9.17
300260,Klyuchevskoy,19464,Confirmed Eruption,Summit and east flank (2875 m),2,1982,10,7,Historical Observations,1983,6,27,56.056,160.642
311320,Akutan,20029,Confirmed Eruption,NA,2,1982,10,5,Historical Observations,1983,5,16,54.134,-165.986
283110,Asamayama,17806,Confirmed Eruption,NA,1,1982,10,2,Historical Observations,1982,10,2,36.406,138.523
332010,Kilauea,10118,Confirmed Eruption,Kilauea Caldera (SSE of Halemaumau),0,1982,9,25,Historical Observations,1982,9,26,19.421,-155.287
353020,Wolf,11690,Confirmed Eruption,Caldera and SE flank (875 m),1,1982,8,28,Historical Observations,1982,9,6,0.02,-91.35
266030,Soputan,16428,Confirmed Eruption,NA,3,1982,8,26,Historical Observations,1982,11,10,1.112,124.737
284070,Myojinsho,18327,Uncertain Eruption,Myojinsho,0,1982,8,10,NA,NA,NA,NA,31.888,139.918
263340,Raung,16146,Confirmed Eruption,NA,3,1982,7,18,Historical Observations,1982,7,20,-8.119,114.056
312030,Pavlof,20146,Uncertain Eruption,NA,1,1982,7,15,NA,NA,NA,NA,55.417,-161.894
331030,Cleft Segment,20718,Confirmed Eruption,"N Cleft Segment, S Juan de Fuca Ridge",0,1982,7,2,Historical Observations,NA,NA,NA,44.83,-130.3
267020,Karangetang,16532,Confirmed Eruption,NA,1,1982,7,2,Historical Observations,NA,NA,NA,2.781,125.407
241040,Whakaari/White Island,14488,Discredited Eruption,NA,NA,1982,7,1,NA,NA,NA,NA,-37.52,177.18
223030,Nyiragongo,14104,Confirmed Eruption,NA,1,1982,6,21,Historical Observations,1982,10,17,-1.52,29.25
284110,Kita-Ioto,18382,Uncertain Eruption,Funka-Asane,0,1982,6,16,NA,1982,6,16,25.424,141.284
242050,Monowai,14709,Confirmed Eruption,NA,0,1982,5,16,Hydrophonic,1982,5,16,-25.887,-177.188
332010,Kilauea,10117,Confirmed Eruption,Kilauea Caldera (NE of Halemaumau),0,1982,4,30,Historical Observations,1982,5,1,19.421,-155.287
283110,Asamayama,17805,Confirmed Eruption,NA,2,1982,4,26,Historical Observations,1982,4,26,36.406,138.523
257020,Gaua,15230,Confirmed Eruption,Mt. Garat,2,1982,4,18,Historical Observations,1982,4,18,-14.27,167.5
284096,Nishinoshima,18362,Uncertain Eruption,NA,0,1982,4,16,NA,1982,4,16,27.247,140.874
255060,Kavachi,15170,Confirmed Eruption,NA,2,1982,4,7,Historical Observations,1982,6,2,-8.991,157.979
284210,Esmeralda Bank,18544,Uncertain Eruption,NA,0,1982,4,6,NA,NA,NA,NA,15,145.25
263140,Galunggung,15721,Confirmed Eruption,New crater at Gunung Jadi location,4,1982,4,5,Historical Observations,1983,1,8,-7.25,108.058
290390,Alaid,18889,Confirmed Eruption,NA,2,1982,3,29,Historical Observations,1982,3,29,50.861,155.565
341120,"Chichon, El",10610,Confirmed Eruption,NA,5,1982,3,28,Historical Observations,1982,9,11,17.36,-93.228
300260,Klyuchevskoy,19463,Confirmed Eruption,NA,1,1982,3,24,Historical Observations,1982,5,2,56.056,160.642
333010,Teahitia,10299,Confirmed Eruption,NA,0,1982,3,16,Hydrophonic,1982,5,19,-17.564,-148.821
261140,Marapi,15470,Confirmed Eruption,NA,1,1982,3,10,Historical Observations,1982,5,16,-0.38,100.474
284120,Ioto,18416,Confirmed Eruption,NW side (Idogahama beach),1,1982,3,9,Historical Observations,1982,3,10,24.751,141.289
333060,Macdonald,10319,Confirmed Eruption,NA,0,1982,3,1,Hydrophonic,1982,6,6,-28.98,-140.25
290030,Chachadake [Tiatia],18744,Uncertain Eruption,NA,1,1982,2,10,NA,1982,2,14,44.353,146.252
311070,Gareloi,19686,Confirmed Eruption,NA,3,1982,1,15,Historical Observations,1982,1,15,51.79,-178.794
344120,Concepcion,11067,Confirmed Eruption,NA,2,1982,1,15,Historical Observations,1982,2,14,11.538,-85.622
284133,Fukujin,18440,Uncertain Eruption,NA,0,1982,1,12,NA,1982,3,16,21.93,143.47
223020,Nyamuragira,14070,Confirmed Eruption,SE flank (Rugarambiro),3,1981,12,25,Historical Observations,1982,1,14,-1.408,29.2
300260,Klyuchevskoy,19462,Uncertain Eruption,NA,NA,1981,12,21,NA,NA,NA,NA,56.056,160.642
211060,Etna,13810,Confirmed Eruption,NE Crater,2,1981,11,26,Historical Observations,1981,11,26,37.748,14.999
290390,Alaid,18888,Confirmed Eruption,NA,2,1981,11,25,Historical Observations,NA,NA,NA,50.861,155.565
344040,Telica,10931,Confirmed Eruption,NA,2,1981,11,25,Historical Observations,1982,3,2,12.606,-86.84
373080,Krafla,12952,Confirmed Eruption,Leirhnjúkur to 9 km north,0,1981,11,18,Historical Observations,1981,11,23,65.715,-16.728
241100,Ruapehu,14649,Confirmed Eruption,NA,1,1981,10,25,Historical Observations,1982,4,12,-39.28,175.57
312030,Pavlof,20145,Confirmed Eruption,Upper NNE flank (100 m below summit),3,1981,9,25,Historical Observations,1981,9,27,55.417,-161.894
311360,Shishaldin,20089,Uncertain Eruption,NA,NA,1981,9,25,NA,NA,NA,NA,54.756,-163.97
255060,Kavachi,15169,Uncertain Eruption,NA,0,1981,9,15,NA,NA,NA,NA,-8.991,157.979
352020,Guagua Pichincha,11491,Confirmed Eruption,NE side of 1660 lava dome,1,1981,8,31,Historical Observations,1982,11,16,-0.171,-78.598
353010,Fernandina,11671,Confirmed Eruption,South caldera rim,0,1981,8,1,Historical Observations,NA,NA,NA,-0.37,-91.55
257020,Gaua,15229,Confirmed Eruption,Mt. Garat,1,1981,7,9,Historical Observations,1981,7,9,-14.27,167.5
263200,Dieng Volcanic Complex,15787,Confirmed Eruption,Sikidang,1,1981,7,2,Historical Observations,NA,NA,NA,-7.2,109.879
282110,Asosan,17341,Confirmed Eruption,Naka-dake,1,1981,6,15,Historical Observations,1981,6,15,32.884,131.104
300250,Bezymianny,19360,Confirmed Eruption,NA,3,1981,6,12,Historical Observations,1983,5,22,55.972,160.595
290030,Chachadake [Tiatia],18743,Confirmed Eruption,NA,2,1981,6,10,Historical Observations,1981,6,25,44.353,146.252
241050,Okataina,14526,Confirmed Eruption,Waimangu (Raupo Pond crater),1,1981,5,16,Historical Observations,1981,5,16,-38.12,176.5
284170,Pagan,18515,Confirmed Eruption,North Pagan (summit and north flank),4,1981,5,15,Historical Observations,1985,5,1,18.13,145.8
290390,Alaid,18887,Confirmed Eruption,NA,4,1981,4,27,Historical Observations,1981,6,5,50.861,155.565
262000,Krakatau,15615,Confirmed Eruption,Anak Krakatau,1,1981,4,24,Historical Observations,1981,10,20,-6.102,105.423
273010,Bulusan,16766,Confirmed Eruption,NA,3,1981,4,9,Historical Observations,1981,4,27,12.769,124.056
372070,Hekla,12752,Confirmed Eruption,Summit and north flank (900 and 740 m),2,1981,4,9,Historical Observations,1981,4,16,63.983,-19.666
312030,Pavlof,20144,Confirmed Eruption,NA,1,1981,3,30,Historical Observations,1981,5,28,55.417,-161.894
311290,Okmok,19848,Confirmed Eruption,SW part of caldera (Cone A),3,1981,3,24,Historical Observations,1981,3,24,53.43,-168.13
211060,Etna,13809,Confirmed Eruption,NNW flank (2550-1140 m),2,1981,3,17,Historical Observations,1981,3,23,37.748,14.999
345040,Poas,11182,Confirmed Eruption,NA,1,1981,3,16,Historical Observations,1981,5,16,10.2,-84.233
333040,Mehetia,10307,Uncertain Eruption,SE of Mehetia (-1700 m?),0,1981,3,5,NA,1981,12,16,-17.874,-148.068
268040,Gamkonora,16593,Confirmed Eruption,NA,1,1981,3,4,Historical Observations,1981,7,25,1.38,127.53
285040,Shikotsu,18633,Confirmed Eruption,Tarumai,1,1981,2,27,Historical Observations,1981,2,27,42.688,141.38
257040,Ambrym,15283,Confirmed Eruption,"Benbow, Marum",2,1981,2,20,Historical Observations,1981,9,30,-16.25,168.12
344040,Telica,10930,Confirmed Eruption,NA,1,1981,2,16,Historical Observations,NA,NA,NA,12.606,-86.84
233020,"Fournaise, Piton de la",14370,Confirmed Eruption,"Bory, SW, N & NE of Dolomieu",2,1981,2,3,Historical Observations,1981,5,5,-21.244,55.708
373080,Krafla,12951,Confirmed Eruption,6-8 km N of Leirhnjúkur,0,1981,1,30,Historical Observations,1981,2,4,65.715,-16.728
211060,Etna,13808,Confirmed Eruption,NE Crater,2,1981,1,26,Historical Observations,1981,3,5,37.748,14.999
300260,Klyuchevskoy,19461,Confirmed Eruption,NA,1,1981,1,25,Historical Observations,1981,8,4,56.056,160.642
284133,Fukujin,18439,Uncertain Eruption,NA,0,1981,1,7,NA,1981,1,8,21.93,143.47
345040,Poas,11181,Confirmed Eruption,NA,1,1980,12,26,Historical Observations,1980,12,26,10.2,-84.233
284070,Myojinsho,18326,Uncertain Eruption,Myojinsho,0,1980,11,15,NA,1980,12,23,31.888,139.918
333060,Macdonald,10318,Confirmed Eruption,NA,0,1980,11,10,Hydrophonic,1981,2,15,-28.98,-140.25
312030,Pavlof,20143,Confirmed Eruption,Upper NNE flank,3,1980,11,8,Historical Observations,1980,11,13,55.417,-161.894
264150,Paluweh,16270,Confirmed Eruption,Rokatenda,2,1980,11,5,Historical Observations,1981,9,16,-8.32,121.708
241100,Ruapehu,14648,Confirmed Eruption,NA,1,1980,10,18,Historical Observations,1980,11,3,-39.28,175.57
357091,Callaqui,11997,Confirmed Eruption,NA,1,1980,10,16,Historical Observations,1980,10,16,-37.92,-71.45
255060,Kavachi,15168,Confirmed Eruption,NA,1,1980,10,7,Historical Observations,1981,2,25,-8.991,157.979
252120,Ulawun,15054,Confirmed Eruption,NA,3,1980,10,6,Historical Observations,1980,10,7,-5.05,151.33
282050,Kuchinoerabujima,16979,Confirmed Eruption,NNE-SSW fissure on E side of Shindake,2,1980,9,28,Historical Observations,1980,9,28,30.443,130.217
282110,Asosan,17340,Confirmed Eruption,Naka-dake,1,1980,9,24,Historical Observations,1980,9,24,32.884,131.104
234070,Marion Island,14413,Confirmed Eruption,E-W fissure from summit to W coast,1,1980,9,16,Historical Observations,NA,NA,NA,-46.9,37.75
345040,Poas,11180,Confirmed Eruption,NA,1,1980,9,12,Historical Observations,1980,9,12,10.2,-84.233
268060,Gamalama,16667,Confirmed Eruption,NA,2,1980,9,4,Historical Observations,1980,9,23,0.8,127.33
300270,Sheveluch,19580,Confirmed Eruption,Center of 1964 crater,1,1980,8,23,Historical Observations,1981,12,1,56.653,161.36
300250,Bezymianny,19356,Confirmed Eruption,NA,2,1980,8,21,Historical Observations,1980,8,27,55.972,160.595
257070,Kuwae,15350,Uncertain Eruption,Karua,0,1980,8,20,NA,NA,NA,NA,-16.829,168.536
372070,Hekla,12751,Confirmed Eruption,"Summit, SW and NE flanks",3,1980,8,17,Historical Observations,1980,8,20,63.983,-19.666
272020,Kanlaon,16735,Confirmed Eruption,NA,2,1980,8,8,Historical Observations,NA,NA,NA,10.412,123.132
311070,Gareloi,19685,Confirmed Eruption,NA,3,1980,8,7,Historical Observations,1980,9,17,51.79,-178.794
211060,Etna,13807,Confirmed Eruption,NE Crater,3,1980,7,8,Historical Observations,1980,9,26,37.748,14.999
284096,Nishinoshima,18361,Uncertain Eruption,"South, east, and west sides",0,1980,7,7,NA,1981,7,2,27.247,140.874
312030,Pavlof,20142,Confirmed Eruption,NA,1,1980,7,6,Historical Observations,NA,NA,NA,55.417,-161.894
311320,Akutan,20028,Confirmed Eruption,NA,2,1980,7,3,Historical Observations,1980,7,8,54.134,-165.986
257020,Gaua,15228,Confirmed Eruption,Mt. Garat,1,1980,7,2,Historical Observations,NA,NA,NA,-14.27,167.5
357120,Villarrica,12167,Confirmed Eruption,NA,2,1980,6,20,Historical Observations,1980,9,24,-39.42,-71.93
390050,Seal Nunataks Group,13200,Uncertain Eruption,"Dallman, Murdoch",NA,1980,6,15,NA,NA,NA,NA,-65.03,-60.05
300070,Gorely,19024,Confirmed Eruption,NA,3,1980,6,15,Historical Observations,1981,7,3,52.559,158.03
263310,Tengger Caldera,16056,Confirmed Eruption,Bromo,2,1980,6,5,Historical Observations,1980,9,20,-7.942,112.95
290270,Ekarma,18832,Confirmed Eruption,NA,1,1980,5,24,Historical Observations,NA,NA,NA,48.958,153.93
257040,Ambrym,15282,Confirmed Eruption,Marum,3,1980,5,16,Historical Observations,1980,8,18,-16.25,168.12
311310,Makushin,19988,Confirmed Eruption,SE side of summit,1,1980,5,1,Historical Observations,NA,NA,NA,53.891,-166.923
300250,Bezymianny,19355,Confirmed Eruption,NA,3,1980,4,18,Historical Observations,1980,4,19,55.972,160.595
257050,Lopevi,15314,Confirmed Eruption,"Summit, NW and SE flanks",3,1980,4,15,Historical Observations,1980,8,20,-16.507,168.346
261140,Marapi,15469,Confirmed Eruption,NA,1,1980,3,29,Historical Observations,NA,NA,NA,-0.38,100.474
321050,St. Helens,20557,Confirmed Eruption,Summit and north flank,5,1980,3,27,Historical Observations,1986,10,28,46.2,-122.18
267020,Karangetang,16531,Confirmed Eruption,NA,1,1980,3,24,Historical Observations,1980,9,13,2.781,125.407
373080,Krafla,12950,Confirmed Eruption,Leirhnjúkur to 11 km north,0,1980,3,16,Historical Observations,1980,10,23,65.715,-16.728
262000,Krakatau,15614,Confirmed Eruption,Anak Krakatau,2,1980,3,15,Historical Observations,1980,12,16,-6.102,105.423
284120,Ioto,18415,Confirmed Eruption,Kitanohara,1,1980,3,13,Historical Observations,1980,3,13,24.751,141.289
332010,Kilauea,10116,Confirmed Eruption,East rift zone (near Mauna Ulu),0,1980,3,11,Historical Observations,1980,3,11,19.421,-155.287
333060,Macdonald,10317,Confirmed Eruption,NA,0,1980,2,12,Hydrophonic,1980,2,13,-28.98,-140.25
223020,Nyamuragira,14069,Confirmed Eruption,North flank (Gasenyi),3,1980,1,30,Historical Observations,1980,2,24,-1.408,29.2
242050,Monowai,14708,Confirmed Eruption,NA,0,1980,1,16,Hydrophonic,1980,1,16,-25.887,-177.188
241100,Ruapehu,14647,Confirmed Eruption,NA,1,1980,1,15,Historical Observations,1980,3,27,-39.28,175.57
357010,Tupungatito,20561,Confirmed Eruption,SW crater,2,1980,1,10,Historical Observations,1980,1,11,-33.425,-69.797
251030,Karkar,14949,Uncertain Eruption,NA,1,1980,1,7,NA,1980,1,17,-4.649,145.964
273010,Bulusan,16765,Confirmed Eruption,NA,3,1979,12,27,Historical Observations,1980,9,28,12.769,124.056
332010,Kilauea,10115,Confirmed Eruption,East rift zone (Pauahi Crater),0,1979,11,16,Historical Observations,1979,11,17,19.421,-155.287
284141,Ahyi,18470,Uncertain Eruption,NA,0,1979,11,15,NA,NA,NA,NA,20.42,145.03
353050,"Negra, Sierra",11712,Confirmed Eruption,Upper NW and NE flanks (Volcán Chico),3,1979,11,13,Historical Observations,1980,1,14,-0.83,-91.17
283040,Ontakesan,17457,Confirmed Eruption,200 m SW of Kengamine,2,1979,10,28,Historical Observations,1980,4,25,35.893,137.48
357110,Llaima,12065,Confirmed Eruption,NA,2,1979,10,15,Historical Observations,1979,11,28,-38.692,-71.729
333060,Macdonald,10316,Confirmed Eruption,NA,0,1979,9,30,Hydrophonic,1979,9,30,-28.98,-140.25
300250,Bezymianny,19354,Confirmed Eruption,NA,2,1979,9,18,Historical Observations,NA,NA,NA,55.972,160.595
257070,Kuwae,15349,Uncertain Eruption,Karua,0,1979,9,16,NA,NA,NA,NA,-16.829,168.536
345040,Poas,11179,Confirmed Eruption,NA,1,1979,9,8,Historical Observations,1980,1,16,10.2,-84.233
211060,Etna,13806,Confirmed Eruption,"SE Crater, SE, E and NE flanks",3,1979,7,16,Historical Observations,1980,9,1,37.748,14.999
262000,Krakatau,15613,Confirmed Eruption,Anak Krakatau,2,1979,7,15,Historical Observations,1979,11,16,-6.102,105.423
284070,Myojinsho,18325,Uncertain Eruption,Myojinsho,0,1979,7,13,NA,NA,NA,NA,31.888,139.918
284132,Nikko,18430,Uncertain Eruption,NA,0,1979,7,12,NA,NA,NA,NA,23.078,142.326
211060,Etna,13805,Confirmed Eruption,Central Crater,2,1979,7,3,Historical Observations,1992,12,16,37.748,14.999
257060,Epi,15095,Confirmed Eruption,South flank of Epi B,0,1979,7,2,Historical Observations,NA,NA,NA,-16.68,168.37
257050,Lopevi,15313,Confirmed Eruption,NW flank,2,1979,7,2,Historical Observations,1979,9,12,-16.507,168.346
261030,Peuet Sague,15392,Confirmed Eruption,NA,2,1979,7,2,Historical Observations,NA,NA,NA,4.903,96.289
241100,Ruapehu,14646,Confirmed Eruption,NA,1,1979,6,30,Historical Observations,1979,7,15,-39.28,175.57
257040,Ambrym,15281,Confirmed Eruption,"Benbow, Marum",2,1979,6,6,Historical Observations,1979,9,16,-16.25,168.12
282110,Asosan,17339,Confirmed Eruption,Naka-dake,2,1979,6,5,Historical Observations,1980,3,8,32.884,131.104
267020,Karangetang,16530,Confirmed Eruption,"NNW flank, 1300 m (Kawah Maralebule)",1,1979,5,31,Historical Observations,1979,5,31,2.781,125.407
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,"SE, SW and N flanks, Dolomieu & Bory",1,1979,5,28,Historical Observations,1979,7,14,-21.244,55.708
243102,Curacoa,14776,Confirmed Eruption,13 km north of Tafahi,1,1979,5,14,Historical Observations,NA,NA,NA,-15.62,-173.67
243070,Lateiki,14765,Confirmed Eruption,NA,2,1979,5,10,Historical Observations,1979,7,21,-19.18,-174.87
284133,Fukujin,18438,Uncertain Eruption,NA,0,1979,4,26,NA,1980,5,12,21.93,143.47
290260,Chirinkotan,18828,Confirmed Eruption,NA,2,1979,4,16,Historical Observations,1980,10,10,48.98,153.48
357140,Carran-Los Venados,12189,Confirmed Eruption,Mirador,2,1979,4,14,Historical Observations,1979,5,20,-40.35,-72.07
360150,Soufriere St. Vincent,12455,Confirmed Eruption,NA,3,1979,4,13,Historical Observations,1979,10,26,13.33,-61.18
358059,Arenales,12300,Confirmed Eruption,NA,1,1979,3,8,Historical Observations,NA,NA,NA,-47.2,-73.48
358060,Lautaro,12322,Confirmed Eruption,NA,2,1979,3,8,Historical Observations,NA,NA,NA,-49.019,-73.504
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,Sinila and Sigluduk,1,1979,2,20,Historical Observations,1979,2,20,-7.2,109.879
282090,Kirishimayama,17161,Confirmed Eruption,Shinmoe-dake,1,1979,2,16,Historical Observations,NA,NA,NA,31.934,130.862
242050,Monowai,14707,Confirmed Eruption,NA,1,1979,2,16,Hydrophonic,1979,4,19,-25.887,-177.188
311360,Shishaldin,20088,Confirmed Eruption,NA,2,1979,2,16,Historical Observations,NA,NA,NA,54.756,-163.97
300250,Bezymianny,19353,Confirmed Eruption,NA,3,1979,2,11,Historical Observations,NA,NA,NA,55.972,160.595
311340,Westdahl,20045,Uncertain Eruption,NA,3,1979,2,8,NA,1979,2,9,54.516,-164.65
353060,"Azul, Cerro",11728,Confirmed Eruption,East flank (300 m) and summit,2,1979,1,29,Historical Observations,1979,3,4,-0.92,-91.408
257040,Ambrym,15280,Confirmed Eruption,Benbow,2,1979,1,26,Historical Observations,1979,2,18,-16.25,168.12
