source,source_id,source_site_name,site_name,latitude,longitude,phase,phase_description,phase_code,age_start,age_end,taxon_source,n,prop,reference,taxon_detail,taxon,genus,family,category,founder_crop,edibility,grass_type,legume_type
ORIGINS,8475–11747,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Lens,32,0.00223494901522559,DeMoulins97,Lens sp.,"Lens spp. (incl. culinaris, orientalis)",Lens,Fabaceae,Pulses,lentil,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,10154–10526,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Lepidium,6,4.1905294035479815e-4,DeMoulins97,Lepidium sp.,"Lepidium spp. (incl. niloticum, perfoliatum, ruderale, sativum)",Lepidium,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8552–10737,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Lepidium perfoliatum,8,5.587372538063976e-4,DeMoulins97,Lepidium perfoliatum,"Lepidium spp. (incl. niloticum, perfoliatum, ruderale, sativum)",Lepidium,Brassicaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,10497–10629,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Linum,2,1.396843134515994e-4,DeMoulins97,Linum sp.,"Linum spp. (incl. bienne, usitatissimum, mucronatum, strictum)",Linum,Linaceae,Wild plants,flax,Edible seed/fruit,NA,NA
ORIGINS,10454–10454,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Malva,1,6.98421567257997e-5,DeMoulins97,Malva sp.,"Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)",Malva,Malvaceae,Wild plants,NA,NA,NA,NA
ORIGINS,10574–10978,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Minuartia,3,2.0952647017739908e-4,DeMoulins97,Minuartia sp.,"Minuartia spp. (incl. hybrida, rubella)",Minuartia,Caryophillaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11830–11830,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Onobrychis,1,6.98421567257997e-5,DeMoulins97,Onobrychis sp.,Onobrychis spp. (incl. crista-galli),Onobrychis,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,10172–10753,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Ornithogalum,41,0.00286352842575778,DeMoulins97,Ornithogalum sp.,Ornithogalum sp.,Ornithogalum,Asparagaceae,Wild plants,NA,NA,NA,NA
ORIGINS,10246–10246,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Papaver,1,6.98421567257997e-5,DeMoulins97,Papaver sp.,"Papaver spp. (incl. dubium, setigerum)",Papaver,Papaveraceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8513–11172,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Pistacia atlantica/terebinthus,18,0.00125715882106439,DeMoulins97,Pistacia sp.,"Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)",Pistacia,Anacardiaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,9638–9638,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Pisum sativum,1,6.98421567257997e-5,DeMoulins97,Pisum sativum,"Pisum spp. (incl. elatius, sativum)",Pisum,Fabaceae,Pulses,pea,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,10803–11749,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Plantago lanceolata,3,2.0952647017739908e-4,DeMoulins97,Plantago lanceolata,"Plantago spp. (amplexicaulis, arenaria, coronopus, lagopus, lanceolata, major, ovata, psyllium, squarrosa)",Plantago,Plantaginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,9645–9645,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Poa,2,1.396843134515994e-4,DeMoulins97,Poa sp.,Poa spp. (incl. bulbosa),Poa,Poaceae,Grasses,NA,NA,Small-seeded,NA
ORIGINS,10197–11818,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Polygonum,8,5.587372538063976e-4,DeMoulins97,Polygonum sp.,"Polygonum spp. (incl. aviculare, convolvulus, corrigioloides, lapathifolium, persicaria, salicifolium, venantianum)",Polygonum,Polygonaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,10695–11718,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Polygonum convolvulus,2,1.396843134515994e-4,DeMoulins97,Polygonum convolvulus,"Polygonum spp. (incl. aviculare, convolvulus, corrigioloides, lapathifolium, persicaria, salicifolium, venantianum)",Polygonum,Polygonaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8470–11199,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Polygonum corrigioloides,195,0.01361922056153094,DeMoulins97,Polygonum corrigioloides,"Polygonum spp. (incl. aviculare, convolvulus, corrigioloides, lapathifolium, persicaria, salicifolium, venantianum)",Polygonum,Polygonaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8515–11776,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Prosopis farcta,32,0.00223494901522559,DeMoulins97,Prosopis farcta,Prosopis spp. (incl. farcta),Prosopis,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,8521–8521,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Prunus,1,6.98421567257997e-5,DeMoulins97,Prunus sp.,Prunus spp. (indeter),Prunus,Rosaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,8522–8522,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Prunus divaricata/argentea,1,6.98421567257997e-5,DeMoulins97,Prunus sp.,"Prunus spp. (incl. microcarpa, spinosa, divariacata, argentea)",Prunus,Rosaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,10953–10953,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Psilurus,9,6.285794105321972e-4,DeMoulins97,Psilurus sp.,Psilurus spp. (incl. incurvus),Psilurus,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,8541–9551,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Psilurus incurvus,6,4.1905294035479815e-4,DeMoulins97,Psilurus incurvus,Psilurus spp. (incl. incurvus),Psilurus,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,8468–9627,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Ranunculus,2,1.396843134515994e-4,DeMoulins97,Ranunculus sp.,"Ranunculus spp. (incl. acris, arvensis, repens, sceleratus)",Ranunculus,Ranunculaceae,Wild plants,NA,NA,NA,NA
ORIGINS,10595–10595,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Ranunculus sceleratus,1,6.98421567257997e-5,DeMoulins97,Ranunculus sceleratus,"Ranunculus spp. (incl. acris, arvensis, repens, sceleratus)",Ranunculus,Ranunculaceae,Wild plants,NA,NA,NA,NA
ORIGINS,10739–10739,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Reseda lutea,1,6.98421567257997e-5,DeMoulins97,Reseda lutea,"Reseda spp. (incl. decursiva, lutea, luteola)",Reseda,Resedaceae,Wild plants,NA,NA,NA,NA
ORIGINS,8471–11142,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Rumex,137,0.00956837547143455,DeMoulins97,Rumex sp.,"Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)",Rumex,Polygonaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8510–8510,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Salsola,2,1.396843134515994e-4,DeMoulins97,Salsola sp.,"Salsola spp. (incl. inermis, kali, volkensii)",Salsola,Amaranthaceae,Wild plants,NA,"leaves, stems",NA,NA
ORIGINS,9564–9564,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Salvia cryptantha,1,6.98421567257997e-5,DeMoulins97,Salvia cryptantha,Salvia cryptantha,Salvia,Lamiaceae,Wild plants,NA,NA,NA,NA
ORIGINS,9545–9545,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Schoenoplectus,1,6.98421567257997e-5,DeMoulins97,Schoenoplectus sp.,"Schoenoplectus spp. (incl. litoralis, triquetius)",Schoenoplectus,Cyperaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,9544–9544,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Schoenoplectus triquetius,2,1.396843134515994e-4,DeMoulins97,Schoenoplectus triquetius,"Schoenoplectus spp. (incl. litoralis, triquetius)",Schoenoplectus,Cyperaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8480–10845,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Scirpus,60,0.00419052940354798,DeMoulins97,Scirpus sp.,"Bolboschoenus spp. (incl. glaucus, maritimus)",Scirpus,Cyperaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,9543–9543,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Scirpus lacustris,1,6.98421567257997e-5,DeMoulins97,Scirpus lacustris,Scirpus lacustris,Scirpus,Cyperaceae,Wild plants,NA,Edible seed/fruit,NA,NA
ORIGINS,8519–8519,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Scorpiurus muricatus,1,6.98421567257997e-5,DeMoulins97,Scorpiurus muricatus,Scorpiurus spp. (incl. muricatus),Scorpiurus,Fabaceae,Pulses,NA,NA,NA,Small-seeded
ORIGINS,9573–11737,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Secale cereale,21,0.00146668529124179,DeMoulins97,Secale cereale,"Secale spp. (incl. cereale, montanum)",Secale,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9552–11848,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Secale montanum/cereale var vavilovii,76,0.00530800391116077,DeMoulins97,Secale sp.,"Secale spp. (incl. cereale, montanum)",Secale,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,8570–11209,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Setaria,17,0.0011873166643385901,DeMoulins97,Setaria sp.,"Setaria spp. (incl. verticillata, viridis)",Setaria,Poaceae,Grasses,NA,Edible seed/fruit,Small-seeded,NA
ORIGINS,8554–8554,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Sisymbrium,1,6.98421567257997e-5,DeMoulins97,Sisymbrium sp.,Sisymbrium spp. (incl. irio),Sisymbrium,Brassicaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11069–11069,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Solanum,1,6.98421567257997e-5,DeMoulins97,Solanum sp.,"Solanum spp. (incl. dulcamara, nigrum)",Solanum,Solanaceae,Wild plants,NA,NA,NA,NA
ORIGINS,10262–10542,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Solanum nigrum,5,3.4921078362899847e-4,DeMoulins97,Solanum nigrum,"Solanum spp. (incl. dulcamara, nigrum)",Solanum,Solanaceae,Wild plants,NA,NA,NA,NA
ORIGINS,8474–8474,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Sophora,28,0.00195558038832239,DeMoulins97,Sophora sp.,Sophora sp.,Sophora,Fabaceae,Pulses,NA,NA,NA,Large/medium-seeded
ORIGINS,10241–10241,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Spergularia arvensis,2,1.396843134515994e-4,DeMoulins97,Spergularia arvensis,Spergularia spp. (incl. arvensis),Spergularia,Caryophillaceae,Wild plants,NA,NA,NA,NA
ORIGINS,10920–10920,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Stachys,1,6.98421567257997e-5,DeMoulins97,Stachys sp.,Stachys sp.,Stachys,Lamiaceae,Wild plants,NA,NA,NA,NA
ORIGINS,9444–10853,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Stipa,52,0.00363179214974158,DeMoulins97,Stipa sp.,"Stipa spp. (incl. capensis, gigantea)",Stipa,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,10450–10491,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Suaeda,4,2.793686269031988e-4,DeMoulins97,Suaeda sp.,"Suaeda spp. (incl. fruticosa, maritima, palaestina)",Suaeda,Amaranthaceae,Wild plants,NA,NA,NA,NA
ORIGINS,11002–11002,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Taeniatherum caput-medusae,27,0.00188573823159659,DeMoulins97,Taeniatherum caput-medusae,Taeniatherum spp. (incl. caput-medusae),Taeniatherum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,8477–11153,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Teucrium,7,4.888950970805978e-4,DeMoulins97,Teucrium sp.,Teucrium spp. (incl. polium),Teucrium,Lamiaceae,Wild plants,NA,NA,NA,NA
ORIGINS,8483–8483,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Tragus,1,6.98421567257997e-5,DeMoulins97,Tragus sp.,Tragus sp.,Tragus,Poaceae,Grasses,NA,Edible seed/fruit,Small-seeded,NA
ORIGINS,10258–11829,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Trigonella,37,0.00258415979885458,DeMoulins97,Trigonella sp.,"Trigonella spp. (incl. arabica, astroites, noeana, sibthorpii)",Trigonella,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Small-seeded
ORIGINS,8495–11810,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum,54,0.00377147646319318,DeMoulins97,Triticum sp.,Triticum spp. (indeter.),Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,10227–10768,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum aestivum,3,2.0952647017739908e-4,DeMoulins97,Triticum aestivum,"Triticum spp. (inc. aestivum, durum)",Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9472–11011,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum aestivum/durum,15,0.00104763235088699,DeMoulins97,Triticum sp.,"Triticum spp. (inc. aestivum, durum)",Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,8496–9412,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum boeoticum/Aegilops,3,2.0952647017739908e-4,DeMoulins97,Triticum sp.,Triticum spp. (indeter.),Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,10878–11811,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum boeoticum/diccocoides/monococcum/dicoccum,8,5.587372538063976e-4,DeMoulins97,Triticum sp.,Triticum spp. (indeter. founder),Triticum,Poaceae,Grasses,wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,10437–11734,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum boeoticum/Secale montanum/vavilovii,26,0.00181589607487079,DeMoulins97,Triticum sp.,Triticum spp. (indeter.),Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9523–11631,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum dicoccum,18,0.00125715882106439,DeMoulins97,Triticum dicoccum,Triticum spp. (incl. dicoccoides/dicoccum),Triticum,Poaceae,Grasses,emmer wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,10770–10770,Abu Hureyra,Abu Hureyra,35.87,38.4,Period 2B,"Based on de Moulins 1997 (Pg.97). Covers period 2B, which includes Trench-Phases: B2-7, D1-5, E4 & G2. Dates from Moore et al 2000 (Pg 493) - BP dates + 2000 years",ABHU-MPPNB,8250,7250,Triticum dicoccum/monococcum,1,6.98421567257997e-5,DeMoulins97,Triticum sp.,Triticum spp. (indeter. founder),Triticum,Poaceae,Grasses,wheat,Edible seed/fruit,Large/medium-seeded,NA
