Entity,Code,Year,Access to clean fuels and technologies for cooking (% of population),"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent
Europe,,400,,,32331116,
Europe,,500,,,28536839,
Europe,,600,,,24602626,
Europe,,700,,,26900182,
Europe,,800,,,29518976,
Europe,,900,,,32843932,
Europe,,1000,,,36341231,
Europe,,1100,,,44632871,
Europe,,1200,,,61860859,
Europe,,1300,,,83292509,
Europe,,1400,,,60722525,
Europe,,1500,,,78614311,
Europe,,1600,,,101501408,
Europe,,1700,,,115422537,
Europe,,1710,,,123827105,
Europe,,1720,,,130229932,
Europe,,1730,,,136856812,
Europe,,1740,,,143539024,
Europe,,1750,,,150305974,
Europe,,1760,,,157201949,
Europe,,1770,,,164199958,
Europe,,1780,,,171725355,
Europe,,1790,,,179771567,
Europe,,1800,,,194785788,
Europe,,1801,,,195701162,
Europe,,1802,,,196628719,
Europe,,1803,,,197566517,
Europe,,1804,,,198514695,
Europe,,1805,,,199473387,
Europe,,1806,,,200442734,
Europe,,1807,,,201422884,
Europe,,1808,,,202413973,
Europe,,1809,,,203416152,
Europe,,1810,,,204833351,
Europe,,1811,,,206276272,
Europe,,1812,,,207900345,
Europe,,1813,,,209713078,
Europe,,1814,,,211597812,
Europe,,1815,,,213557595,
Europe,,1816,,,215595654,
Europe,,1817,,,217715377,
Europe,,1818,,,219920344,
Europe,,1819,,,222075640,
Europe,,1820,,,224174190,
Europe,,1821,,,226196059,
Europe,,1822,,,228138945,
Europe,,1823,,,229987586,
Europe,,1824,,,231867714,
Europe,,1825,,,233783315,
Europe,,1826,,,235779324,
Europe,,1827,,,237808621,
Europe,,1828,,,239871553,
Europe,,1829,,,241922614,
Europe,,1830,,,243965014,
Europe,,1831,,,245946409,
Europe,,1832,,,247903507,
Europe,,1833,,,249831849,
Europe,,1834,,,251776566,
Europe,,1835,,,253737784,
Europe,,1836,,,255715669,
Europe,,1837,,,257710364,
Europe,,1838,,,259722015,
Europe,,1839,,,261645428,
Europe,,1840,,,263485084,
Europe,,1841,,,265231144,
Europe,,1842,,,266893235,
Europe,,1843,,,268466616,
Europe,,1844,,,270056462,
Europe,,1845,,,271662834,
Europe,,1846,,,273285789,
Europe,,1847,,,274925387,
Europe,,1848,,,276581686,
Europe,,1849,,,278267428,
Europe,,1850,,,279988343,
Europe,,1851,,,281713860,
Europe,,1852,,,283474669,
Europe,,1853,,,285265239,
Europe,,1854,,,287073040,
Europe,,1855,,,288898177,
Europe,,1856,,,290740756,
Europe,,1857,,,292600889,
Europe,,1858,,,294478686,
Europe,,1859,,,296410600,
Europe,,1860,,,298403811,
Europe,,1861,,,300432016,
Europe,,1862,,,302521931,
Europe,,1863,,,304666854,
Europe,,1864,,,306830713,
Europe,,1865,,,309013674,
Europe,,1866,,,311215909,
Europe,,1867,,,313437586,
Europe,,1868,,,315678880,
Europe,,1869,,,317977607,
Europe,,1870,,,320343249,
Europe,,1871,,,322700200,
Europe,,1872,,,325181977,
Europe,,1873,,,327725453,
Europe,,1874,,,330294077,
Europe,,1875,,,332888107,
Europe,,1876,,,335507823,
Europe,,1877,,,338153488,
Europe,,1878,,,340825382,
Europe,,1879,,,343512376,
Europe,,1880,,,346224861,
Europe,,1881,,,348929570,
Europe,,1882,,,351659818,
Europe,,1883,,,354405276,
Europe,,1884,,,357177411,
Europe,,1885,,,359976492,
Europe,,1886,,,362802790,
Europe,,1887,,,365656565,
Europe,,1888,,,368538106,
Europe,,1889,,,371466412,
Europe,,1890,,,374454927,
Europe,,1891,,,377474877,
Europe,,1892,,,380556560,
Europe,,1893,,,383687964,
Europe,,1894,,,386850961,
Europe,,1895,,,390045897,
Europe,,1896,,,393273113,
Europe,,1897,,,396532959,
Europe,,1898,,,399825784,
Europe,,1899,,,403185896,
Europe,,1900,,,406629896,
Europe,,1901,,,410117085,
Europe,,1902,,,413688564,
Europe,,1903,,,417330587,
Europe,,1904,,,421010166,
Europe,,1905,,,424727733,
Europe,,1906,,,428482719,
Europe,,1907,,,432278569,
Europe,,1908,,,436112732,
Europe,,1909,,,439414124,
Europe,,1910,,,442200578,
Europe,,1911,,,444373917,
Europe,,1912,,,446048921,
Europe,,1913,,,447186295,
Europe,,1914,,,448347652,
Europe,,1915,,,449475992,
Europe,,1916,,,450563315,
Europe,,1917,,,451646629,
Europe,,1918,,,452735659,
Europe,,1919,,,454293081,
Europe,,1920,,,456440497,
Europe,,1921,,,458944944,
Europe,,1922,,,461995358,
Europe,,1923,,,465460151,
Europe,,1924,,,468963376,
Europe,,1925,,,472522223,
Europe,,1926,,,476105901,
Europe,,1927,,,479713624,
Europe,,1928,,,483365625,
Europe,,1929,,,486994645,
Europe,,1930,,,490628405,
Europe,,1931,,,494191548,
Europe,,1932,,,497747399,
Europe,,1933,,,501267150,
Europe,,1934,,,504812851,
Europe,,1935,,,508382799,
Europe,,1936,,,511978332,
Europe,,1937,,,515602758,
Europe,,1938,,,519232424,
Europe,,1939,,,522824630,
Europe,,1940,,,525992802,
Europe,,1941,,,528740902,
Europe,,1942,,,531196939,
Europe,,1943,,,533432475,
Europe,,1944,,,535796884,
Europe,,1945,,,537707230,
Europe,,1946,,,538899589,
Europe,,1947,,,540540048,
Europe,,1948,,,543024166,
Europe,,1949,,,545975196,
Europe,,1950,,,549824305,
Europe,,1951,,,554824889,
Europe,,1952,,,560200992,
Europe,,1953,,,565795393,
Europe,,1954,,,571490925,
Europe,,1955,,,577208734,
Europe,,1956,,,582910886,
Europe,,1957,,,588597687,
Europe,,1958,,,594302253,
Europe,,1959,,,600080197,
Europe,,1960,,,605981484,
Europe,,1961,,,612010436,
Europe,,1962,,,618113865,
Europe,,1963,,,624153050,
Europe,,1964,,,629945794,
Europe,,1965,,,635364163,
Europe,,1966,,,640347254,
Europe,,1967,,,644936792,
Europe,,1968,,,649234616,
Europe,,1969,,,653395774,
Europe,,1970,,,657534752,
Europe,,1971,,,661676963,
Europe,,1972,,,665791511,
Europe,,1973,,,669843077,
Europe,,1974,,,673774561,
Europe,,1975,,,677545210,
Europe,,1976,,,681155180,
Europe,,1977,,,684625058,
Europe,,1978,,,687959112,
Europe,,1979,,,691165026,
Europe,,1980,,,694253884,
Europe,,1981,,,697202619,
Europe,,1982,,,700021734,
Europe,,1983,,,702764499,
Europe,,1984,,,705505195,
Europe,,1985,,,708287880,
Europe,,1986,,,711134461,
Europe,,1987,,,714002661,
Europe,,1988,,,716793138,
Europe,,1989,,,719368319,
Europe,,1990,,,721627205,
Europe,,1991,,,723558978,
Europe,,1992,,,725190636,
Europe,,1993,,,726475543,
Europe,,1994,,,727366460,
Europe,,1995,,,727849824,
Europe,,1996,,,727893714,
Europe,,1997,,,727560614,
Europe,,1998,,,727050549,
Europe,,1999,,,726631490,
Europe,,2000,,,726503736,
Europe,,2001,,,726734626,
Europe,,2002,,,727291447,
Europe,,2003,,,728130218,
Europe,,2004,,,729162659,
Europe,,2005,,,730317947,
Europe,,2006,,,731594768,
Europe,,2007,,,733004672,
Europe,,2008,,,734500455,
Europe,,2009,,,736023880,
Europe,,2010,,,737528015,
Europe,,2011,,,738977880,
Europe,,2012,,,740362612,
Europe,,2013,,,741688141,
Europe,,2014,,,742972976,
Europe,,2015,,,744222365,
Europe,,2016,,,745441379,
Europe,,2017,,,746596841,
Europe,,2018,,,747608696,
Europe,,2019,,,748381389,
Europe,,2020,,,748843405,
Europe,,2021,,,748962983,
Europe & Central Asia,,2000,92.316620988211,25379.4686218755,,
Europe & Central Asia,,2001,92.8660485942416,25975.721380983,,
Europe & Central Asia,,2002,93.3811431170714,26473.8140118298,,
Europe & Central Asia,,2003,93.8338924053925,27053.5570594175,,
Europe & Central Asia,,2004,94.2587784572461,28018.6097262588,,
Europe & Central Asia,,2005,94.6512047467122,28841.1942310281,,
Europe & Central Asia,,2006,95.0315461788573,30057.7570179099,,
Europe & Central Asia,,2007,95.3582614790292,31228.8665424599,,
Europe & Central Asia,,2008,95.6791004662982,31588.7556617305,,
Europe & Central Asia,,2009,95.9420264336536,29990.4455686331,,
Europe & Central Asia,,2010,96.2086070688395,30736.286964545,,
Europe & Central Asia,,2011,96.4303739406486,31513.757003121,,
Europe & Central Asia,,2012,96.6424228869293,31601.2212102578,,
Europe & Central Asia,,2013,96.8319236955029,31835.9301050148,,
Europe & Central Asia,,2014,97.0279312982006,32256.1036288188,,
Europe & Central Asia,,2015,97.191634412763,32681.3551533745,,
Europe & Central Asia,,2016,97.3289359712423,33142.4370354611,,
Europe & Central Asia,,1990,,23462.1232713489,,
Europe & Central Asia,,1991,,23197.7434620752,,
Europe & Central Asia,,1992,,22591.437192308,,
Europe & Central Asia,,1993,,22120.6686761294,,
Europe & Central Asia,,1994,,21933.6776315688,,
Europe & Central Asia,,1995,,22252.5074590021,,
Europe & Central Asia,,1996,,22548.4163810805,,
Europe & Central Asia,,1997,,23167.8398038873,,
Europe & Central Asia,,1998,,23634.4143102196,,
Europe & Central Asia,,1999,,24277.6855706722,,
Europe & Central Asia,,2017,,33998.146133177,,
Europe & Central Asia,,2018,,34684.5027912792,,
Europe & Central Asia,,2019,,35200.2113313619,,
Europe & Central Asia,,2020,,33278.3984372695,,
Europe & Central Asia (IDA & IBRD),,2000,84.2962751181989,11741.9145917627,,
Europe & Central Asia (IDA & IBRD),,2001,85.3539108066607,12118.478808014,,
Europe & Central Asia (IDA & IBRD),,2002,86.3488676446921,12736.9005060283,,
Europe & Central Asia (IDA & IBRD),,2003,87.2269569157758,13546.3039924813,,
Europe & Central Asia (IDA & IBRD),,2004,88.0588344966918,14625.8439809129,,
Europe & Central Asia (IDA & IBRD),,2005,88.8367735389137,15567.0483744272,,
Europe & Central Asia (IDA & IBRD),,2006,89.6006317183045,16773.8920372919,,
Europe & Central Asia (IDA & IBRD),,2007,90.2550059384995,18035.5937981124,,
Europe & Central Asia (IDA & IBRD),,2008,90.9082954212924,18794.9304155863,,
Europe & Central Asia (IDA & IBRD),,2009,91.453358478012,17739.1742242516,,
Europe & Central Asia (IDA & IBRD),,2010,92.0184791910593,18476.0738804624,,
Europe & Central Asia (IDA & IBRD),,2011,92.5109141477107,19410.095088172,,
Europe & Central Asia (IDA & IBRD),,2012,92.9583344546062,19954.9419822455,,
Europe & Central Asia (IDA & IBRD),,2013,93.3618993710299,20515.4337405387,,
Europe & Central Asia (IDA & IBRD),,2014,93.7798791096707,20808.2619546368,,
Europe & Central Asia (IDA & IBRD),,2015,94.132475874205,20875.9042185113,,
Europe & Central Asia (IDA & IBRD),,2016,94.4332680186699,21151.7202090069,,
Europe & Central Asia (IDA & IBRD),,1990,,14915.8606049041,,
Europe & Central Asia (IDA & IBRD),,1991,,13988.9211613125,,
Europe & Central Asia (IDA & IBRD),,1992,,12545.033632607,,
Europe & Central Asia (IDA & IBRD),,1993,,11794.9553280846,,
Europe & Central Asia (IDA & IBRD),,1994,,10618.9841033731,,
Europe & Central Asia (IDA & IBRD),,1995,,10484.8179571191,,
Europe & Central Asia (IDA & IBRD),,1996,,10504.8975082434,,
Europe & Central Asia (IDA & IBRD),,1997,,10759.9895454651,,
Europe & Central Asia (IDA & IBRD),,1998,,10653.3699356511,,
Europe & Central Asia (IDA & IBRD),,1999,,10920.6715144056,,
Europe & Central Asia (IDA & IBRD),,2017,,21897.2166183809,,
Europe & Central Asia (IDA & IBRD),,2018,,22555.6672495318,,
Europe & Central Asia (IDA & IBRD),,2019,,23053.853521362,,
Europe & Central Asia (IDA & IBRD),,2020,,22528.0482227503,,
Europe & Central Asia (excluding high income),,2000,82.5101300224189,11227.2161494109,,
Europe & Central Asia (excluding high income),,2001,83.6810416796517,11612.8452025414,,
Europe & Central Asia (excluding high income),,2002,84.7853397957071,12252.7283280087,,
Europe & Central Asia (excluding high income),,2003,85.7604725993179,13079.2797302344,,
Europe & Central Asia (excluding high income),,2004,86.68632156618,14181.1101261559,,
Europe & Central Asia (excluding high income),,2005,87.5560530134336,15151.1990965075,,
Europe & Central Asia (excluding high income),,2006,88.404703016893,16362.4409585732,,
Europe & Central Asia (excluding high income),,2007,89.1371894857885,17608.6200719001,,
Europe & Central Asia (excluding high income),,2008,89.8650454397922,18358.3193063953,,
Europe & Central Asia (excluding high income),,2009,90.4740373821842,17152.1062982743,,
Europe & Central Asia (excluding high income),,2010,91.1092176293183,17885.915870799,,
Europe & Central Asia (excluding high income),,2011,91.6599722917346,18814.3054662797,,
Europe & Central Asia (excluding high income),,2012,92.163239191356,19393.8565745359,,
Europe & Central Asia (excluding high income),,2013,92.6168694544569,19988.8159435792,,
Europe & Central Asia (excluding high income),,2014,93.0836637365213,20232.5420446625,,
Europe & Central Asia (excluding high income),,2015,93.4802526096277,20197.0479835965,,
Europe & Central Asia (excluding high income),,2016,93.8164994410141,20413.6316740266,,
Europe & Central Asia (excluding high income),,1990,,15221.9780393064,,
Europe & Central Asia (excluding high income),,1991,,14284.3917894379,,
Europe & Central Asia (excluding high income),,1992,,12672.3885107744,,
Europe & Central Asia (excluding high income),,1993,,11812.2971736699,,
Europe & Central Asia (excluding high income),,1994,,10466.9575322343,,
Europe & Central Asia (excluding high income),,1995,,10236.8530591756,,
Europe & Central Asia (excluding high income),,1996,,10172.480312392,,
Europe & Central Asia (excluding high income),,1997,,10360.1625431341,,
Europe & Central Asia (excluding high income),,1998,,10173.2265278115,,
Europe & Central Asia (excluding high income),,1999,,10403.6510711828,,
Europe & Central Asia (excluding high income),,2017,,21100.9305998924,,
Europe & Central Asia (excluding high income),,2018,,21673.7268117006,,
Europe & Central Asia (excluding high income),,2019,,22085.8637134684,,
Europe & Central Asia (excluding high income),,2020,,21613.6563996657,,
European Union,,2000,96.5398124661719,34573.7967201583,,
European Union,,2001,96.8494398954669,35309.0649553054,,
European Union,,2002,97.1214819014685,35673.0628732614,,
European Union,,2003,97.3601325161627,35933.6415613033,,
European Union,,2004,97.5736870735655,36789.133893742,,
European Union,,2005,97.7485828288536,37422.0881671627,,
European Union,,2006,97.9201410272213,38665.9774047992,,
European Union,,2007,98.0746264608895,39820.7421841184,,
European Union,,2008,98.2150494955775,40039.1058683599,,
European Union,,2009,98.3269354663002,38235.2147344043,,
European Union,,2010,98.4321728100076,38976.7390705914,,
European Union,,2011,98.5118180899927,39755.0135483547,,
European Union,,2012,98.5931217915583,39409.0941519941,,
European Union,,2013,98.6547922587852,39313.6540954164,,
European Union,,2014,98.7237086930912,39864.9913491218,,
European Union,,2015,98.7779410999539,40730.9865557774,,
European Union,,2016,98.8181213739602,41495.9822333504,,
European Union,,1990,,28502.175079096,,
European Union,,1991,,28817.8181895121,,
European Union,,1992,,29019.0154178531,,
European Union,,1993,,28778.6608075541,,
European Union,,1994,,29473.7527267948,,
European Union,,1995,,30240.8335400227,,
European Union,,1996,,30801.3638226293,,
European Union,,1997,,31546.3214453829,,
European Union,,1998,,32440.7636984244,,
European Union,,1999,,33313.0114314988,,
European Union,,2017,,42656.1176245298,,
European Union,,2018,,43555.4867098389,,
European Union,,2019,,44275.5716411923,,
European Union,,2020,,41504.1591489181,,
Faeroe Islands,FRO,-10000,,,8,
Faeroe Islands,FRO,-9000,,,11,
Faeroe Islands,FRO,-8000,,,15,
Faeroe Islands,FRO,-7000,,,21,
Faeroe Islands,FRO,-6000,,,28,
Faeroe Islands,FRO,-5000,,,37,
Faeroe Islands,FRO,-4000,,,49,
Faeroe Islands,FRO,-3000,,,66,
Faeroe Islands,FRO,-2000,,,88,
Faeroe Islands,FRO,-1000,,,118,
Faeroe Islands,FRO,0,,,120,
Faeroe Islands,FRO,100,,,123,
Faeroe Islands,FRO,200,,,125,
Faeroe Islands,FRO,300,,,128,
Faeroe Islands,FRO,400,,,130,
Faeroe Islands,FRO,500,,,133,
Faeroe Islands,FRO,600,,,136,
Faeroe Islands,FRO,700,,,139,
Faeroe Islands,FRO,800,,,142,
Faeroe Islands,FRO,900,,,144,
Faeroe Islands,FRO,1000,,,147,
Faeroe Islands,FRO,1100,,,150,
Faeroe Islands,FRO,1200,,,153,
Faeroe Islands,FRO,1300,,,157,
Faeroe Islands,FRO,1400,,,160,
Faeroe Islands,FRO,1500,,,163,
Faeroe Islands,FRO,1600,,,166,
Faeroe Islands,FRO,1700,,,170,
Faeroe Islands,FRO,1710,,,212,
Faeroe Islands,FRO,1720,,,266,
Faeroe Islands,FRO,1730,,,332,
Faeroe Islands,FRO,1740,,,415,
Faeroe Islands,FRO,1750,,,519,
Faeroe Islands,FRO,1760,,,649,
Faeroe Islands,FRO,1770,,,812,
Faeroe Islands,FRO,1780,,,1015,
Faeroe Islands,FRO,1790,,,1269,
Faeroe Islands,FRO,1800,,,1586,
Faeroe Islands,FRO,1810,,,1982,
Faeroe Islands,FRO,1820,,,2478,
Faeroe Islands,FRO,1830,,,3098,
Faeroe Islands,FRO,1840,,,3872,
Faeroe Islands,FRO,1850,,,4841,
Faeroe Islands,FRO,1860,,,6051,
Faeroe Islands,FRO,1870,,,7564,
Faeroe Islands,FRO,1880,,,9455,
Faeroe Islands,FRO,1890,,,11818,
Faeroe Islands,FRO,1900,,,14773,
Faeroe Islands,FRO,1910,,,18467,
Faeroe Islands,FRO,1920,,,21105,
Faeroe Islands,FRO,1930,,,24120,
Faeroe Islands,FRO,1940,,,27566,
Faeroe Islands,FRO,1950,,,31502,
Faeroe Islands,FRO,1951,,,31539,
Faeroe Islands,FRO,1952,,,31669,
Faeroe Islands,FRO,1953,,,31867,
Faeroe Islands,FRO,1954,,,32144,
Faeroe Islands,FRO,1955,,,32478,
Faeroe Islands,FRO,1956,,,32860,
Faeroe Islands,FRO,1957,,,33268,
Faeroe Islands,FRO,1958,,,33706,
Faeroe Islands,FRO,1959,,,34161,
Faeroe Islands,FRO,1960,,,34624,
Faeroe Islands,FRO,1961,,,35074,
Faeroe Islands,FRO,1962,,,35521,
Faeroe Islands,FRO,1963,,,35965,
Faeroe Islands,FRO,1964,,,36409,
Faeroe Islands,FRO,1965,,,36843,
Faeroe Islands,FRO,1966,,,37283,
Faeroe Islands,FRO,1967,,,37705,
Faeroe Islands,FRO,1968,,,38131,
Faeroe Islands,FRO,1969,,,38560,
Faeroe Islands,FRO,1970,,,39008,
Faeroe Islands,FRO,1971,,,39456,
Faeroe Islands,FRO,1972,,,39915,
Faeroe Islands,FRO,1973,,,40395,
Faeroe Islands,FRO,1974,,,40847,
Faeroe Islands,FRO,1975,,,41292,
Faeroe Islands,FRO,1976,,,41724,
Faeroe Islands,FRO,1977,,,42133,
Faeroe Islands,FRO,1978,,,42539,
Faeroe Islands,FRO,1979,,,42941,
Faeroe Islands,FRO,1980,,,43339,
Faeroe Islands,FRO,1981,,,43725,
Faeroe Islands,FRO,1982,,,44101,
Faeroe Islands,FRO,1983,,,44483,
Faeroe Islands,FRO,1984,,,44895,
Faeroe Islands,FRO,1985,,,45328,
Faeroe Islands,FRO,1986,,,45812,
Faeroe Islands,FRO,1987,,,46340,
Faeroe Islands,FRO,1988,,,46833,
Faeroe Islands,FRO,1989,,,47159,
Faeroe Islands,FRO,1990,,,47276,
Faeroe Islands,FRO,1991,,,47123,
Faeroe Islands,FRO,1992,,,46746,
Faeroe Islands,FRO,1993,,,46277,
Faeroe Islands,FRO,1994,,,45848,
Faeroe Islands,FRO,1995,,,45625,
Faeroe Islands,FRO,1996,,,45624,
Faeroe Islands,FRO,1997,,,45789,
Faeroe Islands,FRO,1998,,,46094,
Faeroe Islands,FRO,1999,,,46428,
Faeroe Islands,FRO,2000,,,46738,
Faeroe Islands,FRO,2001,,,46999,
Faeroe Islands,FRO,2002,,,47235,
Faeroe Islands,FRO,2003,,,47439,
Faeroe Islands,FRO,2004,,,47600,
Faeroe Islands,FRO,2005,,,47731,
Faeroe Islands,FRO,2006,,,47793,
Faeroe Islands,FRO,2007,,,47825,
Faeroe Islands,FRO,2008,,,47822,
Faeroe Islands,FRO,2009,,,47814,
Faeroe Islands,FRO,2010,,,47803,
Faeroe Islands,FRO,2011,,,47815,
Faeroe Islands,FRO,2012,,,47843,
Faeroe Islands,FRO,2013,,,47901,
Faeroe Islands,FRO,2014,,,47965,
Faeroe Islands,FRO,2015,,,48055,Europe
Faeroe Islands,FRO,2016,,,48173,
Faeroe Islands,FRO,2017,,,48326,
Faeroe Islands,FRO,2018,,,48497,
Faeroe Islands,FRO,2019,,,48677,
Faeroe Islands,FRO,2020,,,48865,
Faeroe Islands,FRO,2021,,,49053,
Falkland Islands,FLK,1500,,,5,
Falkland Islands,FLK,1600,,,61,
Falkland Islands,FLK,1700,,,675,
Falkland Islands,FLK,1710,,,730,
Falkland Islands,FLK,1720,,,790,
Falkland Islands,FLK,1730,,,855,
Falkland Islands,FLK,1740,,,925,
Falkland Islands,FLK,1750,,,1001,
Falkland Islands,FLK,1760,,,1083,
Falkland Islands,FLK,1770,,,1172,
Falkland Islands,FLK,1780,,,1268,
Falkland Islands,FLK,1790,,,1372,
Falkland Islands,FLK,1800,,,1485,
Falkland Islands,FLK,1810,,,1606,
Falkland Islands,FLK,1820,,,1660,
Falkland Islands,FLK,1830,,,1715,
Falkland Islands,FLK,1840,,,1773,
Falkland Islands,FLK,1850,,,1832,
Falkland Islands,FLK,1860,,,1893,
Falkland Islands,FLK,1870,,,1958,
Falkland Islands,FLK,1880,,,2026,
Falkland Islands,FLK,1890,,,2095,
Falkland Islands,FLK,1900,,,2168,
Falkland Islands,FLK,1910,,,2242,
Falkland Islands,FLK,1920,,,2247,
Falkland Islands,FLK,1930,,,2251,
Falkland Islands,FLK,1940,,,2256,
Falkland Islands,FLK,1950,,,2254,
Falkland Islands,FLK,1951,,,2245,
Falkland Islands,FLK,1952,,,2231,
Falkland Islands,FLK,1953,,,2217,
Falkland Islands,FLK,1954,,,2212,
Falkland Islands,FLK,1955,,,2203,
Falkland Islands,FLK,1956,,,2189,
Falkland Islands,FLK,1957,,,2175,
Falkland Islands,FLK,1958,,,2169,
Falkland Islands,FLK,1959,,,2157,
Falkland Islands,FLK,1960,,,2144,
Falkland Islands,FLK,1961,,,2131,
Falkland Islands,FLK,1962,,,2119,
Falkland Islands,FLK,1963,,,2103,
Falkland Islands,FLK,1964,,,2086,
Falkland Islands,FLK,1965,,,2074,
Falkland Islands,FLK,1966,,,2055,
Falkland Islands,FLK,1967,,,2035,
Falkland Islands,FLK,1968,,,2025,
Falkland Islands,FLK,1969,,,1997,
Falkland Islands,FLK,1970,,,1989,
Falkland Islands,FLK,1971,,,1964,
Falkland Islands,FLK,1972,,,1941,
Falkland Islands,FLK,1973,,,1931,
Falkland Islands,FLK,1974,,,1912,
Falkland Islands,FLK,1975,,,1909,
Falkland Islands,FLK,1976,,,1898,
Falkland Islands,FLK,1977,,,1877,
Falkland Islands,FLK,1978,,,1865,
Falkland Islands,FLK,1979,,,1861,
Falkland Islands,FLK,1980,,,1853,
Falkland Islands,FLK,1981,,,1850,
Falkland Islands,FLK,1982,,,1845,
Falkland Islands,FLK,1983,,,1838,
Falkland Islands,FLK,1984,,,1833,
Falkland Islands,FLK,1985,,,1841,
Falkland Islands,FLK,1986,,,1853,
Falkland Islands,FLK,1987,,,1866,
Falkland Islands,FLK,1988,,,1885,
Falkland Islands,FLK,1989,,,1925,
Falkland Islands,FLK,1990,,,1980,
Falkland Islands,FLK,1991,,,2061,
Falkland Islands,FLK,1992,,,2169,
Falkland Islands,FLK,1993,,,2269,
Falkland Islands,FLK,1994,,,2384,
Falkland Islands,FLK,1995,,,2501,
Falkland Islands,FLK,1996,,,2593,
Falkland Islands,FLK,1997,,,2688,
Falkland Islands,FLK,1998,,,2769,
Falkland Islands,FLK,1999,,,2831,
Falkland Islands,FLK,2000,,,2893,
Falkland Islands,FLK,2001,,,2927,
Falkland Islands,FLK,2002,,,2944,
Falkland Islands,FLK,2003,,,2950,
Falkland Islands,FLK,2004,,,2950,
Falkland Islands,FLK,2005,,,2950,
Falkland Islands,FLK,2006,,,2940,
Falkland Islands,FLK,2007,,,2928,
Falkland Islands,FLK,2008,,,2932,
Falkland Islands,FLK,2009,,,2921,
Falkland Islands,FLK,2010,,,2902,
Falkland Islands,FLK,2011,,,2863,
Falkland Islands,FLK,2012,,,2823,
Falkland Islands,FLK,2013,,,2793,
Falkland Islands,FLK,2014,,,2787,
Falkland Islands,FLK,2015,,,2836,South America
Falkland Islands,FLK,2016,,,2926,
Falkland Islands,FLK,2017,,,3074,
Falkland Islands,FLK,2018,,,3236,
Falkland Islands,FLK,2019,,,3372,
Falkland Islands,FLK,2020,,,3483,
Falkland Islands,FLK,2021,,,3528,
Fiji,FJI,2000,31.13,9575.8788393934,811011,
Fiji,FJI,2001,31.58,9732.45128381993,813923,
Fiji,FJI,2002,32.43,10027.454883989,815257,
Fiji,FJI,2003,32.91,10117.5405545229,816078,
Fiji,FJI,2004,33.47,10630.5051403156,817864,
Fiji,FJI,2005,33.98,10656.1632257559,821606,
Fiji,FJI,2006,34.69,10771.4574550054,827869,
Fiji,FJI,2007,35.39,10573.6168923303,836185,
Fiji,FJI,2008,35.8,10566.926052996,845356,
Fiji,FJI,2009,36.33,10319.3892541372,853636,
Fiji,FJI,2010,36.91,10547.9303978854,859816,
Fiji,FJI,2011,37.47,10787.6605625282,863451,
Fiji,FJI,2012,37.93,10919.4971705367,865065,
Fiji,FJI,2013,38.32,11429.3552174668,865602,
Fiji,FJI,2014,38.83,12057.9871263878,866447,
Fiji,FJI,2015,39.16,12569.1431129142,868632,Oceania
Fiji,FJI,2016,39.56,12820.7246047956,872406,
Fiji,FJI,1990,,8451.44285045352,728575,
Fiji,FJI,1991,,8146.95848482677,735398,
Fiji,FJI,1992,,8538.58955468396,744470,
Fiji,FJI,1993,,8599.27260302416,754962,
Fiji,FJI,1994,,8912.17340449894,765607,
Fiji,FJI,1995,,9019.28071022344,775428,
Fiji,FJI,1996,,9344.22253139498,784389,
Fiji,FJI,1997,,9042.42559360515,792736,
Fiji,FJI,1998,,9075.12567622417,800148,
Fiji,FJI,1999,,9798.3765495101,806302,
Fiji,FJI,2017,,13429.3006222384,877460,
Fiji,FJI,2018,,13846.1588353285,883490,
Fiji,FJI,2019,,13684.3608160228,889955,
Fiji,FJI,2020,,10997.4734903847,896444,
Fiji,FJI,-1000,,,8383,
Fiji,FJI,0,,,10479,
Fiji,FJI,100,,,11644,
Fiji,FJI,200,,,12937,
Fiji,FJI,300,,,14375,
Fiji,FJI,400,,,15972,
Fiji,FJI,500,,,17747,
Fiji,FJI,600,,,19719,
Fiji,FJI,700,,,21910,
Fiji,FJI,800,,,24344,
Fiji,FJI,900,,,27049,
Fiji,FJI,1000,,,30055,
Fiji,FJI,1100,,,33394,
Fiji,FJI,1200,,,37105,
Fiji,FJI,1300,,,41228,
Fiji,FJI,1400,,,45809,
Fiji,FJI,1500,,,50898,
Fiji,FJI,1600,,,56554,
Fiji,FJI,1700,,,62838,
Fiji,FJI,1710,,,66145,
Fiji,FJI,1720,,,69626,
Fiji,FJI,1730,,,73291,
Fiji,FJI,1740,,,77148,
Fiji,FJI,1750,,,81209,
Fiji,FJI,1760,,,85483,
Fiji,FJI,1770,,,89982,
Fiji,FJI,1780,,,94718,
Fiji,FJI,1790,,,99703,
Fiji,FJI,1800,,,130533,
Fiji,FJI,1801,,,130762,
Fiji,FJI,1802,,,130991,
Fiji,FJI,1803,,,131220,
Fiji,FJI,1804,,,131450,
Fiji,FJI,1805,,,131680,
Fiji,FJI,1806,,,131911,
Fiji,FJI,1807,,,132142,
Fiji,FJI,1808,,,132374,
Fiji,FJI,1809,,,132606,
Fiji,FJI,1810,,,132838,
Fiji,FJI,1811,,,133071,
Fiji,FJI,1812,,,133304,
Fiji,FJI,1813,,,133538,
Fiji,FJI,1814,,,133772,
Fiji,FJI,1815,,,134006,
Fiji,FJI,1816,,,134241,
Fiji,FJI,1817,,,134476,
