year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches
2019,57,Tulsa,9.8,47.5,8%,20,59%,40,$75,35,1.8,17.5,0.5,10,2.4,40,0.3,15,1.3,40,8.2,100,37.1,NA,44.9,Tulsa,NA
2019,62,Riverside,10.5,50,6%,15,51%,30,$76,35,3,42.5,0.6,17.5,1.5,20,1.1,73,2.4,70,1.9,70,48.8,NA,44.7,Riverside,NA
2019,63,Reno,5,25,5%,12.5,75%,65,$51,20,3.7,55,1.2,47.5,2.8,50,0.3,18,2.2,65,2.7,100,55.8,NA,44.6,Reno,NA
2019,64,Bakersfield,9.1,45,6%,12.5,46%,22.5,$81,37.5,2.1,25,2.1,97.5,3,55,0.3,13,2.2,68,3.4,100,59.6,NA,44.3,Bakersfield,NA
2019,66,Lexington,11.1,50,2%,5,53%,32.5,$81,37.5,3.3,47.5,1.9,85,1.9,27.5,0.5,30,2.4,73,1.2,48,51.7,NA,44.2,Lexington,NA
2019,64,Greensboro,5,25,10%,25,63%,47.5,$66,30,1.6,15,1,40,3.6,67.5,0.8,53,2.7,83,1,38,49.2,NA,44.2,Greensboro,NA
2019,61,Baltimore,0.8,2.5,10%,22.5,87%,82.5,$69,30,1.6,15,0.5,10,3.3,60,1.4,93,0.6,15,1,35,37.9,NA,43.9,Baltimore,NA
2019,66,Corpus Christi,3.3,15,9%,20,75%,65,$67,30,2.6,35,0.6,15,4.3,82.5,0.8,48,2.4,73,0.6,20,45.4,NA,43.9,Corpus Christi,NA
2019,68,"Arlington, Texas",12.6,50,8%,17.5,57%,37.5,$92,45,1.7,17.5,0.5,12.5,1.5,20,0.3,18,1.2,35,1.3,48,25,NA,43.8,"Arlington, Texas",NA
2019,69,Chandler,8.4,40,4%,7.5,62%,45,$77,35,3.1,45,1.5,62.5,2.2,37.5,0.5,30,1.8,55,1.1,40,45,NA,43.1,Chandler,NA
2019,70,Glendale,4.8,22.5,6%,12.5,75%,65,$36,10,4.9,77.5,1.2,50,3.9,75,0.6,40,1.7,50,1.6,63,59.2,NA,42.3,Glendale,NA
2019,71,El Paso,3.9,17.5,19%,50,56%,37.5,$43,15,4.4,70,0.7,22.5,4.1,77.5,0.8,53,0.6,18,1.3,48,47.9,NA,42,El Paso,NA
2019,73,Durham,8.3,40,4%,7.5,51%,30,$66,27.5,4.2,65,1.5,65,2.1,32.5,0.7,45,3.1,95,1.5,55,59.6,NA,41.1,Durham,NA
2019,72,San Antonio,11.7,50,10%,25,42%,15,$90,45,1.7,15,0.9,32.5,1.7,25,0.8,50,1.5,45,0.3,10,29.6,NA,41.1,San Antonio,NA
2019,74,Chula Vista,6.9,32.5,7%,15,67%,52.5,$43,15,2,22.5,1.8,82.5,3.6,67.5,0.7,40,1.5,45,0.7,28,47.5,NA,40.6,Chula Vista,NA
2019,74,Newark,0.9,2.5,6%,12.5,93%,90,$48,17.5,2.6,35,0,0,0.9,7.5,0.8,53,1,30,3.5,100,37.5,NA,40,Newark,NA
2019,76,Toledo,5.5,27.5,6%,15,81%,72.5,$41,12.5,2.7,37.5,0.7,22.5,3.8,72.5,0.4,25,0.6,18,0.4,13,31.3,NA,39.7,Toledo,NA
2019,77,Wichita,11.3,50,5%,10,53%,32.5,$57,22.5,1,2.5,0.7,25,2.1,35,0.4,28,3.9,100,1.5,58,41.3,NA,39.1,Wichita,NA
2019,78,Jacksonville,5.8,27.5,15%,37.5,35%,5,$57,22.5,2.4,30,0.6,12.5,3.6,67.5,1.3,88,6.1,100,2.1,80,62.9,NA,38.9,Jacksonville,NA
2019,81,Tucson,5.5,27.5,3%,5,63%,47.5,$57,22.5,5,80,1.5,65,2.7,47.5,0.8,50,1.8,55,0.6,20,52.9,NA,38.9,Tucson,NA
2019,79,Garland,9.6,47.5,7%,15,62%,45,$62,27.5,2.2,27.5,0,0,1.4,17.5,0.7,40,1.2,35,0,0,20,NA,38.8,Garland,NA
2019,80,Louisville,7.5,37.5,8%,20,38%,10,$61,25,2.7,37.5,1.1,45,2.8,47.5,0.6,35,3.6,100,5.4,100,60.8,NA,38.3,Louisville,NA
2019,83,Detroit,2.4,10,7%,15,80%,72.5,$54,20,2.6,35,0.9,32.5,3,55,0.5,30,0.5,13,0.9,33,32.9,NA,37.6,Detroit,NA
2019,84,Stockton,6,30,3%,5,74%,62.5,$23,2.5,3.5,50,1,35,2.3,37.5,0.4,23,2.7,83,1.6,60,47.9,NA,37,Stockton,NA
2019,85,Santa Ana,6,30,4%,10,75%,65,$47,17.5,2.1,25,0,0,1.2,12.5,0.9,60,1.5,45,0,0,23.8,NA,36.6,Santa Ana,NA
2019,82,Houston,4.7,22.5,11%,27.5,58%,40,$57,22.5,2.2,27.5,0.7,20,1.8,25,0.6,40,0.7,20,1.1,40,28.8,NA,35.3,Houston,NA
2019,86,Winston-Salem,9.2,45,5%,10,36%,7.5,$62,25,1.2,7.5,0.8,27.5,1.8,27.5,1.4,90,2.1,63,2.8,100,52.5,NA,35,Winston-Salem,NA
2019,88,Memphis,10,50,5%,10,45%,20,$66,30,2.9,40,0.6,17.5,1.8,27.5,0.9,60,0.1,3,0.3,10,26.3,NA,34.1,Memphis,NA
2019,87,Irving,3.2,15,5%,12.5,62%,45,$68,30,1.1,7.5,1.2,50,3.1,55,0.8,53,0.2,5,0.8,30,33.3,NA,34,Irving,NA
2019,88,Fort Worth,7.7,37.5,6%,12.5,60%,42.5,$67,30,1.5,15,0.3,2.5,2.3,37.5,0.3,18,0.2,3,0.1,3,12.9,NA,33.9,Fort Worth,NA
2019,90,Lubbock,9.7,47.5,3%,5,55%,35,$39,12.5,4.8,77.5,0.8,25,2.2,35,0.4,23,1.3,38,0,0,32.9,NA,33.2,Lubbock,NA
2019,91,Baton Rouge,4.2,20,3%,5,53%,32.5,$49,17.5,8.1,100,0.9,30,2.7,45,2.9,100,1.2,38,0.9,30,57.1,NA,33,Baton Rouge,NA
2019,92,Hialeah,4.4,20,2%,2.5,68%,55,$31,7.5,3,42.5,0,0,0.7,2.5,1.5,100,1,28,1.7,65,39.6,NA,31.1,Hialeah,NA
2019,93,Fresno,2.2,10,3%,5,67%,52.5,$37,10,4.5,72.5,1.3,55,2.6,45,0.6,38,0.9,25,0.9,35,45,NA,30.6,Fresno,NA
2019,94,Laredo,4.1,20,2%,2.5,54%,32.5,$65,27.5,9.5,100,0.4,5,2.1,35,1,63,0.9,25,0,0,37.9,NA,30.1,Laredo,NA
2019,96,Mesa,2.8,12.5,3%,7.5,65%,50,$68,30,2.8,37.5,0.4,5,1.3,15,0.2,13,0.6,18,0.6,20,17.9,NA,29.5,Mesa,NA
2019,95,Charlotte/Mecklenburg County,16.5,50,6%,12.5,36%,7.5,$48,17.5,3.7,55,0.5,12.5,2.1,32.5,0.5,28,0.5,15,0.7,25,27.9,NA,28.9,Charlotte,NA
2019,97,Oklahoma City,5,22.5,4%,7.5,38%,10,$70,32.5,1.9,20,0.4,5,2.5,42.5,0.8,48,1.2,38,2.9,100,42.1,NA,28.6,Oklahoma City,NA
2018,1,Minneapolis,5.7,11,15%,16,97%,39,$249,40,3.4,22,1.7,35,4,33,2.4,40,6.8,40,0.2,2,29,135,84.2,Minneapolis,NA
2018,2,St. Paul,3.2,6,15%,16,96%,38,$218,40,7.8,40,1.3,26,3.7,30,1.7,40,10.5,40,1,15,32,132,82.4,St. Paul,NA
2018,3,"Washington, D.C.",1.4,2,22%,20,98%,39,$257,40,5.4,38,1.8,37,1.7,10,2.3,40,2.1,15,3.7,40,30,131,81.9,"Washington, D.C.",NA
2018,4,"Arlington, Virginia",2.4,4,11%,11,98%,40,$240,40,5.7,40,3.5,40,4.3,36,1.4,36,3.1,25,2.2,36,36,131,81.6,"Arlington, Virginia",NA
2018,5,San Francisco,1.3,2,20%,20,100%,40,$279,40,5.4,39,3.7,40,2.6,19,0.8,20,1.7,12,1.4,22,25,127,79.6,San Francisco,NA
2018,6,Portland,4.9,9,18%,19,86%,33,$251,40,5.4,38,5.2,40,2.1,14,0.6,15,2,14,1.6,25,24,125,78.3,Portland,NA
2018,7,Cincinnati,4.4,8,14%,15,71%,25,$201,40,8.9,40,1.3,25,5,40,1.5,38,6.2,40,4.5,40,37,125,78.2,Cincinnati,NA
2018,8,Chicago,2.2,4,10%,10,98%,40,$172,39,4.6,32,0.9,15,3.5,28,1.8,40,2.4,18,8.6,40,29,122,76.1,Chicago,NA
2018,9,New York,1.1,1,21%,20,97%,39,$198,40,3.6,23,1.6,33,2.2,16,0.1,2,0.8,4,9,40,20,120,74.8,New York,NA
2018,10,Irvine,6.6,13,26%,20,75%,27,$255,40,2.8,17,0.4,3,2.7,20,1.5,38,2.9,22,0.4,5,18,118,73.4,Irvine,NA
2018,11,Seattle,2.4,4,12%,13,94%,37,$276,40,3.3,21,2,40,2.2,15,0.8,19,2.8,21,1.3,21,23,117,73,Seattle,NA
2018,12,Madison,4.7,9,14%,14,90%,35,$126,27,10.6,40,4,40,7,40,0.1,1,3.2,25,1.2,19,28,113,70.3,Madison,NA
2018,13,Boston,1.4,2,17%,19,99%,40,$118,25,3.3,21,1.2,23,4,33,0.9,24,1.3,8,9.2,40,25,111,69.3,Boston,NA
2018,14,St. Louis,2.3,4,10%,10,88%,34,$265,40,2.7,16,1.6,33,2.6,19,0.6,15,2.8,22,1.9,31,23,111,69.2,St. Louis,NA
2018,15,St. Petersburg,3.5,6,16%,17,74%,26,$137,30,4.1,28,2.3,40,3.3,26,1.2,31,4.8,40,0.4,5,28,107,67.1,St. Petersburg,NA
2018,16,San Diego,6.8,13,23%,20,77%,28,$141,31,2.8,16,1.1,22,2.1,15,1,24,1.9,13,0.1,1,15,107,67,San Diego,NA
2018,17,Milwaukee,4.6,9,10%,11,89%,34,$131,28,5.7,40,0.5,6,2.7,20,0.9,23,5.6,40,1.2,19,25,107,66.7,Milwaukee,NA
2018,18,Plano,13.5,20,9%,10,75%,26,$197,40,3,18,0.3,2,2.4,18,0.3,8,1.4,8,0.3,4,10,106,66,Plano,NA
2018,19,Henderson,8,16,13%,14,49%,12,$144,32,3.9,25,5.2,40,3,23,0.6,13,5.1,40,5.9,40,30,104,65.1,Henderson,NA
2018,20,Aurora,8,16,11%,11,86%,33,$143,31,1.4,5,0.8,14,2.2,15,0.2,5,2.3,17,1.1,17,12,103,64.5,Aurora,NA
2018,21,Long Beach,3.2,6,10%,10,81%,30,$208,40,1.6,6,2.1,40,1.4,7,1.1,28,2.5,18,0,0,17,103,64.1,Long Beach,NA
2018,22,Sacramento,5.4,10,8%,8,78%,29,$130,28,2.6,15,2.2,40,4.1,34,1,24,1.7,11,4,40,27,102,64,Sacramento,NA
2018,23,Pittsburgh,2.2,4,10%,11,84%,32,$100,20,3.6,24,2.3,40,3.8,31,1.7,40,4.3,35,8.4,40,35,102,63.8,Pittsburgh,NA
2018,24,Lincoln,7,14,7%,7,85%,33,$96,19,8.7,40,1.4,28,4.6,39,0.6,15,4.6,38,0.7,10,28,101,63.3,Lincoln,NA
2018,24,New Orleans,2,3,26%,20,77%,28,$162,36,1.7,7,0.8,13,2.6,19,0.7,18,3.2,26,0.3,3,14,101,63.3,New Orleans,NA
2018,26,Denver,6.7,13,8%,8,86%,33,$121,26,1.5,6,1.4,29,3.6,29,0.8,19,2.4,18,0.9,13,19,99,61.9,Denver,NA
2018,27,San Jose,4,7,14%,15,77%,28,$142,31,2,10,1,17,2.7,21,1,24,0.7,3,1.8,30,18,99,61.6,San Jose,NA
2018,28,Virginia Beach,3.9,7,16%,17,61%,19,$188,40,3.3,21,0.6,10,4.1,34,0.3,7,2.4,18,0.2,2,15,98,61.5,Virginia Beach,NA
2018,29,Boise,7.3,14,9%,9,60%,18,$144,32,2,10,6.7,40,3.4,27,1,25,3.5,28,0.9,14,24,97,60.6,Boise,NA
2018,30,Philadelphia,3.3,6,13%,14,93%,37,$84,16,4.8,33,0.4,5,1.6,9,2.1,40,1.7,11,5,40,23,96,60,Philadelphia,NA
2018,31,Kansas City,11.7,20,9%,9,65%,21,$126,27,2.7,16,0.8,14,2.4,17,0.4,10,1.5,10,3.1,40,18,95,59.3,Kansas City,NA
2018,32,Fremont,6.4,12,37%,20,61%,19,$123,26,2.1,10,2.6,40,1.9,13,0.5,13,3.8,30,0,0,18,95,59.2,Fremont,NA
2018,33,Omaha,7.4,14,12%,12,78%,28,$79,15,5.2,37,0.4,5,4.3,36,0.7,16,3.8,31,1.6,25,25,94,58.8,Omaha,NA
2018,34,Raleigh,4.4,8,11%,11,54%,15,$202,40,5.3,38,0.7,10,2.1,14,1.6,40,2.3,17,0,0,20,94,58.6,Raleigh,NA
2018,34,Las Vegas,2.5,4,19%,20,64%,21,$118,25,1.3,4,4,40,3.9,32,0.8,19,1.3,8,3.7,40,24,94,58.6,Las Vegas,NA
2018,36,Anchorage,4.7,9,84%,20,71%,24,$98,20,2.6,15,2.3,40,2.8,21,0.3,6,5.6,40,0,0,20,93,58.3,Anchorage,NA
2018,37,Cleveland,3.1,6,6%,6,80%,30,$105,22,6,40,0.5,7,3.7,30,1.1,29,2.9,23,10.4,40,28,92,57.6,Cleveland,NA
2018,38,Oakland,2.1,4,12%,12,85%,32,$108,22,2.6,15,3.8,40,1.8,11,1.2,31,3.5,28,0.5,6,22,92,57.4,Oakland,NA
2018,39,Tampa,4.5,9,8%,7,60%,18,$114,24,6.1,40,3.5,40,2.2,15,1.8,40,2.8,21,2.4,40,33,91,56.7,Tampa,NA
2018,40,Albuquerque,4.3,8,23%,20,82%,30,$62,10,2.2,11,2.3,40,3.1,24,1.1,27,1.6,11,0.7,10,21,89,55.3,Albuquerque,NA
2018,41,Chesapeake,7.2,14,26%,20,37%,5,$94,19,3.8,25,2.1,40,5,40,1,25,6.3,40,0,0,28,86,54,Chesapeake,NA
2018,42,Austin,8.7,17,10%,11,60%,18,$108,22,2.8,16,1.3,25,1.7,11,0.6,14,2.6,20,1.2,19,18,86,53.4,Austin,NA
2018,43,Atlanta,2.9,5,6%,6,66%,22,$139,30,2.8,16,0.9,15,3,23,1.5,38,0.6,2,2.4,39,22,85,53.2,Atlanta,NA
2018,44,Scottsdale,13.5,20,25%,20,38%,6,$109,22,1.5,5,1.3,24,1.5,9,0.8,19,3.1,25,1.3,20,17,85,53.1,Scottsdale,NA
2018,45,Norfolk,1.6,3,5%,5,72%,25,$80,15,28.3,40,4.8,40,6.6,40,2,40,0.6,2,2,33,33,81,50.3,Norfolk,NA
2018,46,Colorado Springs,6.6,13,9%,9,69%,23,$81,15,2.9,18,1.7,36,3,23,0.3,7,2.9,22,0.9,13,20,80,49.9,Colorado Springs,NA
2018,46,Orlando,3.4,6,5%,5,60%,18,$125,27,4.7,33,1.1,20,2.4,17,1.5,38,4.2,35,0,0,24,80,49.9,Orlando,NA
2018,48,Honolulu,6.8,13,19%,20,65%,21,$57,9,3.6,24,0.4,3,1.5,8,1.6,40,2.6,20,0,0,16,79,49.3,Honolulu,NA
2018,49,Dallas,7.8,15,13%,13,60%,18,$108,22,2.5,14,0.3,1,1.5,9,0.6,16,1.3,8,0.8,13,10,78,48.9,Dallas,NA
2018,50,Miami,2.6,5,7%,6,80%,30,$87,17,3.2,20,0.9,16,1.3,7,1.6,40,3.8,31,0,0,19,77,48.1,Miami,NA
2018,51,Buffalo,1.1,2,8%,7,85%,33,$54,8,6.3,40,0.8,13,2.3,17,0.7,17,4.2,34,4.2,40,27,77,48,Buffalo,NA
2018,52,North Las Vegas,7.1,14,26%,20,58%,17,$67,12,2.1,11,0.8,14,2.3,16,0.2,3,1,5,1.6,27,13,76,47.3,North Las Vegas,NA
2018,53,Jersey City,0.6,1,18%,19,91%,36,$29,2,2.6,15,2.2,40,1.3,7,1,24,1.8,13,0,0,17,75,46.6,Jersey City,NA
2018,54,Nashville,16.7,20,11%,11,37%,6,$100,20,3,18,1.2,23,3.1,24,0.8,19,1.7,12,0.4,6,17,74,46.3,Nashville,NA
2018,55,Lexington,11.3,20,2%,2,52%,14,$83,16,3.7,24,1.9,40,2,13,0.5,12,4,32,0.6,9,22,74,46,Lexington,NA
2018,56,Phoenix,14.6,20,15%,16,45%,10,$87,17,0.9,1,0.7,11,1.6,9,0.4,9,2.5,19,0.6,9,10,73,45.4,Phoenix,NA
2018,57,Riverside,10.5,20,7%,7,48%,12,$73,13,3,18,0.6,9,2.4,18,1.1,29,2.4,18,1.9,31,21,73,45.3,Riverside,NA
2018,58,Richmond,2.5,4,7%,7,73%,26,$75,14,3.4,22,1.3,27,2.2,15,2,40,2.7,21,0,0,21,72,44.9,Richmond,NA
2018,58,Baltimore,0.8,1,10%,10,85%,32,$78,14,1.6,7,0.5,6,3.2,25,1.3,34,0.6,2,1,15,15,72,44.9,Baltimore,NA
2018,60,Tulsa,9.6,19,8%,7,55%,15,$67,12,2.1,11,0.5,5,2.3,17,0.6,15,2.6,20,7.4,40,18,71,44.4,Tulsa,NA
2018,61,Corpus Christi,3.3,6,9%,9,74%,26,$71,13,2.7,16,0.3,1,4.4,37,0.8,19,2.5,19,0.6,9,17,71,44.3,Corpus Christi,NA
2018,62,Columbus,7.8,15,9%,9,52%,14,$104,21,2.1,11,0.6,8,1.7,11,0.7,16,1.9,13,0.5,6,11,70,43.6,Columbus,NA
2018,63,"Arlington, Texas",12.6,20,8%,8,53%,14,$89,17,1.7,8,0.5,7,1.7,10,0.3,7,2.1,16,0.8,12,10,69,43.1,"Arlington, Texas",NA
2018,63,Chandler,8.3,16,4%,3,59%,18,$78,15,3.1,20,1.5,30,2.2,15,0.5,13,1.8,13,0.7,11,17,69,43.1,Chandler,NA
2018,65,Bakersfield,9.1,18,6%,6,43%,9,$74,13,1.9,9,2.1,40,2.9,22,0.4,10,2.2,16,2.4,39,23,69,42.9,Bakersfield,NA
2018,66,Los Angeles,4.8,9,13%,13,56%,16,$103,21,2,10,0.3,1,1.1,5,1.1,28,1.3,8,0.4,5,10,69,42.8,Los Angeles,NA
2018,67,San Antonio,11.7,20,10%,11,38%,6,$93,18,1.6,7,0.8,12,1.7,10,0.7,18,3,23,0.3,3,12,67,42,San Antonio,NA
2018,68,Anaheim,8.3,16,8%,8,62%,19,$73,13,1.4,4,0.6,7,1.4,7,0.2,5,5,40,0.3,3,11,67,41.9,Anaheim,NA
2018,69,Durham,8.8,17,4%,3,48%,12,$68,12,4.3,30,1.1,21,2.1,15,0.8,19,3.5,28,1.5,24,23,67,41.8,Durham,NA
2018,70,Greensboro,5,10,9%,9,59%,18,$66,12,1.6,6,1,19,3.7,30,0.8,21,2.9,23,0,0,17,66,40.9,Greensboro,NA
2018,71,Glendale,4.8,9,6%,5,72%,25,$31,2,4.6,32,1.2,24,3.9,32,0.6,16,1.7,12,1.6,26,24,65,40.4,Glendale,NA
2018,72,Garland,9.6,19,7%,7,59%,18,$66,11,2.2,12,0,0,1.4,8,0.7,16,2.1,15,0,0,9,64,39.7,Garland,NA
2018,73,Newark,0.7,1,6%,6,90%,35,$42,5,2.5,14,0,0,1,3,0.8,21,2.2,17,3.2,40,16,63,39.3,Newark,NA
2018,74,Wichita,11.3,20,5%,5,52%,14,$52,8,1,1,0.8,12,2.1,14,0.5,11,4,32,1.5,24,16,63,39.2,Wichita,NA
2018,75,Reno,5,10,5%,5,74%,26,$50,7,3.8,25,0.8,13,2.9,22,0.3,7,2.5,19,0,0,14,62,39,Reno,NA
2018,76,Chula Vista,7.1,14,7%,6,55%,16,$44,6,2,10,1.9,39,3.6,29,0.7,16,1.6,10,0.7,11,19,61,38.2,Chula Vista,NA
2018,77,Houston,4.7,9,18%,19,49%,12,$38,4,2.2,12,0.7,11,1.7,11,0.7,16,2.8,22,1.5,24,16,60,37.5,Houston,NA
2018,78,El Paso,3.9,7,19%,20,50%,13,$34,3,2.4,13,0.6,8,3.7,30,0.8,19,1.3,8,1.3,21,17,60,37.2,El Paso,NA
2018,79,Toledo,5.5,11,6%,6,77%,28,$43,5,1.4,5,0.7,11,2.8,21,0.1,1,1.9,13,0.4,4,9,59,37,Toledo,NA
2018,80,Stockton,6,12,3%,2,72%,25,$24,1,3.5,22,1,17,2.3,16,0.4,9,2.8,21,1.6,26,19,59,36.6,Stockton,NA
2018,81,Oklahoma City,7.2,14,7%,7,42%,8,$66,12,1.9,9,0.5,5,1.7,11,0.8,19,2.3,17,2.6,40,17,58,36.1,Oklahoma City,NA
2018,82,Fort Worth,7.7,15,6%,5,55%,16,$68,12,1.3,4,0.6,8,2.3,16,0.3,7,1.9,13,0.2,2,8,56,35.2,Fort Worth,NA
2018,82,Irving,4.1,8,5%,5,58%,17,$66,11,1.2,3,0.8,14,3.1,24,0.8,21,2.3,17,0.8,13,15,56,35.2,Irving,NA
2018,84,Louisville,7.5,15,7%,7,33%,3,$55,8,2.2,12,0.9,16,2.2,16,0.5,12,4.8,40,4.2,40,23,56,34.8,Louisville,NA
2018,85,Jacksonville,5.8,11,14%,15,33%,3,$41,5,1.8,8,0.6,8,3.7,30,1.4,35,7,40,0.5,6,21,55,34.5,Jacksonville,NA
2018,86,Tucson,5.4,10,3%,2,57%,17,$58,9,2.5,14,1.5,30,2,14,0.8,20,2,14,0.6,8,17,55,34.2,Tucson,NA
2018,87,Santa Ana,6,12,4%,4,72%,25,$42,5,2.1,11,0,0,1,3,0.9,22,1.7,12,0,0,8,54,33.8,Santa Ana,NA
2018,88,Detroit,2.4,4,6%,6,77%,28,$40,5,2.4,13,0.8,12,2.7,21,0.4,9,0.5,1,0.6,9,11,54,33.6,Detroit,NA
2018,89,Lubbock,9.7,19,3%,2,54%,15,$44,6,5,35,0,0,2.2,16,0.4,9,1.5,10,0,0,12,54,33.5,Lubbock,NA
2018,90,Baton Rouge,4.2,8,3%,2,50%,13,$50,7,5.9,40,0.9,15,2.7,20,2.9,40,1.3,8,0.9,13,23,53,32.9,Baton Rouge,NA
2018,91,Memphis,10,20,5%,4,43%,9,$58,9,2.8,17,0.4,5,1.8,11,0.9,23,0.9,4,0.3,3,11,53,32.8,Memphis,NA
2018,92,Winston-Salem,9.2,18,5%,4,35%,4,$48,7,1.2,3,0.4,4,1.8,12,1.4,36,2.5,19,2,34,18,51,31.9,Winston-Salem,NA
2018,93,Laredo,4.1,8,2%,1,49%,12,$67,12,9.7,40,0.4,3,2.2,16,1.7,40,1,5,0,0,17,50,31.5,Laredo,NA
2018,94,Fresno,2.2,4,4%,3,62%,19,$42,5,4.6,32,1.3,26,2.6,19,0.6,14,0.9,5,1,15,19,50,30.9,Fresno,NA
2018,95,Hialeah,4.1,8,2%,1,62%,20,$35,3,3,19,0,0,0.7,1,1.5,40,1,5,1.7,28,16,48,29.7,Hialeah,NA
2018,96,Mesa,2.8,5,3%,2,64%,20,$69,12,2.8,17,0.4,4,1.4,7,0.2,4,0.6,2,0.4,5,7,46,28.4,Mesa,NA
2018,97,Charlotte,18,20,4%,4,28%,1,$47,7,1.1,2,0.6,8,1.9,12,0.5,11,0.6,2,0.8,13,8,40,25,Charlotte,NA
2017,1,Minneapolis,6.6,13,15%,15,97%,39,$233,20,5,18,1.7,17,3.9,15,2.5,20,NA,NA,NA,NA,18,87.5,NA,Minneapolis,5
2017,2,St. Paul,3.7,7,15%,16,96%,39,$202,20,9.6,20,1.3,13,3.8,15,1.8,20,NA,NA,NA,NA,17,82.5,NA,St. Paul,5
2017,3,San Francisco,1.6,3,20%,20,100%,40,$235,20,3.8,13,3.8,20,2.4,8,0.8,10,NA,NA,NA,NA,13,80,NA,San Francisco,5
2017,4,"Washington, D.C.",1.5,2,22%,20,97%,39,$270,20,4,14,1.7,17,1.8,5,2.3,20,NA,NA,NA,NA,14,79,NA,"Washington, D.C.",4.5
2017,5,Portland,4.6,9,18%,19,86%,33,$165,20,3.8,14,5.3,20,2.1,7,0.6,7,NA,NA,NA,NA,12,77.5,NA,Portland,4.5
2017,6,"Arlington, Virginia",2.5,4,11%,11,98%,39,$230,20,4.1,15,3.5,20,4.7,19,1.5,18,NA,NA,NA,NA,18,76.5,NA,"Arlington, Virginia",4.5
2017,7,Irvine,6.4,12,22%,20,76%,27,$252,20,2.6,9,0.4,3,2.8,10,1.5,19,NA,NA,NA,NA,10,74,NA,Irvine,4.5
2017,7,New York,1,1,21%,20,97%,39,$179,20,3.6,13,1.6,15,2,6,0.1,1,NA,NA,NA,NA,9,74,NA,New York,4.5
2017,9,Madison,4.7,9,13%,14,90%,35,$126,15,10.2,20,4.3,20,7.4,20,0.1,1,NA,NA,NA,NA,15,73.5,NA,Madison,4.5
2017,10,Cincinnati,4.9,9,14%,14,71%,25,$191,20,5,19,1.3,13,5,20,2.2,20,NA,NA,NA,NA,18,71.5,NA,Cincinnati,4
2017,11,Chicago,1.4,2,10%,10,97%,39,$173,20,4.5,16,0.9,8,3.5,13,1.8,20,NA,NA,NA,NA,14,71,NA,Chicago,4
2017,11,Seattle,2.4,4,12%,13,94%,37,$279,20,1.9,5,2.1,20,2.2,8,0.8,9,NA,NA,NA,NA,11,71,NA,Seattle,4
2017,13,Boston,1.5,2,17%,18,98%,39,$112,13,3.4,12,1.1,10,4.1,16,1,11,NA,NA,NA,NA,12,70,NA,Boston,4
2017,14,San Diego,5.7,11,23%,20,77%,28,$120,14,2.8,9,1.2,11,1.9,6,1,12,NA,NA,NA,NA,10,69,NA,San Diego,4
2017,15,Aurora,7.9,15,11%,11,86%,33,$139,17,1.7,5,0.8,7,2.3,8,0.2,2,NA,NA,NA,NA,6,68.5,NA,Aurora,4
2017,16,St. Petersburg,3.5,6,16%,16,73%,25,$133,16,4.2,15,2.4,20,3.4,13,1.3,15,NA,NA,NA,NA,16,66,NA,St. Petersburg,4
2017,17,Albuquerque,4.3,8,24%,20,82%,31,$58,6,2.3,7,2.4,20,3,11,1.1,13,NA,NA,NA,NA,13,65,NA,Albuquerque,3.5
2017,17,Plano,13.3,20,9%,9,74%,26,$147,18,1.8,5,0.4,2,2.5,9,0.4,4,NA,NA,NA,NA,5,65,NA,Plano,3.5
2017,17,St. Louis,2.2,4,10%,9,90%,35,$271,20,2.6,8,1.6,15,2.3,8,0.6,7,NA,NA,NA,NA,10,65,NA,St. Louis,3.5
2017,20,Denver,6,12,8%,8,86%,33,$115,13,1.6,4,1.5,15,3.7,14,0.9,11,NA,NA,NA,NA,11,64,NA,Denver,3.5
2017,21,Milwaukee,4.5,8,10%,10,88%,34,$115,13,5.7,20,0.5,4,2.7,10,0.9,11,NA,NA,NA,NA,11,63.5,NA,Milwaukee,3.5
2017,21,Omaha,7,14,14%,14,78%,28,$76,8,5.3,20,0.5,3,4.4,17,0.7,8,NA,NA,NA,NA,12,63.5,NA,Omaha,3.5
2017,21,Sacramento,5.5,11,8%,8,79%,29,$122,14,2.7,9,2.3,20,4,16,1,12,NA,NA,NA,NA,14,63.5,NA,Sacramento,3.5
2017,24,Fremont,7.3,14,37%,20,62%,19,$128,15,2.1,6,0.9,8,2,6,0.5,6,NA,NA,NA,NA,7,62.5,NA,Fremont,3.5
2017,24,Las Vegas,2.5,4,19%,20,70%,24,$127,15,1.4,3,4.3,20,4.1,16,0.8,10,NA,NA,NA,NA,12,62.5,NA,Las Vegas,3.5
2017,24,Lincoln,5.8,11,7%,7,86%,33,$88,10,3.6,13,1.6,15,5.1,20,0.8,9,NA,NA,NA,NA,14,62.5,NA,Lincoln,3.5
2017,24,Long Beach,3,5,10%,10,81%,30,$205,20,1.6,4,1.9,19,1.3,3,1.1,14,NA,NA,NA,NA,10,62.5,NA,Long Beach,3.5
