year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2011,tt1657507,Colombiana,notalk,notalk,FAIL,40000000,36665854,71698079,2011FAIL,41427631,37974487,74257040,1,1,1657507,"A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin.",PG-13,True,"English, Spanish",France,"Luc Besson (screenplay), Robert Mark Kamen (screenplay)",45,6.4,Olivier Megaton,26 Aug 2011,"Zoe Saldana, Jordi Mollà, Lennie James, Amandla Stenberg","Action, Crime, Drama",2 wins & 4 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,"60,079",NA
2011,tt0816462,Conan the Barbarian,dubious-disagree,dubious,FAIL,20000000,38264085,79114085,2011FAIL,20713816,39629760,81937729,1,1,0816462,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,R,True,English,USA,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood, Robert E. Howard (character of Conan)",36,5.2,Marcus Nispel,19 Aug 2011,"Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman","Action, Adventure, Fantasy",2 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg,"69,325",NA
2011,tt1598778,Contagion,ok-disagree,ok,PASS,60000000,75658097,137551594,2011PASS,62141447,78358394,142460919,1,1,1598778,The CDC races against time to develop a vaccine against an extremely lethal virus.,PG-13,True,"English, Mandarin, Cantonese","USA, United Arab Emirates",Scott Z. Burns,70,6.7,Steven Soderbergh,09 Sep 2011,"Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law","Drama, Sci-Fi, Thriller",2 wins & 6 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg,"146,589",NA
2011,tt1372686,Coriolanus,men,men,FAIL,10000000,749641,1049641,2011FAIL,10356908,776396,1087104,1,1,1372686,A banished hero of Rome allies with a sworn enemy to take his revenge on the city.,R,True,English,UK,"John Logan (screenplay), William Shakespeare (play)",79,6.1,Ralph Fiennes,20 Jan 2012,"Ralph Fiennes, Gerard Butler, Lubna Azabal, Ashraf Barhom","Drama, Thriller, War",Nominated for 1 BAFTA Film Award. Another 10 wins & 8 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_SX300.jpg,"22,126",NA
2011,tt0409847,Cowboys &amp; Aliens,notalk,notalk,FAIL,163000000,100240551,175910315,2011FAIL,168817598,103818215,182188693,1,1,0409847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,tt1701990,Detention,ok,ok,PASS,10000000,#N/A,#N/A,2011PASS,10356908,#N/A,#N/A,1,1,1701990,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.",R,True,English,USA,"Joseph Kahn, Mark Palermo",45,5.8,Joseph Kahn,13 Apr 2012,"Alison Woods, Logan Stalarow, Julie Dolan, Shanley Caswell","Comedy, Horror, Sci-Fi",N/A,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NzMxMDA1Nl5BMl5BanBnXkFtZTcwODM3MDcxNQ@@._V1_SX300.jpg,"8,880",NA
2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,notalk,notalk,FAIL,18000000,52698535,73695194,2011FAIL,18642434,54579387,76325433,1,1,1650043,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",PG,True,English,USA,"Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",51,6.6,David Bowers,25 Mar 2011,"Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron","Comedy, Family",1 win & 5 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_SX300.jpg,"13,675",NA
2011,tt1564349,Dolphin Tale,men,men,FAIL,37000000,72286779,96068724,2011FAIL,38320559,74866751,99497492,1,1,1564349,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,PG,True,English,USA,"Karen Janszen, Noam Dromi",64,6.9,Charles Martin Smith,23 Sep 2011,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson","Drama, Family",2 wins & 4 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NTQwMTU5NF5BMl5BanBnXkFtZTcwNTU0MzE0NQ@@._V1_SX300.jpg,"12,619",NA
2011,tt1462041,Dream House,ok,ok,PASS,50000000,21302340,39932340,2011PASS,51784539,22062637,41357557,1,1,1462041,"Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",PG-13,True,English,"USA, Canada",David Loucka,35,5.9,Jim Sheridan,30 Sep 2011,"Daniel Craig, Naomi Watts, Rachel Weisz, Elias Koteas","Drama, Mystery, Thriller",1 nomination.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MzUxMDc5Ml5BMl5BanBnXkFtZTcwMTMwMjIwNg@@._V1_SX300.jpg,"35,372",NA
2011,tt0780504,Drive,dubious-disagree,dubious,FAIL,15000000,35060689,78054825,2011FAIL,15535362,36312033,80840663,1,1,0780504,"A mysterious Hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor.",R,True,"English, Spanish",USA,"Hossein Amini (screenplay), James Sallis (book)",78,7.9,Nicolas Winding Refn,16 Sep 2011,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks","Crime, Drama",Nominated for 1 Oscar. Another 43 wins & 80 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg,"334,747",NA
2011,tt1596343,Fast Five,ok-disagree,ok,PASS,125000000,209837675,629841284,2011PASS,129461348,217326947,652320815,1,1,1596343,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,PG-13,True,"English, Portuguese, Spanish, Italian",USA,"Chris Morgan, Gary Scott Thompson (characters)",67,7.3,Justin Lin,29 Apr 2011,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson","Action, Crime, Thriller",7 wins & 18 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg,"203,990",NA
2011,tt1622979,Final Destination 5,men,men,FAIL,40000000,42587643,157887643,2011FAIL,41427631,44107629,163522777,1,1,1622979,Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.,R,True,"English, Cantonese","USA, Canada","Eric Heisserer, Jeffrey Reddick (characters)",50,5.9,Steven Quale,12 Aug 2011,"Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe","Horror, Thriller",1 win & 3 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_SX300.jpg,"64,357",NA
2011,tt1068242,Footloose,ok,ok,PASS,24000000,51802742,63412773,2011PASS,24856579,53651623,65676025,1,1,1068242,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",PG-13,True,English,USA,"Dean Pitchford (screenplay), Craig Brewer (screenplay), Dean Pitchford (story)",58,5.8,Craig Brewer,14 Oct 2011,"Kenny Wormald, Julianne Hough, Dennis Quaid, Andie MacDowell","Comedy, Drama, Music",3 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3MjIzMjk4M15BMl5BanBnXkFtZTcwMzMxMzIzNg@@._V1_SX300.jpg,"26,507",NA
2011,tt1438176,Fright Night,dubious,dubious,FAIL,30000000,18298649,40520649,2011FAIL,31070724,18951742,41966863,1,1,1438176,A teenager suspects that his new neighbor is a vampire.,R,True,English,USA,"Marti Noxon (screenplay), Tom Holland (story), Tom Holland (film ""Fright Night"")",64,6.4,Craig Gillespie,19 Aug 2011,"Anton Yelchin, Colin Farrell, Toni Collette, David Tennant","Comedy, Horror",4 wins & 1 nomination.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2MDc0NDY0M15BMl5BanBnXkFtZTcwOTgzMTYyNQ@@._V1_SX300.jpg,"69,493",NA
2011,tt1133985,Green Lantern,notalk-disagree,notalk,FAIL,200000000,116601172,231201172,2011FAIL,207138157,120762760,239452924,1,1,1133985,A test pilot is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force.,PG-13,True,English,USA,"Greg Berlanti (screenplay), Michael Green (screenplay), Marc Guggenheim (screenplay), Michael Goldenberg (screenplay), Greg Berlanti (screen story), Michael Green (screen story), Marc Guggenheim (screen story)",39,5.7,Martin Campbell,17 Jun 2011,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong","Action, Adventure, Sci-Fi",1 win & 2 nominations.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_SX300.jpg,"169,039",NA
2011,tt0480687,Hall Pass,men,men,FAIL,36000000,45060734,83693266,2011FAIL,37284868,46668987,86680344,1,1,0480687,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",R,True,English,USA,"Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)",45,5.9,"Bobby Farrelly, Peter Farrelly",25 Feb 2011,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate","Comedy, Romance",N/A,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_SX300.jpg,"86,487",NA
2011,tt0993842,Hanna,ok,ok,PASS,30000000,40259119,65343694,2011PASS,31070724,41695999,67675862,1,1,0993842,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",PG-13,True,"English, French, German, Italian, Arabic, Spanish","USA, UK, Germany","Seth Lochhead (screenplay), David Farr (screenplay), Seth Lochhead (story)",65,6.8,Joe Wright,08 Apr 2011,"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett","Action, Adventure, Thriller",4 wins & 10 nominations.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BNTAzMTg1NjY0NF5BMl5BanBnXkFtZTcwODc3MTgzNA@@._V1_SX300.jpg,"130,829",NA
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,notalk-disagree,notalk,FAIL,125000000,381011219,1328111219,2011FAIL,129461348,394609809,1375512553,1,1,1201607,"Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord.",PG-13,True,English,"USA, UK","Steve Kloves (screenplay), J.K. Rowling (novel)",87,8.1,David Yates,15 Jul 2011,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe","Adventure, Fantasy, Mystery",Nominated for 3 Oscars. Another 33 wins & 49 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX300.jpg,"344,216",NA
2011,tt1506999,Haywire,nowomen-disagree,nowomen,FAIL,23000000,18942396,22176190,2011FAIL,23820888,19618465,22967676,1,1,1506999,A black ops super soldier seeks payback after she is betrayed and set up during a mission.,R,True,"English, Spanish","USA, Ireland",Lem Dobbs,67,5.8,Steven Soderbergh,20 Jan 2012,"Gina Carano, Michael Angarano, Channing Tatum, Debby Lynn Ross","Action, Thriller",5 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI2MjIxOTUwN15BMl5BanBnXkFtZTcwNDM5NjcxNw@@._V1_SX300.jpg,"60,876",NA
2011,tt1403177,Hesher,notalk,notalk,FAIL,7000000,382946,382946,2011FAIL,7249836,396614,396614,1,1,1403177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,tt1562568,Higher Ground,ok,ok,PASS,1800000,841056,859182,2011PASS,1864243,871074,889847,1,1,1562568,A chronicle of one woman's lifelong struggle with her faith.,R,True,English,USA,"Carolyn S. Briggs (screenplay), Tim Metcalfe (screenplay), Carolyn S. Briggs (memoir ""This Dark World"")",74,6.3,Vera Farmiga,01 Mar 2012,"Joshua Leonard, Norbert Leo Butz, Michael Chernus, Vera Farmiga",Drama,6 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU4NTMyNTQ3OF5BMl5BanBnXkFtZTcwMjMzNzI5NQ@@._V1_SX300.jpg,"2,166",NA
2011,tt1640459,Hobo with a Shotgun,nowomen,nowomen,FAIL,3000000,703372,834953,2011FAIL,3107072,728476,864753,1,1,1640459,"A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",Not Rated,True,English,Canada,"John Davies, Jason Eisener (story), Rob Cotterill (story), John Davies (story)",55,6.1,Jason Eisener,12 May 2011,"Rutger Hauer, Pasha Ebrahimi, Robb Wells, Brian Downey","Action, Comedy, Thriller",1 nomination.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_SX300.jpg,"31,703",NA
2011,tt1411704,Hop,men,men,FAIL,63000000,108085305,184924333,2011FAIL,65248520,111942955,191524428,1,1,1411704,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",PG,True,English,USA,"Cinco Paul (screenplay), Ken Daurio (screenplay), Brian Lynch (screenplay), Cinco Paul (story), Ken Daurio (story)",41,5.5,Tim Hill,01 Apr 2011,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria","Animation, Comedy, Family",2 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY4MDcxNTkzNV5BMl5BanBnXkFtZTcwMTg2MDY2NA@@._V1_SX300.jpg,"18,398",NA
2011,tt1499658,Horrible Bosses,ok,ok,PASS,35000000,117538559,214538559,2011PASS,36249178,121733603,222195609,1,1,1499658,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,R,True,English,USA,"Michael Markowitz (screenplay), John Francis Daley (screenplay), Jonathan M. Goldstein (screenplay), Michael Markowitz (story)",57,6.9,Seth Gordon,08 Jul 2011,"Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day","Comedy, Crime",2 wins & 7 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg,"256,896",NA
2011,tt0970179,Hugo,dubious,dubious,FAIL,180000000,73864507,185033215,2011FAIL,186424342,76500789,191637196,1,1,0970179,"Set in 1930s Paris, an orphan who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",PG,True,English,USA,"John Logan (screenplay), Brian Selznick (book)",83,7.6,Martin Scorsese,23 Nov 2011,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz","Adventure, Drama, Family",Won 5 Oscars. Another 45 wins & 103 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,"189,943",NA
2011,tt1464540,I Am Number Four,notalk,notalk,FAIL,50000000,55100437,145982797,2011FAIL,51784539,57067015,151193038,1,1,1464540,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.",PG-13,True,"English, French",USA,"Alfred Gough (screenplay), Miles Millar (screenplay), Marti Noxon (screenplay), Jobie Hughes (novel), James Frey (novel)",36,6.1,D.J. Caruso,18 Feb 2011,"Alex Pettyfer, Timothy Olyphant, Teresa Palmer, Dianna Agron","Drama, Romance, Sci-Fi",1 win & 1 nomination.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,"149,524",NA
2011,tt1253864,Immortals,men,men,FAIL,75000000,83504017,211562435,2011FAIL,77676809,86484341,219113265,1,1,1253864,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",R,True,"English, Greek",USA,"Charley Parlapanides, Vlas Parlapanides",46,6.1,Tarsem Singh,11 Nov 2011,"Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto","Action, Drama, Fantasy",1 win & 4 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_SX300.jpg,"112,273",NA
2011,tt1637688,In Time,notalk,notalk,FAIL,35000000,37553932,170064664,2011FAIL,36249178,38894261,176134406,1,1,1637688,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",PG-13,True,English,USA,Andrew Niccol,53,6.6,Andrew Niccol,28 Oct 2011,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki","Action, Sci-Fi, Thriller",2 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,"213,311",NA
2011,tt1606618,Iris,ok,ok,PASS,5500000,5580479,15155021,2011PASS,5696299,5779651,15695916,1,1,1606618,"A hauntingly beautiful and unusual coming-of-age tale. Set in 1890, Iris's artist mother leaves Stockholm for the summer and sends her 9-year old daughter to stay with an uncle in the ...",N/A,True,Swedish,"Finland, Sweden","Annina Enckell, Mikael Wahlforss (screenplay)",NA,6.3,Ulrika Bengts,26 Aug 2011,"Magnus Krepper, Tobias Zilliacus, Emmi Pesonen, Marika Parkkomäki","Drama, Family, History",1 nomination.,N/A,movie,N/A,71,NA
2011,tt1410063,Jin ling shi san chai,ok,ok,PASS,100000000,311434,93721434,2011PASS,103569079,322549,97066426,1,1,1410063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,tt1634122,Johnny English Reborn,dubious,dubious,FAIL,45000000,8305970,164539660,2011FAIL,46606085,8602417,170412210,1,1,1634122,Johnny English goes up against international assassins hunting down the Chinese premier.,PG,True,"English, Mandarin, Swiss German, Cantonese, Russian","USA, France, UK","Hamish McColl (screenplay), William Davies (story), Neal Purvis (characters), Robert Wade (characters)",46,6.3,Oliver Parker,21 Oct 2011,"Roger Barclay, Eric Carte, Rowan Atkinson, Togo Igawa","Adventure, Comedy, Crime",2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEzODY2MjU1Nl5BMl5BanBnXkFtZTcwMzc1ODUzNg@@._V1_SX300.jpg,"68,398",NA
2011,tt1640484,Jumping the Broom,ok,ok,PASS,7000000,37295394,38158601,2011PASS,7249836,38626496,39520511,1,1,1640484,Two very different families converge on Martha's Vineyard one weekend for a wedding.,PG-13,True,English,USA,"Elizabeth Hunter (screenplay), Arlene Gibbs (screenplay), Elizabeth Hunter (story)",56,5.5,Salim Akil,06 May 2011,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine","Comedy, Drama",3 wins & 13 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4NjA3OTQ0OF5BMl5BanBnXkFtZTcwOTQ1NjA2NA@@._V1_SX300.jpg,"6,432",NA
2011,tt1564367,Just Go with It,dubious,dubious,FAIL,80000000,103028109,214974953,2011FAIL,82855263,106705263,222647578,1,1,1564367,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",PG-13,True,English,USA,"Allan Loeb (screenplay), Timothy Dowling (screenplay), I.A.L. Diamond (screenplay), Abe Burrows (stage play), Pierre Barillet (French play), Jean-Pierre Grédy (French play)",33,6.4,Dennis Dugan,11 Feb 2011,"Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson","Comedy, Romance",5 wins & 11 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE0MTk3MjE2Nl5BMl5BanBnXkFtZTcwMjE0ODA0NA@@._V1_SX300.jpg,"124,675",NA
2011,tt1788391,Kill List,dubious,dubious,FAIL,800000,29063,462206,2011FAIL,828553,30100,478703,1,1,1788391,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",Not Rated,True,"English, Swedish",UK,"Amy Jump, Ben Wheatley",67,6.3,Ben Wheatley,02 Sep 2011,"Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley","Crime, Horror, Thriller",5 wins & 11 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BNzM3NzU2NzUzMV5BMl5BanBnXkFtZTcwNjY2OTUxNw@@._V1_SX300.jpg,"17,732",NA
2011,tt1448755,Killer Elite,nowomen,nowomen,FAIL,70000000,25124986,57777106,2011FAIL,72498355,26021717,59839216,1,1,1448755,"When his mentor is taken captive, a retired member of Britain's Elite Special Air Service is forced into action. His mission: kill three assassins dispatched by their cunning leader.",R,True,"English, Arabic, French, Spanish","UK, Australia","Matt Sherring (screenplay), Ranulph Fiennes (book)",44,6.5,Gary McKendry,23 Sep 2011,"Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell","Action, Crime, Thriller",2 wins & 7 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,"83,654",NA
2011,tt1302011,Kung Fu Panda 2,ok,ok,PASS,150000000,165249063,664837547,2011PASS,155353618,171146932,688566122,1,1,1302011,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",PG,True,English,USA,"Jonathan Aibel, Glenn Berger",67,7.4,Jennifer Yuh,26 May 2011,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman","Animation, Action, Adventure",Nominated for 1 Oscar. Another 3 wins & 26 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg,"118,131",NA
2011,tt1508675,Le Havre,dubious,dubious,FAIL,5500000,611709,13480196,2011FAIL,5696299,633541,13961315,1,1,1508675,"When an African boy arrives by cargo ship in the port city of Le Havre, an aging shoe shiner takes pity on the child and welcomes him into his home.",Not Rated,True,French,"Finland, France, Germany",Aki Kaurismäki,82,7.2,Aki Kaurismäki,08 Sep 2011,"André Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel","Comedy, Drama",15 wins & 24 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM1MDc2NDkxOV5BMl5BanBnXkFtZTcwNzE1NjM5Ng@@._V1_SX300.jpg,"11,153",NA
2011,tt1758692,Like Crazy,ok-disagree,ok,PASS,250000,3395391,3731489,2011PASS,258923,3516575,3864669,1,1,1758692,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",PG-13,True,English,USA,"Drake Doremus, Ben York Jones",71,6.7,Drake Doremus,27 Jan 2012,"Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley","Drama, Romance",9 wins & 3 nominations.,90 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzOTgyOTU4OF5BMl5BanBnXkFtZTcwNDYxMjcxNg@@._V1_SX300.jpg,"32,682",NA
2011,tt1219289,Limitless,notalk,notalk,FAIL,27000000,79249455,169739455,2011FAIL,27963651,82077930,175797590,1,1,1219289,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",PG-13,True,"English, Russian, Italian, Mandarin, French",USA,"Leslie Dixon (screenplay), Alan Glynn (novel)",59,7.4,Neil Burger,18 Mar 2011,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard","Mystery, Sci-Fi, Thriller",1 win & 6 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3NjczNzc5Nl5BMl5BanBnXkFtZTcwMzA2MzQyNA@@._V1_SX300.jpg,"288,788",NA
2011,tt0466893,Margaret,ok,ok,PASS,14000000,47185,47185,2011PASS,14499671,48869,48869,1,1,0466893,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",R,True,English,USA,Kenneth Lonergan,61,6.4,Kenneth Lonergan,01 Jun 2012,"Anna Paquin, J. Smith-Cameron, Mark Ruffalo, Jeannie Berlin",Drama,7 wins & 2 nominations.,150 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1MDQzMjcxN15BMl5BanBnXkFtZTcwNTg3MTI1Ng@@._V1_SX300.jpg,"9,436",NA
2011,tt1615147,Margin Call,notalk-disagree,notalk,FAIL,3400000,5353586,17872206,2011FAIL,3521349,5544660,18510079,1,1,1615147,"Follows the key people at an investment bank, over a 24-hour period, during the early stages of the financial crisis.",R,True,English,USA,J.C. Chandor,76,7.1,J.C. Chandor,29 Sep 2011,"Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto","Drama, Thriller",Nominated for 1 Oscar. Another 8 wins & 14 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg,"68,508",NA
2011,tt1305591,Mars Needs Moms,dubious,dubious,FAIL,150000000,21392758,39549758,2011FAIL,155353618,22156282,40961320,1,1,1305591,A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away.,PG,True,English,USA,"Simon Wells (screenplay), Wendy Wells (screenplay), Berkeley Breathed (book)",49,5.4,Simon Wells,11 Mar 2011,"Seth Green, Dan Fogler, Joan Cusack, Elisabeth Harnois","Animation, Action, Adventure",2 nominations.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1_SX300.jpg,"14,083",NA
2011,tt1441326,Martha Marcy May Marlene,ok,ok,PASS,1000000,2981038,3531038,2011PASS,1035691,3087434,3657064,1,1,1441326,"Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult.",R,True,English,USA,Sean Durkin,76,7,Sean Durkin,21 Dec 2011,"Elizabeth Olsen, Christopher Abbott, Brady Corbet, Hugh Dancy","Drama, Thriller",16 wins & 41 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc1MTYwMzg1N15BMl5BanBnXkFtZTcwNzM0MDY4Ng@@._V1_SX300.jpg,"31,339",NA
