id,session,date,time,room,title,content,video_recording,keywords,speakers,co_authors
98,Tutorial,2025-08-08,08:30–12:00,TBD,Tidy manipulation of genomic data,"tidyomics is an open source project to enable a tidy data analysis framework for omics data, such as single cell gene expression, genomic annotation, chromatin interactions, and more. tidyomics enables the use of familiar tidyverse verbs (select, filter, mutate, etc.) to manipulate rich data objects in the R/Bioconductor ecosystem. In this workshop, we will give a high level overview of the project, and then work through a number of examples involving experimental datasets and typical bioinformatics tasks, showing how these can be cast as tidy data analyses.<br>Learning goals: * Basic tidy operations on experimental data and genome annotation    * Bulk and single cell expression with tidy manipulation and visualization    * Examples of how to integrate diverse genomic datasets (ChIP-seq and RNA-seq)<br>Target audience: Bioinformatics audience at any level, some knowledge of dplyr is helpful<br>Prerequisites: NA",❌,"tidy data, genomics, bioinformatics, bioconductor",Justin Landis (UNC); Michael Love (UNC-Chapel Hill),NA
61,Tutorial,2025-08-08,13:00–16:30,TBD,Complex Survey Data Analysis: A Tidy Introduction with {srvyr} and {survey},"This interactive tutorial will introduce how to conduct analysis of survey data in R. We will first introduce a unifying workflow of tidy survey analysis in R for analysis of survey microdata with weights. We will cover topics of descriptive analysis, including functions to obtain weighted proportions, means, quantiles, and correlations from survey data. Then, we will discuss some statistical testing, including t-tests for comparing means and χ-squared tests for comparing proportions. Finally, we will discuss common probability sampling designs and how to create the survey design objects in R to account for the sampling design. The tutorial will include time for exercises using data from the 2020 American National Election Study and the 2020 Residential Energy Consumption Survey, so you can get hands-on experience with the functions. We will be using Posit Cloud, so you do not need to have R or RStudio preinstalled on your computer. For the best learning experience, we recommend you have some prior experience with R and the tidyverse, including familiarity with `mutate`, `summarize`, `count`, and `group_by`.<br>Learning goals: 1. Interpret documentation accompanying survey data and set up a survey design object in R.    2. Calculate weighted means, quantiles, proportions, and correlations along with standard errors and confidence intervals for survey data.    3. Specify t-tests for continuous survey data and understand the difference between two-sample t-tests and paired t-tests. Along the way, implement “dot” notation for passing design objects into the test function.    4. Conduct goodness of fit tests, tests of independence, and tests of homogeneity for categorical survey data.<br>Target audience: Analysts who want to analyze survey microdata (record-level data) with weights and disseminate results. May already use another language for survey analysis or are just starting out in survey analysis.<br>Prerequisites: NA",❌,"survey analysis, statistical testing, weighted analysis",Rebecca Powell (Fors Marsh); Isabella Velásquez (Posit PBC); Stephanie Zimmer (RTI International),NA
101,Tutorial,2025-08-08,13:00–16:30,TBD,Getting Started with Positron: A Next-Generation IDE for data science,"Positron is a next-generation data science IDE built by Posit PBC that combines the best features of RStudio and Visual Studio Code. This tutorial will introduce R users to Positron's core capabilities, with a special emphasis on helping RStudio users while highlighting its seamless integration with the R ecosystem. For R programmers coming from RStudio, Positron delivers a familiar yet enhanced environment for data analysis and package development, while offering a path to Python when needed. Unlike traditional software-development oriented IDEs, Positron provides first-class support for data science-specific workflows through its native support for R (via the Ark kernel), along with designated areas for Variables (Environment), Connections, Plots, Help, and more that RStudio users have come to rely on. During this hands-on tutorial, participants will learn how to: - Install, configure, and update Positron for an R-focused workflow - Navigate Positron's interface and understand how it compares to RStudio - Use Positron's advanced features for interactive R coding and data exploration - Customize Positron with useful settings, extensions, and keyboard shortcuts - Implement a project-based workflow with a workspace We'll explore Positron's innovative features that enhance R productivity, such as the improved interactive Data Explorer and the ability to switch between different R installations. The tutorial will include practical demonstrations of key workflows, such as developing and publishing Shiny apps and Quarto documents, package development, and data visualization. For R users curious about Python, we'll briefly demonstrate how Positron makes Python accessible within a familiar environment. We'll also briefly cover compatibility with VS Code extensions relevant to R users and how to leverage them through the Open VSX Registry. We’ll survey various ways to access GenAI for coding assistance and a high-level overview of more specialized topics, such as remote development and integrations with cloud providers. By the end of this tutorial, participants should understand how to accomplish their most-used workflows in Positron and how to tailor the IDE to their specific needs.<br>Learning goals: Participants will learn how to set up Positron for their data science work and navigate its interface. They will gain practical experience with Positron's data-focused tools including the Variables pane, Data Explorer, and Plot viewer. By the end of the tutorial, participants will be able to customize Positron to maintain their familiar RStudio workflow patterns while gaining access to new capabilities and understand how to effectively transition their R-based data science projects to this new environment.<br>Target audience: This tutorial is designed specifically for R users familiar with the RStudio IDE who want to explore Positron as an alternative or additional tool. It's particularly valuable for R programmers who occasionally need to use Python or other languages (Rust, C++, Lua, etc), or who collaborate with Python users. Both experienced R users looking to expand their toolset and RStudio enthusiasts curious about the next generation of R development environments will benefit from this session.<br>Prerequisites: NA",❌,"positron, r, ide, data science, rstudio",Jennifer Bryan (Posit PBC); Julia Silge (Posit PBC),Julia Silge (Posit PBC)
115,Tutorial,2025-08-08,13:00–16:30,TBD,R You Out of Memory Again? Level Up Your Data Game with Arrow and DuckDB,"""I can't analyze this dataset—R keeps running out of memory!"" This common frustration signals a critical gap in the R analyst's toolkit. This hands-on tutorial empowers tidyverse users to break through memory limitations by leveraging two game-changing technologies: Apache Arrow and DuckDB. Arrow provides a cross-language columnar memory format that enables efficient processing of large datasets without full memory loading, while DuckDB offers an embeddable analytical database engine that excels at complex aggregations and joins. When combined with dplyr's grammar of data manipulation, these tools create a powerful framework for scalable data analysis. The beauty of this approach? You can keep using the dplyr syntax you already know and love. Arrow and DuckDB work seamlessly with dplyr's grammar of data manipulation, translating familiar verbs into high-performance operations that process data outside of R's memory constraints. This means analyzing gigabytes of data on your laptop without rewriting your existing code or learning entirely new frameworks. Through practical examples with real-world datasets, participants will discover how to: Transform existing dplyr pipelines to process larger-than-memory datasets Navigate the complementary strengths of Arrow (streaming operations, columnar processing) and DuckDB (complex aggregations, efficient joins) Integrate SQL when needed for specialized operations Optimize query performance through execution strategies like predicate pushdown and parallel processing We'll focus on immediately applicable techniques rather than theory. Each concept is paired with hands-on exercises where participants implement patterns they can directly transfer to their own projects. You'll experience firsthand the thrill of processing datasets 10-100x larger than previously possible with standard R. By the tutorial's end, participants will confidently decide which tool fits each analytical challenge and implement scalable workflows that grow with their data needs. The days of ""cannot allocate vector of size..."" errors will be behind you. All materials, including code examples and datasets, will be available in a GitHub repository, ensuring continued learning beyond the workshop. Join us to transform your data analysis capabilities and remove the memory ceiling that's been holding back your R workflows<br>Learning goals: Configure and integrate Arrow and DuckDB within an R environment.    Translate dplyr workflows to handle out-of-memory datasets.    Optimize query performance and implement scalable data processing workflows.    Combine R and SQL for complex analytical operations.<br>Target audience: Data scientists, analysts, and researchers who are comfortable with tidyverse packages (particularly dplyr) and are encountering performance limitations when working with larger datasets. The tutorial will benefit professionals across academia, industry, and government sectors who need to scale their R-based data analysis.<br>Prerequisites: NA",❌,"big data, dplyr, apache arrow, duckdb, performance optimization",Elyse Armstrong (Common App); JEANNE MCCLURE (NC State University); Sheila Saia (R-Ladies RTP),Elyse Armstrong (Common App); Sheila Saia (R-Ladies RTP)
116,Tutorial,2025-08-08,13:00–16:30,TBD,Teaching statistics and data science with R and GitHub,"In this tutorial, participants will learn about teaching R and GitHub in statistics and data science courses. We will discuss pedagogy and curriculum design for effectively teaching computing alongside statistical concepts. Participants will explore example in-class activities and assignments that demonstrate the student experience, while discussing strategies for implementing such activities from the instructor perspective. We will also discuss computing infrastructure options that enable students to use R and Rstudio from a web browser with minimal set up. Lastly, we will show how instructors can use R and Quarto to make course materials and streamline their workflow in a reproducible way using GitHub. The tutorial will focus on teaching introductory-level undergraduate students with no previous computing experience, but the tutorial content is applicable for instructors teaching high school courses and courses throughout the undergraduate statistics and data science curriculum.<br>Learning goals: Learn pedagogical strategies for teaching R and GitHub in a statistics or data science course    - Identify how computing can be integrated alongside statistical concepts in a course curriculum    - Experience computing activities and assignments from both the student and instructor perspective    - Consider the computing infrastructure that may be the best fit for your student population     - Learn how to develop course materials with R and Quarto and develop a reproducible workflow with GitHub<br>Target audience: This workshop is for instructors interested in teaching R in their statistics and data science courses. The workshop will be presented from the perspective of teaching at the undergraduate level;; however, the contents of this workshop will also be beneficial to instructors teaching high school statistics and data science.<br>Prerequisites: NA",❌,"data science education, pedagogy, quarto, github, webr",Elijah Meyer (North Carolina State University); Maria Tackett (Duke University),NA
88,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Applying GAM and MARS using R to predict daily household electricity load curves,"We show how to achieve our objective of predicting the daily household electricity load curves using the R statistical language and several state packages that implement state of the art techniques. The widespread deployment of smart meters in the residential and tertiary sectors has made it possible to collect high-frequency electricity consumption data at the consumer level (individuals, professionals, etc.). This data is a raw material for research on the prediction of electricity consumption at this level. The majority of this research is largely aimed at meeting the needs of industry, such as applications in the context of smart homes and programs for managing and reducing consumption. The objective of this work is to deploy or implement short-term (D + 1) electrical load forecasting models at the consumer level. The complexity of the subject lies in the fact that consumption data on this scale is very volatile. Indeed, it includes a large amount of noise and depends on the consumer's lifestyle and consumption habits. We studied the influence of integrating outdoor temperature in different forms on the performance of a Generalized Additive Models (GAM) model and a Multivariate Adaptive Regression Splines (MARS) model. These two models are capable of modelling both linear relationships and non-linear interactions between influencing factors (independent variables), and were adapted to model the temperature sensitivity of load curves. The models were tested and evaluated on a large sample of disparate load curves in the residential sector. An approach was also proposed for the prediction of the most volatile load curves. We will wrap an example dataset as well as the scripts that were used in this work in a package that will be available online.",✅,"statistical learning, generalized additive models, multivariate adaptive regression splines, prediction, daily electricity load curves",Frederic Bertrand (Troyes University of Applied Sciences),Fatima Fahs (ES); Myriam Maumy (EHESP)
150,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Automating GCaMP Fluorescence Analysis for Neuronal Activity Quantification in Stress Response Studies,"Calcium imaging using genetically encoded calcium indicators (GECIs) such as GCaMP provides a critical window into neuronal activity, particularly in response to physiological stress. However, the large volume of imaging data presents challenges in efficient processing, normalization, and statistical analysis. This project introduces an automated R-based workflow that extracts, normalizes, and analyzes fluorescence intensity changes to identify significant neuronal responses. The pipeline standardizes intensity values against baseline fluorescence, filters for neurons exhibiting meaningful activity, and applies statistical modeling—including two-way ANOVA with post-hoc comparisons—to assess differences across experimental conditions. By integrating data processing and statistical analysis, this approach streamlines fluorescence quantification, reducing manual intervention while enhancing reproducibility. The methodology is broadly applicable across neuroscience, bioinformatics, and computational research, providing a scalable solution for analyzing calcium imaging data in diverse experimental settings.",✅,"automation, statistical modeling, bioinformatics, medical research, data analysis","Calvin Cho (Duke University, Trinity College of Arts & Sciences)",Carlene Moore (Duke University School of Medicine); Christopher Wickware (Duke University School of Medicine)
135,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Cloud-Based and AI-assisted Workflows in R: Case Studies from North Carolina State University’s Data Science Consulting Program,"The Data Science Consulting Program at North Carolina State University, supports researchers in analytics, statistics, and data visualization by leveraging cloud-based and AI-assisted workflows that streamline collaboration and eliminate infrastructure challenges. For smaller projects, we use Google Colab, which supports both R and Python, enabling multiple consultants to work together without requiring extensive version control expertise. Since Colab operates entirely in the cloud, patrons can execute workflows seamlessly without the burden of local setup. Additionally, Gemini AI integration provides real-time coding and environment support, reducing time spent troubleshooting and navigating documentation. For larger, scalable projects, we turn to Posit Cloud, a cloud-based IDE for building and deploying interactive dashboards in R and Python. With Shiny Assistant, consultants and researchers receive AI-powered guidance on UI/UX design, backend development, and deployment, ensuring an efficient workflow. To maintain structured collaboration, we manage a modular codebase through a private GitHub repository, allowing for better version control and teamwork. In this poster, we will highlight case studies from our program, illustrating how these cloud-based and AI-assisted workflows enhance research in R by improving collaboration, reducing technical overhead, and increasing efficiency.",✅,"collaboration, cloud, generative ai, consulting",Ishti Sikder (North Carolina State University),Shannon Ricci (North Carolina State University); Alp Tezbasaran (North Carolina State University)
146,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Leveraging R for Multi-State Modeling in Real-World Oncology Research,"Survival analysis is fundamental to oncology research, enabling the estimation of time-to-event outcomes such as overall survival (OS), progression-free survival (PFS), time to treatment discontinuation (TTD), and time to next treatment (TTNT). Multi-state modeling (MSM) extends survival analysis by incorporating dynamic transitions between treatment lines, while accounting for censoring and competing risks. This study demonstrates how R and the mstate package can be used to facilitate the development of complex MSM frameworks for analyzing oncology treatment pathways. This study used the nationwide Flatiron Health electronic health record (EHR)-derived deidentified database. The Flatiron Health database is a longitudinal database, comprising deidentified patient-level structured and unstructured data, curated via technology-enabled abstraction. We implemented a multi-state model in R to track patient transitions from first-line therapy (1L) to subsequent lines (2L, 3L+) and death, incorporating irreversible transitions to reflect real-world treatment pathways. The model adjusts for key baseline clinical covariates, including age, sex assigned at birth, ALK and EGFR biomarker status, and cancer stage, as well as covariates present at the time of state transition including percent change in weight from baseline and most recent serum albumin. The analysis was conducted using R packages survival, ggplot2, tidyverse, dplyr, and mstate, which provide a robust framework for data cleaning, transition probability estimation, patient trajectory visualization, and statistical inference. Non-parametric methods, including the Aalen-Johansen estimator and Kaplan-Meier estimator, were used to estimate transition probabilities, while the semi-parametric Cox proportional hazards model was applied to identify significant clinical factors influencing transitions. This study demonstrates how multi-state modeling techniques can enhance the ability to assess prognosis of time-to-event outcomes in oncology RWE.",✅,"multi-state modeling, real-world evidence, statistical methods, cox regression, oncology research",Aashay Mahesh Mehta,Spencer Langerman
48,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Optical Character Recognition (OCR) Screening in R for PFAS in Project Documents,"Ramboll is frequently retained to analyze large batches of project documents as part of identifying per- and polyfluoroalkyl substances (PFAS) in client operations, such as for compliance with ongoing reporting requirements. Due to the scale of the effort needed to manually search project documents for thousands of terms that may be associated with PFAS (numerous compounds and variations in nomenclature), the need for automation can be very helpful in minimizing human error while reducing costs for our clients. The Optical Character Recognition (OCR) Screening Tool uses R to execute the screening of documents to identify and index CAS numbers, chemical names, trade names, and other PFAS-related keywords. The R tool was built for use within Ramboll for this purpose. This tool prepares the PDFs by organizing them into categories: those that can be read initially, those that need to have OCR applied, and those that will need human review, minimizing upfront effort. A large keyword list was developed by Ramboll’s PFAS subject matter expert team. The keyword list is organized in groups and can be customized based on client needs. It is important to note that the tool can be adapted for any keyword list. The R tool lists specific instances of relevant search terms within the document, along with approximate page numbers, building an index organized by the groupings provided by the user. Once complete, the output of the tool is summarized for use in a Shiny dashboard for easy viewing. Excel reports are also generated with the files returning results being hyperlinked automatically. A triage task is often implemented to screen the output for false positives and for identifications that require further action.",✅,"ocr,pfas,shiny,environmental science,health sciences",Bruce Franz (Ramboll),Brian Drollette (Ramboll); Jon Hunt (Ramboll)
100,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,"Partially automated driving, EEG signals, and eye-tracking data: Using R to consolidate multiple subject files for machine learning models","Exploring the relationship between driver’s attention and conversational prompts to enhance performance while utilizing partially automated cars, each participant of this multimodal driving simulation study produced five separate eye-tracking datasets and a Muse Headset EEG dataset for each of four separate driving scenarios with differing cognitive workloads. The present work highlights how R was utilized to consolidate these datasets together to be usable with machine learning packages, including caret, randomForest, and gbm. Critically, generating an initial dataset containing names of the CSV files available would allow the iteration of this process across all files in the working directory. All eye-tracking data for a participant in a given scenario were read into a pooled dataset to determine if any screen had a positive indicator variable value that the participant was looking at the proper screen on a second-by-second basis. This second-by-second consolidated eye-tracking dataset would then be combined with the second-by-second EEG dataset for the participant for that scenario. Once all consolidated datasets had been made for all participants’ scenarios, they were then stacked and prepared for analysis. Utilizing an 80/20 split for the training/test paradigm, five EEG signals (Alpha, Beta, Gamma, Delta, and Theta) from four channels (AF7, AF8, TP9, and TP10) were used to predict whether the participant was looking at the proper screen with around 85% accuracy. Implications of attentional considerations reflected by this data in the interest of driver safety will be discussed.",✅,"data wrangling, statistical learning, eeg, eye-tracking, self-driving cars",Jesse DeLaRosa (Duke Clinical Research Institute),Xiaolu Bai (North Carolina State University); Jing Feng (North Carolina State University)
108,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,R-Ladies Global: Promoting Diversity and Inclusion in the R Community for Nearly a Decade,"R-Ladies Global is a worldwide organization focused on achieving proportionate representation of genders currently underrepresented in the R programming community. To meet this goal, we support a network of local chapters who organize events that encourage, inspire, and empower individuals to meet their programming potential. Since R-Ladies Global was founded in 2016, it has grown to provide training and mentoring to over 100,000 members, in 244 chapters, and 63 countries. Local chapters have held over 4,200 events focused on a wide range of topics from workshops on popular R programming libraries (e.g., data.table, Shiny) and R package development to data science panels on various topics (e.g., Ethics in Data Science, Women in Tech) to hackathons (e.g., #TidyTuesday) to speaking opportunities (e.g., Lightning Talks) to networking events (e.g., dinner meet-ups, book clubs). The organization also maintains a directory of speakers, an abstract review system for conferences, and a YouTube channel with recordings of events, among other valuable resources. There are many leadership, training, career development, and mentoring opportunities for professionals who join R-Ladies Global. Please stop by our poster or visit our website (https://rladies.org/about-us) to learn more about how you can get involved and/or support our mission.",✅,"r-ladies, coding, community, diversity",Sheila Saia (R-Ladies RTP),R-Ladies Global Team (R-Ladies Global)
139,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Reproducible Research at Scale using R,"Reproducibility and collaboration are essential for scalable scientific research. In this presentation, we outline a workflow that integrates open-source tools with Posit’s proprietary products to enable and streamline reproducible research. Our approach leverages Backstage for automating project setup via template workflows, GitLab for version control and code review, and renv and Posit Package Manager for R environment management (internally- and externally-developed packages). Putting it all together, analytic outputs are created via Quarto in Posit Workbench and then shared with our clinical experts via Posit Connect. These templated workflows and tools allow Flatiron Health scientists to consistently produce high-quality analytic reports that can easily be reproduced and distributed across the organization. Our templates further ensure that developer setup is streamlined and output is styled consistently across projects and teams. By integrating industry-leading, open source tools, we create a robust, scalable workflow that embeds reproducibility and enhances collaboration across research teams.",✅,"reproducibility, workflow, research",Nicole Nasrallah (Flatiron Health); Benjamin Wagner (Flatiron Health),Nicole Nasrallah (Flatiron Health); Michael Thomson (Flatiron Health); Erica Yim (Flatiron Health)
138,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Safety first: Design-informed inference for treatment effects via the `propertee` package for R,"When treatments are allocated by cluster, it is vital for correct inference that the clustering structure be tracked and appropriately attended to. In randomized trials and observational studies modeled on RCTs, clustering is determined at the early stage of study design, with subtle but important implications for the later stage of treatment effect estimation. A first contribution of our ""propertee"" R package is to make analysis safer by providing self-standing functions to record treatment allocations, with the thus-encoded study design informing subsequent calculations of inverse probability weights, if requested, and of standard errors. A second contribution is to facilitate the use of precision-enhancing predictions from models fitted to external or partly external samples. The user experience is kept simple by adapting such familiar R mechanisms as `predict()`, `lm()`, `offset()`, the `sandwich` package and `summary()`; under the hood it stacks estimating equations for sandwich estimates of variance. The propertee package makes it easy and safe to produce Hajek- or block fixed effect estimates with appropriate standard errors, even in the presence of grouped assignment to treatment, repeated measures, subgroup-level estimation and/or covariance adjustment.",✅,"causal inference, conditional growth status model, design-based, direct adjustment, workflow",Ben Hansen (University of Michigan),Adam Sales (Worcester Polytechnic Institute); Xinhe Wang (University of Michigan)
136,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Scaling R Support in an Academic Library: Data-Driven Insights from North Carolina State University’s Data Science Consulting Program,"North Carolina State University’s Data Science Consulting Program, housed within the NC State University Libraries, has seen a steady increase in R-related research requests over the past few years. This poster showcases how our team systematically tracks and analyzes consultation data to identify emerging trends, refine service offerings, and guide staffing decisions. We illustrate key patterns—such as the steady increase in demand for tidyverse-based data wrangling, reproducible workflows with R Markdown, and interactive Shiny applications—and detail how these insights inform our tailored workshops and one-on-one support. In addition to quantitative metrics, we highlight the collaborative and inclusive environment that underpins our consulting approach. From assisting novice users with their very first script to supporting advanced modeling for cross-disciplinary projects, our goal is to maintain a no-judgment, solution-oriented culture that empowers researchers at all skill levels. By sharing anonymized case studies and lessons learned, we demonstrate how a blend of data-driven planning and human-centered consulting can help institutions efficiently scale R support services.",✅,"research, data-driven analysis, consulting, r support",Claire Murphy (North Carolina State University),Franziska Bickel (North Carolina State University); Alp Tezbasaran (North Carolina State University); Selene Schmittling (North Carolina State University); Shannon Ricci (North Carolina State University)
23,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,The Workplace Wellbeing Assessment: Using R to evaluate organizational factors impacting mental health and wellbeing of international aid workers,"The project presented here details the development of a diagnostic instrument, the Workplace Wellbeing Assessment (WWA), to help international aid organizations assess organizational structures that impact employee wellbeing. Background Humanitarian and development organizations (aid organizations) operate in environments that expose employees to unique stressors, including armed conflict, natural disasters, and working with traumatized clients. However, internal organizational factors have been shown to have a similarly large impact on employee mental health and wellbeing as the aforementioned acute stressors. These factors include unsupportive policies, unclear role expectations, poor work-life balance, inadequate compensation, and a lack of mental health resources. There is an urgent need for a practical tool to 1) help organizations evaluate how their policies and practices affect employee mental health, and 2) provide evidence-based recommendations for amending these policies and practices. The instrument The WWA consists of three distinct parts: 1. The questionnaire, built in Qualtrics and based on the [Workplace Mental Health & Well-Being framework][1], allows employees to provide input on key organizational structures, policies, and cultural aspects that influence employee wellbeing. 2. The assessment tool uses the qualtRics R package to retrieve the survey data via the Qualtrics API. It then decodes the questionnaire responses and provides a score for each of the five ""Essentials"" of the framework as well as their individual components, offering an objective evaluation of the organization’s strengths and weaknesses with regard to mental health and wellbeing. Finally, it uses OpenAI API to summarize the survey's text responses, providing organizations with anonymized qualitative data. 3. The recommendation tool consists of a Shiny app that acts as a data dashboard for organizations, providing organizations with key charts, tables, and insights. Furthermore, for components with low scores, the dashboard provides organizations with tailored, actionable, evidence-based guidance (written by the author) on how to improve these problem areas. While the codebase is relatively simple, this project serves as an example for public health practitioners that R is a versatile tool that can be used for more than biostatistics and academic research - in this case to drive employee mental health and wellness improvements for international aid organizations. [1]: https://www.hhs.gov/sites/default/files/workplace-mental-health-well-being.pdf",✅,"mental health, humanitarian aid, survey analysis, shiny, ai",Julius Torres Kellinghusen (New York University - School of Global Public Health),NA
89,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Using R and explainable machine learning to estimate green value of household,"We show how to achieve our objective of estimating the green value of housing by focusing on energy performance labels in order to understand how housing prices evolve when energy performance improves using the R statistical language and several state packages that implement state of the art techniques. Instead of fitting a hedonic modeling that is some special kind of linear model, and as it was done in previous works, we fit random forests or XGBoost models. Unlike linear models, which directly reveal the relative importance of the variables via coefficients, these complex models require alternative methods to quantify the impact of the input variables. Shapley values are often used to tackle this issue for random forests and XGBoost models, that do not provide explicit coefficients. Their calculation guarantees that each feature is fairly represented, taking into account all possible combinations of variables. However, with non-linear and complex models such as random forests and XGBoost, the exact calculation of Shapley values becomes computationally prohibitive. As a consequence we used more efficient approximation methods such as SHAP, KernelSHAP and FastSHAP to interpret the predictions given by models and we managed to propose an estimate of the “green value” of a housing. We will wrap an example dataset as well as the scripts that were used in this work in a package that will be available online.",✅,"machine learning, explainable ai, random forests, shapley values, green value",Myriam Maumy (EHESP),Frederic Bertrand (Troyes University of Applied Sciences); Elizaveta Logosha
75,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,Utilizing R and Terra to describe the geographic distribution of patients with Early and Advanced Non-Small Cell Lung Cancer,"In this case study we demonstrate the usage of the terra package to create a choropleth map describing the distribution of patients with early and advanced stage Non-Small Cell Lung Cancer (NSCLC) within the continental united states using data from the nationwide Flatiron Health electronic health record (EHR)-derived deidentified database. The study included adults aged ≥18 years who were diagnosed with NSCLC between January 2011 and December 2023. US 3 digit zip code area boundaries derived from the US census Bureau’s Zip Code Tabulation Areas were processed in R using the terra package and then linked to de-identified patient addresses. Within each ZIP3 boundary, the number of patients with early or advanced stage at diagnosis was summarized within 8 levels: less than 20, 21-50, 51-75, 76-100, 101-500, 501-1000, 1001-2000, and 2001 or greater. This visualization approach provides a clear representation of the geographic availability of data within the clinical data source and can be used to inform targeted clinical trial enrollment efforts or assess geographic representativeness of observational real-world studies.",✅,"gis, real-world data, data visualization, oncology",Yunzhi Qian,Spencer Langerman (Flatiron Health)
164,Poster,2025-08-08,18:15–19:30,Gross Hall Energy Hub,rPlaywright: Bringing Playwright’s Power to R for Scalable Web Automation,"Browser automation is critical for web scraping, automated testing, and workflow optimisation, yet existing R solutions often struggle with dynamic, JavaScript-intensive websites. Traditional approaches commonly rely on static HTML parsing or external browser drivers, which tend to be slow, brittle, and difficult to scale. To address these challenges, this project introduces rPlaywright, a novel R wrapper for the modern browser automation library, Playwright. rPlaywright empowers R users with robust browser automation capabilities across Chromium, Firefox, and WebKit, enabling effortless interaction with dynamic web content through built-in auto-waiting, infinite scrolling, and headless browser interactions, all within a seamless R workflow. Creating rPlaywright required translating Playwright’s asynchronous JavaScript-based API into R’s synchronous programming paradigm, a non-trivial challenge. This involved establishing an API bridge using a lightweight Fastify server to mediate communication between R and Node.js, managing JavaScript promises from within R, and developing an intuitive R6-based interface to preserve Playwright’s original APIs design flexibility and power, yet tailored specifically for R users. Initiated through my participation in the rOpenSci Champions Program, this project represents a significant step towards expanding modern web automation capabilities within the R ecosystem. It provides R users—whether web scrapers, automated testers, or data analysts—with a scalable, efficient, and user-friendly toolkit for working effectively with modern, interactive web environments. This poster will showcase rPlaywright, discuss key technical considerations during its development, and demonstrate practical integrations with popular R packages for streamlined data extraction and analysis.",✅,"browser automation, web scraping, r package development, playwright, dynamic web data, ropensci","Erika Siregar (University of Sheffield, R-Ladies Jakarta)",NA
78,Data visualization,2025-08-09,10:30–12:00,Penn 1,From #EconTwitter to the White House: Real-Time Economic Data with R,"It's not just financial markets. Policy and economics reporters, commentators, and public officials all use real-time analysis of leading economic data as soon as it is available. Moments after the release of jobs numbers, inflation rates, or GDP data, policymakers, journalists, and commentators dive into real-time interpretation and visualization. In this high-speed environment, the right tools are essential, and R stands out as particularly powerful. Join Mike Konczal as he shares his firsthand experiences using R in real-time following data releases to create viral graphics on #EconTwitter, prepare quotes for reporters and materials for media appearances, and even coordinate analysis at the White House, where he served covering economic data for the National Economic Council. You'll learn the process, from how to access and manipulate government economic data to making your own economic work clear and accessible to the broader public.",✅,"economics, politics, finance, macroeconomics, public communications",Mike Konczal (Economic Security Project),NA
114,Data visualization,2025-08-09,10:30–12:00,Penn 1,Visualising Uncertainty with ggdibbler,"Adding uncertainty representation in a data visualisation can help in decision-making. There is an existing wealth of software designed to visualise uncertainty as a distribution or probability. These visualisations are excellent for helping understand the uncertainty in our data, but they may not be effective at incorporating uncertainty to prevent false conclusions. Successfully preventing false conclusions requires us to communicate the estimate and its error as a single “validity of signal” variable, and doing so proves to be difficult with current methods. In this talk, we introduce ggdibbler, a ggplot extension that makes it easier to visualise uncertainty in plots for the purposes of preventing these “false signals”. We illustrate how ggdibbler can be seamlessly integrated into existing visualisation workflows and highlight the effect of these changes by showing the alternative visualisations ggdibbler produces for a choropleth map.",✅,"uncertainty, data visualisation, ggplot, r package",Harriet Mason (Monash University),"Dianne Cook (Monash University, Australia); Sarah Goodwin (Monash University); Susan Vanderplas (University of Nebraska - Lincoln)"
97,Data visualization,2025-08-09,10:30–12:00,Penn 1,Visualizing time with ggtime's grammar of temporal graphics,"While several commonly used plots exist for visualizing time series, little work has been done to formalize them into a unified grammar of temporal graphics. Re-expressing traditional time series graphics such as time plots and seasonal plots with grammatical elements supports deeper customization options. Composable grammatical elements provide the flexibility needed to easily visualize multiple seasonality, cycles, and other complex temporal patterns. These modular elements can be composed together to create familiar time series graphics, and also recombined to create new informative plots. The ggtime package extends the ggplot2 ecosystem with new grammar elements and plot helpers for visualising time series data. These additions leverage calendar structures to visually align time points across different granularities and timezones, warp time to standardize irregular durations, and wrap time into compact calendar layouts. In this talk, I will introduce ggtime and demonstrate how its grammar of temporal graphics enables a flexible visualization of time series patterns.",✅,"grammar of graphics, time series, calendars, package design, ggplot2 extension",Mitchell O'Hara-Wild (Monash University),Cynthia Huang (Monash University)
