country,code,year,life_expectancy
Costa Rica,CRI,2011,78.911003
Costa Rica,CRI,2012,79.077003
Costa Rica,CRI,2013,79.253998
Costa Rica,CRI,2014,79.440002
Costa Rica,CRI,2015,79.634003
Cote d'Ivoire,CIV,1950,31.156
Cote d'Ivoire,CIV,1951,31.384001
Cote d'Ivoire,CIV,1952,31.858
Cote d'Ivoire,CIV,1953,32.369999
Cote d'Ivoire,CIV,1954,32.921001
Cote d'Ivoire,CIV,1955,33.509998
Cote d'Ivoire,CIV,1956,34.133999
Cote d'Ivoire,CIV,1957,34.789001
Cote d'Ivoire,CIV,1958,35.471001
Cote d'Ivoire,CIV,1959,36.167
Cote d'Ivoire,CIV,1960,36.865002
Cote d'Ivoire,CIV,1961,37.554001
Cote d'Ivoire,CIV,1962,38.223
Cote d'Ivoire,CIV,1963,38.866001
Cote d'Ivoire,CIV,1964,39.487999
Cote d'Ivoire,CIV,1965,40.103001
Cote d'Ivoire,CIV,1966,40.736
Cote d'Ivoire,CIV,1967,41.405998
Cote d'Ivoire,CIV,1968,42.125
Cote d'Ivoire,CIV,1969,42.889999
Cote d'Ivoire,CIV,1970,43.695
Cote d'Ivoire,CIV,1971,44.526001
Cote d'Ivoire,CIV,1972,45.356998
Cote d'Ivoire,CIV,1973,46.166
Cote d'Ivoire,CIV,1974,46.939999
Cote d'Ivoire,CIV,1975,47.667999
Cote d'Ivoire,CIV,1976,48.346001
Cote d'Ivoire,CIV,1977,48.979
Cote d'Ivoire,CIV,1978,49.57
Cote d'Ivoire,CIV,1979,50.115002
Cote d'Ivoire,CIV,1980,50.616001
Cote d'Ivoire,CIV,1981,51.078999
Cote d'Ivoire,CIV,1982,51.502998
Cote d'Ivoire,CIV,1983,51.884998
Cote d'Ivoire,CIV,1984,52.215
Cote d'Ivoire,CIV,1985,52.484001
Cote d'Ivoire,CIV,1986,52.676998
Cote d'Ivoire,CIV,1987,52.785999
Cote d'Ivoire,CIV,1988,52.798
Cote d'Ivoire,CIV,1989,52.706001
Cote d'Ivoire,CIV,1990,52.486
Cote d'Ivoire,CIV,1991,52.117001
Cote d'Ivoire,CIV,1992,51.605
Cote d'Ivoire,CIV,1993,50.974998
Cote d'Ivoire,CIV,1994,50.258999
Cote d'Ivoire,CIV,1995,49.500999
Cote d'Ivoire,CIV,1996,48.745998
Cote d'Ivoire,CIV,1997,48.042999
Cote d'Ivoire,CIV,1998,47.438
Cote d'Ivoire,CIV,1999,46.969002
Cote d'Ivoire,CIV,2000,46.672001
Cote d'Ivoire,CIV,2001,46.567001
Cote d'Ivoire,CIV,2002,46.637001
Cote d'Ivoire,CIV,2003,46.855999
Cote d'Ivoire,CIV,2004,47.205002
Cote d'Ivoire,CIV,2005,47.658001
Cote d'Ivoire,CIV,2006,48.182999
Cote d'Ivoire,CIV,2007,48.747002
Cote d'Ivoire,CIV,2008,49.320999
Cote d'Ivoire,CIV,2009,49.882999
Cote d'Ivoire,CIV,2010,50.423
Cote d'Ivoire,CIV,2011,50.945
Cote d'Ivoire,CIV,2012,51.463001
Cote d'Ivoire,CIV,2013,51.988998
Cote d'Ivoire,CIV,2014,52.52
Cote d'Ivoire,CIV,2015,53.053001
Croatia,HRV,1950,60.251999
Croatia,HRV,1951,60.511002
Croatia,HRV,1952,61.023998
Croatia,HRV,1953,61.526001
Croatia,HRV,1954,62.018002
Croatia,HRV,1955,62.499001
Croatia,HRV,1956,62.970001
Croatia,HRV,1957,63.429001
Croatia,HRV,1958,63.876999
Croatia,HRV,1959,64.314003
Croatia,HRV,1960,64.737
Croatia,HRV,1961,65.146004
Croatia,HRV,1962,65.542
Croatia,HRV,1963,65.922997
Croatia,HRV,1964,66.290001
Croatia,HRV,1965,66.648003
Croatia,HRV,1966,66.999001
Croatia,HRV,1967,67.345001
Croatia,HRV,1968,67.685997
Croatia,HRV,1969,68.019997
Croatia,HRV,1970,68.341003
Croatia,HRV,1971,68.640999
Croatia,HRV,1972,68.915001
Croatia,HRV,1973,69.160004
Croatia,HRV,1974,69.375999
Croatia,HRV,1975,69.561996
Croatia,HRV,1976,69.719002
Croatia,HRV,1977,69.856003
Croatia,HRV,1978,69.981003
Croatia,HRV,1979,70.102997
Croatia,HRV,1980,70.234001
Croatia,HRV,1981,70.384003
Croatia,HRV,1982,70.558998
Croatia,HRV,1983,70.760002
Croatia,HRV,1984,70.985001
Croatia,HRV,1985,71.225998
Croatia,HRV,1986,71.468002
Croatia,HRV,1987,71.699997
Croatia,HRV,1988,71.916
Croatia,HRV,1989,72.115997
Croatia,HRV,1990,72.315002
Croatia,HRV,1991,72.532997
Croatia,HRV,1992,72.783997
Croatia,HRV,1993,73.073997
Croatia,HRV,1994,73.394997
Croatia,HRV,1995,73.726997
Croatia,HRV,1996,74.041
Croatia,HRV,1997,74.311996
Croatia,HRV,1998,74.526001
Croatia,HRV,1999,74.682999
Croatia,HRV,2000,74.795998
Croatia,HRV,2001,74.887001
Croatia,HRV,2002,74.985001
Croatia,HRV,2003,75.112
Croatia,HRV,2004,75.276001
Croatia,HRV,2005,75.475998
Croatia,HRV,2006,75.703003
Croatia,HRV,2007,75.939003
Croatia,HRV,2008,76.169998
Croatia,HRV,2009,76.389
Croatia,HRV,2010,76.594002
Croatia,HRV,2011,76.783997
Croatia,HRV,2012,76.963997
Croatia,HRV,2013,77.138
Croatia,HRV,2014,77.308998
Croatia,HRV,2015,77.475998
Cuba,CUB,1899,18.9
Cuba,CUB,1900,32
Cuba,CUB,1905,34.158241
Cuba,CUB,1910,36
Cuba,CUB,1915,36.290482
Cuba,CUB,1920,39
Cuba,CUB,1925,38.760159
Cuba,CUB,1930,42
Cuba,CUB,1935,44.571522
Cuba,CUB,1940,45
Cuba,CUB,1945,50.930962
Cuba,CUB,1950,58.227001
Cuba,CUB,1951,58.521
Cuba,CUB,1952,59.109001
Cuba,CUB,1953,59.695999
Cuba,CUB,1954,60.283001
Cuba,CUB,1955,60.869999
Cuba,CUB,1956,61.457001
Cuba,CUB,1957,62.046001
Cuba,CUB,1958,62.636002
Cuba,CUB,1959,63.230999
Cuba,CUB,1960,63.834
Cuba,CUB,1961,64.445
Cuba,CUB,1962,65.066002
Cuba,CUB,1963,65.695999
Cuba,CUB,1964,66.328003
Cuba,CUB,1965,66.958
Cuba,CUB,1966,67.574997
Cuba,CUB,1967,68.174004
Cuba,CUB,1968,68.748001
Cuba,CUB,1969,69.292999
Cuba,CUB,1970,69.811996
Cuba,CUB,1971,70.309998
Cuba,CUB,1972,70.791
Cuba,CUB,1973,71.259003
Cuba,CUB,1974,71.711998
Cuba,CUB,1975,72.143997
Cuba,CUB,1976,72.550003
Cuba,CUB,1977,72.922997
Cuba,CUB,1978,73.258003
Cuba,CUB,1979,73.552002
Cuba,CUB,1980,73.803001
Cuba,CUB,1981,74.013
Cuba,CUB,1982,74.183998
Cuba,CUB,1983,74.322998
Cuba,CUB,1984,74.434998
Cuba,CUB,1985,74.518997
Cuba,CUB,1986,74.573997
Cuba,CUB,1987,74.601997
Cuba,CUB,1988,74.613998
Cuba,CUB,1989,74.622002
Cuba,CUB,1990,74.643997
Cuba,CUB,1991,74.702003
Cuba,CUB,1992,74.806999
Cuba,CUB,1993,74.962997
Cuba,CUB,1994,75.168999
Cuba,CUB,1995,75.415001
Cuba,CUB,1996,75.682999
Cuba,CUB,1997,75.949997
Cuba,CUB,1998,76.203003
Cuba,CUB,1999,76.436996
Cuba,CUB,2000,76.657997
Cuba,CUB,2001,76.879997
Cuba,CUB,2002,77.119003
Cuba,CUB,2003,77.380997
Cuba,CUB,2004,77.663002
Cuba,CUB,2005,77.949997
Cuba,CUB,2006,78.224998
Cuba,CUB,2007,78.469002
Cuba,CUB,2008,78.671997
Cuba,CUB,2009,78.833
Cuba,CUB,2010,78.959
Cuba,CUB,2011,79.064003
Cuba,CUB,2012,79.167
Cuba,CUB,2013,79.281998
Cuba,CUB,2014,79.415001
Cuba,CUB,2015,79.57
Curacao,CUW,1950,58.779999
Curacao,CUW,1951,59.283001
Curacao,CUW,1952,60.255001
Curacao,CUW,1953,61.157001
Curacao,CUW,1954,61.987
Curacao,CUW,1955,62.748001
Curacao,CUW,1956,63.438999
Curacao,CUW,1957,64.061996
Curacao,CUW,1958,64.621002
Curacao,CUW,1959,65.120003
Curacao,CUW,1960,65.568001
Curacao,CUW,1961,65.971001
Curacao,CUW,1962,66.341003
Curacao,CUW,1963,66.688004
Curacao,CUW,1964,67.023003
Curacao,CUW,1965,67.351997
Curacao,CUW,1966,67.679001
Curacao,CUW,1967,68.002998
Curacao,CUW,1968,68.327003
Curacao,CUW,1969,68.655998
Curacao,CUW,1970,68.999001
Curacao,CUW,1971,69.366997
Curacao,CUW,1972,69.760002
Curacao,CUW,1973,70.176003
Curacao,CUW,1974,70.610001
Curacao,CUW,1975,71.054001
Curacao,CUW,1976,71.495003
Curacao,CUW,1977,71.922997
Curacao,CUW,1978,72.323997
Curacao,CUW,1979,72.692001
Curacao,CUW,1980,73.021004
Curacao,CUW,1981,73.310997
Curacao,CUW,1982,73.567001
Curacao,CUW,1983,73.793999
Curacao,CUW,1984,73.990997
Curacao,CUW,1985,74.158997
Curacao,CUW,1986,74.292999
Curacao,CUW,1987,74.396004
Curacao,CUW,1988,74.470001
Curacao,CUW,1989,74.518997
Curacao,CUW,1990,74.546997
Curacao,CUW,1991,74.557999
Curacao,CUW,1992,74.555
Curacao,CUW,1993,74.546997
Curacao,CUW,1994,74.540001
Curacao,CUW,1995,74.537003
Curacao,CUW,1996,74.542999
Curacao,CUW,1997,74.558998
Curacao,CUW,1998,74.586998
Curacao,CUW,1999,74.633003
Curacao,CUW,2000,74.702003
Curacao,CUW,2001,74.796997
Curacao,CUW,2002,74.919998
Curacao,CUW,2003,75.07
Curacao,CUW,2004,75.25
Curacao,CUW,2005,75.461998
Curacao,CUW,2006,75.711998
Curacao,CUW,2007,75.996002
Curacao,CUW,2008,76.306
Curacao,CUW,2009,76.633003
Curacao,CUW,2010,76.963997
Curacao,CUW,2011,77.281998
Curacao,CUW,2012,77.575996
Curacao,CUW,2013,77.839996
Curacao,CUW,2014,78.069
Curacao,CUW,2015,78.264
Cyprus,CYP,1895,38.512001
Cyprus,CYP,1905,45
Cyprus,CYP,1915,47.464001
Cyprus,CYP,1925,48.464001
Cyprus,CYP,1937,48.464001
Cyprus,CYP,1943,53.464001
Cyprus,CYP,1950,65.835999
Cyprus,CYP,1951,66.066002
Cyprus,CYP,1952,66.517998
Cyprus,CYP,1953,66.956001
Cyprus,CYP,1954,67.377998
Cyprus,CYP,1955,67.786003
Cyprus,CYP,1956,68.18
Cyprus,CYP,1957,68.558998
Cyprus,CYP,1958,68.924004
Cyprus,CYP,1959,69.277
Cyprus,CYP,1960,69.617996
Cyprus,CYP,1961,69.948997
Cyprus,CYP,1962,70.272003
Cyprus,CYP,1963,70.586998
Cyprus,CYP,1964,70.894997
Cyprus,CYP,1965,71.196999
Cyprus,CYP,1966,71.490997
Cyprus,CYP,1967,71.776001
Cyprus,CYP,1968,72.052002
Cyprus,CYP,1969,72.318001
Cyprus,CYP,1970,72.575996
Cyprus,CYP,1971,72.824997
Cyprus,CYP,1972,73.067001
Cyprus,CYP,1973,73.301003
Cyprus,CYP,1974,73.529999
Cyprus,CYP,1975,73.752998
Cyprus,CYP,1976,73.971001
Cyprus,CYP,1977,74.182999
Cyprus,CYP,1978,74.389999
Cyprus,CYP,1979,74.592003
Cyprus,CYP,1980,74.790001
Cyprus,CYP,1981,74.984001
Cyprus,CYP,1982,75.174004
Cyprus,CYP,1983,75.359001
Cyprus,CYP,1984,75.541
Cyprus,CYP,1985,75.718002
Cyprus,CYP,1986,75.891998
Cyprus,CYP,1987,76.063004
Cyprus,CYP,1988,76.230003
Cyprus,CYP,1989,76.392998
Cyprus,CYP,1990,76.554001
Cyprus,CYP,1991,76.710999
Cyprus,CYP,1992,76.864998
Cyprus,CYP,1993,77.016998
Cyprus,CYP,1994,77.166
Cyprus,CYP,1995,77.311996
Cyprus,CYP,1996,77.456001
Cyprus,CYP,1997,77.598
Cyprus,CYP,1998,77.737999
Cyprus,CYP,1999,77.875999
Cyprus,CYP,2000,78.010002
Cyprus,CYP,2001,78.139999
Cyprus,CYP,2002,78.264
Cyprus,CYP,2003,78.386002
Cyprus,CYP,2004,78.505997
Cyprus,CYP,2005,78.630997
Cyprus,CYP,2006,78.764
Cyprus,CYP,2007,78.911003
Cyprus,CYP,2008,79.070999
Cyprus,CYP,2009,79.245003
Cyprus,CYP,2010,79.43
Cyprus,CYP,2011,79.620003
Cyprus,CYP,2012,79.809998
Cyprus,CYP,2013,79.995003
Cyprus,CYP,2014,80.172997
Cyprus,CYP,2015,80.344002
Czech Republic,CZE,1875,34.954399
Czech Republic,CZE,1900,40.266159
Czech Republic,CZE,1910,44.312801
Czech Republic,CZE,1930,55.554401
Czech Republic,CZE,1937,58.452
Czech Republic,CZE,1950,65.303001
Czech Republic,CZE,1951,65.734001
Czech Republic,CZE,1952,66.556
Czech Republic,CZE,1953,67.295998
Czech Republic,CZE,1954,67.955002
Czech Republic,CZE,1955,68.532997
Czech Republic,CZE,1956,69.028
Czech Republic,CZE,1957,69.443001
Czech Republic,CZE,1958,69.778
Czech Republic,CZE,1959,70.032997
Czech Republic,CZE,1960,70.211998
Czech Republic,CZE,1961,70.318001
Czech Republic,CZE,1962,70.360001
Czech Republic,CZE,1963,70.348999
Czech Republic,CZE,1964,70.299004
Czech Republic,CZE,1965,70.226997
Czech Republic,CZE,1966,70.146004
Czech Republic,CZE,1967,70.067001
Czech Republic,CZE,1968,70
Czech Republic,CZE,1969,69.956001
Czech Republic,CZE,1970,69.945
Czech Republic,CZE,1971,69.973
Czech Republic,CZE,1972,70.031998
Czech Republic,CZE,1973,70.116997
Czech Republic,CZE,1974,70.220001
Czech Republic,CZE,1975,70.331001
Czech Republic,CZE,1976,70.436996
Czech Republic,CZE,1977,70.529999
Czech Republic,CZE,1978,70.603996
Czech Republic,CZE,1979,70.658997
Czech Republic,CZE,1980,70.699997
Czech Republic,CZE,1981,70.737
Czech Republic,CZE,1982,70.781998
Czech Republic,CZE,1983,70.846001
Czech Republic,CZE,1984,70.934998
Czech Republic,CZE,1985,71.049004
Czech Republic,CZE,1986,71.184998
Czech Republic,CZE,1987,71.338997
Czech Republic,CZE,1988,71.507004
Czech Republic,CZE,1989,71.690002
Czech Republic,CZE,1990,71.892998
Czech Republic,CZE,1991,72.125
Czech Republic,CZE,1992,72.388
Czech Republic,CZE,1993,72.681999
Czech Republic,CZE,1994,73.001999
Czech Republic,CZE,1995,73.337997
Czech Republic,CZE,1996,73.678001
Czech Republic,CZE,1997,74.010002
Czech Republic,CZE,1998,74.324997
Czech Republic,CZE,1999,74.622002
Czech Republic,CZE,2000,74.901001
Czech Republic,CZE,2001,75.168999
Czech Republic,CZE,2002,75.434998
Czech Republic,CZE,2003,75.708
Czech Republic,CZE,2004,75.987
Czech Republic,CZE,2005,76.271004
Czech Republic,CZE,2006,76.558998
Czech Republic,CZE,2007,76.843002
Czech Republic,CZE,2008,77.117996
Czech Republic,CZE,2009,77.380997
Czech Republic,CZE,2010,77.626999
Czech Republic,CZE,2011,77.851997
Czech Republic,CZE,2012,78.058998
Czech Republic,CZE,2013,78.247002
Czech Republic,CZE,2014,78.419998
Czech Republic,CZE,2015,78.580002
Democratic Republic of Congo,COD,1950,38.341999
Democratic Republic of Congo,COD,1951,38.530998
Democratic Republic of Congo,COD,1952,38.898998
Democratic Republic of Congo,COD,1953,39.243999
Democratic Republic of Congo,COD,1954,39.568001
Democratic Republic of Congo,COD,1955,39.868999
Democratic Republic of Congo,COD,1956,40.148998
Democratic Republic of Congo,COD,1957,40.409
Democratic Republic of Congo,COD,1958,40.651001
Democratic Republic of Congo,COD,1959,40.879002
Democratic Republic of Congo,COD,1960,41.098
Democratic Republic of Congo,COD,1961,41.312
Democratic Republic of Congo,COD,1962,41.528999
Democratic Republic of Congo,COD,1963,41.755001
Democratic Republic of Congo,COD,1964,41.994999
Democratic Republic of Congo,COD,1965,42.257
Democratic Republic of Congo,COD,1966,42.549
Democratic Republic of Congo,COD,1967,42.868
Democratic Republic of Congo,COD,1968,43.208
Democratic Republic of Congo,COD,1969,43.563
Democratic Republic of Congo,COD,1970,43.915001
Democratic Republic of Congo,COD,1971,44.247002
Democratic Republic of Congo,COD,1972,44.544998
Democratic Republic of Congo,COD,1973,44.804001
Democratic Republic of Congo,COD,1974,45.026001
Democratic Republic of Congo,COD,1975,45.222
Democratic Republic of Congo,COD,1976,45.41
Democratic Republic of Congo,COD,1977,45.609001
Democratic Republic of Congo,COD,1978,45.833
Democratic Republic of Congo,COD,1979,46.085999
Democratic Republic of Congo,COD,1980,46.362999
Democratic Republic of Congo,COD,1981,46.651001
Democratic Republic of Congo,COD,1982,46.937
Democratic Republic of Congo,COD,1983,47.208
Democratic Republic of Congo,COD,1984,47.460999
Democratic Republic of Congo,COD,1985,47.705002
Democratic Republic of Congo,COD,1986,47.955002
Democratic Republic of Congo,COD,1987,48.221001
Democratic Republic of Congo,COD,1988,48.501999
Democratic Republic of Congo,COD,1989,48.786999
Democratic Republic of Congo,COD,1990,49.042999
Democratic Republic of Congo,COD,1991,49.224998
Democratic Republic of Congo,COD,1992,49.311001
Democratic Republic of Congo,COD,1993,49.301998
Democratic Republic of Congo,COD,1994,49.220001
Democratic Republic of Congo,COD,1995,49.111
Democratic Republic of Congo,COD,1996,49.040001
Democratic Republic of Congo,COD,1997,49.066002
Democratic Republic of Congo,COD,1998,49.233002
Democratic Republic of Congo,COD,1999,49.556999
Democratic Republic of Congo,COD,2000,50.041
Democratic Republic of Congo,COD,2001,50.667
Democratic Republic of Congo,COD,2002,51.384998
Democratic Republic of Congo,COD,2003,52.144001
Democratic Republic of Congo,COD,2004,52.917
Democratic Republic of Congo,COD,2005,53.674999
Democratic Republic of Congo,COD,2006,54.401001
Democratic Republic of Congo,COD,2007,55.091
Democratic Republic of Congo,COD,2008,55.743
Democratic Republic of Congo,COD,2009,56.349998
Democratic Republic of Congo,COD,2010,56.907001
Democratic Republic of Congo,COD,2011,57.417999
Democratic Republic of Congo,COD,2012,57.894001
Democratic Republic of Congo,COD,2013,58.347
Democratic Republic of Congo,COD,2014,58.782001
Democratic Republic of Congo,COD,2015,59.205002
Denmark,DNK,1775,33
Denmark,DNK,1835,38.369999
Denmark,DNK,1836,39.98
Denmark,DNK,1837,41.490002
Denmark,DNK,1838,43.099998
Denmark,DNK,1839,41.860001
Denmark,DNK,1840,41.049999
Denmark,DNK,1841,42.619999
Denmark,DNK,1842,42.490002
Denmark,DNK,1843,43.860001
Denmark,DNK,1844,44.029999
Denmark,DNK,1845,43.349998
Denmark,DNK,1846,40.380001
Denmark,DNK,1847,40.41
Denmark,DNK,1848,40.759998
Denmark,DNK,1849,39.52
Denmark,DNK,1850,43.470001
Denmark,DNK,1851,44.490002
Denmark,DNK,1852,43
Denmark,DNK,1853,38.52
Denmark,DNK,1854,44.669998
Denmark,DNK,1855,46.130001
Denmark,DNK,1856,46.740002
Denmark,DNK,1857,42.450001
Denmark,DNK,1858,39.990002
Denmark,DNK,1859,44.380001
Denmark,DNK,1860,45.049999
Denmark,DNK,1861,47.59
Denmark,DNK,1862,47.560001
Denmark,DNK,1863,47.52
Denmark,DNK,1864,40.169998
Denmark,DNK,1865,39.779999
Denmark,DNK,1866,42.880001
Denmark,DNK,1867,44.900002
Denmark,DNK,1868,45.610001
Denmark,DNK,1869,46.080002
Denmark,DNK,1870,45.970001
Denmark,DNK,1871,46.060001
Denmark,DNK,1872,47.41
Denmark,DNK,1873,47.470001
Denmark,DNK,1874,46.009998
Denmark,DNK,1875,44.439999
Denmark,DNK,1876,45.82
Denmark,DNK,1877,47.330002
Denmark,DNK,1878,47.540001
Denmark,DNK,1879,46.220001
Denmark,DNK,1880,44.759998
Denmark,DNK,1881,48.259998
Denmark,DNK,1882,46.669998
Denmark,DNK,1883,48.48
Denmark,DNK,1884,48.490002
Denmark,DNK,1885,49.599998
Denmark,DNK,1886,48.950001
Denmark,DNK,1887,48.650002
Denmark,DNK,1888,46.66
Denmark,DNK,1889,47.77
Denmark,DNK,1890,47.240002
Denmark,DNK,1891,46.75
Denmark,DNK,1892,47.380001
Denmark,DNK,1893,47.049999
Denmark,DNK,1894,49.360001
Denmark,DNK,1895,50.830002
Denmark,DNK,1896,52.889999
Denmark,DNK,1897,51.77
Denmark,DNK,1898,53.09
Denmark,DNK,1899,50.630001
Denmark,DNK,1900,51.869999
Denmark,DNK,1901,52.59
Denmark,DNK,1902,54.66
Denmark,DNK,1903,54.75
Denmark,DNK,1904,55.68
Denmark,DNK,1905,54.310001
Denmark,DNK,1906,56.490002
Denmark,DNK,1907,56.060001
Denmark,DNK,1908,54.91
Denmark,DNK,1909,57.369999
Denmark,DNK,1910,58.029999
Denmark,DNK,1911,56.950001
Denmark,DNK,1912,58.009998
Denmark,DNK,1913,58.869999
Denmark,DNK,1914,58.450001
Denmark,DNK,1915,58.380001
Denmark,DNK,1916,56.93
Denmark,DNK,1917,57.259998
Denmark,DNK,1918,56.279999
Denmark,DNK,1919,57
Denmark,DNK,1920,57.549999
Denmark,DNK,1921,61.73
Denmark,DNK,1922,60.59
Denmark,DNK,1923,61.169998
Denmark,DNK,1924,61.119999
Denmark,DNK,1925,61.91
Denmark,DNK,1926,61.669998
Denmark,DNK,1927,61.169998
Denmark,DNK,1928,61.869999
Denmark,DNK,1929,61.93
Denmark,DNK,1930,62.27
Denmark,DNK,1931,61.84
Denmark,DNK,1932,62.700001
Denmark,DNK,1933,63.610001
Denmark,DNK,1934,64.089996
Denmark,DNK,1935,62.860001
Denmark,DNK,1936,63.470001
Denmark,DNK,1937,63.950001
Denmark,DNK,1938,64.980003
Denmark,DNK,1939,65.809998
Denmark,DNK,1940,66.25
Denmark,DNK,1941,65.980003
Denmark,DNK,1942,67.129997
Denmark,DNK,1943,67.43
Denmark,DNK,1944,66.379997
Denmark,DNK,1945,66.07
Denmark,DNK,1946,67.209999
Denmark,DNK,1947,68.529999
Denmark,DNK,1948,70.110001
Denmark,DNK,1949,70.129997
Denmark,DNK,1950,70.462997
Denmark,DNK,1951,70.628998
Denmark,DNK,1952,70.943001
Denmark,DNK,1953,71.222
Denmark,DNK,1954,71.466003
Denmark,DNK,1955,71.675003
Denmark,DNK,1956,71.850998
Denmark,DNK,1957,71.996002
Denmark,DNK,1958,72.111
Denmark,DNK,1959,72.202003
Denmark,DNK,1960,72.276001
Denmark,DNK,1961,72.339996
Denmark,DNK,1962,72.402
Denmark,DNK,1963,72.469002
Denmark,DNK,1964,72.545998
Denmark,DNK,1965,72.639
Denmark,DNK,1966,72.747002
Denmark,DNK,1967,72.866997
Denmark,DNK,1968,72.996002
Denmark,DNK,1969,73.130997
Denmark,DNK,1970,73.271004
Denmark,DNK,1971,73.414001
Denmark,DNK,1972,73.559998
Denmark,DNK,1973,73.703003
Denmark,DNK,1974,73.841003
Denmark,DNK,1975,73.969002
Denmark,DNK,1976,74.080002
Denmark,DNK,1977,74.175003
Denmark,DNK,1978,74.251999
Denmark,DNK,1979,74.314003
Denmark,DNK,1980,74.362999
Denmark,DNK,1981,74.402
Denmark,DNK,1982,74.439003
Denmark,DNK,1983,74.476997
Denmark,DNK,1984,74.521004
Denmark,DNK,1985,74.572998
Denmark,DNK,1986,74.632004
Denmark,DNK,1987,74.697998
Denmark,DNK,1988,74.769997
Denmark,DNK,1989,74.849998
Denmark,DNK,1990,74.941002
Denmark,DNK,1991,75.044998
Denmark,DNK,1992,75.166
Denmark,DNK,1993,75.303001
Denmark,DNK,1994,75.457001
Denmark,DNK,1995,75.628998
Denmark,DNK,1996,75.82
Denmark,DNK,1997,76.026001
Denmark,DNK,1998,76.245003
Denmark,DNK,1999,76.474998
Denmark,DNK,2000,76.711998
Denmark,DNK,2001,76.953003
Denmark,DNK,2002,77.195
Denmark,DNK,2003,77.439003
Denmark,DNK,2004,77.683998
Denmark,DNK,2005,77.935997
Denmark,DNK,2006,78.200996
Denmark,DNK,2007,78.483002
Denmark,DNK,2008,78.780998
Denmark,DNK,2009,79.089996
Denmark,DNK,2010,79.399002
Denmark,DNK,2011,79.694
Denmark,DNK,2012,79.964996
Denmark,DNK,2013,80.205002
Denmark,DNK,2014,80.412003
Denmark,DNK,2015,80.586998
Djibouti,DJI,1950,40.375
Djibouti,DJI,1951,40.530998
Djibouti,DJI,1952,40.853001
Djibouti,DJI,1953,41.194
Djibouti,DJI,1954,41.555
Djibouti,DJI,1955,41.933998
Djibouti,DJI,1956,42.331001
Djibouti,DJI,1957,42.743999
Djibouti,DJI,1958,43.169998
Djibouti,DJI,1959,43.604
Djibouti,DJI,1960,44.037998
Djibouti,DJI,1961,44.469002
Djibouti,DJI,1962,44.891998
Djibouti,DJI,1963,45.308998
Djibouti,DJI,1964,45.727001
Djibouti,DJI,1965,46.166
Djibouti,DJI,1966,46.653999
Djibouti,DJI,1967,47.202999
Djibouti,DJI,1968,47.813999
Djibouti,DJI,1969,48.476002
Djibouti,DJI,1970,49.16
Djibouti,DJI,1971,49.827
Djibouti,DJI,1972,50.442001
Djibouti,DJI,1973,50.981998
Djibouti,DJI,1974,51.442001
Djibouti,DJI,1975,51.832001
Djibouti,DJI,1976,52.176998
Djibouti,DJI,1977,52.513
Djibouti,DJI,1978,52.865002
Djibouti,DJI,1979,53.241001
Djibouti,DJI,1980,53.639
Djibouti,DJI,1981,54.049
Djibouti,DJI,1982,54.451
Djibouti,DJI,1983,54.827999
Djibouti,DJI,1984,55.174
Djibouti,DJI,1985,55.487999
Djibouti,DJI,1986,55.771999
Djibouti,DJI,1987,56.032001
Djibouti,DJI,1988,56.271
Djibouti,DJI,1989,56.487999
Djibouti,DJI,1990,56.678001
Djibouti,DJI,1991,56.831001
Djibouti,DJI,1992,56.943001
Djibouti,DJI,1993,57.016998
Djibouti,DJI,1994,57.056
Djibouti,DJI,1995,57.064999
Djibouti,DJI,1996,57.049999
Djibouti,DJI,1997,57.021999
Djibouti,DJI,1998,56.998001
Djibouti,DJI,1999,56.992001
Djibouti,DJI,2000,57.021
Djibouti,DJI,2001,57.099998
Djibouti,DJI,2002,57.233002
Djibouti,DJI,2003,57.424
Djibouti,DJI,2004,57.676998
Djibouti,DJI,2005,57.999001
Djibouti,DJI,2006,58.393002
Djibouti,DJI,2007,58.848
Djibouti,DJI,2008,59.345001
Djibouti,DJI,2009,59.865002
Djibouti,DJI,2010,60.382999
Djibouti,DJI,2011,60.869999
Djibouti,DJI,2012,61.310001
Djibouti,DJI,2013,61.691002
Djibouti,DJI,2014,62.006001
Djibouti,DJI,2015,62.259998
Dominican Republic,DOM,1930,26
Dominican Republic,DOM,1935,29.9
Dominican Republic,DOM,1940,34
Dominican Republic,DOM,1950,44.311001
Dominican Republic,DOM,1951,44.726002
Dominican Republic,DOM,1952,45.550999
Dominican Republic,DOM,1953,46.366001
Dominican Republic,DOM,1954,47.171001
Dominican Republic,DOM,1955,47.966
Dominican Republic,DOM,1956,48.750999
Dominican Republic,DOM,1957,49.526001
Dominican Republic,DOM,1958,50.291
Dominican Republic,DOM,1959,51.043999
Dominican Republic,DOM,1960,51.786999
Dominican Republic,DOM,1961,52.519001
Dominican Republic,DOM,1962,53.237
Dominican Republic,DOM,1963,53.943001
Dominican Republic,DOM,1964,54.633999
Dominican Republic,DOM,1965,55.312
Dominican Republic,DOM,1966,55.974998
Dominican Republic,DOM,1967,56.625
Dominican Republic,DOM,1968,57.258999
Dominican Republic,DOM,1969,57.875
Dominican Republic,DOM,1970,58.467999
Dominican Republic,DOM,1971,59.033001
Dominican Republic,DOM,1972,59.569
Dominican Republic,DOM,1973,60.073002
