"season","episode","line","raw_text","stage_direction","dialogue","start_time","end_time"
1,7,396,"-Like, she flipped the van earlier. -It was awesome.","","Like, she flipped the van earlier. It was awesome.","00:24:38","00:24:41"
1,7,397,"-But she's drained. -Like a bad battery.","","But she's drained. Like a bad battery.","00:24:41","00:24:43"
1,7,398,"Well... [stutters] How do we make her better?","[stutters]","Well... How do we make her better?","00:24:43","00:24:46"
1,7,399,"We don't. We just have to wait and try again.","","We don't. We just have to wait and try again.","00:24:46","00:24:49"
1,7,400,"[Nancy] Well, how long?","[Nancy]","Well, how long?","00:24:49","00:24:51"
1,7,401,"I don't know.","","I don't know.","00:24:51","00:24:52"
1,7,402,"[Eleven] The bath.","[Eleven]","The bath.","00:24:52","00:24:53"
1,7,403,"[Joyce] What?","[Joyce]","What?","00:24:54","00:24:55"
1,7,404,"I can find them.","","I can find them.","00:24:57","00:24:59"
1,7,405,"In the bath.","","In the bath.","00:25:01","00:25:02"
1,7,406,"[screaming]","[screaming]","","00:25:05","00:25:06"
1,7,407,"[woman] Oh!","[woman]","Oh!","00:25:07","00:25:08"
1,7,408,"Oh. Oh, my... No, mmm-mmm.","","Oh. Oh, my... No, mmmmmm.","00:25:10","00:25:12"
1,7,409,"Hey, you know how they did that? You know what that is?","","Hey, you know how they did that? You know what that is?","00:25:13","00:25:15"
1,7,410,"[sighing] No, what?","[sighing]","No, what?","00:25:15","00:25:16"
1,7,411,"Melted plastic and microwaved bubble gum.","","Melted plastic and microwaved bubble gum.","00:25:16","00:25:19"
1,7,412,"[woman] No way. Really?","[woman]","No way. Really?","00:25:19","00:25:20"
1,7,413,"Really.","","Really.","00:25:21","00:25:22"
1,7,414,"[phone ringing]","[phone ringing]","","00:25:22","00:25:24"
1,7,415,"-What in the world? -Do you want me to pause it?","","What in the world? Do you want me to pause it?","00:25:25","00:25:27"
1,7,416,"I'm sure it's just a wrong number.","","I'm sure it's just a wrong number.","00:25:27","00:25:28"
1,7,417,"Hello?","","Hello?","00:25:31","00:25:32"
1,7,418,"Mr. Clarke? It's Dustin.","","Mr. Clarke? It's Dustin.","00:25:32","00:25:34"
1,7,419,"Dustin? Is everything okay?","","Dustin? Is everything okay?","00:25:34","00:25:37"
1,7,420,"Yeah, yeah. I just, I...","","Yeah, yeah. I just, I...","00:25:37","00:25:39"
1,7,421,"I have a science question.","","I have a science question.","00:25:39","00:25:41"
1,7,422,"It's ten o'clock on Saturday. Why don't we pick this up--","","It's ten o'clock on Saturday. Why don't we pick this up","00:25:41","00:25:44"
1,7,423,"Do you know anything about sensory deprivation tanks?","","Do you know anything about sensory deprivation tanks?","00:25:45","00:25:47"
1,7,424,"Specifically how to build one?","","Specifically how to build one?","00:25:48","00:25:49"
1,7,425,"Sensory deprivation? [stutters] What is this for?","[stutters]","Sensory deprivation? What is this for?","00:25:49","00:25:52"
1,7,426,"Fun.","","Fun.","00:25:53","00:25:55"
1,7,427,"Okay. Well...","","Okay. Well...","00:25:55","00:25:56"
1,7,428,"Why don't we talk about it Monday? After school, okay?","","Why don't we talk about it Monday? After school, okay?","00:25:57","00:26:00"
1,7,429,"You always say we should never stop being curious.","","You always say we should never stop being curious.","00:26:00","00:26:02"
1,7,430,"To always open any curiosity door we find.","","To always open any curiosity door we find.","00:26:02","00:26:04"
1,7,431,"Dustin--","","Dustin","00:26:04","00:26:05"
1,7,432,"Why are you keeping this curiosity door locked?","","Why are you keeping this curiosity door locked?","00:26:05","00:26:08"
1,7,433,"[sighs]","[sighs]","","00:26:09","00:26:11"
1,7,434,"Uh-huh.","","Uhhuh.","00:26:11","00:26:12"
1,7,435,"[indistinct chatter over phone]","[indistinct chatter over phone]","","00:26:12","00:26:14"
1,7,436,"Uh-huh. How much?","","Uhhuh. How much?","00:26:16","00:26:17"
1,7,437,"Uh-huh.","","Uhhuh.","00:26:18","00:26:19"
1,7,438,"Yep, all right. Yeah, we'll be careful.","","Yep, all right. Yeah, we'll be careful.","00:26:20","00:26:23"
1,7,439,"Definitely. All right, Mr. Clarke.","","Definitely. All right, Mr. Clarke.","00:26:23","00:26:25"
1,7,440,"Yeah, I'll see you on Monday. I'll see you on Monday, Mr. Clarke.","","Yeah, I'll see you on Monday. I'll see you on Monday, Mr. Clarke.","00:26:25","00:26:27"
1,7,441,"Bye.","","Bye.","00:26:27","00:26:28"
1,7,442,"Do you still have that kiddie pool we bobbed for apples in?","","Do you still have that kiddie pool we bobbed for apples in?","00:26:29","00:26:31"
1,7,443,"-I think so. Yeah. -Yeah.","","I think so. Yeah. Yeah.","00:26:31","00:26:33"
1,7,444,"Good. Then we just need salt. Lots of it.","","Good. Then we just need salt. Lots of it.","00:26:33","00:26:35"
1,7,445,"How much is ""lots""?","","How much is ""lots""?","00:26:35","00:26:37"
1,7,446,"1,500 pounds.","","1,500 pounds.","00:26:39","00:26:40"
1,7,447,"Well, where are we gonna get that much salt?","","Well, where are we gonna get that much salt?","00:26:41","00:26:43"
1,7,448,"[Jonathan grunting]","[Jonathan grunting]","","00:26:52","00:26:54"
1,7,449,"Hey, wait.","","Hey, wait.","00:26:57","00:26:59"
1,7,450,"It's not gonna snow next week, is it?","","It's not gonna snow next week, is it?","00:26:59","00:27:01"
1,7,451,"[sighs] Worst case, no school.","[sighs]","Worst case, no school.","00:27:01","00:27:03"
1,7,452,"Even if we find Will in there...","","Even if we find Will in there...","00:27:03","00:27:06"
1,7,453,"what are we gonna do about that thing?","","what are we gonna do about that thing?","00:27:06","00:27:07"
1,7,454,"We're not gonna do anything.","","We're not gonna do anything.","00:27:08","00:27:09"
1,7,455,"I don't want you anywhere near this, all right?","","I don't want you anywhere near this, all right?","00:27:09","00:27:10"
1,7,456,"-Your mom's been through enough already. -He's my brother.","","Your mom's been through enough already. He's my brother.","00:27:10","00:27:13"
1,7,457,"Listen to me. I'm gonna find him. All right?","","Listen to me. I'm gonna find him. All right?","00:27:13","00:27:16"
1,7,458,"You gotta trust me on this.","","You gotta trust me on this.","00:27:16","00:27:18"
1,7,459,"I am going to find him.","","I am going to find him.","00:27:18","00:27:20"
1,7,460,"[grunting] This damn thing is heavy.","[grunting]","This damn thing is heavy.","00:27:26","00:27:28"
1,7,461,"Come on. It's upside down.","","Come on. It's upside down.","00:27:34","00:27:36"
1,7,462,"[Lucas] No, this way.","[Lucas]","No, this way.","00:27:36","00:27:37"
1,7,463,"-Okay, um... -How does this even work?","","Okay, um... How does this even work?","00:27:40","00:27:42"
1,7,464,"-Try that side. -[grunts] Son of a bitch!","[grunts]","Try that side. Son of a bitch!","00:27:42","00:27:44"
1,7,465,"-Pull it back. Pull it back. -I am!","","Pull it back. Pull it back. I am!","00:27:44","00:27:46"
1,7,466,"-[Lucas] One, two, three. -[grunts]","[Lucas] [grunts]","One, two, three. ","00:27:46","00:27:49"
1,7,467,"Shit!","","Shit!","00:27:49","00:27:50"
1,7,468,"[grunts] Ah.","[grunts]","Ah.","00:27:59","00:28:00"
1,7,469,"[Nancy] Stand back.","[Nancy]","Stand back.","00:28:00","00:28:01"
1,7,470,"Whoa.","","Whoa.","00:28:08","00:28:10"
1,7,471,"[Nancy] What did she even eat?","[Nancy]","What did she even eat?","00:28:19","00:28:21"
1,7,472,"-[Mike] What? -Eleven.","[Mike]","What? Eleven.","00:28:21","00:28:24"
1,7,473,"[Mike] Oh. Candy, leftovers, Eggos...","[Mike]","Oh. Candy, leftovers, Eggos...","00:28:24","00:28:28"
1,7,474,"She really likes Eggos.","","She really likes Eggos.","00:28:30","00:28:32"
1,7,475,"[Nancy] I knew you were acting weird. I just...","[Nancy]","I knew you were acting weird. I just...","00:28:33","00:28:35"
1,7,476,"I thought it was because of Will.","","I thought it was because of Will.","00:28:35","00:28:37"
1,7,477,"I knew you were acting weird, too. I thought it was 'cause of Steve.","","I knew you were acting weird, too. I thought it was 'cause of Steve.","00:28:37","00:28:40"
1,7,478,"Hey...","","Hey...","00:28:42","00:28:43"
1,7,479,"No more secrets, okay?","","No more secrets, okay?","00:28:45","00:28:47"
1,7,480,"From now on we tell each other everything.","","From now on we tell each other everything.","00:28:47","00:28:49"
1,7,481,"Okay. Do you like Jonathan now?","","Okay. Do you like Jonathan now?","00:28:49","00:28:52"
1,7,482,"What? No.","","What? No.","00:28:52","00:28:54"
1,7,483,"No, it's... it's not... it's not like that.","","No, it's... it's not... it's not like that.","00:28:55","00:28:58"
1,7,484,"Do you like Eleven?","","Do you like Eleven?","00:28:59","00:29:00"
1,7,485,"What? No. Ew. Gross.","","What? No. Ew. Gross.","00:29:00","00:29:04"
1,7,486,"This will keep it dark for you.","","This will keep it dark for you.","00:29:17","00:29:20"
1,7,487,"Just like in your bathtub.","","Just like in your bathtub.","00:29:20","00:29:22"
1,7,488,"[sighs]","[sighs]","","00:29:24","00:29:25"
1,7,489,"You're a very brave girl.","","You're a very brave girl.","00:29:25","00:29:27"
1,7,490,"You know that, don't you?","","You know that, don't you?","00:29:27","00:29:29"
1,7,491,"Everything you're doing for my boy... for Will...","","Everything you're doing for my boy... for Will...","00:29:30","00:29:34"
1,7,492,"for my family...","","for my family...","00:29:35","00:29:37"
1,7,493,"[sighs]","[sighs]","","00:29:38","00:29:39"
1,7,494,"[sniffs] Thank you.","[sniffs]","Thank you.","00:29:39","00:29:41"
1,7,495,"Listen.","","Listen.","00:29:45","00:29:46"
1,7,496,"I am gonna be there with you the whole time.","","I am gonna be there with you the whole time.","00:29:47","00:29:50"
1,7,497,"And if it ever gets too scary...","","And if it ever gets too scary...","00:29:51","00:29:52"
1,7,498,"[stutters] in that place, you just let me know, okay?","[stutters]","in that place, you just let me know, okay?","00:29:53","00:29:57"
1,7,499,"Yes.","","Yes.","00:30:00","00:30:01"
1,7,500,"Ready?","","Ready?","00:30:04","00:30:05"
1,7,501,"[breath trembling]","[breath trembling]","","00:30:06","00:30:08"
1,7,502,"Ready.","","Ready.","00:30:10","00:30:11"
1,7,503,"Colder!","","Colder!","00:30:28","00:30:30"
1,7,504,"Warmer!","","Warmer!","00:30:32","00:30:33"
1,7,505,"Right there!","","Right there!","00:30:35","00:30:37"
1,7,506,"[static]","[static]","","00:31:10","00:31:12"
1,7,507,"[sighs]","[sighs]","","00:31:31","00:31:32"
1,7,508,"[electricity surging]","[electricity surging]","","00:31:50","00:31:52"
1,7,509,"[breathing heavily]","[breathing heavily]","","00:32:11","00:32:13"
1,7,510,"Barb?","","Barb?","00:32:55","00:32:56"
1,7,511,"Barbara?","","Barbara?","00:32:56","00:32:57"
1,7,512,"[breathing heavily]","[breathing heavily]","","00:33:00","00:33:02"
1,7,513,"[squelching]","[squelching]","","00:33:17","00:33:18"
1,7,514,"[bubbling]","[bubbling]","","00:33:22","00:33:23"
1,7,515,"[gasps]","[gasps]","","00:33:24","00:33:24"
1,7,516,"[breathing heavily]","[breathing heavily]","","00:33:25","00:33:26"
1,7,517,"[electricity pulsating]","[electricity pulsating]","","00:33:26","00:33:27"
1,7,518,"-What's going on? -I don't know.","","What's going on? I don't know.","00:33:28","00:33:30"
1,7,519,"Is Barb okay? Is she okay?","","Is Barb okay? Is she okay?","00:33:31","00:33:34"
1,7,520,"[screaming] Gone! Gone!","[screaming]","Gone! Gone!","00:33:34","00:33:36"
1,7,521,"Gone!","","Gone!","00:33:37","00:33:38"
1,7,522,"Gone! Gone!","","Gone! Gone!","00:33:38","00:33:41"
1,7,523,"Gone. Gone.","","Gone. Gone.","00:33:41","00:33:43"
1,7,524,"-[crying] -[Eleven] Gone.","[crying] [Eleven]"," Gone.","00:33:44","00:33:45"
1,7,525,"[Joyce] It's okay. It's okay. It's okay.","[Joyce]","It's okay. It's okay. It's okay.","00:33:45","00:33:47"
1,7,526,"-[Eleven] Gone. Gone! -It's okay. It's okay.","[Eleven]","Gone. Gone! It's okay. It's okay.","00:33:47","00:33:49"
1,7,527,"Gone!","","Gone!","00:33:49","00:33:51"
1,7,528,"-[Joyce] Hey. It's okay. -[gasping]","[Joyce] [gasping]","Hey. It's okay. ","00:33:51","00:33:53"
1,7,529,"It's okay, we're right here. We're right here, honey.","","It's okay, we're right here. We're right here, honey.","00:33:53","00:33:55"
1,7,530,"[Joyce echoing] It's okay. I got you.","[Joyce echoing]"," It's okay. I got you.","00:33:55","00:33:59"
1,7,531,"Don't be afraid.","","Don't be afraid.","00:33:59","00:34:01"
1,7,532,"I'm right here with you.","","I'm right here with you.","00:34:02","00:34:03"
1,7,533,"I'm right here with you.","","I'm right here with you.","00:34:03","00:34:06"
1,7,534,"It's okay. It's okay.","","It's okay. It's okay.","00:34:06","00:34:08"
1,7,535,"[echoing] It's okay.","[echoing]","It's okay.","00:34:08","00:34:10"
1,7,536,"It's okay, you're safe.","","It's okay, you're safe.","00:34:10","00:34:13"
1,7,537,"You're okay, honey.","","You're okay, honey.","00:34:13","00:34:14"
1,7,538,"[Eleven] Castle Byers.","[Eleven]","Castle Byers.","00:34:15","00:34:16"
1,7,539,"Castle Byers.","","Castle Byers.","00:34:17","00:34:18"
1,7,540,"Will.","","Will.","00:34:58","00:34:59"
1,7,541,"-Will? -[gasps]","[gasps]","Will? ","00:34:59","00:35:01"
1,7,542,"You tell him... tell him I'm coming.","","You tell him... tell him I'm coming.","00:35:06","00:35:08"
1,7,543,"[echoing] Mom is coming.","[echoing]","Mom is coming.","00:35:08","00:35:10"
1,7,544,"Your mom... [stutters] she's coming for you.","[stutters]","Your mom... she's coming for you.","00:35:10","00:35:12"
1,7,545,"[muttering weakly] Hurry.","[muttering weakly]","Hurry.","00:35:15","00:35:16"
1,7,546,"[on radio] Hurry.","[on radio]","Hurry.","00:35:17","00:35:18"
1,7,547,"Okay. Listen, you tell him to... [stutters] to stay where he is.","[stutters]","Okay. Listen, you tell him to... to stay where he is.","00:35:20","00:35:23"
1,7,548,"We're coming. We're coming, okay? We're coming, honey.","","We're coming. We're coming, okay? We're coming, honey.","00:35:23","00:35:26"
1,7,549,"Just... just hold on a little longer.","","Just... just hold on a little longer.","00:35:26","00:35:29"
1,7,550,"Will. Will.","","Will. Will.","00:35:29","00:35:31"
1,7,551,"[low growling]","[low growling]","","00:35:36","00:35:37"
1,7,552,"Will?","","Will?","00:35:42","00:35:43"
1,7,553,"Will!","","Will!","00:35:44","00:35:45"
1,7,554,"[panting, whimpering]","[panting, whimpering]","","00:35:46","00:35:49"
1,7,555,"[whimpering on radio]","[whimpering on radio]","","00:35:50","00:35:51"
1,7,556,"-[both gasp] -Oh!","[both gasp]"," Oh!","00:35:52","00:35:54"
1,7,557,"-[Eleven breathing heavily] -Oh, okay, okay.","[Eleven breathing heavily]"," Oh, okay, okay.","00:35:54","00:35:57"
1,7,558,"I've got you.","","I've got you.","00:35:58","00:35:59"
1,7,559,"It's okay. I got you. I got you.","","It's okay. I got you. I got you.","00:36:00","00:36:02"
1,7,560,"I got you, honey. You did so good.","","I got you, honey. You did so good.","00:36:03","00:36:05"
1,7,561,"-Are you okay? -[Eleven cries]","[Eleven cries]","Are you okay? ","00:36:08","00:36:10"
1,7,562,"[Hopper sighs] So this fort. Where is it?","[Hopper sighs]","So this fort. Where is it?","00:36:11","00:36:13"
1,7,563,"[stutters] Uh, it's in the woods behind our house.","[stutters]","Uh, it's in the woods behind our house.","00:36:13","00:36:15"
1,7,564,"Yeah, he used to go there to hide.","","Yeah, he used to go there to hide.","00:36:15","00:36:18"
1,7,565,"Hey, get back inside.","","Hey, get back inside.","00:36:24","00:36:25"
1,7,566,"What, are you insane?","","What, are you insane?","00:36:25","00:36:26"
1,7,567,"-No, I'm-- -Look, if something happens to me,","","No, I'm Look, if something happens to me,","00:36:26","00:36:27"
1,7,568,"I don't make it back--","","I don't make it back","00:36:27","00:36:28"
1,7,569,"Yeah, but then I'll go. You stay.","","Yeah, but then I'll go. You stay.","00:36:29","00:36:30"
1,7,570,"Are you kidding me?","","Are you kidding me?","00:36:30","00:36:31"
1,7,571,"He's my son, Hop. My son.","","He's my son, Hop. My son.","00:36:32","00:36:35"
1,7,572,"I'm going!","","I'm going!","00:36:35","00:36:36"
1,7,573,"-Now, listen, I need you to stay here... -[Jonathan] No.","[Jonathan]","Now, listen, I need you to stay here... No.","00:36:37","00:36:39"
1,7,574,"-...and watch over the kids. -No, Mom.","","...and watch over the kids. No, Mom.","00:36:39","00:36:40"
1,7,575,"-I can help. -Please, I need you to stay, Jonathan.","","I can help. Please, I need you to stay, Jonathan.","00:36:40","00:36:42"
1,7,576,"Joyce!","","Joyce!","00:36:42","00:36:43"
1,7,577,"-Please. -Please, be careful.","","Please. Please, be careful.","00:36:43","00:36:44"
1,7,578,"-[Hopper] Joyce, come on! -Please. I'm gonna find him.","[Hopper]","Joyce, come on! Please. I'm gonna find him.","00:36:45","00:36:46"
1,7,579,"I'm gonna find him.","","I'm gonna find him.","00:36:46","00:36:48"
1,7,580,"[engine starting]","[engine starting]","","00:36:48","00:36:49"
1,7,581,"[door closes]","[door closes]","","00:36:50","00:36:51"
1,7,582,"[tires screeching]","[tires screeching]","","00:36:52","00:36:54"
1,7,583,"[door opens]","[door opens]","","00:36:59","00:37:01"
1,7,584,"[door slams]","[door slams]","","00:37:03","00:37:04"
1,7,585,"We have to go back to the station.","","We have to go back to the station.","00:37:22","00:37:24"
1,7,586,"What?","","What?","00:37:26","00:37:27"
1,7,587,"Your mom and Hopper are just walking in there like bait.","","Your mom and Hopper are just walking in there like bait.","00:37:28","00:37:33"
1,7,588,"That thing is still in there.","","That thing is still in there.","00:37:34","00:37:37"
1,7,589,"And we can't just sit here and let it get them, too.","","And we can't just sit here and let it get them, too.","00:37:39","00:37:43"
1,7,590,"We can't.","","We can't.","00:37:43","00:37:44"
1,7,591,"[sighs] You still wanna try it out?","[sighs]","You still wanna try it out?","00:37:48","00:37:50"
1,7,592,"I wanna finish what we started.","","I wanna finish what we started.","00:37:51","00:37:54"
1,7,593,"I want to kill it.","","I want to kill it.","00:37:55","00:37:57"
1,7,594,"So this is your plan?","","So this is your plan?","00:38:12","00:38:13"
1,7,595,"Worked for me before, didn't it?","","Worked for me before, didn't it?","00:38:13","00:38:15"
1,7,596,"-Well, did it? -Come on, trust me.","","Well, did it? Come on, trust me.","00:38:15","00:38:17"
1,7,597,"[announcer on radio] I'd like to hear your thoughts on the war.","[announcer on radio]","I'd like to hear your thoughts on the war.","00:38:19","00:38:21"
1,7,598,"I think we're dealing with a whole different environment here.","","I think we're dealing with a whole different environment here.","00:38:21","00:38:23"
1,7,599,"[announcer 2] I'll tell you what, we always planned","[announcer 2]","I'll tell you what, we always planned","00:38:23","00:38:24"
1,7,600,"on the Russians massing the fire and we...","","on the Russians massing the fire and we...","00:38:24","00:38:27"
1,7,601,"[Hopper sighs]","[Hopper sighs]","","00:38:42","00:38:44"
1,7,602,"-[Joyce gasps] -[man] Don't move!","[Joyce gasps] [man]"," Don't move!","00:38:44","00:38:45"
1,7,603,"-All right, move in. -[guns cocking]","[guns cocking]","All right, move in. ","00:38:46","00:38:48"
1,7,604,"It's all right.","","It's all right.","00:38:48","00:38:50"
1,7,605,"Let me do the talking.","","Let me do the talking.","00:38:50","00:38:51"
1,7,606,"[indistinct radio chatter]","[indistinct radio chatter]","","00:38:51","00:38:53"
1,7,607,"[Will softly] ♪ If I go there will be trouble ♪","[Will softly]"," ♪ If I go there will be trouble ♪","00:38:58","00:39:00"
1,7,608,"[shuddering]","[shuddering]","","00:39:00","00:39:01"
1,7,609,"♪ And if I stay it will be double ♪","","♪ And if I stay it will be double ♪","00:39:01","00:39:04"
1,7,610,"♪ So, come on and let me know ♪","","♪ So, come on and let me know ♪","00:39:05","00:39:08"
1,7,611,"♪ Should I stay or should I go now? ♪","","♪ Should I stay or should I go now? ♪","00:39:09","00:39:11"
1,7,612,"[monster growling]","[monster growling]","","00:39:11","00:39:13"
1,7,613,"[footsteps approaching]","[footsteps approaching]","","00:39:14","00:39:16"
1,7,614,"[growling continues]","[growling continues]","","00:39:22","00:39:24"
1,7,615,"[breathing heavily]","[breathing heavily]","","00:39:28","00:39:29"
1,7,616,"[growling]","[growling]","","00:39:29","00:39:31"
1,7,617,"[growling stops]","[growling stops]","","00:39:31","00:39:32"
1,7,618,"[monster growls]","[monster growls]","","00:39:36","00:39:37"
1,8,1,"[insects chirping]","[insects chirping]","","00:00:09","00:00:11"
1,8,2,"[Joyce yelling] Let me out of here!","[Joyce yelling]","Let me out of here!","00:00:22","00:00:23"
1,8,3,"Somebody, please!","","Somebody, please!","00:00:25","00:00:27"
1,8,4,"[grunts]","[grunts]","","00:00:29","00:00:30"
1,8,5,"Let me out!","","Let me out!","00:00:30","00:00:32"
1,8,6,"[door unlocking]","[door unlocking]","","00:00:33","00:00:35"
1,8,7,"[Joyce breathing heavily]","[Joyce breathing heavily]","","00:00:37","00:00:38"
1,8,8,"[Dr. Brenner] Your son.","[Dr. Brenner]","Your son.","00:00:53","00:00:54"
1,8,9,"We know you've been in contact with him.","","We know you've been in contact with him.","00:00:55","00:00:57"
1,8,10,"-[stammering] You have to let me-- -When...","[stammering]","You have to let me When...","00:01:00","00:01:03"
1,8,11,"and how did you make contact with him?","","and how did you make contact with him?","00:01:04","00:01:06"
1,8,12,"-What? -Hmm?","","What? Hmm?","00:01:08","00:01:09"
1,8,13,"Six.","","Six.","00:01:11","00:01:12"
1,8,14,"What?","","What?","00:01:13","00:01:15"
1,8,15,"Six.","","Six.","00:01:16","00:01:17"
1,8,16,"Six people have been taken this week.","","Six people have been taken this week.","00:01:19","00:01:22"
1,8,17,"This... thing that took your son...","","This... thing that took your son...","00:01:23","00:01:26"
1,8,18,"[softly] we don't really understand it.","[softly]","we don't really understand it.","00:01:28","00:01:30"
1,8,19,"But its behavior is predictable.","","But its behavior is predictable.","00:01:30","00:01:33"
1,8,20,"Like all animals...","","Like all animals...","00:01:34","00:01:37"
1,8,21,"it eats.","","it eats.","00:01:39","00:01:40"
1,8,22,"It will take more sons.","","It will take more sons.","00:01:42","00:01:44"
1,8,23,"More daughters.","","More daughters.","00:01:45","00:01:46"
1,8,24,"I want to save them.","","I want to save them.","00:01:47","00:01:48"
1,8,25,"I want to save your son.","","I want to save your son.","00:01:50","00:01:52"
1,8,26,"But I can't do that.","","But I can't do that.","00:01:53","00:01:55"
1,8,27,"Not without your help.","","Not without your help.","00:01:56","00:01:57"
1,8,28,"Stop.","","Stop.","00:01:57","00:01:58"
1,8,29,"I know who you are.","","I know who you are.","00:02:02","00:02:04"
1,8,30,"I know what you've done.","","I know what you've done.","00:02:04","00:02:06"
1,8,31,"You took my boy away from me!","","You took my boy away from me!","00:02:08","00:02:11"
1,8,32,"You left him in that place to die!","","You left him in that place to die!","00:02:11","00:02:14"
1,8,33,"You faked his death!","","You faked his death!","00:02:15","00:02:17"
1,8,34,"We had a funeral.","","We had a funeral.","00:02:18","00:02:20"
1,8,35,"We buried him.","","We buried him.","00:02:20","00:02:22"
1,8,36,"And now you're asking for my help?","","And now you're asking for my help?","00:02:23","00:02:26"
1,8,37,"Go to hell.","","Go to hell.","00:02:31","00:02:32"
1,8,38,"-[electricity crackling] -[groaning]","[electricity crackling] [groaning]"," ","00:02:34","00:02:35"
1,8,39,"-[breathing heavily] -Okay, now what do you know?","[breathing heavily]"," Okay, now what do you know?","00:02:38","00:02:41"
1,8,40,"I'm sorry.","","I'm sorry.","00:02:41","00:02:42"
1,8,41,"Did I stutter?","","Did I stutter?","00:02:43","00:02:44"
1,8,42,"I told you.","","I told you.","00:02:46","00:02:48"
1,8,43,"Everything.","","Everything.","00:02:48","00:02:49"
1,8,44,"[electricity crackling]","[electricity crackling]","","00:02:49","00:02:50"
1,8,45,"What do you know?","","What do you know?","00:02:53","00:02:55"
1,8,46,"[panting]","[panting]","","00:02:55","00:02:56"
1,8,47,"I know you do experiments on kidnapped little kids,","","I know you do experiments on kidnapped little kids,","00:02:56","00:02:59"
1,8,48,"whose parents' brains you've turned to mush.","","whose parents' brains you've turned to mush.","00:02:59","00:03:01"
1,8,49,"And I know you went a little too far this time","","And I know you went a little too far this time","00:03:02","00:03:04"
1,8,50,"and you messed up in a big way.","","and you messed up in a big way.","00:03:04","00:03:06"
1,8,51,"I mean, you really messed up, didn't you? Big time.","","I mean, you really messed up, didn't you? Big time.","00:03:07","00:03:10"
1,8,52,"That's why you're trying to cover your tracks.","","That's why you're trying to cover your tracks.","00:03:10","00:03:12"
1,8,53,"You killed Benny Hammond, you faked Will Byers' death.","","You killed Benny Hammond, you faked Will Byers' death.","00:03:13","00:03:16"
1,8,54,"You made it look like that little girl just ran away.","","You made it look like that little girl just ran away.","00:03:16","00:03:18"
1,8,55,"See, I told you.","","See, I told you.","00:03:19","00:03:20"
1,8,56,"-I know everything. -All right, who are you working with?","","I know everything. All right, who are you working with?","00:03:21","00:03:24"
1,8,57,"Nobody.","","Nobody.","00:03:24","00:03:26"
1,8,58,"But I did give all this over to my friend at the Times.","","But I did give all this over to my friend at the Times.","00:03:26","00:03:28"
1,8,59,"He's gonna blow this thing wide open. [chuckles]","[chuckles]","He's gonna blow this thing wide open. ","00:03:28","00:03:30"
1,8,60,"-[electricity crackling] -[groans]","[electricity crackling] [groans]"," ","00:03:30","00:03:33"
1,8,61,"[grunting]","[grunting]","","00:03:35","00:03:37"
1,8,62,"You're just a junkie.","","You're just a junkie.","00:03:39","00:03:40"
1,8,63,"A small town cop who had a really bad week.","","A small town cop who had a really bad week.","00:03:41","00:03:44"
1,8,64,"Took one too many pills this time.","","Took one too many pills this time.","00:03:44","00:03:47"
1,8,65,"You made a mistake coming back here.","","You made a mistake coming back here.","00:03:50","00:03:52"
1,8,66,"No, I didn't.","","No, I didn't.","00:03:53","00:03:54"
1,8,67,"Here's what's gonna happen.","","Here's what's gonna happen.","00:03:56","00:03:57"
1,8,68,"You're gonna let me and Joyce Byers go...","","You're gonna let me and Joyce Byers go...","00:03:59","00:04:01"
1,8,69,"you're gonna give us anything we need,","","you're gonna give us anything we need,","00:04:02","00:04:04"
1,8,70,"and we're gonna find her son.","","and we're gonna find her son.","00:04:04","00:04:06"
1,8,71,"And then we're gonna forget that any of this ever happened.","","And then we're gonna forget that any of this ever happened.","00:04:08","00:04:11"
1,8,72,"Oh, is that right?","","Oh, is that right?","00:04:11","00:04:14"
1,8,73,"Yeah.","","Yeah.","00:04:15","00:04:16"
1,8,74,"That's right.","","That's right.","00:04:18","00:04:19"
1,8,75,"Nancy? Jonathan?","","Nancy? Jonathan?","00:04:33","00:04:35"
1,8,76,"[door closes]","[door closes]","","00:04:39","00:04:41"
1,8,77,"-They're gone. -What?","","They're gone. What?","00:04:42","00:04:44"
1,8,78,"Nancy and Jonathan. His car's gone.","","Nancy and Jonathan. His car's gone.","00:04:44","00:04:45"
1,8,79,"They're probably just sucking face somewhere.","","They're probably just sucking face somewhere.","00:04:45","00:04:47"
1,8,80,"-[Lucas] Gross. -No. No way!","[Lucas]","Gross. No. No way!","00:04:47","00:04:49"
1,8,81,"Did they go with the chief?","","Did they go with the chief?","00:04:49","00:04:50"
1,8,82,"I don't know.","","I don't know.","00:04:50","00:04:51"
1,8,83,"No.","","No.","00:04:52","00:04:53"
1,8,84,"What? Did you see them? Do you know where they went?","","What? Did you see them? Do you know where they went?","00:04:54","00:04:56"
1,8,85,"-Yes. -Where? Where did they go?","","Yes. Where? Where did they go?","00:04:58","00:05:00"
1,8,86,"Demogorgon.","","Demogorgon.","00:05:02","00:05:04"
1,8,87,"[sighs]","[sighs]","","00:06:23","00:06:24"
1,8,88,"Where's the girl?","","Where's the girl?","00:06:52","00:06:53"
1,8,89,"[inhales deeply]","[inhales deeply]","","00:06:55","00:06:57"
1,8,90,"[exhales]","[exhales]","","00:06:58","00:06:59"
1,8,91,"You gotta give me your word.","","You gotta give me your word.","00:07:01","00:07:03"
