Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
11/18/2017 11:00:00 AM,312,176,28,56,52
11/18/2017 10:00:00 AM,225,132,19,37,37
11/18/2017 09:00:00 AM,137,34,23,53,27
11/18/2017 08:00:00 AM,92,24,20,33,15
11/18/2017 07:00:00 AM,50,27,9,11,3
11/18/2017 06:00:00 AM,18,12,0,4,2
11/18/2017 05:00:00 AM,6,5,1,0,0
11/18/2017 04:00:00 AM,2,1,0,1,0
11/18/2017 03:00:00 AM,1,1,0,0,0
11/18/2017 02:00:00 AM,0,0,0,0,0
11/18/2017 01:00:00 AM,0,0,0,0,0
11/18/2017 12:00:00 AM,2,0,0,0,2
11/17/2017 11:00:00 PM,1,0,1,0,0
11/17/2017 10:00:00 PM,3,0,0,2,1
11/17/2017 09:00:00 PM,3,1,1,1,0
11/17/2017 08:00:00 PM,20,12,2,4,2
11/17/2017 07:00:00 PM,18,6,0,10,2
11/17/2017 06:00:00 PM,75,18,5,39,13
11/17/2017 05:00:00 PM,97,31,2,47,17
11/17/2017 04:00:00 PM,77,16,12,34,15
11/17/2017 03:00:00 PM,98,25,7,40,26
11/17/2017 02:00:00 PM,81,20,13,33,15
11/17/2017 01:00:00 PM,66,20,13,23,10
11/17/2017 12:00:00 PM,65,29,4,18,14
11/17/2017 11:00:00 AM,70,30,10,14,16
11/17/2017 10:00:00 AM,59,18,12,11,18
11/17/2017 09:00:00 AM,105,44,14,20,27
11/17/2017 08:00:00 AM,132,52,12,17,51
11/17/2017 07:00:00 AM,98,29,9,12,48
11/17/2017 06:00:00 AM,80,55,1,5,19
11/17/2017 05:00:00 AM,69,63,0,1,5
11/17/2017 04:00:00 AM,50,49,0,0,1
11/17/2017 03:00:00 AM,58,58,0,0,0
11/17/2017 02:00:00 AM,5,5,0,0,0
11/17/2017 01:00:00 AM,24,24,0,0,0
11/17/2017 12:00:00 AM,14,14,0,0,0
11/16/2017 11:00:00 PM,30,30,0,0,0
11/16/2017 10:00:00 PM,10,6,1,3,0
11/16/2017 09:00:00 PM,19,17,0,2,0
11/16/2017 08:00:00 PM,19,6,0,3,10
11/16/2017 07:00:00 PM,28,2,1,24,1
11/16/2017 06:00:00 PM,54,8,3,30,13
11/16/2017 05:00:00 PM,74,5,4,49,16
11/16/2017 04:00:00 PM,77,15,10,39,13
11/16/2017 03:00:00 PM,65,33,15,12,5
11/16/2017 02:00:00 PM,31,4,5,16,6
11/16/2017 01:00:00 PM,33,20,3,8,2
11/16/2017 12:00:00 PM,38,23,6,3,6
11/16/2017 11:00:00 AM,57,38,5,7,7
11/16/2017 10:00:00 AM,318,294,5,9,10
11/16/2017 09:00:00 AM,324,289,14,9,12
11/16/2017 08:00:00 AM,252,182,9,17,44
11/16/2017 07:00:00 AM,526,472,14,10,30
11/16/2017 06:00:00 AM,184,158,4,4,18
11/16/2017 05:00:00 AM,155,143,4,2,6
11/16/2017 04:00:00 AM,183,180,0,1,2
11/16/2017 03:00:00 AM,151,151,0,0,0
11/16/2017 02:00:00 AM,48,48,0,0,0
11/16/2017 01:00:00 AM,162,162,0,0,0
11/16/2017 12:00:00 AM,60,59,0,1,0
11/15/2017 11:00:00 PM,549,548,1,0,0
11/15/2017 10:00:00 PM,848,840,5,2,1
11/15/2017 09:00:00 PM,134,128,0,3,3
11/15/2017 08:00:00 PM,72,65,1,3,3
11/15/2017 07:00:00 PM,33,12,3,13,5
11/15/2017 06:00:00 PM,48,3,0,37,8
11/15/2017 05:00:00 PM,87,6,6,55,20
11/15/2017 04:00:00 PM,63,11,9,29,14
11/15/2017 03:00:00 PM,50,8,17,13,12
11/15/2017 02:00:00 PM,47,12,9,13,13
11/15/2017 01:00:00 PM,33,19,6,4,4
11/15/2017 12:00:00 PM,16,6,5,2,3
11/15/2017 11:00:00 AM,30,15,5,4,6
11/15/2017 10:00:00 AM,51,23,13,7,8
11/15/2017 09:00:00 AM,73,24,13,15,21
11/15/2017 08:00:00 AM,72,10,9,12,41
11/15/2017 07:00:00 AM,55,5,6,9,35
11/15/2017 06:00:00 AM,23,5,2,7,9
11/15/2017 05:00:00 AM,21,17,0,0,4
11/15/2017 04:00:00 AM,10,9,0,0,1
11/15/2017 03:00:00 AM,11,11,0,0,0
11/15/2017 02:00:00 AM,29,28,0,1,0
11/15/2017 01:00:00 AM,23,23,0,0,0
11/15/2017 12:00:00 AM,5,5,0,0,0
11/14/2017 11:00:00 PM,28,28,0,0,0
11/14/2017 10:00:00 PM,24,24,0,0,0
11/14/2017 09:00:00 PM,30,28,0,0,2
11/14/2017 08:00:00 PM,9,1,0,7,1
11/14/2017 07:00:00 PM,18,1,4,9,4
11/14/2017 06:00:00 PM,47,4,1,32,10
11/14/2017 05:00:00 PM,74,10,9,46,9
11/14/2017 04:00:00 PM,74,16,19,28,11
11/14/2017 03:00:00 PM,42,11,11,12,8
11/14/2017 02:00:00 PM,28,4,8,13,3
11/14/2017 01:00:00 PM,25,6,3,9,7
11/14/2017 12:00:00 PM,31,8,8,5,10
11/14/2017 11:00:00 AM,27,6,11,4,6
11/14/2017 10:00:00 AM,34,9,8,5,12
11/14/2017 09:00:00 AM,68,9,14,16,29
11/14/2017 08:00:00 AM,73,11,9,10,43
11/14/2017 07:00:00 AM,66,11,11,12,32
11/14/2017 06:00:00 AM,25,3,1,5,16
11/14/2017 05:00:00 AM,10,1,0,2,7
11/14/2017 04:00:00 AM,3,0,0,0,3
11/14/2017 03:00:00 AM,1,0,0,0,1
11/14/2017 02:00:00 AM,0,0,0,0,0
11/14/2017 01:00:00 AM,0,0,0,0,0
11/14/2017 12:00:00 AM,0,0,0,0,0
11/13/2017 11:00:00 PM,2,1,1,0,0
11/13/2017 10:00:00 PM,0,0,0,0,0
11/13/2017 09:00:00 PM,2,0,0,2,0
11/13/2017 08:00:00 PM,3,1,0,2,0
11/13/2017 07:00:00 PM,6,0,1,3,2
11/13/2017 06:00:00 PM,27,0,1,20,6
11/13/2017 05:00:00 PM,44,0,3,34,7
11/13/2017 04:00:00 PM,38,3,3,22,10
11/13/2017 03:00:00 PM,29,6,9,9,5
11/13/2017 02:00:00 PM,21,3,6,7,5
11/13/2017 01:00:00 PM,20,7,6,1,6
11/13/2017 12:00:00 PM,31,11,10,6,4
11/13/2017 11:00:00 AM,39,10,20,4,5
11/13/2017 10:00:00 AM,47,9,16,9,13
11/13/2017 09:00:00 AM,59,11,11,18,19
11/13/2017 08:00:00 AM,80,11,8,19,42
11/13/2017 07:00:00 AM,44,6,5,5,28
11/13/2017 06:00:00 AM,20,4,1,5,10
11/13/2017 05:00:00 AM,4,0,0,1,3
11/13/2017 04:00:00 AM,4,0,0,1,3
11/13/2017 03:00:00 AM,0,0,0,0,0
11/13/2017 02:00:00 AM,0,0,0,0,0
11/13/2017 01:00:00 AM,1,0,0,1,0
11/13/2017 12:00:00 AM,0,0,0,0,0
11/12/2017 11:00:00 PM,1,0,0,0,1
11/12/2017 10:00:00 PM,1,0,0,0,1
11/12/2017 09:00:00 PM,0,0,0,0,0
11/12/2017 08:00:00 PM,4,0,4,0,0
11/12/2017 07:00:00 PM,5,0,1,2,2
11/12/2017 06:00:00 PM,3,1,1,0,1
11/12/2017 05:00:00 PM,19,8,2,2,7
11/12/2017 04:00:00 PM,44,13,12,9,10
11/12/2017 03:00:00 PM,44,6,11,12,15
11/12/2017 02:00:00 PM,75,16,12,24,23
11/12/2017 01:00:00 PM,94,20,13,33,28
11/12/2017 12:00:00 PM,94,21,15,28,30
11/12/2017 11:00:00 AM,106,29,23,29,25
11/12/2017 10:00:00 AM,76,20,22,21,13
11/12/2017 09:00:00 AM,74,21,24,19,10
11/12/2017 08:00:00 AM,42,10,15,10,7
11/12/2017 07:00:00 AM,9,4,2,1,2
11/12/2017 06:00:00 AM,0,0,0,0,0
11/12/2017 05:00:00 AM,0,0,0,0,0
11/12/2017 04:00:00 AM,1,0,0,1,0
11/12/2017 03:00:00 AM,0,0,0,0,0
11/12/2017 02:00:00 AM,2,1,1,0,0
11/12/2017 01:00:00 AM,2,0,0,1,1
11/12/2017 12:00:00 AM,4,2,1,1,0
11/11/2017 11:00:00 PM,1,0,1,0,0
11/11/2017 10:00:00 PM,1,1,0,0,0
11/11/2017 09:00:00 PM,0,0,0,0,0
11/11/2017 08:00:00 PM,2,0,0,2,0
11/11/2017 07:00:00 PM,3,2,1,0,0
11/11/2017 06:00:00 PM,4,1,1,1,1
11/11/2017 05:00:00 PM,22,7,5,3,7
11/11/2017 04:00:00 PM,30,6,7,6,11
11/11/2017 03:00:00 PM,62,15,16,9,22
11/11/2017 02:00:00 PM,55,12,14,22,7
11/11/2017 01:00:00 PM,47,11,4,13,19
11/11/2017 12:00:00 PM,56,13,12,7,24
11/11/2017 11:00:00 AM,61,18,13,8,22
11/11/2017 10:00:00 AM,81,19,19,18,25
11/11/2017 09:00:00 AM,73,18,18,27,10
11/11/2017 08:00:00 AM,58,17,19,14,8
11/11/2017 07:00:00 AM,37,7,9,14,7
11/11/2017 06:00:00 AM,6,2,2,1,1
11/11/2017 05:00:00 AM,3,0,0,1,2
11/11/2017 04:00:00 AM,1,0,0,1,0
11/11/2017 03:00:00 AM,0,0,0,0,0
11/11/2017 02:00:00 AM,0,0,0,0,0
11/11/2017 01:00:00 AM,0,0,0,0,0
11/11/2017 12:00:00 AM,1,0,0,1,0
11/10/2017 11:00:00 PM,1,1,0,0,0
11/10/2017 10:00:00 PM,0,0,0,0,0
11/10/2017 09:00:00 PM,5,0,0,3,2
11/10/2017 08:00:00 PM,2,0,0,1,1
11/10/2017 07:00:00 PM,8,0,0,6,2
11/10/2017 06:00:00 PM,35,2,1,27,5
11/10/2017 05:00:00 PM,55,5,2,27,21
11/10/2017 04:00:00 PM,120,28,17,43,32
11/10/2017 03:00:00 PM,107,13,13,45,36
11/10/2017 02:00:00 PM,91,14,23,33,21
11/10/2017 01:00:00 PM,74,10,7,24,33
11/10/2017 12:00:00 PM,71,21,14,18,18
11/10/2017 11:00:00 AM,70,18,14,21,17
11/10/2017 10:00:00 AM,65,18,17,14,16
11/10/2017 09:00:00 AM,67,14,19,14,20
11/10/2017 08:00:00 AM,62,14,14,8,26
11/10/2017 07:00:00 AM,59,10,11,13,25
11/10/2017 06:00:00 AM,25,2,1,7,15
11/10/2017 05:00:00 AM,6,0,0,2,4
11/10/2017 04:00:00 AM,2,0,0,0,2
11/10/2017 03:00:00 AM,1,1,0,0,0
11/10/2017 02:00:00 AM,0,0,0,0,0
11/10/2017 01:00:00 AM,0,0,0,0,0
11/10/2017 12:00:00 AM,0,0,0,0,0
11/09/2017 11:00:00 PM,0,0,0,0,0
11/09/2017 10:00:00 PM,0,0,0,0,0
11/09/2017 09:00:00 PM,3,0,0,3,0
11/09/2017 08:00:00 PM,3,1,1,1,0
11/09/2017 07:00:00 PM,18,0,1,15,2
11/09/2017 06:00:00 PM,29,3,2,19,5
11/09/2017 05:00:00 PM,67,6,4,44,13
11/09/2017 04:00:00 PM,72,13,10,34,15
11/09/2017 03:00:00 PM,37,4,9,19,5
11/09/2017 02:00:00 PM,16,5,1,8,2
11/09/2017 01:00:00 PM,30,4,6,13,7
11/09/2017 12:00:00 PM,25,8,9,2,6
11/09/2017 11:00:00 AM,31,8,11,7,5
11/09/2017 10:00:00 AM,28,7,5,6,10
11/09/2017 09:00:00 AM,59,12,10,17,20
11/09/2017 08:00:00 AM,62,9,7,10,36
11/09/2017 07:00:00 AM,59,11,5,11,32
11/09/2017 06:00:00 AM,33,2,3,5,23
11/09/2017 05:00:00 AM,8,1,2,0,5
11/09/2017 04:00:00 AM,2,0,0,0,2
11/09/2017 03:00:00 AM,0,0,0,0,0
11/09/2017 02:00:00 AM,0,0,0,0,0
11/09/2017 01:00:00 AM,0,0,0,0,0
11/09/2017 12:00:00 AM,1,0,0,1,0
11/08/2017 11:00:00 PM,1,0,0,0,1
11/08/2017 10:00:00 PM,0,0,0,0,0
11/08/2017 09:00:00 PM,1,0,0,1,0
11/08/2017 08:00:00 PM,12,0,1,9,2
11/08/2017 07:00:00 PM,25,4,4,13,4
11/08/2017 06:00:00 PM,63,2,5,44,12
11/08/2017 05:00:00 PM,76,2,3,55,16
11/08/2017 04:00:00 PM,56,10,8,30,8
11/08/2017 03:00:00 PM,46,11,9,15,11
11/08/2017 02:00:00 PM,59,14,12,19,14
11/08/2017 01:00:00 PM,46,15,10,8,13
11/08/2017 12:00:00 PM,56,8,21,20,7
11/08/2017 11:00:00 AM,40,8,9,10,13
11/08/2017 10:00:00 AM,50,16,11,14,9
11/08/2017 09:00:00 AM,78,18,12,12,36
11/08/2017 08:00:00 AM,91,11,8,20,52
11/08/2017 07:00:00 AM,92,14,8,18,52
11/08/2017 06:00:00 AM,33,7,5,4,17
11/08/2017 05:00:00 AM,10,1,0,1,8
11/08/2017 04:00:00 AM,2,0,0,0,2
11/08/2017 03:00:00 AM,0,0,0,0,0
11/08/2017 02:00:00 AM,1,0,0,1,0
11/08/2017 01:00:00 AM,0,0,0,0,0
11/08/2017 12:00:00 AM,0,0,0,0,0
11/07/2017 11:00:00 PM,1,0,0,1,0
11/07/2017 10:00:00 PM,6,1,1,4,0
11/07/2017 09:00:00 PM,6,1,0,4,1
11/07/2017 08:00:00 PM,12,0,1,11,0
11/07/2017 07:00:00 PM,25,0,2,18,5
11/07/2017 06:00:00 PM,68,2,3,42,21
11/07/2017 05:00:00 PM,112,9,7,72,24
11/07/2017 04:00:00 PM,92,16,11,43,22
11/07/2017 03:00:00 PM,70,8,15,26,21
11/07/2017 02:00:00 PM,68,8,10,33,17
11/07/2017 01:00:00 PM,53,11,7,16,19
11/07/2017 12:00:00 PM,54,7,12,20,15
11/07/2017 11:00:00 AM,44,8,12,12,12
11/07/2017 10:00:00 AM,36,5,4,13,14
11/07/2017 09:00:00 AM,71,10,12,20,29
11/07/2017 08:00:00 AM,108,14,9,24,61
11/07/2017 07:00:00 AM,97,7,10,15,65
11/07/2017 06:00:00 AM,34,5,2,9,18
11/07/2017 05:00:00 AM,12,3,0,1,8
11/07/2017 04:00:00 AM,4,0,0,1,3
11/07/2017 03:00:00 AM,0,0,0,0,0
11/07/2017 02:00:00 AM,0,0,0,0,0
11/07/2017 01:00:00 AM,0,0,0,0,0
11/07/2017 12:00:00 AM,0,0,0,0,0
11/06/2017 11:00:00 PM,0,0,0,0,0
11/06/2017 10:00:00 PM,0,0,0,0,0
11/06/2017 09:00:00 PM,8,1,1,3,3
11/06/2017 08:00:00 PM,9,0,0,6,3
11/06/2017 07:00:00 PM,20,1,2,14,3
11/06/2017 06:00:00 PM,65,1,1,41,22
11/06/2017 05:00:00 PM,121,7,6,84,24
11/06/2017 04:00:00 PM,111,16,19,59,17
11/06/2017 03:00:00 PM,79,14,17,30,18
11/06/2017 02:00:00 PM,80,14,12,30,24
11/06/2017 01:00:00 PM,70,20,16,12,22
11/06/2017 12:00:00 PM,65,13,8,23,21
11/06/2017 11:00:00 AM,38,8,9,12,9
11/06/2017 10:00:00 AM,41,7,10,12,12
11/06/2017 09:00:00 AM,86,21,17,22,26
11/06/2017 08:00:00 AM,103,15,10,16,62
11/06/2017 07:00:00 AM,71,5,5,14,47
11/06/2017 06:00:00 AM,28,4,1,4,19
11/06/2017 05:00:00 AM,7,0,1,0,6
11/06/2017 04:00:00 AM,3,1,0,1,1
11/06/2017 03:00:00 AM,0,0,0,0,0
11/06/2017 02:00:00 AM,0,0,0,0,0
11/06/2017 01:00:00 AM,0,0,0,0,0
11/06/2017 12:00:00 AM,0,0,0,0,0
11/05/2017 11:00:00 PM,0,0,0,0,0
11/05/2017 10:00:00 PM,2,1,1,0,0
11/05/2017 09:00:00 PM,2,1,1,0,0
11/05/2017 08:00:00 PM,3,0,0,2,1
11/05/2017 07:00:00 PM,4,0,0,2,2
11/05/2017 06:00:00 PM,4,2,1,1,0
11/05/2017 05:00:00 PM,18,6,5,3,4
11/05/2017 04:00:00 PM,34,14,15,4,1
11/05/2017 03:00:00 PM,41,15,17,2,7
11/05/2017 02:00:00 PM,31,13,9,7,2
11/05/2017 01:00:00 PM,31,9,11,4,7
11/05/2017 12:00:00 PM,46,16,13,11,6
11/05/2017 11:00:00 AM,51,15,21,9,6
11/05/2017 10:00:00 AM,38,14,16,1,7
11/05/2017 09:00:00 AM,38,14,12,8,4
11/05/2017 08:00:00 AM,28,11,11,5,1
11/05/2017 07:00:00 AM,20,10,8,2,0
11/05/2017 06:00:00 AM,3,0,1,0,2
11/05/2017 05:00:00 AM,0,0,0,0,0
11/05/2017 04:00:00 AM,0,0,0,0,0
11/05/2017 03:00:00 AM,0,0,0,0,0
11/05/2017 02:00:00 AM,0,0,0,0,0
11/05/2017 01:00:00 AM,0,0,0,0,0
11/05/2017 12:00:00 AM,2,0,1,1,0
11/04/2017 11:00:00 PM,1,0,1,0,0
11/04/2017 10:00:00 PM,2,0,1,1,0
11/04/2017 09:00:00 PM,0,0,0,0,0
11/04/2017 08:00:00 PM,3,1,1,0,1
11/04/2017 07:00:00 PM,5,0,1,3,1
11/04/2017 06:00:00 PM,13,4,1,3,5
11/04/2017 05:00:00 PM,30,12,8,4,6
11/04/2017 04:00:00 PM,33,10,14,7,2
11/04/2017 03:00:00 PM,72,29,23,10,10
11/04/2017 02:00:00 PM,48,7,7,15,19
11/04/2017 01:00:00 PM,76,21,15,21,19
11/04/2017 12:00:00 PM,86,25,21,17,23
11/04/2017 11:00:00 AM,113,32,37,20,24
11/04/2017 10:00:00 AM,95,19,26,25,25
11/04/2017 09:00:00 AM,74,26,19,20,9
11/04/2017 08:00:00 AM,39,10,10,12,7
11/04/2017 07:00:00 AM,21,3,9,6,3
11/04/2017 06:00:00 AM,7,2,0,1,4
11/04/2017 05:00:00 AM,0,0,0,0,0
11/04/2017 04:00:00 AM,6,5,0,1,0
11/04/2017 03:00:00 AM,18,18,0,0,0
11/04/2017 02:00:00 AM,13,13,0,0,0
11/04/2017 01:00:00 AM,216,216,0,0,0
11/04/2017 12:00:00 AM,41,41,0,0,0
11/03/2017 11:00:00 PM,56,56,0,0,0
11/03/2017 10:00:00 PM,5,5,0,0,0
11/03/2017 09:00:00 PM,6,6,0,0,0
11/03/2017 08:00:00 PM,8,6,0,2,0
11/03/2017 07:00:00 PM,75,66,0,7,2
11/03/2017 06:00:00 PM,79,39,5,26,9
11/03/2017 05:00:00 PM,88,13,15,48,12
11/03/2017 04:00:00 PM,106,69,13,18,6
11/03/2017 03:00:00 PM,47,20,7,13,7
11/03/2017 02:00:00 PM,25,6,5,12,2
11/03/2017 01:00:00 PM,19,5,3,8,3
11/03/2017 12:00:00 PM,42,29,8,3,2
11/03/2017 11:00:00 AM,102,91,5,1,5
11/03/2017 10:00:00 AM,158,134,13,2,9
11/03/2017 09:00:00 AM,235,201,10,9,15
11/03/2017 08:00:00 AM,800,740,10,18,32
11/03/2017 07:00:00 AM,237,196,9,9,23
11/03/2017 06:00:00 AM,134,122,0,4,8
11/03/2017 05:00:00 AM,346,343,1,0,2
11/03/2017 04:00:00 AM,388,387,0,0,1
11/03/2017 03:00:00 AM,1052,1052,0,0,0
11/03/2017 02:00:00 AM,338,337,0,1,0
11/03/2017 01:00:00 AM,323,323,0,0,0
11/03/2017 12:00:00 AM,341,341,0,0,0
11/02/2017 11:00:00 PM,392,390,1,1,0
11/02/2017 10:00:00 PM,538,536,1,1,0
11/02/2017 09:00:00 PM,1110,1103,5,2,0
11/02/2017 08:00:00 PM,1515,1505,2,6,2
11/02/2017 07:00:00 PM,1495,1443,33,15,4
11/02/2017 06:00:00 PM,1089,985,51,40,13
11/02/2017 05:00:00 PM,807,686,31,61,29
11/02/2017 04:00:00 PM,1422,1304,70,29,19
11/02/2017 03:00:00 PM,1042,995,21,14,12
11/02/2017 02:00:00 PM,888,865,6,15,2
11/02/2017 01:00:00 PM,770,749,7,11,3
11/02/2017 12:00:00 PM,1025,1004,12,6,3
11/02/2017 11:00:00 AM,1078,1052,14,4,8
11/02/2017 10:00:00 AM,755,718,15,9,13
11/02/2017 09:00:00 AM,1170,1113,19,20,18
11/02/2017 08:00:00 AM,1380,1284,27,21,48
11/02/2017 07:00:00 AM,1330,1241,34,18,37
11/02/2017 06:00:00 AM,1623,1594,6,10,13
11/02/2017 05:00:00 AM,1239,1227,4,4,4
11/02/2017 04:00:00 AM,1815,1810,1,2,2
11/02/2017 03:00:00 AM,1160,1160,0,0,0
11/02/2017 02:00:00 AM,1163,1162,0,1,0
11/02/2017 01:00:00 AM,785,785,0,0,0
11/02/2017 12:00:00 AM,1148,1148,0,0,0
11/01/2017 11:00:00 PM,825,823,0,2,0
11/01/2017 10:00:00 PM,1252,1248,2,0,2
11/01/2017 09:00:00 PM,1674,1667,1,4,2
11/01/2017 08:00:00 PM,1689,1664,13,12,0
11/01/2017 07:00:00 PM,1976,1957,10,8,1
11/01/2017 06:00:00 PM,2058,1959,39,39,21
11/01/2017 05:00:00 PM,2863,2460,304,74,25
11/01/2017 04:00:00 PM,1875,1763,51,43,18
11/01/2017 03:00:00 PM,2371,2245,87,23,16
11/01/2017 02:00:00 PM,3040,2931,78,18,13
11/01/2017 01:00:00 PM,2665,2565,75,19,6
11/01/2017 12:00:00 PM,1892,1840,36,11,5
11/01/2017 11:00:00 AM,1118,1065,29,9,15
11/01/2017 10:00:00 AM,2057,1961,65,18,13
11/01/2017 09:00:00 AM,752,683,21,19,29
11/01/2017 08:00:00 AM,297,220,8,24,45
11/01/2017 07:00:00 AM,199,129,11,16,43
11/01/2017 06:00:00 AM,256,220,4,6,26
11/01/2017 05:00:00 AM,7,2,0,0,5
11/01/2017 04:00:00 AM,5,0,0,3,2
11/01/2017 03:00:00 AM,0,0,0,0,0
11/01/2017 02:00:00 AM,1,0,0,1,0
11/01/2017 01:00:00 AM,90,90,0,0,0
11/01/2017 12:00:00 AM,308,307,0,1,0
10/31/2017 11:00:00 PM,287,286,0,1,0
10/31/2017 10:00:00 PM,382,381,0,1,0
10/31/2017 09:00:00 PM,299,292,0,4,3
10/31/2017 08:00:00 PM,404,397,2,4,1
10/31/2017 07:00:00 PM,529,495,18,12,4
10/31/2017 06:00:00 PM,513,443,9,39,22
10/31/2017 05:00:00 PM,379,203,21,114,41
10/31/2017 04:00:00 PM,461,302,38,84,37
10/31/2017 03:00:00 PM,676,543,38,56,39
10/31/2017 02:00:00 PM,281,181,15,44,41
10/31/2017 01:00:00 PM,558,493,25,28,12
10/31/2017 12:00:00 PM,333,280,8,26,19
10/31/2017 11:00:00 AM,240,208,14,9,9
10/31/2017 10:00:00 AM,198,133,16,22,27
10/31/2017 09:00:00 AM,424,341,20,23,40
10/31/2017 08:00:00 AM,611,505,18,17,71
10/31/2017 07:00:00 AM,296,202,14,17,63
10/31/2017 06:00:00 AM,212,175,2,9,26
10/31/2017 05:00:00 AM,74,59,1,3,11
10/31/2017 04:00:00 AM,221,217,0,1,3
10/31/2017 03:00:00 AM,360,360,0,0,0
10/31/2017 02:00:00 AM,294,293,0,1,0
10/31/2017 01:00:00 AM,921,921,0,0,0
10/31/2017 12:00:00 AM,1008,1005,1,2,0
10/30/2017 11:00:00 PM,1498,1498,0,0,0
10/30/2017 10:00:00 PM,685,682,1,2,0
10/30/2017 09:00:00 PM,739,734,3,2,0
10/30/2017 08:00:00 PM,123,112,0,6,5
10/30/2017 07:00:00 PM,526,502,1,18,5
10/30/2017 06:00:00 PM,1152,1046,25,55,26
10/30/2017 05:00:00 PM,1872,1542,191,88,51
10/30/2017 04:00:00 PM,1918,1490,308,69,51
10/30/2017 03:00:00 PM,1622,1342,182,56,42
10/30/2017 02:00:00 PM,1233,1055,105,45,28
10/30/2017 01:00:00 PM,1853,1743,44,35,31
10/30/2017 12:00:00 PM,1514,1349,110,29,26
10/30/2017 11:00:00 AM,1962,1750,169,21,22
10/30/2017 10:00:00 AM,2806,2655,113,22,16
10/30/2017 09:00:00 AM,2807,2533,208,37,29
10/30/2017 08:00:00 AM,2662,2324,249,43,46
10/30/2017 07:00:00 AM,2511,2300,134,39,38
10/30/2017 06:00:00 AM,1311,1259,17,17,18
10/30/2017 05:00:00 AM,293,282,1,2,8
10/30/2017 04:00:00 AM,833,826,2,3,2
10/30/2017 03:00:00 AM,636,633,1,2,0
10/30/2017 02:00:00 AM,1246,1246,0,0,0
10/30/2017 01:00:00 AM,1544,1544,0,0,0
10/30/2017 12:00:00 AM,2150,2138,10,2,0
10/29/2017 11:00:00 PM,925,921,1,2,1
10/29/2017 10:00:00 PM,1088,1088,0,0,0
10/29/2017 09:00:00 PM,536,536,0,0,0
10/29/2017 08:00:00 PM,1236,1233,2,1,0
10/29/2017 07:00:00 PM,2,0,0,1,1
10/29/2017 06:00:00 PM,31,11,3,4,13
10/29/2017 05:00:00 PM,125,20,14,37,54
10/29/2017 04:00:00 PM,153,23,18,54,58
10/29/2017 03:00:00 PM,153,17,26,67,43
10/29/2017 02:00:00 PM,133,23,16,42,52
10/29/2017 01:00:00 PM,120,18,14,45,43
10/29/2017 12:00:00 PM,153,26,11,60,56
10/29/2017 11:00:00 AM,136,15,23,61,37
10/29/2017 10:00:00 AM,121,26,12,42,41
10/29/2017 09:00:00 AM,96,25,24,22,25
10/29/2017 08:00:00 AM,50,12,15,15,8
10/29/2017 07:00:00 AM,30,6,6,12,6
10/29/2017 06:00:00 AM,6,0,1,5,0
10/29/2017 05:00:00 AM,0,0,0,0,0
10/29/2017 04:00:00 AM,0,0,0,0,0
10/29/2017 03:00:00 AM,0,0,0,0,0
10/29/2017 02:00:00 AM,0,0,0,0,0
10/29/2017 01:00:00 AM,0,0,0,0,0
10/29/2017 12:00:00 AM,2,0,0,2,0
10/28/2017 11:00:00 PM,3,0,0,1,2
10/28/2017 10:00:00 PM,0,0,0,0,0
10/28/2017 09:00:00 PM,4,2,1,1,0
10/28/2017 08:00:00 PM,6,2,2,1,1
10/28/2017 07:00:00 PM,8,1,0,3,4
10/28/2017 06:00:00 PM,57,7,8,19,23
10/28/2017 05:00:00 PM,121,11,12,45,53
10/28/2017 04:00:00 PM,233,20,19,92,102
10/28/2017 03:00:00 PM,253,31,18,115,89
10/28/2017 02:00:00 PM,259,34,24,84,117
10/28/2017 01:00:00 PM,225,28,17,93,87
10/28/2017 12:00:00 PM,184,18,26,75,65
10/28/2017 11:00:00 AM,173,26,22,59,66
10/28/2017 10:00:00 AM,159,24,24,66,45
10/28/2017 09:00:00 AM,118,23,22,39,34
10/28/2017 08:00:00 AM,88,20,21,31,16
10/28/2017 07:00:00 AM,28,5,10,10,3
10/28/2017 06:00:00 AM,9,2,1,2,4
10/28/2017 05:00:00 AM,2,0,0,1,1
10/28/2017 04:00:00 AM,1,0,0,1,0
10/28/2017 03:00:00 AM,0,0,0,0,0
10/28/2017 02:00:00 AM,1,1,0,0,0
10/28/2017 01:00:00 AM,0,0,0,0,0
10/28/2017 12:00:00 AM,2,0,0,2,0
10/27/2017 11:00:00 PM,1,0,0,1,0
10/27/2017 10:00:00 PM,5,0,0,5,0
10/27/2017 09:00:00 PM,6,0,0,3,3
10/27/2017 08:00:00 PM,14,3,2,5,4
10/27/2017 07:00:00 PM,30,3,4,16,7
10/27/2017 06:00:00 PM,85,12,9,45,19
10/27/2017 05:00:00 PM,166,15,14,85,52
10/27/2017 04:00:00 PM,163,21,13,84,45
10/27/2017 03:00:00 PM,135,26,14,43,52
10/27/2017 02:00:00 PM,111,16,11,50,34
10/27/2017 01:00:00 PM,97,15,10,37,35
10/27/2017 12:00:00 PM,68,11,11,25,21
10/27/2017 11:00:00 AM,72,10,11,28,23
10/27/2017 10:00:00 AM,78,13,14,22,29
10/27/2017 09:00:00 AM,93,16,14,30,33
10/27/2017 08:00:00 AM,95,21,11,16,47
10/27/2017 07:00:00 AM,86,11,10,16,49
