Date,Chief Sealth TRL North of Thistle Total,Ped South,Ped North,Bike South,Bike North
05/30/2014 06:00:00 AM,3,0,0,0,3
05/30/2014 07:00:00 AM,6,0,0,3,3
05/30/2014 08:00:00 AM,15,7,3,2,3
05/30/2014 09:00:00 AM,7,4,1,1,1
05/30/2014 10:00:00 AM,38,27,6,5,0
05/30/2014 11:00:00 AM,7,5,2,0,0
05/30/2014 12:00:00 PM,23,22,1,0,0
05/30/2014 01:00:00 PM,10,6,3,0,1
05/30/2014 02:00:00 PM,6,3,1,1,1
05/30/2014 03:00:00 PM,9,5,2,2,0
05/30/2014 04:00:00 PM,12,5,3,1,3
05/30/2014 05:00:00 PM,13,3,0,6,4
05/30/2014 06:00:00 PM,22,9,8,5,0
05/30/2014 07:00:00 PM,0,0,0,0,0
05/30/2014 08:00:00 PM,29,11,14,3,1
05/30/2014 09:00:00 PM,5,0,1,3,1
05/30/2014 10:00:00 PM,0,0,0,0,0
05/30/2014 11:00:00 PM,1,0,1,0,0
05/31/2014 12:00:00 AM,0,0,0,0,0
05/31/2014 01:00:00 AM,1,0,0,1,0
05/31/2014 02:00:00 AM,0,0,0,0,0
05/31/2014 03:00:00 AM,0,0,0,0,0
05/31/2014 04:00:00 AM,1,0,0,1,0
05/31/2014 05:00:00 AM,1,1,0,0,0
05/31/2014 06:00:00 AM,0,0,0,0,0
05/31/2014 07:00:00 AM,4,1,1,1,1
05/31/2014 08:00:00 AM,3,0,2,0,1
05/31/2014 09:00:00 AM,3,2,0,1,0
05/31/2014 10:00:00 AM,14,3,2,3,6
05/31/2014 11:00:00 AM,4,1,1,0,2
05/31/2014 12:00:00 PM,98,58,34,2,4
05/31/2014 01:00:00 PM,53,15,11,18,9
05/31/2014 02:00:00 PM,9,4,0,2,3
05/31/2014 03:00:00 PM,2,0,2,0,0
05/31/2014 04:00:00 PM,0,0,0,0,0
05/31/2014 05:00:00 PM,4,2,2,0,0
05/31/2014 06:00:00 PM,3,1,2,0,0
05/31/2014 07:00:00 PM,25,15,9,0,1
05/31/2014 08:00:00 PM,14,9,4,1,0
05/31/2014 09:00:00 PM,0,0,0,0,0
05/31/2014 10:00:00 PM,0,0,0,0,0
05/31/2014 11:00:00 PM,0,0,0,0,0
06/01/2014 12:00:00 AM,2,0,0,2,0
06/01/2014 01:00:00 AM,0,0,0,0,0
06/01/2014 02:00:00 AM,0,0,0,0,0
06/01/2014 03:00:00 AM,0,0,0,0,0
06/01/2014 04:00:00 AM,1,0,0,1,0
06/01/2014 05:00:00 AM,0,0,0,0,0
06/01/2014 06:00:00 AM,1,1,0,0,0
06/01/2014 07:00:00 AM,3,2,1,0,0
06/01/2014 08:00:00 AM,1,0,1,0,0
06/01/2014 09:00:00 AM,3,2,0,0,1
06/01/2014 10:00:00 AM,6,2,4,0,0
06/01/2014 11:00:00 AM,7,3,1,2,1
06/01/2014 12:00:00 PM,21,3,2,14,2
06/01/2014 01:00:00 PM,11,6,0,1,4
06/01/2014 02:00:00 PM,21,17,3,1,0
06/01/2014 03:00:00 PM,136,127,7,1,1
06/01/2014 04:00:00 PM,6,0,2,0,4
06/01/2014 05:00:00 PM,4,0,3,0,1
06/01/2014 06:00:00 PM,8,3,0,2,3
06/01/2014 07:00:00 PM,55,51,3,0,1
06/01/2014 08:00:00 PM,18,13,3,2,0
06/01/2014 09:00:00 PM,1,0,0,0,1
06/01/2014 10:00:00 PM,1,1,0,0,0
06/01/2014 11:00:00 PM,1,0,1,0,0
06/02/2014 12:00:00 AM,0,0,0,0,0
06/02/2014 01:00:00 AM,0,0,0,0,0
06/02/2014 02:00:00 AM,0,0,0,0,0
06/02/2014 03:00:00 AM,0,0,0,0,0
06/02/2014 04:00:00 AM,0,0,0,0,0
06/02/2014 05:00:00 AM,0,0,0,0,0
06/02/2014 06:00:00 AM,1,0,0,0,1
06/02/2014 07:00:00 AM,2,0,0,0,2
06/02/2014 08:00:00 AM,6,0,2,1,3
06/02/2014 09:00:00 AM,0,0,0,0,0
06/02/2014 10:00:00 AM,23,13,9,1,0
06/02/2014 11:00:00 AM,27,27,0,0,0
06/02/2014 12:00:00 PM,76,71,4,1,0
06/02/2014 01:00:00 PM,235,221,14,0,0
06/02/2014 02:00:00 PM,293,268,23,0,2
06/02/2014 03:00:00 PM,255,219,36,0,0
06/02/2014 04:00:00 PM,77,65,10,2,0
06/02/2014 05:00:00 PM,34,31,0,3,0
06/02/2014 06:00:00 PM,24,15,3,4,2
06/02/2014 07:00:00 PM,3,0,0,1,2
06/02/2014 08:00:00 PM,18,7,9,1,1
06/02/2014 09:00:00 PM,0,0,0,0,0
06/02/2014 10:00:00 PM,0,0,0,0,0
06/02/2014 11:00:00 PM,0,0,0,0,0
06/03/2014 12:00:00 AM,0,0,0,0,0
06/03/2014 01:00:00 AM,1,1,0,0,0
06/03/2014 02:00:00 AM,0,0,0,0,0
06/03/2014 03:00:00 AM,0,0,0,0,0
06/03/2014 04:00:00 AM,0,0,0,0,0
06/03/2014 05:00:00 AM,2,1,0,1,0
06/03/2014 06:00:00 AM,0,0,0,0,0
06/03/2014 07:00:00 AM,6,0,2,1,3
06/03/2014 08:00:00 AM,9,1,3,2,3
06/03/2014 09:00:00 AM,0,0,0,0,0
06/03/2014 10:00:00 AM,1,0,1,0,0
06/03/2014 11:00:00 AM,5,1,4,0,0
06/03/2014 12:00:00 PM,1,0,1,0,0
06/03/2014 01:00:00 PM,10,1,9,0,0
06/03/2014 02:00:00 PM,0,0,0,0,0
06/03/2014 03:00:00 PM,4,0,2,0,2
06/03/2014 04:00:00 PM,2,0,1,1,0
06/03/2014 05:00:00 PM,9,3,2,2,2
06/03/2014 06:00:00 PM,5,1,1,2,1
06/03/2014 07:00:00 PM,4,1,1,0,2
06/03/2014 08:00:00 PM,6,3,3,0,0
06/03/2014 09:00:00 PM,3,2,1,0,0
06/03/2014 10:00:00 PM,2,0,0,1,1
06/03/2014 11:00:00 PM,0,0,0,0,0
06/04/2014 12:00:00 AM,0,0,0,0,0
06/04/2014 01:00:00 AM,0,0,0,0,0
06/04/2014 02:00:00 AM,0,0,0,0,0
06/04/2014 03:00:00 AM,0,0,0,0,0
06/04/2014 04:00:00 AM,0,0,0,0,0
06/04/2014 05:00:00 AM,1,1,0,0,0
06/04/2014 06:00:00 AM,0,0,0,0,0
06/04/2014 07:00:00 AM,2,0,0,2,0
06/04/2014 08:00:00 AM,4,0,1,1,2
06/04/2014 09:00:00 AM,4,1,2,0,1
06/04/2014 10:00:00 AM,0,0,0,0,0
06/04/2014 11:00:00 AM,7,2,4,0,1
06/04/2014 12:00:00 PM,5,4,1,0,0
06/04/2014 01:00:00 PM,3,0,3,0,0
06/04/2014 02:00:00 PM,3,0,0,0,3
06/04/2014 03:00:00 PM,2,0,1,0,1
06/04/2014 04:00:00 PM,7,2,3,0,2
06/04/2014 05:00:00 PM,6,3,2,0,1
06/04/2014 06:00:00 PM,11,3,3,2,3
06/04/2014 07:00:00 PM,4,2,1,0,1
06/04/2014 08:00:00 PM,2,1,1,0,0
06/04/2014 09:00:00 PM,2,0,0,2,0
06/04/2014 10:00:00 PM,0,0,0,0,0
06/04/2014 11:00:00 PM,0,0,0,0,0
06/05/2014 12:00:00 AM,0,0,0,0,0
06/05/2014 01:00:00 AM,0,0,0,0,0
06/05/2014 02:00:00 AM,0,0,0,0,0
06/05/2014 03:00:00 AM,0,0,0,0,0
06/05/2014 04:00:00 AM,1,0,0,1,0
06/05/2014 05:00:00 AM,4,1,3,0,0
06/05/2014 06:00:00 AM,5,1,3,0,1
06/05/2014 07:00:00 AM,6,0,1,0,5
06/05/2014 08:00:00 AM,4,0,0,1,3
06/05/2014 09:00:00 AM,1,0,1,0,0
06/05/2014 10:00:00 AM,3,1,2,0,0
06/05/2014 11:00:00 AM,3,1,2,0,0
06/05/2014 12:00:00 PM,5,4,1,0,0
06/05/2014 01:00:00 PM,63,57,6,0,0
06/05/2014 02:00:00 PM,54,52,2,0,0
06/05/2014 03:00:00 PM,59,57,2,0,0
06/05/2014 04:00:00 PM,39,33,3,3,0
06/05/2014 05:00:00 PM,37,33,3,1,0
06/05/2014 06:00:00 PM,13,6,0,4,3
06/05/2014 07:00:00 PM,10,10,0,0,0
06/05/2014 08:00:00 PM,4,2,2,0,0
06/05/2014 09:00:00 PM,1,1,0,0,0
06/05/2014 10:00:00 PM,2,2,0,0,0
06/05/2014 11:00:00 PM,0,0,0,0,0
06/06/2014 12:00:00 AM,0,0,0,0,0
06/06/2014 01:00:00 AM,0,0,0,0,0
06/06/2014 02:00:00 AM,0,0,0,0,0
06/06/2014 03:00:00 AM,0,0,0,0,0
06/06/2014 04:00:00 AM,0,0,0,0,0
06/06/2014 05:00:00 AM,1,1,0,0,0
06/06/2014 06:00:00 AM,0,0,0,0,0
06/06/2014 07:00:00 AM,4,0,0,1,3
06/06/2014 08:00:00 AM,14,5,7,0,2
06/06/2014 09:00:00 AM,3,1,1,1,0
06/06/2014 10:00:00 AM,3,1,1,0,1
06/06/2014 11:00:00 AM,1,0,0,1,0
06/06/2014 12:00:00 PM,34,22,12,0,0
06/06/2014 01:00:00 PM,46,41,2,0,3
06/06/2014 02:00:00 PM,27,26,1,0,0
06/06/2014 03:00:00 PM,5,4,0,0,1
06/06/2014 04:00:00 PM,11,7,3,0,1
06/06/2014 05:00:00 PM,4,0,2,1,1
06/06/2014 06:00:00 PM,0,0,0,0,0
06/06/2014 07:00:00 PM,0,0,0,0,0
06/06/2014 08:00:00 PM,1,1,0,0,0
06/06/2014 09:00:00 PM,0,0,0,0,0
06/06/2014 10:00:00 PM,0,0,0,0,0
06/06/2014 11:00:00 PM,3,1,1,0,1
06/07/2014 12:00:00 AM,1,1,0,0,0
06/07/2014 01:00:00 AM,0,0,0,0,0
06/07/2014 02:00:00 AM,1,1,0,0,0
06/07/2014 03:00:00 AM,0,0,0,0,0
06/07/2014 04:00:00 AM,0,0,0,0,0
06/07/2014 05:00:00 AM,0,0,0,0,0
06/07/2014 06:00:00 AM,2,0,0,2,0
06/07/2014 07:00:00 AM,2,1,1,0,0
06/07/2014 08:00:00 AM,7,2,2,1,2
06/07/2014 09:00:00 AM,6,0,2,2,2
06/07/2014 10:00:00 AM,3,0,2,1,0
06/07/2014 11:00:00 AM,9,4,0,3,2
06/07/2014 12:00:00 PM,8,4,1,2,1
06/07/2014 01:00:00 PM,10,7,1,0,2
06/07/2014 02:00:00 PM,7,2,2,3,0
06/07/2014 03:00:00 PM,7,5,0,1,1
06/07/2014 04:00:00 PM,0,0,0,0,0
06/07/2014 05:00:00 PM,1,0,0,0,1
06/07/2014 06:00:00 PM,7,2,3,2,0
06/07/2014 07:00:00 PM,9,3,6,0,0
06/07/2014 08:00:00 PM,11,7,3,1,0
06/07/2014 09:00:00 PM,6,3,3,0,0
06/07/2014 10:00:00 PM,1,1,0,0,0
06/07/2014 11:00:00 PM,3,0,0,2,1
06/08/2014 12:00:00 AM,2,0,0,1,1
06/08/2014 01:00:00 AM,2,0,0,2,0
06/08/2014 02:00:00 AM,0,0,0,0,0
06/08/2014 03:00:00 AM,0,0,0,0,0
06/08/2014 04:00:00 AM,0,0,0,0,0
06/08/2014 05:00:00 AM,0,0,0,0,0
06/08/2014 06:00:00 AM,0,0,0,0,0
06/08/2014 07:00:00 AM,2,1,0,1,0
06/08/2014 08:00:00 AM,0,0,0,0,0
06/08/2014 09:00:00 AM,4,0,2,0,2
06/08/2014 10:00:00 AM,6,5,1,0,0
06/08/2014 11:00:00 AM,21,9,4,1,7
06/08/2014 12:00:00 PM,39,38,1,0,0
06/08/2014 01:00:00 PM,19,9,2,7,1
06/08/2014 02:00:00 PM,41,37,0,3,1
06/08/2014 03:00:00 PM,18,11,1,4,2
06/08/2014 04:00:00 PM,3,2,1,0,0
06/08/2014 05:00:00 PM,29,10,16,1,2
06/08/2014 06:00:00 PM,6,3,2,1,0
06/08/2014 07:00:00 PM,9,2,0,4,3
06/08/2014 08:00:00 PM,0,0,0,0,0
06/08/2014 09:00:00 PM,0,0,0,0,0
06/08/2014 10:00:00 PM,0,0,0,0,0
06/08/2014 11:00:00 PM,0,0,0,0,0
06/09/2014 12:00:00 AM,0,0,0,0,0
06/09/2014 01:00:00 AM,0,0,0,0,0
06/09/2014 02:00:00 AM,0,0,0,0,0
06/09/2014 03:00:00 AM,0,0,0,0,0
06/09/2014 04:00:00 AM,0,0,0,0,0
06/09/2014 05:00:00 AM,1,1,0,0,0
06/09/2014 06:00:00 AM,0,0,0,0,0
06/09/2014 07:00:00 AM,2,0,0,0,2
06/09/2014 08:00:00 AM,123,84,35,1,3
06/09/2014 09:00:00 AM,154,114,38,2,0
06/09/2014 10:00:00 AM,46,41,4,0,1
06/09/2014 11:00:00 AM,79,60,14,3,2
06/09/2014 12:00:00 PM,28,22,6,0,0
06/09/2014 01:00:00 PM,67,35,29,2,1
06/09/2014 02:00:00 PM,18,15,2,1,0
06/09/2014 03:00:00 PM,2,2,0,0,0
06/09/2014 04:00:00 PM,2,0,0,0,2
06/09/2014 05:00:00 PM,6,1,1,3,1
06/09/2014 06:00:00 PM,10,2,2,4,2
06/09/2014 07:00:00 PM,7,4,3,0,0
06/09/2014 08:00:00 PM,7,3,3,1,0
06/09/2014 09:00:00 PM,0,0,0,0,0
06/09/2014 10:00:00 PM,0,0,0,0,0
06/09/2014 11:00:00 PM,0,0,0,0,0
06/10/2014 12:00:00 AM,0,0,0,0,0
06/10/2014 01:00:00 AM,0,0,0,0,0
06/10/2014 02:00:00 AM,0,0,0,0,0
06/10/2014 03:00:00 AM,0,0,0,0,0
06/10/2014 04:00:00 AM,0,0,0,0,0
06/10/2014 05:00:00 AM,0,0,0,0,0
06/10/2014 06:00:00 AM,0,0,0,0,0
06/10/2014 07:00:00 AM,3,0,0,0,3
06/10/2014 08:00:00 AM,7,2,1,2,2
06/10/2014 09:00:00 AM,5,2,2,1,0
06/10/2014 10:00:00 AM,1,0,1,0,0
06/10/2014 11:00:00 AM,2,1,0,0,1
06/10/2014 12:00:00 PM,5,4,1,0,0
06/10/2014 01:00:00 PM,1,0,0,1,0
06/10/2014 02:00:00 PM,4,1,2,1,0
06/10/2014 03:00:00 PM,14,10,3,1,0
06/10/2014 04:00:00 PM,32,26,2,3,1
06/10/2014 05:00:00 PM,11,2,6,2,1
06/10/2014 06:00:00 PM,14,3,2,5,4
06/10/2014 07:00:00 PM,15,7,5,1,2
06/10/2014 08:00:00 PM,4,1,1,2,0
06/10/2014 09:00:00 PM,0,0,0,0,0
06/10/2014 10:00:00 PM,0,0,0,0,0
06/10/2014 11:00:00 PM,0,0,0,0,0
06/11/2014 12:00:00 AM,0,0,0,0,0
06/11/2014 01:00:00 AM,0,0,0,0,0
06/11/2014 02:00:00 AM,0,0,0,0,0
06/11/2014 03:00:00 AM,0,0,0,0,0
06/11/2014 04:00:00 AM,0,0,0,0,0
06/11/2014 05:00:00 AM,1,1,0,0,0
06/11/2014 06:00:00 AM,2,0,0,1,1
06/11/2014 07:00:00 AM,0,0,0,0,0
06/11/2014 08:00:00 AM,8,3,1,1,3
06/11/2014 09:00:00 AM,8,3,3,0,2
06/11/2014 10:00:00 AM,7,7,0,0,0
06/11/2014 11:00:00 AM,30,30,0,0,0
06/11/2014 12:00:00 PM,26,19,6,1,0
06/11/2014 01:00:00 PM,10,9,1,0,0
06/11/2014 02:00:00 PM,6,3,1,0,2
06/11/2014 03:00:00 PM,7,2,1,3,1
06/11/2014 04:00:00 PM,4,3,0,0,1
06/11/2014 05:00:00 PM,16,6,5,3,2
06/11/2014 06:00:00 PM,46,37,4,5,0
06/11/2014 07:00:00 PM,17,6,3,4,4
06/11/2014 08:00:00 PM,23,8,15,0,0
06/11/2014 09:00:00 PM,1,0,1,0,0
06/11/2014 10:00:00 PM,1,0,0,1,0
06/11/2014 11:00:00 PM,0,0,0,0,0
06/12/2014 12:00:00 AM,3,1,0,2,0
06/12/2014 01:00:00 AM,0,0,0,0,0
06/12/2014 02:00:00 AM,0,0,0,0,0
06/12/2014 03:00:00 AM,0,0,0,0,0
06/12/2014 04:00:00 AM,1,0,0,1,0
06/12/2014 05:00:00 AM,0,0,0,0,0
06/12/2014 06:00:00 AM,4,1,3,0,0
06/12/2014 07:00:00 AM,4,0,2,0,2
06/12/2014 08:00:00 AM,17,0,2,9,6
06/12/2014 09:00:00 AM,1,1,0,0,0
06/12/2014 10:00:00 AM,2,0,1,0,1
06/12/2014 11:00:00 AM,2,1,1,0,0
06/12/2014 12:00:00 PM,11,6,3,1,1
06/12/2014 01:00:00 PM,2,2,0,0,0
06/12/2014 02:00:00 PM,1,1,0,0,0
06/12/2014 03:00:00 PM,1,0,0,1,0
06/12/2014 04:00:00 PM,8,1,2,2,3
06/12/2014 05:00:00 PM,6,2,2,2,0
06/12/2014 06:00:00 PM,3,3,0,0,0
06/12/2014 07:00:00 PM,1,0,0,0,1
06/12/2014 08:00:00 PM,4,1,1,2,0
06/12/2014 09:00:00 PM,1,1,0,0,0
06/12/2014 10:00:00 PM,0,0,0,0,0
06/12/2014 11:00:00 PM,0,0,0,0,0
06/13/2014 12:00:00 AM,0,0,0,0,0
06/13/2014 01:00:00 AM,0,0,0,0,0
06/13/2014 02:00:00 AM,0,0,0,0,0
06/13/2014 03:00:00 AM,0,0,0,0,0
06/13/2014 04:00:00 AM,0,0,0,0,0
06/13/2014 05:00:00 AM,0,0,0,0,0
06/13/2014 06:00:00 AM,1,0,0,1,0
06/13/2014 07:00:00 AM,2,0,0,0,2
06/13/2014 08:00:00 AM,2,0,0,0,2
06/13/2014 09:00:00 AM,0,0,0,0,0
06/13/2014 10:00:00 AM,0,0,0,0,0
06/13/2014 11:00:00 AM,0,0,0,0,0
06/13/2014 12:00:00 PM,1,0,1,0,0
06/13/2014 01:00:00 PM,2,1,1,0,0
06/13/2014 02:00:00 PM,0,0,0,0,0
06/13/2014 03:00:00 PM,1,1,0,0,0
06/13/2014 04:00:00 PM,2,1,1,0,0
06/13/2014 05:00:00 PM,6,2,1,3,0
06/13/2014 06:00:00 PM,10,5,3,2,0
06/13/2014 07:00:00 PM,3,1,2,0,0
06/13/2014 08:00:00 PM,5,1,3,1,0
06/13/2014 09:00:00 PM,0,0,0,0,0
06/13/2014 10:00:00 PM,1,1,0,0,0
06/13/2014 11:00:00 PM,0,0,0,0,0
06/14/2014 12:00:00 AM,1,1,0,0,0
06/14/2014 01:00:00 AM,0,0,0,0,0
06/14/2014 02:00:00 AM,0,0,0,0,0
06/14/2014 03:00:00 AM,0,0,0,0,0
06/14/2014 04:00:00 AM,0,0,0,0,0
06/14/2014 05:00:00 AM,0,0,0,0,0
06/14/2014 06:00:00 AM,0,0,0,0,0
06/14/2014 07:00:00 AM,0,0,0,0,0
06/14/2014 08:00:00 AM,6,4,2,0,0
06/14/2014 09:00:00 AM,1,1,0,0,0
06/14/2014 10:00:00 AM,4,0,2,0,2
06/14/2014 11:00:00 AM,5,2,2,1,0
06/14/2014 12:00:00 PM,2,1,0,0,1
06/14/2014 01:00:00 PM,1,0,1,0,0
06/14/2014 02:00:00 PM,7,1,2,1,3
06/14/2014 03:00:00 PM,7,3,2,0,2
06/14/2014 04:00:00 PM,1,0,0,0,1
06/14/2014 05:00:00 PM,5,1,1,1,2
06/14/2014 06:00:00 PM,1,0,1,0,0
06/14/2014 07:00:00 PM,12,6,6,0,0
06/14/2014 08:00:00 PM,1,0,0,1,0
06/14/2014 09:00:00 PM,1,0,1,0,0
06/14/2014 10:00:00 PM,1,0,0,1,0
06/14/2014 11:00:00 PM,0,0,0,0,0
06/15/2014 12:00:00 AM,1,1,0,0,0
06/15/2014 01:00:00 AM,0,0,0,0,0
06/15/2014 02:00:00 AM,0,0,0,0,0
06/15/2014 03:00:00 AM,0,0,0,0,0
06/15/2014 04:00:00 AM,0,0,0,0,0
06/15/2014 05:00:00 AM,0,0,0,0,0
06/15/2014 06:00:00 AM,1,1,0,0,0
06/15/2014 07:00:00 AM,1,1,0,0,0
06/15/2014 08:00:00 AM,2,0,2,0,0
06/15/2014 09:00:00 AM,1,1,0,0,0
06/15/2014 10:00:00 AM,2,1,0,0,1
06/15/2014 11:00:00 AM,6,3,3,0,0
06/15/2014 12:00:00 PM,4,1,2,1,0
06/15/2014 01:00:00 PM,10,3,1,3,3
06/15/2014 02:00:00 PM,6,0,0,4,2
06/15/2014 03:00:00 PM,9,0,2,3,4
06/15/2014 04:00:00 PM,4,0,2,1,1
06/15/2014 05:00:00 PM,3,0,3,0,0
06/15/2014 06:00:00 PM,2,1,0,0,1
06/15/2014 07:00:00 PM,0,0,0,0,0
06/15/2014 08:00:00 PM,1,0,0,1,0
06/15/2014 09:00:00 PM,0,0,0,0,0
06/15/2014 10:00:00 PM,0,0,0,0,0
06/15/2014 11:00:00 PM,0,0,0,0,0
06/16/2014 12:00:00 AM,0,0,0,0,0
06/16/2014 01:00:00 AM,1,0,1,0,0
06/16/2014 02:00:00 AM,0,0,0,0,0
06/16/2014 03:00:00 AM,0,0,0,0,0
06/16/2014 04:00:00 AM,0,0,0,0,0
06/16/2014 05:00:00 AM,0,0,0,0,0
06/16/2014 06:00:00 AM,1,0,1,0,0
06/16/2014 07:00:00 AM,2,0,0,0,2
06/16/2014 08:00:00 AM,3,0,0,0,3
06/16/2014 09:00:00 AM,1,0,0,1,0
06/16/2014 10:00:00 AM,0,0,0,0,0
06/16/2014 11:00:00 AM,0,0,0,0,0
06/16/2014 12:00:00 PM,1,0,1,0,0
06/16/2014 01:00:00 PM,36,32,4,0,0
06/16/2014 02:00:00 PM,3,1,1,1,0
06/16/2014 03:00:00 PM,7,1,3,1,2
06/16/2014 04:00:00 PM,35,28,7,0,0
06/16/2014 05:00:00 PM,27,18,8,1,0
06/16/2014 06:00:00 PM,5,1,1,1,2
06/16/2014 07:00:00 PM,7,0,0,4,3
06/16/2014 08:00:00 PM,0,0,0,0,0
06/16/2014 09:00:00 PM,0,0,0,0,0
06/16/2014 10:00:00 PM,4,2,2,0,0
06/16/2014 11:00:00 PM,0,0,0,0,0
06/17/2014 12:00:00 AM,0,0,0,0,0
06/17/2014 01:00:00 AM,0,0,0,0,0
06/17/2014 02:00:00 AM,0,0,0,0,0
06/17/2014 03:00:00 AM,0,0,0,0,0
06/17/2014 04:00:00 AM,0,0,0,0,0
06/17/2014 05:00:00 AM,1,1,0,0,0
06/17/2014 06:00:00 AM,2,1,1,0,0
06/17/2014 07:00:00 AM,1,0,1,0,0
06/17/2014 08:00:00 AM,5,2,0,0,3
06/17/2014 09:00:00 AM,2,0,2,0,0
06/17/2014 10:00:00 AM,1,0,1,0,0
06/17/2014 11:00:00 AM,3,1,2,0,0
06/17/2014 12:00:00 PM,1,0,1,0,0
06/17/2014 01:00:00 PM,4,3,0,0,1
06/17/2014 02:00:00 PM,0,0,0,0,0
06/17/2014 03:00:00 PM,7,4,1,0,2
06/17/2014 04:00:00 PM,12,5,5,2,0
06/17/2014 05:00:00 PM,12,2,5,4,1
06/17/2014 06:00:00 PM,5,2,1,1,1
06/17/2014 07:00:00 PM,8,2,3,2,1
06/17/2014 08:00:00 PM,2,0,1,1,0
06/17/2014 09:00:00 PM,1,0,0,0,1
06/17/2014 10:00:00 PM,0,0,0,0,0
06/17/2014 11:00:00 PM,0,0,0,0,0
06/18/2014 12:00:00 AM,0,0,0,0,0
06/18/2014 01:00:00 AM,0,0,0,0,0
06/18/2014 02:00:00 AM,0,0,0,0,0
06/18/2014 03:00:00 AM,0,0,0,0,0
06/18/2014 04:00:00 AM,0,0,0,0,0
06/18/2014 05:00:00 AM,1,1,0,0,0
06/18/2014 06:00:00 AM,2,0,2,0,0
06/18/2014 07:00:00 AM,2,0,0,1,1
06/18/2014 08:00:00 AM,5,0,2,1,2
06/18/2014 09:00:00 AM,3,0,1,0,2
06/18/2014 10:00:00 AM,2,0,2,0,0
06/18/2014 11:00:00 AM,0,0,0,0,0
06/18/2014 12:00:00 PM,4,4,0,0,0
06/18/2014 01:00:00 PM,5,3,2,0,0
06/18/2014 02:00:00 PM,6,6,0,0,0
06/18/2014 03:00:00 PM,7,5,2,0,0
06/18/2014 04:00:00 PM,5,3,2,0,0
06/18/2014 05:00:00 PM,4,1,2,1,0
06/18/2014 06:00:00 PM,10,3,4,3,0
06/18/2014 07:00:00 PM,4,3,0,1,0
06/18/2014 08:00:00 PM,0,0,0,0,0
06/18/2014 09:00:00 PM,2,0,0,0,2
06/18/2014 10:00:00 PM,3,0,1,0,2
06/18/2014 11:00:00 PM,0,0,0,0,0
06/19/2014 12:00:00 AM,0,0,0,0,0
06/19/2014 01:00:00 AM,0,0,0,0,0
06/19/2014 02:00:00 AM,0,0,0,0,0
06/19/2014 03:00:00 AM,0,0,0,0,0
06/19/2014 04:00:00 AM,1,0,0,1,0
06/19/2014 05:00:00 AM,1,0,0,1,0
06/19/2014 06:00:00 AM,2,0,2,0,0
06/19/2014 07:00:00 AM,3,0,1,1,1
06/19/2014 08:00:00 AM,12,3,2,2,5
06/19/2014 09:00:00 AM,6,2,4,0,0
06/19/2014 10:00:00 AM,2,1,1,0,0
06/19/2014 11:00:00 AM,4,2,2,0,0
06/19/2014 12:00:00 PM,1,0,0,1,0
06/19/2014 01:00:00 PM,3,2,0,0,1
06/19/2014 02:00:00 PM,6,4,1,1,0
06/19/2014 03:00:00 PM,2,1,1,0,0
06/19/2014 04:00:00 PM,11,3,6,0,2
06/19/2014 05:00:00 PM,13,4,7,0,2
06/19/2014 06:00:00 PM,8,5,1,2,0
06/19/2014 07:00:00 PM,2,0,1,1,0
06/19/2014 08:00:00 PM,18,8,8,1,1
06/19/2014 09:00:00 PM,5,2,3,0,0
06/19/2014 10:00:00 PM,0,0,0,0,0
06/19/2014 11:00:00 PM,0,0,0,0,0
06/20/2014 12:00:00 AM,0,0,0,0,0
06/20/2014 01:00:00 AM,0,0,0,0,0
06/20/2014 02:00:00 AM,0,0,0,0,0
06/20/2014 03:00:00 AM,0,0,0,0,0
06/20/2014 04:00:00 AM,0,0,0,0,0
06/20/2014 05:00:00 AM,0,0,0,0,0
06/20/2014 06:00:00 AM,3,1,0,0,2
06/20/2014 07:00:00 AM,2,0,0,1,1
06/20/2014 08:00:00 AM,8,1,4,0,3
06/20/2014 09:00:00 AM,0,0,0,0,0
06/20/2014 10:00:00 AM,1,0,1,0,0
06/20/2014 11:00:00 AM,1,0,1,0,0
06/20/2014 12:00:00 PM,1,0,1,0,0
06/20/2014 01:00:00 PM,0,0,0,0,0
06/20/2014 02:00:00 PM,0,0,0,0,0
06/20/2014 03:00:00 PM,2,1,0,0,1
06/20/2014 04:00:00 PM,15,3,5,5,2
06/20/2014 05:00:00 PM,7,3,4,0,0
06/20/2014 06:00:00 PM,2,1,0,1,0
06/20/2014 07:00:00 PM,10,1,3,4,2
06/20/2014 08:00:00 PM,0,0,0,0,0
06/20/2014 09:00:00 PM,9,3,3,1,2
06/20/2014 10:00:00 PM,1,0,1,0,0
06/20/2014 11:00:00 PM,0,0,0,0,0
06/21/2014 12:00:00 AM,1,0,1,0,0
06/21/2014 01:00:00 AM,0,0,0,0,0
06/21/2014 02:00:00 AM,0,0,0,0,0
06/21/2014 03:00:00 AM,0,0,0,0,0
06/21/2014 04:00:00 AM,0,0,0,0,0
06/21/2014 05:00:00 AM,1,0,1,0,0
06/21/2014 06:00:00 AM,0,0,0,0,0
06/21/2014 07:00:00 AM,3,1,2,0,0
06/21/2014 08:00:00 AM,22,15,4,2,1
06/21/2014 09:00:00 AM,10,7,1,1,1
06/21/2014 10:00:00 AM,17,8,3,4,2
06/21/2014 11:00:00 AM,2,0,0,1,1
06/21/2014 12:00:00 PM,5,2,0,3,0
06/21/2014 01:00:00 PM,22,15,4,3,0
