Date,Elliott Bay Trail in Myrtle Edwards Park Total,Ped North,Ped South,Bike North,Bike South
08/08/2018 02:00:00 AM,10,4,3,3,0
08/08/2018 01:00:00 AM,3,0,0,2,1
08/08/2018 12:00:00 AM,13,3,8,0,2
08/07/2018 11:00:00 PM,20,1,4,7,8
08/07/2018 10:00:00 PM,37,4,11,15,7
08/07/2018 09:00:00 PM,183,52,87,22,22
08/07/2018 08:00:00 PM,402,147,171,41,43
08/07/2018 07:00:00 PM,402,147,154,68,33
08/07/2018 06:00:00 PM,427,136,101,147,43
08/07/2018 05:00:00 PM,583,131,119,231,102
08/07/2018 04:00:00 PM,404,93,96,130,85
08/07/2018 03:00:00 PM,276,81,77,71,47
08/07/2018 02:00:00 PM,190,61,68,34,27
08/07/2018 01:00:00 PM,285,99,95,39,52
08/07/2018 12:00:00 PM,439,162,163,54,60
08/07/2018 11:00:00 AM,273,96,111,31,35
08/07/2018 10:00:00 AM,217,61,79,32,45
08/07/2018 09:00:00 AM,264,72,80,36,76
08/07/2018 08:00:00 AM,443,101,91,65,186
08/07/2018 07:00:00 AM,447,110,125,68,144
08/07/2018 06:00:00 AM,310,116,102,39,53
08/07/2018 05:00:00 AM,73,27,15,13,18
08/07/2018 04:00:00 AM,6,1,1,0,4
08/07/2018 03:00:00 AM,4,1,1,1,1
08/07/2018 02:00:00 AM,2,0,0,2,0
08/07/2018 01:00:00 AM,6,1,1,1,3
08/07/2018 12:00:00 AM,5,3,0,1,1
08/06/2018 11:00:00 PM,8,1,3,3,1
08/06/2018 10:00:00 PM,39,12,11,9,7
08/06/2018 09:00:00 PM,154,34,84,11,25
08/06/2018 08:00:00 PM,389,142,180,31,36
08/06/2018 07:00:00 PM,425,132,152,78,63
08/06/2018 06:00:00 PM,428,145,117,124,42
08/06/2018 05:00:00 PM,583,124,100,249,110
08/06/2018 04:00:00 PM,384,88,96,124,76
08/06/2018 03:00:00 PM,289,83,85,72,49
08/06/2018 02:00:00 PM,268,95,105,29,39
08/06/2018 01:00:00 PM,306,104,134,37,31
08/06/2018 12:00:00 PM,475,197,187,40,51
08/06/2018 11:00:00 AM,292,98,98,50,46
08/06/2018 10:00:00 AM,192,65,67,24,36
08/06/2018 09:00:00 AM,272,50,83,45,94
08/06/2018 08:00:00 AM,468,77,116,79,196
08/06/2018 07:00:00 AM,372,89,90,62,131
08/06/2018 06:00:00 AM,215,75,66,34,40
08/06/2018 05:00:00 AM,53,23,12,7,11
08/06/2018 04:00:00 AM,4,0,1,1,2
08/06/2018 03:00:00 AM,5,2,1,0,2
08/06/2018 02:00:00 AM,3,2,0,0,1
08/06/2018 01:00:00 AM,7,2,1,2,2
08/06/2018 12:00:00 AM,7,2,1,2,2
08/05/2018 11:00:00 PM,14,3,5,4,2
08/05/2018 10:00:00 PM,31,4,14,10,3
08/05/2018 09:00:00 PM,139,35,74,14,16
08/05/2018 08:00:00 PM,330,117,143,28,42
08/05/2018 07:00:00 PM,350,121,128,65,36
08/05/2018 06:00:00 PM,303,94,101,65,43
08/05/2018 05:00:00 PM,349,110,118,60,61
08/05/2018 04:00:00 PM,393,126,125,94,48
08/05/2018 03:00:00 PM,375,104,129,67,75
08/05/2018 02:00:00 PM,377,119,129,55,74
08/05/2018 01:00:00 PM,510,157,165,86,102
08/05/2018 12:00:00 PM,428,149,146,55,78
08/05/2018 11:00:00 AM,457,137,176,77,67
08/05/2018 10:00:00 AM,439,171,154,50,64
08/05/2018 09:00:00 AM,328,118,114,46,50
08/05/2018 08:00:00 AM,269,109,99,40,21
08/05/2018 07:00:00 AM,151,65,63,17,6
08/05/2018 06:00:00 AM,67,28,26,3,10
08/05/2018 05:00:00 AM,22,12,6,2,2
08/05/2018 04:00:00 AM,5,2,1,0,2
08/05/2018 03:00:00 AM,3,0,0,2,1
08/05/2018 02:00:00 AM,12,3,1,6,2
08/05/2018 01:00:00 AM,14,2,1,9,2
08/05/2018 12:00:00 AM,31,3,9,15,4
08/04/2018 11:00:00 PM,38,6,7,19,6
08/04/2018 10:00:00 PM,51,15,11,19,6
08/04/2018 09:00:00 PM,136,35,54,26,21
08/04/2018 08:00:00 PM,326,115,128,45,38
08/04/2018 07:00:00 PM,334,108,139,44,43
08/04/2018 06:00:00 PM,346,93,125,64,64
08/04/2018 05:00:00 PM,384,111,117,77,79
08/04/2018 04:00:00 PM,404,97,133,73,101
08/04/2018 03:00:00 PM,456,137,142,77,100
08/04/2018 02:00:00 PM,463,137,160,92,74
08/04/2018 01:00:00 PM,545,157,171,73,144
08/04/2018 12:00:00 PM,511,131,150,108,122
08/04/2018 11:00:00 AM,452,147,167,75,63
08/04/2018 10:00:00 AM,414,141,128,57,88
08/04/2018 09:00:00 AM,299,116,105,27,51
08/04/2018 08:00:00 AM,245,112,83,27,23
08/04/2018 07:00:00 AM,160,73,63,7,17
08/04/2018 06:00:00 AM,72,32,25,6,9
08/04/2018 05:00:00 AM,21,7,6,2,6
08/04/2018 04:00:00 AM,2,0,1,0,1
08/04/2018 03:00:00 AM,2,0,1,1,0
08/04/2018 02:00:00 AM,12,6,4,2,0
08/04/2018 01:00:00 AM,9,1,5,3,0
08/04/2018 12:00:00 AM,15,1,3,2,9
08/03/2018 11:00:00 PM,28,9,7,9,3
08/03/2018 10:00:00 PM,71,21,21,22,7
08/03/2018 09:00:00 PM,117,38,52,21,6
08/03/2018 08:00:00 PM,265,83,114,36,32
08/03/2018 07:00:00 PM,308,122,107,36,43
08/03/2018 06:00:00 PM,325,95,90,89,51
08/03/2018 05:00:00 PM,413,100,107,125,81
08/03/2018 04:00:00 PM,396,97,87,123,89
08/03/2018 03:00:00 PM,367,108,113,86,60
08/03/2018 02:00:00 PM,293,91,98,51,53
08/03/2018 01:00:00 PM,285,106,107,43,29
08/03/2018 12:00:00 PM,357,138,137,42,40
08/03/2018 11:00:00 AM,216,82,87,24,23
08/03/2018 10:00:00 AM,223,63,83,36,41
08/03/2018 09:00:00 AM,234,69,78,32,55
08/03/2018 08:00:00 AM,304,70,87,44,103
08/03/2018 07:00:00 AM,255,76,77,38,64
08/03/2018 06:00:00 AM,157,56,51,23,27
08/03/2018 05:00:00 AM,37,8,10,11,8
08/03/2018 04:00:00 AM,9,1,2,2,4
08/03/2018 03:00:00 AM,3,0,1,1,1
08/03/2018 02:00:00 AM,4,2,1,1,0
08/03/2018 01:00:00 AM,6,1,4,0,1
08/03/2018 12:00:00 AM,8,1,3,3,1
08/02/2018 11:00:00 PM,11,2,3,4,2
08/02/2018 10:00:00 PM,30,5,8,14,3
08/02/2018 09:00:00 PM,85,20,32,22,11
08/02/2018 08:00:00 PM,215,79,86,34,16
08/02/2018 07:00:00 PM,322,109,127,55,31
08/02/2018 06:00:00 PM,391,102,112,119,58
08/02/2018 05:00:00 PM,461,111,84,181,85
08/02/2018 04:00:00 PM,358,87,75,130,66
08/02/2018 03:00:00 PM,234,56,83,43,52
08/02/2018 02:00:00 PM,187,67,52,42,26
08/02/2018 01:00:00 PM,167,52,69,22,24
08/02/2018 12:00:00 PM,225,91,92,25,17
08/02/2018 11:00:00 AM,178,60,63,23,32
08/02/2018 10:00:00 AM,158,53,50,26,29
08/02/2018 09:00:00 AM,208,38,63,25,82
08/02/2018 08:00:00 AM,348,69,79,39,161
08/02/2018 07:00:00 AM,361,76,115,50,120
08/02/2018 06:00:00 AM,244,82,82,39,41
08/02/2018 05:00:00 AM,55,23,13,8,11
08/02/2018 04:00:00 AM,2,0,0,0,2
08/02/2018 03:00:00 AM,1,0,1,0,0
08/02/2018 02:00:00 AM,1,0,1,0,0
08/02/2018 01:00:00 AM,8,2,3,1,2
08/02/2018 12:00:00 AM,10,3,1,3,3
08/01/2018 11:00:00 PM,18,3,6,8,1
08/01/2018 10:00:00 PM,42,13,13,14,2
08/01/2018 09:00:00 PM,194,51,89,21,33
08/01/2018 08:00:00 PM,403,158,161,40,44
08/01/2018 07:00:00 PM,437,150,150,87,50
08/01/2018 06:00:00 PM,552,166,142,162,82
08/01/2018 05:00:00 PM,601,132,119,255,95
08/01/2018 04:00:00 PM,446,111,94,164,77
08/01/2018 03:00:00 PM,269,74,79,64,52
08/01/2018 02:00:00 PM,235,81,81,37,36
08/01/2018 01:00:00 PM,263,92,87,37,47
08/01/2018 12:00:00 PM,315,113,137,25,40
08/01/2018 11:00:00 AM,217,80,82,27,28
08/01/2018 10:00:00 AM,131,40,48,16,27
08/01/2018 09:00:00 AM,234,51,69,25,89
08/01/2018 08:00:00 AM,426,66,100,59,201
08/01/2018 07:00:00 AM,398,101,104,59,134
08/01/2018 06:00:00 AM,271,101,80,42,48
08/01/2018 05:00:00 AM,54,16,10,10,18
08/01/2018 04:00:00 AM,7,1,2,2,2
08/01/2018 03:00:00 AM,4,0,0,1,3
08/01/2018 02:00:00 AM,2,1,0,1,0
08/01/2018 01:00:00 AM,9,3,3,2,1
08/01/2018 12:00:00 AM,12,4,3,4,1
07/31/2018 11:00:00 PM,24,5,7,7,5
07/31/2018 10:00:00 PM,68,14,16,24,14
07/31/2018 09:00:00 PM,160,45,59,28,28
07/31/2018 08:00:00 PM,338,119,129,48,42
07/31/2018 07:00:00 PM,385,139,133,69,44
07/31/2018 06:00:00 PM,484,136,139,143,66
07/31/2018 05:00:00 PM,623,150,95,265,113
07/31/2018 04:00:00 PM,378,79,78,152,69
07/31/2018 03:00:00 PM,278,80,72,58,68
07/31/2018 02:00:00 PM,263,83,78,68,34
07/31/2018 01:00:00 PM,304,95,108,57,44
07/31/2018 12:00:00 PM,325,139,116,27,43
07/31/2018 11:00:00 AM,193,70,65,31,27
07/31/2018 10:00:00 AM,150,52,50,16,32
07/31/2018 09:00:00 AM,267,57,80,39,91
07/31/2018 08:00:00 AM,395,60,84,53,198
07/31/2018 07:00:00 AM,422,100,117,63,142
07/31/2018 06:00:00 AM,280,117,73,40,50
07/31/2018 05:00:00 AM,73,27,18,15,13
07/31/2018 04:00:00 AM,4,2,0,0,2
07/31/2018 03:00:00 AM,2,1,0,0,1
07/31/2018 02:00:00 AM,2,0,0,1,1
07/31/2018 01:00:00 AM,4,0,2,0,2
07/31/2018 12:00:00 AM,14,3,0,5,6
07/30/2018 11:00:00 PM,22,7,5,8,2
07/30/2018 10:00:00 PM,49,9,7,27,6
07/30/2018 09:00:00 PM,126,32,57,16,21
07/30/2018 08:00:00 PM,349,112,141,51,45
07/30/2018 07:00:00 PM,360,97,122,80,61
07/30/2018 06:00:00 PM,417,131,83,137,66
07/30/2018 05:00:00 PM,510,91,71,258,90
07/30/2018 04:00:00 PM,337,77,60,129,71
07/30/2018 03:00:00 PM,252,60,67,81,44
07/30/2018 02:00:00 PM,197,50,81,29,37
07/30/2018 01:00:00 PM,305,113,108,41,43
07/30/2018 12:00:00 PM,397,157,147,51,42
07/30/2018 11:00:00 AM,258,91,94,36,37
07/30/2018 10:00:00 AM,196,70,65,22,39
07/30/2018 09:00:00 AM,300,72,89,53,86
07/30/2018 08:00:00 AM,433,75,91,59,208
07/30/2018 07:00:00 AM,397,103,96,57,141
07/30/2018 06:00:00 AM,223,85,65,35,38
07/30/2018 05:00:00 AM,56,22,10,12,12
07/30/2018 04:00:00 AM,10,3,4,2,1
07/30/2018 03:00:00 AM,8,3,3,0,2
07/30/2018 02:00:00 AM,4,2,0,1,1
07/30/2018 01:00:00 AM,7,0,2,5,0
07/30/2018 12:00:00 AM,13,2,7,2,2
07/29/2018 11:00:00 PM,23,8,3,8,4
07/29/2018 10:00:00 PM,34,6,14,8,6
07/29/2018 09:00:00 PM,156,36,85,18,17
07/29/2018 08:00:00 PM,315,102,134,44,35
07/29/2018 07:00:00 PM,325,108,120,41,56
07/29/2018 06:00:00 PM,261,95,80,52,34
07/29/2018 05:00:00 PM,293,104,105,55,29
07/29/2018 04:00:00 PM,403,111,107,128,57
07/29/2018 03:00:00 PM,363,115,115,68,65
07/29/2018 02:00:00 PM,341,111,107,74,49
07/29/2018 01:00:00 PM,293,71,84,45,93
07/29/2018 12:00:00 PM,371,95,114,65,97
07/29/2018 11:00:00 AM,454,133,164,70,87
07/29/2018 10:00:00 AM,434,166,146,58,64
07/29/2018 09:00:00 AM,364,127,139,60,38
07/29/2018 08:00:00 AM,271,126,107,18,20
07/29/2018 07:00:00 AM,173,73,67,17,16
07/29/2018 06:00:00 AM,95,51,33,8,3
07/29/2018 05:00:00 AM,15,8,3,3,1
07/29/2018 04:00:00 AM,4,2,1,1,0
07/29/2018 03:00:00 AM,2,0,2,0,0
07/29/2018 02:00:00 AM,12,8,1,1,2
07/29/2018 01:00:00 AM,12,0,4,5,3
07/29/2018 12:00:00 AM,30,4,4,19,3
07/28/2018 11:00:00 PM,35,9,10,13,3
07/28/2018 10:00:00 PM,50,16,11,12,11
07/28/2018 09:00:00 PM,165,47,73,26,19
07/28/2018 08:00:00 PM,300,101,107,48,44
07/28/2018 07:00:00 PM,258,79,89,53,37
07/28/2018 06:00:00 PM,332,91,97,69,75
07/28/2018 05:00:00 PM,304,96,91,54,63
07/28/2018 04:00:00 PM,398,94,108,96,100
07/28/2018 03:00:00 PM,407,111,108,104,84
07/28/2018 02:00:00 PM,336,109,107,69,51
07/28/2018 01:00:00 PM,385,121,117,85,62
07/28/2018 12:00:00 PM,388,120,152,53,63
07/28/2018 11:00:00 AM,468,148,170,62,88
07/28/2018 10:00:00 AM,385,125,138,52,70
07/28/2018 09:00:00 AM,305,95,108,40,62
07/28/2018 08:00:00 AM,265,119,92,23,31
07/28/2018 07:00:00 AM,200,81,82,14,23
07/28/2018 06:00:00 AM,87,44,28,5,10
07/28/2018 05:00:00 AM,17,7,4,3,3
07/28/2018 04:00:00 AM,6,1,4,1,0
07/28/2018 03:00:00 AM,2,0,1,1,0
07/28/2018 02:00:00 AM,3,2,1,0,0
07/28/2018 01:00:00 AM,10,3,4,2,1
07/28/2018 12:00:00 AM,10,1,5,1,3
07/27/2018 11:00:00 PM,33,8,10,6,9
07/27/2018 10:00:00 PM,77,19,28,15,15
07/27/2018 09:00:00 PM,206,52,88,27,39
07/27/2018 08:00:00 PM,311,107,114,51,39
07/27/2018 07:00:00 PM,260,78,93,52,37
07/27/2018 06:00:00 PM,342,99,84,105,54
07/27/2018 05:00:00 PM,397,99,87,152,59
07/27/2018 04:00:00 PM,388,91,96,131,70
07/27/2018 03:00:00 PM,300,72,77,79,72
07/27/2018 02:00:00 PM,250,65,108,42,35
07/27/2018 01:00:00 PM,322,85,106,63,68
07/27/2018 12:00:00 PM,355,130,128,46,51
07/27/2018 11:00:00 AM,251,90,95,35,31
07/27/2018 10:00:00 AM,230,51,91,38,50
07/27/2018 09:00:00 AM,310,85,102,37,86
07/27/2018 08:00:00 AM,383,76,116,36,155
07/27/2018 07:00:00 AM,368,113,114,49,92
07/27/2018 06:00:00 AM,246,100,65,34,47
07/27/2018 05:00:00 AM,67,23,20,13,11
07/27/2018 04:00:00 AM,7,2,1,2,2
07/27/2018 03:00:00 AM,5,0,1,2,2
07/27/2018 02:00:00 AM,4,1,0,2,1
07/27/2018 01:00:00 AM,16,4,3,3,6
07/27/2018 12:00:00 AM,9,0,5,2,2
07/26/2018 11:00:00 PM,19,6,4,6,3
07/26/2018 10:00:00 PM,40,8,22,6,4
07/26/2018 09:00:00 PM,227,66,106,21,34
07/26/2018 08:00:00 PM,348,125,134,49,40
07/26/2018 07:00:00 PM,326,106,98,74,48
07/26/2018 06:00:00 PM,424,120,103,142,59
07/26/2018 05:00:00 PM,547,135,74,240,98
07/26/2018 04:00:00 PM,384,81,86,149,68
07/26/2018 03:00:00 PM,278,91,80,64,43
07/26/2018 02:00:00 PM,227,62,70,54,41
07/26/2018 01:00:00 PM,236,79,92,32,33
07/26/2018 12:00:00 PM,381,158,150,35,38
07/26/2018 11:00:00 AM,286,83,132,42,29
07/26/2018 10:00:00 AM,237,72,84,37,44
07/26/2018 09:00:00 AM,251,59,72,46,74
07/26/2018 08:00:00 AM,458,80,123,57,198
07/26/2018 07:00:00 AM,443,121,140,52,130
07/26/2018 06:00:00 AM,315,108,111,45,51
07/26/2018 05:00:00 AM,73,33,15,13,12
07/26/2018 04:00:00 AM,4,0,1,3,0
07/26/2018 03:00:00 AM,2,0,0,1,1
07/26/2018 02:00:00 AM,8,0,1,3,4
07/26/2018 01:00:00 AM,9,3,2,3,1
07/26/2018 12:00:00 AM,17,6,4,5,2
07/25/2018 11:00:00 PM,33,12,9,4,8
07/25/2018 10:00:00 PM,68,9,37,12,10
07/25/2018 09:00:00 PM,224,66,122,23,13
07/25/2018 08:00:00 PM,425,158,159,68,40
07/25/2018 07:00:00 PM,397,139,112,84,62
07/25/2018 06:00:00 PM,402,107,99,141,55
07/25/2018 05:00:00 PM,568,134,91,269,74
07/25/2018 04:00:00 PM,413,92,91,164,66
07/25/2018 03:00:00 PM,264,72,76,61,55
07/25/2018 02:00:00 PM,193,54,60,44,35
07/25/2018 01:00:00 PM,270,77,116,32,45
07/25/2018 12:00:00 PM,411,161,158,35,57
07/25/2018 11:00:00 AM,276,101,112,29,34
07/25/2018 10:00:00 AM,217,58,91,30,38
07/25/2018 09:00:00 AM,310,90,81,47,92
07/25/2018 08:00:00 AM,427,91,104,48,184
07/25/2018 07:00:00 AM,435,113,114,68,140
07/25/2018 06:00:00 AM,347,123,113,56,55
07/25/2018 05:00:00 AM,87,34,23,13,17
07/25/2018 04:00:00 AM,8,1,2,1,4
07/25/2018 03:00:00 AM,6,1,0,4,1
07/25/2018 02:00:00 AM,5,1,1,2,1
07/25/2018 01:00:00 AM,7,2,1,3,1
07/25/2018 12:00:00 AM,11,3,3,4,1
07/24/2018 11:00:00 PM,21,5,8,7,1
07/24/2018 10:00:00 PM,104,33,25,35,11
07/24/2018 09:00:00 PM,222,50,105,40,27
07/24/2018 08:00:00 PM,364,129,160,44,31
07/24/2018 07:00:00 PM,382,135,97,86,64
07/24/2018 06:00:00 PM,454,121,107,154,72
07/24/2018 05:00:00 PM,559,114,84,241,120
07/24/2018 04:00:00 PM,428,88,94,149,97
07/24/2018 03:00:00 PM,339,99,96,80,64
07/24/2018 02:00:00 PM,233,69,72,50,42
07/24/2018 01:00:00 PM,311,132,112,37,30
07/24/2018 12:00:00 PM,436,159,202,36,39
07/24/2018 11:00:00 AM,292,124,108,30,30
07/24/2018 10:00:00 AM,214,72,75,25,42
07/24/2018 09:00:00 AM,331,63,125,38,105
07/24/2018 08:00:00 AM,461,73,120,73,195
07/24/2018 07:00:00 AM,457,117,128,62,150
07/24/2018 06:00:00 AM,322,119,113,29,61
07/24/2018 05:00:00 AM,89,40,18,17,14
07/24/2018 04:00:00 AM,2,0,1,1,0
07/24/2018 03:00:00 AM,5,1,3,0,1
07/24/2018 02:00:00 AM,6,2,3,0,1
07/24/2018 01:00:00 AM,7,2,2,2,1
07/24/2018 12:00:00 AM,12,2,4,5,1
07/23/2018 11:00:00 PM,23,7,7,6,3
07/23/2018 10:00:00 PM,51,11,13,17,10
07/23/2018 09:00:00 PM,210,60,99,23,28
07/23/2018 08:00:00 PM,388,129,170,50,39
07/23/2018 07:00:00 PM,411,148,149,86,28
07/23/2018 06:00:00 PM,440,137,106,154,43
07/23/2018 05:00:00 PM,554,101,98,258,97
07/23/2018 04:00:00 PM,367,105,81,121,60
07/23/2018 03:00:00 PM,277,83,70,64,60
07/23/2018 02:00:00 PM,224,70,70,36,48
07/23/2018 01:00:00 PM,307,89,110,51,57
07/23/2018 12:00:00 PM,425,164,170,44,47
07/23/2018 11:00:00 AM,291,106,102,41,42
07/23/2018 10:00:00 AM,250,78,86,29,57
07/23/2018 09:00:00 AM,293,77,81,44,91
07/23/2018 08:00:00 AM,389,63,98,59,169
07/23/2018 07:00:00 AM,389,88,99,59,143
07/23/2018 06:00:00 AM,246,94,71,33,48
07/23/2018 05:00:00 AM,48,18,9,11,10
07/23/2018 04:00:00 AM,3,1,1,0,1
07/23/2018 03:00:00 AM,2,1,1,0,0
07/23/2018 02:00:00 AM,6,3,3,0,0
07/23/2018 01:00:00 AM,5,1,1,0,3
07/23/2018 12:00:00 AM,12,5,4,0,3
07/22/2018 11:00:00 PM,15,4,2,6,3
07/22/2018 10:00:00 PM,61,9,31,8,13
07/22/2018 09:00:00 PM,201,57,98,33,13
07/22/2018 08:00:00 PM,294,98,129,36,31
07/22/2018 07:00:00 PM,328,119,124,47,38
07/22/2018 06:00:00 PM,341,134,129,41,37
07/22/2018 05:00:00 PM,363,129,125,61,48
07/22/2018 04:00:00 PM,408,90,167,88,63
07/22/2018 03:00:00 PM,476,175,153,85,63
07/22/2018 02:00:00 PM,370,103,123,69,75
07/22/2018 01:00:00 PM,366,95,123,62,86
07/22/2018 12:00:00 PM,419,121,136,76,86
07/22/2018 11:00:00 AM,411,122,141,74,74
07/22/2018 10:00:00 AM,372,107,137,53,75
07/22/2018 09:00:00 AM,348,153,124,38,33
07/22/2018 08:00:00 AM,239,101,96,24,18
07/22/2018 07:00:00 AM,149,63,56,14,16
07/22/2018 06:00:00 AM,74,37,25,6,6
07/22/2018 05:00:00 AM,19,14,4,1,0
07/22/2018 04:00:00 AM,2,0,2,0,0
07/22/2018 03:00:00 AM,6,3,2,0,1
07/22/2018 02:00:00 AM,11,1,2,7,1
07/22/2018 01:00:00 AM,8,0,3,3,2
07/22/2018 12:00:00 AM,27,9,5,13,0
07/21/2018 11:00:00 PM,31,4,12,11,4
07/21/2018 10:00:00 PM,67,10,10,30,17
07/21/2018 09:00:00 PM,185,46,103,22,14
07/21/2018 08:00:00 PM,264,106,92,30,36
07/21/2018 07:00:00 PM,324,107,94,72,51
07/21/2018 06:00:00 PM,348,114,145,41,48
07/21/2018 05:00:00 PM,371,115,113,70,73
07/21/2018 04:00:00 PM,437,112,138,92,95
07/21/2018 03:00:00 PM,476,128,131,134,83
07/21/2018 02:00:00 PM,450,124,131,126,69
07/21/2018 01:00:00 PM,411,118,127,85,81
07/21/2018 12:00:00 PM,504,146,158,79,121
07/21/2018 11:00:00 AM,434,131,180,45,78
07/21/2018 10:00:00 AM,416,159,125,58,74
07/21/2018 09:00:00 AM,338,110,148,35,45
07/21/2018 08:00:00 AM,277,112,114,20,31
07/21/2018 07:00:00 AM,179,81,73,8,17
07/21/2018 06:00:00 AM,97,47,32,9,9
07/21/2018 05:00:00 AM,17,8,6,1,2
07/21/2018 04:00:00 AM,3,0,2,1,0
07/21/2018 03:00:00 AM,5,0,3,1,1
07/21/2018 02:00:00 AM,4,3,1,0,0
07/21/2018 01:00:00 AM,12,3,1,3,5
07/21/2018 12:00:00 AM,14,0,3,9,2
07/20/2018 11:00:00 PM,29,8,4,15,2
07/20/2018 10:00:00 PM,61,5,15,28,13
07/20/2018 09:00:00 PM,141,38,77,14,12
07/20/2018 08:00:00 PM,265,106,96,32,31
07/20/2018 07:00:00 PM,305,95,97,58,55
07/20/2018 06:00:00 PM,423,122,110,122,69
07/20/2018 05:00:00 PM,475,109,105,178,83
07/20/2018 04:00:00 PM,410,101,98,145,66
07/20/2018 03:00:00 PM,338,61,121,80,76
07/20/2018 02:00:00 PM,307,105,92,69,41
07/20/2018 01:00:00 PM,280,96,112,42,30
07/20/2018 12:00:00 PM,369,124,151,42,52
07/20/2018 11:00:00 AM,233,73,89,35,36
07/20/2018 10:00:00 AM,200,59,83,21,37
07/20/2018 09:00:00 AM,224,56,70,33,65
07/20/2018 08:00:00 AM,321,69,92,40,120
07/20/2018 07:00:00 AM,273,72,72,36,93
07/20/2018 06:00:00 AM,177,68,47,26,36
07/20/2018 05:00:00 AM,47,12,12,13,10
07/20/2018 04:00:00 AM,5,2,1,0,2
07/20/2018 03:00:00 AM,1,0,1,0,0
07/20/2018 02:00:00 AM,2,0,1,1,0
07/20/2018 01:00:00 AM,10,1,2,3,4
07/20/2018 12:00:00 AM,2,0,1,0,1
07/19/2018 11:00:00 PM,19,5,4,9,1
07/19/2018 10:00:00 PM,21,3,7,9,2
07/19/2018 09:00:00 PM,132,28,59,23,22
07/19/2018 08:00:00 PM,231,78,89,38,26
07/19/2018 07:00:00 PM,325,112,104,65,44
07/19/2018 06:00:00 PM,423,121,118,128,56
07/19/2018 05:00:00 PM,552,125,106,239,82
07/19/2018 04:00:00 PM,282,56,58,116,52
07/19/2018 03:00:00 PM,235,66,79,48,42
07/19/2018 02:00:00 PM,192,62,59,34,37
07/19/2018 01:00:00 PM,208,83,80,15,30
07/19/2018 12:00:00 PM,271,105,120,26,20
07/19/2018 11:00:00 AM,222,74,69,38,41
07/19/2018 10:00:00 AM,156,50,56,15,35
07/19/2018 09:00:00 AM,204,37,55,35,77
07/19/2018 08:00:00 AM,353,58,91,45,159
07/19/2018 07:00:00 AM,363,94,104,51,114
07/19/2018 06:00:00 AM,227,74,74,42,37
07/19/2018 05:00:00 AM,67,29,13,12,13
07/19/2018 04:00:00 AM,2,1,1,0,0
07/19/2018 03:00:00 AM,6,2,4,0,0
07/19/2018 02:00:00 AM,2,0,0,2,0
07/19/2018 01:00:00 AM,2,0,0,1,1
07/19/2018 12:00:00 AM,8,3,3,1,1
07/18/2018 11:00:00 PM,26,10,8,7,1
07/18/2018 10:00:00 PM,23,9,6,6,2
07/18/2018 09:00:00 PM,173,51,80,21,21
07/18/2018 08:00:00 PM,388,141,136,58,53
07/18/2018 07:00:00 PM,452,151,153,89,59
07/18/2018 06:00:00 PM,467,161,108,134,64
07/18/2018 05:00:00 PM,599,138,81,287,93
07/18/2018 04:00:00 PM,390,106,91,121,72
07/18/2018 03:00:00 PM,321,99,113,62,47
07/18/2018 02:00:00 PM,236,82,80,42,32
07/18/2018 01:00:00 PM,293,99,117,40,37
07/18/2018 12:00:00 PM,339,149,146,20,24
07/18/2018 11:00:00 AM,226,78,74,25,49
07/18/2018 10:00:00 AM,152,49,55,18,30
07/18/2018 09:00:00 AM,232,50,61,40,81
07/18/2018 08:00:00 AM,389,64,73,55,197
07/18/2018 07:00:00 AM,395,100,103,57,135
07/18/2018 06:00:00 AM,279,97,80,49,53
07/18/2018 05:00:00 AM,86,31,24,15,16
07/18/2018 04:00:00 AM,6,2,1,1,2
07/18/2018 03:00:00 AM,5,1,3,1,0
07/18/2018 02:00:00 AM,2,0,0,1,1
07/18/2018 01:00:00 AM,7,3,1,1,2
07/18/2018 12:00:00 AM,10,2,4,2,2
07/17/2018 11:00:00 PM,14,4,5,2,3
07/17/2018 10:00:00 PM,48,5,17,16,10
07/17/2018 09:00:00 PM,213,58,104,27,24
07/17/2018 08:00:00 PM,361,126,148,47,40
07/17/2018 07:00:00 PM,336,124,114,64,34
07/17/2018 06:00:00 PM,458,126,117,152,63
07/17/2018 05:00:00 PM,559,136,84,246,93
07/17/2018 04:00:00 PM,380,90,72,148,70
07/17/2018 03:00:00 PM,241,64,62,58,57
07/17/2018 02:00:00 PM,234,74,85,38,37
07/17/2018 01:00:00 PM,234,85,87,32,30
07/17/2018 12:00:00 PM,351,152,140,29,30
07/17/2018 11:00:00 AM,245,88,88,32,37
07/17/2018 10:00:00 AM,264,102,83,34,45
07/17/2018 09:00:00 AM,306,67,106,42,91
07/17/2018 08:00:00 AM,434,94,102,59,179
07/17/2018 07:00:00 AM,446,114,125,52,155
07/17/2018 06:00:00 AM,296,101,91,43,61
07/17/2018 05:00:00 AM,67,28,15,10,14
07/17/2018 04:00:00 AM,2,0,0,1,1
07/17/2018 03:00:00 AM,8,4,3,0,1
07/17/2018 02:00:00 AM,1,0,0,0,1
07/17/2018 01:00:00 AM,3,1,0,1,1
07/17/2018 12:00:00 AM,17,4,1,5,7
07/16/2018 11:00:00 PM,27,4,9,11,3
07/16/2018 10:00:00 PM,54,19,24,9,2
07/16/2018 09:00:00 PM,220,71,99,22,28
07/16/2018 08:00:00 PM,353,137,144,39,33
07/16/2018 07:00:00 PM,365,131,126,69,39
