Date,MTS Trail West of I-90 Bridge Total,Ped East,Ped West,Bike East,Bike West
09/21/2017 07:00:00 PM,25,8,3,10,4
09/21/2017 07:00:00 PM,25,8,3,10,4
09/21/2017 06:00:00 PM,88,21,8,45,14
09/21/2017 06:00:00 PM,88,21,8,45,14
09/21/2017 05:00:00 PM,143,39,7,65,32
09/21/2017 05:00:00 PM,143,39,7,65,32
09/21/2017 04:00:00 PM,170,100,17,36,17
09/21/2017 04:00:00 PM,170,100,17,36,17
09/21/2017 03:00:00 PM,40,24,2,9,5
09/21/2017 03:00:00 PM,40,24,2,9,5
09/21/2017 02:00:00 PM,16,4,0,10,2
09/21/2017 02:00:00 PM,16,4,0,10,2
09/21/2017 01:00:00 PM,19,3,1,11,4
09/21/2017 01:00:00 PM,19,3,1,11,4
09/21/2017 12:00:00 PM,16,5,0,10,1
09/21/2017 12:00:00 PM,16,5,0,10,1
09/21/2017 11:00:00 AM,22,1,0,20,1
09/21/2017 11:00:00 AM,22,1,0,20,1
09/21/2017 10:00:00 AM,20,4,1,5,10
09/21/2017 10:00:00 AM,20,4,1,5,10
09/21/2017 09:00:00 AM,37,7,0,30,0
09/21/2017 09:00:00 AM,37,7,0,30,0
09/21/2017 08:00:00 AM,62,10,0,51,1
09/21/2017 08:00:00 AM,62,10,0,51,1
09/21/2017 07:00:00 AM,67,10,0,48,9
09/21/2017 07:00:00 AM,67,10,0,48,9
09/21/2017 06:00:00 AM,31,8,2,16,5
09/21/2017 06:00:00 AM,31,8,2,16,5
09/21/2017 05:00:00 AM,9,2,0,5,2
09/21/2017 05:00:00 AM,9,2,0,5,2
09/21/2017 04:00:00 AM,4,0,0,4,0
09/21/2017 04:00:00 AM,4,0,0,4,0
09/21/2017 03:00:00 AM,0,0,0,0,0
09/21/2017 03:00:00 AM,0,0,0,0,0
09/21/2017 02:00:00 AM,0,0,0,0,0
09/21/2017 02:00:00 AM,0,0,0,0,0
09/21/2017 01:00:00 AM,0,0,0,0,0
09/21/2017 01:00:00 AM,0,0,0,0,0
09/21/2017 12:00:00 AM,2,1,0,1,0
09/21/2017 12:00:00 AM,2,1,0,1,0
09/20/2017 11:00:00 PM,2,0,0,2,0
09/20/2017 11:00:00 PM,2,0,0,2,0
09/20/2017 10:00:00 PM,0,0,0,0,0
09/20/2017 10:00:00 PM,0,0,0,0,0
09/20/2017 09:00:00 PM,5,1,1,3,0
09/20/2017 09:00:00 PM,5,1,1,3,0
09/20/2017 08:00:00 PM,19,3,0,14,2
09/20/2017 08:00:00 PM,19,3,0,14,2
09/20/2017 07:00:00 PM,16,1,1,11,3
09/20/2017 07:00:00 PM,16,1,1,11,3
09/20/2017 06:00:00 PM,70,12,6,32,20
09/20/2017 06:00:00 PM,70,12,6,32,20
09/20/2017 05:00:00 PM,100,18,4,52,26
09/20/2017 05:00:00 PM,100,18,4,52,26
09/20/2017 04:00:00 PM,57,7,8,30,12
09/20/2017 04:00:00 PM,57,7,8,30,12
09/20/2017 03:00:00 PM,30,5,3,18,4
09/20/2017 03:00:00 PM,30,5,3,18,4
09/20/2017 02:00:00 PM,19,3,2,11,3
09/20/2017 02:00:00 PM,19,3,2,11,3
09/20/2017 01:00:00 PM,22,8,1,5,8
09/20/2017 01:00:00 PM,22,8,1,5,8
09/20/2017 12:00:00 PM,21,4,0,13,4
09/20/2017 12:00:00 PM,21,4,0,13,4
09/20/2017 11:00:00 AM,13,3,0,7,3
09/20/2017 11:00:00 AM,13,3,0,7,3
09/20/2017 10:00:00 AM,19,6,1,11,1
09/20/2017 10:00:00 AM,19,6,1,11,1
09/20/2017 09:00:00 AM,29,6,1,20,2
09/20/2017 09:00:00 AM,29,6,1,20,2
09/20/2017 08:00:00 AM,52,11,5,27,9
09/20/2017 08:00:00 AM,52,11,5,27,9
09/20/2017 07:00:00 AM,57,4,6,34,13
09/20/2017 07:00:00 AM,57,4,6,34,13
09/20/2017 06:00:00 AM,26,6,0,16,4
09/20/2017 06:00:00 AM,26,6,0,16,4
09/20/2017 05:00:00 AM,5,0,0,5,0
09/20/2017 05:00:00 AM,5,0,0,5,0
09/20/2017 04:00:00 AM,4,0,0,4,0
09/20/2017 04:00:00 AM,4,0,0,4,0
09/20/2017 03:00:00 AM,0,0,0,0,0
09/20/2017 03:00:00 AM,0,0,0,0,0
09/20/2017 02:00:00 AM,0,0,0,0,0
09/20/2017 02:00:00 AM,0,0,0,0,0
09/20/2017 01:00:00 AM,0,0,0,0,0
09/20/2017 01:00:00 AM,0,0,0,0,0
09/20/2017 12:00:00 AM,1,1,0,0,0
09/20/2017 12:00:00 AM,1,1,0,0,0
09/19/2017 11:00:00 PM,1,0,0,0,1
09/19/2017 11:00:00 PM,1,0,0,0,1
09/19/2017 10:00:00 PM,0,0,0,0,0
09/19/2017 10:00:00 PM,0,0,0,0,0
09/19/2017 09:00:00 PM,6,0,0,6,0
09/19/2017 09:00:00 PM,6,0,0,6,0
09/19/2017 08:00:00 PM,7,2,0,4,1
09/19/2017 08:00:00 PM,7,2,0,4,1
09/19/2017 07:00:00 PM,16,3,0,13,0
09/19/2017 07:00:00 PM,16,3,0,13,0
09/19/2017 06:00:00 PM,42,14,0,24,4
09/19/2017 06:00:00 PM,42,14,0,24,4
09/19/2017 05:00:00 PM,59,10,1,34,14
09/19/2017 05:00:00 PM,59,10,1,34,14
09/19/2017 04:00:00 PM,33,2,0,24,7
09/19/2017 04:00:00 PM,33,2,0,24,7
09/19/2017 03:00:00 PM,21,6,1,10,4
09/19/2017 03:00:00 PM,21,6,1,10,4
09/19/2017 02:00:00 PM,8,2,1,4,1
09/19/2017 02:00:00 PM,8,2,1,4,1
09/19/2017 01:00:00 PM,11,2,0,6,3
09/19/2017 01:00:00 PM,11,2,0,6,3
09/19/2017 12:00:00 PM,18,5,1,9,3
09/19/2017 12:00:00 PM,18,5,1,9,3
09/19/2017 11:00:00 AM,12,5,0,4,3
09/19/2017 11:00:00 AM,12,5,0,4,3
09/19/2017 10:00:00 AM,24,5,2,15,2
09/19/2017 10:00:00 AM,24,5,2,15,2
09/19/2017 09:00:00 AM,19,2,2,11,4
09/19/2017 09:00:00 AM,19,2,2,11,4
09/19/2017 08:00:00 AM,46,6,1,34,5
09/19/2017 08:00:00 AM,46,6,1,34,5
09/19/2017 07:00:00 AM,38,6,0,26,6
09/19/2017 07:00:00 AM,38,6,0,26,6
09/19/2017 06:00:00 AM,18,4,1,9,4
09/19/2017 06:00:00 AM,18,4,1,9,4
09/19/2017 05:00:00 AM,10,1,0,8,1
09/19/2017 05:00:00 AM,10,1,0,8,1
09/19/2017 04:00:00 AM,1,0,0,1,0
09/19/2017 04:00:00 AM,1,0,0,1,0
09/19/2017 03:00:00 AM,6,4,1,1,0
09/19/2017 03:00:00 AM,6,4,1,1,0
09/19/2017 02:00:00 AM,4,0,0,3,1
09/19/2017 02:00:00 AM,4,0,0,3,1
09/19/2017 01:00:00 AM,0,0,0,0,0
09/19/2017 01:00:00 AM,0,0,0,0,0
09/19/2017 12:00:00 AM,0,0,0,0,0
09/19/2017 12:00:00 AM,0,0,0,0,0
09/18/2017 11:00:00 PM,0,0,0,0,0
09/18/2017 11:00:00 PM,0,0,0,0,0
09/18/2017 10:00:00 PM,1,0,0,1,0
09/18/2017 10:00:00 PM,1,0,0,1,0
09/18/2017 09:00:00 PM,2,0,1,0,1
09/18/2017 09:00:00 PM,2,0,1,0,1
09/18/2017 08:00:00 PM,5,3,0,2,0
09/18/2017 08:00:00 PM,5,3,0,2,0
09/18/2017 07:00:00 PM,15,0,1,13,1
09/18/2017 07:00:00 PM,15,0,1,13,1
09/18/2017 06:00:00 PM,54,4,3,26,21
09/18/2017 06:00:00 PM,54,4,3,26,21
09/18/2017 05:00:00 PM,68,19,4,30,15
09/18/2017 05:00:00 PM,68,19,4,30,15
09/18/2017 04:00:00 PM,39,2,2,26,9
09/18/2017 04:00:00 PM,39,2,2,26,9
09/18/2017 03:00:00 PM,23,5,3,11,4
09/18/2017 03:00:00 PM,23,5,3,11,4
09/18/2017 02:00:00 PM,22,12,2,6,2
09/18/2017 02:00:00 PM,22,12,2,6,2
09/18/2017 01:00:00 PM,14,3,2,5,4
09/18/2017 01:00:00 PM,14,3,2,5,4
09/18/2017 12:00:00 PM,13,5,2,5,1
09/18/2017 12:00:00 PM,13,5,2,5,1
09/18/2017 11:00:00 AM,17,7,3,2,5
09/18/2017 11:00:00 AM,17,7,3,2,5
09/18/2017 10:00:00 AM,14,4,0,8,2
09/18/2017 10:00:00 AM,14,4,0,8,2
09/18/2017 09:00:00 AM,40,8,1,25,6
09/18/2017 09:00:00 AM,40,8,1,25,6
09/18/2017 08:00:00 AM,54,7,1,34,12
09/18/2017 08:00:00 AM,54,7,1,34,12
09/18/2017 07:00:00 AM,45,5,3,27,10
09/18/2017 07:00:00 AM,45,5,3,27,10
09/18/2017 06:00:00 AM,20,2,0,11,7
09/18/2017 06:00:00 AM,20,2,0,11,7
09/18/2017 05:00:00 AM,6,0,1,5,0
09/18/2017 05:00:00 AM,6,0,1,5,0
09/18/2017 04:00:00 AM,2,0,0,2,0
09/18/2017 04:00:00 AM,2,0,0,2,0
09/18/2017 03:00:00 AM,0,0,0,0,0
09/18/2017 03:00:00 AM,0,0,0,0,0
09/18/2017 02:00:00 AM,0,0,0,0,0
09/18/2017 02:00:00 AM,0,0,0,0,0
09/18/2017 01:00:00 AM,0,0,0,0,0
09/18/2017 01:00:00 AM,0,0,0,0,0
09/18/2017 12:00:00 AM,0,0,0,0,0
09/18/2017 12:00:00 AM,0,0,0,0,0
09/17/2017 11:00:00 PM,1,1,0,0,0
09/17/2017 11:00:00 PM,1,1,0,0,0
09/17/2017 10:00:00 PM,5,3,1,1,0
09/17/2017 10:00:00 PM,5,3,1,1,0
09/17/2017 09:00:00 PM,2,0,0,1,1
09/17/2017 09:00:00 PM,2,0,0,1,1
09/17/2017 08:00:00 PM,2,1,0,1,0
09/17/2017 08:00:00 PM,2,1,0,1,0
09/17/2017 07:00:00 PM,7,4,0,3,0
09/17/2017 07:00:00 PM,7,4,0,3,0
09/17/2017 06:00:00 PM,17,9,0,4,4
09/17/2017 06:00:00 PM,17,9,0,4,4
09/17/2017 05:00:00 PM,4,0,0,2,2
09/17/2017 05:00:00 PM,4,0,0,2,2
09/17/2017 04:00:00 PM,20,9,0,10,1
09/17/2017 04:00:00 PM,20,9,0,10,1
09/17/2017 03:00:00 PM,3,1,0,2,0
09/17/2017 03:00:00 PM,3,1,0,2,0
09/17/2017 02:00:00 PM,19,5,0,11,3
09/17/2017 02:00:00 PM,19,5,0,11,3
09/17/2017 01:00:00 PM,57,25,1,21,10
09/17/2017 01:00:00 PM,57,25,1,21,10
09/17/2017 12:00:00 PM,86,24,1,48,13
09/17/2017 12:00:00 PM,86,24,1,48,13
09/17/2017 11:00:00 AM,116,21,2,79,14
09/17/2017 11:00:00 AM,116,21,2,79,14
09/17/2017 10:00:00 AM,120,34,6,59,21
09/17/2017 10:00:00 AM,120,34,6,59,21
09/17/2017 09:00:00 AM,111,17,6,61,27
09/17/2017 09:00:00 AM,111,17,6,61,27
09/17/2017 08:00:00 AM,74,17,5,25,27
09/17/2017 08:00:00 AM,74,17,5,25,27
09/17/2017 07:00:00 AM,33,9,4,7,13
09/17/2017 07:00:00 AM,33,9,4,7,13
09/17/2017 06:00:00 AM,10,1,1,5,3
09/17/2017 06:00:00 AM,10,1,1,5,3
09/17/2017 05:00:00 AM,3,0,0,1,2
09/17/2017 05:00:00 AM,3,0,0,1,2
09/17/2017 04:00:00 AM,2,2,0,0,0
09/17/2017 04:00:00 AM,2,2,0,0,0
09/17/2017 03:00:00 AM,0,0,0,0,0
09/17/2017 03:00:00 AM,0,0,0,0,0
09/17/2017 02:00:00 AM,0,0,0,0,0
09/17/2017 02:00:00 AM,0,0,0,0,0
09/17/2017 01:00:00 AM,0,0,0,0,0
09/17/2017 01:00:00 AM,0,0,0,0,0
09/17/2017 12:00:00 AM,1,0,0,0,1
09/17/2017 12:00:00 AM,1,0,0,0,1
09/16/2017 11:00:00 PM,5,1,0,2,2
09/16/2017 11:00:00 PM,5,1,0,2,2
09/16/2017 10:00:00 PM,6,5,0,1,0
09/16/2017 10:00:00 PM,6,5,0,1,0
09/16/2017 09:00:00 PM,3,0,0,3,0
09/16/2017 09:00:00 PM,3,0,0,3,0
09/16/2017 08:00:00 PM,2,2,0,0,0
09/16/2017 08:00:00 PM,2,2,0,0,0
09/16/2017 07:00:00 PM,14,4,2,8,0
09/16/2017 07:00:00 PM,14,4,2,8,0
09/16/2017 06:00:00 PM,46,15,0,30,1
09/16/2017 06:00:00 PM,46,15,0,30,1
09/16/2017 05:00:00 PM,51,13,3,26,9
09/16/2017 05:00:00 PM,51,13,3,26,9
09/16/2017 04:00:00 PM,72,14,1,51,6
09/16/2017 04:00:00 PM,72,14,1,51,6
09/16/2017 03:00:00 PM,92,15,2,66,9
09/16/2017 03:00:00 PM,92,15,2,66,9
09/16/2017 02:00:00 PM,110,28,4,66,12
09/16/2017 02:00:00 PM,110,28,4,66,12
09/16/2017 01:00:00 PM,128,20,4,87,17
09/16/2017 01:00:00 PM,128,20,4,87,17
09/16/2017 12:00:00 PM,149,21,6,96,26
09/16/2017 12:00:00 PM,149,21,6,96,26
09/16/2017 11:00:00 AM,189,34,3,120,32
09/16/2017 11:00:00 AM,189,34,3,120,32
09/16/2017 10:00:00 AM,171,34,10,89,38
09/16/2017 10:00:00 AM,171,34,10,89,38
09/16/2017 09:00:00 AM,119,24,8,50,37
09/16/2017 09:00:00 AM,119,24,8,50,37
09/16/2017 08:00:00 AM,114,24,12,51,27
09/16/2017 08:00:00 AM,114,24,12,51,27
09/16/2017 07:00:00 AM,28,0,4,10,14
09/16/2017 07:00:00 AM,28,0,4,10,14
09/16/2017 06:00:00 AM,10,4,0,3,3
09/16/2017 06:00:00 AM,10,4,0,3,3
09/16/2017 05:00:00 AM,1,0,0,1,0
09/16/2017 05:00:00 AM,1,0,0,1,0
09/16/2017 04:00:00 AM,2,0,0,2,0
09/16/2017 04:00:00 AM,2,0,0,2,0
09/16/2017 03:00:00 AM,2,1,0,1,0
09/16/2017 03:00:00 AM,2,1,0,1,0
09/16/2017 02:00:00 AM,1,0,1,0,0
09/16/2017 02:00:00 AM,1,0,1,0,0
09/16/2017 01:00:00 AM,0,0,0,0,0
09/16/2017 01:00:00 AM,0,0,0,0,0
09/16/2017 12:00:00 AM,2,2,0,0,0
09/16/2017 12:00:00 AM,2,2,0,0,0
09/15/2017 11:00:00 PM,3,0,0,3,0
09/15/2017 11:00:00 PM,3,0,0,3,0
09/15/2017 10:00:00 PM,4,1,0,2,1
09/15/2017 10:00:00 PM,4,1,0,2,1
09/15/2017 09:00:00 PM,16,10,4,2,0
09/15/2017 09:00:00 PM,16,10,4,2,0
09/15/2017 08:00:00 PM,11,2,0,8,1
09/15/2017 08:00:00 PM,11,2,0,8,1
09/15/2017 07:00:00 PM,26,2,0,15,9
09/15/2017 07:00:00 PM,26,2,0,15,9
09/15/2017 06:00:00 PM,74,16,4,46,8
09/15/2017 06:00:00 PM,74,16,4,46,8
09/15/2017 05:00:00 PM,135,25,5,83,22
09/15/2017 05:00:00 PM,135,25,5,83,22
09/15/2017 04:00:00 PM,138,25,3,91,19
09/15/2017 04:00:00 PM,138,25,3,91,19
09/15/2017 03:00:00 PM,79,24,2,47,6
09/15/2017 03:00:00 PM,79,24,2,47,6
09/15/2017 02:00:00 PM,66,16,3,39,8
09/15/2017 02:00:00 PM,66,16,3,39,8
09/15/2017 01:00:00 PM,59,19,2,24,14
09/15/2017 01:00:00 PM,59,19,2,24,14
09/15/2017 12:00:00 PM,40,10,0,27,3
09/15/2017 12:00:00 PM,40,10,0,27,3
09/15/2017 11:00:00 AM,55,10,4,25,16
09/15/2017 11:00:00 AM,55,10,4,25,16
09/15/2017 10:00:00 AM,37,4,3,21,9
09/15/2017 10:00:00 AM,37,4,3,21,9
09/15/2017 09:00:00 AM,416,333,35,31,17
09/15/2017 09:00:00 AM,416,333,35,31,17
09/15/2017 08:00:00 AM,159,66,9,72,12
09/15/2017 08:00:00 AM,159,66,9,72,12
09/15/2017 07:00:00 AM,89,6,3,56,24
09/15/2017 07:00:00 AM,89,6,3,56,24
09/15/2017 06:00:00 AM,28,3,1,17,7
09/15/2017 06:00:00 AM,28,3,1,17,7
09/15/2017 05:00:00 AM,14,4,0,3,7
09/15/2017 05:00:00 AM,14,4,0,3,7
09/15/2017 04:00:00 AM,1,0,0,1,0
09/15/2017 04:00:00 AM,1,0,0,1,0
09/15/2017 03:00:00 AM,0,0,0,0,0
09/15/2017 03:00:00 AM,0,0,0,0,0
09/15/2017 02:00:00 AM,0,0,0,0,0
09/15/2017 02:00:00 AM,0,0,0,0,0
09/15/2017 01:00:00 AM,1,0,0,1,0
09/15/2017 01:00:00 AM,1,0,0,1,0
09/15/2017 12:00:00 AM,1,0,0,0,1
09/15/2017 12:00:00 AM,1,0,0,0,1
09/14/2017 11:00:00 PM,5,2,1,2,0
09/14/2017 11:00:00 PM,5,2,1,2,0
09/14/2017 10:00:00 PM,2,0,0,1,1
09/14/2017 10:00:00 PM,2,0,0,1,1
09/14/2017 09:00:00 PM,1,0,0,1,0
09/14/2017 09:00:00 PM,1,0,0,1,0
09/14/2017 08:00:00 PM,18,4,2,7,5
09/14/2017 08:00:00 PM,18,4,2,7,5
09/14/2017 07:00:00 PM,39,10,2,18,9
09/14/2017 07:00:00 PM,39,10,2,18,9
09/14/2017 06:00:00 PM,93,9,12,55,17
09/14/2017 06:00:00 PM,93,9,12,55,17
09/14/2017 05:00:00 PM,141,30,5,83,23
09/14/2017 05:00:00 PM,141,30,5,83,23
09/14/2017 04:00:00 PM,102,23,5,61,13
09/14/2017 04:00:00 PM,102,23,5,61,13
09/14/2017 03:00:00 PM,61,11,2,41,7
09/14/2017 03:00:00 PM,61,11,2,41,7
09/14/2017 02:00:00 PM,123,83,3,27,10
09/14/2017 02:00:00 PM,123,83,3,27,10
09/14/2017 01:00:00 PM,52,24,2,21,5
09/14/2017 01:00:00 PM,52,24,2,21,5
09/14/2017 12:00:00 PM,43,9,1,25,8
09/14/2017 12:00:00 PM,43,9,1,25,8
09/14/2017 11:00:00 AM,48,8,1,27,12
09/14/2017 11:00:00 AM,48,8,1,27,12
09/14/2017 10:00:00 AM,26,1,0,17,8
09/14/2017 10:00:00 AM,26,1,0,17,8
09/14/2017 09:00:00 AM,51,17,1,31,2
09/14/2017 09:00:00 AM,51,17,1,31,2
09/14/2017 08:00:00 AM,87,20,3,59,5
09/14/2017 08:00:00 AM,87,20,3,59,5
09/14/2017 07:00:00 AM,82,6,9,43,24
09/14/2017 07:00:00 AM,82,6,9,43,24
09/14/2017 06:00:00 AM,43,4,4,20,15
09/14/2017 06:00:00 AM,43,4,4,20,15
09/14/2017 05:00:00 AM,9,0,0,4,5
09/14/2017 05:00:00 AM,9,0,0,4,5
09/14/2017 04:00:00 AM,8,2,0,4,2
09/14/2017 04:00:00 AM,8,2,0,4,2
09/14/2017 03:00:00 AM,0,0,0,0,0
09/14/2017 03:00:00 AM,0,0,0,0,0
09/14/2017 02:00:00 AM,2,0,0,1,1
09/14/2017 02:00:00 AM,2,0,0,1,1
09/14/2017 01:00:00 AM,0,0,0,0,0
09/14/2017 01:00:00 AM,0,0,0,0,0
09/14/2017 12:00:00 AM,1,1,0,0,0
09/14/2017 12:00:00 AM,1,1,0,0,0
09/13/2017 11:00:00 PM,2,0,1,1,0
09/13/2017 11:00:00 PM,2,0,1,1,0
09/13/2017 10:00:00 PM,1,1,0,0,0
09/13/2017 10:00:00 PM,1,1,0,0,0
09/13/2017 09:00:00 PM,9,5,1,1,2
09/13/2017 09:00:00 PM,9,5,1,1,2
09/13/2017 08:00:00 PM,22,7,1,11,3
09/13/2017 08:00:00 PM,22,7,1,11,3
09/13/2017 07:00:00 PM,72,25,9,28,10
09/13/2017 07:00:00 PM,72,25,9,28,10
09/13/2017 06:00:00 PM,122,18,8,72,24
09/13/2017 06:00:00 PM,122,18,8,72,24
09/13/2017 05:00:00 PM,160,20,11,78,51
09/13/2017 05:00:00 PM,160,20,11,78,51
09/13/2017 04:00:00 PM,108,17,8,49,34
09/13/2017 04:00:00 PM,108,17,8,49,34
09/13/2017 03:00:00 PM,47,10,2,21,14
09/13/2017 03:00:00 PM,47,10,2,21,14
09/13/2017 02:00:00 PM,27,5,0,16,6
09/13/2017 02:00:00 PM,27,5,0,16,6
09/13/2017 01:00:00 PM,31,8,4,14,5
09/13/2017 01:00:00 PM,31,8,4,14,5
09/13/2017 12:00:00 PM,44,9,4,27,4
09/13/2017 12:00:00 PM,44,9,4,27,4
09/13/2017 11:00:00 AM,40,4,3,22,11
09/13/2017 11:00:00 AM,40,4,3,22,11
09/13/2017 10:00:00 AM,28,5,3,18,2
09/13/2017 10:00:00 AM,28,5,3,18,2
09/13/2017 09:00:00 AM,51,9,3,33,6
09/13/2017 09:00:00 AM,51,9,3,33,6
09/13/2017 08:00:00 AM,93,9,7,51,26
09/13/2017 08:00:00 AM,93,9,7,51,26
09/13/2017 07:00:00 AM,101,7,11,49,34
09/13/2017 07:00:00 AM,101,7,11,49,34
09/13/2017 06:00:00 AM,45,7,4,20,14
09/13/2017 06:00:00 AM,45,7,4,20,14
09/13/2017 05:00:00 AM,13,1,1,7,4
09/13/2017 05:00:00 AM,13,1,1,7,4
09/13/2017 04:00:00 AM,6,0,0,5,1
09/13/2017 04:00:00 AM,6,0,0,5,1
09/13/2017 03:00:00 AM,0,0,0,0,0
09/13/2017 03:00:00 AM,0,0,0,0,0
09/13/2017 02:00:00 AM,0,0,0,0,0
09/13/2017 02:00:00 AM,0,0,0,0,0
09/13/2017 01:00:00 AM,0,0,0,0,0
09/13/2017 01:00:00 AM,0,0,0,0,0
09/13/2017 12:00:00 AM,0,0,0,0,0
09/13/2017 12:00:00 AM,0,0,0,0,0
09/12/2017 11:00:00 PM,1,0,0,1,0
09/12/2017 11:00:00 PM,1,0,0,1,0
09/12/2017 10:00:00 PM,8,7,0,1,0
09/12/2017 10:00:00 PM,8,7,0,1,0
09/12/2017 09:00:00 PM,7,3,1,3,0
09/12/2017 09:00:00 PM,7,3,1,3,0
09/12/2017 08:00:00 PM,13,5,0,6,2
09/12/2017 08:00:00 PM,13,5,0,6,2
09/12/2017 07:00:00 PM,87,24,3,57,3
09/12/2017 07:00:00 PM,87,24,3,57,3
09/12/2017 06:00:00 PM,152,40,6,95,11
09/12/2017 06:00:00 PM,152,40,6,95,11
09/12/2017 05:00:00 PM,173,35,6,116,16
09/12/2017 05:00:00 PM,173,35,6,116,16
09/12/2017 04:00:00 PM,96,28,1,54,13
09/12/2017 04:00:00 PM,96,28,1,54,13
09/12/2017 03:00:00 PM,50,13,2,31,4
09/12/2017 03:00:00 PM,50,13,2,31,4
09/12/2017 02:00:00 PM,41,10,1,26,4
09/12/2017 02:00:00 PM,41,10,1,26,4
09/12/2017 01:00:00 PM,37,11,1,21,4
09/12/2017 01:00:00 PM,37,11,1,21,4
09/12/2017 12:00:00 PM,43,7,1,26,9
09/12/2017 12:00:00 PM,43,7,1,26,9
09/12/2017 11:00:00 AM,37,7,5,18,7
09/12/2017 11:00:00 AM,37,7,5,18,7
09/12/2017 10:00:00 AM,38,10,1,24,3
09/12/2017 10:00:00 AM,38,10,1,24,3
09/12/2017 09:00:00 AM,48,13,1,33,1
09/12/2017 09:00:00 AM,48,13,1,33,1
09/12/2017 08:00:00 AM,112,49,4,58,1
09/12/2017 08:00:00 AM,112,49,4,58,1
09/12/2017 07:00:00 AM,93,14,7,53,19
09/12/2017 07:00:00 AM,93,14,7,53,19
09/12/2017 06:00:00 AM,43,3,6,21,13
09/12/2017 06:00:00 AM,43,3,6,21,13
09/12/2017 05:00:00 AM,17,1,2,12,2
09/12/2017 05:00:00 AM,17,1,2,12,2
09/12/2017 04:00:00 AM,9,1,2,6,0
09/12/2017 04:00:00 AM,9,1,2,6,0
09/12/2017 03:00:00 AM,4,3,0,1,0
09/12/2017 03:00:00 AM,4,3,0,1,0
09/12/2017 02:00:00 AM,4,4,0,0,0
09/12/2017 02:00:00 AM,4,4,0,0,0
09/12/2017 01:00:00 AM,0,0,0,0,0
09/12/2017 01:00:00 AM,0,0,0,0,0
09/12/2017 12:00:00 AM,0,0,0,0,0
09/12/2017 12:00:00 AM,0,0,0,0,0
09/11/2017 11:00:00 PM,1,0,0,1,0
09/11/2017 11:00:00 PM,1,0,0,1,0
09/11/2017 10:00:00 PM,3,1,1,1,0
09/11/2017 10:00:00 PM,3,1,1,1,0
09/11/2017 09:00:00 PM,6,6,0,0,0
09/11/2017 09:00:00 PM,6,6,0,0,0
09/11/2017 08:00:00 PM,20,7,1,11,1
09/11/2017 08:00:00 PM,20,7,1,11,1
09/11/2017 07:00:00 PM,61,17,4,36,4
09/11/2017 07:00:00 PM,61,17,4,36,4
09/11/2017 06:00:00 PM,125,35,7,80,3
09/11/2017 06:00:00 PM,125,35,7,80,3
09/11/2017 05:00:00 PM,157,44,0,109,4
09/11/2017 05:00:00 PM,157,44,0,109,4
09/11/2017 04:00:00 PM,107,29,2,72,4
09/11/2017 04:00:00 PM,107,29,2,72,4
09/11/2017 03:00:00 PM,67,30,1,33,3
09/11/2017 03:00:00 PM,67,30,1,33,3
09/11/2017 02:00:00 PM,42,12,1,23,6
09/11/2017 02:00:00 PM,42,12,1,23,6
09/11/2017 01:00:00 PM,97,71,1,22,3
09/11/2017 01:00:00 PM,97,71,1,22,3
09/11/2017 12:00:00 PM,48,15,2,24,7
09/11/2017 12:00:00 PM,48,15,2,24,7
09/11/2017 11:00:00 AM,52,16,4,26,6
09/11/2017 11:00:00 AM,52,16,4,26,6
09/11/2017 10:00:00 AM,30,8,0,18,4
09/11/2017 10:00:00 AM,30,8,0,18,4
09/11/2017 09:00:00 AM,52,9,0,40,3
09/11/2017 09:00:00 AM,52,9,0,40,3
09/11/2017 08:00:00 AM,92,25,1,62,4
09/11/2017 08:00:00 AM,92,25,1,62,4
09/11/2017 07:00:00 AM,84,7,4,54,19
09/11/2017 07:00:00 AM,84,7,4,54,19
09/11/2017 06:00:00 AM,39,7,3,21,8
09/11/2017 06:00:00 AM,39,7,3,21,8
09/11/2017 05:00:00 AM,12,4,1,4,3
09/11/2017 05:00:00 AM,12,4,1,4,3
09/11/2017 04:00:00 AM,6,1,0,5,0
09/11/2017 04:00:00 AM,6,1,0,5,0
09/11/2017 03:00:00 AM,0,0,0,0,0
09/11/2017 03:00:00 AM,0,0,0,0,0
09/11/2017 02:00:00 AM,0,0,0,0,0
09/11/2017 02:00:00 AM,0,0,0,0,0
09/11/2017 01:00:00 AM,0,0,0,0,0
09/11/2017 01:00:00 AM,0,0,0,0,0
09/11/2017 12:00:00 AM,1,0,0,1,0
09/11/2017 12:00:00 AM,1,0,0,1,0
09/10/2017 11:00:00 PM,2,1,0,1,0
09/10/2017 11:00:00 PM,2,1,0,1,0
09/10/2017 10:00:00 PM,7,5,0,2,0
09/10/2017 10:00:00 PM,7,5,0,2,0
09/10/2017 09:00:00 PM,6,2,1,2,1
09/10/2017 09:00:00 PM,6,2,1,2,1
09/10/2017 08:00:00 PM,10,3,1,6,0
09/10/2017 08:00:00 PM,10,3,1,6,0
09/10/2017 07:00:00 PM,25,11,0,9,5
09/10/2017 07:00:00 PM,25,11,0,9,5
09/10/2017 06:00:00 PM,55,19,1,27,8
09/10/2017 06:00:00 PM,55,19,1,27,8
09/10/2017 05:00:00 PM,90,31,3,50,6
09/10/2017 05:00:00 PM,90,31,3,50,6
09/10/2017 04:00:00 PM,110,37,5,54,14
09/10/2017 04:00:00 PM,110,37,5,54,14
