tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,christmas,hanukkah,kwanzaa,holiday
tt0345037,tvMovie,A Christmas Carol,A Christmas Carol,1943,60,"Drama,Family,Fantasy",a christmas carol,5.1,48,TRUE,FALSE,FALSE,FALSE
tt0345039,tvMovie,A Christmas Carol,A Christmas Carol,1982,87,"Drama,Family,Fantasy",a christmas carol,5,57,TRUE,FALSE,FALSE,FALSE
tt0346706,tvMovie,Carry on Again Christmas,Carry on Again Christmas,1970,50,"Comedy,Family",carry on again christmas,5.4,175,TRUE,FALSE,FALSE,FALSE
tt0346707,tvMovie,Carry on Christmas,Carry on Christmas,1969,50,"Comedy,Family",carry on christmas,5.9,321,TRUE,FALSE,FALSE,FALSE
tt0346750,movie,Christmas Child,Christmas Child,2004,96,Drama,christmas child,6.2,641,TRUE,FALSE,FALSE,FALSE
tt0348254,tvMovie,The True Meaning of Christmas Specials,The True Meaning of Christmas Specials,2002,44,"Comedy,Music",the true meaning of christmas specials,6.6,95,TRUE,FALSE,FALSE,FALSE
tt0349502,tvMovie,The Great Christmas Movies,The Great Christmas Movies,1998,90,"Documentary,Family",the great christmas movies,6.1,33,TRUE,FALSE,FALSE,FALSE
tt0352082,movie,Blue Collar White Christmas,Nede på jorden,2002,80,"Comedy,Documentary",blue collar white christmas,7,29,TRUE,FALSE,FALSE,FALSE
tt0355327,tvMovie,Christmas in Hawaii,Christmas in Hawaii,1981,60,Comedy,christmas in hawaii,6.2,27,TRUE,FALSE,FALSE,FALSE
tt0355790,movie,Thief on Holiday,Mugarem fi ijaza,1958,NA,"Comedy,Crime,Drama",thief on holiday,5.3,15,FALSE,FALSE,FALSE,TRUE
tt0356408,tvMovie,The Berenstain Bears' Christmas Tree,The Berenstain Bears' Christmas Tree,1979,30,"Adventure,Animation,Comedy",the berenstain bears christmas tree,7.2,263,TRUE,FALSE,FALSE,FALSE
tt0359409,tvMovie,A Grandfather for Christmas,Ein himmlisches Weihnachtsgeschenk,2002,90,Family,a grandfather for christmas,4.8,28,TRUE,FALSE,FALSE,FALSE
tt0363240,movie,Christmas on Mars,Christmas on Mars,2008,83,"Music,Sci-Fi",christmas on mars,5.2,814,TRUE,FALSE,FALSE,FALSE
tt0364998,tvMovie,Black Christmas,Black Christmas,1977,50,Drama,black christmas,6.1,23,TRUE,FALSE,FALSE,FALSE
tt0365390,tvMovie,Finding John Christmas,Finding John Christmas,2003,90,"Drama,Family,Fantasy",finding john christmas,6.3,851,TRUE,FALSE,FALSE,FALSE
tt0366307,tvMovie,The Christmas Orange,The Christmas Orange,2002,22,"Animation,Comedy,Family",the christmas orange,6.7,33,TRUE,FALSE,FALSE,FALSE
tt0366691,video,The Kudzu Christmas,The Kudzu Christmas,2002,87,Family,the kudzu christmas,6.9,28,TRUE,FALSE,FALSE,FALSE
tt0367623,tvMovie,Christmas Vacation 2: Cousin Eddie's Island Adventure,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,83,Comedy,christmas vacation 2 cousin eddies island adventure,2.7,3749,TRUE,FALSE,FALSE,FALSE
tt0369000,movie,Stella on Holiday,Stella í orlofi,1986,84,"Comedy,Family",stella on holiday,7.2,333,FALSE,FALSE,FALSE,TRUE
tt0369436,movie,Four Christmases,Four Christmases,2008,88,"Comedy,Drama,Romance",four christmases,5.7,77785,TRUE,FALSE,FALSE,FALSE
tt0370767,movie,Mid-year Holiday,Agazet nos el Sana,1962,102,NA,midyear holiday,6.2,36,FALSE,FALSE,FALSE,TRUE
tt0372004,tvMovie,Undercover Christmas,Undercover Christmas,2003,87,"Comedy,Drama,Romance",undercover christmas,6.3,990,TRUE,FALSE,FALSE,FALSE
tt0376932,video,The Town That Outlawed Christmas,The Town That Outlawed Christmas,2000,88,Family,the town that outlawed christmas,6.7,27,TRUE,FALSE,FALSE,FALSE
tt0379215,movie,Christmas,Christmas,2003,89,"Comedy,Drama",christmas,7.2,96,TRUE,FALSE,FALSE,FALSE
tt0380728,tvMovie,Stealing Christmas,Stealing Christmas,2003,89,"Comedy,Crime,Drama",stealing christmas,5.7,972,TRUE,FALSE,FALSE,FALSE
tt0381268,movie,If It Snows on Christmas,Christmase nuni naerimyeon,1998,101,Romance,if it snows on christmas,4.5,19,TRUE,FALSE,FALSE,FALSE
tt0381942,tvMovie,A Carol Christmas,A Carol Christmas,2003,92,"Comedy,Family,Fantasy",a carol christmas,5.1,1272,TRUE,FALSE,FALSE,FALSE
tt0385567,tvMovie,A Boyfriend for Christmas,A Boyfriend for Christmas,2004,94,"Comedy,Drama,Family",a boyfriend for christmas,6.4,3389,TRUE,FALSE,FALSE,FALSE
tt0385737,movie,Happy Ero Christmas,Haepi ero Keurisemaseu,2003,109,"Comedy,Romance",happy ero christmas,4.1,179,TRUE,FALSE,FALSE,FALSE
tt0386282,tvMovie,An American Idol Christmas,An American Idol Christmas,2003,60,Documentary,an american idol christmas,4.6,85,TRUE,FALSE,FALSE,FALSE
tt0387301,tvMovie,"I Want a Dog for Christmas, Charlie Brown","I Want a Dog for Christmas, Charlie Brown",2003,43,"Animation,Comedy,Family",i want a dog for christmas charlie brown,7,1616,TRUE,FALSE,FALSE,FALSE
tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,2004,99,"Comedy,Family",christmas with the kranks,5.4,54829,TRUE,FALSE,FALSE,FALSE
tt0390302,tvMovie,The Nick at Nite Holiday Special,The Nick at Nite Holiday Special,2003,60,"Comedy,Musical",the nick at nite holiday special,7.9,80,FALSE,FALSE,FALSE,TRUE
tt0390954,tvMovie,Casper's First Christmas,Casper's First Christmas,1979,30,"Animation,Comedy,Family",caspers first christmas,6.7,268,TRUE,FALSE,FALSE,FALSE
tt0391404,video,The Powerpuff Girls: 'Twas the Fight Before Christmas,The Powerpuff Girls: 'Twas the Fight Before Christmas,2003,44,"Action,Adventure,Animation",the powerpuff girls twas the fight before christmas,7.2,636,TRUE,FALSE,FALSE,FALSE
tt0392009,tvMovie,A Flintstone Family Christmas,A Flintstone Family Christmas,1993,23,"Animation,Comedy,Family",a flintstone family christmas,6.4,469,TRUE,FALSE,FALSE,FALSE
tt0392794,tvMovie,The Spirit of Christmas,The Spirit of Christmas,1950,27,Family,the spirit of christmas,8,312,TRUE,FALSE,FALSE,FALSE
tt0392819,tvMovie,T.Bag's Christmas Carol,T.Bag's Christmas Carol,1989,22,Fantasy,tbags christmas carol,5.4,30,TRUE,FALSE,FALSE,FALSE
tt0393052,video,Another Christmas Story,Another Christmas Story,2003,18,"Comedy,Documentary,Short",another christmas story,8.1,56,TRUE,FALSE,FALSE,FALSE
tt0393249,tvMovie,EastEnders: Christmas Party,EastEnders: Christmas Party,2003,65,"Comedy,Family,Music",eastenders christmas party,6.2,25,TRUE,FALSE,FALSE,FALSE
tt0395968,tvMovie,The Christmas Truce,The Christmas Truce,2002,50,Documentary,the christmas truce,7.6,36,TRUE,FALSE,FALSE,FALSE
tt0396200,tvMovie,Santabear's First Christmas,Santabear's First Christmas,1986,NA,Animation,santabears first christmas,7.1,26,TRUE,FALSE,FALSE,FALSE
tt0396209,movie,Holiday in Seoul,Seoului hyuil,1956,90,"Mystery,Thriller",holiday in seoul,5.9,40,FALSE,FALSE,FALSE,TRUE
tt0396517,tvMovie,Busted: Christmas for Everyone,Busted: Christmas for Everyone,2003,30,"Adventure,Comedy,Musical",busted christmas for everyone,7.6,29,TRUE,FALSE,FALSE,FALSE
tt0396826,movie,Holiday with Minka,Prázdniny s Minkou,1963,87,"Adventure,Family",holiday with minka,7.8,11,FALSE,FALSE,FALSE,TRUE
tt0396888,tvMovie,T.Bag's Christmas Ding Dong,T.Bag's Christmas Ding Dong,1990,25,Fantasy,tbags christmas ding dong,7.1,14,TRUE,FALSE,FALSE,FALSE
tt0396889,tvMovie,T.Bag's Christmas Turkey,T.Bag's Christmas Turkey,1991,25,"Comedy,Family,Fantasy",tbags christmas turkey,7,13,TRUE,FALSE,FALSE,FALSE
tt0397368,video,A Christmas Too Many,A Christmas Too Many,2007,94,Comedy,a christmas too many,3.7,508,TRUE,FALSE,FALSE,FALSE
tt0398094,tvMovie,Andy Williams - Best of Christmas,Happy Holidays: The Best of the Andy Williams Christmas Specials,2001,60,Documentary,andy williams  best of christmas,8.3,78,TRUE,FALSE,FALSE,FALSE
tt0398311,tvMovie,Scrooge: A Christmas Sarah,Scrooge: A Christmas Sarah,1990,30,"Comedy,Family,Fantasy",scrooge a christmas sarah,5.9,40,TRUE,FALSE,FALSE,FALSE
tt0399837,video,VeggieTales: The Star of Christmas,The Star of Christmas,2002,48,"Animation,Comedy,Family",veggietales the star of christmas,7,453,TRUE,FALSE,FALSE,FALSE
tt0400299,tvMovie,Christmas in Kabul,Christmas in Kabul,2003,NA,Comedy,christmas in kabul,5.4,13,TRUE,FALSE,FALSE,FALSE
tt0403452,movie,Christmas Rematch,La rivincita di Natale,2004,99,"Comedy,Drama",christmas rematch,6.8,899,TRUE,FALSE,FALSE,FALSE
tt0405006,tvMovie,Headin' Home for the Holidays,Headin' Home for the Holidays,1986,50,"Comedy,Musical",headin home for the holidays,6.7,17,FALSE,FALSE,FALSE,TRUE
tt0405096,movie,Ladybirds' Christmas,Lepatriinude jõulud,2001,54,"Animation,Family",ladybirds christmas,7.1,248,TRUE,FALSE,FALSE,FALSE
tt0405615,video,The 12 Dogs of Christmas,The 12 Dogs of Christmas,2005,102,"Drama,Family",the 12 dogs of christmas,5.4,993,TRUE,FALSE,FALSE,FALSE
tt0405673,tvMovie,"All This, and Christmas Too!","All This, and Christmas Too!",1971,60,Comedy,all this and christmas too,5.6,57,TRUE,FALSE,FALSE,FALSE
tt0406649,tvMovie,A Christmas Carol: The Musical,A Christmas Carol,2004,97,"Drama,Fantasy,Musical",a christmas carol the musical,6.3,2131,TRUE,FALSE,FALSE,FALSE
tt0407043,tvMovie,The Night B4 Christmas,The Night B4 Christmas,2003,70,Animation,the night b4 christmas,5.2,62,TRUE,FALSE,FALSE,FALSE
tt0408814,tvMovie,George and the Christmas Star,George and the Christmas Star,1985,25,"Adventure,Animation,Fantasy",george and the christmas star,7.4,84,TRUE,FALSE,FALSE,FALSE
tt0408985,movie,Last Holiday,Last Holiday,2006,112,"Comedy,Drama,Romance",last holiday,6.5,35192,FALSE,FALSE,FALSE,TRUE
tt0412366,tvMovie,Samantha: An American Girl Holiday,Samantha: An American Girl Holiday,2004,86,"Drama,Family",samantha an american girl holiday,7,2159,FALSE,FALSE,FALSE,TRUE
tt0413447,tvMovie,Daddy Wanted for Christmas,Ein Vater für Klette,2003,90,Family,daddy wanted for christmas,6.6,64,TRUE,FALSE,FALSE,FALSE
tt0414243,tvMovie,Love Hina Christmas Special: Silent Eve,Rabu Hina kurisumasu supesharu: Sairento ivu,2000,46,"Animation,Comedy,Romance",love hina christmas special silent eve,6.9,488,TRUE,FALSE,FALSE,FALSE
tt0415097,video,Kids on Christmas,Kids on Christmas,2004,6,"Documentary,Short",kids on christmas,3.2,29,TRUE,FALSE,FALSE,FALSE
tt0415478,video,Adventures in Odyssey: Electric Christmas,Adventures in Odyssey: Electric Christmas,1994,30,"Animation,Family,Short",adventures in odyssey electric christmas,6.8,85,TRUE,FALSE,FALSE,FALSE
tt0415706,video,Christmas in Tinseltown,Christmas in Tinseltown,2004,7,"Documentary,Short",christmas in tinseltown,3.8,28,TRUE,FALSE,FALSE,FALSE
tt0418599,movie,Christmas in Love,Christmas in Love,2004,118,"Comedy,Romance",christmas in love,4.2,1074,TRUE,FALSE,FALSE,FALSE
tt0419470,video,Bad Santa: Not Your Typical Christmas Movie,Bad Santa: Not Your Typical Christmas Movie,2004,9,"Documentary,Short",bad santa not your typical christmas movie,7.4,359,TRUE,FALSE,FALSE,FALSE
tt0420550,movie,Christmas at Maxwell's,Christmas at Maxwell's,2006,94,Drama,christmas at maxwells,4.3,124,TRUE,FALSE,FALSE,FALSE
tt0421151,tvMovie,A Very Married Christmas,A Very Married Christmas,2004,85,Drama,a very married christmas,5,286,TRUE,FALSE,FALSE,FALSE
tt0424279,video,Mickey's Twice Upon a Christmas,Mickey's Twice Upon a Christmas,2004,68,"Animation,Comedy,Family",mickeys twice upon a christmas,6.4,5692,TRUE,FALSE,FALSE,FALSE
tt0424517,tvMovie,A Tuna Christmas,A Tuna Christmas,1996,NA,Comedy,a tuna christmas,8.5,62,TRUE,FALSE,FALSE,FALSE
tt0427224,tvMovie,Eve's Christmas,Eve's Christmas,2004,96,"Comedy,Family,Fantasy",eves christmas,5.9,1198,TRUE,FALSE,FALSE,FALSE
tt0427269,video,Francesco's Friendly World: The Gifts of Christmas,Francesco's Friendly World: The Gifts of Christmas,1997,NA,Family,francescos friendly world the gifts of christmas,8.3,17,TRUE,FALSE,FALSE,FALSE
tt0427430,tvMovie,Karroll's Christmas,Karroll's Christmas,2004,87,Comedy,karrolls christmas,6,641,TRUE,FALSE,FALSE,FALSE
tt0431438,tvMovie,Very Cool Christmas,A Very Cool Christmas,2004,90,"Adventure,Comedy,Family",very cool christmas,3.7,519,TRUE,FALSE,FALSE,FALSE
tt0434353,video,"Spacemen, Go-go Girls and the True Meaning of Christmas","Spacemen, Go-go Girls and the True Meaning of Christmas",2004,33,"Comedy,Sci-Fi,Short",spacemen gogo girls and the true meaning of christmas,2.7,122,TRUE,FALSE,FALSE,FALSE
tt0435616,tvMovie,Christmas at Water's Edge,Christmas at Water's Edge,2004,87,Family,christmas at waters edge,5.3,197,TRUE,FALSE,FALSE,FALSE
tt0436855,tvMovie,The Twelve Days of Christmas Eve,The Twelve Days of Christmas Eve,2004,85,"Comedy,Drama,Fantasy",the twelve days of christmas eve,5.7,1096,TRUE,FALSE,FALSE,FALSE
tt0439312,video,"Tales from the Grave, Volume 2: Happy Holidays","Tales from the Grave, Volume 2: Happy Holidays",2005,90,Horror,tales from the grave volume 2 happy holidays,5.5,54,FALSE,FALSE,FALSE,TRUE
tt0439334,tvMovie,The Wish That Changed Christmas,The Wish That Changed Christmas,1991,30,"Adventure,Animation,Comedy",the wish that changed christmas,8,108,TRUE,FALSE,FALSE,FALSE
tt0439567,video,Felix the Cat Saves Christmas,Felix the Cat Saves Christmas,2003,71,"Animation,Family,Musical",felix the cat saves christmas,4.9,146,TRUE,FALSE,FALSE,FALSE
tt0439734,video,Nine Dog Christmas,Nine Dog Christmas,2002,59,"Animation,Family",nine dog christmas,5.4,146,TRUE,FALSE,FALSE,FALSE
tt0439856,tvMovie,The Trailer Park Boys Christmas Special,The Trailer Park Boys Christmas Special,2004,57,Comedy,the trailer park boys christmas special,8,3753,TRUE,FALSE,FALSE,FALSE
tt0440084,tvMovie,A Beachcombers Christmas,A Beachcombers Christmas,2004,120,"Adventure,Comedy,Drama",a beachcombers christmas,6.7,47,TRUE,FALSE,FALSE,FALSE
tt0440205,tvMovie,Christmas Lights,Christmas Lights,2004,68,"Comedy,Drama",christmas lights,6.7,315,TRUE,FALSE,FALSE,FALSE
tt0440444,tvMovie,Grumpy Old Women at Christmas,Grumpy Old Women at Christmas,2004,60,Documentary,grumpy old women at christmas,7.7,33,TRUE,FALSE,FALSE,FALSE
tt0441610,tvMovie,The City That Forgot About Christmas,The City That Forgot About Christmas,1974,25,"Animation,Family",the city that forgot about christmas,6.5,69,TRUE,FALSE,FALSE,FALSE
tt0441634,tvMovie,Home for Christmas,Home for Christmas,2002,55,Drama,home for christmas,7.1,23,TRUE,FALSE,FALSE,FALSE
tt0442666,tvMovie,Essential Poems for Christmas,Essential Poems for Christmas,2004,60,Family,essential poems for christmas,7.9,23,TRUE,FALSE,FALSE,FALSE
tt0443476,video,Davey & Goliath's Snowboard Christmas,Davey & Goliath's Snowboard Christmas,2004,44,"Adventure,Animation,Family",davey  goliaths snowboard christmas,5.8,28,TRUE,FALSE,FALSE,FALSE
tt0443495,tvMovie,EastEnders: Christmas Party,EastEnders: Christmas Party,2004,60,"Comedy,Family,Music",eastenders christmas party,9,18,TRUE,FALSE,FALSE,FALSE
tt0443734,movie,A Christmas Carol,Natale a casa Deejay - A Christmas Carol,2004,75,"Comedy,Fantasy",a christmas carol,5.1,139,TRUE,FALSE,FALSE,FALSE
tt0443759,video,Morecambe & Wise Christmas Cracker,Morecambe & Wise Christmas Cracker,1993,60,Comedy,morecambe  wise christmas cracker,9,10,TRUE,FALSE,FALSE,FALSE
tt0444765,tvMovie,On Christmas Eve,Na badnji dan,2005,45,Romance,on christmas eve,6.4,18,TRUE,FALSE,FALSE,FALSE
tt0445929,tvMovie,A Bear's Christmas Tail,A Bear's Christmas Tail,2004,45,Comedy,a bears christmas tail,5.2,81,TRUE,FALSE,FALSE,FALSE
tt0447615,video,Christmas from Hollywood,Christmas from Hollywood,2003,72,"Documentary,Family",christmas from hollywood,7.6,187,TRUE,FALSE,FALSE,FALSE
tt0449027,tvMovie,Giada's Italian Holiday,Giada's Italian Holiday,2005,NA,Family,giadas italian holiday,8.5,26,FALSE,FALSE,FALSE,TRUE
tt0449042,tvMovie,An Italian Christmas with Mario and Giada,An Italian Christmas with Mario and Giada,2004,60,Family,an italian christmas with mario and giada,7.9,11,TRUE,FALSE,FALSE,FALSE
tt0450827,tvMovie,A Christmas Tale,Películas para no dormir: Cuento de navidad,2005,71,"Comedy,Fantasy,Horror",a christmas tale,6.2,1767,TRUE,FALSE,FALSE,FALSE
tt0451073,movie,A Halfway House Christmas,A Halfway House Christmas,2005,50,Comedy,a halfway house christmas,3.9,135,TRUE,FALSE,FALSE,FALSE
tt0452599,tvMovie,A Christmas Carol,A Christmas Carol,1969,45,"Animation,Drama,Fantasy",a christmas carol,7.1,266,TRUE,FALSE,FALSE,FALSE
tt0452829,video,Nora's Christmas Gift,Nora's Christmas Gift,1989,45,Drama,noras christmas gift,8.3,58,TRUE,FALSE,FALSE,FALSE
tt0453451,movie,Mr. Bean's Holiday,Mr. Bean's Holiday,2007,90,"Comedy,Family",mr beans holiday,6.4,132186,FALSE,FALSE,FALSE,TRUE
tt0454082,movie,Black Christmas,Black Christmas,2006,95,Horror,black christmas,4.7,29580,TRUE,FALSE,FALSE,FALSE
tt0457939,movie,The Holiday,The Holiday,2006,136,"Comedy,Romance",the holiday,6.9,308807,FALSE,FALSE,FALSE,TRUE
tt0459502,movie,Stolen Holidays,Les petites vacances,2006,90,"Comedy,Drama",stolen holidays,6.4,82,FALSE,FALSE,FALSE,TRUE
tt0461062,movie,Holiday,Holiday,2006,NA,"Drama,Musical,Romance",holiday,4.4,168,FALSE,FALSE,FALSE,TRUE
tt0462263,movie,Dreaming on Christmas,Dreaming on Christmas,2005,100,"Comedy,Romance",dreaming on christmas,8.6,48,TRUE,FALSE,FALSE,FALSE
tt0464929,tvMovie,David Letterman's 2nd Annual Holiday Film Festival,David Letterman's 2nd Annual Holiday Film Festival,1986,60,"Comedy,Music",david lettermans 2nd annual holiday film festival,7.4,74,FALSE,FALSE,FALSE,TRUE
tt0464930,tvMovie,David Letterman's Holiday Film Festival,David Letterman's Holiday Film Festival,1985,60,"Comedy,Music",david lettermans holiday film festival,8.1,72,FALSE,FALSE,FALSE,TRUE
tt0467516,movie,Christmas in August,8-gatsu no Kurisumasu,2005,102,"Drama,Romance",christmas in august,5.7,40,TRUE,FALSE,FALSE,FALSE
tt0468584,video,An X-Mas Message from David X. Cohen,An X-Mas Message from David X. Cohen,2003,5,"Comedy,Short",an xmas message from david x cohen,8.7,29,TRUE,FALSE,FALSE,FALSE
tt0475969,tvMovie,Home for the Holidays,Home for the Holidays,2005,87,"Drama,Family",home for the holidays,5.8,272,FALSE,FALSE,FALSE,TRUE
tt0476448,video,Christmas with the Mormon Tabernacle Choir,Christmas with the Mormon Tabernacle Choir,1995,39,"Music,Short",christmas with the mormon tabernacle choir,7.6,19,TRUE,FALSE,FALSE,FALSE
tt0477715,video,Ho Ho Nooooooo!!! It's Mr. Bill's Christmas Special!,Ho Ho Nooooooo!!! It's Mr. Bill's Christmas Special!,1996,30,"Animation,Comedy,Short",ho ho nooooooo its mr bills christmas special,5.9,43,TRUE,FALSE,FALSE,FALSE
tt0478863,video,Hermie & Friends: A Fruitcake Christmas,Hermie & Friends: A Fruitcake Christmas,2005,45,"Animation,Fantasy",hermie  friends a fruitcake christmas,6.6,41,TRUE,FALSE,FALSE,FALSE
tt0479152,tvMovie,Crazy for Christmas,Crazy for Christmas,2005,90,"Comedy,Drama,Family",crazy for christmas,6.3,1349,TRUE,FALSE,FALSE,FALSE
tt0480008,tvMovie,Chasing Christmas,Chasing Christmas,2005,81,"Comedy,Fantasy",chasing christmas,5.2,882,TRUE,FALSE,FALSE,FALSE
tt0480844,tvMovie,Recipe for a Perfect Christmas,Recipe for a Perfect Christmas,2005,120,Comedy,recipe for a perfect christmas,6.4,926,TRUE,FALSE,FALSE,FALSE
tt0483445,video,A Walt Disney Christmas,A Walt Disney Christmas,1982,46,"Animation,Comedy,Family",a walt disney christmas,7.6,319,TRUE,FALSE,FALSE,FALSE
tt0485345,video,The Best Christmas Ever!,The Best Christmas Ever!,1990,56,"Comedy,Family,Musical",the best christmas ever,6.9,78,TRUE,FALSE,FALSE,FALSE
tt0486292,tvMovie,A Christmas Wedding,A Christmas Wedding,2006,89,"Comedy,Romance",a christmas wedding,5.3,711,TRUE,FALSE,FALSE,FALSE
tt0487263,tvMovie,Marie Osmond's Merry Christmas,Marie Osmond's Merry Christmas,1986,NA,"Family,Music",marie osmonds merry christmas,9.4,23,TRUE,FALSE,FALSE,FALSE
tt0491718,tvMovie,A Fairy Tale Christmas,A Fairy Tale Christmas,2005,47,"Adventure,Animation,Comedy",a fairy tale christmas,2.4,259,TRUE,FALSE,FALSE,FALSE
tt0493148,video,Mr. Christmas,Mr. Christmas,2004,56,"Drama,Family",mr christmas,4.8,231,TRUE,FALSE,FALSE,FALSE
tt0493294,tvMovie,Red Boots for Christmas,Red Boots for Christmas,1995,28,"Animation,Family",red boots for christmas,6.9,78,TRUE,FALSE,FALSE,FALSE
tt0494208,movie,Holiday Baggage,Baggage,2008,110,Drama,holiday baggage,4.9,403,FALSE,FALSE,FALSE,TRUE
tt0494214,tvMovie,Brer Rabbit's Christmas Carol,Brer Rabbit's Christmas Carol,1992,58,"Animation,Family",brer rabbits christmas carol,6,62,TRUE,FALSE,FALSE,FALSE
tt0494662,tvMovie,Bring Back... The Christmas Number One,Bring Back... The Christmas Number One,2005,65,"Documentary,Music",bring back the christmas number one,7.9,34,TRUE,FALSE,FALSE,FALSE
tt0495165,video,Noddy Saves Christmas,Noddy Saves Christmas,2004,30,"Animation,Short",noddy saves christmas,6.8,40,TRUE,FALSE,FALSE,FALSE
tt0495818,video,A Christmas Carol,A Christmas Carol,1994,49,"Animation,Drama,Family",a christmas carol,5.7,161,TRUE,FALSE,FALSE,FALSE
tt0496411,movie,A Merry Little Christmas,A Merry Little Christmas,2006,85,"Comedy,Family",a merry little christmas,3.2,212,TRUE,FALSE,FALSE,FALSE
tt0497025,tvMovie,Christmas in Boston,Christmas in Boston,2005,90,"Comedy,Romance",christmas in boston,6.1,2384,TRUE,FALSE,FALSE,FALSE
tt0497030,tvMovie,His and Her Christmas,His and Her Christmas,2005,89,"Comedy,Drama,Romance",his and her christmas,5.1,715,TRUE,FALSE,FALSE,FALSE
tt0498016,video,Santa Claus Versus the Christmas Vixens,Santa Claus Versus the Christmas Vixens,2002,15,"Comedy,Short",santa claus versus the christmas vixens,9.1,33,TRUE,FALSE,FALSE,FALSE
tt0498246,video,Ray Charles Celebrates Gospel Christmas with the Voices of Jubilation,Ray Charles Celebrates Gospel Christmas with the Voices of Jubilation,2003,90,"Family,Musical",ray charles celebrates gospel christmas with the voices of jubilation,7.7,16,TRUE,FALSE,FALSE,FALSE
tt0498361,movie,The Christmas Miracle of Jonathan Toomey,The Christmas Miracle of Jonathan Toomey,2007,91,Family,the christmas miracle of jonathan toomey,6.4,1200,TRUE,FALSE,FALSE,FALSE
tt0499003,tvMovie,Christmas Comes to PacLand,Christmas Comes to PacLand,1982,24,"Animation,Comedy,Drama",christmas comes to pacland,5.7,169,TRUE,FALSE,FALSE,FALSE
tt0499064,tvMovie,"Odmori se, zasluzio si: Christmas Special","Odmori se, zasluzio si: Christmas Special",2005,45,Comedy,odmori se zasluzio si christmas special,8.4,45,TRUE,FALSE,FALSE,FALSE
tt0499437,tvMovie,Best Ever Christmas Films,Best Ever Christmas Films,2005,47,"Documentary,Family",best ever christmas films,5.8,19,TRUE,FALSE,FALSE,FALSE
tt0595252,tvMovie,A Christmas Masque,A Christmas Masque,1966,90,NA,a christmas masque,7.5,17,TRUE,FALSE,FALSE,FALSE
tt0595302,tvMovie,Have I Got a Christmas for You,Have I Got a Christmas for You,1977,60,NA,have i got a christmas for you,6.8,29,TRUE,FALSE,FALSE,FALSE
tt0595367,tvMovie,The Christmas Tree,The Christmas Tree,1958,NA,Drama,the christmas tree,5.6,25,TRUE,FALSE,FALSE,FALSE
tt0756632,tvMovie,The Christmas Blessing,The Christmas Blessing,2005,96,"Drama,Family,Romance",the christmas blessing,6.2,1202,TRUE,FALSE,FALSE,FALSE
tt0757223,movie,Holiday,Holli-dei,2006,122,"Action,Crime,Drama",holiday,6.4,537,FALSE,FALSE,FALSE,TRUE
tt0758776,tvMovie,QTN Holiday Reel,QTN Holiday Reel,2005,30,Comedy,qtn holiday reel,7.7,13,FALSE,FALSE,FALSE,TRUE
tt0760178,tvMovie,The Night Before Christmas,The Night Before Christmas,1968,26,"Adventure,Animation,Family",the night before christmas,6.9,126,TRUE,FALSE,FALSE,FALSE
tt0760233,video,Caillou's Holiday Movie,Caillou's Holiday Movie,2003,75,"Animation,Family,Musical",caillous holiday movie,4.7,198,FALSE,FALSE,FALSE,TRUE
tt0762148,video,Christmas Is Here Again,Christmas Is Here Again,2007,74,"Adventure,Animation,Comedy",christmas is here again,5.1,369,TRUE,FALSE,FALSE,FALSE
tt0765507,video,The First Christmas,The First Christmas,2005,60,"Family,Musical",the first christmas,8.3,35,TRUE,FALSE,FALSE,FALSE
tt0766235,video,Disney Princess: A Christmas of Enchantment,Disney Princess: A Christmas of Enchantment,2005,63,Animation,disney princess a christmas of enchantment,6.1,86,TRUE,FALSE,FALSE,FALSE
tt0766251,tvMovie,Tom's Christmas Tree,Tom's Christmas Tree,2006,26,Family,toms christmas tree,9.2,34,TRUE,FALSE,FALSE,FALSE
tt0769527,video,Kathie Lee's Rock n' Tots Cafe: A Christmas 'Giff',Kathie Lee's Rock n' Tots Cafe: A Christmas 'Giff',1995,30,"Family,Short",kathie lees rock n tots cafe a christmas giff,5.2,29,TRUE,FALSE,FALSE,FALSE
tt0770729,tvMovie,Chanukah Stories,Chanukah Stories,2005,30,Family,chanukah stories,8.4,81,FALSE,TRUE,FALSE,FALSE
tt0772176,movie,Christmas Story,Joulutarina,2007,83,"Drama,Family,Fantasy",christmas story,7,4512,TRUE,FALSE,FALSE,FALSE
tt0783494,tvMovie,The Christmas Card,The Christmas Card,2006,84,"Drama,Romance",the christmas card,6.9,4407,TRUE,FALSE,FALSE,FALSE
tt0788133,movie,Holiday Dreaming,Meng you xia wei yi,2004,99,Comedy,holiday dreaming,7.1,84,FALSE,FALSE,FALSE,TRUE
tt0791078,video,Hanukkah Tales and Tunes,Hanukkah Tales and Tunes,1994,23,"Family,Short",hanukkah tales and tunes,8.1,19,FALSE,TRUE,FALSE,FALSE
tt0791333,tvMovie,Saving the Christmas Goose,Rettet die Weihnachtsgans,2006,93,Family,saving the christmas goose,6.2,30,TRUE,FALSE,FALSE,FALSE
tt0800058,movie,Happy Holidays,Happy Holidays,2008,103,Comedy,happy holidays,7,59,FALSE,FALSE,FALSE,TRUE
