language_iso_code,tweet,label,intended_use
hau,"@user Ya gama fuffukarsa, tabbas lokaci na zuwa da za'a cire shi daga kujerarsa ta riƙon ƙwarya. In ya yi Sa'a a bashi dagacin Ganduje, ko ya karba ko kar Allah Ya sa ya karba, amma ba zai koma hakimi ba.🤣🤣",negative,train
hau,@user Mtsw kunfiso ayita bibiyanku tOh ba'ayinace!!😎,negative,train
hau,@user @user Allah sarki Tani su yaya Dan Kwambo sun kassara ta😭,negative,train
hau,@user 🤣🤣tirkashi Kasuwar madamfara zata mutu,negative,train
hau,@user Kut 10k wallahi ni ko kyauta bazan zauna na kalleta ba. Kuma mgn charity to help poor muma muna dasu a unguwan mu ba sai na bayar ta hannun ta ba. Shashanci kawai😠😠😠,negative,train
hau,@user Subhanallahi😓😓 wahala dey oo...,negative,train
hau,@user Tho ku inba bura’uba ba inde xaa bani kuddi mey xanyi da aiki 👊🏻,negative,train
hau,@user Su yaki boko haram tukun kafun wannan ya biyo baya🤦🏻‍♀️,negative,train
hau,@user Banta6a mantawa sanda wasu Yan mata su su hudu sukayi wa wani tsoho Mai gadi fyade😥💔,negative,train
hau,@user Ummh kai Dan Nigeria Kawai an maida shi bai San komai ba mun yarda da cutar a duniya am ma ba a Nigeria Kawai su gama neman kudin sude komai lokacine 🤙,negative,train
hau,"@user Kwarankwasa Tabar Wawa Da Bashin Shadda,Wasukuma Ta Abaya Yasin😎😂",negative,train
hau,@user Kuje cutar ta kamaku sai kuci farfesun kugani ko zaku samu lafiya😅😅😅😅,negative,train
hau,@user A bashi sandar mutuwa mana munafukan banza😒😡,negative,train
hau,@user Toh ina ruwanmu da Corona 😠,negative,train
hau,@user Kumai tsiyar Buhari 😂,negative,train
hau,@user 😂😂 Har da hararanshi ko? Bari ya cireka wlhi,negative,train
hau,@user Aikin banza karya kara jawabin har ya gama banje yayiwa wayan da suka rasu ta'aziyaba ko su ba mutane bane ko kuma bai koya a zaman sa a gida ba mutuwace Shima xai yita wlh sai munyi bikin mutuwar ma 😏😏😏😏😏,negative,train
hau,@user Allah wadae d aekin zalunci na siyasa😏,negative,train
hau,@user Wannan sune barayin asali🤔,negative,train
hau,@user Kai kaji yan iska mtsewww 😌😌,negative,train
hau,"@user TO MENENE ACIKIN WANNAN GWAMNATI INBANDA XALINCI DA KARYA DAKUMA YAUDARA, HAKIKA WANNAN GWAMNATIN AXXAKIMAICE MAKIYA ALLAH KAI TIR.... DAWANNAN BAQAR GWAMNATI. 🚶🚶🚶",negative,train
hau,@user Saidai ranar mulkin Kama karya a Nigeria badai Democrat ba 😂,negative,train
hau,@user Allah ka watsa su mugaye kawai😭,negative,train
hau,"@user @user Wasika zuwa ga Baba Buhari, Ya fama da masu fuska biyu da suke tare da kai. Na tabbata ba'a sanar da kai akan matsalar wahalar rayuwa da talakawan ka suke fuskanta. A takaice dai ina mai baka shawara kayi batan sawu kaje wani yanki kaga abinda ake ciki. A kasar ka. Na gode👏",negative,train
hau,@user Ya ballamusu doka! Dole su goge! Yayi accepting dokokinsu kafin ya bude shafin! Babu am fanin iko da gwamnati a hanashi aiki! Su ba corrupt mutane ne kamar mu ba kowa yayi sai ammasa! An da katar da trump ma🤦🏼‍♂️,negative,train
hau,@user @user @user Gaskiya biki birge bah 🤗 tunda bikije Santiago Bernabau... @user had nailed it 🙌🏽,negative,train
hau,@user Ran maza ya maci 😡😡,negative,train
hau,@user Gaskia BBC hausa kunzama yan air wallahi😂 Ana tambayarku Kuna tambayarmu kuma,negative,train
hau,@user Hhhhhhh kuna wuta yanzu naija 🇳🇬 🇳🇬,negative,train
hau,@user Toh sai meh! Uban kowa ya tsaya a gida mu karasa tare🙄,negative,train
hau,@user Kaji wani tambayar rainin wayo ko Wama zai hada balangu da tsire 😂,negative,train
hau,@user Nayarda yazu ni ina dibi haukanashi da wasane ashe da gaske ne 🤕,negative,train
hau,@user Harba mata kai. 😀😀don uwar jamus din.,negative,train
hau,"@user Sai dai wanda aka yakenwa hukunci saboda yayi mumunan laifi agurin Allah dakuma Dan adam dinda kungiyar take karewa hakki shima bilyan kenan bawai bil adambane kenan maryar da shari'ah tayi aiki akanta itace kawai bil adam, rashin wan nan hukuncin jawo kashe bil adam dine Ababa🤔",negative,train
hau,"@user 🤣😂Dama inba jaraba irin ta dan Adam ba...kai ba dabba ba amma kana yin abinda dabbobi keyi waikuma nan kai mai hankali ne,Ni naga auren da ya mutu wai saboda mijin bai sa bakin a al'aurarta matar,acewar matar """"""""""""""""""""""""""""""""ya bana kyamarsa shikuma yana kyamata""""""""""""""""""""""""""""""""?mane irin masifane haka???",negative,train
hau,"@user Allah Sarki, har helicopter Gwamnan jihar yake yawo da ita wai don tsaro. Talakawa kuma ko oho 😔",negative,train
hau,@user @user Duk zantukan baya yaudarace kenan🤔,negative,train
hau,@user Mutane na son gulma😂,negative,train
hau,@user Shiga wuta direct 🙅🏻‍♂️,negative,train
hau,"@user You know nothing, Rahama sadau 👌",negative,train
hau,@user Kodae axumin ne?😂😂,negative,train
hau,@user Ko sauran haka zayyisu abanza ba abinda zaiyi😏😏,negative,train
hau,@user Waishi wannan Buharin bashida wata maganane saidai ayi hakuri🤔🤔🤔🤔,negative,train
hau,@user Kai ba za'a karasa ba din kun fara isar mufa🙄,negative,train
hau,@user Wlh wannan batu karyane. 👺,negative,train
hau,@user Sunsha kashi jiya lalasa wa na karshe 😂😂😂😁💔🚶🚶🚶🚶,negative,train
hau,@user Dan uwarsa yaga munyi kama da yan nigeria ne😁😁😁😁,negative,train
hau,"@user Tofa 😂 magnin irin masu wannan tallar ke nan, domin gaskiya suna saba ka'ida",negative,train
hau,@user Yo doka nawa aka karya a Nigeria Yanzu hakama ita nake sha 😏 Catch me if you can....,negative,train
hau,@user Wanga diya bakida kirki aradu🤣🤣,negative,train
hau,@user Saboda namasu laifi ne 😅 Fita da Allah ya isa,negative,train
hau,@user Gaskiya ne musamman a Nigeria😭😭😭 mudai muna cikin jarafta,negative,train
hau,@user Wandama Dai Ya Fita Can ta Matsemasa. !!! 😋,negative,train
hau,@user Nima nan b Abokaina bane masharranta kawai haka jiya suka kamani 😓😓😓,negative,train
hau,@user 😂😂😂 ana hege a kasar nan,negative,train
hau,@user Kina Ruwa 😂😂 Masu gidan 8,negative,train
hau,@user @user Banza irinki wawuya bokon ki na banza ne🙄🙄,negative,train
hau,@user Zan kunawa Taya wuta hayakin ya koresu 😂,negative,train
hau,@user Da wuri haka?😯 Amma @user bata kyauta ba domin kuwa yin hakan zai karkatar da hankalin masu rike da madafin iko daga yin abinda ya kamata.,negative,train
hau,@user Uban wa kuke tambaya.....Dan uwarku😡😡😡???,negative,train
hau,"@user hhhhhhhhhh😁😁😁 Allah yasa asacemu Don matsayin watan Ramadan, tsakaninmu da mutanen nan nikam sede Allah ya'isarmana",negative,train
hau,"@user Kajifa dan Allah, kaikace shikadai keda gidaje a Nigeria 🤔",negative,train
hau,@user Allah ya tsinewa makaryata 😂😂🤣🤣,negative,train
hau,@user Ga mutane birjik na ta yi ba daedae ba amma an tsaya biyewa JAKUNA 🧐,negative,train
hau,@user Nabi ladama da 🏃🏃🏃🏃🏃 ladama fada ake ko aikine yake nuna anyita kixo kina raina Allah da manxansa kixo kina wani kuka a duniya kowa na gani idan k yi ladama gaba dayan k xaki canxa dabi'unk kamar yanda wayanda suka gabace k suka aikata ko n kk wa wannan ladamar baxan karba b,negative,train
hau,@user Jama a kuzo kuji zanchan banza🙄🙄,negative,train
hau,@user Koh waya cema barawo nada amana dama shirme kawai🤦‍♂️,negative,train
hau,@user Idan mafadin magana wawa ne tou mai jinsa ......... 😂,negative,train
hau,@user Allah yasa Kar su Dongarus suyi musu chiki🚶🚶🚶,negative,train
hau,@user 🤣🤣🤣 wae dan Allah ina ruwan ku,negative,train
hau,"@user Na bi karya kafa da gudu ba wando, ko a gidan uwar wa ya karya kafar🤔",negative,train
hau,@user Ai be kyauta ba....mutanen Zamfara be daukesu a bakin komi ba....kodan next level ne....expect the unexpected😎.....Allah yakawo mana karshen wannan musibar a koina🙏,negative,train
hau,@user Wlh hemunci uwarsu 😡😡,negative,train
hau,@user 😂😂😂chab.... Zan ga sakaran da zai dawo😁,negative,train
hau,"@user Anyi ba'a yi ba kenan shugaba Buhari ya ce ayi noma anyi noma, tattalin Arziki bata karu ba yunwa bata ragu ba, yanxu kuma yace a rufe iyakokin kasar a Dena shiga shinkafa, ya sake saka haraji kan kudaden talakawa da suke ajiya a banki domin dai ya karya talaka kawai 😭😭😭😭😭😭",negative,train
hau,@user Hhhhhh karyar banza yan siyasa sun raena mu yasin 😂😂😂😂😂😂,negative,train
hau,@user Daddawaa uwar wari😁😁,negative,train
hau,@user @user Sai Shi kuma yayi abun kunyar 🙄🙄,negative,train
hau,@user Akatambayi buzu ko ya Iya sallah Sai yace ah ah Sai akace to ko kokasan rasulullah Sai yace 😄😄😄😄😄😄😄😄😄m Kun Kara badda ni.,negative,train
hau,"@user @user 🤔 Ayi dai mugani, Idan tusa tusa zata hura huta",negative,train
hau,@user Wlh Ganduje baya kaunar talaka yazo yarage albashi ya tafi wata gada wai mutannen kano Gada zasu ci🤔,negative,train
hau,@user Duk girman gona dole Akwai kunyan karshe daman. Shege dan banza 😂,negative,train
hau,@user Shege Mai cizo😀,negative,train
hau,@user Aikinbanza wanna sheyadama. Sunkasa yinmasa maganakan abindake faruwa a Arewa. Saidai magana kan shashanci😡😡😡,negative,train
hau,@user Pls ku dena hada su Dan gote da wannan ba kauyen.... Koni ba tsaran sa bane bare kuma manyan mutanen da kuke hada sa dasu masu mutunci a idon duniya.... Haba zaku bani kunya wlh🙄,negative,train
hau,@user Ashe dai Matan Ghana basuda kyau🤔,negative,train
hau,@user Manjo bbu mgn wlh 😂😂😂 ya qware wajan yin Allah wadae😂😂😂,negative,train
hau,@user Tsula ya shiga Tsillah-Tsillah 😂😂,negative,train
hau,@user Allah ya bashi sa'a to la'anannan Karya fasa yana niman tashin hankaline shiyasa kuma insha Allahu sai Allah yabar mummunar misali akanshi kafin ya bar duniya dun yazama izina ga yanbaya👏,negative,train
hau,@user A uwarsa dan uwarku kuda kuka sa😎😏🙄,negative,train
hau,@user @user Mai arha be Isa yaje sayen kayan masu hanu da shuni ba😂✌,negative,train
hau,"@user Wato da yake kudu ne ba,mu mai yasa Yan ta'addan da ke damun arewa ba a nuna musu tashin hankalin ba wannan ai rainin wayau ne🙄",negative,train
hau,@user @user 🤣🤣Kalan Dangi🏃‍♂️🏃‍♂️ Kina Baqa Yar Africa amma Sai Shegen Hange~Hangen Qyalqyalin Yahudu da Nasara🤔🤔 Gashi ko Reply dinnan Babu daga wurinsa!🚶‍♂️🚶‍♂️🚶‍♂️,negative,train
hau,@user Hmmm ko kunyar qarya bakyaji haka 🤔,negative,train
hau,@user Inafatan majalisar dinkin duniya tana kallan irin yadda yansanda ke musgunawa masu zanga-zangar lumana a kasar America 🇺🇸,negative,train
hau,@user Dan ubanku bazaku iya ba Trump babanki ne 🤣🤣,negative,train
hau,@user @user What took her to Dubai for long time up-to 6Months Shegiya tajeee Adamawa a Bata na gargajiya mana 😏😏,negative,train
hau,"@user Bura uba za,ayo wayoyi mashayan wiwi kenan 😂😂",negative,train
hau,@user Zasu aikata Yan KD sun kwashe kayansu a gaban ma'aiki😂,negative,train
hau,@user Mu kuma yan Arewa ga rashin tsaro ga Rikicin Ganin watan Shawal 😕😕😕,negative,train
hau,@user Hhh kuma abun haushi ana kiran sallah kinashan ruwa kawai ma xakiji like xaki iya cigaba d axumin ma😂,negative,train
hau,@user tabdijam gwamnatin da ta shahara wajan bijirewa umarnin kotu😂😂😂,negative,train
hau,@user Kaji shegiya 😳to Dame zeyi maki........🙊🙊🙊🙊,negative,train
hau,@user Heheheheheeh 🤣🤣🙈 Akwai tsoro dae,negative,train
hau,@user Sai ki kara sako wasu yan iskan hoton naga tunda kin fara maganar birthday month dinki😎😎😎,negative,train
hau,@user Wallahi wasu lokutan a nigeria kowayan mutum baya cika balinta na a ce ankera mota mai amfa na da wuta 😂,negative,train
hau,"@user Dama ai su obasanjo ai sune masu zanga zangar😒,#munsankomai",negative,train
hau,@user Wannan hoton batayi dai dai da labarin ku ba.. Wannan batanci ne ga hijabi..ku cire kusaka hoton coci don Allah 😡😡😡,negative,train
hau,"@user Wannan Kuma su yashafa ,miye namu aciki,muda muke naija,kubarmu muji da Boko Haram dinmu kawae malamai👊👊👊",negative,train
hau,@user Durin uwarsu har petur din😡😡,negative,train
hau,@user Lusarai Kenan sojojin Nigeria😁,negative,train
hau,@user Allah ya kara hada su fada har sai sun kare tas!!!😣😣😣,negative,train
hau,@user Kawai ka ran taba akashe hege 🤐🤐 muga wanda zaiyi maga,negative,train
hau,"@user Wow!!! Bros/sis an sake wani zazzafan film fa.. Kai!!!! I want to watch that film woo!!! Ai film dinnan yayi kyau... It's when u watch the film, that u will see nothing but full of rubbisheshesheshes😃... Dat hausa fim 4 will wooo😏😏😏",negative,train
hau,"@user Shin har yanzu a ƙarƙashin mulkin mallaka muke, da sai mun nemi iznin hakan???. Idan an kashemu kaɗai sai suyi Allah wadai!!! """"""""""""""""""""""""""""""""Daukar mataki aka zabi Buhari yayi ba Allah wadai ba, idan ya gaza ya sauka."""""""""""""""""""""""""""""""" Sheikh Muhammad Nuru Khalid Abuja-Nig. 👍🏻👍🏻👍🏻",negative,train
hau,@user @user Kanku akeji.mahaukata sun fada rijiya😏😏,negative,train
hau,"@user Nah we won't do that, cux our parent teach us """"""""""""""""""""""""""""""""banda san kai"""""""""""""""""""""""""""""""" kuma mu muna jin maganan iyaye😚",negative,train
hau,@user Kuma shugaba Buhari yakasa yin komai akan wannan Al'amarin tir gsky Akwai Matsala wlh 😓😓🚶🚶🚶,negative,train
hau,"@user Inna lillahi, asar da magi ma wahala yake wa talaka, Yaya kuma zai yi da cotonavirus🤔🤔🤔",negative,train
hau,@user 🤣🤣🤣🤣🤣🙈🤣🤣🤣🤣🤣 Wayyo Allah na 🤦 najeriya kasata ai wannan Abu hankali ba zai dauka ba,negative,train
hau,@user Toh qaramar Barauniya😂,negative,train
hau,@user Allah ya Kara hadasu Su tarwatsawa kansu🤲,negative,train
hau,@user Ku dai yi a hankali kar fir’auna ya kwace 🤕,negative,train
hau,@user Ku kuma yan tsulku ina ruwanku da abinda kee faruwa Shikenan bakuda aikinyi sai yada bala'i😂😂,negative,train
hau,@user Matsalar wiwi kenan pha inji ubanwa yace umurnin Buhari ne 😏,negative,train
hau,@user Wai ya hada yan sanda da sojoji fada🤣 https://t.co/UX1TkMiPym,negative,train
hau,@user Kajimin masana ilimin taurari da shisshigi 🤔🤨Aimu masana ilimin yunwa da qishirwa mun tabbatar 29 za'ayi🙄😥,negative,train
hau,@user Wannan da uban Abba kuke 😂,negative,train
hau,@user 😁😁hhahaha ina tausaya miki randa mulki ya bar hannunku. Karki manta kafin ya yabi ubanki saida ya yabi shekarau kuma shi ya para nuna shi a gwamnati amma da yabar gwamnati bbu irin zagin da beyi mai ba... Balle k da ubanki yapi kowa kayan zagi ..muje zuwa indai rarara ne,negative,train
hau,@user Hmmmm qaryan banxa kawae sbd sunji nigeria ta para qera motae ampani d wutan lantarki koh 😳,negative,train
hau,@user @user Gidan ubanwa ta ciyo bashin?😄,negative,train
hau,@user Wannan babban shirme da rashin sa ni addini ko dama ai ba musulmai bane amma a addinin su ba bai yarda da haka ba duniya ta kusan tashi gaskiya banji dadin irin wannan lafazi ba daga Abdul Aziz muhammad Jihar Bauchi a karamar hukumar Darazo Najeriya 😭,negative,train
hau,@user 😀😀😀😀😀lefinkune ay saida mukace karku bari yayi magana,negative,train
hau,@user Mtwsss meh aka min ☹️ ba wani independence ah koma school kawai,negative,train
hau,@user chab daga ganin oono na ife ɗinnan ba lallai yayi mutunci ba😂😂😂,negative,train
hau,"@user Babu wani batun CeCe kuce, Lafiyar buhari kalau kawai iskanci ne 🤣🤣🤣",negative,train
hau,"@user @user @user @user Wallahi zaku zubar da kimar dakuke da ita,yanzu wannan har yakai wani labari.😒😒",negative,train
hau,@user Duk yan iskane ai😂,negative,train
hau,@user @user Duk dabara ne anyi mana alkawarin zamu sha jar miya ana so a mayar damu koriya😂,negative,train
hau,@user Atura shaggu maiduguri kawai😂,negative,train
hau,@user 🙆🙆 Hegge masu kuruciyar Bera,negative,train
hau,@user Ashe ba najeriya kadai yan'ta'ada suka raina ba😢😢😢,negative,train
hau,@user Hala🤔 mutan garin ne suka yiwa Baba Buhari rashin kunya Yanzu ga irinta nan gobe ma kwa qara ace duk Hakuri irin na baba amma saida kuka qureshi,negative,train
hau,@user @user @user -sadau amma kinsha kwaya 💊 kika dauki pic nan😎😎,negative,train
hau,"@user Inama ace kasan yanda akeyin mulki talakkawa ne suka zafeka Kuma sunfi kowa Shan wahala a mulkinka, Saboda haka bakada masoya ayau🙅",negative,train
hau,@user Idan ta samu uwarku xatayii da su🤫🤫,negative,train
hau,@user Wannan cuta akwai rashin kunya dai😂😂 @user,negative,train
hau,@user Karyan banza kawaii 😅,negative,train
hau,@user Abun dai babu dadin ji Walahi 🤦‍♂️. Casu fa 😭,negative,train
hau,@user Allah Ya tsaida shi a kansu...'ya'yan Hegu😬😬😬,negative,train
hau,@user Mtwss qaryar banza 🙄🙄,negative,train
hau,@user Kai dan Allah ji kayan sa Ko Gaye bai iya ba Wlh 😃😀😀,negative,train
hau,@user Wani kuma mun san A madadin yayi gyaran matatar mai din Bitcoin zai saya da kudin yayi shiru kayansa 🤣😂,negative,train
hau,@user Trump ya tsaya cak sai kace an dorawa kwado tanki 😂😂😂😂😂 Trump most to go,negative,train
hau,@user A saki masu result wannan ai buwa uba ce 🤷‍♂️,negative,train
hau,@user Aikin Banza Aikin Hofi. mtswwwww 🚶🚶🚶,negative,train
hau,"@user Haka wata rana a kasuwa nazo wucewa wurin masu tallan magani sai kawai ya fara tallan maganin fitsarin kwance,Mara mutunci yana kallona wai “sai kaga shantalelliyar budurwa San kowa Amman abun mamaki ta tsula amalala a shinfidarta 😥,bakin ciki sai naji kaman Dani yake.",negative,train
hau,@user Subhanallahi to sabo dame jamaa mudai bazaa kyalemu ba ke nan...😭😭😭,negative,train
hau,@user Gaskiya Nigeria baza ta taba gyaruwa indai har Yan siya sar mu baza su cire son zuciya a ransu wlh.🙈 What a shame,negative,train
hau,@user Wannan ba sabgar ki bace tsohuwa dan haka keep ur m*ther f**king mouth🤫,negative,train
hau,@user Sabida a kano talakawa ke yanke hukunci ranar zabe da bulala😂,negative,train
hau,@user Kuci gaba da adawa kawai 😂😂😂,negative,train
hau,"@user Domin kawo karshen 'yan, iska ✊✊",negative,train
hau,@user Gwanda na mutu a daqiqi.. Danai kwasan Bola inbiya kudin makarantar boko.. 😂 🚶,negative,train
hau,@user To ina ruwan ka da Coronar mu? Ka ji da ta Habuja mana. Yau na ga ikon Allah! Sun je sun warware ɗin🙄,negative,train
hau,@user Sunga zahiri talakawa basu son yaudara har ma dai irin tasu.😂,negative,train
hau,@user Allah ya isa kudina😡,negative,train
hau,@user Wuta bal bal 🔥 🔥 🔥,negative,train
hau,@user Mu in anka hana Hijab 🧕🏻 kasarmu ai sai tashin duniya 😂😂😂,negative,train
hau,@user Ashe shegen mijin hajiya ne 🤔🤔🤔,negative,train
hau,"@user Yan kutumar uba., akwai guba a cikineh na yau din...😏",negative,train
hau,"@user Let me come and be going, baza'ayi wannan abin kunya ina gani ba😅",negative,train
hau,@user Aikin banza dama sun barmata don ba amfanin karbowan 😡😠😡,negative,train
hau,@user @user A tsigeshi yasin muna goyan baya 🙏🏻🙏🏻,negative,train
hau,"@user @user Badai a zaben nan ba, barmu da su 😄",negative,train
hau,"@user @user Ya yi amai ya lashe...🐕 Chan da su gada, Allah ya raka taki gona....",negative,train
hau,@user @user Sae Mae Dan wahala🙄 ko ba komae kunena zae huta da jin sunan BUHARI🥰,negative,train
hau,@user ALLAH ya kiyaye Abun yayi yawa Dawanne zasuji 😀😀😀,negative,train
hau,"@user Sunusi Lamido Sunusi ,yana Shiga Huruminda Ba nasaba🙄 Yanzu Gashi abinda yajawowa kansa",negative,train
hau,@user Kaji mugu wato yinwa ta kashemu koh 😎,negative,train
hau,"@user 😂😂 haryanzu sunan nan da halinsu abin yazama jiki, Allah ya kyauta",negative,train
hau,@user Munyi masa butulci shine babban abin da za mu iya tunawa kuma dan Allah ace masa muna mai bashi hakuri kuma mun yi nadama... 😭,negative,train
hau,"@user Ah tab wani ra'ayi yarage ansake shine yaje yamutu acan ba ahannun gomnat, R.I.P el-zazzaky😒😓",negative,train
hau,@user To ni ko labari daya ban sani aiki ja😂😂,negative,train
hau,@user Shege Bahaushe wa NILU😂😂😂😂😂,negative,train
hau,@user This Nigeria wahala Dey I swear 🤣,negative,train
hau,@user tab Allah shi wadaran naka ya lalace! 😂,negative,train
hau,@user Wanan na nuna cewa kasuwar su ta fara disha shewa. mana sun fara gajiya ko kuma sun gaji. Don haka Be jibpa tan😄,negative,train
hau,@user Kunfi kowa iya hege ai a social media ai 👌🙄😏,negative,train
hau,"@user Nasarawa, kuma Insha Allah bazata Shiga ba🙏",negative,train
hau,@user Yarike mukaminsa ba'aso ai sunusi yafi karfinshi shi kansa yasani. dan haka bamason matsayin🤷‍♀️ muza'a rainawa hankali ya nada yayan matarsa......🙄🙄🙄,negative,train
hau,@user Uban kuturu yayi kadan su basu da raine saimu😠 mtwssss,negative,train
hau,@user Kaji barawo ko ai idon magya ya waye babu wanda zai sake daukar kudinsa ya bayar saboda wani wanda bai damu da mutane kai allah wadae da wannan next level 🦍🦍🦍,negative,train
hau,"@user Kuje majami’ai ko masallatai za’agayamaku gaskiya... Kude kunriqe hannunku kunbari anata cutar al’ummah, anata kashe marasa galihu, anata sacesu, Tundade ku idonku 👀 da kwalli. Amma Allah nanan ai @user @user Oppressors",negative,train
hau,@user A naijeria meye ma bey lalace ba🤔,negative,train
hau,@user @user Baba wanka kawai kake diba a Villa amma bai san ma abin da ke faruwa a Nigeria 🇳🇬 ba ko kadan 🤔,negative,train
hau,@user Suna takura masa fa🤣,negative,train
hau,@user Wannan Matsalar Su ce! Mu minti nan 🚀🚀🚀,negative,train
hau,@user Waye wannan zai yi min kwacen Rahama 🤔💪,negative,train
hau,@user @user @user @user @user @user Ke dan gidanku👊 bakasan yiwa mutane Reply ko🙄 @user,negative,train
hau,@user Toh Kai garuje dama haka ake bada professor din Kai taste Kaida baka cikin system din ma🤔🤔🤔Allah yakyauta,negative,train
hau,@user Ni wlh na tsani sakarci ☹️,negative,train
hau,@user Gaskia baxa ayi sak ba wake da shinkafa za ayii na zabe nigeria 🇳🇬,negative,train
hau,@user @user Hegu suna washe baki😒 sun samu dollar,negative,train
hau,@user Baza ayi aikinba kuma kudi an chinye 😂😂😂,negative,train
hau,@user @user Rahama &amp; Adam tab there must be lauje cikin nadi🤔,negative,train
hau,@user Maganan banja da wufi😂,negative,train
hau,@user Gaskiya wanda yake tafiyar da BBC news Hausa dinnan besan posting din da zai dinga yi ba...🤣🤣🤣,negative,train
hau,@user @user Ji gemun shege....shege dan gidan abun kwari.😾😾,negative,train
hau,"@user Bubu yana sakin yan boko haram, amma yaqi sakin Zakzaky da dasuki😳 @user @user @user https://t.co/Us0zAZvNoG",negative,train
hau,@user Mafi yawancin su basu shirya zaman auren ba chart da bacci yake kaisu gidaden auren ba raya sunna ba 👆,negative,train
hau,@user mae girmaGov.kabarshi y karaso kawae kaci ubanshi😂😂,negative,train
hau,@user Daji gurin Garkuwa da mutane🤣,negative,train
hau,@user So ake amaida Mata zindirawa 🤣😂🤣,negative,train
hau,@user Just take a look at your ass! Wai “duk wani mai ji da kanshi nan yayi” sai kace wani BAREWA COLLEGE 🤣,negative,train
hau,@user Bama a maganar tarbiyar wacen yarinyar nan @user balle ai yayi tunanin ilimin addini duk wanda ya aureta yasan mai ya aura maganar ta tarbiyantan mai da ya'ya ma babu ita anan dan itama bata samu tarbiyar addinin Musulci ba 😎,negative,train
hau,@user ku ba yan iska ba...ku ci gabaa.🤣🤣,negative,train
hau,@user A Kanme saboda sunsan basuda gaskiya ne sun nada mamutane sarkin da jama'a banaso🙄🙄🙄🙄,negative,train
hau,@user @user 🤣🤣🤣🤣🤣 money na munafuki,negative,train
hau,@user Ran maza ya bace🙆🏻‍♂️,negative,train
hau,@user Da maganan guy din nan da haqin sigari duk daya suke sbd duk iska zasu bi 😏,negative,train
hau,@user Dan Allah kazama nuclear😎,negative,train
hau,@user 😆😆ai shima dan siyasa ne kamar kowanne saboda haka babu wani laifi don anyi masa ihu kamawa tayi,negative,train
hau,@user 🇳🇬🇳🇬uwa Mai kashe ya'yan ta🇳🇬🇳🇬🇳🇬,negative,train
hau,@user Bamasan labaran iska pls😏😏,negative,train
hau,@user Su fara ta kansu mana yaushe Coronan tayi yawanda za'a fara takammu indai ba wani munafurcin ake kokarin shirya mana ba🤔,negative,train
hau,@user ku kun fiye jan bala.i BBC 🙄😷,negative,train
hau,@user kuci Uwar mutumin nan kawai Babaa! Ya matsa maku 😭 https://t.co/0wQCYqed1N,negative,train
hau,😂😂😂“@user: Arsenal ta doke Matsiyata a bayan gidansu 2-1 http://t.co/mbfHaBOyqu”,negative,train
hau,@user Tashin hankalin da iyalan mu ke shiga fah meza kuce 🙂,negative,train
hau,"@user Yayi ta banzar , abin daya kamata yayi ne dashi da duk wasu musulmin yan kwallon kafa, amma sun kasa, anyi mishi kuma wai zai kai kara..kaji shashasha😒",negative,train
hau,@user Yau ko mun shiga uku da BBC hausa😂😂,negative,train
hau,"@user @user Wai arziki kaida arziki ai sai dai kaga anayi, bayan gashi anfara tsiyatar dakai zakayi maganar arziki 😂",negative,train
hau,@user Kunji yan gatan liti mugu arewa kuma su mutu ko 😭,negative,train
hau,@user @user Wai nikam mene damuwan kuh da tafiye tafiyen tsohon nan neh kun ishe muh fah😏,negative,train
hau,"@user @user Kaci kaza a mota, ka kawo ma yara tsaraban yalo 😂😂😂😂🤣🤣",negative,train
hau,"@user Hmmmmmm yaukuma tir yayi ba Allah wadaiba kayy! Mudaimuna ganin mulki mecikeda tsantsar kiyayya wayankinmu na arewa, amma bakomai watara sai labari Allah yakaimu 2023 da rai da lafiya yakuma karemu da kariyarsa amin, Badai kullum ganisukeyi talaka bayada hankaliba hmmmmm. 😭🙏",negative,train
hau,@user 😂😂 haba sai kace ana hauka shine wallai Nigeria an raina matasa yoh dan shekara 71 daya kamata ace yana jiran mutuwarsa @user come n see😩😂,negative,train
hau,@user Ai da sarkin yaja sallah wajen huduba za a kifar d Kano saboda kwaba 😅😅😅,negative,train
hau,@user Wlh a harkan nan kamar akwai baqin ciki the way these girls insulting @user kai kace su saboda rufe jiki ma da hijab suke bacci. Ku Kuma guys Sai kun gamma Kalle tsiraicin mace Sai kuzo Kuna wani surutun banza idan gaskia ne kowa yaje ya fara hana qanwar sa shigan banza.😠,negative,train
hau,"@user Badai barayin,shanuoba awoi wata akasa wlh, mutum 100,kuma duok barayi ok toh shanu nawa zasuo satane 😎😎😎😎👂",negative,train
hau,@user An daura auren Hanan mu kuma kundaure mu a gida anhana mu komawa school 😪,negative,train
hau,"@user Talakkan Najeriya na famada Fatara, rashin aikinyi da kuma rashin tsaro a wasu yankuna cikin kasata najeriya 😭",negative,train
hau,@user Aww shine yaci kunu bayaso kenan 😶😶,negative,train
hau,"@user Tab gaskiya wahalar tayi yawa, ga Muni gajin zafi😂😂😂",negative,train
hau,@user Shiyassa haryanxu bariki ke aurenkie😏,negative,train
hau,@user Na bi cin hanci da gudu 🏃,negative,train
hau,@user Dan wahala allah ya la.ance ka🙄,negative,train
