talk_title,speaker_name,track,description,yt_url
Quarto for Knowledge Management,Cynthia Huang,Level Up Your Data Science Skills,"Have you ever considered using the power and flexibility of Quarto for note-taking and knowledge management? I did, and now I use Quarto websites to track my PhD progress, document insights from conferences, manage collaborative research projects, and more. Let me show you how easy it is to implement standard knowledge management system features, such as cross-referencing, search indexing, and custom navigation. But what if you want more advanced features like glossaries, document listings and summaries of datasets? Well, with some creative use of Quarto's many features and extensions, almost anything is possible. Whether you're new to Quarto or a seasoned expert, consider adding Quarto to your note-taking toolkit.",https://youtu.be/4zy9R26B8kk
"rainbowR - a community that supports, connects and promotes LGBTQ+ people who code in R",Ella Kaye,Lightning Talks,"rainbowR's mission is to connect, support, and promote LGBTQ+ people in the R community and to spread awareness of LGBTQ+ issues through data-driven activism. 

 In this lightning talk, you'll learn about the community, our activities, and how you can get involved, whether as a member of the LGBTQ+ community or an ally.  

 For more, see <https://rainbow.org>.",https://youtu.be/zOEZtIPj6Vk
Breaking data identities: Making a case for language-agnosticity,Albert Rapp,Lightning Talks,NA,https://youtu.be/wlPwTzpKOHQ
JSquarto: Bridging JavaScript Documentation with Quarto's Power,Richie Moluno,Lightning Talks,"In this talk, Richie Moluno introduces a new tool called JSquarto, which solves common challenges developers face when documenting JavaScript projects, like the lack of support for multilingualism (especially for right-to-left languages and non-Latin scripts) and limited design flexibility. Inspired by quartodoc, Richie shows how Quarto can be used to solve these problems by generating flexible, multilingual JavaScript documentation. He also walks through how the whole process can be automated using GitHub, making it easier to keep docs up to date across different languages and formats & how it can be integrated with Crowdin, a translation management system.",https://youtu.be/CySpBKJD5vY
Ten Simple Rules for Teaching an Introduction to R,Ava Hoffman,Lightning Talks,"Many of us feel unprepared to teach R, either because of a lack of guidance or time to prepare. We’ve distilled our award-winning teaching experience into our top 10 takeaways so you can get up and running teaching R quickly. This includes advice for setting yourself up for success, keeping it practical, and knowing your learners. To see our tips in more detail, check out our paper: https://doi.org/10.1371/journal.pcbi.1012018",https://youtu.be/wIt-ypW-a4M
R Scripts to Databricks: Lessons in Production Workflow,Eric Leung,Lightning Talks,"This talk is about how a team at The Walt Disney Company took the past year to take a local R workflow into production. This updated process uses a mix of R, Python, SQL, Databricks, and Tableau dashboard, all of which involves multiple teams and stakeholders. The project started as a manual monthly process to measure the effect of ESPN's live TV marketing to get consumers to convert to cross-channel platforms related to ESPN. But then we not only needed to automate this process, but also to scale it to measure the effect of marketing. The few lessons shared are: don't reinvent the wheel; use not only the best tool for the job, but the best available; take time to get used to new tools.",https://youtu.be/-WpON0JdWJM
The Expanse - Navigating the R Package Universe,Benjamin Arancibia,Lightning Talks,NA,https://youtu.be/UONFmelGssY
Translating clinical guidance to actionable insights with R,Claire Bai,Lightning Talks,"COTA’s team of oncologists and data scientists curate real-world data used by life science companies and healthcare partners to inform drug development and patient care. Over time, we have received many of the same questions from our data users, which indicated a dire need for translating our internal clinical guidance and data model knowledge into a tool for successfully navigating our data. We developed rwnavigator, an R package that helps users easily prepare COTA data for analysis with time-to-event packages. As first-time package developers, we ran into many challenges as we created, tested, and deployed rwnavigator. We hope to share with the greater R community our motivations for developing this package and best practices we learned along the way.",https://youtu.be/rQ8drf18MzA
"Templated Analyses within R Packages for Collaborative, Reproducible Research",Christopher T. Kenny,Lightning Talks,NA,https://youtu.be/XS8Jrq7Ovds
Teaching and learning data science in the era of AI,Andrew Gard,Lightning Talks,NA,https://youtu.be/kUh3ZAz-Zfg
Why’d you load that package for?,Luis D. Verde Arregoitia,Lightning Talks,"Packages enhance programming languages, and working with code makes workflows repeatable. However, the number of existing packages can be overwhelming to the point of obscuring their roles within projects. This talk discusses the importance of scripts, and introduces ways to enhance package load calls. First, by building annotations with the annotater R package and also by learning from code comments across GitHub. The value of recording information such as package source, version, title, or even which functions or data are used in a script is discussed in both data science and teaching environments.",https://youtu.be/q4vmmlUEoQg
DataPages for interactive data sharing using Quarto,Mika Braginsky,Lightning Talks,"Findable, accessible, interoperable, and reusable (FAIR) data sharing is a key component of open science but presents a challenge for researchers, especially those with limited technical expertise or resources. If datasets are shared, it's most often as static files, restricting the FAIRness of the data. We use Quarto and Observable JS to develop Datapages, tools and templates that bridge this gap. Datapages enables researchers and other data distributors to easily share versioned datasets along with interactive visualizations, rich documentation, and user-friendly access functionality.",https://youtu.be/1gUl-vWqScc
Event Automation with Posit Connect,Kelly O'Briant,Lightning Talks,NA,https://youtu.be/DrTCC9sorE8
"Using the Kyber R package to connect Google Sheets, RMarkdown, GitHub, and Agenda docs for open education",Stefanie Butland,Lightning Talks,"As we work in open data science spaces, we frequently peer-teach coding and collaboration skills. The setup work is often grossly underestimated and unseen. I’ll share how Openscapes automates setup with the Kyber R package that uses googlesheets4 and creates RMarkdown documents that become collaborative Google Doc agendas, and sets up repositories and organizes people on GitHub. Kyber replaces manual steps with R functions while maintaining the ability to edit outputs so we’re not constrained by the automation. It has enabled us to teach workshops repeatedly in less time – in 2022, we led four concurrent learning cohorts with 160 government scientists! Kyber is openly available to fork, reuse, and extend, and other groups are doing just that.",https://youtu.be/Osq83SCkiz0
Making sense of marginal effects,Demetri Pananos,Machine Learning And Statistical Modeling,"The marginaleffects package for R and Python offers a single point of entry to easily interpret over 100 types of models using a simple and consistent interface. Marginaleffects has become an indispensable tool for moving away from tables of regression coefficients and towards easily interpretable estimates. In addition to making regression models more interpretable, marginaleffects offers flexible plotting tools, efficient implementations, validated results against Stata, and a thoroughly documented website abundant with examples and vignettes. 

 

 This talk is for data scientists and data analysts who analyze data with regression models. We’ll cover how to estimate and visualize a variety of effect summaries with marginaleffects.",https://youtu.be/sjYNUIkOlC0
"Understanding, Generating, and Evaluating Prediction Intervals",Bryan Shalloway,Machine Learning And Statistical Modeling,"For many problems concerning prediction, providing intervals is more useful than just offering point estimates. This talk will provide an overview of: 

 - How to think about uncertainty in your predictions (e.g., noise in the data vs uncertainty in estimation) - Approaches to producing prediction intervals (e.g., parametric vs conformal) - Measures and considerations when evaluating and training models for prediction intervals 

 While I will touch on some similar topics as Max Kuhn’s posit::conf(2023) talk on conformal inference, my talk will cover different points and have a broader focus. I hope attendees gain an understanding of some of the key tools and concepts related to prediction intervals and that they leave inspired to learn more.",https://youtu.be/QT3SsD1kTj8
Keras 3: Deep Learning made easy,Tomasz Kalinowski,Machine Learning And Statistical Modeling,"Keras 3 is a ground-up rewrite of Keras 2 that refines the API and reintroduces multi-backend support. In this talk, learn about all the features (new and old) in Keras that make it easy to build, train, evaluate, and deploy deep learning models.",https://youtu.be/A7kXXKij5GQ
Quality Control to avoid GIGO in Deep Learning Models,Vasant Marur,Machine Learning And Statistical Modeling,"Deep Learning models help answer scientific questions, but they are only as accurate as the data we feed them. To ensure accurate models, we can implement quality control (QC) methods to ensure only high-quality data is used in training these models. Scientists generate thousands of images as part of Image-Based High Content Screening assays. To help them quickly assess the quality of these images before considerable time is spent analyzing them, we developed an interactive tool using Shiny that displays which images were flagged as part of QC. In this talk, I’ll explain how we created this QC tool and share ideas on how you could leverage your existing code and turn it into a stand-alone web app your stakeholders can use.",https://youtu.be/xpz8GWVlVck
Democratizing Organizational Surveys with Quarto and Shiny,Brennan Antone,Making Decisions With Data,"When gathering data from groups (e.g., surveys), where does it go, and who does it help? How can we deliver value directly back to all survey participants, not just top organizational decision-makers? 

 In this talk, I discuss re-designing how we report on organizational feedback surveys, moving from a top-down to a bottom-up approach to organizational change. Interactive dashboards can make data and feedback accessible to all. This tackles challenges with data quality, privacy, and power - allowing everyone to benefit directly from their data. I examine how Quarto and Shiny enable the creation of ""flipped reports"", and describe takeaways from implementing them with two Fortune 500 companies. 

 This talk teaches how personalized tools can make data accessible to all, and can alter the power dynamics around how organizations enact change.",https://youtu.be/ceW3nQssV88
CONNECTing with our clients,Sep Dadsetan,Making Decisions With Data,"Leveraging Posit Connect, our company transforms client engagement by providing direct support, extensive documentation (built with Quarto), and no-code applications for data exploration and analysis of real-world oncology data. This strategy provides us the greatest flexibility for subject matter experts to deliver client value, provide client assistance, enhance self-service learning, and lower the technical barrier for data insights. Our commitment to client success and innovation is evidenced by our use of Posit Connect, providing tools for a competitive edge and data-driven culture.",https://youtu.be/ctv0jOV8AXs
Giving your scientific computing environment (SCE) a voice: experiences and learnings leveraging operational data from our SCE and Posit products to help us serve our users better,James Black,Making Decisions With Data,"Platform owners often ask questions like ‘how quickly do users migrate to new versions of R’, ‘what programming languages are used’, and ‘how are internal packages, dashboards and outputs consumed’? 

 The answer to these questions and many more lives within the operational logs collected by systems like Posit Connect, Github, and AWS. I’ll share examples of how we use this data at Roche to shape our product roadmap. I’ll also share some ideas we are exploring to use this data to help empower our data scientists to understand the hidden consequence of how they work through feeding back personal cost and environmental impact - enabling informed decisions, e.g., what it means to schedule a pin to update daily, or request 2 vs 8 cores.",https://youtu.be/id34IlOY1fg
To Explore or To Exploit: Decoding Human Decision Making with R and Python,Erin Bugbee,Making Decisions With Data,"Every day, we face decisions, such as when to purchase a flight ticket to Seattle for posit::conf(2024) when prices change dynamically over time. As a decision scientist, I aim to understand these choices and the cognitive processes underlying them. In my talk, I'll delve into how I leverage both R and Python to decode human decision-making. I'll focus on optimal stopping problems, a common predicament we all encounter, in which a decision-maker must determine the right moment to stop exploring options and make a choice based on their accumulated knowledge. Attendees will be introduced to the field of decision science and learn how R and Python can assist in advancing the study of the human mind.",https://youtu.be/7WNBzcfZopI
Beyond the Classroom: Unspoken Realities of a Data Science Career,Brandon Sucher,Navigating A Career In Data Science,"Embarking on a data science career extends well beyond academic knowledge. In many ways, the learning has just begun. Soft skills have become increasingly valuable, with effective collaboration being essential for success. Additionally, there may be moments when advocating for your own work is crucial, turning data scientists into persuasive salespeople for their own insights and contributions. In this talk, I'll touch on some of the aspects of a data science job that aren't talked about as frequently, including onboarding successfully, becoming a subject matter expert, and understanding the end-to-end data workflow.",https://youtu.be/eGxs8ziNfQ8
GitHub: How To Tell Your Professional Story,Abigail Haddad,Navigating A Career In Data Science,"GitHub is more than just a version control tool, it's a way of explaining your professional identity to prospective employers and collaborators – and you can build your profile now, before you're looking for new opportunities. This talk is about how to think of GitHub as an opportunity, not a chore, and how to represent yourself well without making developing your GitHub profile into a part-time job. I'll talk about why GitHub adds value beyond a personal website, what kinds of projects are helpful to share, and some good development practices to get in the habit of, regardless of your project specifics.",https://youtu.be/R-bPjavai5A
Getting Data Done with a Pragmatic Data Team,Alan Schussman,Navigating A Career In Data Science,"Data work comes in lots of forms, and large organizations with reliable pipelines of similar problems can be very specialized in how they tackle this work. My contention is that many organizations doing data work don't get to be so picky: Instead of specialized roles in focused parts of a data process, many of us work from end to end, and projects often differ in the tools and domain knowledge they require. Identifying and making use of good, reusable practices in this environment is hard, and there's not a consistent supply of some of the work that's most appealing to ambitious data people. This talk explores some successes and failures in building flexible, effective, empowered teams in this environment.",https://youtu.be/k_BWKB6YohU
Oops I'm A Manager - Finding your Minimal Viable Process,Andrew Holz,Navigating A Career In Data Science,"In today's fast-paced, data-driven landscape, transitioning to a leadership role can be daunting. This talk is designed for emerging data team leaders, offering insights into striking the right balance between a clear effective process and the flexibility required for team members to do their best work. It emphasizes the importance of iterative process design, establishing effective feedback loops, and empowering team members with autonomy. These key strategies are put into action as team habits provide a blueprint for an adaptable workflow relevant to a range of different organizations. The talk aims to create a framework where both efficiency and creativity can thrive together.",https://youtu.be/0P8Y4pVUNSQ
Elevating enterprise data through open source LLMs,Zac Davies,This Session Was Not Generated By AI,"In an era where data privacy and security are paramount, many organizations are keen on leveraging Large Language Models (LLMs) in conjunction with their proprietary data without exposing it to third-party services. Recognizing this need, our talk, ""Elevating Enterprise Data Through Open Source LLMs,"" showcases an approach that integrates the capabilities of Databricks and Posit, enabling businesses to maintain ownership and control over their data and LLMs while delivering value to their customers. The core of our discussion revolves around a system architecture that synergizes the strengths of Databricks and Posit technologies, providing a comprehensive solution for enterprise data and open-source LLMs. Databricks is responsible for data management and processing, offering a seamless environment for hosting, serving, and fine-tuning open-source LLMs. Keeping data and models in the secure perimeter of Databricks lowers the risk of data exfiltration tremendously, and also benefits from the scalable data processing and machine learning capabilities - including the recent acquisition MosaicML - that Databricks delivers. Posit steps in to streamline the process through Posit Workbench, the developer platform for data science with custom integrations for working with Databricks. This allows developers to write, test, and refine their code in a familiar and powerful setting while still being able to access the data, compute, and model serving offered by Databricks. In addition, Posit Connect offers an easy-to-use platform for deploying these applications, ensuring that the end-to-end process, from development to deployment, is efficient, secure, and aligned with enterprise standards. 

 Attendees of this talk will gain valuable insights into constructing and deploying LLM-powered applications using their enterprise data. By the end of the session, you will have a clear understanding of how to leverage Databricks for optimal data management and LLM operations, alongside Posit's streamlined development and deployment processes. This knowledge will empower you to deliver secure, effective, and scalable LLM-powered applications, driving innovation and value from your enterprise data while upholding the highest standards of data privacy and security.",https://youtu.be/rv0lbUNnvEM
Using GitHub Copilot in R Shiny Development,Mark Wang,This Session Was Not Generated By AI,"Generative AI tools, like the GitHub Copilot, are revolutionizing software development, by automating routine tasks and boosting programmers' productivity. R Shiny development is uniquely positioned to benefit from GitHub Copilot. Copilot can accelerate the process by automating front-end tasks, especially those involving HTML and JavaScript, as well as testing and documentation, thus letting R Shiny developers focus more on the value-added aspects of data science and statistics. 

 The basic workflow of using GitHub copilot in R Shiny development has three parts: prompt, context, and iteration. Three types of prompts: command, question, and lead-in, all have strong use cases in R development. Specific prompts create more helpful results as compared to vague ones, and Copilot can help add more specificity to your prompts when you are not familiar with the domain topic. The most important source of context for Copilot is typically your codebase, which should be well-organized and open in your IDE. Additionally, knowledge on the internet, as well as simple and concrete examples, can also be valuable contexts. However, sensitive personal information in your context can stop Copilot from generating appropriate responses. Iteration is modifying and enriching your prompt and context to improve the quality of Copilot's responses. Function and module documentation is a valuable step of iteration. As R Shiny is often used with fast-hanging data, Copilot serves as a powerful tool in the iteration from static to dynamic app testing in the shinytest2 framework.  

 As we iterate over our prompt and context to generate better responses from Copilot, it is worthwhile to build an internal knowledge base in the form of prompt dictionaries. A Copilot knowledge base can include information specific to your organization that can be reused across projects, such as security and compliance conventions, code and documentation standards, and employment process and environment.",https://youtu.be/_AFa4DIGDJk
Uniquely Human: Data Storytelling in the Age of AI,Laura Gast,This Session Was Not Generated By AI,"In an era of overwhelming data and increasing reliance on AI, the enduring power of human storytelling becomes essential. Our brains are wired for narrative – it evokes emotion, builds connection, and motivates action. Data storytelling marries insightful analysis with captivating narratives that move audiences. 

 This presentation emphasizes the crucial role of data storytelling in an AI-driven world. It explores techniques for crafting impactful narratives from data, balancing human creativity with the speed of AI. The talk also touches on principles of ethical storytelling, highlighting how to build trust and transparency when leveraging AI.",https://youtu.be/krZnsY3Rf_U
Using Generative AI to Increase the Impact of Your Data Science Work,Alok Pattani,This Session Was Not Generated By AI,"Over the past year plus, generative AI has taken the world by storm. While use cases for helping people with writing, code generation, and creative endeavors are abundant, less attention has been paid to how generative AI tools can be used to do new things within data science workflows. This talk will cover how Google's generative AI models, including Gemini, can be used to help data practitioners work with non-traditional data (text, images, videos) and create multimodal outputs from analysis, increasing the scale, velocity, and impact of data science results. Attendees should expect to come away with ideas of how to apply Google generative AI tools to real-world data science problems in both Python and R.",https://youtu.be/4yOO2PoeBak
Introducing Positron,"Julia Silge, Isabel Zimmerman, Tom Mock, Jonathan McPherson, Lionel Henry, Davis Vaughan, and Jenny Bryan",Introducing Positron,"Positron is a next-generation data science IDE that is newly available to the community for early beta testing. This new IDE is an extensible tool built to facilitate exploratory data analysis, reproducible authoring, and publishing data artifacts. Positron currently supports these data workflows in either or both Python and R and is designed with a forward-looking architecture that can support other data science languages in the future. In this session, learn from the team-building Positron about how and why it is designed the way it is, what will feel familiar or new coming from other IDEs, and whether it might be a good fit for your own work.",https://youtu.be/8uRcB34Hhsw
Report Design in R: Small Tweaks that Make a Big Difference,David Keyes,Pour Some Glitter On It: Custom Quarto Outputs,"If you've ever tried to improve how your Quarto-based reports look, you probably felt overwhelmed. I'm a data person, you may have thought, not a designer. It's easy to drown in a sea of design advice, but we at R for the Rest of Us have found that a few small tweaks can make a big difference. In this talk, we will discuss ways that we have learned to make high-quality reports in R. These include ways you can consistently use brand fonts and colors in your report text and in your plots. All of these tweaks are small on their own, but, when combined, have the potential to make a big difference in the quality of your report design.",https://youtu.be/bp1SMhLoz_M
"Reproducible, dynamic, and elegant books with Quarto",Mine Cetinkaya-Rundel,Pour Some Glitter On It: Custom Quarto Outputs,"Building on my experience writing books with Quarto for various audiences (R learners, statistics learners, and Quarto learners), for various venues (self-published and publisher-published), in various formats (HTML books hosted online and PDF books printed), I will share best practices and tips and tricks for authoring reproducible, dynamic, and elegant books with Quarto. I will also highlight a few features from the recent releases of Quarto that pertain to books (e.g., flexible and custom cross-references, embedding computations from notebooks, and inline code in multiple languages) as well as share examples of how to make your web-hosted books more interactive with tools like webR and shinylive.",https://youtu.be/fsfoqpQYN2k
Designing and Deploying Internal Quarto Templates,Meghan Hall,Pour Some Glitter On It: Custom Quarto Outputs,"Quarto is a game-changer for creating reproducible, parameterized documents. But the beauty of Quarto—that it has so many different use cases with various output formats—can lead to disarray with numerous .qmd files floating around an organization and too much copy-paste when creating something new. Quarto templates are perfect for easing the burden of developing a report and instead standardizing the structure, style, and initial content of your projects, no matter the output format. We’ll discuss tips and tricks for implementing enough HTML and CSS to create beautiful documents that match your organization’s branding and also explore how easy it can be to deploy those Quarto templates with a single function within an internal R package.",https://youtu.be/VJEBg1Ke0lE
Closeread: bringing Scrollytelling to Quarto,Andrew Bray,Pour Some Glitter On It: Custom Quarto Outputs,"Scrollytelling is a style of web design that transitions graphics and text as a user scrolls, allowing stories to progress naturally. Despite its power, scrollytelling typically requires specialist web dev skills beyond the reach of many data scientists. Closeread is a Quarto extension that makes a wide range of scrollytelling techniques available to authors without traditional web dev experience, with support for cross-fading plots, graphics and other chunk output alongside narrative content. You can zoom in on poems, prose and images, as well as highlighting important phrases of text. 

 Finally, Closeread allows authors with experience in Observable JS to write their own animated graphics that update smoothly as scrolling progresses.",https://youtu.be/KqLxy66B3lQ
Practical Tips for Using Generative AI in Data Science Workflows,Melissa van Bussel,Keynote,"Now that we're a couple of years into the age of Generative AI, it's clear that this technology has the power to transform the way that we work. As Generative AI continues to evolve, the ways that we use these models should evolve, too. In this talk, we'll explore how we, as data professionals, can maximize the benefits of these tools in 2024 and how they can be incorporated into our everyday workflows. We'll also look at creative use cases that might not seem immediately obvious, but that will allow us to combine Generative AI with other data science tools that we already know and love, like Quarto and Shiny.",https://youtu.be/rPeOdc8jTSE
Shiny x AI,Joe Cheng,What's New With Shiny in 2024?,"These days, you can’t turn around without encountering a large language model—they’re embedded in everything from Google search results to the lower-right corner of every Windows desktop. 

 But… in your Shiny app? 

 In this talk, we’ll discuss some ways the Shiny team is combining the magical chaos of LLMs with the structure and control of Shiny. You’ll learn how to use modern chat models to add features to your Shiny apps that will feel like science fiction to your users while minimizing the risks of hallucination, irreproducibility, and data exposure.",https://youtu.be/AP8BWGhCRZc
Editable data frames in Py-Shiny: Updating original data in real-time,Barret Schloerke,What's New With Shiny in 2024?,"Integrating editable data frames into Py-Shiny and Shinylive applications streamlines data scientists' workflows by allowing real-time data manipulation directly within interactive web applications. This new feature enables users to edit cells within the data frame output. Using the empowered data frame renderer, we can facilitate immediate analysis and visualization feedback. It simplifies the process of data exploration and hypothesis testing, as changes to the data set can be instantly reflected in the application's outputs without the requirement to update the original data, keeping data scientists “scientists”, not data janitors.",https://youtu.be/AXH52WNOErc
Building ML and AI apps with Shiny for Python,Winston Chang,What's New With Shiny in 2024?,"In the last few months, the best LLMs have taken a big step forward in their ability to help write code. We’ve been building a tool that uses an LLM to help you learn Shiny and build Shiny applications much faster than ever before. 

 If you feel like you don’t have the time to invest in learning Shiny, this might change your mind. You’ll get up and running with Shiny in no time, and you’ll be able to learn from the AI as you go. If you already know Shiny, you’ll be able to dramatically accelerate your development process, and you’ll find yourself trying out new things that wouldn’t have been worth the effort before.",https://youtu.be/TYHiwWlpGOM
Supercharge Your Shiny (for Python) App: Unleashing Jupyter Widgets for Interactivity,Carson Sievert,What's New With Shiny in 2024?,"Most Python packages that provide interactive web-based visualizations (e.g., altair, plotly, bokeh, ipyleaflet, etc.) can render in Jupyter notebooks via the ipywidgets standard. The shinywidgets package brings that ipywidgets standard to Shiny, enabling the use of 100s of Jupyter Widgets as Shiny outputs. In this talk, you'll not only learn how to render Jupyter Widgets in Shiny to get interactive output, but also how to leverage user interaction with widgets to create delightful and bespoke experiences.",https://youtu.be/pL44iKfcECU
Give me the Data,Colin Gillespie,Strengthening The R Ecosystem,"For the last 20+ years, I've been reading data into R. It all started with the humble scan() function. Then, I used fancy new-fangled file formats, such as parquet and arrow, before progressing onto trendy databases, such as duckdb, for analytics. Besides the fun you can have by messing around with new technologies, when should you consider the above formats? In this talk, I'll cover a variety of methods for importing data and highlight the good, the bad, and the annoying.",https://youtu.be/zrUqOxdUUwY
Contributing to the R Project,Heather Turner,Strengthening The R Ecosystem,"Posit provides an amazing set of products to support data science, and we will learn about many great packages and approaches from both Posit and the wider community at posit::conf(2024). But underlying it all are a number of open source tools, notably R and Python. How can we contribute to sustaining these open source projects, so that we can continue to use and build on them? 

 In this talk I will address this question in the context of the R project. I will give an overview of the ways we can contribute as individuals or companies/organizations, both financially and in kind. Together we can build a more sustainable future for R!",https://youtu.be/gegeaoMSgzc
What I learned resurrecting an R package,Dave Slager,Strengthening The R Ecosystem,"We hear a lot about creating R packages, but R packages don't last forever on their own. I describe my experience resurrecting rvertnet, an abandoned ROpenSci project that had become stale on CRAN. I talk about how I found out the package needed a new maintainer, how I took ownership of the package, and how I decided what needed fixing. I discuss several examples of package repairs I implemented, including fixing outdated CI, removing unnecessary files and dependencies, writing workarounds for deprecated functions, and fixing the building of a vignette. Finally, I'll describe my positive experiences communicating with the old maintainer and submitting a package to CRAN for the first time.",NA
Building sustainable open-source ecosystems: Lessons from the #rstats community and an NSF grant,Kelly Bodwin,Strengthening The R Ecosystem,"The blessing and the curse of open-source software is that it lacks the infrastructure of a corporation. It can often be difficult to ensure that projects have stability and longevity. In this talk, I will discuss ongoing work on an NSF ""Pathways in Open-Source Ecosystems"" grant focused on the {data.table} package. Like many R packages, {data.table} has incredible functionality and thousands of users - but no cohesive community or governance structure to support it long-term. We are working to build this ecosystem. I will provide my advice and insight for key aspects of a sustainable open-source project: Engaging casual users, supporting developers, generating content, emphasizing education, and creating a home base for the community.",https://youtu.be/u0d5w0Yt8tE
Deep Learning is Just LEGO: and Other Hands on Machine Learning Activities,Chelsea Parlett-Pelleriti,Teaching Data Science,"Machine Learning involves a lot of math, and a lot of code. But it can also involve LEGO, coloring sheets, and 3D-printed gradients! Hands-on, kinesthetic activities help people learn complex technical concepts in an intuitive way, and, to be honest, provide a welcome break from all the formulas and function definitions. These activities not only increase engagement but make the topic more accessible to a wider range of people. Come learn how to use and design these activities for yourself, or for a class!",https://youtu.be/FkExc9YzmWQ
Posit Academy in the Age of Generative AI - Lessons from the Frontlines,James Wade,Teaching Data Science,"The rise of generative AI is fundamentally changing how we learn to code. At Dow, we've had nearly 200 learners participate in Posit Academy to learn R or Python and apply it to their work. As coders embrace these new tools, we are witnessing a ""before and after"" moment. This talk will share real-world examples of how researchers at Dow are learning by using code generation, highlighting the most effective tools including copilots and chat agents, to grapple with the challenges and opportunities of learning to code in this transformative era.",https://youtu.be/7tcnho6PHOc
Supporting Social Good Through Community-Based Data Science Education,Carrie Wright,Teaching Data Science,"In this data-centric era, the demand for responsible data science practitioners is more crucial than ever. However many data science education programs don’t adequately emphasize data ethics. To address this need, my colleagues, Ava Hoffman, Michael Rosenblum, and I have developed a course at Johns Hopkins, offering students hands-on experiences collaborating with community-based organizations on diverse data science projects. We've partnered with organizations championing various causes, including youth leadership, voting rights, transportation advocacy, and community tool banks. We've gained valuable insights about hands-on data ethics education and demonstrated that even data science education itself can support social good.",https://youtu.be/OT1Y2NkTsEI
AI for Gaming: How I Built a Bot to Play a Video-Game with R and Python,Aleksander Dietrichson,Teaching Data Science,"I recently undertook to build a robot to play a video game online. Using reinforcement learning, a custom computer vision model, and browser automation –all implemented in R/Python– I was able to create an AI that played the game to perfection. In this presentation, I will share the lessons learned as I went through this process and some hints to avoid the pitfalls I tackled. I will present some real-world business cases to answer the obvious why-question. For colleagues who teach Data Science and AI, I will show how an activity such as this can provide the entry point and basis for discussion for more than half a dozen topics, ranging from formal logic, game theory, and empirical inference, all the way to Shiny and Quarto.",https://youtu.be/oPb9Fedf3WY
Updates from Posit,"Hadley Wickham, Charlotte Wickham, George Stagg, and James Blair",Keynote,"Please join us for our first Posit Conf 2024 keynote, where we’ll tell you about our mission, our products, and some of the exciting things we’ve been working on over the last year. Hadley Wickham, Chief Scientist, will talk briefly about Posit’s mission and products, before introducing the three speakers who will update you on some of the coolest projects we’ve worked on over the last year. James Blair, Senior Product Manager, will give you the latest on our partnerships with Databricks and Snowflake, and how we’re building seamless integrations that let you focus on data science instead of dealing with technical details. Charlotte Wickham, Developer Educator, will show you what’s new in Quarto, focusing on new ways to build beautiful PDFs with Typst. Finally, George Stagg, Senior Software Engineer, will tell you about the latest innovations in teaching using webR, a tool that lets you compile your R code into standalone HTML files.",https://youtu.be/s_Vh9HIeLVg
Your journey from data science to animated web graphics,James Goldie,Data Visualizations: Idea > Process > Sharing,"Quarto makes web graphics accessible to data scientists, letting them write Observable JavaScript (OJS) right alongside the languages they already use, like R and Python. OJS is powerful, but making graphics that animate and transition can be a challenge. In this talk I'll demonstrate ways to use Quarto and OJS with graphics libraries to make them react and animate according to your data. We'll even look at making bespoke, reactive graphics with Svelte and D3.js using Sverto, a Quarto extension designed to help you on your web graphics journey.",https://youtu.be/nl_rlL-G2R8
API-first package design — and learning patchwork in the process,Thomas Lin Pedersen,Data Visualizations: Idea > Process > Sharing,"Data visualisation frameworks have an inherent need for good API design in order to be effective due to the potential for unbounded features their creative problem space holds. This talk will go through some of the ways taking an API-first approach to package development can play out, drawing on the experience of developing and maintaining the patchwork package over many years. Through the talk, the audience will also get an introduction to the use of patchwork, a package designed to make it effortless to combine multiple plots into a single composite figure.",https://youtu.be/mtUKYGvkXm8
From idea to code to image: Creative data visualizations in R,Georgios Karamanis,Data Visualizations: Idea > Process > Sharing,"In this talk, we will walk through the process of converting an idea into a creative visualization in R and ggplot2, from finding inspiration to writing the code. We’ll look at handy tips to make the creative and coding process smoother, how to create more personal plots, as well as the importance (and fun!) of sharing your work with a great community.",https://youtu.be/mMSitMwXem0
"Be Kind, Rewind",Ellis Hughes,Data Visualizations: Idea > Process > Sharing,"Imagine a world where crafting a stunning, insightful data visualization is not just about the end product, but the journey. A world where every decision, every tweak, every step in your creative process is not just a fleeting moment, but a valuable artifact. {camcorder} is an innovative R package that revolutionizes the way you create and share your data visualizations. It not only allows you to preview your visualizations exactly as they will be saved but also records every plot you create, turning your creative process into a compelling narrative. 

 Discover the inspiration behind {camcorder}’s creation, its use, and explore the ways you can leverage it to tell captivating stories to your stakeholders. Are you ready to press play?",https://youtu.be/5jJ6RHphpD8
Fair machine learning,Simon Couch,What's New With Tidymodels in 2024?,"In recent years, high-profile analyses have called attention to many contexts where the use of machine learning deepened inequities in our communities. After a year of research and design, the tidymodels team is excited to share a set of tools to help data scientists develop fair machine learning models and communicate about them effectively. This talk will introduce the research field of machine learning fairness and demonstrate a fairness-oriented analysis of a machine learning model with tidymodels.",https://youtu.be/PPn3x2vqw-8
