name,category,row_id,ingredient_number,ingredient,measure
Coffee Old-Fashioned,Whiskies,255,1,Bourbon whiskey,2 oz
Coffee Old-Fashioned,Whiskies,255,2,Simple Syrup,3/4 oz
Coffee Old-Fashioned,Whiskies,255,3,Angostura Bitters,2 oz
Coffee Old-Fashioned,Whiskies,255,4,Cold brewed coffee,1 oz
Coffee Old-Fashioned,Whiskies,255,5,Soda water,2 oz
Dry Martini,Cocktail Classics,256,1,Mr. Boston Gin,1 2/3 oz
Dry Martini,Cocktail Classics,256,2,Dry Vermouth,1/3 oz
Salty Dog,Vodka,257,1,"Lemon wedge, coarse salt",For glass
Salty Dog,Vodka,257,2,Vodka,1 1/2 oz
Salty Dog,Vodka,257,3,Grapefruit Juice,5 oz
Dr. Cook,Cocktail Classics,258,1,Mr. Boston Gin,3/4 oz
Dr. Cook,Cocktail Classics,258,2,Lemon Juice,1 oz
Dr. Cook,Cocktail Classics,258,3,Maraschino,1 oz
Dr. Cook,Cocktail Classics,258,4,Egg White,1 oz
Dillatini Cocktail,Cocktail Classics,259,1,Mr. Boston Gin,1 1/2 oz
Dillatini Cocktail,Cocktail Classics,259,2,Dry Vermouth,3/4 oz
Chi-Town Flip,Whiskies,260,1,Bourbon whiskey,2 oz
Chi-Town Flip,Whiskies,260,2,Tawny port,3/4 oz
Chi-Town Flip,Whiskies,260,3,Fresh lemon juice,3/4 oz
Chi-Town Flip,Whiskies,260,4,Vanilla liqueur and 3 oz,3/4 oz
Chi-Town Flip,Whiskies,260,5,Simple Syrup,1/4 oz
Chi-Town Flip,Whiskies,260,6,Whole Egg and grated nutmet,1 oz
Chef's Pain,Vodka,261,1,Bourbon whiskey,2 oz
Chef's Pain,Vodka,261,2,Fresh Lime Juice,3/4 oz
Chef's Pain,Vodka,261,3,Blackberry liqueur,1/2 oz
Chef's Pain,Vodka,261,4,B & B,1/2 oz
Sampan Shipwreck A,Vodka,262,1,Vodka,1 1/2 oz
Sampan Shipwreck A,Vodka,262,2,Orange liqueur,1/2 oz
Sampan Shipwreck A,Vodka,262,3,Canned coconut milk,1/2 oz
Sampan Shipwreck A,Vodka,262,4,Cold brewed chai tea,1/2 oz
Sampan Shipwreck A,Vodka,262,5,orgeat or almond syrup,1/2 oz
Chas,Whiskies,263,1,Bourbon whiskey,1 1/2 oz
Chas,Whiskies,263,2,Amaretto,1/4 oz
Chas,Whiskies,263,3,Benedictine,1/4 oz
Chas,Whiskies,263,4,Triple Sec,1/4 oz
Chas,Whiskies,263,5,Orange curacao,1/4 oz
Goat's Delight,Brandy,264,1,Brandy,1 oz
Goat's Delight,Brandy,264,2,Kirschwasser,1 1/2 oz
Goat's Delight,Brandy,264,3,half-and-half,1/4 oz
Goat's Delight,Brandy,264,4,orgeat or almond syrup,1 oz
Goat's Delight,Brandy,264,5,Absinthe or pastis,1 oz
Russian Bear Cocktail,Vodka,265,1,Vodka,1 oz
Russian Bear Cocktail,Vodka,265,2,White creme de cacao,1/2 oz
Russian Bear Cocktail,Vodka,265,3,half-and-half,1/2 oz
Character Development,Whiskies,266,1,Scotch Whiskey,2 oz
Character Development,Whiskies,266,2,Coconut liqueur,1/2 oz
Character Development,Whiskies,266,3,Dry Sherry,1/2 oz
Character Development,Whiskies,266,4,Grapefruit bitters,2 oz
Ruby Red,Vodka,267,1,Grapefruit-flavored vodka,2 oz
Ruby Red,Vodka,267,2,Triple Sec,1 1/2 oz
Ruby Red,Vodka,267,3,Fresh ruby red grapefruit juice,1 1/2 oz
Ruby Red,Vodka,267,4,Fresh orange juice,1 oz
Chaplin,Whiskies,268,1,Bourbon whiskey,3/4 oz
Chaplin,Whiskies,268,2,Dry Sherry,3/4 oz
Chaplin,Whiskies,268,3,Ramazzotti Amaro,3/4 oz
Chaplin,Whiskies,268,4,Triple Sec,1 oz
Chaplin,Whiskies,268,5,Orange Bitters,2 oz
Rouxby Red,Vodka,269,1,"For glass Lemon wedge, coarse salt",For glass
Rouxby Red,Vodka,269,2,Grapefruit-flavored vodka,1 1/2 oz
Rouxby Red,Vodka,269,3,Fresh lemon juice,1/4 oz
Rouxby Red,Vodka,269,4,Grapefruit Juice,3/4 oz
Rouxby Red,Vodka,269,5,Campari,1/2 oz
Rouxby Red,Vodka,269,6,Simple Syrup,1/2 oz
Rosemary Clementine Sparkle,Vodka,270,1,Clementine or mandarin orange,1/4 oz
Rosemary Clementine Sparkle,Vodka,270,2,Vodka,1 1/2 oz
Rosemary Clementine Sparkle,Vodka,270,3,Fresh lemon juice,3/4 oz
Rosemary Clementine Sparkle,Vodka,270,4,Honey Syrup,3/4 oz
Rosemary Clementine Sparkle,Vodka,270,5,Fresh rosemary sprig,1 oz
Rosemary Clementine Sparkle,Vodka,270,6,Chilled sparkling wine or Champagne,1 oz
Chapel Hill,Whiskies,271,1,Bourbon whiskey,2 oz
Chapel Hill,Whiskies,271,2,Triple Sec,1/2 oz
Chapel Hill,Whiskies,271,3,Fresh lemon juice,1/2 oz
Robin's Nest,Vodka,272,1,Vodka,1 oz
Robin's Nest,Vodka,272,2,Cranberry Juice,1 oz
Robin's Nest,Vodka,272,3,White creme de cacao,1/2 oz
Chancellor Cocktail,Whiskies,273,1,Blended Scotch Whiskey,1 1/2 oz
Chancellor Cocktail,Whiskies,273,2,Dry Vermouth,1/2 oz
Chancellor Cocktail,Whiskies,273,3,Tawny port,1/2 oz
Chancellor Cocktail,Whiskies,273,4,Peychaud's Bitters,1 oz
Cafe di Saronno,Cocktail Classics,274,1,Amaretto di Saronno,1 oz
Carre Reprise,Whiskies,275,1,Straight rye whiskey,1 oz
Carre Reprise,Whiskies,275,2,Cognac,1 oz
Carre Reprise,Whiskies,275,3,Sweet Vermouth,1 oz
Carre Reprise,Whiskies,275,4,Elderflower liqueur,1/2 oz
Carre Reprise,Whiskies,275,5,Angostura Bitters,1 oz
Carre Reprise,Whiskies,275,6,Peychaud's Bitters,1 oz
Gilroy Cocktail,Brandy,276,1,cherry-flavored brandy,3/4 oz
Gilroy Cocktail,Brandy,276,2,Gin,3/4 oz
Gilroy Cocktail,Brandy,276,3,Dry Vermouth,1/2 oz
Gilroy Cocktail,Brandy,276,4,Fresh lemon juice,1/2 oz
Gilroy Cocktail,Brandy,276,5,Orange Bitters,1 oz
Redhead Martini,Vodka,277,1,"Strawberries, cut into halves",4 oz
Redhead Martini,Vodka,277,2,Fresh lemon juice,3/4 oz
Redhead Martini,Vodka,277,3,Simple Syrup,3/4 oz
Redhead Martini,Vodka,277,4,Citrus-flavored vodka,1 1/2 oz
Redhead Martini,Vodka,277,5,Chilled Moscato d'Asti or sweet sparkling wine,1 oz
Red Apple,Vodka,278,1,Vodka,1 1/2 oz
Red Apple,Vodka,278,2,Apple juice,1 oz
Red Apple,Vodka,278,3,Fresh lemon juice,1/2 oz
Red Apple,Vodka,278,4,Grenadine,1 oz
Canal Street Daisy,Whiskies,279,1,Blended Scotch Whiskey,1 oz
Canal Street Daisy,Whiskies,279,2,Orange juice,1 oz
Canal Street Daisy,Whiskies,279,3,Fresh lemon juice,3/4 oz
Canal Street Daisy,Whiskies,279,4,Soda water,1 oz
Canal Street Daisy,Whiskies,279,5,Orange wheel,1 oz
Canadian Cocktail,Whiskies,280,1,Canadian whisky,1 1/2 oz
Canadian Cocktail,Whiskies,280,2,Triple Sec,1/2 oz
Canadian Cocktail,Whiskies,280,3,Simple Syrup,1/2 oz
Canadian Cocktail,Whiskies,280,4,Angostura Bitters,1 oz
Purple Ruby,Vodka,281,1,Vodka,1 1/2 oz
Purple Ruby,Vodka,281,2,Pomegranate juice,1 1/2 oz
Purple Ruby,Vodka,281,3,Grapefruit Juice,1/2 oz
Purple Ruby,Vodka,281,4,Fresh Lime Juice,1/4 oz
Purple Ruby,Vodka,281,5,Honey Syrup,1/4 oz
Canadian Cherry,Whiskies,282,1,Maraschino liqueur,1 oz
Canadian Cherry,Whiskies,282,2,Canadian whisky,1 1/2 oz
Canadian Cherry,Whiskies,282,3,Maraschino liqueur,1/2 oz
Canadian Cherry,Whiskies,282,4,Fresh lemon juice,1/2 oz
Canadian Cherry,Whiskies,282,5,Orange juice,1/2 oz
Orange Smile,Cocktail Classics,283,1,Egg,1 oz
Orange Smile,Cocktail Classics,283,2,Juice of Orange,1 oz
Orange Smile,Cocktail Classics,283,3,Grenadine,1 oz
Purple Passion Iced Tea,Vodka,284,1,Vodka,1/2 oz
Purple Passion Iced Tea,Vodka,284,2,Light Rum,1/2 oz
Purple Passion Iced Tea,Vodka,284,3,Gin,1/2 oz
Purple Passion Iced Tea,Vodka,284,4,Black raspberry liqueur,1/2 oz
Purple Passion Iced Tea,Vodka,284,5,Simple Syrup,1/2 oz
Purple Passion Iced Tea,Vodka,284,6,Fresh lemon juice and 3 oz,3/4 oz
Canadian Breeze,Whiskies,285,1,Canadian whisky,1 1/2 oz
Canadian Breeze,Whiskies,285,2,Pineapple Juice,3/4 oz
Canadian Breeze,Whiskies,285,3,Fresh lemon juice,1/2 oz
Canadian Breeze,Whiskies,285,4,Maraschino liqueur,1/4 oz
Canadian Breeze,Whiskies,285,5,"Pineapple wedge, maraschino cherry",1 oz
Purple Passion,Vodka,286,1,Vodka,1 1/2 oz
Purple Passion,Vodka,286,2,Grapefruit Juice,2 oz
Purple Passion,Vodka,286,3,Concord grape juice,2 oz
Purple Passion,Vodka,286,4,Simple Syrup,1/2 oz
Cameron's Kick Cocktail,Whiskies,287,1,Blended Scotch Whiskey,3/4 oz
Cameron's Kick Cocktail,Whiskies,287,2,Irish Whiskey,3/4 oz
Cameron's Kick Cocktail,Whiskies,287,3,Fresh lemon juice,1/2 oz
Cameron's Kick Cocktail,Whiskies,287,4,Orange Bitters,2 oz
Georgia Mint Julep,Brandy,288,1,Mint sprigs,2 oz
Georgia Mint Julep,Brandy,288,2,Simple Syrup,1/4 oz
Georgia Mint Julep,Brandy,288,3,Brandy,1 1/2 oz
Georgia Mint Julep,Brandy,288,4,Peach-flavored brandy,1 oz
California Lemonade,Whiskies,289,1,Bourbon whiskey,2 oz
California Lemonade,Whiskies,289,2,Fresh lemon juice,1 oz
California Lemonade,Whiskies,289,3,Fresh Lime Juice,1 oz
California Lemonade,Whiskies,289,4,Simple Syrup,1 oz
California Lemonade,Whiskies,289,5,Grenadine,1/4 oz
California Lemonade,Whiskies,289,6,"Soda water, Orange and lemon wheels, maraschino cherry",1 oz
Boston Side Car,Cocktail Classics,290,1,Mr. Boston Five Star Brandy,3/4 oz
Boston Side Car,Cocktail Classics,290,2,Mr. Boston Rum,3/4 oz
Boston Side Car,Cocktail Classics,290,3,Mr. Boston Triple Sec,3/4 oz
Boston Side Car,Cocktail Classics,290,4,Juice of a Lime,1/2 oz
Cablegram,Whiskies,291,1,Bourbon whiskey,2 oz
Cablegram,Whiskies,291,2,Fresh lemon juice,1 oz
Cablegram,Whiskies,291,3,Simple Syrup,1/2 oz
Cablegram,Whiskies,291,4,Ginger ale,1 oz
Bull And Bear,Whiskies,292,1,Bourbon whiskey,1 1/2 oz
Bull And Bear,Whiskies,292,2,Orange curacao,3/4 oz
Bull And Bear,Whiskies,292,3,Fresh lemon juice,1 oz
Bull And Bear,Whiskies,292,4,Grenadine,1/4 oz
Brooklyn,Whiskies,293,1,Rye or bourbon whiskey,1 1/2 oz
Brooklyn,Whiskies,293,2,Sweet Vermouth,1/2 oz
Brooklyn,Whiskies,293,3,Amer Picon or Torani Amer,1 oz
Brooklyn,Whiskies,293,4,Maraschino liqueur,1 oz
Brighton Punch,Whiskies,294,1,Bourbon whiskey,3/4 oz
Brighton Punch,Whiskies,294,2,Brandy,3/4 oz
Brighton Punch,Whiskies,294,3,Benedictine,3/4 oz
Brighton Punch,Whiskies,294,4,Orange juice,2 oz
Brighton Punch,Whiskies,294,5,Fresh lemon juice,1 oz
Bourbon Renewal,Whiskies,295,1,Bourbon whiskey,2 oz
Bourbon Renewal,Whiskies,295,2,Fresh lemon juice,1 oz
Bourbon Renewal,Whiskies,295,3,Creme de Cassis,1/2 oz
Bourbon Renewal,Whiskies,295,4,Simple Syrup,1/2 oz
Bourbon Renewal,Whiskies,295,5,Angostura Bitters,1 oz
Bourbon Highball,Whiskies,296,1,Bourbon whiskey,2 oz
Bourbon And Elder,Whiskies,297,1,Bourbon whiskey,2 oz
Bourbon And Elder,Whiskies,297,2,Elderflower liqueur,3/4 oz
Bourbon And Elder,Whiskies,297,3,Angostura Bitters,1 oz
Bourbon Crusta,Whiskies,298,1,"Lemon wedge, superfine sugar,  Long, wide spiral of orange zest",For glass
Bourbon Crusta,Whiskies,298,2,Bourbon whiskey,2 oz
Bourbon Crusta,Whiskies,298,3,Triple Sec,1/2 oz
Bourbon Crusta,Whiskies,298,4,Maraschino liqueur,1 oz
Bourbon Crusta,Whiskies,298,5,Fresh lemon juice,1 oz
Bourbon Crusta,Whiskies,298,6,Orange Bitters,2 oz
Bourbon Cooler,Whiskies,299,1,Bourbon whiskey,2 1/2 oz
Bourbon Cooler,Whiskies,299,2,Fresh lemon juice,1/2 oz
Bourbon Cooler,Whiskies,299,3,Grapefruit Juice,1/2 oz
Bourbon Cooler,Whiskies,299,4,Orgeat Syrup,1/2 oz
Froupe Cocktail,Brandy,300,1,Brandy,1 1/2 oz
Froupe Cocktail,Brandy,300,2,Sweet Vermouth,1 1/2 oz
Froupe Cocktail,Brandy,300,3,Benedictine,1 oz
Bourbon A La Creme,Whiskies,301,1,Bourbon whiskey,2 oz
Bourbon A La Creme,Whiskies,301,2,Dark creme de cacao,1 oz
Bourbon A La Creme,Whiskies,301,3,Vanilla liqueur,1/2 oz
The Bone,Whiskies,302,1,Bourbon whiskey,2 oz
The Bone,Whiskies,302,2,Fresh Lime Juice,1/2 oz
The Bone,Whiskies,302,3,Simple Syrup,1/2 oz
The Bone,Whiskies,302,4,Hot red pepper sauce,3 oz
Bobby Burns Cocktail,Whiskies,303,1,Blended Scotch Whiskey,1 1/2 oz
Bobby Burns Cocktail,Whiskies,303,2,Sweet Vermouth,1 1/2 oz
Bobby Burns Cocktail,Whiskies,303,3,Benedictine,1 oz
Bloody Scotsman,Whiskies,304,1,"Smoky Scotch whisky, such as Laphroaig",24 oz
Bloody Scotsman,Whiskies,304,2,Tomato Juice,24 oz
Bloody Scotsman,Whiskies,304,3,V8 cocktail juice,24 oz
Bloody Scotsman,Whiskies,304,4,ketchup,1c
Bloody Scotsman,Whiskies,304,5,Fresh Lime Juice,3 oz
Bloody Scotsman,Whiskies,304,6,"Simple Syrup, 3/4 oz",3 oz
White Cargo Cocktail,Cocktail Classics,305,1,Vanilla Ice Cream,1 oz
White Cargo Cocktail,Cocktail Classics,305,2,Mr. Boston Gin,1 oz
Blood and Sand,Whiskies,306,1,Blended Scotch Whiskey,1/2 oz
Blood and Sand,Whiskies,306,2,cherry-flavored brandy,1/2 oz
Blood and Sand,Whiskies,306,3,Sweet Vermouth,1/2 oz
Blood and Sand,Whiskies,306,4,Orange juice,1/2 oz
The Blinker,Whiskies,307,1,Straight rye whisky,2 oz
The Blinker,Whiskies,307,2,Grapefruit Juice,1 1/2 oz
The Blinker,Whiskies,307,3,Raspberry Syrup,1 oz
Pike's Peak Cooler,Cocktail Classics,308,2,Juice of a Lemon,1/2 oz
Pike's Peak Cooler,Cocktail Classics,308,3,Powdered Sugar,1 oz
Pike's Peak Cooler,Cocktail Classics,308,4,Whole Egg,1 oz
Blarney Stone Cocktail,Whiskies,309,1,Irish Whiskey,2 oz
Blarney Stone Cocktail,Whiskies,309,2,Anisette,1/2 oz
Blarney Stone Cocktail,Whiskies,309,3,Triple Sec,1/2 oz
Blarney Stone Cocktail,Whiskies,309,4,Maraschino liqueur,1/2 oz
Blarney Stone Cocktail,Whiskies,309,5,Angostura Bitters,1 oz
Blarney Stone Cocktail,Whiskies,309,6,"Orange twist, green olive",1 oz
Pacman,Cocktail Classics,310,1,Lemon Juice,2 oz
Pacman,Cocktail Classics,310,2,Grenadine,1 oz
Pacman,Cocktail Classics,310,3,Bitters,1 oz
Lemonade (Golden),Cocktail Classics,311,1,Juice of a Lemon,1 oz
Lemonade (Golden),Cocktail Classics,311,2,Powdered Sugar,2 oz
Lemonade (Golden),Cocktail Classics,311,3,Egg Yolk,1 oz
Lemonade (Golden),Cocktail Classics,311,4,Water,6 oz
Black Hawk,Whiskies,312,1,Bourbon whiskey,1 1/2 oz
Black Hawk,Whiskies,312,2,Sloe gin,1 1/2 oz
Black Hawk,Whiskies,312,3,Maraschino cherry,1 oz
Lemonade (Egg),Cocktail Classics,313,1,Juice of a Lemon,1 oz
Lemonade (Egg),Cocktail Classics,313,2,Powdered Sugar,2 oz
Lemonade (Egg),Cocktail Classics,313,3,Whole Egg,1 oz
Bensonhurst,Whiskies,314,1,Cynar,1 oz
Bensonhurst,Whiskies,314,2,Straight rye whiskey,2 oz
Bensonhurst,Whiskies,314,3,Dry Vermouth,1 oz
Bensonhurst,Whiskies,314,4,Maraschino liqueur,1/4 oz
Chocolate Daisy,Cocktail Classics,315,1,Juice of a Lemon,1/2 oz
Chocolate Daisy,Cocktail Classics,315,2,Powdered Sugar,1/2 oz
Chocolate Daisy,Cocktail Classics,315,3,Grenadine,1 oz
Chocolate Daisy,Cocktail Classics,315,4,Brandy,1 1/2 oz
Chocolate Daisy,Cocktail Classics,315,5,Port,1 1/2 oz
The Beautiful Day,Whiskies,316,1,Irish Whiskey,1 1/4 oz
The Beautiful Day,Whiskies,316,2,Rhubarb Syrup,3/4 oz
The Beautiful Day,Whiskies,316,3,Cold brewed green tea,2 oz
French Quarter,Brandy,317,1,Brandy,2 oz
French Quarter,Brandy,317,2,Lillet Blanc,3/4 oz
Creme de Gin Cocktail,Cocktail Classics,318,1,Gin,1 1/2 oz
Creme de Gin Cocktail,Cocktail Classics,318,2,White creme de menthe,1/2 oz
Creme de Gin Cocktail,Cocktail Classics,318,3,Egg White,1 oz
Creme de Gin Cocktail,Cocktail Classics,318,4,Lemon Juice,2 oz
Creme de Gin Cocktail,Cocktail Classics,318,5,Orange Juice,2 oz
Creamy Screwdriver,Cocktail Classics,319,1,Vodka,2 oz
Creamy Screwdriver,Cocktail Classics,319,2,Egg Yolk,1 oz
Creamy Screwdriver,Cocktail Classics,319,3,Orange Juice,6 oz
Creamy Screwdriver,Cocktail Classics,319,4,Sugar,1 oz
Creamy Orange,Cocktail Classics,320,1,Orange Juice,1 oz
Creamy Orange,Cocktail Classics,320,2,Cream sherry,1 oz
Creamy Orange,Cocktail Classics,320,3,Brandy,3/4 oz
Creamy Orange,Cocktail Classics,320,4,Light cream,1 oz
Creamsicle,Cocktail Classics,321,1,Vanilla liqueur,1 1/2 oz
Creamsicle,Cocktail Classics,321,2,Milk,1 1/2 oz
Creamsicle,Cocktail Classics,321,3,Orange Juice,3 oz
Cowboy Cocktail,Cocktail Classics,322,1,Blended whiskey,1 1/2 oz
Cowboy Cocktail,Cocktail Classics,322,2,Light cream,1 oz
Beals Cocktail,Whiskies,323,1,Blended Scotch Whiskey,1 1/2 oz
Beals Cocktail,Whiskies,323,2,Dry Vermouth,1/2 oz
Beals Cocktail,Whiskies,323,3,Sweet Vermouth,1/2 oz
Coronation Cocktail,Cocktail Classics,324,1,Gin,3/4 oz
Coronation Cocktail,Cocktail Classics,324,2,Dubonnet,3/4 oz
Coronation Cocktail,Cocktail Classics,324,3,Dry Vermouth,3/4 oz
Cornell Cocktail,Cocktail Classics,325,1,Lemon Juice,1/2 oz
Cornell Cocktail,Cocktail Classics,325,2,Maraschino,1 oz
Cornell Cocktail,Cocktail Classics,325,3,Egg White,1 oz
Cornell Cocktail,Cocktail Classics,325,4,Gin,1 1/2 oz
Combo,Cocktail Classics,326,1,Dry Vermouth,2 1/2 oz
Combo,Cocktail Classics,326,2,Brandy,1 oz
Combo,Cocktail Classics,326,3,Triple Sec,1/2 oz
Combo,Cocktail Classics,326,4,Powdered Sugar,1/2 oz
Combo,Cocktail Classics,326,5,Bitters,1 oz
Basin Street,Whiskies,327,1,Bourbon whiskey,2 oz
Basin Street,Whiskies,327,2,Triple Sec,3/4 oz
Basin Street,Whiskies,327,3,Fresh lemon juice,3/4 oz
Cole's Raspberry Cream,Cocktail Classics,328,1,Raspberry Yogurt,1 1/2 oz
Cole's Raspberry Cream,Cocktail Classics,328,2,Raspberry Ice Cream,1 1/2 oz
Cole's Raspberry Cream,Cocktail Classics,328,3,White creme de cacao,1 1/2 oz
Cole's Raspberry Cream,Cocktail Classics,328,4,Vodka,1 1/2 oz
Cole's Raspberry Cream,Cocktail Classics,328,5,Heavy cream,2 oz
Cognac Coupling,Cocktail Classics,329,1,Cognac,2 oz
Cognac Coupling,Cocktail Classics,329,2,Tawny port,1 oz
Cognac Coupling,Cocktail Classics,329,3,Anis,1/2 oz
Cognac Coupling,Cocktail Classics,329,4,Lemon Juice,1 oz
Coffee Sour,Cocktail Classics,330,1,Coffee-flavored brandy,1 1/2 oz
Coffee Sour,Cocktail Classics,330,2,Lemon Juice,1 oz
Coffee Sour,Cocktail Classics,330,3,Powdered Sugar,1 oz
Coffee Sour,Cocktail Classics,330,4,Egg White,1/2 oz
Coffee Flip,Cocktail Classics,331,1,Whole Egg,1 oz
Coffee Flip,Cocktail Classics,331,2,Powdered Sugar,1 oz
Coffee Flip,Cocktail Classics,331,3,Brandy,1 oz
Coffee Flip,Cocktail Classics,331,4,Port,1 oz
Coffee Flip,Cocktail Classics,331,5,Light Cream (if desired),2 oz
Coffee Cocktail,Cocktail Classics,332,1,Whole Egg,1 oz
Coffee Cocktail,Cocktail Classics,332,2,Powdered Sugar,1 oz
Coffee Cocktail,Cocktail Classics,332,3,Port,1 oz
Coffee Cocktail,Cocktail Classics,332,4,Brandy,1 oz
Purple Mask,Vodka,333,1,Vodka,1 oz
Purple Mask,Vodka,333,2,Concord grape juice,1 oz
Purple Mask,Vodka,333,3,White creme de cacao,1/2 oz
Clove Cocktail,Cocktail Classics,334,1,Sweet Vermouth,1 oz
Clove Cocktail,Cocktail Classics,334,2,Sloe gin,1/2 oz
Clove Cocktail,Cocktail Classics,334,3,Muscatel Wine,1/2 oz
Clover Leaf Cocktail,Cocktail Classics,335,1,Juice of a Lime,1 oz
Clover Leaf Cocktail,Cocktail Classics,335,2,Grenadine,2 oz
Clover Leaf Cocktail,Cocktail Classics,335,3,Egg White,1 oz
Clover Leaf Cocktail,Cocktail Classics,335,4,Gin,1 1/2 oz
Clover Club Cocktail,Cocktail Classics,336,1,Juice of a Lemon,1 oz
Clover Club Cocktail,Cocktail Classics,336,2,Grenadine,2 oz
Clover Club Cocktail,Cocktail Classics,336,3,Egg White,1 oz
Clover Club Cocktail,Cocktail Classics,336,4,Gin,1 1/2 oz
Priority Cocktail,Vodka,337,1,Vodka,2 oz
Priority Cocktail,Vodka,337,2,Calvados,1/2 oz
Priority Cocktail,Vodka,337,3,Coffee liqueur,1/2 oz
Clamato Cocktail,Cocktail Classics,338,1,Vodka,1 1/2 oz
Clamato Cocktail,Cocktail Classics,338,2,Clam Juice,1 oz
Clamato Cocktail,Cocktail Classics,338,3,Tomato Juice,3 oz
Cider Eggnog,Cocktail Classics,339,1,Whole Egg,1 oz
Cider Eggnog,Cocktail Classics,339,2,Powdered Sugar,1 oz
Cider Eggnog,Cocktail Classics,339,3,Milk,1/2 oz
Chocolate Soldier,Cocktail Classics,340,1,Juice of a Lime,1/2 oz
Chocolate Soldier,Cocktail Classics,340,2,Dubonnet,3/4 oz
Chocolate Soldier,Cocktail Classics,340,3,Gin,1 1/2 oz
Chocolate Flip,Cocktail Classics,341,1,Whole Egg,1 oz
Chocolate Flip,Cocktail Classics,341,2,Powdered Sugar,1 oz
Chocolate Flip,Cocktail Classics,341,3,Sloe gin,3/4 oz
Chocolate Flip,Cocktail Classics,341,4,Brandy,3/4 oz
Chocolate Flip,Cocktail Classics,341,5,Light Cream (if desired),2 oz
Chocolate Cocktail,Cocktail Classics,342,1,Port,1 1/2 oz
Chocolate Cocktail,Cocktail Classics,342,2,Yellow Chartreuse,1 1/2 oz
Chocolate Cocktail,Cocktail Classics,342,3,Egg Yolk,1 oz
Chocolate Cocktail,Cocktail Classics,342,4,Powdered Sugar,1 oz
Chicago Fizz,Cocktail Classics,343,1,Juice of a Lemon,1/2 oz
Chicago Fizz,Cocktail Classics,343,2,Powdered Sugar,1 oz
Chicago Fizz,Cocktail Classics,343,3,Egg White,1 oz
Chicago Fizz,Cocktail Classics,343,4,Port,1 oz
Chicago Fizz,Cocktail Classics,343,5,Light Rum,1 oz
Pretty In Pink,Vodka,344,1,Vodka,2 oz
Pretty In Pink,Vodka,344,2,Cranberry Juice,1/2 oz
Pretty In Pink,Vodka,344,3,Creme de noyaux,3/4 oz
Pretty In Pink,Vodka,344,4,Fresh lemon juice,3/4 oz
Cherry Wine Cocktail,Cocktail Classics,345,1,Danish Cherry Wine,3/4 oz
Cherry Wine Cocktail,Cocktail Classics,345,2,Vodka,3/4 oz
Cherry Wine Cocktail,Cocktail Classics,345,3,Juice of a Lime,1/2 oz
Cherry Flip,Cocktail Classics,346,1,Whole Egg,1 oz
Cherry Flip,Cocktail Classics,346,2,Powdered Sugar,1 oz
Cherry Flip,Cocktail Classics,346,3,cherry-flavored brandy,1 1/2 oz
Cherry Flip,Cocktail Classics,346,4,Light Cream (if desired),2 oz
Cherry Cooler,Cocktail Classics,347,1,Cherry Vodka,2 oz
Polynesian Cocktail,Vodka,348,2,Vodka,1 1/2 oz
Polynesian Cocktail,Vodka,348,3,cherry-flavored brandy,3/4 oz
Polynesian Cocktail,Vodka,348,4,Fresh Lime Juice,3/4 oz
Chateau Briand's Rum Cow,Cocktail Classics,349,1,Dark rum,1 1/4 oz
Chateau Briand's Rum Cow,Cocktail Classics,349,2,Sugar,1 oz
Chateau Briand's Rum Cow,Cocktail Classics,349,3,Bitters,2 oz
Chateau Briand's Rum Cow,Cocktail Classics,349,4,Milk,3/4 oz
Champagne Velvet,Cocktail Classics,350,1,Chilled Stout,5 oz
Champagne Velvet,Cocktail Classics,350,2,Chilled Champagne,5 oz
Pink Pussycat,Vodka,351,1,Vodka,1 1/2 oz
Pink Pussycat,Vodka,351,2,Pineapple or grapefruit juice,2 oz
Pink Pussycat,Vodka,351,3,Grenadine,1/2 oz
Back Porch Swizzle,Whiskies,352,1,Bourbon whiskey,1 1/2 oz
Back Porch Swizzle,Whiskies,352,2,Dry Vermouth,1/2 oz
Back Porch Swizzle,Whiskies,352,3,Pineapple Juice,1 oz
Back Porch Swizzle,Whiskies,352,4,Ginger beer,1 oz
Canadian Pineapple,Cocktail Classics,353,1,Canadian whisky,1 1/2 oz
Canadian Pineapple,Cocktail Classics,353,2,Pineapple Juice,1 oz
Canadian Pineapple,Cocktail Classics,353,3,Lemon Juice,1 oz
Canadian Pineapple,Cocktail Classics,353,4,Maraschino,1/2 oz
Calm Voyage,Cocktail Classics,354,1,Strega,1/2 oz
Calm Voyage,Cocktail Classics,354,2,Light Rum,1/2 oz
Calm Voyage,Cocktail Classics,354,3,Passion Fruit Syrup,1 oz
Calm Voyage,Cocktail Classics,354,4,Lemon Juice,2 oz
Calm Voyage,Cocktail Classics,354,5,Egg White,1/2 oz
Pink Lemonade,Vodka,355,1,Citrus-flavored vodka,1 1/2 oz
Pink Lemonade,Vodka,355,2,Triple Sec,1/4 oz
Pink Lemonade,Vodka,355,3,Fresh Lime Juice,1/4 oz
Pink Lemonade,Vodka,355,4,Fresh lemon juice,1/4 oz
Pink Lemonade,Vodka,355,5,Simple Syrup,1/4 oz
Pink Lemonade,Vodka,355,6,"Cranberry Juice, lemon wheel",2 oz
Caledonia,Cocktail Classics,356,1,Creme de Cacao (Brown),1 oz
Caledonia,Cocktail Classics,356,2,Brandy,1 oz
Caledonia,Cocktail Classics,356,3,Milk,1 oz
