season_name,season,castaway,finalist,vote
Survivor: Nicaragua,21,Holly,Fabio,0
Survivor: Nicaragua,21,Dan,Sash,0
Survivor: Nicaragua,21,Dan,Chase,0
Survivor: Nicaragua,21,Dan,Fabio,1
Survivor: Nicaragua,21,Jane,Sash,0
Survivor: Nicaragua,21,Jane,Chase,1
Survivor: Nicaragua,21,Jane,Fabio,0
Survivor: Nicaragua,21,Benry,Sash,0
Survivor: Nicaragua,21,Benry,Chase,0
Survivor: Nicaragua,21,Benry,Fabio,1
Survivor: Nicaragua,21,Kelly S.,Sash,0
Survivor: Nicaragua,21,Kelly S.,Chase,0
Survivor: Nicaragua,21,Kelly S.,Fabio,1
Survivor: Nicaragua,21,NaOnka,Sash,0
Survivor: Nicaragua,21,NaOnka,Chase,0
Survivor: Nicaragua,21,NaOnka,Fabio,1
Survivor: Nicaragua,21,Brenda,Sash,0
Survivor: Nicaragua,21,Brenda,Chase,1
Survivor: Nicaragua,21,Brenda,Fabio,0
Survivor: Nicaragua,21,Marty,Sash,0
Survivor: Nicaragua,21,Marty,Chase,0
Survivor: Nicaragua,21,Marty,Fabio,1
Survivor: Nicaragua,21,Alina,Sash,0
Survivor: Nicaragua,21,Alina,Chase,1
Survivor: Nicaragua,21,Alina,Fabio,0
Survivor: Heroes vs. Villains,20,Jerri,Russell,0
Survivor: Heroes vs. Villains,20,Jerri,Parvati,1
Survivor: Heroes vs. Villains,20,Jerri,Sandra,0
Survivor: Heroes vs. Villains,20,Colby,Russell,0
Survivor: Heroes vs. Villains,20,Colby,Parvati,0
Survivor: Heroes vs. Villains,20,Colby,Sandra,1
Survivor: Heroes vs. Villains,20,Rupert,Russell,0
Survivor: Heroes vs. Villains,20,Rupert,Parvati,0
Survivor: Heroes vs. Villains,20,Rupert,Sandra,1
Survivor: Heroes vs. Villains,20,Danielle,Russell,0
Survivor: Heroes vs. Villains,20,Danielle,Parvati,1
Survivor: Heroes vs. Villains,20,Danielle,Sandra,0
Survivor: Heroes vs. Villains,20,Candice,Russell,0
Survivor: Heroes vs. Villains,20,Candice,Parvati,0
Survivor: Heroes vs. Villains,20,Candice,Sandra,1
Survivor: Heroes vs. Villains,20,Amanda,Russell,0
Survivor: Heroes vs. Villains,20,Amanda,Parvati,0
Survivor: Heroes vs. Villains,20,Amanda,Sandra,1
Survivor: Heroes vs. Villains,20,J.T.,Russell,0
Survivor: Heroes vs. Villains,20,J.T.,Parvati,0
Survivor: Heroes vs. Villains,20,J.T.,Sandra,1
Survivor: Heroes vs. Villains,20,Courtney,Russell,0
Survivor: Heroes vs. Villains,20,Courtney,Parvati,0
Survivor: Heroes vs. Villains,20,Courtney,Sandra,1
Survivor: Heroes vs. Villains,20,Coach,Russell,0
Survivor: Heroes vs. Villains,20,Coach,Parvati,1
Survivor: Heroes vs. Villains,20,Coach,Sandra,0
Survivor: Samoa,19,Brett,Mick,0
Survivor: Samoa,19,Brett,Russell H.,0
Survivor: Samoa,19,Brett,Natalie,1
Survivor: Samoa,19,Jaison,Mick,0
Survivor: Samoa,19,Jaison,Russell H.,0
Survivor: Samoa,19,Jaison,Natalie,1
Survivor: Samoa,19,Shambo,Mick,0
Survivor: Samoa,19,Shambo,Russell H.,0
Survivor: Samoa,19,Shambo,Natalie,0
Survivor: Samoa,19,Monica,Mick,0
Survivor: Samoa,19,Monica,Russell H.,0
Survivor: Samoa,19,Monica,Natalie,1
Survivor: Samoa,19,Dave,Mick,0
Survivor: Samoa,19,Dave,Russell H.,0
Survivor: Samoa,19,Dave,Natalie,1
Survivor: Samoa,19,John,Mick,0
Survivor: Samoa,19,John,Russell H.,0
Survivor: Samoa,19,John,Natalie,0
Survivor: Samoa,19,Laura,Mick,0
Survivor: Samoa,19,Laura,Russell H.,0
Survivor: Samoa,19,Laura,Natalie,1
Survivor: Samoa,19,Kelly,Mick,0
Survivor: Samoa,19,Kelly,Russell H.,0
Survivor: Samoa,19,Kelly,Natalie,1
Survivor: Samoa,19,Erik,Mick,0
Survivor: Samoa,19,Erik,Russell H.,0
Survivor: Samoa,19,Erik,Natalie,1
Survivor: Tocantins,18,Erinn,Stephen,0
Survivor: Tocantins,18,Erinn,J.T.,1
Survivor: Tocantins,18,Taj,Stephen,0
Survivor: Tocantins,18,Taj,J.T.,1
Survivor: Tocantins,18,Coach,Stephen,0
Survivor: Tocantins,18,Coach,J.T.,1
Survivor: Tocantins,18,Debbie,Stephen,0
Survivor: Tocantins,18,Debbie,J.T.,1
Survivor: Tocantins,18,Sierra,Stephen,0
Survivor: Tocantins,18,Sierra,J.T.,1
Survivor: Tocantins,18,Tyson,Stephen,0
Survivor: Tocantins,18,Tyson,J.T.,1
Survivor: Tocantins,18,Brendan,Stephen,0
Survivor: Tocantins,18,Brendan,J.T.,1
Survivor: Gabon,17,Matty,Sugar,0
Survivor: Gabon,17,Matty,Susie,1
Survivor: Gabon,17,Matty,Bob,0
Survivor: Gabon,17,Ken,Sugar,0
Survivor: Gabon,17,Ken,Susie,1
Survivor: Gabon,17,Ken,Bob,0
Survivor: Gabon,17,Crystal,Sugar,0
Survivor: Gabon,17,Crystal,Susie,1
Survivor: Gabon,17,Crystal,Bob,0
Survivor: Gabon,17,Corinne,Sugar,0
Survivor: Gabon,17,Corinne,Susie,0
Survivor: Gabon,17,Corinne,Bob,1
Survivor: Gabon,17,Randy,Sugar,0
Survivor: Gabon,17,Randy,Susie,0
Survivor: Gabon,17,Randy,Bob,1
Survivor: Gabon,17,Charlie,Sugar,0
Survivor: Gabon,17,Charlie,Susie,0
Survivor: Gabon,17,Charlie,Bob,1
Survivor: Gabon,17,Marcus,Sugar,0
Survivor: Gabon,17,Marcus,Susie,0
Survivor: Gabon,17,Marcus,Bob,1
Survivor: Micronesia,16,Cirie,Amanda,0
Survivor: Micronesia,16,Cirie,Parvati,1
Survivor: Micronesia,16,Natalie,Amanda,0
Survivor: Micronesia,16,Natalie,Parvati,1
Survivor: Micronesia,16,Erik,Amanda,1
Survivor: Micronesia,16,Erik,Parvati,0
Survivor: Micronesia,16,Alexis,Amanda,0
Survivor: Micronesia,16,Alexis,Parvati,1
Survivor: Micronesia,16,James,Amanda,1
Survivor: Micronesia,16,James,Parvati,0
Survivor: Micronesia,16,Jason,Amanda,0
Survivor: Micronesia,16,Jason,Parvati,1
Survivor: Micronesia,16,Ozzy,Amanda,1
Survivor: Micronesia,16,Ozzy,Parvati,0
Survivor: Micronesia,16,Eliza,Amanda,0
Survivor: Micronesia,16,Eliza,Parvati,1
Survivor: China,15,Denise,Amanda,0
Survivor: China,15,Denise,Courtney,1
Survivor: China,15,Denise,Todd,0
Survivor: China,15,Peih-Gee,Amanda,0
Survivor: China,15,Peih-Gee,Courtney,0
Survivor: China,15,Peih-Gee,Todd,1
Survivor: China,15,Erik,Amanda,1
Survivor: China,15,Erik,Courtney,0
Survivor: China,15,Erik,Todd,0
Survivor: China,15,James,Amanda,0
Survivor: China,15,James,Courtney,1
Survivor: China,15,James,Todd,0
Survivor: China,15,Frosti,Amanda,0
Survivor: China,15,Frosti,Courtney,0
Survivor: China,15,Frosti,Todd,1
Survivor: China,15,Jean-Robert,Amanda,0
Survivor: China,15,Jean-Robert,Courtney,0
Survivor: China,15,Jean-Robert,Todd,1
Survivor: China,15,Jaime,Amanda,0
Survivor: China,15,Jaime,Courtney,0
Survivor: China,15,Jaime,Todd,1
Survivor: Fiji,14,Yau-Man,Dreamz,0
Survivor: Fiji,14,Yau-Man,Cassandra,0
Survivor: Fiji,14,Yau-Man,Earl,1
Survivor: Fiji,14,Boo,Dreamz,0
Survivor: Fiji,14,Boo,Cassandra,0
Survivor: Fiji,14,Boo,Earl,1
Survivor: Fiji,14,Stacy,Dreamz,0
Survivor: Fiji,14,Stacy,Cassandra,0
Survivor: Fiji,14,Stacy,Earl,1
Survivor: Fiji,14,Alex,Dreamz,0
Survivor: Fiji,14,Alex,Cassandra,0
Survivor: Fiji,14,Alex,Earl,1
Survivor: Fiji,14,Mookie,Dreamz,0
Survivor: Fiji,14,Mookie,Cassandra,0
Survivor: Fiji,14,Mookie,Earl,1
Survivor: Fiji,14,Edgardo,Dreamz,0
Survivor: Fiji,14,Edgardo,Cassandra,0
Survivor: Fiji,14,Edgardo,Earl,1
Survivor: Fiji,14,Michelle,Dreamz,0
Survivor: Fiji,14,Michelle,Cassandra,0
Survivor: Fiji,14,Michelle,Earl,1
Survivor: Fiji,14,Lisi,Dreamz,0
Survivor: Fiji,14,Lisi,Cassandra,0
Survivor: Fiji,14,Lisi,Earl,1
Survivor: Fiji,14,Rocky,Dreamz,0
Survivor: Fiji,14,Rocky,Cassandra,0
Survivor: Fiji,14,Rocky,Earl,1
Survivor: Cook Islands,13,Sundra,Becky,0
Survivor: Cook Islands,13,Sundra,Ozzy,0
Survivor: Cook Islands,13,Sundra,Yul,1
Survivor: Cook Islands,13,Adam,Becky,0
Survivor: Cook Islands,13,Adam,Ozzy,0
Survivor: Cook Islands,13,Adam,Yul,1
Survivor: Cook Islands,13,Parvati,Becky,0
Survivor: Cook Islands,13,Parvati,Ozzy,1
Survivor: Cook Islands,13,Parvati,Yul,0
Survivor: Cook Islands,13,Jonathan,Becky,0
Survivor: Cook Islands,13,Jonathan,Ozzy,0
Survivor: Cook Islands,13,Jonathan,Yul,1
Survivor: Cook Islands,13,Candice,Becky,0
Survivor: Cook Islands,13,Candice,Ozzy,0
Survivor: Cook Islands,13,Candice,Yul,1
Survivor: Cook Islands,13,Nate,Becky,0
Survivor: Cook Islands,13,Nate,Ozzy,1
Survivor: Cook Islands,13,Nate,Yul,0
Survivor: Cook Islands,13,Jenny,Becky,0
Survivor: Cook Islands,13,Jenny,Ozzy,1
Survivor: Cook Islands,13,Jenny,Yul,0
Survivor: Cook Islands,13,Rebecca,Becky,0
Survivor: Cook Islands,13,Rebecca,Ozzy,1
Survivor: Cook Islands,13,Rebecca,Yul,0
Survivor: Cook Islands,13,Brad,Becky,0
Survivor: Cook Islands,13,Brad,Ozzy,0
Survivor: Cook Islands,13,Brad,Yul,1
Survivor: Panama,12,Terry,Danielle,0
Survivor: Panama,12,Terry,Aras,1
Survivor: Panama,12,Cirie,Danielle,0
Survivor: Panama,12,Cirie,Aras,1
Survivor: Panama,12,Shane,Danielle,1
Survivor: Panama,12,Shane,Aras,0
Survivor: Panama,12,Courtney,Danielle,0
Survivor: Panama,12,Courtney,Aras,1
Survivor: Panama,12,Bruce,Danielle,1
Survivor: Panama,12,Bruce,Aras,0
Survivor: Panama,12,Sally,Danielle,0
Survivor: Panama,12,Sally,Aras,1
Survivor: Panama,12,Austin,Danielle,0
Survivor: Panama,12,Austin,Aras,1
Survivor: Guatemala,11,Rafe,Stephenie,1
Survivor: Guatemala,11,Rafe,Danni,0
Survivor: Guatemala,11,Lydia,Stephenie,0
Survivor: Guatemala,11,Lydia,Danni,1
Survivor: Guatemala,11,Cindy,Stephenie,0
Survivor: Guatemala,11,Cindy,Danni,1
Survivor: Guatemala,11,Judd,Stephenie,0
Survivor: Guatemala,11,Judd,Danni,1
Survivor: Guatemala,11,Gary,Stephenie,0
Survivor: Guatemala,11,Gary,Danni,1
Survivor: Guatemala,11,Jamie,Stephenie,0
Survivor: Guatemala,11,Jamie,Danni,1
Survivor: Guatemala,11,Bobby Jon,Stephenie,0
Survivor: Guatemala,11,Bobby Jon,Danni,1
Survivor: Palau,10,Ian,Katie,0
Survivor: Palau,10,Ian,Tom,1
Survivor: Palau,10,Jenn,Katie,0
Survivor: Palau,10,Jenn,Tom,1
Survivor: Palau,10,Caryn,Katie,0
Survivor: Palau,10,Caryn,Tom,1
Survivor: Palau,10,Gregg,Katie,0
Survivor: Palau,10,Gregg,Tom,1
Survivor: Palau,10,Stephenie,Katie,0
Survivor: Palau,10,Stephenie,Tom,1
Survivor: Palau,10,Janu,Katie,0
Survivor: Palau,10,Janu,Tom,1
Survivor: Palau,10,Coby,Katie,1
Survivor: Palau,10,Coby,Tom,0
Survivor: Vanuatu,9,Scout,Twila,1
Survivor: Vanuatu,9,Scout,Chris,0
Survivor: Vanuatu,9,Eliza,Twila,0
Survivor: Vanuatu,9,Eliza,Chris,1
Survivor: Vanuatu,9,Julie,Twila,0
Survivor: Vanuatu,9,Julie,Chris,1
Survivor: Vanuatu,9,Ami,Twila,1
Survivor: Vanuatu,9,Ami,Chris,0
Survivor: Vanuatu,9,Leann,Twila,0
Survivor: Vanuatu,9,Leann,Chris,1
Survivor: Vanuatu,9,Chad,Twila,0
Survivor: Vanuatu,9,Chad,Chris,1
Survivor: Vanuatu,9,Lea,Twila,0
Survivor: Vanuatu,9,Lea,Chris,1
Survivor: All-Stars,8,Jenna L.,Rob M.,1
Survivor: All-Stars,8,Jenna L.,Amber,0
Survivor: All-Stars,8,Rupert,Rob M.,1
Survivor: All-Stars,8,Rupert,Amber,0
Survivor: All-Stars,8,Tom,Rob M.,0
Survivor: All-Stars,8,Tom,Amber,1
Survivor: All-Stars,8,Shii Ann,Rob M.,0
Survivor: All-Stars,8,Shii Ann,Amber,1
Survivor: All-Stars,8,Alicia,Rob M.,0
Survivor: All-Stars,8,Alicia,Amber,1
Survivor: All-Stars,8,Kathy,Rob M.,1
Survivor: All-Stars,8,Kathy,Amber,0
Survivor: All-Stars,8,Lex,Rob M.,0
Survivor: All-Stars,8,Lex,Amber,1
Survivor: Pearl Islands,7,Jon,Lillian,0
Survivor: Pearl Islands,7,Jon,Sandra,1
Survivor: Pearl Islands,7,Darrah,Lillian,0
Survivor: Pearl Islands,7,Darrah,Sandra,1
Survivor: Pearl Islands,7,Burton,Lillian,0
Survivor: Pearl Islands,7,Burton,Sandra,1
Survivor: Pearl Islands,7,Christa,Lillian,0
Survivor: Pearl Islands,7,Christa,Sandra,1
Survivor: Pearl Islands,7,Tijuana,Lillian,1
Survivor: Pearl Islands,7,Tijuana,Sandra,0
Survivor: Pearl Islands,7,Rupert,Lillian,0
Survivor: Pearl Islands,7,Rupert,Sandra,1
Survivor: Pearl Islands,7,Ryan O.,Lillian,0
Survivor: Pearl Islands,7,Ryan O.,Sandra,1
Survivor: The Amazon,6,Rob,Matthew,0
Survivor: The Amazon,6,Rob,Jenna,1
Survivor: The Amazon,6,Butch,Matthew,1
Survivor: The Amazon,6,Butch,Jenna,0
Survivor: The Amazon,6,Heidi,Matthew,0
Survivor: The Amazon,6,Heidi,Jenna,1
Survivor: The Amazon,6,Christy,Matthew,0
Survivor: The Amazon,6,Christy,Jenna,1
Survivor: The Amazon,6,Alex,Matthew,0
Survivor: The Amazon,6,Alex,Jenna,1
Survivor: The Amazon,6,Deena,Matthew,0
Survivor: The Amazon,6,Deena,Jenna,1
Survivor: The Amazon,6,Dave,Matthew,0
Survivor: The Amazon,6,Dave,Jenna,1
Survivor: Thailand,5,Jan,Clay,0
Survivor: Thailand,5,Jan,Brian,1
Survivor: Thailand,5,Helen,Clay,0
Survivor: Thailand,5,Helen,Brian,1
Survivor: Thailand,5,Ted,Clay,0
Survivor: Thailand,5,Ted,Brian,1
Survivor: Thailand,5,Jake,Clay,0
Survivor: Thailand,5,Jake,Brian,1
Survivor: Thailand,5,Penny,Clay,1
Survivor: Thailand,5,Penny,Brian,0
Survivor: Thailand,5,Ken,Clay,1
Survivor: Thailand,5,Ken,Brian,0
Survivor: Thailand,5,Erin,Clay,1
Survivor: Thailand,5,Erin,Brian,0
Survivor: Marquesas,4,Kathy,Neleh,1
Survivor: Marquesas,4,Kathy,Vecepia,0
Survivor: Marquesas,4,Paschal,Neleh,1
Survivor: Marquesas,4,Paschal,Vecepia,0
Survivor: Marquesas,4,Sean,Neleh,0
Survivor: Marquesas,4,Sean,Vecepia,1
Survivor: Marquesas,4,Robert,Neleh,0
Survivor: Marquesas,4,Robert,Vecepia,1
Survivor: Marquesas,4,Tammy,Neleh,0
Survivor: Marquesas,4,Tammy,Vecepia,1
Survivor: Marquesas,4,Zoe,Neleh,1
Survivor: Marquesas,4,Zoe,Vecepia,0
Survivor: Marquesas,4,John,Neleh,0
Survivor: Marquesas,4,John,Vecepia,1
Survivor: Africa,3,Lex,Kim J.,0
Survivor: Africa,3,Lex,Ethan,1
Survivor: Africa,3,Tom,Kim J.,0
Survivor: Africa,3,Tom,Ethan,1
Survivor: Africa,3,Teresa,Kim J.,0
Survivor: Africa,3,Teresa,Ethan,1
Survivor: Africa,3,Kim P.,Kim J.,1
Survivor: Africa,3,Kim P.,Ethan,0
Survivor: Africa,3,Frank,Kim J.,0
Survivor: Africa,3,Frank,Ethan,1
Survivor: Africa,3,Brandon,Kim J.,1
Survivor: Africa,3,Brandon,Ethan,0
Survivor: Africa,3,Kelly,Kim J.,0
Survivor: Africa,3,Kelly,Ethan,1
Survivor: The Australian Outback,2,Keith,Colby,0
Survivor: The Australian Outback,2,Keith,Tina,1
Survivor: The Australian Outback,2,Elisabeth,Colby,0
Survivor: The Australian Outback,2,Elisabeth,Tina,1
Survivor: The Australian Outback,2,Rodger,Colby,1
Survivor: The Australian Outback,2,Rodger,Tina,0
Survivor: The Australian Outback,2,Amber,Colby,1
Survivor: The Australian Outback,2,Amber,Tina,0
Survivor: The Australian Outback,2,Nick,Colby,1
Survivor: The Australian Outback,2,Nick,Tina,0
Survivor: The Australian Outback,2,Jerri,Colby,0
Survivor: The Australian Outback,2,Jerri,Tina,1
Survivor: The Australian Outback,2,Alicia,Colby,0
Survivor: The Australian Outback,2,Alicia,Tina,1
Survivor: Borneo,1,Rudy,Kelly,0
Survivor: Borneo,1,Rudy,Richard,1
Survivor: Borneo,1,Susan,Kelly,0
Survivor: Borneo,1,Susan,Richard,1
Survivor: Borneo,1,Sean,Kelly,0
Survivor: Borneo,1,Sean,Richard,1
Survivor: Borneo,1,Colleen,Kelly,1
Survivor: Borneo,1,Colleen,Richard,0
Survivor: Borneo,1,Gervase,Kelly,1
Survivor: Borneo,1,Gervase,Richard,0
Survivor: Borneo,1,Jenna,Kelly,1
Survivor: Borneo,1,Jenna,Richard,0
Survivor: Borneo,1,Greg,Kelly,0
Survivor: Borneo,1,Greg,Richard,1
