season_name,season,episode,title,day,challenge_type,winners,winning_tribe
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Jessica,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Desi,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Cole,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Joe,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Mike,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Simone,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Patrick,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Ali,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Devon,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,1,"I'm Not Crazy, I'm Confident",3,immunity,Ryan,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,reward,Roark,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,reward,Jessica,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,reward,Desi,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,reward,Cole,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,reward,Joe,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,reward,Mike,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,immunity,Roark,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,immunity,Jessica,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,immunity,Desi,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,immunity,Cole,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,immunity,Joe,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,2,I'm a Wild Banshee,6,immunity,Mike,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,reward,Alan,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,reward,JP,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,reward,Ashley,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,reward,Chrissy,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,reward,Ben,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,immunity,Alan,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,immunity,JP,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,immunity,Ashley,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,immunity,Chrissy,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,3,My Kisses Are Very Private,8,immunity,Ben,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,reward,Jessica,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,reward,Cole,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,reward,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,reward,Mike,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,reward,Ben,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Jessica,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Cole,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Mike,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Ben,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Roark,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Ali,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,JP,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Ryan,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,4,I Don't Like Having Snakes Around,11,immunity,Chrissy,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Desi,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Joe,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Ashley,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Devon,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Jessica,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Cole,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Mike,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,reward,Ben,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Jessica,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Cole,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Mike,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Ben,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Desi,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Joe,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Ashley,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,5,The Past Will Eat You Alive,14,immunity,Devon,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Ali,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,JP,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Ryan,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Chrissy,Soko
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Jessica,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Cole,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Mike,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,reward,Ben,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Jessica,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Cole,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Lauren,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Mike,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Ben,Yawa
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Desi,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Joe,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Ashley,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,6,This is Why You Play Survivor,16,immunity,Devon,Levu
Survivor: Heroes vs. Healers vs. Hustlers,35,7,Get to Gettin',19,immunity,Desi,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,reward,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,reward,Cole,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,reward,Devon,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,reward,JP,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,reward,Ryan,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,reward,Joe,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,8,Playing with the Devil,21,immunity,Cole,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,9,Fear of the Unknown,24,reward,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,9,Fear of the Unknown,24,reward,Cole,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,9,Fear of the Unknown,24,reward,JP,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,9,Fear of the Unknown,24,reward,Joe,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,9,Fear of the Unknown,24,reward,Mike,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,9,Fear of the Unknown,24,immunity,Lauren,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",27,reward,Lauren,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",27,reward,Ashley,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",27,reward,Ben,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",27,reward,Devon,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",27,immunity,Ashley,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",30,reward,Ashley,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",30,reward,Ben,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",30,reward,Devon,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",30,reward,Joe,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,10,"Buy One, Get One Free",30,immunity,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,11,Not Going to Roll Over and Die,33,reward,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,11,Not Going to Roll Over and Die,33,reward,Ashley,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,11,Not Going to Roll Over and Die,33,reward,Mike,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,11,Not Going to Roll Over and Die,33,reward,Ryan,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,11,Not Going to Roll Over and Die,33,immunity,Ashley,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,12,The Survivor Devil,36,reward,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,12,The Survivor Devil,36,reward,Devon,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,12,The Survivor Devil,36,reward,Ryan,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,12,The Survivor Devil,36,immunity,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,13,Million Dollar Night,37,reward,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,13,Million Dollar Night,37,reward,Devon,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,13,Million Dollar Night,37,reward, Mike,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,13,Million Dollar Night,37,immunity,Chrissy,NA
Survivor: Heroes vs. Healers vs. Hustlers,35,13,Million Dollar Night,38,immunity,Chrissy,NA
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,J.T.,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Ozzy,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Debbie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Zeke,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Sierra,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Andrea,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Cirie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Tai,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Brad,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,reward,Sarah,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,J.T.,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Ozzy,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Debbie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Zeke,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Sierra,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Andrea,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Cirie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Tai,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Brad,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,3,immunity,Sarah,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,J.T.,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Ozzy,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Debbie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Zeke,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Sierra,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Andrea,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Cirie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Tai,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Brad,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,reward,Sarah,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,J.T.,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Ozzy,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Debbie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Zeke,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Sierra,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Andrea,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Cirie,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Tai,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Brad,Nuku
Survivor: Game Changers,34,1,The Stakes Have Been Raised,6,immunity,Sarah,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,reward,Malcolm,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,reward,J.T.,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,reward,Sandra,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,reward,Jeff,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,reward,Michaela,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,reward,Aubry,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,immunity,Malcolm,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,immunity,J.T.,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,immunity,Sandra,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,immunity,Jeff,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,immunity,Michaela,Nuku
Survivor: Game Changers,34,2,Survivor Jackpot,9,immunity,Aubry,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Malcolm,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,J.T.,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Sandra,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Jeff,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Michaela,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Aubry,Nuku
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Hali,Mana
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Debbie,Mana
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Sierra,Mana
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Tai,Mana
Survivor: Game Changers,34,3,The Tables Have Turned,11,reward,Brad,Mana
Survivor: Game Changers,34,3,The Tables Have Turned,11,immunity,Ozzy,Tavua
Survivor: Game Changers,34,3,The Tables Have Turned,11,immunity,Zeke,Tavua
Survivor: Game Changers,34,3,The Tables Have Turned,11,immunity,Andrea,Tavua
Survivor: Game Changers,34,3,The Tables Have Turned,11,immunity,Cirie,Tavua
Survivor: Game Changers,34,3,The Tables Have Turned,11,immunity,Troyzan,Tavua
Survivor: Game Changers,34,3,The Tables Have Turned,11,immunity,Sarah,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Ozzy,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Zeke,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Andrea,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Cirie,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Troyzan,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Sarah,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,reward,J.T.,Nuku
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Sandra,Nuku
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Jeff,Nuku
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Michaela,Nuku
Survivor: Game Changers,34,4,Dirty Deed,13,reward,Aubry,Nuku
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Hali,Mana
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Debbie,Mana
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Sierra,Mana
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Tai,Mana
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Brad,Mana
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Ozzy,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Zeke,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Andrea,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Cirie,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Troyzan,Tavua
Survivor: Game Changers,34,4,Dirty Deed,13,immunity,Sarah,Tavua
Survivor: Game Changers,34,5,"Vote Early, Vote Often",16,immunity,Debbie,NA
Survivor: Game Changers,34,5,"Vote Early, Vote Often",16,immunity,Hali,Mana
Survivor: Game Changers,34,5,"Vote Early, Vote Often",16,immunity,Debbie,Mana
Survivor: Game Changers,34,5,"Vote Early, Vote Often",16,immunity,Sierra,Mana
Survivor: Game Changers,34,5,"Vote Early, Vote Often",16,immunity,Tai,Mana
Survivor: Game Changers,34,5,"Vote Early, Vote Often",16,immunity,Brad,Mana
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,reward,Jeff,Nuku
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,reward,Michaela,Nuku
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,reward,Aubry,Nuku
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,immunity,Hali,Mana
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,immunity,Debbie,Mana
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,immunity,Sierra,Mana
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,immunity,Tai,Mana
Survivor: Game Changers,34,6,"What Happened on Exile, Stays on Exile",18,immunity,Brad,Mana
Survivor: Game Changers,34,7,There's a New Sheriff in Town,21,immunity,Andrea,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,reward,Andrea,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,reward,Debbie,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,reward,Ozzy,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,reward,Tai,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,reward,Troyzan,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,reward,Zeke,NA
Survivor: Game Changers,34,7,There's a New Sheriff in Town,24,immunity,Tai,NA
Survivor: Game Changers,34,8,A Line Drawn in Concrete,26,reward,Andrea,NA
Survivor: Game Changers,34,8,A Line Drawn in Concrete,26,reward,Aubry,NA
Survivor: Game Changers,34,8,A Line Drawn in Concrete,26,reward,Brad,NA
Survivor: Game Changers,34,8,A Line Drawn in Concrete,26,reward,Debbie,NA
Survivor: Game Changers,34,8,A Line Drawn in Concrete,26,reward,Sierra,NA
Survivor: Game Changers,34,8,A Line Drawn in Concrete,26,immunity,Troyzan,NA
Survivor: Game Changers,34,9,Reinventing How This Game Is Played,29,reward,Andrea,NA
Survivor: Game Changers,34,9,Reinventing How This Game Is Played,29,reward,Aubry,NA
Survivor: Game Changers,34,9,Reinventing How This Game Is Played,29,reward,Brad,NA
Survivor: Game Changers,34,9,Reinventing How This Game Is Played,29,reward,Sarah,NA
Survivor: Game Changers,34,9,Reinventing How This Game Is Played,29,reward,Zeke,NA
Survivor: Game Changers,34,9,Reinventing How This Game Is Played,29,immunity,Andrea,NA
Survivor: Game Changers,34,10,It Is Not a High Without a Low,32,reward,Andrea,NA
Survivor: Game Changers,34,10,It Is Not a High Without a Low,32,reward,Aubry,NA
Survivor: Game Changers,34,10,It Is Not a High Without a Low,32,reward,Brad,NA
Survivor: Game Changers,34,10,It Is Not a High Without a Low,32,reward,Cirie,NA
Survivor: Game Changers,34,10,It Is Not a High Without a Low,32,reward,Sarah,NA
Survivor: Game Changers,34,10,It Is Not a High Without a Low,32,immunity,Brad,NA
Survivor: Game Changers,34,11,Parting Is Such Sweet Sorrow,33,immunity,Aubry,NA
Survivor: Game Changers,34,11,Parting Is Such Sweet Sorrow,35,immunity,Brad,NA
Survivor: Game Changers,34,12,No Good Deed Goes Unpunished,36,reward,Brad,NA
Survivor: Game Changers,34,12,No Good Deed Goes Unpunished,36,reward,Sarah,NA
Survivor: Game Changers,34,12,No Good Deed Goes Unpunished,36,reward,Troyzan,NA
Survivor: Game Changers,34,12,No Good Deed Goes Unpunished,36,immunity,Brad,NA
Survivor: Game Changers,34,12,No Good Deed Goes Unpunished,37,immunity,Brad,NA
Survivor: Game Changers,34,12,No Good Deed Goes Unpunished,38,immunity,Brad,NA
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Mari,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Figgy,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Michaela,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Michelle,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Taylor,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Zeke,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Will,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Jay,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Hannah,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,reward,Adam,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Mari,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Figgy,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Michaela,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Michelle,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Taylor,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Zeke,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Will,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Jay,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Hannah,Vanua
Survivor: Millennials vs. Gen X,33,1,May the Best Generation Win,4,immunity,Adam,Vanua
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Paul,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Lucy,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,CeCe,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Chris,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Jessica,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Sunday,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Bret,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,David,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,reward,Ken,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,immunity,Paul,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,immunity,Lucy,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,immunity,CeCe,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,immunity,Chris,Takali
Survivor: Millennials vs. Gen X,33,2,Love Goggles,7,immunity,Jessica,Takali
